-0.000398747-0.0175981j 0.0101083-0.0159482j -0.010208+0.000518681j -0.0183247-0.0393406j 0.00508459+0.0011069j -0.00265296+0.0144077j -0.00712065+0.0354579j 0.00268865-0.0129187j -0.00139585+0.0201184j -0.00859134-0.00722983j -0.0106438+0.020112j -0.0128497-0.00564333j 0.022127-0.00243281j -0.0112905+0.0058052j 0.0133145+0.0030389j -0.00246558+0.00393468j -0.0100115+0.019134j 0.00576816-0.0187649j 0.00578457+0.00955846j -0.00191404-0.00147055j -0.00306863-0.00185699j -0.00264653-0.00421267j 0.0292054+0.000282779j 0.0148254+0.00842054j -0.0132014+0.00422185j 0.00530103-0.0217851j -0.000340024+0.00383032j -0.00799761-0.00951957j 0.00947872+0.0064083j -0.0210977-0.000285138j 0.00560099+0.0125918j 0.00131092+0.0165194j -0.00270142+0.0012961j 0.00506882+0.00012333j 0.00284162-0.00695083j 0.0143963+0.0184531j -0.00274724-0.0220494j 0.00218126-0.0111619j 0.00279275+0.00330056j 0.000518589-0.014363j 0.00676244-0.0207633j -0.00659903+0.0132726j -0.00926894+0.0218893j 0.0112372+0.000580061j 0.0157901+0.00387177j -0.00213234+0.00424412j -0.00708981-0.015619j 0.0219751+0.00367888j -0.00402955-0.0210275j 0.00711836-0.0188279j 0.0160475+0.00777722j 0.00633921-0.0442105j -0.0147687-0.0182112j -0.0367086+0.00857266j -0.0272369-0.023634j -0.0184558+0.00231263j 0.00142438-0.00608744j 0.0229102+0.0219199j -0.0051816-0.0151276j 0.0104779-0.0120186j -0.00318807-0.0120013j -0.0116675+0.0175919j 0.0140773+0.00288816j -0.0156297-0.00098605j -0.00718268+0.0154049j 0.0255195+0.0113499j -0.00137645+0.00239906j 0.0216412+0.00209192j -0.0208214+0.0358815j 0.012259+0.00629541j -0.0231318+0.00582288j -0.00135365+0.00944004j 0.0173316-0.00269354j 0.0201433-0.0881533j -0.0877089+0.00502257j 0.0320178-0.0692318j 0.0103029-0.0227306j 
-0.00311145-0.00619571j 0.00252433-0.0145136j -0.0257787+0.00109172j -0.00934221-0.00244911j -0.0199368+0.00313705j -0.0121526+0.025818j -0.0060265-0.0184134j -0.0105286+0.00233689j -0.0115926-0.0252718j 0.0102067+0.00529863j -0.00212518+0.0159022j -0.0116961+0.00939154j -0.0408934+0.0136947j 0.0212909-0.0118292j -0.0441951+0.0282378j 0.00347838+0.0247471j 0.00442749+0.0120293j 0.00294815-0.00164033j -0.0312449-0.0120131j -0.0253116+0.0112991j -0.00120187+0.00531318j 0.0214359+0.00903572j -0.00984801-0.0161917j 0.0186872-0.0126157j 9.0621e-06+0.0182007j 0.000315281-0.00777775j 0.0242258-0.00159008j 0.019954+0.00162756j -0.00457773+0.00606924j 0.032538+0.0397187j 0.0192045-0.0210107j 0.00469802-0.032984j -0.0142907+0.0143281j 0.0435638+0.0090309j -0.0392864+0.00735493j -0.0366405+0.00866071j -0.0218002+0.0193813j 0.0358427+0.0178057j 0.0172016+0.0437337j 0.0179933+0.0367243j 0.0129519+0.00658553j 0.0150636+0.0157381j 0.0039137-0.032204j 0.028449-0.0224031j -0.0134292-0.0183818j 0.0433745+0.00675753j 0.000748628+0.0161982j -0.0444104-0.0468378j -0.0153414+0.01614j -0.0364455+0.0154098j -0.0183071+0.000449957j -0.0333728+0.055987j -0.0104256-0.042504j -0.0452244-0.0264927j 0.00748572+0.00373331j 0.0167482+0.0237861j 0.0151325-0.00555006j 0.00395049+0.0071772j 0.0407411+0.00959195j 0.0110949-0.0798941j 0.00866338+0.049671j 0.0666057+0.00687795j 0.0255488+0.0245391j 0.039155+0.0153713j 0.0591902-0.00521641j 0.0286567-0.0169687j -0.0119544+0.0161733j -0.0622065-0.00159301j 0.0455401-0.0798355j 0.00650199-0.0355618j 0.0715006+0.0461886j -0.00296093+0.0557623j -0.0136988+0.026177j 0.0349879+0.0627635j 0.0257684-0.0123884j -0.038946+0.000126251j -0.0273925+0.0277427j 
0.00131406+0.0104843j 0.00121818-0.011289j -0.0160409-0.00788622j 0.0149685-0.0174088j -0.000152991-0.0274449j 0.0174569-0.0132941j 0.0327663+0.000514667j 0.00122518+0.0117177j 0.0100559+0.0160366j -0.0190998-0.0131614j 0.00321854-0.00267686j -0.00633839+0.0189862j 0.0145195+0.0100624j -0.00464572+0.000239703j -0.0130094-0.017533j -0.00563685+0.0106733j -0.0216501-0.00953397j -0.0132546+0.00997455j 0.00924626-0.0190428j -0.0136434+0.00254004j -0.00409242-0.000538786j -0.0159171-0.000979821j -0.000945823-0.0109843j -0.00666244+0.0100676j -0.0157041+0.000875578j -0.0162947-0.00796517j -0.0094226+0.0196455j -0.00125172+0.0038991j -0.00610263+0.0067794j -0.0111589-0.00772158j -0.00627925+0.00104132j -0.00973548+0.0246144j -0.00880149+0.0113747j -0.000783449-0.0024827j -0.0116224-0.0137745j 0.00539328-0.00301516j -0.00102066+0.00552445j 0.00798065+0.00409327j 0.0200457-0.0158131j 0.0112087-0.0145371j 0.00197846-0.00630339j -0.002633-0.00151565j 0.00773564+0.005375j -0.0308317-0.0288725j -0.00294159+0.00222045j 0.00746717-0.00282783j 0.0238089+0.00257488j 0.0127139+0.00137241j 0.0129527-0.0122174j 0.00516243-0.0222106j 0.00731702-0.0168843j -0.0159797-0.00455132j -0.00681607-0.00119642j -0.0247895+1.80951e-06j -0.0144297+0.0208032j 0.0135238-0.033343j 0.00667259-0.036693j -0.0219918-0.00318478j -0.0244901+0.00599345j 0.00987898-0.0410026j 0.0238863-0.000787972j 0.0102875+0.00118831j -0.0379712-0.0250431j 0.011-0.0288247j -0.0155371+0.0221666j 0.0231248-0.0107652j -0.0210881+0.00590484j 0.0226397-0.005996j -0.00941975+0.0149116j 0.00432397-0.00506665j -0.000980902+0.0484241j -0.0321597+0.00829805j -0.0361899+0.00252615j 0.0358016-0.00208753j -0.0147028-0.00657393j -0.012293-0.018472j 0.0137771+0.00193476j 
-0.0120275-0.00462889j -0.00896494-0.0190121j -0.0186066-0.0161251j -0.0207335-0.0119318j 0.0131897+0.00817167j 0.00421488+0.0447562j 0.00128219+0.000371794j -0.00187467-0.013542j 0.0140902-0.00190363j -0.00751604-0.0223558j 0.0247145-9.70728e-05j -0.024086+0.0216962j -0.00660971+0.000579832j 0.0301368-0.0229963j 0.0129364+0.0225497j -0.00628948-0.00948817j 0.0105474+0.0244169j -0.0359546-0.01332j 0.00386774+0.012816j -0.0518912+0.0117754j 0.0211206-0.00514197j 0.0165528+0.00255311j -0.00467382+0.00109294j 0.0384577-0.0241409j 0.0256069+0.0179112j -0.0237192+0.000543554j 0.0107681-3.44111e-05j 0.0135377-0.00951849j 0.0121988-0.0171637j 0.0176696+0.0298823j 0.00446304-0.0117858j -0.00173975+0.011957j -0.0194597-0.0101874j 0.000659246-0.0045795j -0.0396669-0.00468287j -0.0391336-0.00539541j -0.0406929-0.0161764j 0.0165586+0.0262998j -0.0438431-0.00163775j -0.0446873+0.0303745j -0.0109531-0.0347755j -0.0277587+0.0272089j 0.022238+0.0298365j 0.0212627-0.014253j 0.00222766-0.011828j 0.000646674+0.0262443j -0.00393555+0.0134777j -0.0266808-0.0162546j -0.0311933-0.0024209j -0.0015159+0.022884j 0.00251606-0.0230093j -0.0480982+0.0220572j -0.0516937+0.0133113j 0.0327937+0.0390926j -0.00367913-0.000819025j 0.0348889+0.0169016j 0.0179887-0.0447776j -0.0398479-0.0561425j 0.0287572-0.0527936j 0.0087829-0.00186664j -0.0463749-0.0217095j 0.0171686+0.00288809j -0.00582062-0.0348156j 0.014329-0.0161203j -0.0522644+0.00979169j 0.00867163+0.0285024j 0.0289656+0.0443988j -0.0423524+0.0124178j -0.0292717-0.0223314j -0.0532576+0.0026685j -0.0172512+0.0120899j 0.00480891+0.0136899j 0.00632439-0.0139208j 0.0946863+0.00827466j 0.0247944-0.0829414j 0.0182601-0.016975j -0.0447555+0.0545629j 
-0.018775-0.0265322j 0.0144373+0.011037j 0.0366385+0.0224618j -0.0210016+0.00831654j -0.0177127-0.0181351j -0.0242249+0.0097351j 0.00269603+0.0141808j 0.0446909-0.0247498j -0.0166634+0.00981099j 0.0242511-0.0103693j -0.0505991+0.050334j 0.0163369+0.0104467j 0.0226676-0.0246668j -0.000837177+0.00256229j 0.0496347+0.0155435j -0.021007+0.0114662j -0.0433589+0.0169159j 0.0100392+0.0145775j 0.00500612-0.0245854j 0.0244373-0.0353145j -0.0278219+0.0189419j -0.0243411+0.0183337j 0.00737648+0.0200809j -0.0282936+0.00623634j -0.00138075-0.0316634j -0.011611-0.00136096j 0.00220553-0.0150105j -0.0151016+0.0158461j 0.0166198-0.019287j -0.017017+0.00843468j 0.00948933+0.0423676j -0.0247564+0.0140873j -0.0155152+0.00593855j 0.0146623-0.0251061j -0.00590413+0.00385804j 0.0120376+0.0168339j 0.00537362+0.000776563j 0.0367545-0.00564628j 0.0118062-0.0227271j 0.0220495+0.0176974j 0.0093546-0.0144633j -0.00620465-0.0144647j 0.00179186-0.0109277j -0.0128836-0.0208356j 0.0288814-0.0127838j 0.0282033+0.0269279j 0.0231357-0.0313221j -9.8292e-05-0.00932439j -0.0316609+0.0186924j -0.0106085-0.00330522j 0.026883-0.0203972j -0.019164-0.0276061j -0.00738432-0.0465157j -0.0731579+0.00515316j -0.0150232-0.0313692j -0.038678+0.0261714j -0.0319383-0.0619747j 0.00968316+0.0175832j -0.0100805-0.0303508j 0.0394147-0.0315167j 0.0375414+0.0108048j 0.000583149-0.0117818j 0.00774382-0.0272847j -0.0307497-0.0185993j 0.0151277+0.0326775j 0.0653887+0.0331338j -0.0284342-0.0319594j -0.00259556-0.00996701j -0.0347191-0.0127592j 0.0414098+0.0200902j 0.00692118+0.007397j -0.0147146+0.0414151j -0.0161492+0.0195059j 0.0279708-0.0498961j -0.0947944+0.00179534j 0.0371523-0.0469679j 0.0142605-0.00432332j 
0.00686547+0.0229444j -0.00811703+0.000115743j -0.00359018-0.00484847j 0.0433595+0.00401149j -0.00409806+0.00481554j 0.0197084-0.00744755j 0.033439-0.00894622j 0.0148418+0.0280443j -0.0143682+0.0144411j -0.0130021-0.019215j -0.0122135-0.0173177j 0.0207626-0.0071357j 0.0180085-0.010373j -0.00709282-0.0193515j -0.0334778-0.00524002j -0.0136439+0.00643115j 0.0463598-0.000734555j -0.00400262+0.0129142j -0.0106358-0.00200055j -0.00924308+0.0174156j 0.0111789-0.0089652j -0.0323636-0.034875j -0.0311796+0.00442128j -0.0294439+0.0263531j 0.00671587+0.0346293j -0.0426613+0.0119298j -0.00925723+0.00936025j -0.0236497+0.00362472j -0.00852957+0.014437j 0.00565781-0.0129277j 0.00793392-0.0371602j -0.0168008+0.0299222j -0.0503897-0.0199635j -0.0304869-0.0252028j 0.0292475-0.0556544j 0.0273125+0.0154909j -0.0323016-0.0235776j -0.0185833-0.00530782j 0.023425-0.00328432j -0.00842942+0.0484999j 0.0425691+0.0350354j 0.00471582+0.0176066j -0.0741719+0.0312486j -0.051779+0.0283119j -0.0263611-0.00487387j -1.49907e-05-0.0455931j -0.0204449-0.0163434j -0.00348941+0.0540451j 0.0207341+0.0806144j -2.49979e-05-0.0363416j 0.0338674-0.00604823j -0.0193387+0.00649047j -0.0476908-0.0160435j 0.0115389+0.0182494j 0.0349902+0.0184006j -0.0407694+0.0361412j -0.0152463-0.0655512j -0.0238769-0.0330853j 0.0215099+0.034426j -0.041937+0.0299646j -0.0210684-0.106686j -0.0947312-0.0438747j 0.000629997+0.0203933j -0.00270637+0.047046j -0.095143+0.00489056j -0.00773033+0.0307021j 0.0452582-0.0714939j -0.00902224-0.00941536j 0.00842821-0.0119389j 0.0120744+0.0392422j -0.0353455+0.019071j -0.00907245-0.0374147j -0.0217783-0.0105707j 0.00476644-0.0162233j 0.0410862+0.0194352j 0.00222267+0.0215193j 0.0191522+0.00185404j 
0.00958468+0.0187607j -0.00635786-0.0102167j -0.0294081+0.00220657j 0.034541-0.0158538j -0.018543-0.00448378j -0.0039291-0.0212717j 0.00975343-0.0187338j -0.0166533+0.0242045j 0.0181291+0.0182164j -0.0178263-0.020243j -0.00600819-0.0100039j 0.0439013-0.0199333j -0.0409251+0.0147146j -0.00288388+0.00961482j -0.0616063+0.0306821j 0.00577144+0.0338224j -0.0369744-0.0126527j -0.00259089+0.0271745j -0.0418239+0.00546095j -0.0293388+0.0568363j 0.00249341+0.0257717j 0.00444309+0.0239827j -0.0242555-0.0142747j -0.043061-0.0233029j 0.025967+0.0115649j 0.0212381+0.0054577j -0.000623437+0.015101j 0.0168355-0.00675025j -0.014883+0.0163772j 0.0203492-0.0242415j 0.0271759+0.00498285j -0.00534031-0.0252977j 0.00409973+0.0144536j 0.0399271+0.00631j 0.0305233-0.0125796j -0.0271289+0.00912815j -0.0222762+0.0517129j -0.00419944-0.0149213j 0.0207662+0.0330032j -0.0357117+0.0039497j 0.0190514-0.00114847j 0.0159036+0.00772649j -0.0263903-0.0161936j 0.0144589-0.0242725j -0.00416913-0.00526541j 0.0306465-0.0164423j 0.0303057-0.00307994j -0.0114729+0.00843814j 0.0371756+0.00748193j -0.0153752+0.00757072j -0.021048+0.0215172j 0.00179656+0.0288659j -0.022739+0.00147685j 0.0119178+0.0323459j -0.000195479+0.00123277j -0.0327323-0.0759588j -0.0170944+0.00947713j 0.0262815+0.0564587j -0.013147+0.0684119j -0.067696-0.00106846j 0.0201362-0.0832273j -0.0129227+0.0186701j 0.0014438-0.0121735j 0.0760821+0.022587j -0.00684834+0.0133423j 0.017214-0.0701758j -0.0270683-0.0310199j 0.0110479+0.00176655j 0.0370816-0.0402838j 0.0498976-0.0305218j 0.0374247+0.0390746j 0.0024358-0.00840432j 0.00313687+0.00722469j -0.0661643+0.039223j 0.0612888+0.0592211j -0.0478225+0.0339227j 0.0187915-0.0141263j 
-0.00409689-0.00358241j 0.0053075-0.00847042j -0.00915781-0.0187815j 0.0175923-0.0238743j -0.0153464+0.00475748j -0.0218703+0.00634969j -0.0225908+0.0113993j 0.000978106-0.0147176j -0.00886133+0.00561476j -0.000964172-0.0197034j -0.0111509+0.0114935j 0.00292808-0.0179157j 0.00593676+0.00422993j -0.0141767+0.0133493j 0.00954947+0.0155962j 0.0129784+0.0161279j -0.0329045+0.0283231j 0.0211221-0.000577373j -0.0117506+0.0246396j -0.00325693+0.0224828j -0.0163719+0.0192348j 0.00605628-0.000212404j 0.0164471+0.0188053j -0.0121964-0.0336303j 0.00696378-0.0149897j 0.0165164-0.0176671j 0.012066-0.0116821j 0.0115696-0.0154177j 0.0122609+0.0257198j -0.00732475-0.0235378j 0.0147238+0.0459191j -0.0128818+0.00810541j 0.00997126+0.00415904j 0.0183455+0.0209236j 0.0183972-0.000622636j 0.0274175+0.014918j -0.0365299-0.000476593j 0.00447508-0.021313j 0.0146802+0.016273j -0.0269383+0.000579235j 0.00811153+0.00623799j -0.00197303+0.028955j -0.023596+0.00596947j 0.00408999+0.0322412j 0.00246886-0.0122464j 0.000431409-0.000741523j -0.00125711-0.0106929j 0.0393855+0.0166845j -0.0178742-0.0309301j 0.00153951-0.0141951j 0.0286301+0.000640204j 0.0150651-0.0425785j -0.0349104+0.0207115j -0.0185761+0.00503832j -0.0500258-0.0370787j -0.0659518-0.0144953j -0.0245107-0.00846592j 0.046481+0.0509581j -0.00909356+0.0214719j -0.0329835+0.0143393j -0.0284035-0.0712426j -0.0392778+0.0373171j 0.0228682+0.0376149j 0.00156439+0.0203608j -0.0218738+0.031031j 0.0119891-0.00872405j -0.046082-0.0119677j 0.0790635+0.0128614j -0.0482648+0.040913j 0.0472459+0.0158745j -0.0328631+0.00779822j -0.0136082-0.00600777j 0.0170528-0.00899896j -0.0249064-0.0747956j -0.0710901+0.025559j 0.016273-0.0408442j 0.0426001-0.0196487j 
0.00293359+0.00782992j -0.010302+0.00637124j -0.000234406+0.00715552j 0.0089286+0.0162643j 0.00254221+0.0183195j 0.00181694-0.0100482j -0.00776103-0.0322082j -0.0095406+0.0153113j 0.012185-0.00607779j 0.0207425+0.000927005j 0.00972182-0.0351646j 0.0106819-0.00465401j -0.0303658+0.0166632j 0.012862+0.000780244j -0.0154918-0.00899831j 0.0170076-0.00887979j 0.0118325-0.0063316j -0.0124764+0.0151061j -0.017936-0.0240235j -0.00846601+0.00656228j 0.0162547+0.00482195j 0.0262854+0.027246j -0.0437334+0.0048557j -0.0143742-0.00161336j 0.0157159+0.00268364j 0.0456583+0.0317509j 0.00168605+0.00611788j 0.022408+0.00074713j 0.0159435-0.0212567j 0.0322524-0.0222872j -0.028911-0.0178984j 0.0173859-0.0353486j 0.0452222+0.000939026j -0.0144993+0.0118528j 0.0165155+0.00106945j -0.0203439-0.0228995j 0.0216109+0.0228211j -0.0231771+0.00443848j -0.0150772+0.00585434j -0.00314016-0.00833245j -0.00365809+0.0071652j 0.0281579-0.00483152j 0.000235167-0.0199711j 0.0198722-0.00572916j 0.00749898+0.0292144j -0.00837507+0.0104721j -0.0260282-0.0331219j -0.00529507-0.0117567j 0.0221986+0.00393924j 0.02028+0.010526j -0.0323677+0.0480667j 0.0283436+0.0499227j 0.0302819+0.0301718j 0.0779637+0.0442452j 0.048266+0.0055003j 0.0398469-0.070138j -0.0788937+0.0310934j 0.0150226-0.0366663j -0.0126742+0.0270724j -0.0360292+0.0787598j -0.013049+0.00747077j 0.0559704+0.0177296j -0.0507374+0.00811151j -0.010279-0.0160408j -0.00241656-0.00210585j -0.055037-0.034305j 0.0391738+0.0371821j 0.0180495-0.0203191j 0.0703406+0.0145054j -0.0133435-0.0310272j -0.0132421+0.00162295j -0.0225961-0.0444537j -0.0153192-0.0333481j -0.0379975+0.0673917j 0.0925335+0.018947j -0.0399225+0.0441699j 0.00301041-0.00122541j 
0.0173351-0.00416515j 0.00527183+0.0399288j 0.0591433+0.0120635j 0.0126228+0.0381271j -0.011112+0.0275418j -0.0156944-0.0254229j -0.0273075+0.0201912j -0.00513125+0.0123681j -0.0457882-0.0249146j 0.0278868-0.004276j -0.0170142-0.00288725j 0.0501373-0.03726j -0.0230602-0.015524j 0.00210247+0.0085883j -0.012807+0.0453278j 0.0113642-0.0328899j -0.00765512-0.0204451j 0.0456191+0.00872247j 0.00187097+0.0476253j 0.041154-0.0249068j -7.74948e-06-0.0110979j 0.00147761+0.00381792j 0.00800664+0.0249491j -0.0357858-0.0292603j 0.0466477-0.00389808j -0.00194969+0.00809249j 0.011988-0.0510652j -0.0317686+0.0174246j -0.0192032-0.0242579j -0.00927345+0.0349812j 0.00380671-0.00824494j -0.017775+0.0188652j -0.0162799-0.00321244j -0.0229697-0.034672j 0.0269835+0.00362588j -0.031651-0.000540623j -0.00414797+0.0565815j -0.0106545-0.0222276j 0.00455352-0.0174995j -0.0185735+0.00822247j -0.0268073+0.011606j -0.0453796-0.0332486j -0.00741447+0.013593j 0.0262017-0.000437674j 0.00256256+0.006619j 0.0298806-0.0486688j 0.0362373+0.00228461j -0.0512298+0.027527j 0.000624077+0.0205959j -0.00147346+0.00650533j 0.0132215+0.00738091j 0.0421265-0.0111622j 0.0309866-0.044201j 0.00817939-0.0164101j 0.0199923-0.0182958j -0.0254488+0.0424061j 0.103804+0.0112296j -0.0545353+0.0709146j -0.00518317-0.0233623j 0.011451-0.0318888j 0.069252+0.0303946j -0.0292294-0.0233089j 0.0953733-0.0533099j 0.053016+0.0266845j 0.044884-9.77556e-05j 0.0248365-0.017274j -0.0225701-0.101067j -0.0237684+0.0237716j 0.0267402-0.0267711j 0.038058+0.0489113j 0.00445069-0.00550566j 0.00569714-0.037304j -0.00333301+0.0139056j -0.115438+0.032479j -0.00653514+0.079359j -0.00865704+0.0347485j 0.0324665-0.0511294j 
-0.0178843+0.0242533j -0.0168296-0.00270255j 0.000509679-0.0539768j 0.0213664+0.0350721j 0.00402458-0.0011535j -0.0307984+0.031264j -0.0188168-0.0405731j 0.00445666-0.0322211j -0.0184219-0.00518497j 0.0168015-0.0408207j -0.00636665-0.00518313j -0.00713596+0.0204954j -0.0294778+0.00248666j 0.0173602-0.0294096j 0.0279899-0.0211353j 0.0085449-0.014944j -0.0270923-0.026461j 0.0251031+0.00919737j -0.000338729+0.00615122j 0.0078227-0.00999257j -0.0520396+0.0287373j -0.000994462-0.00439811j -0.0787601+0.0226976j 0.00167765-0.0529074j 0.0110602-0.0467917j -0.0256595+0.00300436j 0.026183+0.0241944j 0.0281417+0.0251462j 0.04267+0.0238941j 0.0527475+0.00792816j -0.00599345+0.0281507j -0.0559454+0.00520501j 0.0203017+0.00961929j -0.00244715+0.0117875j -0.0355883+0.0159354j 0.00434532-0.0694188j -0.0115543+0.0230266j 0.0674812+0.0371124j 0.0505767-0.0022835j 0.00443112-0.0304041j -0.0762757-0.0045727j 0.0118026+0.0164364j 0.0371149-0.0253032j -0.0363953-0.0205386j -0.0430829-0.0349788j 0.0201106+0.0449996j 0.0222309+0.0351926j 0.0488478-0.0555382j -0.0616251-0.0433286j 0.00831963-0.00535806j 0.0186624-0.0306577j -0.037985+0.0376789j -0.00382021+0.0572837j 0.0162327+0.0071285j -0.0750436-0.00208056j 0.0238521-0.0364102j -0.026271+0.00833364j 0.00779434-0.00171317j -0.0282019+0.001314j 0.0249366-0.0384186j -0.00363289+0.0390693j 0.0523701+0.00831246j -0.0327361+0.00603411j 0.0213092+0.0369538j -0.00925055+0.0161807j 0.0163756-0.0215772j -0.0661803+0.0585507j 0.0194646+0.0676647j -0.0355092-0.00252677j 0.000215325+0.0057076j -0.0157031+0.0678675j -0.0381499-0.0114804j -0.0209234-0.0239901j 0.0826019+0.0461735j 0.0393046-0.0929959j -0.00372345+0.0102054j -0.0283177+0.0629621j 
0.0152163+0.010724j 0.00943267+0.0145109j 0.000618321-0.0376763j 0.0228473+0.0128117j 0.00764178+0.0112522j -0.02108-0.0194343j -0.0382014+0.0159787j -0.0221895-0.0086492j -0.0302091-0.0247781j -0.0102042+0.0159418j 0.0164883-0.00964495j -0.0238134-0.0380198j -0.0226584+0.0146094j -0.0220974+0.00656614j -0.010933-0.0414962j 0.00603248-0.0278915j 0.009006-0.018156j 0.0439601-0.0193754j -0.00571343+0.0501492j 0.0594276+0.0263879j 0.00277661-0.0251155j 0.0206471-0.0374958j -0.00432671-0.00319161j 0.0296581-0.00725886j 0.00247327-0.00210926j -0.00950614-0.0213932j 0.0264475+0.0067952j 0.0154324+0.0326567j -0.0140385+0.0418157j 0.00732282+0.00569945j -0.00158966-0.00288126j 0.0047526-0.00921229j 0.00127517+0.0471773j 0.0438306+0.0127159j 0.0590547+0.0321753j -0.00866698-0.0315869j -0.00576557-0.0154925j -0.0110282-0.0100304j 0.0318324+0.000169028j 0.00117454-0.0509809j -0.0541474+2.42686e-05j 0.0219112+0.0347664j 0.0244184+0.00102821j 0.0401808+0.000927084j -0.015246-0.0231363j 0.00405869+0.00773267j -0.000422691+0.0249365j 0.000880464+0.022294j 0.00201551-0.0248398j -0.0111666-0.0251843j 0.00116516-0.0558178j -0.0110884-0.0517285j 0.0498762+0.064087j 0.0564723-0.065333j -0.0959033-0.0111258j -0.0416455+0.0288165j 0.0850307+0.120767j 0.0350622+0.0320327j -0.00635924+0.0171464j 0.0324203+0.0134126j -0.0468402+0.0186436j -0.0391664+0.0344288j 0.0396145+0.0762959j 0.000327943-0.00440843j 0.0684051-0.0344881j -0.0551265-0.0406038j -0.0265792+0.0286631j 0.00220998+0.0132852j -0.0392697+0.0241872j -0.0157482-0.0152496j 0.0105541-0.0724221j 0.0552918-0.0262272j 0.0749756+0.0208481j -0.0434065-0.0112451j -0.00756578-0.00696426j 0.00881926-0.0168582j 0.0226308-0.0104873j 
0.0112531-0.0103811j 0.010901+0.0021521j 0.00347288-0.0122828j -0.0122719-0.0375072j 0.023157+0.0170904j 0.0126263+0.00726606j -0.0285032+0.045553j -0.0202012-0.0253617j -0.00964433+0.00561748j -0.0148729-0.00152025j 0.00530317-0.0151186j -0.00543206-0.017323j 0.023267-0.00150152j -0.0154767+0.010956j 0.0190374+0.0221982j 0.0101952-0.0106308j 0.0140806+0.0125982j 0.00881466-0.0207512j 0.0261788+0.0507469j -0.0045341-0.0210239j 0.0247681-0.0164283j 0.0209354-0.0161107j 0.0547212+0.00830239j 0.0435116-0.0167988j -0.0058013+0.0100289j 0.0187473-0.00704167j -0.0008482+0.00404957j 0.0028498-0.0354423j 0.0314682-0.016775j -0.0280214+0.0181125j -0.00630848+0.0153093j 0.00761361+0.0135962j 0.0220526-0.00484608j -0.0438129+0.0107217j -0.0147062+0.00741895j 0.0141233+0.019962j 0.000587209-0.0132358j -0.0129801-0.0301183j -0.0376525+0.0136673j 0.000674109-0.0307726j 0.0122595-0.00548009j -0.0322128+0.0119395j 0.0229548+0.0399325j 0.0558442+0.019728j 0.0200201+0.0300714j -0.017673+0.024229j -0.0358888+0.014067j 0.0343849-0.0306555j -0.0195149-0.0560118j 0.000188704-0.00160499j 0.00273646+0.0497952j 0.0456383-0.0433489j -0.0261818-0.0307118j -0.00800625+0.0247367j -0.0162937-0.0260141j 0.0546237-0.0412907j 0.00290263+0.0427108j 0.0102598+0.0237016j 0.0157706-0.0407636j 0.0105373-0.0117611j 0.0449244+0.0452313j 0.0201295+0.0280418j 0.0601705-0.0220515j -0.0169043-0.0117549j -0.000731249-0.0247789j -0.0130321+0.0188723j 0.00924241+0.000334552j 0.0433583-0.0193745j -0.0337122+0.0510349j -0.0146301+0.0253278j -0.045832-0.0396702j -0.0215337-0.0304065j 0.0127362-0.0141957j -0.0495202-0.0625958j -0.0814205+0.0196719j 0.00969659-0.0371033j 0.022219-0.0445933j 
0.0153418+0.0122933j -0.0137718+0.00842536j -0.0141279+0.0114268j 0.0163439+0.025051j -0.0108062+0.00700276j -0.00969391-0.0163059j -0.0208973-0.0153425j -0.0352941+0.0256237j 0.024768+0.0187344j -0.0207678+0.0110128j 0.0648247+0.026325j 0.00807646-0.0256209j -0.0562922+0.0319599j 0.0232365-0.0147955j 0.0258637+0.0148128j 0.0156236+0.0111069j 0.00792512-0.0170672j -0.0101455+0.000218644j 0.0398591+0.0118934j -0.0237267+0.0034064j 0.00275578+0.0230494j -0.00501947-0.0256211j 0.0340841+0.0179479j -0.00199685-0.0298222j 0.04755-0.0697325j -0.00806115-0.0501883j -0.0186087-0.0924224j -0.0274116-0.0017713j -0.0413373+0.0839878j -0.01713-0.0161885j -0.0279655+0.00537381j 0.0114511+0.00322796j -0.0248739-0.0163925j -0.0426105+0.018788j 0.0106772+0.0169129j -0.0175967-0.0132336j 0.0115456+0.0414778j -0.0205611+0.00933705j -0.0207837-0.0399945j -0.0672138-0.0386156j -0.0482141+0.0187748j -0.0669461-0.0612251j -0.0204542-0.0561106j 0.00458493+0.00225163j -0.0666666-0.0108864j -0.0327619-0.0705511j 0.0766896+0.0759646j -0.00294485+0.0128464j -0.0348609+0.0320908j 0.0126869+0.0617529j 0.0319953-0.0323181j 0.0312312+0.00408269j -0.00493049+0.0843322j 0.0629342-0.0652744j 0.00942333+0.00594348j -0.0341363+0.0533991j 0.0884704-0.00236723j -0.0863806+0.040478j -0.0327268+0.0191172j -0.0283472+0.0095679j -0.0858173+0.0132491j -0.0546485-0.0131334j -0.0323981+0.00925311j 0.0579409+0.0643124j 0.00450242+0.00241982j 0.0149061-0.0124704j -0.0204702-0.0340482j -0.00338296+0.0404577j 0.0107856-0.0343869j 0.000829352+0.0120906j -0.0140351+0.00758637j 0.0319125-0.0347435j 0.0187834-0.0188631j -0.0269244+0.058161j 0.0557167+0.0216559j -0.0169278+0.0441254j 0.00614588-0.00912598j 
