-9.85563e-16-0.125946j -5.34404e-16-0.0595019j 1.79026e-17-0.0103108j -8.5133e-18+0.0652539j 7.45743e-16-0.0525277j 4.33699e-17-0.0315145j -1.41551e-17-0.0499778j 2.91754e-17-0.06146j -3.14829e-17+0.0663494j 1.84029e-16-0.0315248j 3.66078e-16-0.0677157j 1.91036e-16+0.0132455j -5.92959e-16+0.0703632j 2.26058e-16-0.0855964j -8.25503e-17-0.0054185j 6.75382e-17+0.0150501j -8.77538e-17-0.0182872j 8.79736e-17-0.0260212j 1.0947e-16+0.0247615j 7.20921e-17-0.0126219j 3.16464e-17+0.0163388j -4.2292e-16+0.0259381j -1.55056e-15+0.0251649j 6.15171e-16-0.0566004j -2.38773e-16-0.031226j 4.13507e-16+0.0360126j 1.56974e-15+0.0426289j 1.04338e-15+0.00626518j -2.51144e-15-0.0171645j 1.13019e-15+0.042703j -1.18157e-14-0.0351092j -4.2697e-16-0.0137775j -2.65942e-17-0.00174643j -1.59098e-17-0.018644j 6.97225e-16+0.016923j -1.82875e-16-0.00525536j 2.15827e-16+0.0322435j 1.12147e-15-0.0567634j -8.73999e-16-0.0250454j 1.11182e-14+0.0650397j 8.65419e-15-0.0286933j -1.08439e-14+0.00701365j -8.80258e-17+0.00197689j -1.16522e-17-0.00704533j -1.23785e-16-0.0212658j 2.81319e-17+0.00521076j 1.32085e-16+0.0107454j -2.45156e-18+0.00516867j 1.3185e-16-0.0096071j 1.846e-16-0.0154941j 2.29464e-16+0.0710861j 1.87986e-16+0.0327258j 1.23969e-15+0.0134465j -5.52182e-17-0.0502709j 4.52027e-17+0.027027j -9.95042e-17-0.00139701j 2.65033e-16+0.0147852j 6.13333e-17+0.00140031j 1.04773e-16-0.0176065j 9.70244e-17+0.0327251j -2.59162e-16-0.025542j -4.2182e-17-0.0194237j -2.17964e-17+0.0331878j -3.72111e-17-0.0270706j -2.09489e-18-0.0187701j -1.46374e-17+0.0503453j -1.85955e-17-0.0103881j 7.76514e-18+0.00136502j 4.67134e-17-0.0494895j 1.27427e-16-0.069902j -8.62969e-17+0.0520947j 6.91671e-17+0.0766536j 
-2.56446e-16-0.0328027j -5.74886e-18-0.00125501j 1.60873e-16+0.0100782j -1.58378e-17+0.00410309j 1.23932e-16-0.0116391j 5.35693e-17+0.0103337j -6.50899e-17-0.0149905j 4.55458e-17-0.0416706j -1.1285e-16-0.0270841j 1.34208e-16-0.0144527j -1.19287e-16+0.0223041j -2.46047e-16+0.00860931j 2.54768e-16-0.0335398j 1.41908e-16-0.00685898j -4.36853e-17+0.00325414j 1.60626e-16-0.00682796j -1.50289e-16+0.0113219j 1.36447e-16-0.016791j 8.72386e-17-0.00958285j -3.62438e-17-0.00568908j -1.6279e-16+0.00194159j -8.6019e-17+0.0181363j -7.45133e-16+0.0129769j 3.17318e-16-0.00493767j -2.19432e-16+0.0210788j 5.11547e-16+0.0172681j 7.27807e-16+0.023496j -3.23166e-16-0.0197528j -8.66675e-16-0.00505528j 9.62052e-16+0.0360019j 5.27084e-15+0.0137968j 4.25009e-16-0.00987539j 2.45004e-16+0.0125313j -7.69565e-17-0.00443068j 1.57506e-15+0.0267934j 2.57464e-16-0.0156971j 4.5856e-17-0.0040576j 2.46729e-16-0.0099116j -1.28341e-16+0.00573848j 1.14502e-14+0.0179123j 9.56331e-15+0.0295001j 7.02121e-15-0.00461473j 1.66014e-17-0.00545947j 2.44167e-17-0.00840394j -2.94451e-17-0.0191219j 9.07483e-18+0.0109534j -2.80497e-16-0.00834509j 2.69631e-17-0.000629636j -3.39928e-16-0.0298169j 2.19527e-16+0.0102039j 1.05433e-16+0.0313979j -3.32147e-17+0.0173389j -1.64214e-15-0.0176317j -2.95984e-16-0.0372557j 2.54331e-16+0.0475374j 9.5637e-18+0.00524684j 5.24918e-16+0.0366769j 2.7599e-16+0.000315943j -7.06776e-17-0.0644878j 9.08239e-17+0.0477245j 8.67049e-17+0.00357103j 1.56056e-16+0.00358586j 2.4675e-16+0.0321036j -1.40985e-16-0.0617733j 5.85009e-20+0.00382183j -2.55221e-16-0.0039669j 6.49429e-17+0.0232129j -4.48979e-16-0.0426155j 1.23222e-17-0.0101383j -5.04326e-17-0.0359497j -2.26643e-16-0.00814199j 1.60963e-16+0.0428002j 
-1.01202e-15-0.0642968j -4.28046e-16-0.023944j 1.39798e-16+0.0117157j -6.92389e-18+0.000152024j 1.61756e-16-0.0289614j 7.60868e-17-0.0044595j -3.9478e-17-0.00609747j -2.66202e-16-0.0296763j 3.02545e-16+0.0348803j 6.92749e-17-0.015785j -2.37224e-18-0.0309443j -1.0668e-16+0.013801j -1.47776e-17-0.0136035j -1.17326e-16-0.0193912j 2.51497e-17+0.00437067j -5.24426e-17-0.0122411j -3.29431e-17-0.00592627j 3.21491e-17-0.0240356j 3.60884e-16+0.0317101j -3.03702e-16-0.0359779j 1.46549e-17+0.0186768j 1.07599e-17+0.0260492j -1.19169e-15+0.0169662j 2.36297e-17-0.04115j -2.55483e-16-0.0077486j 2.34039e-16-0.00185136j 1.11247e-15+0.0306523j -6.49138e-16-0.0119764j 2.48276e-16+0.0109081j 3.05749e-16+0.0369068j -1.24007e-14-0.035429j -5.03355e-16-0.0166642j 3.71211e-16+0.0064638j 1.4086e-16-0.0282595j 1.60808e-15+0.0288809j -9.55837e-17-0.0228139j 1.24414e-16-0.00245097j 3.01966e-16-0.0427259j -9.00435e-16-0.026261j 1.22674e-14+0.0474053j 9.76697e-15-0.00392616j 7.78401e-15-0.00529799j -7.65807e-17-0.00253463j -2.42698e-16-0.0184738j -2.41509e-16-0.0304279j -2.80813e-16-0.0071779j -1.98815e-16-0.00866373j -3.03232e-16-0.0143846j -1.20661e-16-0.0121818j 2.31153e-16+0.0153728j 4.49952e-16+0.0441159j 6.87875e-17+0.0245194j -1.99662e-15-0.0196377j -6.44128e-16-0.0374382j 3.62756e-17-0.014755j -1.00322e-16-0.00472134j 6.92699e-16+0.0364311j 1.6052e-16+0.00304937j -6.97204e-16-0.0616859j 5.27634e-16+0.0676816j 6.28012e-16+0.0277005j -5.89997e-17-0.0260065j 5.14483e-16+0.0334631j -5.54271e-16-0.047941j -2.54733e-16-0.0411759j -2.06694e-17+0.0128835j 3.79553e-17+0.00900582j -2.7661e-16-0.0205956j 1.29012e-16+0.00499839j -2.30287e-16-0.0272582j 3.51384e-17+0.0135707j 7.23124e-16+0.0711189j 
-1.86486e-16+0.00371611j -1.03287e-15+0.0245477j -7.83769e-16+0.0234503j 2.89323e-16-0.0166537j -1.11453e-15+0.0213431j 2.23932e-16-0.00368961j 6.93183e-16-0.0176117j -7.17776e-18-0.00601882j -6.7265e-16+0.0221389j -1.18185e-15+0.0296621j -1.48652e-16+0.00210429j -1.3836e-16+0.00673253j -4.33698e-16+0.00377114j 8.39836e-16-0.0170528j 7.4177e-16-0.0193992j -1.97052e-16+0.00247644j 6.85009e-16-0.0193107j -7.06286e-16+0.0136413j -9.5758e-17+0.0101233j -7.18573e-16+0.0199313j 3.62185e-17+0.00397589j 6.59478e-16-0.00965348j 4.15036e-16-0.00339826j -2.75689e-16+0.00646209j -5.29007e-16+0.0171476j 6.9229e-16-0.0145381j -7.10065e-17+0.0176401j 2.00948e-16-0.0286875j 3.67062e-16-0.00214009j 9.14555e-17+0.017191j 7.42799e-15+0.0237541j 1.01033e-15-0.0129047j -9.15082e-16+0.0240747j -1.20279e-15+0.0280301j 7.4431e-16+0.024079j 2.4449e-16-0.00060767j 4.98263e-16-0.0162764j -1.11565e-15+0.0148602j 4.22896e-17+0.00655195j 1.08685e-14+0.0108833j 8.91665e-15+0.037973j -7.71648e-15+0.00490276j 1.51919e-16-0.00917822j -1.961e-16-0.00328012j -9.11257e-17+0.000656517j 1.03558e-15-0.0440612j -1.54063e-16+0.0121429j -8.73832e-17+0.00184593j 5.24311e-16-0.0166324j 8.2078e-16-0.0203458j 1.50005e-15-0.0457757j 3.99211e-16-0.00426201j 3.09644e-15+0.0479331j 1.35414e-15-0.0412981j -6.96722e-16+0.0135309j -4.90956e-16+0.0124515j 1.1138e-15-0.0371575j -1.23178e-15+0.0280614j -4.98246e-16-0.00668186j 7.17568e-16-0.0165535j -3.89873e-16+0.0241385j -9.30504e-16+0.0161856j -4.00798e-16+0.0206088j 2.89773e-16-0.0117417j -4.30357e-16+0.00930938j -5.69669e-16+0.0160823j 7.81096e-17+0.00168603j 1.18088e-15-0.0373999j -4.3206e-16+0.0216171j -7.45807e-16+0.0185578j 1.15065e-15-0.0265244j 4.9178e-16-0.00312541j 
-1.83699e-16-0.0161054j -5.74213e-16-0.0341011j -2.54437e-16-0.00932834j 1.86533e-16+0.0118233j 7.58778e-17-0.0331205j -1.32382e-16-0.0158466j -1.12403e-16-0.0194409j -9.84328e-17-0.023753j 2.29935e-16+0.0320458j -3.83482e-17+0.0183334j -2.52814e-17-0.0100458j -8.4976e-17+0.00365895j -5.69369e-17-0.0155833j -4.03749e-16-0.0540764j 1.2297e-16+0.00483917j 1.97842e-17-0.00173899j 7.2928e-17-0.0123736j -3.08338e-17-0.0144476j -1.30924e-16+0.00308971j -8.60959e-17-0.0130718j 1.28881e-16+0.0245481j 1.21378e-17+0.00412281j -4.9047e-16+0.00637491j -5.86522e-17-0.0306218j -3.41298e-17+0.017606j -2.07824e-17-0.0102964j -6.42121e-16-0.00180854j -4.61792e-16-0.0164185j 6.89522e-16+0.00356106j -3.54535e-16+0.00550974j -2.97122e-15-0.0083403j 6.82125e-18-0.00436963j -1.55716e-16+0.00332845j 1.21307e-16+0.010725j 1.59376e-16+0.00760396j 1.55011e-16-0.00590631j 1.44876e-16+0.00233397j -2.29274e-17-0.00228235j 1.36279e-16-0.00145587j 4.28782e-15-0.00316298j 4.44346e-15+0.0245267j -1.06989e-14+0.00715269j -1.70489e-16-0.00776052j -2.21651e-16-0.0212848j 1.82017e-16-0.00822143j -6.89128e-17-0.00939231j 8.45322e-17-0.000958761j 3.47731e-16+0.0136612j 3.23112e-16+0.00108633j -2.04762e-16-0.0176544j 1.33126e-16+0.00655056j -1.12343e-16-0.00383773j 1.04231e-15+0.0111875j 6.26849e-17-0.0270675j -4.34562e-17+0.00312702j 2.86951e-16+0.0190262j -2.81737e-16-0.013j -2.38242e-16-0.00464781j 6.07226e-17-0.0117118j -6.04683e-17+0.015926j 2.19977e-16+0.0200164j 8.60223e-17+0.00672504j -1.41369e-16+0.0018863j 6.98896e-17-0.0228158j 2.82468e-16+0.0140153j 4.50723e-17+0.0174934j 1.50742e-17+0.00817644j 1.87485e-16-0.0127622j -1.65928e-16-0.0125513j -2.15003e-16-0.0256074j 4.3949e-16+0.0243833j -2.53616e-16-0.000295193j 
-4.3529e-18-0.00581491j 2.66131e-17-0.0079647j -8.03458e-17+0.00795586j 8.84767e-17-0.000574917j 5.01763e-16-0.0265054j 6.74102e-17-0.00614133j -1.35211e-16+0.00954233j 1.40815e-17+0.00718004j -1.71937e-16+0.0133285j 1.23764e-16-0.024891j 5.08402e-17+0.0016392j 3.14324e-17-0.00295109j -1.50182e-16+0.0120708j 1.10717e-16+0.000884804j 7.31091e-17-0.0161799j -7.61827e-18-0.00783909j 4.38682e-17+0.0262667j 1.23318e-16-0.00126245j -6.65702e-18-0.0125712j 2.4987e-17-0.00590547j -1.6459e-16-0.00262321j -1.53074e-16+0.0213941j -4.77638e-16+0.00701432j 1.53527e-16-0.0112978j 3.24895e-17-0.0143202j -1.37248e-16+0.0141893j -6.06145e-16-0.0197167j -8.1364e-16-0.00601434j 1.03645e-15+0.0132901j -5.20493e-16-0.00189656j -4.03495e-15-0.0111867j 1.17478e-16-0.00555602j 3.48284e-16-0.0137077j 1.37468e-16-0.0118478j -1.47448e-16-0.00139782j 4.39989e-17+0.00199751j -1.24764e-17+0.00979707j -3.89749e-16+0.0134544j -3.22808e-17-0.00999984j -8.17522e-15-0.0178574j -7.21648e-15-0.0158677j -4.74996e-15+0.00309452j -1.1444e-16-0.00574083j 2.68034e-16-0.00337529j 7.63036e-17+0.0114735j 2.15907e-16+0.0186351j 5.55856e-17+0.00491475j -1.3091e-16+0.00323667j -1.52548e-18-0.00816421j 6.00521e-17+0.00719391j 6.12731e-17+0.0377714j 2.35795e-18+0.0106284j -2.44347e-15-0.0245275j -3.94625e-17+0.0180144j 5.48552e-17-0.0016686j 9.33633e-18-0.0055393j 3.81873e-16+0.0281873j 8.22384e-17-0.0122101j -1.11955e-16+0.00376733j -1.10308e-16-0.0195981j -1.26432e-16-0.00318236j 1.25761e-16+0.00169607j 4.21789e-17-0.0190969j -3.4049e-17+0.0226714j 1.09327e-16-0.0147216j 1.03701e-16-0.01573j -4.01282e-17-0.00390161j 4.96632e-17+0.0220381j -1.21401e-16+0.00286865j 2.58202e-17-0.00718656j -5.93325e-17+0.0102426j -8.72324e-17+0.00995854j 
-1.36845e-15-0.0369465j -6.80154e-16-0.0405576j 1.47156e-16-0.00599273j -2.09119e-16+0.00294599j 1.5467e-16-0.0373758j 9.19027e-17-0.00464308j 2.46301e-16+0.00306985j -6.93308e-16-0.0311761j 4.64526e-16+0.0155481j 1.47154e-17+0.00135659j -4.31848e-16-0.0227143j 2.85134e-17-0.000296624j 2.56805e-16+0.00359932j -3.27083e-16-0.015938j -2.68011e-16-0.0100504j -1.30823e-16-0.0191772j -2.12772e-16-0.0127701j -5.71744e-16-0.0169524j -2.75471e-17+0.00293642j 1.33936e-16+0.0140597j -2.9708e-16+0.00553212j 6.39989e-16+0.0298067j -7.3745e-16+0.0122144j 1.40903e-17+0.00597227j 5.9535e-16+0.031749j 6.62375e-16+0.0196467j 1.5179e-15+0.0180759j -2.88791e-16-0.00904101j -2.17854e-16+0.000586452j 6.19896e-16+0.01238j 1.72265e-15+0.00439356j -1.23228e-16-0.00972092j -5.26432e-16-0.00616952j -1.37929e-16-0.0133358j 2.71405e-16+0.00571133j -1.00356e-16+0.00794296j 5.79972e-16+0.0133165j -1.55918e-16-0.00522453j 1.23373e-16+0.000224687j 5.25319e-15+0.0117101j 3.94425e-15+0.00721162j 1.46061e-14-0.00974165j 1.32332e-15+0.0189805j -7.08882e-16-0.0178022j 3.08556e-16+0.00581094j 9.26849e-16+0.0253968j -2.85643e-16-0.00516494j -7.47276e-16-0.016693j -1.45942e-16-0.00352248j 3.92322e-16+0.0228922j 1.55418e-15+0.0508375j 4.37748e-16+0.0167488j 1.32196e-16+0.00130617j -1.30974e-16-0.0120202j -1.36559e-16+0.0192312j -4.41117e-16-0.0283678j 1.04392e-15+0.0245968j -4.01737e-16-0.0261158j -1.55583e-16-0.00372401j 2.01186e-16+0.00558184j -2.84986e-16-0.00808213j -8.95767e-16-0.0250294j 3.43173e-16+0.0105562j 7.99531e-17+0.0254958j -5.07113e-16-0.00853741j 6.05258e-17-0.00274992j -4.77641e-18-0.00445415j 3.89103e-16+0.0262197j 3.27189e-16-0.00524505j -2.86699e-16-0.0296628j 4.95277e-16+0.0397251j 1.02268e-15+0.0276552j 
6.16035e-16+0.00560192j -2.74618e-15-0.0485594j -1.54918e-15-0.0269496j 1.28522e-15+0.022082j -1.47367e-15-0.0351295j -4.58853e-16-0.00704382j -1.65914e-15-0.0279159j -2.92893e-16-0.0100513j -1.11847e-15-0.0154637j 3.54268e-16+0.00439176j 1.82051e-16-0.00170829j -8.7395e-16-0.0125847j -8.41425e-16-0.0170096j 3.34158e-16+0.00252556j 5.31239e-17+0.00384041j -7.7752e-16-0.0119146j -1.15257e-15-0.0187748j 2.07233e-16+0.00241453j 5.53736e-16+0.0110846j 1.24425e-15+0.0162163j 6.12166e-16+0.0114888j -1.06565e-15-0.00915685j 6.59929e-16+0.0114956j 1.83413e-15+0.0313334j 6.44911e-16+0.0119967j 7.00974e-16+0.0158643j -2.35076e-15-0.025898j -2.37273e-16+0.00299932j 1.0769e-15+0.00571682j -3.22292e-16-0.00206418j 2.98009e-15+0.00618524j 1.56332e-15+0.0275142j 1.98341e-15+0.0325589j 1.18379e-15+0.0129188j -1.31767e-16-0.000746676j 1.47883e-15+0.0190134j -1.90349e-15-0.0237453j 1.07435e-15+0.0179975j 4.29021e-16-7.88397e-05j 2.1443e-15-0.0128548j 5.44289e-15+0.0306514j 2.13218e-14-0.0146007j -6.41517e-17+0.00184101j 1.22515e-16+0.000640375j -1.03232e-16-0.00260202j -5.74244e-16-0.00206039j 1.39137e-16-0.00144341j 1.59812e-15+0.0174216j 3.00545e-16+0.00226229j 1.18716e-15+0.022391j -1.23226e-15-0.0105183j 1.47972e-17+0.000381777j 8.07791e-15+0.0461826j -1.91101e-15-0.0284076j 4.04493e-15+0.0621252j -8.58034e-16-0.014359j -1.77683e-15-0.0212204j -4.81252e-16-0.0126258j -1.83725e-15-0.0241346j -1.89336e-15-0.0183254j -1.58931e-15-0.0220219j 1.28223e-15+0.0182478j 1.50786e-15+0.0241996j 2.89733e-15+0.045988j 3.41522e-15+0.0507593j -1.152e-15-0.0138595j -3.87906e-16-0.00735509j 1.40013e-15+0.0233015j -1.69782e-15-0.0301297j -2.21654e-15-0.0400686j 2.69846e-15+0.0472561j -2.13163e-15-0.0278579j 
-2.11392e-16-0.0315165j 1.41352e-16+0.0256461j 1.5357e-16+0.0203376j -7.05169e-18-0.0287084j -4.00958e-16+0.0342131j -4.62311e-17+0.0225106j 5.24682e-19+0.0327259j -2.13101e-16-0.0326803j 1.74898e-18+0.00932436j 7.21523e-17+0.00600812j -7.36159e-18+0.0218137j 1.29843e-16+0.00281816j 1.25391e-16+0.0201909j -1.20702e-16-0.00146644j -3.70369e-16-0.0186674j -2.4139e-16-0.00213791j -2.32127e-16+0.0127659j 3.23246e-16-0.0307365j -3.09001e-17-0.0179899j 5.02593e-16-0.00352867j 1.99844e-16-0.00386928j -1.07876e-16+0.0179521j -6.04686e-16+0.00732624j 8.46569e-16-0.0385023j 9.69561e-17-0.0167212j 7.25627e-16-0.0139845j 1.85444e-15+0.0575279j 6.94336e-16-0.00100928j -9.78495e-16-0.0179722j 1.5803e-16-0.00372923j -5.52086e-15-0.0165821j -2.11449e-16-0.0217662j 3.26419e-16-0.0353587j 3.92105e-16+0.0347194j 5.47262e-17-0.00607048j 6.26725e-17-0.00791775j -2.18732e-17+0.0198935j 3.55442e-16+0.00482327j 5.27108e-16+0.0236591j -2.02073e-15-0.0141296j -1.3078e-15+0.00727201j 9.65894e-15-0.00623517j 5.23472e-16+0.0125994j -4.1699e-16-0.0252609j 1.59811e-17-0.00180262j -3.52789e-16-0.00607685j 9.26112e-17+0.00997724j -1.31154e-16-0.0149587j -8.47402e-17+0.0110799j 4.66986e-17-0.04695j -1.13834e-16+0.0456791j 1.65607e-16-0.00309606j 2.27175e-15+0.02014j -4.91465e-16+0.00153214j 6.71559e-16-0.0320867j -8.03512e-17+0.0345442j 6.94358e-16+0.0473876j 3.03951e-16-0.0142577j -7.20678e-17-0.0309777j -8.13237e-16-0.0146749j -1.16526e-16-0.00319579j 1.78036e-16-0.0499284j 8.08691e-17+0.0192276j 2.23915e-16-0.0519111j 1.62538e-17-0.0204705j 2.14447e-17+0.0060567j -1.44833e-16+0.0173061j -4.11099e-17-0.0118905j -9.03026e-18+0.0501386j 1.96466e-17+0.0157434j -2.19302e-16-0.0139091j 1.18203e-16+0.0568323j 
-2.05737e-16-0.00588566j 2.59714e-15+0.0488311j 1.35867e-15+0.0264742j -5.60166e-16-0.00410837j 1.32049e-15+0.0245396j 1.65834e-16-0.000288617j 8.25718e-16+0.0149473j -1.50238e-16+0.00096347j -3.69442e-16-0.0082996j -8.46939e-17-0.00331854j 8.03197e-16+0.0138286j 6.64705e-16+0.00935182j 1.57029e-15+0.0344106j 5.26934e-16+0.00577611j -1.84698e-15-0.0367174j -1.07432e-15-0.0225448j 1.22487e-16-0.00182899j 8.72646e-16+0.0247041j -5.4872e-16-0.0122774j 2.12732e-15+0.0441978j 1.27121e-16-0.00264829j -1.45721e-15-0.0304872j 8.85803e-16+0.0141569j 9.60684e-16+0.0221147j -2.98359e-16+0.000843322j 1.36462e-15+0.0201872j 2.61759e-15+0.0264168j -2.64457e-15-0.0260438j 1.34947e-15+0.00949546j 5.46096e-16+0.0103944j 1.59807e-14+0.0413962j 2.29351e-16-0.0174826j 1.70794e-15+0.0413615j 1.69303e-15+0.0351408j 3.37872e-15+0.0319068j 8.49229e-16+0.00845019j -1.09132e-15-0.0223172j 6.51805e-16+0.02522j -1.08866e-16-0.00784662j 5.41746e-15+0.0109292j 4.74161e-15+0.0103739j -2.68357e-14+0.0181502j -1.34547e-15-0.0183625j 2.31958e-16+0.00460947j -9.62264e-16-0.0181494j -2.65462e-15-0.0439979j 3.89816e-16+0.00149496j -7.16681e-16-0.0130529j -6.50075e-16-0.0153611j -7.29646e-16-0.00485285j -1.2403e-15-0.0267025j 7.0432e-16+0.0109016j 3.42246e-15+0.0206542j -1.54208e-15-0.0373667j 1.5856e-15+0.0443369j -1.29014e-15-0.0313861j -1.94928e-16-0.0115886j 1.16609e-15+0.0278105j 4.78561e-16+0.0186248j -2.48176e-15-0.0446516j 1.10635e-16+0.00498024j 5.2919e-16+0.0204398j 1.43256e-16+0.00111297j 2.33517e-16+0.0111107j -9.29764e-16-0.0193115j 1.00186e-16-0.00324615j -6.22529e-16-0.0175265j -3.54716e-16-0.00499738j 9.03005e-16+0.008085j 1.44194e-15+0.0247218j -2.08575e-15-0.0412922j 8.06085e-16+0.00950415j 
-1.71584e-16-0.0062176j 1.31407e-16+0.00255912j 8.49355e-17-0.0047046j -4.09526e-17+0.00787678j 8.67913e-17+0.0104893j 7.58396e-17-0.0081201j -3.36086e-17+0.000589734j -1.43137e-16-0.00260018j -4.22949e-17+0.00699837j -8.82307e-17+0.000110429j 1.85656e-16+0.00128426j 1.10152e-16+0.023845j 1.19169e-16+0.0130627j 1.06773e-16+0.0180395j -1.60027e-16+0.0027696j -1.17344e-16-0.00944861j 5.33839e-17+0.00270749j -5.72963e-17-0.00282262j 8.37126e-17+0.01547j 1.46984e-16+0.0158954j 1.04286e-16+0.00738836j -4.23644e-16-0.0143497j -1.99621e-16+0.0143996j 1.52443e-16+0.00837123j -1.83654e-16-0.0164705j 1.87694e-16+0.000301774j 5.24677e-16+0.0077025j -1.20288e-15-0.0149526j 1.34432e-15+0.0101981j -3.60764e-16-0.00322697j -1.15393e-15-0.0031038j 1.00902e-16-0.00464436j 3.19187e-16+0.00598276j 3.13889e-16-0.0319284j 7.69668e-16+0.0139672j 4.37361e-17+0.00445019j -1.37085e-16+0.000831494j 3.82564e-16-0.020989j -3.70645e-16-0.0113034j -3.56676e-15+0.00730239j -3.2211e-15-0.0256312j -6.69048e-15+0.00429407j -3.585e-16-0.00793066j 5.96206e-17-0.00477674j -1.58007e-16+0.00096114j -3.576e-16-0.00650002j 9.28418e-17+0.000490331j -1.43516e-16-0.00736399j -1.35586e-16-0.00412873j -1.00209e-16-0.00388394j -1.78154e-16-0.0149001j 9.40795e-17+0.015159j -7.2659e-16-0.0116714j -2.19572e-16+0.0144403j 2.14992e-16-0.0159024j -1.54418e-16-0.0295454j 2.6424e-16+0.0171596j 5.52093e-17-0.00541968j -2.32362e-16+0.0168266j -3.25475e-17+0.0118291j -1.3837e-16+4.81141e-05j -6.20036e-17-0.0164694j 2.70123e-16-0.0184599j -9.63564e-17-0.00304539j 4.2517e-17-0.017976j 1.01674e-16+0.0235314j -1.77218e-17+0.000824331j -2.79082e-17+0.00578172j 1.3927e-16-0.00642389j 3.77823e-17+0.0067388j -7.52958e-17-0.00113277j 2.15547e-16+0.00314062j 
-8.47503e-17+0.0001941j -7.13896e-16-0.0158177j -4.97884e-16-0.0128475j 9.05461e-16+0.0276758j -5.74526e-16-0.0250737j -4.57331e-16-0.0134082j -1.7429e-16-0.00103408j 5.98715e-17+0.00363909j -1.99748e-16-0.00498721j -5.30691e-16-0.0218981j 6.32368e-16+0.0267537j 6.10427e-16+0.0190503j -4.49245e-16-0.0145446j -9.74445e-17+0.00452079j 6.33855e-17-0.00187736j -1.92825e-16-0.0040811j 2.35974e-16+0.00934407j -1.8581e-16-0.00243054j -3.03097e-16-0.0087104j -3.5659e-16-0.00667111j 1.63299e-16+0.00516306j -2.91434e-16-0.0133047j 3.19214e-16-0.00580951j 4.15115e-16+0.00766546j 3.21478e-16+0.00388198j 8.85154e-16+0.0164692j 3.02983e-16+0.00305841j -2.28112e-15-0.0135477j 3.7215e-15+0.0436164j 8.42642e-16+0.0370596j 5.96355e-16+0.000449671j 4.05688e-16+0.00614616j -6.0618e-16-0.0193075j -2.35954e-16-0.00117202j -2.90498e-15-0.0272206j -5.13522e-16-0.0150695j 1.50658e-16-0.000383932j -2.81998e-16-0.0165999j 1.37593e-15+0.0287953j 8.85607e-15-0.00770561j 9.75455e-15+0.0489456j 1.31434e-14-0.00873878j -2.56676e-15-0.0384947j 4.9117e-16+0.00595977j -5.90457e-16-0.0150673j 8.4613e-16+0.0216104j 8.30214e-16+0.0185042j 9.55248e-16+0.0242912j -1.37284e-16-0.00673562j 9.36714e-16+0.0248644j 2.21834e-16+0.00101718j -1.70041e-16-0.00628291j 2.70839e-16+0.00272472j -1.69635e-16-0.00336089j 7.81898e-16+0.028599j -4.86743e-16-0.0141134j 1.82367e-15+0.034695j -4.28962e-17-0.00197179j -1.64902e-15-0.0485068j 5.32836e-16+0.0127296j -2.35677e-16-0.00516738j 3.3901e-16+0.0107868j -2.74175e-16-0.00735195j -3.40966e-16-0.0100158j 2.23574e-16+0.00638643j -4.0577e-16-0.0163971j 3.47939e-16+0.00932873j 4.84526e-17+0.00319299j -1.08174e-15-0.0304527j -1.04741e-15-0.0313075j 5.32225e-16+0.0131778j -1.14541e-16-0.00231894j 
