0.000626903-0.0120669j 0.0122013+0.000814812j 0.00127867+0.00224693j -0.00459191+0.00135354j -2.98902e-05-0.0034728j -0.000642677-0.00158847j 0.00217051+0.000712797j -0.00363682+0.00226425j 0.00157249+0.00094283j 0.00204516-0.000942854j -0.00028427+0.00143498j -0.0014256+0.000361427j -0.000550499+0.00101097j 0.00408132+0.0034697j -0.00177827+0.000507224j 0.0009291+0.0016811j -6.87657e-05-0.000373686j 0.000609065-0.000916174j 0.00215981+0.0010893j 0.00207343-0.000189442j -0.00148819-0.00064922j -0.00200174+0.00420513j 0.000202478-0.0018275j 0.000213392+0.00129455j 0.00101059+0.00125917j -0.00249374+0.00178945j -0.000401415-0.000519694j -0.000365186-0.00347651j -0.00021423+0.000931397j 0.000194539-0.000761477j 0.0028466+0.000550219j 0.00138246-0.00195645j -0.00123935+0.000565355j 0.000275557-0.000110034j -0.00278342-0.00438847j 0.00120718-0.00114276j -6.27842e-05-0.00263926j 0.00219055-0.00275513j -0.00236543+0.000440778j 0.00269366+0.000380644j -0.0024474+0.00113297j -0.00136123+0.00263592j 0.00377274-0.00449208j -0.00164968+9.86932e-05j 0.000665008-0.000768227j 0.002609+0.00328133j 0.00396525-0.000394737j -0.00115749-0.000257402j -0.00319209+0.000451251j -0.000103875-0.00291048j 0.00146846-0.0011836j -0.00292861-0.00283167j 0.00344534-0.00232557j -0.000340901-0.00585433j -0.0116792-0.00246693j -0.00233075+0.0122469j 
0.00179803-0.0117621j 0.0117484+0.00214898j -0.0136125+0.000505532j -0.00227076-0.0150924j 0.00783997-0.00198855j 0.00103888-0.000856843j -0.00554786+0.00396448j -0.00916704-0.0051268j 0.000301634+0.00774679j -0.000327185-0.00178311j 0.00279841-0.00277258j 0.00176885+0.00426364j 0.00185924-0.00285788j 0.00920833-0.00426183j 0.00723085-0.000511057j 0.000286844+0.000958802j -0.000285331+0.00486396j 0.00749469+0.00455492j 0.00249401+0.0122847j 0.00234552+0.00309208j 0.00186304-0.000108993j -0.00561505+0.0117196j 0.00689804-0.00038984j 0.000562759-0.00184958j -0.000584895-0.00709941j -0.00586782+0.0116373j -0.00553418-0.00178602j 0.00495436-0.0159628j -0.00136439+0.00296427j 0.00375337-0.0054441j 0.00893466+0.00549276j 0.00378769-0.00269834j 0.00542631-0.00430982j 0.0015303+0.00465603j -0.0122492-0.00923209j -0.00323391-0.00281599j -0.0134292-0.00714104j 0.00228421+0.0013593j 0.000259735+0.00178033j 0.00168773-0.00126132j -0.00397817+0.00361647j -0.00463921-0.00528756j 0.00144823-0.0174669j 0.00263673-0.0041648j 0.00571398+0.0115044j 0.0124233-0.000321718j 0.0105745+0.00169633j -0.00354703+0.00164624j -0.00651157-0.00965647j 0.0104778-0.00211512j 0.00410459+0.00358932j 0.000517727-0.00131976j 0.0045269+0.0054461j 0.00474354+0.00112136j -0.0162942+0.00705461j 0.00740218+0.0151568j 
0.00247744+0.00353326j -0.00381935+0.00257078j 0.0109342+0.000348015j 0.00129044+0.0122092j -0.00799709-0.00237192j -0.00234246-0.00441772j 0.0135767-0.000287919j -0.00241851+0.0135751j 0.00264693+0.000725244j 0.000939361+0.0061742j 0.00558317-0.0012847j 0.000696301+0.00392158j 2.41935e-05-0.00147057j -0.00366859-0.00246534j -0.00618825+0.00403022j -0.00396089+0.00666621j -0.000721854-0.00333123j -0.004022+0.00395266j -0.00572043-0.0119946j 0.00627821-0.0107402j 0.000860284+0.00640029j 0.00497654-0.00811941j 0.00756365-0.00127424j 0.00883292+0.00198725j -0.000365451+0.00213934j 0.00946622-0.00339782j -0.00130363-0.00175801j -0.00972512+0.00128186j -0.00708518-0.0025971j 0.00123604+0.00370627j -0.00469975+0.00657357j 0.00415172+0.0081153j -0.00611082-0.00194554j 0.0011346-0.00241465j 0.00630967+0.00253099j 0.00611384+0.00501122j 0.00493299+0.00127394j 0.00446836-0.0106472j -0.00306099-0.00793321j -0.00516637-0.00246335j 0.000272744-0.0063184j 0.00709681+0.00535917j 0.00865518+0.00663055j -0.00233933-0.00300434j 0.00292568-0.00779199j -0.00105511+0.00543176j -0.0011657+0.00280866j 0.00248208-0.00430413j 0.00703908+0.0125523j -0.00605134+0.00431424j 0.00563066-0.00675746j -0.00073296+0.00189439j -0.00159697-0.0107865j -0.0150708+0.00391712j -0.00297122-0.00620877j -0.00500285+0.002693j 
0.00247175+0.0132828j -0.0132688+0.00292279j 0.0122988-0.00138122j 0.000877754+0.0128716j -0.00355451-0.0018493j -0.0131297-0.00321385j 0.00545699-0.0121548j 0.00537978+0.00800677j 0.00123277+0.00272818j 0.00200467+0.00464896j 0.00291176-0.00457322j -0.00746891+0.000997294j -0.00450448+0.000627176j -0.00763659+0.00110748j -0.00551032-0.00195085j -0.00985958+0.00404904j -0.00209574-0.00209942j -0.0018671+0.00702845j -0.00596546-0.0144611j -0.00691089-0.00287917j -0.00265329+0.00785365j 0.00274162-0.0076204j 0.00201573+0.000516258j -0.00385162+0.00384312j -0.00610552-0.00214801j 0.00556089-0.00466389j -0.0093013-0.000489907j -0.0104698+0.00143768j -0.00932563+0.00040119j -0.00323118-0.00391807j -0.0106677-0.00173612j 0.00451123-0.00105816j -0.00196571-0.00398478j -0.00238108-0.00232599j 0.00579059+0.00254846j 0.00458648-0.0074012j 0.00600238-0.000616635j 0.00207453-0.00596747j -0.000752479-0.0114474j -0.00535568+0.00202462j 0.00296085-0.00331773j 0.00265982-0.00614989j -0.00179011+0.0126055j -0.00314059-0.00263011j 0.00777915+0.00273989j 0.00718615-0.0025995j -0.00414596+0.00211447j -0.00381637-0.0107143j 0.00897891+0.0182088j -0.00648339-0.00144859j 0.0136535+0.000147467j -0.00306939+0.00361999j -0.00511924-0.00145431j -0.00650901+0.00300088j 0.00563738-0.00372166j -0.00222204-0.00493257j 
0.00447307-0.0138389j 0.0137941+0.00491628j 0.00417588+9.29435e-05j -0.00108215+0.00335981j -0.00100439-0.00505223j 0.000216969-0.00422805j 0.00430164+0.00654438j -0.01231+0.00257654j 0.0037765+0.00668236j 0.00203887-0.00212704j -0.00771234-0.000693506j 0.00273823-0.0133191j 0.00890814-0.00445669j 0.00318171+0.00560303j -0.00552432-0.0061138j -0.0020433+0.0102622j -0.000652698+0.00605761j 0.00587506+0.00382267j 0.00606235+0.00335227j 0.00399411-0.00174625j 0.00363223-0.00428786j -0.0121662+0.00391751j 0.00508787-0.00359107j -0.00348759-0.00757405j 7.19986e-06+0.00253443j -0.00484058+0.0114336j -0.000428867-0.00323123j -0.00166824-0.0063622j 0.00224226+0.0145245j 0.00282219-0.000926838j 0.0117886+0.00767716j 0.00630023-0.000123284j -0.010566+0.00122135j 0.00437157-0.00112306j -0.00259668-0.0128123j -0.00384409+0.000772598j -0.00207713+0.00349607j 0.000334727-0.00990623j -0.0116734+0.00476207j 0.00640257+0.0020035j -0.00299775+0.00448056j -4.97338e-07+0.00906496j 0.00484744-0.0083334j -0.000316615-0.000627106j 0.00164829+0.00878185j 0.00613341+0.000219446j 0.00109255+0.00513866j 0.00159543-0.00191508j -0.00394793-0.00309939j -0.000676073+0.00246409j -0.00740993+0.00283365j -0.00187129+0.000897301j 0.00613743-0.00618596j 0.000688339-0.00626788j -0.0132932+0.00493892j 0.00345539+0.0132512j 
-0.00854828+0.0140898j -0.0142242-0.00899126j -0.00964689-0.00630607j 0.00858679-0.0082542j 0.000879561+0.00751643j 0.0060242+0.00852989j -0.015215+0.00294118j 0.00141988-0.0139643j -0.00193566-0.00123683j -0.0064573-0.00670361j -0.00187219-0.00133812j 0.00143818-0.00745061j 0.00647292-0.00354055j 0.00183379-0.00913605j 0.0095638-0.00218216j -0.000704654-0.00429616j 0.0044482+0.00249198j -0.00370249-0.00116952j -0.00161926+0.00531628j -0.00671718-0.00145016j 0.00567534+0.00133876j 0.00880454-0.00638081j 0.000267461-0.00692449j -0.00948381-0.00999849j -0.00151791-0.00364544j 0.00521835+0.00643696j 0.000774657+0.00476684j 0.0144904+0.00662794j 0.0128473-0.000108776j -0.00439148+0.00877069j -0.000420137-0.00152715j 0.00050086-0.00370471j 0.00364988-0.00392856j -0.00692714-0.00184364j 0.0054176+0.00639471j -0.00749091-0.000312252j -0.00355503-0.00453821j -0.00691908+0.0106441j -0.00939684+0.0064232j 0.000960372+0.00181814j 0.00496989+0.00852859j -0.00361968-0.00296026j -0.0102999+0.00881476j 0.000256027-0.00766202j 0.00135345+0.00363997j -0.0037299-0.00249438j -0.00142532-0.0065471j -0.00341482-0.0058007j -0.00114624-0.0092351j 0.0057982+0.0140186j -0.0112045+0.00733417j 0.0119367+3.88354e-05j -0.00588181+0.0202332j 0.0165469-0.00485342j 0.0192392+0.0048211j 0.0047566-0.0174644j 
-0.00128389+0.00930059j -0.00957018-0.00100475j 0.00245179+0.000628267j -0.000265397+0.00146565j -0.00263788+0.00308535j -0.000421504+0.00191j -0.00153654-0.00657413j 0.00405852-0.00128844j -0.00591947-0.000651099j -0.00167298-0.000954805j 0.00670286+0.0023837j 0.00185057+0.00295999j -0.000220055+0.00143674j -0.00548325-0.00525572j 0.0051487-0.00233553j 0.00302697-0.00193867j -0.0012131+0.00729107j 0.00348462+0.0023278j -0.00226494-0.00602378j -0.00691071+0.00191092j 0.00155275+0.00387015j -0.00134342-0.00664528j -0.00419729-0.00205358j -0.000277015+0.00566098j -0.00417779-0.00214198j 0.00224622-0.00931172j -0.00243239+0.00439741j -0.00141505+0.00275917j -0.00398908+0.000320717j 0.0035401-0.00198955j -0.0105612-0.007998j 0.00115965-0.000494808j -0.00201892+0.00202437j -0.00102728+0.000650898j 0.00492556+0.00554042j -0.00678041-0.00410763j 0.00322805+0.00131268j -0.00503949+0.0017546j -0.00670673-0.00234226j 4.62629e-05+0.0116829j -0.00184814-0.00485j 0.00668966-0.00344499j -0.00831527+0.00491737j 0.00272904+0.000951943j 0.00480448+0.00153086j 0.0014004-0.000119096j -0.00164853+3.31742e-05j 0.00322618-0.00608915j 0.00194768+0.00720341j -0.00418921+0.00050582j 0.00901367+0.00174068j 0.00355636+0.00212314j -0.00400161+0.00342187j -0.00186998-0.00167588j 0.00799762-0.0032941j -0.00204297-0.00648588j 
0.00535412-0.00656053j 0.00645098+0.00519966j 0.00259095+0.00840085j -0.00959173+0.000539497j 0.00277681-0.00146016j -0.00116786-0.000658542j -0.000899244-0.00230897j 0.00123694-0.00114447j -0.00129392+0.00169808j 8.97494e-06-0.000577347j 0.00598355-0.00117583j 0.000134476+0.00120923j -0.00790836+0.00327851j -0.00265038+0.000512068j -0.00141076+0.00177343j 0.00106149-0.00294897j -0.005281-0.000128987j 0.00471133+0.000346453j -0.00844827-0.0062492j -0.00378321-0.00642606j -0.00825338+0.0020837j 0.00107536+0.000680437j -4.33067e-05+0.00142495j -0.00828034+0.00553173j 0.00253288+0.00195996j 0.00241213-0.000333254j -0.00227029+0.000234262j -0.0019985-0.00808866j 0.00197326+0.000408733j 0.00217497+0.000313216j 0.00353547+0.00175338j 0.00499618-0.000736012j 3.63777e-05+0.00628302j 0.000114853+0.0136869j -0.00585768-0.00209137j -0.00217086-0.000409346j -0.00248052+0.00134209j -0.00168427+0.00878786j -0.00150794-0.00586234j -0.00266887-0.000481255j -0.000269395-0.00612747j 0.00533237-0.0011023j 0.0123802-0.00699701j 0.0134744-0.00159494j 0.00393878-0.000718916j 0.00724107-0.00738535j -0.00850322+0.00311311j 0.00934945-0.00104582j 0.000378692-0.00192349j -0.000433576-0.0050306j -0.000554581-0.00213508j -0.00517599+0.00523851j -0.0010415-0.0055037j 0.00059864+0.0039481j -0.0021122+0.000680432j -0.000456816+0.00162036j 
-0.00569706+0.00444881j -0.0048005-0.00553606j -0.00358177-0.00241428j 0.00340348-0.00472117j 0.00334896+0.00305326j 0.00248198-0.00276042j 0.00124817-0.00126352j 0.00640159-0.00484815j 0.000106847-0.00703563j -0.00452413-0.00106622j -0.00312953-0.00514143j 0.00639184+0.00161766j 0.00325583+0.00518322j -0.0019333-0.00496037j 0.00332992-0.000677234j -0.00429907-0.00042021j -0.000494723+0.00307516j -0.00315151-0.0023759j -0.00081353+0.00262585j -0.00267465+8.95701e-05j 0.000141143+0.00241049j 0.00550669-0.00185313j 0.00567647+0.00495775j 0.000613317+0.000211155j -0.00236071-0.00168687j 0.00551093-0.00380534j 0.00303708-0.00299596j 0.000498961+0.00142374j 0.00194971-0.00476494j 0.000475191+0.00275301j -0.0035204-0.00661342j -0.00268417+0.00217512j 0.00838905-0.000660122j -0.00836724+0.000635889j -0.00424501+0.00312579j -0.00754241-0.00608874j -0.0010833+0.00617014j 0.00507154+0.00928863j -0.00330026-0.000384092j -0.00103996+0.00837554j -0.00474454-0.004474j 0.00429473-0.00207505j -0.00153681+0.00336347j 0.00346087-0.0030613j 0.00555932-0.000783246j -0.00539923+0.001281j 0.000736197-0.000854198j 0.00698741+0.00181197j 0.00090136-0.0018157j 0.00759231+0.00340095j 0.00378867+0.00261804j 0.00424128+0.00121293j -0.000479505+0.00405765j 0.00190788+0.00194041j -0.000237592-0.000896172j -0.000234613+0.000203855j 
0.0126671-0.0346405j 0.0343206+0.0125883j -0.00180808+0.00855353j -0.0120714-0.00132072j -0.00456502-0.0122818j -0.00353992-0.00803023j 0.015269+0.000770302j -0.0144459+0.0127605j 0.00375627+0.0056186j 0.0142277+0.00381836j 0.00143311+0.0080435j -0.00437996+0.00461635j -0.00315265-0.000236984j 0.00489768+0.0159816j -0.00525943-0.00300669j 0.00654351+0.00574216j -0.00690134+0.00166728j 0.0132485-0.00357743j 0.0111699+0.0111643j 0.0138849-0.00365741j -0.0143693-0.00982845j -0.0275158+0.010343j 0.0048212-0.0022987j 0.00124348+0.00487855j 0.00842467+0.00871024j -0.0183423+0.00824558j -0.00452442-0.00318315j -0.00710387-0.0162001j 0.0067174+0.00478719j 0.00183509-0.00541501j 0.0174093+0.0139589j 0.00624711-0.00050601j -0.0147103+0.00247141j 0.011832+0.00246728j -0.00163693-0.0230951j 0.00808721+0.00247358j -0.00709621-0.00290212j 0.00117266-0.0213315j 0.000795431-0.00252299j -0.0015577-0.0129457j 0.000572118-0.000241764j 6.28076e-05+0.000866558j 0.0150676-0.0106411j 0.00419041+0.0066236j 0.00230634-0.00929318j -0.00560499+0.00260399j 0.00753858+0.00391465j -0.00141904+0.00395452j -0.0131724+0.00684249j -0.00364536-0.013295j 0.0012005+0.00681554j -0.0104576-0.00406927j 0.00593336-0.0186888j -0.00839289-0.00421978j -0.0276637+0.00755055j 0.00527608+0.0280201j 
0.00549759-0.0186172j 0.0185004+0.00513909j -0.000550113+0.00325973j -0.00485415-0.000406769j -0.00466613-0.00120617j 0.00349553-0.000504082j 0.00488809-4.72013e-05j 0.00229078+0.00420061j 0.00701063-0.00710414j 0.00178313+0.000875914j -0.00632018-0.00452397j 0.00264915-0.00716826j 0.002379+0.00119398j -9.4433e-05+0.00626514j -0.00942554+0.00618746j 0.00156849+0.00036178j -0.00359052+0.00135766j 0.00236224-0.00181172j 0.00278355+0.0049623j 0.00636997+0.00309565j -0.00105201-0.00830297j -0.000373711+0.00813655j 0.00480977+0.00978491j 0.00246689+0.00212937j 0.000674615+0.00349893j -0.00802997+0.00107755j 0.00160347-0.000624932j -9.11204e-05-0.00487949j 0.00655642+0.000940426j 0.00264105+0.000184209j 0.00617114+0.00293692j -0.00132447+0.000839642j 0.00139593+0.000277353j -0.000620682+0.00195904j -0.00644138-0.00388535j -0.00210473-0.000366642j -0.00446975+0.00649906j 0.00482565-0.00479205j 0.00765363+0.00636258j 0.0011568-0.0033405j -0.00175228-0.0013973j 0.00100236+0.00464946j 0.00776308-0.00666093j -3.04114e-05+0.00596243j -0.00271396-0.00563916j -0.00343487+0.00422606j 0.00247934+0.00527993j 0.0003893+0.00703487j -0.00587838+0.0011852j 0.00153246-0.00665168j -0.00086009+0.00462928j -0.00945711-0.00217364j 0.00337789-0.0117545j -0.00630031-0.00130981j -0.00818239-0.00193791j -0.0031329+0.00806941j 
-0.000689621-0.00561306j 0.005605-0.000448302j -0.000681414-0.00182025j 0.00170464+0.00091471j -0.00488757+0.00268968j 0.00499618-0.0030947j 0.00529178+0.00130036j 0.00152695+0.00362477j -0.00497042-0.00109277j 0.00689104+0.00236482j 0.00282155+0.0029961j 0.00708934+0.00741281j -0.000503277+0.00476631j 0.00104983+0.00704805j -0.005155+0.0016552j -0.0056205-0.00123299j -0.00361323-0.00161398j 0.00165407+0.000494736j 0.00293202-0.0103036j 0.00885576+0.00582089j -0.00217698+0.0063417j -0.00110701-0.00227663j -0.0102501-0.0128646j 0.000175634+0.000629169j -0.00679903+0.00423389j -0.0049482+0.00766214j -0.00052532+0.0127124j 0.0013547-0.0104704j -0.00401099-0.00384349j 0.00295347+0.00670788j -0.000750922-0.00112795j 0.00117458-0.0030144j -0.00830401+0.0023643j 0.00186938+0.00991554j 0.00136463+0.00429072j 0.00102013+0.005074j -0.00813206-0.0063151j -0.00628213+0.0132981j 0.00220844+0.00460112j 0.00524264-0.00662156j 0.00448546-0.00266297j 0.00386649-0.00547847j 8.27438e-05-0.00763418j 0.00601152+0.00471955j 0.00952534-0.00317231j -0.00370059+0.00111466j 0.00555264+0.00728426j 0.00305459-0.00109966j -0.00378793+0.00345104j -0.000508273-0.0016135j -0.000786096+0.00138291j 0.000439142-0.0036954j 0.0020925-0.00112154j 8.01323e-05-0.00239405j -0.00810088-0.00123848j -0.00111657+0.00811733j 
-0.00472908+0.00528574j -0.00546737-0.00459863j -0.0020703-0.00505396j 0.00573805-0.000494332j -0.00163115-0.00498957j -0.00449376+0.0030426j -0.00227847+0.000443383j -0.00202125-0.00353501j -0.00334129+0.00575959j 0.0043567+0.000778063j 0.00785343+0.004429j 0.000362617+0.012726j 0.000239676+0.000757052j 0.00474323-0.00358476j 0.00849555+0.000644237j 0.000654167-0.00294551j 0.00878679-0.00266844j -0.00683733-0.00384916j 0.0023015+0.00234165j -0.00107731-0.0107171j -0.000999198-0.00172543j 0.0018456-0.0100709j -0.00378319-0.010578j 0.000904196-0.0024769j 0.00475392+0.00183543j 0.00871114+0.00580176j 0.0114734-0.00274407j 0.000250969+0.0023396j 0.000672535-0.00995938j 0.00381845+0.00230245j -0.00165905-0.00225735j -0.00039415-0.00274534j -0.00242915+0.00292182j -0.00126895-0.00159715j 0.00198505+0.00144627j -0.000514792+0.00668186j 0.00115555-0.00269162j 0.00124951+0.00926863j -0.00745246-0.00308438j 0.00568551+0.000316365j 0.00133821+0.00310888j 0.00109286+0.00269855j 0.0040185+0.00435398j 0.00493355-0.00709634j -0.00193962-0.0016987j -0.00616765+0.000476451j -0.00172595-0.00390844j 0.00722772+0.00343383j -4.93085e-05-0.00390192j 0.00307264+0.00723242j -0.00735444-0.00325701j 0.00125513+0.000884785j 0.00469032+0.00545059j 0.00552277-0.0046134j -0.00316119+0.000510648j 0.0011237+0.00266356j 
-0.0051277+0.00419682j -0.00390654-0.00519424j -0.00381206-0.00421974j 0.00617952-0.00440565j 0.00771091+0.00673553j 0.0064196+0.00413145j -0.0105749+0.00771931j 0.000375608-0.00987586j 0.00199244+0.000457694j -0.00207061-0.00348447j -0.00330479-0.00702438j 0.00714592+0.000715287j 0.00283164+0.00318598j 0.000643895-0.000493026j 0.00699109-0.000192458j 0.00703712-0.000571091j 0.000543209+0.00490435j -0.00326481-0.0015664j 0.00282865+0.0103611j -0.000207478-0.00531136j 0.00248508-0.00381922j -0.00493724+0.00509489j 0.00188013-0.0016549j 0.000904703-0.00192398j 0.00104575-0.000428068j 0.00501793+0.000543113j 0.00158638-0.00610882j 0.0119629+0.00268108j 0.00195796+0.00225299j 0.0053709-0.00181636j 0.00216089-0.00391799j 0.00159487+0.00281455j 0.00101283-0.00552643j -0.000666918-0.00338059j -0.00156412+0.00287875j -0.00714072+2.58355e-06j 0.000954293-0.00199113j -0.00315791+0.0105318j -0.00130619+0.00535867j -0.00197457+0.00381072j 0.00124831+0.0025571j -0.00580929-5.23565e-05j -0.00564119-0.000905394j 0.00659776-0.00202202j -0.001617-0.00233794j 0.000170232-0.000450525j 0.00246956-0.00505103j -0.00283584+0.00409478j 0.000145385-0.00595687j 0.005496+0.00159498j 0.000370923+0.000393351j 0.00358513-0.00538633j 0.00347644+0.0102068j 0.00517285-0.00133352j 0.00161762+0.00458219j 0.00550694-0.00190859j 
-0.00273639+0.0135698j -0.013836-0.00202379j 0.00289931+0.00160634j -0.000321814+0.000721824j -0.00227824+0.00422905j -0.00144951+0.00897147j -0.0114305-0.00279381j 0.00268878-0.00331003j 0.00338234+0.00585132j 0.00206417-0.000938524j 0.00244761+0.000812886j -0.00820245-0.00640044j 0.00105186-0.000318365j -0.0054134-0.00429434j -0.00404445+0.00725306j -0.00452502-0.00518039j 0.0048546-0.00359013j -0.00928192+0.00419203j -0.00433696-0.00825064j -0.00271848-0.000256824j -0.00258593+0.00041905j 0.0126188-0.0123823j -0.00124788+0.00122258j -0.00642262-0.000713827j -0.00565801+0.00096964j 0.00654539-0.00176017j -0.000708174+0.00076361j -0.00662546+0.00755674j 0.000579477-0.00350066j 0.00373771-0.00292825j -0.00592017-0.0110445j 0.000469921-0.00430214j 0.00401419+0.00167828j -0.005262-0.00318128j 0.00307526+0.00299177j -0.00156917-0.00514453j 0.00935673+0.0090004j -0.00321927-0.00219084j 0.00190246-0.00118035j 0.00445237+0.00870338j -0.00847756-0.00617177j 0.00269402+8.63159e-05j -0.00389553+0.00713516j -0.00343817+0.00260026j -0.00215327+0.00445112j -0.00210943-0.00468104j -0.00454386+0.00396401j 0.00048611+0.000745461j 0.00999153-0.000949996j -0.00129836+0.0071252j -0.00482426-0.00296133j 0.00301411+0.0012977j 0.00397305+0.00336646j 0.00492675-0.00461234j 0.00923383+0.00025606j 0.000270923-0.00881797j 
-0.00134017-0.00743151j 0.0073503-0.00128495j -0.0103574-7.67148e-05j -0.00147155-0.0106248j 0.00375453-0.00328145j -0.00369865+9.50537e-05j -0.00391837-0.00365201j -0.000550774-0.00466556j 0.001177+0.00294844j 0.00177061-0.00475992j 0.00270241+0.00493969j -0.00347904+0.00344684j 0.00120172+0.001061j 0.00606902-0.00225812j 0.00261513-0.00676864j -0.00224827-0.00191296j 0.0023329-0.00519879j -0.00348947+0.000156621j 0.00149441+0.00809869j -0.00194892+0.00234521j -0.000873418+0.00694278j 0.00482427+4.92255e-05j 0.00669859+0.00350746j -0.00558864-0.00175835j 0.000764721-0.00016307j 0.00164788+0.0059405j 0.00447402-4.1163e-05j 0.00249782+0.00241789j -0.0019461-0.00802998j -0.00900941-5.34645e-05j 0.000422862+0.00367016j -0.00171668-0.00305575j 0.00482614+0.00160639j 0.00434771+0.000820756j -0.00989577+0.00275705j -0.00553902-0.00251358j -0.0101999+0.00494244j 0.00664389+0.00228702j -0.00096218-0.00219642j -8.50834e-05+0.00218132j -0.0026631+0.0108214j -0.00275545+0.00484401j 0.00391099-0.0080239j -0.0013762+0.000882157j 0.00181394-0.00365266j 0.000750637+0.00416761j 0.00492096-0.000903102j -0.0015834+0.00114228j -0.00491979-0.0118981j 0.0153542+0.00229688j -0.00788026+0.00702147j 0.00634486-0.00998773j -0.00134821+0.00759016j 0.00668661+0.00212239j -0.00702736+0.00344422j 0.00348377+0.00718455j 
-0.00196749-0.00296622j 0.00233198-0.00213789j -0.0136352+0.00617765j -0.00281313-0.0168744j 0.00493845+0.00789317j 0.00583323+0.007283j -0.0149177+0.000317301j 0.00447984-0.0109561j -0.00333085-0.00212088j -0.000427036-0.00788431j 0.000545301+0.00060789j 0.00441082-0.00906757j 0.00689327+0.00261432j 0.0017563+0.00105153j 0.000351042-0.00230385j 0.000791654-0.00707434j -0.00449438+0.000489027j -0.0021679+0.00281486j 0.000250367+0.00268763j -0.00823306+0.0031195j -0.00187457+0.00067456j 0.00415867-0.00211733j -0.00828295+0.00317131j -0.0057761-0.00261884j -0.00284399+0.00104759j -0.00587131+0.00546592j 0.000249344-0.00497858j 0.0116188-0.0053337j 0.00384628-0.000840356j -0.00101674-1.75456e-05j -0.00163708-0.00774587j 0.00379577-0.00315679j 0.0128601-0.00654898j 0.0010428+0.00615507j -0.00416945-0.000758177j -0.00553417-0.00465644j 0.000524241-0.00332846j -0.000374079+0.00451434j -0.00616123-0.00123771j 0.00144297+0.00455008j -0.000900735+0.00217553j -0.00391438-0.00557317j -0.00657682-0.001932j 0.00567345-0.0073364j -0.00527758+0.000821075j 0.00457278-0.00798452j 0.000654756-0.0107173j -0.00217994+0.00588159j 0.000236643-0.00527475j 0.00900186+0.0075418j -0.00153265+5.7166e-05j 0.00168171-0.0055198j 0.00666938+0.0181103j 0.00734145+0.00249475j 0.00190614+0.00652795j 0.00839884-0.0033347j 
-0.00168239+0.00585049j -0.00581527-0.00112917j 0.0010049-0.0034234j 0.00446762-0.000388635j -0.00048216-0.00117642j -0.00269682+0.00146081j -0.00122845+0.000665529j -0.00358294-0.00294036j -0.00113411+0.00118077j -0.00292167+0.000848632j 0.002231+0.000941831j 0.00291155+0.0029143j 0.00442691-0.00535455j 0.00636976-0.00694175j 0.00078891-0.00139996j -0.00509115+0.00880061j 0.00313948-0.00271911j 0.00400927+0.000150109j 0.00492946-0.00236571j 0.00240029+0.00701232j 0.0040988-0.00173285j 0.00256987-0.00238417j -0.00557792-0.00149869j -5.98215e-05-0.00197175j -0.0097322-0.00146446j -0.00352085+0.0043088j 0.0043891+0.00983939j -0.0043734-0.00316589j -0.00427122-0.00103941j 0.000670616-0.00109246j -0.00289543-0.00355895j 0.00277237-0.00440709j 0.00118578+0.00332216j -0.000374427+0.00355716j 0.0042519+0.00107355j 0.000498695-0.00220658j -0.00124729-0.00305976j -0.0029058-0.00209655j 0.00489027+0.000205774j 0.000278564-0.00441834j -0.0037511-0.00508511j 0.00625846-0.00894049j -0.00135043-0.00314988j 0.00130502-0.00130556j 0.00219453+0.00361713j 0.00328323-0.00407121j 0.00278613+0.00387691j -0.00155443-0.00344649j -0.00044612+0.000701117j 0.00141646+0.00303959j -0.00424958+0.0014433j 0.00131176-0.000500168j 0.00171147+0.00358915j 0.00296539-0.00267651j 0.00136011+0.00028703j 0.000456047-0.00143715j 
