-0.715067-0j 0.0713607-0j -0.0732757-0j -0.0416095-0j -0.00600582-0j 0.0506632-0j 0.00731261-0j -0.0300354-0j -0.00433523-0j -0.0292381-0j -0.00516862-0j -0.0341111-0j -0.000430718-0j 0.061996-0j -0.00603005-0j 0.0293684-0j 0.0109594-0j -0.000502504-0j -0.0123114-0j 0.000913287-0j 0.00519166-0j 0.000432638-0j -0.00217636-0j -0.000181363-0j -0.0225059-0j -0.00375098-0j -0.0254231-0j -0.002297-0j -0.000468873-0j 0.0204249-0j -2.76286e-05-0j -0.020973-0j -0.00423718-0j -0.00259473-0j 0.0539067-0j 0.00340415-0j -0.000529648-0j 0.0147435-0j 0.00208461-0j -0.0034955-0j -3.12098e-05-0j -0.0047874-0j 0.000425519-0j 0.00898445-0j -0.00214055-0j 0.00550183-0j -0.000436937-0j 2.50739e-05-0j 0.00245724-0j 0.00112306-0j 0.00150475-0j -0.000797901-0j -2.57468e-05-0j -0.000488612-0j 0.000307156-0j 6.61767e-05-0j 1.80993e-05-0j -9.97376e-05-0j -5.87709e-06-0j 
0.0137248-0j -0.000283239-0j -0.00524352-0j -0.000162504-0j -2.34554e-05-0j 0.000988267-0j 0.000142644-0j 0.00518895-0j 0.00074896-0j -0.000114188-0j -2.01857e-05-0j 0.000654718-0j -1.68214e-06-0j -8.15797e-05-0j 0.000115739-0j -0.00213583-0j -1.44214e-05-0j 9.6449e-06-0j -0.00155769-0j -1.20178e-06-0j -0.000377566-0j -3.14638e-05-0j -0.000275363-0j -2.29469e-05-0j 0.0172175-0j -1.46492e-05-0j -0.0955854-0j -8.97079e-06-0j -1.83115e-06-0j 0.0158803-0j -1.07902e-07-0j 0.293987-0j 8.13271e-05-0j 4.98025e-05-0j -0.0682895-0j -1.35114e-05-0j 1.01659e-05-0j -0.507077-0j -8.27404e-06-0j -0.000250134-0j 5.99031e-07-0j 0.523555-0j -1.68893e-06-0j 5.81029e-05-0j -0.000153175-0j 3.55806e-05-0j -3.12667e-05-0j -9.95212e-08-0j 0.000431438-0j 7.26286e-06-0j 0.000264201-0j -0.000445457-0j -1.84241e-06-0j -0.000272786-0j 5.39297e-05-0j 4.27968e-07-0j 3.17784e-06-0j -5.56821e-05-0j -3.2811e-06-0j 
-0.00107027-0j 0.000537527-0j -0.000109675-0j 0.0120465-0j -8.98919e-06-0j -0.0738164-0j 5.50824e-05-0j 0.00869561-0j -6.48874e-06-0j -4.3762e-05-0j 0.00149638-0j -5.10557e-05-0j -6.44675e-07-0j -0.000397467-0j 0.00174577-0j 0.000221219-0j 0.0135908-0j -7.52121e-07-0j -1.8427e-05-0j -5.85524e-06-0j -0.00756425-0j 3.25886e-06-0j 0.000630084-0j -2.71455e-07-0j -3.36856e-05-0j -5.61426e-06-0j -3.80519e-05-0j -0.063649-0j 0.000135744-0j 0.000153851-0j -4.1353e-08-0j -3.13912e-05-0j -6.34199e-06-0j -0.0718992-0j -0.000345605-0j 2.56419e-05-0j 0.00015334-0j 0.000111056-0j 0.290702-0j -5.23187e-06-0j -4.67131e-08-0j -7.16553e-06-0j -0.000619981-0j -5.76009e-05-0j -0.0593138-0j -0.653022-0j 0.000126499-0j 1.8887e-07-0j 1.85093e-05-0j 0.0013927-0j 0.20984-0j -1.19425e-06-0j -3.85364e-08-0j -0.0135393-0j -0.000447526-0j -4.2427e-07-0j 1.36334e-07-0j 2.88753e-05-0j -8.79652e-09-0j 
-0.00297149-0j 0.0435501-0j 0.0148197-0j 0.000177977-0j -0.00245597-0j 0.000635032-0j -0.00876306-0j 0.000117655-0j -0.00162357-0j -0.0182263-0j -0.00104575-0j 0.0206587-0j -0.000265123-0j -0.0121927-0j 0.00118531-0j -0.0551988-0j -0.000699568-0j 0.000300505-0j -0.0366438-0j -0.000177357-0j -0.00316709-0j -0.00080293-0j -0.00210248-0j -0.000533027-0j 9.62646e-05-0j 0.110606-0j -0.000105647-0j 9.82496e-06-0j -0.000191737-0j -0.000263515-0j -2.27146e-05-0j -8.96716e-05-0j -0.121386-0j -1.07825e-05-0j -7.06735e-05-0j -0.302773-0j 0.000210424-0j -0.000174201-0j -2.68949e-05-0j -0.103031-0j 2.49284e-05-0j 0.000216588-0j 0.000524862-0j -0.0812024-0j -9.15206e-06-0j -7.21309e-06-0j 0.000178605-0j 6.2179e-05-0j -0.200154-0j 0.000140766-0j -1.77794e-05-0j 0.248855-0j 2.11589e-05-0j 2.21054e-05-0j 0.00034697-0j 1.66761e-05-0j 4.11046e-05-0j -0.000431394-0j -5.11062e-05-0j 
8.7954e-06-0j 0.00589559-0j 0.00588146-0j 0.00690073-0j -0.0463168-0j 5.9957e-05-0j -0.000402424-0j 0.00488782-0j -0.0328064-0j 2.5266e-05-0j 0.0410848-0j -8.36916e-07-0j 0.00510291-0j -5.35736e-05-0j -0.0013609-0j 2.46562e-05-0j -0.0871154-0j -0.00016903-0j -3.13107e-05-0j -0.0108201-0j 0.0400931-0j 0.00497974-0j -0.050914-0j -0.00632374-0j 1.94484e-05-0j -0.000309894-0j 3.12707e-07-0j -0.000383943-0j -0.174414-0j 3.52066e-05-0j 0.000659245-0j 3.51222e-05-0j -4.98273e-06-0j -6.17336e-06-0j -6.63059e-07-0j -0.000560988-0j -0.00280438-0j 2.4937e-05-0j -0.000695036-0j -0.000559643-0j 1.05999e-05-0j -1.62536e-05-0j -0.315735-0j 1.05653e-05-0j -0.00069337-0j 1.30899e-05-0j -0.314978-0j 0.0011934-0j -0.000397351-0j 0.00594635-0j -0.000492298-0j 0.000258989-0j 0.00119054-0j 0.000320874-0j -0.223637-0j -2.24758e-05-0j 0.000845294-0j 0.145764-0j -0.000550953-0j 
-0.00345632-0j 0.000179099-0j 0.00016572-0j 0.0396459-0j -2.95841e-05-0j 0.0481396-0j -3.59221e-05-0j -0.0555504-0j 4.14522e-05-0j 7.22036e-05-0j -0.0024689-0j 0.000328882-0j 1.06366e-06-0j 5.15848e-05-0j -0.0112456-0j 6.75026e-05-0j -0.00176387-0j 4.84488e-06-0j 3.53763e-05-0j 7.59915e-07-0j -0.00230815-0j 9.94407e-07-0j -0.00120964-0j 5.21142e-07-0j 5.55784e-05-0j 9.26306e-06-0j -0.000122884-0j 0.105015-0j -0.000223967-0j -0.000102251-0j 6.82289e-08-0j -9.46135e-05-0j -2.04807e-05-0j -0.23219-0j -8.77926e-05-0j -1.70419e-05-0j 0.000495192-0j 0.000143271-0j -0.193204-0j -1.57689e-05-0j -1.50854e-07-0j -0.00015318-0j 0.000412048-0j -1.46321e-05-0j -0.178772-0j -0.165884-0j 0.000381269-0j -1.25525e-07-0j 2.38785e-05-0j 0.000353782-0j 0.270711-0j -2.55299e-05-0j -1.16149e-07-0j -0.289433-0j -0.000577346-0j -1.07776e-07-0j 1.75882e-07-0j 0.000617276-0j -1.88046e-07-0j 
0.000218469-0j 0.01049-0j -0.00214034-0j -0.00122313-0j 0.0082095-0j 0.00749491-0j -0.0503048-0j -0.000882904-0j 0.00592593-0j 8.93288e-06-0j 0.0145257-0j 1.04217e-05-0j 0.00180415-0j 8.11326e-05-0j 0.0169466-0j -4.51561e-05-0j 0.131929-0j 0.00210484-0j 3.76139e-06-0j 0.0163861-0j -0.0734278-0j -0.00912005-0j 0.00611635-0j 0.000759678-0j 6.87604e-06-0j -0.000109564-0j 7.76731e-06-0j -0.000135744-0j -0.0616648-0j -3.14047e-05-0j 0.000233078-0j 6.40771e-06-0j -0.000123766-0j -0.00015334-0j 7.05464e-05-0j 0.000500409-0j -0.0696578-0j -2.26691e-05-0j 0.000619981-0j -0.000102102-0j 0.00026329-0j 1.46266e-06-0j 0.28164-0j -0.0011241-0j -0.000126499-0j -0.0013927-0j -0.0574648-0j -0.00106453-0j 0.000361214-0j -0.632665-0j 0.000447526-0j -2.33062e-05-0j 0.000217203-0j -2.88753e-05-0j 0.203298-0j 0.00239132-0j -0.00076842-0j -0.0131172-0j 4.958e-05-0j 
-0.00181966-0j -0.000563794-0j -0.000191854-0j -0.0210813-0j 1.57311e-05-0j -0.0752195-0j 5.61294e-05-0j -0.0139362-0j 1.03993e-05-0j 7.65835e-05-0j -0.00261866-0j -8.68039e-05-0j 1.12818e-06-0j 5.12314e-05-0j 0.00296813-0j 0.000231935-0j -0.00175178-0j -1.27874e-06-0j 0.00015397-0j 7.54709e-07-0j -0.00793068-0j 3.41672e-06-0j -0.00526479-0j 2.2682e-06-0j 5.89498e-05-0j 9.82496e-06-0j -6.46952e-05-0j 0.111386-0j -0.000237553-0j -0.000161369-0j 7.23677e-08-0j -5.49124e-05-0j -1.07825e-05-0j -0.122242-0j -4.32785e-05-0j -2.68949e-05-0j 0.000260705-0j -0.000106676-0j -0.304907-0j -9.15206e-06-0j -7.94208e-08-0j 0.000132633-0j 0.000650278-0j -7.21309e-06-0j -0.103757-0j -0.0817749-0j 0.000221283-0j -1.98099e-07-0j -1.77794e-05-0j 0.000174402-0j -0.201565-0j 2.21054e-05-0j -6.74113e-08-0j 0.250609-0j 0.000429878-0j -5.31294e-08-0j -1.30957e-07-0j -0.000534476-0j 1.62822e-07-0j 
0.000705518-0j 0.00349516-0j 0.00323409-0j -0.00402543-0j 0.0270181-0j -0.00488782-0j 0.0328064-0j 0.00564028-0j -0.0378568-0j -1.47385e-05-0j -0.0239661-0j -6.71327e-05-0j -0.0029767-0j -1.05297e-05-0j -0.109164-0j -1.37789e-05-0j -0.0171222-0j -0.0135586-0j -7.22116e-06-0j -0.00212665-0j -0.0224057-0j -0.00278289-0j -0.0117422-0j -0.00145844-0j -1.13449e-05-0j 0.000180772-0j 2.50836e-05-0j 0.000223967-0j 0.101742-0j 2.0872e-05-0j -0.00038456-0j 1.93129e-05-0j -0.000399686-0j -0.000495192-0j 1.79206e-05-0j -0.000332578-0j -0.224951-0j -2.92451e-05-0j -0.000412048-0j -0.000307735-0j 0.000850263-0j 3.12677e-05-0j -0.187181-0j -0.00028555-0j -0.000381269-0j -0.000353782-0j -0.173199-0j 0.000707501-0j 0.000465996-0j -0.160713-0j 0.000577346-0j -0.000498225-0j 0.000654653-0j -0.000617276-0j 0.262272-0j 0.000607457-0j -0.000991325-0j -0.280411-0j 0.00105989-0j 
-5.18274e-07-0j -0.000698436-0j -0.000696762-0j 4.2263e-06-0j 0.0168438-0j 3.67203e-08-0j 0.000146348-0j 2.99351e-06-0j 0.0119306-0j -1.48881e-06-0j 5.05873e-05-0j 4.93157e-08-0j 0.0574911-0j 3.15685e-06-0j -1.67566e-06-0j -1.45288e-06-0j -0.000107264-0j -0.00190435-0j 1.845e-06-0j -0.121903-0j 4.93663e-05-0j 0.0561035-0j -6.269e-05-0j -0.0712454-0j -1.14601e-06-0j 3.67124e-05-0j -1.84264e-08-0j -1.16964e-07-0j -0.000659245-0j -2.07457e-06-0j -0.168813-0j -2.06959e-06-0j 5.90291e-07-0j -1.88064e-09-0j 3.90711e-08-0j 6.64588e-05-0j -1.05999e-05-0j -1.46943e-06-0j -2.11735e-07-0j 6.62995e-05-0j -0.00271431-0j 9.57755e-07-0j -0.0011934-0j -1.25164e-06-0j -2.11227e-07-0j 3.98768e-09-0j -0.00119054-0j -0.305595-0j 4.70731e-05-0j 2.24758e-05-0j -1.49973e-07-0j -3.06817e-05-0j -0.304862-0j 9.77505e-08-0j -0.000845294-0j 0.00575538-0j -0.216454-0j 0.000550953-0j 0.141082-0j 
0.0052509-0j -0.0084223-0j 0.041293-0j -0.00010382-0j 0.00143265-0j -0.000372032-0j 0.00513382-0j -8.72001e-05-0j 0.00120331-0j 0.010632-0j 0.000610023-0j -0.0365058-0j 0.000154655-0j -0.0225439-0j -0.00209456-0j -0.0509909-0j -0.00129348-0j -0.00053102-0j -0.0631397-0j -0.000327928-0j -0.00292565-0j -0.000741722-0j -0.00362271-0j -0.000918441-0j -5.61543e-05-0j -0.0645202-0j 0.000186688-0j -5.73123e-06-0j 0.000111847-0j 5.09621e-05-0j 1.32502e-05-0j -0.000249858-0j 0.2145-0j 1.90537e-05-0j -0.000395849-0j 0.0585544-0j -0.000371839-0j 4.28039e-05-0j 5.20129e-06-0j -0.287081-0j -4.40509e-05-0j 0.000223273-0j -0.000101505-0j -0.454823-0j -2.5501e-05-0j -4.04012e-05-0j 0.00049766-0j -1.2025e-05-0j 0.0491808-0j 0.000788442-0j 4.36866e-06-0j 0.256536-0j 5.89565e-05-0j 2.27877e-05-0j -8.52557e-05-0j 9.34047e-05-0j -1.01e-05-0j -0.000444709-0j -5.26835e-05-0j 
0.000371436-0j -0.0110026-0j -0.00374408-0j 0.00214048-0j -0.0143666-0j 0.00763737-0j -0.051261-0j 0.00141501-0j -0.00949732-0j -1.56325e-05-0j -0.0254199-0j 1.77188e-05-0j -0.00315726-0j -1.04576e-05-0j 0.0288123-0j -4.73435e-05-0j -0.0170049-0j 0.00357861-0j -3.14291e-05-0j -0.00211209-0j -0.0769847-0j -0.00956184-0j -0.0511064-0j -0.00634764-0j -1.20331e-05-0j 0.000191737-0j 1.32058e-05-0j 0.000237553-0j 0.107913-0j 3.29394e-05-0j -0.000407887-0j 1.12089e-05-0j -0.000210424-0j -0.000260705-0j 8.83419e-06-0j -0.000524862-0j -0.118431-0j 2.17752e-05-0j -0.000650278-0j -0.000178605-0j 0.000447641-0j -2.70735e-05-0j -0.295402-0j -0.000140766-0j -0.000221283-0j -0.000174402-0j -0.100523-0j 0.00111655-0j -0.00034697-0j -0.0792256-0j -0.000429878-0j 0.000431394-0j 0.000379952-0j 0.000534476-0j -0.195281-0j 0.000299454-0j 0.000738117-0j 0.242797-0j -0.000917716-0j 
-1.28734e-05-0j -0.00124272-0j 0.000253561-0j -7.49099e-07-0j -0.00298552-0j 4.5902e-06-0j 0.0182942-0j -5.40728e-07-0j -0.00215506-0j -5.26375e-07-0j 1.78853e-05-0j -6.14104e-07-0j 0.0203262-0j -4.78078e-06-0j 2.08662e-05-0j 2.66085e-06-0j 0.000162443-0j 0.0237139-0j -2.21642e-07-0j 0.184612-0j -9.0411e-05-0j -0.10275-0j 7.53101e-06-0j 0.00855879-0j -4.05175e-07-0j 1.29798e-05-0j -4.57693e-07-0j -4.1353e-08-0j -0.000233078-0j 1.85054e-06-0j -0.0596843-0j -3.77578e-07-0j 1.46622e-05-0j -4.67131e-08-0j -4.15698e-06-0j -5.92821e-05-0j -0.00026329-0j 1.33579e-06-0j 1.8887e-07-0j 1.20957e-05-0j -0.0674206-0j -8.61879e-08-0j 0.00106453-0j 0.000133169-0j -3.85364e-08-0j -4.2427e-07-0j -0.000217203-0j 0.272594-0j -4.27921e-05-0j -0.00239132-0j 1.36334e-07-0j 2.76103e-06-0j -0.0556192-0j -8.79652e-09-0j 0.00076842-0j -0.612345-0j 0.196769-0j -4.958e-05-0j -0.0126959-0j 
0.00321551-0j 0.000109034-0j -0.000534574-0j 0.0122974-0j -9.17646e-06-0j 0.0440671-0j -3.28833e-05-0j 0.0103288-0j -7.70747e-06-0j -4.46737e-05-0j 0.00152755-0j 0.000153391-0j -6.58106e-07-0j 9.47254e-05-0j -0.00524497-0j 0.000214254-0j -0.003239-0j 2.25966e-06-0j 0.000265301-0j 1.39544e-06-0j -0.00732611-0j 3.15626e-06-0j -0.00907159-0j 3.90826e-06-0j -3.43874e-05-0j -5.73123e-06-0j 0.000114322-0j -0.064975-0j 0.000138572-0j 3.12078e-05-0j -4.22145e-08-0j -0.000153006-0j 1.90537e-05-0j 0.216012-0j -0.000242407-0j 5.20129e-06-0j -0.00046069-0j 2.62119e-05-0j 0.0589671-0j -2.5501e-05-0j 1.40344e-07-0j 0.000136726-0j -0.000125759-0j -4.04012e-05-0j -0.289105-0j -0.458029-0j 0.000616576-0j 3.83111e-08-0j 4.36866e-06-0j 0.00097684-0j 0.0495275-0j 2.27877e-05-0j -1.87833e-07-0j 0.258344-0j -0.000105628-0j -2.97583e-07-0j 3.21782e-08-0j -0.000550972-0j 1.67847e-07-0j 
-4.1573e-05-0j -0.000414063-0j -0.000383134-0j -2.46534e-06-0j -0.00982558-0j -2.99351e-06-0j -0.0119306-0j 3.45435e-06-0j 0.0137672-0j 8.68475e-07-0j -2.95093e-05-0j 3.95583e-06-0j -0.0335365-0j 6.20468e-07-0j -0.000134412-0j 8.1193e-07-0j -2.10824e-05-0j -0.152756-0j 4.25511e-07-0j -0.0239596-0j -2.7588e-05-0j -0.031353-0j -1.44581e-05-0j -0.0164313-0j 6.68504e-07-0j -2.14155e-05-0j -1.47806e-06-0j 6.82289e-08-0j 0.00038456-0j -1.22989e-06-0j 0.0984741-0j -1.13802e-06-0j 4.73498e-05-0j -1.50854e-07-0j -1.05598e-06-0j 3.93997e-05-0j -0.000850263-0j 1.72328e-06-0j -1.25525e-07-0j 3.64566e-05-0j -0.217727-0j -1.84246e-06-0j -0.000707501-0j 3.38284e-05-0j -1.16149e-07-0j -1.07776e-07-0j -0.000654653-0j -0.18117-0j -5.52054e-05-0j -0.000607457-0j 1.75882e-07-0j 5.90234e-05-0j -0.167637-0j -1.88046e-07-0j 0.000991325-0j -0.155551-0j 0.253848-0j -0.00105989-0j -0.271405-0j 
-0.00228746-0j -0.00223299-0j -0.0413387-0j 2.70839e-05-0j -0.000373742-0j -0.000164711-0j 0.00227292-0j -0.000864825-0j 0.0119341-0j -0.00277362-0j -0.000159139-0j 0.0159031-0j -4.03456e-05-0j -0.00198157-0j 0.000912457-0j -0.0518794-0j -0.000113695-0j 0.000231329-0j -0.0378363-0j -2.88243e-05-0j -0.00297664-0j -0.000754647-0j -0.0021709-0j -0.000550373-0j 1.46492e-05-0j 0.0168317-0j -8.13271e-05-0j 1.49513e-06-0j -2.9178e-05-0j 1.35114e-05-0j -3.45664e-06-0j 0.000250134-0j -0.0934432-0j -8.30041e-06-0j -5.81029e-05-0j 0.0155244-0j 0.000161985-0j -0.000431438-0j 1.37901e-06-0j 0.287399-0j 1.919e-05-0j 0.000445457-0j -2.69117e-05-0j -0.066759-0j 2.55292e-05-0j -5.9301e-06-0j -0.00049821-0j -3.18816e-06-0j -0.495713-0j 0.000115728-0j -4.40334e-05-0j 0.511821-0j -5.90216e-05-0j 4.54643e-05-0j 0.000859326-0j 1.371e-05-0j 0.000101802-0j -0.000887249-0j -0.00010511-0j 
-0.00140078-0j 2.89079e-05-0j 0.000535165-0j -0.00320809-0j 2.39391e-06-0j 0.01951-0j -1.45585e-05-0j 0.102438-0j -7.64404e-05-0j 1.16542e-05-0j -0.0003985-0j -6.68219e-05-0j 1.71683e-07-0j 8.32619e-06-0j 0.00228488-0j 0.000217988-0j -0.000284702-0j -9.84379e-07-0j 0.000158981-0j 1.22656e-07-0j -0.00745377-0j 3.21126e-06-0j -0.00543613-0j 2.34201e-06-0j 8.97079e-06-0j 1.49513e-06-0j -4.98025e-05-0j 0.0169503-0j -3.615e-05-0j 8.27404e-06-0j 1.10127e-08-0j 0.000153175-0j -8.30041e-06-0j -0.0941019-0j -3.55806e-05-0j 1.37901e-06-0j 0.000200692-0j -0.000264201-0j 0.0156338-0j 2.55292e-05-0j -6.11383e-08-0j 0.000272786-0j -3.33423e-05-0j -5.9301e-06-0j 0.289425-0j -0.0672296-0j -0.000617257-0j 1.01573e-08-0j -4.40334e-05-0j 0.000143381-0j -0.499207-0j 4.54643e-05-0j 1.8804e-07-0j 0.515429-0j 0.00106466-0j -4.36793e-08-0j -3.24337e-07-0j -0.00109926-0j 3.34876e-07-0j 
-0.000656362-0j 0.00212783-0j -0.0104324-0j -0.00124861-0j 0.00838053-0j -0.00447433-0j 0.0300311-0j -0.00104873-0j 0.00703895-0j 9.11898e-06-0j 0.0148283-0j -3.13107e-05-0j 0.00184174-0j -1.93357e-05-0j -0.050914-0j -4.37344e-05-0j -0.0314416-0j -0.00632374-0j -5.41544e-05-0j -0.00390519-0j -0.071116-0j -0.00883292-0j -0.0880598-0j -0.0109374-0j 7.01929e-06-0j -0.000111847-0j -2.3336e-05-0j -0.000138572-0j -0.0629495-0j -6.37026e-06-0j 0.000237934-0j 3.12322e-05-0j 0.000371839-0j 0.00046069-0j 4.94812e-05-0j 0.000101505-0j 0.209278-0j -5.35049e-06-0j 0.000125759-0j -0.00049766-0j -0.000791023-0j -2.79091e-05-0j 0.0571289-0j -0.000788442-0j -0.000616576-0j -0.00097684-0j -0.280093-0j -0.000215934-0j 8.52557e-05-0j -0.44375-0j 0.000105628-0j 0.000444709-0j 0.00105868-0j 0.000550972-0j 0.0479836-0j 0.00167727-0j -0.000181367-0j 0.250291-0j -0.000946041-0j 
-2.18871e-05-0j 0.00130345-0j 0.000443552-0j 1.31092e-06-0j 0.00522466-0j 4.67745e-06-0j 0.0186419-0j 8.6661e-07-0j 0.00345386-0j 9.21156e-07-0j -3.12993e-05-0j -1.04409e-06-0j -0.0355708-0j 6.16217e-07-0j 3.54763e-05-0j 2.78974e-06-0j -2.0938e-05-0j 0.0403179-0j 1.85198e-06-0j -0.0237955-0j -9.47906e-05-0j -0.107727-0j -6.29269e-05-0j -0.0715147-0j 7.09056e-07-0j -2.27146e-05-0j -7.78162e-07-0j 7.23677e-08-0j 0.000407887-0j -1.94097e-06-0j 0.104448-0j -6.60493e-07-0j 2.49284e-05-0j -7.94208e-08-0j -5.2056e-07-0j 6.2179e-05-0j -0.000447641-0j -1.28311e-06-0j -1.98099e-07-0j 2.11589e-05-0j -0.114627-0j 1.59532e-06-0j -0.00111655-0j 1.66761e-05-0j -6.74113e-08-0j -5.31294e-08-0j -0.000379952-0j -0.285915-0j 4.11046e-05-0j -0.000299454-0j -1.30957e-07-0j -5.11062e-05-0j -0.0972941-0j 1.62822e-07-0j -0.000738117-0j -0.0766811-0j -0.189009-0j 0.000917716-0j 0.234999-0j 
3.86765e-05-0j -0.000252079-0j 0.0012359-0j -7.64705e-07-0j -0.00304772-0j -2.74027e-06-0j -0.0109213-0j -6.42289e-07-0j -0.00255983-0j -5.37341e-07-0j 1.82579e-05-0j 1.845e-06-0j 0.0207496-0j 1.13937e-06-0j -6.269e-05-0j 2.57708e-06-0j -3.87138e-05-0j -0.0712454-0j 3.19108e-06-0j -0.0439972-0j -8.75646e-05-0j -0.0995147-0j -0.000108427-0j -0.123225-0j -4.13616e-07-0j 1.32502e-05-0j 1.37508e-06-0j -4.22145e-08-0j -0.000237934-0j 3.75371e-07-0j -0.0609277-0j -1.84038e-06-0j -4.40509e-05-0j 1.40344e-07-0j -2.9157e-06-0j -1.2025e-05-0j 0.000791023-0j 3.15281e-07-0j 3.83111e-08-0j 5.89565e-05-0j 0.202557-0j 1.64456e-06-0j 0.000215934-0j 9.34047e-05-0j -1.87833e-07-0j -2.97583e-07-0j -0.00105868-0j 0.0552941-0j -1.01e-05-0j -0.00167727-0j 3.21782e-08-0j -5.26835e-05-0j -0.271097-0j 1.67847e-07-0j 0.000181367-0j -0.429498-0j 0.0464425-0j 0.000946041-0j 0.242252-0j 
0.000285933-0j 0.000564147-0j 0.0104439-0j 0.000325732-0j -0.00218627-0j -0.00198094-0j 0.0132958-0j -0.010401-0j 0.0698103-0j -2.37891e-06-0j -0.00386832-0j 1.364e-05-0j -0.000480462-0j -1.69958e-06-0j 0.0221798-0j -4.44965e-05-0j -0.00276366-0j 0.00275483-0j -3.24519e-05-0j -0.000343259-0j -0.0723553-0j -0.00898685-0j -0.0527696-0j -0.00655422-0j -1.83115e-06-0j 2.9178e-05-0j 1.01659e-05-0j 3.615e-05-0j 0.0164219-0j -1.68893e-06-0j -6.2071e-05-0j -3.12667e-05-0j -0.000161985-0j -0.000200692-0j 7.26286e-06-0j 2.69117e-05-0j -0.0911684-0j 5.39297e-05-0j 3.33423e-05-0j 0.00049821-0j 0.000344595-0j -5.56821e-05-0j 0.0151464-0j -0.000115728-0j 0.000617257-0j -0.000143381-0j 0.280402-0j -5.725e-05-0j -0.000859326-0j -0.0651338-0j -0.00106466-0j 0.000887249-0j -0.00105985-0j 0.00109926-0j -0.483645-0j 0.000246191-0j 0.00182807-0j 0.499361-0j -0.00188747-0j 
-1.68487e-05-0j -6.68331e-05-0j -0.00123726-0j 1.99492e-07-0j 0.000795072-0j -1.21321e-06-0j -0.00483523-0j -6.37004e-06-0j -0.0253876-0j 1.40179e-07-0j -4.76303e-06-0j -8.03742e-07-0j -0.00541305-0j 1.00148e-07-0j 2.73098e-05-0j 2.62198e-06-0j -3.40287e-06-0j 0.0310368-0j 1.91225e-06-0j -0.00386727-0j -8.90905e-05-0j -0.101249-0j -6.49748e-05-0j -0.0738421-0j 1.07902e-07-0j -3.45664e-06-0j -5.99031e-07-0j 1.10127e-08-0j 6.2071e-05-0j 9.95212e-08-0j 0.0158945-0j 1.84241e-06-0j 1.919e-05-0j -6.11383e-08-0j -4.27968e-07-0j -3.18816e-06-0j -0.000344595-0j -3.17784e-06-0j 1.01573e-08-0j -5.90216e-05-0j -0.0882403-0j 3.2811e-06-0j 5.725e-05-0j 1.371e-05-0j 1.8804e-07-0j -4.36793e-08-0j 0.00105985-0j 0.01466-0j 0.000101802-0j -0.000246191-0j -3.24337e-07-0j -0.00010511-0j 0.271396-0j 3.34876e-07-0j -0.00182807-0j -0.0630419-0j -0.468112-0j 0.00188747-0j 0.483323-0j 
