-0.00368367-0.00618984j -0.00352886+0.000524822j 0.00783313+0.00355895j 0.0137239+0.00349562j 0.0112031+0.00320241j -0.0122638-0.00282529j 0.000651028+0.00923447j 0.0106636-0.0160176j 0.011612-0.00834171j 0.0132521-0.00376388j -0.00119222-0.0167131j -0.0224365+0.00644314j 0.0229149-0.00890519j 0.00948487-0.0130648j 0.0165308-0.0127606j -0.0419163+0.000517723j 0.000133814-0.00564467j 0.0284057-0.0259373j 0.0118885+0.0102689j -0.0107071-0.022399j -0.0031127-0.000454932j -0.0154256+0.00299453j -0.0246798+0.0336519j -0.0190767-0.0447666j 0.0358079+0.00442515j -0.0476778+0.0188465j 0.011053+0.00744333j -0.0826523-0.000268215j 0.0299333-0.0355599j -0.0822909-0.00706297j 0.0813712-0.183627j 0.18474+0.0354957j 0.151327+0.0397368j 0.057951-0.110421j 0.0270469-0.0288275j 0.0219404-0.0174785j -0.0671247+0.0292915j 0.0640932+0.0340454j -0.00252772-0.00469901j -0.00322099+0.0106458j 0.0207703+0.0314024j 0.0199379-0.015357j 0.00413202+0.0188212j -0.0229012+0.00189672j 0.0214736-0.017072j -0.00986151-0.0114801j 0.018632+0.00602357j 0.0366803-0.00980902j 0.00567636+0.00163098j -0.0027467+0.0181683j 0.0241537-0.0063535j 0.0309914-0.00491262j -0.00768967+0.00567598j -0.00974156-0.0206869j 0.00249358+0.00741119j -0.0252618+0.0032603j -0.00457789-0.00617051j 0.00668552+0.0044432j 0.00628996-0.00331684j 0.000711971-0.00885446j 0.0132825-0.00434981j -0.0151768+0.00574282j 0.0151511+0.00546134j 0.0120836+0.000395507j 0.00449031-0.000252465j 0.0155447-0.00906278j 0.0026625+0.00267605j -0.00919718+0.010712j 0.00773656-0.0232287j -0.0603789-0.0170679j 0.14851+0.0405846j 0.178202-0.0609718j 
0.00301531+0.0233263j 0.00574158+0.00518728j 0.0062366-0.0207066j 0.00777787+0.00434069j -0.0110469+0.00654534j 0.0156665-0.0195811j 0.0128249-0.00430469j -0.0241949+0.024658j 0.0577828+0.00817189j -0.00977422-0.00877801j 0.00276174+0.0134611j 0.0173659-0.00385746j -0.0152256+0.00438642j 0.0297282+0.00484762j 0.0207488-0.00422387j 0.0173482-0.00165746j -0.0227686+0.00597592j -0.00774956+0.0208101j -0.00600748-0.000702235j 0.0344904+0.0179413j 0.0215935+0.0171438j -0.00707691-0.0153039j -0.000821217-0.0134291j -0.0144584+0.0156621j 0.0130165-0.00269075j 0.00434359+0.0173565j -0.00482325+0.0155263j -0.0409817-0.0176157j 0.0290022-0.0271388j 0.0101096+0.0149692j 0.0311977+0.00281905j -0.00137234-0.0149833j -0.00904821-0.00961385j 0.0269537+0.0229769j 0.00306336+0.000866828j -0.00666081+0.0050861j -0.00572057+0.0128359j 0.0081297+0.00928321j -0.018631-0.000968979j -0.0145393-0.0269312j -0.0169188-0.00727899j -0.00925563-0.00679124j -0.00249833-0.0266561j 0.0126097-0.0152535j 0.013643-0.0120783j -0.00656726-0.0208932j 0.00214821-0.0212867j -0.00188258+0.00557424j -0.00291316-0.0313705j -0.00411714+0.00156045j 0.00661559+0.00309993j -0.00334251-0.00286887j 0.000717906+0.00696279j 0.000780778+0.0140333j -0.00287424+0.00388863j 0.00583615+0.00575295j 0.00153759-0.0013585j -0.00743322-0.00182822j -0.00113441+0.000448848j -0.00516077+0.00536579j -0.00774642+0.00599138j 0.0038902+0.00816081j -0.00684427+0.0203149j -0.00453555+0.00708141j -0.00189428+0.00931901j -0.00456361-0.0171863j 0.0071481-0.00992511j 0.00227071+0.00644991j 0.0149786+0.0026871j -0.0182743+0.00324112j 0.0292299-0.00863832j 0.0661505-0.0149155j 
0.00111082-0.00757163j -0.00540337-0.0176983j -0.00717005-0.0112614j 0.0112036-0.0229588j -0.0244484+0.032777j -0.0256844+0.0234766j -0.0156289+0.00766407j -0.0144668+0.00492473j 0.0157222-0.00292849j 0.0195212+0.00135987j 0.0239384+0.0118107j 0.0413296+0.0188549j 0.0193298-0.00587676j 0.0161368+0.00909275j -0.0145614-0.0157772j -0.0238654+0.00580198j 0.00988184-0.00638414j -0.0552074-0.0280485j -0.0108274+0.00632902j -0.0193387-0.00824582j -0.0134356+0.00337955j -0.00134763-0.0038001j -0.0120384+0.00606687j -0.00634792-0.016786j 0.0106256+0.00845533j 0.000380104-0.00184682j -0.0244265-0.00457332j 0.0246023-0.00981546j 0.0253715+0.0341191j -0.0269967+0.0181247j -0.0232633-0.0126049j -0.0121671-0.00223202j -0.00506222+0.0101888j 0.0169177+0.00894198j -0.024962-0.0184444j 0.0110059+0.00890065j 0.00939611+0.00913557j 0.000749209+0.0120342j 0.00968768+0.0129076j -0.0162558-0.00583308j -0.00389636-0.00857596j -0.00804187+0.020289j 0.00783247-0.0135104j 0.000965731-0.0268767j -0.0139669-0.0181006j 0.00342271+0.00025611j 0.00984806-0.00537955j 0.0049047-0.0342395j 0.00348156+0.00387807j 0.0184795-0.013354j 0.00381457-0.0049399j -0.00125923+0.00246211j -0.00621226+0.00716773j -0.000519192+0.00720464j 0.00100621-0.00438034j -0.00412608-0.0176366j 0.00188854-0.00719527j 0.00188569+0.0116518j 0.00746615+0.0103402j 0.00612888-0.0143792j 0.00402466-0.0260266j -0.00417815+0.0111202j -0.00284613-0.00801926j 0.00307559+0.0109647j 0.000961462+0.000809293j 0.00463347+0.0128944j -0.000127612+0.0110045j -0.00072436+0.00971795j -0.0128292-0.00265328j -0.00444604-0.0063843j -0.0268769+0.0072659j -0.00929067+0.0025848j 
-0.0109982-0.0113722j -0.0110389+0.0109071j 0.00868758-0.0038652j -0.00809668-0.00922859j -0.00450825-0.0095972j -0.00383494+0.0157747j 0.0160673-0.000745876j -0.0137966+0.00239508j -0.0156865-0.0036569j -0.012461+0.00523155j -0.0321908+0.0165299j -0.00131057+0.00779371j -0.0179409+0.000895179j -0.0245351+0.0053869j -0.0188034-0.0144332j -0.00290579+0.0105715j -0.00133831-0.00540638j -0.0306341-0.00965361j 0.0140423+0.00572483j -0.0374849+0.0197484j 0.00482605+0.0129478j -0.00434838-0.019682j 0.0453053+0.00463994j -0.0252132+0.0300131j 0.00184781+0.000860553j 0.0204053-0.0097621j 0.0646592+0.0344031j -0.0545239+0.0663514j 0.127089+0.00947626j -0.10613+0.143165j 0.0401276-0.000433793j -0.0757816+0.0621926j 0.014876-0.00901199j -0.00106519-0.00146168j 0.00951189+0.00438208j -0.00968159+0.000683256j 0.00518792+0.0111103j 0.0214556-0.0148633j 0.0103-0.00241578j 0.00377958+0.00458484j 0.00258181+0.00103947j -0.0102419-0.00629533j 0.00187809-0.000862048j -0.00787257+0.00874697j 0.013788-0.0100901j -0.0125518+0.00398139j 0.0108753-0.00424346j 0.00924771-0.00360137j 0.00156026-0.00362945j -0.00192694+0.00189584j 0.0124611-0.00761742j 0.0104312-0.00612683j 0.00176862+0.00381168j 0.000377393-0.00824415j 0.00274761+0.00270602j 0.00708389+0.0092782j 0.0133403-7.80165e-05j -0.00306551+0.0116352j 0.00971702-0.00865431j 0.0052678-0.00239828j -0.00598093+0.00823815j 0.00427042+0.00680745j -0.0089678+0.00229307j -0.00521508+0.00798926j 0.000461788+0.0314468j -0.034629+0.010456j 0.0105864+0.00892146j -0.039919-0.00705394j 0.0353572+0.0263093j -0.16723+0.0482891j 0.0184698-0.0149875j 0.0322651-0.00282599j 
0.00891597-0.00874449j -0.0115797-0.00511183j -0.0171454-0.00664743j -0.0227221+0.00182582j -0.0276155+0.00981965j 0.0366096-0.00447542j 0.00261132-0.00491089j -0.00253512+0.0127051j -0.0237491+0.0107435j -0.00500135-0.000100058j 0.0211065+0.0289411j 0.0215416-0.00520471j 0.00108129+0.00108825j 0.0110196+0.00805734j -0.0194367+0.0120751j 0.0100482-0.00750079j -0.0324302+0.0110576j 0.00710325+0.03112j 0.0289423-0.0114907j 0.0253566+0.0437907j 0.0251619-0.00369309j -0.0028134+0.00472972j 0.0322537-0.00493525j 0.0344255+0.0422877j -0.0373582-0.0392686j 0.000749171-0.106654j 0.0533586-0.0626777j -0.0134971-0.00992442j 0.0588667-0.132032j 0.101926-0.0098286j 0.00768932-0.0118132j 0.0607044-0.00965379j 0.000312008-0.0177378j -0.0299602+0.0134878j 0.00106425-0.00484529j 0.0200131+0.0096927j 0.0216354-0.00783622j 0.0114543-0.0232254j 0.00614342-0.0103346j 0.00950653+0.00310385j -0.00376439-0.00104212j -0.0152995+0.0135487j -0.000741229+0.00165378j 0.00158837-7.64576e-05j 0.00848063-0.00473694j -0.00263619+0.00574467j -0.00402489-0.0102007j 0.00118282-0.00942065j -0.00394608-0.00018745j -0.00060374-0.00180724j 0.00486338-0.00873505j -0.00245831-0.0082082j 0.00859118+0.000611336j -0.00490722-0.00433968j -0.003581-0.00659664j -0.000477841+0.00797005j -0.00276885-0.000253607j 0.00362987+0.000686509j -0.014255+0.0037128j -0.00570803+0.00951779j 0.0117035+0.0124564j -0.00330617-0.00944966j 0.0113928-0.00521839j -0.0172055-0.00246934j -0.0182959-0.0178421j -0.0232298-0.0288568j -0.0153514+0.0120778j -0.0106505-0.02793j 0.120091-0.0393391j 0.0165935+0.0338768j 0.040845-0.00637305j -0.0176009+0.00715471j 
-0.00485235-0.000335687j -0.00351796+0.00205735j 0.0235917-0.000781496j -0.0139901+8.28537e-05j 0.00440786-0.0039158j -0.0167749+0.0219583j -0.00118784+0.0253848j -0.00619106-0.00374705j -0.0117134-0.0207092j 0.00353193-0.00248569j -0.00541288+0.0562075j 0.00818809-0.00650347j 0.00290571-0.00765063j -0.00661944+0.0262087j -0.00627838-0.0344437j 0.0115676-0.0109306j 0.0260411+0.00695755j -0.0267497-0.024262j -0.00921832+0.034721j -0.018663+0.0297164j -0.0117266+0.0243592j -0.0027895-0.0713686j 0.00284748+0.00395027j -0.0402722+0.0573762j 0.030428+0.0201342j 0.0136568+0.0263654j -0.0819988+0.0230962j 0.0234036-0.062034j -0.0208659+0.0325799j -0.0209913-0.0091108j 0.00294695-0.00134352j 0.0219991+0.00288905j 0.0242808+0.00563358j 0.0074054+0.00797347j -0.00251129+0.0173328j -0.017793+0.00086047j -0.0056084+0.00657833j 0.000958346+0.0110417j -0.00691017+0.00805089j -0.00091397+0.00457745j 0.0123191-0.000992492j 0.00973228-0.0103475j 0.00470594-0.00374289j -0.00692659+0.00267678j -0.0115122+0.00345674j -0.00231392+0.000382644j 0.00624008+0.00841372j -0.00168212+0.00341428j 0.00670554+0.0056175j 0.0032674-0.00743992j 0.00699403+0.00308609j 0.00198769+0.00953672j -0.00340932-0.00159743j 0.00591516-0.00852231j 0.00206031+0.0064815j -0.00122893+0.00893187j 0.00229923-0.0032378j -0.00368146+0.00686398j 0.00237183-0.00431649j 0.00177103-0.000920533j 0.000529202-0.00567204j 0.00280433+0.00409869j -0.00130025-0.00695698j 0.00242595+0.0080129j 0.0187912+0.0140138j -0.00363791+0.00664933j 0.0192585-0.0245389j 0.0480988-0.00735827j -0.0371668+0.0125434j 0.0121862-0.010403j 0.030094+0.00347545j 0.0138625+0.0029958j 
-0.00153411-0.00479062j -0.00913586+0.000943757j 0.00702236-0.00368355j 0.00524245+0.00201395j 0.00642548-0.000379321j -0.00186327+0.00654398j 0.00592306-0.009329j -0.0226861+0.00560968j -0.0208456+0.00890679j -0.00796422+0.00608257j 0.0094975-0.0172679j 0.0122025+0.00366713j -0.00433004-0.0178559j 0.0181024-0.00677399j -0.0108728-0.0126639j -0.022865+0.0145141j -0.0111159-0.0213632j 0.0205508-0.0226519j 0.0213785+0.00110347j -0.0122255-0.0397997j 0.0239894-0.0247292j -0.00509219+0.0243816j 0.0224622-0.0282781j -0.0123654+0.0333368j -0.000286672-0.123081j -0.0698708+0.0387797j -0.0177144-0.0638935j 0.0363933-0.050594j -0.00717185-0.0175008j 0.0300383+0.00980529j 0.0372756+0.0221444j 0.0139158+0.00140594j 0.00747748-0.0206109j 0.00698375+0.0106303j 0.00345006-0.00212468j 0.0147514-0.00357809j -0.00807123+0.00236121j 0.0130546-0.0150753j -0.00497281+0.00238059j 0.00555382-0.00109395j 0.00667043-0.00998667j -0.000631975+6.45337e-05j 0.00171495-0.00226966j 0.000339833+0.00187711j 0.000208884+0.00249858j 0.0022774-8.28428e-05j -0.00488598-0.00764142j 0.00120999-0.00124366j -0.00103292+0.000135102j -0.00302165+0.00348362j 0.00619617+0.000432049j 0.00319158-0.000499727j -0.00383385-0.00408552j 0.00725686-0.00621391j -0.00720484-0.000567829j -0.00254281-0.00017078j 0.00166172-0.00293974j 0.00595142-0.00951925j -0.000795892-0.0150241j 0.000531142-0.0103397j 0.00613054-0.0110267j -0.00305649-0.000564363j 0.0130257+0.00221654j -0.0201728+0.00447094j 0.0157712-0.0193329j -0.0113965-0.0189368j 0.0357256-0.0128022j -0.00748796+0.00356585j 0.013957-0.00133376j 0.00164894+0.00442983j 0.0205042-0.0104697j 0.0536897+0.00539701j 
0.0106363-0.00562442j -0.00946285-0.00470736j -0.00595047+0.00151451j -0.0152104+0.00665657j -0.00345197+0.00742465j 0.00516839+0.000547581j -0.0280356-0.0283569j -0.0114473+0.0166373j -0.0150617+0.00339415j -0.0192527-0.00496083j 0.012912+0.0075407j 0.0274198+0.00963065j -0.0164803+0.0227433j -0.00232042-0.0245121j -0.00446557+0.0469883j 0.0273925-0.00317072j -0.0108072+0.00400767j -0.00646591+0.0196439j 0.016338+0.0164296j -0.00295209-0.0179502j 0.0108087+0.0216709j 0.0055598+0.0809809j 0.0311575-0.0538334j -0.0298296+0.0402109j 0.00926744+0.0511838j -0.00240791+0.0634859j -0.0392905+0.0192984j -0.0234534-0.00738655j 0.00330518-0.0331939j -0.0136783+0.0187367j 0.00284603+0.00346627j 0.0145395+0.0373311j 0.0030517+0.00469366j -0.0239673+0.0165264j -0.00906494+0.0028674j 0.00430548+0.00805457j 0.0127324-0.00523126j 0.0142928-0.00575582j 0.000598998+0.00695763j 0.00802993+5.0142e-05j 0.0104699-0.00554578j -0.0044549+0.0032358j 0.00324737-0.00455295j -0.00150282+0.00207913j -0.00210582+0.00161661j -0.00910672+0.00935097j 0.00212767-0.00643488j 0.00252034-0.0007271j 0.00101153-0.00203807j 0.00379599+0.000722732j 0.00099623-0.0038533j -0.00332827-0.00234773j -0.00351315-0.00474919j 0.0054499-0.00181062j 0.00264952+0.00336676j 0.000302682+0.00212883j -0.00783664-0.00123846j -0.00364899+0.0065177j -0.00275506-0.00666567j 0.00368061-0.00203511j 0.0131719-0.000936112j 0.00482565+0.000242909j 0.00911439+0.0117672j -0.0197517-0.00994654j 0.0100242-0.00644706j -0.0402058+0.0154014j 0.005869-0.0140541j 0.00652916-0.00473098j 0.0163227-0.00248327j -0.0154056+0.0094432j 0.0466309+0.000577348j -0.0164163+0.00683914j 
-0.00234763-0.00285477j -0.00589366+0.00278018j -0.00165343-0.00362287j 0.00142963-0.00405989j -0.00628916-0.00100519j 0.00295152-0.0061492j 0.00408319-0.0123979j 0.0151617+0.00289272j 0.000217589+0.0146012j 0.0251612+0.00578707j -0.00453371-0.0295122j 0.0064588-0.009927j -0.000449062-0.0135228j 0.00171995-0.0226954j 0.0169077+0.00120633j -0.00329672+0.0146744j -0.016217-5.18575e-06j 0.0175129-0.0269267j 0.0270638+0.0138054j 0.0134405-0.003875j 0.0297476-0.03429j -0.031244-0.0157427j 0.000460418+0.0489882j 0.0160872+0.0994056j -0.00407017+0.0691702j 0.0560869-0.0163095j -0.0156834+0.0526008j -0.0063408+0.00773714j 0.0181019-0.00294539j 0.0362277+0.00579596j 0.0349485-0.00509178j 0.00707856-0.0651747j -0.0161587-0.0359201j 0.0215781-0.00252776j 0.00735874-0.000877158j 0.00194486+0.00245749j -0.000194827+0.0173555j -0.0069802-0.0164377j 0.00167905-4.24802e-05j 0.00229063+0.000863831j -0.00726267-0.00559401j 3.62877e-05+4.2908e-05j -0.00507215-0.00407269j -0.00164167+0.00183901j 0.00962613-0.00322459j -0.000767384+0.0032581j 0.00179159-0.000425726j -0.00303586-0.00339221j 0.00526592-0.00438263j -0.00701812+0.000673057j 0.00355159-0.00282554j 0.00150659-0.00520255j 0.000399738+0.00436454j 0.00289684-0.00137379j 0.00160266+0.00551304j -0.00129286+0.0082552j -0.00189273-0.000749932j 0.00151299+0.000685608j -0.00576479-0.00143052j -0.00493569+0.00433095j 0.00455251-0.00025132j -0.00829954+0.0107777j 0.00503437-0.0144819j 0.00202825-0.00894017j 0.000689304+0.00637432j -0.00861972-0.00241893j -0.00972383+0.00216564j 0.0116151-0.00399834j 0.0130343+0.00489221j -0.00659124-1.80296e-05j -0.036727-0.0178428j 0.0560473-0.00404465j 
-0.00519589-0.00172398j -0.00316215+0.0040957j 0.00490589-0.0077211j 0.0145064-0.00101624j 0.00750045-0.0104464j -0.000797144+0.0048429j 0.00746396+0.0342902j -0.00957899-0.000518578j 0.00536808+0.00609304j -0.00533974-0.00948079j -0.004026+0.00958582j -0.0145877+0.0104668j 0.0145726-0.002518j 0.00972762-0.00818589j 0.00257216+0.0462762j -0.00784972+0.0231j -0.00318299+0.0359101j 0.0192703-0.0420764j 0.00190635+0.034719j 0.0132206+0.0020105j -0.00282057+0.0907374j 0.019954+0.074109j 0.00634823-0.0573636j 0.034178-0.0320626j -0.0186395-0.0101516j -0.0124137+0.00171714j 0.0116533+0.000258825j 0.00425805+0.0224599j -0.00286113+0.0101642j 0.0272742+0.00490493j 0.0353379+0.0107574j 0.000339679-0.065128j -0.0100692-0.0485087j 0.0225502-0.00172186j 0.00611019-0.00675282j 0.0102868-0.0118507j -0.0134372+0.00296368j -0.0072687-0.018396j -0.000989489+0.00166646j -0.00176972+3.2102e-05j -0.0104007-0.0092559j 0.00211207-0.00802461j -0.00466473-0.00327127j 0.00512418+0.00599157j 0.00543825-0.00314794j 0.00376555-0.00210056j -0.00710758-0.00865476j -0.00093989-0.00499958j -0.00497304+0.00168491j -0.00349538+0.000945605j -0.000639145-0.00718516j 0.000290803+0.00249699j 0.0046678-0.00258979j -0.000956154+0.00628178j -0.00393691-0.00169454j -0.00158798+0.000649109j 0.000191407+0.00453521j 0.00317071-0.00200286j -0.000272919-0.00145322j 0.00144294-0.000515195j -0.00395425-0.00705302j -0.000916423+0.00829525j -0.0056772+0.00610429j -0.00091352-0.000333644j -0.0102339-0.00532874j 0.00788962-0.0133083j 0.00541195+0.00392718j -0.0113041+0.00864461j 0.00539115+0.00299275j 0.00502091-0.00316967j -0.0318254-0.0194167j 0.0631926-0.00222776j 
-0.0147213+0.0041725j 0.00125654+0.00817961j -0.00161612+0.000632091j 0.0034285-0.00895746j -0.00364514+0.00433713j 0.00447537-0.00249772j -0.00345253-0.0224499j 0.0157964-0.0105682j -0.00677355-0.00454424j 0.00358219-0.00962855j 0.0107803-0.00680402j -0.00281117+0.0087693j 0.00144322-0.00480788j -0.00248314-0.0185919j -0.0183391+0.009485j 0.0279453+0.014444j 0.00878648+0.0099873j -0.0272296-0.0224039j -0.0097265+0.0249349j -0.0026674-0.0402027j 0.013641+0.0269397j 6.03032e-05-0.0498782j 0.0435408-0.00722809j -0.0576352+0.000651071j -0.0117836-0.0635834j -0.0023889+0.0745402j -0.0106732-0.0316191j 0.0191731-0.0499464j 0.0351243-0.0318802j -0.0125645-0.00811107j -0.00967219-0.14842j -0.0948208-0.00518447j -0.0506487+0.00492095j -0.019581-0.0812334j -0.00742009-0.0182368j -0.0139469-0.0180048j 0.0249391+0.0374085j -0.0129032+0.0144268j -0.00214283+0.00180316j 0.00202657+0.00988121j 0.000711667+0.0130329j -0.00981846-0.0120999j 0.00564536+0.0120084j 0.00290609+0.00122806j -0.00364397-0.0162854j -0.00519737-0.0117893j 0.000863417-0.000324322j -0.00695849-0.0120611j 0.00145458+0.00202509j 0.00174156+0.0171406j 0.00357525-0.00389376j 0.00347319-0.0104784j 0.00210461+0.00100494j 0.00218427-0.00847169j -0.00246485+0.00494203j 0.00196002+0.00884231j 0.00596118-0.00325174j -0.0044349-0.00183607j 0.00454154-0.0104074j 0.00231484-0.0109646j -0.00298697-0.0132304j 0.00820012-0.0161303j 0.00177519-0.00333622j -0.00443329-0.00433479j 0.0121098+0.00629953j -0.00476348+0.00305289j 0.0234837+0.0104073j -0.0172691+0.00833525j -0.0226178-0.00250331j -0.0346934-0.0112955j -0.126222+0.00360633j -0.0562851-0.0431327j 
0.0118896+0.00742869j 0.0154986-0.0105986j -0.01354+0.00611633j -0.00328245+0.000222739j -0.00199972+0.00157706j 0.00902722-0.0189563j -0.001471+0.0132017j 0.000991517-0.0066826j -0.000329519+0.0214833j 0.00829173+0.00654141j 0.00219843-0.0185469j -0.0168235-0.0254288j 0.0101899+0.0133649j 0.00279532-0.0120057j 0.0123519+0.0762603j -0.0119652+0.020202j 0.0221254-0.00208683j 0.0119815-0.0233653j -0.0134169+0.026116j 0.00168849-0.0664878j -0.00890534-0.00594685j 0.00293519-0.0422886j -0.00516994-0.0021153j 0.000346586-0.0248622j -0.00192723+0.00258924j -0.0304237-0.0663555j 0.0309182-0.0316216j -0.00460696+0.001594j -0.016407+0.00382432j -0.0112558-0.0204021j -0.0623318+0.0663247j 0.0461168+0.124736j 0.0399909+0.0886747j -0.0296889+0.0353775j -0.00478926+0.00716051j 0.00414711+0.0127861j -0.0079125-0.0512929j 0.0137318+0.0328668j -0.00139645-0.0120367j -0.00488428-0.00217594j 0.00142684+0.00956452j 0.00448415+0.0196189j 0.00236578+0.00655454j -0.000849203-0.0158398j -0.000357272+0.00445285j 0.00280494-0.00584911j -0.00194991-0.00247925j 0.000983783+0.0151785j -0.00255559-1.74203e-05j 0.00386162+0.00299148j -0.00124237+0.0156041j 0.0030568+0.0148566j 0.00210646-0.00657045j -0.00286514+0.00446385j -0.0018394-0.00233461j -0.00439804-0.0171502j 0.00151435-0.0010091j 0.0057725+0.00104442j 0.00734015+0.00785118j 0.00296734+0.00372378j 0.00138042+0.00775659j -0.00393307-0.010582j -0.000875695+0.00908281j 0.00839897+0.00698934j -0.0123769-0.0039739j 0.00891887+0.00925288j -0.0196085-0.00331128j -0.00130404-0.0115536j 0.0137911-0.0157895j 0.0336507+0.0116641j 0.0971991+0.0391801j -0.0910104+0.0264321j 
-0.00408276+0.0100604j 0.0152631-8.17302e-05j -0.0121433-0.00112775j 0.0108387-0.00676995j 0.00227193-0.00269446j 0.00825115-0.0127352j 0.00380201+0.014538j 0.00207692-0.010306j 0.0158453+0.014296j 0.00170753+0.00476286j -0.0120363-0.0367901j 0.0140281-0.00445522j 0.00422084-0.0381541j 0.00966295+0.0216724j 0.00230208-0.0365236j -0.0322344-0.0343759j -0.00963856-0.000743326j -0.000442287-0.0525224j 0.0225424+0.0143018j -0.0179947+0.0521597j -0.0105836+0.00604258j 0.0119848+0.0716148j 0.0108344+0.0171726j -0.00193966-0.0410139j -0.000488752+0.0440993j 0.00285841-0.024414j 0.016582-0.00337736j -0.00264142-0.0111376j -0.00257388-0.0111095j -0.0221683-0.02409j -0.0659481-0.0731766j -0.0378461+0.0994992j -0.00731241+0.0769848j -0.0401304-0.0534144j -0.00818327-0.0159064j -0.00417277-0.00485632j 0.0101912-0.00888753j 0.00870029+0.0356392j 0.00288377-0.0137628j -0.00463037-0.00390894j 0.00355361+0.0296861j -0.00671438+0.000503665j 0.0037582+0.0114894j 0.000256575-0.00538878j -0.00326687-0.0154458j -0.00372292-0.0151563j 0.00315711+0.0070133j 0.00377791+0.00829359j -0.000618153-0.00238914j 0.00384602+0.015572j 0.000751705-0.000722939j -0.00221595-0.00107124j 0.00317678+0.00672606j -0.000461992-0.00266256j -0.000623551+0.000433111j -0.0033301-0.00695259j -0.00273163+0.00123068j 0.00498218+0.0074898j 5.8762e-05+0.00341437j -0.00505767-0.00327682j -0.00433833+0.00398458j -0.0115887-0.00851928j -0.00320929+0.0057899j -0.00156818-0.001257j -0.00256458+0.0014452j 0.00810706+0.0164063j -0.0156785+0.0160375j -0.0214306-0.00169073j -0.00893834-0.0151856j -0.0110233-0.00168561j -0.0226385+0.036314j -0.11266-0.018516j 
-0.00304899-1.39778e-05j -0.00172268+0.00292505j -0.0145841-0.017588j 0.0264645-0.00118516j 0.0126592-0.0137345j 0.00403674-0.0131379j -0.0189394+0.0467647j -0.0324421-0.004133j -0.013638-0.0174704j -0.0207686-0.00328667j -0.00148226+0.0379168j 0.0150008-0.025085j -0.00941529+0.00284864j -0.00125403+0.0363024j 0.00942184+0.0294678j -0.00335843+0.0445756j -0.00501811-0.0348448j 0.0255331-0.0152005j 0.0105888-0.0141722j 0.0106343-0.0606982j 0.0241394-0.0593453j -0.00916453+0.0511192j 0.0148421+0.0197337j 0.00801485+0.00429299j -0.0207246+0.00642869j -0.0135872+0.0376341j 0.0118442-0.0176616j 0.00231298+0.0212579j -0.0026943-0.035653j 0.0211234+0.00446086j 0.00935819-0.0700111j -0.0374286-0.0151805j -0.0431319-0.0319166j -0.0127342-0.0510336j -0.00508333-0.0241893j 0.0131123-0.0238674j 0.00882668+0.00805768j 0.00802541-0.00948542j 0.00274767+0.0116641j 0.00675535-0.0043326j -0.00186574-0.00551197j -0.00507279-0.00724585j -0.00367867+0.00222805j 0.0057794+0.00725804j 0.00269775-0.0145817j -0.000653192-0.00599325j -0.00424887-0.0101826j -0.00550157-0.00877401j -0.0029886-0.00687677j -5.3112e-05+0.0160298j -0.0062055-0.00543663j -0.00868038-0.0141582j 0.000497003+4.34827e-05j 0.00386803+0.000871841j 6.30185e-05+0.00273754j 0.00336405-0.00135297j -0.00552115-0.0017011j 0.00673376-0.00303744j -6.11919e-05-0.00729427j -0.00168719-0.00882207j 0.00615282-0.00771775j -0.00795539-0.000891975j 0.00958257+0.00157325j -0.0169057-0.0113543j -0.00229684-0.00973321j -0.0091396-0.00389426j 0.00577234+0.0125966j -0.0303405+0.0101452j 0.0139003-0.00833095j -0.0106577-0.00304305j -0.0655462-0.0093126j -0.00298891-0.023479j 
-0.0150221+0.00867932j 0.0154102+0.00780996j 0.0115573+0.00131338j 0.0181929-0.000129883j 0.0153714+0.00112466j -0.0131479+0.031498j 0.029168+0.0326188j -0.00369932-0.0217652j -0.00860022-0.0383514j 0.0229173-0.01386j -0.0243313-0.0172188j -0.0170297+0.00971644j 0.00689856+0.00794633j 0.00555913-0.0552082j 0.0139084-0.0323784j -0.0178465+0.00414078j 0.0102604+0.012911j 0.0154037+0.0182229j 0.00196789+0.0129273j 0.00180227-0.0728901j -0.0110591+0.0139298j -0.00171538+0.0149683j -0.00343429+0.04296j -0.0115572-0.0202686j 0.00312265-0.02304j -0.0053205-0.0558064j 0.00821453-0.00771608j 0.0089111-0.0212697j -0.0121797+0.0218385j -0.0320825-0.0171799j -0.0542384-0.0566304j -0.0444256+0.0585479j 0.00847701+0.0580785j -0.010583-0.055799j 0.000816043-0.0138666j -0.0145918-0.0175861j -0.00948392+0.00367491j 0.00347323+0.034392j -0.00320211-0.00339991j -0.00175767+0.0115747j 0.00544235+0.0239197j 0.000895393-0.00262815j 0.00346109+0.0140728j -0.00103353-0.0113759j 0.000614859-0.00594853j -0.00227627-0.0127041j 0.000564578+0.00650452j -0.00304185+0.00253054j 7.0886e-05+0.00106327j 0.00214324+0.0151547j 0.00440801+0.00821864j 0.00427647+0.00506661j 0.00403742+0.00399325j -0.00278776-0.0106837j -0.0032191+0.000257566j -0.00292259-0.00164389j 0.00968156+0.00360787j 0.00708606-0.00138565j 0.00592553-0.000734143j -0.0010276-0.00263467j -0.00754215-0.00360023j -0.0115738-0.00956719j -0.00462069-0.000280236j 0.0141959+0.00219166j 0.00707223+0.00301869j 0.0250301+0.00967532j -0.00375804+0.0123198j -0.0145402+0.00306756j -0.0381199-0.00442418j -0.012369-0.0112495j -0.0354317+0.0283567j -0.0603655-0.0205366j 
