-0.00837262-0j 0.142405-0j -0.00012334-0j -0.00728015-0j -0.00121336-0j 0.143722-0j 0.0145928-0j -8.93723e-06-0j -0.00457553-0j -0.00462295-0j -0.000738374-0j -0.000746025-0j 0.0580054-0j -8.70182e-05-0j 0.0586066-0j 0.0145767-0j -8.79199e-05-0j 0.000854501-0j 0.0147278-0j -4.05372e-07-0j 0.000863356-0j -4.09573e-07-0j -0.00338904-0j -0.00419372-0j -0.00244634-0j -0.000535854-0j -0.000663086-0j 0.0407591-0j -0.0003868-0j -0.00028242-0j -6.11457e-05-0j 0.0504369-0j 0.00679319-0j -0.000349477-0j -7.5664e-05-0j 0.0294215-0j 0.00725519-0j -0.000203862-0j -5.88375e-06-0j -4.41373e-05-0j 0.00120712-0j 0.00840614-0j 0.00897784-0j 5.00366e-05-0j 0.00490358-0j -7.28077e-06-0j 0.00149373-0j 0.00523707-0j -1.93813e-08-0j -4.24712e-06-0j 0.000871344-0j 6.19171e-05-0j 3.61183e-05-0j -2.39831e-08-0j -1.39902e-08-0j 
-0.000430479-0j -7.51418e-05-0j -0.0276139-0j 2.56834e-06-0j 0.00897767-0j 2.6213e-07-0j 0.000733582-0j -0.00826478-0j -4.79077e-06-0j 1.63091e-06-0j 0.000111256-0j -3.78747e-05-0j 9.19969e-05-0j 0.18205-0j -3.13183e-05-0j 1.1355e-05-0j -0.0619749-0j 0.00590131-0j -3.86557e-06-0j 0.00281087-0j -0.00200897-0j -0.000956899-0j 1.19561e-06-0j -4.391e-06-0j 8.63035e-07-0j -2.72046e-05-0j 9.99119e-05-0j 1.49451e-07-0j -1.96373e-05-0j -2.91409e-05-0j 0.000295744-0j -5.48875e-07-0j 0.000522408-0j 0.000107023-0j -0.00108615-0j 1.07879e-07-0j 8.80648e-09-0j -2.1035e-05-0j 0.19198-0j 0.000213479-0j 3.01842e-05-0j -0.0019186-0j -3.23428e-08-0j -0.000480925-0j 0.000377094-0j -0.705067-0j -0.000110855-0j 6.35685e-09-0j -9.1037e-05-0j 0.138578-0j 2.17881e-05-0j 0.00176625-0j -0.00034715-0j 0.000334344-0j -6.5714e-05-0j 
5.11604e-06-0j 0.0167247-0j 0.00103327-0j 6.33191e-08-0j -1.00894e-06-0j 0.000119642-0j -0.0011416-0j 2.14634e-06-0j 2.79585e-06-0j -2.74441e-06-0j -4.3135e-05-0j 4.23413e-05-0j -7.12561e-05-0j 0.000237894-0j 6.9945e-05-0j -0.0815036-0j -0.000233517-0j -0.0143914-0j 0.080004-0j 1.1439e-05-0j 0.0141266-0j -1.12285e-05-0j -4.13072e-06-0j 3.64749e-08-0j -2.92581e-06-0j 6.2442e-05-0j -5.51372e-07-0j 9.98746e-05-0j 4.4228e-05-0j -3.44227e-07-0j -0.00033344-0j -8.81908e-07-0j -0.00159142-0j 3.03957e-09-0j 2.94432e-06-0j 7.07417e-05-0j -0.00170752-0j -2.43817e-07-0j -9.83197e-05-0j -0.000236177-0j -0.630035-0j 1.40525e-05-0j 1.50776e-05-0j 0.00338547-0j -0.00112721-0j 8.68178e-07-0j 0.0055633-0j -0.00120944-0j -1.63979e-06-0j -6.96404e-05-0j -0.446257-0j -2.98942e-05-0j 0.00239794-0j 1.44796e-08-0j -1.16147e-06-0j 
-0.00738118-0j 0.0407469-0j -0.000107368-0j -4.27842e-05-0j -0.0491581-0j 0.000844631-0j -0.00819901-0j 1.00954e-05-0j -2.72335e-05-0j -2.7953e-05-0j 0.000207885-0j 0.000213377-0j -0.0503165-0j -0.00721659-0j -0.0516457-0j -0.00410399-0j -0.00740725-0j -0.000731912-0j -0.00421241-0j 5.80302e-07-0j -0.000751248-0j 5.95633e-07-0j 2.05004e-05-0j 2.42504e-05-0j 1.35522e-05-0j -0.000153326-0j -0.000181374-0j -0.000246553-0j -0.000101359-0j -0.000499663-0j -3.53617e-05-0j -0.000291654-0j -0.283284-0j -0.000591064-0j -4.18302e-05-0j -0.000162988-0j -4.38868e-05-0j -0.000330312-0j 0.000746453-0j -2.33765e-05-0j 0.000698098-0j -0.335104-0j -5.19148e-05-0j 5.81767e-05-0j -0.18727-0j 0.000882998-0j 0.000825797-0j -2.90122e-05-0j -3.38601e-08-0j 0.000493457-0j 0.00046149-0j 6.88187e-05-0j 3.84588e-05-0j -4.0054e-08-0j -2.23839e-08-0j 
3.13292e-06-0j 0.0102418-0j 0.000632747-0j 2.72413e-06-0j -4.34069e-05-0j 0.00514726-0j -0.0491144-0j 9.23405e-05-0j -5.08138e-06-0j 1.72985e-06-0j 7.83966e-05-0j -2.66884e-05-0j 0.000129506-0j -0.000432366-0j -4.40875e-05-0j 0.14813-0j 0.00014719-0j 0.026156-0j -0.0504278-0j -2.079e-05-0j -0.00890423-0j 7.07749e-06-0j 1.26813e-06-0j -4.65736e-06-0j 9.15387e-07-0j -1.91697e-05-0j 7.04029e-05-0j -3.06615e-05-0j -1.38374e-05-0j 1.05678e-07-0j 0.000102366-0j 0.000112608-0j 0.000488567-0j -3.88113e-07-0j -0.000375951-0j -2.21327e-05-0j 0.000524209-0j 7.62822e-08-0j 3.01842e-05-0j 7.38917e-05-0j 0.193421-0j -0.00179432-0j -0.00192522-0j -0.00103934-0j 0.000352666-0j -0.000110855-0j -0.71036-0j 0.000378394-0j 5.03416e-07-0j 2.17881e-05-0j 0.139619-0j 0.00381709-0j -0.000750235-0j -1.84885e-06-0j 3.63385e-07-0j 
1.79061e-05-0j -0.000919994-0j 2.63782e-07-0j -1.51265e-05-0j -2.52108e-06-0j -0.086642-0j 9.15915e-05-0j -1.85695e-08-0j -9.62851e-06-0j -9.88288e-06-0j -1.55379e-06-0j -1.59484e-06-0j 0.000368728-0j -1.83116e-07-0j 0.000378469-0j -0.00889987-0j -1.87954e-07-0j 5.43188e-06-0j -0.00913499-0j -8.53043e-10-0j 5.57538e-06-0j -8.75579e-10-0j 7.24798e-06-0j 8.57382e-06-0j 4.79141e-06-0j 1.14601e-06-0j 1.35564e-06-0j -0.000263321-0j 7.57589e-07-0j 6.03999e-07-0j 1.3077e-07-0j -0.000311489-0j -4.38868e-05-0j 7.14485e-07-0j 1.54691e-07-0j -0.000174073-0j -0.28525-0j 3.99284e-07-0j 1.25833e-08-0j 8.64476e-08-0j 0.000749026-0j -5.19148e-05-0j -0.33743-0j -3.23257e-07-0j -2.90122e-05-0j 1.48851e-08-0j 0.000886042-0j -0.18857-0j 4.14499e-11-0j 8.31843e-09-0j 0.000495158-0j -3.82389e-07-0j -2.13695e-07-0j 4.90321e-11-0j 2.74012e-11-0j 
-4.26336e-07-0j -0.00139377-0j 0.0164631-0j -5.27659e-09-0j 1.69036e-07-0j 1.04169e-07-0j 0.000292046-0j -0.000777269-0j -2.32988e-07-0j 2.28701e-07-0j 7.22676e-06-0j -7.09379e-06-0j 2.95366e-06-0j -0.000122349-0j -2.89931e-06-0j -0.000142668-0j 0.000120098-0j -0.114057-0j 0.000140043-0j -0.0129311-0j 0.111958-0j 0.0126931-0j 3.44227e-07-0j -3.03957e-09-0j 2.43817e-07-0j -1.04614e-05-0j 9.2376e-08-0j -4.13993e-06-0j -7.40988e-06-0j 2.86856e-08-0j 0.000171489-0j 3.65562e-08-0j 0.000132623-0j -2.53298e-10-0j -1.51427e-06-0j -2.93233e-06-0j -7.36914e-07-0j 2.03181e-08-0j -0.00156653-0j 0.000121466-0j -0.00338547-0j -1.17108e-06-0j 6.50706e-09-0j -0.609833-0j 9.39373e-05-0j 1.38327e-05-0j 2.98942e-05-0j -5.2196e-07-0j 0.00375208-0j -0.00110958-0j -0.00239794-0j 0.00538492-0j -0.431948-0j -3.31314e-05-0j 0.00265762-0j 
0.00304458-0j -0.0168072-0j 4.4287e-05-0j 5.34598e-05-0j 0.0614242-0j -0.00105539-0j 0.0102448-0j -1.26144e-05-0j -1.14164e-05-0j -5.50746e-05-0j 8.71461e-05-0j 0.000420408-0j -0.0210928-0j -0.00302522-0j -0.101755-0j -0.00172041-0j -0.0145942-0j -0.00030682-0j -0.00829954-0j 2.43265e-07-0j -0.00148015-0j 1.17355e-06-0j -8.45598e-06-0j 3.07955e-05-0j -7.10233e-06-0j 6.32439e-05-0j -0.000230325-0j 0.000101698-0j 5.31196e-05-0j 0.000206101-0j 1.45859e-05-0j -0.000370369-0j 0.116849-0j -0.000750589-0j -5.31199e-05-0j 8.54179e-05-0j 1.81024e-05-0j 0.000173107-0j -0.000307896-0j 1.2251e-05-0j -0.000287951-0j -0.425547-0j -6.59263e-05-0j -2.39967e-05-0j 0.0981434-0j 0.00112131-0j 0.00104867-0j 1.52045e-05-0j 1.39666e-08-0j -0.000258607-0j -0.000241855-0j 8.73925e-05-0j -2.01552e-05-0j -5.08643e-08-0j 1.17308e-08-0j 
0.000615098-0j 0.000107368-0j 0.0394566-0j 3.56535e-06-0j 0.0124627-0j 3.63887e-07-0j 0.00101835-0j -0.0114731-0j 2.26946e-06-0j 2.32942e-06-0j -5.27037e-05-0j -5.4096e-05-0j -4.35803e-05-0j -0.0862397-0j -4.47317e-05-0j -5.37905e-06-0j -0.0885181-0j -0.00279554-0j -5.52115e-06-0j -0.00133155-0j -0.0028694-0j -0.00136673-0j -1.70837e-06-0j -2.02087e-06-0j -1.12935e-06-0j 3.88718e-05-0j 4.59824e-05-0j -2.13546e-07-0j 2.56969e-05-0j 4.16386e-05-0j -0.000422579-0j -2.52609e-07-0j -0.000746453-0j 4.92553e-05-0j -0.000499879-0j -1.41168e-07-0j -1.25833e-08-0j 2.7526e-05-0j -0.274314-0j -0.000279354-0j -4.31293e-05-0j -0.000882998-0j -1.48851e-08-0j 0.000687179-0j -0.000493457-0j -0.324493-0j -5.10187e-05-0j -8.31843e-09-0j 0.00013008-0j -0.18134-0j -2.85114e-05-0j 0.000812882-0j 0.000454273-0j 0.000153875-0j 8.59918e-05-0j 
-4.47653e-06-0j -0.0146341-0j -0.000904113-0j 3.78162e-06-0j -6.02571e-05-0j 0.00714538-0j -0.0681802-0j 0.000128186-0j 2.40713e-06-0j 2.47072e-06-0j -3.71377e-05-0j -3.81188e-05-0j -6.1349e-05-0j 0.000204819-0j -6.29697e-05-0j -0.0701717-0j 0.00021023-0j -0.0123905-0j -0.0720255-0j 9.84853e-06-0j -0.0127178-0j 1.01087e-05-0j -1.812e-06-0j -2.14346e-06-0j -1.19785e-06-0j 2.7391e-05-0j 3.24015e-05-0j 4.38113e-05-0j 1.81073e-05-0j -1.51e-07-0j -0.000146268-0j 5.18255e-05-0j -0.000698098-0j -1.78621e-07-0j -0.000173024-0j 2.89623e-05-0j -0.000749026-0j -9.98211e-08-0j -4.31293e-05-0j -9.6693e-05-0j -0.276373-0j -0.000825797-0j -0.000886042-0j 0.00148508-0j -0.00046149-0j -5.10187e-05-0j -0.326929-0j -0.000495158-0j -7.19316e-07-0j -2.85114e-05-0j -0.182702-0j 0.00175674-0j 0.00098174-0j -8.50897e-07-0j -4.75517e-07-0j 
-2.61077e-07-0j -0.000853508-0j 0.0100816-0j -2.27011e-07-0j 7.27231e-06-0j 4.48158e-06-0j 0.0125645-0j -0.0334399-0j 4.23448e-07-0j -1.44154e-07-0j -1.31344e-05-0j 4.47133e-06-0j -5.36818e-06-0j 0.000222367-0j 1.82748e-06-0j 0.000259295-0j -7.56999e-05-0j 0.207294-0j -8.82715e-05-0j 0.0235018-0j -0.0705689-0j -0.00800069-0j -1.05678e-07-0j 3.88113e-07-0j -7.62822e-08-0j 3.21166e-06-0j -1.17952e-05-0j 1.27096e-06-0j 2.3183e-06-0j -8.80648e-09-0j -5.26471e-05-0j -4.66774e-06-0j -4.07152e-05-0j 3.23428e-08-0j 0.000193352-0j 9.17427e-07-0j 2.26233e-07-0j -6.35685e-09-0j 0.000480925-0j -3.80027e-05-0j 0.00103934-0j 0.000149531-0j -8.30865e-07-0j 0.187219-0j -2.93898e-05-0j -0.00176625-0j -0.00381709-0j 1.63303e-07-0j -0.00115189-0j 0.00034715-0j 0.000750235-0j -0.687582-0j 0.135142-0j 0.00423044-0j -0.000831478-0j 
-7.3859e-06-0j 0.000379478-0j -1.08805e-07-0j 1.89009e-05-0j 3.15015e-06-0j 0.108261-0j -0.000114446-0j 2.32031e-08-0j -4.03631e-06-0j -1.94718e-05-0j -6.51356e-07-0j -3.14225e-06-0j 0.000154572-0j -7.6763e-08-0j 0.000745682-0j -0.00373086-0j -3.70318e-07-0j 2.27706e-06-0j -0.0179983-0j -3.57599e-10-0j 1.09849e-05-0j -1.72512e-09-0j -2.98964e-06-0j 1.08878e-05-0j -2.51105e-06-0j -4.72704e-07-0j 1.72152e-06-0j 0.000108614-0j -3.97032e-07-0j -2.49137e-07-0j -5.39397e-08-0j -0.000395558-0j 1.81024e-05-0j 9.0732e-07-0j 1.96441e-07-0j 9.12271e-05-0j 0.11766-0j -2.09254e-07-0j -5.19035e-09-0j -4.53049e-08-0j -0.000308957-0j -6.59263e-05-0j -0.4285-0j 1.33337e-07-0j 1.52045e-05-0j 1.89025e-08-0j 0.00112518-0j 0.0988245-0j -1.70972e-11-0j -4.35946e-09-0j -0.000259499-0j -4.85593e-07-0j 1.11992e-07-0j 6.22656e-11-0j -1.43602e-11-0j 
1.58886e-08-0j -8.11206e-07-0j -0.0031164-0j 1.96647e-10-0j -9.46577e-09-0j 2.00702e-11-0j 2.84382e-07-0j 0.00046012-0j 8.68294e-09-0j -8.52317e-09-0j -4.04689e-07-0j 3.97243e-07-0j 1.14408e-09-0j 1.14628e-05-0j -1.12303e-09-0j -4.13034e-08-0j -1.12519e-05-0j -0.0002244-0j 4.05434e-08-0j -0.138199-0j 0.000220271-0j 0.135657-0j -1.28286e-08-0j 1.13278e-10-0j -9.08654e-09-0j 5.85826e-07-0j -5.17293e-09-0j -1.60357e-09-0j 4.14943e-07-0j -1.06905e-09-0j -1.60666e-05-0j 1.41598e-11-0j 7.71893e-08-0j 9.43985e-12-0j 1.4187e-07-0j -1.13582e-09-0j -9.44913e-11-0j -7.57212e-10-0j 0.000296537-0j -1.138e-05-0j -1.63979e-06-0j -6.81593e-10-0j 8.34373e-13-0j -0.00375208-0j 5.46736e-08-0j -2.61847e-06-0j 1.44796e-08-0j -6.69287e-11-0j -0.589671-0j 0.000210039-0j -1.16147e-06-0j 3.31314e-05-0j -0.00265762-0j 0.00520689-0j -0.417667-0j 
-0.000253715-0j -4.4287e-05-0j -0.016275-0j -4.45499e-06-0j -0.0155725-0j -4.54685e-07-0j -0.00127246-0j 0.0143359-0j 9.51366e-07-0j 4.58955e-06-0j -2.20936e-05-0j -0.000106583-0j -1.8269e-05-0j -0.036152-0j -8.81329e-05-0j -2.25492e-06-0j -0.174403-0j -0.0011719-0j -1.08781e-05-0j -0.000558191-0j -0.00565345-0j -0.00269281-0j 7.04665e-07-0j -2.56629e-06-0j 5.91861e-07-0j -1.60338e-05-0j 5.83928e-05-0j 8.80831e-08-0j -1.34671e-05-0j -1.7175e-05-0j 0.000174305-0j -3.20786e-07-0j 0.000307896-0j 6.25491e-05-0j -0.000634793-0j 7.39826e-08-0j 5.19035e-09-0j -1.44256e-05-0j 0.113149-0j 0.000146402-0j 1.77899e-05-0j -0.00112131-0j -1.89025e-08-0j -0.000283447-0j 0.000258607-0j -0.412072-0j -6.47883e-05-0j 4.35946e-09-0j -5.36553e-05-0j 0.0950357-0j 1.49421e-05-0j 0.00103227-0j -0.000238072-0j 0.000195405-0j -4.5066e-05-0j 
3.73044e-07-0j 0.00121955-0j -0.0144052-0j -3.15135e-07-0j 1.00954e-05-0j 6.22129e-06-0j 0.017442-0j -0.0464211-0j -2.00594e-07-0j -2.05893e-07-0j 6.22198e-06-0j 6.38636e-06-0j 2.54299e-06-0j -0.000105339-0j 2.61017e-06-0j -0.000122832-0j -0.000108121-0j -0.0981986-0j -0.000126077-0j -0.0111332-0j -0.100793-0j -0.0114273-0j 1.51e-07-0j 1.78621e-07-0j 9.98211e-08-0j -4.58905e-06-0j -5.4285e-06-0j -1.81603e-06-0j -3.03367e-06-0j 1.25833e-08-0j 7.52257e-05-0j -2.14823e-06-0j 5.81767e-05-0j 1.48851e-08-0j 8.89864e-05-0j -1.20052e-06-0j -3.23257e-07-0j 8.31843e-09-0j -0.000687179-0j 4.97294e-05-0j -0.00148508-0j 6.88187e-05-0j -3.82389e-07-0j -0.267511-0j 3.84588e-05-0j -0.000812882-0j -0.00175674-0j -2.13695e-07-0j 0.0016459-0j -0.000454273-0j -0.00098174-0j -0.316446-0j -0.176843-0j 0.00194698-0j 0.00108805-0j 
9.72975e-09-0j -4.9676e-07-0j -0.0019084-0j 8.46021e-09-0j -4.0724e-07-0j 8.63466e-10-0j 1.22348e-05-0j 0.0197954-0j -1.5781e-08-0j 5.37229e-09-0j 7.3551e-07-0j -2.50388e-07-0j -2.07933e-09-0j -2.08333e-05-0j 7.07862e-10-0j 7.50677e-08-0j 7.09225e-06-0j 0.00040784-0j -2.55552e-08-0j 0.251173-0j -0.00013884-0j -0.0855065-0j 3.93838e-09-0j -1.44641e-08-0j 2.84287e-09-0j -1.79849e-07-0j 6.60514e-07-0j 4.92297e-10-0j -1.29822e-07-0j 3.28198e-10-0j 4.93245e-06-0j -1.80802e-09-0j -2.36972e-08-0j -1.20534e-09-0j -1.8115e-05-0j 3.55359e-10-0j 2.90089e-11-0j 2.36906e-10-0j -9.1037e-05-0j 3.56043e-06-0j 5.03416e-07-0j 8.70304e-08-0j -1.06538e-10-0j 0.00115189-0j -1.71055e-08-0j 0.000334344-0j -1.84885e-06-0j 2.09397e-11-0j 0.181029-0j -6.5714e-05-0j 3.63385e-07-0j -0.00423044-0j 0.000831478-0j -0.66485-0j 0.130674-0j 
1.84648e-06-0j 0.00603627-0j 0.000372928-0j -4.72523e-06-0j 7.52926e-05-0j -0.00892832-0j 0.0851927-0j -0.000160172-0j 1.00908e-06-0j 4.86796e-06-0j -1.55682e-05-0j -7.51038e-05-0j -2.57177e-05-0j 8.58606e-05-0j -0.000124067-0j -0.0294162-0j 0.000414206-0j -0.00519413-0j -0.141909-0j 4.12854e-06-0j -0.0250574-0j 1.99168e-05-0j 7.4741e-07-0j -2.72196e-06-0j 6.27763e-07-0j -1.12982e-05-0j 4.11465e-05-0j -1.80713e-05-0j -9.48957e-06-0j 6.22842e-08-0j 6.03324e-05-0j 6.58129e-05-0j 0.000287951-0j -2.2683e-07-0j -0.000219722-0j -1.51784e-05-0j 0.000308957-0j 5.23136e-08-0j 1.77899e-05-0j 5.06742e-05-0j 0.113998-0j -0.00104867-0j -0.00112518-0j -0.000612565-0j 0.000241855-0j -6.47883e-05-0j -0.415165-0j 0.000259499-0j 2.96703e-07-0j 1.49421e-05-0j 0.095749-0j 0.00223087-0j -0.000514504-0j -1.08055e-06-0j 2.49206e-07-0j 
-1.39025e-08-0j 7.09805e-07-0j 0.00272685-0j 1.17444e-08-0j -5.65327e-07-0j 1.19866e-09-0j 1.69842e-05-0j 0.0274799-0j 7.4757e-09-0j 7.67319e-09-0j -3.48422e-07-0j -3.57627e-07-0j 9.85009e-10-0j 9.86906e-06-0j 1.01103e-09-0j -3.55607e-08-0j 1.01298e-05-0j -0.0001932-0j -3.65002e-08-0j -0.118985-0j -0.000198304-0j -0.122128-0j -5.62742e-09-0j -6.65682e-09-0j -3.72011e-09-0j 2.5698e-07-0j 3.03988e-07-0j -7.03428e-10-0j 1.69882e-07-0j -4.68952e-10-0j -7.04783e-06-0j -8.32103e-10-0j 3.38601e-08-0j -5.54735e-10-0j -8.33705e-06-0j -4.65014e-10-0j -4.14499e-11-0j -3.10009e-10-0j 0.00013008-0j -4.6591e-06-0j -7.19316e-07-0j 4.0054e-08-0j -4.90321e-11-0j -0.0016459-0j 2.23839e-08-0j 0.000153875-0j -8.50897e-07-0j -2.74012e-11-0j -0.258667-0j 8.59918e-05-0j -4.75517e-07-0j -0.00194698-0j -0.00108805-0j -0.305984-0j -0.170997-0j 
-1.53873e-07-0j -0.000503039-0j 0.00594186-0j 3.93769e-07-0j -1.26144e-05-0j -7.77365e-06-0j -0.0217941-0j 0.0580042-0j -8.40897e-08-0j -4.05663e-07-0j 2.60828e-06-0j 1.25828e-05-0j 1.06603e-06-0j -4.41583e-05-0j 5.14271e-06-0j -5.14917e-05-0j -0.000213027-0j -0.0411652-0j -0.000248405-0j -0.00466707-0j -0.198588-0j -0.0225147-0j -6.22842e-08-0j 2.2683e-07-0j -5.23136e-08-0j 1.89288e-06-0j -6.89361e-06-0j 7.49076e-07-0j 1.58987e-06-0j -5.19035e-09-0j -3.1029e-05-0j -2.72803e-06-0j -2.39967e-05-0j 1.89025e-08-0j 0.000113003-0j 6.29162e-07-0j 1.33337e-07-0j -4.35946e-09-0j 0.000283447-0j -2.60618e-05-0j 0.000612565-0j 8.73925e-05-0j -4.85593e-07-0j 0.110343-0j -2.01552e-05-0j -0.00103227-0j -0.00223087-0j 1.11992e-07-0j -0.000678899-0j 0.000238072-0j 0.000514504-0j -0.401853-0j 0.0926788-0j 0.00247245-0j -0.000570219-0j 
5.73451e-09-0j -2.9278e-07-0j -0.00112477-0j -1.46749e-08-0j 7.06389e-07-0j -1.49775e-09-0j -2.12222e-05-0j -0.0343367-0j 3.13384e-09-0j 1.51182e-08-0j -1.4606e-07-0j -7.04618e-07-0j 4.12919e-10-0j 4.13714e-06-0j 1.99199e-09-0j -1.49072e-08-0j 1.99583e-05-0j -8.09902e-05-0j -7.19148e-08-0j -0.0498788-0j -0.00039071-0j -0.240624-0j 2.32119e-09-0j -8.45346e-09-0j 1.94961e-09-0j -1.05999e-07-0j 3.86033e-07-0j 2.90149e-10-0j -8.90304e-08-0j 1.93433e-10-0j 2.90708e-06-0j -1.05668e-09-0j -1.39666e-08-0j -7.04455e-10-0j -1.05872e-05-0j 2.43701e-10-0j 1.70972e-11-0j 1.62468e-10-0j -5.36553e-05-0j 2.44171e-06-0j 2.96703e-07-0j 5.08643e-08-0j -6.22656e-11-0j 0.000678899-0j -1.17308e-08-0j 0.000195405-0j -1.08055e-06-0j 1.43602e-11-0j 0.106695-0j -4.5066e-05-0j 2.49206e-07-0j -0.00247245-0j 0.000570219-0j -0.388567-0j 0.0896148-0j 
