0.00799271-0.00669724j -0.00522217-0.00209415j -0.0111512+0.0190567j -0.00232132-0.00702269j 0.00843282-0.0106966j -0.00466925+0.0257492j -0.0036139+0.0193525j -0.00600978-0.00963506j 0.00220436-0.0247495j -0.000994071+0.0123865j -0.00136655+0.0130728j -0.00436428-0.00420844j -0.00182771-0.00690991j -0.00172401+0.00125093j 0.00481982+0.00669219j 0.00532028-0.00126201j -0.00323579-0.00865345j 0.00901657+0.0162262j -0.00229472-0.00241908j 0.000147909-0.00516648j -0.000767752-0.0046657j -0.00112743-0.00114604j 0.00913121+0.00967578j -0.000613696+0.00567903j 0.00759775+0.00198141j 0.0108028+0.00571357j 0.00393112+0.00241068j -0.00159571-0.000921156j -0.00276123+0.00095354j 0.0127219+0.00309278j -0.0106494+0.0107015j -0.0168251-0.0123818j 0.00141306+0.00512692j 0.00663445-0.00230927j -0.00617568-0.0103601j 0.00101022+0.0026972j -0.0166025-0.00207188j -0.00869937+0.0027518j 0.0118075+0.00687521j -0.00432446+0.000291802j -0.0229313-0.00194607j -0.00100787-0.0017047j 0.00698644+0.00128911j -0.00773031-0.000966179j -0.0024461+0.00469691j -0.0011452+0.00202723j -0.00274889-0.000273737j -0.000392063-0.000322412j 0.00319342-0.000496148j -0.0104817-1.68874e-05j 0.0161891-0.00246784j -0.00474532-3.72703e-05j 0.00352704-0.00110392j 0.00180719-0.00194816j 0.00643483-0.0024141j 0.00434654-0.00406326j -0.0028604-0.000492046j -0.00233462-0.000339457j -0.00820095+0.00184635j -0.00115573+0.00139307j -0.00332662+0.000631966j -0.00591539+0.00170766j 0.0073582-0.00433494j -0.00282828+0.00173776j -0.00553472+0.00196747j -0.00635764+6.03628e-05j 0.0080072-0.00301039j -0.00266906+0.00208563j 0.00911385-0.000940494j -0.0058229+0.00318052j 0.00788714+0.000780983j -0.00636575+0.00389313j 
-0.00110331-0.000784131j 0.00570857+0.000465292j 0.00416666-0.00269125j -0.00116278-0.00162974j -0.00357016-0.000574437j 0.00314901-0.00650404j -0.00105549+0.00389304j 0.00117441-0.0017377j 0.00365605-0.00143543j 0.00460688+0.00297212j -0.00367584+0.00398219j -0.00159558-0.00452366j 0.000120845-0.00322973j -0.0098732+0.0058348j 0.00213028-0.00874875j 0.00440275-0.0068343j -0.00468447+0.00370586j -0.00786814-0.00555338j 0.01874-0.00151031j 0.00312008+0.0130164j -0.0118871-0.00562248j 0.0139326-0.00387118j -0.00442189+0.00106742j 0.00220543+0.00548635j 0.00458216-0.000316231j 0.0103285+0.00677847j -0.00167335+0.00912642j -0.00143251+0.000630935j -0.00375825+0.00216623j -0.00142688-0.000707935j -0.000858689+0.00356694j 0.000209043-0.00204722j 0.00264407-0.00665412j 0.00386693+0.00250329j -0.000812568+0.00345897j -0.00228684+0.00780723j 0.00029013+0.00203868j -0.000503639-0.00239953j -0.00100883-0.00342802j 0.00122807-0.00293462j -0.00189542-0.00126714j -0.00718277-0.00230106j 0.00590185+0.0106439j 0.00235532-0.00168574j 0.00371667+0.00960224j -0.00208526-0.000468597j 0.00900418+0.00279147j 0.00471433-0.00362359j -0.00671032+0.0111715j 0.000850847-0.00395841j -0.00164301+1.08382e-05j 0.00892504-0.000324224j -0.00976326-0.00476734j -0.00194715-0.00317608j 0.00683258+0.00560192j 0.00366969-0.00189651j -0.0146207-0.00370104j 0.00118393+0.00268644j -0.000974859-0.00451642j 0.00171035-0.000591399j 0.0142372-0.0029706j 0.0019985+0.00438177j -4.33722e-05-0.00706622j 0.00578917-0.0033176j -0.00443834+0.00399005j 0.000138368+0.00289719j 0.00109964-0.00392127j -0.00176547-0.00117709j 0.00227905+0.00101958j -0.000470911+0.000423559j -0.000647747-0.00315984j 0.00079678-0.00342157j 
0.000458885-0.00187111j -8.26843e-05-0.000913479j -0.000319158-0.00123911j 0.000269672-0.00256653j -0.00189635+0.00250934j -0.00015751+0.0025169j -0.001984+0.000474759j 0.00179103-0.00183407j -0.00348287-0.00686838j 0.00162955-0.00790602j -0.00344764+0.00756685j -0.00979516-0.0100709j -0.00102618-0.00948392j 0.000489571+0.00716087j 0.00276792-0.0067123j 0.00659615-0.00446524j -0.00716371+0.00403441j -0.00330526+0.00672937j 0.00497952-0.00805061j -0.000724005-0.00987512j -0.00918843+0.0140681j -0.00246571+0.0019292j -0.0078336+0.000140584j -0.000670901-0.020094j -0.00301434-0.00941655j -0.00920685-0.00372259j 0.0090261-0.00636455j 0.00161329+0.00476697j -0.00590618-0.00547075j -0.0104425+0.0034084j 0.00778654-0.00519097j -0.00253948+0.00852961j 0.0018913+0.00120727j -0.00107045+0.00299055j -0.000825393+0.00214573j -0.000506473+0.00271882j 0.000340564+0.000749007j -0.00253831-0.00209638j 0.00128474-0.00306836j -0.000537008-3.61044e-05j -0.00399254-0.000348268j 0.00277981-0.00479972j 0.00687581-0.00296209j 0.00217242-0.00182177j -0.00444706+0.00421996j -0.0017533-0.0012026j 0.00294287+0.00407838j -0.00120101-0.00294569j 0.00521878-0.00155237j -0.00570568+0.00926351j -0.00443269+0.000849246j 0.000476083+0.00483674j 0.00143469-0.000657231j 0.00410192+0.00131072j 0.0104579-0.00520934j -0.00101047+0.00200108j -0.0013115-0.00418883j -0.00754659+0.0078554j 0.000408037-0.00287928j 0.00632486-0.0112181j 0.00149873+0.00306767j 0.0125062-0.00878941j -0.000264331-0.00777747j 0.00576245-0.00546504j -0.00200184-0.00482912j 0.00118166-0.00500172j -0.00120112+0.00409798j 0.000918957-0.00368748j -0.00127163+0.000603137j -0.00178129-0.00385522j 0.000750944+0.00193554j 0.000506213-0.00196367j 
0.0011518+0.00146946j -0.00122306+0.00294999j 0.003948-0.000966874j 0.00328332+0.000981853j -0.00297766-0.00167247j -0.00580827-0.00206238j 0.0114407-0.00316445j -0.00500938+0.000288898j 0.00441878-0.00342595j 0.00628997+0.00307187j 0.00353171-0.000723894j 0.00910235+0.00499256j 0.00063668+0.00238689j -0.00560278-0.00304491j 0.0135412+0.000967957j -0.00184805-0.00419329j 0.00292199-0.0023498j -0.0137384+0.00564671j -8.83388e-05-0.00779735j -0.00238295-0.00616881j -0.0061542+0.00394411j -0.013208-0.00314572j -0.000561959-0.0027322j -0.0109925-0.00243751j -0.0173891+0.00671544j 0.00657068-0.0142143j -0.000706494+0.00594991j 0.00668483-0.00929925j -0.00520618+0.00479534j -0.00513934-0.00404879j 0.0016154-0.0024597j -0.00468312-0.00112024j 0.00457974+0.00157311j -0.0073504+0.00176415j -0.00240548-0.00015227j 0.000284586-0.00137178j -0.00309756+0.00195295j -0.0046224+0.00303223j -0.00230784-0.00220909j -0.00148839-0.00621804j 0.000248904+0.00296048j 0.000472464+0.00220683j -0.00146769-0.00587457j -0.00282945-0.000111421j 0.000333945+0.00331753j 0.0024347+0.00351046j -0.0041201-0.00190616j 0.00254879+0.00197973j 0.00155397+0.00099452j 0.00365643-0.000316416j 0.00258961+0.0069035j 0.00229518-0.00113153j 0.000444065+0.00747964j 0.00826802+0.002585j 0.00109721+0.00146135j -0.00369729-0.00398046j 0.000451261+0.00115819j 0.00303388-0.00319647j -0.00166686-0.00552165j -0.000206012+0.0019417j -0.00592174-0.00195486j 0.00072654-0.00519687j -0.00233874+0.0014361j -0.00567936+0.00143122j -0.00165922+0.00273862j -0.00159692-0.00139065j 0.000411944+0.00353796j 0.00240271-0.000730752j 0.00253309+0.00619396j -0.00202036+0.00184859j 0.00140936-0.00339077j 0.000710483-0.0020819j 
0.00368727-0.00168749j 0.00495733-0.0016256j -0.00184529+0.00207878j -0.00137391-0.000901215j -0.00765492-0.000512435j -0.004197+0.00317717j 0.00243846+0.00549713j -0.00212886+0.00199862j 0.00442789-0.00115983j 0.00589876-0.00322132j 0.00121053+0.00712557j 0.0108775-0.00484449j 0.00495204-0.00153608j -0.00824296-0.00210419j -0.00072391-0.00295458j 0.0036843+0.0198956j 0.0012249-0.00671075j 0.000898662-0.0197229j 0.00365864+0.0147722j -0.000579494+7.01739e-05j -0.00948965-0.00854048j -0.000834303+0.00357348j 0.0129703+0.00134274j -0.0101876+0.0036996j -0.00313481-0.000985895j 0.00208192-0.00694869j -0.00105041+0.0106997j 0.00366738-5.88492e-05j -0.00549651-0.00232675j -0.0109851+0.00978287j 0.00226282-0.0038882j 0.00038833+0.00153948j -0.000665617+1.41961e-05j -0.00214939-0.00146461j -0.00309135+0.000826555j -0.00528525-0.000196501j -0.00233942-0.00565436j -0.00160631+0.0019665j -0.00299771+0.00508258j -0.00187604+0.00805743j 0.00147124-0.000130835j -0.00144128-0.00134526j 0.0023237+0.00539095j -0.000575162+0.000936349j -0.00268433-0.00251117j 0.00105554-0.00307591j -0.00139401-0.00123922j -0.00225467-0.00275853j 0.00728307-0.00952153j -0.00855854+0.00460671j 0.000693676-0.00712309j -0.000939678+0.00481008j 0.0014084-0.00745732j -0.00349111-0.00401303j 0.000495616-0.00933592j -0.0070381+0.0111751j -0.00035244-0.00194146j 0.00249738-0.00141225j 0.00642767+0.00690097j -0.00170627-0.00475277j 0.00508319+0.00818454j 0.00186001-0.00336914j 0.00345092+0.00269764j 0.0012927-0.00590844j -0.000926367-0.00202174j 0.000880401+0.00419473j -0.000232495+0.00174319j 0.000274686-0.00296931j 0.00020512+0.000394919j -0.000172903+0.00196055j -0.00122948-0.000639628j -0.002379+0.000197744j 
0.000256159+0.000373655j -0.00111237-0.000394455j 0.00113457-0.00200878j 0.00381068+0.00221403j -0.00252416-0.00399015j -0.00472162-0.00400989j -0.000935621-0.00293141j 0.00122836+0.000240523j 0.00575966+2.9495e-05j 0.00343711+0.00582731j -0.00450468-0.00870257j -0.00315478+0.00534779j -0.00733918+0.00802567j -0.00553451-0.00337065j 0.00261317+0.00842585j 0.00182473-0.0075138j -0.0068141-0.00234569j 0.00729608-0.00182363j 0.00513531+0.00399797j -0.0115041+0.00132669j -0.0161587-0.016054j -0.00203257-0.0122669j -0.000946515+0.0015333j -0.00628053+0.00857509j -0.00252888-0.00105826j -0.0121924+0.00478849j 0.0162316-0.000950525j 0.00364966-0.0160961j -0.000177898+0.00843952j -0.00826431+0.00453j 0.00551006-0.00355338j -0.00519426+0.00485968j 0.00224139+0.00237005j -0.00271541-0.00131661j -0.000900844-0.00194525j 0.00173447-0.000835225j 0.00387824+0.00183667j 0.00462313-0.000930039j -0.00114929+0.00183613j 0.00079544-0.00277518j 0.00147846-0.0021596j -0.00350727+0.00141887j -0.00373107+0.000240543j -0.000626355+0.00130909j -0.00174976+0.00106644j 0.000743569-0.000406775j 0.00171496-0.00156517j 0.00217749+0.00230245j -0.00291973+0.00203522j 0.00128323-0.00179851j 0.00390952+0.000602363j 0.00117124-0.000570961j -0.000416803+0.000979574j -0.000493295-0.00212828j -0.000787523+0.00213631j 0.00287904-0.00361226j 0.00111281+0.000736316j 0.000278922-0.00372885j -0.00219461-0.00157851j -0.00161256+0.00315808j -0.00191333-0.0019262j -0.00609686+0.00607107j 0.00561301+0.00208579j -0.00211335+0.00113164j -0.00174289-0.00108732j -0.00409539+0.00227704j 0.00201674-0.00135434j -0.000690778+0.00112839j 0.00246535-0.00241667j -0.000541872+0.000325399j 0.00174476+0.0048699j -0.00225123+0.00515813j 
0.00213345+0.00162078j 0.00230547-0.00234356j -0.00129775+0.00304926j 0.00326241-0.000625799j -0.00196579-8.0781e-05j 0.00335419+0.00133954j -0.00309938+0.00454482j -0.00777574+0.00250614j 0.00246959+0.00291274j 0.00664756-0.00401438j -0.00373556+0.00310775j -0.0011761-0.00317174j 0.0026648+0.00130918j 0.00991177+0.00295531j -0.00137561+0.00167439j -0.00355893+0.0102947j 0.00213617-0.0102176j -0.0031477-0.0149671j -0.00710071+0.0249974j -0.000304607+0.00312116j -0.00334807-0.0162834j -4.75613e-05-0.00420546j -0.0101395+0.0017805j -0.00218513+0.00722729j 0.00145565+0.00410466j 0.00285048-8.23651e-05j 0.00954394-0.00281928j -0.00770951+0.0020285j -0.000134289-0.0019121j -0.0032098+0.0018436j 0.00392232-0.00573076j -0.00237016-0.0054806j 0.00174698-0.00329368j -0.000467149+5.66275e-05j -0.00307089-0.000127921j 0.00200305-0.00411224j -8.70787e-05-0.00582326j -0.00858948+0.00261181j 0.00451972+0.00568033j 0.000984445+0.0096636j -0.00370261-6.36165e-05j -9.19924e-05+0.00691295j -0.00307389+0.00535956j 0.00251896+0.00143853j 0.00242226-0.00266379j -0.00270452+0.000657728j -0.00620233+0.000201291j -0.00568111+0.00227109j -0.00948484-0.00135887j 0.00464876-0.00426092j -0.00360026-0.00595102j -0.00291276+0.00132575j 0.00177464-0.00279047j -0.00265083-0.0086876j -0.00938385+0.00402392j 0.00668613+0.00386274j -0.000438811+0.00355799j -0.00141932+0.000172527j 0.00548032+0.0116663j -0.00323132+0.00362314j 0.00378656+0.00355527j -0.00149833+0.00323414j -0.000133472+0.00407111j -0.00605157+0.00354128j -0.00086658+0.0056619j 0.0022003-0.0013727j 0.000328246-0.000174477j 0.00218005+0.00526198j -0.000740359-0.00130995j -0.00237779+0.000922796j 0.00110142-0.00479235j -0.000628227-0.00248642j 
-0.000951646+0.00192536j -0.0016911+0.00165385j 0.000628231+0.000619425j 0.00287134+0.000766052j -0.000339895+0.000477967j 0.00126388+0.00157447j -0.00275432-0.00062671j -0.00458869-0.000799791j -0.00181038-0.00252352j -0.00278644-0.00193803j 0.00268285+0.000625248j -0.0092888+0.000970482j -0.00412704+0.00229279j -0.0012137-0.000761658j -0.0182971-0.000892268j 0.00467316-0.00659599j -0.00765603+0.00396012j -0.00154766+0.00104187j 0.0312699-0.0103874j 0.0149676-0.00295814j -0.0236871+0.00785874j 0.0188021-0.00503821j -0.00575173+0.00574103j 0.0054174-0.013333j 0.0151815-0.0149656j 0.00390371+0.00011134j -0.00366547+0.00183954j -0.00192507+0.00251057j -0.00166236-0.00117908j 0.00139589-0.00457062j 0.00144629-0.000112559j 0.00231119-0.00255547j 0.00336692-0.00267814j 0.00298981+0.000626356j 0.00187957-0.000560256j 0.00029732+0.000708266j -0.00108157+0.00140125j 0.000234547+0.00160554j 0.00109962+0.000601295j -0.000162251-0.00378119j -0.00168305+0.00439795j 0.000954694+0.00163149j 0.00176224-0.00209342j -0.00328716+0.00102657j -0.00155795+0.00252604j -0.000582638+0.000418716j -0.00450106-0.000444769j -0.000297198-0.000559523j 0.00430088-0.00132678j 0.00202876+0.000613761j -0.00296202+0.00267323j -0.00161265-0.00144202j -0.00124667+0.00424125j 0.00206123-0.000215267j -0.0042607+0.00286078j -0.00122645+0.00146326j 0.0030168+0.00110694j 0.00328007-0.00170684j 8.0766e-05-0.00668732j -0.00289709+0.00281424j -0.00172455+0.00172504j 0.000790832-0.00514292j -0.00283849+0.00351787j 0.00247047+0.000154934j -0.000222429+0.000633401j 0.00154189+0.00108652j -0.00111735+0.00222663j 0.000802899-0.000192395j 0.00239181+0.000117793j -0.00064242-0.00101971j 0.00213442+0.000305254j -0.000418883-0.00221011j 
-0.00206404+0.00120085j -0.00151085+0.00127962j 0.00259388-0.00183571j 0.000392417-8.57964e-05j 0.000982639+0.00182525j -0.000778832-0.000276394j 0.00547711-0.00675139j 0.000791256-0.000435971j 0.00886603-0.0104886j 0.00723885-0.011846j -0.0012537+0.00484024j -0.0117399+0.0036199j 0.00065809-0.00821812j -0.00430842+0.00851248j -0.00355413-0.000656087j -0.0105291+0.00572201j 0.0077521-0.0169903j 0.00382976+0.00400571j -0.0123063+0.0292483j 0.00232425+0.0176841j 0.00171226+3.82608e-05j 0.00375887-0.0108327j 0.002621-0.00493248j 0.000803608-0.000104151j -0.00338881-0.0103153j 0.000581335+0.00100086j -0.00172002+0.00179877j 0.00383532-0.00161485j -0.000580074+0.00297106j 0.00306315-0.00335202j -0.000488922+0.00306589j 0.000875021+0.00202544j 0.000844994-0.000960653j 0.000805322+0.000929099j 0.00111775+0.00410516j -4.35372e-05-0.00363639j -0.00223505+0.00964087j 0.00428363+0.000734407j -0.00508525+0.00048563j -0.00168504+0.0096025j 0.00205798-0.0100386j -0.00117545+0.00769355j 0.0019267-0.00922936j 0.00133839-0.00520182j 0.00305019+0.00857156j -0.00318387-0.00331549j -0.00226554+0.000793784j 0.00372689+0.0133889j 0.00244244+0.00860044j -0.00267584-0.0114884j 0.000720745+0.000550806j 0.002523+0.0163143j 0.00462414+0.0053083j -0.00514965-0.0121261j 0.00678314+0.00714944j 0.00199508+0.00424844j 0.00145415-0.000921966j -0.0122604-0.0108866j 0.00326173+0.00580686j -0.00425013-0.00239837j -0.00364739-0.00424161j 0.00361416+1.20935e-05j -0.00395487-0.00167802j -0.000977081-0.0029365j 0.000242281-0.00259157j -0.00158046-0.00349989j -0.00084492+7.58349e-05j -0.00123926-0.00217776j 0.00160943+0.000511644j 0.000183627-0.00111063j 0.000278871+0.00132677j -0.000661848-9.51649e-05j 
0.00250227+0.00322853j 0.00150065+0.00191752j 0.00257568+0.00496925j 0.00361521+0.00179997j -5.56545e-05+0.000682527j 0.00747149+0.00117293j -0.00325275+0.00302209j -0.00351414-0.0039613j -0.000255092-0.000431303j 0.000183238+0.0051151j -0.0063483+3.10683e-05j -0.00321195-0.00471501j 0.00138618-0.00247057j 0.000930768+0.00325207j 0.00893794+0.00568566j 0.00253418-0.00309094j 0.000872848+0.00358363j -0.00586661-0.0123578j -0.00172077+0.00400065j -0.00511027+0.000542797j -8.22749e-05-0.00121813j -0.00085361+0.0016677j -0.0105777-0.0051957j 0.00648903+0.0022435j -0.00395827-0.000170488j -0.000323037+0.00900325j 0.00301935+0.00101651j -0.00303825+0.00530506j 0.00389101-0.00323618j 0.00310772-0.00439534j 0.000340832-0.000616483j 0.00762864+0.00147839j 0.00399808+0.00027022j 0.00108812+0.00210771j 0.00218692+0.00180597j -0.00327842+0.00221437j 0.00086479+0.000873085j 0.00362671+0.00484862j 0.0020466-0.000298987j -0.00204038-0.00108803j 0.00560661+0.00565343j 0.00395416-0.000261722j -0.00530485-0.00657886j 0.00367262+0.00763663j 0.00414423-0.00212391j -0.000128375-0.00402808j 0.00437147+0.00885283j -0.0043348-0.000585759j 0.00178696+0.00314644j -0.00708273-0.00631065j 0.0035593+0.00674808j -0.000813225-0.00625095j 0.0124671+0.00517294j -0.00487652-0.00377634j 0.0144826+0.0071216j 0.000173746+0.000335367j 0.00808526+0.0041101j -0.00904002-0.00800116j -0.00959872-0.00307584j 0.0125682+0.00353792j 0.000542808+0.000124341j -0.00807195-0.00515151j 0.00636621+0.00209411j 0.00550892+0.00521828j 0.013756+0.000309761j 0.00424302-0.00425072j 0.00165901-0.00149657j 0.00364066-0.00486211j 0.004847-0.000234719j 0.00194154+0.00333476j -0.000424173+0.0004147j -0.00892004+0.00185779j 
-0.00124456+0.00180221j -0.000135409-0.00119439j -0.00331699-0.00469658j -0.00637855-0.0016824j 0.00618043-0.00212761j -0.016112+0.000386912j 0.0110623+0.00138953j -0.00793464-0.00145113j -0.00672942+0.00316752j -0.00266272-0.00416087j 0.0138246+0.00177873j -0.0151559-0.00440209j -0.0143524-0.000142574j 0.0177308+0.00794655j -0.0203257+0.000724991j -0.00718166+0.00204927j 0.0152401-0.00152921j -0.000483476+0.00147865j -0.00715359-0.00135768j 0.0134513-0.00558246j -0.0107956-0.00296167j 0.00514291-0.00989178j -0.00727089+0.00381468j 0.0123353+0.000564555j -0.00293401-0.000452896j 0.00613353-0.00991706j 0.00640811+0.000562322j 0.00117599-0.00390393j 0.00133628+0.00495908j 0.000739515+0.00294979j 0.000607385-0.00074283j 0.00226165+0.00246872j -0.00671513-0.00210176j 0.00213972-0.00174965j 0.00404486-0.00323869j 0.00887458-0.000607288j -0.00128686-0.000779093j -0.00262337-0.00191284j -0.00489897+0.00207225j -0.000538019+0.00137125j 0.000342241+0.00461302j -0.00385078+0.00430403j 0.00468042-4.18732e-05j 0.000189701+0.00279238j 0.00867258-0.00235815j -0.00193614-0.00042427j 0.00577509-0.0014647j 8.24003e-05-0.000941409j 0.00940276+0.000452867j -6.65314e-05+0.00141965j 0.00283583+0.00245504j -0.000944164-0.00515552j -0.00530966+0.00239343j -0.00553253-0.00173701j 0.00435526-0.00526974j -0.00610217-0.00153981j -0.00673739+0.00307653j 0.00451961-0.0023779j -0.0051761+0.000602399j 0.00287509+0.000795913j 0.00121516-0.00839492j 0.00164043-0.000192144j -0.000651142+0.00344632j 0.00103355-0.00531127j 0.000981329+0.00126285j 0.00107875-6.24913e-05j 0.000670675+0.000373887j -0.00309783+0.00187846j 0.000877039+0.000595033j -0.000337298+0.00254861j -0.00153773+0.00140526j -0.00199623+0.000939173j 
0.00619209-0.00303118j 0.000344683-0.00369923j -0.00791435+0.00440112j 2.90058e-06-0.000147334j -0.00133397+0.00340326j 0.00900233-0.0037927j -0.000161147+0.00306294j 0.00601327-0.00464558j -0.0109697+0.00914382j -0.00980619+0.00972772j 0.00119305+0.00401921j -0.0104884+0.0084342j 0.00151779-0.000867962j 0.00101642+0.00641771j 0.0028985-0.000849026j 0.00429745-0.00541399j 0.000731275+0.000547398j -0.0133831+0.00564713j 0.000116892-0.00445526j 0.00490965+0.00607111j -0.00535003+0.012961j -0.000981469-0.000455177j -0.00676973+0.00073961j 0.00535032+0.00666883j 0.00394519+0.0020596j -0.000727279+0.00772876j 0.00688849+0.000412718j -0.01345-0.0013203j 0.00804069-0.00656574j 2.77344e-05+0.00650421j -0.000818311-0.00909358j 0.000859333-0.00380412j -0.00111887+0.00490694j -0.00296122+0.00178312j -0.000905338+0.000495586j -0.0059962+0.0086677j 0.000280459+0.00244229j 0.00138633-0.00177036j 0.00350547-0.011282j 0.00330544+0.00825686j -0.000721482-0.00588012j -0.00592734-0.0107316j 0.00261505-0.0156907j -0.00282695-3.80873e-05j -0.00219826-0.00240604j 0.00219949-0.0125529j 0.000652142+0.0101668j -0.00631181-0.00677749j 0.00197316+0.00155622j -0.00362237+0.000528149j 0.000118446+0.00177008j 0.00300554+0.00684695j -9.70029e-05+0.00776801j 0.000844366+0.00594407j -0.000618643+0.00725919j -0.00263754+0.00427755j -0.000641258+0.0016977j 0.00146415-0.00636403j 0.00101273+0.00122324j -0.00331156+0.00382924j 0.000997171+0.00119626j -0.00092688+0.00706033j 0.000379682-0.00156388j -0.00258238+0.00209694j 0.00131977+0.00232021j 0.00136379+0.00814086j -0.00170977-0.00511277j -0.000237925+0.00496723j -0.0025163+0.00169344j 0.000368314+0.00450685j -0.00185917-0.000507121j 0.00031812+0.0031959j 
0.00177788-0.00196213j 0.000279127-0.000381755j -0.00671025+0.00331046j -0.00333847+0.0011886j -0.00743-0.00136072j 0.00125462-0.00542008j 0.00749488+0.00512468j 0.00260051-0.00341192j 0.000669497+0.00471946j -0.00583567+0.00980139j 0.00644952+0.00708976j 0.0022554+0.0118532j 0.00193633-0.00195522j -0.0105358-0.00567243j -0.000125989-0.000830157j 0.00658224+0.00541752j 0.00429693-0.00426255j -0.0073497-0.00199318j 0.00764158+0.00112382j 0.00734329+0.00269423j -0.00978631+0.0049581j -0.00120404-0.00196323j 0.0139039+0.00141413j -0.0068883+0.00217039j -0.00457965-0.00232527j 0.0052148-0.00488807j -0.00806799+0.0109579j 0.00179838-0.00317877j -0.000646369-0.00799259j -0.00774311+0.00662033j -0.00153374-0.00508127j 0.00181331-0.00066254j -0.00352295+0.00425949j -0.000338825-0.00153231j -0.00861262+0.00292608j 0.00486302+0.0003193j -0.00168305+0.0011798j 0.00279812-0.00163504j 0.000999616-0.0134254j 0.00234586-0.00193289j -0.00283196-0.00447472j 0.00243019-0.00929226j -0.00110036-0.00557797j 0.00522738-0.00679805j -0.00339228+0.000422897j -0.00345265-0.00186219j 0.00363009+0.00675618j -0.00510445-0.00253752j -0.000801358+0.00888368j -0.000900763-0.00213901j -0.00218904+0.00133962j -0.000950429+0.00191666j 0.00239665+0.00276122j 0.00200287+0.00153251j 0.00545015+0.00713885j 0.00252631-0.00369809j 0.00345865-0.000111676j -0.00153846+0.0067753j -0.00217458+0.00157922j 0.00114053-0.00323437j 0.00284256+0.00091625j 0.00106224+0.00228266j -0.00177146-0.00520611j 6.09872e-05+0.00295699j 0.0032737+0.00169661j 0.000811361-0.00601031j -0.00181503-0.00242498j -4.47535e-06+0.0036757j -0.0012486-0.00636895j 0.0013489-0.00146709j -0.00176177+0.00137922j -0.00060122-0.000405731j 
-0.00251615+0.000947786j -0.00200325+0.000426263j -0.00237258-0.000468893j 0.000893235+0.000756803j -0.00102317-0.0015326j -0.00333446+0.000504104j 0.00200487+0.00156013j -0.00240407-0.00128101j 0.00303478+0.00280862j 0.00851096+0.00426442j -0.00221797-0.00240769j 0.0024639+0.00108646j 0.000675922+0.00257392j 0.00155951+0.00142628j 0.010181+0.00753883j -0.0074813-0.00456831j 0.0105234+0.00585909j 0.00101837-0.00141399j -0.0250885-0.0126296j -0.0114471-0.00516303j 0.0179415+0.00436543j -0.00890342-0.00586414j 0.00572115-0.00265241j -0.00346584-0.000727816j -0.0132353+0.00148894j 0.00352174-0.000147466j 0.00267803-0.00098316j 0.0018858+0.000747413j -0.000980406-0.00029623j -0.00195471+0.000559022j 0.00208787+0.00181269j 0.00272735+0.00225647j -0.00121395-0.0012115j 0.00607513-0.00258005j -0.000476211-0.00235361j 0.00463762-0.00295685j -0.00289241-2.20921e-05j 0.00453126+0.00259588j 0.00133538+0.000512231j -0.00124694-0.00199283j -0.000873613+0.00284786j 0.00250629-0.00151643j 0.00374111+0.000762858j -0.00637555+0.00196992j -0.00546505+0.00145645j 0.00182256-0.00263409j -0.00618756+0.00658874j -0.000269102+0.000195455j -0.00102886-0.00160165j 0.000552664-0.000935235j -0.00558704-0.000282215j -0.00373592+0.0038185j -0.00314075+0.00355399j 0.000736584-0.00503422j -0.00631615+0.00857673j 0.00168195-0.000429227j 0.00390299+0.00152531j 0.00398723-0.00386747j 0.00202107-0.00734796j -0.000851681+0.00572683j 0.000635699+0.0031153j -0.000219428-0.0019099j 0.00129878+0.00779251j 0.00325855+0.00164358j 0.000656108-0.00126416j -0.00148864+0.00342303j -0.00145076+0.002142j -0.00176212+0.000849776j 0.00184428-0.00540584j 0.00144106-0.00314165j -0.000818027+0.00590385j -0.00172359-0.000673689j 
