-0.0505971-0j -0.0590299-0j -0.0361483-0j -0.0516512-0j -0.021305-0j -0.00649114-0j -0.00733253-0j -0.00598698-0j -0.00604903-0j -0.00523861-0j -0.00432163-0j -0.00138078-0j 0.400613-0j -0.000600989-0j 0.443397-0j -0.000665172-0j 0.350536-0j 0.233691-0j -0.000525865-0j 0.354169-0j -0.000350577-0j -0.000531314-0j 0.408959-0j 0.144589-0j -0.000613509-0j 0.238559-0j -0.000216908-0j 0.253031-0j -0.00035788-0j -0.000379589-0j 0.147601-0j -0.000221427-0j 0.0385054-0j -5.77647e-05-0j -0.0031278-0j 0.0531988-0j -4.60769e-05-0j -0.00341342-0j 0.0580568-0j -5.02844e-05-0j -0.00264402-0j -0.00267142-0j -0.00241365-0j 0.0449706-0j -3.89502e-05-0j 0.0454366-0j 0.0410524-0j -0.00298674-0j -3.93538e-05-0j -0.00199116-0j -3.55565e-05-0j -0.00174227-0j -0.0017244-0j 0.0507997-0j 0.0338665-0j -0.00246394-0j -4.39989e-05-0j 0.0296332-0j 0.0293292-0j -0.00123197-0j -2.93326e-05-0j -0.00101632-0j -2.5666e-05-0j -2.54028e-05-0j 0.0419076-0j -0.00124474-0j 0.0209538-0j -3.62972e-05-0j 0.017286-0j -0.000562431-0j -1.81486e-05-0j 0.0211709-0j -1.49718e-05-0j -0.000124004-0j 0.00956605-0j -1.83367e-05-0j -8.2854e-06-0j 0.00210912-0j -1.82676e-06-0j 
0.000265058-0j -0.000300432-0j -0.000562025-0j 0.000266132-0j 0.000532897-0j -0.00325101-0j 0.00356786-0j 0.00295041-0j 0.00302835-0j -0.00756523-0j 0.00195042-0j -0.00731453-0j 2.18124e-05-0j 0.0140859-0j -2.34546e-05-0j -0.0151464-0j -1.87797e-05-0j 1.27239e-05-0j -0.0121274-0j -1.92758e-05-0j 0.00821677-0j -0.0124478-0j 2.12859e-05-0j -3.89836e-05-0j 0.0137459-0j 1.18955e-05-0j -0.0251747-0j 4.08721e-05-0j 0.00768179-0j 0.0263942-0j -3.77563e-05-0j -0.0243821-0j 3.84143e-05-0j 0.024807-0j 1.63853e-05-0j -0.000276924-0j 0.0033093-0j -1.73725e-05-0j 0.000293609-0j -0.00350868-0j -1.36288e-05-0j -1.39889e-05-0j 1.26442e-05-0j 0.000230337-0j -0.00275258-0j 0.000236423-0j -0.000213696-0j 1.49571e-05-0j -0.0028253-0j -1.0134e-05-0j 0.00255371-0j 8.35867e-06-0j -2.68105e-05-0j -0.000252787-0j 0.000171272-0j 1.26954e-05-0j 0.00302085-0j -0.000141268-0j 0.000453118-0j 3.10487e-05-0j -0.00204673-0j 2.5421e-05-0j 0.00168818-0j -0.00541485-0j -0.000214562-0j -1.77236e-05-0j -0.000524746-0j 0.00256406-0j -0.000429634-0j -3.06638e-05-0j 0.00627081-0j 0.000299542-0j 0.00513421-0j 1.8197e-05-0j 0.000518242-0j -0.00357959-0j -0.00619309-0j -0.000307543-0j 0.0036752-0j 
0.000757467-0j -0.00260082-0j 0.000541161-0j 0.00369202-0j -0.00449833-0j 9.71761e-05-0j -0.000323066-0j 8.96286e-05-0j 0.000432383-0j -0.00023081-0j 7.52806e-05-0j -0.000386378-0j -0.00599741-0j 8.99714e-06-0j 0.0195358-0j -2.93071e-05-0j -0.00524773-0j -0.00349849-0j 7.8725e-06-0j -0.0253159-0j 5.24833e-06-0j 3.79783e-05-0j 0.0180185-0j -0.00216458-0j -2.70308e-05-0j -0.00415558-0j 3.24724e-06-0j -0.0180866-0j 6.23409e-06-0j 2.7133e-05-0j 0.0311644-0j -4.6752e-05-0j -0.0186752-0j 2.8016e-05-0j 4.6825e-05-0j -0.000796417-0j 6.89797e-07-0j -0.000150393-0j 0.00255795-0j -2.2155e-06-0j 3.95826e-05-0j 0.000190953-0j 3.61338e-05-0j -0.000673236-0j 5.83106e-07-0j -0.0032478-0j -0.000614577-0j -0.000131594-0j 2.813e-06-0j -8.77293e-05-0j 5.32301e-07-0j 3.03494e-05-0j 2.58152e-05-0j 0.0022382-0j 0.00149213-0j 0.000176122-0j -1.93856e-06-0j -0.000516194-0j -0.000439075-0j -5.42798e-05-0j -1.29238e-06-0j -0.000214586-0j 4.47089e-07-0j 3.80294e-07-0j -0.00299555-0j 2.16826e-05-0j 0.000923211-0j 2.59452e-06-0j 0.00364976-0j -0.000157383-0j -7.99616e-07-0j -0.000368787-0j -3.16114e-06-0j 0.000383949-0j 0.00267682-0j 3.19416e-07-0j -2.31846e-06-0j -0.00653036-0j 5.65611e-06-0j 
-6.66504e-06-0j 2.57642e-06-0j 1.57773e-06-0j 2.25437e-06-0j 9.29879e-07-0j -5.44555e-05-0j 0.000185655-0j -5.0226e-05-0j -5.07465e-05-0j -4.39478e-05-0j -3.6255e-05-0j -1.15837e-05-0j -1.74851e-05-0j 0.000724289-0j -1.93525e-05-0j 0.000801641-0j 4.61754e-05-0j -1.01997e-05-0j -0.00191272-0j 4.66539e-05-0j 0.000422502-0j -0.00193255-0j -1.78494e-05-0j -6.31072e-06-0j 0.000739378-0j -1.04122e-05-0j 0.00026141-0j -1.10438e-05-0j 0.000431304-0j 0.000457467-0j -6.4422e-06-0j 0.000266856-0j -1.68061e-06-0j 6.96158e-05-0j 1.36516e-07-0j 0.000446296-0j -0.00527161-0j 1.48982e-07-0j 0.00048705-0j -0.005753-0j 1.15401e-07-0j 1.16597e-07-0j -3.17945e-07-0j 0.000377267-0j -0.00445626-0j 0.000381177-0j -0.00103942-0j -3.93437e-07-0j -0.00450244-0j 8.69062e-08-0j 0.0122776-0j -2.29505e-07-0j 7.5263e-08-0j -0.00128622-0j 0.000284113-0j 1.07541e-07-0j 0.0151927-0j -0.000750294-0j 0.000246049-0j 5.37705e-08-0j -0.00335592-0j 4.43584e-08-0j 0.00886242-0j -0.00290631-0j 0.000351571-0j 5.43277e-08-0j 0.000175786-0j -0.00415274-0j 0.000145016-0j 2.45479e-08-0j -0.00207637-0j 0.000177607-0j -0.00171292-0j 5.4123e-09-0j 8.02515e-05-0j -0.00209789-0j -0.000947925-0j 1.76938e-05-0j -0.000208998-0j 
-0.0002142-0j -0.000249899-0j -0.000143291-0j 0.000648971-0j -9.01935e-05-0j 0.00129987-0j 0.00146835-0j -0.00355826-0j 0.00121133-0j 0.000982272-0j -0.00256849-0j 0.000276505-0j 0.00169597-0j 0.000243243-0j 0.00187709-0j 0.000269221-0j -0.00440431-0j 0.000989315-0j -0.000631684-0j 0.00149935-0j 0.000141892-0j 0.000215043-0j -0.00513836-0j 0.0077816-0j -0.000736965-0j 0.00100993-0j 0.00111607-0j 0.00100301-0j 0.000144848-0j 0.000143855-0j -0.00185453-0j -0.000265985-0j 0.00016301-0j 2.33796e-05-0j 0.00192979-0j -0.0106532-0j 2.80711e-05-0j 0.00210602-0j -0.011626-0j 3.06345e-05-0j -0.0048416-0j 0.00164822-0j 0.00148918-0j 0.0267275-0j -7.04268e-05-0j -0.00909879-0j -0.00822083-0j -0.00546917-0j 2.39753e-05-0j 0.00122851-0j 2.16618e-05-0j 0.00107495-0j 0.000996202-0j 0.0301919-0j -0.00678184-0j -0.00451184-0j -7.95555e-05-0j -0.00593411-0j -0.00549941-0j 0.00966302-0j 1.78701e-05-0j 0.000627052-0j 1.56363e-05-0j 1.44909e-05-0j 0.024907-0j 0.000719097-0j -0.0533435-0j -6.563e-05-0j -0.00346156-0j -0.0010299-0j 0.00014056-0j -0.00396968-0j 9.1212e-06-0j 7.65084e-05-0j 0.00568541-0j 1.04601e-05-0j -1.4981e-05-0j -0.000422355-0j 1.1129e-06-0j 
-0.000123668-0j 4.09641e-06-0j -8.83528e-05-0j 0.000122651-0j 0.000153255-0j -1.58655e-05-0j -2.55098e-07-0j 2.91888e-05-0j -2.86518e-05-0j -1.82251e-07-0j 2.06746e-05-0j 1.32593e-05-0j 0.00295786-0j -1.46892e-06-0j 4.6598e-05-0j -2.31413e-08-0j 0.00258813-0j -0.00860878-0j -1.28531e-06-0j -0.00254051-0j 4.27526e-06-0j 1.26166e-06-0j -8.57296e-05-0j 0.00106755-0j 4.25747e-08-0j 0.00687674-0j -5.30162e-07-0j -0.00181502-0j -3.4151e-06-0j 9.01371e-07-0j -0.00320732-0j 1.59281e-06-0j -0.00139721-0j 6.93878e-07-0j -7.64489e-06-0j 0.000392785-0j -1.1262e-07-0j -1.18753e-07-0j 6.10137e-06-0j -1.74939e-09-0j -6.46246e-06-0j 6.34355e-06-0j 1.17675e-05-0j 0.000332033-0j -9.5201e-08-0j -0.000325924-0j -0.000604599-0j -1.03909e-07-0j 9.34493e-08-0j 3.45627e-07-0j 1.73351e-07-0j 8.33497e-06-0j 8.4071e-06-0j 5.3387e-06-0j -1.77579e-05-0j -1.16707e-05-0j -1.53072e-09-0j -0.00042824-0j -0.000431946-0j -4.28602e-08-0j 5.09157e-09-0j -1.45828e-05-0j 1.22786e-07-0j 1.23848e-07-0j 0.000599624-0j 5.95479e-06-0j 2.2021e-06-0j -1.71925e-07-0j 0.000749244-0j 5.40089e-06-0j -6.3139e-10-0j -0.00030595-0j -2.14825e-07-0j 1.78833e-06-0j -0.000277491-0j 8.77224e-08-0j 7.95626e-08-0j -9.18823e-05-0j 2.63446e-08-0j 
0.000504978-0j -0.00173388-0j 0.000360774-0j 0.00246135-0j -0.00299889-0j 6.47841e-05-0j -0.000215378-0j 5.97524e-05-0j 0.000288256-0j -0.000153873-0j 5.01871e-05-0j -0.000257585-0j 4.1556e-05-0j 5.9981e-06-0j -0.000135364-0j -1.9538e-05-0j 3.63615e-05-0j 2.4241e-05-0j 5.24833e-06-0j 0.000175414-0j 3.49889e-06-0j 2.53189e-05-0j -0.00012485-0j 1.49984e-05-0j -1.80205e-05-0j 2.8794e-05-0j 2.16483e-06-0j 0.000125322-0j 4.15606e-06-0j 1.80887e-05-0j -0.000215938-0j -3.1168e-05-0j 0.0001294-0j 1.86773e-05-0j -0.00913025-0j 5.51838e-06-0j 4.59865e-07-0j 0.0293247-0j -1.7724e-05-0j -1.477e-06-0j -0.00771808-0j -0.0372333-0j -0.00704561-0j 4.66485e-06-0j 3.88737e-07-0j 2.2504e-05-0j 4.25841e-06-0j 0.0256591-0j 1.87534e-06-0j 0.0171061-0j 3.54867e-07-0j -0.00591773-0j -0.00503362-0j -1.55085e-05-0j -1.0339e-05-0j -0.0343414-0j -1.29238e-06-0j 3.57671e-06-0j 3.04235e-06-0j 0.0105838-0j -8.61584e-07-0j 0.0418414-0j 2.98059e-07-0j 2.53529e-07-0j 2.07562e-05-0j -0.00422783-0j -6.39693e-06-0j 1.72968e-06-0j -2.52892e-05-0j 0.0306875-0j -5.33078e-07-0j 2.55532e-06-0j -2.10743e-06-0j -0.074865-0j -1.85477e-05-0j 2.12944e-07-0j -1.54564e-06-0j 4.52489e-05-0j 3.77074e-06-0j 
2.91489e-05-0j -9.65532e-07-0j 2.0825e-05-0j -2.8909e-05-0j -3.61225e-05-0j -0.000538147-0j -8.65277e-06-0j 0.000990067-0j -0.00097185-0j -6.18184e-06-0j 0.000701269-0j 0.000449747-0j 2.39874e-06-0j 0.00474679-0j 3.77896e-08-0j 7.47807e-05-0j 2.0989e-06-0j -6.98148e-06-0j 0.00415344-0j -2.06028e-06-0j -0.0138154-0j -0.00407702-0j -6.95242e-08-0j 8.6575e-07-0j -0.000137579-0j 5.57684e-06-0j 0.00171321-0j -1.47193e-06-0j 0.0110358-0j -0.00291276-0j -2.60104e-06-0j -0.00514712-0j -1.1331e-06-0j -0.00224225-0j -0.000262612-0j -4.58399e-05-0j -0.0168457-0j -4.07931e-06-0j -7.1206e-07-0j -0.000261675-0j -0.000221994-0j 0.000217909-0j 0.000404228-0j -3.87499e-05-0j -0.0142402-0j 3.80369e-05-0j 7.05596e-05-0j -3.5694e-06-0j 0.0139782-0j 1.18727e-05-0j 0.02593-0j 0.000286317-0j 0.000288795-0j -6.23052e-07-0j 2.07243e-06-0j -0.000400902-0j -0.000228966-0j 4.99777e-05-0j 5.04102e-05-0j -1.4723e-06-0j 0.000761599-0j -0.000500937-0j 0.0183663-0j 0.0185253-0j -6.99791e-05-0j 0.000204555-0j -2.56996e-07-0j -0.0257166-0j -8.74405e-05-0j 0.000185527-0j -9.44435e-05-0j 3.57058e-05-0j -0.0321335-0j 6.14315e-05-0j 3.23845e-05-0j 0.0131215-0j 0.011901-0j 1.07231e-05-0j 0.00394064-0j 
-0.000109331-0j 0.000375396-0j -7.81098e-05-0j -0.000532897-0j 0.000649278-0j 0.00134097-0j -0.00445812-0j 0.00123682-0j 0.00596663-0j -0.00318504-0j 0.00103883-0j -0.00533179-0j -8.99714e-06-0j -0.00581013-0j 2.93071e-05-0j 0.0189258-0j -7.8725e-06-0j -5.24833e-06-0j -0.00508386-0j -3.79783e-05-0j -0.00338924-0j -0.0245254-0j 2.70308e-05-0j -3.24724e-06-0j 0.0174558-0j -6.23409e-06-0j -0.00209699-0j -2.7133e-05-0j -0.00402582-0j -0.0175218-0j 4.6752e-05-0j 0.0301913-0j -2.8016e-05-0j -0.018092-0j -6.7586e-06-0j 0.000114225-0j -0.00136502-0j 2.17074e-05-0j -0.000366871-0j 0.00438418-0j -5.71325e-06-0j -2.75617e-05-0j -5.21546e-06-0j 9.65582e-05-0j -0.00115389-0j 0.000465813-0j 8.81452e-05-0j 1.8994e-05-0j -0.00556656-0j 1.26626e-05-0j -0.00105335-0j -4.38056e-06-0j -3.7261e-06-0j -0.000321012-0j -0.000214008-0j -2.5421e-05-0j 0.00383616-0j 7.40347e-05-0j 6.2974e-05-0j 7.83461e-06-0j 0.00255744-0j 3.09728e-05-0j -0.000884729-0j -0.000752552-0j 0.000429634-0j -3.12962e-06-0j -0.000132411-0j -0.00513421-0j -0.000523463-0j 2.27162e-05-0j 0.00158234-0j 5.28929e-05-0j 0.00625549-0j -5.54183e-05-0j -0.000383921-0j -0.000632081-0j 0.00458794-0j 0.000936611-0j -0.0111927-0j 
2.48391e-07-0j -9.60175e-08-0j -5.87985e-08-0j -8.40153e-08-0j -3.46545e-08-0j 3.04943e-06-0j -1.03964e-05-0j 2.81259e-06-0j 2.84174e-06-0j 2.46101e-06-0j 2.03023e-06-0j 6.48669e-07-0j -6.77275e-09-0j -6.78579e-05-0j -7.49606e-09-0j -7.51049e-05-0j 1.78857e-08-0j -3.95077e-09-0j 0.000179201-0j 1.8071e-08-0j -3.95838e-05-0j 0.000181058-0j -6.91385e-09-0j -2.44441e-09-0j -6.92716e-05-0j -4.03308e-09-0j -2.44912e-05-0j -4.27772e-09-0j -4.04084e-05-0j -4.28596e-05-0j -2.49534e-09-0j -2.50014e-05-0j -6.50971e-10-0j -6.52224e-06-0j -5.08765e-09-0j 2.59754e-07-0j 0.000997893-0j -5.55224e-09-0j 2.83474e-07-0j 0.00108902-0j -4.30074e-09-0j -4.34531e-09-0j 1.18491e-08-0j 2.19578e-07-0j 0.00084355-0j 2.21853e-07-0j -6.04966e-07-0j 1.46625e-08-0j 0.000852291-0j -3.2388e-09-0j -0.00232409-0j 8.55314e-09-0j -2.80489e-09-0j -7.48607e-07-0j 1.6536e-07-0j -4.00782e-09-0j -0.00287591-0j -4.36687e-07-0j 1.43206e-07-0j -2.00391e-09-0j 0.00063526-0j -1.65314e-09-0j -0.00167762-0j 0.000550152-0j 2.04622e-07-0j -2.02467e-09-0j 1.02311e-07-0j 0.000786095-0j 8.44024e-08-0j -9.14845e-10-0j 0.000393047-0j 1.03371e-07-0j 0.000324247-0j -2.01704e-10-0j 4.67082e-08-0j 0.00039712-0j 0.000179438-0j 1.02982e-08-0j 3.95624e-05-0j 
-7.5731e-05-0j -8.83528e-05-0j -5.0661e-05-0j 0.000229446-0j -3.18882e-05-0j -9.71559e-06-0j -1.09749e-05-0j 2.65955e-05-0j -9.05385e-06-0j -7.34179e-06-0j 1.91976e-05-0j -2.06668e-06-0j 0.00181131-0j -8.99527e-07-0j 0.00200475-0j -9.95594e-07-0j -0.00470384-0j 0.0010566-0j 2.33601e-06-0j 0.00160132-0j -5.24724e-07-0j -7.95243e-07-0j -0.00548782-0j 0.00831083-0j 2.72534e-06-0j 0.00107861-0j -4.12729e-06-0j 0.00107122-0j -5.35656e-07-0j -5.31986e-07-0j -0.00198066-0j 9.83628e-07-0j 0.000174096-0j -8.64591e-08-0j -4.68152e-06-0j 0.000240531-0j -6.89653e-08-0j -5.10902e-06-0j 0.000262495-0j -7.5263e-08-0j 1.17453e-05-0j -3.99844e-06-0j -3.61262e-06-0j -0.00060346-0j 1.73025e-07-0j 0.000205435-0j 0.000185612-0j 1.32678e-05-0j -5.89026e-08-0j -2.98026e-06-0j -5.3219e-08-0j -2.60773e-06-0j -2.4167e-06-0j -0.000681681-0j 0.000153122-0j 1.09453e-05-0j 1.95453e-07-0j 0.000133982-0j 0.000124167-0j -2.34417e-05-0j -4.39034e-08-0j -1.52118e-06-0j -3.84155e-08-0j -3.56014e-08-0j -0.000562358-0j -1.74447e-06-0j 0.0012044-0j 1.6124e-07-0j 7.81561e-05-0j 2.49844e-06-0j -3.45329e-07-0j 8.96286e-05-0j -2.2409e-08-0j -1.85603e-07-0j -0.000128367-0j -2.56985e-08-0j 3.68055e-08-0j 9.53605e-06-0j -2.73419e-09-0j 
1.785e-05-0j 2.0825e-05-0j 1.19409e-05-0j -5.40809e-05-0j 7.51612e-06-0j -0.000329547-0j -0.000372262-0j 0.000902101-0j -0.000307101-0j -0.000249029-0j 0.000651171-0j -7.01004e-05-0j 1.46892e-06-0j 0.0029068-0j 1.6258e-06-0j 0.00321724-0j -3.81468e-06-0j 8.56871e-07-0j -0.00754875-0j 1.29863e-06-0j 0.00169563-0j 0.00256981-0j -4.45046e-06-0j 6.73984e-06-0j -0.00880688-0j 8.74722e-07-0j 0.0133373-0j 8.6873e-07-0j 0.00173096-0j 0.0017191-0j -1.60626e-06-0j -0.00317857-0j 1.41187e-07-0j 0.000279391-0j -0.000160816-0j -2.80711e-05-0j -0.0103159-0j -0.000175501-0j -3.06345e-05-0j -0.0112579-0j 0.000403467-0j -0.000137352-0j -0.000124098-0j 7.04268e-05-0j 0.0258811-0j -2.39753e-05-0j -2.16618e-05-0j 0.000455764-0j -0.00881067-0j -0.000102376-0j -0.00796051-0j -8.95788e-05-0j -8.30168e-05-0j 7.95555e-05-0j -1.78701e-05-0j 0.000375987-0j 0.0292359-0j -1.56363e-05-0j -1.44909e-05-0j -0.000805252-0j -0.00656709-0j -5.22543e-05-0j -0.0057462-0j -0.00532527-0j 6.563e-05-0j -5.99247e-05-0j -0.00014056-0j 0.0241184-0j -9.1212e-06-0j 8.58247e-05-0j -0.0516544-0j -1.04601e-05-0j -0.00335195-0j -6.3757e-06-0j 1.4981e-05-0j -0.00384398-0j 0.00550538-0j -1.1129e-06-0j -0.000408981-0j 
3.0917e-05-0j -1.0241e-06-0j 2.20882e-05-0j -3.06627e-05-0j -3.83137e-05-0j -0.000379205-0j -6.09718e-06-0j 0.000697651-0j -0.000684814-0j -4.35603e-06-0j 0.000494149-0j 0.000316914-0j -0.000492128-0j 0.00164301-0j -7.75297e-06-0j 2.58839e-05-0j -0.000430612-0j 0.00143233-0j 0.00143763-0j 0.000422689-0j -0.00478195-0j -0.00141118-0j 1.42637e-05-0j -0.000177619-0j -4.76205e-05-0j -0.00114415-0j 0.000592994-0j 0.000301984-0j 0.00381985-0j -0.0010082-0j 0.000533633-0j -0.00178158-0j 0.000232468-0j -0.000776113-0j 1.91122e-06-0j 0.00624794-0j 0.000386005-0j 2.96882e-08-0j 9.70531e-05-0j 5.99605e-06-0j 1.61561e-06-0j -1.58589e-06-0j -2.94187e-06-0j 0.00528157-0j 0.000326301-0j -0.00518439-0j -0.00961721-0j 2.59772e-08-0j -0.000320298-0j -8.64069e-08-0j -0.000594162-0j -2.08374e-06-0j -2.10178e-06-0j 8.49214e-05-0j -0.000282471-0j 2.91767e-06-0j 5.24654e-06-0j -0.00681192-0j -0.00687087-0j 1.0715e-08-0j -1.74514e-05-0j 3.64569e-06-0j -0.000420848-0j -0.00042449-0j 0.00953808-0j -1.4887e-06-0j 3.50283e-05-0j 0.000589274-0j 0.0119181-0j -1.35022e-06-0j 2.16409e-06-0j -0.00486667-0j 0.000736311-0j -4.47083e-07-0j -0.00441398-0j -0.000300668-0j -0.000272701-0j -0.00146155-0j -9.02962e-05-0j 
0.000306063-0j -0.000346909-0j -0.000648971-0j 0.000307303-0j 0.000615337-0j -0.00185734-0j 0.00203836-0j 0.0016856-0j 0.00173013-0j -0.0043221-0j 0.0011143-0j -0.00417887-0j -0.00242332-0j -0.000347562-0j 0.00260577-0j 0.00037373-0j 0.00208639-0j -0.0014136-0j 0.000299239-0j 0.00214151-0j -0.000202745-0j 0.000307144-0j -0.00236483-0j 0.00433102-0j -0.000339173-0j -0.00132157-0j 0.000621172-0j -0.00454082-0j -0.000189544-0j -0.000651263-0j 0.00419466-0j 0.000601616-0j -0.00426776-0j -0.0006121-0j -0.00275742-0j 0.015222-0j -4.01099e-05-0j 0.00292356-0j -0.0161391-0j 4.25265e-05-0j 0.00229354-0j 0.00235413-0j -0.00212784-0j -0.0126612-0j 3.33623e-05-0j -0.0129957-0j 0.0117465-0j -0.00251708-0j 3.42436e-05-0j 0.00170541-0j -3.09519e-05-0j -0.00140665-0j 0.00451184-0j 0.0138952-0j -0.00941449-0j -0.00213646-0j -3.66138e-05-0j 0.00776523-0j -0.024907-0j -0.00522506-0j 2.48071e-05-0j -0.004278-0j -2.04614e-05-0j 6.563e-05-0j 0.0117941-0j 0.00298263-0j 0.0288443-0j -3.10773e-05-0j 0.0236162-0j 0.0051603-0j -7.60046e-05-0j -0.0164653-0j -6.22285e-05-0j -0.0030623-0j -0.0284868-0j 4.33859e-05-0j 7.50626e-05-0j 0.0169051-0j -4.45448e-05-0j 
1.89327e-05-0j 2.20882e-05-0j 1.26653e-05-0j -5.73615e-05-0j 7.97205e-06-0j -0.000232215-0j -0.000262315-0j 0.000635666-0j -0.000216399-0j -0.000175478-0j 0.000458848-0j -4.93963e-05-0j -0.000301366-0j 0.00100613-0j -0.000333551-0j 0.00111359-0j 0.000782625-0j -0.000175797-0j -0.00261286-0j -0.000266428-0j 0.000586912-0j 0.000889491-0j 0.000913063-0j -0.00138275-0j -0.00304834-0j -0.000179459-0j 0.00461644-0j -0.00017823-0j 0.000599139-0j 0.000595035-0j 0.000329542-0j -0.0011002-0j -2.89661e-05-0j 9.67058e-05-0j 1.17038e-06-0j 0.00382606-0j 0.000236379-0j 1.27726e-06-0j 0.00417545-0j 0.000257964-0j -2.93633e-06-0j 9.99611e-07-0j 9.03156e-07-0j -0.0095991-0j -0.000593043-0j 0.00326781-0j 0.00295249-0j -3.31694e-06-0j 0.000201889-0j 7.45066e-07-0j 0.000182408-0j 6.51933e-07-0j 6.04176e-07-0j -0.0108433-0j 0.00243568-0j -2.73634e-06-0j -0.000669914-0j 0.00213122-0j 0.0019751-0j 5.86042e-06-0j 0.000150479-0j 3.80294e-07-0j 0.000131669-0j 0.000122024-0j -0.0089453-0j 4.36117e-07-0j 0.0191582-0j -0.000552651-0j 0.00124321-0j -6.24611e-07-0j 0.00118361-0j 0.0014257-0j 7.6807e-05-0j 4.64008e-08-0j -0.0020419-0j 8.80815e-05-0j -0.000126151-0j 0.000151688-0j 9.37144e-06-0j 
0.00010821-0j -0.000122651-0j -0.000229446-0j 0.000108648-0j 0.000217554-0j 1.38823e-05-0j -1.52353e-05-0j -1.25987e-05-0j -1.29315e-05-0j 3.23047e-05-0j -8.3286e-06-0j 3.12341e-05-0j -0.00258813-0j 1.28531e-06-0j 0.00278298-0j -1.38208e-06-0j 0.00222828-0j -0.00150974-0j -1.1066e-06-0j 0.00228715-0j 7.49762e-07-0j -1.13584e-06-0j -0.00252566-0j 0.00462557-0j 1.25428e-06-0j -0.00141144-0j -2.29713e-06-0j -0.00484964-0j 7.00946e-07-0j 2.40841e-06-0j 0.00447994-0j -2.22481e-06-0j -0.00455801-0j 2.26358e-06-0j 6.68928e-06-0j -0.000343687-0j 9.85424e-08-0j -7.09231e-06-0j 0.000364394-0j -1.0448e-07-0j -5.56394e-06-0j -5.71094e-06-0j 5.16197e-06-0j 0.000285868-0j -8.19646e-08-0j 0.000293421-0j -0.000265215-0j 6.10622e-06-0j -8.413e-08-0j -4.13718e-06-0j 7.6043e-08-0j 3.41241e-06-0j -1.09453e-05-0j -0.00031373-0j 0.000212563-0j 5.18288e-06-0j 8.99531e-08-0j -0.000175325-0j 0.000562358-0j 1.26756e-05-0j -6.09464e-08-0j 1.03781e-05-0j 5.02696e-08-0j -1.6124e-07-0j -0.00026629-0j -7.23562e-06-0j -0.000651254-0j 7.6351e-08-0j -0.000533213-0j -1.25185e-05-0j 1.86729e-07-0j 0.000371757-0j 1.52884e-07-0j 7.42889e-06-0j 0.000643182-0j -1.06591e-07-0j -1.84414e-07-0j -0.000381687-0j 1.09438e-07-0j 
-2.57642e-06-0j 8.53418e-08-0j -1.84068e-06-0j 2.55522e-06-0j 3.19281e-06-0j 6.35314e-05-0j 1.02151e-06-0j -0.000116883-0j 0.000114733-0j 7.29802e-07-0j -8.27889e-05-0j -5.30953e-05-0j 2.03993e-05-0j -0.000845003-0j 3.2137e-07-0j -1.33122e-05-0j 1.78494e-05-0j -5.93718e-05-0j -0.000739378-0j -1.7521e-05-0j 0.00245936-0j 0.000725774-0j -5.91247e-07-0j 7.36251e-06-0j 2.44913e-05-0j 4.74265e-05-0j -0.000304978-0j -1.25176e-05-0j -0.00196455-0j 0.000518518-0j -2.21198e-05-0j 0.000916269-0j -9.63608e-06-0j 0.000399156-0j -1.59269e-07-0j -0.000520679-0j 0.00615022-0j -2.47402e-09-0j -8.08802e-06-0j 9.55351e-05-0j -1.34635e-07-0j 1.32157e-07-0j 2.45156e-07-0j -0.000440145-0j 0.00519896-0j 0.000432047-0j 0.000801461-0j -2.16476e-09-0j -0.00510331-0j 7.20057e-09-0j -0.00946679-0j 1.73645e-07-0j 1.75148e-07-0j -7.07702e-06-0j 2.354e-05-0j -2.43139e-07-0j 8.35932e-05-0j 0.000567678-0j 0.000572591-0j -8.9292e-10-0j -0.000278053-0j -3.03808e-07-0j -0.00670538-0j -0.0067634-0j -0.000794867-0j 1.24058e-07-0j -2.91912e-06-0j 0.00938891-0j -0.000993204-0j 1.12519e-07-0j 3.44804e-05-0j 0.000405569-0j 0.0117317-0j 3.72569e-08-0j 0.000367844-0j -0.00479055-0j -0.00434494-0j 0.0001218-0j -0.00143869-0j 
