-0.0293042-0j -0.0341882-0j -0.0209359-0j -0.0299147-0j -0.0123392-0j -0.00377128-0j -0.00426012-0j -0.00347837-0j -0.00351442-0j -0.00304358-0j -0.00251082-0j -0.00080222-0j -0.00242672-0j -0.000350267-0j -0.00268588-0j -0.000387674-0j -0.00212338-0j -0.00141559-0j -0.000306483-0j -0.00214538-0j -0.000204322-0j -0.000309659-0j -0.00247727-0j -0.000875849-0j -0.000357564-0j -0.00144508-0j -0.000126418-0j -0.00153274-0j -0.000208579-0j -0.000221231-0j -0.000894096-0j -0.000129052-0j -0.000233247-0j -3.36663e-05-0j -0.00182867-0j -0.000323267-0j -2.69389e-05-0j -0.00199566-0j -0.000352786-0j -2.93989e-05-0j -0.00154583-0j -0.00156185-0j -0.00141115-0j -0.000273267-0j -2.27723e-05-0j -0.000276099-0j -0.0017462-0j -0.000249458-0j -2.30082e-05-0j -0.00116414-0j -2.07881e-05-0j -0.00101862-0j -0.00100817-0j -0.000308688-0j -0.000205792-0j -0.00144054-0j -0.000180068-0j -2.5724e-05-0j -0.000178221-0j -0.000720272-0j -1.71493e-05-0j -0.000594194-0j -1.50057e-05-0j -1.48518e-05-0j -0.000254655-0j -0.000727736-0j -0.000127327-0j -2.12212e-05-0j -0.00010504-0j -0.000328826-0j -1.06106e-05-0j -0.000128647-0j -8.75331e-06-0j -7.24994e-05-0j -5.81288e-05-0j -1.07206e-05-0j -1.28162e-05-0j -4.84407e-06-0j -1.06802e-06-0j 
7.90112e-06-0j -8.89855e-06-0j 5.64483e-06-0j -8.06088e-06-0j 1.57244e-05-0j 1.01683e-06-0j -1.10883e-06-0j 9.37854e-07-0j -9.47004e-07-0j -7.92187e-07-0j 6.07823e-07-0j 2.26815e-06-0j -0.000252181-0j 9.44404e-08-0j 0.000269442-0j -1.00904e-07-0j -0.000220659-0j -0.000147106-0j 8.26354e-08-0j 0.000222812-0j 5.50902e-08-0j -8.34416e-08-0j 0.000248515-0j -9.10171e-05-0j -9.30672e-08-0j -0.00013483-0j 3.40854e-08-0j 0.000159184-0j 5.0493e-08-0j -5.96136e-08-0j -0.000439144-0j 1.64457e-07-0j -0.000440596-0j 1.65001e-07-0j 4.93055e-07-0j -3.35935e-05-0j 7.26338e-09-0j -5.19434e-07-0j 3.53907e-05-0j -7.65198e-09-0j 4.16794e-07-0j -4.20861e-07-0j 3.80479e-07-0j -2.83976e-05-0j 6.13996e-09-0j 2.86746e-05-0j -4.54504e-07-0j -2.59233e-05-0j -6.19986e-09-0j -3.03003e-07-0j 5.60499e-09-0j 2.46588e-07-0j 2.71828e-07-0j 3.09669e-05-0j 2.06446e-05-0j -3.88173e-07-0j -1.68009e-05-0j -6.69548e-09-0j -1.85205e-05-0j -1.87473e-07-0j -4.46365e-09-0j 7.57211e-07-0j 3.63259e-09-0j 4.0044e-09-0j 2.64475e-05-0j 1.76171e-07-0j 1.27732e-05-0j -5.71832e-09-0j -5.15913e-05-0j 9.29705e-07-0j -2.76175e-09-0j -1.20031e-05-0j 1.11548e-08-0j 5.43419e-07-0j -6.33439e-05-0j 2.59525e-09-0j -3.7025e-05-0j 1.36958e-08-0j 8.00532e-09-0j 
-1.68261e-07-0j -1.96305e-07-0j 3.53791e-07-0j 1.66877e-07-0j -7.08502e-08-0j 5.19173e-06-0j 5.86468e-06-0j -4.65218e-06-0j 4.83812e-06-0j -1.23312e-05-0j -3.35812e-06-0j 1.10437e-06-0j -1.3934e-08-0j -9.22935e-05-0j -1.54221e-08-0j -0.00010215-0j 1.18451e-08-0j -8.12814e-09-0j 7.84578e-05-0j -1.23186e-08-0j -5.38379e-05-0j -8.15937e-05-0j 1.38193e-08-0j 2.47156e-08-0j 9.15341e-05-0j -8.29747e-09-0j 0.000163708-0j 2.59013e-08-0j -5.49595e-05-0j 0.000171561-0j 4.98765e-09-0j 3.30364e-05-0j -1.33928e-09-0j -8.8709e-06-0j 1.51582e-06-0j 4.45024e-07-0j 0.0010147-0j 1.65424e-06-0j 4.85663e-07-0j 0.00110736-0j -1.24489e-06-0j 1.29465e-06-0j 1.16973e-06-0j -3.65483e-07-0j -0.000833335-0j 3.80091e-07-0j -1.40626e-06-0j 3.43415e-07-0j 0.000866642-0j 9.64975e-07-0j 0.000783018-0j 8.44353e-07-0j -2.4595e-06-0j -4.12857e-07-0j 2.83303e-07-0j -1.1601e-06-0j 2.4789e-07-0j -0.000941352-0j -7.22074e-07-0j -2.93425e-06-0j 0.000645957-0j 4.92539e-07-0j 0.000565212-0j -0.0016464-0j -3.4059e-07-0j -1.77536e-06-0j -8.61455e-07-0j -0.000776576-0j 1.44603e-07-0j -2.64811e-07-0j -0.0019642-0j -5.21221e-07-0j 0.000329707-0j 6.00962e-08-0j -7.77448e-08-0j -0.00118843-0j 1.76434e-08-0j -0.000177265-0j 4.02285e-05-0j 
-3.72462e-06-0j 4.19482e-06-0j -2.661e-06-0j 3.79994e-06-0j -7.41256e-06-0j 6.87626e-05-0j -7.4984e-05-0j 6.34219e-05-0j -6.40406e-05-0j -5.35712e-05-0j 4.11037e-05-0j 0.000153382-0j 2.94885e-05-0j -0.000606501-0j -3.15069e-05-0j 0.000648013-0j 2.58025e-05-0j 1.72016e-05-0j -0.000530689-0j -2.60542e-05-0j -0.000353792-0j 0.000535866-0j -2.90598e-05-0j 1.0643e-05-0j 0.000597682-0j 1.57662e-05-0j -0.000218898-0j -1.8614e-05-0j -0.000324269-0j 0.000382841-0j 5.13508e-05-0j -0.00105615-0j 5.15206e-05-0j -0.00105964-0j 3.35542e-05-0j -0.000563514-0j 0.0021521-0j -3.53493e-05-0j 0.000593663-0j -0.00226723-0j 2.83644e-05-0j -2.86411e-05-0j 2.5893e-05-0j -0.000476356-0j 0.00181923-0j 0.000481003-0j -3.09307e-05-0j -0.000434851-0j -0.00183698-0j -2.06205e-05-0j 0.00166072-0j 1.67812e-05-0j 1.84989e-05-0j 0.000519455-0j 0.000346303-0j -2.64166e-05-0j -0.000281827-0j -0.00198383-0j -0.000310673-0j -1.27583e-05-0j -0.00132255-0j 5.1531e-05-0j 0.00107631-0j 0.00118648-0j 0.000443644-0j 1.19891e-05-0j 0.000214264-0j -0.0016943-0j -0.00086542-0j 6.32698e-05-0j -0.000818288-0j -0.000201347-0j 0.00330509-0j 3.69817e-05-0j -0.00106256-0j 0.000768956-0j -0.000621076-0j 0.00405799-0j 0.00237193-0j 
-2.28086e-06-0j 2.56879e-06-0j -1.62952e-06-0j 2.32698e-06-0j -4.53925e-06-0j 2.79744e-05-0j -3.05054e-05-0j 2.58016e-05-0j -2.60534e-05-0j -2.17941e-05-0j 1.6722e-05-0j 6.23999e-05-0j 5.45517e-05-0j -0.000121194-0j -5.82854e-05-0j 0.000129489-0j 4.77327e-05-0j 3.18218e-05-0j -0.000106045-0j -4.81984e-05-0j -7.06967e-05-0j 0.00010708-0j -5.37585e-05-0j 1.96887e-05-0j 0.000119432-0j 2.91663e-05-0j -4.37413e-05-0j -3.44346e-05-0j -6.47971e-05-0j 7.65014e-05-0j 9.49953e-05-0j -0.000211046-0j 9.53093e-05-0j -0.000211743-0j -1.42333e-07-0j -0.000692551-0j -2.85646e-05-0j 1.49948e-07-0j 0.000729603-0j 3.00928e-05-0j -1.20318e-07-0j 1.21492e-07-0j -1.09835e-07-0j -0.000585435-0j -2.41465e-05-0j 0.000591146-0j 1.31204e-07-0j -0.000534426-0j 2.43821e-05-0j 8.74694e-08-0j -2.20427e-05-0j -7.11839e-08-0j -7.84698e-08-0j 0.000638403-0j 0.000425602-0j 1.12056e-07-0j -0.000346361-0j 2.63312e-05-0j -0.000381813-0j 5.41189e-08-0j 1.75542e-05-0j -2.18588e-07-0j -1.42858e-05-0j -1.5748e-05-0j 0.000545233-0j -5.08563e-08-0j 0.000263328-0j 2.24884e-05-0j -0.00106359-0j -2.68383e-07-0j 1.08611e-05-0j -0.000247453-0j -4.38682e-05-0j -1.56872e-07-0j -0.00130588-0j -1.02063e-05-0j -0.000763294-0j -5.38615e-05-0j -3.14824e-05-0j 
-2.30401e-07-0j -2.68801e-07-0j 4.84448e-07-0j 2.28506e-07-0j -9.70156e-08-0j 5.68133e-06-0j 6.41774e-06-0j -5.09089e-06-0j 5.29437e-06-0j -1.34941e-05-0j -3.6748e-06-0j 1.20852e-06-0j 3.66734e-06-0j -7.55627e-05-0j 4.059e-06-0j -8.36326e-05-0j -3.11757e-06-0j 2.13928e-06-0j 6.42352e-05-0j 3.24218e-06-0j -4.40783e-05-0j -6.68026e-05-0j -3.63717e-06-0j -6.50503e-06-0j 7.4941e-05-0j 2.18385e-06-0j 0.000134031-0j -6.81709e-06-0j -4.49966e-05-0j 0.000140461-0j -1.31272e-06-0j 2.70477e-05-0j 3.52491e-07-0j -7.2628e-06-0j -1.43778e-08-0j -9.36047e-05-0j 0.00054994-0j -1.56907e-08-0j -0.000102152-0j 0.000600159-0j 1.1808e-08-0j -1.22799e-08-0j -1.1095e-08-0j 7.68743e-05-0j -0.000451647-0j -7.99469e-05-0j 1.33385e-08-0j -7.22327e-05-0j 0.000469699-0j -9.15291e-09-0j 0.000424376-0j -8.00879e-09-0j 2.33286e-08-0j 8.68388e-05-0j -5.95889e-05-0j 1.10037e-08-0j -5.21403e-05-0j -0.00051019-0j 0.000151878-0j 2.78317e-08-0j 0.000350093-0j -4.6718e-09-0j 0.000306331-0j -0.000892305-0j 7.16384e-05-0j 1.68395e-08-0j 0.000181195-0j -0.000420885-0j -3.04152e-05-0j 2.51177e-09-0j -0.00106455-0j 0.000109632-0j 0.000178693-0j -5.7002e-10-0j 1.63526e-05-0j -0.0006441-0j -3.71104e-06-0j -9.60734e-05-0j 2.18029e-05-0j 
1.70005e-07-0j -1.91466e-07-0j 1.21457e-07-0j -1.73443e-07-0j 3.38336e-07-0j -5.24553e-06-0j 5.72013e-06-0j -4.83812e-06-0j 4.88532e-06-0j 4.08666e-06-0j -3.13558e-06-0j -1.17007e-05-0j 1.40783e-08-0j 9.32499e-05-0j -1.50419e-08-0j -9.96324e-05-0j 1.23186e-08-0j 8.21237e-09-0j 8.15937e-05-0j -1.24387e-08-0j 5.43958e-05-0j -8.23897e-05-0j -1.38736e-08-0j 5.08114e-09-0j -9.1894e-05-0j 7.52706e-09-0j 3.36557e-05-0j -8.88666e-09-0j 4.98565e-05-0j -5.88621e-05-0j 2.45158e-08-0j 0.000162384-0j 2.45968e-08-0j 0.000162921-0j -1.53153e-06-0j -4.49636e-07-0j -0.00102521-0j 1.61347e-06-0j 4.73692e-07-0j 0.00108006-0j -1.29465e-06-0j 1.30728e-06-0j -1.18185e-06-0j -3.80091e-07-0j -0.000866642-0j 3.83799e-07-0j 1.41179e-06-0j -3.46974e-07-0j 0.000875098-0j 9.41191e-07-0j -0.000791133-0j -7.65955e-07-0j -8.44353e-07-0j 4.14481e-07-0j 2.7632e-07-0j 1.20575e-06-0j -2.24874e-07-0j 0.000945054-0j -2.4789e-07-0j 5.82332e-07-0j 0.000630036-0j -2.35206e-06-0j -0.000512733-0j -0.000565212-0j 3.5399e-07-0j -5.47225e-07-0j 1.70965e-07-0j 0.00080713-0j -6.90531e-07-0j -2.88786e-06-0j 0.000389815-0j -1.60658e-07-0j -0.00157447-0j -1.68797e-06-0j -8.47834e-07-0j -0.000366314-0j -4.95566e-07-0j -0.00193314-0j -0.00112993-0j 
2.32789e-07-0j -2.62176e-07-0j 1.66312e-07-0j -2.37496e-07-0j 4.63285e-07-0j -5.7402e-06-0j 6.25956e-06-0j -5.29437e-06-0j 5.34602e-06-0j 4.47204e-06-0j -3.43128e-06-0j -1.28041e-05-0j -3.70535e-06-0j 7.63458e-05-0j 3.95896e-06-0j -8.15712e-05-0j -3.24218e-06-0j -2.16145e-06-0j 6.68026e-05-0j 3.27381e-06-0j 4.4535e-05-0j -6.74543e-05-0j 3.65147e-06-0j -1.33733e-06-0j -7.52357e-05-0j -1.98108e-06-0j 2.75546e-05-0j 2.33892e-06-0j 4.08186e-05-0j -4.81917e-05-0j -6.45242e-06-0j 0.000132947-0j -6.47375e-06-0j 0.000133387-0j 1.45268e-08-0j 9.45747e-05-0j -0.000555639-0j -1.5304e-08-0j -9.96346e-05-0j 0.000585366-0j 1.22799e-08-0j -1.23997e-08-0j 1.121e-08-0j 7.99469e-05-0j -0.000469699-0j -8.07269e-05-0j -1.3391e-08-0j 7.29812e-05-0j 0.000474281-0j -8.92731e-09-0j -0.000428774-0j 7.26518e-09-0j 8.00879e-09-0j -8.71802e-05-0j -5.81202e-05-0j -1.14366e-08-0j 4.72991e-05-0j 0.000512196-0j 5.21403e-05-0j -5.52349e-09-0j 0.000341464-0j 2.23095e-08-0j -0.000277888-0j -0.000306331-0j -7.44569e-05-0j 5.1905e-09-0j -3.596e-05-0j 0.000437444-0j 0.000145244-0j 2.73917e-08-0j 0.00021127-0j 3.37921e-05-0j -0.000853326-0j 1.60106e-08-0j 0.00017833-0j -0.000198533-0j 0.000104235-0j -0.00104771-0j -0.000612397-0j 
1.21432e-08-0j 1.41671e-08-0j -2.55326e-08-0j -1.20433e-08-0j 5.11317e-09-0j -4.4993e-07-0j -5.0825e-07-0j 4.0317e-07-0j -4.19285e-07-0j 1.06866e-06-0j 2.91024e-07-0j -9.57081e-08-0j -9.61401e-08-0j 1.0012e-05-0j -1.06408e-07-0j 1.10812e-05-0j 8.17278e-08-0j -5.60817e-08-0j -8.51107e-06-0j -8.49944e-08-0j 5.84031e-06-0j 8.85125e-06-0j 9.53491e-08-0j 1.70531e-07-0j -9.92958e-06-0j -5.72501e-08-0j -1.77589e-05-0j 1.78711e-07-0j 5.96198e-06-0j -1.86109e-05-0j 3.44133e-08-0j -3.58378e-06-0j -9.24062e-09-0j 9.62311e-07-0j 7.57775e-10-0j 3.6872e-06-0j -0.000147229-0j 8.26972e-10-0j 4.02391e-06-0j -0.000160673-0j -6.22335e-10-0j 6.47208e-10-0j 5.84758e-10-0j -3.02817e-06-0j 0.000120914-0j 3.14921e-06-0j -7.03002e-10-0j 2.84533e-06-0j -0.000125747-0j 4.82401e-10-0j -0.000113613-0j 4.22101e-10-0j -1.22953e-09-0j -3.42069e-06-0j 2.34728e-06-0j -5.79947e-10-0j 2.05387e-06-0j 0.000136587-0j -5.98267e-06-0j -1.46686e-09-0j -9.37261e-05-0j 2.46225e-10-0j -8.20103e-05-0j 0.000238886-0j -2.82192e-06-0j -8.8752e-10-0j -7.1375e-06-0j 0.000112678-0j 1.19809e-06-0j -1.32382e-10-0j 0.000284998-0j -4.31852e-06-0j -4.78393e-05-0j 3.00427e-11-0j -6.44147e-07-0j 0.000172437-0j 1.46183e-07-0j 2.57206e-05-0j -5.83702e-06-0j 
-3.31233e-10-0j -3.86439e-10-0j 6.9646e-10-0j 3.28508e-10-0j -1.39473e-10-0j 1.6378e-08-0j 1.85009e-08-0j -1.46759e-08-0j 1.52625e-08-0j -3.89005e-08-0j -1.05936e-08-0j 3.48389e-09-0j -2.74299e-11-0j -5.11001e-07-0j -3.03593e-11-0j -5.65574e-07-0j 2.33179e-11-0j -1.60008e-11-0j 4.34397e-07-0j -2.42499e-11-0j -2.98084e-07-0j -4.51759e-07-0j 2.72042e-11-0j 4.86544e-11-0j 5.06796e-07-0j -1.63341e-11-0j 9.06398e-07-0j 5.09884e-11-0j -3.04294e-07-0j 9.49881e-07-0j 9.81852e-12-0j 1.82912e-07-0j -2.63646e-12-0j -4.91154e-08-0j -2.067e-11-0j 1.40389e-09-0j 1.13037e-05-0j -2.25575e-11-0j 1.53209e-09-0j 1.23359e-05-0j 1.69756e-11-0j -1.76541e-11-0j -1.59506e-11-0j -1.15296e-09-0j -9.28334e-06-0j 1.19905e-09-0j 1.91759e-11-0j 1.08335e-09-0j 9.65438e-06-0j -1.31586e-11-0j 8.72281e-06-0j -1.15137e-11-0j 3.35381e-11-0j -1.30241e-09-0j 8.93717e-10-0j 1.58193e-11-0j 7.82002e-10-0j -1.04867e-05-0j -2.27788e-09-0j 4.00119e-11-0j 7.19595e-06-0j -6.71635e-12-0j 6.29646e-06-0j -1.83408e-05-0j -1.07444e-09-0j 2.42091e-11-0j -2.71757e-09-0j -8.65105e-06-0j 4.56168e-10-0j 3.61101e-12-0j -2.18811e-05-0j -1.64426e-09-0j 3.67293e-06-0j -8.19481e-13-0j -2.45256e-10-0j -1.32391e-05-0j 5.56584e-11-0j -1.97473e-06-0j 4.48145e-07-0j 
-1.22691e-08-0j 1.38179e-08-0j -8.76544e-09-0j 1.25171e-08-0j -2.44173e-08-0j 4.54592e-07-0j -4.95722e-07-0j 4.19285e-07-0j -4.23375e-07-0j -3.54161e-07-0j 2.71738e-07-0j 1.01402e-06-0j 9.71364e-08-0j -1.01157e-05-0j -1.03785e-07-0j 1.08081e-05-0j 8.49944e-08-0j 5.66629e-08-0j -8.85125e-06-0j -8.58236e-08-0j -5.90083e-06-0j 8.9376e-06-0j -9.5724e-08-0j 3.50584e-08-0j 9.96863e-06-0j 5.19345e-08-0j -3.65095e-06-0j -6.13153e-08-0j -5.40841e-06-0j 6.38533e-06-0j 1.69152e-07-0j -1.76153e-05-0j 1.69711e-07-0j -1.76736e-05-0j -7.65628e-10-0j -3.72542e-06-0j 0.000148755-0j 8.06589e-10-0j 3.92473e-06-0j -0.000156713-0j -6.47208e-10-0j 6.53523e-10-0j -5.90818e-10-0j -3.14921e-06-0j 0.000125747-0j 3.17993e-06-0j 7.05766e-10-0j -2.87482e-06-0j -0.000126974-0j 4.7051e-10-0j 0.000114791-0j -3.82909e-10-0j -4.22101e-10-0j 3.43414e-06-0j 2.28942e-06-0j 6.02764e-10-0j -1.86317e-06-0j -0.000137124-0j -2.05387e-06-0j 2.91114e-10-0j -9.14159e-05-0j -1.17582e-09-0j 7.43957e-05-0j 8.20103e-05-0j 2.93295e-06-0j -2.73563e-10-0j 1.41651e-06-0j -0.000117112-0j -5.72132e-06-0j -1.44367e-09-0j -5.65607e-05-0j -1.33111e-06-0j 0.00022845-0j -8.43835e-10-0j -7.02465e-06-0j 5.31508e-05-0j -4.10596e-06-0j 0.000280492-0j 0.00016395-0j 
3.34666e-10-0j -3.76914e-10-0j 2.39097e-10-0j -3.41433e-10-0j 6.66036e-10-0j -1.65477e-08-0j 1.80449e-08-0j -1.52625e-08-0j 1.54114e-08-0j 1.28919e-08-0j -9.8916e-09-0j -3.69115e-08-0j 2.77141e-11-0j 5.16296e-07-0j -2.9611e-11-0j -5.51634e-07-0j 2.42499e-11-0j 1.61666e-11-0j 4.51759e-07-0j -2.44865e-11-0j 3.01173e-07-0j -4.56167e-07-0j -2.73112e-11-0j 1.00026e-11-0j -5.08789e-07-0j 1.48175e-11-0j 1.86341e-07-0j -1.7494e-11-0j 2.7604e-07-0j -3.25901e-07-0j 4.82609e-11-0j 8.99069e-07-0j 4.84205e-11-0j 9.02041e-07-0j 2.08842e-11-0j -1.41844e-09-0j -1.14208e-05-0j -2.20015e-11-0j 1.49432e-09-0j 1.20319e-05-0j 1.76541e-11-0j -1.78263e-11-0j 1.61159e-11-0j -1.19905e-09-0j -9.65438e-06-0j 1.21075e-09-0j -1.92513e-11-0j -1.09458e-09-0j 9.74858e-06-0j -1.28342e-11-0j -8.81321e-06-0j 1.04447e-11-0j 1.15137e-11-0j 1.30753e-09-0j 8.71689e-10-0j -1.64417e-11-0j -7.09394e-10-0j 1.05279e-05-0j -7.82002e-10-0j -7.94077e-12-0j 7.01859e-06-0j 3.2073e-11-0j -5.71184e-06-0j -6.29646e-06-0j 1.11671e-09-0j 7.46205e-12-0j 5.3933e-10-0j 8.99141e-06-0j -2.17837e-09-0j 3.93793e-11-0j 4.34253e-06-0j -5.06815e-10-0j -1.75396e-05-0j 2.30175e-11-0j -2.6746e-09-0j -4.08073e-06-0j -1.56333e-09-0j -2.15352e-05-0j -1.25875e-05-0j 
