0.00955059+0.0055211j 0.0044738-0.00783654j -0.0038673+0.0081374j 0.00716792+0.00496169j -0.000692508-0.00533856j 0.00309413-0.00440128j 0.00906663+0.0049721j 0.00556838-0.00786886j -0.00628847+0.00759531j -0.00425639-0.0016725j 0.0102113-0.00101078j -0.00475598+0.000859304j 0.00205833+0.00338913j 0.011172-0.00443881j -0.00284781+0.00597844j 0.00219592-0.000240218j 0.00335246+0.00126937j 0.00652606+0.00306624j 0.000572864+0.00193886j 0.00116744-0.00364417j 0.0017311+0.000825958j -0.00701966+0.00553627j -0.00505063+0.00465803j 0.00812282-0.00768105j -0.00124503+0.00592457j -0.00529598-0.000513121j 0.00528608-0.00482723j -0.00171223+0.00226338j -0.00205098+0.0035785j 0.00705238-0.00160004j 0.00111925+0.0038084j 0.00322212-0.00472156j -0.00362204+0.000523196j -0.00343009+0.00219188j 0.00144171+0.000148623j -0.000328977-0.00308097j -0.00680333+0.00457609j -0.00574023-0.00203944j 0.000326246-0.00236719j 0.00054779-0.00145588j 0.00090319-0.00806469j -0.00251026+0.00504947j 0.0011508-0.000947246j -0.000269736-0.00712048j -0.000624327+0.00183003j -0.00309877+0.0040109j 0.00265246+0.00268979j -0.00250325+0.000997963j -0.00509863+0.00607784j -0.00286447+0.00195171j 0.00111091-0.00312241j 0.00648624-0.00151867j -0.00250198+0.00282709j 0.00124202-0.00535711j 0.000911777-5.7633e-06j -0.00543229+0.0044691j -0.00626066+0.00521087j -0.0150546-0.000250993j 0.00149535+0.00697095j 0.00140968-0.00174387j 0.0184253+0.00858011j 0.00506403+0.000677231j -0.00546314-0.00435958j 0.0054273-0.00482751j -0.00188203+0.00193995j 0.00266554+0.000181803j -0.0146431-0.0028366j -0.00287671-0.00984284j 0.0130789+0.002494j 0.00624548+0.00469752j -0.00663975-0.00161006j -0.00790384+0.00861491j -0.00390964-0.0125047j 0.0189578-0.00412287j 0.0091012+0.0146307j -0.00543977+0.01062j 0.0304-0.00796131j -0.0133872-0.0516599j 0.0627037-0.00665614j 0.0326586-0.0341216j 0.0190403-6.33944e-08j 0.00212476-0.0118444j 0.00995149+0.00953325j 0.00727697+0.00418176j 0.00261082-0.014031j 0.000273164-0.0152111j -0.0149691+0.000282633j -0.0120051+0.0280035j -0.00298497-0.0462322j -0.0161544+0.0140491j 0.0119561+0.0807099j -0.076471+0.0201818j 
0.00283265-0.00433006j 0.00563965+0.00250098j 0.00161949+0.00586282j -0.00797636-0.00801191j -0.00310549-0.00139866j 0.00808457+0.00341083j -0.00679551-0.00218809j -0.00866871-0.00654248j -0.0097125+0.00230198j -0.013676-0.00252446j 0.00707324-0.000761483j 0.007555+0.00537145j 4.27202e-05-0.0121319j 0.00131877-0.00289659j 0.00915259+0.0100175j -0.00572633-4.92089e-05j 0.00384807-0.00210323j 0.00486895+0.00653743j -0.00195825-0.0157315j -0.0172441-0.0101422j 0.0022885-0.00355614j -0.00210369+0.00242333j 0.00230996+0.0088716j 0.000516361+0.000304151j -0.00675919-0.0130961j -0.0151083-0.00112176j -0.0046873+0.00199667j -0.00069589+0.0200715j -0.00884749+0.00836815j 0.00283648-0.00706171j -0.000393405-0.00226927j 0.00798269+0.00236537j -0.00357235-0.00696987j -0.000263198-0.00077861j 0.00374003+0.00718321j -0.00195144-0.0094791j -0.0154843-0.000440999j 0.00516168+0.0107297j 0.0131501+0.0110016j -0.00790718-0.00502897j 0.0140717+0.0137605j -0.0140182-0.00179341j -0.00529676+0.00480866j 0.00619282-0.00153506j -0.0146-0.0206038j -0.00345534+0.00199039j 0.00243572+0.0129235j -0.00296819-0.00441978j -0.0165469+0.0148754j -0.00141074+0.00272626j -0.0137013-0.0151639j -0.00694167-0.0233244j 0.0108789+0.0247416j 0.00825231+0.00730901j 0.000642067-0.000564793j -0.000956899-0.00284134j 0.00782928+0.0318636j -0.00648124+0.0094212j -0.00912052+0.00464017j 0.00834165-0.0173531j 0.00901659-0.0147334j 0.00106008+0.00810612j -0.0184127+0.021797j 0.00469163-0.00997229j -0.0158287-0.0050765j -0.0162028-0.0403665j -0.0288234-0.0290508j -0.0040222+0.0286124j -0.0197906-0.00194317j -0.0309944-0.0479095j -0.0278957-0.0433027j -0.000591385+0.0369727j -0.0047-0.0150052j 0.0197623+0.011057j -0.00214489-0.00887164j -0.0256714-0.0104679j -0.0156953-0.0075005j 0.0305849+0.00860246j -0.0118562-0.0561056j 0.0270557-0.00596293j -0.00477027-0.00738518j 0.0215768+0.0249887j -0.0125854+0.00480463j 0.00995068-0.000359948j 0.00380987-0.0290718j 0.0128197+0.0230713j -0.00126386-0.0018032j 0.021568+0.0311694j -0.0151038-0.0103734j 0.0176642+0.015764j -0.0254951-0.0156999j -0.00290169+0.0325395j 
-0.00219871+0.00110558j 0.00368522-0.00663052j -0.00238846+0.00695248j 0.0020682-0.000183823j 0.00435061-0.00688677j -0.00320435-0.00315995j -0.00859157+0.00147515j 0.00368288-0.010822j -0.00607801+0.00686089j 0.00180696-0.0115445j -0.0150058+0.00441492j 0.000712585+0.0061454j 0.00252696+0.00520213j -0.00235239-0.00925956j -0.00653205+0.0100168j -0.0028116-0.00115422j -0.00459256+0.00286374j -0.00257435+0.00166717j -2.10711e-05+0.00836984j 0.00508062-0.00870679j -0.000727688+0.00357263j -0.00604369+0.0117837j -0.00368909+0.000932875j -0.00383168-0.000725591j 0.0103149+0.0110554j 0.00320069-0.0033691j -0.00401531+0.00140471j -0.00664617-0.00869441j 0.00727027-0.00729843j -0.00225276-0.00529052j 0.000713529+0.00436013j -0.00603861-0.00368284j 0.00220188+0.0162311j 0.00337563-0.0100032j -0.00109025-0.00742528j 0.00475622+0.00547488j 0.00893274+0.00668922j 4.72555e-05-0.00642182j -0.00357409-0.00834097j -0.00249617-0.0043244j -0.00318461-0.00671172j 9.25094e-05+0.00228298j -0.00368882-0.0117491j 0.00228855-0.00984723j -0.000552847-0.00102201j 0.00205485+0.0108522j -0.00456901+0.0118074j -0.00240229-0.00039412j 0.000722579-0.00594799j 0.00456934-0.0116973j 0.00291594-0.0159658j 0.00196151+0.00709985j 0.00378402+0.0171424j 0.00329516+0.00968947j -0.000984394-0.00958901j 0.00111708+0.00327242j 0.00242755-0.0182501j 0.00675175-0.000822621j -0.0100652-0.0116203j 0.00463046+0.0119646j -0.0124891+0.00319963j -0.00863673+0.00140911j 0.00295036-0.0119246j 0.00157973-0.0123225j 0.00516576-0.00664402j -0.00261263-0.00405536j 0.00878364-0.00957123j 0.00779974-0.0100775j -0.00732815-0.00280505j 0.000739333-0.00378569j 0.0114351-0.00478937j -0.00069195-0.00558769j 0.0137556-0.0035514j -0.0257536-0.00254139j -0.0105737+0.0209067j 0.00207629+0.0158612j -0.0319881+0.000549644j 0.0271448-0.0504582j -0.0533216+0.0215269j -0.0121567-0.00605745j -0.0153006-0.00323966j 0.00528825+0.0125409j -0.019207+0.0115368j -0.0207456-0.00130655j 0.00694614-0.000478182j -0.00651974+0.0189681j 0.00868813-0.000747423j 0.0201994-0.00231026j 0.00254408-0.0355007j -0.0117832+0.00232609j -0.00798998+0.050046j 0.0282124+0.0180251j 
0.00248454-0.00342728j 0.0011989-0.00357738j -0.00423779+0.000791078j 0.000979724-0.00167884j 0.00464581-0.00175476j -0.000354549-0.00599703j 0.00254038-0.00151347j 0.00389122+0.000967891j 0.00503573+0.00899093j 0.00296103+0.012793j -0.00267889-0.0017059j 0.00311578-0.00336585j 0.00959006+0.00141272j 0.00119124-0.0100742j 0.00336899-0.00664612j 0.0054155+0.00496456j 0.00686419-0.00221079j -0.00477927-0.00820942j 0.00182242-0.0017347j -0.00160384+0.0150425j 0.00287546+0.00446076j 0.00657259+0.00237521j -0.0105243-0.0115996j 0.00680672-0.00508925j -0.00759813-0.00939249j 0.00671776+0.0231121j 0.00247904-0.00014114j -0.00246053+0.0101094j -0.00544681+0.0128233j -0.010417-0.0205357j -3.05487e-05-4.34179e-06j -0.00359771-0.000500917j 0.00101204+0.00644768j 0.0011423+0.00197404j 0.000778207-0.00204559j -0.0010171+0.00431782j -0.00658895+0.00837393j -0.00250244+0.00751609j 0.00231285-0.00197939j 0.00565403+0.00418168j 0.00416395+0.00619505j -0.000263277+0.00869762j 0.00423914+0.0198762j 0.000179961-0.0220144j -0.00232814+0.00468697j -0.00222764+0.0150462j -0.0169458-0.0182258j -0.00484851+0.0110759j -0.00224864+0.0136117j -0.0147562-0.00409565j -0.00360295-0.00971313j -0.00720901-0.0152594j -0.0136178-0.0178258j -0.00384041-0.0154503j -0.0039606+0.00326783j -0.00232242-0.000894812j -0.0102504-0.0136008j 0.000274645+0.0104156j 0.0061815-0.00380381j 0.00601167+0.00831233j -0.00548896-0.0182586j -0.00348565-0.013423j 0.0170493+0.0254261j 0.00365179-0.005044j 0.0133939+0.00772761j 0.00394722+0.00799844j 0.0141511+0.0421463j 0.00593412+0.0088313j 0.00124512+0.0204292j 0.00924563+0.02707j 0.0162861+0.0200223j -0.00753269-0.00745605j 0.0176276+0.0195104j -0.00806452-0.0165593j -0.0203261+0.000471481j 0.00562373+0.0203773j 0.018994-0.0114402j 0.045837-0.00732011j 0.0141632-0.00252918j 0.0137063-0.0317549j -0.00158657+0.0113271j 0.0110679-0.0166423j -0.011219+0.0201119j 0.0172105+0.0055138j 0.00477775+0.0154793j -0.0174676-0.00646628j -0.00430065-0.000660621j -0.00361504-0.0124688j 0.0236154+0.000510081j -0.0112189-0.0533236j -0.0129248-0.00305517j -0.00320378+0.0330573j 
-0.00881434+0.0048949j -9.19088e-05-0.00064691j 0.00123482-0.00307819j -0.00442259-0.000965403j -0.000583638+0.00124378j -0.00506562+0.00185827j 0.000556813+0.0048321j -0.00389275+0.00827928j 0.0131868-0.00129119j 0.00399067+0.00361781j -0.0127985+0.00201163j 0.00364006+0.00173234j -0.000701477+0.000971078j -0.0192547+0.00351217j 0.00364194+0.00675068j 0.00357741+0.00430084j 0.00331317-0.00695655j -0.003154+0.00400646j 0.00300854-0.0131864j -0.00509767+0.00376348j -0.0016944-0.00133148j 0.00696754+0.00157344j -0.00574018-0.00633252j -0.0163594+0.00592886j -0.00526019-0.0162072j 0.0101186+0.00475842j -0.01066+0.0123021j -0.00026666+0.0117891j -0.00327938+0.0034721j -0.0138672+0.00381876j 0.00533864+0.00379673j 0.00230255+0.000130665j -0.00467101-0.0170574j -0.00244828+0.00194052j -0.00153141+0.00465958j -0.00502552-0.00732689j -0.00237541-0.0128854j 0.0053969+0.000288605j -0.00055497-0.00242569j 0.00120491+0.0102494j 0.00408335-0.00036009j 0.00294112+0.0131329j 0.00890261+0.0100454j -0.0117962+0.0126744j 0.00192371-0.00035184j 0.0146172-0.0100784j -0.000678649-0.00181619j 0.0153764+0.0107187j 0.00470668+0.00610411j -0.00513623+0.00769788j -0.0115561+0.00549307j -0.0177777-0.0100986j -0.00325905+7.7675e-05j -0.0119516-0.00048057j -0.00289673-0.00618256j -0.00675553-0.0158265j -0.0248267+0.00119887j 0.0181162+0.00281809j 0.000537925+0.0186802j 0.00697637-0.0177457j -0.000268246+0.00796688j 0.000201107+0.0193605j 0.014048+0.0168402j -0.0115481-0.00993791j 0.000497392-0.00208614j 0.00621019-0.0073447j 0.00566192-0.00700536j 0.0147663+0.0177946j -0.00496673+0.0162907j 0.00869678-0.00964178j 0.00267934-0.00789542j 0.0221291+0.0190371j 0.00085378-0.00947785j -0.0123723+0.00688759j 0.00756036+0.00503274j 0.0292308-0.00970755j -0.0233413+0.0216729j -0.0179626+0.00316121j -0.0487816+0.0104272j -0.0393076+0.00614621j -0.0143906+0.00689817j -0.0163036+0.00712619j -0.00589046+0.0297509j 0.00656053+0.0195844j 0.00310496-0.00108628j 0.00660611-0.0137793j 0.00477424-0.00242511j -0.00572385+0.000895552j -0.0129164-0.0354579j -0.00696299+0.00851477j 0.0137551+0.0187822j 0.0243709-0.0200058j 
0.000686782+0.0032541j -0.00739508-0.00015993j 0.00979385-0.00381265j -0.00188602+0.00173954j 0.00134559+0.00155447j 0.00173777-0.00249178j -0.0020094+0.000914332j -0.00583158+0.00582131j 0.0120945+0.00467403j -0.0125736+0.00178373j 0.0049985+0.00312988j -0.00235041+1.51257e-05j 0.0137336+0.00214672j 0.000550238+0.000703275j 0.0125407-0.00483489j 0.00107097-0.00360457j -0.00324949+0.0122731j -0.00578794+0.00399169j 0.00271737+0.00950747j 0.00340959+0.00974889j 0.00405451+0.00331177j -0.00233885-0.00932475j -0.00545202+0.00601248j -0.0049536+0.00902108j -0.0027886-0.00416348j 0.00640874-0.0028295j 0.00449952+0.00334672j -0.00383143+0.00798613j -0.000673899+0.00635955j -0.00127745-0.00508402j 0.0140265-0.0103169j -0.0124818+0.0034956j -0.00647054+0.00903774j 0.0022886-0.00280562j 0.00200747+0.00777934j 0.000483651+0.00550806j -0.000518492+0.00829342j -0.010927-0.00326322j -0.0132214-0.00488103j -0.00219144-0.0101041j -0.0119736+0.015012j 0.00777821-0.0112519j 0.0031166+0.00663009j -0.0178922-0.0198383j -0.000662915-0.0158073j 0.00760465+0.00747782j 0.00335879-0.00825738j -0.0136654-0.00307386j 0.0121255+0.00974068j -0.0117767-0.00358028j -0.0199099-0.0046503j 0.00199545-0.00953364j -0.00587307+0.00414634j -0.00404561+0.00734289j -0.0042552+0.00503873j 0.00846955+0.00481654j 0.00284613+0.0117392j -0.02611-0.00473068j -0.00808502-0.00869806j 0.010364+0.00443431j 0.00249456-0.0279522j -0.00373467-0.0315594j 0.0167932+0.0076753j 7.15611e-05+0.00903834j 0.0132783+0.0124123j -0.0171636-0.0208007j -0.00388802+0.00222824j -0.00433028+0.00844683j -0.00502539+0.0198283j 0.00344969-0.00731467j -0.0208732+0.00152302j -0.00426069-0.0217007j -0.0159994+0.0163098j -0.000969609-0.0101111j 0.023646+0.0251804j 0.00980511+0.00355148j 0.00405031+0.012632j -0.0446814+0.025589j 0.0154018+0.0155226j -0.0228009+0.0136491j 0.0154489-0.0271866j -0.0221395+0.0407511j 0.0011099+0.0202488j 0.0136831-0.000408657j -0.00142471-0.0146422j -0.00391925+0.000325138j 0.00815927+0.0126483j 0.0100658-0.00496654j -0.00588955-0.00516812j 0.000594781+0.00174001j 0.0228444-0.00194055j -0.00840971-0.0239351j 
0.00257511-0.00124436j 0.00302493+0.00054917j -0.00341335-0.00532259j 0.00969622-0.000365265j 0.00184853+0.00348557j 0.014147+0.0020518j -2.04634e-05-0.00228321j 0.000733897+0.00310133j 0.000964051+0.0043814j 0.00937746+0.00151358j 0.00525317+0.00224818j -0.00603563+0.00239798j -0.00697572+0.000773276j -0.00350606-0.00755735j -0.000940782+0.000462657j -1.76534e-05-0.00453006j 0.00404755-0.00485075j -0.00861224-0.00423419j 0.0136145-0.00177431j 0.00463355+0.000410404j 0.0108105+3.62664e-05j 3.09031e-07-0.0113349j -0.00463748-0.0127554j 0.000831279-0.00144009j -2.16338e-05-0.0146846j -0.00414146+0.002194j 0.00253027+0.00624588j 0.0012853+0.00183927j 0.00133727-0.00671072j -0.00820309-0.00856469j -0.00737779-0.0115333j 0.00675571-0.000385464j 0.00397299+0.00594851j -0.000387557+0.0105139j 0.00137647+0.000461572j -0.00186854-0.0102353j -0.00336833-0.000231241j -0.00333491-0.00550678j 0.0100533-0.000497101j -0.000742373+0.00143222j 0.00716797+0.0085152j -0.0154274-0.00648904j 0.0184411+0.0172439j -0.00624579-0.00353232j -0.0135265-0.00715624j -0.00180875-0.00100975j -0.0235953+0.00278787j -0.00584244+0.00154167j -0.0203056-0.0101163j 0.00157842+0.0163677j -0.00243465+0.0106494j 0.0147353+0.00376412j -0.00935069-0.015856j -0.000456376+0.00404125j 0.0104556+0.00776464j -0.00377823-0.00786542j -0.00380827-0.0155719j 0.00139633-0.00447899j -0.025847-0.013522j 0.0106215+0.0120027j -0.0233862-0.0219578j -0.00489606-0.00219821j -0.0181902-0.0208239j -0.0024488-0.0206017j 0.00223083-0.00746751j 0.00612196-0.007128j 0.0134712+0.025482j -0.00142681+0.0273753j 0.013825+0.0239061j 0.00151195-0.0176118j 0.00844704+0.00450623j -0.024606+0.00864987j 0.0186236+0.00972463j -0.00768305-0.0178905j -0.00013092+0.0266567j -0.00894561-0.00232149j 0.00479825+0.014628j 0.0202017+0.0195234j 0.0212193-0.0107429j 0.0132445-0.0146299j -0.00157507-0.0364231j 0.0208056-0.00483591j -0.00976252+0.0303156j 0.010868-0.00181484j 0.015121+0.0152013j 0.000764895+0.00575083j 0.0180642-0.0150837j -0.0118838-0.00807681j 0.00265751-0.00159937j -0.0141533-0.0119334j -0.0152075-0.0104637j -0.0115399+0.00355385j 
0.00199121+0.00404511j -0.00113602+0.00241022j -0.00395813-9.02536e-05j 0.00288333-0.00292551j 0.00305977-0.00280209j -0.00455135+0.00494113j 0.00453776+0.00769067j 0.00101879+0.00165278j -0.00732946+0.0013959j -0.00883496-0.00161344j -0.00290618+0.00129397j -0.00356178+0.00625656j 0.00530614+0.000502951j 0.00554561+0.0122097j 0.00191107+0.0178718j 0.0049704+0.00188005j 0.00477034-0.00164659j 0.0187069+0.00015882j 0.00664666-0.00370514j 0.00170635+0.00225461j 0.00478687+0.00475662j -0.00649514+0.0135368j -0.00799167-0.0149242j 0.00513085+0.0153237j 0.00229865+0.0139842j -0.00750233+0.00952981j 0.00481259+0.0195508j -0.00280304-0.00959348j 0.00702888+5.30858e-05j 0.00968374-0.000996918j 0.0112293+0.00345337j -0.000848551-0.0216618j 0.005675+0.00790403j -0.00230335-0.0112972j 0.00231909-0.00669752j 0.0166703+0.00364214j 0.00330941-0.00158156j -0.0151897-0.0070404j -0.0103018-0.00238563j 0.00105197+0.00424884j -0.0164284-0.00508433j -0.00348931+0.0117103j 0.0160157-0.0172157j -0.00619498+0.00547613j 0.00253286+0.00154749j 0.0079847-0.00790295j 0.00448847+0.00528547j 0.00942881-0.00901621j 0.00331507+0.00810849j -0.00263186-0.028397j 0.0132395-0.002859j 0.0134941-0.00219296j 0.000157946+0.0299152j 0.00786986+0.0301263j 0.00875745-0.0179708j 0.000807835+0.00294629j -0.0152544-0.00837263j -0.023436+0.0173222j 0.0147792-0.00115757j -0.0021295-0.0104961j 0.0124764-0.0278907j -0.00562931+0.0136715j -9.73201e-05+0.0348108j -0.000537617-0.0249915j -0.00026382+0.00806969j 0.00681279-0.00118071j 0.000127942+0.00989464j -0.0106685+0.0247394j -0.00401322-0.00167723j 0.00326293+0.00174495j 0.00084645+0.00916916j -0.00264754+0.0227899j 0.025356+0.00350158j -0.0190114+0.00306005j 0.0029259+0.0114429j 0.0239785+0.0158521j 0.0183296+0.0113709j -0.00818895+0.012629j 0.0247909+0.0179469j 0.0257527-0.00685214j 0.000966149-0.0415631j -0.0203083+0.0232332j 0.0160628-0.00227547j 0.00514872-0.018571j 0.00732912+0.0119463j -0.00123707+0.0114325j -0.00260994+0.025169j -0.0157996-0.00340664j -0.00580889-0.00264515j -0.00942236-0.00192402j 0.00844894-0.0146863j -0.0102702-0.0117333j 
0.00243161-0.000291163j -0.00866396+0.00448017j -0.00599343-0.000101381j 0.00566843-0.00500647j -0.00489524+0.0059921j 0.00632678+0.00183605j 0.0127697-0.00183301j -0.00822538-0.00403775j -0.00289391+0.00295081j 2.88632e-05-0.00041475j -0.000776566-0.00340127j -0.00299492+0.011743j -0.0101099-0.00404263j 0.000871833+0.00194359j 0.00834011+0.0191848j 0.000188028+0.00318044j 0.00268169-0.0131252j 0.00691893-0.00845615j 0.00290071-0.0135761j 0.00117328-0.00769809j 0.0130415+0.00331199j 0.00225307+0.00112741j -0.0107894-0.00398116j 0.0112907+0.00224572j 0.00662729-0.0159389j 0.00219632+0.00881374j 0.00912297+0.0133243j -0.0111594+0.00438147j 0.00416539-0.00228685j -0.00499902-0.0179201j -0.0023573+0.00415245j -0.00385842-0.0104965j 0.00384239+0.00230246j -0.0116622-0.00740045j 0.00123481-0.00123656j -0.00664063-0.00207852j 0.00236903-0.000582746j -0.00216721+0.00962025j -0.00503347-0.00758589j -0.00730389-0.00186323j -0.0105753-0.00783407j 0.00363248+0.00660782j -0.00881576+0.0207467j 0.0131021-0.01518j -0.00625-0.00296703j -0.0124988+0.0058368j 0.0148081+0.00117843j -0.00643262-0.0103374j -0.00641573+0.00401684j 0.00601799+0.0113647j -0.00356721-0.00423303j -0.00429346-0.0134368j 0.0073526-0.00910753j 0.00610103-0.00786183j -0.0019072+0.00271635j -0.0190372-0.00677984j 0.00199383-0.00952967j 0.00456767-0.0303114j 0.00012024-0.00503521j 0.00139423+0.00708622j 0.00699389+0.0156898j -0.00430004+0.00858388j 0.00195627+0.0110998j -0.000475356+0.00509221j 0.00046378-0.00402829j -0.00901161-0.00526173j -0.0129814+0.00347895j -4.06333e-05+0.00283792j 0.0115005-0.011835j 0.0113136-0.020116j 0.00723471-0.0305901j 0.0100474-0.0122049j 0.00630052+0.0145787j -0.0014138-0.00305029j 0.00775942-0.0180398j 0.00344878+0.00728465j -0.0021891-0.0135305j -0.0440772+0.00117783j 0.0142507+0.00180565j 0.00925126+0.0115717j 0.00370476+0.0132737j 0.0113038+0.00664886j 0.0084955-0.0294687j -0.0167549-0.00349387j -0.00170683+0.0122151j -0.000584119+0.00228895j -0.00287729+0.000776806j -0.00475605-0.00280957j -0.0130912+0.000399643j -0.00772947+0.0202398j 0.0119325-0.00865097j -0.00879264-0.00863042j 
0.00312987+0.000251719j -0.00180625-0.00166555j 0.0014807+0.00429843j -0.000305136-0.00336626j 0.00259507-0.0067007j -0.00859301-0.00201719j -0.00162336-0.000506289j 0.00575828-0.00441972j -0.00431832+0.00623381j -0.0130503-0.000803649j 0.00774772-0.00044519j 0.00900668+0.00658961j 0.0122598-0.000878418j 0.00231722-0.00688429j 0.0104014-0.00576576j -0.00681087-0.0078713j -0.00999112-0.00360086j -0.00421881+0.0115703j 0.00604461+0.00478689j -0.00125054+0.00300213j 0.0112424+0.000425482j 0.00638256+0.0134956j -0.00727535-0.00194842j 0.00846403-0.00362312j 0.00444403+0.00425546j 0.00312236+0.00130446j 0.0023268-0.0136823j -0.0143606+0.00705221j 0.00142336+0.000857074j -0.0099785-0.00688442j -0.00843845-0.00596085j -0.0158074+0.00890301j 0.0138312+0.0105997j 0.00611872+0.00350989j -0.0111347-0.00328444j -0.0105698-0.0101701j -0.00988257-0.0134658j -0.00959355+0.00273359j -0.0102621+0.00446441j -0.00108943-0.00679365j -0.0156935+0.018964j 0.00332103+0.00397182j -0.014247-0.00283863j 0.0073226-0.00907039j -0.0137419+0.00352323j 0.000993341+0.0113843j -0.00172859+0.00929705j -0.0117751+0.0042066j -0.00060495+0.00362402j 0.00770216-0.0174899j 0.0195436-0.0124581j 0.0186984-0.0137726j 0.00977666+0.0148952j 0.0165858-0.0142549j 0.00594585+0.0157772j -0.000787307-0.0204956j -0.00478552-0.0215702j 0.0139183+0.0313823j 0.00316438-0.0103334j 0.00482299-0.00162084j -0.0133785+0.00824763j -0.00402592+0.0209052j -0.0105373-0.0130928j -0.0159454-0.0160822j -0.0122564-0.017014j 0.00465973+0.0328563j 0.0064246+0.0105032j 0.00469731+0.00552406j 0.0168008+0.0174051j -0.00570845-0.0014368j -0.00438143-0.0111966j -0.00875964+0.00660494j 0.00426518+0.0159182j 0.000623197-0.015692j 0.0048175-0.00572478j -0.0155313-0.0148997j -0.00342628-0.00325881j -0.014216-0.00533299j 0.0055182-0.00534733j -0.0129082-0.0162211j -0.0276945+0.00357594j -0.00605744+0.0122332j 0.00483413-0.00680239j -0.00405475+0.0381619j 0.00222429+0.00418024j 0.0193054-0.00908617j 0.0178985+0.00563201j -0.0166219+0.0130312j 0.00242993-0.00282793j -0.00201253+0.0069942j -0.000577536+0.00657201j 0.00683185-0.00076732j 
0.00248805-0.000183645j -0.000978701+0.00303534j -0.00480616+0.0049202j -0.00732737-0.00379246j 0.00644713-0.00336792j 0.00821907-0.00302335j -0.00912344+0.00293022j 0.00332601-0.0060149j 0.00387013+0.00452816j -0.000523341-0.00210899j 0.00075951+0.00320194j 0.00513995-0.00246253j -0.00158181-0.0112493j 0.00199369+0.00461739j -0.000391739+0.0132608j -0.00280674-0.00109927j -0.00755577+0.00358839j -0.00441106+0.00664845j -0.00729839+0.00270349j 0.00239887-0.00372813j 0.00188657+0.0103035j 0.00117424+0.00496568j -0.0124917+0.0135947j 0.0171751+0.00603177j -0.00259803+0.00174893j 0.00234191-0.00134729j 0.0121629+0.00476506j -0.00420894+0.012002j 0.0107366+0.00688459j -0.00570988-0.00651918j -0.00382771+0.000692561j -0.0020586-0.0172835j 0.00959169+0.0228406j -0.00344484+0.00401202j -0.00191685+0.00558702j 0.0031013+0.012334j 0.00802809+0.000903708j -0.0081524-0.00196076j -0.00588941+0.00607423j -0.00905296+0.00300009j -0.000854452-0.00687573j -0.00719932+0.00262422j 0.0045815+0.00642542j 0.00201856-0.00538057j -0.00812618+0.00178253j -0.00479579-0.00343947j 0.0145808-0.00124762j -0.00385955-0.0168603j 0.0040768+0.00491816j -0.00526519-0.00774225j 0.00696107-0.00371888j 0.0113674-0.00348843j 0.013581+0.015898j 0.0202996+0.0153165j 0.0102434+0.00483554j -0.00985146+0.00657778j -0.00536545+0.026391j -0.00266575-0.0222944j 0.00309472-0.000230788j -0.00985684+0.00352344j -0.0278777+0.00569793j -0.00566938+0.000677186j 0.00753881-0.0126315j -0.0177373+0.00170278j -0.0166304+0.0145807j -0.0171398-0.0147928j 0.00286302-0.0197715j 0.0263065-0.0326195j 0.00127999-0.00680938j -0.0130524-0.00978648j 0.00510266+0.00206921j 0.0132453-0.0114123j 0.0121536-0.0132363j 0.00139923-0.00890996j 0.00153304+0.0133425j 0.00647668-0.005177j 0.00673067+0.00276853j 0.0215051-0.00679391j -0.0150397+0.0190049j 0.0137833-0.00970327j -0.0219454-0.0223188j 0.00251771+0.00082246j -0.00715497+0.0207813j -0.00742914-0.00864296j -0.0130637-0.00524252j -0.022315+0.0154893j 0.00127009-0.0129644j 0.00647782+0.00371377j -0.00223604+0.00991214j 0.00682693+0.00163308j -0.00789234+0.00879679j 0.00371537+0.0135351j 
