0.00132321+0.0117301j -0.0060784-0.00744772j 0.00235457-1.1538e-05j -0.000978552-0.0111005j -0.00130824-0.00348655j 0.00378485+0.00413088j -0.00221697-0.00476761j -0.00101708-0.00954065j -0.00199024-0.00892235j 0.00288604+0.00502733j -0.000723655-0.00125786j -0.00028924-0.00445352j -0.0030077+0.0051421j 0.00395518+0.0102712j -0.000916877-0.0037476j 0.00192842+0.000206484j 0.00477266+0.00980087j -0.00165364-0.00666291j 0.00199155+0.00300079j -0.00368452-0.00851297j -0.0026593-0.00294208j 0.00342321+0.01084j -4.48953e-05-0.00205712j -0.00151286+0.000430023j 0.000910229+0.000694062j -0.00176427-0.00507493j 0.00118263-0.00794642j 0.000284763+0.00228223j -0.000266483-0.00803116j -0.00226-0.000134279j -0.000952458+0.00375587j 0.00394331+0.0048082j 0.000213978+0.0101917j -0.00291325-0.00769275j -0.00109957+0.00701828j 0.000519439-0.0123097j 0.00276894-0.00685632j -0.000378932-0.00053513j -8.79183e-05-0.00235542j -0.000412053+0.00477177j -0.00505302+0.00708172j -0.000463369+0.00093108j -0.00387523+0.00807922j -0.0027096+0.000640337j -0.00220331-0.00190954j 0.00025667+0.00635251j 0.00130661-0.00223104j 0.00574563-0.00674685j 0.00475152-0.00404045j -0.00034474+0.010288j 0.00236508-0.00577499j 0.000456937-0.000177016j -0.00621196+0.00653952j -0.00361668-0.000464312j -0.00420511-0.00230754j -0.00626149+0.0134691j 
-0.00355004-0.00175313j 0.00124921+0.00274332j 0.000354931-0.00200434j -0.00308501-0.00279222j -0.00547368-0.00495812j -0.00131341+0.000558749j 0.000915004+9.35117e-05j 0.00227163+0.00220041j -0.00391037-0.00258682j 0.00157819+0.00125493j -0.00205092-0.00284524j 0.0039756+0.00133632j 8.76312e-05+4.10322e-06j -0.00240762-0.00328952j -0.00303755-0.0018749j 0.00410117+0.00138385j -0.000346647+0.00311115j -0.00216316-0.000737144j -0.000633437+0.000412732j -0.00199901-0.00251326j 0.00216834+0.00300917j 0.00375779+0.000617168j -0.000496955+0.000885621j 0.000931552+0.00489317j -0.00105087+8.55681e-05j -0.000971393-0.0025843j -0.00200071+0.00158939j 0.000403662+0.00200199j 0.00655684+0.000400072j 0.000850757-0.000548915j 0.000836881-0.00179469j 0.000248962-0.000445569j -0.00518866-0.000276812j 0.000757023+0.00138583j 0.00102615+0.000235693j 0.003988+0.00325074j 0.00464364-0.000527964j 0.00386327+0.00647401j 0.00367002+0.00391953j 0.00521635+0.0074148j -0.00506903-0.00427166j 0.00669696+0.00824989j -0.0021959-0.00301734j -0.000898818+0.00207963j 0.00123615+0.00433659j 0.00986508+0.00344869j -0.00314923+0.00680987j -0.0022997-0.00466475j 0.00216072-0.0034373j 0.000808619-0.00695853j -0.000494753-0.00494266j -0.00402402-0.00396848j 0.00344776-0.00642196j -0.00246856+0.00785151j 0.00302029+0.00247428j -4.96526e-05+0.00265824j 
-0.00217528+0.00153848j 0.00388284+0.00248338j -0.00128189-0.00106594j 0.00221367+0.00169327j -0.00118789+0.00230432j 0.00221613+0.00192377j 0.00282741-0.00324245j 0.0001043+0.00130241j 0.00037203+0.000719558j 0.00243416-0.000922726j -0.0040725-0.00112718j 0.0021733+0.000349737j 0.00127763-0.00379579j 0.00073274-0.00351269j 0.000329229-0.00463591j -0.00107222+2.32134e-05j 0.00259709-0.00033215j -0.000492728-0.00302512j 0.00451495+0.00177919j -0.000166612-0.000538853j -0.00255847-0.00124826j -0.000791442-0.00208183j 0.00198426+0.000362669j 0.00565492-0.00157628j 0.00255558+0.00229623j -0.00372242+0.00080876j 0.00343311+0.00294715j 0.00458205-0.00682754j -0.00463904-0.00397834j -0.00090352-0.00193994j 0.000527284-0.00480362j -0.00202394+0.000745533j 0.000185177-0.00354991j 0.00218475-0.00454009j 0.000781125+0.00165398j -0.000224467+0.00452754j -0.00645469+0.00593284j -0.00256936-0.00993139j -0.00217579-0.00264733j 0.00529901+0.00359143j -0.00301501-0.00493329j 0.00114952+0.00898248j -0.00353938+0.00491764j 0.00290348+0.00364435j 0.0119297+0.000632708j 0.00217788-0.0077127j 0.00336265+0.0138798j -0.000715813-0.00407322j 0.00690768-0.00528423j -0.0036354-0.00302157j -5.08602e-05-0.0066566j 0.00345093+0.00231111j -0.00126048+0.00411291j -0.00160224+0.00387785j -7.09128e-05-0.00277732j 0.00286553+0.00721197j 
0.000103117+0.00325869j -0.00146328-0.000901293j 0.0012295+0.00147619j 0.00445562+0.00161334j 0.0014916+0.00137479j 0.00240144+0.000152238j 0.00220514+0.0016419j -0.00290973-0.0020763j 0.0020556-0.000588065j -0.00021447+0.00213665j 0.000152774+0.000180804j 0.000776593-0.00029809j 0.00310198+0.00416766j -0.000518132-0.00329417j 0.00253523-0.00311749j -0.000434888+0.000753769j -0.00490798-0.0019969j -0.00214636+0.0011261j -0.00210656-0.000591305j 0.00185044+0.000467718j -0.000934603-0.00020945j -0.000342329+0.00359632j 0.00259499+0.00190404j -0.00790991-2.51827e-05j -0.00173809-0.00258655j 0.000688705+0.00337139j -0.00157252+0.00139355j 0.00264261-0.00512477j 0.00408572+0.00437024j -0.00163609-3.05314e-05j -0.000203437-0.000662045j 0.00125045+0.00142898j 0.00125818-0.00293829j 0.000693766-0.00320237j -0.000216343-0.00241055j -0.00568926-0.00406951j -0.00297445+0.00170311j 0.00561337-0.00430286j -0.00700612-0.00283705j -0.00156105+0.00140394j 0.00315657+0.00215754j -0.000692953+0.00729077j -0.00246572+0.0056589j 0.0015323-0.00409094j 0.00480593-0.00543011j 4.19815e-05-0.00151821j 0.00381107+0.00735644j -0.000158049+0.00604315j 0.00286118-0.00168j 0.00315455-0.00256338j 0.00169462+0.0041469j -0.00106659+0.00372691j -0.000500049+0.0070359j -0.00224018-0.00222993j 0.000156043-0.000777352j 0.00199553+0.00145492j 
-0.00101964+0.00133669j 0.00101785-0.00175912j -0.00128572+0.00143121j -2.75131e-05-0.00169017j -0.000990484-0.00476047j 0.00038041+0.00024685j 0.000238463+0.00424037j -0.000803241-0.00267239j 0.000454212-0.00512861j -0.000392181+0.0046255j -0.00188852-0.00168478j -0.000414454+0.000843441j -0.000832902+0.00829751j 0.0024062-0.00449604j 0.000502652-0.00347759j -0.000597147+0.00179267j -0.00148927-0.00162852j -0.00071714+0.00133051j -0.000619216-0.00297932j 0.000545922+0.00256272j -0.00316313+0.00461165j -0.000458382+0.00863094j -0.000726385+0.000880736j 0.00120018+0.00133601j 0.00336318-0.00250207j -0.00307778+0.00416643j 0.00259336-0.000419276j 0.00272203+0.000543794j -0.000209163+0.00564104j -0.00115469+0.00019314j -0.000735121-0.00375877j 0.00192835-0.000285139j -0.00190871-0.00298676j 0.00390524-0.0032774j -0.00021123-0.00328263j 0.00358912-0.00284492j 0.000684348-0.00316848j 0.000842641+0.0058596j -0.00082624+0.00546716j -0.00532841+0.00696908j 0.000173131-0.000716257j -0.0068798+0.00668818j -0.00291409+0.00122598j 0.00745851-0.00147379j 0.00492181-0.00141542j 0.000310122-0.00337659j -0.000937903-0.000920105j -0.00393265+0.0062504j 0.00218043+0.000661773j 0.00744362-0.00277917j -0.00248052+0.00151581j -0.00332662+0.00345967j 0.00227653-0.000720763j -0.00268153+0.000868417j -0.000101016-0.000747932j 0.00181019+3.25567e-05j 
-0.00444063-0.000750669j 0.00378144-0.000265899j -0.00305455-0.00220974j -0.00173752-0.0029363j -0.00280077-0.0022719j 0.00331826-0.00166477j 0.00524111+0.00209246j -0.000438659+0.000785158j 0.00106413+0.000267083j 0.00352823-0.00162715j -0.00420462+0.000983674j 0.00336396-0.00102992j 0.00548164-0.000417166j 0.00530453+0.0019106j 0.00736916+0.00553933j 0.000108736-0.00311862j -0.000870499+0.00519394j -0.00290444+0.00434354j 0.00341583+0.00274027j 0.000614553-0.000352187j -0.00181125+0.00168026j 0.0022363-0.00534808j 0.0037759-0.00259692j 0.00758238-0.00122127j -0.00133585+0.00136827j -0.0018451-0.00441442j -0.00167768+0.00246366j 0.0099587+0.002297j 0.00357153-0.00536166j -0.00251679+0.000790042j 0.00383421-0.00284311j 0.000932624-0.00670618j 0.00532548+0.00421017j 0.0106536+0.000470459j 0.00149706-0.00104983j -0.00100204-0.0030756j -0.0081888-0.0106732j 0.013471+0.0066973j -0.00226658+0.00705364j 0.000434039-0.000909894j 0.000179072+0.00370967j -0.00226696-0.0117413j -0.00255092-0.00902723j 0.00303224-0.00129083j 0.0054328+0.000386538j -0.000521953+0.00138252j 0.00568762-0.0084456j 0.0085802+0.00430276j 0.00105592+0.0136251j -0.00513969+0.00434379j 0.000181911+0.00387267j 9.62271e-05+0.00851675j 0.00189455-0.00616128j 0.00275211-0.000471616j -0.00225863-0.00110233j 0.00467907+0.00542542j 
-0.00157541-0.00294544j 0.0040504+0.000126636j -0.00235706-0.00097552j -0.00166874-0.000534484j 0.00239372+2.71806e-05j 0.00151927+0.0026337j -0.00615484-0.00432097j 0.00226955+0.00250043j 0.000900619+0.0012973j -0.000703733-0.00375625j -0.000922212+0.0027942j 0.00242422+0.00196575j -0.0032439-0.00421751j 0.0039747-0.00325608j -0.000710552+0.00496427j 0.000130127+0.00317215j -6.30328e-05-0.00599469j -0.00517345-0.00523834j 0.00325558-0.0020385j 0.000249145-0.00419291j -0.00304685-0.000724363j 0.000781713-0.00510462j 0.00505931+0.00196795j 0.00151905-0.0132824j 0.00333803-0.00611557j -0.00117198-0.00030492j -0.00291748-0.00414162j 0.000398469+0.000884017j -0.00556634+0.00806055j -0.00197424-0.00214289j 0.00274907+0.00104963j 0.000793415+0.00471369j 0.00278824+0.000423269j 0.00924914+0.00583287j 0.00253335+0.00270172j 0.00154503-0.00267953j -0.000838731+0.00476424j -0.00095221+0.0141265j 0.00129436-0.0059463j 0.00317332-0.00264145j -0.00377766+0.00515653j -0.00375591+0.00294269j 0.000242451-0.00476286j 0.00488971+0.00237384j 0.0028033+0.000718739j -0.00784585+0.010779j -0.00274329+0.00150652j 0.00498453-0.000725325j 0.000572238+0.000524822j -0.00150223+0.00893458j -0.00431036+0.00090806j 0.00531176-0.00587102j 0.00105239-0.00152607j 0.000123761+0.00165306j -0.00355512-0.0016624j 8.85348e-05+0.00244448j 
-0.00131704-0.00111296j -0.00355259+0.00160685j 0.00309856+0.00111908j 0.00603446-0.000457225j 0.0049306+0.000694709j -0.00127935+0.00105549j 0.0021437-0.0035759j -0.00165919+0.00181923j 0.00335398-0.00102236j -0.00127025+0.000570266j 0.00380653-0.00113438j 0.000816012+0.00153153j -0.000893504-0.00249388j 0.00372325+0.000736237j 0.00113404-0.00142627j -0.00161924+0.00317448j 0.000144791-0.00293754j 0.00205723-0.00290179j -0.000167186+0.000470474j 0.00169538+0.00224019j -0.00122292-0.00268218j -0.0024907+0.00374359j -0.00322955+0.00164354j -0.00483096+0.000202263j 0.000205343-0.00352158j 0.000347153+0.00020955j -0.00124387-0.00437395j 0.000844496+0.00327101j -0.00316468+0.00481643j 0.00019187-0.00153844j 0.000261863+0.00412022j -0.00237507+0.00272254j 0.00238068+0.00188482j -0.0050254+0.0103259j 0.00191964-0.0022288j -0.000620389-0.00187291j 0.00198583-0.00107868j -0.00672003+0.00675649j -0.00151982+0.000246386j -0.00612114+0.00127066j -0.00269888-0.0007397j -0.00670261-0.0017073j 0.00170849-0.00387301j -0.00592389+0.0043155j -0.00145107-0.000518667j -0.00229832+0.00497604j -0.00348865-0.00197523j -0.00540084+0.00359537j 0.00210241+0.00390949j -0.000772476+0.00439525j -0.00188289+0.00210658j -0.0018996-0.0041048j 0.00415042+0.00394553j -0.00456833-0.00265123j 0.00365783+0.00404633j 0.000618584+0.000102519j 
0.000424834+0.000822219j 0.000256452-0.00108277j 0.000239496+0.00292567j 0.000921449+0.000907164j -0.00238721-0.00023118j 0.00173018-0.000421846j 0.00386481-0.00182439j -0.00213634-0.00116105j -0.000975325-0.00268441j 0.00356379+0.00010744j -0.00416406+0.000889654j 0.000466682+0.00160419j 0.00519597+0.00105889j -0.00122764-0.00167157j 0.000714545-0.00436408j -0.00170522+0.000344947j 0.00158051+0.000853257j 0.00203118-0.00101927j 0.00076798+0.000572795j 0.00243307+0.00197094j 0.000633295+0.00183397j 0.00265293+0.00470529j 3.77902e-06-0.000969713j -0.00250675+0.000658666j 0.00105591-0.00298091j -0.000267003+0.00308555j 0.00167317-0.00615467j -0.00052509+0.00105157j 0.000969508+0.00358185j -6.98303e-05-0.00357454j -0.00423995+0.00256369j -0.0043626-0.0018223j -0.0035014+0.00264248j -0.00873244+0.00634145j -0.000529817-0.00283744j 0.00347598-0.00308049j -0.00227911-0.00523183j -0.00370567+0.00916743j 0.000186667+0.00529435j 6.90631e-05+0.00474008j -0.00261195+0.000535829j 0.00348371-0.000501496j 0.000227067-0.0018236j -0.00290187-0.00322246j 0.000549399-0.00564609j -0.00770709+0.000417088j 0.00561804-0.00579749j -0.00382734+0.0109019j -0.00316524+0.00115806j -0.00366917-0.00308089j -0.00287858+0.00203283j 0.00451427+0.0025244j 0.00236777-0.00159523j 0.00145841+0.00187096j -0.0023472+0.00154732j 0.00459806+0.000515828j 
-6.06634e-05-0.000139591j 0.000298908-0.000986592j -0.000419903+0.000896404j -0.00559747+0.00103584j -0.00592549-0.000985514j 0.000407634+0.00194979j 0.000994454+0.00101782j 0.00131619-0.000695855j -0.00443612+0.000411198j 0.00294591+0.000543854j -0.00332884+0.00108213j -0.000565663+0.00188088j 0.0039663+0.00345631j -0.00265152-0.00382183j -0.000870147+0.00206714j 0.000975742-0.000420437j 0.00206065-0.000700102j 0.00236185-0.000267571j -0.00123213-0.000996619j 0.0010924-0.000610643j 0.00530869+0.00213215j 0.00656406+0.00031921j -0.00120082+0.00253133j 0.000692119-0.00793696j -0.00126728-0.00337674j 0.0013981+0.00282308j -0.00128011-0.00402828j -0.000814959-0.0013251j 0.000920155+0.00359054j 0.00202107+0.000689768j -0.00345302+0.000177177j -0.0033207-0.00287238j -0.00311086+0.00172876j -0.00439184-0.00608219j -0.00440202+0.000422611j 0.00155453-0.0038565j -0.00274042-0.00307651j 0.00310794+0.00166468j 0.00799285-0.0038245j 0.00607637+0.00271936j -0.00117517+0.00210822j 0.00187896+0.00633778j -0.00208058+0.00021964j 0.000262594-0.00802134j -0.000503782-0.00143867j -0.00418795-0.00033064j -0.00753202+0.00248162j 0.00138118+0.00125911j 0.000321255-0.00431473j 0.00052507-0.00575061j 0.000111142+0.00199871j 0.00245283+0.00368133j -0.00514179-0.00575382j 0.00310838+0.00279954j -0.000730123-0.0010787j -0.00244111-0.0011915j 
0.00153349-0.00206216j -0.00109177+0.00106922j -0.000408182+0.0022991j -0.00150155+0.0031229j -0.000133214-0.00154953j -0.0014612+0.00111908j 0.000181376+0.00252067j -0.00355888+0.00102061j -0.000485331-0.00161748j 0.000419481+2.37427e-07j 0.00151502-0.00359424j -0.00274987+0.00354535j 0.0036332-0.000890468j 0.00410893-0.00265989j 0.00286393-0.00330145j -0.0018421+0.000358273j 0.000392042+0.00146231j 0.00249521-0.0027113j -0.000649544+0.00249001j 0.00297873-0.00256986j -0.00106875+0.00128996j 0.00200709-0.00169109j 0.00117464-0.000122361j 0.00208787+0.0030849j 0.000829242+0.00213147j 0.000278618-0.00176625j -0.000554364+0.000100032j 0.00302374+0.00394396j -0.000258212-0.00147977j 0.002554-0.00434542j 0.00205898+0.0014003j -0.00243626-7.21844e-05j 0.00106486-0.00103898j 0.00161438+0.00502133j -0.00181314+0.00518469j -0.0044048+0.00415328j -0.00750339+0.000916594j -0.000530681+0.00471021j 0.00241043+0.00235914j -0.00435488+0.00835497j 0.00575308-0.00647481j -0.00938751+0.00523844j 0.000563824-0.00571633j -0.00215069+0.00122779j -0.00409406+0.0105784j -0.00181407+0.00947146j -0.0137317-0.00346664j 0.0107453-0.00319926j 0.00444375+0.00629061j 0.00596738-0.0040316j 0.00922084-0.0021816j 0.00884739-0.00182215j -0.00046592+0.0010276j -0.00691434+0.000384387j -0.00496325+0.000417044j -0.00606605+0.00237934j 
0.00343065+0.000129739j 0.00194703-0.00202549j -0.00186862+0.00278718j 4.22442e-05+0.000994913j 0.00230806-0.00026505j 0.000227616-0.00163338j -0.00526497+0.000236173j -0.000499499+0.000351014j 0.000429787-0.000836745j -0.000180099-0.00248364j -0.000332528+0.00050687j -0.00224259-0.000704342j -0.00209865-0.00282912j -0.0022769+0.000553152j -0.00391475-0.00305777j -0.000309255-0.000215314j -0.000853382+0.000701921j -0.000993185-0.000819279j 0.000272021-0.000823897j -0.000403287-0.00117067j -0.00352701+0.0017232j -7.44414e-05-0.00169984j 0.00374944-0.00472015j -0.000541556+0.00590437j 0.00214342+0.00129994j 0.000459119+0.000839291j 0.00291391+1.48722e-05j -0.00702308+0.00279127j 0.000148259-0.00169309j -0.00132083-0.00333457j -0.000684568+0.00150654j 0.0012807+0.00305106j -0.00335276+0.00147644j -0.000740688+0.00472724j 0.000537936+0.00390937j 0.00146268+0.00573413j 0.00293694+0.00396239j -0.00802037+0.00509228j -0.00440832+0.00479288j -0.00118806-0.000542707j 0.00263955-0.00189205j 0.00691935-0.00230604j 0.00581528-0.0006733j 0.000529784+0.00255054j -0.00629944-0.000378307j -0.00493401+0.00401731j 0.008787-0.00804971j 0.00368641-0.000306078j -0.00805461-0.00167117j 0.000712253+0.00057687j 0.00081652-0.00293899j 0.00712851-0.00541091j 0.00437878+0.000619635j 0.000718893+0.00308508j -0.00649903-0.000836178j 0.000730167-0.0019833j 
0.00193825-0.00187307j -0.00328015-0.00116673j 0.00069528+0.000522939j -0.000312264-0.0019929j 0.000314087-0.00291434j 0.000137106-0.00171797j 0.00328731+0.00306042j -0.000917891+0.00241908j 0.00181197+0.000919819j 0.0014254+0.000551262j 0.00339451+0.000848675j -0.00142467+0.000589607j 0.00397664+0.00163258j -0.00198405-0.000422758j -0.000405013+0.00358964j 0.00208662+0.000821825j -0.00494029+0.00261873j 0.00219167+0.00350735j -0.00309725+0.000800636j 0.00149805-0.0029214j 0.00237885+0.00362099j 0.00348256-0.000238029j -0.00281184-0.00159234j 0.00234451-0.00927518j -0.00339053-0.00142695j 0.0077147-0.000484j 0.0025286-0.00487744j -0.00439066-0.00428459j -0.000310671+0.00264809j 0.00443581+0.00427294j -0.00602738-0.000316891j 0.00477449-0.00646138j -0.00144352-0.00162909j -0.0103401-0.0112556j 0.00124601-0.000697978j -0.00349662+0.00012952j 0.0064521+0.0034928j -0.00769871-0.00518366j -0.000189434+0.000761683j 0.00243049-0.00217671j -0.00169526-0.00177846j 0.00661719+0.00206974j 0.0125095+0.00178178j -0.000404126-0.0134768j -0.00352334-0.00611161j -0.0077894+0.00281922j 0.00349054-0.00475217j 0.00363252-0.00529169j -0.00336212-0.00247073j -0.000458867-0.00368435j 0.00177864+0.00139477j 0.00345438+0.00119633j 0.00469244+0.000418359j -0.00142919-0.000547813j -0.00275811+0.0029551j -0.00138776-0.00184546j 
-0.000190929-0.00115881j -0.000149268-0.000496209j -0.000191091+0.00161267j 0.000687997+0.00221964j 0.00117828+0.00278841j -0.00255494-0.000492577j 0.000535259-0.00198479j -0.00010953+0.00179798j -0.000325019-0.0012829j 0.000273228+0.00249658j -0.000638651-0.00712901j -0.00234368-0.00370815j -0.00239247-0.00100956j 0.00450883+0.00613763j -0.00103563-0.00562089j -0.00108964-0.00461804j 0.00593272+0.00807657j 0.00185344-0.00254855j 0.00261655+0.000384043j 0.00256598+0.0036918j -0.00153358+0.00505347j -0.00337907+0.00496484j -0.00429433-0.000456687j 0.00364568-0.00708614j 0.00500485+0.00222026j -0.00209422-0.00284613j 0.00593568-0.00531609j 0.00171411-0.00673682j -0.00690928+0.00202616j 0.00127755-0.00539874j -0.00464901+0.0064112j -0.00240671-0.00669974j -0.00100165-0.000620677j -0.0009697+0.00414223j 0.00148691-0.0057663j 0.00266164+0.00792041j 0.00197906-0.00305055j -0.0050657-0.00192583j 0.00512978+0.000694126j -0.00113016+0.00176262j -0.00286455+0.000382036j -0.00487008-0.000234571j 0.00416523-0.00608188j 0.00336721+0.000100432j 0.00358193-0.00271529j 0.00292291-0.0104447j -0.0028651-0.00601828j -0.00650868+0.00127681j 0.00386699-0.000162483j -0.00153989+0.00355604j -0.00175857-0.0029768j 0.00105094-0.000612623j -0.00128947+0.000399907j -0.000791392-0.00100303j 0.000525643+0.000804397j -8.95311e-05-0.000595618j 
0.000224398-0.000191872j 0.00217164-0.000556059j -0.00343195-0.000537589j -0.0058616-0.000207239j -0.00374796-0.00118449j -0.00176257-0.000205031j -6.0294e-06+0.000835439j 0.00212315-0.00108766j -0.00171044+0.000133861j 0.0016603-0.000108821j -0.00407787+0.000505147j -0.0028169-0.000671793j -0.000203771+0.00172751j 0.00212151+0.000456103j -3.70315e-05+0.00114853j -0.00217573-0.0035811j 0.00772228+0.0030231j 0.00158311+0.00229776j 0.00224356-0.000744317j -0.000929737-0.000948459j 0.00301616+0.000993061j 0.000417915-0.00100831j -0.00136174+0.000355445j 0.00423544-0.00413302j 0.00550924+0.00418376j -0.00358872-0.00133905j 0.00292677-0.000259145j -0.0053831-0.000351666j -0.00372148-0.00431106j 0.00187638-0.000659587j -0.00137772-0.00143235j -0.00446584-0.00566109j -0.00508115-0.00069459j -0.00369341-0.00544909j -0.00335012-0.000643273j 0.00667748+0.00263285j 0.000331874-0.00334351j -0.00585347-0.00365759j 0.003991+0.00143536j 0.00134274-0.00357264j -0.000296646-7.90358e-06j -0.000265457-0.00600996j 0.000850184-0.00262302j 0.00151339-0.00380117j -0.00118911+0.00025242j -0.00493249-0.00746147j -0.000509213-0.00609631j -0.00181309-0.00370052j -0.0019623-0.00162302j -0.000354953-0.000167056j -0.00210198-0.00356882j 0.0030311+0.00381462j -0.00225091-0.00515199j 0.00216859+0.00116952j -0.00140868-0.00205531j -0.000764587-0.00103291j 
-0.00352461-0.000954517j -0.000302859+3.68869e-05j -0.00348485-0.00113609j -0.00240786-0.00205538j 0.0014853-0.00307018j -0.00203789-0.00101556j 0.00329147-0.000456181j 0.00198984+0.00118242j 0.00446766-2.41506e-05j -0.00354639-0.000334784j 0.0018257+0.00216408j 0.000492743+0.000529835j -0.00233497-0.00226184j 0.00739577-0.00258474j 0.0130135+3.6561e-05j -0.00465342+0.000202128j 0.00560042-0.000249528j 0.00115666+0.0061787j 0.00256017-0.00118607j -0.00446094+0.000777257j 9.05981e-05-0.00221128j -0.00933286-0.000762163j -0.000865778-0.00386375j -0.00972435-0.00701584j 0.00309846+0.00109607j -0.00736321-0.00259984j 0.00170658+0.00275306j -0.00616145-0.00149738j -0.00337181+0.000766827j 0.00525535+0.00350399j 0.0017059-0.00553708j -0.00572156-0.00550399j -0.00132797-0.00432975j -0.00869751-0.0122052j -1.2716e-05-0.00269833j 0.00247849+0.00228832j 0.00163213+1.22737e-05j -0.00556412-0.00773527j -0.00450288+0.00319386j -0.0108968-0.00712518j 0.00595059-0.00119292j -0.0121616-0.00670486j -0.00380691-0.00453628j -0.00701341-0.00404677j -0.000304396-0.00267287j -0.00182538+0.00258835j -0.00127218-0.00511612j -0.00703067-0.0129052j 0.00730368+0.0014335j 0.00574079+0.00802793j -0.000275359-0.000995175j 0.00110091+0.00134221j 0.00156787-0.00104939j -0.00499979-0.00383578j 0.000171115+0.00329202j 0.00278557+0.00133721j 
0.00270959+0.00257924j -0.0026402+0.000792139j 0.00138453-0.000138118j 0.00153573-0.0014229j -0.0021873-0.00101945j -0.00239954-0.00246086j 0.00594133+0.00152105j -0.00362588-0.00187656j 0.00179491+0.000945528j -0.00163769-0.00195317j 0.00171078+0.00231277j -0.00243584+0.0018842j 0.000935665+0.00295582j 0.00130257+0.000481413j -0.00174344-0.000355512j -0.000634214+0.00196203j 0.000292683-0.00571788j 0.0054623-0.000393246j -0.00104339-0.00109599j 0.001912-0.00379909j 0.00078516-0.0031244j -0.00115795-0.000117343j -0.00629437+0.00883796j 0.0155464+0.0035293j 0.00454298+0.00544656j 0.000967346-0.00071528j 0.00444178+0.00367234j 0.00547131+0.00273243j -0.0112516-0.00630987j 0.0028956+0.00212027j -0.00362066-0.00122062j -0.00115566+0.00769069j 0.00216885+0.000634972j -0.00693411+0.00565874j 0.00110715+0.00452312j 0.0025665-0.00468207j -0.00361045+0.00487538j -0.00998032+0.000267604j 0.00399716+0.00368557j -7.64504e-05+0.00146265j -0.00847428-0.00230303j -0.0064668-0.00462042j 0.00267324+0.00256945j 0.00263762+0.00171973j 0.000804082+0.00836507j -0.00802771-0.00285516j -0.00320532-0.00309525j -0.0019735-0.00136686j 0.00203422+0.00494563j -0.00349982-0.00406484j -0.000776681-0.00443603j 0.00104396+0.00369479j 0.000811041+0.00168607j -0.000894849-0.00200396j 0.00154756+0.000789918j 0.000471729-0.00183539j 
-0.001145-0.00113387j -0.00282301-0.000977877j 0.00321519+0.000384605j 0.00329081-0.000798154j 0.00239822+0.00216426j 6.8764e-05-0.00143053j 0.00260918-0.000283131j -0.000185725+0.00178911j -0.00241139-0.00188142j 0.00498972-0.00361581j -0.00534081-0.00517152j -0.00196681+0.000970425j 0.00213268-0.00306606j 0.00372996+0.00460765j -0.00538762+0.00101982j -0.00185565+0.00261957j 0.00667581-0.00103843j 0.000740532+0.00108619j 0.000294647+0.000184268j 0.00571952+0.00461745j 0.00358842+0.0046421j 0.00356363+0.00285761j -0.00601597+0.00184626j 4.92359e-05+0.00280341j 0.00158223-0.00816841j 0.00257053-0.00212294j -0.0047767+0.00185076j -0.00246915-0.00316916j -0.00150415-0.00331614j -0.00408735+0.00668593j 0.0016539+0.00350012j -0.00812075+0.00365855j -0.000808918+0.00390846j -0.000468833-0.00298394j -0.00296325-0.00248067j 0.00321379+0.00249408j -0.00438107-0.000706728j -0.00308604-0.00426914j 0.00180028+0.000287272j 0.000507575+0.00578523j -0.00385924+0.000796385j 0.000422321+0.00194886j 0.00158386-0.00144392j -0.00324363-0.000783912j -0.00546407-0.00347548j -0.00465509-0.0102354j -0.00591316+0.000765359j 0.004883+0.00304898j -0.000663951+0.000115842j -0.00370557-0.000135307j 0.000977628-0.000896978j 0.00160858+0.00047545j 0.00151352+0.00119584j -1.24673e-05-0.000487582j 0.000460037+0.0022674j -0.000411047+8.44967e-05j 
0.00190231+0.00191262j 0.000660252+0.000781811j -0.000889552-0.000135093j -0.00132335-7.17974e-05j -0.00321441-0.00100262j -0.00182486-0.00142393j 0.00136587+0.000955474j -0.00108122-0.00186771j 0.000780546+0.000515874j -0.00166721+0.000842216j 0.000466849+0.000969648j -0.00215346-0.000411947j -0.000106335+0.00373825j -0.000456539-6.82625e-05j 4.10726e-05-0.000701815j 0.000130387-0.00386254j 0.000586116+0.00137034j 0.00168086-0.00291164j 5.65664e-05-0.00134297j -0.00171882-0.0051243j 5.17936e-05-0.00166729j -0.000821503-0.0016742j 0.00014462+0.00678228j 0.00567907-0.00374655j 0.00278964+0.00979742j -0.00167032-0.00295312j 0.00289769-0.000665274j 0.00199336-0.000397929j -0.00353235+0.000542685j 0.00228299-0.00544347j -0.00167538+0.00266099j 0.00123828-0.000691053j 0.000149182-0.00261033j -0.00126511+0.00698057j -0.00016056+0.00164459j 0.00188442-0.000477356j 0.000393597+0.000640856j -0.00352672+0.00446507j 0.00184486-0.000398473j 0.00158046-0.00382065j -0.0026599+0.00231674j -0.000381703-0.00418709j 0.00106856-0.00295756j 0.00268139-0.00087402j 0.00234597+0.00466814j -0.00210012+0.000111783j 0.000418125-0.00257054j -0.00247649-0.000856076j 0.000559615+0.00153038j -0.000941654-0.0010843j -0.0011015-0.00346036j 0.000628463+0.00165846j -0.00124416-0.000666515j 0.000539207-8.325e-05j 0.000566154-0.00144499j 6.82389e-05-0.00115137j 
