0.0120266+0.000294565j -0.0520695-0.0758463j 0.00702636-0.0672341j 0.00421934-0.0401416j 0.0296685-0.048136j 0.00274854-0.0479382j -0.0407897+0.0217858j 0.0379238-0.0150203j -0.0126725+0.00537877j 0.0173961-0.044825j -0.0403161-0.00407253j 0.0384136-0.0141583j 0.00538349-0.0108819j 0.0186182+0.0068193j -0.00783785-0.00226409j -0.00446428+0.0203029j 0.00191537-0.000300782j -0.0128839+0.0100532j 0.010984-0.0084816j 0.0202461-0.000830081j -0.0166905-0.00488509j 0.00684742+0.0169688j -0.00467772+0.00757398j -0.0343747+0.00212987j -0.0260043-0.0190046j -0.00252626-0.0168096j 0.00671111-0.0141394j 0.00809186+0.0106447j -0.00779577+0.0118873j 0.00165684+0.0034188j 0.0188155+0.00473295j 0.0085289-0.0197954j 0.00472798-0.0170592j 0.00734516-0.00695915j -0.00335379+0.00415068j 0.00215504+0.00214564j 0.00699908-0.0147555j -0.0222609-0.00776415j -0.0286902-0.0102684j 0.00231962-0.0196259j 0.0174563-0.0127384j 0.0205837+0.00129957j -0.016323-0.00449651j -0.0168932+0.00414493j 0.00220511-0.00809532j 0.00105272-0.00735945j -0.00304559-0.00362337j 0.00685313+0.000643994j 0.0211705-0.00268173j 0.0305005+0.0386809j 0.00213105+0.00420549j -0.0297975-0.00160053j 0.000812262+0.00910472j 0.0315713+0.00658663j 0.00940101+0.0155936j 0.0101829-0.00562143j 0.0149053+0.0192362j 0.029007-0.00705529j -0.00200835-0.0394669j -0.0360836-0.0423488j 0.0295764+0.00494235j -0.0133192-0.0803388j 0.0455146-0.0956686j -0.0925991+0.00428832j -0.0608706-0.0332894j 0.0243276+0.0719677j 0.0780563-0.0139559j 0.0183707-0.00231782j 0.0259435-0.0573847j 0.0900782+0.0354312j -0.0330429-0.0042827j -0.141822-0.128713j 
-0.00901221+0.0461047j 0.0212357+0.00485207j 0.0282299+0.0175293j -0.026124-0.0175497j -0.005492-0.00240734j 0.0128431-0.0101828j 0.0375768-0.0223048j -0.00229013-0.0258795j 0.0144072-0.0641482j 0.0116468-0.00630357j 0.0466825-0.0211575j -0.054132-0.0313494j 0.0282881+0.0043003j -0.060802+0.0121854j 0.000367327-0.0368618j 0.0160748+0.0530681j -0.00671851+0.0237068j 0.0150161+0.0136866j -0.0148026-0.0036112j -0.0102142+0.0319696j 0.00202278+0.0244712j -0.0334274-0.0207302j 0.0215747+0.011001j -0.0135759+0.0333426j 0.0262695-0.00492781j -0.000102892+0.0303934j 0.012254+0.0199947j -0.0237066-0.0194364j 0.00509658+0.00515065j 0.0089444+0.00684721j -0.0118676+0.0261048j -0.0208236-0.0180814j 0.000597625+0.0266846j -0.0111348-0.00912653j -0.0124919+0.00760838j -0.00719685+0.00722106j -0.0150849+0.0388847j 0.0108896+0.0443491j -0.00972188-0.0407666j -0.0222703+0.0172477j 0.0210719+0.0497122j -0.0361124-0.0258343j -0.00376146+0.0191597j 0.0237509-0.0491842j 0.0311652-0.0131772j -0.0169469-0.000988579j 0.0248727-0.000616446j -0.0492855+0.0655903j -0.0114219-0.00990739j -0.0657498-0.00748137j 0.018308-0.0698248j -0.0862811+0.036946j 0.040518+0.00489366j 0.0159538+0.0204705j -0.0446557+0.0296142j -0.0187908-0.0048462j -0.0535954+0.039325j -0.0852044-0.0269093j -0.0341756+0.0710863j 0.000694053+0.0198076j -0.00640774-0.151772j -0.0280276+0.0858213j 0.00254251+0.0279886j -0.040119+0.00827152j 0.0757443+0.0408146j 0.0270874-0.116494j -0.080693-0.0274502j -0.0663871-0.0921818j -0.0969539+0.0829756j -0.0626657-0.00557847j 0.0311885-0.0194544j -0.0320261+0.141078j 
0.0352711-0.0632189j -0.0160605-0.01433j -0.0498219+0.0378343j 0.0365759+0.00734432j 0.0286308-0.000867686j -0.00456186+0.00888578j -0.000203081+0.0130274j 0.00590628+0.0297564j 0.00646309+0.0286806j -0.00849545-0.00510721j -0.0319753+0.0299441j 0.0100842+0.0381279j -0.0392778-0.0173373j 0.0216443+0.0157758j 0.0138399-0.0242282j -0.0398484+0.0146406j 0.0165549+0.000998071j -0.00881872+0.00192418j 0.0224225+0.00573707j -0.000388069-0.0245174j -0.000146629-0.0320289j 0.0124484-0.0066216j -0.0276623+0.0219033j -0.0156138-0.0192541j 0.0156795-0.0249054j 0.0055122-0.0126838j -0.01537-0.00576064j -0.00642038+0.0128612j -0.0193187+0.0263708j 0.00989126+0.00184598j 0.00338461-0.00676918j -0.000935193+0.0140804j -0.011876-0.0186601j 0.00205444-0.0152448j 0.012369+0.00246624j 0.00177439+0.00427083j 0.00202479-0.0037637j -0.0107297-0.0188999j -0.00111124+0.0102216j -0.00166307+0.00875859j 0.024905+0.00514929j 0.0087624+0.00391264j 0.0251752-0.0412878j -0.0317632+0.0304603j -0.0386296+0.00798178j 0.0323288-0.0297104j 0.0197531+0.00317658j 0.0083786-0.00609838j -0.00483997-0.0249628j -0.0214759+0.0425581j 0.0428313+0.0271775j -0.0592037+0.0166173j -0.0303067+0.0064095j -0.0517045+0.00570605j 0.0187599+0.0214214j -0.0149924-0.000477144j 0.0133898+0.0130607j 0.0341969-0.0482654j -0.052494+0.0212328j 0.0319666-0.0763413j 0.060005-0.0249268j 0.00765644-0.00244863j 0.0287467+0.000394394j 0.00795353+0.0213362j -0.0818869-0.0286796j -0.0518989+0.0291279j 0.0899481+0.0242177j -0.0376022+0.0955881j -0.0153741+0.034707j 0.0446777-0.0144467j 0.00218105+0.000524923j -0.00196788-0.0581399j 
0.042529+0.0435639j -0.00515448-0.0162382j 0.0200372+0.0263405j -0.0069424-0.0782852j 0.0086082-0.0280315j -0.0141757+0.00449286j -0.033226+0.0350034j 0.0181756+0.0120173j 0.0131851-0.022804j -0.0129512-0.0477647j -0.00555574-0.0116387j 0.0192416-0.0160045j -0.00480428-0.022938j -0.0297246+0.0336225j 0.0190026-0.0493138j 0.00592121+0.0366154j -0.00443481-0.0164821j 0.029686+0.0201031j 0.0205602-0.0297564j -0.0156048+0.0204758j -0.0194662+0.0139052j -0.0254086+0.00339318j 0.0114505-0.0046381j 0.00739494+0.015716j 0.0195268-0.00242013j 0.014091-0.00367191j -0.000217143+0.0062728j 0.0227757+0.012732j -0.00979256+0.0171625j -0.0316357+0.0135407j -0.00726693-0.0184279j 0.00562032+0.0139793j -0.000838303+0.00484665j -0.0151603+0.00415372j -0.0334475+0.0279914j 0.0201588-0.00940506j 0.0361643-0.000863853j -0.00257473-0.00964779j 0.0595864-0.0329402j -0.0402976-0.00445023j 0.0145027-0.00099814j -0.040174-0.000179349j 0.0169754+0.0181107j 0.0653952-0.0189706j -0.0165201+0.0492376j 0.00725904-0.0312612j -0.0459461+0.0102692j -0.0439228+0.0515268j 0.0181875+0.0688522j 0.0352342+0.043381j -0.00978812+0.0361314j 0.0642405+0.0257535j 0.0196431+0.0424268j -0.0316442-0.03142j -0.030818+0.018275j -0.0488067+0.0217722j 0.0179923-0.0226628j -0.065577-0.102353j 0.0219539-0.0250287j 0.0380064+0.0616582j -0.0275803-0.0135088j 0.0146389-0.0429636j -0.073602-0.0543326j -0.103575+0.0151791j 0.03541-0.00740188j 0.104822+0.0147708j -0.00529387-0.0687329j 0.00264446-0.146379j -0.03189-0.0456299j 0.0588815-0.082721j -0.0315398-0.0966848j -0.0462732+0.0441015j 
-0.0571738+0.0121332j -0.043468-0.0171353j 0.0171656-0.0323231j 0.0366644-0.0180578j 0.0545441+0.00212874j 0.0555128-0.0204154j 0.0185963+0.0308744j 0.00136162+0.0648744j -0.0353459+0.0276684j 0.0571188-0.0161618j -0.034626+0.0374194j -0.0311079-0.00261754j -0.0258889+0.0352651j 0.00571641-0.00730146j -0.0197295-0.00225958j -0.0307607+0.0162737j 0.00552566-0.00385134j -0.00430496+0.000273109j 0.0211335-0.0605579j 0.0254129+0.00274086j 0.00603964-0.0119066j -0.025466-0.0101048j -0.0245489+0.0321119j -0.0285706+0.00328609j 0.0168562-0.033111j -0.0262815-0.00554082j -0.00854753+0.00768846j 0.00668225-0.0221782j -0.00904956+0.0293983j 0.024494+0.0113896j -0.0348062-0.00213405j 0.0164876+0.0201574j -0.0140907+0.0103022j 0.0103502+0.0109613j 0.0374645+0.00412401j 0.0527533+0.0357898j -0.0529957+0.0220436j -0.0439294-0.0168701j -0.0340147+0.0484761j 0.0303921-0.00111157j -0.00404693+0.0305289j -0.00423533+0.02784j 0.00498206-0.0124282j 0.0282827+0.0615509j 0.00836206+0.0277803j 0.00191685-0.024265j -0.00379979+0.0473375j -0.070243+0.00500063j -0.0171655-0.00358487j 0.0396737-0.0156538j -0.0135204-0.0140695j -0.0571113-0.0218187j 0.0647038-0.0143387j 0.0843119-0.0333855j -0.0464243+0.00781554j 0.0501303-0.0579539j -0.0234922-0.00625587j 0.0288618+0.00819704j -0.077961-0.0749066j 0.0377286-0.039908j -0.0145949-0.0714057j 0.0662802+0.0015029j 0.109395-0.0625412j -0.0801971+0.0217356j -0.0374027-0.0215892j 0.068823-0.0570419j 0.0674611+0.0325708j -0.0455607-0.105014j 0.0444787-0.0535316j -0.027485-0.0127513j 0.0734152-0.0571973j -0.063923-0.0185364j 
0.0205654+0.00295104j 0.0361821+0.0197367j 0.0199533-0.0260616j -0.00421691+0.0166796j -0.0076322+0.0113539j -0.0182447+0.0308202j 0.0297816+0.00564198j -0.0398073-0.0778871j 0.00193699-0.0317306j -0.0271059+0.0311333j 0.0142745+0.00540424j 0.0102746+0.00965097j 0.00100871-0.00411339j -0.0204338-0.00060463j 0.0340912-0.0179611j 0.00267531-0.0277675j 0.0486016+0.0416502j 0.00796009-0.0143121j 0.0253757-0.012783j 0.0372475+0.0214437j 0.0190561-0.010024j 0.0287916+0.0294245j 0.00744537-0.0295357j 0.0402576+0.00503504j 0.0127419+0.0321602j -0.0315559-0.0292575j 0.00716131+0.0479432j 0.0139197-0.0163838j 0.0052377-0.0558928j 0.0199326+0.00844746j -0.00957233+0.0383656j -0.0376877+0.0178573j -0.00577296-0.00262702j 0.00414841+0.033534j -0.0205879-0.0122822j 0.00434764+0.0114868j 0.0129398+0.0193223j 0.00348633-0.0185481j -0.00511975+0.0481208j 0.0466489+0.014458j 0.0279232-0.0833977j -0.0196176+0.0118581j 0.0273773+0.0134542j 0.00491985-0.0305292j -0.0226108-0.0618383j 0.0150676-0.0701595j 0.0102182-0.0479051j -0.011616-0.0306761j -0.00921769+0.0610989j 0.02036-0.0993691j -0.076665+0.0405923j 0.102141-0.0199115j 0.115945-0.0458685j -0.0738354-0.0277979j -0.0115629-0.0143279j 0.0434365+0.13215j 0.0226494-0.0446197j -0.0450798+0.0703176j 0.0471613-0.0211222j -0.0725849-0.0373603j 0.0358227+0.073101j -0.0436158-0.0190392j -0.1219+0.0499971j 0.0196986+0.0566172j -0.0898882+0.0558672j 0.0502294+0.0851752j -0.0302539-0.111259j 0.0563695-0.0171996j 0.0880832-0.069813j 0.0111798-0.0350038j -0.0527771+0.0186333j 0.0569214-0.048871j 
0.0194191-0.0329065j -0.00678073+0.0163038j -0.00475883-0.0163739j 0.0192344+0.0164513j 0.0341622+0.00965132j -0.0140671-0.0309251j 0.0305772-0.0040966j 0.0148258-0.0360025j -0.0301774-0.0432217j -0.0185443-0.0307745j -0.00475661+0.0124167j -0.00943677+0.0111764j 0.00718469-0.0562319j -0.00435987-0.00335759j -0.0111804-0.0764137j -0.0509399+0.0173373j 0.0247299+0.0150307j -0.0124403+0.026877j 0.0206764-0.0373394j 0.015595-0.00727234j -0.0312026+0.00353086j -0.0162582-0.0190641j -0.0180995-0.0110827j -0.0241027-0.0115217j 0.000450564+0.000722349j 0.00377412-0.00193243j -0.0409035-0.0139883j -0.0224527-0.0147934j 0.0109512+0.0392251j 0.0182157+0.0342472j 0.0252824+0.015235j -0.0487558-0.0359856j -0.00702756-0.0370416j -0.0316983-0.00456111j 0.00694061+0.0161655j 0.0291312-0.0199155j -0.0232627+0.0133322j 0.00838318-0.034428j -0.0147122-0.0493815j 0.0274973-0.00505007j 0.0316605+0.0290997j 0.0504407-0.0563974j 0.0477937+0.027246j -0.0126414+0.0193459j 0.00893008+0.0222033j 0.00513889+0.06079j 0.0217508+0.0286739j 0.0116538+0.0299486j -0.0962837-0.0124922j -0.0183691-0.0333766j 0.0587224+0.0522311j -0.0282679-0.0364792j 0.0519546-0.0183615j -0.0655767-0.0687628j -0.0269465-0.0166915j 0.00781741+0.0260917j -0.0269216-0.0335235j 0.00303338-0.0511287j 0.0782897+0.0357149j -0.0682782-0.0808173j -0.0473562-0.0479896j 0.0421821-0.0462281j -0.0236308-0.0157154j 0.0517276-0.0615034j -0.0318833+0.052827j -0.0926112+0.0287334j 0.0188747+0.00148111j 0.0533337+0.0565731j 0.102767-0.0878343j -0.055444-0.0747946j 9.12687e-05+0.101064j -0.0144373+0.0190077j 
0.0128754+0.0197536j -0.0291289-0.0292974j 0.0346729-0.0566754j -0.0300498-0.0429395j 0.0270763-0.0422878j -0.000379705-0.0728049j -0.00955352+0.0111974j 0.0486979-0.0129943j -0.0406365-0.00245257j 0.00619346-0.0412983j -0.0123913-0.0073739j 0.00242813-0.0278692j 0.0289612-0.0191344j -0.00879141-0.00961122j -0.0539959-0.00884568j 0.0146884+0.0252874j -0.000800292-0.0271878j -0.00332283-0.00584381j -0.00641544-0.0232748j 0.0398485-0.00931249j -0.0322253-9.71478e-05j -0.0365495-0.0185819j 0.0105723+0.0284595j -0.0409238+0.00281612j -0.00908114-0.012002j 0.0202525+0.0100167j -0.00877183-0.0297549j 0.02513-0.0264586j 0.0381635+0.0379999j 0.0189968+0.00584583j 0.02721+0.0269409j 0.0114307-0.0358465j 0.0550802-0.0226431j -0.0128638+0.00133256j 0.00168881-0.0254004j 0.0232383-0.00962894j -0.0209084+0.00165569j -0.0061696-0.0134013j -0.0392327-0.0290375j 0.0159052+0.00124514j 0.0262091+0.00444303j 0.0477276-0.0515311j 0.0194861-0.0249354j -0.0169503-0.0271161j 0.0248651+0.0125626j 0.00540404+0.0736205j 0.0280634+0.0105819j 0.00260648-0.0264109j -0.0127839-0.0329065j 0.0723572-0.0214427j -0.0822083+0.00589316j 0.0351457-0.0127744j 0.00674311+0.00855228j -0.00126102-0.122707j -0.00985903-0.0637757j -0.0237597+0.0165442j -0.057551+0.0188497j 0.0249292-0.120859j 0.105759-0.028303j -0.0768508+0.0550621j -0.0195645+0.0511674j 0.0484712-0.0701154j 0.0734444-0.0598416j -0.105587+1.88677e-05j 0.00350086+0.0414747j -0.0384074+0.122956j 0.0705663+0.0618153j 0.118112-0.102982j 0.0794351-0.0323774j 0.0734456-0.0217134j -0.013324+0.0383765j -0.0494204-0.0743568j 
-0.0559889+0.0210134j 0.0387176+0.0362096j 0.0336381+0.00624817j -0.00455965+0.0350842j -0.026104+0.00186718j 0.0270116-0.00471236j 0.0110322-0.0508455j 0.0090187-0.00410152j 0.0170326-0.015506j -0.00631492+0.00894772j 0.0231209-0.000397948j -0.031888+0.0223389j 0.0448122-0.0140106j -0.00661751-0.0242624j 0.00188095-0.0234903j -0.0192023+0.00906032j -0.0167749-0.0205198j 0.00393439+0.0184348j -0.00998009-0.0258302j -0.0175531+0.00793633j 0.0105485+0.0306334j 0.00323127-0.0439227j 0.0086334+0.00584086j 0.00196235-0.00824417j -0.0050826+0.00266763j 0.00667758-0.013427j 0.00746984-0.0106539j -0.0322101-0.00786783j 0.00383255+0.000927865j -0.0143911-8.22045e-05j 0.00309766-0.00262135j -0.000354378+0.00138j -0.0279103+0.00681527j -0.0130448+0.0334752j -0.00301608+0.0259753j -0.00975771-0.0218864j -1.51272e-06+0.00420151j 0.00738344+0.00155015j 0.0107875-0.034341j 0.0124695-0.025034j 0.0314254+0.0218241j 0.0577146-0.0150919j 0.00502431+0.016345j -0.00796442+0.0222234j -0.00304134+0.0944152j -0.096045+0.0360953j -0.0448317+0.037871j 0.0174137+0.0725905j -0.0692601-0.0100809j 0.0325351-0.0778938j 0.0294198+0.0733513j 0.0324196-0.053812j 0.0153767-0.00350322j 0.0650237-0.0100513j -0.0487305+0.000613209j -0.00760579-0.0978187j -0.013003-0.0099563j 0.0381375+0.0281388j 0.0522157-0.0104479j 0.0514135-0.0166233j -0.104144-0.025189j 0.0792573-0.000145681j -0.0431135+0.0567784j 0.11722-0.145259j 0.0683231+0.0396251j -0.0752098-0.0847662j -0.123009+0.0481132j 0.0601096-0.0364506j 0.0223198-0.0712681j -0.0800344-0.00519492j 0.00187692+0.00787228j 0.0556263+0.0631046j 
-0.0455243-0.00966401j 0.0272403-0.00511728j -0.0261118+0.0470344j 0.0140237+0.0364453j -0.0126487-0.0143022j -0.00135963+0.00508616j 0.00148639+0.00833223j -0.00601983-0.0227593j -0.0461993-0.00957278j 0.0474725-0.0166381j 0.0235326+0.0339403j 0.00485567-0.0391372j -0.0258276-0.00927803j 0.0225747-0.0179768j -0.047804-0.00270286j -0.0059289-0.0100832j -0.0254399-0.0155415j -0.0296231+0.0154198j -0.0238516+0.011293j -0.0209898+0.0492067j -0.0348737+0.0290272j -0.0168454+0.0101019j -0.00582136-0.0393281j 0.0119068+0.015906j -0.0374007-0.0212006j -0.021424+0.0386637j -0.0258367+0.0509338j 0.00763016+0.00494036j -0.00285008-0.0120244j 0.0281555+0.0289256j -0.0195476-0.0148387j -0.0324025+0.0257088j -0.0112251-0.0171091j -0.0225076-0.0214086j 0.0328007+0.0026091j 0.0129209-0.0277291j -0.0157157-0.0104011j -0.0930453-0.00975161j -0.0216457-0.00562056j 0.0358532+0.0534522j -0.0858149-0.0637101j -0.0582032-0.0252239j -1.8291e-05+0.0476666j 0.0563672-0.00562001j 0.0571336-0.0488012j 0.0511111-0.0747551j 0.0564633-0.00675202j -0.0232387-0.0276637j -0.0195242-0.0014309j 0.00953099+0.0804122j 0.0176387-0.0230719j -0.0491191-0.0049192j 0.00720026+0.13322j -0.044072+0.0656586j 0.0244285-0.0170324j -0.00542847-0.0053289j 0.0389681+0.000442676j 0.0109898+0.0780294j 0.020739+0.0411099j -0.0375424-0.0725168j -0.0330032+0.0303718j -0.0567436+0.043467j 0.0981402+0.0381836j -0.0160602-0.0727258j 0.0164086-0.107106j -0.0265387-0.0567701j 0.0125017+0.00964921j -0.0374761+0.0725441j -0.040711+0.130127j -0.0227762+0.0456722j 0.0173336+0.0407976j 0.0282477+0.0247912j 
0.0512478+0.0338911j 0.0171645-0.00723232j 0.0134892+0.0625953j 0.0168253-0.0442543j 0.00434945+0.0332656j -0.00872131+0.0382941j -0.0437862+0.0233601j -0.0140954+0.0397584j -0.0328255+0.00908761j -0.0403991-0.000759456j -0.0145873-0.00663493j 0.0648177-0.00654427j -0.0121662+0.0796228j 0.0246638+0.0175674j -0.0215198-0.0242074j -0.00938272+0.041531j -0.00382456+0.00479654j 0.00653204+0.00193641j -0.0110111+0.040071j -0.00574206-0.00843344j -0.0458988-0.0460945j 0.00210312+0.0238954j -0.037502-0.00574537j -0.0359576-0.0122196j -0.0318782+0.0160662j 0.0154386+0.00286513j -0.0435328-0.032355j 0.0330751+0.0133156j 0.00808542+0.00313982j 0.018749-0.0155918j -0.0244658-0.0461225j 0.0279756-0.012957j -0.00743945-0.0207847j 0.00706721-0.0421964j -0.0212431-0.0222538j -0.0269527+0.0227694j 0.0108878-0.0157198j 0.00290056-0.0464316j -0.00650723-0.0473198j -0.0491535+0.0118322j 0.0145885-0.00885788j -0.00473426+0.0187181j -0.0223666-0.0145573j 0.0103352+0.0518905j 0.0399793+0.0194175j 0.0353266-0.000751646j -0.0297203-0.0408644j 0.0147273-0.0250312j -0.00351977-0.0483748j -0.0206192+0.0497992j 0.0132922-0.0306007j 0.0293054-0.0676404j -0.0394408+0.0765404j -0.0167061-0.0771128j 0.00814468+0.0217037j -0.00444127+0.0372755j -0.0466497-0.0297937j 0.035215-0.0866298j 0.00334155-0.00795452j 0.113704+0.0308425j -0.0330719-0.0458577j 0.00308965+0.115507j -0.0626787-0.0360283j -0.0118065+0.116152j 0.00588523+0.11222j 0.124299-0.0559006j 0.0145314-0.0640502j -0.0494714+0.019896j -0.12195+0.0705733j 0.0142314+0.0665814j -0.0946393+0.0130595j -0.0973138+0.0244176j 
-0.0185696-0.00422149j 0.033215-0.0443264j 0.0329723-0.0429542j -0.057676+0.0175045j -0.0299902-0.0354379j -0.0703531+0.0163133j -0.0103719-0.0235256j -0.0229308+0.0050664j -0.0302627+0.00358947j -0.0243563+0.00687899j 0.0150411-0.0417403j 0.0372093-0.0366926j 0.0163586-0.00126627j 0.0470519-0.0350781j 0.00772362+0.0237178j 0.0134742-0.0459309j 0.0586261+0.023625j 0.000782005+0.0365605j 0.00459855+0.0178176j -0.0295276-0.0136099j -0.0319292+0.0219141j 0.0661042+0.0342044j -0.00191571-0.0527679j 0.0354797-0.00455959j -0.0214055+0.020981j 0.0214147-0.0431187j 0.017943-0.0567312j -0.051548+0.0437048j -0.00512251+0.00597257j -0.0557042+0.062125j 0.0125008+0.021705j 0.019669-0.0499481j 0.0381491-0.0167522j -0.0341022-0.0412804j -0.047848+0.0337854j -0.085941+0.0189891j 0.0124451-0.0352721j 0.0389994-0.0101191j -0.00229923-0.00937759j -0.0122385+0.0412161j -0.0766754+0.061749j 0.0388151-0.0316968j -0.0811016+0.0562132j 0.023634-0.0149688j -0.0258428-0.0427191j 0.048736+0.000601771j 0.000419544+0.0262453j 0.0824667-0.0387j -0.0250588+0.0205776j 0.0372695-0.0189851j 0.0272569+0.0108788j 0.0389942+0.0128566j -0.0281106+0.035517j -0.00941959+0.0999767j 0.0530824-0.0196264j -0.0131633-0.0218635j 0.111442-0.0114042j -0.0983137+0.0180318j 0.0115511-0.00214573j -0.00966938+0.0245054j 0.0454574+0.018455j -0.114439-0.0704463j -0.0252449-0.0844162j 0.0674794-0.0658255j 0.0220855-0.13011j 0.0186572+0.0947238j 0.0250627-0.0130618j 0.0601773-0.0827033j -0.0259948-0.0204645j 0.0763237-0.0357773j 0.0312078-0.104445j 0.0791592-0.0835978j 
-0.00574123-0.0319351j -0.000879584-0.0250113j -0.00280371-0.00422012j -0.02705-0.0163312j -0.00361451-0.0508003j -0.0242696+0.0160055j 0.0119402+0.0415218j 0.0427656+0.00156287j -0.0321111+0.0287901j -0.0270572-0.00598193j -0.0391794-0.0133385j 0.008179-0.0380962j -0.0397713-0.0509579j 0.0107756-0.0284674j -0.00995991+0.0293784j 0.0181998-0.00974111j -0.0159897-0.0309292j 0.00557965-0.0170711j -0.0227759-0.0456392j -0.0383593-0.000754178j -0.00541968+0.0194825j 0.0139997+0.00572986j 0.0135181-0.00153419j -0.0178137+0.0328556j -0.0426864+0.00454495j -0.00666441+0.0394043j 0.0216887+0.00395068j 0.0391534+0.037097j -0.00695814-0.0113382j 0.00129679-0.0342622j 0.00399476-0.0149999j -0.0191992-0.000723221j -0.0119927+0.0196066j 0.0285727+0.0138069j 0.0410668-0.0210302j 0.00425231-0.0048421j 0.00489121+0.000651192j -0.0239894+0.0426748j 0.031121-0.0137156j -0.0383883-0.0509187j -0.0511702-0.0295597j -0.00153616+0.0299985j -0.0545875+0.0115361j 0.0340711+0.0560948j -0.0107158+0.0294776j -0.017483+0.00504498j 0.0150571+0.0150274j -0.0515291-0.0776157j 0.0250348+0.0102638j -0.00393389+0.0823463j 0.0404899-0.0294684j 0.00937998+0.00079252j -0.0569722-0.00784543j 0.0128012+0.00559753j 0.0312718-0.0139387j 0.0782447-0.00577014j 0.00825293-0.0273019j 0.0880495+0.016026j -0.0426393-0.0721884j 0.0217768-0.00483262j 0.0218522+0.0705647j 0.0169025-0.0203151j 0.101309-0.0774815j -0.0474649+0.0718078j -0.0668798+0.00335461j -0.0165349+0.007481j 0.0852132+0.0422589j -0.00531178+0.0590289j -0.0214203+0.0595453j 0.060501+0.0404238j 0.0013699+0.0515392j -0.0239428-0.097663j 
-0.0258703-0.00403507j 0.0444078+0.0394459j 0.0264734+0.0251853j 0.0107021+0.0360849j 0.0270658+0.0348658j -0.0699051+0.00454307j -0.00992097-0.0166751j 0.0406902+0.0137233j -0.00863191+0.00157676j -0.0406631-0.0257325j 0.0217686+0.0221131j 0.00796312-0.0182987j -0.0162509-0.0217418j 0.0150862+0.00394615j -0.0134684-0.0048306j -0.0344392-0.0280894j -0.00143881-0.00501564j 0.0122598-0.0138745j 0.011076+0.037094j -0.0411522-0.0238361j -0.0461511+0.039968j -0.0293201-0.0663448j 0.0693529-0.0663599j -0.00152495-0.0336338j 0.0402317-0.0061013j 0.0201079-0.0134231j -0.0269431-0.0222271j 0.0236591-0.0218124j 0.051682+0.0504859j 0.0532589+0.0772469j 0.0312309-0.0112373j 0.0106464+0.0632458j -0.0231272-0.00641727j 0.0273599+0.0138446j -0.0318335+0.00357822j 0.00684305+0.0784364j 0.0949369+0.020189j 0.0439907-0.00359241j -0.017049+0.00503436j 0.00625457-0.0406266j -0.0429493+0.00407122j -0.0274554+0.0270223j -0.0137259-0.0010367j -0.00430886-0.0554615j 0.0303459+0.00168615j 0.0736242+0.0675842j 0.0442367-0.0380306j 0.0139287-0.0795456j 0.00418915-0.0461622j -0.0422514+0.014172j -0.00942233-0.0841423j 0.0848179+0.0430555j 0.0377556+0.0593378j -0.0547645-0.123054j 0.00259869-0.101783j 0.08515+0.0808826j -0.104556-0.026873j -0.0423869-0.0205656j 0.166438-0.0328743j 0.0132629+0.0333247j 0.0268152-0.0254072j 0.0792375+0.0602905j 0.0809943+0.0324225j 0.060331+0.103866j 0.0282856+0.0979443j -0.0341598+0.0210441j 0.0228372+0.0466471j 0.0498844-0.0684861j 0.0434026+0.0172264j -0.0497527-0.069385j -0.0139588+0.0168868j 0.0870604+0.012148j 
-0.0184747+0.0214956j -0.0105968+0.0464105j 0.0140292+0.025005j 0.0195333+0.0134785j -0.00289942+0.00568874j 0.0241652+0.0319111j -0.0306866+0.00505848j -0.0165-0.00711774j -0.0100272+0.00783442j -0.0334846-0.0297158j -0.0388774+0.0357415j -0.0424483+0.0140273j -0.0269872+0.0568105j 0.0442125+0.0514971j -0.0200847+0.0469568j -0.00122304-0.0372344j -0.011411+0.000986266j -0.0581307+0.00897204j -0.00748443+0.0264108j -0.0156018-0.00443575j 0.0494069-0.0368075j -0.0570296-0.0286026j -0.0268452-0.0405438j 0.0243434-0.00893208j -0.0477477-0.0147092j -0.00867504-0.0577379j -0.0296196-0.0392937j 0.0103421-0.0444071j -0.00821088-0.0543394j -0.0175502-0.0300679j 0.0269374-0.0229933j 0.0651006+0.0175569j -0.058731+0.0674909j -0.00351597-0.0414503j 0.00760931-0.0571106j -0.0492164+0.0193188j -0.0114994-0.00665024j -0.0101003-0.0142613j -0.0501228+0.0726728j -0.0274358-0.0149018j 0.0674465+0.000936513j 0.0676542-0.0538321j 0.0216009-0.0111054j -0.05149-0.0130537j 0.0368615-0.0894438j -0.0876218-0.04658j -0.031357-0.0922554j 0.0819121+0.0689016j 0.0137656-0.0756864j 0.0596144-0.0227832j -0.107071-0.0255195j -0.0123934+0.0733161j -0.0575449+0.0296211j 0.0885307+0.0185482j -0.071552-0.00419929j -0.053695+0.06105j -0.0389274+0.0565381j -0.00140452+0.062642j 0.066949-0.0601673j -0.0467687-0.0470376j 0.0901905+0.0241818j 0.0336395-0.0172543j -0.0913476+0.209542j -0.181433+0.0270603j -0.0140412+0.000596798j 0.0876731+0.0458766j -0.0651783+0.00489158j 0.0538255-0.0823621j 0.0654642-0.0423077j -0.0167617+0.0523078j -0.0685244+0.021384j 0.00703494-0.0225297j 
