-0.0320972-0.0478419j -0.0270102-0.0359054j 0.00783582-0.0644527j 0.00604155-0.0335489j 0.00757031-0.0258509j 0.00497294-0.0305245j 0.00194998-0.0308259j 0.0514576-0.0442731j 0.000635706-0.00734912j 0.00941792-0.00391797j -0.0104772+0.026474j 0.00255165+0.00314139j 0.0284579-0.00841632j 0.0311483-0.00697568j 0.012569-0.000514424j -0.00102125-0.0027558j -0.0199192+0.00915738j 0.0159007+0.00921725j -0.0107294+0.00519561j 0.0145352-0.00850776j 0.000602117+0.00349869j 0.00730853-0.0105362j 0.0271991+0.0109659j -0.00699954+0.000375436j 0.00961228-0.00146879j 0.0299998+0.00931717j -0.00634066+0.000174882j 0.01174-0.013317j -0.0312029-0.0116462j -0.0133539-0.00171724j 0.0259741+0.0124292j -0.0201736-0.0065271j 0.0160556+0.0132652j -0.00839584-0.0274614j 0.0108337-0.0107942j 0.0033542-0.00638717j 0.0329013+0.0272169j -0.0290244-0.0120424j 0.0216979+0.0189074j -0.00782698+0.00725097j 0.0272369+0.0030218j -0.0297207-0.00925917j -0.0143266+0.0212828j 0.00465314+0.0147777j -0.0330296+0.0210711j -0.0268462-0.112865j 0.0728896-0.036405j -0.074128-0.0190943j -0.0186316-0.0481492j 0.00976811+0.0475752j 0.0536951-0.0135989j 0.0169465+0.022286j 0.0319842-0.0646413j 0.0530403+0.0112597j -0.0394354+0.00745296j -0.117607-0.0951787j 
0.0378407-0.0684604j -0.0456149-0.0442069j -0.0668183-0.0675058j 0.035619-0.00203194j -0.0833527-0.101527j -0.10805-0.0906779j 0.0402222-0.000434274j 0.0321544+0.000603564j -0.00504316+0.00985689j 0.000920251+0.0107556j -0.120579+0.0217507j -0.0462853-0.0500264j 0.0712678-0.00109661j 0.137581-0.0641035j 0.0276353-0.0168687j 0.0721802+0.0581258j 0.0103195-0.0644048j 0.0438112+0.147906j -0.0355301-0.0886073j -0.0751452-0.0291985j 0.0540939+0.041225j 0.124569+0.0300242j 0.00887468+0.038404j 0.019356+0.029128j -0.00928085-0.106027j -0.0421423-0.00142673j -0.018858-0.0176089j 0.0416638-0.0598786j 0.0919853+0.0370016j -0.000404262-0.0160849j -0.000838002+0.0193254j -0.021533-0.0037194j -0.0112721-0.0208112j 0.0129565+0.00380621j 0.0292377+0.0326697j 0.0559779+0.0280032j 0.00856165+0.0334152j 0.0180027+0.0212549j -0.0190465-0.00756418j 0.00748286+0.0296069j 0.0270925-0.0328767j 0.0488513-0.00564589j 0.0129695-0.00711927j 0.0293074-0.0135363j -0.00460654+0.000942789j 0.023389-0.00410006j -0.0146126-0.0594443j 0.00295193+0.00884427j -0.00434912-0.0263798j -0.0242148+0.0109241j -0.0156873-0.0156747j 0.0241847-0.0190464j -0.021015+0.00223188j -0.0162738-0.0462804j -0.0086135-0.0094728j -0.0304621+0.0334555j 
0.0375029+0.0776428j -0.0142884+0.0110528j 0.0924849+0.0751526j -0.0421121+0.0668397j 0.0553251+0.0879977j 0.153565+0.0210998j -0.0958004-0.0469277j -0.0253638+0.00879773j -0.0488665-0.0442636j 0.0228707+0.0321128j 0.0334684-0.0674774j 0.0529609+0.0192004j -0.0667781-0.166689j -0.0747868+0.0125316j 0.125692-0.0695373j -0.0220658+0.0957432j 0.0843943-0.0298896j -0.00967702-0.00394325j 0.197983+0.0290302j -0.115912+0.0089089j -0.0419748+0.0101386j -0.0773331-0.0416838j -0.0915374-0.0462165j -0.150027+0.0157954j 0.00286688+0.0194105j 0.0313802+0.0574515j -0.00665051-0.0539775j -0.00958773+0.0109413j 0.00907298-0.0407579j -0.0809858-0.129364j -0.0271366-0.0404839j -0.0756336+0.0289884j -0.0067589-0.0121283j 0.0405912-0.00181072j -0.0791307+0.028603j -0.0173942-0.0185139j -0.00103797-0.0490366j -0.00729477-0.00125705j 0.0422275+0.00689967j -0.0367325-0.0458975j 0.0220826+0.0744583j 0.0243251-0.039384j 0.0584444+0.0100171j -0.0461915-0.0140289j 0.00734006-0.016233j -0.0225768-0.040379j -0.011323+0.0328382j 0.00979181-0.0866765j 0.00570196+0.0186713j -0.00784384-0.0245399j -0.00297973+0.0019155j -0.0296604+0.0118362j 0.0355609-0.00943465j 0.0329703-0.0213137j -0.0337292+0.0424865j 0.0315477-0.0107212j 
-0.0130149-0.092565j -0.10242+0.0183636j -0.101925+0.00539206j -0.0701016-0.0423749j 0.0116974-0.00345489j 0.0130615+0.0284921j 0.0407704-0.019804j -0.0121328+0.038462j -0.0234328+0.029854j -8.51829e-05+0.13051j -0.0536601+0.0257478j -0.00624204-0.0644224j -0.0210608-0.071304j 0.134985+0.128342j 0.048172-0.00189899j -0.103479+0.039858j 0.0583209-0.0491173j -0.0846455+0.0191362j 0.0649132+0.0145495j -0.0244853-0.0392171j 0.0346899+0.039623j 0.094949+0.0307491j -0.052691+0.00313321j -0.0149347+0.0657503j -0.0592828+0.00439205j -0.0329594+0.00546681j -0.0506419+0.055744j -0.0446896+0.00494248j 0.0417221+0.0738969j -0.00440922+0.0100004j 0.00399931-0.011519j -0.021299+0.0317047j 0.0252118-0.0364174j 0.0262161-0.0234516j 0.0203614+0.0383625j 0.0108444-0.0175773j -0.0398395-0.0167322j 0.0253892-0.0632893j -0.0129958-0.021844j 0.0132889+0.0341894j 0.00053071+0.00221383j -0.0232454-0.0275388j 0.022547-0.0503778j 0.011654+0.0296041j 0.00428782+0.0102877j 0.0113475+0.0329772j -0.0183093-0.0101448j -0.0142108+0.0580058j -0.0119656-0.0540024j -0.00544198+0.0171948j -0.038834+0.0262436j -0.0261171+0.0765033j 0.0145502-0.0236554j 0.0173907-0.00616131j 0.00658114+0.0351309j -0.0461194+0.00969208j 
0.0122569-0.0122692j 0.00422012-0.0247204j -0.00981693+0.169085j -0.0915321-0.0959212j 0.0604106+0.0367457j -0.014162-0.0314033j -0.0230492-0.00207222j 0.0152685+0.0560146j 0.0241199-0.0486831j -0.0373351-0.109584j 0.102146-0.0349084j 0.0126271+0.0487107j -0.0826132-0.017395j -0.00143109-0.0308764j -0.0449197+0.0259793j 0.0573452-0.107103j 0.00748553+0.0211199j 0.0976473-0.0437598j 0.0316267-0.0144712j 0.0399957+0.00314094j -0.0186996-0.0400584j -0.0832969-0.0840072j 0.00278141+0.0724j 0.0488656+0.0129044j 0.051868+0.0469945j -0.0314644-0.0442282j 0.0553815-0.0370515j 0.00515977+0.0504949j -0.0197865-0.00774335j -0.0198181-0.0366517j 0.0411973+0.00471405j 0.0122255+0.00477814j -0.00196337+0.0661684j -0.000985753-0.0607457j 0.0521271-0.0430047j -0.0085004-0.0284525j -0.0278401-0.00118763j 0.0561778+0.0139603j 0.0119841+0.0172843j -0.0449453+0.0182347j 0.0278745+0.0373323j 0.0278334-0.0171717j -0.0426425-0.0220656j 0.0251741+0.0234197j -0.0103941+0.034513j 0.0501226+0.0426908j -0.0164106-0.0140057j -0.0306552-0.0144862j 0.01626-0.0246081j 0.0223571+0.0110538j 0.0414042+0.0424712j -0.048465+0.0417399j 0.0499965+0.0196536j -0.00719776+0.0469705j 0.0475999+0.0332351j -0.00699421-0.00258808j 
-0.0822625+0.0370772j -0.0211795+0.042005j 0.0325898-0.0173753j -0.0726624+0.0243004j 0.138818-0.00617764j 0.00732418+0.028181j 0.0560474+0.0781097j 0.014987+0.0128334j 0.0143809+0.0514249j 0.00252985+0.0658712j -0.00872279+0.0240853j 0.0741634-0.00755288j 0.178158+0.0466316j -0.0384364+0.0897492j -0.00175496+0.207005j -0.258137+0.010371j 0.0366023+0.052722j -0.00429915-0.018143j -0.11978+0.0777158j 0.0396081-0.102248j -0.111188-0.00412744j 0.0463449+0.000521369j -0.00256376+0.0252215j -0.0123797+0.0152417j -0.0305148-0.00661455j 0.0461662+0.111032j 0.0247788+0.00355329j -0.00573143-0.0209411j 0.0503181+0.0242207j 0.0343557-0.0220744j -0.0134542+0.0464583j 0.0409374+0.0468881j -0.0442255-0.0871903j 0.0617914+0.0139607j 0.03664-0.0211863j 0.0314686-0.0488029j -0.0447925+0.00611936j -0.0346676+0.00469189j -0.0112748-0.0606033j 0.00672163+0.00640952j 0.00487293+0.00700349j -0.0134142+0.0915211j -0.0174691-0.033882j -0.0288631-0.0136821j -0.0536386-0.00147457j 0.0489489+0.0162963j 0.0179251+0.00798919j -0.0115329+0.0540165j 0.0110959+0.0552101j 0.0387381-0.0116674j 0.0261542-0.0115645j -0.0378911+0.0184784j 0.0464758-0.0413903j 0.00246479+0.0144677j -0.0170192+0.0114711j -0.0438251+0.00936944j 
0.0143855+0.00088994j -0.0392427-0.0329444j -0.00145964-0.0401223j 0.0648465+0.0201571j 0.00647019-0.00107215j 0.0550952+0.0551768j -0.0147291+0.0339618j -0.0305014-0.00969205j -0.108958+0.0104453j 0.0205882+0.0724024j -0.0879479+0.0419028j 0.0268086+0.0133455j -0.0454834-0.0693013j 0.0326873+0.0242088j -0.0297881+0.00868368j -0.101288-0.0347419j 0.0372288+0.00141822j -0.0302722+0.0107606j 0.0682565+0.0644492j 0.00765913-0.0312573j 0.00925351+0.0318j -0.00759334+0.0333399j -0.0612283-0.00193981j -0.0203212+0.107667j -0.0419601+0.054833j -0.0193729+0.0307269j -0.0354571-0.0278088j -0.0324446-0.00658829j 0.0499437+0.0295635j 0.0527867-0.0148555j -0.0261423-0.0254616j -0.0050356-0.0495508j -0.00626006+0.0192742j -0.00700835-0.0134148j -0.019103+0.0218635j 0.0083989-0.00168484j -0.0376829-0.0120026j 0.0132426-0.00640221j -0.00748397+0.0123718j 0.0476879-0.00663739j -0.0114173-0.0114961j 0.00357892-0.0464432j 0.039708-0.0186327j 0.00907155-0.00840629j 0.0112192-0.000920905j -0.0304489-0.00667837j -0.0103999-0.00385072j 0.0355085-0.0216379j -0.00325651-0.0015385j -0.0140637+0.0202425j -0.0673941-0.0193462j 0.0124065-0.0113111j -0.0336-0.0187138j 0.0177979+0.010028j -0.028436-0.00764942j 0.0123591+0.0106978j 
-0.00507955-0.0311224j 0.038455+0.00455577j -0.120707+0.07855j -0.145341-0.15928j -0.108231-0.131539j -0.0920908-0.0658143j 0.0944327-0.014741j -0.0212657+0.0120636j 0.0960049+0.0203794j 0.00328431+0.00682628j -0.0765455-0.127133j -0.0833931-0.105711j 0.0499015+0.0957249j 0.139372+0.113105j 0.0460576-0.0214445j 0.0175642-0.0275976j -0.00521996-0.0079938j -0.0240854-0.00898509j -0.0923723-0.0817881j -0.045905-0.0547788j 0.114696+0.0795791j 0.0301144+0.0105858j 0.131053-0.022531j 0.0539368-0.0095076j -0.0332259-0.0038137j -0.0414131-0.0144391j -0.0237478+0.012941j -0.0516929-0.0702128j -0.0177383+0.089924j 0.0102975+0.00500231j 0.00297162-0.0170808j 0.0065948+0.00238956j 0.00989844-0.00163123j -0.0398214-0.0792897j 0.0563015+0.0258608j -0.0357805-0.0116652j 0.0056133-0.0197585j -0.00775437-0.0314419j 0.00720795-0.00609261j -0.0111562+0.00597892j -0.0493276+0.0369866j 0.00449759-0.0264634j 0.0062396-0.0166691j 0.0426246+0.0469322j 0.0324785+0.005309j -0.022559+0.0117528j -0.0110641+0.0176199j -0.0259509+0.0167598j -0.017693-0.0480915j 0.0181489+0.0100076j -0.0206867+0.0319572j -0.0243565+0.0263921j -0.00275568+0.0083677j 0.00821298+0.00205215j 0.0191608-0.0363182j -0.0127135-0.0100895j 
0.0641372+0.101046j 0.0522252-0.155788j 0.116764-0.0169829j 0.15787-0.0271776j 0.04979-0.0285999j -0.0298201+0.0137884j 0.0383645+0.0670608j -0.0686378-0.00575064j -0.0644107+0.0366123j -0.0106796-0.0045121j 0.0463255+0.0170738j 0.0418131+0.0906375j -0.0925015+0.0687925j -0.0874214-0.179253j -0.214384+0.125847j -0.0652724-0.140387j -0.0814632+0.0621988j 0.00325437-0.0544701j -0.0984715+0.00843475j -0.025976-0.0388594j 0.000286535+0.0390953j -0.0575263-0.0608799j 0.00860221-0.0286365j 0.0516713+0.153711j 0.0123375+0.016551j 0.0598842+0.081694j -0.0059325-0.0311748j -0.0170406+0.00998555j 0.0109788+0.01126j 0.0477824+0.0317233j -0.00942804-0.0169148j 0.0789524-0.0566473j 0.0171001+0.0495931j -0.0320869-0.00746136j 0.0152797+0.00270155j -0.00927853+0.0140075j 0.0307628+0.00386743j 0.0150483+0.0524573j 0.00549824+0.00179863j -0.0063099+0.00495348j -0.00346914+0.01734j 0.0306501-0.0011998j -0.00131156-0.0419844j 0.0143917+0.011563j 0.0215472-0.0119819j -0.0308829-0.000830192j 0.00322009-0.0171074j 0.0113494-0.0604371j -0.00831795+0.0597707j -0.0207081-0.0186484j -0.0030786-0.0772367j 0.0312481-0.0799368j -0.00899474+0.00610256j -0.00811559+0.0381639j -0.0183858+0.0077358j -0.00258768+0.0211169j 
-0.0074834-0.023875j 0.00382555-0.0193779j -0.028733-0.220372j 0.122315-0.035468j -0.0670238+0.0245613j -0.0635237-0.0024788j 0.038756-0.0668963j 0.00438931-0.0350721j -0.0658258-0.088525j -0.00716702-0.0111335j -0.018373+0.0521041j -0.0941044+0.00499295j -0.0439976+0.0505043j 0.044892-0.0335535j -0.0828253+0.0660511j -0.00336134+0.0670074j -0.00135034+0.0074277j 0.0386579-0.0577893j 0.0189633-0.0628263j 0.0642342+0.0153829j 0.0409749-0.0348457j 0.0484191+0.0979566j 0.0445591-0.101292j 0.063413-0.0437521j 0.0567966-0.0721973j 0.0154689-0.0658592j 0.00388995-0.00183631j 0.0130052+0.0211957j -0.0222766-0.0433451j -0.00151877-0.0285225j 0.0205617-0.00633058j -0.0131981+0.0567947j 0.037065-0.00488838j 0.0283109+0.0588321j -0.00211736+0.0518539j -0.0341803-0.0133908j -0.00195862+0.0270757j 0.026379-0.0413196j -0.0185305-0.0118587j 0.0284284+0.00476484j 0.00162698-0.0859271j 0.0261122-0.0206638j 0.0420791-0.03309j 0.0113628-0.0134779j 0.0277839-0.0195074j 0.0411024-0.0437332j 0.00819183-0.00256333j 0.0158224+0.0129636j 0.00907754-0.0113013j -0.0511098+0.0216718j 0.0244731-0.0303131j 0.0476128-0.042099j -0.00441446-0.0390499j -0.017213-0.0478352j -0.00233543-0.0169369j -0.0637401-0.00354009j 
-0.185362-0.051073j 0.0168902+0.165949j -0.0324438-0.103372j 0.0365404-0.00906917j -0.0226872+0.034514j -0.00304955+0.0506296j -0.00589366+0.0815964j -0.0075857+0.0592144j 0.00363445-0.175842j -0.138505+0.108236j -0.0944085-0.0444028j 0.0539329+0.0169348j 0.00731356+0.0238326j 0.125175+0.0164347j 0.0166744+0.00655049j -0.0749092-0.0480318j -0.187603-0.0483505j 0.101591-0.0296312j 0.0298737+0.0079955j -0.0784586+0.0740884j -0.001993+0.0317875j -0.0267697+0.0589212j 0.0011381-0.0182249j 0.000482269+0.0588265j -0.0405336+0.0324908j 0.0304122-0.0226615j -0.00020792+0.0199259j 0.0232386-0.0574171j -0.0771231+0.00166367j -0.0208787-0.0903656j -0.00441214+0.0373777j -0.0637671-0.0509294j -0.0264066-0.037276j -0.0152693-0.0310005j -0.0278143+0.0129991j 0.0581478+0.0224373j 0.059237-0.0367687j -0.0229464+0.0246841j 0.0444581+0.00285617j 0.00967953-0.0803339j 0.0170869+0.0395871j -0.0231376+0.0173395j 0.0342476+0.034707j -0.0478201-0.0213658j -0.0408894-0.00541912j -0.00813191-0.00818315j -0.00173713+0.000163985j -0.0110503+0.00485788j 0.0117558+0.0636128j 0.0366913-0.0156244j -0.0218896+0.0535211j -0.0120422-0.0122428j -0.0338409+0.0139964j 0.00111242+0.0520343j 0.0607021-0.0405117j 0.0198071-0.00480586j 
-0.0880195-0.0640235j 0.00689143+0.0750009j -0.0695387-0.00731063j -0.0273523-0.0505267j 0.0236667-0.0028989j -0.0128545+0.032716j 0.0365057+0.0393902j 0.0152019+0.0225483j 0.0294716-0.139602j -0.0741662+0.0439637j 0.0623868+0.0131621j -0.00327425-0.0027211j 0.0600222+0.0340163j 0.092073+0.0271388j -0.0452454+0.0435344j -0.0793779+0.00397851j -0.0784957+0.0504663j 0.0802604+0.00360588j 0.0253107-0.0280557j 0.00101145+0.0263725j 0.040251-0.0199001j -0.0308197+0.07291j -0.000410944-0.0405918j 0.0381626+0.0185099j 0.0401932+0.0525481j -0.00161291-0.0505062j 0.0378803-0.0014448j 0.0210768+0.0120945j -0.0759883+0.00816813j -0.0046291-0.03197j -0.0148174+0.00814047j -0.000459394+0.00863915j -0.0226284-0.00500438j -0.0133214-0.0421572j -0.0131878+0.0249693j -0.014851+0.0184144j 0.00331847-0.00975396j -0.0124698-0.00841143j 0.0226467-0.00602059j -0.0274385-0.0189816j -0.0165205-0.032804j 0.0504876+0.0359297j 0.00412629+0.0169233j -0.0134694+0.00467447j 0.0118751+0.0534339j 0.0137568+0.00367272j -0.0486193+0.0174272j -0.0533937+0.0136338j 0.0358763-0.0119316j 0.0122337-0.0118736j -2.45111e-05+0.0676423j -0.0409281-0.0102956j 0.0192614+0.0118409j 0.00810244-0.0133249j 0.0498055-0.0178266j -0.0357541-0.015418j 
-0.0377842+0.119807j 0.142491+0.0859523j 0.0166492-0.109538j -0.0507839-0.0884743j -0.110157+0.0126475j -0.0750013-0.032854j 0.0583941-0.00636906j -0.0114794-0.046445j 0.0260605+0.0107585j -0.0669232-0.0900966j -0.0570955-0.111436j -0.0843763-0.0399401j 0.023997+0.0243059j 0.0141128+0.140057j 0.0194741+0.0543035j 0.00348349+0.0137768j 0.00745049-0.0398623j 0.037599-0.0252271j -0.0486894-0.0309057j 0.0143724-0.0174556j 0.0154756-0.0598857j 0.0200229-0.0209004j 0.0757625-0.0346613j 0.0166888+0.00763939j 0.0296525+0.00235649j 0.0184844-0.036037j 0.0179912+0.008925j -0.0372106-0.00875343j -0.00096486-0.00674506j -0.0262577-0.010709j 0.0291788+0.015144j -0.0186609+0.0165667j -0.0155373+0.00761413j -0.00595123+0.0335016j -0.000395484+0.0270834j -0.0144548+0.00928899j 0.0131854+0.00488809j -0.00249049-0.0132239j 0.0128649+0.0187764j 0.00963181-0.0416568j 0.00974791+0.0191815j -0.0130829-0.00234417j 0.0370876-0.0316087j -0.0237975-0.0329997j 0.000522307-0.0360694j -0.0124794-0.0743157j 0.0318894+0.0253219j 0.017076-0.00877078j 0.00525517+0.0246823j 0.00427614-0.0215674j 0.0274251-0.0406074j 0.00401825+0.0130791j 0.00616122-0.00661502j -6.01082e-05+0.00491967j 0.0129778-0.00661865j 0.0137772-0.0231685j 
0.0606181-0.120873j -0.166216-0.137719j -0.0275463+0.0863326j 0.0499487+0.0467397j 0.0873556+0.0170469j 0.109643+0.0168895j -0.0535593-0.0728992j 0.0113821+0.0944665j -0.0594896-0.0743895j 0.166322+0.100578j 0.0210035+0.00725005j 0.0103247+0.0102007j -0.161768-0.0668587j 0.0167137-0.115247j 0.0174738-0.0100085j 0.00859888+0.0120551j 0.0165226+0.0453741j -0.0250069-0.0198511j 0.0555717+0.00758977j -0.00433174+0.103509j -0.00307381+0.0333501j 0.0166697-0.0250735j -0.0286939+0.0169182j -0.00536305-0.0292202j -0.0348405-0.0226644j -0.0315469-0.00247574j -0.00525046-0.0124928j 0.0318798+0.0451996j 0.00986269+0.0414778j 0.0673717-0.000583226j -0.0153651-0.0265525j -0.00286538-0.0286662j 0.0105881+0.00349185j 0.00452038-0.00130482j 0.0383057-0.017831j -0.0225846-0.0309308j -0.0311266-0.0381657j 0.0560089-0.0587011j -0.0107456-0.0814882j 0.042254+0.0216531j -0.0193304-0.0445426j -0.0169554-0.00924095j -0.0404998+0.0250904j -0.000400061+0.0440569j 0.0142411+0.0498335j 0.0645421+0.0898238j -0.0159096-0.0192307j -0.00363427+0.0329537j 0.0023378-0.0283712j -0.0116733+0.0376976j -0.0102164+0.0497439j 0.0121406-0.0103637j -0.0151259-0.0117183j 0.0108505+0.0124603j -0.0361909-0.00291437j -0.0396427+0.0136188j 
0.11602+0.178335j 0.175332-0.0123784j 0.0320965+0.0544223j -0.0797025-0.0698733j -0.108067-0.0848921j -0.0524935-0.0975904j 0.0859755-0.0257285j -0.002444-0.0863737j 0.00775384+0.154228j -0.0326167-0.100521j -0.0263002-0.0328517j -0.126563-0.0577628j 0.00884616+0.0376339j -0.0935835+0.0512334j 0.0669315-0.0477117j 0.0306278+0.0285968j 0.0525269-0.00750773j -0.0259082+0.0516915j -0.0463324-0.050221j 0.00321371-0.0952117j -0.00254668-0.0814987j 0.0310199+0.0392546j 0.00316762-0.0271142j 0.0581381+0.0140628j 0.017155+0.0248587j -0.0174501+0.0337114j 0.0331999-0.0203075j -0.0255171+0.00177367j 0.00011964+0.0304972j 0.0230507+0.0270136j 0.0447304+0.0292915j 0.0190924-0.0324311j 0.0179212+0.0121255j -0.0356712+0.052583j -0.0185234+0.0060881j 0.0126637-0.00829681j 0.00954712-0.013909j 0.0200418+0.0458726j 0.0483934-0.0077835j 0.0163532-0.0427138j 0.0328559-0.0271485j 0.0023839-0.0100376j -0.00165104+0.000526676j -0.053436-0.0157286j 0.0313821+0.000288747j -0.0391511-0.020809j 0.0137936+0.010957j 0.0152365-0.0411898j 0.0412606+0.00320898j -0.0412005-0.0523356j -0.00806734-0.0166179j -0.0128608-0.0186082j -0.000327681+0.0510611j 0.00149614-0.0533484j -0.00544821+0.0134246j 0.066018-0.0264108j 
0.06357-0.0502162j 0.0185875-0.0408593j -0.0657633+0.0908042j -0.00445642-0.114552j -0.0786607-0.100707j -0.0576298-0.0443733j -0.0063772+0.0393721j 0.00246695-0.0738255j -0.0842874-0.0103903j -0.058008+0.085058j -0.04389+0.00174303j -0.00367717-0.0696362j 0.0444007-0.0384775j 0.0418754-0.0353746j 0.00603274-0.0576885j 0.052687-0.0731596j 0.0310905+0.00948147j -0.00743767+0.0800081j 0.0877106-0.116396j -0.0247568-0.0476424j 0.0513289+0.00892513j -0.0204057-0.0198012j 0.00919443+0.0300426j 0.0225394+0.0376855j 0.0273299-0.0416749j 0.0406964+0.0500896j -0.0223309+0.0343696j -0.0405599-0.0207188j 0.0147743+0.0350972j 0.00908656-0.0164108j 0.0417392-0.00237525j -0.0291578-0.0303702j 0.0449703+0.0110803j 0.00930742-0.0435021j 0.0153795-0.0307443j 0.00860227-0.0209506j -0.0025244-0.011912j 0.0107346+0.064568j 0.012643-0.000294501j -0.0053747+0.0112313j 0.0025663-0.00912699j -0.00756416-0.0193896j -0.0452521+0.0104589j 0.00757814+0.0383488j 0.0114022+0.00578539j 0.0398991+0.0100656j -0.000960984-0.0509487j 0.00562436-0.0110474j -0.00294299-0.0240803j -0.0385235+0.0163635j -0.00530359+0.0327373j 0.0211464-0.0138302j -0.0346926+0.0313526j 0.0109363+0.0104582j 0.0122501-0.00770222j 0.0178818-0.0438375j 
-0.0133754+0.0922541j 0.0728773+0.00508264j 0.054911-0.0684713j 0.0852587+0.0293279j -0.0393134+0.0838011j 0.0437866-0.0282891j -0.0351255+0.0231796j 0.000362289+0.0369594j -0.0560913+0.0335065j -0.031236+0.0454906j -0.0968301-0.0350409j 0.083319+0.00880048j -0.0388071+0.081535j -0.0550264-0.0842641j -0.0221873+0.00644761j 0.0165252+0.00924553j -0.00141069+0.0104229j 0.0113037-0.00689047j 0.00278643+0.0479611j -0.0156292+0.0196193j 0.0413078-0.00636668j 0.0501018+0.0210389j -0.0143002-0.019894j 0.00924707-0.00787005j 0.00893066+0.0274009j 0.0197398+0.0347145j -0.00206006-0.0105037j -0.0305892-0.0442485j 0.00263641+0.0243066j 0.032189-0.0473473j 0.0132358-0.0643609j -0.0469952-0.00023921j -0.00726485+0.00769726j 0.00710094+0.0437175j -0.0474131+0.00714941j -0.0206013-0.0556862j -0.0338699-0.010523j 0.0136776-0.00220327j 0.0223601+0.00471737j 0.0196492-0.0498919j -0.0119173-0.0158809j -0.0113853+0.00866499j 0.0373202-0.025627j -0.0177203-0.0146214j 0.00597198-0.00200782j -0.0261592+0.0167693j 0.041923+0.00260438j 0.034255-0.0500431j 0.00849249+0.029133j -0.00801234-0.00986831j 0.00228728-0.0320134j 0.0218131-0.0366879j -0.00914973+0.0038802j -0.0459705+0.0104902j 0.0154485-0.0235487j 0.0488081+0.0435068j 
-0.0733654-0.0372697j -0.00791701+0.103896j -0.0193633-0.0766903j 0.0428756+0.110384j 0.0366242+0.0533898j 0.0608307+0.0357775j -0.00155671-0.002034j 0.00328804-0.027885j 0.0398843+0.0299666j 0.0482466+0.0734083j -0.0528494+0.0914318j -0.0143154+0.00730759j 0.0580628+0.00656981j -0.0333237+0.0111039j 0.00657293-0.0896542j -0.015719+0.0699909j -0.0374418+0.020291j -0.00506776+0.0546368j 0.0307279+0.0441841j -0.0248816+0.0492086j 0.00761075-0.0140999j -0.0033919+0.0884791j -0.0869459+0.0108321j -0.00784306-0.018329j 0.00419308+0.0553312j -0.0159631-0.00815415j -0.0115624+0.00289719j 0.0217191-0.0312707j -0.0448649-0.0381005j -0.00710517+0.0248594j -0.0519271+0.019833j -0.00574001-0.0108998j 0.00202971+0.00175456j -0.00673473+0.0288144j -0.0217627+0.0131548j 0.0597354+0.00950375j 0.0421428+0.00759906j -0.046925+0.0014051j 0.00684145+0.0432412j 0.00042532-0.0162829j 0.0217246+0.0165877j 0.0112473-0.063744j 0.00550641+0.0143755j -0.0180865-0.0230892j 0.00704546-0.0272306j -0.0413138-0.0173593j -0.0157022+0.0127383j 0.0368846-0.0229216j 0.00966512-0.00898404j -0.014642-0.00299977j -0.0302434+0.0329741j -0.0199478+0.0318821j 0.0134128+0.00672202j -0.0147536-0.0180436j 0.0208338+0.00669284j 0.0154225+0.00782033j 
-0.107623-0.0402613j 0.0311935-0.00571231j 0.0295142-0.0835217j 0.119143+0.109441j 0.121814+0.0962807j 0.0827729+0.035134j 0.0877384+0.059503j -0.0303189+0.0236622j 0.088037+0.0447615j -0.00361606+0.162248j -0.0315889+0.0993018j 0.0487659-0.0945013j 0.0221892-0.0500535j -0.00843464-0.0167656j -0.0782648+0.00504185j -0.0472791-0.0613303j -0.057869-0.0349979j 0.0578274-0.0171393j -0.00830609+0.072322j -0.00681836+0.0651267j -0.030026-0.00222684j 0.0570041+0.0630483j 0.031456+0.00386481j -0.02969-0.0102529j 0.00306381-0.00291026j 0.0407465+0.0257893j -0.0281893+0.0519419j 0.0384931-0.0195021j -0.0950176-0.030079j 0.0346176+0.0166705j -0.000586734+0.0113457j 0.00804938-0.0156247j -0.00283143+0.0252246j -0.0490972+0.0217872j -0.0178902+0.0193823j 0.0165513+0.030301j 0.0427+0.0520249j -0.0327223+0.00429722j 0.0343862+0.0306536j 0.0105898-0.00837481j -0.0262303+0.00486393j 0.0032807+0.000461884j 0.0312304+0.00614011j -0.00423997+0.0111716j 0.0453841+0.0362052j -0.0315871-0.0238782j 0.0114427+0.0072289j -0.0252151-0.0264276j 0.0163061-0.0272422j 0.00367688-0.0290558j 0.0189338+0.0387187j -0.0321362-0.00759077j 0.026283+0.0320248j -0.00715124+0.0257116j 0.0443664-0.0397574j -0.0175763+0.0091608j 
