-0.0173035+0.0322803j 0.0157272-0.0512696j -0.00197968+0.0075397j -0.0385265+0.0506935j 0.00815378-0.0240171j -0.0127335+0.0197798j 5.13718e-05+0.0190764j 0.00152221+0.00633667j -0.0129693-0.0105568j -0.00564018+0.0253989j 0.0136757-0.00332985j 0.0219516-0.0147135j -0.0328417+0.00458103j -0.0180599+0.0142609j 0.0358009-0.0159177j -0.00181198-0.0622743j -0.0995941-0.0232999j 0.0288257-0.011492j -0.0107234+0.0226631j 0.00952284-0.0318465j 0.0122859+0.00824902j 0.010977-0.00174364j 0.00759744+0.014712j -0.0222546-0.0144856j 0.00690004+0.00144228j -0.00150395+0.00299004j -0.0173609-0.00210429j -0.00312271+0.000830812j 0.00980526-0.0128284j -0.00750912-0.000936501j -0.000682448+0.0205828j 0.00368392-0.016055j 0.0335282+0.0285618j 0.00489376-0.0486126j 0.0191307-0.0368955j 0.0483722+0.0106338j 0.00518951+0.016325j 0.0221318-0.0113701j -0.0117234-0.0330265j -0.00434627+0.00555747j -0.0154737+0.00260655j -0.00592158-0.0134141j -0.022543+0.0166191j 0.000692864+0.0066161j 0.000277707-0.00882002j -0.00796618+0.00542232j 0.00459587-0.0243557j 0.00619599+0.00163873j 0.000216573+0.0111594j -0.00640616+0.0143047j 0.00169791-0.00550577j 0.00482507-0.00145872j 0.00862246+0.0134586j -0.0121347+0.00959691j 0.00978564+0.00561194j 0.00681253-0.0105463j 0.0063628+0.0115954j -0.0221975-0.0151947j 0.00963021-0.0080045j 0.0121554-0.00351487j -0.0148584+0.00227216j 0.000911044+0.00646672j 0.000106541-0.000908411j -0.00228958-0.0006622j -0.00296537+0.0133396j -2.99459e-05+0.00448699j 0.00107369+0.00554543j -0.00498641+0.00506321j 0.00343103-0.00122029j 0.000872403+0.000152015j 0.00283007+0.000356537j 2.49114e-06-0.00338851j -0.00123329+0.00482167j -0.00185558-0.00137778j -0.0042163+0.00314981j -0.00365205+0.0031558j 0.00359798+0.000416414j 0.00682555+0.00490252j -0.000467686-0.00111876j -0.000120202+0.0014399j 0.00175566-0.00315849j 0.00311619-0.00131727j -0.00708937+0.00246672j -0.00590938+0.00426678j 0.0025139-0.00045028j 0.0039382-0.0140485j -0.0119535+0.000842135j 0.0104884+0.00312141j -0.00479071+0.00874668j 0.00118263-0.00147611j 0.00346514-0.00254982j -0.00401701-0.00133691j -0.0117778+0.00836726j 0.00151521+0.0486167j 0.00963363-0.00755891j 
-0.022053+0.0241663j 0.0128898-0.0493096j -0.012951+0.019412j 0.00951489+0.0189772j 0.011801-0.0213584j 0.032587+0.0262455j -0.00649385+0.00106628j -0.0042198+0.00650768j 0.0133485-0.0287054j 0.00929374+0.0336073j -0.00103445-0.0159796j 0.0275502-0.033059j 0.0288213+0.0231348j 0.00817464+0.0289032j -0.0493038-0.0105416j 0.00251283-0.0497307j -0.0139476-0.0735682j -0.00294485-0.0117998j -0.00955978+0.0636696j 0.0226054-0.0432797j 0.0196236+0.021293j -0.0126986-0.00278884j 0.0162491+0.0124229j -0.0350146-0.0036695j 0.00849093-0.00757998j 0.00118473+0.0125549j -0.0137623+0.0128812j 0.00437059-0.0136182j 0.00385504-0.0314604j -0.0107579+0.00701301j -0.00772326+0.0293235j 0.00198596-0.0450673j 0.0295611+0.0829746j 0.0410387-0.103918j 0.0242817-0.0612638j 0.0844908+0.0827495j 0.00518428-0.00160262j 0.0137967-0.00827262j -0.00778044-0.0905302j 0.00081904+0.0201325j -0.0282396-0.027156j -0.00836176-0.0267946j -0.00468253+0.0236789j -0.00667363+0.0120133j -0.00983852+0.00911422j -0.00831238+0.00681715j -0.0100143-0.0191625j 0.00255652+0.00146674j 0.00421309+0.0253769j 0.00328003+0.00588446j -0.00730762-0.017767j -0.00312176-0.0186098j 0.00284409-0.006213j -0.00597106-0.00656367j -0.00973494-0.0164208j 0.0164114-0.0276137j -0.00261005+0.00504898j -0.0131568-0.00283481j -0.00307345-0.034647j 0.0116564-0.000703663j -0.0110442-0.0273701j -0.00505114-0.0105392j -0.0061025-0.0139963j -0.00586332-0.0122916j 0.00168862+0.00803449j -9.95882e-05+0.0108825j 6.06595e-05-0.00164276j -0.00554098+0.00116872j 0.000992711-0.00745904j 0.0015295+0.00934514j 0.00484008+0.002734j 0.00186716-0.00383719j -6.58408e-05+0.00574257j -0.00270759+0.00805572j -0.00864803+0.0182494j -0.00791648+0.000342285j 0.000423673-0.00252116j 0.000344834+0.00749587j -0.00132029-0.0100529j -0.0062752+0.00600714j 0.00149858+0.000587616j 0.00295079-0.0151611j -0.0105998+0.00243333j -0.00556711+0.00157402j 0.00570669-0.00350641j 0.00406714-0.00475161j -0.0103488-0.00457023j 0.0218614+0.0219163j -0.00658881+0.00477103j 0.000164926-0.00396711j 0.00235258-0.0121064j -0.000967634+0.00694865j -0.00958861+0.00974279j 0.0150002+0.141804j 0.00440964+0.0100318j 
0.00519517+0.0575829j -0.031941-0.0534276j 0.00613998+0.0120731j 0.0467171+0.0920663j -0.00125026-0.00384294j -0.0212065-0.0180928j -0.0327064+0.01367j -0.0195342-0.0184096j 0.0337401+0.0420586j 0.0109618-0.00422831j 0.0363489+0.00566564j 0.029032+0.00460455j -0.0395136+0.000374886j 0.00632549+0.0024169j 0.000930622-0.0229895j 0.0251649-0.00678115j 0.0255793+0.0585444j -0.0517875-0.0398362j 0.0675294+0.0292255j 0.0225438-0.0159357j 0.0209889-0.0442424j 0.0058021-0.00717244j -0.000409085-0.0103617j 0.0202028+0.019535j -0.0105555+0.0290954j 0.0242595+0.0280283j 0.00189581+0.0466906j -0.0122974+0.000921833j -0.0239363-0.0351854j -0.0187085-0.00587335j -0.0598975-0.0524619j 0.00459081-0.0579404j -0.00654447-0.0261737j -0.00296674+0.0136715j 0.0105353+0.010792j -0.0161745-0.0436518j 0.00525021+0.0103827j 0.00867402-0.0105346j 0.0300267+0.0434801j -0.00418497-0.00958886j 0.0107305+0.0208238j -0.000631458+0.00159174j 0.00279511-0.00757598j -0.00329636-0.00319872j -0.0112017+0.0115128j -0.0120022-0.0151351j 0.0134035+0.00510092j 0.000326362+0.00153764j -0.00661092-0.0122884j -0.00501668+0.00465105j -0.00479495+0.0101591j -0.0200455-0.0185591j -0.00557811+0.0265051j -0.0108417+0.0193302j 0.0131995-0.00134232j -0.000931926-0.0153177j -0.0128285-0.0181416j 0.000666975+0.00959935j -0.00694344+0.00793036j -0.001465+0.00632414j 0.0160051-0.00951347j 0.00473165-0.0241603j -0.00898223+0.00856963j 0.00130024-0.00288389j -0.0084678-0.00210334j 0.0010353+0.00205589j 0.0017343-0.00298922j 0.00152428-0.00365536j 0.00713607-0.00560307j -0.00605026-0.000203067j 0.00540657-0.00581914j -0.00536296-0.00132182j -0.00215148-0.00121696j -0.00047909-0.00341388j -0.000456586-0.00442467j 0.0036989-0.00421409j 0.00453338-0.00564016j 0.0049613-0.00833621j 0.0048862+0.00595534j 0.0110257-0.0124667j -0.00975854+0.00502132j -0.00232673+0.011065j -0.00250186+0.0243954j -0.000298585-0.000604147j -0.0089976+0.0107809j 0.0012217+0.0151098j 0.00481236+0.00630483j -0.00824142+0.00274956j -0.00254486-0.0302515j -0.00034397-0.00284207j 0.00611905-0.0141866j -0.00384502+0.0162449j 0.00143034+0.0315724j -0.00691686-0.0459264j -0.0114074-0.0145088j 
0.0740893-0.0223055j -0.0870756-0.00207536j 0.0290749-0.00875802j 0.121813-0.0232935j -0.019904-0.0416973j 0.0178292+0.00472318j 0.0249278-0.0121998j -0.0116372-0.0246047j 0.00219622-0.00609111j 0.000692105+0.0163264j -0.0075938+0.0115354j 0.0143589+0.0319403j 0.00945697+0.00333836j 0.00552106+0.0119346j -0.00911631-0.0210895j -0.0439581+0.020839j 0.0165772-0.0469558j -0.0263585-0.0212338j 0.00306654+0.0383257j -0.00611577-0.00689853j 0.000719854+0.0229101j -0.00494263+0.00427078j 0.0135684+0.016771j -0.00600984+0.00368436j -0.00540017-0.00933064j -0.00510953+0.0242458j 0.0128881-0.000579995j 0.021322-0.00459285j -0.00691323-0.0166871j -0.00241142-0.00310715j 0.00376805-0.00290943j -0.0316299-0.0053429j 0.000666345+0.0285733j -0.00195765-0.0233852j 0.00117369-0.0110732j -0.00873892+0.0469571j 0.00323911+0.00818469j -0.00179299+0.0199241j -0.00736432-0.0227555j 0.00888348+0.0101619j -0.0167212-0.0136647j 0.0210074-0.0144771j 0.00071648+0.0248591j -0.000294485+0.00408856j -0.012423-0.0252661j 0.0049408-0.00909847j 0.00091274-0.00382168j 0.00288904+0.00474281j 0.00779346-0.00189587j -0.00316058+0.00499255j -0.00259756-0.0107915j 0.0174887-0.0256736j -0.0171898-0.00688896j -0.0012394-0.0186163j 0.00357748+0.00550738j 0.0149051+0.000927721j 0.00400133-0.0101982j 0.0131282-0.0159536j -0.0255607-0.00790976j -0.0121895+0.00476281j 0.0148461-0.00491466j -0.00760225-0.002044j 0.00427833+0.00101704j -0.0024857-0.00362015j 0.01495+0.00678726j 0.0024541+0.00404942j -0.00441883+0.000397725j 0.00565516+0.00400919j -0.0051198-0.000189239j -0.002935-0.00365874j -0.00460679+0.0023913j 0.00216767+0.00386267j -0.0012679+6.78107e-05j 0.00175968+0.00339709j -0.00292435+0.00432794j 0.0016323+0.00028421j -0.0035245+0.00429816j -0.00194758+0.00140049j -0.00327775-0.00180764j 0.00760635+0.00220678j -0.00147537-0.00264996j -0.00559512-0.00399423j 0.0108155-0.00343271j 0.01038+3.83726e-06j 0.000224987-0.00813698j 0.00319179+0.00475441j 0.010907+0.00054428j 0.00266863+0.0046086j 0.0120009-0.00194676j 0.000639517-0.00173878j -0.000450636-0.000147998j 0.00676658+0.0031093j 0.0100026-0.00362777j 0.00381579+0.0341601j -0.00934941+0.0145928j 
0.0108709-0.0158537j -0.00517423+0.00967451j 0.00385557-0.00501971j 0.014173-0.0158956j 0.00810126+0.00272296j 0.0146013-0.00118599j -0.000432071-0.00188696j 0.0260493-0.00497266j 0.0217155-0.00418469j 0.0528744-0.00381822j 0.0333741+0.00510843j -0.0182939+0.0153144j 0.00653861-0.00380274j -0.0595727-0.00226913j -0.000541344+0.00930864j -0.0116921-0.00155232j -0.00281599-0.0130612j -0.00702481-6.33932e-05j 0.00236469+0.00439208j -0.0110137+0.00776355j 0.00291873+0.0144508j 0.00460601+0.0104827j -0.007456+0.00475378j -0.00170594-0.005235j 3.30031e-05-0.00687617j -0.00501805-0.00165279j -0.00209412-0.0152756j -0.0146432-0.00456089j 0.00711166+0.00309078j 0.00226655-0.00646206j 0.00662715-0.00319254j 0.0138632+0.00789366j 0.000561255+0.00424359j -0.000419654+0.00317683j 0.000799999+0.00946855j 0.000306103+0.01589j -0.00375546-0.000743173j -0.00470782+0.00741956j -0.00182686-0.00179983j -0.00197265+0.0038952j 0.00372263-0.00946191j 0.00370047-0.000748535j -0.00368174-0.00117521j 0.00116711-0.00229308j -0.00287051-0.00538939j -0.000262379-0.00276798j -0.00509763+0.00237036j -0.000138892+0.00299302j 0.00816543+0.00246431j -0.00254008+0.00121535j 0.00222127-0.000427097j 0.00580816-0.00441865j -0.00285711-0.00517248j -0.00236429-0.00800375j 0.000530837-0.000363326j 0.00691594+0.00383196j -0.000283989-0.00105076j 0.00193976-0.00220942j -0.00558747+0.00245293j -0.00333389+0.00135305j -0.00102764+0.00160487j -0.00348879+0.0049013j 0.00645907-0.00114084j -0.000184626-0.00319755j -0.000609199+0.00215036j -0.00837531-0.00136697j -0.0019148-0.000723712j -0.00852457-0.00864564j 0.0121692-0.00441869j -0.0121792+0.00825303j 0.0179355-0.0141058j -0.0123061-0.031229j 0.0159232+0.000894551j 0.000127276-0.00968035j 0.0163324-0.00697016j 0.000100816+0.000294186j 0.000500753-0.0245773j -0.000608885+0.00253041j 0.0183507+0.000643815j -0.00250175+0.00719823j 0.0145961-0.00189399j -0.00149748+0.00185889j 0.0050612-0.00630633j -0.00738469-0.0046189j 0.00438833-0.00100462j -0.00255365-0.00126939j 0.000544368-0.00328677j -0.00265448+0.00339929j 0.00492283+0.00234008j -4.97923e-05+0.00103286j -0.000145518+0.00457265j 0.000206188-0.00449313j 0.00148936-0.0103759j -0.000330116-0.00124128j 0.0012843+0.0138955j 
-0.00640159+0.00611987j -0.0494457+0.0156947j 0.0473706+0.0117632j 0.0135269-0.0424762j 0.0174465-0.0377767j 0.00179915-0.00205288j 0.00872668+0.00192493j 0.016149+0.0172675j 0.000425671+0.0147996j -0.00636386+0.00766257j -0.0121133-0.0206453j -0.0518373-0.0286848j 0.00305892+0.029937j 0.00295865+0.0117189j 0.00473171+0.00816029j -0.0320816-0.0101021j 0.0109311+0.055223j -0.00759659-0.0300054j 0.0286557-0.00803587j -0.00739963-0.0448875j 0.0162074-0.0112316j -0.0117523-0.0183621j 0.0114819-0.0281443j -0.00745471+0.0081452j 0.00217322+0.0145267j 0.000356257+0.0203074j 0.0227186+0.0338635j -0.00514573-0.00681902j -0.00465044-0.00628882j 0.00157668+0.0165985j -0.0146651+0.0206417j -0.0260196+0.00222086j 0.0263299-0.00536362j -0.0288824-0.0527296j -0.0213092-0.0513746j 0.0161788-0.0703119j 0.00932996-0.0166856j -0.00993997-0.00877542j -0.0169758-0.0249324j 0.00661843+0.0146573j -0.00515621+0.03836j 0.000375894+0.0118362j -0.0122541+0.0113452j -0.00953582+0.000209363j 0.0166119-0.00159483j 0.00190627+0.0245752j -0.00264953-0.00226325j -0.0101243-0.0068774j 0.00414137+0.0114784j -0.00128647-0.00206031j 0.00124967-0.0106307j 0.0111474+0.00776969j 0.00193044-0.0114053j 0.00120339-0.000794894j 0.00554786-0.00471764j -0.0187-0.00448273j 0.0126735-0.00901072j 0.00742354+0.00450756j -0.0217637-0.0226119j -0.00797872-0.00433196j -0.00429899+0.00873692j 0.00394307-0.0113042j -0.0168196+0.000836575j -0.00262485-0.000323236j -0.00391875-0.00428339j 0.0015228+0.00390039j 0.000816531+0.00556964j 0.000277195+0.00717868j 0.0048096-0.00445368j -0.00283615+0.00540001j 0.00321914-0.00286025j -0.00351032-0.00337996j 0.00319423-0.00204542j 0.00138436-0.0032665j 0.00131715-0.000124079j 0.00291175+0.00236085j -0.00024954+0.000256713j -0.00472036+0.00192835j -0.00171624+0.00245103j 0.00241738-0.00122895j -0.00182245+0.00632552j -0.0035969+0.00456695j -0.00606907+0.0111743j 0.00578885+0.00281151j -0.00707373-0.0094472j -0.00227537+0.00294092j -0.00531972-0.0165767j 0.0187226-0.0168406j 0.00128715+0.00314875j 0.00209042-0.00508882j -0.00495648-0.0177159j 0.00484792+0.0199632j 0.00518014+0.0274263j 0.00625599+0.0246733j -0.0189745-0.0860971j 
-0.00177254+0.0330115j 0.179146-0.0301706j -0.173954+0.0318808j -0.0645046-0.00743098j 0.0225923-0.0354156j -0.0354846-0.0120366j -0.00417268+0.00600769j -0.0198103+0.00726938j 0.0294554+0.000284084j -0.065266+0.0115751j 0.0233042-0.00586725j -0.0102522-0.0162798j -0.0619203+0.00173322j 0.00615542+0.00111231j 0.00191957+0.0303225j 0.160848-0.0188557j 0.163582+0.0500889j -0.0211198-0.0443974j -0.0590819+0.0343903j 0.127613-0.0715887j -0.0335842-0.022175j -0.0288573+0.00621706j -0.0447675-0.0238584j 0.0110202+0.0486077j 0.0131012-0.00379513j -0.0128736+0.0200469j 0.00250571+0.0305846j 0.0103382-0.0132873j 0.0213556-0.023504j 0.00787128+0.0125719j 0.00833385+0.000228591j 0.0230138+0.00357818j -0.0181126-0.0412123j 0.0594878-0.0892692j 0.00663577-0.0585971j -0.01946-0.139112j -0.0193583-0.00914159j 0.0144321-0.0273157j 0.0199877+0.0112671j -0.00457661-0.00203432j 0.00976525+0.059709j 0.00337441-0.00462225j -0.0235966+0.0331891j -0.00632632+0.0124137j 0.00650884+0.00390054j 0.00864194+0.0253478j -0.00201343+0.0098362j -0.00722699-0.00365317j -0.00985986+0.0165118j -0.0116016-0.000417766j -0.00369857-0.00580206j 0.00130575-0.000925679j -0.0108864+0.00685226j 0.0172025-0.00610537j -0.00854767-0.0188328j 0.00543341-0.0240485j -0.0218445+0.000243157j -0.00649093-0.000593545j 0.0163434-0.0139799j 0.0146044-0.00783612j 0.0111046+0.0264732j 0.0160407+0.0113951j 0.00411835+0.00629099j 0.00977477+0.00819925j -0.000696125-0.0144789j -0.00318646+0.00596525j 0.00553613+0.00772936j 0.00349733+0.0075708j -2.09557e-05-0.00491741j 0.00688879+0.00513609j 0.011323-0.00422609j -0.00480444-0.00338936j 0.00136531+0.0057534j 0.000992359-0.00292953j 0.00306659+0.0126132j -0.00802943+0.0134445j 0.0028968+0.0055724j 0.0155308-0.00223875j -0.00640964+0.00469629j -0.00426854+0.00159744j -0.00196207-0.00449575j -0.00537728+0.00414423j -0.0121834+0.00889883j -0.00767651+0.0115439j -0.00779154+0.00263212j 0.0221753-0.0185463j -0.0142799-0.000227129j -0.0688781-0.0192488j -0.0141343-0.0162719j -0.00218525-0.00240542j 0.00176891-0.0114048j -0.00313021+0.00947635j -0.0312413+0.0381587j -0.039997-0.00024149j 0.00534654-0.0897485j 
0.165891-0.00801229j -0.125462-0.0206975j 0.0769419+0.00162205j 0.22074-0.0160291j -0.0372041+0.0111014j 0.0383675+0.00721279j 0.0296166-0.00140729j -6.64354e-05+0.00397222j 0.00988627-0.000994256j 0.00900803+0.0208315j -0.00929245-0.0214306j 0.0167881-0.04636j 0.0363162+0.0257642j 0.00284169+0.028893j 0.0080051-0.0171122j -0.0431041-0.0127217j 0.197768-0.0585882j -0.163799+0.0236759j -0.0145839+0.0623205j -0.0507124-0.0269837j -0.0270315+0.0360015j -0.0346425-0.00412396j 0.0110952+0.00902603j 0.0210384+0.0093492j -0.0117633-0.00971647j -0.00407582+0.0182946j 0.0230173+0.0198752j 0.0131877-0.00867065j -0.0349125-0.0147389j 0.0127382+0.00356883j 0.034193-0.00960955j -0.0230838-0.0268493j -0.038816+0.0779132j -0.020002-0.0617778j -0.0460237-0.0566593j -0.0479803+0.0480144j -0.0124885+0.0131917j -0.0203334-0.00807976j 0.0103982-0.0561898j 0.00623866+0.0165614j 0.00671008-0.00908968j -0.0150203+0.00724722j 0.0113921-0.00235902j 0.001088-0.00905236j -0.00532853+0.0120234j 0.00204835-0.00296134j 0.00861745-0.014312j 0.00390223-0.0128746j 0.0071571+0.000173005j -0.00290131+0.00807563j 0.00214903-0.0110376j 0.00381684-0.00591601j 0.00345599+0.0042235j 0.0104435-0.000672487j 0.00501756-0.000413394j -0.00992569-0.0255251j -0.0226499+0.00963028j 0.0451115-0.00381037j -0.0259616-0.0323082j -0.0127119-0.0002496j 0.00369533-0.0276234j 0.00273025-0.000953417j 0.00760197-0.0028835j -0.00131036-0.00992915j 0.0175539+0.00344669j 0.00195457+0.00960812j -0.00997137+0.00100489j 0.0111425+0.00321436j -0.00367141-0.00483925j -0.00953481+0.00806806j 0.00196746+0.00358137j 0.00209367-0.00358384j -0.000408971+0.00962843j 0.00575452+0.0123037j 0.00839709+0.017156j -0.00325486+0.00505166j -0.0131171-0.00681613j 0.00667216-0.00255657j -0.00240973-0.0124741j 0.0222941+0.000780892j -0.00152148-9.12335e-05j -0.0227143-0.00890002j 0.0273199-0.00829662j 0.0146299-0.00660302j -0.00722389-0.0166387j 0.0281667+0.0150947j 0.0209391+0.000710942j -0.0294037+0.00523089j 0.0449396-0.0214886j -0.00855141-0.00173377j -0.0141106-0.0133092j 0.0143083+0.0164929j 0.0189155-0.000209371j -0.0119837+0.0731743j -0.0297638+0.0051979j 
0.0472949-0.0243502j 0.0642858-0.00824052j -0.0586143+0.0246955j -0.0652248-0.00134323j -0.0437431+0.0122424j -0.0117773-0.0477253j 0.0184528+0.00170255j 0.00714041+0.0248155j -0.0518573-0.0273108j 0.0370899-0.00916552j 0.000609602+0.0143226j -0.0141124-0.0316449j -0.0175404-0.0795098j 0.0106137-0.0103694j 0.0811654+0.0978282j -0.0372652+0.0138333j -0.0151659-0.0620977j -0.0415036-0.0766055j -0.0149861+0.0531154j -0.0844678+0.0263106j -0.0393533+0.0301469j 0.00862112-0.00344009j -0.0270202+0.0107311j -0.0236858-0.0479045j -0.00479418-0.0129394j -0.0548547-0.0176714j -0.0346664-0.0425113j 0.00462864-0.00172072j 0.00593136+0.00167631j -0.014134-0.0354836j 0.0798371+0.000367396j 0.0463718+0.0445056j 0.0017989-0.0214219j -0.0698547-0.0466917j -0.00460421+0.00855379j -0.0134543+0.0101428j -0.00727421+0.0112488j 0.00710598+0.0142034j -0.026367-0.0409312j 0.00441695+0.0172504j 0.0072271-0.0116805j -0.0261233-0.0355796j 0.013078-0.000842043j 0.0227011+0.00666132j -0.0124583+0.00187085j 0.0161363+0.0125681j -0.0081383+0.00686284j 0.00156677-0.019525j 0.00580693+0.0073623j 0.0122042-0.00102459j 0.00882844+0.0110365j 0.00970048+0.00813158j -0.0170106-0.0131406j 0.00649275-0.0264842j 0.00271412+0.00228779j 0.00640539+0.0108794j -0.00885431+0.0103042j -0.000367458-0.0211636j -0.00763865-0.0038392j -0.00259473-0.0161443j -0.0112981-0.0055452j 0.0139756+0.0129227j -0.00257975-0.0216947j -0.00683237-0.00412544j 0.00114415-0.0261679j 0.003439-0.00673891j 0.00626871-0.00190249j 0.0110121-0.00847341j -0.00710305+0.00195884j -0.00201859-0.000490522j -0.00010627-0.00915355j -0.00640232+0.00490693j 0.00470857+0.000589075j 0.00825442+0.00135236j 0.00626277+0.000311476j -0.00589749+0.00894952j -0.00485256-0.000403539j -0.00794099-0.00417654j -0.00999733+0.00621256j -0.0162533-0.00118715j 0.00157723-0.000918587j -0.000723957+0.00401044j -0.000716715-0.00491464j -0.00593267+0.0151021j -0.00995241-0.0177072j -0.012412+0.00891131j -0.0114796-0.0397076j 0.0164178+0.010341j 0.0258391+0.00943127j -0.0051597-0.000944759j -0.0108797-0.0044564j 0.00846563+0.00501749j 0.0145292-0.034527j 0.0055435+0.0141208j -0.0187714-0.0262369j 
0.0558727+0.0331071j 0.133267+0.0431286j -0.156194-0.0398765j -0.0790863-0.0130455j -0.0636872-0.0509585j 0.0151388+0.00082857j 0.0171034+0.0118863j -0.0158306+0.00222678j -0.0149682+0.00476295j 0.0290572+0.011904j -0.0104166-0.0145879j 0.00505446-0.0297936j 0.0472504+0.0101954j 0.0269462+0.020187j 0.00329435-0.0300607j 0.0442395+0.0409807j -0.00618095-0.0388935j 0.0435616+0.057976j -0.0899165-0.0691001j 0.000408456+0.0173699j -0.00600549-0.00846634j -0.0284796-0.0434449j 0.0256087+0.000858207j 0.00264131+0.0130306j 0.0233254-0.00821313j -0.0164526-0.0282489j 0.00723534-0.0168631j 0.018358-6.74851e-06j 0.00497797+0.0232686j 0.0581899+0.0387299j 0.0619376+0.0723202j -0.0447225+0.0239805j -0.0135807-0.0118565j 0.00670222+0.0100909j -0.035145-0.0470719j 0.00684646-0.0142799j 0.00441421-0.0104198j -0.00181326-0.00811811j -0.0193647-0.0361455j 0.0196991-0.00218585j -0.00216562+0.0288178j -0.00602527-0.0237868j 0.0207471+0.0198192j 0.0157022+0.00414978j -0.00979799+0.0145509j 0.0103293+0.00823354j -0.00218266-0.000511507j 9.44732e-05-0.00299534j -0.00312225-0.00850789j -0.0113459-0.000491962j 0.0060467+0.00377539j -0.001525+0.00925075j -0.0104465-0.00967735j 0.0099914-0.01375j -0.0257883-0.00224491j -0.00950499-0.0125013j -0.0062742-4.30893e-05j -0.0230856-0.00439342j -0.00368848+0.00174449j 0.00619715-0.00225547j 0.00307358+0.0272616j 0.00349676+0.0163058j 0.00111159-0.00756117j 0.00415389+0.00640644j 0.0134691-0.00059868j -0.0054097+0.00372733j 0.00266697+0.0082263j -0.000337377+0.00626556j -0.00234429+0.00654797j -0.00444351-9.9117e-05j 0.00237353+0.00488785j -0.0017106-0.0113679j 0.000470566-0.00215094j -0.00620923+0.00260399j 0.006878-0.00134631j -0.0118028+0.0076488j 0.00163725+0.00363496j -0.00135732+0.00236802j 0.00625768+0.00575713j -0.00986786+0.0105753j 0.00827762-0.00372319j -0.0111587+0.00117843j -0.0135433-0.0247509j 0.00684593+0.0108857j 0.0112208-0.0144393j -0.00560048-0.0192084j -0.0133045-0.000675114j 0.000895002-0.0325169j 0.00648661+0.0265223j -0.00141113-0.00118593j -0.00591711+0.0032334j 0.0011602-0.00590861j -0.000830864-0.0162163j -0.000663592+0.021912j -0.00800537-0.0449208j 
-0.160687-0.00328818j 0.0933969-0.035887j 0.0331918+0.0335864j -0.217485+0.0183488j -0.0216895+0.00980941j -0.024789+0.0168401j -0.0365603-0.013397j 0.052419-0.0106552j -0.0761057+0.0409937j -0.000263992-0.0033833j 0.0090656-0.0104849j -0.0243263-0.00776898j -0.0232715+0.0307026j -0.030382+0.00580544j 0.118521-0.0763576j 0.0323552+0.01146j 0.00529184+0.0311893j -0.0562849+0.0205818j -0.0238011+0.0394119j -0.0208451-0.00858271j 0.0244097-0.0033539j 0.0146945+0.000565634j 0.0203535-0.00692695j 0.00592994+0.00689133j -0.041095-0.0071095j 0.0233816+0.000892881j -0.017143+0.000441212j -0.00699014-0.00555493j 0.00761242-0.0085767j -0.0122077-0.00268597j 0.0410279-0.0131797j 0.043519-0.00938935j 0.0122934-0.00664396j 0.0112552-0.0161166j -0.0171013-0.00448451j -0.0029311-0.00689425j 0.00225249-0.00770602j -0.0108304+0.0102719j -0.00491831-0.00605407j 0.00175266-0.00135092j 0.00546457+0.00416259j 0.0065978-0.00848099j -0.0021152+0.00434897j 0.00193215-0.00305456j 0.0256588-0.00250977j 0.00177126+0.0110552j 0.0173342-0.00940377j -0.00497833-0.00888557j 0.00198486-0.00491473j -0.000371821+0.00753682j -0.00508763-0.00476823j -0.0245142-0.00292781j -0.00548576+0.00366712j -0.00655991+0.00648961j -0.0044737+0.0048548j 0.000755049+0.00349064j 2.62882e-05-0.00851726j -0.0260923+0.00901397j 0.012233-0.012934j 0.0066634+0.0040197j -0.0182453+0.0119519j 0.00543829+0.00166414j 0.0045498+0.00346896j -0.00509333+0.00282722j 0.00848195-0.000369394j 0.00514307+0.00281626j 0.00619353+0.00420292j -0.00285401+0.0108487j 0.0105565-0.0044434j 0.00113101-0.00618827j 0.0108578-0.00119633j 0.00380551-0.00501526j -0.00505211+0.0100576j -0.00774302+0.00402545j -0.00829911+0.00155004j -0.00494581+0.00660351j -0.00203087-0.00156165j 0.0150719-0.0171833j -0.00516792-0.011004j -0.00155203-0.0132304j 0.00378975-0.00176439j 0.00904264+0.00193603j -0.00209046-0.00971763j -0.00530668-0.00595354j -0.0194413-0.00694565j -0.00279343-0.00998061j -0.0100676+0.00396067j 0.00193148-0.0021997j 0.0110383-0.00259288j -0.0033641-0.000875238j -0.00352449-0.00373524j -0.000986859+0.00325961j -0.00110125+0.00171004j -0.00535369-0.00528412j -0.00418076-0.0192198j 
