-0.00774753+0.00594094j -0.00979207-4.9644e-05j 0.00737114-0.0025076j -0.00612511+0.000402227j 4.25824e-05-0.000860115j -0.00765899+0.00397203j -0.00975904+6.30173e-05j 0.00685037-0.00197632j 0.00155153-0.00396138j -0.000682351+0.00134499j 0.00851417-0.001424j -0.00861403+0.00207884j 0.00383041-0.00260695j -0.00779755+0.00405665j -0.00670874+0.00176488j 0.000287108+0.0013247j -0.00558451+0.00351913j 0.00411812-0.000134802j -0.0023329-0.000864861j 0.00969217-0.00379894j 0.00609889+0.00208894j -0.00168144+0.00261197j 0.000436392-0.000846051j 0.00964059-0.00117709j -0.00581184+5.83497e-06j -0.000913176+0.0019689j -0.00952191-0.000692065j -0.00317829+0.00114647j 0.00351432-0.000519667j 0.0114518-0.000109782j 0.0011969+0.00248564j -0.0104551-1.72129e-06j -0.00195611-0.000939303j 0.00718669+0.00129683j -0.002702+0.00255376j 0.00102404-0.00327148j -0.00495514-0.00289868j 0.000379887-0.000248774j -0.00549816+0.00130661j -0.00433446-0.00205889j 0.010183+0.0037579j -0.00117891+7.56135e-05j 0.00436843+0.00342865j -0.00233901+0.000403925j 0.00935414+0.0015244j 0.000535842-0.000748723j -0.00123644+0.00084991j -0.0062195-0.00549816j 0.00437204-0.00203301j -0.00337923+0.00118038j -0.00818435-0.00364091j 0.00393309+0.00181376j 0.0069451+0.00368878j 0.00158884+0.00126186j -0.0114311-0.00143337j 0.00474645+0.00685971j 
0.00142561+0.00471795j -0.00236792-0.00193256j -0.00262903-0.00397858j 0.00111622+0.00374239j 0.00324122+0.00187182j 0.000475817+0.000556844j -0.00516605+0.00047351j 0.00336908+0.0015356j 0.00189145-0.00120025j 0.000226142+0.00852736j -0.00254218-0.00166953j 0.00235443+0.00247532j 0.00943123-0.0039353j -0.00489924-0.00237071j 0.00347614-0.00233039j 0.00224438+0.00160454j -0.0019148-0.0057461j 0.00292086+0.00435302j 0.000435924-0.000406178j -0.0059964-0.00533923j -0.000205879-0.00403123j 0.00157553-0.00223624j -0.0054094-0.010795j -0.000543844+0.00133211j -0.00235681+0.00116608j -0.00412803+0.00502656j 0.00267895-0.0069539j -0.00359519-0.00289254j 0.00234037-0.00166089j -0.00670341-0.00534569j 0.00497768+0.00834266j -0.00134327+0.00221017j 0.00315161-0.000158992j -0.00194287+0.00429216j 0.00233996-0.003575j 0.000706116+9.6759e-05j 0.000909295-0.00286513j 0.00230848+0.00830134j -0.00199028-0.000676036j -0.00186768+0.00742191j -0.00416636-0.00148563j 0.00147882+0.000388186j 0.00632-0.00362095j 0.00834127+0.00563251j -0.00413905+0.00472084j -0.000161307+0.000861982j -0.00286901-0.00277412j -0.00233537+0.000678808j 0.00115638+0.00620302j -0.00445598-0.00250164j -0.00108991+0.000396165j 0.00169349-0.00366162j 0.00259962-0.00238372j -0.000754172+0.00742089j 0.000696532-0.00345716j -0.00292178+0.00303594j 
0.00139607+0.00214365j -0.00132991-0.000982776j -0.00249758-0.00217566j -0.000171635+0.00146188j -0.00147246-0.00103284j 0.00120494-0.00172142j 0.00504726+0.00615111j -0.00338049-0.0015111j -0.00172302-0.00201421j 0.00677496+0.00627954j 0.00130059-0.000363116j 0.000658616-0.00153552j -0.0103134-0.0128038j 0.0023718+0.00474337j -0.0024458-0.00366928j -0.00199625-0.000887909j -0.00268617-0.00143767j 0.00268511+0.00167901j 0.00301367+0.00113342j -0.00101857+0.000935239j 0.00164586+0.000489794j -0.00106143-0.00201769j 0.000708338-0.000474034j 0.00279176+0.00407701j 0.000467976+0.00504455j 0.00644922+0.0103783j -0.0051342-0.00719374j 0.0014041+0.00296531j -0.00152498-0.00241271j -0.0019351+0.00406515j -0.00381165-0.00592202j 0.00222423+0.000708282j -0.00194132-0.00325624j 0.00278506+0.0080739j 0.00175162-0.000864348j 0.00178062+0.00151696j -0.00168787-0.00248543j 0.00153841+0.000450892j -0.000289878+0.000431663j 0.00133102+0.00258826j -6.59371e-05+0.00549903j 0.000831852+0.00140432j -0.00206909-0.00914665j -0.000601693-0.0141406j 0.00151142+0.00521523j -0.00186061+0.0022707j -0.00076604+0.00546079j 2.25803e-05+0.00300392j 0.00116426-0.00314909j 0.00243486+0.00800516j -0.0034439+0.00154221j -0.000863965-0.00547787j 0.000788829+5.50677e-05j -0.000213043+0.00282771j -8.57328e-05-0.00204683j -0.00109218+0.00196899j 
-0.000161738-0.00214125j -0.000277109-0.0020519j 0.000987427+0.00163905j 0.00114425-0.00603328j -0.000699777+0.00474927j -0.00153599+0.00105103j -0.000871702-0.000119439j 4.39688e-05-0.0072638j -0.00135085+0.00528325j 0.00280824-0.00291649j 0.00222927-0.00850512j -0.000421841-0.000477318j -0.000863776-0.00430386j 0.00136572-0.00542965j 0.00122496-0.000936639j 0.000359278-0.000332184j 0.0021932-0.0052236j -0.00245786+0.0045479j -0.00607544+0.0143258j 0.00184558-0.00329402j -0.00342946+0.00420986j -0.000486624+0.00327003j 0.00172691-0.00364393j -0.00147891+0.00135265j 0.0031073-0.00149498j 1.39081e-05+0.000989966j 0.00336542-0.00415747j -0.00374626+0.00559937j -0.00466099+0.00704401j 0.0088976-0.00922249j 0.00228557-0.000977662j -3.21043e-05+0.000734072j -0.00424796+0.00378072j -0.00746783+0.00764846j -0.0012783+0.00214963j -0.000549139-0.000352328j 0.00284783-0.00207565j -0.00432268+0.00189504j -0.00246935+0.00300661j 0.00188985+0.000157388j 0.00531985-0.00593029j -0.00128369+0.00317673j 0.00357414-0.00637988j -2.46271e-05-0.00143492j 0.00125173+0.00250058j -0.00448423+0.00506869j 0.00572522-0.00389792j -0.000895727-0.000994069j 0.00313912-0.00367585j 0.00158264-0.00235751j 0.00384612-0.00243533j -0.000669712+0.0024223j -0.00356957+0.00175725j 0.00157945-0.00192536j 0.000258588-0.00124887j 0.00106422-0.000682086j 
0.00243132+0.0015293j -0.000256403-0.000797031j -0.00222303-0.000471085j 0.00631179+0.00282202j -0.00420765-0.000306475j -0.000579346-0.00208632j -0.000108611-0.0004068j 0.0077733+0.001341j -0.00583264-0.00197213j 0.00390468+0.00431971j 0.00839849+0.00179829j 0.000145695+3.46739e-05j 0.00214174-0.00143418j 0.00654417+0.00101568j 0.00138386+0.00105329j 0.00141789+0.000637178j 0.00460138+9.30868e-05j -0.00429831-0.00079903j -0.0135216-0.00663387j 0.00232811+0.000799914j -0.00388927-0.00514111j -0.00245635-0.00148563j 0.00394908-0.00118765j -0.000501838-0.00105334j 0.00197622+0.00376771j -0.000944638+0.00218779j 0.0043779+0.00150179j -0.0046386-0.00421957j -0.00540025-0.00476728j 0.00880482+0.00838244j -0.000363079+0.00483662j 0.000219543+0.00025145j -0.00408047-0.00494849j -0.00794838-0.00598823j -0.00239993-0.00284395j 0.000517815+0.00055306j 0.00245938+0.00282548j -0.00272424-0.00264975j -0.00306428-0.00232169j -0.000971181+0.00415575j 0.00505573+0.00507172j -0.00322894-0.00173023j 0.00609353+0.00213925j -0.000279214-0.00101046j -0.00250903+0.00281769j -0.00569883-0.00391237j 0.00470066+0.00633153j 0.000814931-0.000724845j 0.00323475+0.00435537j 0.00229609+0.000747505j 0.00203371+0.00488424j -0.00176451-0.00149354j -0.00168715-0.00437777j 0.00181252+0.00313411j -0.000877886-0.0010917j 7.96201e-05+0.00287838j 
0.00507375+0.0015763j -0.00375375+0.00330179j -0.00465154+0.000975764j -0.000147032-0.0044243j 0.0027932-0.00169905j -0.00649634-0.00049317j -0.000819368-0.000994931j -1.12186e-05-0.00108004j -0.00116545-0.00102101j -0.000120427-0.00113497j 0.00136207+0.00059217j 0.00497724-0.00136845j -0.00209026+0.0015669j 0.000383043-0.00166433j 0.00349266-0.00270579j 0.00212365-0.00265215j -0.00840385+0.0020329j -0.000881836+0.000317067j -0.00245141-0.000972447j -0.00304507+0.000963974j -0.00342175+0.00158572j -0.00392115-0.0013981j -0.00241077+0.00051587j -0.00518175-0.000971123j 0.0045195-0.00219056j 0.00865391+0.00190434j 0.00391661-0.00180627j 0.00585751-2.24222e-06j 0.0045977-0.0039825j 0.000112733+0.0008551j 0.00797697+0.00178923j -0.00173009-0.00228029j -0.000719226+0.00295153j 0.00247053+0.00183931j -0.00655766+0.000209011j 0.00590853+0.00064767j -0.000586652-0.00340055j -0.00466764-0.00141631j 0.00543461+0.00103949j 0.0054305+0.00208757j 0.00301159+0.00370402j -0.0012155+0.00155833j 0.00178328+0.000812216j -0.000675743+0.0026185j 0.00299765-0.000766911j -0.00184217+7.56701e-05j -0.00520555-0.00308491j -0.00535301-0.00190729j -0.00375156-0.00388754j -0.00196516+0.00121046j 0.0017067+0.000425407j -0.00262635-0.00223524j 0.00354196-0.00143539j 0.0112311+0.00265128j 0.00284916+0.00150463j 0.00346051-0.00219918j 
0.00388529-0.000543122j 0.0100998-0.0010233j -0.0049176-0.00105743j -0.00418426+0.000922457j -0.00223241+0.00168527j -0.00115017+0.00187152j 0.00292308-0.00210853j -0.000918932-0.000922413j -0.00129322+0.000392661j -0.000976383+0.00147031j -0.000137162-0.000576477j 0.00237381-0.00103037j 0.00745509-0.000382695j -0.00303591+0.00256854j -8.6113e-05+0.000501524j -0.00754883+0.00111214j -3.05334e-05+0.00163375j 0.00254401-7.782e-05j -0.00450986+0.000835892j 0.00313349+0.000439713j 0.00290679+0.000124942j -0.00658151+0.00378472j 0.000270251+0.00160883j -0.00157368+0.00101306j -0.00387847-0.000422391j 0.00598932-0.00189127j -0.001985+0.00033129j -0.00253484-0.00119372j -0.00869114-0.000976065j 0.000668397-0.000324584j 0.00242831-0.00150586j -0.00627125-6.52786e-05j 0.000406608-0.000773198j 0.00493762-0.000140851j 0.00547346+0.00189905j 0.00250268-0.00166784j -0.00519867+0.000579766j 0.00115742+0.00114836j -0.00229506-0.00239144j 0.00178246-0.00163322j 0.00611161+0.000978474j 0.00512308-0.000346473j 0.00517581+0.00187882j 0.00865449+0.000648782j -0.00190736+0.000236027j 0.00090778+6.40166e-05j -0.00506097+0.000487164j 0.00175788+0.000240125j -0.00142844-0.000524373j 0.00698686+0.00126687j 0.00150617-0.000422888j -0.00322579-4.76623e-05j -0.000123569+0.000524479j -0.000538517-0.00120617j 0.00972966-0.00182204j -0.00231839+0.000717364j 
0.00231712-0.00601189j 0.0063058-0.00550049j 0.000284688+0.000594297j -0.00571094+0.00425462j -0.00130568+0.00010309j 0.00446511-0.000423176j -0.00166612+0.000188271j -0.00123178-0.00139759j -0.00107513-0.00449867j -0.000780967-0.000577386j -0.00429427+0.000533515j -0.00174981+0.00158223j 0.00124936-0.00282614j -0.000497224-0.000258924j -0.000306348-0.00209859j -0.00271769+0.00537678j 0.00106606+0.000495133j -0.00183845-0.0033618j 0.00177639+0.00228596j 0.00467914-0.00493469j 0.00341026-0.00128171j 0.000160965+0.00289913j 0.00450827-0.00320909j -0.00179456+1.26809e-05j -0.00218493+0.00131404j 0.000783424-0.000899771j 0.00277968-0.00296185j 0.00342435+0.00228545j 0.00144912+0.00582722j -0.00173109+0.00279463j -0.00410896+0.0034611j 0.00202764+0.00242067j 0.00122957+0.00302222j 0.000540299-0.00312345j -0.000764601-0.00682451j 0.000852711+0.000593651j 0.00334178+0.000273341j -0.00334731-0.00364226j 0.000811545+0.00195575j -0.00267442+0.000158874j -0.0012807-0.00406624j -0.00103507-0.00417328j 0.00066232-0.00660845j 0.00124376-0.00344482j -0.000993033+0.00259175j 0.00031522+0.00257002j 0.00302382+0.00188065j -0.00201253-0.00183539j -0.00882969+0.00578084j -0.00131931-0.00486064j -0.00447592-0.00180106j 0.00253848-0.00216167j -0.00354961-0.00188901j 0.000911752-0.00535312j -0.00723429+0.000500165j 0.00781441+0.00894389j 
-0.0029554+0.00617171j 0.00319143+0.00138199j 0.0039202+0.000261286j 0.00360194-0.00792629j 0.000143576-0.00500106j 0.00470788-0.000488702j 0.00302514-0.000550037j 0.00207993+0.00175722j 0.00444724-0.00431459j -0.000875615-0.000443317j -0.00141414-0.002979j -0.00106965+0.00177553j -0.00344268+0.00224748j -0.000563577-0.00282762j 7.58509e-05-0.000292468j 7.80725e-05-0.00257702j -0.000703195-0.00112769j -0.00222051-0.000158789j 0.00290949-0.00235986j 0.00207397+0.00145877j -0.000931478+0.00378559j -0.00472271-0.0027452j 0.000520034-0.00162042j -0.00071885-0.00336575j 0.000658614-0.00145465j -0.00630892+0.00812128j 0.00115995-0.00105818j -0.00198175+0.00582977j 0.00390903+0.000357756j 0.00172504+0.000189836j -0.00636971+0.00584929j 0.00282975+0.000437905j -0.00215987+0.00370858j -0.00226925+0.00208279j 0.00236075-0.00344147j -0.00438599+0.0022719j -0.00354133-0.00226196j 0.0015599-0.00606311j 0.00227876+0.000691766j -0.00217951+0.0021043j 0.00220112+0.00349121j 0.00551686+0.000368387j 0.00279936+0.00350808j -0.00232563+0.00322432j 0.0024145+0.00219033j -0.00318933+0.00282925j -0.00404244-0.00728406j -0.00205019+0.0012278j -0.00636151-0.00532646j 6.55505e-05+0.00269178j -0.000524429-0.00323794j 0.00382823-0.000943371j 0.00113758-0.0103005j 0.0131121+0.00519076j 0.00743603+0.00259631j -0.00446773+0.000301453j 
0.00201557+0.00193789j -0.00179592+0.00961096j 0.00122166+0.00121352j -0.00415535-0.00107065j -0.0024772+0.000538866j -0.00527595+0.00578825j -0.00162651+0.000598381j 0.0003682-0.000760543j -0.00291272+0.00159268j -0.00193038-0.000282j 0.00309562-0.00161508j 0.00105594-0.00428578j 0.000899781+0.00153617j -0.00308631-0.000298606j -0.00363979-0.00176769j -0.000182687-0.00404938j 0.000519781+0.00192774j -0.00109408-0.0019223j -0.00244938+0.000952141j -0.00306504+0.00503205j 0.00373642+0.00371897j 0.000993924-0.00622212j 0.00357723-0.00117897j -0.00332057-0.000124774j -0.00100692-0.0036546j 0.00407842-0.00353754j 0.00172796-0.00304011j 0.000216491-0.00324865j -0.00360965+0.000487581j 0.000777368+0.00159629j -0.00315587-0.00324793j -0.00608194+0.00240493j 0.00715403+0.000807823j -0.00223034-0.000518145j 0.00513251+0.00242088j 0.00689059-0.00290699j -0.00511977-0.00302243j -0.00169602-0.000572759j -0.0033329+0.000402699j -0.000644463-0.00198911j 0.00308794-0.0016215j 0.00313054+0.00454208j -0.00217537-0.00256312j 0.00480902+0.00201781j -0.00727645-0.00126574j -0.000274967-0.00137753j 9.81545e-05+0.000395379j -0.0029241+0.00488378j 0.00101994+0.00261321j 0.00358676+0.00309484j 0.00210254+0.00412045j -0.00597919+0.00297777j 0.00439318-0.00357219j -0.00254811-0.00303047j -0.00221868-0.00721969j -0.0133504+0.000456834j 
0.00347241-0.00048653j -0.00138241+0.00404854j -0.00418096+0.00372917j 0.0015349-0.000626214j 0.0031555-0.00109862j -0.000566526+0.00192103j -0.000607775+2.19891e-06j 0.00087008+0.00104205j 0.00738846-0.00113095j 0.00427072-0.000513472j 0.000755907-0.00384455j -0.00140467+0.00029065j 0.00429389-0.00142685j 0.00486329-0.00331669j 0.00520247-0.00443041j -0.00327953-0.000871603j 0.00140667-0.000889288j 0.00677378-0.00545612j -0.00109202+0.00136337j 0.00301046-4.59761e-05j -0.00181067+0.00292737j 0.00319314-0.00202256j 0.00432139+0.00219528j 0.00360841-0.00513085j 0.00185762+7.4501e-05j -0.00410279-0.00206364j 0.00684835+0.001695j -0.00294292+0.00126825j -0.00876018+0.00355231j -0.00761543+0.00102184j -0.00692934-0.00760758j -0.00128573+0.00217405j -0.00900307+0.00566622j 0.00420031-0.00275106j 0.0071682-0.00284302j -0.00161794-0.000439188j 0.0098783-0.000320983j 0.00939586-0.00345878j -0.0032861+0.00110929j -0.00181329-0.001867j 0.000608393-5.34861e-05j -0.00199173-0.000160117j 0.00918414-0.00208944j -0.000101917+0.00183914j -0.00295051-0.000795874j -0.00427382+0.000757656j 0.0069293+0.00421331j -0.000313857-0.00476281j -0.00836378-0.00773908j -0.000902344-0.0027422j -0.00377162-0.00298418j 0.00203286-0.00328089j 0.0107487+0.00205917j 0.00201891+0.00730434j -0.00361437-0.00319248j -0.00292775+0.00299938j 
0.00157+0.00112361j -0.00243472+0.000151273j -0.000331276-0.000681436j -0.00308887-0.00119911j -0.00438571-0.00116716j 0.00430421-0.00039689j 0.00101052+0.000692104j -0.00471751-0.00158166j -0.00200658-0.00150205j 0.00691816+0.00239497j 0.00611523+0.00144046j 0.000121832-4.73237e-05j 0.00245937+0.00285584j -0.000545942-0.000329315j 0.000693137-0.000300139j 0.00180538+0.00236993j 0.000852846+0.000922857j 0.00463452-0.000548064j 0.00354252+0.00242948j -0.000490487+0.00105102j -0.0041254-0.00182186j -0.00199252-0.00242239j 0.00285558+0.000330978j -0.000258876-0.00174752j -0.00173517-0.000689324j 0.00804992+0.00156162j -6.64021e-05+0.00302952j 0.00226306+0.000368181j -0.00461732-0.000398125j -0.00156665-0.00229368j 0.00327279-9.44701e-06j 0.00480794+0.00522859j -0.00350873-0.00287086j 0.00349685-0.000191806j 0.00179456+5.76977e-05j 0.00410651+0.00664033j 0.00182545+0.00102383j 0.00149727+0.000885433j -0.000720914+0.000283887j 0.000655514-0.00440334j 0.00348337-0.00126903j 0.00355517+0.00099642j 0.00170128+0.00116037j -0.00129296+0.00464312j -0.00123124+8.17993e-05j -0.00368315-0.00685858j -0.000183309+0.0014237j 0.000684203-0.0023933j 0.000733158+0.00440514j -0.00384481-0.00104858j -0.00218219-0.00989151j 0.00363093+0.00252997j -0.000218944+0.00079876j -0.000206415-0.00263534j 0.000152951-0.00303995j -0.00112801-0.000279469j 
0.00286791+0.00344375j 0.00155912+0.00130344j 0.00185369-0.000127065j -0.00431468-0.00563583j 0.000383227-0.0014384j -0.000923678+0.000262039j -0.000394644-0.000899268j -0.000588775-0.00139338j 0.00106095-0.00121243j -0.00309004-0.00109145j -0.00137363-0.000641498j -0.00114296-0.00147536j 6.43535e-06+0.00168897j 0.000431836+0.000319102j 0.00399325+0.0028065j -0.00310069-0.00325555j -0.000456347+0.000227561j 0.00549659+0.00392814j -0.00258747-0.0019641j 0.0038838+0.00504574j -0.00302217-0.00533229j 0.00260448+0.00638787j -0.000108775+0.00293015j 0.00252689+0.00211322j -0.00144606-0.00147444j 0.00210093+0.0074962j 0.00147353+0.00196195j 0.00486354+0.000950862j -0.00372876-0.004333j -0.0038163-0.00415308j 0.00334411+0.00579223j -0.00452213-0.00306463j -0.00189262-0.00322369j 0.00320523+0.00164252j 0.003749+0.00250187j -0.000751248+0.00481595j 0.000746437+0.0084648j 0.00364654+0.00577296j -0.00141931-0.00317144j 0.00231783+0.00167729j 0.00070441-0.00184808j 0.00161282-0.00567383j 0.00440344-0.00135351j 0.000714258-0.00243824j 0.000551067-0.00500205j 0.00043548+0.000469334j -0.00304462+0.00668056j 0.000901107-0.00569446j -0.00347775-0.00532702j 0.0039981-0.00161458j 0.00306224-0.000737064j 0.00107945+0.0032696j -0.00344637-0.00177578j 0.00406859-0.0066476j -0.000229625-0.0054965j -0.00305041+0.00636059j 
-7.97082e-05-6.0315e-05j -0.00316726-0.00394448j 0.00123654+0.000599126j -0.00318158-0.00278254j -0.00299157-0.0026823j -0.00373354-0.00578662j -0.000549418-0.00236166j 0.0020161+0.00129764j -0.00354832-0.00639424j -0.00113204-0.00265178j -0.00204411+0.0010174j 0.00261426+0.00246398j 0.000351095-0.000506259j -0.00229188-0.00325827j -0.000112134-0.00517465j 0.000380697+0.00181869j -0.00155697-0.000254777j 1.72021e-05-0.00339561j -0.00187708-0.00242218j -0.000909592-0.00513162j -0.000964415+0.00456982j 0.00495881+0.00423665j 0.00173438+0.000917206j -0.00188107-0.00322253j 0.000896757-0.000164334j 0.00545788+0.00539795j 0.00171118-0.00162507j 0.0043965-1.60802e-05j 0.000414535+0.000400709j -0.000618643+0.00321504j 0.00326307+0.00087337j -0.00223683-0.00607916j 0.00322817+0.0108834j -0.00042611-0.00427599j -0.00308998+0.000243446j 0.00415067+0.00703654j 0.00150324-0.0050418j -0.0020031-0.0049467j -0.00180142-0.00284366j 0.00105958+0.0012416j 0.000653637+7.06231e-05j -0.00407192-0.00118898j 0.000992746-0.00841473j 0.000858837+0.00291696j 0.000326743-0.00585381j 0.00129076+0.00460374j 0.000817827+0.00244259j -0.00406231-0.000348089j -0.00496458+0.00777487j -0.00144927+0.00218413j -0.00467308+0.00472979j -0.00226597-0.00631505j -0.00208867+0.000505533j 0.00172679-0.00983004j 0.00185076-0.00472651j 0.00118795-0.00482269j 
0.00295264+0.00163988j -0.000962961-0.00235352j -0.00180427-0.00420351j -0.00187911+0.00029497j -0.0020105+0.00421296j 0.000969549-0.00769916j 0.000940808-0.00239915j 0.000440358+0.00342139j 7.00498e-05+0.00270476j 0.00417182-0.0016705j 0.000634512-0.00411734j -0.000452034+0.000430395j 0.0038749+0.00198285j 0.000911843+0.00285622j 0.00186737+0.0037198j 3.67302e-05-0.00271342j 0.000863037-0.00116187j 0.000138509+0.00419393j 0.00123275-0.00398472j 0.000876431-0.000299788j 0.00180345+0.0033208j -0.005693+0.00665473j -0.00192022+0.00176169j -0.00131157+0.00344812j -0.000366729+0.00365688j 0.00157264-0.0043326j -0.00020211+0.00470412j 0.000434881+0.0022576j 0.000865495-0.00408864j -0.000675802-0.00511382j 0.00421111-0.00403783j 0.00785071-0.00620922j -0.00318986-0.00146758j 0.000917204+0.00321634j -0.00302356+0.00164768j 0.00224801-0.00173389j 0.000781939+0.00673314j -0.00397911+0.00154411j 0.001774-0.00133579j -0.00298215+0.00128774j -0.000233341-0.00304343j 0.00044524-0.00567405j 0.00389603+0.00446668j 0.00304511+0.00176623j 0.00454193-6.12378e-06j -0.00383377+0.00289039j -0.00467171+0.00685913j 0.00391754+0.001587j 0.00480918-0.00418657j 0.000671203+0.000681769j -0.00812191-0.00016121j 0.00359205-0.00441268j -0.00489446+0.0059608j -0.0020279-0.00138284j 0.000874713-0.00426486j 0.000712726+0.00144498j 
0.00110048-0.000758975j 0.000971392+0.00586073j 0.000314832+0.00357056j 0.00018494+0.000210097j -0.00201659+0.00317548j 0.00295514-0.00403604j 0.00144241+0.00102749j -0.00278024+0.00282693j -0.00131207+0.000917245j 0.00461539-0.0110072j 0.00221605-0.00843629j 0.000642452-0.000387285j 0.00294536-0.00452876j -0.00155992-0.000393831j -0.00263936-0.00015665j 0.00349517-0.00236523j 0.00103081-0.000689931j -0.0016446-0.00431488j 0.00422242-0.00595774j -0.000922911+0.00460999j 0.0013341+0.00109344j -0.0077996+0.00406367j 0.00023339-0.00406506j -0.00516604+0.00203635j -0.00162725-0.00122861j -0.00118915-0.00465882j 0.00252094-0.00110688j 0.00137398-0.000806114j 0.00135117+0.00523304j -0.000847148+0.00201281j -0.00499079+0.00223436j 0.00879314-0.00684304j -0.000236632+0.00346103j 0.000403536-0.00393019j -0.000806915-0.00298537j 0.00523318-0.00409738j -0.00259434-0.00301562j -0.00229861-0.000323151j 0.00216341+0.000302585j -0.00710961+0.000951907j 0.000152975-0.00363267j 0.00616947-0.00288334j 0.00234515-0.00298921j 0.007888-0.000737646j 0.00283476+0.00183077j -0.0084665+0.00460858j -0.000886681-0.00324924j 0.000552605-0.00179752j 0.00669494-0.000613492j -0.00152319+0.00600559j -0.0107513+0.00315239j 0.00110005-0.00122829j 0.00203699-0.00580674j 0.00267177+0.00013227j -0.00335601+0.00154643j -0.00246105+0.00350858j 
-0.00396152+0.00063643j -0.000412263-0.00212226j 0.0010856-0.00416559j -0.0001468+0.00417098j 0.000135478+0.00262279j 0.000211444-0.00390315j 0.00180949+0.000383593j -0.00436553+0.00672049j -0.00142052+0.00389935j -0.00543504+8.55774e-05j 0.00424998-0.00323837j 0.000432062-0.000111344j -0.00490629+0.00129162j 0.00165063+0.00228878j 0.00226008+0.000122883j 0.00493999-0.001688j 0.00116334-0.00196331j 0.00222116-0.00373583j -0.000434866-0.00312516j 0.00330061-0.0019078j -0.0150904+0.0075842j 0.00867537-0.000617759j -0.00138297-0.0010707j 0.00345933-0.000981252j -0.00387702+0.00248527j 0.00361662-0.00485568j 0.00132377-0.000161634j -0.00246436-0.00547896j 0.000207826+0.00156635j -0.00106861+0.000903851j 0.0100117-0.00373232j -0.00431988-0.00333427j -0.00670632+0.00179108j -0.00326835-0.00255947j 0.00275606-0.000440561j 0.0072529-0.00325161j 0.00185053-0.00345879j 0.0127687+0.000561346j -0.0024452-0.00106276j -0.00047306+0.00098182j -0.00147012+0.0013623j -0.000349813-0.00252386j -0.00288766+0.000390357j -0.00468365-0.0011664j -0.00416897-0.00154408j -0.006298+0.000862007j -0.00188562-0.00244626j -0.0106598+9.86834e-05j 0.00265709-0.00439858j 0.00131769+0.00212324j -0.00277646+0.00179005j 0.00621865-0.00196945j -0.00164503+0.00351468j -0.00466496+0.00215553j 0.00250105+0.00232917j -8.21112e-05-0.00384713j 
0.00387748+0.0021533j 0.00159767-0.000961195j -8.69919e-05-0.00224534j -0.00185962-0.000562198j -0.0025502-0.000267569j 0.00383421-0.00116538j 0.00175495-0.00220818j 0.00144077+0.00292663j 0.00190065-0.00113075j 0.00181199+0.00962199j 4.85471e-05-0.00263587j 0.000433937-0.00317575j 0.000920598+0.00723145j -0.000247896-0.00270821j -0.00108072-9.50819e-05j -0.00119623-0.00261725j 0.000995133-0.00140184j -0.00337256-0.00217635j -0.00258075+0.0043079j 0.00205548-0.00454158j 0.00375948+0.0102685j -0.0044029-0.00912124j -0.00201613+0.000709122j -0.00312552-0.00282543j -0.00581306+0.00615644j 0.003689-0.00111363j -0.0021572-0.00127003j -0.00315082+0.00199173j 0.00125021+0.00125934j 0.000187989-0.000419724j 0.00266929-0.00332649j 0.00116266+0.0112974j 0.00127179+0.00193151j -0.00106837+0.00322531j -0.00570435-0.00434569j -0.000484052-0.00246397j -0.00234242+0.00124678j 0.00102524-0.0127731j -0.00254593+0.00351059j 1.14685e-05-0.00236948j 0.00160034-0.00148989j -0.00148813-0.00121605j -0.00259961+0.00192872j -0.0035375+0.00645895j -0.00389196+0.00580884j 0.000215314+0.00105816j -0.00697031+0.0037867j -0.000225794+0.00829097j -0.00203953+0.00298634j 0.00119474-0.00281826j -0.00180802-0.00474364j 0.00238232-0.00221431j -0.00355117-0.000618997j -0.000271654-0.00178982j 1.23013e-05-0.00275118j 0.00101582+0.0047537j 
-0.000421832+0.00385675j 0.00122988-0.00118662j 0.00339575-0.00433225j -0.00161542-0.000641243j 0.00133578-0.00106723j -0.00136841+0.00278604j -0.00236228+0.00100788j 0.000899635+0.0021369j -0.00341891+0.00246282j 0.00268517+0.00133867j -0.00222899-0.00194627j -0.00784478+0.00474671j 0.0044833+0.000998584j -0.00281675+0.00330826j 0.00172145-0.00190216j -0.00499815-0.000131141j -0.0046273+0.000576266j -0.000390655-0.00244793j 0.00641811-0.00472603j 0.00132276+0.000245845j -0.00404301+0.00544621j -0.000419443-0.00547672j 0.000859325+0.000506678j 0.000543118-0.000715487j 0.011138-0.000125863j 0.00523531-0.00169529j -0.00234712+0.00180915j -0.000792536-0.00213929j 0.00142569-0.00137769j 0.00165756+0.00188848j 0.00603828-0.00372448j 0.00564451+0.00278741j -0.000468285+0.000622961j -0.000694969+0.000587453j 0.0116867-0.00360782j 0.00297889-0.0029289j 0.000528445+0.00269643j -0.00283654-0.00567835j 0.00355171+0.00204172j -8.10962e-05-0.000430325j 0.000925386+4.1191e-05j 0.00124735-0.00157209j 0.000904719+0.00170463j 0.0045351+0.00141856j 0.00296289+0.00533323j -0.0037311+0.00364317j 0.00753095+0.00226174j -0.00306129+0.00249447j -0.00146012+3.83927e-05j 0.000771616-0.0026183j 0.00392603-0.00151201j 0.00301611-0.000528445j -0.00399178-0.000326412j -0.00185488-0.000930272j 0.00195839-0.00138154j -0.000724491+0.00226985j 
