5.00278e-15-0.194956j -1.02016e-14-0.35676j 7.08271e-16+0.0600836j 8.14778e-16-0.216648j 1.48409e-15-0.256195j 1.84131e-15-0.0688183j -1.12608e-15+0.213005j -6.59299e-18-0.0236913j 1.89523e-16-0.0455212j 3.78181e-16-0.0546167j 6.1822e-16-0.0650287j 8.58768e-16-0.0686975j 7.3182e-17+0.00869142j 1.79468e-16-0.0522581j 8.381e-16-0.0401442j -4.48185e-15-0.0168956j 2.25696e-16-0.00903454j 1.51231e-16-0.00671278j 4.78515e-17-0.0104321j -2.14164e-16-0.0156187j -1.1952e-16-0.0177983j 3.59135e-17+0.044348j 4.89503e-16-0.00415282j -2.68311e-16+0.00186973j 1.39772e-16+0.00160622j 2.09195e-16-0.0224271j 4.37234e-16-0.0440904j -3.75361e-16-0.0166119j -5.58915e-15+0.00212821j 1.37442e-15-0.0536838j 2.93036e-16-0.00520872j 9.27486e-17-0.00982316j 1.94536e-16-0.00217275j 4.11493e-16-0.0355236j 9.35434e-16-0.0323833j 5.63696e-16-0.0304479j 1.20317e-16-0.00357736j -2.30969e-15-0.0219807j 7.81055e-16+0.0363667j -3.93371e-16-0.0122852j -2.0861e-16-0.00566402j 2.38119e-16-0.0286416j 3.79705e-16-0.0274288j -1.5563e-16+0.000244006j 2.76064e-16-0.0593126j -3.96043e-16+0.0530342j 2.08478e-16-0.000132048j -1.96612e-16+0.0304606j 3.24427e-16-0.0180362j -4.81838e-16+0.0582341j 3.501e-16-0.0699562j 4.14941e-16-0.0215167j 2.39683e-17-0.0729385j 2.54995e-16-0.0234317j -1.06577e-14-0.0241594j -1.5712e-15-0.0968485j 
-9.45742e-16-0.00902671j 2.19826e-15+0.0588725j -4.83157e-16+0.0454181j 1.51871e-16+0.00518815j 1.49332e-17+0.0175881j -2.32042e-16-0.0711608j 7.71871e-16-0.00448893j -3.05197e-16+0.0514241j 1.90409e-16-0.00756965j -8.749e-16+0.059724j 9.69578e-18-0.0481017j -8.196e-16+0.0181366j -2.94486e-16+0.0946261j -6.90273e-17-0.0100614j 2.78693e-16-0.0191537j -3.90679e-15-0.0140813j 1.78357e-16+0.00392459j -6.76302e-16+0.0179192j -4.16831e-16-0.00285925j 3.49566e-16-0.00135387j 8.06434e-16-0.00522942j 3.13242e-16-0.0495419j 1.21763e-14-0.112415j -3.34087e-16+0.00837947j -6.4619e-17+0.00545532j -6.23018e-17-0.0586171j -1.55031e-16-0.0683895j 3.82628e-17-0.0521412j 1.40357e-14-0.00323019j -7.96498e-16+0.0104613j 1.32997e-17+0.0338385j -8.66656e-16+0.0733427j 8.85283e-16-0.0299016j 1.61598e-17+0.00941357j 5.12819e-16-0.0472589j 4.51198e-16-0.0350861j -3.69897e-16+0.0574076j -5.27222e-15-0.0401129j 9.17427e-16+0.0790337j 5.55917e-16+0.0777829j -1.96132e-15-0.0589858j 4.48107e-16+0.00374281j -2.84951e-16-0.0793778j -4.31465e-16+0.0711223j -5.03482e-16+0.0636328j 1.07763e-15-0.088193j 4.83973e-16-0.16506j -8.30238e-16+0.0267259j 6.95114e-17-0.0813318j 1.19518e-15+0.0845588j -3.2403e-15+0.390362j -1.48437e-15-0.13381j 2.58705e-15-0.099661j -1.57021e-15+0.354666j 8.46847e-14+0.267337j 1.41795e-14+0.418772j 
-3.05458e-16+0.0861451j -1.5592e-15-0.0166541j -5.59829e-16+0.0584509j 5.63173e-17-0.0282355j -1.26096e-16+0.00496215j -2.08438e-16+0.0929682j 9.8056e-16-0.118221j -2.14737e-16-0.0266869j 2.05536e-16-0.0247819j -8.30982e-16+0.024324j 1.36007e-16+0.0334757j -8.22694e-16+0.0408368j -7.69857e-16+0.0213555j 2.69578e-17+0.0117799j 1.16248e-15+0.0374465j -1.32627e-14-0.0375749j 4.67458e-16-0.0386858j -5.44738e-16+0.0251578j -1.0587e-15+0.0339633j 7.96021e-17-0.0411864j 2.78315e-16-0.0508196j 9.25949e-16-0.052342j 2.84952e-15-0.0186635j -8.40835e-19+0.00143314j -3.57031e-17+0.0649546j 4.23646e-16-0.0227032j -1.80173e-16+0.0877875j 3.20316e-15+0.0492632j 1.5636e-13-0.0475169j -1.71471e-15+0.0796358j 9.97198e-16-0.0840313j 8.35097e-16-0.0456766j -3.75924e-16-0.00347182j -8.89843e-16+0.100748j -1.72124e-16+0.0296092j -7.30622e-17-0.0221721j -6.4989e-16+0.00322071j -7.36492e-16+0.0149656j -1.77408e-15+0.0418781j -2.35077e-16+0.0653603j 1.52848e-15+0.0495822j 6.33795e-16-0.0527028j -5.72193e-16+0.118994j -1.24802e-15+0.0485686j -1.09705e-15+0.0979096j 1.63545e-15-0.0900166j 2.77281e-16+0.10832j -8.13359e-16+0.0942064j -1.03709e-16+0.0983314j 1.62494e-15-0.288572j -4.63317e-15+0.205378j -1.79672e-15+0.295297j 1.8008e-15-0.296264j -2.56735e-15-0.0760522j -8.83502e-14-0.447414j -2.46271e-14+0.277543j 
-7.42483e-16+0.052019j 1.69035e-15+0.0729603j -4.97101e-16+0.0535128j -5.45884e-16+0.0423838j -2.93269e-16+0.0354219j -3.9087e-16+0.0597327j 4.05788e-16-0.0256729j 2.19089e-16-0.0113319j 4.56388e-17-0.0148677j -9.91266e-16+0.0719205j -7.42191e-16+0.0315304j 1.65441e-15-0.073396j -4.40571e-16+0.0653581j 3.21913e-16-0.0484245j -1.20394e-16+0.0200929j 1.00864e-15+0.0034134j 1.95283e-16-0.0208916j -4.43472e-16-0.00139444j -9.34024e-16+0.0213548j 2.41999e-16-0.0176352j 5.34875e-16+0.00701505j 7.00716e-16-0.107838j 3.10994e-15-0.027827j 5.64552e-15-0.0684006j -5.27863e-16+0.105064j -5.14863e-16+0.0471382j 1.55972e-16+0.0203902j -3.46279e-15+0.0297409j -1.34464e-13+0.0392353j 8.63136e-16-0.0398676j -6.83852e-16+0.0816306j 1.27243e-15-0.0935507j -1.63537e-15+0.0647348j -3.93281e-16-0.00670365j 2.18232e-15-0.124299j -1.30498e-16+0.0617536j 5.70159e-16-0.0185757j -8.02197e-15-0.12638j 3.04316e-15+0.0135154j 6.44302e-16+0.0502289j -1.42004e-15-0.0409082j -4.39845e-16+0.0337626j -1.00877e-15+0.0825782j -1.43869e-15+0.0679293j 1.85667e-16+0.146046j 7.76839e-16+0.00170124j 2.46519e-16-0.0426604j 2.21366e-16-0.0460156j -9.97165e-16+0.0747931j -1.68216e-15+0.195078j -2.14906e-16+0.0382592j 1.26821e-15-0.14658j -6.98059e-16+0.212309j -5.28286e-17+0.102897j 6.07276e-14+0.265375j 1.36903e-14+0.0219991j 
-2.99449e-16-0.0706174j 9.19828e-16+0.0139413j -3.67203e-16+0.000899243j -2.04593e-17+0.0669545j -1.32703e-16+0.00494415j -1.75912e-16-0.0314497j 1.27995e-16-0.0245326j 6.28957e-17-0.0360416j -4.90647e-18+0.0268967j -3.50158e-16+0.0396148j -1.63629e-16-0.0416101j -1.42883e-16-0.00228785j -3.05364e-16+0.0169831j 1.82538e-16-0.00666874j 1.56636e-15-0.0247775j -1.77747e-14-0.0538514j 5.43406e-17+0.0230873j -1.10367e-16+0.0655057j -7.62853e-16+0.0300003j 4.55634e-16-0.0201625j -2.72235e-16+0.00720105j 2.29385e-16-0.00749839j 2.91232e-15-0.0252758j 1.77574e-15-0.028425j -8.39476e-16-0.0568122j -2.36345e-16-0.0328816j 6.75344e-17-0.0452671j -3.28792e-15+0.108332j -1.53321e-13+0.04322j -1.08603e-15+0.0550409j 1.0535e-16-0.0290632j 2.63351e-16-0.0158307j 7.13865e-16-0.0449912j 2.53345e-16+0.0201828j -1.70938e-15+0.094572j -1.38095e-15+0.0651658j -1.10255e-15+0.115737j -6.81717e-15-0.0181729j 1.8455e-15+0.181262j -1.42485e-15-0.0572156j 3.28185e-15+0.0877594j 6.12752e-16-0.133978j -4.96715e-16+0.0122029j -5.01961e-16+0.15901j -1.1324e-15-0.0834769j -4.84219e-16-0.0955994j -2.21822e-16+0.0446289j 1.59309e-16+0.0406556j -1.0819e-16+0.0414674j -6.24055e-16+0.00552177j 3.68975e-17-0.113932j 3.13005e-16-0.00633343j -5.98677e-16+0.0483721j -4.0324e-16-0.126437j -1.63192e-14-0.0265007j -3.13626e-15-0.190061j 
1.27182e-16-0.0146558j -5.40638e-16-0.0169054j -1.61344e-17+0.0460458j -1.18002e-16-0.0279335j -8.39635e-17+0.00266022j -2.2702e-17-0.012578j -1.43593e-16-0.0412309j -1.91262e-17+0.0489642j -1.16811e-16-0.00420366j 3.0556e-16-0.0897498j -7.12669e-17+0.0276103j 1.48776e-16-0.0145317j 2.30896e-16+0.0322945j 9.74265e-17+0.0191785j 9.0067e-16-0.0203948j -1.10811e-14-0.0334363j -1.43981e-17+0.0305517j -2.23106e-16-0.0197149j 9.46295e-18+0.020312j 1.23541e-17+0.0222987j -2.27649e-16-0.0216684j 9.91094e-17+0.0116683j -4.91501e-15+0.0453442j -2.33107e-15+0.0456496j 3.66799e-16+0.0305853j 2.78216e-16+0.0423439j 1.3285e-16+0.072119j 1.21694e-16+0.0160638j 2.19113e-14-0.00663013j 6.80503e-16-0.0402725j 2.75148e-16-0.0180632j 3.29856e-16-0.0510121j 1.07696e-15-0.0258734j 3.23737e-16-0.0678225j 3.61888e-16-0.0801484j -1.6512e-16+0.0660203j -8.59063e-17+0.110878j -4.6143e-15-0.101792j 2.57991e-15-0.0773723j -9.48225e-16-0.0911795j 1.04087e-15+0.020006j -2.23725e-16+0.0395544j -4.7439e-16+0.0820145j -7.76625e-16+0.0734783j -4.39377e-16-0.125378j -2.84766e-16+0.0888777j -3.40028e-16+0.0947487j 9.11037e-17-0.00689637j -2.79499e-17-0.0547645j -6.75677e-17-0.081275j 1.27009e-16+0.224142j 5.14068e-17-0.0514361j -7.17691e-16-0.171577j -1.79491e-16+0.0946474j 1.22245e-14+0.0131002j 2.83463e-15+0.184899j 
7.82571e-17+0.0318163j -2.3109e-16+0.00067768j -2.01121e-17-0.074361j 1.46518e-16+0.0104067j -4.64272e-17-0.0114346j 1.27407e-16+0.0112313j -7.65066e-17-0.041333j 7.98469e-17-0.0780606j 2.71307e-17-0.0242352j -8.83514e-17+0.0457625j -2.72394e-16-0.0626821j 3.50288e-16-0.0641109j 1.49227e-16+0.0311638j 7.11077e-17-0.0224652j 9.62176e-16+0.0361195j -1.19134e-14-0.0315629j -4.11991e-16+0.0393612j -2.59003e-16+0.0421575j -5.25882e-16+0.0263075j 2.21586e-16+0.0280631j 3.16524e-16+0.0190923j -1.07436e-16-0.0397947j 1.49243e-15-0.0154003j -1.18659e-15+0.022423j -4.80363e-17-0.0196282j 3.43631e-16+0.0248293j 1.94321e-16+0.032163j -2.61507e-15+0.033431j -1.55602e-13+0.04556j -8.65296e-16+0.020251j -4.65071e-16+0.0141142j 5.10024e-16-0.0502794j 3.38327e-15-0.147857j 6.69225e-16+0.0380544j 1.41264e-15-0.0842519j 2.37508e-16+0.00133562j 7.27736e-16-0.013571j -3.193e-15-0.0528619j 1.88004e-15-0.00191878j -2.53952e-16-0.0273073j -1.91098e-15-0.0684602j -7.80461e-16+0.160477j -4.66726e-16+0.112941j -3.19769e-16+0.0462622j -1.70976e-16-0.039814j -1.76545e-16-0.0223658j 3.65539e-16-0.172085j -8.73568e-17-0.0495234j 9.21449e-17+0.166793j -1.39041e-16-0.1017j 2.50847e-16-0.0080886j -4.26466e-17+0.057575j -2.37091e-16+0.00650676j -5.57218e-17-0.106005j -2.61922e-14-0.118408j -5.49121e-15+0.0296286j 
4.46342e-16-0.0210955j -2.18962e-15-0.0628762j 3.81325e-18+0.0663331j -6.74757e-17+0.0147158j -5.27937e-17-0.0489353j 8.39804e-17+0.0575783j 3.58254e-17+0.000661868j 8.47691e-17-0.0430154j -4.49577e-17+0.0152504j 6.60634e-17-0.00546099j -1.68299e-16-0.0236995j 3.7406e-16-0.0548154j 8.93697e-17+0.035538j 6.28862e-17-0.0668808j 1.97888e-15+0.0331265j -2.19076e-14-0.0617855j 4.39744e-16-0.0354492j 2.31418e-18+0.0172551j -2.71809e-16-0.0155067j -1.10476e-16-0.0381528j 4.62841e-16+0.021235j -5.28738e-17-0.0609253j 4.8514e-15-0.0476825j 1.73052e-15-0.0224961j 2.30274e-16+0.0337468j -8.25363e-17-0.0202376j 1.51812e-16-0.00891053j -1.62936e-15-0.05317j -7.40848e-14+0.0231146j 5.69556e-16-0.044897j -7.36728e-17+0.0265727j 2.33131e-17-0.0553708j 1.34386e-15-0.0391176j 8.12669e-16-0.0616979j 6.89029e-16-0.0187591j 7.41655e-16-0.0584437j 7.93451e-16-0.0336732j -4.97764e-15-0.0766357j 2.03162e-15-0.000403299j 3.78532e-16+0.0406312j -4.98323e-16-0.0110158j -3.08319e-16+0.00636563j -8.06097e-16+0.176861j -8.11943e-16+0.152659j 1.75332e-15+0.191455j 5.57069e-16+0.138106j 7.20079e-16-0.150203j -4.28325e-16+0.177067j -3.14249e-17+0.0241938j -2.18237e-16+0.166032j -1.08809e-17-0.0424744j -1.59402e-16+0.131078j 7.7899e-18-0.003406j -8.85941e-17+0.0100671j -1.17869e-14-0.0455089j -2.55987e-15-0.023757j 
-4.08611e-16-0.100242j 1.95755e-15+0.0313706j 2.5973e-18+0.014064j 8.02849e-17+0.0301445j -7.05446e-18+0.0211942j -4.95656e-17-0.0740259j -1.46222e-16-0.0334805j -2.31371e-17+0.0128041j -6.87095e-17+0.0274888j 3.95864e-16-0.0750527j 3.96207e-16-0.045371j -4.28848e-16+0.0176013j 1.98029e-16+0.00937556j 1.27706e-16+0.0233244j 1.48702e-15-0.0315795j -1.84418e-14-0.0562316j -5.13234e-17+0.0288995j -3.33069e-16+0.0162247j -6.85102e-16+0.05322j 2.15017e-16+0.0498957j 2.11989e-16-0.0126656j 1.91569e-16-0.0056518j -5.52326e-16+0.00490825j 6.56042e-17-0.00557439j -2.18557e-17-0.0257012j -1.11048e-16-0.0415568j 1.0751e-16-0.00728657j -1.88886e-16-0.0118813j -1.5575e-14+0.00489268j 6.18532e-16-0.0200135j 5.25674e-16-0.0343422j 8.09339e-16-0.0385164j 1.55046e-15-0.0581373j 4.29521e-16+0.0347947j 3.09825e-16-0.0328122j -2.48082e-16+0.029236j 3.79398e-16-0.013874j -7.53803e-15-0.0955138j 2.42752e-15+0.0360933j 2.5994e-15+0.202468j -1.54301e-15-0.0347347j -3.64705e-16+0.0444461j -1.81799e-17+0.0889138j -1.02001e-17-0.127442j 1.09328e-15+0.0826128j 3.73656e-16+0.159891j 3.71644e-16-0.0675771j -5.62952e-17+0.0326518j 1.42225e-16-0.229752j -6.46307e-18+0.113596j 1.02692e-17+0.0657592j 4.97444e-17+0.00480335j -1.33752e-16+0.00540514j -4.92647e-17-0.0815774j -7.22259e-16+0.0131637j -1.56961e-16-0.0757044j 
-4.14836e-16+0.0301409j 2.07989e-15+0.0623229j -4.88038e-18+0.0663394j 3.05322e-17+0.0304545j -1.01128e-17+0.0812822j -3.80717e-17+0.0706348j 5.96897e-17-0.0215257j -3.79345e-18+0.00104456j 1.83746e-17+0.0241996j 1.19808e-16-0.0102931j 1.8812e-16-0.0251618j -1.81398e-16+0.00398618j -1.06259e-16+0.00235219j 8.40547e-17+0.0997359j 2.46507e-15+0.00229774j -2.98154e-14-0.0864385j 4.15066e-16-0.00728922j 7.34225e-17+0.0193321j -1.48769e-16+0.0174986j 2.4842e-16+0.00561351j -7.03837e-17+0.0224002j 9.51368e-17-0.0334551j -3.2481e-15+0.0337772j -2.78551e-16-0.00058208j -4.95761e-16-0.0674721j 2.56427e-18-0.0185152j 2.39207e-16+0.0531326j -5.10837e-15+0.138996j -2.87526e-13+0.0826084j -1.58453e-15+0.0659598j 1.06671e-16+0.015957j 4.11383e-16-0.0338746j -9.31538e-16+0.027186j -4.37294e-16+0.0264615j -1.98376e-16+0.087713j 2.27362e-17-0.041514j 1.54451e-16-0.0617249j 6.30528e-15+0.0468638j -2.80832e-15-0.127775j 9.60842e-16+0.0644979j 8.04383e-15+0.230416j 4.56712e-16-0.00354389j -2.02998e-16+0.126369j -2.96903e-17-0.088782j -1.59518e-15-0.238528j -1.40748e-15+0.00562j 5.52324e-16-0.036716j 2.73065e-17+0.129582j 1.96455e-16-0.113173j 2.09654e-17-0.15322j 7.57427e-18+0.121939j -1.37314e-17+0.0675141j 1.47816e-16+0.0364105j 1.82482e-16+0.0463061j 2.07934e-14+0.0837294j 4.48008e-15+0.0266145j 
2.85461e-16-0.00250595j -1.18174e-15-0.0342496j -1.86889e-16+0.0709477j -7.35097e-18-0.0631115j 1.55578e-16-0.0553855j -1.97468e-16+0.0879227j -7.2075e-17+0.0369904j -2.25358e-16+0.0367914j 2.76016e-16-0.0687553j 5.56312e-17-0.0192078j -2.13628e-16+0.0125079j 3.34994e-16-0.0220961j -2.40799e-17+0.0113778j 1.30466e-16-0.0310276j 6.71552e-16+0.0574013j -8.77351e-15-0.0217013j 7.19441e-16-0.0736942j 2.56596e-16-0.0223934j 4.88387e-16-0.0343158j -1.30071e-16-0.0383427j 7.67398e-17-0.0369424j 4.27855e-17-0.0443372j -6.51822e-16+0.00572874j -1.48089e-15+0.0269425j 3.20402e-16+0.00696455j -6.29395e-17-0.0471122j 2.49588e-16-0.00195979j -1.45201e-15-0.0545824j -8.74391e-14+0.0270825j 2.84643e-16-0.0422231j -1.40633e-16+0.058387j 1.43677e-16-0.0545463j -9.26343e-16+0.0349849j -4.36039e-16-0.0370929j -2.84747e-16+0.0481911j 6.47843e-16-0.0479599j 9.02338e-16-0.136709j 7.42044e-15+0.0689963j -1.6134e-15-0.0761509j -1.31096e-15-0.16099j -1.34597e-15-0.0364358j 2.44766e-16-0.0267309j 5.681e-16-0.0552552j 7.11491e-16-0.0842043j 5.2904e-17+0.0610116j 3.83811e-16-0.016647j 5.78582e-16-0.0867841j -5.04845e-16+0.078399j 1.01238e-15-0.218133j 1.14292e-16-0.00146699j 9.10101e-16-0.199278j -6.60758e-16+0.16942j -1.50394e-16-0.0597478j 3.21947e-17-0.0408678j -5.92457e-15-0.0363798j -1.4676e-15+0.0494504j 
2.66639e-16+0.0896095j -1.28373e-15-0.0138592j -6.90773e-17-0.0280283j 8.11413e-17+0.0214821j -3.37514e-17+0.0494617j -1.05887e-17+0.0185223j 2.76668e-17-0.0296873j 7.85823e-17-0.0583984j 9.2363e-17+0.0621723j -1.02443e-16+0.0423221j 2.37405e-17+0.00870113j -1.59788e-16+0.0207656j -2.34929e-16-0.0280488j 2.6293e-17+0.0110344j -2.11832e-16-0.00236564j 1.95636e-15+0.00566141j -2.87218e-16+0.0238418j 8.86169e-17+0.042814j -4.05397e-16+0.0143737j 2.55844e-16+0.00310757j 3.15518e-16+0.0455063j -3.09268e-17-0.00142172j 2.31774e-16-0.00273237j 2.0806e-15-0.0376024j -3.61491e-16-0.0104514j 4.22834e-17+0.0350777j -6.85134e-17-0.00435069j 8.23594e-16+0.0116733j 3.31052e-14-0.0102309j -3.0936e-16+0.0313793j -2.97218e-17+0.0201119j 1.26542e-16-0.000711099j 4.32408e-16-0.0281614j -3.88459e-16+0.058417j -3.15191e-16+0.00558362j -5.35675e-16+0.0560942j -3.66933e-17+0.0159382j 1.40939e-15+0.0258829j -8.60966e-16-0.00577675j 3.72209e-16+0.0286871j -4.0951e-16-0.00467457j -3.11467e-17-0.0702806j -1.26928e-16+0.145534j -1.43291e-16-0.0128982j 1.19719e-15+0.163843j 6.65998e-16+0.0233602j 2.0218e-16-0.0840563j -7.53666e-17-0.0191396j -1.64173e-16-0.0305139j -1.5197e-16+0.249137j -1.12859e-16+0.113732j -1.47437e-16+0.191325j 1.01948e-15+0.14058j 5.44132e-16+0.288204j -2.03667e-15-0.0140981j -4.61373e-16+0.0257989j 
7.01392e-16-0.0036792j -3.19768e-15-0.0841939j -2.25709e-17-0.00221937j 9.64686e-17+0.0130957j -3.62471e-17-0.00897858j 1.26575e-16+0.0482938j 1.05028e-16+0.0514373j -1.33962e-16-0.0244328j 6.94577e-17+0.0744373j 7.79585e-17-0.00887617j -1.28832e-16+0.0159555j 4.2807e-16-0.0310738j 3.06436e-17-0.0128757j -2.315e-17+0.032607j 5.97342e-16-0.0587964j -6.95183e-15-0.0249321j 3.05941e-16-0.00283168j 5.09383e-16+0.0228435j 4.45452e-16-0.0511878j -2.13698e-17-0.0421454j 1.2506e-16+0.0779689j -8.11411e-17+0.0217544j 1.19072e-15-0.0123037j 1.62842e-15-0.0305818j -2.51185e-16-0.014775j 3.24309e-16+0.0304272j -7.86201e-19-0.00875989j -1.55094e-15+0.027878j -7.24653e-14+0.021017j -3.58016e-16+0.00681017j -1.50917e-16+0.0174039j -2.00096e-16+0.0243845j -2.69408e-16+0.0140236j 6.69785e-16-0.0605058j -2.77299e-17+0.0116591j 3.531e-16-0.071699j -7.35806e-17+0.126277j -3.0012e-15-0.0361847j 6.87102e-16+0.00112144j 2.66315e-17+0.0297623j 4.23985e-15+0.12234j 3.95425e-16-0.0608374j 2.79125e-16-0.010521j -2.38217e-17-0.0833075j 5.18108e-17-0.0499698j -1.92884e-17+0.118543j 2.68651e-16-0.00814008j 9.53272e-17+0.149553j 1.08379e-16-0.168908j -2.97288e-18-0.184692j 2.03184e-16+0.0690022j 1.34097e-16-0.0703636j -1.37775e-15-0.329659j -1.52938e-16+0.204116j -6.05837e-15-0.0203009j -1.32949e-15-0.0255399j 
-8.00051e-16+0.0229267j 3.17179e-15+0.0908501j -6.48817e-17+0.0672849j 2.27983e-17+0.0215972j -5.75156e-17+0.065849j -9.68329e-17-0.0360304j 8.29311e-18-0.0293403j -4.15486e-17+0.0512868j 4.25582e-17+0.00911906j -5.6259e-17+0.0195894j 9.4878e-17-0.0240952j -5.21475e-16+0.023625j 3.06208e-17+0.04088j -8.24993e-17+0.0411583j 2.64633e-16-0.0140801j -4.82684e-15-0.0149049j -1.76424e-17+0.0312232j -3.11364e-16-0.0177325j 9.29224e-18+0.0146759j -1.30606e-17-0.00375112j 1.68205e-16+0.0203138j -1.71956e-16-0.0330821j 3.06989e-15-0.0307437j -5.37889e-16+0.0107943j 2.17016e-16-0.00647789j 3.43928e-17-0.0321891j -1.14941e-16+0.00919401j -4.04561e-16-0.0230544j -2.24158e-14+0.00705527j -5.78236e-16+0.0179535j 1.29958e-16-0.0268547j 1.09184e-16+0.0177334j -2.9217e-16+0.00902783j 9.47133e-17+0.0121667j 2.48826e-16-0.0224645j 3.82942e-17-0.00676295j 1.44546e-16+0.0260592j -1.66628e-15-0.0341794j 7.13539e-16-0.0221684j 4.91059e-16+0.0269569j 6.23121e-16+0.0123254j -8.21472e-17+0.0351742j 9.10969e-17-0.0464464j 1.09892e-16+0.0264091j -4.11657e-16-0.00800563j -7.47283e-17-0.081202j 1.02633e-16-0.0616466j 9.597e-18-0.00263391j -1.0254e-17-0.0343965j 8.37599e-17+0.0129565j -3.93421e-16+0.300718j -2.0254e-16-0.0596002j 4.38654e-16-0.0340376j -2.29244e-17+0.209847j 5.68364e-14+0.173386j 1.17679e-14+0.32652j 
-1.72923e-16-0.0900586j 1.63844e-15+0.0230177j 1.18916e-17-0.0214111j 1.22333e-16+0.0675549j 1.37858e-16-0.0194058j 8.71194e-17-0.0659286j -1.26218e-16+0.053043j 3.93483e-17-0.0161245j -1.50582e-17+0.0287633j 1.02433e-16+0.000406878j -5.81156e-17-0.0510296j 4.87155e-16-0.0526733j 2.05593e-16+0.00146667j -2.16052e-18-0.0238705j -1.58967e-16-0.0273904j 1.92958e-15+0.00343557j 1.48275e-17+0.013033j 1.83101e-16-0.0330607j 6.25399e-16-0.0216114j 4.45056e-17+0.00266741j 7.91962e-17+0.0285079j -2.32789e-16+0.0288767j 3.46196e-15-0.0338838j -1.95059e-17+0.00221274j 1.65022e-16-0.00947111j 7.44967e-17+0.00321931j 4.54573e-17-0.0494117j -4.28571e-16-0.0163911j -5.07651e-15+0.00190653j 8.33152e-16-0.0401531j -2.27814e-16+0.0191299j 1.80472e-17+0.0023318j 2.21051e-16-0.00226375j -7.76877e-17-0.0035243j 5.89906e-16-0.0417308j 1.0448e-16+0.0154678j 7.8634e-17+0.0151398j -1.04368e-15-0.0101107j 2.53162e-16+0.00599282j -2.11001e-17+0.00923427j 2.9836e-16+0.0140971j 2.49862e-16-0.0362835j 1.55258e-16-0.0495131j 1.29728e-16-0.00643589j -1.04524e-16-0.0648345j -3.39935e-16+0.056028j 1.71492e-16-0.0518717j 5.72343e-17-0.0416961j -3.79857e-17-0.0222187j -3.59027e-16+0.195313j 3.87484e-16-0.0595634j 4.31122e-16-0.234813j 5.79225e-16+0.197238j 5.05048e-16+0.0569368j 6.72222e-14+0.328123j 1.50768e-14-0.175894j 
