0.0070354-0.00214165j 0.000160393+0.00924027j 0.0103394-0.00304053j -0.00349075-0.00600275j -0.00456582-0.0004242j 0.00499368+0.000375154j -0.00337719-0.000572023j -0.00562549+0.000427211j 0.00682328+0.00395894j -0.00355439+0.00345055j -0.00727822+0.00303906j 0.00463153+0.00304303j -0.0037982+0.00105897j -0.00179123-0.00108302j -0.00676311-0.00542039j 0.00112864+0.0061273j -0.00553408+0.00284196j 0.00240105+0.00267883j 0.00253804-0.00441028j 0.000185857+0.00172717j 0.00753735-0.00211536j -0.000408992+0.000325091j -0.00788722-0.00304233j 0.00264361+0.00281927j -0.0102885-0.0033258j 0.000593941+0.00450806j 0.00130604+0.00114855j -0.00645357-0.00155548j 0.000961542+0.00409454j -0.00140193+0.00109135j -0.000279738+0.0013919j 0.00105992+0.00160449j -0.00463366-0.00261942j 0.010896+0.00502978j 0.0078771-0.00347095j 0.0103627+0.00658963j 0.0107827+0.00103415j 0.0160609-0.000653447j -0.00443902+0.0053307j -0.00481225+0.0129953j 0.0119148+0.00251208j -0.00530131-0.00109736j 0.0144254+0.0106682j -0.00243281+0.0058715j -0.00054097-0.00614437j 0.000852561+0.00103825j 0.00140454+0.00679766j 0.00372985-0.00747059j 0.00284128-0.00730235j -0.00177018-0.00321369j 0.00658093-0.00755426j -0.00120723+0.00303907j -0.00350836-0.0043698j -0.00253218+0.00102421j -0.00783834+0.010352j 0.00746496+0.00652048j -0.004174+0.00988854j -0.0171109-0.00865273j 0.000257811+0.00286279j -0.013728+0.00231966j -0.0333908+0.00207367j 0.0140926+0.00249584j -0.00673719-0.00030723j -0.00243957-0.00101896j 0.00793326-0.000845637j 0.00579468+6.74779e-05j 0.0857136-0.00416354j -0.0179007+0.00527923j -0.0521341+0.00227021j 0.00976552+0.0478275j 
-0.000511928+0.00305913j -0.000309528+0.00152345j -0.00409875+0.00487721j -0.00639242+0.00228657j 0.000206568+0.00186459j 0.0206737+0.00412218j -0.00851142+0.000688084j -0.0145478-0.00146898j 0.000449848-0.00189352j -0.0121827+0.000999472j 0.00421919+0.00580202j -0.0115255+0.00129881j -0.00345096-0.00397303j 0.0103402-4.15731e-05j 0.00766066-0.00545767j 0.00483559-0.00351j 0.0314987-0.0027545j -0.00860235-0.00371275j -0.0378916+0.0023391j -0.00807645+0.00223556j 0.0140283-0.000638602j -0.0139906-0.00466403j -0.0178994+0.00292151j -0.00657028+0.000982138j -0.0316498-0.00430666j 0.00123942-0.0047239j -0.00723974-0.000755362j -0.0109563-0.00109109j -0.0158116+0.000349079j -0.00132141-0.00160956j -0.002286+0.00211521j -0.00185551+0.007219j 0.00426146+0.00976023j 0.0251968-0.00973015j -0.0178239-0.000598373j -0.0178741-0.0103074j -0.0382097+0.00831021j -0.00775467+0.00459538j 0.0300734-0.0021757j -0.00283417-0.000641966j 0.0127436-0.00108754j -0.00631755+0.00577862j 0.00497868-0.00220522j 0.0158923-0.0133164j 0.0164399-0.00321974j 0.0127499+0.00141052j 0.0222984+0.00173623j 0.00145981-0.00596494j 0.0041985+0.00364652j -0.0151393+0.00150829j 0.00468132-0.00725221j 0.0273849+0.00804813j -0.0158572-0.00551446j -0.0136914+0.00410632j -0.0408998-0.0110542j 0.00873114+0.0134451j 0.0117673-0.00820559j -0.0102585-0.00236928j -0.010118-0.00328625j -0.0113993-0.00270525j 0.0200754+0.000177743j 0.013087+0.00329413j 8.92663e-05+0.00160674j 0.000557138+0.00289935j -0.00229075+0.00190037j -0.0243841-0.000940103j -0.000562231-0.00559277j -0.00739342-0.0066692j 0.00143889-0.00658203j -0.00181235+0.00296704j 
-0.0121247+0.00565251j 0.00322134+0.00421457j 0.00534629+0.00688432j 0.0113118+0.00635791j -0.00943657+0.00285244j 0.00662631+0.00146638j 0.0200922-0.00690406j 0.00165379-0.000443026j -0.000931731-0.00549364j -0.00071858+0.00208403j -0.00366562+0.000353064j -0.0236738-0.00663436j 0.0132611+0.00361584j -0.0154017-0.00302443j -0.00933158-0.00309054j 0.0322408-0.00321667j 0.00941315+0.00487865j -0.012256-0.00181469j 0.0237618-0.00288695j 0.00376022+0.00343849j -0.00101268-0.0023681j 0.0165239+0.00633701j 0.0139402+0.00277992j 0.0127427-0.00406831j 0.00855251+0.00418212j 0.0127294+0.00312798j 0.00841548+0.00314172j -0.00347009-0.00185555j 0.00612954+0.00582454j 4.09505e-06-0.00895587j -0.0066621-9.45831e-05j -0.00378681+0.000576841j -0.0122985-0.00212679j -0.0140413+0.00118819j -0.00584234+0.00731594j 0.0100978-0.00306118j -0.00283184-0.00412291j 0.00770182-0.0088482j -0.0111752-0.00664184j 0.00320112-0.0106042j -0.0105058+0.00137368j 0.00190473-0.00228144j 0.00531251-0.00987545j -0.0141246+0.0128013j -0.0132421+0.000718097j -0.00697475-0.00153714j -0.0236876-0.00398784j -0.0302704+0.00836136j -0.0094779-0.00419594j 0.00101775-0.00101891j -0.00745372+0.00807482j 0.0143374-0.00488589j 0.00173318+0.00697754j 0.00441154-0.00366737j 0.0221928+0.0021597j -0.00347144-0.00744514j -0.00335369+0.00767824j 0.00354114-0.00875293j 0.00250037+0.00525285j -0.00522406+0.00362422j 0.00413684-0.0140439j 0.0105168-0.00379879j -0.00133577-0.00785871j 2.83026e-05-0.00839408j 0.00184041-0.0116689j 0.0166439-0.00199512j 0.00650909-0.0118749j -0.000268757-0.0051264j 0.00335923-0.0109366j 0.00528532+0.0103796j 
-0.00304131-0.000351182j 0.00448277+0.00161888j -0.0082311-0.00139407j 0.00890952+0.00268488j -0.00863384-0.0051924j 0.00191627+0.00416606j -0.00842803+0.000155725j 0.00067437-0.0019644j -0.0237096-0.00401599j 0.00684477-0.000515512j -0.0178048+0.00397389j 0.00696063-0.000898096j -0.0241421+0.00553085j 0.00433488-0.00307347j -0.0197467-0.00782505j -0.027786+0.00622692j 0.022875+0.00369933j 0.0147764+0.000763056j -0.022329-0.000984753j -0.0237911+0.00298137j -0.0306225-0.00482656j 0.0124548+0.00347763j -0.0281156-0.00631315j 0.0129286+0.000675513j 0.0114961-0.000918117j -0.0129052+0.00812925j -0.0160268+0.00188242j 0.00121894-0.000599776j 0.0198436+0.0114339j 0.00716689-0.000397977j 0.0173373+0.00364118j -0.000900151+0.00406628j -0.0103926-0.00220714j -0.00865149+0.0090573j 0.00131142+0.000496237j -0.0195121+0.000268064j 0.0095209+0.00115715j 0.00560258-0.00531496j -0.0176507+0.000203335j 0.0104999-0.000315689j 0.00282035+0.00544543j 0.0119677-0.0039598j 0.00122632+0.00148746j -0.00211032+0.00973721j 0.00152922-0.00461473j 0.00521628+0.000787894j -0.010002-0.0025042j -0.0374369+0.0049403j -0.0135107+0.00325509j 0.00459264+0.000113699j 0.023963+0.00316909j -0.0235814-0.0087251j -0.00377865+0.0085354j -0.00269369-0.00380823j 0.000234527-0.00438988j 0.0168216-0.0135269j 0.000153568+0.000545348j 0.0155583+0.00391598j 0.000852869+0.00188976j -0.000134573+0.00332323j -0.00387488-0.00581234j -0.0080886-0.00583404j 0.000650818+0.00408653j -0.00220781-0.00300872j 0.000109555+0.00112597j 0.00705703-0.000885193j 0.00387743-0.00567086j 0.00497632+0.000181026j 0.000520284-0.00215034j 0.00364516+0.00360881j 
0.000693435-0.00122787j -0.00170693-0.00301859j 0.00143651-0.000599704j -0.00302628-0.00351635j 0.0242785-0.000302792j -0.0115801-0.00173748j 0.00805795+0.000474238j -0.00457849-0.00168759j 0.0174737-0.00482243j -0.0083125+0.00281493j 0.00339005-0.0025592j -0.0100175+0.00311232j 0.00459979-0.00533897j 0.0113149-0.00479464j 0.0249477-0.00282377j 0.00655985-0.0100436j 0.00756896-0.0042198j -0.013234-0.00328989j 0.00630552-0.00290155j 0.0175453+0.00206449j -0.0121927-0.00597179j 2.57958e-05-0.00285384j -0.00165114+0.000961983j 0.00743981-0.00834381j 0.0200623+0.00304118j -0.036075-0.00031152j -0.00209799-0.00506658j -0.0216279+0.00300604j 0.000841544-0.00225758j 0.0121429+0.00265257j 0.000882976-0.00353493j -0.0247606+0.00494546j -0.00503507+0.00405602j -0.0110832-0.00922633j -0.0118833+0.00378197j 0.00332616+0.000400533j -0.0193442+0.00696496j -0.0183558+0.00438083j 0.00652551-2.69939e-05j -0.0144885-0.000988213j 0.0196852-0.00150959j 0.0282911+0.00407187j -0.0172055-0.00662578j 0.00147419-0.00790083j -0.00249505+0.00499213j -0.00834668+0.00103249j -0.044182+0.00185514j -0.072284-0.00773162j -0.0170958-0.002387j -0.016161+0.00225558j 0.0234296-0.00483417j -0.0104605+0.00752772j -0.0091893-0.00507062j -0.0166393+0.0025273j -0.0178808-0.00142804j -0.00589962+0.00753464j 0.001696-0.00343656j -0.00826465-0.00203196j 0.00185154-0.00472234j 0.00373228+0.00401638j -0.00967216+0.000863118j 0.0068399+0.00303779j 0.00130877+0.000525201j -0.00325854-0.00677488j 0.00306548+0.000374552j -0.00398724+0.00110744j 0.012068+0.00713904j -0.00263077+0.00318846j -0.00233699+0.000972297j -0.001904-0.00061996j 
0.00263737+0.000525772j -0.0026031-0.00253408j 0.0142995-0.00292773j -0.00723656-0.00872449j -0.0247704+0.000759343j -0.00622654+0.00191966j -0.0209966+0.00678103j -0.0160054-0.00297335j 0.0132294+0.00366083j 0.0122156-0.0024402j -0.00826211+0.00554489j 0.0526096+0.00498105j 0.00573473-0.00504685j 0.00845127+0.00688971j 0.0143015+0.00212275j 0.0325653-0.00306645j 0.0468142+4.52255e-05j 9.76723e-05+0.0105384j -0.00385182-0.00177189j -0.00290651+0.00327666j 0.00336624+0.0126464j 0.0229499-0.00669463j -0.00348805-0.00266395j -0.0149471+0.000893302j -0.0114465+0.00384724j 0.0162533-0.00289515j -0.0165602+0.00134396j -0.0227449+0.00012316j -0.00759946-0.0127702j -0.00426887+0.00122211j -0.0139513-0.00242541j 0.00991172-0.00371156j -0.00891099-0.00464404j -0.00958689-0.000171249j 0.014244-0.000932931j -0.010301+0.00612232j -0.00101747-0.00280354j 0.0159318+0.00866746j 0.0138665+0.0029171j 0.00659392+0.00534904j -0.000676019-0.00393668j -0.0200291+0.00297659j 0.0145253-0.0100216j 0.0172765+0.0146129j 0.0128236-0.00226891j -0.00280879-0.00219078j -0.0254962-0.00629421j -0.0141127+0.0016622j 0.00260681-0.00756448j -0.00207524+0.0058462j 0.00168887+0.0026838j 0.0213089+0.00816144j -0.000909591-0.00607087j -0.0108101-0.000366687j -0.0355223+0.00278806j 0.0132082+0.0137288j 0.0160063+0.0101721j -0.00715895+0.00195017j -0.00363505-0.00605577j -0.00380641-0.0127144j 0.0147659+0.00579768j 0.000750929+0.013835j 0.00329832-0.00714962j 0.00122811-0.00556725j -0.00141479-0.00810135j -0.0414027+0.000318854j -0.00909938+0.00368954j 0.00206516+0.0069113j -0.000291123+0.00324961j -0.004453-0.0078942j 
0.0064949-0.00302645j -0.00153064+0.00253324j -0.00480709+0.000483108j -0.0118999+0.00293973j 0.00840195-0.00302525j 0.00483839-0.00545705j 0.021853-0.00420424j -0.0147022+0.00207778j -0.0152671+0.00281145j 0.00190721-0.000521612j 0.0214414-0.00618239j -0.0147944+0.00712156j -0.0332297+0.00436145j -0.0191216+0.00862835j -0.00812099-0.0090989j -0.00133791-0.00285854j -0.00963163+0.0050768j 0.0257679+0.0012758j 0.0280784-0.000929516j -0.0182869-0.00218731j 0.00592908+0.00632779j 0.00549988-0.00111013j -0.00280334+0.00917786j 0.0119851+0.00241377j 0.000478732+0.00335131j -0.000896632+0.00150237j -0.0245075+0.00761956j -0.0311295+0.00199028j -0.00183898-0.00700105j -0.00817586-0.00115957j 0.0124651+0.00290425j -0.00559967-0.000955278j 0.0150807+0.0027465j 0.00547773-0.00100319j -0.00604523-0.00610492j 0.0114562-0.00288551j -0.0191799-0.00619196j 0.0146042-0.00287252j 0.00208961+0.000413762j -0.00290249-0.00435161j -0.00432401-0.00417395j -0.0776221+0.002075j -0.0149829+0.0104596j -0.0264131-0.0168946j -0.0540132+0.005035j 0.00229799+0.00250973j -0.00551944+0.00321514j 0.000876495+0.00266117j 0.000452788-0.00388115j 0.0035502+0.00155854j 0.00196167-0.000738289j 0.00170874+0.00260501j 0.00926896-0.00167848j 0.00856173+0.000106626j 0.0142221+0.00915039j -0.00909419-0.00065935j -0.000695843-0.000303636j -0.000574552-0.00321697j 0.00892448-0.000602943j 0.00542075-0.00483999j 0.00315042+0.0018591j 0.0100652+0.0036138j 0.000139246-0.00588234j -0.00094511-0.00733146j 0.000608599-0.00756559j 0.0460703+0.000842699j -0.00812549+0.00221309j -0.00518747-0.000602996j 0.00180674+0.000633741j -0.00424117-0.00304199j 
0.00418563+0.000639954j 0.000990431+0.00330904j -0.0119683+0.00749454j -0.00380516+0.00534345j -0.0136444-0.00468668j 0.0483696-0.00716699j 0.00387283+0.00745827j -0.0168+0.00182971j -0.00151552+0.00480696j -0.013134-0.00905832j 0.00657036-0.00327395j 0.0182468+0.0146492j 0.012319-0.0014629j 0.0243191+0.00119619j -0.00560317+0.0082957j 0.00428544-0.00161974j -0.0401658-0.00324034j 0.00263504+0.00642351j -0.01653+0.00156384j 0.0412709-0.00379324j -0.00728039+0.00407728j 0.00447612-0.00509077j -0.00683282+0.003503j 0.0231103-0.00340162j -0.0167453-0.0011712j -0.0160015-0.00181746j -0.00588184+0.00172128j -0.000935325+0.00391648j 0.00834776-0.00537451j -0.000309715+0.000134586j -0.00513805+0.00188768j -0.00418491-0.00087303j 0.000162273-0.00236659j 0.00676447+0.00330471j 0.0108308-0.00419237j -0.00257122+0.00120537j -0.00447676-0.00461347j 0.0328903+0.000102443j -0.0100608+0.00662951j 0.00293449+0.00394127j -0.00740354-0.0019118j -0.0470492+0.00529289j 0.0101234-0.00691238j -0.0172665+0.00585013j -0.04141-0.00652818j -0.0201328-0.000975579j -0.0375582+0.00379832j 0.000364753-0.00339646j 0.0012027+0.00120967j 0.00675249+0.00404134j -0.0314046-0.00274998j -0.00583583+0.0038981j 0.00443777-0.00173106j 0.0142641+0.00270531j 0.0120108+0.00145651j 0.00107375+0.0036556j -0.000940382+7.33002e-05j -0.00433929-0.0034095j 0.00740286-0.000715015j -0.00133757-0.00899306j 0.0106792+0.000635725j 0.0132857+0.00635062j 0.000674575+0.0075731j -0.00150905+0.00274592j -0.0025641+0.0084946j 0.012427+0.000635176j -0.0163388+0.00111263j -0.00532622-0.00350067j -0.000159693-0.00109414j -0.00246413-0.00241879j 
0.00261268-0.00136664j -0.00497399+0.00466123j -0.0386503+0.000301077j -0.00997638+0.0171502j 0.0217757-0.0140115j -0.0010335+0.00338663j -0.0206112+0.00500143j 0.00105257-0.00951074j -0.0135819+0.00748259j 0.0126587+0.0097725j 0.0288527+0.00829951j -0.0302051+0.000613044j -0.00988735-0.000833118j -0.00822882-0.0181398j -0.00307486+0.0110429j 0.010818-0.00305736j 0.00601102+0.00189276j -0.0339783-0.00112032j 0.00395459-0.00773725j -0.00311155+0.000797388j -0.0130487-0.00705871j -0.0137746+4.43096e-05j -0.0152147+0.0040098j 0.0268101-0.000857007j -0.0267788+0.00176634j 0.0135256+0.00233687j -0.00889181+0.00328135j 0.00199372+0.000607517j 0.00923512+0.00532882j 0.0111709-0.00422358j -0.0224372+0.00700266j 0.00502315-0.000181472j 0.0112746+0.000898703j -0.0137225-0.000541127j 0.0126216-0.00343346j 0.00250149-0.00251293j 0.02835-0.0116627j 0.0271159-0.0119532j -0.0251963-0.00752153j -0.00151017-0.0154993j 0.00335873-0.00502412j 0.00155482-0.00431033j 0.0302018+0.000657858j 0.00535015+0.0152882j 0.00378991-0.00911447j -0.0101963-0.000429072j -0.0278308+0.00117407j 0.00751284+0.00121899j 0.00862514+0.000629794j 0.0127019+0.000460412j -0.0012863-0.000114589j 0.0034903-0.000644489j 0.0142202-0.00451524j 0.00989623+0.000417801j 0.014888-0.000541163j 0.00744532-0.00314202j -0.000449838+0.00335097j 0.0224182-0.00173178j -0.00136661-0.0140554j 0.0180812+0.00630364j 0.00202506-0.00319691j -0.0123553+0.013765j -0.000490973+0.000243443j -0.000300938+0.000902759j 0.000489643+0.00196933j 0.00997439+0.00078435j -0.00501379-0.00313j 0.0131457+0.0146844j 0.00804111+0.00370684j -0.00191973-0.00636419j 
0.000317244-0.00604311j 0.00261166-0.00338968j -0.00424155-0.00635713j 0.0251345-0.00264862j -0.0353928+0.00419691j 0.0108598-0.0122587j 0.0203217+0.00514939j -0.0193721+0.00877163j -0.00138145-0.00899364j -0.00193238-0.0211127j 0.0198253+0.00677989j -0.00689303+0.00331646j -0.0389138+0.00521118j 0.00209014+0.0156534j -0.0112397-0.0106571j 0.0210578-0.00310498j -0.0180616+0.0147593j -0.00833266+0.0032201j 0.0142195-0.00105556j 0.00610944+0.00411679j -0.0137527+0.00509762j 0.0045027+0.00632217j 0.00391772+0.00224374j 0.000133784+0.00733972j 0.0049429+0.00134646j 0.0093833-0.00522849j 0.0163224+0.00366287j 0.00712247+0.00227207j 0.0136702-0.000554987j -0.0055295-0.00385984j 0.00580092+0.00676219j -0.0182717+0.00328566j -0.00950851+0.0018049j 0.0196668-0.00405092j -0.00305738-0.00858643j 0.00672037-0.00617629j -0.0327183-0.00206678j -0.0256768-0.00453862j -0.011926-0.00252337j -0.00437997-0.00628093j 0.011577-0.0096485j 0.0589671-0.000439212j 0.0340652+0.00308839j 0.0203165-0.0110342j -0.00993414+0.00460969j -0.000790895-0.00138294j -0.00203115-0.0049868j -0.013894+0.00181313j -0.0102895-0.00229138j -0.00538542+0.0033296j -0.00244947+0.00316584j -0.00520109+0.00365535j 0.00206326-0.0105636j 0.00252403+0.00124145j 0.0108543+0.0111736j -0.0195954+0.00841183j 0.00278063+0.00993286j -0.00611612+0.00468122j 0.0103541-0.0193535j 0.00252682-0.0176813j 0.00987739-0.0112994j 0.0202231+0.0216384j -0.00132941-0.00109293j 0.00051039+0.00183253j -0.00031372+0.00184521j 0.00989236+0.00174489j 0.0084534+0.00509792j 0.00245905+0.0195148j 0.00413112+0.000121383j -0.0123709-0.011421j 
0.00104134-0.000348561j 0.00375648-0.00283582j -0.024142-0.00576782j -0.00889034+0.0124549j -0.00289342-0.00290401j -0.00303002-0.0144202j 0.0352859-0.00710886j 0.0166584+0.00276487j -0.0129841+0.00884478j -0.0177909+0.010426j -0.0143201+0.0108976j -0.0417705+0.010755j 0.0275068-0.0154586j -0.0148147+0.00299371j -0.0237643-0.000659904j -0.0162684-0.00195053j 0.0194769-0.0178997j 0.00960479+0.00514017j -0.0133474+0.00693076j 0.011824-0.00267847j -0.00301106+0.00233763j 0.0244145-0.0146408j 0.0083378-0.00649761j -0.00965625-0.00644559j 0.0137813-0.00121155j 0.00251678-0.000632501j -0.00215252-0.0090384j 0.0100663-0.000384726j -0.014332+0.00103903j 0.00950374-0.00143682j 0.0127009-0.00939389j -0.00536225+0.00331423j -0.013509+0.00586352j 0.00489632-0.00549842j -0.00222967+0.00772657j 0.00403736-0.00154522j -0.000381531+0.0170773j -0.00206242+0.00781781j 0.0238186-0.00583396j -0.00140584+0.0195838j -0.0058547+0.00684197j -0.0130344+0.0120133j -0.0334221-0.0354238j -0.0108074+0.00894656j 0.00421104-0.00834061j 0.0189034-0.00548527j 0.0328385-0.00743869j -0.00090796+0.00520709j -0.00396098+0.00124037j -0.0130684+0.0097324j -0.00477037-0.00464884j -0.00291032+0.0122859j -0.0158829-0.00771618j 0.00121681+0.00840113j -0.000550388+0.00876514j 0.000156139+0.0237481j -0.00467625+0.00464176j -0.00428317-0.000404381j -0.00105042-0.0294178j -0.0125133-0.00538629j -0.0026328-0.00662206j 0.000715479+0.0258228j -0.00363539-0.00126105j -0.000476207+0.000618682j 0.00200848+0.00294515j 0.0377449+0.00299901j 0.0181227+0.00452935j 0.0101768+0.0318988j -0.0054597-0.00176086j -0.00719741-0.00656352j 
-0.00645872-0.00334j 0.000215406-0.00864699j -0.00338118+0.00376454j 0.0412658+0.000399958j 0.00104755+0.00586212j -0.0177106+0.00526659j -0.0137069-0.00509765j 0.0151171+0.00156791j 0.00485916-0.00931788j 0.0128134-0.00692089j -0.0134839+0.00487951j -0.00737042-0.00661853j 0.0221973+0.00895672j -0.0172089-0.000815864j 0.00776782-0.00243922j -0.000848515+0.00405431j 0.00817994+0.00345693j 0.0108107-0.00344411j -0.0143085+0.00164967j -0.000284988-0.000353601j -0.00664249+0.00114395j 0.00126157+0.00425961j -0.00863293+0.00114539j -0.00802819+0.000739407j -0.00295846-0.00222596j -0.00642489+0.00049014j 0.00427082+0.00406143j -0.0078039+0.000122823j 0.000206449+0.00631283j -0.00409201-0.00358036j -0.0088001+0.00123431j 0.00878774+0.00481325j 0.000569027+0.00172282j 0.00309204-0.00150349j -0.0103897-0.000602492j -0.00115875-0.00665459j -0.0083277-0.000715752j -0.00374979-0.00542269j 0.00830518-0.00681056j -0.00230017-0.00880312j -0.00536629-0.00293649j -0.0405756-0.0011407j -0.0102717+0.00361763j -0.00459928-0.0028013j -0.00678115+0.00465146j -0.0450034+0.00397743j 0.0358109-0.000861739j 0.000202238+0.00152685j -3.86102e-05+0.00200756j 0.00484068-0.00134032j 0.00104527-0.00210524j -0.00604611-0.00101262j 5.744e-05+0.00624899j -0.0551689-0.00344423j 0.00893047+0.000669237j 0.00750106+0.00338063j -0.00870619+0.00633621j 0.00587069+0.0046705j -0.00686945-0.0112445j 0.00189554-0.00113309j 0.00648887-0.00429106j -0.00354972+0.00834996j 7.73945e-05+0.000681998j -0.000147943+0.000253404j 0.000700595+0.00136682j -0.0328633-0.000234101j 0.0094916-0.00288348j 0.00769771+0.0114582j 0.00406797-0.000630255j -0.00465791-0.00444532j 
-0.00355743-0.0026977j 0.000993219-0.00557555j -0.0066074+0.00382295j 0.0271698+0.002948j 0.00949146+0.00360839j -0.00870651+0.00143168j -0.000439245-0.00366838j 0.00645757+0.00360927j 0.00244966-0.00414787j 0.00419003-0.0023564j -0.00782714-0.000628166j -0.0128304-0.00297639j 0.014843+0.00649747j -0.0181955-0.00133249j -0.00471636-0.00198279j -0.00787336+0.00129144j -0.0108321+0.00401926j 0.00792238-0.00316731j -0.00508728-0.00086768j 0.00119142-0.000413811j 0.0024035-0.00225913j 0.000272154+0.00264302j 0.0010447+0.00202609j 0.00791107+0.000988142j 0.000871545-0.00207034j -0.000744026+0.00271488j -0.00223179+0.00196273j -0.00301375-0.000363108j 0.00318617+0.00338675j -0.000788965-0.00403914j 0.00686379+7.62629e-05j 0.00559058+0.00415967j -0.00425522+0.00210783j -5.05651e-05+0.000100229j -0.00372866-0.000636431j 0.00506835-0.00277427j -0.00531298+0.000815446j -0.00208811-0.005058j 0.00378211-0.00159039j 0.0003157-0.00196877j -0.00531503-0.000506071j -0.0363245+0.00386762j -0.0132611+0.00284504j -0.0117068+0.00130331j -0.0239214+0.00965121j 0.0363874-0.0019487j 0.00399475+0.00320447j -0.00792411+0.00762561j -0.0123351+0.0035181j 0.00450971+0.00158414j 0.0298326+0.00118725j 0.00443935-0.00239416j 0.0176864-0.00789948j 0.0345754-0.000432327j 0.0319601-0.00656505j -0.00936718+0.00222527j -0.0194898+0.00473414j 0.00270937+0.00150673j -0.00505739-0.00704964j 0.00635275-0.00105305j 0.00836421-0.00276133j 0.0111844+0.00410796j 0.00416974+0.000797385j 0.00127384+0.000103337j 0.00052027+0.000977367j -0.183978-0.00248672j 0.0224288-0.00176449j 0.00676169+0.00857604j 0.00189246-0.000563841j -0.00273406-0.00254979j 
0.00657527+0.00590409j -0.00315836+0.0109047j 0.00408415-0.0098238j -0.0577371+0.00363912j -0.00873161-0.00940014j 0.025421-0.0126348j 0.024207+0.00191823j -0.0109186-0.00252476j -0.0189091+0.0124945j -0.0176581+0.00940153j 0.0249737-0.00504412j -0.0104999+0.012233j -0.0318024-0.0114359j 0.017399+0.00353341j -0.0189991+0.00660825j 0.00184257-0.00544812j -0.0050778-0.00867609j -0.00264925+0.00843111j 0.025629-0.00141411j -0.00253622-0.00381276j -0.00536098+0.00295045j -0.000418943-0.00740174j 0.00433603-0.00291257j 0.00131751-0.00190638j -0.000378723+0.00404184j -0.00142444-0.00162015j 0.00834861-0.00578745j 0.00800302+0.00199785j -0.00699738-0.00549645j 0.0104098+0.00222831j -0.00540293-0.00351572j -0.0173937-0.000903425j -0.00158716+0.000229553j -0.00549017+0.00108481j 0.0124531-0.00188609j -0.00578807+0.00483916j 0.0104853+0.00128878j 0.00364731+0.00398872j -0.0134969+0.00721722j -4.65833e-05+0.00830431j 0.0071914+0.00507831j 0.0314579+0.00683948j 0.0071957-0.00848321j -0.0163755+0.00753163j -0.0251744+0.000216997j -0.0283221+0.00218272j 0.00128044+0.00312223j -0.0137365+0.00211612j -0.00472664-0.000655449j 0.0198393-0.00563347j 0.0121376-0.00699804j 0.0098369-0.0011123j 0.0255544-0.000993j -0.0121892-0.00122843j 0.034818-0.00238316j 0.00912406+0.00632947j -0.0262827+0.00120775j 0.000894442-0.00354851j 0.00791434+0.00243512j 0.00812137-0.000707472j -0.0030556+0.00259046j 0.0223538-0.00280921j 0.00276481-0.00130066j 0.00122707-0.000147509j 0.000699537-0.00109656j -0.108329-0.00130691j 0.00364326+0.00377783j -0.00502822-0.0047843j -0.00488193-9.33246e-05j 0.00314579+0.00294004j 
0.00744956-0.0140381j 0.0208933+0.0100699j -0.0602715+0.00888513j -0.001074+0.00674023j -0.0309429+0.00187348j -0.0264625+0.000528378j 0.0447382-0.00629975j 0.0060279+0.00193048j 0.0235002-0.0100816j -0.000624938-0.00364568j -0.0227528+0.0267778j -0.00952527-0.00208926j 0.00169162+0.000560615j -0.0104329-0.00673575j 0.00610626-0.0147222j -0.00335463-0.0018917j -0.00804673+0.0125186j 0.00208526+0.00125313j -0.0028527-0.00418421j -0.0053294+0.0198818j -0.00828532-0.00188146j 0.00329945+0.00949412j -0.00213567+0.00123167j -0.00546618-0.00356605j 0.00368827-0.000352949j 0.0054822+0.00143521j -0.000505312-0.00545133j -0.00400582+0.0106913j 0.01244-0.0191916j -0.00604429+0.0123049j 0.000257097+0.00199983j 0.00190841-0.0160541j -0.000749002-0.0125032j 0.011696-0.000869115j 0.00396157+0.00813705j 0.00116097+0.00431545j -0.0111665+0.00684113j -0.0155813+0.010927j 0.0100433+0.0102182j -0.00110809-0.00810532j 0.017225-0.0118307j -0.00388984-0.00300497j -0.0281162+0.0124576j 0.0167154+0.0064724j -0.0175558+0.00415499j 0.00451977+0.00220834j 0.0159212+0.00618545j 0.00659698-0.00914186j -0.00372239-0.00249948j -0.0100511-0.00260545j 0.00825059-0.00459173j -0.0120274-0.000258753j 0.00416797-0.00110617j -0.00709174-0.000694955j -0.00182597+0.00217459j -0.0120439-0.00633423j 0.00722089-0.0133146j -0.0236051+0.00886218j 0.00300179+0.0252292j 0.0060006-0.00135597j -0.0186132+0.0130444j 0.000291628-0.0319548j 0.000303306+0.000245864j -0.000333557-0.0005325j 0.000118108-0.00114315j -0.01192-0.00111329j 0.000248381+0.0085718j -0.0158555-0.0303434j 0.000548301+0.00769551j 0.0105919+0.00769937j 
