-0.00571304-0.00119008j -0.0123739+0.00579336j -0.0102457+0.00650356j -0.00231753-0.00210341j -0.00209219-0.00713213j 0.00434653-0.00421952j -0.00625049+0.00628322j -0.00259668+0.0108025j -0.00645687-0.00500245j -0.00574578+0.0103213j 0.00107548+0.0166683j 0.0173438-0.00286784j -0.00359258-0.00476062j 0.0046056+0.00500635j 0.0165443-0.00465998j -0.00380815+0.00181077j -0.00860238+0.00443795j 0.014464-8.68049e-05j -0.015286-0.00839046j -0.0388653+0.0086986j 0.00534493+0.020797j 0.026418-0.0106309j 0.0242065-0.00334106j -0.00595431+0.00140241j -0.00294655+0.0401474j -0.00684609+0.000546506j -0.00912127+0.0113801j 0.00505521-0.00880895j -0.0123619-0.001197j -0.00790137+0.00677358j 0.0137081+0.00188729j -0.000571492-0.00206736j 0.00884722+0.00985804j 0.00668601-0.00728012j -0.0119852-0.0104662j -0.000612397-0.00864963j 0.0136475+0.00668482j 0.000836681+0.0023923j -0.0132397+0.00323829j 0.00260882-0.00696425j 0.00218438-0.00797679j -0.000122239-0.000254828j 0.00220521-0.00812377j -0.00585528-0.0105995j -0.00182742-0.00345829j 0.00264516+0.00399273j 0.00197129-0.00112867j 0.0130306-0.0232472j 0.006628+0.00387196j 0.004977-0.0154516j 0.00670437-0.00865232j -0.00433922+0.0113997j -0.00269702-0.00150961j -0.0129648-0.000101818j -0.00143252+0.00744313j 0.000968103-0.00440784j -0.00866156-0.00732977j -0.0186075+0.0117755j -0.00718581+0.0228313j -0.00512617+0.0103451j -0.0212964+0.013067j -0.0285592-0.0188969j 0.0760504+0.0207495j 0.0260013-0.0154909j 0.0317765-0.022159j 0.0146594-0.00830772j -0.0314246+0.0126293j 0.0100995+0.000862046j 0.0145038-0.00507939j -0.0353882+0.0269732j 0.00365531-0.00679693j -0.0051624-0.00510786j -0.00103665+0.000763943j -0.00163686-0.00426576j 0.0059815-0.00186537j 0.0112883+0.00853145j 0.000966519-0.00423434j 0.0177841+0.00617874j 0.0176382+0.00166857j -0.00485548+0.000587255j -0.00202558+0.0106848j -0.00927186+0.0101279j -0.00103418-0.00768881j -0.00399556+0.0070389j -0.00689347-0.00136963j 0.00890644-0.0183443j 0.000103283-0.00630001j -0.0209052+0.00675498j -0.00125851+0.053509j 0.00800802-0.0104054j -0.00851453+0.0407678j -0.05699+0.0045903j 
-0.000169127+0.00173528j 0.000564371+0.000300805j 0.00194865-0.0040906j 0.00403431+0.000820351j -0.00322836-0.0198862j -0.00177697-0.00123051j -0.00216781+0.000431654j 0.00336769-0.00219793j -0.00657324+0.000866767j -0.00556509+0.00729918j -0.00684297-0.000184954j -0.0139987-0.00463789j 0.00179746+0.000332518j -0.00290847+0.000967273j 0.0168687+0.00038219j 0.0239423-0.00344083j -0.00916023+0.000156363j 0.00564399+0.00194839j -0.00558843-0.00535107j -0.00800623+0.00807146j 0.0107598+0.00204921j -0.0074405+0.0114402j 0.00711791-0.000399766j 0.000281773-0.00566025j 0.000445467+0.0120224j -0.00340308+0.00242905j 0.00949921+0.0118853j 0.000591925+0.0136227j 0.00398781+0.00445707j -0.00941945-0.000107415j -0.000631939-0.0094776j 0.00584782+0.00373602j 0.000902789+0.0112922j 0.00326307-0.000411392j -0.00323838-0.00643306j -0.00842638-0.00309332j -0.00394958+0.00312043j 0.0459961-0.00943143j 0.000797265+0.01514j -0.00887914+0.00797949j 0.0300642-0.00230275j 0.0129281-0.0145976j 0.026647+0.00227133j 0.0299518+0.00777083j 0.00597879-0.00382237j 0.0121111-0.0115729j -0.00606356+0.00741074j 0.0114381+0.00232998j -0.0292034+0.00441747j -0.0512782-0.00888524j -0.0106862+0.000876761j 0.0191915+0.00623383j 0.0125566+0.00803005j -0.0140516-0.00154316j -0.00182288+0.00588865j -0.00606481+0.00680981j -0.0319529+0.00416249j 0.00108788-0.00874608j 0.00189187-0.00282659j 0.00791566+0.0065315j -0.00342876-0.00632603j 0.00767658+0.000811528j 0.00288501+0.00271732j -0.000603784-0.0171588j -0.00801601-0.012481j 0.00595572+0.0180429j 0.00555851-0.00174507j 0.00393496+0.00624382j -0.00830209-0.0341397j 0.00289211-0.0210666j -0.00166853-0.00358475j 0.00698438+0.00116514j 0.00546604-0.000108194j 0.00239579-0.00120526j -0.00304484+0.00790988j -0.000222314+0.00642903j -0.00350338+0.0227703j -0.00480104+0.00470395j 0.000266402-0.0129546j -0.00232418-0.0284228j -0.00198516+0.00223069j -0.00376971+0.0166867j -0.00182091+0.0131648j -0.000658134-0.00106335j 0.00331455+0.00273955j -0.000964965-0.00367073j -0.00426156+0.00628494j 0.000635814-0.00660231j -0.00320273+0.00127232j -0.00445082+0.00348401j 0.00736768-0.00532342j 0.00516174-0.000114042j 
0.00266845-0.00841139j 0.00162206+0.00426738j -0.00116126+0.0180757j 0.0115966-0.00413096j -0.00839583+0.0133799j -0.00346383-0.0102207j 0.00415051+0.00252531j -0.000614475+0.00286103j -0.00226458+0.00954159j -0.016232+0.0155966j -0.00647467-0.0207034j -0.0281432+0.0313108j 0.00189849-0.033657j 0.000955387+0.0254957j 0.00904911-0.00513081j 0.00599811-0.0188584j -0.00697664-0.0154608j 0.00235554-0.0349073j 0.00595604-0.0420189j -0.00936889+0.0159455j -0.000949986-0.00875022j -0.0113061+0.00138642j 0.00542353+0.00654529j 0.00237772+0.0162356j -0.00395889+0.00150278j -0.00371297+0.0066488j 0.0170098+0.00721297j -0.0161376+0.0211685j 0.00716902-0.0109101j -0.00119407-0.00115029j 0.005451-0.0107435j -0.00448852+0.00719447j 0.0129278+0.0172729j -0.011557-0.00850552j -0.000160178-0.00798296j 0.00222299-0.0101168j 0.0032225-0.00662465j -0.027752-0.00197738j 0.0030423+0.00719045j 0.0197556+0.00555422j 0.0152791-0.000178466j 0.0107003-0.0100978j -0.0126402+0.00849582j 0.0125077+0.00976965j 0.0112015-0.0107833j -0.00336671-0.0118352j -0.00798125+0.00439859j -0.0201385+0.00268367j 0.0217889+0.00486958j 0.0103425-0.00954822j 0.00382332+0.00660327j 0.00328848-0.00587381j -0.00366787+0.000798442j 0.000795008+0.00506052j 0.00406758-0.00949835j 0.00203744-0.00383128j -0.0053854+0.00205362j -0.00130351-0.00643582j -0.00644681-0.0114245j -0.00584556+0.00107558j 0.00739195-0.00502057j -0.0049777-0.000395884j -0.00936039+0.000997889j 0.00648089-0.00619535j 0.00795782+0.00458963j 0.00466966-0.0102063j 0.000649713+0.00126288j 0.00102254-0.0119732j 0.00189659+0.0206733j -0.00840964-0.00084803j 0.00513468-0.00579443j 0.00867179-0.00152372j 0.00674102-0.00121468j 0.00517125-0.00416477j -0.000386245+0.00373749j -0.00419736+0.00200614j -0.00308287-0.0110641j -0.0120545+0.00538272j -0.00400085+0.00540568j 0.000573434+0.0211066j -0.00771099+0.00229871j 0.00293822-0.00122909j -0.00369683-0.00721685j 0.00114902+0.00312137j 0.00354829-0.00175506j -5.01224e-05+0.000641075j -0.00117613-0.00560147j 0.00172904-0.00182227j -0.000875015+0.00651263j -0.00542798-0.00131216j -0.0107353+2.00862e-05j 0.00160707-0.00354402j 
-0.00184861+0.00729567j -0.000681545-0.00436405j 0.00676196-0.00490891j -0.00163035-0.00282271j 0.001041-0.0113449j 0.000931465-0.00264417j -0.00248801-0.00612884j 0.00958396-0.000800159j -0.0045162-0.00710589j -0.00683144-0.0109536j 0.00516686+0.0242625j 0.00158935-0.0332071j 0.00266294+0.0260311j -0.000164049-0.0165139j 0.00866091+0.00113681j -0.0133551+0.0126071j 0.00797097+0.010837j 0.00331552+0.0202691j -0.00961327+0.0130677j -0.0117579+0.00344745j 0.00519115+0.00871255j 0.00116172+0.0197612j 0.00255583-0.00661164j 0.00716067-0.0232751j 0.00392576+0.0204223j -0.00805571+0.00638362j 0.0014789+0.0175717j -0.0104713+0.00966129j -0.0116129+0.0174376j -0.00581796-0.00210798j 0.00583731-0.00586395j -0.0134104+0.00421317j 0.00017245-0.00662495j -0.0196106+0.0175219j 0.000887847-0.0115665j -0.00126652+0.00857957j 0.00479475+0.000601854j -0.0451391-0.00195357j 0.00321852+0.00203937j 0.0198455+0.0040307j 0.0329094+0.00536409j 0.0176446+0.00333323j 0.0241647-0.00426945j 0.0309639-0.00670582j -0.00324861+0.00268584j 0.0156223-0.010778j 0.00941382+0.00622397j -0.0255105-0.0185014j 0.0268997+0.00755819j -0.00307789-0.0150241j -0.0190692-0.00461094j 0.0121806+0.00331537j 0.00304415+0.0079757j -0.000873978+0.00463677j -0.0127881+0.00224727j 0.0191422-0.00240377j -0.022062-0.00597135j 0.00699761-0.000648094j 0.00985335-0.0096451j 0.00948437-0.000151218j 0.008336-0.00472945j 0.00998319+0.00618928j 0.00755231+0.0043924j -0.00610838+0.0116302j -0.009516-0.00112655j -0.00461334-0.0148883j 0.0113877+0.00574796j -0.00280438-0.00343876j -0.00692762+0.0318618j 0.0160967+0.0056465j -0.00165741-0.00186602j 0.00449505-0.00178566j 0.0053599-0.00273624j 2.84692e-05-0.00334333j -0.00479852-0.000366739j 0.00321139-0.00349235j -0.00442549-0.00649991j -0.00593729+0.00684465j -0.0025808+0.0105034j -0.00235069+0.0245885j 0.00244424-0.00567907j -0.00559019-0.00617595j -0.00355594-0.0123065j -0.000765805-0.000599503j 0.0079977-0.00454197j -0.00132213-0.00124916j -0.00135094-6.5702e-05j -0.00102416-0.00293688j -0.00533558+0.000173638j -0.00739454+0.00587239j 0.0186808-0.0109465j 0.012704-0.000968398j 
0.000883885+0.00704043j -0.00341281-0.00271114j 0.000232732-0.000345617j -0.00384639+0.0024839j -0.00117346-0.0070166j -0.00406952+0.00497707j -0.00051879-0.0037295j 0.00208209-0.00190672j 0.00693562-0.00645835j -0.000204703+0.00205399j -0.012283+0.0102122j 0.000664056-0.00238946j 0.0158048+0.00547039j 0.0336069-0.0140906j 0.0339632-0.00441948j 0.0211373-0.0019354j -0.023993+0.000315199j 0.0133802+0.0101618j -0.0135529-0.00504404j 0.0155231-0.00691564j -0.0030985+0.00926977j 0.00547685-0.00495209j -0.0064622+0.000120247j -0.00527281+0.00526853j 0.000744623+0.00478374j -0.0123914+0.00185703j -0.00982686+0.00152705j 0.00537281-0.00943624j 0.000498182+0.00207713j -0.00243093-0.0382464j -0.000672131+0.0145881j -0.00477766+0.00132054j 0.00359203+0.00127653j 0.00660597-0.0178877j -0.00668751-0.00505656j 0.00717225+0.0103489j 0.00923488-0.00747499j -0.0063008+0.00521079j -0.00703192-0.00286738j 0.0144559+0.0116002j -0.00799444-0.00215085j 0.00213567-0.0316483j -0.0444618-0.00342345j -0.00970221-0.000591147j 0.00873518+0.00938471j -0.0168897+0.00739962j -0.0171912-0.0174413j 0.0137109-0.00226383j 0.0073519+0.00195795j 0.0144408+0.00152194j 0.0015085+0.00305133j 0.00361719+0.000948306j -0.00774023+0.00513692j 0.00814993+0.000576689j 0.00976657+0.00219229j 0.000831308-0.0044601j -0.00227197+0.00737192j 0.00972087+0.00893631j -0.000158758+0.00773761j -0.00168789-0.00141427j 0.0123098-0.0023532j 0.0056556-0.00133745j -0.00314555+0.0118444j -0.000395681-0.00347468j -0.0153266+0.00704213j 0.00149533-0.00818627j 0.00505038+0.00133802j -0.0120281+0.00523651j -0.00506134+0.00786967j 0.014674+0.0013882j 0.00244084-0.00569152j -0.00173622+0.00179992j -0.00591455+0.00256492j 0.00102522+0.00129845j -0.00151588+0.000984868j -0.00514968+0.00693246j 0.000563746-0.000188668j -0.00286464+0.000520226j -0.00550722-0.00177023j 5.06087e-05+0.00774179j -0.00671287-0.00279312j 0.0035315-0.00842639j -0.00533746-0.000544388j -0.00420189-0.00727793j 0.00865381-0.0105392j -0.0053778+0.00311226j -0.00199754+0.00765901j -6.5635e-05-0.00515042j 0.00233006-0.000204711j -0.0113474+0.00289676j 0.00993268-0.00973358j 0.016073-0.00794759j 
0.00307932+0.00204042j -0.00193923+0.00704785j -0.00995772+0.000637428j 0.00290551+0.0237975j -0.0140529-0.00831677j -0.00583+0.0144476j 0.000359823-0.0164273j 0.0076085+0.000153077j 0.0165134-0.0115001j -0.0204419-0.00680583j 0.00125259-0.016308j -0.00342776+0.000583823j 0.0210117-0.0143215j 0.0141431-0.0087014j 0.0180109-0.00247238j -0.0458448+0.00176933j 0.00329386+0.000694889j 0.00848073-0.0175895j -9.18858e-05-0.0338124j -0.00157876+0.00178945j 0.00543995+0.00111265j 0.0034815+0.00263036j -0.0144304+0.00693864j -0.00120318+0.0210251j -0.00890539+0.00854947j -0.0109864-0.00126732j 0.00203803+0.0287906j -0.00327748-0.0173753j 0.00321072-0.032669j -0.00363085+0.00835064j 3.6148e-05+0.0103804j 0.00751064+0.00236298j 0.00804037-0.00507671j 0.0108831+0.0159096j -0.00531024+0.00431606j -0.00289417+0.00344216j 0.00129395+0.00374749j 0.00768737+0.0056527j -0.00655076-0.000840115j -0.0218308+0.00423189j -0.00953887+0.00615126j -0.0129194+8.3816e-05j 0.0293972+0.00289798j -0.0175688-0.00545376j -0.0118078-0.0014948j 0.00784093-0.00593919j 0.0173407-0.00300217j 0.00110818-0.0029158j -0.00878137-0.00490007j -0.00500518+0.00180736j 0.00756149+0.00917146j 0.00272177+0.00750962j -0.000311039+0.0115871j 0.00538713+0.00471788j 0.00811222-0.0141688j 0.00562023+0.000966468j -0.00339509+0.0133831j -0.00161152+0.00117658j -0.00583842-0.000782273j -0.00114742+0.00478752j 0.0100052-0.00255262j 0.00134662-0.00306545j -0.00644489+0.00631917j -0.00223991+0.00416245j 0.00333146-0.00536756j -0.00385946+4.67556e-05j 0.00941006-0.00657617j -0.000489871+0.00254228j -0.00290638+0.00519647j 0.00682715-0.00608934j 0.0085727-0.00211925j -0.00486517+0.00215173j -0.00401231+0.00140338j 0.00391213-0.00500667j 0.00202993-0.00410424j -0.00672129+0.00166397j 0.00282081+0.0101216j -0.00499273-0.00147147j -0.00641255-0.000577911j -9.0933e-05-0.00593561j -0.00511836-0.000318358j 0.00418043+0.00223667j -0.0020118+0.007048j -0.00353104-0.00145794j 0.00741385+0.00147637j -0.00637991+0.00836551j -0.00396814+0.00808101j -0.000740476-0.00497842j 0.00339267-0.00305217j -0.00915508+0.000876179j 0.00140081-0.00652679j 0.0101686-0.00649512j 
-0.00214234+0.00517973j -0.000621205-0.00567626j 0.00738468+0.0160545j 0.00446498-0.0141744j -0.00557182+0.0243746j 0.00843807-0.0266028j 0.00563036-0.016617j 0.0164815+0.00223967j -0.0180055+0.0025094j -0.00417971-0.0207518j 0.0044055+0.0231783j -0.015434-0.00910051j -0.00348054+0.015828j 0.0106594-0.0115927j -0.00329213+0.00912742j -0.0026372+0.00588493j 0.0129079+0.00272711j 0.0103243-0.0119513j -0.00666866-0.00234875j 0.00894422+0.00446068j 0.00259873-0.00696962j 0.0154983+0.0313618j 0.00470092-0.00413409j 0.0200172-0.00962172j -0.00526771+0.0186917j 0.012172-0.00490615j 0.0199367-0.0108815j 0.0027274-0.0151183j 0.00743977+0.0118978j 0.00193965+0.00617461j 0.00900928+0.00445247j 0.00354689-0.00237157j 0.00811174+0.00468191j 0.0093015-0.0142641j 0.00670091-0.00304972j 0.00319572-0.00793655j -0.00560997-0.00183713j 0.0201983+0.00365961j 0.0114232+0.0048817j -0.0184297-0.00344473j -0.0252243-0.00536546j -0.0171519+0.00052185j -0.00910999-0.00251726j -0.0340223-0.000195471j 0.000107296-0.00732514j -0.0164873+0.0019801j 0.00182097-0.00193738j 0.0147462+0.000398497j -0.00534686-0.00131076j 0.0057727-0.00954139j 0.00364929+0.00355924j 0.0121519+0.0188261j -0.0220362-0.00768341j 0.0110663+0.0101829j 0.00136202-0.00356535j 0.00984627+0.00518593j -0.0102168+0.0170475j 0.00157308+0.000474877j 0.00736053+0.00678396j -0.00511609+0.00248641j 0.028663-0.000820433j 0.00183064-0.00617347j 0.00537832+0.000375919j -3.83572e-05+0.00234742j -0.00635626+0.00309177j -0.00442105+0.00581544j 0.0103251-0.00361474j -0.00233284+0.000654085j -0.0020748-0.0105512j 0.00283384+0.00824754j -0.00255935-0.00238914j -0.00746686+0.00741886j -0.0016902+0.00760571j 0.00179987-0.00499151j 0.000217106+0.00953833j -0.00500024+0.00432321j -0.00646427+0.00738035j -0.00136632+0.00686231j -0.00792914+0.00372523j -0.00112441-0.01231j -0.00408567+0.00423492j 0.00177669+0.00205189j 0.00138259-0.0017556j -0.00298152-7.4969e-05j 0.00730437-0.00293293j 0.00259675-0.00812295j 0.00590008-0.000787004j -0.00250985-0.000781655j -0.00396973+0.00314983j -0.00401007+0.00112667j 0.00995832-0.00614079j 0.0134659-0.00485157j 
-0.00622742-0.00928108j 0.00432252-0.00796139j 0.00578207+0.00361164j 0.0116091-0.00374314j -0.00839519+0.0157337j -0.0256439+0.00983784j -0.00255524-0.0094649j -0.00731568+0.00568941j 0.0141138-0.0069681j 0.00798082-0.0241586j 0.00448479+0.014808j -0.00687475-0.0446321j -0.0211568+0.0129184j -0.0114962-0.0235867j 0.015916-0.00653928j 0.000172664+0.00401293j -0.00139833+0.0115379j -0.00908818-0.00546836j -0.0317005-0.00327728j -0.00967826+0.0273416j 0.0245262+0.00166235j -0.0134986-0.00446612j -0.0178535+0.00404732j -0.00311519-0.00951851j 0.0121617+0.00514331j 0.00145285-0.0228277j 0.0038654+0.00486478j 0.00449336+0.0196749j -0.0142566-0.0238966j -0.0062121-0.010319j -0.0149842-0.0094842j 0.00425964-0.00672797j -0.000664505+0.0123925j 0.00347701-0.00854721j 0.00258517-0.00274316j -1.6022e-05-0.00256051j 0.0086598+0.00429948j 0.00527057+0.00230153j -0.0059469+0.0012235j -0.00314096+3.98031e-05j -0.0141448+0.00398489j -0.00324358-0.00330554j -0.010063-0.00203502j -0.000107348-0.0050142j -0.00176515+0.00733324j -0.00719285+0.00238922j -0.000214632-0.000689261j -0.000442252-0.00889953j -0.00767619-0.0117835j 0.00820374+0.000548384j -0.000489484-0.0154833j -0.0143527-0.0010168j -0.00100276+0.00222855j -0.00279747+0.0205206j -0.00813339-0.00229467j -0.0127728-0.00258013j 0.0177922+0.000233155j -0.00585245+0.00281567j 0.000675149-0.00638583j -0.0019652+0.00257828j -0.0119389+0.00956753j -0.00849241-0.00237543j -0.0061764-0.00397471j -0.00621-0.00219066j -0.00135175-0.00321029j -0.00337297+0.00475329j -0.00682597+0.00176681j 0.00192859+0.00631876j 0.00416988-0.00722112j -0.000972831-0.00556126j -0.00305402+0.00574103j -0.00226273+0.00304661j 0.00277417-0.0110197j -4.73183e-05+0.000940517j 0.0048945-0.0103975j 0.00592198-0.00666741j -0.0029982+0.0144503j 0.00233113-0.00533876j 0.00704908-0.00640833j -0.00182173+0.00566784j 0.000286218-0.00266297j -0.000507224-0.008133j 0.00739871+0.00802753j -0.000164965+0.00781634j -0.00729869+0.00927106j 0.00681924+0.00866939j 0.000672123-0.0118928j -0.00321399+0.0175515j -0.00307103-0.000809061j 0.015009-0.00383075j -0.00806448+0.00802408j -0.00584034+0.00637773j 
-0.0069763+0.00496662j -0.00424211-0.0207396j 0.0134358+0.0166823j 0.00778767-0.0102767j -0.0016335-0.0052135j -0.00253219+0.00815681j -0.0327281+0.0324876j 0.0189641-0.018931j -0.0060918-0.00895856j 0.0173207+0.0315251j 0.00418916+0.0165174j -0.0120039+0.00915803j -0.00270656-0.0155797j -0.00337051+0.0200762j -0.000101815+0.000139114j -0.00812635-0.00859276j -0.00154881-0.0129564j -0.00402686+0.00750947j 0.00780281-0.00606528j -0.0153882-0.0124785j 0.0246263+0.014126j 0.00955657-0.00559879j 0.00639347-0.0225807j -0.00902695+0.00765677j -0.0138716+0.00560365j -0.0163112-0.00267871j 0.00579031-0.0220252j 0.00697736+0.00405915j 0.00402924-0.0121886j -0.00635247+0.0177337j -0.00290317+0.000218678j 0.00306019+0.0110638j 0.000226603-0.00275629j 0.00800632+0.00413401j -0.0117813+0.00130692j -0.00453217-0.00238396j 0.0171531-0.0112555j -0.00290235-0.0024381j -0.0204127-0.000530488j -0.00182208-0.00611828j -0.0071825+0.00259479j 0.00511674+0.00568629j 0.00286869-0.0027033j 0.00403277-0.00552457j -0.000158096-0.00723769j 0.0103898+0.00512979j 0.000343934+0.000633319j 0.00428817-0.011068j -0.00354034-0.00414911j 0.0110427-0.00485855j 0.0139798+0.00232824j -0.015332-0.000340636j 0.0181252+0.00472308j 0.00309847-0.00475611j 0.00896454-0.00447466j -0.00296198-0.000899441j 0.0161753+0.00534735j 0.0165848+0.00533136j -0.00587121+0.00550849j 0.0133997-0.00215276j 0.000147698+0.00517221j 0.00887593-0.00785043j -0.0218671+0.00599125j -0.00407531-0.0166688j -0.00844688-0.0105088j -0.00370459-0.00425786j 0.00728594-0.010868j 0.00323443+0.00186295j -0.00719492+0.00580959j 0.0193859+0.00232092j -0.00258539-0.00180819j -0.00333803+0.00308422j -0.002978+0.00417584j 0.00234325-0.00391251j -0.00690624+0.00602049j -0.00563278+0.000884587j 0.0012616+0.0118143j -0.0101317-0.000585554j -0.0107854-0.00683142j 0.000946724+0.00650689j -0.0105111-0.00372511j 0.00415975-0.011307j -0.00473734+0.00514808j -0.00351203-0.00548544j 0.00893116-0.012221j -8.10651e-05+0.0113959j -0.0001808+0.0033213j 0.00283623+0.00133584j 0.000163728+0.00628668j -0.00773148+0.000180159j -0.00209737-0.00388307j 0.0226745-0.0126693j 
0.00111763-0.0083131j 0.00529722+0.000976772j -0.00986043+0.00875786j 0.00457862-0.0201218j 0.00244402+0.00503205j -0.00959541-0.0110898j 0.00833943+0.0198864j -0.00907668-0.0300357j 0.00395983+0.0326352j -0.0250233+0.0320993j -0.0142582-0.0136094j -0.012254+0.0145897j 0.00838262+0.0363815j -0.0135669+0.0166702j 0.00652282-0.00656803j -0.0106892-0.00506214j 0.00540189-0.0271459j 0.0148066+0.0169157j -0.00591343+0.0462028j 0.00481713-0.0227124j 0.0015067-0.00771449j -0.0206818+0.00538656j -0.00666214-0.0311213j 0.00258267+0.00131699j 3.53588e-05-0.00981768j -0.0171335+0.00619518j 0.00186456-0.0131442j 0.000989408+0.00181258j -0.00497621-0.0157466j -0.00103958-0.00917767j -0.0075132+0.00138902j 0.00246791-0.0110502j -0.0184911-0.00680727j 0.00324597+0.00970273j 0.00945544-0.00247348j 0.00396395-0.00356897j -0.0127236+0.00308244j 0.00296247+0.00121419j -0.00389859-0.0103076j -0.00222971-0.00344925j -0.00802198+0.00792068j -0.00828351+0.000979083j 0.00274239-0.00433466j -0.00815301-0.00826263j 0.000237754-0.0101392j -0.00686748+0.00479544j 0.00556932+0.00511952j 0.0106673-0.000811382j -0.00371536+0.000351973j 0.00884466-0.00115945j -0.00342222-0.0104669j -0.00153321-0.000858952j -0.00250629+0.0159057j 0.00633513+0.00242057j -0.00393163+0.0133092j 0.00588894-0.000668774j 0.00163995+0.00133646j -0.003968+0.002781j -0.00194123+0.0131443j -0.00533269-0.012231j -0.00662309+0.00694512j -0.000364995+0.00471317j 0.0208912-0.00197142j -0.000848697+0.0119608j 0.000627168+0.00752712j -0.00320263+0.00578813j 8.28713e-05+0.000258987j 0.00368646-0.0121531j -0.000424072-0.000104221j -0.00154841-0.0036056j 0.0027135-0.00134765j -0.00439051+0.00349659j 0.000285302-0.00246946j 0.00242854-0.00154306j 0.00201155-0.000792551j 0.00523909-0.0050493j -0.001695+0.0060867j 0.0111859-0.00331536j 0.0112846-0.00428148j -0.00279289-0.0030979j 0.00498032-0.000411387j -0.00428566-0.00783355j 0.00316066+0.00262645j 0.00624287-0.00304489j -0.0074406-0.0035607j 0.000610471-0.0149575j 0.00544335-0.00565846j 0.00241625+0.00485072j -0.00745556+0.00522555j 0.00240375-5.76262e-05j 0.00613796+0.0022823j -0.0156584+0.00903368j 
-0.00155426+0.0015287j -0.00610273+0.000681432j -0.00409143-0.0150141j -0.0019812+0.00417979j -0.00339705-0.00320995j 0.00596259+0.0221026j -0.0049936-0.0161518j -0.00462214+0.00583122j -0.00827299-0.00568841j -0.0140418-0.0243999j -8.60137e-05-0.00832595j 0.00561667-0.00174962j 0.00696398+0.0131936j -0.00493371-0.00765802j -0.00469931+0.00848098j 0.00695315-0.00308914j -0.001642-0.011708j 0.012559-0.0285383j 0.0196488-0.00765822j -0.00595777+0.00567794j 0.0192283-0.0212849j -0.0014047+0.0330206j 0.013802+0.000471524j -0.0137264-0.0419328j 0.0252051-0.0164185j -0.0133481-0.0260637j 0.00207107-0.01935j -0.00850805+0.0151113j -0.000782896+0.0110512j 0.00180441-0.00815686j 0.00643089+0.000194849j -0.0033918-0.00133499j -0.00206836+0.00520079j -0.000732361-0.0111149j -0.0172395+0.00616385j -0.00591535+0.00851646j 0.00195478-0.00160018j 0.00217044+0.00165708j -0.0185221-0.0222607j -0.00191709-0.00361182j -0.0141281-0.00292848j -0.00107289+0.00818923j -0.00567114-0.00028997j -0.00116742-0.00816225j 0.00023904+0.0191977j -0.00284692-0.00219697j -0.00590496-0.00497475j -0.0131185+0.00219147j -0.00106266+0.029597j 0.0108625-0.0108607j 0.0350385-0.0222087j -0.0117306+0.00543265j 0.0190343+0.0141333j -0.0187996-0.0150984j 0.0133746+0.0233082j 0.0042486-0.0304364j 0.00386131+0.0131005j 0.017743+0.00600793j -0.0131619+0.0141113j 0.00788303-0.0310247j 0.0019544+0.0110444j -0.0141273-0.00861031j 0.0071658+0.0142251j 0.0132778-0.00302894j 0.00618633-0.00514603j 0.0127356-0.00226718j -0.00402437-0.00322282j 0.00426016-0.00644579j 0.00168431+0.0037424j 0.00135399-0.0101411j 0.00493434-0.0109588j -0.0058648+0.0118822j -0.00674043+0.0132729j 0.00224547-0.0045169j -0.00514149+0.0113114j 0.00443737-0.00692648j 0.00547539-0.00117216j -0.00967065+0.00932134j 0.00298516-0.00387371j 0.00605253+0.00162111j 0.000149092+0.0095304j 0.00612389-0.0121609j -0.00294366-0.00334543j 0.00111438-0.0244078j 0.00794982-0.0116895j 0.00457228-0.00948509j 0.00137957-0.0171148j 0.0169529-0.0250747j 0.0112416+0.0242678j -0.0200436+0.00799743j 0.00292512+0.00354876j -0.0135438+0.00178521j 
