0.168562-0.0816108j 0.308562+0.0569917j -0.41704+0.0677984j 0.75081-0.18147j -0.00286306-0.910457j 0.483335+0.0403717j 1.14313-0.23007j -0.271827+0.509319j 0.720018+0.348979j -0.126323-0.323334j 0.175742+0.0395891j 0.315534-0.619571j 0.40899-0.743213j -0.165428-0.9343j 0.427457-1.02399j -0.90613-0.060638j -0.043208+0.121316j -0.558941-0.0108567j -0.317176+0.341573j 1.47174+0.0460466j 1.4163+0.0654638j -0.0139451+0.657867j -0.349281+0.434333j 0.737149-0.572919j -0.27154+0.174303j -0.647672-0.970226j -0.842592-1.42929j 0.122649-0.772869j 0.055327-0.982086j -0.189202-0.383927j 0.210173-0.391041j 0.019468-0.879493j -1.13025-0.169967j -0.509694-0.901674j 0.123733-1.32924j 0.723684+0.989929j -0.0214289-0.992122j -0.210163+0.120607j -0.374375+0.220749j -0.38068-0.429058j 0.230302-0.699671j -0.948201-0.190832j -0.658551+0.139647j 0.931756-0.394685j -0.257518+0.548387j 0.917262+0.377916j 0.507968+0.849506j 0.624683+0.490157j -0.00997271+0.635327j -0.647101+0.0874588j 0.461632-0.218782j -0.823659-0.605596j 0.45076+0.310463j 0.316883-0.536761j 0.615719-0.245372j -0.688579+0.132481j 0.394118-0.00487369j -0.656889+0.934181j 0.526151+0.508181j 0.433796-0.382271j 0.83125-0.35919j 0.0350789-0.0337405j -0.228364-0.505272j 0.743655-0.214098j 0.00714747-0.13317j -0.217614+0.187203j 0.0556758-0.355417j 0.518984+0.640889j 1.3189-1.14225j 1.4369+1.13916j 
-1.93582-2.6133j 2.32617-2.20568j -0.979606-1.31452j 0.313134-0.199698j 0.333327+0.169007j -0.0264208+0.480892j -0.466079+0.944642j -0.289679-0.693092j 0.774627-0.555624j -0.28688+0.389824j 0.331918-1.75899j 0.721511-0.305046j -1.27762-0.734569j 0.101756+0.263958j -1.063+0.572325j 0.194212-1.8059j -1.46554+0.341262j -0.384941+0.465841j 0.301348+0.960984j 0.952309-0.934219j 0.320657-1.10402j 0.622046-1.09974j -0.853733-1.37571j -0.76376-0.0190957j -1.86151-1.42302j 0.562093+0.059328j 1.76596-0.393477j -0.231281-1.38756j 0.340812-1.46133j 0.281462-0.3429j 0.82062-0.575914j -0.368322-0.138958j -0.0801963-0.210773j 0.64306+1.0025j -0.41751-0.327513j 1.12601+0.0103884j -1.58597-0.66237j 0.633247-0.195867j -0.691745-1.53137j -0.30665-0.503843j 0.370512+0.161859j 0.111515+1.00304j -0.320194+1.11413j -0.694381+0.2746j -0.541212+1.27582j 0.502803-0.181338j -1.53644-0.280095j -0.271844-0.811131j 0.115093+0.812889j 1.32285-1.28067j -1.0583+0.851975j -0.263144-0.386863j 0.56994-0.329674j 0.394621+0.127296j 1.71131+0.141698j 0.745722+0.213899j 1.44422+1.15287j -0.126058-0.721105j 0.224363+0.0339724j 0.167101+0.557896j -0.31804-1.05293j 0.723891-0.416227j 0.00515817-0.298182j 0.429315+0.508554j -0.23117-0.118891j -0.311659+0.495868j -0.361964-0.440435j 0.422292+0.173754j -0.287353-0.233086j 0.0890552-0.232891j 
0.133315+0.0909709j -0.0697567+0.339907j 0.177855-0.351351j -0.0404289+0.446785j 0.281882+0.191657j -0.232667+0.294775j -0.254617+0.500495j 0.00222519-0.350863j -0.50657-0.211008j 0.181041-0.980635j -0.0437849+0.368349j 0.119153+0.0285507j 0.186092+0.108846j -0.785629+1.06895j -0.285697+0.0946073j 0.832966-0.0936071j 0.53714-0.433607j 0.244757+0.221756j -0.379473-0.0673819j -0.303756-0.00636814j -0.770344-0.152289j -0.480464-0.134597j -0.273989-0.164699j -1.43995+0.272296j -0.919803-0.198016j 0.933814-0.403149j 0.169325-1.36827j 0.1913+0.72311j -0.120455+0.7329j 0.500318-0.921839j -0.219038+0.0192309j -0.451319+1.88246j 0.595463-0.598316j -0.944179+0.0404178j 0.911236+0.202993j -0.0946271+1.2833j 0.990695-0.868157j -0.521438-0.153165j -0.366755-0.583343j 0.948731+0.825916j 0.121332+0.729549j -0.329041-1.37845j -0.0777322-0.984075j 0.243242+1.4674j 0.580987-0.290719j 1.87548-0.875692j 0.129031-0.792972j 0.352667-0.733004j 0.530446+0.67025j 0.60308+0.157248j -0.33878-0.344457j -0.712818+1.13722j 0.850907-0.252098j -0.543996+0.133456j 0.43548-0.875871j -0.756875-0.902198j 0.351654-0.67774j 0.560519-0.439939j -0.739289-0.332205j -0.0904517-0.676127j 0.930593-1.41144j -0.850722+1.20474j 0.155453+0.580401j 1.59232-0.301863j -1.12805+0.221603j -0.198432+0.473057j 1.02439+0.324253j 1.06194+2.1937j 3.62956-0.262099j 0.680199+3.33972j 
0.0118823+0.150448j -0.103776+0.0744545j 0.100476-0.0501166j -0.178418+0.149511j 0.0349434+0.208503j -0.133701-0.0634932j -0.325487-0.0127056j 0.179612-0.125617j -0.0354742-0.325303j 0.628389+0.0374567j -0.18907-0.00821641j -0.19229+0.227504j 0.118395+0.177418j -0.509672-0.208254j 0.187086+0.0248829j 0.030505+0.483431j 0.175446+0.284394j 0.0203706+0.089487j -0.154959-0.490676j -0.142841-0.0356131j -0.0591327-0.343944j -0.152544-0.548057j -0.0694028-0.305972j -0.14975-1.07978j 0.0842922-0.876216j 0.80484+0.657708j 0.878507+0.170082j -0.319643+0.224859j -0.578191+0.0448238j 0.967755+0.282429j 0.0582353-0.181783j -1.44931+0.0633025j 0.737345+0.355799j 0.102506-0.412199j -0.130851+0.765838j -0.705935-0.18754j 0.560804+0.632653j 0.133657-0.341975j 0.545441-0.384572j -0.39002+0.998643j -0.654126+0.193966j 0.813655-0.269279j 0.601589-0.124406j -1.38363+0.0798182j 0.384894+0.58652j 0.748815+1.33506j 0.812324+0.132664j 0.504442+0.144812j -0.433359+0.588228j 0.0331629+0.687971j 0.218035-0.608136j -0.906543-0.337808j 0.273923+0.718491j -0.270099-0.420275j 0.801332+0.0810501j 0.585824-1.03151j 0.570134-0.0687563j 0.598152+0.600574j 0.201954-0.483653j 0.583489-0.0377513j 1.19617+0.362961j -1.16359-0.618288j -0.456525+0.320938j 0.864366+1.07209j -0.441464-0.639754j -0.376599+0.229015j -0.278967+0.4951j -1.56942+1.77451j 1.22955+2.43798j -2.20506+0.863824j 
0.182209+0.10932j 0.641227+0.107594j -1.06528-0.47461j 0.714027+0.358465j 0.456707-0.35688j 0.107256-0.188548j 0.410673+0.321286j 0.031253+0.0883251j -0.379847-0.0522307j 0.302136+1.01736j 0.250153-0.435758j -1.43754+0.00855379j 0.997721+0.108624j 1.51136-0.104055j 1.23452+0.250231j -1.92102-0.867496j -0.260774+0.860282j -0.483044-1.58171j -1.68512-1.38629j 0.314297+0.311457j 0.380327+0.356152j -1.78161-1.77903j -1.66891-1.09788j 0.753565-1.63927j -0.493996-1.73365j 2.95687+1.71569j -0.914541+0.856761j 0.822917+0.138296j -0.678543-0.137058j 2.14799+1.03082j 0.98362+0.156567j -1.72023-0.843575j 1.85926+1.44025j 0.390337-0.0969047j -1.4318-1.30595j 1.19937-0.832567j -0.208746+0.498538j -1.04241-0.874398j 1.88816+0.938448j -0.207234+0.534346j -1.80913-1.00014j -0.777332+0.74902j 0.266339+1.05106j -1.43076-0.693176j 2.47807+2.70901j -0.633892+0.315031j 1.68631+0.893565j -0.774061-0.618215j 1.04335+2.34801j 0.452255+0.186384j -0.422872-0.708564j -1.08895-0.523706j 1.3851+1.24224j -1.50431-1.93987j 0.370641+0.551195j -1.28749-1.11057j -0.295377-1.24998j -0.105482+0.427289j 1.36976+2.40399j 1.53059-0.236635j 0.56106+0.247186j -0.563492-1.60566j 0.81306+0.803338j 1.83767-0.367347j 0.517415+1.72024j 0.129462+0.971734j -1.54622-1.53758j -0.719733+2.67483j 0.822372-0.355655j -0.184645-2.11286j 
-0.0574234-0.092761j -0.189219-0.372755j -0.0370826+0.505555j 0.25945-0.416273j -0.323908-0.196295j -0.200994-0.188595j -0.0464517-0.0509939j 0.110135+0.0649441j 0.296985-0.390845j 0.686575+0.370964j -0.337627-0.290088j 0.292981+0.141451j -0.0151342-0.374066j -0.432436-0.914954j 0.156757-0.941739j -0.307186+0.404399j 0.515462+0.768545j -0.748207-0.524776j -0.693266+0.614927j 0.299497-0.252434j 0.139633-0.457834j -0.648387+0.120956j -0.363968+0.507692j -1.18202-0.925844j -0.789517-0.532853j 0.173793-0.458245j 0.764456+0.540209j -0.240426+0.0219185j -0.104365+0.610089j 0.145477-0.81477j -0.32804-0.0300845j 0.119172+0.320479j 0.507781-0.503231j 0.255817-1.08784j -0.211663-0.148066j -0.750995-0.581727j 0.367942+0.710077j -0.366054-0.47592j -0.0413973-0.304461j 0.767573-0.502396j -0.0865474+0.383406j 0.863724+0.37216j 0.707776+0.12625j 0.0572122+0.901249j 1.13863-0.177478j 0.835536-0.542673j -0.0284102-0.861156j -0.109395-0.341287j 1.41927+0.318124j 0.200376-0.668285j -0.530741+0.434674j 0.185384-0.00212303j 0.589968-0.142876j -0.977112+0.603079j 0.103258+0.656491j -0.666017+1.13206j -0.952935+0.368984j 0.380217-0.510038j 1.25016-0.674239j -0.539919-1.33382j 0.257899-0.220545j -1.08883+0.511089j 0.34377-0.382333j -0.844411-1.59741j 1.27642-0.405691j 0.560992-0.13998j -0.593026+1.81994j 2.25407+0.125102j -0.145123-0.680256j -1.04551+0.705187j 
-0.460414+0.368952j -0.410408+0.795581j -0.842474-0.862325j 0.726381+0.283144j -0.546283-0.0182158j -0.73156+0.33005j -0.0318646+0.797222j 1.42694-0.113767j -0.771363-2.32155j 2.72887+1.06544j -0.390281-0.385461j -4.09431-1.36193j 1.75482+0.307646j -0.874734+0.764202j 0.362578+0.251936j -4.43359-1.08116j 2.43301+0.7499j -3.77784-1.68252j -3.20006-0.904584j 0.639874-0.779867j -1.41225-0.554982j -4.3731-2.25375j -3.99158-0.596643j -1.76972-1.69335j -2.12531-2.48455j 6.64072+3.52706j -0.360265-0.285818j 1.38406+1.33135j -1.06652+0.194002j 3.50915+1.37184j 2.24713+1.35431j -3.79231-1.37688j 4.82838+1.52678j -1.67773-1.2856j -5.0255-2.78123j 1.03852-0.63414j 2.40701+1.23314j -5.71575-1.82098j 5.01354+1.43377j -2.14965-1.12364j -4.07333-2.10838j 1.04122-0.526343j 1.95481+0.391222j -0.897769-1.86878j 8.2161+3.40474j -2.35286-1.6378j 1.25975+1.10516j -4.60222-1.79892j 5.82126+1.45878j -1.13774+0.0339068j 0.043156-0.31604j -2.50217-2.07071j 4.43367+1.93854j -4.36164-1.11619j 4.08029+1.91851j 0.184251+0.689933j -0.151682-1.03894j -0.729304-1.02689j 3.70113+0.516274j -2.24643-0.166505j 3.05473-0.784114j -3.14268-0.609597j 0.364335+1.68715j -0.475665-0.448194j 2.28207-0.62729j -0.793825+1.79491j 0.886006+1.80164j 0.11335+0.494146j 0.445369+0.543798j 0.626287-1.5083j 
0.327569+0.0954976j 0.631725-0.07064j -0.032142+0.531849j 0.0976866-0.455495j -0.101386+0.0593806j 0.749603-0.645395j 0.41045-0.0612817j -0.632632-0.285329j -0.930781-0.0882731j -0.670594-0.951187j -0.074706+0.115748j 1.02236+1.28258j -0.67453-0.770477j 0.204966+0.617903j 0.562807-0.93042j 1.9177+1.08328j -1.61225+0.0918675j 0.976869+0.256762j 1.52575+0.767348j -0.674611-0.534565j 0.154175+0.16381j 1.27781+0.661078j 2.1002+0.449715j -0.0198474+0.313905j -0.0944063+0.153105j -2.14026-0.613573j -0.513498+1.14409j -0.00687166-0.339808j 0.480581+0.595109j -1.36541-0.341503j -0.255037-0.67005j 2.17385-0.127104j -1.89404-0.579403j 0.261895+0.311892j 1.13602+1.36744j -0.655227-0.738924j -0.512574-0.856459j 1.75431+1.74356j -2.06855-0.992549j 0.61787+0.482264j 0.975357+0.93922j -0.642307-1.12967j -0.940362-0.509823j -0.684761+0.36706j -2.62577-2.03713j 0.537388-0.190548j -0.328048-0.071118j 1.37475+1.39881j -2.47579-1.61676j 0.614693-0.00541163j -0.272664+0.312818j 0.399308+0.551657j -1.36813-1.31824j 1.63349+1.61118j -1.03645-1.33586j 1.14498-1.10985j -0.828346+0.290429j -0.297978+0.0680701j -1.98025-1.31199j 0.495755+1.63587j -2.63227-0.549567j 1.17112+1.55795j 0.992506-0.169476j -0.200291+0.588639j -2.12661-0.633451j 1.40594+0.283699j 1.23512-1.14042j 0.138238-0.266033j 0.0779751-0.156294j -1.13273+0.175032j 
0.031312-0.422133j 0.318594-0.577515j 0.126414+0.465242j -0.114415-0.665638j -1.15502-0.206052j 1.31153-0.420735j 0.084633-1.48959j -0.0267714+0.688636j 1.15355+0.124127j -1.02766-0.857561j 0.207385-0.0859031j 0.59431-0.153154j -1.09483-1.49234j -1.4696-0.67269j 0.223251+0.145183j 2.52602+0.757264j -1.94429-1.81618j 2.13115+1.28312j 2.20734+0.312177j 1.37918-0.848611j -0.327234-1.02201j 2.16886+1.34723j 2.28542+0.755451j 1.40619+0.667603j 1.57539+1.10834j -3.78684-1.05604j -1.33886-0.0208424j -0.770786-0.84113j -0.383737-0.462827j -2.59021-0.580233j -0.755526-0.138475j 1.85618+1.09897j -2.263-0.464579j 1.52227+2.1187j 3.15057+1.32301j 1.57675-0.0508588j -0.624527-0.182532j 2.48942-0.46933j -1.08625-1.34363j 0.691968+2.01255j 1.46428+0.214843j -0.168894-0.22582j -1.24287+0.45053j 0.484-0.368238j -4.41293-1.37316j 1.86642-0.416952j -0.738099-1.55019j 1.39498+0.583133j -3.20162+0.213501j -0.947785+0.94877j -0.89874+0.171389j 1.55339+2.40805j -3.98622-0.665248j 0.826048+1.13373j -1.81513-1.22233j 1.00327+0.155567j 0.237012-0.663867j 1.33866+0.107716j -1.47833-1.14024j -0.147065-0.0838625j -2.32929-0.165303j -0.0936965-0.248259j -0.762507-0.590035j 2.04074+0.800739j -1.24754-0.670875j -0.741902+1.66598j 0.993807+0.535115j 0.803839-0.760628j -1.14954+0.283101j -0.198454+0.786294j 
0.223519+0.0841868j 0.136242+0.0539299j 0.200115+0.0584989j -0.520453-0.633291j 1.61648+0.627735j 1.11637-0.405733j 0.333782+0.206668j -0.838495+0.0290404j 0.788972+0.896026j -0.738347-0.368305j 0.0720301+0.10882j 2.00696+0.23313j -0.566712-0.589657j -0.201873-0.832632j -0.459118-0.724308j 0.727694+0.374168j -0.576359-1.14017j 4.04198+1.81914j 0.833051+0.0768876j 0.0703213-1.48349j 0.96023+0.978113j 2.51512-0.0952635j 2.8897+0.849934j 1.52201+0.868314j 0.95778+0.0894665j -2.81733-2.06057j -1.14576+0.81921j -0.0269716-0.779494j 0.852235+0.371751j -3.21437-0.534299j -1.63301+0.826267j 1.21025+1.81464j -3.45744-1.42302j 0.910344-0.781065j 1.9445+1.24476j 0.704201-0.2466j -0.798012-0.0871637j 2.43117-0.238783j -2.93568-0.595306j 1.90557+0.30059j 2.36599+0.119667j 0.538055+0.51873j -0.541908-0.0609305j -0.124192-0.17965j -4.9016-1.67069j 2.27485+0.395621j -1.04611+0.692149j 2.15213-0.00104802j -2.39256-1.13236j 0.985538+0.507668j -0.286575+0.315832j 2.20405+0.752369j -2.62055+0.0583715j 2.38141-0.604161j -1.82888-0.600145j 1.35836+0.772336j 0.261909+0.235616j 1.82714-0.35776j -1.22028+1.1185j -0.236579-0.394449j -2.02264+0.353435j 1.93255+0.717338j -2.012+3.06872j 0.423326+1.48272j 1.01446-0.244659j 1.06955-0.583353j 0.823398-0.716612j -0.0599125+0.235185j -0.430574-0.378237j -0.34944+0.384567j 
0.298445-0.187398j 0.438104+0.0856331j -0.143462+0.110439j 0.832362-0.217819j -0.171123-0.95697j 0.928729+0.242454j 0.980766+0.0954193j -0.619963+0.504906j 0.429362+0.153871j 0.276054-0.0607077j 0.101687-0.061514j 0.813539-0.736973j 0.803272-0.963883j -0.0399063-1.26877j 0.362473-0.572643j 0.593625+0.755467j 0.185729-0.479125j 0.0326891+0.26479j 0.965682+0.722053j 1.1859+0.414698j 0.985481-0.890589j 0.462946-0.109386j 0.850132+0.475587j 0.175316+0.424766j 0.00905326-0.0218376j -1.1656+0.03917j -0.748636-0.605241j 0.415222-0.243366j 0.450512-0.401875j -1.18193-0.751772j -0.545938+0.318483j 0.589459-0.402116j -1.01029+0.14437j -0.974445+0.778675j 0.256324+0.984717j 0.515249+1.17067j -0.273553+0.270094j 1.86741-0.00750317j -0.161988+0.703519j -0.823035+0.121231j 0.912525-0.581248j 0.12876-0.665484j -0.935729-0.337972j 0.425422-0.308032j -1.20826-1.01391j 1.4797+0.16204j 0.664432-0.0957406j 0.586418-0.431476j -1.90471-0.853764j -0.80967-1.12434j -0.495666-0.552972j -1.17383+0.599517j -1.15144-1.96435j -0.0965599-0.242786j 0.16124-0.497285j 0.601553+0.452356j 0.397383-0.194092j 0.344765+0.76173j -0.15056-0.409811j 0.0237264-0.194342j -1.21756-1.24892j 0.527152-0.488072j 0.0288405-0.131191j -0.186676+2.06206j -0.0280651-0.612135j -1.43166+0.261365j 0.0212215+1.1732j 0.667225+0.619638j -0.571465-0.629246j -0.763446-0.0410985j 
-0.0332853-0.114029j 0.0344639+0.0395536j -0.24313+0.00126717j -0.263112+0.52129j -0.0229541-1.43492j -0.890495-0.28463j 0.268651-0.349446j 0.546576+0.199631j 0.244445-0.557708j 0.567037-0.090118j -0.0274706+0.0074414j -1.29508-0.669504j 0.0185837+0.101576j -0.573698+0.398209j -0.660402+0.929669j -0.896243+0.808636j 0.0313353-0.535819j -0.659825-2.40705j -0.923971+0.4378j -1.31138+0.41405j 0.394862-0.634344j -2.09561-0.335267j -1.02668-1.21167j -0.295371-0.786444j -1.07669+0.292419j 0.902479+0.0443892j 1.12111+0.274779j -0.291545-0.339229j 0.0328327-0.732013j 1.32696+1.42673j 1.77241+0.39552j -0.0409121+0.38174j 1.0639+1.52239j -1.4742+0.220042j -0.66628-0.196585j -0.303657-0.485229j 0.803926-0.123618j -2.04742-0.200061j 1.58244+0.824456j -0.949441-0.917692j -1.74457-0.600666j 0.309082-0.560212j 0.564087-0.231113j -0.469421+0.523543j 1.88491+1.65436j -0.980939-0.823928j 1.40605-0.105311j -1.75001-0.342837j 1.03334+0.433168j -0.260833-0.475956j 0.326552+0.129924j -0.862041-0.969831j 1.72499+0.513695j -2.22353-0.58556j 1.0336+0.210101j 0.109639-0.942409j 0.0463796-0.2925j -1.09735-1.04063j 2.19528-0.595753j -0.504611+0.466223j 1.48178+0.468564j -0.507811-1.22101j 3.44322+0.433212j 1.11299-0.845267j 0.055884-1.69564j -0.766098-0.425095j -0.569772-0.149841j 0.414223-0.172271j -0.108485+0.348472j 0.364139+0.00489433j 
-0.769469-0.287282j -0.66632+0.573755j -0.14748-0.32002j 1.20566+0.541611j -1.03898-0.900101j -2.45299-0.468645j 0.490346+1.04646j 2.22071-0.456555j -0.705718-0.638719j 2.13072+0.771513j -0.252038-0.282642j -3.14238-1.96031j 1.86308-0.0996663j -1.1968+1.45974j -1.05199-1.26946j -5.18761-1.97736j 4.14891+1.6044j -5.58228-1.73469j -2.96375-1.26326j -0.927891-1.02969j -1.54169+0.577751j -5.52574-3.08426j -3.99143-1.51847j -2.43975-0.956119j -4.05037-1.63399j 10.5317+2.19955j 1.63592+0.751938j 1.77792-0.522983j 0.103519+0.534112j 3.7805+0.664519j 2.1092+0.703745j -6.45172-2.2041j 6.56679+2.57113j -2.4497-0.653654j -6.33643-0.37904j 0.216988+0.00199279j 3.09925+0.357928j -5.68338-0.642831j 5.45467+1.20676j -1.88258-0.996184j -5.04394-2.33247j -1.02212-0.363315j 2.81235+1.07809j -2.17371-0.0696558j 9.85312+0.830043j -4.13039-0.0831335j 2.65398-0.0868002j -4.88312-1.47912j 5.16251+1.1249j -2.33971-0.833702j -0.295947-0.115596j -3.58719-0.530143j 5.18222-0.717516j -3.19952-0.887863j 5.37505-0.571365j -0.734692-0.252947j -1.63181-0.234677j -1.04352-0.174572j 3.79965+0.859193j -0.288993-0.14526j 2.91389+1.31886j -0.858104-0.286565j 2.37985+0.426108j 0.682416-0.744865j 3.50714+0.32953j 0.207343+1.43483j -0.945898+1.45584j 0.281443+0.195716j 1.07432+0.497123j 0.540157-0.115683j 
0.0384539+0.505094j 0.790638+0.193168j 0.316391-0.290735j 0.141265-1.37381j -0.581458+1.0628j 1.50343+0.822883j 0.427694-0.426115j -1.75309-0.736376j 0.289477-0.712934j -1.49621+0.188487j 0.00659332-0.0985146j 1.26114+0.478065j -1.45135-0.656162j 1.49901+0.901049j -0.0484986+0.255091j 2.51649+1.78224j -2.15758-0.739413j 2.67647+2.03431j 1.98376+0.190501j -0.301+0.79975j 1.86605-0.00393415j 2.4338+1.26461j 2.64028+0.358114j 1.46292+0.525807j 2.22563+1.02221j -6.30091-2.79571j -0.626062-0.739193j -2.10258+0.202977j 0.660944-0.44747j -3.53053+0.2029j -1.77209-0.00642304j 3.47319+1.46679j -2.96169-2.17004j 1.82047+0.516039j 4.86423+1.43736j 0.154052-0.233515j -2.26564-0.755629j 4.63683+0.608354j -4.25676-0.621239j 1.35462-0.0677165j 2.37875+1.39234j -0.0910672+0.744333j -1.15306-1.29584j 1.58831+0.739668j -7.81231-1.87446j 3.65272+0.59219j -2.55996-0.475181j 2.99742+0.953374j -4.38731-0.00217417j 0.838964+1.2776j -0.239353+0.488623j 2.75929+0.539834j -5.24978-0.569624j 2.96784+0.114085j -4.92474-0.890892j 0.921876-0.304274j 0.37234+1.5196j 0.990838+0.134412j -2.80251-0.490409j 0.293514-0.0516272j -1.47532-0.740741j 1.00072-0.567507j -1.37194-1.38733j -1.00861-0.0484457j -2.19683-1.51395j 1.238-0.54817j 1.62066+0.406266j -0.330082+0.211019j -0.163502-0.802747j -0.295615-0.304682j 
-0.532279-0.558569j -0.897342+0.274475j 1.01891+0.012587j -0.0215707-0.474443j 1.16973+0.498311j -1.31748+0.417184j -1.1631+1.46074j -0.868902-0.106107j -0.452261-1.17295j 1.98742+0.408039j 0.00926263+0.123362j -0.907509+0.6921j 0.336165-0.0988659j 0.0137106-0.474801j -0.661095-0.47147j -1.1497-0.198199j 0.281064+0.478587j -2.01397+0.178553j 0.273528+0.000337725j -0.265126+0.264681j 0.453516-1.35214j -3.29896-0.0401368j -1.47335-0.938741j 0.225911+0.281259j -1.8633-1.37217j 3.26954+0.777137j 0.419916+0.134889j 1.74799+0.31466j -0.124348-0.890803j 1.85104+1.26803j -0.467987+0.103875j -1.25337-1.5254j 2.79369+0.836344j -0.841216-0.471463j -1.41569+0.22615j 0.887594-0.640206j -0.361585-1.18018j -2.5834-1.62042j 2.56096+1.09851j -0.625966-0.583115j -2.36538-0.354141j -0.325264-1.02077j 0.375783-0.549165j -0.803086-0.369331j 4.17645+1.6044j -0.984694+0.276119j 0.825649-0.0945064j -2.32916-0.241782j 2.2382+0.59388j -0.910855-1.53939j 0.44742-0.269066j -2.4725+0.534731j 1.35405+1.05759j -1.5947+0.539062j 2.58921-0.638584j -0.294674-0.429981j 0.873281-1.28454j -0.0300924+0.893753j 1.66921+1.00378j -0.304852-0.0604245j 0.88198-0.536279j -1.4016-0.0694221j 0.676559+0.843536j -0.81488-0.708153j 1.22046+0.47406j 0.566437-1.39458j 0.248272+0.335798j -0.125642-0.194316j 0.784503+0.482686j 0.236135+0.404027j 
0.601393+0.473416j 0.292021-0.369897j 0.0611785+0.274751j -0.243723+0.0186658j 0.504337-0.367667j -0.514954+1.60136j -0.25384-1.92087j -2.74493-0.519884j 1.01739-1.04769j -2.27351-0.742576j 0.373573+0.592782j 2.00962+1.4932j -1.46458+0.800034j -0.460877-0.169848j 0.256691-0.674189j 0.585216+0.409863j -2.78641-0.282449j 1.91729-0.0935173j 1.02665-0.649805j 0.58884+0.0810969j 0.101051+0.446902j 2.35738-0.163658j 2.35744+0.584859j 0.896433+0.857327j 1.54683+0.427222j -2.94543+0.309507j -0.363957-0.527832j -1.20228-1.01149j -0.217165-0.242293j -2.43405-0.606394j -1.25814+0.517631j 2.37015+0.412335j -2.6566-0.468646j 0.833815+0.662877j 1.18965+0.193359j -0.489784+0.446908j -0.938534-0.231532j 2.59195-0.273404j -1.1477-1.40906j 1.93952+0.297267j 2.42743-1.03777j 0.167582-0.641109j 0.417015+0.101476j 1.22307+0.380412j -2.27655-1.3202j 1.19187+0.930388j -0.614759+0.549769j 2.3042-0.96814j -3.3138-0.527625j -0.461575-0.481136j -1.37141-0.960752j 1.90461+0.565312j -1.8992+1.50497j 0.442522+1.01165j -1.82592-1.30244j 0.779305+1.73546j -0.0653622+0.932742j -0.105486-0.531412j -2.71919+0.0161153j 0.238306+0.00193099j -1.16978+0.179055j 0.365387-0.94495j -0.68284-0.425338j 0.0596283-0.376752j -1.5698-0.44608j 0.465468-0.771483j -0.101692-0.61958j -0.271093+0.0943491j -0.186535-0.151553j -0.16032-0.108785j 
-0.331874+0.327789j 0.576103+0.684559j -0.167936-0.929333j -0.34914+0.427032j -0.171509-1.68383j 0.82795+0.440865j 1.76596+0.82059j -0.480619+1.13856j -0.970292+0.28203j -0.554213-0.572701j 0.112733+0.0771018j 1.20243-0.665403j -0.576797+0.395309j -0.404282+0.516968j -0.0802475-0.00901951j 0.878179-0.402666j 0.147431+0.838356j 1.48217+0.166664j 0.317413-1.70718j 0.417878-0.0627753j -1.05796-0.750572j 1.66422+0.95346j 0.256165+0.174346j 0.497192-1.28419j 0.167452+0.504387j -1.44278-0.147545j -0.226669-0.147798j -0.582453-0.915962j -0.582924+0.0291321j -0.0960108-0.368427j -0.0655313+1.46448j -0.47555-0.475187j -0.850684-1.06974j 0.302244+0.1324j 1.27329-0.649133j -1.02594-0.916638j -1.36722+1.76906j -0.135906+0.811675j -0.35901-0.382463j 0.0564024-0.222699j 0.983788+0.46026j -0.989891+0.705403j -0.913637+0.420778j 0.491131+0.115336j -1.02932-1.19621j 1.51149-0.599242j -0.955708+0.0815973j 0.717494+0.46097j -1.06922-0.136336j -0.803326+1.04161j -0.873069-0.188824j 1.57716+0.917451j 0.000347541+0.250012j 1.44514-0.260182j -1.76898-0.627302j 0.0278479-0.190855j -1.51726-0.025918j 0.824384-0.626365j 0.182774-0.75506j 0.0804597+0.17673j -0.905774+0.170114j 0.851148+0.663574j 0.464753-0.459334j -0.321116+0.980966j -0.258415-0.461781j -1.46126-0.00269093j -0.0229973-0.245714j -0.199239+0.401123j 0.222226-0.685931j 0.349257-0.331139j 
