-0.040967-0.0122127j -0.104027+0.0654976j -0.0705196-0.0308869j 0.00598398-0.0098359j 0.0854603+0.0507691j 0.00317426+0.122903j 0.0823042-0.0323929j -0.105387+0.0655697j 0.0735701-0.121437j 0.0035225+0.0265831j 0.000936018-0.0491756j 0.0632641-0.0120465j 0.00738193+0.0868941j -0.0573918+0.00908291j -0.0455115-0.0543993j -0.0144616+0.00377057j -0.0577645+0.00492149j 0.0117676-0.0307315j -0.0638111+0.0400288j -0.0569756-0.0140624j -0.0115066+0.0431022j 0.0638685-0.0274002j -0.119529-0.0669053j -0.0335569-0.091773j 0.101813+0.0278711j -0.0410475-0.130726j 0.0541352-0.0320204j 0.0519663+0.123699j 0.0192914+0.0794675j -0.0390979-0.0635528j 0.00184717-0.0774517j 0.0402786-0.0294925j 0.00511166+0.0567966j -0.0161471+0.0482904j 0.056441-0.00472634j -0.0433816-0.0223354j -0.0233914-0.00851544j -0.0188643-0.0070823j 0.0508419+0.0185619j -0.00998046+0.0266239j -0.021676+0.0459972j 0.0111128-0.0110481j 0.0552946+0.0762001j -0.0215905+0.0102649j -0.0222172-0.0244034j -0.0154891-0.0356947j 0.0365901+0.0455332j -0.0316593+0.051674j -0.0703838+0.0270433j -0.0841459-0.0617403j -0.018999-0.00424295j -0.0244857+0.019176j 0.0420421+0.131676j 0.0754615-0.0118982j 0.0027346-0.0232127j -0.0838684+0.0677901j 0.0394052+0.053974j -0.0697385+0.0619467j 0.0180406+0.024897j 0.0461646-0.0395853j -0.0650041-0.0705378j -0.111174+0.103749j 0.0511437+0.0113846j -0.0620055+0.035622j 0.0752122-0.00110585j -0.069013+0.0364237j 0.00881299+0.0139019j -0.0537612+0.062152j 0.0379861-0.0582172j 0.0341748-0.0277492j -0.0631484-0.0322462j -0.00454995+0.0283321j 0.0692704-0.034919j -0.0118262-0.00137267j -0.0687655-0.0306222j 0.100635+0.0338277j -0.0442387-0.0193904j 0.0373-0.0641251j -0.0516643-0.0861374j -0.0206954+0.0817542j -0.144561+0.00251776j 0.0990747-0.0605051j 0.0238902+0.0588956j -0.0379506-0.00825934j 0.0737114-0.0267056j -0.0211298+0.00233482j 0.0375166+0.0943894j -0.101045-0.143361j 0.0625279-0.0704497j 0.103068-0.0836883j -0.0300699-0.0487246j 0.0214531-0.00706903j 
0.00396242-0.00265739j 0.00322347-0.00136574j -0.00478985+0.0017231j 0.00166758-0.00128397j -0.00357668+0.000344962j 0.00353385+0.00154278j 0.000407955-0.00698178j 0.00256861+0.00941433j 0.00137545-0.0186986j -0.00115503+7.13396e-05j 0.000625944-0.000738902j 0.00516499-0.0101398j 0.00273227-0.00059633j 0.00156368+0.000859191j -0.00397779+0.0143762j 0.00331704+0.0070203j 0.00375871+0.000212612j 0.00345563+0.0013878j 9.47565e-05-0.00546888j -0.00443099+0.00441024j 0.00588881-0.00390246j 0.00279717-0.0033891j -0.0217798-0.00651853j 0.0106708-0.00474943j 0.0114641-0.0055422j -0.0047833+0.00639811j 0.00966441+0.0192735j 0.00688447-0.010167j 0.0156096+0.00554113j 0.0114064-0.000182877j -0.00385372-0.000175156j -0.00869711+0.0181929j -0.00258658-0.00150186j -0.00156621-0.000697003j -0.0155636+0.0036478j -0.000733629-0.000982758j -0.00912468-0.00780671j 0.0118235-0.00928183j -0.0114393-0.00638785j 0.00638224-0.00416066j -0.00524437+0.00140095j -0.00870835+0.00219166j 0.00740242+0.00335673j -0.00142024+0.00535118j -0.00316393-0.00817296j -0.00675482-0.00207725j 0.00708066+0.00691183j 0.00464327+0.00336199j 0.00242582-0.00416351j 0.0021708-0.00160733j -0.00800921+0.0137056j 0.00452485-0.00349407j -0.00267682+0.000293688j -0.00286336+0.00386814j -0.00432939+0.0116634j -0.0027693+0.00687736j -0.00663708+0.00475399j -0.0124782-0.00346075j 0.00857788-0.00818307j 0.00511906+0.00957816j 0.0119358-0.0030605j 0.00946906+0.00538919j -0.00863483+0.0133099j 0.00987703+0.00261356j 0.00961337-0.00734655j -0.00245346+0.0124105j 0.00601565-0.000872278j -0.00169788+0.00114138j -0.00880677-0.00135619j 0.00554761+0.00308542j 0.00316968-0.00636604j 0.000178894+0.00862499j 0.0159526-0.0133427j 0.00224661+0.00252138j 0.0102928+0.00523597j 0.00495952-0.0040603j -0.005451+0.00164131j -0.00487748-0.0146731j 0.0156575+0.0047751j -0.000480813+0.00884864j -0.00679472+0.00764893j -0.00850029+0.0194296j -0.0189584-0.0116095j -0.00259067+0.000716365j 0.00858006+0.0181287j -0.0147852-0.000640462j 0.0191217-0.000587455j 0.0219146-0.00419141j 0.00439881+0.028993j -0.00734756-0.0018446j -0.0218748-0.00949031j 0.0180529-0.0255544j 
-0.0174112+0.000942075j -0.0169847+0.000944288j 0.00446787+0.00465091j -0.003439+0.000402994j -0.00698676-0.000408649j 0.00585555+0.006336j 0.000155486-0.00401152j -0.000788234+0.00246854j -0.00474812+0.00193212j 0.00605133+0.0143886j -0.0023704-0.00104488j -0.00316679-0.000324381j 0.00121577+0.00525486j 0.000483296-0.002593j -0.000483122+0.00231444j 0.00170297-0.00930113j 0.000401931-0.00180936j -0.00238375-0.00233432j 0.00118383-0.00883254j 0.00835233-0.0051459j 0.000626924+0.000160689j 0.00249149+0.0121319j -0.00220614+0.00389723j 0.000224114-0.00445422j -0.01536+0.000484011j -0.00487148-0.0124133j 0.00809201+0.0131563j -0.0116847+0.000880274j 0.00426945-0.0143034j 0.011067+0.00219133j -0.000442189-0.000891057j -0.0134382+0.000552924j -0.0056571+0.00176816j 0.0047116-0.0104992j -0.0049824-0.00254221j 0.00389998-0.00117779j -0.00138211-0.0013779j -0.00344017-0.000575307j -0.00420445+0.00294205j 0.00284408+0.00248206j 0.000153851+0.000501022j 0.000711057+0.00119214j 5.47644e-05-0.00464288j -0.00013066+0.00393692j -0.00379667+0.0092886j -0.00563971+0.0052942j 0.00506649-0.00526785j 0.000129974+0.00359132j 0.000681448+0.000478435j 0.016812+0.00614025j -0.0071862+0.00057137j -0.00279256-0.00473645j -0.000874417-0.0105076j -0.00218116+0.00536279j -0.00485108+0.00466769j -0.0042884-0.00955457j 0.00630528+0.00848295j 0.0104601+0.00456512j -0.00471174+0.00918778j -0.0059941-0.00450054j -0.0138663+0.0105263j -0.00253911-0.00705855j -0.00508558+0.00229953j -0.00472142+0.0207734j -0.00373754-0.00956671j 0.00562319+0.00201274j 0.00372089+0.002208j -0.00571753-0.00563691j 0.0116236+0.00413664j 0.00535164+0.00524248j -0.00981047+0.0097721j 0.00193189+0.00294523j -0.00215739-0.000594821j 0.000323948+0.00958911j 0.000272013+0.00949125j 0.00363206-0.0209328j 0.00306371-0.00156615j -0.00050667-0.0123692j 0.00508119+0.00787412j -0.0117754+0.00974157j -0.0207192-0.0258747j -0.00815186-0.00694401j 0.0113571+0.00986604j -0.00149377+0.00625005j -0.00436263-0.0059857j 0.0233964-0.0166098j 0.02608+0.00930488j 0.00629974-0.0152624j 0.0141015-0.00725065j 0.00856105-0.00332066j 0.00344257+0.00534391j -0.00897091+0.00654873j 
0.0129155+0.00703691j 0.0045445+0.00309236j -0.00313871+0.000495431j 0.00337087-0.00413513j 0.00218407-0.00309664j -0.00478282-0.00700744j 0.00291393+0.0143197j 0.00202138-0.000926285j -0.0102358+0.00819588j 0.00764487-0.00129789j 0.000259083+0.00196937j -0.00423569-0.00725115j 0.0047268-0.00735718j 0.0119679+0.0079172j 0.00178543-0.000138486j -0.000651033+0.00210789j 0.00310703-0.00853786j 0.00533473+0.00148355j -0.00871865+0.011793j 0.00640122-0.00463975j 0.00484583-0.00770304j -0.0148472+0.00226753j 0.0218096-0.00550554j -0.00744254+0.0120827j 0.0197443-0.00473653j 0.00739748+0.000730163j -0.0120581-0.0293991j 0.0128228-0.0117186j -0.00923807+0.00341849j 0.0108959-0.00946074j -0.00201997-0.0116505j 0.0271968-0.00641456j 0.014435-0.0190411j -0.00162766+0.00368838j -0.0090898+0.00514005j -0.00770132-0.00820259j 0.00338904+0.00847829j 0.0126605-0.00328453j 0.0197307+0.000893829j -0.0118133+0.00467361j 0.00994849-0.00982045j -0.00415302-0.00496967j -0.00596815+0.00446271j -0.00452581+0.00386264j 0.00315526+0.00163305j 0.00120734-0.0125178j -0.00579001+0.00759883j 0.000133668+0.00222471j -0.000835429-0.0155079j -0.0110832-0.00928802j -0.00784397+0.00504104j 0.01892+0.016507j -0.00591629+0.00233072j -0.0053104+0.00333815j 0.0237976-0.00197577j 0.00866243-0.010919j 0.00616008-0.0068627j 0.00124469-0.00790081j 0.00104507-0.00576634j 0.00190718-0.0119595j 0.0080938+0.00789435j -0.0194088+0.0169806j 0.0153403-0.00485136j -0.0161613-0.0200216j 0.00523104+0.0232468j -0.00735209-0.00380418j -0.011417-0.00720499j 0.0125323+0.0228385j 0.00973657+0.016463j 0.00843294-0.0158692j -0.0057689-0.0128729j -0.0126416-0.00456635j -0.00620864+0.0119615j 0.00368946-0.000117775j -0.00335752-0.0150883j -0.0140207+0.00921466j -0.0011924+0.0087226j 0.0103049+0.0193739j -0.0130162-0.0199314j -0.00356642-0.00347662j 0.0073565+0.00473677j -0.00462836-0.0161453j 0.005452-0.012453j 0.00158218+0.00574813j 0.0127794-0.0102359j -0.0107829+0.00299121j -0.0230791+0.00806178j -0.0197557-0.00179785j -0.00682178-0.00233905j -0.00218041-0.00285378j 0.00216745+0.00437272j -0.00271494+0.00139711j 
0.00561133-0.00343816j 0.000912664-0.00313881j -0.00866266+0.00293454j -0.00744435-0.000273626j -0.00173064-0.00337889j -0.00825569+0.00432383j 0.000408641+0.00599534j -0.00678612-0.00474292j 0.0104119+0.00689102j 0.00592449+0.00133643j -0.00229848+0.00138264j 0.0113896-0.00664976j 0.0118059+0.00151471j -0.000751825-0.00127262j -0.00619994-0.00885031j -0.0066077-0.00452611j 0.00148219-0.00662907j 0.000378495-0.00017111j -0.0101005+0.00355878j 0.00810375-0.00251854j 0.00201549-0.000461802j 0.00466188+0.00770221j -0.00541815-0.00181764j -0.00420987-0.00465172j -0.00981414+0.000548145j 0.00207342-0.000680874j -0.00243655+0.00297761j 0.00256255-0.00402242j -0.00425916+0.00231789j 0.00661768+0.00179319j 0.00366288-0.017839j -0.000977397+0.0035822j -0.00748332+0.00585272j -0.000191764+0.00130756j -0.00824305+0.00732182j -0.00210814+0.00421221j 0.00294131-0.0060322j 0.00461296-0.00932526j 0.00452953-0.00170015j -0.00844205-0.000175283j 0.00417176+0.00537137j -0.00530233+3.48339e-05j -0.00567107+0.00954428j -0.00129284+0.00445526j -0.00404051-0.00114595j -0.00635802-0.011665j -0.00396607-0.0018762j -0.00157639+0.00683204j 0.0021549-0.00109447j 0.00831877+0.00234704j 0.00474857+0.0108658j -0.00391516-0.00323196j 0.00107012-0.0018043j -0.00539041-0.00997928j -0.00304091+0.0189353j -0.00883932+0.0013747j 0.00634788+0.00535527j 0.00160971-0.00631487j -0.0165774+0.00641494j -0.0090906-0.0113379j -0.0107115+0.00232063j -0.00573609-0.00129749j 0.000820768-0.00708929j -0.00347655+0.00077574j -0.000773634+0.00873998j 0.0075329-0.00204027j -0.00450422+0.00162925j 0.00811496-0.00432795j -0.0139271+0.00636986j -0.00714686-0.00293417j -0.00504117+0.00229708j -0.00559764-0.00256089j -0.00019775+0.000744886j -0.00362+0.00169009j 0.00217998-0.00618052j -0.00691654+0.0069061j -0.00773465-0.012072j -0.000970888+0.0133093j -0.0117202+0.00158138j -0.00750772+0.00707258j 0.00932391+0.000968025j -0.000420326-0.00288651j -0.000454951+0.0120667j 0.00146343-0.0122681j -0.0119149-0.0179303j -0.00220886+0.00550532j -0.0156122-0.0181294j -0.0121716+0.0175564j -0.00761695-0.000729183j -0.00282837-6.42136e-05j 0.00476243+0.002282j -0.00548894+0.00602792j 
0.000447592+0.00328796j 0.00241338-0.00397124j 0.00808176+0.0119902j 0.0173088-0.00585895j -0.0015058-0.00477145j 0.000862199-0.0013758j 0.00503962+0.00222929j -0.00803889-0.00606975j -0.00128299-0.000829325j -0.00197478+0.00222928j -0.00272222+0.0059949j 0.00252669+0.000234897j 0.00307349+0.0163009j 0.0104088+0.0131022j -0.00346896+0.00732465j 0.0094659+0.00341896j -0.0048903-0.0087938j 0.0112112+0.000929618j 0.00174037-0.00610494j 0.0036122+0.00275216j 0.00101394+0.000581195j 0.00267384-0.00159201j -0.00997528-0.0039648j -0.000430057+0.00286399j -0.00264216+0.0027725j -0.00527411-0.00406156j 0.0108844-0.00177445j -0.00582374+0.00350076j -0.0144727+0.00525899j -0.00519247-0.00130847j 0.00295977+0.00474672j -0.00120501-0.00290915j 0.00321953+0.00415871j 0.00655288-0.0119883j 0.00142346+0.00523834j -0.0042731-5.6852e-05j 0.00990715-0.0193272j 0.00663907+0.00111718j -0.00570338-0.000132502j 0.000593532-0.00270286j -0.00941581+0.00059204j -0.00400166+0.00250877j 0.0098828-0.0061792j 0.00365043+0.0089401j 0.000536406+0.00657845j -0.0066891-0.0030103j 0.0158374-0.00892791j -0.00498645-0.00566261j -0.00396092+0.00300849j 0.00345894+0.000433326j 0.0018666-0.00282638j -0.00650353-0.00556815j 0.0102504-0.00298106j -0.0137619-0.00887611j -0.00742746-0.00461885j -0.00499134+0.00459423j 0.00710407+0.00386755j -0.00339167-0.00222052j -0.00351186-0.00246431j -0.00323926-0.000482596j 0.000868924-0.00642138j 0.00778266+0.00449541j -0.00164729+0.0031195j -0.00460925+0.000610143j -0.00417241+0.0126293j -0.000532998-0.0060879j 0.0125724+0.00966326j -0.00212323-0.00816451j 0.00305803+0.00175667j -0.000913383+0.00529292j 0.00545666+0.00444672j -0.015416+0.0140706j -0.00914607+0.00121965j -0.00635685-0.00421243j 0.00425379+0.00852164j 0.00362628-0.0121144j 0.0093725+0.00337891j 0.00270134-0.0184594j 0.0029775-0.0040398j 0.0020738+0.000188792j -0.00235612-0.0048161j 0.00371742+0.00639254j -0.00340437+0.00256506j 0.0015992-0.00103452j -0.0053529+0.00055465j 0.00557909+0.00584423j 0.00298688-0.0035902j 0.00202014+0.00474097j 0.00086227-0.00248339j 0.000872292+0.00169337j 0.00139195-0.000592325j -0.000717292+0.00159795j 
-0.00330326+0.00353755j 0.000920934-0.00388666j -0.0106891-0.00816829j -0.00538408+0.0088129j 0.00144198-0.00466967j -2.31574e-05-0.000690145j -0.00638419-0.00149483j -0.00144631-0.00260507j -0.00678349+0.0010126j -0.00166417-0.00337179j 0.0101414+0.00204533j 0.00998818-0.0131297j 0.00313592+0.0157429j 0.00892127-0.00566635j 0.00585181-0.00612095j 0.000877246-0.00359313j 0.0032544-0.00285062j 0.0112158-0.00445497j -0.00315055-0.00145974j -0.00956827+0.00991729j 0.00197+0.00516139j -0.0012373-0.00294651j 0.00976539+0.00502207j -0.00687064+0.0150287j -0.00244717+0.00116511j 0.00281191+0.000699149j -0.00558552-0.0032873j 0.00743871-0.0065353j -0.00970357+0.00850455j -0.00307277-0.00158858j -0.00876251-0.000164858j -4.69724e-05-0.00213171j -0.00369575-0.0063413j 0.00348539-0.00719461j -0.00623502+0.00979909j -0.0106063-0.00466278j 0.00414541-0.00691122j 0.00565294-0.00221894j 0.000421699+0.0039535j 0.0010807+0.0023648j -0.0146197-0.00462506j 0.000975458+0.00292764j -0.00211323-0.00707873j 0.00735355+0.016964j -0.00731161+0.00723526j -0.00872412-0.0082741j 0.00591949+0.00532154j -0.00426489-0.00431645j -0.00234457-0.00223464j -0.00363944+0.000180616j 0.0119324+0.00846802j -0.0132503-0.00407643j -0.0133253-0.00148903j -0.00163701-0.00362017j -0.00994351+0.0012817j 0.0133839+0.00558979j 0.00353006+0.00585514j 0.00303314-0.00695161j 0.00450701+0.0021366j 0.00442611+0.000170645j 0.00201314+0.00429975j -0.00299806-0.00257802j -0.00193157+0.000844397j 0.00101625-0.000466373j -0.00261899-0.0172701j -0.00272398+0.00166688j -0.0157982-0.00444153j -0.00294611-0.000107316j 0.00501777-0.0072962j 0.000104813+0.00265358j 0.000626571-0.00248657j 0.00765848-0.00940069j 0.00243754+0.000145097j 0.00500262-0.00290211j -0.00652524+0.000959545j 0.0047956+0.0109879j -0.000797905-0.00354256j -0.00106928+0.0100945j 0.000178951+0.00159395j 0.00271449-0.00601703j -0.00522304+0.00404694j -0.00084626-0.00497174j 0.00500447-0.00353526j -0.00149005+0.00584457j 0.00638709+0.00337794j 0.00120577-0.00515199j -0.00347275+0.0079481j 0.000255857-0.0101615j 0.00367282-0.00197049j 0.00278095-0.00182533j -0.00160995+6.62867e-05j 0.000659399-0.000868396j 
0.0107726-0.0123169j 0.0134259-0.00181494j -0.0060852-0.00127895j -0.00195448+0.00320557j -0.00256509-0.00707161j -0.00743846-0.010478j 0.00962428+0.0142652j 0.0050453+0.00509607j -0.00213442+0.0045173j -0.00690854-0.0098827j -0.00606285-0.000997403j 0.00466815-0.00649055j -0.0075243-0.00460154j -0.00373523+0.0081814j 0.00383199-0.00508716j 9.98607e-05-0.00111582j -0.00549165+0.00023451j -0.00361827+0.00216452j 0.00129237+0.00519681j -0.00593883+0.0015719j 0.00397588+0.00318198j 0.0138724+0.00668556j -0.00837459-0.0054337j 0.00464588-0.0228523j -0.0146028-0.0103829j -0.0248737-0.0127856j 0.0165979+0.00430491j -0.00863191+0.0160757j 0.0183587-0.0107808j -0.00645175+0.000765723j 0.0128061+0.00835496j -0.0122337+0.0122457j 0.000735017+0.000441858j 0.00216557-0.0149001j 0.00927609-0.00274745j 0.0114053+0.00382935j 0.000654141-0.00387035j 0.0124231-0.00540745j 0.0168549-0.00720275j -0.00792092-0.00272311j 0.00983883+0.00894987j -0.0067648+0.00332346j 0.0107016-0.00124761j 0.00823813-0.00565818j -0.00358615+0.00238805j -0.00341583+0.00843929j -0.00629501-0.0212973j -0.0019792+0.00109637j 0.0113155+0.0133814j 0.0292881-0.0026089j 0.0147092+0.000408637j -0.0163445-0.0129866j 0.00873264+0.00310557j -0.00855917-0.0121049j -0.0152536+0.0150885j -0.0254632+0.00797128j 0.0030826+0.00954189j 0.00307437-0.00961952j -0.0200004-0.0113819j -0.00272985-0.000217779j -0.00398591-0.00946664j -0.0083034+0.0218102j 0.0234833-0.0109003j 0.00522906+0.00825344j -0.000647684+0.018313j -0.000688273-0.016055j -0.00804692+0.00583488j -0.013738-0.0272995j 0.00516452+0.005834j 0.000129679+0.00806824j -0.00287679+0.000464837j -0.00637514-0.00925337j 0.0187901-0.0104172j -0.00984667+0.0361992j -0.00261191-0.00380177j 0.00119409+0.00841504j 0.00716658-0.0291648j 0.00437609+0.00901348j -0.00784858-0.000982097j 0.00191069-0.0112549j 0.0119511+0.0107472j -0.0103345+0.00903295j -0.00636391+0.00101795j 0.0101005+0.0050348j 0.00835011-0.00596695j -0.00822583+0.0059256j -0.0236566+0.00158671j -0.0172194+0.000565749j -0.00265536-0.00727493j -0.000128402-0.00408616j -0.00401531-0.00153258j 0.00180486-0.00148554j 
-0.0162895-2.97572e-05j -0.00578197-0.000403348j 0.00688422-0.00335421j 0.00363815+0.00616903j 0.00719929+0.000723854j 0.00473586+0.0022021j 0.00125228-0.00857158j 0.00323742+0.00716999j 0.00662768-0.00194544j -0.00203924-0.00485323j 0.00127341+0.00644954j 0.00849163-0.001393j 0.000964767+0.00423832j -0.00358189+0.000190481j 0.00021063-0.00507205j -0.00495707+0.00122824j -0.000259353+0.00926539j 0.00253755+0.00451252j -0.00509865+0.00012893j -0.00708727+0.00248498j 0.00205536+0.00513382j 0.00276171+0.000250252j 0.00280131-0.00717592j 0.00758582+0.00694154j -0.00323661-2.19775e-05j 0.0134356-0.00606494j 1.11628e-05+0.00461336j 0.00879183-0.00300039j 0.00848252-0.000504966j 0.000524574+0.00177237j -0.0045181-0.0101587j -0.00140847+0.00124073j 0.00167263+0.00380071j -0.00412779-0.0024573j -0.00873388+0.00214523j -0.00763113-0.00229948j -0.00200678-0.00447876j 0.00523368-0.00100844j -0.00272111+0.000782378j 0.00200815-0.000959602j 0.000649174-0.00401815j -0.000427145+0.000814373j 0.00185346-0.0031817j 0.00105888+0.00453014j 0.00535615+0.00155951j -0.00311817-0.0080669j -0.00525239-6.37101e-05j 0.00690339+0.00437507j -0.00456202-0.00795785j -0.0179805-0.00283271j 0.00111826+0.00485279j 0.00391099+0.0118138j -0.00594002-0.000610863j -0.00454687+0.000687143j 0.00920656-0.00800019j 0.00670272-0.0057857j -0.00162673-0.0138633j 0.00126581+0.00232859j 0.00236798-0.00712844j 0.00318955+4.13824e-05j 0.0123502-0.00641587j -0.00103951-0.0158248j -0.0112473+0.00267036j -0.00303107+0.0126059j -0.0103075-0.018504j -0.00118856+0.00776566j -0.000470148-0.00899936j -0.00644935+0.0193067j 0.0112796+0.00880055j 0.00755835-0.00575484j -0.000877959+0.00775185j 0.0136995-0.0033224j -0.0198077+0.00489967j 0.00158682+0.00583777j 0.00370938-0.00676361j 0.00332142-0.00841411j 0.0170012+0.0220502j 0.00579783-0.00849945j -0.00293159+0.00196394j 0.007719-0.00723846j 0.00717978-0.0145901j 0.00486182+0.000455729j -0.000335134-0.00258027j 1.53359e-05+0.00190647j -0.0118406+0.00469313j 0.015767+0.00786061j 0.0206533-0.00821503j 0.00539228+0.00612304j 0.00218865-0.00821725j 0.00326569+0.00297549j 0.00508672+1.31912e-05j -0.0033648+0.00573346j 
-0.00103126-0.00207356j 0.00284981+0.00293155j 0.00895484+0.000728126j 0.00596773-0.00260748j -0.00159754+0.00109081j 0.00786595-0.00351013j -0.00568924+0.00213252j 0.00652387+0.00200106j 0.00640165+0.00524081j 0.00734897+0.00513039j -0.00175901-0.00293375j -0.00165507+0.00913026j 0.000778681+0.00481199j -0.00406479-0.00355416j -0.00260883-0.00256448j 0.00044113-0.00419995j 0.00251901+0.00781071j 0.00265573+0.00389108j -0.00057742-0.0103045j -0.00223769+0.00319884j 0.00288978+0.00748758j -4.15445e-05-0.00511127j 0.00693434+0.00419906j 0.00821107+0.00248214j 0.00179245-0.00645208j -0.00500564-0.00939624j -0.00401859+0.00363085j 0.00470089-0.0118794j -0.000115872-0.00199414j 0.0020236-0.00554761j 0.0135581-0.0139235j 0.000437944+0.00319894j -0.00228811+0.000519414j -0.00166751+0.00554903j 0.00123347+0.0048752j -0.00402551+0.00618612j 0.000140883+0.00481567j -0.0129213-0.00679008j 0.00159667-0.00636693j -0.00107573+0.000567382j 0.00167202-0.00583009j 0.0143989+0.00373045j -0.0093042+0.0131303j -0.00819693-0.00370805j -0.00612569-0.00424775j 0.00367434+0.00556972j 0.00398792+0.00239029j -0.00600245+0.0069605j -0.00904105-0.00726009j -0.00505195+0.00124436j 0.0082242+0.0214173j 0.00458592+0.0135821j 0.00152978-0.00367692j -0.00415173-0.000205494j -0.00539033+0.00331358j 0.00484932+0.00911646j 0.00726014-0.00174123j -0.00166238-0.00275031j -0.00138177-0.00290142j 0.0045568+0.0123997j -0.00830541+0.0101996j 0.000230657+0.000849993j 0.00890638-0.00137872j 0.00778977-0.00558161j 0.00066307-0.00496906j -0.00709382-0.0121435j 0.00287822+0.00621631j 0.00446456-0.00029264j 0.0103279+0.00103014j 0.00104445+0.00539645j 0.0111953-0.0100321j -0.00350116+0.006638j 0.00476886-0.00152546j -0.00516898-0.00728972j 0.00367583+0.0085422j 0.00305203-0.0032354j -0.00222192-0.00496982j 0.00396523-0.00568347j -0.000572822-0.00751319j 0.00563895-0.0093671j -0.000659137-0.00894725j 0.00180356+0.00552542j 0.00787619+0.00366903j 0.00347363+0.0079876j -0.00464223-0.0026331j 0.0133621+0.00664808j -0.00178442-0.000677842j -0.00432-0.000910747j 0.00396046-0.00977376j 0.00597132-0.00414669j -0.00294531-0.00109649j 0.00044975+0.00204752j 
0.0147657-0.00752406j 0.00628652+0.00430405j -0.00323712+0.00244927j -0.00092245-0.00300923j 0.00396976-0.00861105j 0.00561951+0.00500029j -0.00628579+0.00156699j 0.003436-0.00247942j 0.0052996+0.00512978j 0.00627536+0.00271926j -0.00314857-0.00151007j 0.0033099+0.00584143j 0.00566166-0.00266982j -0.00962334+0.000931456j -0.00263858-0.00231j -0.00322114+0.000131176j 0.00263106+0.00120318j -0.00126457+0.00398936j -0.00644104-0.000462811j 0.00306523-0.00409998j 0.00227218+0.00468213j 0.00906317+0.00830467j -0.0133609+0.00902896j 0.0129324-0.00935952j -0.00556818-0.00382895j -0.010824-0.000147328j 0.00280411+0.00963531j -0.0143371+0.00857582j -0.00508626+0.00452387j -0.00126921+0.0143643j 0.0068795+0.000357001j -0.0102608+0.0149948j 0.00523351-0.000526578j 0.00141042-0.00132449j -0.00206108-0.00870639j 0.00199099-0.00631594j 0.000541865-0.00298803j -0.0173518-0.0134238j 0.00220951-0.00424859j -0.000219177+0.00373007j 0.00574598+0.00361996j -0.00027889+0.00220217j -0.00234309+0.00363983j -0.00141118-0.00419237j -0.0150863-0.00432547j -0.0101667-0.00150578j -0.00679812-0.00340383j -0.00150421+0.00341213j -0.00175457-0.0023666j -0.00158948+0.000930667j 0.00917615+0.00869551j -0.00545389-0.00157598j 0.0041164-9.56583e-05j -0.00381134-0.00719757j -0.00781292+0.00553777j 0.00092984+0.00229944j 0.00135971-0.00443503j 0.00518095-0.00719266j 0.00042508-0.00600736j -0.00292471-0.0127878j 0.00179767-0.0165081j -0.00229186+0.010239j 0.00415977-0.00040301j -0.0179429-0.00258551j 0.00577232+0.0133674j -0.00112171-0.000659482j 0.00258942+0.00325936j -0.0113175-0.0101119j 0.00224541-0.00833985j -0.000283933+0.00600019j -0.00695582+0.0118428j -0.00261669-0.000868525j -0.0111501+0.00330063j 0.0137579-0.00124847j -0.00859296-0.000312462j 0.00192468+0.00359038j 0.0111184+0.000378599j 0.0038546+0.00452786j 0.00184007-0.00351375j 0.0015029+0.00233824j -0.0042144+0.0108132j 0.00241223-0.00821332j -0.00387614-0.00304421j -0.00320475-0.00157745j 0.0103172+0.0027674j -0.00982757-0.00395546j -0.0138133+0.00924201j -0.00348736-0.00810459j 2.07382e-05-0.00127179j 0.000459062+0.00157184j 0.00307417+0.00027831j -0.00144657+0.000697831j 
