-0.0158516+0.00478458j 0.00316002-0.0158569j -0.0179646-0.00877712j -0.0239528-0.00208923j 0.00784712-0.00993221j -0.00251148-0.0011959j -0.00369479-0.00351151j -0.000131149+0.00231713j -0.000537655-0.00401103j 0.000153848-0.000787066j -0.000489406-0.000948229j -0.000154003+0.000502075j 0.000314471+0.000358937j -0.000648561+0.000342251j 0.000811045-0.00486228j -0.000869429-0.00319206j -0.000312419-0.00106333j 0.00241222+0.000355882j 0.00379735+0.0044878j -4.80907e-05+0.00404718j 0.00479558+0.00203957j 0.000702053+0.00136949j -0.000422687+0.0018419j -0.00060397-0.000263629j 0.000660329-0.000738807j -0.00101016+0.000233535j -0.000322958+5.05018e-05j -0.000297899+0.00220196j 0.000439939-0.000384105j 0.000207124-0.00126917j 0.000517383-0.00105872j -2.66349e-06-0.000297556j 0.000261707-9.16995e-05j -1.42087e-05-0.000117919j 5.89448e-05+0.000931395j 0.000695592+0.000359614j 0.00028075+0.000191489j -0.000300017-0.0002226j -0.000115043+0.000366635j 0.000616396+4.37018e-05j 0.000208693+0.000191234j 0.000274383-0.000183487j 0.000148505+0.000991668j 0.000176286+0.000152981j 0.000920826+0.000620519j -0.000547535-0.000232786j -0.000804901-0.000548442j -0.000180841+0.000450162j -0.000848263+0.00109926j -0.00101962+3.4656e-05j 0.00068456-6.41491e-05j -9.3204e-06+0.000794021j 0.00161457+0.000702724j 0.000583603+0.000221184j -0.000133207-0.000998211j -0.000233886+0.00158297j 0.00080859-0.000829333j -0.00108949+0.000722781j 0.00100082+0.00212877j -1.75618e-05-3.01999e-05j -0.000571466-0.000208972j 0.000239046-0.000121455j 0.000171972-0.000293012j -2.69555e-05-0.000299353j 0.000853612-0.000128334j 0.000172831+0.000443081j -0.000149086+9.13998e-05j -9.38024e-05+0.000233211j -0.000223602+8.98125e-06j -1.64317e-06+4.63575e-05j -0.000273637+2.18649e-05j 0.000100446+0.000247139j -0.000208664-0.000157273j -0.000284615+0.000195128j 0.00010005+0.000452099j -2.01468e-05+0.000388397j -8.93853e-05+0.00056717j -0.000623684-0.000330079j -0.000908193-0.000761648j 0.000384299+0.000866617j -0.000237549+0.00063663j 0.000105422-0.00129929j 0.000484175+0.000283248j -0.000445591+1.67164e-05j 0.000108396+5.43689e-05j 9.59246e-05+0.000502638j -3.20604e-05-0.000174478j -0.000685015-0.000148591j -0.000221935-0.000301361j -0.000299552-0.001034j -0.000392457-0.000217612j 1.93735e-05-0.000293969j 
0.00025128-6.20356e-05j 0.0011039+0.00104685j 0.000512384-0.000517947j 0.00018296-0.00094408j -0.00214771-0.000928705j 0.00167174+0.00317617j -0.00159845+0.00118143j 0.000137029-0.00434585j 0.00242344+0.0012065j -0.00215107+0.000373318j -0.00308096-0.00239388j -0.00363414-0.00330276j -0.00122746-0.00136508j -0.00104492+0.0018254j 0.000416554+0.000669856j -6.09076e-06-0.00144654j -0.00175775+0.000523277j 0.000786582+3.54426e-05j -9.25813e-06-0.00205696j 0.00161768+0.00188333j 0.00187487+0.00149958j 7.82334e-05+0.000602766j 0.00602343+0.00475384j -0.000167868+0.000711753j 0.00133164+0.00366975j -0.00296166+0.00358032j 0.00243956-0.00269547j 0.000144259+0.00614119j 0.00136484-0.00581011j -0.00115058+0.00294889j -0.00148884-0.00201922j -7.33071e-05+0.00374473j 0.00334046-0.00101641j -0.000458119+0.00385258j 0.00117066+0.000587455j 0.0031267+0.00144477j -0.00133938+0.00313218j -0.00181465-0.00144202j -0.000660925-0.000358152j 0.000253952-0.000947723j 0.00021185+0.00149137j 0.000579526+0.0019209j -0.00129371+0.000309251j 0.00118565-0.000282678j 0.000834358+0.0011835j 0.00223456+0.00202372j -0.000796962-0.00238434j -0.00206056-0.00230479j -0.00253825+0.00421617j 0.00230834+0.00146832j -0.00185905+0.00030533j -0.00257633+0.00449567j 0.000165178+0.00104606j 0.00321839+0.00379866j 0.00301255+0.00161689j 0.00268455-0.000168878j 0.00046738-0.00144993j -0.00155452+0.00320048j -0.0022471-7.93482e-05j -0.00123292+0.00251262j 0.00075983-3.81556e-05j -0.000461358-0.00260052j -0.000749217-0.000356403j 0.000743642-0.00309241j 0.00129784-0.00090273j -0.00143442+0.000247271j 0.000650544-0.000776316j -3.85179e-06+0.000147038j -0.00163011+0.00275232j -0.000507527+0.000871617j 0.000264725-0.0041283j 0.00114446+0.00101774j -0.00128332-0.00316347j -0.000354902-0.000746341j -0.00122622+0.000912983j -0.000485936+6.01395e-05j 0.00379082-0.00177415j 0.000508276+0.000814104j -0.00183338-0.00105515j 0.000657788-0.00156186j -0.00212682-0.000430583j -0.00173154+0.00236483j -0.00300335+0.00112149j 0.00288014+0.000428702j -0.00117772-0.0016726j -0.00143209-0.0017072j -0.000631525+2.02178e-05j 0.00104727+5.63361e-05j 0.00107368-0.000565469j 0.00236704+0.00299899j 0.00304414+0.000140173j 0.000102549+0.00181202j 
0.00169978-0.00166054j 0.00121386+0.00222141j -0.000344223-0.000326793j -0.000383809-0.000822621j -0.000602547-0.0038946j 0.0056148+2.18217e-06j 0.00035833+0.000716438j -0.000979241-0.00855515j 0.00221582-0.00212493j -0.00145905+0.00203761j -0.00207708-7.92289e-05j -0.00349133-0.00229918j -0.00021849-0.00381313j 0.00136944+0.00292604j 0.00119962-0.000402599j -0.000318177-0.00158541j -0.00184993+0.00118491j 0.000827768-0.000154454j -0.00039393-0.00211355j -0.000394909+0.00481988j 0.00434987+8.91968e-06j 0.000918038-0.00452501j 0.00192857+0.00222494j -3.37166e-05-0.00293284j -0.00249654+0.00350666j -0.00059675-0.000207739j 0.00174354+0.00197021j -0.0088298+0.00185083j 0.00023772+0.00137551j -0.00246177+0.000239147j -0.00332788+0.0030115j -0.00136477+0.0014681j 0.00437272+2.57436e-05j -0.00075239+0.00245141j 0.000143987+0.00383935j -0.0018174-0.000735534j 0.000111443+0.000801716j -0.00376007-0.00276983j -0.00141048+0.000344078j 0.000685949-0.000912971j 0.00206528-0.000323527j 0.000892612+0.00279257j 0.00115314-0.000195889j 0.00187351-0.00111488j 0.00218656-0.0006741j -0.00168271-0.00287272j -0.00123583+0.00456216j 0.00355389+0.00275953j 0.00149164+0.000225642j -0.0038982-0.00505758j 0.00164346+0.000296177j 0.0051284-0.00243507j -0.00120639-0.00355069j -0.0045302-0.00030569j -0.00615594+0.00406295j -0.00311585-0.00392491j 0.00417386+0.00425727j 0.00337683-0.00271564j 0.00646507-0.00244128j 0.00341071-0.00333506j 9.37353e-05+0.0056198j 0.000193526-0.002722j -0.00125602-0.000615615j -0.00139914-0.00154084j 0.000271564+0.00141386j 0.001285-0.00195361j 0.000187027-0.00131414j 0.00240026-0.00159438j 0.000507306-0.00233797j -7.53188e-05-0.000978512j -0.00161123+0.0040547j 0.00188931-0.00244316j -0.00109999+0.00430468j -0.000563789+0.00186383j 0.00212429-0.00333167j -0.00105877-0.00193068j -0.0104052+0.00512019j -0.00425188+0.000416403j 0.00629571+0.00415966j -0.0011193+0.00250772j 0.00650432+0.000951249j 0.00565779-0.00268941j 0.00623534-0.0025591j -0.00607686-0.00245184j 0.00191911+0.00390661j 0.000712443+0.00260218j -0.000243886+0.000110788j 0.000190538-0.000912638j -0.00205041+0.00118836j -0.00288005-0.00421192j -0.00427454-0.00106059j 0.000152827-0.00261635j 
-0.000633016-0.000413027j 0.00133841+0.00219215j 6.56384e-05-0.000589528j -3.51627e-05-0.000661299j -0.00210232-0.00352729j 0.00115041+0.00167313j 0.00135977+0.00223437j -0.00694827-0.00834116j -0.00211824-0.00419167j 0.00168197+0.00227j -0.00142506+0.00200384j -0.00337559-0.0017269j -0.00391717-0.00367982j 0.00167792+0.00228949j 0.000804783-0.00234961j 0.000920898-0.00191863j 0.00144484+0.00182445j -0.000150593-0.00128531j -0.000129678+0.000612335j 0.00453453+0.00275096j -0.00206148+0.0019301j -0.00150665-0.00209003j 0.00116839+0.000611197j -0.00402032+0.000841267j -0.000219478+0.00126457j -0.00181643-0.000417691j 0.00307352+0.000950132j 0.00180596-0.000119917j -0.00180653-0.000602326j -0.000138895-0.00107857j 0.00170916+0.00197787j 0.000911791+0.00113007j 0.00346684-0.00247865j -0.000244668+0.000811009j -0.00122252+0.00134526j 0.00180269-0.00121526j -0.00185877-0.00115341j -0.00362534-0.00248317j 0.00174558+0.00149847j 0.000995273-0.00176501j -0.00141538+0.000393729j -0.00288685+0.00308237j 0.00245576-0.00408375j 0.000912689+0.00231232j -0.0026292+0.00266705j -0.00032453-0.00510624j 0.000478701+2.87295e-05j 0.00126015+0.000562286j 0.000210323+0.00287392j 0.00386028+0.00343499j 0.00529146+0.00395456j 0.00196161+0.00014364j 0.00175926+0.00238416j -0.00179598+0.000944275j 0.00211589-0.00439083j 0.00623245-0.00909248j -0.00539498+0.0018715j -0.00418038+0.00543365j 0.0026781-0.00402986j 0.000858189-0.000819094j 0.000802586-0.000614801j 0.00241918+0.00109641j -9.99314e-05-0.000650237j 0.000724141+0.000509571j 0.000211304-0.00091401j 0.00184406+0.000426236j -0.00102678+0.000186833j 0.002365+0.000678184j -0.00077462+0.00192569j 0.000159574-0.0015441j -0.00186001-0.00191241j 0.000111733+0.000753293j -0.00117671-0.00079017j -9.51644e-05-0.00216508j 0.00392738+0.000960593j 0.00101605+0.00123786j -0.000175234-0.00109473j 0.00264041+0.000987268j -0.00347408+0.00201444j -0.00114914+0.000634958j 6.06327e-05-0.000682783j -0.000307917+0.00115011j -0.00103127+0.000276571j -0.0010502-0.00272335j -0.000260877+0.00091687j 0.00131074+0.00158194j -0.000911685+9.06943e-05j -0.000996884-0.00087929j 0.00128309+0.000437681j 0.000201456-0.00171001j -0.00209971-0.00145287j -9.37357e-06-0.000874808j 
0.000347532+0.00298493j -0.00397493-0.00224265j 0.000579105+0.000430375j 0.00120877+0.000899111j 0.0033278+0.00431812j -0.00560866+0.000931747j -0.000531024-0.00567256j 0.0134543+0.0126506j 0.00298398+0.00967461j -0.00588306-0.006354j 0.00324102-0.0040727j 0.00603153-0.00209997j 0.00383366+0.00326899j -0.00307468-0.00399334j -6.41758e-05+0.0031914j 0.00346633+0.000589442j -0.0032106-0.00535581j -0.00118144-0.000160069j 0.00472116+0.00333237j -0.00500953-0.00231335j 0.000524523-0.00275612j -0.00327764+0.000107207j -0.000954265-0.00283474j 0.00143347+0.00308213j 0.00161307-0.00304142j 0.00427445-0.00484205j -0.0058907+0.00134535j -0.00549655-0.00237876j 0.00296065+0.0069442j -0.00552569-0.00147214j -0.00321466+0.000114467j -0.00356962-0.00210119j -0.0018577-0.000510996j -0.00059893-0.00377927j -0.00263205-0.00509193j -0.00238418+0.0036967j 0.00232128+0.00194402j 0.00168616-0.00227282j 0.00119404-0.00140881j 0.00109428-0.00124051j 0.0020361+0.00628539j 1.67191e-05-0.00236578j 0.00347847-0.00182127j 0.000478956+0.00570268j 0.000131739+0.00260918j 0.00132106+0.000386428j -0.000776101+0.00158341j -0.00166719-0.00552275j -0.00287275-0.0032633j -0.00143585+0.000131804j 0.0055458+0.00180708j 0.000108271+0.000349953j -0.000712256+0.00137895j -0.00482077+0.00215435j -0.00277948-0.000781674j 4.84477e-06-0.00237709j 0.00046796+9.93654e-05j -0.00286871+0.00238292j 0.00243229+0.0023429j -0.00235862+0.000959696j -0.000251836+0.00073163j 0.00136003+0.00149695j 0.00297477-0.00109102j -0.00093772+0.00350799j 0.000265868+0.00157717j 0.00302445-0.00191462j 0.00134365+0.000273415j -0.00604589+0.00103248j 0.00169993-0.00173502j 0.00226245-0.000676589j 0.00154415+0.000974624j -0.000628684+0.000267649j 0.00105221+0.0013942j 0.0036087+0.00136596j 0.0012718-0.000704532j 0.000681983+0.00137417j 0.00101101-0.00190002j -0.000899289-0.00320719j -0.00233942+0.00231327j -0.00151657+0.000102761j 0.000753985+0.00117383j -0.00080897-0.00248118j -0.000422302-0.00179812j 0.000152106+0.00124732j 0.000660606+0.000575824j 0.00146177+0.00120171j -8.70795e-05+0.000751203j 0.000344732+0.00235152j -0.000312647+0.0010964j -0.00199478-0.00224658j -0.00119561+0.000853441j -0.000525209-0.0018446j 
-8.17934e-05+0.00109505j 0.000626215-0.00039952j -0.00024704+4.68619e-05j -0.000154815+0.000159559j -2.78743e-05+0.00069823j 0.000490222+0.00301984j 0.00188652-0.000444268j -0.00055383+0.0014343j -0.00134037-0.000319527j 0.000723129-0.00102339j 0.000666846+0.00041138j 0.00138324-0.00111222j 0.0011642+0.000476326j 0.000461305+0.000467382j -0.000533686-0.000451375j -1.27922e-05-0.00109776j 0.00125522-0.00195725j -0.000348709+0.000433455j 0.00108685-0.00133033j -0.00116422-0.000885157j 0.00157862+0.00164357j 0.00292103-0.00459137j 0.00156098-0.00291201j 0.0010786-0.0044976j 0.000404263+0.00194892j 0.00179472+0.00393418j -0.00221616-0.00428696j -0.00128723-0.00494862j -0.0027463-0.000119938j 0.0029908-5.61483e-05j -0.00476732-0.000636936j 0.000968646+0.00232516j -0.000959199+0.00482317j 0.00185864-0.00209459j 3.71681e-06-0.000833861j -0.00217075-0.00629653j 0.000658347+0.000822455j -0.000350026+0.00105895j 0.000413857-0.000479094j 0.000115196+0.00308811j -0.000471952-0.000516909j 0.00150262+5.40935e-05j -0.000703499+0.00453406j -0.00216461+0.00160517j -0.000486844+0.00168656j 0.000432413+0.00102157j -0.0045211-0.00367264j -0.000859841+0.00415832j 0.00256275+0.0042849j 0.000861774-0.00136306j -0.00194702+0.00433913j 0.00286347+0.00720429j -4.43471e-05+0.00027899j -0.00244915-0.00321349j -0.00450791-0.0105217j 0.00507919-0.00412669j -0.00258828+0.00898472j 0.00398714+0.00437048j -0.00510632+0.00824586j 0.00333979-0.00105351j 0.00363123-0.00176119j -0.00014619-0.000288333j -3.21004e-05-0.000886684j -0.00111247+0.00028828j 0.00260604-0.000236552j 0.00404599+0.0012259j -0.000236261+0.000106622j -0.00157716-0.000152995j -0.00544673+0.00348861j 0.000170347+0.00103834j -0.000960637-0.00291279j -0.0018436+0.00153633j 0.00115189-0.00438965j 0.00146646-0.00289783j -0.00217561+0.00352382j -0.00301013-0.0014899j 0.00269029-0.00512251j 0.00151576+0.00387909j -0.00251596+0.00205107j -0.00690524+0.00203824j -0.0026801-0.000670382j 0.00253398+0.00108157j -0.00693926-0.00129725j 0.00062608-0.00440256j 0.000767987+0.0032111j -0.00273226+0.00339471j 4.03269e-05+3.27845e-05j 0.00298382-0.00163837j 0.00362292+0.00429134j 0.00378569-0.00390146j -0.0010292-0.00182636j 0.000237695-0.00431313j 
0.00219148+7.93877e-05j -0.00161166+0.00289434j 4.53132e-05-0.000657966j 0.000409736-0.000974507j 0.00427834-0.00242842j -0.000819445+0.00561237j -0.00446044+0.00347867j 0.0139932-0.00870279j 0.00919401-0.00500904j -0.00231744+0.00551379j -0.00233019-0.00128104j 0.00107861-0.00287934j 0.00487259-0.00211243j -0.0055229+0.00184045j 0.0034212-1.37286e-05j 0.000946815-0.00131515j -0.00285739+0.0026418j -1.39494e-05+0.00105875j 0.00241749-0.00123187j -0.00331763+0.00248545j -0.00345547+0.00143511j 0.00622868+0.00380557j -0.00909278+1.5401e-05j 0.00209567+0.00140415j -0.013342-0.00200608j -0.00773453-0.00549826j 0.0100831+0.00180261j -0.00359445-0.00299213j 0.00693738-0.00144246j -0.000429496+0.00299506j 0.00344532+0.00059914j -0.00402506-0.00277103j -0.002906+0.00156277j -0.00678107+0.00132993j -0.00327363+0.000199313j 0.00178372+0.00168036j -0.00256665-0.00291206j -0.00180046+0.000477218j -0.00392778-0.000754768j -0.00172482+0.000314401j 0.00410797-0.0039857j -0.00346585-0.00280938j 0.000162652-0.00156824j 0.00158085+0.000453673j -0.00140236-0.00353465j -0.00109514-0.00706952j -0.000714447+0.00392575j -0.00352779+0.0042313j -0.00361945-0.000491336j 0.00110193+4.26776e-06j 0.000708062-0.00322461j -8.68835e-05+5.17515e-05j -0.00245896+0.00111429j -0.00226137+0.00149427j 0.000464929-0.00280936j 0.00265358+0.000888006j -0.00143146+0.000494729j -0.00138603+0.00217453j -0.00036837-0.000994823j 0.000629895+0.000839758j -0.00324441-0.00221145j 0.00408554-0.000440655j 0.00072046-0.00247778j 0.00693475+0.00021082j 0.00217441+0.00116023j 0.0008584-0.000408313j 8.9623e-05-0.000239214j 0.00514391+0.00334979j -0.00605961-0.000436125j -0.0013801-0.00198979j 0.00133806-9.1492e-05j -0.000983098+0.00197354j 0.00448003-0.00151192j 0.00254415-0.00214184j -0.00167801-0.00104165j -0.00234525+0.000863534j -0.00300732-0.000435362j -0.00176929+0.0015146j 0.00274557+0.0025149j 0.00176435+0.000952881j 0.000277812-0.000729442j -0.000147155+0.00193482j 0.00119337-0.00135635j 0.00032351-0.000592829j 0.00013707-0.000950381j -0.00127748-0.00158026j -0.000389051-0.000686364j 0.00171406+0.000759223j 0.000557724+0.00101906j 0.000215872+0.00261751j 0.000909912+0.00151775j -0.000325369+0.000124966j 
0.00066295+0.000995428j -0.000451963+0.0018306j 0.000365848-0.000332813j 0.000407684-0.000333411j -0.000130317-0.00118175j 0.00041788+0.00486454j -0.00257106+0.00130425j 0.005934-0.000882404j 0.0024605-5.70068e-05j -0.00278042-1.78599e-05j 0.00111127-0.00166102j -3.10458e-05-0.00102535j 0.00216701-0.00026769j 0.000733888+0.000367881j 0.00206819-0.000226889j 0.000861483-0.000792397j -0.00223282-0.000150394j 3.1193e-05-0.000561101j -0.000980636-0.000365885j 0.000866579-0.00299037j 0.0021382+0.00125335j -0.00472273-0.00135018j -0.00371009-0.000486916j -0.00464898+0.00471036j -0.000479491-0.0024607j 0.00503295-0.00534839j -0.00553059+0.00238663j -0.00282786-0.000207762j -0.000525152+0.00143784j -0.000749537+0.00117799j -0.000143891+0.000802706j 0.00110326-0.000356496j 0.00418558-0.00183966j -0.00263095-0.00217137j -0.000738874-0.000314522j 0.00012174-0.0023854j 0.000203021-0.000243666j 0.0010757+0.00362615j 0.000363134-0.00328022j 0.00167448-0.00075973j -0.00158682-1.75275e-05j -0.00409545+0.000351997j 0.00155108+0.00192165j 0.0035771-0.00154314j 0.00291739-0.00296736j -0.000583373+0.00192113j 0.000957289+0.00165679j 0.00680283-0.003996j -0.000191788+0.000776252j 0.0050925-0.00620347j -0.00188375+0.00487855j 0.000988677-0.00150416j -0.0008701+0.00286737j 0.000949508-0.00484375j -0.00466785+0.00216559j 0.000271503-0.00358814j 0.00473318+0.00100241j -0.000901088+0.00426352j 0.00468987+0.00282665j 0.00297349-0.00346205j -0.0112769-0.00278012j -0.000588802-0.00198482j -0.00138126-0.001552j 0.00666665-0.00385125j 0.00366664-0.00123895j 0.00050541+0.00478861j 0.00113777-0.000750737j -0.000810293+0.0012884j -0.00264412+0.0044773j 0.000506279+0.000698097j -0.0025183-0.00181125j 0.00214538+0.00200092j -0.00407693-0.00396535j -0.00134347-0.00076469j 0.00167887+0.00105584j 0.00223209+0.00253937j -0.00225395-0.00360169j 0.00281732-0.00147803j -0.00270648-0.000477605j -0.000261415+0.00399939j -0.00194043+0.000112755j 0.000709496-0.00311692j 0.00797758+0.00300682j -0.00335723+0.0019025j -0.0031349-0.00231217j -0.00345421-0.0016076j 0.000255517+0.000305364j -0.00167911+0.000481376j -0.00333056-0.00245659j 0.00594603-0.000775857j 0.000728112-0.00153515j 0.00538338+0.00169687j 
0.000957701+0.000965004j -0.000902714+0.000228439j 0.00022588-0.000426578j 0.000308207-0.000525503j 0.0009656-0.00034097j 0.00176985+0.00170777j -0.00175969-0.000677729j 0.000635316-0.00133793j -6.41111e-05+0.00275761j -9.4693e-05-0.00175455j -6.20143e-05+0.000156195j -0.000880844-0.00189577j 0.000127912-0.000787401j -5.17391e-06+0.0024141j -2.17433e-06+0.00132118j -0.000600189+0.000210134j -0.000401317-0.00116303j 0.00116225+0.000131336j -0.000499257-0.0018918j 0.00125523+0.0010454j 0.00101863+0.00270334j -0.000615526-0.000940383j 6.99994e-05-0.00217613j -0.00189954-0.00371868j 0.00015024-0.001914j 0.00199284+0.0051847j -0.00463668-0.00139989j -0.00403461-0.00410703j -0.000829394+0.00460116j 0.00104303-0.00241118j 0.000772657+0.00555411j -0.000492951+0.00239744j 0.0027348+0.00336066j -0.00129632-0.00034285j -0.00183336+0.0012481j 0.00228524-0.00565796j -0.000327291+0.00203418j 0.00167384-0.00337323j -0.00603133+0.00275087j 0.0019261+0.00074755j -0.00139388-0.000422296j -0.00147896+0.00171467j 0.00311293-0.00112598j 0.00211995+0.000678402j -0.00216574+0.00494281j -0.000713208-0.000957177j -0.00529654+3.94972e-05j 0.00022251+0.00521884j -0.00293887-0.00142052j 0.00183196+8.61502e-05j -0.000703377+0.000568135j 0.00689565+0.00261313j 0.00620146-0.00683224j 0.0026753-0.00552407j -0.00483563-0.00355595j 0.00222167-0.00702104j -0.000120451+0.00696864j 0.000616942-0.00310501j 0.00119735+0.00504223j 0.000876253+0.00389675j -0.00158674-0.00410089j 0.000215794+0.00160526j -0.000248052+0.00381868j 0.00255261-0.0012124j -0.000915816-0.00143106j -0.00385947+0.00164953j 0.00186937-0.00230086j -0.00110347+0.001703j 0.00341534+0.00170531j -0.000254305+0.000910834j 0.00150427-0.00168815j 0.00324493-2.78563e-05j -0.00111878-0.00062845j -0.002266+0.00204506j 0.00339093-0.0012919j 0.00332276+0.00224796j -0.00165315+0.000473594j 0.00388269-0.00752911j -0.00183437+0.000407612j 0.00199677-0.000487316j -0.00671857+0.0077938j 0.00373308+0.000414317j -0.000924177+0.00707082j 3.0258e-05-0.00281643j 0.00148321-0.0016533j 0.000411907-0.000729442j 0.000579611+0.000679264j -0.00453315-0.000981265j 0.00164465-0.00608062j 0.000593751+4.28993e-05j 0.000851365-0.000568248j -0.00121181+0.00326874j 
4.44779e-05-0.00125698j 0.0018978+0.00160736j 0.000144391-0.000334354j 3.44652e-05-0.000501896j -0.00221889-0.00190853j 0.00291907-0.00178027j -0.000671272+0.00206803j -0.000336487-0.0029844j -0.000614209-0.00143399j 0.000518394+0.00195745j -0.00110231-0.000375997j -0.00162266+0.000842812j -0.000895343-0.000107091j 0.000328724-0.000667063j -0.000505769-0.00204436j 0.000121443+0.000569728j -0.000503111+0.00308167j -0.000977034-0.000993967j -0.000889063+0.00092241j 0.000331259-0.00293024j 0.0016315-0.00233235j -0.00281914+0.0028788j -0.000660515+0.00134389j 0.00283647+0.001616j -0.0026129-0.00166569j -0.00722134+0.00080802j 0.00321319+0.00295075j 0.000120723+0.00335521j -1.20681e-05-0.00291918j 0.0033637+0.000173833j 0.00141405-0.00281585j -0.000575484-0.00152425j -0.00250794-0.006014j -0.00258741+0.00283835j -0.000757098+0.00125646j 0.00493623-0.00182374j -0.00181751+0.0018871j 0.00470538-0.000516333j -0.00412322+0.00351968j -0.000696603-0.0017508j -0.000556922+0.000798244j -0.00085325+0.00141471j 0.000147787-0.00122385j 0.00162035-0.00485258j -0.00275291-0.000447452j 0.00143737+0.00352384j 0.00629387-0.00536778j -0.00162404-0.00655756j -0.00385575-0.00174591j -0.00631762+0.00434088j 0.000111419+0.000856668j -0.00439495-0.00402193j 0.00579281-0.000708418j -0.00197567-0.00377403j 0.00245324+0.00752515j 0.000880725+0.00336504j -0.00171756-0.00413114j -0.00275242+0.0064594j -0.00449561-0.0049108j -0.00341524-0.00119446j 0.00399767+0.0064365j -0.00486647+0.00344806j -0.00569144+0.0063345j -0.00175394+0.000167493j 0.00130087+0.000394859j -0.00244662+0.00350757j 0.00136578-0.00280769j -2.70067e-05+0.000395832j -0.00282993-0.00226739j -0.00138195+0.000877048j 0.00449356-0.00202347j 0.00105808-0.00160227j 0.00531034-0.00135019j 0.00237097+0.00230722j -0.000591902-0.00382539j 0.00630379-0.00279868j 0.00389157+0.00592342j -0.00320298-0.00203338j -0.00449571-0.003772j 0.00271524+0.00170949j -0.00790535-0.00164986j -0.00304102-0.00549007j -0.00234536-0.00940557j 0.00385818+0.00668602j 0.00184689+0.000202519j -0.00145525-0.00116766j 0.0011026-8.12202e-05j -0.00332583+0.00139755j -0.000118389+0.00390149j -0.00148306-0.00137545j -4.68685e-05+0.00323178j -0.000801745-0.00368832j 
0.000444116-0.000213032j -5.55378e-05-0.000302296j 8.50693e-06-0.000200578j 0.000224549-0.000302426j 0.000770303+0.000946313j 0.00191199-0.00076415j -0.000382608+0.000268674j 0.000476315-0.00137811j -2.12979e-05-0.000164079j 0.000674894-7.60487e-05j -0.000822416+4.73295e-05j -0.000458555-0.000785942j 0.000636557+9.8888e-05j -0.00137178+0.000304103j -0.000188686-8.09786e-05j -0.000999504-5.282e-05j 0.00130572+0.000577999j 3.33228e-05+0.000322308j 0.00106937-0.000683282j -0.000359462-0.000711155j 0.000523012-0.000986861j 0.00225186+0.00206189j 0.000290597-0.00027311j 0.00511971-0.00136686j -0.00279475-0.000365351j -0.0017146+0.0036476j -0.00108278+0.000230589j -0.00151406-0.000557447j -0.00296753+0.00106588j 0.00276428-0.00275362j -0.00215887-0.00204607j -0.00143403-0.00182134j -0.000187744+0.00109052j -9.78532e-05+0.00118971j -0.00131147+0.000818791j 0.00224389-0.00497664j -0.00137634+0.000229452j 0.00112707+0.000125725j -0.00388526+0.00388807j -0.000316489+0.000246284j -0.000397094-0.00281608j -0.000619576+0.00116796j -2.89857e-05-0.00352824j -0.000148376-0.000667967j -0.00286585+0.00358695j 4.84905e-05-0.00190674j -0.00197236+0.000515487j -0.00224937+0.000556845j -0.00229478-0.0049665j -0.00204897+0.000566282j 0.00121886-0.000130998j 0.00338794+0.00137668j 0.00559604-0.00483968j -0.00176718-0.000394249j -0.00165117-0.00140929j 0.0015058-0.00168511j 0.000227006-0.00272581j 0.00262925+0.00163179j -0.000197481+0.00020982j 0.000408305+0.00269849j 0.000245301+0.000608913j -0.00227845+0.00333625j -0.00198375+0.0048055j 7.45855e-05+0.00115351j -0.00213483+0.00126565j -0.00415519+0.00351655j 0.000886762-0.00187866j 0.00112411+0.00212866j 0.00194836-0.00201872j -2.60445e-05+8.67453e-05j -0.00115849-0.0047041j 0.00198661-3.03953e-05j -0.000803934-0.00174847j -0.000902375-0.0011458j 0.00183187-0.00161382j 0.00192607-0.00191506j -0.00528232-0.00367378j -0.00453098-0.00290132j -0.00145654+0.0021808j 0.000143248+0.00253798j -0.00417163+0.0044557j 0.00370733+0.00103339j -0.000711743+0.00406917j 0.000882004-0.00294924j 0.00112557+0.000802921j -0.00142853+0.00043926j 0.0003833+5.84315e-05j -0.00263481-0.002239j 0.000999557-0.00110621j 0.000722836-0.00339472j -0.00105001-0.00152819j -0.000336996-0.00134789j 
