-0.10331+0.086397j 0.0860519+0.0995823j 0.0906617+0.198345j 0.206346-0.0729318j 0.127236-0.147228j -0.153897-0.202526j 0.0850937-0.130741j 0.0385912+0.00918102j -0.0790881+0.0623931j -0.0268382-0.00546498j 0.0881512+0.0434177j 0.155294-0.00549924j -0.0574408-0.251284j -0.161953+0.0308811j -0.112761+0.011843j 0.126434-0.000267351j -0.0508725-0.0973509j -0.0562681+0.109863j 0.131408+0.00488745j -0.0580248-0.0342639j 0.0556716-0.014j 0.019126-0.0121724j -0.0505104-0.046068j 0.0313656-0.0290233j -0.0638704+0.0591282j 0.00852243-0.022771j -0.0226327-0.0195014j -0.0197486+0.0455342j -0.0370354+0.0493339j 0.0169656-0.0245158j 0.00588261-0.0194203j -0.0248207+0.0948103j 0.00911437-0.0739482j 0.0129628-0.113381j -0.0410932-0.104879j -0.0690342-0.0209369j -0.0799483-0.0501783j 0.0390745+0.0964511j -0.056653+0.0838757j -0.0806622-0.0336799j 0.0225528-0.0761105j -0.0552639+0.0397417j 0.0628194-0.0269758j -0.0284146-0.0497517j -0.0816423-0.000797921j -0.0330309+0.000394608j 0.0633561-0.0252458j 0.00305764+0.0262478j 0.0189204-0.0212597j 0.0477802-0.0181993j 0.0982261+0.0388246j 0.0498812-0.0357083j 0.111775-0.0786835j 0.0618643+0.00874569j -0.0301457+0.048882j 0.0868028-0.0506168j 0.0791524-0.0495417j -0.0345574-0.0360243j 0.0141562-0.0314967j 0.0426516+0.0266048j 0.0294431+0.0644788j 0.0307174+0.0939994j -0.00644619-0.0747904j -0.00219521-0.100107j -0.0367866-0.0746576j 0.0997478-0.0304746j -0.0866525-0.0878604j 0.112236-0.018716j -0.0887324+0.0594728j 0.0903709+0.0252491j -0.114309-0.0856591j -0.0290804+0.151616j -0.0777127+0.0443203j 0.184589-0.147572j -0.146104-0.177196j -0.049775-0.119638j 0.118819-0.0501368j 
0.000737692-0.000711966j -0.00107632-0.000756447j 0.0014504+0.000250169j 0.00058395+0.000419964j -0.000259103+0.00107809j -0.00118357+0.00286935j -0.00327645-0.00280389j 0.00334564+0.00136726j -0.00191406+0.00524707j 0.00811798+8.07813e-05j 0.000519919+0.00108323j -0.000989858+0.00219974j 0.00199725+0.00270158j -0.000278282-0.00112633j 0.00190687+0.00166004j 0.0003314+0.00346075j 0.00176625+0.00389953j 0.00136611-0.000467032j -0.00320807-0.00579181j -0.000243522-0.00201241j 0.00505906+0.00366806j 0.00209871-0.00302134j -0.00246763-0.0106706j -0.00188271+0.00344034j -0.00250798+0.00541711j 0.00799783-0.00272412j -0.000232163+0.0015853j -0.00247919-0.00591912j 0.00292994+0.00245536j 0.00103988+0.00214987j -0.00345666+0.00221272j -0.000150955-0.00225794j -0.000530509+0.00420975j -0.00456231-0.000248964j -0.000609902+0.00262356j 0.00295226+0.00318234j 0.00392163+0.00530686j 0.000234073-0.00184121j -0.00143594+0.00497099j 4.5849e-06-0.00516839j -0.00191531-0.006514j -0.00556005+0.0053181j 0.00346947+0.0040822j 0.00368774+0.00179789j -0.000176683-0.000376997j -0.00229853+0.00423658j 0.000127881+0.000102708j -0.00435055+0.000499022j 0.00199887-0.00119372j 0.00345966+0.00212918j 0.00320785+0.00356845j 0.00026216-0.00288234j -0.00520202-0.00129757j -0.00235471-0.0007445j -0.00111268+0.00170385j 0.00638388-0.00300386j 0.000666414+0.000846813j -0.00254445-0.00499554j -0.00200585+0.00197443j 0.00335606+0.00422888j 0.00231325-0.00057068j 0.00452515+0.00194235j -0.00159291-0.00288405j 0.0018894+0.00226494j -0.00393814-0.00144745j -0.00352749+0.00184861j 0.0031758-0.00251411j 0.00124642+0.00558212j -0.00266056-0.00356447j -0.00385279-0.00337962j -0.00109835-0.000272365j 0.000165524+0.000192117j 0.00489108+0.00619806j 0.00367839+0.00135001j 0.00201938-0.0010077j -0.000223444+0.000583415j -0.000515251+0.000216829j 
-0.000271621-0.000688636j 0.00043838+0.00073305j -0.00110569-0.00179686j 0.00112822-0.000808917j 0.00518161-0.00804014j 0.00427582-8.85823e-05j -0.00190788+0.00225937j 0.00176307-0.000959546j 0.0123249+0.00165197j -0.00334497-0.00416783j 0.00374011-0.00376419j -0.00611704-0.00175839j -0.00152835-0.000504612j -0.00776214-0.00576772j 0.00306611+0.00655869j 0.00443581-0.00327935j -0.000951193+0.000241469j -0.00133671-0.000809037j -0.00520291-0.000336804j -0.00884559+0.00435637j -0.000719469-0.000616122j 0.006558+0.00949071j 0.00346009-0.00214101j -0.00434298+0.00300937j -0.000817503-0.00548421j 0.00547495+0.000870308j -0.00320942-0.00294517j 0.00852214-0.00448708j -0.00517932+0.00583131j -0.00130195-0.000270815j -0.000266843+0.00192722j 0.000354332-0.00208759j 0.00528168+0.00120109j -0.00227323+0.00116967j 0.00245413-0.00781454j -0.00429912-0.0040325j -0.00267047+0.00537871j -0.00429728+0.00328726j -0.00243937-0.00506242j 1.57203e-05-0.000121671j -0.00334075-0.00835581j 0.00323782+0.00100752j 8.02024e-05+0.00308357j -0.000211081+0.00203002j 0.00277137+0.00269464j -0.00277921+6.15546e-05j -0.000813746-0.000241874j -0.00168545-7.67043e-05j 0.00110855+1.30785e-05j 0.00121701-0.0027702j 0.000333558+0.00563129j 0.00555804-0.00287391j -0.00305048+0.00167809j -0.00335662-0.00422028j -0.000193934+0.00352416j 0.000942032-0.00191076j 0.00102941+0.00182501j 0.00124137-0.000242497j 2.84255e-05+0.000284591j -0.00132224-0.00160807j -0.000394014+4.59574e-05j 0.0014443+0.00481718j -0.00220475+0.00424476j -0.000448071+0.00266855j -0.00143821-0.00541104j 0.00275022-0.00239972j -0.00221077-0.0020601j -0.00194304+0.00312925j -0.000526738-0.00260594j 0.00213349-0.000564j -0.00272705-1.38534e-05j 0.00081573-0.000644369j -0.00163092-0.00107744j 0.000800502+0.000793347j 0.000365415-0.00136768j -0.000633333+0.00043414j -0.000659942-0.00100633j 
0.000754269+0.00251257j 0.00258071-0.00016171j 0.00267055+0.00091133j 0.00360545-0.00367847j 0.00810504-0.00563745j 0.00155991-0.00267004j 0.000993497+0.00275412j 0.0048136-0.00178157j 0.00825683-0.000624768j 0.00445932-0.00468043j 0.00120496-0.000424117j -0.00258298-0.00363211j 2.667e-05+0.00256999j -0.00595882+0.00204211j 0.00155906+0.00639905j 0.00104251-0.000210559j -0.00137943-0.00308085j 0.00353566-0.00122936j -0.00431495+0.00390338j -0.00718733+0.00742945j -0.00326211+0.000405945j 0.00756927+0.00623622j 0.000990772+0.00469481j 0.00722488+6.53629e-05j -0.00280756+0.00369986j 0.0105533+0.00235667j 0.00348124-0.00458213j 0.00959524-0.000205977j -0.00518093+0.00636578j -0.00295468+0.00132831j -0.00240634+0.0045181j 0.0025305+0.00229076j -0.00278952-0.00115914j -0.00436986-0.000977858j 0.00406685-0.00287977j -0.00270449-0.00322237j -0.00558585-0.00265171j -0.00428865+0.00127517j -0.0014102-0.00320065j 0.00384095-0.00564231j 0.00407351-0.00477382j 0.00433242-0.0011801j -5.64181e-05+0.0109455j -0.000529592-0.00530391j -0.00401693-0.00716515j -0.002031-0.00227062j -0.00938015+0.00378816j -0.0042233+0.00530316j -0.00323896-0.00075671j -0.00368349-0.00249892j 0.00461282+0.00805623j 0.00186455+0.0015246j 0.000632598-0.00655758j 0.00439101-0.00868792j 0.00513446+0.00449204j 0.000121859-0.00304723j 0.00390457+0.00839688j 0.000769892-0.0064871j -0.000249509+0.00226361j 0.000373545-0.00266464j -0.0014871-0.000661494j -0.00196585-0.00379944j -0.00102824-0.00264842j 0.00089487-0.00226183j 0.00243786+0.000697171j -0.00397619-0.00136393j -0.00263445+0.00325643j 0.00366742-0.00279609j -0.00429821+0.000817741j 0.00462634+0.000464476j -0.00537084-0.00153683j 0.000135581+0.00251426j 0.00117841-0.00568727j 0.00103358+0.00108929j 0.00249875-0.00370432j -0.00241735-0.000275647j 0.000820064-0.00288545j 
-0.000433444-0.00121412j -0.000321746+0.00115907j 0.00083343-0.00202364j -0.000921496-0.000394743j 0.00271854-0.00456046j 0.000333253+0.00144537j -0.00243282-0.000761482j 0.00367079-0.00216525j 0.00465691+0.0034823j -0.000416418-0.00342978j 0.000525552-0.00346787j -0.000393352+0.00142796j -0.00282273-0.00109375j -0.00170693-0.00427675j -0.000667357+0.00285351j -0.000159459+0.00433749j 0.000467089+0.00224044j -0.00549987+0.00536388j -0.000776682+0.00327819j -0.00686866+0.000462816j -0.00113178-0.00237066j 0.00138928-0.00146808j -0.00309676+0.00327441j -0.00356412+0.00372718j 0.00220709-0.00638641j 0.00357804+0.000673061j -0.00240506-0.00159416j 0.00490964-0.00612876j 0.000670089+0.00166682j -0.00113383-0.000263784j 0.000263324+0.00175849j -0.00142985+0.00108528j 0.00311216-0.00373995j 0.00111301-0.00346977j 0.00332874-0.00531192j -0.00536873-0.000447133j 0.00639139+0.00129315j -0.00396552+0.00212394j -0.00272304-0.000474297j 0.000294366-0.000910307j -0.00410103-0.0106301j -0.00156563+0.00171408j -0.00157951+0.00100104j 0.0014496+0.00548343j 0.00194271+0.0043767j -0.00377142+0.00125175j 0.00305409+0.00272499j 0.00417854-0.00160444j 0.00678107+0.00119756j 0.00296966-0.000335895j -0.000700108+0.00180034j 0.00396624+0.00484648j -0.00190372+0.00456517j -0.00473799+0.00291664j 0.00224767+0.00543332j 0.00356977-0.00211248j -0.0027809-0.00420831j -0.00128119+0.00109061j -0.00128714-0.00120054j -0.000724036+0.00144205j -0.00348901-0.00371966j -0.000833042+0.000675144j 0.00191126+0.00631676j -0.00578289+0.00422457j -0.000357607-0.000243825j 0.00357534-0.00163343j -0.00269423-0.0022872j -0.00263926+0.00245373j -0.00170943+0.000630042j -0.00125461+0.00148518j 0.00113645+0.00158975j 0.00045413-0.00142608j -0.00241077+0.00100597j 0.00053744-0.000545239j -0.00194855+0.000378262j 0.000636775-0.000233257j -0.000259748+0.000359349j 
-0.000160853+0.000970854j 0.00179249+0.00140345j 0.00160436+0.000437987j 0.00360055+6.75922e-06j 0.00665007-0.00332339j 0.000387954+0.00656134j -0.000489632-0.00219917j 0.00613357+0.00217382j 0.00559657+0.0126547j 0.00338459-0.00964708j 0.0042033+0.00654233j 0.00202107-0.00180158j 4.47544e-05+0.00327944j 0.00616076-0.00136975j -0.00142591+0.00740091j 0.00228345+0.0107695j 0.00364572+0.00039724j -0.00135815+0.00655027j -0.000123692-0.00479458j -0.0105999-0.00447329j 0.00141245+0.000948871j 0.00807272+0.00427792j -0.00154461+9.26316e-05j 0.00811698-0.00338573j 0.00706045-0.000191228j 0.00777255+0.00306726j -0.00017267+0.010191j 0.00633424-0.0118217j 0.00221361+0.00312979j -0.0033676-0.00037163j 0.00384013+0.00113768j 0.00106651-0.00277096j 0.00012875-0.0105328j -0.00276094+0.00111384j 0.00381608-0.00645522j 0.00201843-0.00102666j 0.00608967-0.00168718j -0.00405388+0.00458225j -0.00601382-0.00032335j -0.000932167-2.8753e-05j -0.000692857-0.00931767j 0.00295827+0.00202669j 0.0045135+0.00507831j -0.0020003+0.00279664j 0.000607594-0.0010472j 0.000135646+0.00205763j 0.00378431-0.0014899j 0.00696698+0.00241068j 0.00162414+0.00430396j 0.00808142+0.00469999j 0.00124685+0.00929083j -0.000584442+0.000682157j 0.00332679+0.00209673j -0.000351151+0.00107318j 0.00480052+0.00515082j -0.00249404-0.00100751j -0.00434384+4.90535e-05j -0.00141484-0.00214386j -0.00115763-0.00302194j -0.00133311-0.00162604j -0.00256019-0.00478377j -0.00262356+0.00382311j -0.00020608+0.00593801j -0.00328243+0.00309845j 0.00108524-0.00442609j -0.000760808-0.00078158j -0.00368584-0.00153114j 0.00199859-0.000548457j -0.00176119-0.000718629j 0.000990125+0.00055795j -0.00317324+0.00166019j 0.00284628+0.000313271j 0.00115014-0.000994999j 0.00307761-0.000473049j 7.18677e-05-0.0035035j -0.000721454+0.000924108j -0.000883141-0.00112918j 
0.00184353+0.00189029j 0.00133315-0.000277768j 0.00149458+0.00190979j 0.00290632+0.00249015j 0.00514341+0.00719428j -0.00264673+0.00859801j -0.00100703-0.00353801j 0.00190293+0.00373293j -0.0057895+0.010911j 0.00788594-0.00426761j 0.0024694+0.0126244j 0.00334602-0.00283401j 0.00400303+0.00196222j 0.0117823-0.00220613j -0.0054099+0.000764194j -0.00431991+0.00960367j -0.000634405+0.00293541j 0.00163781+0.000952819j 0.00410439-0.00990326j 0.00197502-0.0099483j 0.00316188+0.00275182j 0.00375634-0.00344735j 0.00447871-0.0057644j 0.00305168-0.00961906j 0.00683559+0.00268009j -0.00273262-0.00187385j -0.0041972+0.0115324j -0.00855364-0.00961831j 0.00677739-0.00174571j -0.00497416+0.00200986j 0.00736761-0.0013104j -0.00463477-0.00394067j -0.00845442-0.00918605j -0.00361871+0.00586072j 0.00113693+0.0032141j 0.0130964+0.00333794j 0.00344005+0.0018j 0.00319766+0.00138996j -0.00737143+0.00559862j -0.00110826+0.00595943j -0.00135521+0.007517j 0.00211331+0.00111839j 0.00918444-0.00204624j -0.00771802+0.00136465j 0.00367757-0.00663675j 0.00293781+0.00369654j 0.00293805-0.00564062j 0.00287214+0.00223284j -0.00116467+0.00388754j 0.00282173+0.00225406j -0.00417112-0.000472541j -0.00542887-0.00743552j 0.00556495+8.3331e-05j 0.00276217+0.00573853j -0.00405669-0.00247969j -0.00623077+0.00260098j -0.00285155-0.000506149j 0.00315112+0.00217388j 0.00110406-0.0037618j -1.5597e-06-0.000436794j 0.00071938+0.00124404j -0.00100939+0.00180956j -0.00185604+0.000198734j -0.000316903+0.000649047j 0.00373703-0.00251929j -0.00168269+0.00661294j 0.00264917+0.000615229j -0.00219706-0.00323732j 0.00522002-0.00118784j -0.00107828+0.00119823j -0.000586449+0.000876288j 0.00485841+0.000574719j 0.00120118+0.000653336j 0.0020587+1.01311e-05j 0.000371459-0.00237718j -0.000263104+0.00158678j -0.00123071-0.000602214j 
-0.000393643-0.000707564j -0.000629964-0.000643403j -0.00205036+0.000521812j -0.00109502-7.90187e-05j -0.00663629-0.00182192j -0.000995409-0.00336373j 0.00303009-0.000472345j -0.00269234+0.0013666j 0.000485828-0.00402001j -0.00869442+0.00404628j -0.00199056-0.00683808j -0.000717256+0.00323927j -0.00521683-0.000746629j -0.00463503-0.000316278j 0.00393836-0.000988634j 0.00198253-0.00654667j 4.11729e-06-0.00230494j -0.00533728+0.000683286j 0.00138093+0.00456454j 0.00405896+0.00265266j -0.00450564+0.000704192j -0.00145665-0.000582167j -0.00197737+0.00640867j -0.00249729+0.00364337j -0.00277194-0.00472645j -0.00329855-0.000444634j -0.000439123+0.00055282j 0.00332229+0.0068178j -9.41513e-05-0.00165647j 0.00163947-0.00232382j 0.000124612-0.000967111j 0.00128578+0.00215819j 0.00368919-0.00149247j 0.0051563-0.00285555j -0.00110644-0.00307303j -0.00820017+0.00143764j -0.00322599-0.00345017j -0.00189139-0.00161666j 0.00309853-0.00298626j 0.00116031-0.000710796j 0.00232034-0.000661437j -0.000866395-0.00497555j -0.00853019-0.00170662j 0.00349264+0.000917253j -0.00244606+0.00689716j -0.000570722-0.00157297j 0.00154039+0.00151964j 0.00273013-0.00274997j 0.00175506-0.000501086j -0.00421932-0.00148953j 0.000671903-0.000361873j 0.00207925+0.00569293j 0.00159112+0.00239243j -0.00320305-0.00173635j -0.000157581+0.00104302j 0.000956076+0.00350871j -0.00170505-0.00355825j 5.78318e-05-0.000194257j 0.000205786+0.00111302j -0.00168892-0.0010739j -0.0034467-0.00230278j -0.00394792+0.0022989j 0.00096586+0.00414735j -0.00162467+0.00036463j -0.000295652-0.000104684j 0.0026476-0.00578894j -0.00374795-0.00083745j -0.000271401+0.000433968j -0.000508672+0.00112945j 0.000239671+0.00142998j 0.00221322-0.00028447j -0.00144515+7.62839e-05j -0.00196151+0.000637223j -0.00137571-0.000208561j -0.000470455+0.00173142j 6.39295e-05-0.000650019j 0.000457433+0.000342037j 
0.000362542+0.00112983j 0.00019793-0.000593518j -0.00097681+0.00116384j 0.000664063+0.00197134j -0.00206282+0.00429213j -0.00242462+0.00258061j 0.000358002-0.00241543j 0.000337726+0.00388028j -0.00249688+0.00359418j 0.00304383+0.00293204j 0.00051354-0.000730955j 0.00210497+0.00277907j -0.00365871-0.000392965j -8.24821e-05-0.00152076j -0.00034482+0.00295438j 0.00317575-0.00112754j 0.00331521+0.000589656j -0.0041759+0.000124115j 0.00457463+0.00262422j 0.00487949+0.000562495j -0.000579792+0.00215173j 0.00058992-0.00471423j 0.00180326+0.00211843j -0.00151419-0.000509351j -0.000188444-0.00214889j -0.00265751-0.0026442j -0.00523539+0.00458975j -0.000833607+0.000660501j 0.00669275+5.62719e-05j -0.000698491+0.0019353j 0.00508808+0.0012006j 0.0007571+0.000623832j -0.00431778-0.00723782j 0.00102168-0.00106377j 0.00371306+0.00138558j 0.00220606+0.0033586j 0.002397-0.00576705j -0.00299578-0.00110736j 0.000375461-0.000319724j 0.00447948-5.26618e-05j -0.000131756+0.00505422j -0.000633732-0.0034862j -0.00265628-0.00172776j 4.65969e-05+0.00241729j -0.000867526+0.000694575j -0.00156159+0.000821686j 0.0034291+0.00295709j 0.00317748-0.00106092j 0.00274663-0.000930627j -0.00547069-0.00280225j 0.00029868-0.00307375j 0.000912186+0.003203j 0.00306336+0.00138365j -3.27164e-05+0.000642701j -0.000304272+0.000681258j -0.00505038-0.000202628j -0.00556048-0.000724449j 0.00321746-0.000951286j 0.000357501-0.000768741j -0.00230341-0.00125043j -0.00172982-0.00327275j -0.00700772+0.000570351j -0.000268972+0.00516866j -0.00161158-0.000384243j 0.00114293+0.00133197j 0.000736682-0.00130544j -0.000873236-0.00114145j 0.00156675-0.00332079j 0.00275775+0.000949029j -0.00034388+0.00241488j 0.000899575-0.000136739j 0.00167619+0.00180062j 0.000887702-0.000344488j -0.000714385-0.000684918j 0.000454573+0.000124618j 5.01542e-05+0.000121341j 0.000337929+0.000253458j 
-0.00169796-0.00160231j -0.00103617+0.000262671j -0.00274357-0.000444571j -0.000435184+0.000674373j -0.00526341-0.00262975j 0.00130751-0.000540182j 0.00148687+0.000576488j -0.00392476+0.00199022j -0.00109249+0.000787087j -0.0077524+0.00021702j 0.00458893-0.000490752j -0.00157487+0.000744761j 0.00164646+0.000241757j 0.00284907-0.000320609j 0.000135057+0.0027499j 0.00679825+0.000178858j 0.00244071+0.00122533j 0.00128431+0.000528978j -0.00255463-0.00291124j -0.00219678-0.00105791j 0.00431838+0.00121879j 0.000175587+0.0049402j 0.000333882-0.00302876j 0.00202791+0.000453393j 0.000899249-0.00185147j 4.61991e-05+0.00359562j 0.00526715+0.00254975j 0.00211111+0.0017505j -0.000728236+0.0017384j 0.000783131-0.00254982j -0.00142394-0.00330011j 0.00569775-0.00101606j 0.0049318+0.000583408j 0.00156761+0.00438659j -0.00316011-0.000225254j 0.000932635-0.00341448j -0.000188764+0.00105232j -0.00064718+0.00187552j 0.00125328-0.00407301j -0.00285787+0.00129703j 0.000424898-0.00203605j 0.000750471+0.00100291j 0.00115788-0.00201294j 0.00288554-0.000183166j 0.00221173+0.00161808j 0.00257105-0.00189619j 0.00400063-0.0026857j 0.00173378-0.00147198j -0.002385+0.00308955j 0.00552283+0.00237183j 0.000838596+0.000261549j -0.00198153-0.00149842j 0.000194866+0.00065734j 0.00055726-7.76545e-05j 0.000976107-0.00338673j -0.00342573+0.00100878j -0.00269783-0.00109271j -0.00035432+0.000852159j -0.00206347-0.000187287j -0.00208088+0.000392598j 0.00387832+0.000171462j 0.00268372+0.00261688j -0.000363744+0.00243303j 0.0032269+0.00089477j -0.00615849-0.00402816j 0.000417344-0.00247107j -4.58758e-05-0.00112565j 0.00303415+0.00129488j 0.000633661-0.00120754j -0.000619301-0.00314422j -0.00111401+0.00105322j -0.00159623+0.000128525j 0.00191259+0.000923107j 0.00122436+0.000114908j 0.00125871-0.000483831j 8.82666e-05+0.000243347j -0.000397228+0.000668259j 
0.000325913+0.000993367j 0.000467925+0.000183075j -0.00137878-0.00146777j -0.00134185+0.000960608j 0.00158663+0.00137621j 0.000749002+0.000626397j -0.000907465+0.00303369j -0.00300213+0.0020375j 0.000566897+0.00124682j 0.00189138+0.00163609j 0.000254456+0.000966231j -0.00412297+0.000800402j 0.00159681-0.0023986j -0.00440538-0.00100659j -0.00170881-0.00109655j -0.00240766-0.00727508j -0.00132272+0.00110338j -0.000847267-0.0037832j -0.00165081-0.00338737j 0.000989284-3.9717e-05j 0.00108829-0.000778448j 0.00353821+0.00199775j 0.00274406-0.00565095j -0.00414953+0.00117974j -0.00020922+0.00153687j -0.00232796-0.0021418j -0.00466808-0.00200648j -0.00145428-0.00222213j 0.00026472+0.0046785j 0.00066121+7.31307e-05j 0.00340295+0.000721761j -0.00307078-0.00489468j 0.00195238+0.00368995j -0.00283329+0.00076725j -0.00140575+0.00036007j 0.00139594-0.00227044j -8.89281e-05+0.00524006j -0.000317662+9.97045e-05j 0.000941986-0.000396154j 0.000289379+0.00157272j -0.00333665+0.00441837j -0.000296251-0.000789935j 0.00216761-0.00437183j -0.0024392+0.00111692j 0.00207435-1.04559e-05j 0.000105221+0.00198932j -0.00147309-0.0006473j -0.0027046+0.00227554j -0.000990685-0.00274489j -0.00130042-0.00135633j 0.0013804+0.00080171j 0.00109687-0.00601105j -0.00290358-3.92819e-05j -0.000146038-0.000749621j -0.00383882-0.000302754j 0.000367307-0.00244167j 0.00170178+0.00354603j -2.65888e-05+0.00153246j 0.00298748-0.00149441j 0.000596-0.00255786j 0.00307706+0.00207787j 0.00083359+0.00476265j -0.00413557-0.00103474j 0.00142612-0.00178397j -0.000727332-0.000250987j 0.00142713+0.00036688j 0.000564763-0.00293865j -0.000398767+0.000237419j 0.000443857-0.00311002j -3.53948e-05+8.76962e-05j 6.36479e-05-0.000155781j 0.000913647-0.00296914j 0.00293574-0.00246721j -0.000200986-5.91911e-05j 0.000199835-0.00112064j -0.00022234+0.000192829j 0.00013563-0.000526299j 
0.00169834+0.00120209j 0.0018455-0.000293127j 0.00305311+0.00082178j 0.00123093-0.00172074j 0.00617418-0.00204102j 0.000773109-0.00121186j -0.000649615-0.000132114j 0.00459682-0.00511035j 0.00415907-0.00446185j 0.00372478-0.00247636j -0.00398846-0.000627836j 0.000676455-0.00167294j -0.00189731+0.00012541j -0.00279124+5.01967e-05j 0.00201865-0.00126656j -0.00747919+0.0044139j -0.00499548-0.000128641j -0.000958017-0.000210257j 0.00169984+0.00541203j -0.00214617+0.00334215j -0.00551371-0.00252774j 0.000360772-0.00365979j -0.00208538+0.00566111j -0.000723629+0.00126559j -0.00175003-0.00036387j 0.00260744-0.000949919j -0.00328375-0.00458426j 0.000910793-0.00142738j -0.00276003-0.00154339j -0.00244945+0.00131725j -0.00251424+0.00377164j -0.0050506+0.0057042j -0.00421691-0.000807902j -0.00060529-0.00319289j 0.00399259-0.00193984j -0.00384144+0.00156966j -0.000976391+0.00129561j 0.00120933-7.55739e-05j -0.00390425+0.00383434j 0.00157411-0.00190805j -0.000205305-0.00391081j 0.00148577+0.000459714j -0.000540844+0.00589817j -0.00294526-0.00144104j -0.00119313-0.00386314j -0.00217384+0.00044662j -0.00663949+0.00279248j -0.00220991+0.00192507j 0.000504204-0.000369692j -0.00435171-0.00283973j -0.00427897-0.000948385j 0.00142214+0.00244955j -9.49861e-05-0.000914786j 0.000401033+0.000631565j 0.000896373+0.00356272j 0.00346284+0.000303403j 0.00549443-0.000991096j -0.000103449-2.86653e-05j -0.000472678+0.00136211j 0.00306572+0.00169086j -0.004873+0.000272339j -0.000575205-0.00800249j 0.00365986-0.00351077j -0.00365771+0.00104507j 0.00608525+0.00344841j -0.00019668+0.00361439j -0.000531947+0.00481171j -0.00615654-0.000866094j -0.000630451+0.00162419j 0.000455686+0.00310774j 0.00139493+0.000352635j 0.000549403-0.000269031j -0.00605771-0.00114512j -7.21019e-05-0.000592806j -0.00302256-0.000209319j -0.000811541+9.80438e-05j -0.00055798-0.00154488j 
-0.000747057-0.00324086j -0.00157186+0.000971826j -0.000293467+0.00156747j 0.000524358+6.46736e-05j -0.0024016-0.00289347j 0.00152301+0.000471798j -0.00101621-0.000944871j -0.00151759-0.0040266j -0.00148499-0.00231679j -0.00982723-0.00190634j -0.00226309-0.00189345j 0.00115106-0.000564972j -0.000351624-0.00143087j 0.00431561-0.00248564j 0.00115172-0.00486528j -0.0053885+0.00359569j -0.00289841+0.00167952j -0.000210566+0.00381552j -1.49184e-05-0.00458683j -0.00226117-0.00501219j -0.00216121-0.00170865j -0.00597589+0.00314604j -0.00435016-0.00159512j -0.00216502+0.00198585j 0.00064651-0.00442238j -0.00196755+0.00405768j -0.000470882+0.000921099j -0.00439782-0.000651028j -0.00442674-0.0069089j 0.00111211-0.0017559j -0.00400488-0.00199057j -0.00215093+0.000828685j 0.00678735+0.00256063j 0.00236289+0.00124223j -0.00498079-0.00299994j -0.00181557-0.000755661j 0.00230726+0.00598502j 0.00418395+0.000888845j -0.00216149+0.00132459j -0.00462424+0.00575726j -0.00188226-0.00243514j -0.000100339+0.00365475j -0.00131739-0.00376639j -0.000396236+0.00175587j 0.00274497+0.00237616j 0.00148697+0.00045388j 0.00297277-0.00725241j 0.00103225-0.00477156j 0.00174609+0.00260368j 0.00720727+0.00141136j -0.00903084-0.00146473j -0.00181356-0.000425955j 0.0005566+0.00494274j -0.00296402+0.006013j -0.00160301-0.000394794j 0.00326443+0.00286474j 0.000489629-0.00540087j -0.00023146+0.00430533j -0.00376914-0.001664j 0.00238928+0.00295917j -0.00147636+0.000401048j 0.00679374-0.00048745j 0.00100778-0.00251574j -0.00196293+0.00255042j 0.000456582-0.00123945j 0.00503398+0.00144284j 0.00134354-7.32266e-05j -0.00645226+0.00599994j -0.00068084+3.06141e-05j -0.00152802-0.000326245j 0.00271243+0.00195821j -0.000492707-0.00203988j -0.00657437+0.00525073j -0.000863994-7.43721e-05j -0.00337515+0.00354786j 0.00298843+0.00104772j -0.00226556+0.00288294j 
