0.159426-0.0984514j 0.0978078+0.161848j -0.119847+0.238219j 0.264105+0.180464j -0.135606-0.0992443j -0.234437+0.10136j 0.0784492+0.0335037j 0.0898002-0.119133j -0.108934-0.0229276j -0.046455+0.0750084j -0.0349808+0.15105j -0.101163+0.0251057j 0.0473931-0.10328j 0.0676978-0.144583j 0.0560986+0.021602j 0.113623-0.0685596j 0.0193787-0.0915929j 0.116569+0.0584044j -0.0189123-0.0146966j 0.00603053-0.157478j -0.00259992-0.131481j -0.0380152-0.115853j 0.0666382+0.126979j -0.0278863+0.18927j 0.0953063+0.0239894j 0.228591+0.130965j 0.034904+0.0875667j -0.225864-0.0261541j 0.181126-0.170197j -0.0083291-0.145902j -0.0400254+0.168086j -0.175087-0.0718229j -0.0396443+0.162589j -0.161236-0.0567994j -0.0741086-0.041736j 0.0842325-0.0240131j 0.076245-0.0431913j 0.0176326-0.075084j 0.0293224-0.0363658j 0.0107497-0.0196343j -0.00676118-0.0616758j -0.0278983+0.0284463j 0.017421+0.0212255j -0.00835284+0.0243012j -0.019075-0.0381345j -0.00631186-0.0268961j -0.00324135-0.0032502j 0.0214842-0.0134575j 0.00150768+0.00382672j -0.0269889-0.0216418j 0.0159352+0.00434391j -0.0213107+0.00216546j -0.00633077+0.00742736j 0.010238+0.02836j 0.00895947+0.0137679j 0.021475+0.00489148j 0.00635533-0.00122169j 0.00482889-0.00465436j -0.00224762-0.00502563j 0.00438932-0.00161256j -0.0150522+0.0104878j -0.00542805-0.0277212j 0.0193007+0.000309664j -0.0146229-0.00672469j -0.0155254-0.00474549j -0.000481793-0.0131964j 0.022556+0.00821178j -0.0194909+0.01707j 0.0107341+0.0307153j -0.0280526+0.00887954j 0.00232927+0.0405154j -0.0403327+0.00217979j 
0.000583671+0.00114741j 0.000486678-0.00125811j 0.00145542+0.00244744j -0.00354246+0.000221301j -0.000314946+0.00185549j 0.000121028-0.00252163j 0.0040929+0.00111121j 0.00359969-0.0021414j 0.0026784-0.00171589j -0.000371746-0.000263525j -0.000901258+0.00181206j 0.000420912+0.00112577j 3.93231e-05-0.000790402j 0.00268568+0.00400735j 0.00329877-0.00681271j -0.00392691+0.00505911j -0.00128522+0.00252551j 0.000160807-0.00154096j -0.00294837+0.00219299j 0.000459815-0.00383214j 0.00135516-0.00191941j -0.00221003+0.000983276j -0.00189206+0.00555709j 0.000852116+0.000151415j 0.00806547-0.000788596j -0.00113854-0.00161716j 1.61197e-05-0.00331389j -0.00317249-0.000558279j -0.000589833+0.000266471j -5.15706e-05+0.00105372j 0.00277567+0.000797695j -0.000373923-0.00144879j -0.00128184+7.99553e-05j 0.00109045+0.00308711j -0.00329037+0.000908493j -0.00317855-0.000972472j -0.0024861+0.000228498j 0.00149465+0.000914223j 0.000509549-0.00134829j -0.00429661-0.000966923j -0.00340226+0.000113419j 0.00197442+0.00284988j 0.00071634-0.000258209j -0.0023226-0.00468511j 0.00226326+0.0027343j 0.00159684+0.000231768j -0.00767407+0.00552107j 0.00143994-0.00033117j -0.00185075-0.0054089j 0.00294398-0.00818392j -0.00381943-0.00395922j -0.000946751+0.000973979j 0.00208815+0.00462128j -0.00176756-0.00143575j -0.00544472+0.00514823j 0.00343467-0.00194506j -0.00117611+0.00328083j 0.000202053+0.00161003j -0.00272677+0.00127258j 0.00792143+0.00337707j 0.00476251+0.000315286j -0.000432461+0.000770819j 0.0087097+0.00468073j -4.18802e-06-0.00508262j 0.00308116+0.000536818j 0.000535927-0.00417502j -0.00430424-0.000100383j -0.00196081-0.000238643j 0.0028445-0.00326962j -0.000108012-0.00174627j -0.000929509+0.00154941j -0.00132234+0.000300921j 
-0.00206945-0.001523j 0.0021661-0.00407528j 0.000123259+0.00234449j -0.00265971+0.00142319j 0.000217558+7.07871e-05j 0.00277226-0.00043737j 0.00124814-0.00217569j 0.00204611-0.00321073j 0.00222471+0.00280649j 0.00305468-0.000278897j 0.00205142-0.00108592j 0.00246454+0.00471549j -0.00177577+0.00435175j 0.00307+0.00106541j 0.0020723-0.00256515j -0.00257781+0.00189957j 0.00430947+0.00106837j -0.000249198-0.00153114j -0.000602183+0.000340597j 0.00333666-0.000403855j 0.00180032+0.00208531j -0.000507845+0.00097381j -0.00348651+0.00577993j -0.000419419-0.00373273j 0.00542883-0.000611799j 0.00557321+0.00333952j -0.0018227+0.00306136j 0.000236786-0.000614318j 0.00122213+0.00146829j -0.00258662+0.00211015j 0.00159615+0.00210661j -0.00221451+0.00106471j -0.00132096+0.00317233j 0.0049452-0.00144809j -0.000978236+0.0023483j 0.00417823+0.00600396j -0.000344159+0.00200045j 8.25747e-05+0.000496107j -0.00107012-0.000593661j 0.00191115+0.000539198j 0.000735783+0.000323594j -0.00214655+0.00455234j 0.00599284+0.000283805j -0.00235675-0.00336077j -0.00322793+2.25298e-05j -0.000427708+0.0032068j -0.00214562-0.00194602j -4.92611e-06-0.00900208j 0.00717716-3.98794e-06j -0.000270492+0.00121254j 6.81084e-05-0.000750498j 0.00231866+0.00113823j 0.000521924+0.00407474j 0.0010354+0.00128843j 0.00252057-0.00490792j -0.00826132+7.24242e-05j -0.00160532+0.000118091j -0.003335+0.00192634j -0.00123864+0.00444957j -0.000843939-0.0028202j -0.000101192+0.00136081j -0.00343951+0.00213109j -0.000671878-0.00100596j 0.00458012+0.00340241j -0.00361747+0.00173916j -0.00132413+0.00167158j 1.29453e-05-0.00165511j -0.00148744-0.00537801j -0.00227728+0.00087826j 0.00207737+0.00295654j -0.00162743-0.00396477j 0.00405918-0.00154951j 
-0.000617342+0.000530124j -0.000238405-0.00147991j 0.000939223+0.00145913j 0.000644521+0.00155112j 0.000913896+1.83212e-05j 0.00047386-0.000330536j -0.000115287-0.00371801j -0.000370907-0.000634895j 0.00291547+0.00415055j 0.00329207+0.0013282j 0.00232097-2.84252e-05j -0.0017651+0.0021813j -0.00467415+0.00602755j 0.00581991+0.00181708j -0.000774542+0.00081018j -0.00344585-0.00578933j 0.00076996+0.00178633j 0.000813466+0.00112267j 0.0090288+0.0025878j 0.000564513+0.000724078j 0.00199931-0.000915574j -0.00195003-0.00115367j -0.00170507-0.00107031j -0.0022367-0.00474612j 0.00196744-0.00258553j 0.00575562+0.00335036j -0.00206958+0.00176813j 0.00214742-0.00313843j 0.00167381-0.00385858j -0.000875737+0.0022744j -0.000741445+0.00186864j 0.000384245-0.000284566j -0.000439467+0.00199165j 0.00124228-0.00199961j -0.000508152+0.00118149j 0.00208506+0.00222893j -0.00015317+0.0026395j 0.00084324+0.00197913j -0.00109387-0.00193949j 0.000167844+0.00106711j 0.00193592-0.000987593j 0.00133244-0.00122893j 0.00144674+0.000646057j -0.00690397-0.00386657j -0.00233515+0.00158918j -0.00131228+0.000736363j -0.00388324+0.00492241j 7.21438e-05-0.00265017j 0.00032397-0.00719805j -0.0011373-0.00339715j -0.00119049-0.00426986j 0.00319784+0.00539759j 0.010425+0.00255321j 0.00277005-0.00251372j -0.00145458-0.00060446j -0.00602695+0.00142983j -0.00366575-0.00178977j -0.00590078+0.00171547j 0.00283142-0.00104545j 0.00696932-0.00301752j 0.00303917-0.000953171j -0.000665154+0.00233051j 0.00109311-0.0046273j -0.000742276-0.00227123j 0.00218653+0.00308853j -0.00086537-0.00032504j 0.00164172-0.00170655j -0.000244365-0.000135586j -0.00127917+0.00207251j 3.58012e-05-0.000141352j 0.000765888-0.00194164j 0.00166375+0.000147263j 
0.00148558+0.000603071j -0.000875205-7.37076e-05j 0.00128989+0.00186661j 0.000912192+0.000378895j 0.000317019+0.00123621j 0.00209611-0.000545398j -0.00208645+0.00135562j 0.00114189-0.000826418j 0.00101014+0.000779851j 4.0002e-05-0.001943j 0.00104096-0.000286073j 0.00155871-0.00144095j 0.000420391+0.00195326j 0.00527639-0.00255126j 0.00127054-0.00388521j -0.000332784+0.00291798j 0.00131793+0.000551862j 0.00020094+0.00133731j 0.00194771+0.000364863j -0.00438262-0.00017271j -0.000446677-0.00381369j 0.000617222+0.0021997j -0.000763274+0.00240869j -0.00062294-0.000655405j -0.000535345-0.00549242j 0.000109022-0.00243549j -0.00105192-0.000341251j -0.00242504-0.001445j -0.000779033+0.00079209j 0.000121322-6.13482e-05j 0.0011308-0.00103647j -0.000515879-0.00117477j -0.000562503-0.000310313j 0.00209449-0.000363937j 0.000594387+0.000737565j 0.00141343-0.000653025j 0.00154945+0.000720007j 0.00240736-0.00258977j -0.000201151-0.000328829j -0.00166549+0.000133802j -0.00135639+0.000549925j 0.00208256+0.00193079j 0.00200363-0.000722018j -0.0010999+0.000168607j -0.00125375-0.000490004j 0.00350932+0.000489262j -0.00213911-0.00226554j -0.00281195+0.000413855j 0.00240366-0.00230383j -0.000368733-0.000646905j 0.00055402-0.00112314j -0.00245586-0.00291053j 0.000653838+0.00365093j 0.000373596+0.000682624j 0.0021681+0.00127917j -0.000933808-0.000910945j 0.00539969-0.000206883j -0.00101128+0.00079746j 0.00140872+0.004007j 0.00358026-0.00238092j 0.00192111-0.000489091j -0.00244269+0.0028724j 0.00151118+0.00012277j 0.00210793+0.00100348j 0.000932403-0.00212943j -0.000201211-0.0018521j -0.00197523+0.000931592j 0.00105815+0.00110571j -9.25121e-05-0.000700704j -0.00320323-0.0012779j -2.46872e-06+0.000122911j 0.000308177+0.000709876j 
-8.89344e-05-0.00194068j 0.000873881-0.0002656j -0.00239391+0.000444061j -0.000328725-0.000375381j 0.00143062-0.00218218j 0.00435513-0.00219201j -0.000863038+0.00120735j -0.00210007-0.00423203j 0.00467074+0.00694214j -0.00390007+0.00122998j 0.00507302-0.00549243j 0.00387342-0.00125085j -0.00111119+0.0047393j 0.00030257-0.00475491j -0.00302289+0.0123669j 0.000148548-0.00181176j 0.00558293+0.000791913j 0.00396881+0.00245743j 0.00505983+0.00663628j 0.000461727+0.00251403j -0.00528946-0.00174093j 0.00214041+0.00150949j 0.000762404-0.0019819j -0.00467489+0.00627114j -0.0071671-0.00245781j 0.00516202-0.0032496j 0.002978+0.00221382j -0.00229498-5.77085e-06j -0.000894671+0.00650238j 3.53329e-05+0.00133961j -0.000835363-0.000229006j -0.00180101+0.00047145j -0.0011339-0.00157024j 0.00267638+0.000591546j 0.00112012+0.00129177j 0.00269234-0.00022896j -0.00132254-0.000540286j 0.000546704-0.000742354j -0.000222282+0.00051711j 0.000557216-0.00112277j -0.000513801-0.000819418j -0.00161467-0.000182756j -0.00189761+0.00208491j 0.00305444+0.00152409j 0.00163782-0.000311665j 0.00154693+0.00123422j 0.00179602-0.00343136j 0.000557994+0.000985681j -0.000672675+0.00445651j 0.000642067+0.00133227j 0.000889601+0.00151139j -0.0016146-0.00215854j -0.00522849-0.0026243j -0.00400682+0.00122017j -0.000337727+0.00102264j 0.00379076+0.000113742j -0.000137188+0.0042341j -0.000590167-0.000188926j -0.00295363+0.000868984j -0.00276472+0.00371381j -0.00314452+0.00138449j -0.000136567-0.00135769j -0.00117651+0.0029595j -0.00132041+0.00159004j -0.00091219-0.00196289j 0.00143633-0.000614838j -0.00294501-0.00144732j 0.00235106+0.00164691j 8.74023e-05-0.00314734j -0.000685343-0.00324935j -0.000442725+0.000828252j 0.000824402+0.00106316j 
-9.44214e-06+0.000584164j -0.000818053+0.00293133j -0.00529069-0.00124553j 0.00302521-0.00129865j 0.00105338-0.00267138j 0.00161554-0.00691511j 0.00188409+0.00111427j -0.00378315-0.00502143j 0.0111634+0.00554912j -0.00106521-0.000446454j 0.000597353-0.00190287j 0.00680348+0.00145036j -0.00707988+0.00889582j 0.00367535-0.0033274j 0.00410405+0.00660828j 0.0070658-0.00326007j 0.0023984-0.00521521j 0.00578074-0.00285938j 0.00229122+0.0116792j -0.00923215+0.000563183j -0.00558382-0.00452553j 0.00915729+0.00119591j -0.00430733-0.00689934j 0.00254763+0.00436125j 0.00298038+0.000668645j 0.00200902-0.00143222j 0.00541637+0.00118916j -5.19074e-05-0.00296339j 0.00216953-0.00193657j 0.00294359+0.00248442j -0.00341482+0.00325546j 0.00321299-0.000453735j 0.00244899-0.00438797j -0.00354989+0.00344849j 0.00638874-0.000320889j -0.00148184-0.00407273j -0.00232654+0.00114715j 0.00109743-0.0042679j -0.00407894-0.00484019j -0.00455236+0.00137146j -0.00168882+0.00241546j -0.000968206-0.000458788j -0.00745838+0.000358115j 0.00267414-0.000351656j 0.0023808+0.00444936j 0.00143327+0.00103647j 0.000643596-0.000625802j -0.00607675+0.00640166j -0.00615529-0.00167566j -0.00129774-0.0014417j -0.00302075+0.00336877j -0.00711702-0.00384713j -0.00136747-0.00765955j -0.00784242+0.00197604j -0.00876033+0.00734979j 0.0127082+0.00229587j 0.000162514+0.00949089j 0.00326428-0.0059168j 0.00719292-0.000999707j 0.00449342+0.00781383j 0.001834-0.00121812j -5.88773e-05-0.0012624j 0.0091739+0.00194622j -0.00150535-0.00430693j 0.00218243-0.00488146j 0.000956894-0.00594707j -0.00562328+0.00319621j 0.000347426+0.00316895j 0.00145489-0.00262205j -0.00497232-0.000673389j 0.00150805+0.00289059j -0.0017775+0.000337033j 
0.00300803+0.00359559j -0.001818+0.00143083j 0.00144043+0.00456558j -0.00365363+0.00392189j -0.00321325-0.000768016j -0.000996741-0.000329129j -0.000272724+0.000512846j -0.00081432+0.00347437j -0.00500195+0.000133995j -0.00535415+0.000688676j -0.00043418+0.000505893j -0.00537101+0.00291767j -0.0069674-0.0077315j -0.0024303+0.00394001j -0.00106496-0.000488436j -0.00911617-0.00819368j -0.0072337+0.0118676j 0.000724526-0.00304774j -0.000178491-0.00404205j -0.00303862+0.00298497j 0.00457004+0.00179851j -0.00329139+0.000905057j -0.0031898+0.00350412j -0.00406015-0.00272761j -0.000197409+0.00262828j 0.00104168-0.00355503j 0.00504724-0.000427472j -0.00143278-0.00415551j 0.00545501-0.00361328j 0.00013701+0.00821189j -0.00202461+0.00264934j 0.00335822-0.00137807j 0.00297267+1.57194e-05j 0.00431752+0.00237865j -0.00485369+0.00186205j -0.00123057-0.00163584j -0.000891486-0.00157155j -0.00275757+0.00451028j 0.000278873+0.0031507j 0.00337444-0.00619043j -0.00292926-0.00533563j -3.88909e-05+0.00398341j 0.00424379+0.00174757j -0.00137128+0.00514131j 0.00263218+0.00185343j 0.00252768+0.000316929j -0.0025293-0.00372105j 0.00850558+0.000591352j -0.00874077+0.00259265j 0.00269738-0.00524657j -0.00204005+0.00488161j 0.00426808+0.00128969j -0.0100366-3.0782e-05j -0.00309265-0.000290338j 0.00142608+0.00668095j 0.000317679-0.00419156j -0.000139759+0.00222577j 0.00606591+0.0080819j -0.0136715+0.00282467j -0.00315063+0.00532072j 0.000130635-0.000896263j -0.0014593-0.00118204j -0.000627929+0.00866449j -0.00468734+0.00020979j 0.00532996+0.000232878j 0.00284213-0.00163497j -0.00483183-0.000526242j -0.000773735+0.00176335j 0.00193579-0.00411555j -0.000969686-0.000647085j 0.00139504+2.65501e-05j 0.00142283+0.000334706j 
-0.00136689+6.77888e-05j -0.00012724+0.000364641j 5.3773e-05-0.000514173j 0.00191414-0.00116367j 0.00201804+0.0011112j 0.000841884-0.00105301j -0.000537532-0.00379031j -0.00110704+0.000504301j 0.00303343+0.00247298j 0.00323475+6.47679e-05j 0.0010606+0.00169438j 0.000777224-0.000963975j 0.0001549+0.0035641j 0.00628117+0.00282722j 0.00438897-0.00100507j 0.00227148-0.00167049j -0.000404334-0.00520322j -5.12331e-05+0.00259083j 0.00675909+0.00617994j -0.00133277-0.00313839j 0.00197604-0.00261606j -0.000578093-0.000418599j -0.00377408-0.00387353j 0.00294952-0.0032833j 0.0063085-0.00611287j 0.00295151+0.00448293j -0.00398927-0.00109166j 0.0040842-0.00174573j -0.00129132-0.00139402j -0.000113946-0.00152086j -0.00124886+0.000741513j -0.000139218+0.000830661j 0.000198456-0.000948011j -0.00301052-0.0021763j 0.00157473-0.00106098j -0.000840575-0.0017907j 0.00264539+0.0021262j 0.000175062-0.00127884j -0.00189316+0.000570967j -0.00548317-0.000406078j -0.00140417+0.00151046j -0.00207441+7.11671e-05j -0.00463614-0.000310901j -0.00361584-0.000837727j -0.00100428+0.00276525j -0.0048911-0.000283075j -0.00299535-0.000453721j 0.000774687-0.00111227j -0.00233387-0.00156273j -0.00231876+0.00023334j -0.00492477+0.00079709j -0.00182715+0.00442019j 0.00424325+0.00301132j -0.00421454+0.00214252j -9.03652e-05+0.000858902j -0.00182966-0.000915043j 0.00212101+0.000632732j 0.00244606-2.07651e-06j 0.00147059+0.0021472j 0.00211882-0.00326921j 0.000581285-0.00046169j 0.00222475+0.00204292j 0.00565734-0.00352993j 0.0034902+0.00143617j -0.00327214+0.00194306j -0.00311791-0.00197358j -0.00175739+6.05393e-05j -0.00178955-0.00144168j -0.000885604+0.00381406j 0.00303167+0.00133j -6.94418e-05-0.000567138j 6.28668e-05-0.000789723j 
0.000215649+0.00146742j -0.00156059+0.00123705j -0.000350244+7.42799e-05j 0.00260819-0.00021328j -0.00204945+0.000689376j -0.00314326+0.00116516j -0.00259693-0.00163545j -0.000823399+0.00621568j -0.00271307-0.00429199j -0.00444442-0.000454924j -0.000499373-0.000839952j 0.00131492-0.00613721j 0.000302664-0.00811157j -0.00154707+0.0035905j 0.00820137-0.000958559j -0.00442097+0.00330892j -0.00450093+0.00463972j -0.00444801+0.000875343j -0.000493956+0.00451744j -0.00716743-0.00573085j 0.0055339-0.00707376j -0.000556808+0.00184029j -0.00250288+0.00222862j -0.00117535+0.00138197j 0.00111335-0.00357213j -0.00478623-0.00811474j 0.00115135-0.00171555j -0.00158365-0.00160161j -3.46764e-05-0.00312149j 0.00206008-0.0031615j 0.00127978-0.00311766j 0.0018646-0.00220679j -0.000405297-0.00150424j -0.00219941+0.00128975j -9.37232e-05-0.00401518j -0.00170519-0.00208263j 0.000819938+0.00165381j 0.00162337-0.00107617j 0.00178464-0.00206704j -0.00203073+0.00212708j -0.000103074-0.000680189j 0.0029881-0.00210172j -6.36188e-05-0.00303118j -0.00373523-0.00203797j -0.00241385-0.00282355j 0.000858057+0.00212396j 0.00321865+0.00525465j -0.00501758+0.00247371j 0.00126558-0.00511742j 0.00283357-0.00179786j -0.00351287-0.00330964j 0.00115875-0.00373661j 0.00376742-0.00134422j 0.00266082-0.00249128j -0.000637664-0.00106749j 0.00158067+0.000184844j 0.00177656-0.00104407j -0.00426337-0.000464271j 0.00202242-0.00238014j 0.00277423-0.0077695j 0.000991355+0.000187633j 8.47586e-05-0.00246306j -0.00178852-0.0010029j 0.00164158-0.00157947j 8.25231e-05+0.00233141j -0.0011116-2.80673e-05j 0.00261604+7.14806e-06j 0.00133045-0.000870213j 0.00132337+0.000823567j -0.000237133-1.50309e-05j 0.00146386+0.0022111j -0.00333897+0.00114532j 
-2.00431e-05+0.00104379j 9.81559e-05-0.00179109j 0.000926124+0.000992659j -0.00102045+0.00316395j -0.000448563+0.00229445j -0.00254254-0.00193719j 0.0032692+0.000117741j 0.00383301-0.00258511j 0.00296885+0.00226632j 0.00256541+0.00363049j -0.00215449+0.00600872j -0.00591416-0.000837156j -0.00424602+0.00529928j 0.00392335+0.00416431j -0.010592+0.00136474j -0.00219691-0.00697847j -0.00378657+0.00134844j 0.00135229-0.000956175j 0.00594368+0.00502347j 0.000119059+0.000337993j -0.00223796-0.000602096j -0.00203737-0.0010717j 0.0095735-0.00822866j -0.00371496-0.000345341j -0.00169648+0.00206402j -0.00243267-0.00013789j 0.000803177-0.0070629j 0.000701313-0.00455646j -9.28632e-05-0.00454186j 0.00298103-0.000712833j 0.00263042-0.000867303j 0.00264132-0.0035005j 0.00238501-0.000805873j -0.000417736+0.000836652j -0.000145304-0.000146157j 0.00241614+0.000100983j 0.000761487-0.00155154j 0.00240648-0.000241413j 0.000375718+0.00179768j -0.00279713-0.00145936j 0.0004947+0.000574185j -0.00210529-0.000874375j -0.000811809+0.0035105j 0.00394517+0.00152867j 0.00322299+0.000439663j -0.000865004-0.00108524j 0.00107242-0.00256391j 0.00246808+0.000646691j -0.000685672+0.00727263j 2.26997e-05-0.00137297j 0.00157954+0.00143593j -0.00254038-0.00179262j -0.000349027-0.00181233j -0.00156485+0.00066102j 0.00884403+0.00119003j 0.00146581+0.000864298j 0.00213165+0.000309716j -0.00378634+7.39941e-06j -0.00103147+0.00340219j -0.00188567-0.00518986j -0.000805135-0.000243214j -0.00106916-0.0024313j -0.00546383-0.000695532j 0.00222576+0.00336612j 0.000510013+0.000740332j 0.000273194+0.00260873j 0.00178188-0.00208122j 0.000892836-0.00147401j -0.000246039+0.00142406j 0.00158106-0.000592309j 0.00025104-0.00141436j -0.000482858+0.000164055j 
-0.000208863+0.00161925j -0.000925617-0.00110258j 0.00256877+1.52346e-05j -6.70184e-05+0.00254772j -0.00173561+0.000893824j -0.00382535+0.00564133j -0.00398389-3.14451e-05j -0.000727935+0.0046222j -0.00608164-0.00395352j 0.00367051-0.00186659j -0.00289219+0.002536j -0.0076039-0.00152648j 0.00407518-0.00340501j -0.00279176+0.00013383j -0.00882561+0.00151204j -0.0035109-0.00174651j -0.00327802-0.000826648j -0.00153337+0.000599054j 0.00194724-0.00701449j 0.00631104+0.00341421j -0.000368431+0.00360266j -0.00395734-0.000422469j 0.00348554-0.00512681j -0.00118722-0.00199352j -0.00602809+0.00274046j -0.00186168+0.000336371j -0.000845514-0.00116955j -0.000480368-0.000162255j -0.0014212-0.00260385j -6.01248e-06-0.00063592j 0.00124136-0.000619147j 0.0017339-0.000426577j 0.000899987-0.000507309j 0.00136401-0.000862876j -0.000870447-0.000628094j 0.00160908-0.00147276j 0.0019149-0.000996061j -0.000262473+0.0032379j -0.000818716-0.000866298j -0.00518297+1.2123e-05j -0.000889976+1.21155e-06j -0.00151702+0.00048908j 0.00244713+0.000938105j 0.000565788+0.000627301j 0.00130081-0.000513708j -0.00284894+5.52476e-05j 0.000923927-0.00469854j -0.000597953-0.00327287j 0.0017202+0.000982344j -0.000107198-0.00167111j -0.000797584+0.001386j -0.000913226+0.00215385j -0.000162903+0.00100205j -0.00265212-0.000679026j 0.00185613-0.000268099j 8.57179e-05+0.00106184j 0.0012498+0.00035932j -0.00247006+0.00405077j 0.00158686+0.00175429j -0.00243361+0.002802j -0.0022736+0.000648566j 0.00118116-0.000849308j -0.000397145-0.000880088j 0.00105077+0.00247461j -0.00188689-8.50247e-05j -0.00165606-0.00020214j -0.00049708+0.000800476j 0.000361319+0.00143558j -0.000323004-0.000176273j 0.00169841-0.000330714j 0.00044696-0.000644917j 2.28552e-05-0.000183829j 
-0.00038+4.40701e-05j 0.000752029+0.00216812j -0.00492042+0.00063793j 0.00161517-0.00274714j 0.000931509-0.00117038j 0.00154669-0.00487519j -0.00168549+0.00228927j 0.000836892-0.00195209j -0.00257905+0.00268666j -0.00903708+0.00555961j 0.00162382-0.00393762j 0.0101688+0.00630678j -0.00673035+0.00852272j -0.00234192-0.00480562j 0.00323628+0.00650308j 0.00585753-0.00986118j 0.00380945+0.00770558j 0.000230626-0.00154424j -0.0059038-0.0116429j -0.00999879+0.00246125j 0.00197343+0.00182095j 0.00321776-0.00162541j 0.00449849+0.00244798j -0.00304907+0.00296615j -0.00355643+0.00136629j 0.000637192-0.000454445j 0.00533472+0.00197846j 0.00275535-0.00137018j 0.00164148+0.00118214j 0.00162314-0.000446171j -0.00164427+0.00282135j 0.000926047+0.000146476j -0.00120779-0.000897799j -0.00357814+0.000160968j 0.000823865-0.00304336j -0.00425893+1.67134e-05j -0.000104825+0.00363197j 0.000519476-0.00247351j 0.00195157+0.000679903j 0.00852752-0.00379624j -0.00163443+0.00122366j 0.00321144+0.00317728j -0.000614142-0.00392443j -0.00583078+0.000286134j -0.00455535+0.000430093j 0.00415615+0.00251411j 0.000497096+0.00140464j 0.0015798-0.000448103j 0.000547149-0.00254858j 0.00197464+0.00240069j -0.00248141+0.00151373j 0.00679319-0.00534226j -0.00569923+0.00400212j 0.0080717+0.00334047j 0.000974474+7.40988e-05j -0.00359347-0.00300952j 0.00220214+0.00264759j 0.00874855-0.00445696j -0.00833329+0.00349335j 0.00408463-0.00378773j 0.000675137+7.51726e-05j -5.37386e-05+0.00188261j 0.000411687+0.000113966j -0.00219409+0.00318487j 0.000332285+0.00115102j 0.00116972-0.00234788j 0.00181362+0.00137268j -0.0010567-0.000765706j -0.000780151+0.00222031j 0.000136981+0.00100888j 0.000661914+0.000986755j -0.001577-8.86222e-05j 
-6.29898e-05-0.00139406j 0.00123702-0.00051045j 0.00144081-0.00106934j 0.000940095+0.0013572j 6.71288e-05+0.00219025j 0.00125372-0.00137694j -0.000136004-0.00291697j 0.00373081-0.00121942j 0.000751048-0.00483029j -0.00392622-0.00159234j -6.38975e-05+0.000465282j 0.00174352+0.00969377j -0.00711166+0.00488188j 0.00654605-0.000314188j -0.000451339-0.000215113j 0.00785922+0.00641849j -0.00370251+0.00309866j -0.00220881-0.00360602j 0.00958766-0.0103661j -0.00589164-0.00818028j -0.00190787+0.00340953j 0.00283441+0.00200222j 0.00350904+0.00366531j -0.00131964-0.000546278j 0.00201315-0.00213666j -0.00295836-0.000141417j 8.8971e-05-0.00207346j 0.000354025+0.00096052j -0.000401119-0.000965224j 0.00353106-0.00067149j 0.00167955+0.00076127j 0.00068929-0.000740496j -0.000767073+5.11279e-05j -0.000862682-0.0014031j 3.70132e-05+0.0011003j -0.00218566-0.00319479j -0.00161067+0.00380249j 0.00503801-0.00111993j -0.00448954+0.00382296j 0.00281764+0.00555132j -0.00533503-0.00323091j -0.00299489+0.00427021j 0.000636476-0.00484481j -0.00120178-0.00349874j 0.00215718-0.00330476j -0.00077205+0.0021617j 0.000253795+0.0048936j 0.000418437+0.000259427j 0.00665539+0.00566074j -0.00549705+0.000129504j 0.00150457-0.00288096j 0.00886981-0.00180577j -0.00310599-0.00233699j -0.000636994+0.00996579j 0.00177417-0.00645285j -0.00116639-0.00383573j 0.00115194-2.72522e-05j 0.0111759+0.00519709j -0.00157437-0.0070079j 0.00413926-0.00223037j 0.000541541+0.00200155j -0.00424016+0.00263624j 0.00154408-0.00293893j -0.000248712+0.000232034j 0.000566738-0.00114048j -0.000311014-0.000904723j -0.000320604+0.00173369j 0.0011923-0.000830181j -0.00183659-0.000878982j -0.000780446+7.18294e-05j -0.000443247+0.000136205j -0.00058057-0.00116656j 
