0.0172166-0.00652415j -0.00688599-0.0106353j 0.0128778+0.0324166j 0.0341581-0.0148514j -0.0167983-0.00902117j -0.0614162+0.0183851j 0.0274596-0.0161005j -0.0207124-0.00989874j -0.0290552-0.0487581j -0.0284925+0.0310135j -0.00249248-0.00875729j 0.0286748-0.0324933j -0.0129593+0.0256342j -0.0281977+0.028446j 0.0331738+0.000911149j 0.000423144-0.0521732j -0.013214-0.0737301j 0.0318756+0.144302j -0.0572859+0.00895388j 0.0207199+0.0474267j -0.153232+0.016528j -0.0138219+0.00918673j 0.0143745-0.0391821j -0.016268+0.111689j -0.0415075-0.0397042j -0.0233873-0.0237673j 0.00586114+0.0376912j 0.0026907-0.040198j 0.0168292-0.0264701j -0.011978-0.00545147j 0.00734564-0.00317205j -0.059836-0.023375j 0.0271377-0.0462984j -0.0163496+0.00800963j -0.028014+0.00766324j -0.0242423+0.0055715j 0.0210989+0.0117005j -0.0228633+0.0232821j -0.00850268-0.00756521j 0.00937911+0.0098895j 0.0363706-0.00493627j 0.0127838-0.0246134j -0.00387439-0.0376816j 0.0339076-0.0482224j -0.048828-0.0302161j 0.0141942+0.00650088j -0.0154637-0.025203j 0.0118079+0.0123798j -0.0154098-0.00254681j -0.0266677-0.00375844j 0.0294215-0.0319128j 0.000618004-0.00646922j -0.0149763+0.0479253j 0.032955-0.00789555j -0.0269165+0.0112442j 0.000205783-0.00919532j 0.00244647-0.0206997j -0.00876061+0.00337042j -0.00339109-0.00225191j 0.00629651-0.0195839j 0.0205264+0.00405004j -0.00423465+0.000895985j -0.00438278-0.0193794j -0.00584139-0.0154717j 0.0291699+0.000510377j -5.76755e-05+0.00163616j 0.00576276-0.00768189j -0.0135958+0.00561496j -0.00267896+0.00941377j 0.00665471-0.0102734j 0.00623731+0.00676482j 0.00664946+0.00958576j 0.00813155-0.00148821j 0.00923433+0.00804982j 0.00945557-0.0142654j -0.0107062+0.00262614j -0.000475289+0.00510355j -0.0202311+0.0101864j 0.00638672-0.00419003j 0.00272245-0.00187859j -0.00664396-0.00812804j 0.00104145+0.00686892j 0.00259686+0.0066224j 0.00455969+0.00752542j 0.00198817+0.00705603j 0.00112368-0.0171429j 0.0260022-0.0179704j -0.0234393+0.00432457j -0.00999353+0.024623j -0.0269587+0.0276998j 0.00208583+0.0320247j 0.0223993+0.0272954j -0.016869+0.013514j 0.00455031-0.0721645j 0.0604226-0.00764788j 
0.00284896+0.00490134j -0.0133943+0.0134197j 0.0300717-0.00233792j -0.0363354+0.0487064j -0.042572-0.0170922j 0.0916653-0.0875751j -0.0203207+0.0443105j 0.0181524-0.00334279j -0.0650875-0.0113264j -0.00197246-0.0231413j -0.0355215-0.0177446j 0.00913085+0.0295361j 0.0251729-0.0515507j 0.0164271-0.0150023j -0.00231435-0.00154289j -0.0470379+0.00597942j -0.00756778-0.00736961j 0.0397197-0.0177944j 0.0297435+0.00704653j -0.00885801-0.0187299j 0.105943-0.0835572j 0.0158611+0.00171663j -0.0232331+0.0200526j 0.0897065-0.0338951j -0.0168589-0.0468303j -0.0225631-0.00944245j 0.0360252-0.01247j -0.0245179+0.0211953j -0.0302107-0.0152001j 0.000144134-0.0156161j -0.0256212+0.0208663j -0.00508493-0.0118386j -0.0537282+0.0211137j 0.0198696-0.0171007j -0.00464784-0.0198924j 0.0108729-0.0155078j 0.0396414-0.0146855j 0.00137726-0.003374j 0.00791347-0.0125994j 0.000428929+0.0193597j 0.00684925+0.022526j -0.0174644+0.00529707j -0.0267244+0.01791j -0.0119196+0.00325387j -0.000536396-0.0103375j -0.0127152-0.0163305j 0.00686136-0.00785566j -0.00391199+0.00541989j 0.00199002+0.00545862j 0.00273758-0.00482289j -0.0198093+0.0206828j 0.00138005+0.0161975j 0.00364763+0.00372603j -0.0182392+0.0133252j 0.0124907-0.00362j -0.00615317+0.00664337j 0.00873642+0.00730673j 0.00604535-0.014302j -0.00633361+0.0161194j -0.00448659+0.0127734j -0.006569+0.0195901j 0.00414316+0.00852729j -0.00248211-0.0015268j -0.0135338+0.00720045j -0.00329811-0.00170762j 0.0129887-0.00414931j -0.00936705+0.00883076j 0.00372537-0.00783078j 0.00531426+0.00143314j -0.00348424-0.00254651j 0.00542424-0.00197025j -0.000622537-0.00738656j 0.00511102-0.0111542j -0.00547585-0.0101744j -0.016695-0.00236905j -0.00684059+0.00977791j 0.00624813+0.00105655j 0.0132819+0.00599335j 0.00655034+0.00795465j -0.0143004+0.00202305j 0.0080327-0.0257773j -0.0129353-0.000303384j -0.00299977+0.0343029j -0.0035691+0.00330713j 0.00165305+0.00794387j 0.0012329+0.00301203j -0.00467142-0.0111615j 0.00524257-0.0166864j 0.00209948-0.00359079j 0.025169-0.0151021j 0.00555873+0.00644812j 0.0148658+0.0166071j -0.0213084+0.0337738j -0.0106205-0.00995369j 0.00121742+0.0118738j 
0.0184741+0.00789243j 0.013648+0.0182751j 0.016154+0.0277079j 0.0506413+0.0193667j -0.0335189-0.00631731j -0.138142-0.103226j 0.0565101+0.0376282j 0.0149057+0.00914469j -0.0464571-0.0618199j -0.0775556-0.0509766j -0.0156295+0.0107539j 0.0320598-0.00266857j -0.038335+0.0374179j -0.00566126+0.0435589j -0.00253663-0.039339j 0.00681945-0.0119053j -0.00125628-0.0236125j -0.0384719-0.0518408j -0.00792842+0.0297407j -0.0218363-0.0182156j -0.103808-0.0519668j 0.016722+0.0586042j 0.036657-0.00429332j -0.0307052+0.0189384j -0.00450178-0.0296645j 0.00384508-0.00263521j 0.00622194+0.0131923j 0.0201749-0.011412j -0.0296962-0.0176849j 0.00302436+0.00331548j 0.017101+0.0267427j -0.0118137+0.0293695j -0.0130116-0.0411516j -0.00920729+0.00502847j -0.0116368+0.0067951j -0.0132414+0.00329455j -0.0125877+0.00223037j -0.00935856+0.00140546j 0.000527865+0.00671309j -0.00181918+0.0286349j 0.0107944+0.00301155j -0.00727551-0.0053864j 0.0138712+0.00233446j -0.00388907+0.00328695j -0.00735499+0.0195383j -0.00403912-0.0049404j 0.0247261+0.00367998j 0.0077803+0.00111568j -0.0024327+0.0097168j 0.000507762-0.00853046j 0.0078465+0.00256483j 0.00208714+0.00131069j 0.00602507+0.0112923j 0.00255375-0.0115147j -0.00547812+0.0054603j -0.0114993-0.00249759j 0.0176635-0.00181777j -0.00817769-0.00912101j 8.8439e-05+0.00768251j 0.00598269+0.000560561j -0.00270292+0.0100276j -0.00225151+0.00610791j -0.00254786+3.9423e-05j -0.00546038+0.00447645j 0.00784981-0.0120309j 0.00368746-0.00879056j 0.00659991+0.00480026j -0.0071037+0.00110955j 0.00127173-0.00650085j 0.00221117+0.00265277j 0.00222385-0.00985702j -0.00292529-0.0118405j -0.00341787-0.0056797j -0.00571147+0.0014891j -0.00143066-0.00849938j 0.00360808+0.00510917j 0.000868897-0.00582802j -0.00644584+0.00270286j -0.000399363+0.00700993j -0.00871341+0.00363432j -0.00389139-0.0109022j -0.00182709-0.00518831j 0.0102304+0.0245477j 0.00649185+0.00165373j 0.00903202+0.0024248j 0.00204403+0.000856068j -0.00440916+0.00860772j -0.0107878-0.00601489j -0.0171814+0.00110499j -0.00220325+0.00499352j -5.06211e-06+0.00600617j 0.00792779-0.0162272j 0.00939329+0.0225255j -0.00557104+0.00159554j 0.0141429-0.000341607j 
-0.00474852+0.0104288j 0.000890479+0.00263706j -0.000547373+0.00997602j 0.0239115+0.0313046j 0.0329889-0.0052064j -0.0112582-0.0464233j -0.00288461+0.0254408j 0.0130784-0.0132553j 0.0531411-0.030353j 0.00721971+0.0164824j 0.0169363+0.0199892j -0.00999462-0.0194524j 0.0223923-0.0363673j 0.0293837+0.00940415j -0.0422947-0.00435569j 0.0523398+0.0145803j -0.0149419-0.0330063j 0.0369866-0.0827265j 0.0166635-0.00393041j 0.0320417-0.000983095j -0.0928062+0.00368061j 0.00412811-0.036587j 0.00261805+0.00458003j -0.0506253-0.0452513j -0.0194776-0.0141907j 0.00935683+0.0240269j -0.0237412-0.00139827j 0.00760321-0.0201196j 0.0247059+0.00211403j 0.00989424+0.00397434j 0.00573675+0.00435169j 0.0272445+0.0105416j 0.0326396+0.034463j -0.0027004-0.0145576j 0.0115779+0.0181208j -0.0053631+0.0210999j -0.0212975+0.00606805j -0.00319608-0.00531337j -0.0251392+0.00607906j 0.0346921-0.00038336j 0.00622339-0.00620709j 0.0159653+0.0046478j 0.0262563+0.0213967j 0.00420583+0.0142041j -0.0153353-0.00862864j 0.0100545-0.00407345j -0.0217675-0.00715539j 0.00930751+0.0087942j -0.0159694-0.00957715j -0.00851284-0.0170265j 0.0226601+0.00973019j -0.00831149-0.0043433j -0.0147835-0.0175324j 0.00111603+0.00481003j -0.0101291-0.00384025j 0.000902345-7.73875e-05j -0.0158479+0.0159943j -0.00260925-0.00200818j 0.00332111+0.00554399j 0.00207646+0.00198276j 0.00155875+0.00854408j 0.000211441+0.00349286j 0.00521655-0.00414219j 0.0104868-0.0109509j 0.00162798+0.00813899j -0.00480836+0.0167003j -0.00224407-0.00351204j 0.00224353-0.0109342j 0.00169137+0.00893103j 0.00221235-0.000216774j -0.000285104+0.00897182j 0.00781226+0.00549831j 0.00310632-9.93238e-06j 0.010756+0.00134303j 0.00590042+0.0144045j 0.000451352-0.00565358j -0.00587489-0.000969031j -0.010218-0.00834995j -0.00676305+0.022458j 0.00242032+0.00975263j -0.0107632-0.0147097j -0.00189207+0.00126907j -0.0110232-0.0148146j 0.0110554+0.00810951j 0.00518898+0.0110485j -0.00105798+0.00484859j 0.0135483-0.0164023j -0.0138269+0.00899763j 0.00231993-0.0238857j -0.0195263-0.00704157j 0.00538969+0.0027731j -0.022632+0.0129722j 0.00721328+0.00659591j -0.0147962+0.00366985j 0.0120116+0.0195012j 
-0.0367082+0.00401213j 0.00390677-0.0061713j -0.0284349-0.00151296j -0.0328321+0.0354127j 0.0751127+0.0281875j 0.0639935-0.0808722j -0.056938+0.0456453j 0.0067724-0.0361652j 0.0350942-0.00628864j 0.0473473-0.0170907j 0.0409866-0.00367256j -0.032005-0.0266325j 0.00392639+0.017119j 0.031821+0.0235842j -0.0465558-0.0154878j 0.0147934-0.0150244j 0.0142612-0.0700858j -0.059206+0.0112712j 0.0494787-0.0112432j 0.000149585+0.0145131j 0.143306-0.10225j 0.0118102-0.00858825j -0.0328413-0.00246301j -0.0205449-0.00513325j 0.0388278-0.0139094j 0.0501404-0.0227739j -0.0403409+0.0097956j -0.0212535-0.0154018j 0.0184519+0.0094445j 0.00985455+0.00661023j -0.0218911+0.00779286j 0.0270431-0.00371784j 0.00239226+0.00582642j 0.0132818-0.00375117j 0.0280348+0.00105031j 0.0121196+0.00293903j -0.0177355+0.002812j 0.02209+0.00263769j -0.0286908-0.0230118j 0.00359768+0.0114939j -0.0307708-0.00278588j 0.00357079+0.0010469j 0.000383112+0.00248871j 0.00433645-0.00769377j 0.0222169-0.0251947j 0.00612183+0.0141779j -0.00848314-0.0061211j -0.00974541+0.00159021j 0.0167673-0.00611907j 0.0160019-0.00185791j 0.00267778+0.00147123j -0.016101+0.0203765j -0.00837965+0.00441581j -0.0121539+0.0222876j 0.00406093-0.00640963j 0.00496548-0.00618162j -0.0166577-0.00252863j 0.0206654+0.000782963j -0.00401062-0.00250427j -0.0108049-0.0099502j -0.00942898+0.0243013j 0.00238585+0.00396943j 0.00789443+0.00286214j 0.00574698-0.0143609j -0.00996063+0.0103863j 0.00913612+0.00105122j -0.0018061-0.00586609j 0.00293584-0.0131665j 0.00197123-0.00145566j -0.00453026+0.00189582j -0.00662712+0.00360307j -0.0111754-0.000376758j 0.00169843+0.00184318j -0.00560552+0.0104426j 0.000133328-0.00012595j 0.0050695+0.00690347j -0.0116246-0.00153824j 0.00700162-0.000997561j 0.00950789+0.0149308j 0.0104449+0.015112j 0.0050453-0.014554j 0.00863296-0.00230809j -0.0163722+0.00611062j 0.00402751+0.0072764j 0.00139458-0.00868879j -0.00223822+0.00240103j -0.0209826+0.0106071j -0.00268768-0.00171933j 0.00126247+4.21721e-05j 0.00910512-0.0122468j -0.0122337+0.0169733j -0.011257+0.00744685j -0.00958362-0.0099518j 0.00727352-0.0227063j -0.0312384+0.0164873j 
-0.00805467+0.0141993j -0.0106548-0.00035256j -0.0203425+0.0270959j -0.0229308+0.00269154j 0.0243123-0.0281062j 0.0585747+0.0401867j -0.0208446-0.00426214j 0.010863-0.00470351j -0.000545247-0.0550812j -0.0312369-0.0192384j -0.0363422-0.0466382j 0.0430993+0.0271599j -0.00138047-0.0232659j -0.0247231-0.0321983j 0.0418749+0.0431417j -0.00220005-0.0124066j 0.0298325+0.0397079j 0.0403492+0.0412981j 0.0328745+0.0135725j -0.00467863+0.00950578j 0.0525625+0.0364522j 0.0112396+3.58188e-05j 0.00911136-0.0269459j 0.0222445+0.0356949j 0.026372+0.00460842j 0.00152005-0.0108386j 0.0159901+0.023475j -0.0158965-0.0115536j -0.00445566+0.00432665j 0.00229013+0.00209789j -0.0138413-0.00617065j 0.0242246+0.00741702j -0.000239182-0.000625268j 0.00664248-0.00650189j 0.00208993-0.0107336j 0.00122551-0.00184994j -0.0189702+0.00404205j -0.00280405-0.0102171j 0.00251781+0.0025544j -0.00702784-0.0216834j 0.00645601-0.00211798j -0.0311626-0.00851207j 0.00802313-0.00897062j 0.00482025-0.0101261j 0.00581902-0.00304339j -0.00241473+0.00294165j 0.00819274+0.00303036j -0.000158833-0.00868498j 0.00344702-0.000570306j 0.0098812-0.000672693j -0.00379998-0.0116475j 0.00520667-0.0156245j -0.00594365+0.00922441j -0.00650704+0.00247361j 0.00329181+0.00125364j 0.00619571+0.00732264j -0.00617641-0.0103423j 0.00552005-0.00175165j -0.00527309+0.00406796j 0.00497858-8.45656e-06j -0.00307444+0.00210687j 0.000771817+0.00382024j 0.0093904-0.0225831j -0.00089339-0.00185533j -0.0185147-0.00138751j 0.0096332+0.00972157j -0.00058242+0.00122455j 0.00639745+0.0113109j -0.00230336+0.00348267j 0.00501519-0.00927064j -0.00906058+0.00222173j 0.00125973+0.00516722j -0.00642696-0.00138937j 0.000798444-0.00798169j -0.00866555+0.00330995j -0.00170905-0.0061542j 0.000711014-0.00156959j 0.00549677-0.00041728j 0.00418868-0.000540274j -0.00215757-0.0132439j -3.18943e-05+0.0108102j -0.00677458-0.00677764j -0.000326707-0.00484382j -0.00561481+0.000340621j -0.00184595+0.00378596j -0.00372641-0.00570846j 0.00318472-0.00308139j 0.00455487+0.00368447j 0.00729699+0.00141061j -0.00163485+0.00768978j -0.00601098+0.0119874j -0.00599376+0.0178541j -0.00825696-0.0012338j 0.00427141-0.0117192j -0.0102036-0.00420921j 
-0.00970766+0.0239615j 0.00812167-0.000859896j 0.00170684+0.049859j 0.00302718+0.0246185j 0.0174918-0.0955236j -0.0660696+0.018124j 0.0114085+0.0132269j -0.0166956+0.0425037j -0.0328184-0.0606916j 0.00742713+0.030223j 0.019175-0.0278606j -0.0225683+0.0602123j -0.00359078-0.0266189j 0.0059369+0.0280554j -0.0322245-0.0536926j -0.0141168-0.0417767j -0.064702+0.0307965j -0.10257+0.0445771j 0.0257432-0.067915j -0.0298687-0.00454031j 0.00881055-0.0568996j 0.0167448+0.031811j 0.0112627+0.00688843j -0.00471727+0.00866717j -0.0109572-0.0453942j 0.0257327-0.00388787j -0.00599674+0.0158778j -0.00577448+0.0140556j -0.0282249+0.0168487j 0.0114296+0.00144908j 0.0155947+0.00776865j 0.0539476-0.0289245j 0.0162287-0.0331449j 0.000331565-0.00733677j 0.0263796+0.00885907j 0.0240984-0.0226535j -0.0247432-0.0188231j 0.00719903-0.00752846j -0.00546304-0.0161693j 0.0177132+0.000132003j -0.00860852+0.0294701j 0.00226651+0.0119655j 0.0110222-0.00209357j -0.0113934+0.00218986j 0.0084973-0.0200482j -0.00401247-0.0143872j -0.00080733-0.0170023j -0.000880109+0.0109074j -0.00272044+0.0140792j -0.0102198-0.00410643j 0.000320717-0.0219081j 0.00367217-0.0101157j 0.0172924+0.00130858j -0.00928059+0.0228235j 0.00786384-0.00811685j -0.00123444-0.0076767j 0.0131809-0.00575607j 0.00127495+0.00462223j 0.00543011-0.0117793j -0.00789179-0.0102027j 3.3953e-05+0.00863621j 0.00439821-0.00477128j -0.00856813+0.00911543j -0.0121515+0.00943364j 0.00267113+0.00476852j 0.00107834-0.0103901j -0.000440179+0.0136213j -0.00477266-0.00259992j 0.000903118-0.00307168j -0.00775663+0.00215079j -0.00173914+0.00463108j -0.000645996-0.00709676j -0.012334-0.00886212j -0.00502777+0.021677j -0.0100085+0.00628825j 0.0148812+0.00439466j -0.00413368-0.0168636j -0.00472105-0.0035354j 0.00462108-0.00665349j 0.00243792-0.0103287j -0.000556901-0.00192122j 0.0118563-0.00151691j 0.0106946-0.00539318j 0.00350634+0.0112167j -0.00709427+0.0210507j -0.00491704+0.00612289j -0.022647-0.00337587j 0.0106923-0.0332555j 0.00756255-0.00544503j -0.000205217-0.00117461j -0.00654106+0.00865123j -0.0169991+0.0231454j 0.0185162-0.00717159j 0.000528765-0.0180031j -0.00531175+0.0100295j 
0.00323091+0.00946265j 0.0177351+0.0126462j -0.00911439-0.0339114j -0.0185429+0.0237594j -0.0223127+0.0357155j -0.0231768-0.00230715j -0.0196602+0.00617507j 0.00214539+0.0121321j -0.0278214+0.0281654j -0.00623585-0.00619943j -0.0219477-0.000517012j 0.00120783+0.0207723j -0.0149374-0.0250987j -0.027971+0.00819574j 0.0104007-0.0627357j -0.0137417+0.0171515j 0.013987-0.00343194j -0.0657465-0.0871814j -0.036965+0.0517816j -0.0472783-0.0315923j 0.00602979+0.024177j 0.0287241+0.0193846j 0.0316309-0.0258565j 0.010404-0.0482633j 0.0214372+0.00837591j 0.0216955+0.0118435j -0.0126173-0.0250118j 0.0226181+0.00414421j -0.0306029+0.0165182j -0.0111957+0.0058021j 0.0286485+0.00331086j 0.00482826+0.0551311j -0.0118434+0.0135061j 0.00591852+0.00470584j 0.0238661-0.00613352j -0.00791376+0.0258784j -0.0144787-0.000129036j -0.0070417+0.0186433j 0.00407539+0.0144886j 0.0113726-0.0103985j 0.0209139-0.00437185j -0.00670394+0.0147061j -0.00208075+0.0269037j 0.000782907+0.0214198j 0.0280409+0.0346138j -0.00471956-0.0185792j 0.0178773+0.00818752j 0.0039391-0.00474693j 0.00270637+0.00113989j 0.0037733+0.00382445j -0.00962552+0.0223965j 0.00333361+0.0100878j 0.00349316-0.0161899j -0.000577159+0.00302653j 0.000519773+0.00798881j -0.00399351+0.00812896j 0.0169778+0.0114465j 0.000466897-0.00117362j 0.00771967-0.00862095j 0.00640233+0.00913664j -0.0151589+0.00744075j 0.00699077+0.00467862j -0.00403281+0.00897896j 0.0141165+0.00142639j -0.0258453+0.00404967j -0.00827245+0.0157143j 0.00849386+0.00360229j 0.00179073-0.00699558j 0.0027222+0.00443953j -0.00208007+0.00220949j -0.0103249+0.00737346j -0.00378615-0.0120124j -0.00399749-0.00828232j -0.00959643-0.000761256j -0.00984302+0.00554758j -1.25462e-05+0.00355489j 0.00403145-0.0074339j 0.00510959+0.0045404j -0.0033916+0.0171547j -0.00298855+0.00390763j -0.00433976-0.00410286j -0.00514929-0.000590226j 0.0171625-0.00503694j 0.0113589-0.00491153j 0.00714975+0.00119587j 0.00172697+0.0226131j -0.0138917-0.00876679j 0.000797915-0.00559565j 0.00867075-0.00158901j 0.0103829-0.00234054j -0.00980128-0.0216315j 0.00495856-0.0211051j 0.0423618-0.0150887j 0.0144535+0.0309291j -0.00705915+0.0192632j 
-0.0182685-0.0210041j 0.00236863+0.00333511j -0.0511965-0.0468556j 0.0411251+0.00222754j 0.16187+0.0706587j -0.128735+0.0326714j 0.0989807+0.0074211j -0.0422727-0.0144173j 0.0302774+0.0800449j -0.0446966+0.00693133j 0.0483115+0.0199051j -0.0679174-0.0493747j 0.00384613+0.03067j 0.0435622-0.00840291j -0.0445695+0.0250862j 0.0172523+0.0120524j -0.0518985+0.00312558j -0.037646+0.0185935j 0.110461+0.0656757j 0.0155087+0.0269883j -0.0556543-0.00677798j 0.0259573-0.0419227j -0.0153982+0.0136851j 0.00835006-0.0285614j -0.0558211-0.0047041j -0.00796131-0.0104228j -0.00118452-0.0159296j -0.0163974-0.00237499j -0.00396768-0.0187969j 0.00305586+0.0133937j 0.00311333-0.00173107j 0.044591+0.0139113j 0.000114531+0.0221448j 0.000121013-0.00119363j 0.00570348-0.00300451j 0.0141937+0.00835386j -0.00291084-0.0280375j 0.0164942-0.0145572j 0.00141511-0.0144642j 0.0162006-0.000458534j -0.00562404-0.00315043j 0.00446663-0.0012862j 0.0100209+0.015237j -0.00373585-0.00391706j -0.00685308+0.00782549j -0.0122803+0.00763703j 0.00466374-0.00597278j 0.000752631-0.0105657j 0.00131115-0.010057j -0.00807143+0.00300064j 0.0108569+0.0143049j -0.00603684+0.00815643j 0.00693466-0.0190654j -0.00640025-0.0162401j -0.00527392-0.0049799j 0.00829016+0.00273451j 0.00183268+0.00295028j -0.00737125+0.0125526j 0.0044516-0.00255872j 0.00897211-0.00727627j 0.010016-0.00893467j -0.00444914-0.00142355j 0.00272034+0.0106509j -0.00560813+0.0149123j 0.000442418+0.0113311j 0.000623277+0.00339597j 0.0120974-0.00666113j -0.00238567+0.00181575j 0.00944818+0.00367899j -0.0116439+2.28218e-05j 0.0118367-0.00659969j 0.00452916+0.010989j -0.000671156+0.0113864j 0.0207292-0.0057397j -0.00626604-0.00854327j -0.000410939+0.00888312j -0.0159527+0.0120438j -0.00307321+0.0118475j -0.00349366+0.0166508j -0.000124885+0.00363913j -0.0170145-0.0105784j 0.00204081+0.00643231j -0.00907125-0.00586592j -0.00629366-0.00223233j 0.00534008-0.0215046j -0.00507029-0.000397912j -0.0105816+0.0131204j 0.016293-0.0109244j -0.0070806-0.00617144j -0.00092731-0.00462342j 0.00832119-0.00254622j -0.015852-0.014978j 0.0123039-0.0113969j 0.000221983+0.00210272j 0.00982318-0.00883295j 
0.000387689+0.0141924j 0.0130894-0.0244302j 0.0533817+0.0425922j 0.0206048+0.00605j -0.0677646-0.0374789j -0.111377+0.00848063j 0.0499186+0.00245264j 0.0307355-0.0111228j -0.087847-0.0163538j -0.032356+0.0159311j -0.00169515-0.00714304j -0.0443865-0.0121853j -0.00732981-0.0216486j 0.04701-0.0092951j -0.0277592+0.0941889j -0.0133612+0.0190989j -0.0479624+0.0319293j -0.0604612+0.0617793j 0.0112944+0.0139424j -0.00421534+0.0148348j -0.0148887-0.00672016j 0.00854071-0.0558608j -0.00847385-0.0333183j 0.0341919-0.00115541j 0.00044991+0.0263071j -0.00475081-0.00757257j 0.00788835-0.00618423j 0.00806934+0.00109948j -0.0280991+0.0121879j 0.0103775-0.0288497j 0.0168699-0.00471651j 0.00609171-0.0810786j -0.0379436+0.027622j -0.00191849+0.00470106j 0.0173131-0.018946j 0.00623006-0.0220222j -0.00201946+0.0150121j 0.0023736+0.00471055j -0.00830065-0.0018612j 0.00932089-0.00804556j -0.00339167-3.55944e-05j 0.00703484-0.0143759j 0.00921668-0.0226235j -0.0112967-0.0200428j 0.00254398-0.0391678j 0.00704345+0.00597663j 0.0106835-0.026137j 0.00283845+0.0122033j -0.00474271-0.00308618j -0.0056905-0.000994138j -0.0134085+0.00712903j 0.000547653+0.00143756j 0.0224655+0.0323298j -0.00485557-0.00513178j 0.00998513-0.00308223j -0.0113171+0.00420681j 0.013266-0.00830132j -0.00815907-0.000654073j 0.00359585+0.00876343j 0.00783925-0.00445005j -0.00547214-0.00100442j -0.00219113+0.000895421j -0.00582379-0.0180427j -0.00265675-0.00702038j -0.0133684+0.0229631j -0.0041424-0.000973059j 0.000922826+0.00120022j 0.00186187+0.00384325j -0.000464415-0.0034847j -0.00862384-0.00357909j -0.00272352+0.00424372j -0.000198365+0.000956124j -0.00481532+0.00707852j -0.0013532-0.00527261j -0.00651239+0.00650242j 0.0113696+0.00174402j -0.00486856+0.00875985j 0.00568259-0.00031277j -0.000874198-0.00290293j -0.00449714+0.00156479j -0.00409314+0.0219886j 0.00759739-0.00466426j 0.00569359+0.00357154j -0.0254977-0.00678654j 0.00553024-0.0307323j -0.0078329-0.0232418j -0.00270875+0.00963772j -0.00676046+0.00824105j -0.00293665+0.00433745j 0.00147571-0.00141809j -0.0012939+0.0213109j 0.0013541+0.0163537j 0.0121839-0.0111607j 0.00687795-0.0245001j -0.0207533+0.00409569j 
-0.00459012+0.01148j 0.00313273+0.00153021j 0.000328922+0.0271447j -0.0448403+0.0288171j -0.0150787-0.0259208j 0.122148-0.0571939j -0.0802069+0.0409727j 0.0444155+0.0215187j 0.0373293-0.0555596j 0.0589626-0.0249601j 0.00635224-0.00493208j -0.0032865+2.98787e-05j 0.0139926+0.00621935j 0.0100835+0.0160976j 0.00972531+0.0328199j 0.0655037-0.00385399j 0.084492+0.00070309j 0.0867353-0.014283j -0.03898+0.0440501j -0.00393904+0.0273295j -0.0296085-0.0618558j 0.0137973-0.00845348j 0.00883015+0.0108323j -0.0126288+0.0210298j -0.0216073-0.012329j 0.0168818-0.0152641j -0.0104971+0.00789122j 0.0116074+0.0118474j -0.00418819-0.0277851j -0.0104374+0.00362544j 0.0167677+0.00433233j -0.00396761-0.0437855j -0.0124624-0.0228089j 0.00851244+0.00111966j 0.00426797-0.00633923j -0.00102388-0.0156339j 0.00438688-0.00681405j 0.00305549-0.00374487j 0.00747358-0.0177142j 0.0122361-0.00074943j 0.0115587+0.0300359j -0.00159469+0.00983408j -0.0119376+0.00335147j -0.00717444-0.00552691j 0.0196752-0.00940725j -0.00586133+0.00866551j -0.00153441-0.00472637j 0.00751976+0.00299983j 0.00342807-0.00939207j 0.0126616-0.00377201j -0.0183772+0.00742974j 0.00736885-0.00321651j 0.00610283+0.00766013j -0.0129897+0.0096668j 0.000446587+0.00139072j 0.00451502-0.0178128j -0.01279+0.00199321j 0.00726082-0.00259584j 0.00470609-0.0069627j 0.00168171-0.00175203j -0.00900311+0.00617324j -0.00366009+0.00516588j 0.00243713+0.00463208j 0.0139883+0.00916435j -0.0111092-0.000620534j -0.00509565+0.00208266j -0.00489673+0.0111312j 0.0125484-0.0095871j -0.00835719+0.010199j 0.00142375-0.00416561j -0.0118987+0.00474206j -0.00610115-0.0014401j 0.000756163-0.000736599j 0.00103652+0.00313226j 0.0076723-0.00684579j 0.00245845-0.0018065j -0.00173548-0.00105196j 0.0143486-0.00245735j 0.00167244+0.00691545j 0.00300993+0.00740688j -0.00129475-0.0113173j -0.00118992-0.011697j 0.0015828+0.0174069j -0.0215516+0.00342119j 0.00426102-0.00825852j -0.0018873-0.0115603j 0.00646069+0.00607228j -0.00436004-0.0255719j 0.00302975-0.0134188j 0.00913042-0.00405552j -0.000232407+0.00566485j 0.00534091+0.00766607j 0.00468183+0.00840644j -0.00343976-0.0129547j -0.0117045+0.00986292j 
