0.0119728-0.00609632j 0.00562249+0.00463796j 0.00586124-0.00502784j -0.00831242-0.000423244j 0.004584-0.0014038j 0.00142163+0.00328261j 0.00699943-0.0064204j -0.00544224-0.00250273j -0.00666764-0.00157405j -0.000179657+0.00350824j -0.00274734-0.00233342j 0.00175441-0.00688698j -0.00402024-0.00313614j 0.00102437+0.00541379j -0.00284245+0.00132664j 0.004217-0.00365254j -0.000960059-0.00301318j 0.00306013-0.00321j -0.00208844-0.00353043j -0.0023345-0.00160662j 0.00625156+0.000179909j -0.00219416-0.00544629j 0.000163518+0.00447707j -0.00304191-0.000514546j 0.00311137+0.00196381j -0.00282023-7.99426e-05j 0.00197913+0.00125543j 0.00124995-0.000797336j -0.00130467+0.00181918j -0.000706859+0.00190305j -0.0017123+0.00147319j -0.00403773-0.00256725j 0.00250477+0.000731276j 0.00231272-0.00227357j -0.00060469-0.00090501j 0.00079977-0.000746455j 0.00338952-0.000371705j 0.00176605-0.0024548j 0.00270981-0.00317394j -0.00625942+0.000303339j -0.00146271-0.00235235j -0.00309671-0.000688215j -0.00411055+0.00340693j 0.003926-0.00420036j 0.00192829-0.00215297j 0.00448073-0.00446381j -0.00621582+0.00458084j -0.000415218+0.00668523j 0.00397007-0.00812594j 0.00601851-0.00500508j 0.00194939+0.00192212j 0.0060282-0.00716149j -0.0043779-0.00140222j -0.00145873+0.0102958j 0.00641303+0.00304054j 0.0112931-0.00577694j -0.00379925+0.00772742j 0.0069777-0.0025722j -0.00864527+0.014231j -0.00256428-0.0106288j 0.0192092+0.0118169j 0.00626592-0.0140725j 0.00446233+0.00365535j -0.0015314+0.00945086j 0.00649541-0.0138966j 0.0238587+0.015541j 0.0121274-0.0133769j 0.0277194-0.000657781j -0.0481977+0.0126483j 0.0200517+0.0494939j 
0.00367492-0.000934787j -0.00294338+0.00100731j -0.00235163+0.00249091j 0.00689768-0.00341985j -0.00113862+0.000689091j -0.0034676+0.00152957j -0.00626179+0.0034477j -0.00315873+0.00374484j -0.0024262+0.00177787j -0.00468008+0.00392054j -0.00260105+8.21786e-05j -0.00367985+0.00346931j 0.00853464-0.00223469j 0.0101179-0.00256865j -0.0138045+0.00652672j -0.00521417+0.00146282j -0.00664116+0.00107676j 0.00135252-0.00268636j -0.0112506+0.0020411j -0.0078399+0.00323467j 0.0126955-0.00646274j -0.00646141-0.00356306j -0.000530276+0.00684657j -0.00252031+0.00382902j 0.000862373+0.00505491j -0.015073+0.00398549j 0.00285645+0.00191471j -0.0112854+0.0019919j 0.000741985+0.00335695j 0.00670949+0.0026033j 0.0247807-0.00248527j 0.0221666-0.00370642j -0.00750888+0.000689497j 0.004871-0.000545608j -0.00187966+0.00177261j -0.00369838+0.00210592j -0.00305442-0.00306436j -0.0122541-0.00239814j 0.0376491+0.00229341j -0.015656-0.00617899j 0.015433+0.00306438j 0.00334277+0.00268734j -0.0125349-0.00491836j -0.000605679+0.00345327j -0.0168921-0.00524132j 0.00734472+0.00308279j -0.00096007-0.00268441j 0.000367448-0.00423719j -0.00996871-0.000431956j -0.0117853-0.0065862j -0.00880862+0.00272303j -0.00126223-0.00124308j -0.00662749+0.000302623j -0.011846-0.00684162j 0.00843535+0.00562515j -0.0233528-0.00845137j 0.00302135+0.00227096j -0.0120653-0.000494714j 0.000856385+0.00412322j 0.00719638+0.00299441j -0.002318-0.00281469j 0.012518+0.00306985j -0.00175268-0.00371795j -0.00823988-0.00459175j -0.00298146+0.000100945j 0.00261418+0.000602069j -0.00289052-0.00175842j -0.00438092-0.00287875j -0.000986802-0.00321384j -0.00205534-0.000437011j 
-0.00329585+0.00133885j -0.00041618-0.000371944j -1.87302e-05-0.000290417j -0.00115056+0.00132132j 0.00142076-0.000791254j -0.0014265+0.000733117j 0.001915-0.000357501j 0.00360631-0.00158748j 8.17845e-05+0.0019226j -0.00583025+1.67519e-05j -0.00587521+0.00379234j -0.00657524+0.00396204j 0.00181596+0.000854884j 0.00843453-0.00561309j -0.00407992+0.00324205j 0.00106149-0.00270496j -0.00645784+0.00302642j -0.00122779+0.00165839j -0.00263446-0.00198596j 0.0239157-0.0093162j 0.0116327-0.00371554j 0.0104236+0.000903189j 0.00854083-0.00167777j 0.015263-0.00270417j -0.0077087+0.000769304j 0.021021-0.00594668j 0.011712-0.00145583j 0.0101584-0.000324193j 0.00794252+0.00141568j 0.0040759+0.00607011j 0.0147798-0.00153717j 0.025802+0.00145082j -0.00661896-0.00352596j -0.0276434+0.00262882j 0.00264786-8.08161e-05j -0.000686884+0.0140314j 0.0143626-0.00170277j 0.0116735-0.000626173j 0.017466+0.000105468j -0.0242291-0.00450651j -0.00299101+0.00092527j -0.0100489-0.00153277j -0.0120614-0.00716755j -0.00759575-0.00320619j 0.0210211+0.00673433j 0.00593242-0.00195616j -0.00826469+0.00194698j 0.0183929+0.00491964j 0.00589166-0.000139218j -0.00759086-0.000233975j -0.00792136-0.00524603j 0.00473014+0.00503026j 0.0146292+0.00597076j 0.00763452+0.000243163j -0.00529193-0.00495426j -0.010324-0.00296359j -0.0025225-0.000711296j -0.00234326-0.00219134j -0.00463645+0.00182284j 0.00665542+0.00368502j 8.28594e-05-0.00216933j 0.00205191+0.00153473j -0.0010045+0.000703142j 0.00539833+0.00200999j 0.00272677+0.00104765j -0.00225978-0.000822178j 0.00105548+0.000719645j 0.000510587+0.0015887j 0.00306112+0.000803402j -5.54443e-05-0.00241784j 
-0.00471577+0.000918831j 0.00304335-0.00148817j 0.00063243-0.00222896j -0.00927735+0.00516531j 0.00602914-0.00270546j 0.00386208-0.000742041j 0.00146103-0.00273965j -0.000394885-0.00182213j 0.0103025-0.0011485j -0.0082586+0.00141416j 0.0015385-0.00187726j 0.000678618+0.00182102j 0.0159954-0.004633j -0.00920852+0.000891576j -0.0153167+0.00472274j -0.00820805+0.005954j 0.0157275-0.00621096j -0.0157169+0.00458169j 0.0157983-0.00666732j 0.00640782+0.0020106j 0.00800525-0.000374102j -0.00563783+0.00740247j 0.00528957-0.00440997j 0.00566341-0.00776054j -0.00431881-0.00362985j -0.00852502+0.00366999j -0.00553203+0.00418903j -0.00411637+0.00414512j -0.0195166+0.000697314j -0.0278165+0.00466153j 0.00481421-3.3367e-05j 0.0258912+0.00257786j 0.033444+0.000402563j 0.00126234-0.00274245j 5.31251e-05+0.00458241j -0.00310108-0.0107069j -0.00451046-1.04324e-05j 0.0160167+0.00290198j 0.00570017-0.00206907j -0.0111586+0.00561528j -0.0154788-0.000592395j -0.00501107+0.000883894j 0.000681195+0.00423289j -0.00599781-0.00178345j -0.00417492-0.00104832j -0.00172348+0.00479586j 0.00533117+0.0049605j -0.00479732-0.00370817j -0.00108428+0.000162129j 0.00181357-0.000415778j 0.0089521+0.000697549j -0.0113354-0.00132205j 0.00477373+0.000286482j 0.0119842+0.00416836j 0.00698339+0.00162533j -0.00416298-0.00547805j 0.00650135+0.00165498j -0.0098074-0.00766347j -0.00144131+0.00129544j -0.00887846-0.000443038j -0.00960212-0.00386571j -0.0139394-0.00696151j -0.000986374+0.00141948j 0.00764239+0.0046982j 0.00221919-0.00127875j -0.00480916+0.000591061j 0.000638718+0.00075862j 0.00480144+0.00296136j 0.00169506+0.00469807j 0.0028062-0.000520386j 
-0.00110564-9.30882e-05j 0.00222414-0.00133205j 0.000742887-0.000604297j -0.000956382+0.000373633j -0.00591595+0.00190794j 0.00536299-0.0037527j -0.000888997-0.000140353j -0.000980648-6.9873e-05j -0.00302244-0.00070288j 0.0087495-0.00600736j 0.00626661-0.00274939j 0.00121962-0.00215419j -0.000593913+0.00161744j -0.0025401+0.00220894j -0.00609431-0.000932014j 0.00935166-0.0043242j 0.0206677-0.0124094j 0.00283877-6.91404e-05j -0.0171984+0.00880693j 0.012237-0.0012014j -0.00658748-0.00102489j -0.00282168+0.00349463j 0.0109925-0.00132453j -0.00624465-0.0013211j -0.0281778-0.00141594j -0.00813388+0.00107433j 0.0126548-0.00118469j 0.000640873-0.00239413j 0.0250392+0.00211421j -0.0102325+0.000375974j -0.00658056-0.00611512j 0.0321225-0.00207724j -0.0240646-0.00266004j -0.0098867+0.00189057j -0.00455371-0.00110169j 0.000929988-0.00181507j 0.0225387+0.00447286j 0.0212244+0.00722119j 0.00590226+0.000939938j 0.00432594+0.00134129j -0.0104334+0.000776808j -0.00693733+0.00194388j -0.00743648-0.00109988j 0.00812697-0.000583879j -0.0128765-0.00508371j -0.00588265-0.00185267j -0.000784563-0.002756j -0.00189109-0.00021355j 0.0019724+0.00313422j -0.0117266-0.00314754j 0.00818966+0.000561107j -0.00733078-0.00121337j -0.00521739-0.00260221j 0.0103299+0.00416419j -0.00977831-0.00387323j 0.00880134+0.00151417j 0.00131978-0.000868636j 0.00492891+0.000556952j 0.00171533-0.00121551j -0.00929857-0.00296587j 0.00717119+0.00334995j -0.00396214-0.000407447j 0.00112304+0.000860658j -0.00180106-0.00260879j -0.000617451-0.000402388j -0.00098369+0.000205045j 1.82806e-05+0.00183122j -0.000727312+0.000196371j 0.000674052+0.00221119j 0.00232062-0.000433343j 
-0.00457956+0.00165241j 0.000344427-0.00107758j 0.00099613-5.73755e-05j 0.000597834+0.00073731j 0.00141-0.00292538j 0.0119578-0.00572626j 0.00318057-0.00273917j -0.00148226-0.000396871j -0.000441926-0.00155454j 0.00796272-0.00549135j 0.0140642-0.00613338j 0.000986364+0.0034142j 0.0050732-0.00225388j -0.0107108+0.000156397j 0.00450897-0.000889784j 0.00424088-0.00403323j -0.0229151+0.00665696j 0.00292312+0.00188268j -0.00243233-0.000438306j 0.0276192-0.00391335j 0.00294762-0.000771313j 0.00117815+0.00675943j -0.0070507+0.00409327j 0.00657917+0.000522924j -0.00445826+0.00172723j -0.0139964-0.00614152j -0.0240132-0.00234387j -0.00925772-0.00107499j 0.022869-0.00203555j 0.00732396-0.000724298j -0.00573762-0.00224023j 0.00274599+0.00230794j 0.00587634+0.00243147j 0.00136714-0.00133363j 0.025476+0.00421677j -0.00373912+0.0073168j -0.0074425+0.00276658j -0.0169631-0.00235589j 0.0029652-0.000226693j -0.00396086-0.000656892j -0.00792338-0.00111448j -0.00387126+0.00570598j -0.000567428+0.00143648j -0.00430722-0.00373908j -0.00969832-0.000935851j 0.0074228+0.000324587j -0.00369367-0.000167102j -0.00114801-0.00112018j 0.0100126+0.00224728j -0.000793247+0.0025817j -0.0106918-0.00654147j 0.00276157-0.00143731j 0.00375819-0.00148289j 0.00167376+0.00126577j -0.00958454-0.00503669j 0.00921081+0.00136728j 0.00715876+0.00178436j 0.000593075-0.00176128j -0.00820714-0.00287288j -0.00984999-0.00179201j 0.00641162+0.00169509j -0.00172043+0.000582367j 0.0022444+0.00101575j 0.00749375+0.000430421j -0.00412135-0.00316154j -0.00415288-0.00144756j 0.000482354+0.00287367j -0.00232636+0.00109046j 0.00424487+0.00164518j 0.00130574-0.00310005j 
0.00286909-0.00180426j 0.00292492-0.000678898j 0.00216008-0.00243892j -0.00721102+0.00167137j -0.0102188+0.00567732j -0.0023918-9.89508e-05j -0.00415547+0.00158603j 0.000818345-0.00245483j 0.00743398-0.00502434j -0.000910318+0.00441193j 0.0140543-0.00217215j -0.0038508-0.00284904j -0.0165595+0.010438j 0.0010404-0.000645434j -0.00970124+0.00245837j -0.016187+0.00518987j 0.00618084-0.00118217j 0.00553795-0.00649488j 0.014654+0.00044742j 0.0242944-0.0045372j 0.00568295-0.00180392j -0.0115031+0.00379732j -0.0358908+0.00670655j -0.0194847-0.00532952j 0.0218663-0.00463694j -0.00223631+0.00106357j 0.00230022-0.000659684j 0.00068186-3.49735e-05j -0.000699402-0.00405352j -0.00202541+3.69702e-06j -0.0212627-0.00777717j -0.00572492+0.000459547j 0.000912466+0.000760894j 0.00968511-0.00252981j 0.011802-0.00349007j 0.000744959+0.0095858j -0.022512-0.00215126j -0.00376877-0.00325051j -0.00799046+0.000292177j -0.0144311-0.00651972j 0.000505457-0.000476303j 0.0097147-0.000857264j -0.00181207+0.00183018j -0.00844437-0.000633163j 0.00377659-0.00190493j -0.00948714+0.000113696j 0.0054083+0.000543672j 0.00696092+0.00267157j -0.0117213-0.000745063j -0.0107701-0.00453535j 0.00977646+0.00293094j 0.000913008+0.00520764j -0.00147284+0.00093255j 0.00497824+0.00192951j -0.00623485-0.000769456j 0.00274827+0.00102573j -8.40073e-05-0.000385154j 0.0080699+0.00344196j 0.0170603+0.00403101j -0.00717091-0.00561192j -0.00558353+0.000225024j -0.00919831-0.00457781j -0.00030309+0.000622819j -0.00904169-0.00303697j 0.00183184+0.00157864j 0.00444395+0.00380894j 0.000952011-0.000541322j 0.00486649+0.00107866j -0.00434995+0.00186954j 0.00187405+0.00317504j 
-0.00205542+0.000890526j -0.000883635+0.000198415j 0.00606581-0.00338006j -0.00753119+0.00279313j -0.00986435+0.00358743j 0.00347107-0.00526007j -0.00790228+0.0034145j -0.00455299-0.000168975j -0.00222034+0.00178554j 0.00864205-0.00394648j 0.0103937-0.00644373j 0.0029243+0.00097493j 0.0163568-0.00878721j 0.0176282-0.0105248j 0.0180145-0.00350456j 0.00209367-0.00205198j 0.00522193-0.00229767j 0.0226577-0.00335955j 0.0214445+0.00108939j -0.0166173+0.00290453j -0.0024531-0.00051947j 0.0174336-0.0012714j 0.00413819+0.00143958j -0.0238708-0.00114372j 0.00154153-0.00178302j -0.00264257+0.00298807j -0.00123381-0.00400043j 0.025377+0.00170623j -0.0127776+0.00390577j 0.00604555+0.00110684j 0.0137698-0.00140096j -0.0182778+0.000117985j 0.00304275+0.00756214j 0.00267447+0.00361296j -0.0036503-0.00453835j 0.00036912-0.00179856j -0.00230966+0.00487422j -0.00793136-0.00156152j 0.00890824+0.00172422j 0.00996317+0.00300925j -0.00717345-0.00063549j 0.0097975+0.00372792j -0.017562-0.00680182j -0.0110745-0.00632887j -0.00931595-0.00200736j -0.00378853-0.00068261j -0.00136546-0.000912514j -0.00254404-0.00035205j 0.00692483+0.00199328j -0.0081068-0.00131283j -0.00283131-0.00103022j -0.00150415+0.00282295j -0.0100198-0.00344129j 0.00571348+0.000846803j -0.00834451-0.00145252j 0.000925099-0.000662835j 0.00175213+0.000672391j -0.000872571-0.000657271j -0.000878435+0.0011775j -0.00332953-0.00107142j 8.47428e-05+0.000306839j -0.00479548-0.00255504j -0.00121213-0.000841789j -0.00127837-0.000681098j -0.0038977-0.000323399j 0.00386554+0.00301421j 0.00425157+0.00112125j 0.00388566+0.00408639j 0.000836805+0.000185881j -0.000401595-0.000740827j 
-0.00761439+0.00231442j 0.00369012-0.0034273j -0.00294483-0.00156439j -0.0121938+0.007606j -0.00901616+0.00278819j -0.00350119+0.00145416j -0.00431982+0.00532907j 0.0162945-0.00577281j 0.0209148-0.00889316j 0.00282224-0.00431973j 0.0019105-0.00110844j 0.0119361-0.00100648j 0.0122919+0.0032532j 0.00200446-0.00550601j -0.0396709+0.00748196j 0.0047775+0.00177141j 0.00492626-0.001353j 0.0232801+0.000324852j -0.00344544+0.00399114j -0.00716698+0.00200735j -0.00885841-0.00282512j 0.0118429+0.00356774j -0.00231824-0.00407334j 0.0159529+0.00419108j -0.00951224-0.00179117j 0.00459504+0.00394181j -0.00658942-0.00391909j -0.0112144+0.00376903j 0.00559814+0.00197376j 0.00772751+0.000828475j 0.0103345-0.00341417j -0.0109611+0.00202917j -0.00600074-0.000270051j 0.000586896-0.00337659j -0.00981554-0.00426227j 0.00274185-0.00730011j -0.00574351-0.00323596j -0.00684619-0.00274822j -0.000413335+0.00132944j -0.00757114+0.00155819j 0.00251881+0.00431747j 0.00730047+0.00276346j 0.00184583+0.00423963j -0.00217304+0.00087979j 0.00153881+0.00211764j -0.000633447-0.000220929j -0.000541659+0.00351683j 0.000475238-0.00176353j -0.00249603-0.00132034j -0.00710731-0.00269914j 0.010286+0.001796j -0.00841534-0.00384039j 5.67929e-05+0.000817419j 0.00875427+0.00173873j -0.00230231-0.00245487j -0.00650928-0.00475955j -0.00079752-0.00180684j 0.00482841-0.0012539j 0.00399872+0.0037439j -0.00688722+0.000535173j 0.00988903+0.0028664j -0.0143063-0.00347096j -0.000828408+0.00351218j 0.00785014+0.00143503j 0.00802988+0.00452204j -0.00244104+0.000485312j -0.00133372+0.00108298j 0.00268517+0.00355907j 0.00623906+0.00437257j 0.00403711-0.00458458j 
-0.00549161+0.00387945j -0.00605833+0.00187445j -0.00125669+0.00211118j -0.00384637+0.00404706j 0.00506728-0.00489057j 0.00484767-0.000263469j 0.00578203+0.00275303j 0.0166757-0.014299j -0.0206589+0.0102397j 0.00148449-0.00211435j 0.00501975-0.00524442j 0.0245187-0.00223748j -0.0127564-0.000403122j 0.00992656-0.000767783j 0.00283654-0.00246655j -0.0146464-0.00086283j -0.0214738+0.00344783j -0.0102263+0.00202512j 0.0138467+0.00331901j -0.011776-0.00541817j 0.010013+0.00147507j -0.00375856+0.00194663j -0.0243488-0.00518626j -0.0185238+0.0054286j -0.00644778-0.00533414j 0.00582357-0.00287386j 0.00227627-0.000150021j -0.00535065+0.0028191j -0.0045111+0.000446737j -0.00339874-0.00100387j -0.00269246+0.000195251j -0.000424746+0.00316317j -0.0143032+0.0002481j 0.0164461+0.00426069j -0.00536228+0.00174509j -0.00461898+0.00888023j 0.00759025+0.00294687j -0.0101856-0.00168454j 0.00524769-0.000452648j -0.000124241+0.00060895j 0.00433607+0.00235752j 0.00436294+0.00175493j 0.0117183+0.00415439j 0.000980827+0.00167248j 0.00333247+0.00254164j 0.00126162-0.00258045j 0.00178977+0.00188082j -0.00443225-0.00175913j 0.00453912-0.00107673j 0.00185961+0.000612977j -0.000909158-0.000324587j -0.00478145-0.00261687j 0.00605016+0.0013087j 0.00333502-0.000235233j -0.00801879-0.00325921j -0.00471293-0.00218253j -0.00765691-0.00259032j -0.00594918-0.00213118j -0.0117875-0.000684259j 0.00394299+0.00201845j 0.00207143-0.000945372j 0.0053307+0.00316276j 0.00546434+0.00205203j 0.0116374+0.00416068j -0.00359762-0.00154179j 0.00258502-0.000965424j 0.00332464-4.82316e-05j -0.000437129+0.00291257j 0.00602667-0.00368625j -0.00485482-0.0034465j 
0.00378458-0.000215751j -0.00946073+0.00755625j 0.00131167-0.00302393j -0.0116808+0.005126j 0.0248276-0.011663j 0.00712371+0.000462278j -0.0112952+0.00179745j -0.00165759-0.00604886j -0.0238932+0.00547869j 0.00420015+0.00428588j -0.0246033-0.00222132j -0.0360907-0.000529821j 0.00262463-0.00703896j -0.00974939+0.00151948j -0.0159878-0.00635046j 0.0152319+0.00243026j 0.00948466-0.00174118j -0.00116343+0.0032019j -2.49256e-05-0.000224836j 0.00554326-0.0026992j 0.00955296+0.010483j 0.00600624+0.000714951j 0.000231606-0.000679838j 0.00291495-0.00265918j -0.00892805-0.00225422j 0.00153358-4.70009e-05j -0.00370791-0.00131199j -0.00195108+0.00235411j -0.000400042+0.000552484j -0.00177372+0.000703426j -0.00165225-0.000913125j -0.000513851-8.25912e-05j -0.00939436+0.000453424j 0.00359712+0.00031138j -0.00137835+1.08172e-05j -0.00138132+0.00455205j -0.00198773+0.000833076j -0.00211269-0.000557464j 0.00522673+0.00139854j 0.00429872-0.000379797j 0.000852236-0.00062718j 0.00558712+0.00106079j -0.000714856-0.00112629j -0.00398711-0.0014112j -0.00109759+0.00019904j -0.00425557-0.00144259j -0.000400938-0.0012464j -0.0047234-0.00140994j 0.00482578+0.000542478j 0.00612124+0.00354429j -0.00505533+7.52705e-05j -0.00361554+0.000514254j 0.00516593+0.00110582j -0.000716444-0.000746413j -0.0061289-0.0014692j -0.00685484-0.00034833j -0.00570051-0.00151563j -0.0110675-0.00121214j 0.000771467-0.00110153j 0.00719515-0.000544713j -0.018483-0.00496526j -0.00215043-0.00469618j 0.0044623+0.00148305j -0.00344903+0.00286342j -0.00498329-0.00381163j 0.0102453+0.00468527j 0.00427683-0.00410164j 0.00888719-0.00155075j -0.0087145-0.00290062j -0.00829085+0.0064172j 
0.00970987-0.00730045j 0.00435579-0.000475084j -0.0122071+0.00486818j 0.00189861+0.00234359j -0.00102292-0.00181278j 0.00667516-0.00594332j -0.0239886+0.00728018j 0.0120532-0.00364151j -0.0106998+0.0020091j -0.045794+0.00597159j 0.0127388-0.00365851j -0.00445899-0.00910862j 0.0183769+0.004416j 0.0144107-0.00075002j -0.00935961-0.00389775j -0.000502252-0.00669809j -0.0228685-0.00533373j -0.00104538+0.00207753j -0.00840044-0.00884335j -0.00478327-0.000980246j 0.00377555-0.00170486j -0.00269976-0.00378508j -0.000149443-0.000293379j -0.00108326-0.00529444j -0.00616636+0.00268571j 0.002017+9.66117e-05j -0.00228769+0.000866493j 0.00846566+0.00320633j -0.000353858-0.000122104j 0.00108626+0.000684682j 0.000443867+0.000729234j -9.73274e-05-0.000952602j 0.000699035+0.00196516j 0.00543447+0.000213202j -0.000342772-0.000197792j -0.000979554+0.00783035j 0.00544013+0.00209669j -0.00565263-0.00242564j 0.00469598-1.328e-05j 0.000521133-0.000114401j -0.0025708-0.00117772j 0.00402329-0.000570726j -0.00096603-0.000271535j -0.00540901-0.000885391j 0.00403697-0.000423432j -0.00325511-6.77512e-06j 0.00751875+0.000741875j -0.00358836-0.000354447j -0.00154506+0.00139199j 0.00479628+0.00217565j 0.00258784+0.000435519j 0.000562907-0.00251037j -0.000245586+0.000414858j -0.000791157+0.00253391j 0.000430133+3.0563e-05j 0.000385697+0.00117078j -0.00483532-0.00238227j 0.000769255+0.00030383j 0.0161491+0.0012685j -0.00575435-0.0018155j 0.000648817+0.00311535j -0.00787339-0.00246799j 0.00124327+0.000955869j -0.00978773-0.00617873j 0.00753737+0.00262402j -0.00317932+0.00121327j -0.0102007+7.7449e-05j 0.0013917-0.0047992j -0.00871965+0.00586977j 0.00780951+0.00284576j 
0.0131733+0.000885725j 0.000397306-0.0064801j 0.00350146+0.00571088j -0.00599835+0.00223678j 0.00563864-0.00185316j -6.54228e-06-0.00220804j -0.00209313+0.00507618j -0.0017404+0.00314439j -0.00688819+0.00348471j -0.0127156+0.00136462j -0.00419241+0.00120458j -0.0135796+0.00136636j 0.00429533+0.0013692j -0.00678035+0.00183644j -0.00575321-0.00209441j 0.00708429-0.00115172j 0.00653806-0.000505216j 0.00158759+0.0010234j 0.000347673+0.000482516j 0.00359796+9.3411e-05j 0.00440965+0.00334546j -0.00207669+0.00102597j -0.00182579+0.000786228j -0.00860387+0.000530384j 0.00631968-0.00270092j -1.15584e-06+0.000127238j 0.00455162-0.00271922j 0.00179134+0.00034183j -0.00556665+0.00116008j -0.00247262-0.00210474j -0.00774582+0.00112662j -0.0019054-0.000297464j 0.000469486-0.000592769j 0.00285271+0.000764982j -0.00149442+0.00102568j -0.00212542-0.00283397j 0.00180645+0.000667824j 0.00254631+0.000526139j 0.00370871-0.00149058j -0.000484854-4.09279e-05j -4.17399e-05+0.00126921j -0.00206587-0.000797624j 0.00106899-0.00068144j 0.00251449+0.000803405j -9.48424e-05+0.000929346j 0.00492118-0.000916813j -0.0108408+0.00163272j 0.00121417-0.000240804j 0.00361315-0.0015738j 0.00687314+0.000288949j -0.00408915-0.000801335j 0.00567988-0.00168185j -0.00387205+0.000191717j -0.0021883-0.0020908j 0.00129281+0.00215439j 0.00382215+0.000206238j -0.00298356+0.00129563j 0.00116148-0.00251795j -0.0214853-0.000117285j 0.00568345+0.00899582j 0.0241152-0.000857107j 0.0170959+0.0140042j 0.000725585+0.00129568j 0.0262637-0.00156674j -0.011336+0.0116665j 5.52837e-05-0.0116149j -0.00988763-0.00288711j -0.0258271+0.00572591j 0.0346059-0.0136475j 0.00839893-0.0182711j 
-0.00132972+0.00757917j 0.0135448+0.00208331j -0.00352652+0.00177121j -0.0047253-0.00490897j -0.0071218+0.0056338j 0.00452367+0.00207657j -0.00158676+0.000395452j 0.00632059-0.0044335j 0.0120446-0.00196958j -0.00899016+0.00296705j 0.00601113-6.46857e-05j 0.00520121+0.0017238j 0.0103404-0.00305135j 0.00317723+0.00122617j -0.0068727+0.0021149j -0.00180368-0.00280004j -0.00186703-0.00259033j 0.000457963-6.24354e-05j -0.00222344-0.00272326j 0.00569624-0.00150107j 0.00132293-0.00153604j -0.00140222+0.000972789j 0.00503872-6.1839e-05j 0.00342255+0.00066742j -0.00167065-0.00168622j -0.00316852+0.00030577j -0.000394046-0.000792619j 0.00269315-0.000655536j 0.00213115+0.000736732j -0.00114483+4.67403e-05j -0.00197013+0.00218864j -0.00101246-0.00172485j -0.00193285+0.000704739j 0.00228374-0.00258804j 0.00114654+0.000285646j 0.0019213+0.00390539j 5.02259e-05-0.00201764j 0.00236069-0.000108976j -0.00190784+0.000576691j 0.00393714-0.00125244j -0.00105549-0.00114969j 0.00183758-0.00013143j -0.000790048-0.000323014j -0.00648814+0.000139755j 5.56339e-05+0.000120709j -0.00797069-0.00201057j 0.00536373+0.00153057j 0.00226092-0.000292182j -0.00412699-0.00200789j 0.00520608-0.00362533j -0.00524403+0.00296714j -0.00852684-0.000511444j 0.0015525+0.000533287j -0.00141949+0.000531403j 0.00158741-0.00180796j -0.00086564-0.000502607j -0.00362809+0.00216297j -0.00975567-2.43597e-05j -0.00600944+0.00610575j 0.0159268-0.000535196j -0.022724-0.0118466j 0.0208398+0.000988961j 0.00514155-0.00462465j 0.000831423+0.0123939j -0.0171268-0.0104609j 0.0301663-0.0103965j 0.0290573-0.00479048j -0.0148773-0.00398702j 0.00739657-0.0208193j -0.0340029+0.0144987j 
-0.00228988-0.00860474j -0.00370818-0.000814092j -0.000939775-0.000148757j -0.00077761-0.00494872j 0.00483477+0.000713444j -0.00111947-0.00809906j -0.00201912-0.000126149j -0.00601398-0.0125427j -0.00342941-0.00467339j 0.00130191-0.00792461j -0.00356164+0.00674569j 0.000983036-0.00032015j -0.00601843-0.00660007j 0.00538124+0.0111164j 0.00192814+0.00365599j -0.00153473-0.00174455j -0.000464854-0.000685697j 0.00161498+0.00125426j -0.00129728-0.00482362j -0.00304331-0.000674347j -0.000190356-0.00456265j 0.000936149-0.00505072j 0.000510217+0.00530312j 0.00458123+0.0101399j 0.000753621+0.00421298j -0.00157667-0.00123534j -0.0014254-0.00257781j -0.00287372-0.00263837j 0.000423032+0.00282438j 0.000388265+0.000411143j 0.00436984-0.000888727j -0.00097835-0.00217789j 0.00410841-0.000725439j -0.00171113+0.000130994j 0.000199161-0.00398452j 0.00258823-0.00259811j -0.00426222-0.0046642j 0.00566971+0.00305632j -0.00408477-0.00068715j -0.00681884-0.00239749j -0.00088548-0.00486723j -0.000428522+0.00189672j -0.00632956-0.000815223j 0.00181229-0.00858553j 0.00157428-0.00462943j 9.53971e-05-0.00400238j 0.00560321+0.00330246j 0.00198717+0.00374811j -0.00196518-0.000919335j -0.00922455-0.0144132j 0.00409562+0.00653987j -0.00748105-0.00332719j -0.0152691-0.00202488j -0.00106447+0.0135341j -0.00148347-0.00284646j 0.0280963+0.00271941j -0.00243741-0.00997481j 0.0155285-0.00221281j 0.012292+0.00611102j -0.00931499+0.0147714j -0.000723497+0.00162101j 0.0104867+0.023667j 0.00943866-0.00272921j 0.0214193-0.0115768j 0.00566029+0.00583681j 0.0153596-0.0150479j -0.0102891+0.0379513j -0.0427755+0.0138144j -0.0132067+0.0080494j 0.00035705+0.00270479j 
