-0.216755-0j -0.229691-0j 0.164635-0j -0.172976-0j -0.148265-0j 0.176432-0j -0.107023-0j -0.137267-0j -0.132612-0j -0.160144-0j 0.286681-0j 0.134752-0j -0.149801-0j -0.0577991-0j -0.103785-0j 0.117621-0j -0.12358-0j 0.111585-0j 0.31286-0j -0.077357-0j -0.117238-0j 0.0849035-0j -0.0749006-0j -0.028209-0j 0.130183-0j 0.0891301-0j 0.233804-0j -0.0789686-0j -0.0873841-0j -0.0540661-0j 0.244852-0j 0.221226-0j 0.0469855-0j 0.0396134-0j 0.103985-0j -0.0127462-0j -0.0416201-0j 0.26411-0j -0.0446023-0j 0.182502-0j 0.159689-0j 0.151121-0j 0.049527-0j 0.0237362-0j 0.21788-0j -0.0164552-0j -0.00544205-0j 0.107591-0j 0.093152-0j 0.109085-0j 0.0113053-0j 0.0497343-0j -0.00224473-0j 0.0113657-0j 0.000890394-0j -0.000126143-0j 
0.000580737-0j -0.000591033-0j -0.00134088-0j -0.000463078-0j 0.000397235-0j 0.00138007-0j 0.000253362-0j 0.000367768-0j 0.000355298-0j -0.000412078-0j 0.000223211-0j 0.00109663-0j -0.000385464-0j 0.000725973-0j -0.000267057-0j -0.00095797-0j -0.000330839-0j -0.00090881-0j -0.000233951-0j 0.000207257-0j -0.000313861-0j -0.000611006-0j 0.000200676-0j 0.000787076-0j 0.00101831-0j 0.000697187-0j 0.00157964-0j 0.000186947-0j -0.000224854-0j 0.000127994-0j -0.000190493-0j 0.000172247-0j -0.00179399-0j -0.000322632-0j 0.000846247-0j 0.000616805-0j -0.000111422-0j -0.00171376-0j 0.000560217-0j -0.000136472-0j 0.000109861-0j 0.00186184-0j -0.00035642-0j -0.00201325-0j -0.0014709-0j 0.000459128-0j 0.000402873-0j -0.00183382-0j 0.000340015-0j 0.00118751-0j -0.00166306-0j 0.00349932-0j 0.000235285-0j 0.000244518-0j -0.000380971-0j 2.8769e-05-0j 
-0.000111763-0j 0.000229833-0j -8.82744e-05-0j -7.88072e-05-0j 0.000148639-0j 0.000183582-0j -0.000210905-0j -7.0777e-05-0j -6.83771e-05-0j -0.000311564-0j -5.05655e-05-0j -6.38411e-05-0j 0.000149894-0j -3.64658e-05-0j 0.00010385-0j 0.000122621-0j 0.00010947-0j -5.983e-05-0j 0.000107089-0j 0.000194991-0j -5.34133e-05-0j -0.000173988-0j 7.50898e-05-0j 0.000182716-0j -0.000263375-0j 9.27422e-05-0j -2.46786e-05-0j 0.000302574-0j -0.000427454-0j -0.000106545-0j -3.81603e-05-0j 7.58679e-05-0j -3.08257e-05-0j 0.000166372-0j 9.57865e-05-0j 0.000283824-0j 0.000148529-0j 5.40996e-05-0j 5.47129e-05-0j -0.000305388-0j -0.000107649-0j 2.21281e-05-0j 0.000496162-0j 0.000159877-0j 3.95099e-05-0j -0.000521053-0j 0.000270216-0j 1.22224e-05-0j 3.90888e-05-0j -3.13977e-05-0j -0.000508984-0j 6.59458e-05-0j -0.000399561-0j 0.000193051-0j 0.000139688-0j 4.20592e-05-0j 
-0.000553198-0j 0.00171222-0j 0.000420178-0j -0.00206959-0j -0.000378398-0j -0.00131521-0j -0.000334215-0j -0.000350328-0j -0.000338449-0j 0.00119379-0j 0.000731662-0j 0.00161226-0j 0.00111669-0j 0.00203001-0j 0.000773665-0j 0.00030019-0j -0.00147859-0j 0.000284785-0j -0.00233221-0j -0.000197429-0j -0.00140271-0j 0.000265139-0j -0.00019116-0j 0.00133614-0j -0.000970444-0j -0.000664418-0j 0.000596709-0j -0.000246605-0j 0.000651402-0j -0.000168839-0j 0.00292957-0j 0.000564607-0j -0.00165021-0j 0.0001011-0j 0.00124415-0j -0.000998519-0j -0.00049797-0j -0.0019688-0j 0.00156651-0j -0.00136045-0j 0.000498681-0j 0.000385687-0j 0.000154664-0j -0.00112428-0j 0.00260685-0j 0.000779415-0j -0.00277809-0j -0.000802035-0j -0.00327166-0j 0.000340652-0j 0.000885644-0j -0.00235571-0j -0.00330899-0j 0.00580204-0j 0.00289449-0j -0.00134373-0j 
-1.12898e-05-0j -2.36787e-07-0j 8.57507e-06-0j 8.65283e-06-0j 1.50148e-05-0j 1.81883e-07-0j 1.08177e-05-0j -7.14956e-06-0j -6.90713e-06-0j 3.20992e-07-0j 1.49319e-05-0j -6.74076e-06-0j -1.54429e-07-0j 8.7931e-06-0j -1.06992e-07-0j -1.19115e-05-0j -1.20196e-05-0j 5.81194e-06-0j 3.22526e-07-0j 1.96971e-05-0j 5.86465e-06-0j -8.58185e-06-0j 7.58521e-06-0j 5.73168e-06-0j -2.60937e-07-0j 9.18838e-08-0j 1.21777e-05-0j -1.55195e-05-0j 4.40387e-07-0j 5.46488e-06-0j -1.22483e-05-0j -2.24036e-05-0j -7.148e-06-0j -1.61615e-05-0j 1.01138e-05-0j 3.24059e-06-0j -1.63081e-05-0j 2.7227e-07-0j -1.31931e-05-0j -9.1975e-07-0j -1.6141e-05-0j -1.5304e-05-0j 2.44729e-05-0j -4.82287e-06-0j 2.11913e-05-0j -1.63451e-05-0j 1.66143e-06-0j 1.10915e-07-0j 2.75537e-05-0j -1.1026e-05-0j 5.5885e-06-0j -1.01053e-05-0j -1.55528e-06-0j -3.46991e-06-0j -3.6275e-07-0j 6.42713e-08-0j 
-0.000338763-0j 0.00104852-0j 0.000257306-0j -0.00126736-0j -0.00023172-0j -0.000805396-0j -0.000204664-0j -0.000214531-0j -0.000207257-0j 0.000731045-0j 0.000448049-0j 0.000987304-0j 0.00068383-0j 0.00124312-0j 0.000473771-0j 0.000183828-0j -0.000905447-0j 0.000174395-0j -0.00142818-0j -0.0001209-0j -0.000858983-0j 0.000162364-0j -0.000117061-0j 0.000818215-0j -0.000594273-0j -0.000406871-0j 0.000365408-0j -0.000151014-0j 0.000398901-0j -0.000103392-0j 0.00179399-0j 0.00034575-0j -0.00101054-0j 6.1911e-05-0j 0.000761881-0j -0.000611466-0j -0.000304943-0j -0.00120564-0j 0.000959287-0j -0.000833105-0j 0.000305379-0j 0.000236184-0j 9.47121e-05-0j -0.00068848-0j 0.00159637-0j 0.000477292-0j -0.00170122-0j -0.000491144-0j -0.00200347-0j 0.000208606-0j 0.000542344-0j -0.00144257-0j -0.00202633-0j 0.00355301-0j 0.00177251-0j -0.000822862-0j 
-0.000118542-0j 0.000120644-0j 0.000273706-0j 9.45253e-05-0j -8.10853e-05-0j -0.000281706-0j -5.17172e-05-0j -7.50704e-05-0j -7.25249e-05-0j 8.41152e-05-0j -4.55628e-05-0j -0.000223849-0j 7.86825e-05-0j -0.000148189-0j 5.45128e-05-0j 0.000195545-0j 6.75322e-05-0j 0.00018551-0j 4.77551e-05-0j -4.23062e-05-0j 6.40666e-05-0j 0.000124721-0j -4.09628e-05-0j -0.000160661-0j -0.000207861-0j -0.000142313-0j -0.000322444-0j -3.81603e-05-0j 4.58981e-05-0j -2.61266e-05-0j 3.88842e-05-0j -3.51598e-05-0j 0.000366196-0j 6.58571e-05-0j -0.000172739-0j -0.000125905-0j 2.2744e-05-0j 0.00034982-0j -0.000114354-0j 2.78571e-05-0j -2.24253e-05-0j -0.000380047-0j 7.27539e-05-0j 0.000410953-0j 0.000300246-0j -9.3719e-05-0j -8.22362e-05-0j 0.000374328-0j -6.94052e-05-0j -0.000242399-0j 0.00033947-0j -0.000714295-0j -4.80273e-05-0j -4.9912e-05-0j 7.77654e-05-0j -5.87245e-06-0j 
-3.99153e-06-0j -4.22974e-06-0j 1.54006e-05-0j -3.18533e-06-0j -2.73028e-06-0j 1.6504e-05-0j -1.97082e-06-0j -2.52775e-06-0j -2.44204e-06-0j -2.94904e-06-0j -2.22461e-05-0j 1.26052e-05-0j -2.75858e-06-0j -1.06437e-06-0j -1.9112e-06-0j 1.10027e-05-0j -2.27571e-06-0j 1.04381e-05-0j -2.42775e-05-0j -1.42452e-06-0j -2.15893e-06-0j 7.94216e-06-0j -1.37929e-06-0j -5.19465e-07-0j 1.21777e-05-0j 8.33753e-06-0j -6.45084e-06-0j -1.4542e-06-0j -1.60917e-06-0j -9.95623e-07-0j -1.90002e-05-0j -1.71668e-05-0j 4.39518e-06-0j 3.70557e-06-0j 9.72712e-06-0j -2.34719e-07-0j -7.66431e-07-0j -7.287e-06-0j -8.21347e-07-0j -1.41619e-05-0j -1.23917e-05-0j 2.64909e-05-0j 4.63293e-06-0j 2.22036e-06-0j -6.01147e-06-0j -3.03021e-07-0j -1.00215e-07-0j 5.63357e-05-0j -7.22846e-06-0j 1.91221e-05-0j 1.05754e-06-0j -1.37221e-06-0j -4.13366e-08-0j -8.81966e-07-0j 8.32905e-08-0j -9.18902e-09-0j 
0.000144315-0j -0.000746477-0j 0.000113986-0j 0.00208011-0j 9.87144e-05-0j -0.000596258-0j -0.00307725-0j 9.13918e-05-0j 8.82928e-05-0j -0.000520457-0j 6.52934e-05-0j 0.00168508-0j -0.000486843-0j 0.00118122-0j -0.000337294-0j 8.14352e-05-0j 0.0014861-0j 7.72562e-05-0j -0.000347817-0j 5.15042e-05-0j 0.00140984-0j -0.0025386-0j 4.98687e-05-0j 0.00262649-0j -0.000439958-0j -0.000301218-0j 3.18666e-05-0j -0.00227059-0j -0.000283991-0j -0.00155457-0j 0.00100724-0j 5.03855e-05-0j 0.000998519-0j 2.74264e-05-0j 0.00130034-0j -0.00125317-0j 0.000500501-0j -0.000175711-0j 0.000911519-0j -0.000202893-0j -0.00157068-0j 1.46958e-05-0j -0.00148085-0j 0.00229818-0j 0.000536363-0j 0.00153212-0j -0.00351508-0j -3.96973e-05-0j 0.000651221-0j -0.000458115-0j -0.00115584-0j 0.000947951-0j -0.0013568-0j -0.0025113-0j 0.00303293-0j 0.00727015-0j 
6.58569e-06-0j -1.3543e-05-0j 5.20162e-06-0j 4.64376e-06-0j -8.75865e-06-0j -1.08177e-05-0j 1.24277e-05-0j 4.17058e-06-0j 4.02916e-06-0j 1.83591e-05-0j 2.9796e-06-0j 3.76188e-06-0j -8.83259e-06-0j 2.14877e-06-0j -6.1194e-06-0j -7.22552e-06-0j -6.4506e-06-0j 3.52551e-06-0j -6.3103e-06-0j -1.149e-05-0j 3.14741e-06-0j 1.02523e-05-0j -4.42471e-06-0j -1.07667e-05-0j 1.55195e-05-0j -5.46488e-06-0j 1.4542e-06-0j -1.78293e-05-0j 2.51879e-05-0j 6.27824e-06-0j 2.24862e-06-0j -4.47056e-06-0j 1.81642e-06-0j -9.80355e-06-0j -5.64427e-06-0j -1.67245e-05-0j -8.75214e-06-0j -3.18785e-06-0j -3.22399e-06-0j 1.79951e-05-0j 6.3433e-06-0j -1.30391e-06-0j -2.92366e-05-0j -9.42083e-06-0j -2.32814e-06-0j 3.07034e-05-0j -1.59226e-05-0j -7.20212e-07-0j -2.30333e-06-0j 1.85013e-06-0j 2.99922e-05-0j -3.88589e-06-0j 2.35444e-05-0j -1.13757e-05-0j -8.23119e-06-0j -2.46704e-06-0j 
8.83747e-05-0j -0.000457122-0j 6.98016e-05-0j 0.0012738-0j 6.045e-05-0j -0.000365132-0j -0.00188442-0j 5.59658e-05-0j 5.40681e-05-0j -0.000318713-0j 3.99839e-05-0j 0.0010319-0j -0.000298129-0j 0.000723345-0j -0.00020655-0j 4.98687e-05-0j 0.000910048-0j 4.73096e-05-0j -0.000212994-0j 3.15397e-05-0j 0.000863347-0j -0.00155457-0j 3.05382e-05-0j 0.00160839-0j -0.000269418-0j -0.000184458-0j 1.95142e-05-0j -0.00139045-0j -0.000173909-0j -0.000951975-0j 0.000616805-0j 3.08547e-05-0j 0.000611466-0j 1.67952e-05-0j 0.000796292-0j -0.000767409-0j 0.000306493-0j -0.0001076-0j 0.000558189-0j -0.000124246-0j -0.00096184-0j 8.99928e-06-0j -0.000906832-0j 0.00140734-0j 0.000328454-0j 0.000938228-0j -0.00215254-0j -2.43095e-05-0j 0.00039879-0j -0.000280537-0j -0.000707805-0j 0.000580499-0j -0.000830865-0j -0.00153785-0j 0.00185728-0j 0.00445495-0j 
6.98518e-06-0j -7.10903e-06-0j -1.61283e-05-0j -5.56996e-06-0j 4.77799e-06-0j 1.65997e-05-0j 3.04747e-06-0j 4.42356e-06-0j 4.27357e-06-0j -4.95653e-06-0j 2.68481e-06-0j 1.31904e-05-0j -4.63641e-06-0j 8.73209e-06-0j -3.2122e-06-0j -1.15226e-05-0j -3.97937e-06-0j -1.09313e-05-0j -2.814e-06-0j 2.49291e-06-0j -3.77516e-06-0j -7.34926e-06-0j 2.41375e-06-0j 9.46705e-06-0j 1.22483e-05-0j 8.38586e-06-0j 1.90002e-05-0j 2.24862e-06-0j -2.70457e-06-0j 1.53952e-06-0j -2.29127e-06-0j 2.07181e-06-0j -2.15783e-05-0j -3.88066e-06-0j 1.01788e-05-0j 7.41901e-06-0j -1.3402e-06-0j -2.06134e-05-0j 6.73836e-06-0j -1.6415e-06-0j 1.32143e-06-0j 2.23945e-05-0j -4.28707e-06-0j -2.42156e-05-0j -1.76922e-05-0j 5.52245e-06-0j 4.84581e-06-0j -2.20575e-05-0j 4.08974e-06-0j 1.42835e-05-0j -2.00035e-05-0j 4.20903e-05-0j 2.83003e-06-0j 2.94109e-06-0j -4.58237e-06-0j 3.08324e-07-0j 
6.91497e-05-0j -0.000214028-0j -5.25223e-05-0j 0.000258699-0j 4.72997e-05-0j 0.000164401-0j 4.17768e-05-0j 4.3791e-05-0j 4.23062e-05-0j -0.000149224-0j -9.14577e-05-0j -0.000201533-0j -0.000139586-0j -0.000253751-0j -9.67081e-05-0j -3.75237e-05-0j 0.000184824-0j -3.55982e-05-0j 0.000291526-0j 2.46786e-05-0j 0.000175339-0j -3.31423e-05-0j 2.38949e-05-0j -0.000167017-0j 0.000121306-0j 8.30522e-05-0j -7.45887e-05-0j 3.08257e-05-0j -8.14253e-05-0j 2.11049e-05-0j -0.000366196-0j -7.05758e-05-0j 0.000206276-0j -1.26375e-05-0j -0.000155518-0j 0.000124815-0j 6.22463e-05-0j 0.0002461-0j -0.000195814-0j 0.000170057-0j -6.23351e-05-0j -4.82108e-05-0j -1.9333e-05-0j 0.000140535-0j -0.000325857-0j -9.74269e-05-0j 0.000347261-0j 0.000100254-0j 0.000408957-0j -4.25815e-05-0j -0.000110705-0j 0.000294463-0j 0.000413623-0j -0.000725256-0j -0.000361812-0j 0.000167966-0j 
-1.80394e-05-0j 9.33097e-05-0j -1.42482e-05-0j -0.000260014-0j -1.23393e-05-0j 7.45322e-05-0j 0.000384656-0j -1.1424e-05-0j -1.10366e-05-0j 6.50571e-05-0j -8.16168e-06-0j -0.000210635-0j 6.08553e-05-0j -0.000147652-0j 4.21618e-05-0j -1.01794e-05-0j -0.000185763-0j -9.65703e-06-0j 4.34771e-05-0j -6.43802e-06-0j -0.00017623-0j 0.000317325-0j -6.23358e-06-0j -0.000328311-0j 5.49947e-05-0j 3.76523e-05-0j -3.98332e-06-0j 0.000283824-0j 3.54989e-05-0j 0.000194321-0j -0.000125905-0j -6.29818e-06-0j -0.000124815-0j -3.4283e-06-0j -0.000162542-0j 0.000156647-0j -6.25626e-05-0j 2.19638e-05-0j -0.00011394-0j 2.53617e-05-0j 0.000196335-0j -1.83697e-06-0j 0.000185106-0j -0.000287272-0j -6.70453e-05-0j -0.000191515-0j 0.000439385-0j 4.96216e-06-0j -8.14026e-05-0j 5.72643e-05-0j 0.00014448-0j -0.000118494-0j 0.0001696-0j 0.000313912-0j -0.000379116-0j -0.000909363-0j 
-4.07469e-06-0j 1.26117e-05-0j 3.09491e-06-0j -1.5244e-05-0j -2.78716e-06-0j -9.68741e-06-0j -2.46172e-06-0j -2.58041e-06-0j -2.49291e-06-0j 8.7931e-06-0j 5.3892e-06-0j 1.18754e-05-0j 8.22519e-06-0j 1.49524e-05-0j 5.69858e-06-0j 2.21111e-06-0j -1.08908e-05-0j 2.09764e-06-0j -1.71783e-05-0j -1.4542e-06-0j -1.0332e-05-0j 1.95293e-06-0j -1.40802e-06-0j 9.8416e-06-0j -7.148e-06-0j -4.8939e-06-0j 4.39518e-06-0j -1.81642e-06-0j 4.79803e-06-0j -1.24362e-06-0j 2.15783e-05-0j 4.15872e-06-0j -1.21549e-05-0j 7.44674e-07-0j 9.164e-06-0j -7.35479e-06-0j -3.6679e-06-0j -1.45016e-05-0j 1.15384e-05-0j -1.00207e-05-0j 3.67313e-06-0j 2.84085e-06-0j 1.13921e-06-0j -8.28113e-06-0j 1.92013e-05-0j 5.74093e-06-0j -2.04626e-05-0j -5.90755e-06-0j -2.4098e-05-0j 2.50914e-06-0j 6.52338e-06-0j -1.73514e-05-0j -2.4373e-05-0j 4.27361e-05-0j 2.132e-05-0j -9.93105e-06-0j 
1.06298e-06-0j -5.49833e-06-0j 8.39583e-07-0j 1.53215e-05-0j 7.271e-07-0j -4.39185e-06-0j -2.26661e-05-0j 6.73164e-07-0j 6.50338e-07-0j -3.83352e-06-0j 4.80932e-07-0j 1.24118e-05-0j -3.58593e-06-0j 8.70049e-06-0j -2.48441e-06-0j 5.99827e-07-0j 1.09462e-05-0j 5.69046e-07-0j -2.56191e-06-0j 3.79364e-07-0j 1.03845e-05-0j -1.86986e-05-0j 3.67318e-07-0j 1.93459e-05-0j -3.24059e-06-0j -2.21868e-06-0j 2.34719e-07-0j -1.67245e-05-0j -2.09179e-06-0j -1.14505e-05-0j 7.41901e-06-0j 3.71124e-07-0j 7.35479e-06-0j 2.02014e-07-0j 9.5779e-06-0j -9.2305e-06-0j 3.68654e-06-0j -1.29423e-06-0j 6.71397e-06-0j -1.49445e-06-0j -1.15691e-05-0j 1.08245e-07-0j -1.09075e-05-0j 1.69277e-05-0j 3.95068e-06-0j 1.12851e-05-0j -2.5891e-05-0j -2.92398e-07-0j 4.79669e-06-0j -3.37433e-06-0j -8.51357e-06-0j 6.98232e-06-0j -9.99375e-06-0j -1.84974e-05-0j 2.23495e-05-0j 5.31314e-05-0j 
0.00745531-0j 0.00790023-0j 0.00588848-0j 0.0059495-0j 0.00509957-0j 0.0063104-0j 0.00368107-0j -0.027796-0j 0.0045612-0j -0.0324286-0j -0.0198584-0j -0.028375-0j 0.00515242-0j -0.0117041-0j 0.0035697-0j 0.00420693-0j 0.00425053-0j 0.00399105-0j 0.00368107-0j 0.0026607-0j 0.00403241-0j 0.00303673-0j 0.00257621-0j 0.000970249-0j 0.00465622-0j 0.0031879-0j 0.00164622-0j 0.00271613-0j 0.00300558-0j 0.00185961-0j 0.00288089-0j 0.00260291-0j 0.00168052-0j 0.00141684-0j 0.00371921-0j 0.000438405-0j 0.00143153-0j 0.00185961-0j 0.0015341-0j 0.00214729-0j 0.00187888-0j 0.000759181-0j 0.00177142-0j 0.000848967-0j 0.0015341-0j 0.000565978-0j 0.00018718-0j 0.00042013-0j 0.00109601-0j 0.000548006-0j 0.000404354-0j 0.000350181-0j 7.72077e-05-0j 0.000133728-0j 3.18466e-05-0j 4.33869e-06-0j 
-0.0012031-0j -0.00127489-0j -0.00095025-0j -0.000960097-0j -0.00082294-0j -0.00101834-0j -0.00059403-0j 0.00448555-0j -0.00073606-0j 0.00523315-0j 0.00320464-0j 0.004579-0j -0.000831468-0j 0.00188874-0j -0.000576058-0j -0.000678891-0j -0.000685926-0j -0.000644053-0j -0.00059403-0j -0.000429368-0j -0.000650727-0j -0.00049005-0j -0.000415734-0j -0.000156573-0j -0.000751395-0j -0.000514445-0j -0.000265658-0j -0.000438314-0j -0.000485023-0j -0.000300093-0j -0.000464902-0j -0.000420042-0j -0.000271193-0j -0.000228642-0j -0.000600186-0j -7.07473e-05-0j -0.000231012-0j -0.000300093-0j -0.000247564-0j -0.000346517-0j -0.000303203-0j -0.000122512-0j -0.000285862-0j -0.000137002-0j -0.000247564-0j -9.13344e-05-0j -3.0206e-05-0j -6.77982e-05-0j -0.000176868-0j -8.84341e-05-0j -6.52524e-05-0j -5.65103e-05-0j -1.24593e-05-0j -2.15802e-05-0j -5.13922e-06-0j -7.00153e-07-0j 
-0.00813611-0j -0.000170644-0j -0.0064262-0j 0.00623578-0j -0.00556525-0j -0.000136304-0j 0.00779589-0j -0.00515242-0j 0.0243895-0j -0.000118976-0j -0.00368107-0j 0.00505156-0j 0.000545301-0j 0.00633686-0j -7.71051e-05-0j 0.0224952-0j -0.0218287-0j -0.0043555-0j 0.000389582-0j -0.00290367-0j 0.00422643-0j -0.0315117-0j -0.00281146-0j -0.0202389-0j -0.000100574-0j -6.88581e-05-0j -0.00179655-0j 0.00575231-0j -6.49201e-05-0j 0.00393834-0j 0.00301951-0j -0.0028406-0j 0.00535674-0j -0.00154623-0j 0.00389817-0j 0.00233538-0j 0.00150041-0j -4.01673e-05-0j 0.00489001-0j -4.63811e-05-0j 0.00397915-0j -0.000828507-0j 0.00375158-0j 0.00361428-0j 0.00160791-0j 0.00240952-0j 0.00119733-0j -9.07475e-06-0j 0.00349359-0j 0.00116059-0j 0.00215399-0j 0.00149082-0j 0.000576465-0j 0.000855416-0j 0.000271846-0j 4.6318e-05-0j 
-0.000982324-0j -0.00104095-0j -0.000775876-0j -0.000783916-0j -0.000671928-0j -0.000831468-0j -0.000485023-0j 0.00366244-0j -0.000600991-0j 0.00427285-0j 0.00261657-0j 0.00373874-0j -0.000678891-0j 0.00154215-0j -0.00047035-0j -0.000554312-0j -0.000560057-0j -0.000525867-0j -0.000485023-0j -0.000350578-0j -0.000531316-0j -0.000400124-0j -0.000339446-0j -0.000127841-0j -0.000613511-0j -0.000420042-0j -0.000216909-0j -0.000357882-0j -0.00039602-0j -0.000245025-0j -0.000379591-0j -0.000342963-0j -0.000221428-0j -0.000186686-0j -0.00049005-0j -5.77649e-05-0j -0.00018862-0j -0.000245025-0j -0.000202135-0j -0.00028293-0j -0.000247564-0j -0.000100031-0j -0.000233406-0j -0.000111861-0j -0.000202135-0j -7.45742e-05-0j -2.46631e-05-0j -5.5357e-05-0j -0.000144412-0j -7.22061e-05-0j -5.32784e-05-0j -4.61404e-05-0j -1.0173e-05-0j -1.76202e-05-0j -4.19615e-06-0j -5.71672e-07-0j 
0.000141786-0j 0.000150248-0j 0.000111988-0j 0.000113149-0j 9.69844e-05-0j 0.000120012-0j 7.00071e-05-0j -0.000528628-0j 8.67455e-05-0j -0.000616732-0j -0.00037767-0j -0.000539641-0j 9.79895e-05-0j -0.00022259-0j 6.78891e-05-0j 8.00081e-05-0j 8.08372e-05-0j 7.59023e-05-0j 7.00071e-05-0j 5.06016e-05-0j 7.66889e-05-0j 5.77529e-05-0j 4.89947e-05-0j 1.84523e-05-0j 8.85527e-05-0j 6.06279e-05-0j 3.13081e-05-0j 5.16558e-05-0j 5.71605e-05-0j 3.53663e-05-0j 5.47892e-05-0j 4.95025e-05-0j 3.19604e-05-0j 2.69457e-05-0j 7.07326e-05-0j 8.33765e-06-0j 2.7225e-05-0j 3.53663e-05-0j 2.91757e-05-0j 4.08375e-05-0j 3.57328e-05-0j 1.44382e-05-0j 3.36892e-05-0j 1.61458e-05-0j 2.91757e-05-0j 1.07639e-05-0j 3.55981e-06-0j 7.99009e-06-0j 2.08441e-05-0j 1.04221e-05-0j 7.69007e-06-0j 6.6598e-06-0j 1.46835e-06-0j 2.54325e-06-0j 6.05662e-07-0j 8.25138e-08-0j 
0.00012279-0j 0.000130118-0j 9.69844e-05-0j 9.79895e-05-0j 8.3991e-05-0j 0.000103934-0j 6.06279e-05-0j -0.000457805-0j 7.51238e-05-0j -0.000534106-0j -0.000327072-0j -0.000467343-0j 8.48614e-05-0j -0.000192769-0j 5.87937e-05-0j 6.9289e-05-0j 7.00071e-05-0j 6.57333e-05-0j 6.06279e-05-0j 4.38222e-05-0j 6.64145e-05-0j 5.00155e-05-0j 4.24307e-05-0j 1.59802e-05-0j 7.66889e-05-0j 5.25053e-05-0j 2.71136e-05-0j 4.47352e-05-0j 4.95025e-05-0j 3.06281e-05-0j 4.74488e-05-0j 4.28704e-05-0j 2.76785e-05-0j 2.33357e-05-0j 6.12562e-05-0j 7.22061e-06-0j 2.35775e-05-0j 3.06281e-05-0j 2.52669e-05-0j 3.53663e-05-0j 3.09455e-05-0j 1.25039e-05-0j 2.91757e-05-0j 1.39827e-05-0j 2.52669e-05-0j 9.32177e-06-0j 3.08289e-06-0j 6.91962e-06-0j 1.80515e-05-0j 9.02577e-06-0j 6.6598e-06-0j 5.76755e-06-0j 1.27163e-06-0j 2.20252e-06-0j 5.24519e-07-0j 7.14591e-08-0j 
-1.4471e-05-0j -1.53346e-05-0j -1.14297e-05-0j -1.15482e-05-0j -9.89843e-06-0j -1.22487e-05-0j -7.14507e-06-0j 5.39528e-05-0j -8.85343e-06-0j 6.2945e-05-0j 3.85458e-05-0j 5.50769e-05-0j -1.0001e-05-0j 2.2718e-05-0j -6.9289e-06-0j -8.16579e-06-0j -8.25041e-06-0j -7.74675e-06-0j -7.14507e-06-0j -5.1645e-06-0j -7.82703e-06-0j -5.89438e-06-0j -5.00051e-06-0j -1.88328e-06-0j -9.03787e-06-0j -6.18781e-06-0j -3.19537e-06-0j -5.27209e-06-0j -5.83392e-06-0j -3.60956e-06-0j -5.5919e-06-0j -5.05233e-06-0j -3.26194e-06-0j -2.75014e-06-0j -7.21911e-06-0j -8.50958e-07-0j -2.77864e-06-0j -3.60956e-06-0j -2.97773e-06-0j -4.16796e-06-0j -3.64696e-06-0j -1.47359e-06-0j -3.43839e-06-0j -1.64787e-06-0j -2.97773e-06-0j -1.09858e-06-0j -3.63322e-07-0j -8.15485e-07-0j -2.12739e-06-0j -1.0637e-06-0j -7.84865e-07-0j -6.79713e-07-0j -1.49863e-07-0j -2.5957e-07-0j -6.18152e-08-0j -8.42153e-09-0j 
-0.0063022-0j -0.0066783-0j 0.0047868-0j -0.0050293-0j -0.00431082-0j 0.00512979-0j -0.00311172-0j -0.00399105-0j 0.0150889-0j -0.00465622-0j 0.00833531-0j 0.00391794-0j -0.0043555-0j -0.00168052-0j 0.0266354-0j 0.00341986-0j -0.0035931-0j -0.0126964-0j 0.00909647-0j 0.00880183-0j 0.0133396-0j 0.00246858-0j -0.00217775-0j -0.00082018-0j -0.0148125-0j 0.00259147-0j -0.0266027-0j 0.00898521-0j -0.00254071-0j -0.00157198-0j -0.0278597-0j 0.00643217-0j -0.0053461-0j 0.00115177-0j 0.00302338-0j 0.00145028-0j -0.00121011-0j 0.00767904-0j -0.00129682-0j 0.00530627-0j 0.00464299-0j 0.00439386-0j 0.00144001-0j 0.000690134-0j 0.00633489-0j -0.000478439-0j -0.000158229-0j 0.00312823-0j 0.00270841-0j 0.00317166-0j 0.000328704-0j 0.00144603-0j -6.5266e-05-0j 0.000330461-0j 2.58884e-05-0j -3.66763e-06-0j 
0.00131296-0j 2.75375e-05-0j 0.00103702-0j -0.00100629-0j 0.000898089-0j 2.19959e-05-0j -0.00125806-0j 0.000831468-0j -0.00393585-0j 1.91996e-05-0j 0.00059403-0j -0.000815191-0j -8.79976e-05-0j -0.00102261-0j 1.24428e-05-0j -0.00363015-0j 0.00352258-0j 0.000702865-0j -6.28685e-05-0j 0.000468577-0j -0.000682038-0j 0.00508517-0j 0.000453698-0j 0.00326605-0j 1.623e-05-0j 1.11119e-05-0j 0.000289917-0j -0.000928275-0j 1.04764e-05-0j -0.000635547-0j -0.000487271-0j 0.000458399-0j -0.000864441-0j 0.000249521-0j -0.000629065-0j -0.00037687-0j -0.000242127-0j 6.48196e-06-0j -0.000789123-0j 7.48473e-06-0j -0.000642133-0j 0.0001337-0j -0.000605409-0j -0.000583252-0j -0.000259476-0j -0.000388835-0j -0.000193219-0j 1.46443e-06-0j -0.000563776-0j -0.000187289-0j -0.000347599-0j -0.000240579-0j -9.30266e-05-0j -0.000138042-0j -4.3869e-05-0j -7.47453e-06-0j 
