-0.321702-0j -0.00678126-0j -0.256964-0j 0.249349-0j -0.224296-0j -0.00549345-0j -0.20981-0j 0.314198-0j -0.145361-0j -0.00484476-0j -0.149895-0j -0.00459615-0j 0.205703-0j 0.258041-0j -0.189604-0j -0.129813-0j 0.183986-0j -0.122389-0j 0.125967-0j -0.00328365-0j 0.265601-0j -0.00423917-0j 0.170587-0j -0.00163166-0j -0.0757244-0j 0.242459-0j -0.087439-0j 0.127272-0j 0.119993-0j 0.225786-0j -0.00174857-0j 0.150524-0j 0.0984358-0j -0.017108-0j 0.173221-0j 0.037121-0j 0.157338-0j 0.0931319-0j 0.0521225-0j 0.0703259-0j 0.026617-0j 0.00515768-0j -0.044245-0j -0.000927979-0j -0.0349463-0j 0.0339108-0j -0.0302644-0j -0.000741234-0j 0.0423949-0j -0.0280194-0j -0.0270693-0j -0.000647002-0j -0.020018-0j 0.0274709-0j -0.000605215-0j 0.0344605-0j -0.000419305-0j -0.0249669-0j 0.024227-0j -0.0236857-0j -0.000432387-0j -0.0157904-0j 0.0229838-0j 0.034974-0j -0.015289-0j 0.0224627-0j -0.000546931-0j -0.000374458-0j -0.00976983-0j 0.0312817-0j -0.000353042-0j 0.0214171-0j 0.0164204-0j -0.0154475-0j 0.0291305-0j -0.00840853-0j 0.0211987-0j 0.0127-0j 0.00815937-0j -0.000218434-0j 0.0265924-0j -0.000252226-0j 0.021639-0j -0.00450551-0j 0.0204015-0j 0.0196548-0j 0.008744-0j 0.0131032-0j 0.00651122-0j -4.93494e-05-0j 0.0189985-0j 0.00631139-0j 0.0117136-0j 0.00810721-0j 0.00313488-0j 0.00465184-0j 0.00147833-0j 0.000251882-0j 
-0.0156089-0j -0.000329024-0j -0.0124678-0j 0.0120983-0j 0.0211596-0j -0.00026654-0j -0.0101799-0j 0.0152447-0j -0.00705283-0j 0.000457043-0j -0.00727286-0j -0.000223003-0j 0.0099806-0j 0.01252-0j 0.0178868-0j -0.00629848-0j -0.0173568-0j 0.02903-0j 0.00611184-0j -0.000159321-0j 0.0128868-0j 0.000399913-0j 0.0082768-0j 0.000620114-0j -0.00367411-0j -0.022873-0j 0.0207401-0j 0.00617518-0j -0.0284617-0j 0.010955-0j 0.000164956-0j -0.0357035-0j 0.00477606-0j -0.000830071-0j -0.0163413-0j 0.00180109-0j -0.0148428-0j 0.00451872-0j -0.00491711-0j 0.00341218-0j 0.00129145-0j 0.000250248-0j -0.00214675-0j -4.50251e-05-0j -0.00169558-0j 0.00164534-0j 0.00285507-0j -3.59644e-05-0j 0.00205698-0j -0.00135949-0j -0.00131339-0j 6.10366e-05-0j -0.000971266-0j 0.00133288-0j -2.93648e-05-0j 0.00167201-0j -2.03445e-05-0j 0.00235531-0j -0.00228552-0j -0.00114922-0j -2.09792e-05-0j 0.00374541-0j 0.00111516-0j 0.00169692-0j 0.00144233-0j 0.00108988-0j 5.15961e-05-0j -1.81685e-05-0j -0.000474028-0j -0.00295104-0j 8.37397e-05-0j 0.00103915-0j 0.000796712-0j 0.00145728-0j 0.0014134-0j 0.00319568-0j -0.00199983-0j 0.0006162-0j -0.00310098-0j -1.05983e-05-0j -0.00250866-0j 5.98266e-05-0j 0.00104992-0j 0.000425039-0j -0.00483913-0j 0.000953644-0j -0.000824888-0j -0.00310802-0j 0.000315922-0j -2.39441e-06-0j -0.00179228-0j 0.000306226-0j -0.00110503-0j 0.000393358-0j -0.000295737-0j 0.000225705-0j 7.17279e-05-0j 1.22212e-05-0j 
0.000197092-0j 0.000209906-0j 0.000157429-0j 0.000159061-0j 0.000137415-0j 0.000170043-0j -0.000376396-0j 9.91917e-05-0j 8.90554e-05-0j 0.000149964-0j 9.18337e-05-0j -0.000416594-0j 0.000131218-0j 5.41248e-05-0j 0.000116161-0j -0.000545296-0j 0.000117365-0j -0.000219564-0j -0.000550947-0j 0.000101641-0j 8.38498e-05-0j -0.000384237-0j 2.67904e-05-0j 5.0506e-05-0j -0.000135848-0j -0.000224138-0j 5.35697e-05-0j -0.000237735-0j 7.6544e-05-0j -0.000138679-0j 5.41248e-05-0j 3.15728e-05-0j -3.61777e-05-0j 1.04812e-05-0j 5.46857e-05-0j 2.36796e-05-0j 2.47096e-05-0j 1.95347e-05-0j 5.44796e-06-0j 8.82671e-06-0j 2.38348e-06-0j 3.58991e-07-0j -0.00387872-0j -0.0041102-0j -0.00306356-0j -0.00309531-0j -0.00265312-0j -0.00328307-0j -0.00191512-0j 0.00719264-0j -0.00237302-0j -0.0028657-0j -0.00175487-0j -0.00250749-0j 0.00784945-0j -0.00103429-0j -0.00185718-0j -0.00218871-0j -0.00221139-0j 0.00608016-0j -0.00191512-0j -0.00138426-0j 0.00614317-0j -0.0015799-0j 0.00918976-0j -0.000504785-0j -0.00242246-0j 0.0113717-0j -0.000856469-0j -0.0014131-0j 0.00457885-0j 0.00663352-0j -0.00149882-0j 0.0039654-0j -0.000874313-0j -0.000737132-0j 0.00566603-0j -0.000228086-0j -0.00074477-0j 0.00283302-0j 0.00233712-0j -0.00111716-0j 0.00286238-0j -0.000394974-0j -0.000921606-0j 0.00129336-0j -0.000798135-0j -0.000294458-0j 0.000285159-0j -0.000218578-0j -0.000570215-0j -0.000285107-0j -0.000210371-0j -0.000182186-0j -4.01683e-05-0j -6.95736e-05-0j -1.65686e-05-0j -2.25726e-06-0j 
-0.00955843-0j -0.0101799-0j 0.0223191-0j -0.00771403-0j -0.0066643-0j 0.0241074-0j -0.00623388-0j -0.00481054-0j -0.00431896-0j -0.00727286-0j -0.00378355-0j -0.00689964-0j 0.0186031-0j -0.00262491-0j 0.0164685-0j 0.0112752-0j -0.00569191-0j -0.00363643-0j -0.00389699-0j -0.00418763-0j 0.0118876-0j 0.0186031-0j -0.00129927-0j -0.00244941-0j -0.0277157-0j -0.00371219-0j -0.00220707-0j -0.00334492-0j 0.0108518-0j 0.00671422-0j -0.0323349-0j -0.0015312-0j -0.000599177-0j -0.0296573-0j -0.00225305-0j -0.0361557-0j 0.00350314-0j -0.0116703-0j -0.000264212-0j -0.000363661-0j 0.000337912-0j -1.74101e-05-0j -0.00131461-0j -0.00139306-0j 0.00303534-0j -0.00104909-0j -0.000899218-0j 0.00325282-0j -0.00064909-0j -0.000832514-0j -0.000804285-0j -0.000971266-0j -0.000505281-0j 0.00248438-0j -0.000908536-0j -0.000350549-0j -0.000629452-0j 0.00216855-0j -0.000749504-0j 0.00205727-0j -0.000551422-0j -0.000469166-0j -0.000711042-0j 0.00156534-0j -0.000454268-0j -0.000171086-0j 0.00240014-0j 0.00164327-0j -0.00357583-0j -0.00047894-0j -0.00052998-0j -0.000327908-0j -0.000431556-0j -0.000389914-0j 0.000866258-0j 0.000730341-0j 0.00191714-0j -7.73048e-05-0j -0.000252424-0j -0.00403933-0j -0.00027051-0j -0.000321663-0j -0.000281455-0j -0.00421464-0j 0.000913116-0j 0.000437617-0j -0.00333228-0j -9.98e-05-0j -3.30058e-05-0j -0.00432231-0j -0.000164182-0j -0.00304229-0j 0.000208433-0j -0.000760643-0j -1.36142e-05-0j -2.00323e-05-0j 1.64159e-05-0j -7.65049e-07-0j 
0.00275928-0j 5.81637e-05-0j 0.00220401-0j -0.0021387-0j -0.00374052-0j 4.7118e-05-0j 0.00179957-0j -0.00269491-0j 0.00124678-0j -8.07946e-05-0j 0.00128567-0j 3.94217e-05-0j -0.00176434-0j -0.00221325-0j -0.00316197-0j 0.00111342-0j 0.00306828-0j -0.00513183-0j -0.00108043-0j 2.81643e-05-0j -0.00227809-0j -7.06953e-05-0j -0.00146315-0j -0.000109622-0j 0.000649498-0j 0.00404341-0j -0.00366636-0j -0.00109163-0j 0.00503137-0j -0.00193659-0j -2.91603e-05-0j 0.00631154-0j -0.000844296-0j 0.000146737-0j 0.00288875-0j -0.000318391-0j 0.00262387-0j -0.000798805-0j 0.000869231-0j -0.000603194-0j -0.000228298-0j -4.42381e-05-0j -0.0178477-0j -0.000374332-0j -0.0140968-0j 0.0136791-0j 0.0237366-0j -0.000299002-0j 0.0171014-0j -0.0113026-0j -0.0109193-0j 0.000507449-0j -0.00807495-0j 0.0110813-0j -0.000244134-0j 0.0139008-0j -0.000169141-0j 0.0195817-0j -0.0190015-0j -0.00955441-0j -0.000174418-0j 0.0311387-0j 0.00927129-0j 0.0141079-0j 0.0119913-0j 0.00906108-0j 0.000428962-0j -0.00015105-0j -0.00394099-0j -0.0245344-0j 0.000696199-0j 0.00863931-0j 0.00662373-0j 0.0121156-0j 0.0117508-0j 0.0265684-0j -0.0166263-0j 0.00512298-0j -0.0257811-0j -8.81126e-05-0j -0.0208566-0j 0.000497388-0j 0.00872884-0j 0.0035337-0j -0.0402317-0j 0.00792845-0j -0.00685799-0j -0.0258395-0j 0.00262652-0j -1.99068e-05-0j -0.0149007-0j 0.00254591-0j -0.00918708-0j 0.00327032-0j -0.00245871-0j 0.00187648-0j 0.000596334-0j 0.000101605-0j 
0.0136577-0j -0.0139699-0j -0.0104909-0j -0.0110137-0j 0.00952241-0j 0.0108829-0j 0.0089074-0j 0.00607352-0j 0.00617123-0j -0.0099806-0j -0.0186031-0j -0.00946843-0j 0.00873738-0j 0.0175832-0j -0.00774086-0j -0.0052998-0j -0.00812663-0j 0.00519598-0j -0.00556392-0j 0.0197748-0j -0.00493722-0j 0.00839809-0j 0.0193335-0j -0.00336134-0j -0.0157044-0j 0.0046868-0j -0.0108518-0j 0.0164335-0j 0.0050968-0j -0.0147952-0j 0.0175965-0j 0.0102568-0j 0.0154634-0j -0.00639753-0j -0.00978838-0j 0.0112259-0j -0.017148-0j -0.0310003-0j 0.0104314-0j -0.0322954-0j -0.00621382-0j 0.00168835-0j 0.0018784-0j -0.00191171-0j -0.00142673-0j -0.00149783-0j 0.00128486-0j 0.00146844-0j 0.000819503-0j 0.00118955-0j 0.00114922-0j -0.00133288-0j -0.00248438-0j 0.00116685-0j -0.00124679-0j 0.00234817-0j -0.000863802-0j -0.00101931-0j -0.0010701-0j -0.000966999-0j 0.00260393-0j 0.000670377-0j -0.00101519-0j -0.000650127-0j 0.00064909-0j 0.00254581-0j 0.00108351-0j 0.000741827-0j -0.00202615-0j 0.000604683-0j -0.000727295-0j 0.000413998-0j 0.00212023-0j -0.00191714-0j -0.00190885-0j -0.00034329-0j 0.00090043-0j 0.00199507-0j -0.000360398-0j 0.00219818-0j 0.00181203-0j 0.00151896-0j -0.00122278-0j -0.00130961-0j -0.000379241-0j -0.00214215-0j 0.00188667-0j 0.00148506-0j 0.0013031-0j 0.000895478-0j -0.00378443-0j -0.000835289-0j -0.00176954-0j -0.00448844-0j 0.000761033-0j -0.00272153-0j -0.000405364-0j 9.3054e-05-0j 
0.00168971-0j 0.00179957-0j -0.0039455-0j 0.00136366-0j 0.00117809-0j -0.00426162-0j 0.001102-0j 0.000850392-0j 0.000763491-0j 0.00128567-0j 0.000668844-0j 0.0012197-0j -0.0032886-0j 0.000464024-0j -0.00291124-0j -0.00199319-0j 0.0010062-0j 0.000642836-0j 0.000688896-0j 0.000740275-0j -0.00210145-0j -0.0032886-0j 0.00022968-0j 0.000432998-0j 0.00489948-0j 0.000656228-0j 0.000390159-0j 0.000591303-0j -0.00191835-0j -0.00118692-0j 0.00571606-0j 0.00027068-0j 0.00010592-0j 0.00524273-0j 0.000398287-0j 0.00639148-0j -0.000619273-0j 0.00206304-0j 4.67065e-05-0j 6.42867e-05-0j -5.97349e-05-0j 3.0777e-06-0j -0.0109294-0j -0.0115817-0j 0.0252353-0j -0.00872194-0j -0.00747595-0j 0.0270434-0j -0.00539643-0j -0.00692139-0j -0.00668669-0j -0.00807495-0j -0.00420082-0j 0.0206548-0j -0.00755342-0j -0.0029144-0j -0.00523317-0j 0.018029-0j -0.00623126-0j 0.0171038-0j -0.00458443-0j -0.00390057-0j -0.00591149-0j 0.013014-0j -0.00377671-0j -0.00142238-0j 0.0199544-0j 0.0136618-0j -0.0297289-0j -0.00398183-0j -0.00440616-0j -0.00272617-0j -0.00358788-0j -0.00324168-0j 0.00720193-0j 0.00607193-0j 0.0159388-0j -0.000642699-0j -0.00209861-0j -0.0335823-0j -0.00224898-0j -0.00267425-0j -0.00233997-0j -0.0350398-0j 0.0075915-0j 0.00363828-0j -0.027704-0j -0.000829721-0j -0.000274405-0j -0.035935-0j -0.00136498-0j -0.0252931-0j 0.00173288-0j -0.00632386-0j -0.000113186-0j -0.000166545-0j 0.00013648-0j -6.3605e-06-0j 
-0.00022994-0j -4.84698e-06-0j -0.000183667-0j 0.000178225-0j 0.00031171-0j -3.9265e-06-0j -0.000149964-0j 0.000224576-0j -0.000103898-0j 6.73288e-06-0j -0.000107139-0j -3.28515e-06-0j 0.000147028-0j 0.000184438-0j 0.000263498-0j -9.27854e-05-0j -0.00025569-0j 0.000427653-0j 9.00359e-05-0j -2.34702e-06-0j 0.000189841-0j 5.89127e-06-0j 0.000121929-0j 9.13515e-06-0j -5.41248e-05-0j -0.000336951-0j 0.00030553-0j 9.0969e-05-0j -0.000419281-0j 0.000161383-0j 2.43003e-06-0j -0.000525962-0j 7.0358e-05-0j -1.22281e-05-0j -0.00024073-0j 2.65326e-05-0j -0.000218656-0j 6.6567e-05-0j -7.24359e-05-0j 5.02662e-05-0j 1.90248e-05-0j 3.68651e-06-0j 0.00452518-0j 9.49095e-05-0j 0.00357415-0j -0.00346824-0j -0.00601827-0j 7.58101e-05-0j -0.00433596-0j 0.0028657-0j 0.00276853-0j -0.00012866-0j 0.00204735-0j -0.0028096-0j 6.18987e-05-0j -0.00352447-0j 4.28847e-05-0j -0.00496482-0j 0.0048177-0j 0.00242246-0j 4.42225e-05-0j -0.00789503-0j -0.00235068-0j -0.00357698-0j -0.00304032-0j -0.00229738-0j -0.000108761-0j 3.82979e-05-0j 0.000999214-0j 0.00622056-0j -0.000176517-0j -0.00219044-0j -0.00167941-0j -0.00307183-0j -0.00297934-0j -0.00673624-0j 0.00421549-0j -0.0012989-0j 0.00653663-0j 2.23404e-05-0j 0.00528807-0j -0.00012611-0j -0.00221314-0j -0.000895949-0j 0.0102005-0j -0.00201021-0j 0.0017388-0j 0.00655146-0j -0.000665938-0j 5.04724e-06-0j 0.00377798-0j -0.0006455-0j 0.00232933-0j -0.000829169-0j 0.00062339-0j -0.000475769-0j -0.000151197-0j -2.57613e-05-0j 
-0.00563353-0j 0.0175244-0j -0.00449985-0j -0.021314-0j -0.00392779-0j 0.0141964-0j -0.00367411-0j -0.00346917-0j -0.0025455-0j 0.01252-0j -0.00262491-0j 0.0118776-0j -0.0175832-0j 0.0212899-0j -0.00332028-0j -0.00227324-0j -0.0157269-0j -0.00214323-0j -0.0107674-0j 0.00848573-0j -0.00293259-0j 0.010955-0j 0.0142117-0j 0.00421659-0j -0.00132606-0j -0.00267708-0j -0.0015312-0j -0.010879-0j -0.0102568-0j 0.0186287-0j 0.00451872-0j 0.0124191-0j -0.0108397-0j -0.000299588-0j -0.0019126-0j -0.00317305-0j 0.0131079-0j 0.00768395-0j -0.0311472-0j -0.00774422-0j -0.03935-0j -0.0248417-0j -0.000774802-0j 0.00239812-0j -0.000611968-0j -0.00289865-0j -0.00052998-0j 0.00191553-0j -0.000468097-0j -0.000490666-0j -0.000474028-0j 0.00167201-0j -0.000350549-0j -0.00234817-0j 0.00156402-0j 0.0028432-0j 0.00108359-0j -0.000437211-0j -0.00207089-0j -0.000414775-0j 0.00111739-0j -0.000276516-0j -0.00196462-0j -0.00038616-0j -0.000267736-0j 0.00187138-0j 0.0014134-0j 0.000967689-0j -0.000171086-0j -0.000345392-0j 0.000912346-0j -0.000236474-0j -0.00140359-0j -0.00027051-0j 0.00240344-0j -0.000147247-0j -0.00181203-0j -0.00139851-0j -0.000697452-0j 0.000564485-0j 0.00219403-0j 0.000651812-0j -0.000238925-0j -7.88989e-05-0j -0.00022526-0j 0.00163746-0j -0.000747425-0j 0.00109164-0j -0.00389096-0j 0.000127531-0j 0.00156749-0j -6.96863e-05-0j -0.00128989-0j 0.000675417-0j -0.00463453-0j -0.00277983-0j -0.00421568-0j -0.00188201-0j 
-0.000140809-0j -0.000149964-0j 0.000328791-0j -0.000113638-0j -9.81744e-05-0j 0.000355135-0j -9.18337e-05-0j -7.0866e-05-0j -6.36243e-05-0j -0.000107139-0j -5.5737e-05-0j -0.000101641-0j 0.00027405-0j -3.86686e-05-0j 0.000242604-0j 0.000166099-0j -8.38498e-05-0j -5.35697e-05-0j -5.7408e-05-0j -6.16896e-05-0j 0.00017512-0j 0.00027405-0j -1.914e-05-0j -3.60832e-05-0j -0.00040829-0j -5.46857e-05-0j -3.25133e-05-0j -4.92753e-05-0j 0.000159862-0j 9.89098e-05-0j -0.000476339-0j -2.25567e-05-0j -8.82671e-06-0j -0.000436894-0j -3.31906e-05-0j -0.000532624-0j 5.16061e-05-0j -0.00017192-0j -3.89221e-06-0j -5.35723e-06-0j 4.97791e-06-0j -2.56475e-07-0j 0.00277109-0j 0.00293647-0j -0.00639825-0j 0.00221139-0j 0.00189548-0j -0.0068567-0j 0.00136823-0j 0.00175487-0j 0.00169537-0j 0.00204735-0j 0.00106509-0j -0.00523689-0j 0.00191512-0j 0.000738929-0j 0.00132684-0j -0.00457113-0j 0.0015799-0j -0.00433656-0j 0.00116235-0j 0.000988966-0j 0.00149882-0j -0.00329962-0j 0.000957562-0j 0.000360636-0j -0.00505932-0j -0.00346388-0j 0.00753757-0j 0.00100957-0j 0.00111716-0j 0.000691205-0j 0.000909686-0j 0.000821908-0j -0.001826-0j -0.0015395-0j -0.00404119-0j 0.000162952-0j 0.00053209-0j 0.00851459-0j 0.000570215-0j 0.00067804-0j 0.000593285-0j 0.00888413-0j -0.00192478-0j -0.000922463-0j 0.00702418-0j 0.000210371-0j 6.95736e-05-0j 0.0091111-0j 0.000346083-0j 0.0064129-0j -0.00043936-0j 0.00160338-0j 2.86976e-05-0j 4.22266e-05-0j -3.46035e-05-0j 1.61266e-06-0j 
-0.00241437-0j 0.00246956-0j 0.00185454-0j 0.00194697-0j -0.00168334-0j -0.00192384-0j -0.00157462-0j -0.00107366-0j -0.00109093-0j 0.00176434-0j 0.0032886-0j 0.0016738-0j -0.00154456-0j -0.00310829-0j 0.0013684-0j 0.000936881-0j 0.0014366-0j -0.000918528-0j 0.000983571-0j -0.00349573-0j 0.000872785-0j -0.00148459-0j -0.00341771-0j 0.000594207-0j 0.00277616-0j -0.000828516-0j 0.00191835-0j -0.00290507-0j -0.000900996-0j 0.00261545-0j -0.00311065-0j -0.00181317-0j -0.00273358-0j 0.00113093-0j 0.00173036-0j -0.00198447-0j 0.00303136-0j 0.00548014-0j -0.00184402-0j 0.00570908-0j 0.00109846-0j -0.000298461-0j 0.0156168-0j -0.0158936-0j -0.0118616-0j -0.0124527-0j 0.0106822-0j 0.0122083-0j 0.00681322-0j 0.00988975-0j 0.00955441-0j -0.0110813-0j -0.0206548-0j 0.00970098-0j -0.0103656-0j 0.0195223-0j -0.00718151-0j -0.00847435-0j -0.00889667-0j -0.00803947-0j 0.0216486-0j 0.00557341-0j -0.00844013-0j -0.00540505-0j 0.00539643-0j 0.0211655-0j 0.0090081-0j 0.00616743-0j -0.0168451-0j 0.00502723-0j -0.00604661-0j 0.00344191-0j 0.0176272-0j -0.0159388-0j -0.0158699-0j -0.00285406-0j 0.00748603-0j 0.0165867-0j -0.00299629-0j 0.0182753-0j 0.0150649-0j 0.0126284-0j -0.010166-0j -0.0108879-0j -0.00315295-0j -0.0178095-0j 0.0156854-0j 0.0123465-0j 0.0108338-0j 0.00744486-0j -0.0314632-0j -0.00694445-0j -0.0147117-0j -0.0373162-0j 0.0063271-0j -0.0226264-0j -0.00337013-0j 0.000773635-0j 
0.000995877-0j -0.00309791-0j 0.000795469-0j 0.00376782-0j 0.000694342-0j -0.00250959-0j 0.000649498-0j 0.000613268-0j 0.000449985-0j -0.00221325-0j 0.000464024-0j -0.00209967-0j 0.00310829-0j -0.00376357-0j 0.000586949-0j 0.000401856-0j 0.00278014-0j 0.000378874-0j 0.00190343-0j -0.00150008-0j 0.000518414-0j -0.00193659-0j -0.0025123-0j -0.000745396-0j 0.000234416-0j 0.000473245-0j 0.00027068-0j 0.00192316-0j 0.00181317-0j -0.00329312-0j -0.000798805-0j -0.00219541-0j 0.0019162-0j 5.29602e-05-0j 0.000338103-0j 0.000560921-0j -0.00231717-0j -0.00135834-0j 0.0055061-0j 0.001369-0j 0.00695616-0j 0.00439143-0j -0.00644158-0j 0.0199376-0j -0.0050878-0j -0.0240989-0j -0.00440616-0j 0.0159254-0j -0.00389168-0j -0.00407932-0j -0.00394099-0j 0.0139008-0j -0.0029144-0j -0.0195223-0j 0.013003-0j 0.0236379-0j 0.00900876-0j -0.0036349-0j -0.0172171-0j -0.00344837-0j 0.00928981-0j -0.00229891-0j -0.0163336-0j -0.00321048-0j -0.00222591-0j 0.0155584-0j 0.0117508-0j 0.00804521-0j -0.00142238-0j -0.00287154-0j 0.0075851-0j -0.00196601-0j -0.0116693-0j -0.00224898-0j 0.0199818-0j -0.00122419-0j -0.0150649-0j -0.011627-0j -0.0057985-0j 0.00469304-0j 0.0182408-0j 0.00541906-0j -0.00198638-0j -0.000655952-0j -0.00187278-0j 0.0136136-0j -0.00621397-0j 0.00907571-0j -0.0323488-0j 0.00106027-0j 0.0130319-0j -0.000579361-0j -0.010724-0j 0.00561531-0j -0.0385307-0j -0.0231111-0j -0.0350485-0j -0.0156467-0j 
0.000201198-0j -0.000205796-0j -0.000154545-0j -0.000162247-0j 0.000140278-0j 0.00016032-0j 0.000131218-0j 8.94713e-05-0j 9.09107e-05-0j -0.000147028-0j -0.00027405-0j -0.000139483-0j 0.000128714-0j 0.000259024-0j -0.000114034-0j -7.80735e-05-0j -0.000119716-0j 7.6544e-05-0j -8.19643e-05-0j 0.000291311-0j -7.27321e-05-0j 0.000123716-0j 0.000284809-0j -4.95172e-05-0j -0.000231347-0j 6.9043e-05-0j -0.000159862-0j 0.000242089-0j 7.5083e-05-0j -0.000217954-0j 0.000259221-0j 0.000151098-0j 0.000227798-0j -9.42445e-05-0j -0.000144197-0j 0.000165372-0j -0.000252614-0j -0.000456678-0j 0.000153669-0j -0.000475757-0j -9.15382e-05-0j 2.48717e-05-0j -0.00395953-0j 0.00402973-0j 0.00300744-0j 0.00315732-0j -0.00270839-0j -0.00309535-0j -0.00172745-0j -0.00250749-0j -0.00242246-0j 0.0028096-0j 0.00523689-0j -0.00245962-0j 0.00262814-0j -0.00494977-0j 0.00182083-0j 0.00214862-0j 0.0022557-0j 0.00203836-0j -0.00548887-0j -0.0014131-0j 0.00213994-0j 0.00137042-0j -0.00136823-0j -0.00536638-0j -0.00228395-0j -0.00156371-0j 0.00427097-0j -0.00127462-0j 0.00153308-0j -0.000872675-0j -0.00446927-0j 0.00404119-0j 0.00402371-0j 0.000723628-0j -0.00189804-0j -0.00420545-0j 0.000759691-0j -0.00463359-0j -0.00381962-0j -0.00320184-0j 0.00257752-0j 0.00276056-0j 0.00079941-0j 0.00451549-0j -0.00397695-0j -0.00313039-0j -0.00274684-0j -0.0018876-0j 0.00797729-0j 0.00176072-0j 0.00373005-0j 0.00946129-0j -0.0016042-0j 0.00573678-0j 0.000854475-0j -0.00019615-0j 
-8.29898e-05-0j 0.000258159-0j -6.62891e-05-0j -0.000313985-0j -5.78619e-05-0j 0.000209133-0j -5.41248e-05-0j -5.11057e-05-0j -3.74988e-05-0j 0.000184438-0j -3.86686e-05-0j 0.000174973-0j -0.000259024-0j 0.00031363-0j -4.89124e-05-0j -3.3488e-05-0j -0.000231679-0j -3.15728e-05-0j -0.000158619-0j 0.000125007-0j -4.32012e-05-0j 0.000161383-0j 0.000209358-0j 6.21163e-05-0j -1.95347e-05-0j -3.94371e-05-0j -2.25567e-05-0j -0.000160263-0j -0.000151098-0j 0.000274427-0j 6.6567e-05-0j 0.000182951-0j -0.000159683-0j -4.41335e-06-0j -2.81752e-05-0j -4.67434e-05-0j 0.000193098-0j 0.000113195-0j -0.000458842-0j -0.000114083-0j -0.00057968-0j -0.000365953-0j 0.00163322-0j -0.00505505-0j 0.00128998-0j 0.00611012-0j 0.00111716-0j -0.00403778-0j 0.000986712-0j 0.00103429-0j 0.000999214-0j -0.00352447-0j 0.000738929-0j 0.00494977-0j -0.00329684-0j -0.00599325-0j -0.00228412-0j 0.000921606-0j 0.00436528-0j 0.000874313-0j -0.00235537-0j 0.000582875-0j 0.00414127-0j 0.000813996-0j 0.000564366-0j -0.00394473-0j -0.00297934-0j -0.00203981-0j 0.000360636-0j 0.00072806-0j -0.00192315-0j 0.000498469-0j 0.00295867-0j 0.000570215-0j -0.00506627-0j 0.000310386-0j 0.00381962-0j 0.00294796-0j 0.00147017-0j -0.00118989-0j -0.00462485-0j -0.00137397-0j 0.000503634-0j 0.000166313-0j 0.000474831-0j -0.00345164-0j 0.00157551-0j -0.00230109-0j 0.00820184-0j -0.000268825-0j -0.00330416-0j 0.000146893-0j 0.00271899-0j -0.00142373-0j 0.00976923-0j 0.00585968-0j 0.00888632-0j 0.00396711-0j 
0.0103568-0j 0.0110302-0j 0.00827264-0j 0.00835837-0j 0.00722096-0j 0.00893548-0j 0.00675459-0j 0.00521236-0j -0.0413066-0j 0.00788035-0j 0.00482571-0j -0.0292562-0j 0.00689531-0j 0.00284417-0j -0.0238876-0j 0.00417919-0j -0.0241351-0j 0.00394017-0j 0.0042225-0j -0.0209016-0j -0.017243-0j 0.00689531-0j -0.00550921-0j 0.002654-0j 0.00243786-0j 0.00402226-0j 0.002815-0j 0.00426625-0j 0.00402226-0j 0.00248865-0j 0.00284417-0j 0.0016591-0j 0.000649225-0j 0.000550771-0j 0.00287364-0j 0.00124432-0j 0.00129845-0j 0.00102651-0j 0.000286281-0j 0.000463829-0j 0.000125248-0j 1.88644e-05-0j 0.00142442-0j 0.00150942-0j 0.00112506-0j 0.00113672-0j 0.000974328-0j 0.00120567-0j 0.000703307-0j 0.000902053-0j -0.00341037-0j 0.00105239-0j 0.000644457-0j 0.000920845-0j 0.000984425-0j 0.000379829-0j -0.0060201-0j 0.00080378-0j 0.000812109-0j -0.00298407-0j 0.000703307-0j -0.00198938-0j -0.003015-0j 0.000580199-0j 0.000492213-0j 0.000185376-0j -0.00348142-0j 0.000609082-0j -0.00123087-0j -0.00203083-0j 0.000574248-0j 0.000355298-0j -0.00215402-0j 0.000497313-0j -0.00125651-0j 0.000270703-0j 0.000710596-0j -0.000327792-0j 0.000273508-0j 0.000355298-0j 0.000293106-0j 0.000410263-0j 0.00035898-0j 0.00014505-0j 0.000338449-0j 0.000162204-0j 0.000293106-0j 0.000108136-0j 3.57627e-05-0j 8.02703e-05-0j 0.000209405-0j 0.000104702-0j 7.72562e-05-0j 6.69059e-05-0j 1.47514e-05-0j 2.55501e-05-0j 6.08462e-06-0j 8.28953e-07-0j 
