0.115222+0.193019j 0.0766969-0.481475j 0.403788-0.169506j -0.402304-0.190437j 0.0114386+0.289689j 0.0524311+0.00733019j 0.0266363-0.0490138j -0.0120352-0.016605j 0.0284266+0.0307641j -0.00319573-0.0424667j 0.0447022-0.00324417j -0.0191618+0.056553j 0.0186893+0.0120327j -0.00094408+0.032845j -0.0183493-0.00489327j 0.0245771-0.00400739j -0.0217779+0.0226593j -0.0559571+0.00301617j 0.0162577+0.0280996j -0.0145573-0.088863j -0.0725087-0.0697976j -0.0163164+0.0237429j 0.00750584-0.0302975j -0.0175465-0.0184707j -0.0138097+0.015613j -0.0137029+0.0147055j -0.00168219+0.00597698j -0.0230964-0.0201193j 0.0159721+0.00335148j 0.0108966+0.00168296j 0.0323442+0.0327944j 0.0152485+0.0284496j 0.00466723+0.0223662j -0.0352519+0.0173208j -0.0052725+0.0130926j -0.00747894-0.00995631j 0.0351809+0.00616407j -0.0179168+0.0178651j 0.0302104-0.00913173j 0.00970456-0.0040649j -0.0216878-0.0234411j -0.00893442+0.00640962j 0.00953984-0.038597j 0.041859+0.00481682j 0.00441613-0.0219701j 0.00625008-0.0236473j 0.0243051+0.0274866j -0.0197684+0.0147773j 0.00204213+0.0180252j 0.0059926+0.0222836j 0.0323702+0.0107545j -0.0213339-0.026528j 0.0369202-0.0215319j 0.0142496+0.0205808j 0.0118542-0.0200751j 0.0305303-0.0197948j -0.0151878+0.0191822j -0.00226712-0.0559608j 0.019575+0.0362397j 0.0144268+0.0102448j -0.0247757-0.0086356j 0.00400172+0.00329703j 0.0138982+0.00512675j 0.00552622+0.00315543j -0.014985-0.00237336j 0.00302423-0.00168235j 0.0128602-0.000732146j 0.0129702-0.0134893j 0.0133395+0.00598321j -0.00491843-0.0083227j 0.0190815+0.0127065j 0.00547088-0.000419296j -0.0023696-0.00190331j -0.00058329-0.000884762j 0.00724428-0.0161092j 0.0379305+0.0194295j -0.0110011+0.00998428j -0.000162534-0.00520777j -0.00250651+0.00221843j 0.00300879-0.0217556j -0.00454661+0.00391222j 0.0263578+0.0355059j 0.0057194+0.00291128j 0.00727338+0.019258j -0.000150545+0.00694985j -0.013232+0.00350316j 0.00588437+0.00146759j 0.0116119+0.00620482j -0.00475883+0.00358535j 0.0212048+0.00772572j -0.00484918-0.0190178j 0.0136154+0.00609356j 
0.0147727-0.0150997j -0.0306075-0.0172629j -0.00546322-0.00973419j 0.0347104+0.020724j -0.0169999-0.0349388j -0.0518946+0.0173926j 0.0339267+0.0540529j 0.0131254-0.0378413j 0.0103057+0.0349766j -0.0360535+0.0537472j 0.00171991-0.0151524j -0.0201245-0.0202182j -0.0411793-0.0210032j 0.0297639-0.0447014j -0.0198137-0.00702104j 0.00525619+0.0366991j 0.0235005-0.0179592j 0.0745175+0.0448173j 0.0114094+0.00248048j 0.0197065+0.0264681j 0.00246585+0.00839651j -0.0364166+0.0518646j -0.0145983+0.0119202j -0.00604158+0.076304j -0.0070436+0.0155236j 0.037318-0.0133646j 0.0288633-0.0161517j -0.063577+0.0921762j 0.0596234-0.054504j -0.0335041+0.0896251j -0.0082568+0.00811852j 0.0674322+0.0559024j -0.0167125-0.00584724j 0.0321512-0.0808933j 0.00978388+0.0653591j -0.032694+0.0527329j 0.0432925+0.0662185j 0.00974301+0.103161j -0.0413116-0.13862j 0.000823888+0.0123993j 0.0265694-0.0316842j 0.029896-0.0731511j -0.000359681-0.0666711j 0.0285528+0.0723015j 0.0597321+0.113101j 0.0157666-0.147335j -0.0662386-0.00537292j 0.0584871+0.0166523j -0.00254925+0.0776984j -0.0296544+0.00470945j 0.102284+0.0641473j -0.00689101+0.0183836j -0.0421555+0.0331059j 0.0196617-0.00253724j 0.0125986-0.0648303j 0.0776695+0.160335j -0.00451151+0.132386j 0.0473402-0.0815166j -0.0615848-0.0464916j -0.00988275-0.0267274j 0.00595268-0.0237184j -0.0354574-0.0413847j 0.0145991+0.071663j 0.0262904-0.0318295j 0.108683-0.0920703j -0.0949159+0.0353024j -0.139655-0.0441643j 0.0538219+0.00283202j 0.0701979+0.0278691j -0.15644+0.0605976j -0.134855-0.0763596j 0.00472632+0.101682j 0.0934389+0.0402017j -0.0709941+0.017005j -0.014721-0.0759752j 0.0156453-0.02639j -0.076119-0.00976242j 0.0214245-0.0651658j -0.0924991+0.00522873j -0.0229669-0.0330062j 0.0803979-0.0262816j -0.00805682+0.0137095j -0.0911478+0.00490069j 0.0514534-0.0149714j 0.0203435-0.0255369j 0.00900161+0.113454j 0.0837842+0.193929j 0.0586639+0.0123695j -0.0494381-0.0202839j -0.0118696+0.055526j -0.0569442+0.0356176j 0.0486396+0.0138049j 
0.00254356+0.0178101j 0.00821136+0.00512593j -0.015631+0.0078897j -0.0209492+0.0113591j -0.00590041+0.012421j -0.00569992+0.00539866j -0.0525971+0.0738535j 0.044299-0.0463784j -0.0231311-0.0336675j -0.00812893-0.00662477j 0.0487128-0.0034286j 0.0403346-0.0296388j 0.0586117-0.0215582j 0.0375669-0.0197118j -0.00664003+0.0919565j 0.0157385-0.0523603j 0.0353455-0.0497119j -0.037727-0.0450226j 0.0248399-0.0228764j -0.032053+0.0167954j -0.0136869+0.0156132j 0.0225869-0.00127081j -0.0240515+0.0348313j 0.0809129-0.0193335j -0.00133209+0.0561028j 0.00555623-0.0103142j -0.0428609+0.040442j -0.0900794+0.0138037j -0.0363851-0.00676254j -0.0377313+0.0939347j -0.0272409+0.0141014j 0.00116782-0.0737601j 0.0695517+0.107123j 0.00121916+0.0279877j 0.0210967-0.0360651j -0.0127418+0.0125214j 0.0369192-0.00155565j -0.000441872+0.0775414j -0.0417436+0.100869j -0.0342743+0.00841049j 0.00424684+0.0716285j -0.0319034-0.103817j 0.0519692+0.00458893j 0.0113601-0.0755312j -0.0839953+0.0243933j -0.0150106-0.052635j -0.0939282+0.0823318j -0.0105679-0.0231585j -0.0393828-0.00643912j -0.0610486+0.0560322j -0.0293754-0.0391449j -0.0341886+0.047109j 0.00831646-0.0427875j 0.0247279-0.0595613j 0.0241326+0.0400737j 0.122727+0.0198375j -0.0290192+0.0613455j 0.00169299+0.0322829j -0.0805492-0.0265312j -0.034609+0.0320923j -0.0350504+0.0177074j 0.0521395+0.0879761j -0.0918944+0.0483143j -0.136512-0.0250945j 0.0349376+0.0405084j 0.0152476+0.0774347j 0.00717342+0.0302277j 0.0939693-0.0536569j -0.0857868+0.078154j 0.0563194+0.101065j 0.0589367+0.0457277j 0.0769869+0.0144132j 0.150104-0.0129409j 0.0505497+0.11036j 0.0535221+0.0705716j -0.155577+0.032612j -0.101949+0.0236769j 0.0202708-0.0724182j 0.0261344-0.0834799j 0.051536+0.0438173j -0.0604708+0.0904041j 0.0369249-0.0603732j -0.0125655+0.0080422j -0.0360307+0.0400115j -0.0102068-0.0191103j -0.0148809-0.114461j 0.0364935-0.0369945j 0.0228977+0.0496566j -0.031645+0.114729j 0.032991+0.00574543j 0.019451-7.35638e-05j 0.0230921-0.0215682j 
-0.013358+0.0119875j -0.00588121+0.0204916j -0.0172847-0.0167011j -0.00780597-0.00979165j -0.0305091+0.0207926j 0.087705-0.0271583j 0.0353551+0.0215554j -0.05031+0.0206747j 0.0243512-0.0669835j 0.0706061-0.0350443j -0.0335706-0.00284137j -0.0183229-0.0112939j -0.0304471-0.0110151j -0.00318532+0.0063769j 0.00091367+0.0204567j 0.00642533-0.00720146j -0.0230875+0.00145448j -0.0234077+0.0202363j 0.0424039-0.0417894j -0.0540837-0.0192995j -0.033018-0.0182957j 0.0146845+0.0427287j 0.00821632+0.0436028j 0.0125178+0.0243979j -0.0111373+0.0188653j -0.0355913-0.0222855j -0.0716156-0.0774653j 0.0258969-0.0370565j -0.021354+0.0301432j 0.0172324-0.0179962j 0.0229493+0.0273011j -0.026939-0.0255323j 0.0103735-0.000207462j -0.0339652+0.0127179j -0.0072165-0.0195496j -0.0422925-0.0369749j 0.0354225+0.0366173j -0.0373951-0.037501j -0.11796-0.0193012j -0.065348-0.0439992j -0.0446867-0.0745803j 0.013654-0.0309375j 0.0101465-0.0264822j -0.0262098+0.00308967j 0.043867+0.0532969j -0.0877465-0.0237056j -0.0802069-0.0119213j -0.049632+0.0739709j 0.00385796+0.0761947j -0.0411249-0.0249944j -0.0295952-0.00890769j -0.0175035-0.012473j -0.000509866-0.0206616j 0.00843592-0.0410825j 0.0280615-0.0148559j 0.0265239+0.0114154j 0.0320942+0.0819972j 0.0101325-0.0125238j -0.0220679-0.0192128j -0.038243+0.00642692j -0.0140806-0.020765j -0.0310328+0.104214j -0.0167559+0.028529j -0.0465094+0.00472249j 0.0316164+0.078757j -0.0105-0.00462394j -0.0153366+0.0100731j -0.0460516-0.0666669j -0.0381375+0.0421201j -0.0126436-0.138818j 0.126186+0.0557557j 0.0476339+0.00679091j -0.0350383-0.00124419j 0.0259345+0.0810525j -0.0514748-0.00907057j -0.0370333+0.0591793j -0.0817169-0.0288129j 0.00201412-0.0678076j -0.102945-0.0128166j 0.0283609+0.045366j -0.0754164-0.0399466j 0.0288227-0.0250472j 0.035742-0.00559294j 0.0197105+0.0765944j 0.00186799+0.0455742j -0.0213331-0.0555402j -0.00671089-0.0317339j 0.00153328-0.0268899j 0.0402322+0.0817121j 0.0293414-0.0241907j -0.00869279+0.00387728j -0.0201618-0.0120674j 
0.00704494+0.00993885j 0.00694713-0.030266j -0.0352412+0.00754869j 0.0301305+0.0422483j -0.00491699+0.0198633j -0.0473936+0.0120923j 0.0291667+0.0243715j 0.0273571-0.0534812j 0.0362035-0.00518409j 0.0542296+0.0138702j 0.0415438+0.034285j 0.0303896-0.0693167j -0.00647853-0.0172344j 0.0256141-0.0529789j 0.0061588+0.0149065j -0.0541132+0.0546344j 0.0654408-0.00749306j 0.049879+0.0126256j 0.0534936-0.0331055j 0.0532066-0.0433656j 0.00858555-0.0195573j 0.00372647-0.0345761j 0.00567543-0.0545634j 0.028881-0.0207638j 0.00489847-0.068244j 0.0609152+0.0258581j -0.00368044+0.0238566j -0.0361145-0.00334j 0.00789153-0.0913099j -0.0384695+0.0148466j -0.0195785+0.0762811j -0.0280615-0.0200459j -0.00724841+0.043551j 0.164155-0.0204201j 0.0335381+0.00980876j -0.0426355-0.000993824j 0.171539-0.0591742j 0.0725581+0.060184j 0.079639+0.0379156j -0.0424426+0.00354895j -0.0206137-0.00344582j 0.0903949-0.0474809j 0.0654953+0.0504974j 0.0818205+0.0195618j 0.0585466-0.0215733j 0.0833568+0.0165908j 0.0605729+0.0199082j -0.0109583-0.044231j -0.0543754-0.126762j 0.00781488+0.0146795j -0.0725578-0.0681178j -0.106789-0.0054685j 0.0133136+0.104396j -0.00967984-0.00186337j 0.0593292+0.0388205j -0.00319884-0.0251365j 0.00976065-0.0345104j -0.0264516-0.0319818j -0.0912541-0.023413j -0.0520767-0.0545546j 0.0292279-0.0336037j -0.0010422+0.0665328j -0.0588718+0.0101602j -0.0267696-0.0107439j 0.0624402-0.0592876j -0.033173-0.00589285j -0.121999-0.0605198j 0.00674373-0.116164j 0.00757838-0.047547j 0.0210801-0.0411402j -0.0328084+0.0414475j 0.0728953+0.164021j -0.0478802+0.140379j 0.0576013-0.0812452j 0.0358678-0.00254107j 0.0252832-0.0402898j 0.0322017+0.0105988j 0.132821+0.00688599j -0.00913802+0.00447606j 0.0241228-0.0194953j -0.0395036-0.016758j 0.0264009+0.0882453j 0.0314074+0.0364729j 0.0678584-0.0111435j 0.00970815+0.0844783j -0.0435651+0.00355942j -0.0871952+0.0389775j -0.0490953-0.088891j 0.136213-0.00797324j 0.0419815-0.0268005j -0.0227595+0.00937558j -0.0569528+0.00938418j 
0.0158699+0.00181522j 0.00177116-0.0185595j 0.0114451-0.00757035j -0.00260108-0.0252875j 0.0138921+0.00576681j -0.0363407+8.04267e-05j 0.0130114-0.0121936j 0.0851577-0.0363702j 0.0415409-0.0186865j -0.0509508-0.0107276j 0.00835136+0.0199196j -0.00200559-0.0189699j 0.0871599+0.0452415j 0.0246104-0.0178409j 0.00931244-0.0305473j 0.0698058-0.0473259j 0.0559082-0.0291472j -0.0855211-0.0474574j 0.00623825+0.0242193j 0.168404+0.0613228j 0.0527383+0.0413062j 0.029685-0.00818036j 0.118282-0.0146733j -0.0372879-0.021538j 0.0347249-0.0122848j -0.0526839+0.0321067j -0.00465533-0.0282273j 0.0528885+0.017199j 0.117114+0.016105j -0.0323787-0.0223719j 0.0828696+0.0823128j 0.0157315-0.00396058j -0.0218322-0.0506459j 0.0250628-0.106625j 0.0703792+0.0825553j 0.0632667+0.0788711j -0.0295038-0.0534191j 0.0587285+0.00944194j 0.0679559-0.0348567j -0.0822787-0.0321398j -0.0447601+0.0816388j -0.137795-0.0262033j 0.0434038+0.0145991j -0.0194954-0.160205j -0.0934239-0.0342922j -0.0535831-0.110764j 0.00970781+0.0361449j 0.0959895-0.0987673j 0.0130243-0.0491864j -0.0264774+0.0109684j 0.0428163-0.0401545j 0.000507823+0.0566053j -0.0106866+0.0346223j 0.0125243+0.00176191j -0.0441717+0.0181412j -0.0469492+0.013071j 0.0370737+0.000862629j -0.034691-0.0238133j 0.0453666+0.0279098j 0.0278189+0.027882j 0.0205285+0.00496116j 0.011482-0.0443057j 0.0132105-0.041292j -0.0149773+0.0199512j -0.0116947+0.0292196j -0.0112546+0.0124848j 0.00451541+0.0390751j -0.00518379+0.00670625j 0.0233055+0.028018j -0.0785839-0.0374874j 0.0289896+0.106562j -0.00108793-0.0480528j 0.00304312-0.0103764j -0.0289805+0.037064j -0.016109-0.0271262j -0.018685-0.00484882j 0.0381948-0.00907909j -0.0187129-0.0163107j -0.00614218+0.0339735j -0.0185645+0.00449805j 0.0203594-0.0590109j -0.0109249+0.0471423j -0.0195538-0.0152171j 0.0308046+0.00501631j -0.00384756+0.0503798j -0.0630495+0.0427638j 0.0260543+0.019958j 0.0117951-0.00913084j 0.00982198+0.00594608j -0.0188198+0.0102968j -0.0295032+0.00816299j -0.0131703-0.00611538j 
0.00706636-0.0165954j 0.00777497+0.0296232j -0.0122839+0.027374j 0.000521329+0.0326711j 0.0220759-0.00121625j -0.0118638+0.00169325j -0.0439682+0.0108219j 0.0863686-0.00953861j -0.0250994-0.0203314j -0.0546204+0.0306993j 0.0132197+0.0880825j -0.0414238+0.0315672j 0.0144477-0.0506344j 0.0147958-0.014243j 0.0110419+0.0363174j 0.0109946-0.0335854j 0.0305487-0.0508794j 0.0441782-0.0166329j 0.0502292-0.0837122j 0.0282839-0.014321j 0.00806814-0.0286539j -0.00646353-0.0142808j 0.046751-0.0869919j -0.0460139+0.0988197j 0.0128263+0.00288328j 0.03795-0.0875481j 0.0453627+0.0178828j -0.0334582-0.0470578j -0.109505+0.0851802j 0.021866-0.203269j -0.133429-0.0987811j 0.0178574-0.0464941j -0.0115875+0.121544j 0.0573488-0.0659348j 0.123553+0.0639497j 0.000491022+0.172966j 0.0793402-0.0377865j -0.0282257-0.0924591j -0.0162983+0.0343593j -0.0291687-0.00393653j 0.0346108+0.000781495j -0.0929877+0.132624j -0.0467949-0.0695258j 0.062481-0.00621079j 0.0227719-0.121275j -0.00744526+0.0628314j -0.0961096-0.0064901j 0.00705956-0.0838462j 0.0169067+0.0317463j 0.00833543-0.148255j -0.0199434+0.17578j 0.0431248-0.0724753j 0.0232334-0.0801235j -0.0391511+0.0812016j 0.0833117+0.0643138j 0.0113635+0.0189447j 0.0115613-0.014181j 0.0170416+0.0375j 0.0742558+0.0145772j 0.0176892+0.016737j -0.0169639+0.0282008j -0.0282836-0.0299471j -0.018409+0.000217887j 0.0444197-0.049388j 0.0424648+0.0431755j 0.0294239-0.044127j -0.028776-0.0621818j -0.0128707-0.00178001j -0.0596516-0.0849993j 0.0427205-0.0265097j -0.0251995-0.0930474j 0.01221+0.0567183j -0.0273529-0.0413966j -0.0440608-0.0100281j -0.0017747-0.120228j 0.0132554+0.0717712j -0.0767898+0.00825434j 0.0130244+0.00138911j -0.0281839+0.0238464j 0.0422869-0.0124624j -0.0212527+0.0916335j 0.0488289-0.0770913j 0.0486521+0.00761131j -0.0456597+0.0264948j 0.0465243-0.0523265j 0.129284-0.0760038j -0.0216019-0.0146557j 0.00646516-0.0124269j -0.00339088-0.0141543j 0.0357745-0.026657j 0.0690593-0.0169127j 0.00405146+0.0304326j 
-0.0446474+0.0245054j -0.00979075+0.0341899j 0.00507081+0.0140661j 0.00439154+0.0196386j 0.0360821-0.0325285j 0.0564649-0.0367071j 0.0484541-0.0493035j 0.101638-0.0263362j 0.0352991-0.0545469j 0.0473182-0.0260501j 0.00687155+0.0443491j 0.0451423-0.0302164j 0.0927075-0.0374934j 0.0228371-0.00143178j 0.0413249+0.0250316j -0.0399153-0.0239051j -0.0410738-0.00742848j -0.00553835+0.0326095j -0.0478867-0.0300542j -0.0036755+0.0170454j -0.0368309-0.0226364j -0.0316417+0.0372496j 0.006905-0.0160861j 0.0480242-0.0712134j 0.0297769+0.00630206j 0.0169337-0.00681267j -0.00626168+0.0836417j -0.0462746-0.0927929j -0.0575007-0.0872697j -0.0603796+0.0994432j -0.0480986+0.0881994j 0.0546909+0.254753j 0.0275837-0.175762j 0.0520054-0.0399619j -0.0537755+0.0156387j 0.04809-0.0869094j 0.0138628-0.0567225j 9.85875e-05-0.0296802j -0.00416463-0.0996625j -0.0314741+0.0440422j 0.013861+0.0421775j -0.0707848-0.00899349j 0.020422+0.0857981j -0.00995861-0.0315469j 0.089851+0.0658987j -0.0643816+0.0765124j -0.051314+0.166938j -0.000338091+0.245202j 0.0190259-0.0519384j 0.0285301+0.184505j 0.0282851-0.107912j 0.00433003+0.0192775j 0.0342302+0.0135479j -0.0709803-0.0507178j 0.0215814-0.0825922j -0.0209815+0.0397119j -0.0563126-0.169579j -0.00765649-0.0589417j 0.0231589-0.0775892j 0.0345166+0.0167633j -0.028473+0.0128192j -0.0219373-0.0080048j -0.000755672-0.00229278j 0.0388325-0.0416564j -0.0493437+0.0403002j 0.0124866-0.0768384j -0.00114379-0.0226004j -0.00728186-0.0169803j -0.0456412-0.0806498j 0.042754-0.0198543j -0.0367341-0.0702088j 0.00230681+0.0233754j -0.0360773-0.0444583j 0.00265469+0.00158833j 0.00364768-0.0766397j 0.0309689+0.0469521j -0.0711232+0.00485517j 0.00367829+0.0314339j -0.0453955+0.000497604j 0.0516519-0.0127743j -0.0402241+0.069846j 0.0241553-0.0724904j 0.050506-0.0103798j -0.0511493+0.0181701j 0.0281831-0.063617j 0.107794-0.0488792j -0.0163672-0.0208372j 0.017777-0.00942842j -0.00840762-0.0188312j 0.0249697-0.0404453j 0.0414594-0.023318j 0.00602247+0.0178664j 
0.0315726-0.0230123j 0.0123888-0.00375812j 0.0325598-0.0290221j -0.00832865-0.0196424j -0.00333067-0.0111231j -0.0478622-0.0325541j -0.00878928-0.0208547j -0.0214935+0.0533729j 0.0282094+0.0281782j -0.0350511-0.00777207j -0.03788-0.0375048j 0.00618363+0.0421988j 0.0409808+0.0113337j -0.00340144+0.0417019j 0.0141233-0.0228915j 0.040996-0.0421354j -0.0642621+0.000645421j -0.0238575+0.00256818j -0.065081+0.0261595j 0.040743+0.0610982j 0.00968187+0.0113112j -0.0169871-0.0127163j -0.0258538+0.00244902j -0.0169081-0.0452854j -0.0201386-0.0229962j 0.0268938-0.0661274j -0.0208119+0.102754j -0.0731789+0.0197649j -0.0774256+0.00981223j 0.0244156-0.00921016j -0.0232727+0.0585871j -0.019179+0.00160244j 0.0889168+0.0347643j -0.0994477+0.0448716j -0.00579752-0.0266628j 0.0041375+0.00967603j -0.0412381+0.0255518j -0.0736077+0.0673362j -0.0364869-0.0148327j 0.031079+0.0451314j -0.00186026+0.0339216j -0.0723303+0.0511383j -0.116578+0.0506195j -0.128456-0.0611659j -0.0888837-0.0532747j -0.0587122+0.071753j 0.0683514+0.0279123j 0.0368956+0.0358086j -0.00232828-0.0314538j 0.106484-0.0265996j 0.0130805-0.0143189j -0.0560177+0.0591218j -0.0138836+0.0768909j 0.111582-0.0480512j -0.0145262+0.0691438j 0.0205464-0.0512822j -0.0168781-0.0436321j 0.138179-0.028772j -0.0103077-0.0103869j -0.0398966-0.0269644j 0.0820091-0.022136j -0.0266734+0.0302887j -0.0232459+0.0344453j 0.0236467-0.0356984j 0.00235716-0.0158794j -0.117079+0.0489022j -0.0677205+0.184959j 0.0334102+0.0423449j -0.087578-0.110773j 0.0524534+0.0362463j -0.0653315+0.0134978j 0.0856829-0.0694221j 0.017901+0.0380024j -0.0889283-0.129776j -0.0571099-0.0429702j -0.0808777-0.0319232j 0.00723347+0.0251996j -0.00100453+0.0210331j 0.00907939-0.00702853j 0.00193532-0.0150855j -0.0389554+0.055806j 0.0555901+0.0873887j 0.0354068+0.065357j 0.064395-0.00633065j 0.0862726+0.0658577j -0.0425081-0.00017544j 0.0753163+0.0751809j 0.0785785-0.110341j 0.0653899-0.0239247j 0.00746578-0.00951907j 0.0110858-0.000833625j -0.0569132+0.0405259j 
-0.0496604+0.0330352j -0.0185715+0.019441j 0.0245968-0.00142455j 0.00459436+0.0228919j -0.00117961-0.00171006j 0.000342859-0.0155606j -0.00506124-9.26995e-05j -0.0170968+0.0392435j -0.0153096+0.0460559j 0.0393739+0.0211683j -0.00724307-0.0361545j 0.0128188-0.0141122j -0.0284258+0.00261719j -0.0564109-0.0282816j 0.0215364+0.00720571j -0.0448629+0.00248667j -0.0319052-0.00925007j 0.0067797-0.0215287j -0.0255516-0.00186141j -0.0380755-0.00997725j -0.0498936-0.00155539j -0.0128255+0.0597763j 0.0232816+0.0353025j -0.0059204+0.0554108j 0.0332418-0.0193981j -0.0568385+0.0959821j -0.00416626-0.0642405j -0.0187658-0.00982756j 0.00296933-0.033485j -0.00727+0.027702j 0.0552963-0.0450439j -0.002687-0.0490362j 0.0431662+0.0208171j -0.00108511+0.0214841j -0.0584545-0.0158308j -0.0232818+0.00546452j 0.00136441+0.0541261j 0.0246611-0.0408756j 0.0269231-0.101664j 0.0476569-0.0852172j 0.0485649-0.143006j 0.0358276-0.0182916j 0.0152182-0.0102173j -0.0335774+0.0174977j 0.0010134+0.0283825j -0.00817129-0.0843813j -0.0707256+0.0301762j -0.0324301-0.0113773j -0.0135883+0.047161j -0.0256401+0.00488238j -0.0335703-0.0413205j 0.0126591+0.0426318j 0.0308871-0.0919251j -0.0549206+0.0360541j 0.0438402+0.0112024j 0.0178018+0.0415864j 0.0148658+0.0618458j -0.0528215-0.0328368j 0.00235531-0.0320416j 0.0893596+0.0279716j 0.021596-0.00774935j 0.0510605-0.122218j -0.0483719-0.0629922j -0.0415155-0.00122294j -0.0164944+0.0417892j 0.0342975+0.0140565j -0.0380795+0.0140533j 0.079539+0.0839472j -0.0659044-0.0464394j -0.0125159+0.0636816j -0.0105441+0.0763809j 0.0637584-0.00535571j 0.0249543+0.0139987j -0.0816592+0.0360135j 0.0618428-0.0304793j -0.0878361+0.0369809j 0.0159815-0.0026396j 0.0299345-0.0215249j 0.0535007-0.00103973j 0.0520714-0.0109615j -0.0102456+0.0404613j 0.0258588+0.00173848j -0.00579003-0.0234381j -0.00766137+0.00520315j 0.0329995+0.0113914j -0.0031616+0.0176894j 0.0310224-0.0138868j 0.0444742+0.000694677j 0.0204999+0.0102167j 0.0263529-0.00290758j -0.0160039+0.00313133j -0.00502008+0.0161334j 
-0.0157817+0.0382973j 0.00530897+0.00955131j 0.02913-0.00396636j -0.0125876+0.0435481j 0.0145822+0.0419352j -0.0284598+0.0106202j 0.0459301+0.00350443j 0.00604723+0.0089059j -0.0536837+0.0286176j 0.0196361-0.0132508j 0.0209376+0.00335043j 0.0648288+0.0117219j 0.0565924-0.0189152j -0.0500031+0.0232736j 0.0332857+0.00848948j -0.0330182+0.0227079j -0.00356021-0.00268913j -0.0218881-0.0309727j -0.0298472+0.0209678j 0.0232223-0.0313079j -0.017041+0.0255953j 0.0303346-0.0779823j 0.019736-0.0561012j 0.0549262+0.0379163j 0.0543288-0.0457247j 0.023678-0.0717212j 0.113781+0.152892j -0.123989+0.0397957j -0.0960401+0.0868012j -0.0684271+0.0488372j -0.0481625-0.0164621j -0.0264973+0.0680756j -0.0421455+0.0465144j 0.00846859+0.0170566j 0.0165879+0.0070864j -0.061862+0.0141068j 0.0248809-0.023573j 0.093188+0.00253263j 0.0493111+0.0644082j 0.0755949+0.019702j -0.0105878+0.0512233j 0.0556614+0.044592j -0.0766251-0.00199317j 0.0122711-0.0512523j -0.0294246-0.0503044j 0.00527026+0.0191235j 0.034515-0.0608265j -0.00979156+0.0011627j -0.0587823-0.0403026j -0.0290932-0.0866286j -0.0172277-0.0301191j 0.0266774+0.061765j 0.071906+0.0469959j 0.00502298-0.0288177j -0.021287-0.0289845j -0.00158272-0.0566558j 0.000580821+0.0185586j -0.0564183+0.0247835j -0.0349033+0.028233j 0.0672352+0.0124216j -0.0981494+0.019903j -0.0658082-0.0803589j 0.0105429+0.11644j 0.00603594-0.0216322j -0.133025-0.0724288j 0.0340583-0.0831218j -0.111106+0.154466j 0.0770846-0.0279031j -0.00863803+0.0285194j 0.0541323+0.0610871j -0.0236693-0.0938369j 0.112779+0.00739252j 0.034605+0.0213129j 0.0462895-0.0121045j -0.104719+0.0913042j -0.0372332+0.00484259j 0.0454196+0.00315112j 0.0253386+0.00293492j 0.00728929-0.00652687j 0.0244086-0.0778672j -0.0757568-0.0292111j -0.131641-0.014306j -0.00930853-0.0426647j -0.0647961-0.0300573j -0.0370991-0.0171442j 0.00601569+0.103622j -0.0510845-0.0896225j -0.0418416+0.0499297j 0.0157743+0.0168556j 0.0422294+0.0511151j -0.0494973+0.0398839j 0.0384671-0.00668375j 
