0.137302-0.0901711j 0.0259561+0.178813j 0.0374961-0.0103277j 0.020624-0.0958933j 0.0320163+0.0350487j 0.0243808-0.00535751j -0.0949765-0.00768463j 0.000215354-0.0205694j 0.0285926+0.0110282j -0.00328996+0.0284875j -0.0561697+0.00262672j 0.112204-0.048898j -0.0437181-0.00393727j 0.076028-0.00490705j 0.0351822+0.0567045j -0.0276272-0.0120409j -0.209618-0.0130512j 0.0784511+0.0142018j -0.00221429-0.0166439j 0.00938578+0.0238605j 0.101311+0.0624108j 0.0510571-0.00350338j 0.0208607+0.059193j 0.087947-0.031812j 0.0173103+0.00278266j -0.0721777+0.00343026j -0.0148643+0.0912335j -0.0452658+0.00825408j -0.0286209-0.010855j 0.0124557+0.0177728j 0.052439+0.0137182j 0.0744418+0.037042j -0.0349826+0.00616346j -0.0436246-0.0366302j 0.0135486-0.00881241j 0.0361742-0.00434712j 0.03173-0.00716613j -0.0222052-0.0380746j 0.0249112-0.0191334j -0.0241574+0.0256208j -0.0341654+0.00108275j -0.00787259-0.0130987j -0.0453695-0.0188192j -0.0515525-0.0105105j -0.0117107+0.0185103j -0.017771-0.0210525j 0.0058034-0.0057746j -0.0442847+0.00637313j -0.0588428+0.01183j 0.0720651+0.0445855j 0.00671872-0.0307367j -0.0211072-0.00415034j 
-0.0127254-0.03365j -0.0178391-0.0097688j 0.0287855-0.0125758j 0.0162743-0.000120487j 0.000341067-0.00795779j 0.0223777+0.00616258j 0.0326937-0.0176404j 0.0487126-0.0663826j 0.0687522-0.00626997j 0.0344588+0.0701522j -0.0200798-0.0067023j 0.00670108+0.0758934j 0.0719914-0.00783203j 0.0760717+0.00965844j -0.0015302-0.0229019j -0.0604314-0.0247179j -0.0487934-0.0346807j -0.0136469+0.0207732j -0.0343777-0.0192161j 0.0380193-0.0249277j -0.0347349+0.0642363j -0.0587785-0.000852006j -0.00687279+0.0525419j 0.0373912-0.0329716j 0.065858-0.00459287j 0.0688512+0.00760489j 0.0271149+0.048147j -0.0168755-0.0196043j -0.0473033-0.018829j 0.171055+0.144971j 0.00644433-0.0820397j 0.0322789+0.0564031j -0.128709-0.0201899j 0.0799388+0.211853j 0.0307811+0.027949j 0.0812614+0.00882367j -0.000604885-0.00812134j -0.0953421-0.0442078j 0.136683+0.119431j -0.0414333+0.0627699j 0.0926931-0.0851936j 0.0264988-0.0616584j -0.0522145+0.0144415j 0.0195607-0.0143115j -0.000855984-0.0187195j 0.0325993-0.00203983j 0.139803-0.0678495j -0.0726692+0.0490193j 0.00842464-0.0193425j 0.00340488-0.0361473j 0.0216158-0.0102995j 0.00232937+0.0109742j 
-0.0086835-0.00618885j -0.0134781-0.0147846j 0.00536691-0.0166036j 4.03485e-05-0.00761348j -0.00676073+0.00442572j 0.0143405-0.0119252j -0.00755627-0.0111654j -0.0253438+0.00206537j 0.0139309-0.0107509j -0.0123857+0.0504417j 0.0329841-0.0460233j 0.0137317+0.0210228j 0.0174091+0.01886j 0.00665707+0.0134015j 0.0163814-0.0211745j -0.0129032-0.0194883j -0.00708417-0.011832j 0.0122379-0.00147342j -0.0185294-0.00113468j 0.00743158-0.00909831j -0.0168993-0.0180195j -0.00197667-0.00728996j 0.0235355+0.0433629j 0.00650643+0.00124239j 0.0111869-0.0164171j 0.0255072+0.0141082j 0.0313395-0.00959078j -0.0532886+0.0153946j -0.0657941-0.0182849j 0.0610925+0.00872562j 0.0555779-0.0323158j -0.00182236+0.014536j 0.0128946+0.0281251j 0.085166+0.072279j 0.029869+0.0152348j 0.0217796-0.00765393j 0.01283-0.0316501j 0.0018713+0.00664591j 0.00555816+0.0299304j -0.0778396-0.0135335j 0.0362958-0.0617551j 0.00692875+0.0382467j -0.00332207-0.0304716j -0.0306527-0.0358405j 0.0211584+0.0753541j 0.0248277-0.036368j 0.0657043-0.0133528j 0.00262441-0.00843961j 0.0714396+0.0560721j 0.0315228-0.0247849j -0.0118949+0.039837j -0.0606795+0.00493294j 
-0.00952787+0.021273j 0.00357674-0.013075j 0.00548537-0.00531354j 0.0107408+0.00999055j 0.00644191+0.00740779j 0.000717773+0.00507706j 0.0418758+0.030298j -0.0324432+0.026857j -0.0292813+0.0239072j 0.0193631+0.00286261j 0.0290295-0.000891456j 0.0248888-0.00330527j 0.0226291-0.00313219j -0.0278326+0.0190104j 0.0203335-0.000691171j -0.00264324+0.05061j 0.00733234-0.0118504j 0.000999639+0.00716626j -0.0131933+0.0041944j 0.00604459-0.00345165j -0.00183335+0.025354j 0.0132318+0.0102403j 0.0162079+0.00589864j 0.00191998+0.0444022j -0.0403641-0.0183438j -0.0133945-0.00710871j 0.0251639-0.0121823j 0.0586981-0.0127085j 0.0141462+0.0038799j -0.0117313-0.0544382j -0.0501366+0.0603787j 0.00946622+0.00079377j 0.0335222-0.00697708j 0.00847491-0.0746091j 0.00538903-0.00291982j 0.0841953-0.0510535j 0.032891+0.0400669j -0.0289278-0.0277524j 0.0385013+6.31744e-05j 0.0629287+0.0188181j -0.0609632-0.0382184j -0.0171924+0.000742027j 0.0403559+0.0333107j -0.0106962-0.0142178j 0.0142-0.0430774j -0.0594769-0.0179296j -0.0155859-0.0127635j 0.0185265+0.0460014j -0.0202185-0.037993j 0.0726846-0.0258445j 0.0094321+0.0351819j -0.0111693+0.0692728j 
-0.0112966+0.0153246j 0.0049756-0.0203891j -0.00345812+0.0175414j 0.00718114-0.00753064j 0.0128791-0.00671098j -0.000703769-0.0056417j 0.0473689+0.0029886j -0.00394214+0.00188877j -0.00201992-0.00723227j -0.00209962+0.00683665j 0.011138-0.0119167j -0.000178577+0.00763783j 0.00633712-0.00829201j -0.0302975+0.0411554j -0.0202018+0.0157487j 0.0322715+0.0172285j 0.0217706+0.0111955j 0.00755443+0.00602117j 0.0107494-0.00655198j -0.000500893+0.00546358j 0.0193679-0.017045j 0.0132754+0.00633631j 0.0215747+0.0145295j 0.0301209+0.0299473j -0.0354544-0.01212j -0.017056-0.00146417j 0.0544054-0.0256279j 0.0330163+0.0312478j -0.0105478+0.0206238j -0.00537268-0.0559746j 0.00279957+0.0600335j 0.00905624-0.0227394j 0.0540813-0.0290216j 0.0441859-0.0684747j 0.0187971-0.0154078j 0.0453453-0.0465204j 0.0305444+0.0317125j 0.0230585-0.0155506j 0.0151661-0.0452641j -0.00638076-0.0264279j -0.0312271-0.0674972j -0.039479+0.0615497j 0.0752629+0.00909676j -0.0397327-0.00686593j 0.0367625+0.00803301j -0.0128477-0.0331574j -0.0302402-0.0178216j 0.0470945+0.0662285j -0.0203968+0.0132687j 0.0509288-0.0120465j 0.021368+0.0556092j -0.0654397+0.104157j 
-0.0393425-0.0231267j 0.0413404-0.0179423j 0.00519202+0.0238311j -0.00652897+0.045801j -0.00885796+0.0367192j -0.00111232-0.0015016j -0.00560968+0.0128744j 0.05679-0.0247547j 0.0237976-0.0481764j -0.022918+0.0200271j 0.0462016+0.0139405j 0.0259515+0.0490489j 0.0827439-0.0224993j -0.0147575+0.00299855j -0.0319217-0.0118097j -0.0265197-0.00602585j 0.0120153-0.0395524j 0.0400123-0.0126206j 0.00606139-0.0129697j 0.0245965-0.0257065j -0.0614651+0.0362808j -0.0083858-0.00829241j 0.0604038+0.0232392j 0.0264979-0.00235712j -0.0238336-0.0966064j 0.0269892+0.0293741j 0.00094672+0.000616111j 0.0200494+0.00442347j -0.0127527-0.0166982j 0.0807791-0.0621285j -0.0407699+0.097668j -0.0526249+0.0174223j -0.0419313-0.0146298j 0.00344342-0.0347994j 0.00109296-0.0285346j 0.0852529-0.0656976j -0.00254917-0.0232946j -0.0509771+0.0200344j 0.0900204-0.0148801j 0.0524874+0.0541732j -0.0514034+0.0150501j 0.014035+0.0361556j 0.00956693+0.0306062j -0.000994591+0.000210453j 0.045245+0.0174707j 0.0200827-0.0296901j 0.0189717-0.0571933j 0.101949-0.0366484j 0.0757003-0.105624j 0.137998+0.054484j -0.150752+0.0649566j 0.0408532-0.0568935j 
0.00568737-0.0101902j 0.02108+0.0251384j 0.0184463+0.00221604j 0.0104902+0.00208319j -0.00173514+0.00307361j 0.00344815-0.00262876j -0.0321308+0.0170218j 0.0405087+0.00782162j -0.0270463-0.0167636j -0.0289475+0.0345074j -0.0216477-0.00915227j 0.0287032+0.00044532j -0.0170903-0.00823034j 0.014932+0.0136259j -0.0320172-0.000299264j 0.00804239+0.00625747j 0.00162661+0.0282206j 0.00522112-0.0153963j 0.00635082-0.00034912j 0.0260989+0.000144268j -0.0221002-0.0388037j 0.0174601-0.0249894j 0.0095407+0.0360683j -0.00587154-0.0223243j -0.00158732-0.0223579j -0.0303141+0.0311908j 0.0378349-0.0176083j 0.00846003-0.0270892j 0.0434946-0.0106414j -0.00863493+0.0255542j 0.0511656+0.00164786j 0.0203127-0.000207693j 0.00780074+0.00883081j 0.0268666+0.0251586j 0.000665026-0.00547771j -0.0415635+0.017435j -0.0254-0.0339305j 0.0263663-0.0155518j -0.052046-0.00456754j -0.0776865+0.0135621j 0.0664065-0.0127835j -0.0328392+0.0386576j -0.0169696-0.0350512j -0.0401726+0.0384545j 0.045436-0.0118081j 0.123416+0.0469828j 0.0110022+0.0145686j 0.0404282-0.00194529j 0.0473032-0.0366808j 0.0526329+0.169915j -0.0696914+0.0778883j 0.0182342-0.00191368j 
0.0413968+0.00752514j 0.0314152+0.0272081j -0.0236555-0.000323055j -0.0436431-0.0443083j -0.0157776-0.04248j -0.0149605+0.00855342j -0.0401501+0.0404494j -0.0469618-0.0136281j -0.0179045+0.0476608j 0.0275473-0.100149j -0.0272556-0.0141874j -0.0183406+0.0200765j -0.00949913+0.00940342j -0.0090657-0.0269949j 0.0104589-0.0571101j 0.0130811-0.0334858j 0.00898487-0.0516616j -0.0240235-0.0179517j -0.011246+0.00226846j -0.0292234+0.0138524j 0.033643-0.000659507j -0.0146688+0.0211737j -0.00250396+0.00482071j 0.00657706+0.0182499j -0.00912885-0.0229615j 0.0306464-0.0282299j -0.0550078+0.0103979j -0.0645921+0.0062519j 0.0559271-0.0537748j -0.00562679-0.00161862j -0.0941379-0.0281453j 0.0897251-0.0301217j 0.120919-0.0157864j 0.135428+0.0110338j 0.0417943+0.0226831j 0.119306+0.0653086j 0.0488328+0.00676209j 0.0646306-0.00749544j -0.0407041+0.0548301j -0.125226-0.0128692j 0.0339944-0.0904413j -0.0392545-0.0892419j -0.0700646-0.0683077j 0.0872903-0.0348355j -0.0821604+0.0223631j -0.238288-0.109879j -0.0528616-0.0484666j -0.0172023-0.125877j 0.0865743+0.078203j 0.107718-0.0201577j -0.000650458-0.0101091j 0.00215419-0.127774j 
-0.012221-0.012967j 0.0288298-0.0020159j -0.000399462-0.0172337j -0.0238613+0.0188265j -0.0286905+0.0351565j 0.000629285-0.014013j -0.0455274+0.0279584j -0.00460088+0.0259655j -0.0218592-0.0131742j -0.034587+0.00325161j 0.0370648-0.0144102j 0.0232234-0.0200519j -0.0210102+0.0235411j 0.00359883-0.052866j -0.0328687+0.00603251j 0.0223557-0.0270105j 0.0110577-0.00669883j 0.0121825-0.0248474j 0.0219036-0.00500402j 0.0145046-0.0282869j -0.033807-0.0149944j 0.0255652-0.00934559j 0.032775+0.0135533j -0.0227859+0.000195513j -0.0340097-0.0333186j -0.0265169+0.0206629j 0.0210372-0.0153764j -0.0539581-0.0111242j 0.0368143+0.0528379j -0.0440578-0.0415687j 0.0180521+0.0427222j -0.0403437-0.00453681j -0.0335059+0.0141505j -0.0849269-0.0353503j -0.0169823+0.000978667j -0.0949321-0.0269505j 0.0192284-0.0483336j 0.0160137+0.051046j -0.064988-0.0537034j -0.0427898-0.0436685j -0.0473647+0.0588863j 0.028278+0.0208408j 0.00216351-0.0395967j -0.0514172-0.0106599j -0.0183135+0.074404j -0.058709+0.0547042j 0.0137592+0.0155045j 0.0423417-0.167133j 0.0969848+0.0604474j 0.0108748+0.0462262j -0.0867018+0.0344702j 0.0222981-0.0658147j 
0.0064607-0.00431435j 0.0895939-0.0224927j 0.0343793+0.00922147j 0.017395-0.00665277j -0.00754939-0.00718348j 0.00534362+0.000886439j 0.13478+0.114657j 0.0352793-0.0374065j -0.0136789+0.0217192j 0.041657-0.0167027j -0.0480902+0.0129355j 0.000410737+0.0492181j -0.0116145-0.0297531j 0.0184154-0.0186101j -0.0485022+0.0531407j -0.0156006+0.0457277j -0.0140529+0.0180238j -0.0576342+0.00677962j 0.00802084-0.0229802j 0.017994+0.0118417j -0.0260782+0.0443036j -0.0127123+0.0066054j -0.0152263+0.0284103j -0.0265196+0.0300488j -0.0523649+0.0200773j -0.0205553-0.0124197j 0.0506197-0.00244193j 0.11816-0.108536j 0.170185+0.109827j 0.00821928+0.0754239j -0.0242533+0.0865366j 0.149698+0.0229266j -0.0189221-0.0370496j -0.0373717-0.0223815j -0.00296834-0.0206726j 0.0257794+0.0312959j 0.122384+0.0245474j -0.0330931-0.0605547j 0.014449-0.00539888j 0.0306005-0.0170104j 0.0116491-0.116575j -0.017867-0.0515493j -0.0455868+0.0100417j -0.0753266-0.0069261j -0.120473-0.131738j -0.202798+0.167151j -0.0170786-0.0275816j -0.0720697-0.0315593j 0.0175133+0.0591719j 0.0205508-0.000592548j 0.032271+0.0629837j 0.0232271+0.0959403j 
-0.0112007+0.0135092j 0.0221216+0.0410666j -0.00500339+0.0162011j 0.00483575+0.0383946j 0.00864975+0.0278214j -0.00600406-0.00826123j -0.0582868+0.0106944j 0.0399291+0.0385174j -0.0420102-0.0164853j -0.0113527+0.00120827j 0.00210383+0.0598147j 0.0292298-0.0249773j 0.0123618-0.022841j -0.0205747+0.0452173j 0.0110672-0.00582228j 0.00233246+0.0283829j 0.00123795+0.0146766j 0.0291223-0.00410617j 0.00622239-0.000963443j 0.00743329-0.0202135j -0.0348027-0.0171832j 0.018407-0.000981224j 0.0254251-0.0140763j -0.00643004-0.00386446j -0.0208808-0.0633059j -0.00852647+0.0257068j -0.0151065-0.0384172j 0.120991+0.0446617j 0.0498414-0.0711602j -0.0456614-0.0341043j -0.0889537+0.073383j -0.0314793+0.0204146j 0.0142745-0.0153052j -0.00316201-0.0711845j -0.00996347-0.0267765j 0.0424552-0.0491173j -0.0533723+0.00993687j -0.0162582-0.0197779j 0.0226692-0.00911498j 0.0714512+0.0635786j -0.0426841+0.03723j 0.000149993+0.00574862j 0.0367066+0.0296548j 0.020875+0.0744405j 0.0665094-0.0833719j 0.165204+0.0101708j -0.000825294-0.00658879j 0.11597+0.0694759j -0.0494909-0.172743j 0.0814557+0.146781j -0.0892599+0.0295034j 0.0472892-0.00518655j 
-0.010375+0.014096j -0.0363275-0.0505516j -0.00124192+0.000184013j 0.00631743-0.0235322j -0.00314384+0.0102252j 0.00721023-0.0177791j 0.00094551-0.0302604j -0.0657261+0.0470937j 0.0247034-0.0353802j -0.00521729+0.0142525j 0.0564028-0.0460662j -0.00106681+0.00617263j 0.0171632+0.0198931j -0.0166932+0.0374602j 0.0245061-0.00472771j 0.00156713+0.00360774j 0.00240994-0.00961869j 0.0124046+0.0307131j -0.00173551+0.00486134j -0.0110778+0.0256405j 0.0203663+0.00952273j -0.00449448+0.00617762j 0.0169505-0.0122438j 0.00361179+0.042305j -0.0125918+0.0269298j 0.0155599-0.0267671j 0.049318-0.00445844j -0.0344899-0.0314872j -0.0768747+0.0605064j 0.0313465-0.0620325j 0.0242765-0.00492091j -0.0447867-0.0288563j 0.0162395-0.00661481j 0.0133846-0.0215049j -0.00260142-0.00918618j 0.00236497-0.0496513j 0.0391851+0.0568753j -0.0200473+0.0168257j 0.0201474-0.0284718j 0.0316413-0.0140589j -0.0488315-0.0334301j -0.00200361+0.0613299j 0.107494+0.00481884j -0.0235756-0.0729124j 0.00266633+0.0871511j -0.0438076-0.0364843j 0.00406387-0.00238797j -0.0169848+0.0640295j 0.00720547+0.0820716j -0.0727991-0.135093j 0.0306391-0.00127169j -0.0642559+0.0389486j 
-0.00624106+0.000573998j -0.0172828-0.0106458j 0.00320935-0.00392527j 0.00019341-0.00249423j 0.00178184+0.00449154j -0.000339456-0.00162111j -0.00680542-0.0189571j 0.010135+0.0125399j -0.00852529-0.015363j -0.00247933+0.0103969j 0.0161385-0.0237143j 0.00731886+0.00454767j 0.00657916-0.00272279j 0.0142363+0.000822317j -0.0116112-0.00136377j 0.00639606+0.00688684j 0.00895455+0.00679888j 0.014223-0.000381033j 0.00412235+0.00108393j 0.0148364-0.00111537j -0.011677-0.0129902j 0.0125545-0.00465003j 0.007375+0.0281438j 0.0152693+0.00430594j -0.00508046-0.00328329j -0.0243991+0.0123408j 0.0494144-0.00490369j -0.0633379-0.0146204j -0.0188846+0.021491j 0.0104988-0.00428984j 0.0426353+0.0104858j -0.00335731-0.0488481j 0.0176541+0.00558307j 0.0162986+0.00729249j -0.00263502+0.00204674j -0.0149436-0.0189199j 0.00121183+0.0630772j 0.00384604-0.00325388j -0.0127159-0.0114356j -0.0266959-0.00675675j 0.0244871-0.0389241j -0.0266085+0.0593181j 0.0579841-0.0187923j -0.00273321-0.00694294j -0.0350627+0.00829866j 0.0015651-0.0119722j 0.0062883+0.00651045j -0.00682467+0.00752442j 0.00155422+0.0263038j -0.00337273+0.007379j -0.0579507-0.0145253j 0.0124498-0.0436446j 
0.00391706+0.011351j -0.0237884+0.011864j -0.0160181+0.00892058j 0.00803798-0.00449117j 0.00999074-0.0074436j -0.00152526-0.00323686j -0.0454101-0.0445692j -0.0410907+0.0191039j 0.01144-0.00590591j -0.00769059-0.00534334j 0.00434091+0.000165212j -0.00461681-0.00889355j 0.00107593+0.00293067j -0.00941669+0.0307195j 0.0398995-0.0243644j 0.0119129-0.0102713j 0.0151241+0.000148531j 0.0139034+0.00286118j -0.014745+0.00221935j -0.0151198+0.00431034j 0.0194169-0.0222686j 0.000489021+0.00369414j 0.01174-0.00963888j 0.0122675-0.000665534j 0.0195532-0.0116521j 0.0197887-0.003263j -0.0163242-0.0011903j 0.0439958+0.0603886j -0.0548731-0.0767812j 0.0118742-0.0166275j -0.00588554-0.033753j -0.0428437-0.0239904j 0.0349915+0.00697171j 0.0568436+0.0155253j 0.0180691-0.00467161j 0.0237496+0.000347992j -0.0238473-0.0442136j 0.0213916+0.00910431j -0.00301207-0.00735305j -0.0241313-7.82265e-05j -0.00430871+0.0126747j -0.0048998+0.0133616j 0.0115097+0.0116408j -0.0139623-0.00415723j 0.0837255+0.0177011j 0.0872232-0.078757j -0.0017358-0.00402074j 0.0119472+0.0525979j -0.0592315-0.0047029j 0.00307589+0.00567925j 0.00106167+0.00401699j -0.00564419+0.0588733j 
0.0080576+0.00141656j -0.0182169+0.0173324j -0.0111509+0.00245204j -0.00701346-0.00554515j 0.0002004-0.00747673j 0.000155758+3.58337e-06j -0.045675-0.0246738j -0.00105447+0.0214782j -0.00596446-0.0137505j -0.00535038-0.0121679j -0.00408081+0.00268675j -0.00462207+0.0120593j -0.00476877-0.00199691j 0.0117941-0.00169017j -0.00130081-0.00473196j 0.00242935+0.00448704j 0.00661551+0.000208587j 8.64924e-05+0.0138115j -0.000362731+0.00196546j -0.0017855+0.0156791j -0.00356921-0.00173694j -0.000365285+0.00295325j -0.00443424+0.00403428j 0.00102603+0.00329015j -0.00235321+0.0147076j 0.000266713-0.0042039j 0.01064+0.00167817j -0.0793684+0.0470453j 0.0255311+0.0216947j 0.000569664+0.0400936j -0.00241614+0.00563826j -0.0230263-0.0688353j 0.0112205-0.00846289j 0.0120109+0.00430068j 0.00334419+0.00229498j -0.0022099-0.00735131j -0.00819102+0.0727132j 0.0030062-0.0149807j 0.00833453+0.00724423j 0.0155129+0.0018698j 0.04505-0.0436328j -0.0290333+0.025951j 0.0488668+0.000411909j 0.0889326+0.00743484j -0.0580711+0.0826708j 0.00711757-0.0462749j -0.00722142+0.00333895j -0.016319-0.00949305j 0.0352809-0.0349791j -0.0176885-0.0269039j -0.064735-0.0542657j -0.0166369-0.135587j 
0.00534253+0.00481971j -0.023002+0.0169767j -0.0190979-0.00281952j -0.011711+7.19719e-05j 0.00201187-0.00597154j -0.00519511+0.00183566j -0.0502158-0.0487115j -0.00864286+0.0140632j -0.010064-0.00388351j -0.00367258-0.0192187j -0.00537773-0.00667797j -0.0107082+0.0101946j -0.00678557+0.00708596j 0.00963528-0.0198414j -0.00685114-0.0158465j 0.00683635-0.0209919j 0.0146085-0.017906j 0.00125506-0.0046479j 0.000133572+0.00205676j -0.00885046+0.0143754j -0.00479216+0.00236917j 0.00322615-0.0108749j -7.98958e-05+0.00165873j 0.0100307-0.003598j -0.00682083-0.00751007j -0.00484272+0.00917016j -0.0002058-0.00623353j -0.113617+0.0310337j 0.0119715+0.0181213j 0.00511857+0.0199502j 0.00417428-0.00158054j 0.012999-0.106292j 0.00449225+0.00473585j 0.00533368+0.0102196j 0.00547023+0.00556084j 0.0153405-0.011384j -0.0202478+0.0855079j 0.00472626-0.00531051j -0.0037222+0.0116276j -0.0176176+0.0142796j 0.00590004-0.0200548j -0.034255+0.0215355j 0.0512907-0.0187342j 0.076666-0.00451913j -0.0732662+0.0862284j 0.0176749-0.0272323j 0.0026064-0.00184932j -0.0104731-0.00935057j 0.0326714-0.0107299j -0.0338473-0.0105475j -0.0938667-0.0967637j -0.00507265-0.133173j 
-0.0039062+0.00223853j 0.00302849-0.00510669j 0.00451279+0.00614341j -0.00442739+0.00225605j -0.00363249-0.00729826j 0.0027188+0.0079502j 0.0122939-0.00160991j 0.00948229-0.0138039j -0.00220806-0.0138723j 0.00475469+0.0157826j 0.000215678+0.0188711j -0.00127289+0.00176609j 0.00976789+0.0171643j -0.00251073-0.0112699j -0.00935249+0.00508888j -0.00293935-0.00944115j -0.000231112-0.00817083j -0.000826738+0.0172607j -0.000399479-0.00248198j -0.00275465-0.00699744j 0.00309278-0.0183599j 0.00170662+0.0160554j 0.00259611+0.00907811j 0.0109319-0.00889471j -0.0104186+0.0106295j -0.00135229-0.000230011j -0.00796856+0.00331349j -0.00880534-0.00130815j -0.00641889-0.00211543j 0.0500567-0.00297474j -0.0180391+0.00212932j 0.00732176-0.00413982j 0.00127452+0.00284j -0.00911443+0.0122052j -0.0102426-0.000254753j 0.00413263-0.00311877j 0.00239807+0.000112488j 0.00609872-0.00496055j -0.00528523+0.010604j -0.00853868+0.0118233j -0.00807758-0.0210083j -0.0266309-0.0119319j -0.0113687+0.00212843j 0.00198561-0.00352011j -0.00218756+0.00288413j 0.00440201+0.00343927j 0.00995073-0.027102j -0.00513607-0.00206478j 0.0026267+0.000687886j -0.000526958-0.000946633j -0.00264362-0.00401925j -7.88582e-05-0.00386404j 
0.00388283+0.000377344j 0.0105245+0.000117862j 0.00168904+0.00888271j 0.00506983-0.00596568j -0.00279929-0.00891508j 0.00586221-0.00067499j -0.00237027+0.00257574j -0.01353+8.66495e-05j 0.0129931+0.00124126j -0.00451085-0.00519003j -9.26243e-06+0.0178754j -0.00508119+0.00064456j -0.0053231+0.00176113j -0.00112891+0.014517j 0.0133934-0.00849573j -0.00524769+0.00213512j -0.00294122+0.00286701j -0.0093355+0.00975571j -0.00671605+0.00492634j -0.0119812+0.00595462j -0.00488444-0.0106546j -0.00852709+0.00600109j 0.00272008-0.00233869j -0.0225012-0.000593175j -0.00181634-0.00137622j 0.0325295-0.00146673j -0.0150433+0.002497j 0.0606528+0.000865759j -0.0182851-0.0309659j -0.0108623+0.0043576j -0.00430162-0.025336j 0.00852136+0.0209205j 0.0129204-0.00992004j 0.0182053-0.00502014j 0.00279593-0.00245845j -0.00462171-0.00200507j 0.0136477+0.00824412j -0.000978425-0.00703587j 0.00259649+0.00606177j 0.0148258+0.010951j 0.0108389+0.0133949j 0.0135637+0.0010418j -0.00723001-0.00157477j -0.00239187-0.00184616j 0.037358-0.0402997j -0.000197481-0.00117428j -0.00795143-0.00567944j 0.00763311-0.00977369j -0.0309419-0.0105313j 0.0216039-0.0124382j 0.0150044+0.0184733j 0.008723+0.0657381j 
-0.00238844+0.000638994j 0.0191328+0.0125148j 0.00838678+0.00402317j 0.0127349+0.00867659j 0.00646669+0.00649602j -0.00103336-0.00233208j -0.00706247+0.030945j 0.0194359-0.0125111j -0.0110433+0.00897643j 0.0126261+0.0215264j -0.00104089+0.0159994j 0.00442506-0.0238982j -0.00119878-0.0193701j 0.00732002+0.0310808j 0.00604944+0.00196966j 0.00492431+0.0122871j 0.00154069+0.0175644j 0.00372296-0.0178231j 0.000333751-0.00432076j 0.00334623-0.024772j -0.00566241-0.014444j -0.0030438-0.0025857j 0.00101116-0.00523083j -0.00777063-0.0174899j -0.00132178-0.0217516j 0.00869053+0.0130499j -0.0198966-0.00669932j 0.122732+0.0190455j -0.0420831-0.0887571j -0.0077238-0.0537041j -0.0225597-0.0332949j -0.0277151+0.107306j -0.0070127-0.000948069j -0.00559829-0.0178677j -0.000167001-0.00716121j 0.00443369+0.0124166j -0.000367203-0.106145j -5.52252e-05+0.00526602j 0.00221114-0.00761364j -0.00403417+0.000257288j -0.031654+0.0501202j 0.0232286-0.0375908j -0.0539758+0.0278728j -0.0752471+0.030286j 0.145209-0.0780006j 0.103526+0.0184279j 0.00252906+0.00420593j 0.0319047+0.0161799j -0.0538908-0.0504963j 0.0440326+0.0583095j 0.0872914+0.0721484j 0.018561+0.154407j 
-0.00601083+0.00361585j -0.0272578-0.0240773j 0.00751998-0.00158903j 0.00208342-0.0127969j -0.000682187+0.00373589j 0.00191283-0.00570003j -0.00272627-0.0251892j -0.00196029+0.0217501j -0.00534781-0.0190033j 0.00785236+0.00256977j 0.018312-0.0263916j 0.000510852+0.00951147j 0.0134088+0.0111546j 0.00241412+0.00405613j -0.00267855-0.00436519j -0.00135821+0.00473889j -0.00934258-0.00958191j 0.0118499+0.0159819j 0.00784764+0.008171j 0.0104608+0.0185024j 0.0083259+0.0139857j -0.00043992+0.00307179j -0.00455195-0.00196066j 0.00756105+0.0186495j 0.00356511+0.0200382j -0.0147106-0.0164916j 0.0306021+0.0122855j -0.0566369-0.0431752j -0.0248764+0.0732383j 0.0249958-0.0137326j 0.0233401+0.000471168j -0.0314019-0.0548551j -0.00407441+0.00319078j -0.00855718+0.0015202j -0.00823721+0.00368902j -0.00389799-0.0181377j 0.00282717+0.0537429j -0.0160165+0.00604196j 0.00730806-0.00177072j 0.0158436-0.00155882j -0.00682136-0.0264532j -0.0104165+0.0297052j 0.0393022+0.00469717j -0.00313312-0.0149986j -0.0402866+0.0510718j -0.0116998-0.00915127j 0.00112496+0.0052428j -0.0328634+0.0143898j 0.0324687+0.016521j -0.048349-0.0198507j -0.044943-0.00138791j -0.00222055-0.0285903j 
