0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
0.00211117-0.00236716j 0.000842081-0.00298942j 0.000313441-0.000239845j 0.000847146-0.000763105j 0.000822078+0.000580129j -0.000582341-0.00370305j -0.00508042-0.00368672j 0.00186478+0.00202367j -0.00326107+0.00276368j -0.0025715-0.000661466j -0.00392217+0.00649836j -0.000658352+0.0027898j 0.00299842+0.000941506j -0.00093298-0.00266208j 0.00270267-0.001229j -0.00257167+0.00597096j -0.00429347+0.00740268j 0.00379818+0.000258095j 0.000558046-0.00232684j -0.00260153-0.0099781j -0.012343+0.00883368j -0.00738328+0.00559417j -0.00838849-0.00856677j 0.000756018-0.00431279j -0.00719502-0.0142426j -0.00284033+0.0240539j 0.00673076+0.00674229j -0.010272+0.00423704j 0.00364731+0.00578723j -0.00290613+0.0021839j -0.00432278+0.00502399j -0.00779248-0.00921487j -0.00232465-0.00670251j 0.00284214-0.000768335j 0.00122288+0.00155139j 0.00066416+0.00386744j 0.00429047+0.00241545j 0.00351802+0.000677565j 0.00540439+0.00213011j 0.00550014-0.0040594j 0.000829395+0.00400155j -0.00279424+0.00392361j 0.000198418-0.00387022j 0.000707302+0.00171264j -0.00460284+0.00146961j -0.00216075+0.00142542j 0.00099331-0.00309727j -0.00127561-1.72562e-05j 0.00164443-0.00122799j -0.00321387+0.00423918j 0.0036816-0.00180499j -0.00283615+0.00131787j -0.000901873+0.00254949j -0.00182797-0.00665425j -0.000821617+0.000736572j -0.000345869+0.000267206j 0.000334914-0.00120152j 0.00872341-0.00102153j -0.00299581+0.00578678j -0.000177427-0.00178779j -0.00407128+0.00886495j -0.0130139+0.0026996j 0.00130131-0.00235374j -0.00592355+0.00989197j 0.00615519-0.0110303j -0.00797797-0.00816386j -0.00535726+0.0124839j 0.0013494-0.00141166j -0.0014493-0.00734654j -0.00131524-0.0106735j -0.00837078-0.0102237j 0.00240418-0.00864918j 
-0.00204524-0.000718907j -0.000507421-0.000473935j -0.00189704-3.36263e-05j 0.00055092+0.000929291j -0.000203819-0.00223635j -0.00362795-0.00127545j -0.000459503+8.86526e-05j 0.000679564-0.00317619j -0.00240358+0.000640656j -0.000141521+0.00208091j 0.00213138+0.00120539j 0.00107337-0.00205859j -0.00155948+0.00371769j -0.0017281+0.0011893j 0.0020983-0.00485274j -0.000182669-0.000119272j 0.00186015+0.00100307j -0.00361693-0.00489157j 0.0021215-0.00112026j -0.00370333+0.00229366j -0.00258009+0.00707268j -0.00536483-0.00491225j 0.000887936+0.00315509j -0.00744002+0.00404483j -0.00240561+0.000552791j -0.00565517+0.0147175j 0.00819164-0.0130756j 0.00307886+0.00844204j -0.00225201-0.000482769j -0.00904029-0.00974706j 0.00277506+0.00510449j -0.011445+0.00207402j -0.00507215-0.000556166j -0.00383444-0.00165777j -0.00243888-0.00386472j 0.00252008+0.00450869j -4.96513e-05+8.57061e-05j -0.000979558-0.000194334j 0.000608922+0.00134101j 0.000357366-0.00302707j -0.00524293+0.0027863j 0.00514549+0.000791274j 0.00318859-0.000409674j -0.000965146-0.00138752j -0.00333248+0.00491534j -0.00400079-0.000885745j -0.000532187-0.00176237j 0.00196232+0.00207581j -0.00143793-0.000999255j -0.00239058+0.00240589j -0.0008402-0.00127835j -0.00558555+0.000908705j 0.00377098-0.003471j 0.00571912-0.000883947j -0.00403516-0.0013133j 8.36282e-05+0.00655472j -0.00134426+0.00286022j -0.000432511+0.00184277j -0.0090568-0.00161597j -0.00573237+0.00081608j -0.00256621+0.00743868j -0.0144481+0.00759497j -0.0152933-9.86196e-05j 0.0135841-0.00456198j 0.00404612-0.00260949j 0.0112817-0.00650058j -0.00305645-0.0104616j 0.000464078+0.00753305j -0.00213275+0.0141115j 0.000330679-0.0127047j -0.00730867+0.00431759j -0.00373459-0.0112853j 
0.00434763-0.00470771j 0.00109758-0.0013952j 0.0026467-0.00587597j 0.00167561+0.00223236j 0.00312029-0.00314857j 0.00296214+0.000381654j 0.00250504-0.000497961j 0.00125634-0.00112221j -0.00121447-0.00516466j -0.001697+0.00296059j -0.00345263-0.00381679j 0.000721837+0.000838106j -0.00132129+6.14767e-05j 0.00308538+0.00212009j 0.00561253+0.00301335j -0.00435726-0.00357932j -0.00847879-0.00691577j -0.000358161-0.0112658j 0.000881256-0.00228592j 0.00458323+0.00927315j -0.00325111-0.00872201j 0.0109066-0.00947571j 0.00666753+0.00744563j -0.000568609-0.00772681j 0.0157243+0.0114201j -0.0143451-0.00295972j -0.00608512+0.00142996j 0.00924017-0.00120106j -0.0109196-0.0113456j -0.00359115-0.00348382j 0.00329923+0.0025357j 0.00291885+0.00264774j 0.00467503-0.000126161j 0.00444146-0.00330143j 0.00360872-0.0035688j -0.00357418-0.00165414j -0.0014085-0.00600668j 0.00526959-0.00259283j 4.62805e-05-0.000165373j 0.00675671-5.25173e-05j -0.000571258-0.00390692j 0.00391609+0.0077855j 0.000299754-0.00055171j 0.00512833-0.00235711j -0.00875054+0.00752562j -0.00493868-0.00270548j 0.0026805-0.0013153j -0.0033908-0.00290586j 0.000620288-0.00604763j -0.0029466+0.00836921j 7.78365e-05-0.00493758j -0.00375782-0.00219017j 0.00439613+0.0121231j -0.00837399+0.0105152j -3.53726e-05+0.00113861j -0.00668747+0.00517398j 0.00479965-0.000456212j 0.00046578+0.00865296j -0.00823737-0.00870446j 0.00161465-0.00645055j -0.0115935-0.0165184j -0.0153119-0.00186014j -0.0032993-0.00579362j 0.0118841+0.00704951j 0.00384657+0.00350477j 0.00581012+0.0147078j 0.0150921+0.00420221j 0.0137367+0.00294054j 0.0016151-0.00160484j 0.00492676+0.00483549j -0.0123911-0.00219719j -0.00117299+0.00279505j 
-4.98112e-05-0.00518546j 0.00221916-0.00383138j 0.00437978-0.00694449j -0.00218463-0.000791948j 0.00415135-0.0042005j 0.000921476-0.00935905j -0.00194789-0.00438809j 0.00274918+0.00123369j -0.00467473-0.002868j -0.00771766+0.00594933j -0.00939037+0.00451124j 0.00299582-0.003514j 0.00673233-0.00723474j 0.00301524-0.0074816j 0.0012212+0.00455991j -0.00871336+0.00363774j -0.00551561+0.00565847j 0.00200121+0.00741229j -4.07242e-05+0.00194871j -0.00437633-0.013259j -0.0172945+0.00213467j -0.00901983+0.00271613j -0.0120883-0.0165536j -0.0262046+0.0108744j 0.010988-0.00574462j 0.0110938+0.0128173j 0.00641252-0.00509144j -0.00242146-0.00638619j -0.0106419-0.00604175j 0.00589101+0.00511939j 0.00955442+0.00415345j 0.00048358+0.00604321j 0.00453064-0.0106278j 0.00221179-0.0026986j 0.00619623-0.0058907j -0.00360255+0.0045507j -0.000735439+0.00929612j 0.00107823+0.004796j 0.00909353+0.00418605j 0.00345465-0.00550036j 0.0055241-0.000461894j 0.00407433-0.00401325j -0.00233057+0.000114329j 0.00344215-0.00448895j -0.00131124-0.00427008j 0.00204057+0.0007818j 0.000247983-0.00227621j -0.00555842+0.00248026j -0.000177225-0.00397714j -0.000299526-0.00526569j 0.00313627-0.00297226j 0.00206697+0.00148372j 0.00125294+0.00210454j 0.00443476+0.00453522j 0.000848976+0.00572695j -0.00339983-0.00122819j -0.00231173-0.00539087j -0.00339624+0.00434906j -0.007052+0.000123883j -0.00173964-0.00487147j 0.000399773-0.00309298j 0.00304893+0.0098565j 0.00458752+0.00240308j 0.0026722-0.00675151j -0.00676471-0.00353885j 0.00986765+0.00429012j -0.00983068-0.00551204j 0.000780823+0.00610475j -0.000723555+0.000938568j 0.000737313+0.00130134j -0.00132647+0.00723916j -0.00449022-0.00737838j 
-0.00207066+0.00196319j -0.00294992+0.000146074j -0.0026286+0.0053646j -0.000309495+0.000629941j 0.000173948+0.000543827j -0.00362121+8.49604e-06j -0.00416068+0.00733025j 0.000235059-0.00336827j 0.00246991+0.00698431j 0.00158498-0.00255932j 0.0100659+0.00959226j 0.00281669+0.000240299j -0.00355822+0.00209286j -0.00392572-0.00226685j 0.00173992-0.00887789j 0.00421102+0.00877992j 0.0126088+0.00525269j -0.00603046-0.00292572j 0.00384736-0.00552828j -0.0103955+0.0055665j 0.00557229+0.00871557j 0.00538328-0.00528951j -0.0042973+0.00412444j -0.00370918+0.00180725j -0.013194-0.0103064j 0.018823-0.00135156j 0.0266168-0.00864084j -0.00258596-0.00078643j 0.0161018-0.00216695j 0.0114631+0.00718055j -0.00294616+0.0131494j -0.0105773+0.00913473j -0.0110672+0.0100684j -0.000761698-0.0133672j -0.000965551-0.0032073j 0.00316468+0.00760784j 0.00559667-0.00445644j 0.00262921-0.00798656j 0.000435687-0.0072823j -0.00186873-0.00112756j 0.00127069-0.00647629j -0.0021902+0.0027928j -0.00264856+0.00425024j -0.00376557+0.00200963j -0.00262228+0.00262776j -0.00326921-0.00421808j 0.000518048-0.000658674j 0.00329696+0.00405071j 0.00271512+0.000469628j -0.000177569+0.00252011j -0.000833601+0.0034009j -0.00808464-0.00449248j 0.00331017+0.0015974j -0.00672565+0.00249625j -0.000332784-0.00198551j 0.00307761+0.00492675j 0.000329444+0.00387788j 0.00269329-0.000970047j 0.00804563-0.0059286j 0.0025475+0.00581026j -0.0135763-0.00466697j -0.00701208-0.0101034j 0.000586468-0.00355214j 0.000265193-0.0028428j 0.0138077+0.00643832j -0.00282559+0.000794252j -0.001986-0.0107176j 0.000400533+4.37211e-05j -0.00209903+0.00180751j 0.0074821+0.00261762j -0.00131411+0.00466564j 0.00498779+0.0015045j 
0.000498938-0.00515083j -0.00402946-0.000706737j -7.78472e-05-0.00304909j -0.000449084-0.00260646j -0.000700245-0.00174036j -0.00379105+0.00387566j -0.00317424-0.00312579j 0.00440328-0.000168353j 0.0036231-0.00346662j -0.00476595-0.000400207j 0.00414514-0.00951656j 0.000572654-0.00418102j 0.00596538+0.00323458j -0.00423033+0.00578912j -0.00405786+0.00369079j 0.00517912-0.00827549j 0.00161534+0.0053171j 0.00234264+0.00397439j -0.00106915+0.00880945j -0.00494496-0.0114874j 0.00348408+0.000322369j -0.00532305-0.000871851j -0.00208148-0.00503168j -0.00254869+0.000217641j -0.000926685+0.0262079j 0.0246882+0.00317984j 0.00340205-0.00826815j 0.0170205+0.00693584j 0.00842852-0.000149612j -0.0168219-0.00482244j 0.0120607-0.00296139j -0.0129997+0.0105915j -0.00275925+0.00430167j -0.00480219+0.00640881j 9.56804e-05+0.00161232j 0.00733509-0.00723126j 0.00223778-0.000568858j -0.00176201-0.00083639j 0.00245813+0.0077146j 0.000914481+0.000474693j -0.00145192-0.000155249j -0.00107589-0.00738324j 0.00445985+0.00270567j 0.00340436-0.00149678j 0.000727148+0.00199042j -0.00367583-0.00794598j -0.000266066-0.00120989j 0.00420358-0.00322861j -0.003811-0.00951477j -0.00123727-0.00867541j 0.0074658-0.00167721j 0.000693055+0.0073235j -0.00677426+0.00125042j 0.00113636+0.0113939j -0.00239944+0.00406327j 0.000611236-0.00762281j 0.00207303-0.00452215j -0.00493832+0.000237874j -0.0131607+0.001983j 0.0104264-0.00556354j -0.00071736+9.98292e-05j -0.0106753-0.00469923j -0.00498264+0.000310361j -0.00507423+0.00273919j 0.00210498+0.00119343j 0.0141389+0.0155084j -0.0137158-0.00713464j -0.0125941-0.00294959j -0.000902894+0.000554236j 0.00261169+0.00126269j -0.00566023-0.0033927j 0.00524557+0.00279636j 
0.00255521-0.00350903j -0.00263042-0.00091974j 0.00142703-0.00368575j -0.00055638-0.00171075j -0.000224469-0.00192461j -0.0051491+0.00401558j -0.00513477+0.00525706j 0.00549776+0.000317908j 0.00620997+0.00270262j -0.00843883+0.00208173j 0.00886225+0.00371557j -0.00545267-0.000152728j 0.00492569-0.000717421j -0.00185049+0.00137592j -0.00437128-0.00108595j 0.00776331+0.00153522j 0.00841193-0.00735706j 0.0082523-0.00409046j -0.00497049-0.00373279j -0.0167416+0.0179685j -0.00224447+0.00723302j -0.00619742+0.0100083j -0.0186239+0.0155331j 0.0089406+0.00873427j -0.00466061-0.00695809j 0.0241852-0.020505j -0.00670419+0.0034247j -0.00338644-0.00720558j 0.00411052-0.000786095j -0.00375494+0.00731815j 0.0159286-0.00625844j -0.00745788+0.00822667j 0.000597673-0.000375299j -0.00551312+0.000710664j -2.47323e-05-0.00214229j 0.00180741-0.00465312j 0.00276926-0.00692623j -0.00258027-0.000312443j 0.00569879-0.0101816j 0.00654276+0.00241056j 0.00117585-0.0090702j -0.00519131+0.00306496j 0.000609359+0.00153809j -0.00262327-0.00235538j -0.00211325-0.000465352j -0.00074926+0.000853906j -0.00306711+0.00137163j -0.00273324+0.00149696j -0.00407963-0.000799792j -0.0095943+0.00658837j -0.00437541-0.000982709j 6.30203e-05-0.00241488j 0.00794392+0.00401469j 0.00297732-0.00213998j 0.00381262-0.0020696j -0.00698885-0.00154921j -0.00285689+0.00356952j 0.0109221+0.00694465j -0.00393828-0.00730505j -0.00844722+0.00264211j -0.00790111+0.00262557j -0.000924877+0.000284648j -0.00309287-0.0125179j -0.000631664+0.00716921j 0.000679009+0.00302204j 0.00312964-0.00284105j 0.00565193+0.00716312j -0.00237363+0.00364127j -0.0113066-0.0120939j 0.000685885+0.0022693j -0.00319337+0.00239796j -0.00311631-0.00119182j 
0.0028922+0.000709648j 0.00144215-0.00310271j -0.000799083-0.00107515j 0.000870647-0.00067509j -0.00116708+0.00050224j -0.000680536-0.00142736j 0.0030235+0.0010265j -0.000691755+0.0033609j -0.00406593+0.00646209j 0.00414048-0.00432715j -0.00712415+0.00520998j -0.00170259+0.00239525j -0.000993141+0.000529565j 0.00271381-0.00147287j 0.00261244-0.00153967j -0.00238572+0.00727587j -0.0101543-0.00371477j -0.00121523+1.14867e-05j -0.00443602-0.00640835j 0.00983447+0.00594198j -0.00717915-0.00713367j -0.00193045-0.00364965j 0.0086988+0.00359521j 0.00414251+0.00726432j 0.00747923-0.0109114j -0.0148602+0.000243841j -0.0202053+0.00853097j 0.00477849-0.0123122j -0.0151417+0.0171704j -0.0119735+0.00749j 0.00410192-0.0109109j 0.00330405-0.00784045j 0.00548829-0.00326049j -0.0043221-0.000585779j -0.00305021-0.000183843j -0.00288563+0.00448939j -0.00118108-0.00254715j -0.00325563+0.00157441j -0.00192472-0.00575356j 0.0014239+0.0031753j -0.00433282-0.00205187j 0.000518763+0.00342288j 0.00302362+0.000391121j 0.00179301-0.000248614j -0.00404462+0.000477043j -0.00327016+0.00119544j 3.3864e-05+0.00116724j 0.00102633+0.000233553j 0.00125578+0.00261329j -0.00716467+0.00578225j 0.000173449+0.00157342j -0.00608245-0.00211356j 0.002168+0.00201081j -0.00169016-0.00352709j 0.000146084-0.00232817j 0.00113752-0.000665162j 0.000887641+0.00292045j 0.000546458-0.00161798j 0.00325816-0.00457904j -0.00299724+0.0031399j 0.00598773-0.000898391j -0.00898552-0.000241624j -0.00705937-0.00307628j 0.00808947+0.00452443j 0.00253255+0.00369896j 0.00184965-6.66986e-05j 0.00758497-0.00474479j -0.00812576+0.00344859j -0.00237103-0.00214785j 0.00646593-0.00265754j 0.00181826-0.00410129j 0.00389211-0.000641409j 
0.00361368+0.00290526j -0.00106161-0.00382593j -0.00162612+0.000948497j 0.00382738+0.00189094j -0.00137843-0.000650147j -0.00640315-0.000747273j 0.00202589-0.00381472j -0.00239746-0.00109599j -0.00212373-0.000661836j 0.00588374-0.00398657j 0.0035725+0.00208127j 0.00230021-0.00653777j -0.00348831+0.00521j -0.00109042-0.00469252j 0.00399196-0.00514894j 0.00114096-0.00017386j -0.000527541+0.00419424j -0.00945739+0.00674388j -0.00561707+0.00395977j 0.00343962-0.00777312j 0.00171623-0.00308703j -0.00169277-0.0149912j 0.0109125-0.0079565j -0.00188294-0.00253273j 0.0074749-0.0141298j 0.0131926+0.0158407j -0.0109259+0.00606477j 0.0198821-0.00822354j -0.00885954+0.0105817j -0.00802992+0.00253961j 0.00993945-0.000243686j 0.00795539+0.00751637j 0.00234623+0.00849995j -0.00460453+0.00191234j -0.00369074+0.00424336j 0.00374992+0.00153682j -0.00139851+0.00030809j -0.00236683-0.00228902j -0.00270249+0.00342393j -0.00104575+0.00212251j 0.000723872+0.000583042j 0.00551988-0.00441176j -0.00188637-0.00086472j -0.000886325-0.0017395j 0.000946851-0.00265534j -0.00378739+0.00233939j -0.00131069-0.00185243j -0.00319169-0.0128908j 0.00131301+0.0102261j -0.00128696-0.00202769j -0.00794437-0.0055464j -0.00204234+0.0049836j 0.00599198-0.00571316j 0.0101437+0.00967299j -0.00297598-0.00309264j -0.00331788-0.00470382j -0.00565834-4.36577e-05j -0.00853747-0.002907j 0.00427347-0.00517995j -0.00859969+0.00110454j -0.00589835+0.00752688j -0.0041391+0.0116183j 0.00503909-0.000811678j 0.00390636-0.00742755j -0.00363584+0.00477127j 0.00499853+0.000741747j 0.0122032-0.000563217j -0.00892671-0.0182086j -0.00213724+0.00217341j -0.00477844-0.000572297j -0.00935775+0.00292093j -0.00416965+0.00268031j 
0.00142162+0.00205893j -0.00051377-0.000391298j 0.0015219+0.00199815j 0.00142862+1.778e-05j 6.21246e-05-0.000766347j -0.00282229+0.00177656j -0.0031034+0.00271004j -0.00014403+0.000822878j -0.000711846+0.007383j 0.000612265-0.00158286j 0.00119388+0.0069188j -0.00118924+0.00211422j 0.00346026+0.00199741j -0.00430145+0.00015489j -0.00690595-0.0016826j 0.00781503+0.00998697j -0.00403979-0.00303275j -0.00250303-0.00148662j -0.00132557-0.0130808j 0.00708073-0.000327546j -0.000208647+0.00517313j -0.00191757+0.0032238j 0.00343713-7.78141e-05j 0.00491971+0.0101094j -0.0157377+0.0060263j 0.0112466-0.00450513j -0.00676151-0.00129902j -0.00251537-0.00560297j -0.00209083+0.0072631j -0.00452178+0.00725031j 0.0104347-0.00389104j -0.00107881+0.00659933j 0.00232765+0.00417103j -0.00773572-0.00226296j -0.00169447-0.00117905j -0.000445017+0.00226612j -0.00157338-0.00644951j -0.00407495-0.00123537j -0.00169871-0.00485498j -0.00180919-0.0007254j -0.00454885+0.0022471j 0.00366557+0.00747211j 0.00369097+0.00160627j 0.00578814+0.00310139j 0.00166561+0.00194492j -0.00197026-0.00184756j 0.0015846+0.00308162j 0.000983698+0.00367754j -0.00117909-0.00259768j 0.00754841+0.00393496j 0.00891318+0.000392442j -1.12075e-05+3.33561e-05j -0.00345294+0.000583813j -0.00562654-0.0080084j 0.000561524+0.000920405j 0.00374627+0.00325237j 0.00350064-0.00494507j 0.00663346-0.0120344j -0.00823415+0.0115848j 0.0120717-0.0062571j 0.00972926+0.00591274j -0.00123823-0.00218065j -0.0146496+0.00147813j 0.0120871+0.0200606j -0.0011097-0.0103133j -0.00428238+0.00883555j 0.0122142+0.00556894j -0.00757239-0.00394659j -0.00770212+0.000308821j -0.00286558-0.000576369j -0.00220553+0.0047501j -0.00362469-0.00328084j 
0.00295161-0.00297927j 0.00207152-0.00148318j 0.00322611+0.000378277j 0.000122901-0.00427783j 0.00208788+0.00624311j 0.00310074-0.00332926j -0.00115311-0.00432377j 0.000519774+0.00358985j 0.000333663-0.0131931j -0.00435501+0.00206554j 0.00237334-0.0198559j -0.000411312+0.00482461j 0.00656693+0.00232992j 0.002666-0.00821834j -0.00603016+0.00666391j -0.00531473-0.00922936j -0.00145256-0.0138626j -0.00278754+0.0102708j -0.0051243+0.0139826j 0.0179089+0.0120216j -0.00527195-0.00463548j -0.00264841+0.0135201j 0.0142323+0.00438511j -0.00904053-0.0145278j -0.0318861-0.0201212j 0.00649584+0.00972241j 0.0108144+0.00891692j -0.00392422+0.00356898j 0.00259672-0.000919438j -0.00236918-8.63197e-05j 0.00545463+0.00247774j -0.00388986+0.0028319j 0.0025889+0.000198499j 0.00241005+0.00773709j 0.00262026+0.0105103j -0.00149338-0.00867046j 0.000113368+0.0058985j -0.00345261+0.00632208j -0.000570897+0.00559151j 0.00527552+0.000256823j -0.00301457-0.00272465j -0.000444252-0.00211786j 0.0020238+0.00197446j 0.00115592+0.0073328j -0.000178684-0.00331906j 0.00126499-0.00552984j 0.00212693+0.00187146j 0.00129528+0.00128055j 0.00899189+0.000567008j 4.49436e-05+0.0104695j 0.00378301+0.0175538j -0.00511762+0.00346845j 0.000312822-0.0070016j 0.00276442+0.000941923j -0.011398-0.00564339j -0.00764441-0.00587086j 0.00251656+0.000730904j 0.000588269+0.00572957j -0.0137666-0.0248393j -0.00190482+0.0172302j 0.00721332+0.0029726j 0.00257229+0.00666399j -0.003413-0.0101515j -0.0101217+0.0011011j 0.0113852+0.00708794j -0.0123943-0.00327243j -0.0101189-0.00570536j -0.00318329-0.00107536j -0.00522586-0.00204027j -0.00326857-0.00300755j -0.00147673-0.00301009j -0.00132007-0.00159803j 
0.00302309-0.00198823j -0.00242918+0.00125648j 0.000378852+0.00124911j 0.00288811-0.00428957j -0.00445355+0.000487007j -0.00315892+0.00327337j -0.00419646+0.00415603j 0.000193667+0.000999637j 0.000665653+0.00350575j -0.000887244+0.000172709j 0.00379944-0.00244851j -0.00559639+7.83114e-05j 0.0064905+0.00107674j -6.17232e-05+0.00515763j -0.00682878-0.00139557j 0.00688922-0.00228823j -0.000338135+0.000768469j -0.00310753+0.00287816j -0.00899211-0.00240172j -0.00230091+0.00387314j 0.00262854+0.00217413j -0.0124458+0.00187655j 0.00224686+0.000636365j 0.0165623+0.00822592j 0.00876962+0.005506j 0.0124757+0.000395463j -0.0235674-0.00391058j 0.0157804-0.00106379j -0.00589692+0.0124203j -0.0253891+0.00948323j 0.0136226-0.0151704j -0.00277173+0.0121596j 0.00180209+0.00283429j -0.00996031+0.00635832j -0.00692522+0.00179494j 0.00752972+0.000491271j 0.000955178-0.00120616j 0.00130389-0.000618022j -0.00248833+0.00092477j 0.000665701-7.09125e-05j -0.000793782+0.00471016j -0.000693707+2.4073e-05j 0.00174529-0.00227455j -0.00135252-0.00109204j -0.00303877+0.00194786j -0.00437064+0.00493456j 0.000186947-0.00244529j 0.0018137-0.00387j -0.00147553+0.0015846j -0.00338108-0.00147663j -0.000384309-0.00728844j -0.00343293+0.00350799j -0.0003654-0.0002538j 2.39532e-05+0.000834064j 0.0013775+0.000997208j 0.00253644-0.000129368j -0.001396-0.00181018j 0.000151727-0.00572607j 0.00405888+0.0058601j -0.000311093-0.00498768j -0.00452788+0.00486138j -0.00802045+0.00417457j 0.00480342+0.00459668j 0.000198288+6.68323e-05j -0.0033717-0.00820388j 0.00309634-0.00519458j -0.00487255+0.00220393j -0.00368206+0.00476888j 0.00865562+0.000383702j -0.00409294-0.00442999j 0.0037329+0.00218352j -0.00450966+0.00306735j 
0.00553409-0.00353516j 0.0025279+0.00378149j 0.00873213-0.00459785j 0.000781334-0.00173174j 0.000848323-0.00442137j 0.0081721+0.00476528j 0.00190418-0.00464984j 0.00118214+0.00537119j 0.00944293+0.000297948j -0.00952669-0.00343815j 0.00473772-0.000102032j -0.00538676-0.000270398j 0.0132252+0.00351722j 0.000953252+0.00589894j -0.0117303-0.0044258j 0.00636464-0.00784961j -0.00231578-0.000965416j 0.00266694+0.00776946j -0.00970188-0.000122373j -0.00430606+0.000770161j 0.0113223-0.0138213j -0.029185-0.00576117j -0.00439415-0.00273024j 0.00561614-0.0117913j -0.00728314+0.0117652j -0.00495402-0.00182842j 0.00685359+0.00379654j -0.0104121+0.0048808j 0.0081192-0.0117909j -0.00492962-0.00511154j -0.00279465+0.00296251j -0.00344915-0.00244666j 0.00564872-0.00847162j 0.00364368+0.00206909j -0.00141297-0.00570315j 0.00582292+0.000123926j -0.00630843-0.000347479j 0.00281003+0.00192574j -0.00391553+0.00187609j 0.00223623+0.00753889j -0.00136259-0.000333802j -0.00131021+0.00283973j 6.57436e-05-0.000993661j 0.000346559+0.00316336j -0.00315806+0.00108721j 0.000263587+0.00394995j -0.00577479-0.00120464j 0.00419907-0.0112046j -0.0015124+0.0032909j -0.00517438-0.00251907j -0.00404307+0.00415749j 0.000310018+0.00512298j -0.00350575-0.00362133j -0.0134309-0.00305302j -0.00124487+0.000156541j 0.00524928+0.00282768j 0.00866093+0.0112845j -0.012974-0.00102647j 0.00819913-0.00704449j 0.00660467+0.0058182j 0.00908895+0.000215857j -0.00348875-0.00365161j -0.00266934-0.00214471j -0.00763393-0.00925062j -0.00422674+0.000155114j -0.00677724+0.00611866j -0.000225445-0.00542649j -0.00265355+0.00927345j 0.00622773+0.00541324j 0.00165363+0.000543219j -0.00154571-0.0103703j 0.00695076-0.00533759j 
