-0.131323-4.38885e-16j -0.0801928-0.00707183j 0.00527348+0.00426445j 0.00288341-0.00272133j -0.15746+0.00234935j -0.227144-0.00134195j 0.113351+0.00584386j 0.0797473-0.00405616j -0.0310991+0.0020151j -0.396392-0.00379413j -0.0159085+0.000509999j 0.0997554-0.0110105j -0.0848565-0.0106562j 0.0342704+0.00695016j 0.0272121+0.0183509j -0.0166329-0.000445137j 0.0167713+0.0304196j 0.0564868-0.0259497j -0.0199937+0.0119747j 0.019205+0.0134026j -0.0444421+0.0126485j 0.0282555-0.00493676j 0.0438297-0.021281j -0.00707869+0.0275423j 0.0431514-0.018494j 0.0294489-0.00608549j -0.0175095+0.00199282j -0.0764162+0.0178339j 0.0357379+0.0240485j 0.0457793+0.00693535j -0.00524704-0.00182148j 0.00607681+0.0255013j -0.00678408+0.0114611j -0.023464+0.0307563j -0.00195365-0.0348025j -0.00343261-0.0129875j -0.0317042+0.0102907j 0.0470199+0.0151798j -0.0110832-0.00723585j 0.0161884-0.00350093j -0.0174815-0.021166j -0.00030833+0.0417108j -0.00121902+0.0531873j 0.0238588-0.00574695j -0.0360759-0.0321312j -0.0190298+0.0114074j -0.0111659+0.0729514j 0.00112247-0.0377989j 0.0815921+0.00466767j -0.00494966+0.00823363j -0.00690235-0.00241955j -0.0107274-6.16389e-05j 0.00554836-0.00610701j -0.00142031+0.00376677j 0.0176471+0.00771918j 0.003065-0.015587j 0.0145527-0.00247056j -0.000766916+0.0118851j 0.0105681+0.000465372j 0.00121385+0.0383067j -0.00979036-0.0323137j 0.00709576-0.00717593j 0.0147227-0.0168314j 0.00952917-0.00510418j 0.0298929-0.00725987j -0.0125022+0.00372794j -0.00972883-0.0307161j 0.000181446-7.26381e-05j -0.0205466+0.00421706j 0.0241043-0.00451305j 0.0423651-0.00111145j 0.00570293+0.0597031j 0.00453137-0.0127371j -0.00177369+0.0045304j -0.0506333+0.0383672j 0.0207164+0.0202594j -0.0272318-0.0120305j 0.00724433-0.0254809j -0.00531877-0.00654524j -0.00586483+0.0171313j -0.00814851+0.00833454j 0.00710707-0.0174155j 0.000761689+0.00320309j 0.00558959-0.0166609j -0.00530831+0.0217564j -0.00815018+0.0155081j -0.00677514+0.00914557j -0.0158488+0.0262499j -0.00395263-0.00142253j 0.0177035+0.0137489j 0.0325559+0.0400312j 0.0457675+0.00983306j -0.0301206+0.00665171j -0.008889+0.00895567j -0.0265071-0.00856314j 
-0.00343261+0.0129875j -0.00538852-0.0106425j -0.0016269+0.0137951j -0.00553275-0.0104848j -0.0272872+0.0181135j 0.0443471+0.00640737j 0.000876186-0.00187344j -0.0190317-0.0178306j -0.0135992+0.053536j 0.00224713-0.0383623j 0.00940487-0.0122673j 0.0100651-0.00492039j 0.00592918+0.0192197j 0.00265011-0.0106463j -0.0206585+0.00268097j -0.0163934-0.0124735j 0.00258872-0.0192939j -0.0228186-0.0289697j -0.00141571+0.0222398j -0.0108479+0.00471557j 0.0109993+0.00688496j -0.000771179+0.00368442j -0.0278295-0.00835417j 0.00822076-0.0220824j -0.0297642+0.0149707j -0.00805065+0.0256034j -0.0182831-0.0107912j 0.0257854+0.0218919j 0.0303808-0.0279282j 0.0251162-0.000977884j -0.0433975+0.0689491j -0.0304326+0.0363285j -0.0101177-0.0508395j 0.00600583+0.0902225j -0.049705+0.0104098j 0.0506142+2.01922e-15j 0.0033359+0.00628527j 0.0558514-0.115765j 0.0428752+0.0610046j -0.170328-0.0563674j 0.0180272-0.0500293j 0.143343+0.0455219j 0.379814+0.046675j 0.142718+0.113425j -0.0146291+0.122624j -0.0611911-0.177127j -0.169773+0.171268j -0.0826602+0.198078j -0.0371216-0.00665592j 0.0131331-0.00233219j -0.0145949+0.000865328j -0.0310436+0.0119466j 0.0483255-0.0180973j 0.0162403-0.00164921j 0.00837283-0.00598264j 0.00613704-0.00853469j -0.000362619-0.000439204j 0.00838733+0.0365152j -0.00608588-0.00310681j 0.0189619+0.0136839j -0.0160777-0.0035065j -0.0301861+0.000176415j 0.0195904+0.0136707j 0.0211273-0.0212672j -0.0231612-0.0207567j 0.0108357-0.00598012j -0.0116595+0.00924646j -0.00265808-0.0171231j 0.0311203+0.00781066j -0.00250465-0.0300924j 0.0376359-0.00692158j 0.00194721+0.0195535j 0.0100192+0.0182218j 0.0292869-0.040943j -0.0127711-0.0147515j -0.0309893+0.000708332j 0.00552305-0.0120173j -0.00196344-0.0431569j -0.00371364+0.0100464j 0.0151702+0.0148419j 0.0088566+0.00826348j -0.0157863-0.0201314j 0.00942629+0.0105944j 0.0121317-0.0118767j -0.0122322+0.0202221j 0.00434277-0.00797249j 0.017072-0.0131094j 0.00834692-0.00724636j -0.0033142+0.0200339j 0.00589287-0.00238833j 0.00785328+0.0130175j -0.0210729-0.0150902j -0.0144038+0.0218051j 0.00792793-0.00432378j -0.00970523+0.0191054j 
-0.0317042-0.0102907j -0.0128922+0.0130321j 0.0150076+0.00242802j 0.0147604+0.00790649j -0.0226455+0.000226686j -0.00226912+0.00171211j 0.00688579+0.00920817j 0.0372031+0.00635417j 0.00462308-0.00425825j -0.0139191+0.00958655j -0.00774932-0.00840945j -0.0146538+0.00621137j -0.014374+0.0125007j 0.00925887+0.00418799j 0.0134289+0.0086176j -0.0391835-0.0145681j 0.00441994-0.0122702j 0.0150488-0.00773956j -0.034525+0.0148906j 0.0184743-0.00723981j -0.0091341+0.00397259j -0.0175208+0.00377956j 0.0286413+0.0120904j 0.0201843+0.00671975j -0.0162551-0.0115587j 0.0077847+0.012625j 0.00109569+0.00345724j -0.0290091-0.00648578j -0.021715+0.0164194j 0.0453571-0.00239769j -0.0589824-0.0201124j -0.00792168-0.00753692j 0.014786+0.0464181j -0.0262408-0.00245291j 0.0613211-0.0415369j 0.0033359-0.00628527j 0.118247-1.7277e-14j -0.0699949+0.0910884j -0.0274936+0.0441963j 0.0498139-0.161279j 0.215612+0.108413j -0.0825474-0.033798j 0.130902-0.00615033j -0.134178+0.0886491j -0.0602291-0.0462057j 0.00711422-0.0537923j -0.0508643+0.0166073j -0.0083072-0.0292279j 0.0513085+0.000779458j 0.0125291-0.0259936j -0.0633989+0.00353815j -0.0528624+0.00169881j 0.0599824+0.00204903j -0.00112787+0.00220316j 0.0050065+0.0194458j 0.0247375+0.0261457j 0.00474781+0.0180961j -0.0278894-0.0108331j 0.0279958-0.0234552j -0.00883126-0.00738046j -0.0124778-0.0200298j -0.00107977-0.0191982j 0.00883368-0.00204416j -0.0374154+0.0411024j 0.00476117-0.00900223j -0.0237695-0.0353279j 0.00155962+0.00718185j 0.0141751-0.0158675j -0.0166157-0.000166482j 0.0409728+0.000354769j -0.0118154+0.0463085j 0.000542145-0.0303841j 0.00266281+0.0247744j 0.0480866+0.0286495j 0.0365228+0.0102717j 0.016587+0.00927816j -0.0258339+0.00917732j 0.0132265+0.0138855j 0.00724153-0.00814461j 0.0287312-0.0289248j 0.00307415-0.0350813j -0.0174117+0.0113288j 0.00132862+0.000849194j -0.0377394-0.0195933j 0.01518+0.0121857j -0.00953756+0.00324451j -0.00890796-0.0194784j 0.00824679+0.0316762j 0.0143023-0.00906473j -0.0317718+0.00218912j 0.0208966-0.00768642j 0.0250526-0.0162692j -0.00270805-0.0275417j -0.00121482-0.00138809j -0.0104527+0.0115547j 
0.0470199-0.0151798j 0.00532416-0.0157361j -0.00726892+0.021677j -0.0207527+0.00380757j 0.00660537+0.00240354j 0.0135197+0.0119945j -0.00258145+0.00340745j -0.0281109+0.00897838j 0.0340075+0.00823256j -0.0218135-0.00527223j 0.02072-0.00462758j 0.00287703-0.0246194j 0.0394765-0.00234274j -0.00981748+0.0130377j -0.0180388+0.00651121j 0.0136162-0.000823864j 0.0115784+0.000720829j -0.013547-0.0135263j 0.0602213-0.00100565j -0.0292891-4.00984e-05j 0.00257943+0.00595065j 0.0234362+0.000555969j -0.0223876-0.00413806j -0.0432643-0.0119331j -0.0322963-0.000192503j 0.00942875-0.00254898j 0.0462636+0.00957637j 0.0631858+0.0139118j 0.0242069-0.0262161j -0.0950336+0.0394029j 0.157427+0.00820935j 0.147755-0.0111005j -0.00628556-0.0589969j -0.047722+0.0222878j -0.0142452+0.0337525j 0.0558514+0.115765j -0.0699949-0.0910884j 0.260279-3.05495e-13j -0.0765204+0.0826646j -0.020719+0.0397858j -0.00348172-0.0321993j -0.0945551-0.0243328j -0.0381314-0.16261j 0.178729-0.022773j 0.242015-0.00832114j 0.0938858-0.0347082j 0.162741-0.00665179j 0.0835185+0.0632353j -0.0811413-0.0205652j -0.0506696+0.0316906j 0.12567+0.00114465j 0.140701-0.00494799j -0.186693+0.00762452j -0.028347+0.00253592j -0.000990856-0.0158497j 0.0195901-0.00525796j 0.0247736-0.0233805j 0.00670949+0.00784339j -0.0175258-0.0155977j -0.0176872-0.00941927j 0.0276809+0.0401944j 0.0249849+6.52313e-05j 0.0233042-0.0103429j 0.0345445-0.0129009j 0.0318208+0.00752368j -0.0140078-0.000928078j 0.0142153+0.008824j -0.00614597-0.000440782j 0.0103569+0.00952294j 0.00194901+0.00954541j -0.0295822+0.00528765j -0.0279034-0.0300819j -0.0126621+0.0494537j -0.0322308-0.00375426j 0.0359484+0.00136461j -0.100906+0.00413162j 0.0489029-0.0220912j -0.025309-0.0102831j -0.0290189+0.00723561j -0.0164758+0.0130155j -0.00303225+0.0144548j 0.0138439-0.0100803j 0.00131467-0.00190991j 0.025938+0.00775775j -0.012549-0.0217743j 0.0036246-0.0449969j 0.0106625+0.0119292j -0.0341334+0.0220564j 0.0065999-0.0135223j -0.00622608+0.00933152j 0.0259138+0.0375902j 0.00671287+0.0428794j -0.00215925+0.0426965j 0.00183954-6.93544e-05j 0.0352655-0.0387209j 
-0.0110832+0.00723585j -0.00520097+0.00268119j 0.0113374+0.000656864j -0.0146563-0.00344186j 0.0312987-0.00739357j -0.00300911+0.00574305j -0.00627451-0.00644084j -0.0251417+0.000560434j -0.0315338+0.0138843j 0.0164902-9.10568e-05j -0.00164907+0.00381581j -0.0166254-0.00946201j -0.014442-0.00848955j 0.0232981-0.012925j -0.0293418-0.00211267j -0.00243935+0.0349443j -0.00583979+0.0140449j -0.0219431+0.0122244j -0.0100696-0.0255276j -0.0210503+0.0112931j 0.00854004-0.0115589j 0.010274-0.015596j -0.000760962-0.0121947j -0.0244914-0.0184102j -0.0203803+0.000670139j 0.0172409-0.011565j 0.0158202-0.00193349j 0.00779336-0.0014546j 0.000982903-0.00865276j 0.0442967-0.00244503j -0.0532966-0.00538337j -0.0450074+0.0671627j -0.0415854+0.0410665j 0.00911185+0.02273j 0.00629771+0.0521735j 0.0428752-0.0610046j -0.0274936-0.0441963j -0.0765204-0.0826646j 0.0222162+3.19883e-15j -0.214856+0.125991j -0.256967-0.16591j 0.118482+0.134556j -0.167495+0.0433557j -0.0139371-0.140108j -0.107937+0.0630074j -0.151492+0.101384j -0.0406948-0.0367882j -0.0102345+0.00673125j -0.00624472+0.0361802j 0.0281503+0.00871823j -0.0310766-0.00479244j -0.064088-0.00648137j 0.0646348-0.0108125j 0.00399399+0.0132376j -0.00455737+0.0102977j 0.010764-0.0501143j -0.00131452-0.00468988j 0.00441762+0.0141078j -0.0447957-0.0070963j 0.0236886+0.0117077j 0.0117349-0.00820343j -0.0252892+0.000404858j 0.00225748-0.0399477j -0.0139508-0.0195647j -0.0115206-0.00387717j -0.00877199+0.00662466j 0.0300343-0.0170359j -0.0195645-0.00345738j -0.00235558-0.0174378j -0.00552175-0.020415j 0.0319035+0.0421289j 0.0178801-0.0074194j 0.0165268+0.00625606j 0.0573173-0.0467669j 0.0136443+0.0128564j -0.00555548+0.000718127j -0.0138379-6.29229e-05j 0.00370129-0.00931025j 0.0066518+0.000969609j 0.0246656-0.000485149j 0.0142717-0.00865254j -0.0214823-0.00846069j -0.00058226-0.00129457j 0.0025972-0.0257826j 0.00167836+0.0172522j -0.000297295+0.0137113j 0.00562777-0.0225499j -0.0130061-0.00169853j 0.0258424+0.00771223j -0.00724142-0.0142255j -0.00179084+0.0223702j 0.00511107+0.00227343j -0.00403031-0.0144977j -0.00203818-0.00032819j -0.0162294+0.010966j 
0.0161884+0.00350093j 0.0227537+0.00335576j 0.00617183-0.0299273j -0.0225494-0.00853699j -0.00104357+0.0184544j 0.00967935-0.00735429j 0.00127405+0.0113515j 0.00459784-0.0356475j -0.00327492+0.0149548j -0.00973765-0.00829865j 0.0125914-0.0094505j 0.0206949-0.0034485j -0.0139426+0.0151459j -0.0193332-0.0225127j -0.00230895+0.0248049j 0.0661372+0.0122493j 0.0124395+0.00286299j -0.0152564+0.00516041j 0.0346703-0.00835087j 0.00793164+0.0149185j 0.0233288-0.00948944j 0.00930715-0.00558903j -0.0114519-0.00671379j -0.0125965-0.0021272j 0.0387778-0.00651015j -0.0257496+0.00358949j -0.0173679+0.00378052j -0.00102939+0.0112206j 0.0055544-0.00452298j -0.0400483-0.0046884j 0.0643817+0.0311174j 0.00527776+0.092315j -0.0475796+0.0294345j 0.0279346-0.0892244j -0.0540441+0.111084j -0.170328+0.0563674j 0.0498139+0.161279j -0.020719-0.0397858j -0.214856-0.125991j 0.124224-3.49304e-14j -0.219879+0.14336j 0.0501168-0.0464635j 0.115748+0.0824584j 0.0331922-0.0921632j 0.0919969+0.085836j 0.0369276+0.0646931j 0.00852092+0.0973117j 0.00918912+0.0582581j 0.0153721+0.0141233j -0.0105062-0.0113002j 0.0288041-0.000735203j 0.0533983+0.00871745j -0.0388634-0.0234432j -0.0375737+0.0337457j 0.00694097-0.0296875j -0.0295442-0.0112077j 0.0351677+0.0200451j 0.0108847-0.00980061j -0.0141649+0.0131622j 0.0208498-0.0215071j -0.0214598-0.0131864j 0.00777975-0.0107366j -0.00536819+0.00202412j -0.0214683-0.00237542j 0.0225358-0.0220688j 0.00642067-0.0147671j -0.0293004+0.000774991j -0.00199594+0.0155524j -0.0195299-0.0405889j -0.0096707+0.00299437j 0.00510661-0.0281364j 0.0488722-0.0329589j 0.022494-0.00680319j -0.0538735-0.0197151j 0.0118818+0.0072125j -0.0284533+0.00660737j 0.0135223-0.00637155j -0.035952-0.00766806j -0.000418853+0.0119064j -0.0343544+0.0310495j 0.0253441+0.0286531j 0.0164295+0.0156748j 0.00130105-0.000577137j 0.011915+0.0133045j 0.000957728-0.0119232j 0.0137467-0.00990146j 0.00243313-0.0103133j 0.0049677-0.00941592j 0.0159401-0.0120881j -0.000157584-0.00658485j 0.00777096+0.0166115j -0.00580859-0.000999505j -0.00900497+0.0213625j 0.00742642+0.00218275j 0.0101853-0.00200918j 
-0.0174815+0.021166j -0.000176222+0.0234059j 0.0325974+0.00949041j -0.02145-0.0062641j 0.0120598-0.0114944j 0.00392184+0.00803458j 0.00529853-0.00387638j 0.0178916+0.00913338j 0.00404078+0.0173787j -0.0282869-0.0119689j -0.022084-0.0083114j 0.000115482+0.00529123j 0.00918356+0.0204401j 0.000993676+0.00448867j 0.0104877+0.0328778j 0.0476647+0.0200244j -0.0123283-0.00652671j -0.0226236+0.01856j -0.00129983-0.0217899j -0.0196077+0.00548661j -0.00228815-0.0220613j 0.0108373-0.018098j -0.0105078-0.00451519j -0.0249432-0.00799945j 0.0101572-0.0240805j 0.0094987+0.0134787j 0.0155661+0.0138318j -0.000947964+0.00344433j 0.0031683+0.0223786j 0.0308937-0.014545j -0.0145235-0.00837901j 0.0437572+0.0773582j 0.0384922+0.109627j -0.00158422-0.0330813j 0.0927306+0.134324j 0.0180272+0.0500293j 0.215612-0.108413j -0.00348172+0.0321993j -0.256967+0.16591j -0.219879-0.14336j 0.0277787-2.15383e-14j 0.0166127+0.0968268j -0.0338853-0.0872037j -0.0889388-0.0641302j -0.0151715+0.0656967j -0.0633854+0.0748826j 0.031005-0.0190361j 0.0230655+0.0213275j -0.0203573+0.0181648j 0.00658141-0.0255211j -0.0336678+0.0074085j -0.00196851+0.00719732j 0.0266038-0.00903892j 0.0387457+0.0260094j 0.000676757-0.0177459j -0.00781348+0.0098032j 0.0183466-0.0282233j -0.00942141-0.00156195j 0.00624222+0.00763958j -0.0162702+0.00980418j -0.0388649+0.00778092j -0.0150033-0.0037493j -0.00217752+0.0234639j 0.0446274+0.0327827j -0.0226022-0.0143155j -0.0238969+0.0203842j -0.0125454+0.0349818j 0.0117683+0.00590836j -0.0396434-0.00910512j -0.0127246-0.0219154j -0.0140761-9.14804e-05j 0.00339689-0.0339863j 0.00789435-0.0449609j 0.0180699+0.0141555j -0.00188243+0.00139194j 0.0325728-0.000471451j 0.0058443+0.0123823j -0.00414603+0.0154108j 0.00986197+0.00958139j 0.0245399-0.00143348j 0.000338298-0.0188095j 0.00301692-0.0083919j 0.000470683-0.000613997j 0.0022539-0.00836243j 0.00391919+0.0113382j 0.00940034+0.0121139j -0.0139933+0.0011957j -0.00929231+0.00919601j 0.0069728-0.020922j -0.000507196-0.00490346j 0.00903964+0.0131092j 0.0178236-0.0136451j -0.0107665-0.0113868j -0.00155712+0.00753697j -0.0152335+0.00721594j 
-0.00030833-0.0417108j -0.0164561-0.0299634j -0.00543979+0.00498759j 0.00800365+0.0140396j 0.00235655+0.00100066j -3.36952e-05+0.00262652j -0.00466365-0.00120937j -0.0148759+0.00272397j -0.00341335-0.00197374j 0.00616437+0.0251092j 0.0128909+0.000897296j -0.0233965-0.017129j 0.00107734-0.00784429j 0.0224862+0.0132099j -0.0373526-0.0214573j -0.0340096+0.0141526j -0.0104468-0.00958058j -0.0131092-0.00476636j 0.0138918-0.00248516j -0.0324326-0.0111883j 0.0385268+0.0115183j 0.0326651+0.00897488j 0.00160528+0.003165j -0.0281791-0.0153328j -0.0236031+0.0185108j 0.0011358+0.000467173j 0.0416683+5.09359e-05j 0.0419566-0.0169621j -0.0144223-0.0290382j 0.0191813+0.0462619j -0.0209532-0.0258922j -0.111248-0.0243159j -0.0905649-0.0763777j -0.0226685+0.071972j -0.0610608-0.0207694j 0.143343-0.0455219j -0.0825474+0.033798j -0.0945551+0.0243328j 0.118482-0.134556j 0.0501168+0.0464635j 0.0166127-0.0968268j -0.0364163-2.31759e-15j -0.0342699-0.0381348j 0.0667435-0.0327492j -0.0825801-0.0531943j -0.0791769-0.0744032j -0.0136671-0.0403391j -0.00268595+0.00945682j -0.0274638-0.00414919j 0.0127097+0.0325354j -0.00842506-0.0100148j -0.0164546-0.0292774j 0.0821297+0.0131539j -0.0293622-0.0139076j -0.0120092-0.0226754j 0.02597-0.0225902j -0.0144927+0.0304464j 0.00246482+0.0152834j -0.0183219-0.0218175j -0.0277494+0.0106999j 0.0337345+0.00567075j -0.0126275+0.0117035j -0.00732339+0.0235881j 0.00407608+0.00148017j -0.015794+0.0316303j 0.0268499+0.00282113j -0.00859737-0.00471436j 0.00185295+0.0202383j 0.052437-0.0518189j -0.00450187-0.00331959j -0.0322248+0.014003j 0.0275331+0.037474j 0.0521505+0.0422975j 0.0221485-0.00624049j -0.0053425+0.0131557j -0.0138994+0.0353924j -0.0126704-0.0167337j -0.0267117-0.00472584j 0.0113506+0.000936625j -0.000455451+0.00898604j 0.0119326+0.0113786j -0.0055907-0.00829998j 0.00119548+0.000733559j 0.00982964-0.0161117j -0.00960643+0.00515768j -0.0117773-0.014595j 0.0206867-0.0122887j -0.0267562+0.0457159j 0.0178848-0.00508507j -0.0411691-0.00122174j 0.0312833+0.0247086j 0.0295772+0.0289579j 0.00805392-0.01857j -0.0110853-0.00783978j -0.00725833-0.00478582j 
-0.00121902-0.0531873j -0.0128411-0.0512605j 0.00771709+0.0175296j -0.00899206-0.000778984j -0.0156528+0.0114321j 0.0147534+0.00682442j -0.00494827+0.00570247j 0.00632482-0.0125776j 0.000710608+0.00243676j -0.00399148+0.0179275j 0.0359962+0.00576839j -0.0257071-0.00893033j 0.0355443+0.0109675j 0.0216889+0.0669818j -0.011144+0.0229041j -0.00063072+0.0209953j 0.0116946-0.00486338j 0.0162842-0.00909332j 0.02375-0.012279j -0.00307412+0.00289619j -0.0096654-0.00938096j 0.0206611-0.0201657j 0.00678459-0.0155634j -0.0236713-0.0101036j 0.0282327-0.00319191j -0.0121934+0.0114189j 0.0164084-0.000905126j 0.0154213-0.0134127j 0.00044375-0.00586922j 0.00679526+0.0860476j -0.0280597-0.0386898j -0.0963516+0.00785581j -0.0886712-0.0875776j 0.0276556+0.145668j 0.0315352+0.207475j 0.379814-0.046675j 0.130902+0.00615033j -0.0381314+0.16261j -0.167495-0.0433557j 0.115748-0.0824584j -0.0338853+0.0872037j -0.0342699+0.0381348j 0.0527702-1.25499e-14j -0.0219118-0.129372j -0.0655527-0.0319948j -0.0456989-0.0618684j 0.0133417-0.00835982j -0.0214174+0.0271266j -0.00371034-0.027867j 0.02629+0.0531408j 0.00414145-0.0142612j -0.0435672-0.0115344j 0.0456433+0.0188947j 0.000944814+0.0101779j -0.00756504+0.0034787j -0.0204566-0.0354707j -0.0037707+0.00728281j 0.0127071+0.0103374j -0.0236213+0.0206262j -0.0251381+0.00186823j 0.0327815+0.00542932j -0.000850162+0.0189387j 0.0186995-0.00209141j -0.0440929-0.00479962j -0.0268891+0.0322807j 0.0102984-0.0387944j -0.000193457-0.0121348j 0.00528858-0.0106912j -0.00558555-0.00410516j 0.0029114+0.00747275j -0.00866715+0.00456228j -0.00279771+0.00258282j 0.015913-0.00564783j -0.00774751+0.00934166j -0.00791796-0.00402472j 0.00170717+0.0210119j -0.0293734+2.9452e-05j -0.00359642+0.00278279j -0.00358114-0.0196084j -0.00275713+0.0236679j 0.0161737+0.0108119j 0.0100439-0.00733258j 0.00506522+0.00301271j 0.0191479+0.000707346j -0.0218961+0.00610101j -0.0181249-0.00605778j 0.00727246-0.00226705j -0.00625471-0.00716146j -0.0055746+0.0142861j -0.00746424+0.0167422j -0.00587505+0.000432268j -0.00802625+0.0181479j 0.00648246-0.00564836j -0.0078295-0.00903485j -0.00440787-0.00550238j 
0.0238588+0.00574695j 0.0161607-0.0129912j -0.0156131+0.0116662j 0.00943472-0.00038681j -0.0118656+0.00321746j 0.00541035+0.0101884j -0.00679957+0.0216984j -0.000931309-0.000590505j -0.0121133-0.00319537j 0.0335712-0.0111476j 0.0223982+0.0202954j 0.0226097+0.00834509j 0.0252693-0.00869023j 0.0226096+0.030975j 0.0112805+0.00157209j -0.0270038-0.012303j -0.00377056+0.0141775j 0.044221-0.00268903j -0.0295369+0.00983876j 0.0528826+0.0075681j -0.0355417+2.5204e-05j -0.0449287-0.0113651j -0.00927467-0.0148175j 0.0303465+0.0046251j -0.023279-0.00498826j 0.00435045-0.00885849j -0.0483206-0.0153931j -0.0351101+0.0112722j 0.0251331+0.00940121j -0.038058+0.0129326j 0.00519627+0.0061123j 0.0436006-0.0466976j 0.0453195-0.0907235j 0.0835252+0.0491435j 0.12705+0.0474552j 0.142718-0.113425j -0.134178-0.0886491j 0.178729+0.022773j -0.0139371+0.140108j 0.0331922+0.0921632j -0.0889388+0.0641302j 0.0667435+0.0327492j -0.0219118+0.129372j -0.0136265+1.10675e-15j 0.0787395-0.0244277j 0.11475+0.0156055j -0.0119775+0.0477183j -3.10919e-05-0.0314691j 0.0605224-0.00771275j -0.0468865+0.0251603j 0.0664955+0.0184738j 0.0569088+0.00554327j -0.0346105+0.0190858j -0.0190238-0.0105357j 0.0154468-0.0233983j -0.00601899-0.0210246j -0.00509326+0.00659207j -0.00335115+0.00745803j -0.0138213-0.00932596j -0.0149196+0.0282206j 0.0176986+0.0180998j 0.0187002-0.00564246j 0.0195412-0.00473115j 0.0368657-0.00951942j 0.0325605+0.0126285j -2.27181e-06+0.017993j 0.020848-0.00132508j -0.0127398-0.0163464j 0.00124275+0.0317915j 0.00118378-0.0025267j 0.023691+0.0177901j -0.0373395+0.0178831j -0.0248649-0.00480717j -0.000785094-0.00652518j -0.00684464-0.0435021j 0.0050538-0.0603946j 0.0304611+0.0153776j 0.0737538+0.00210458j -0.0339771-0.012607j -0.00396702-0.0163086j -0.000162563-0.0100038j -0.0128678+0.0142005j 0.00479266-0.00277096j -0.0142405+0.00804807j 0.00625256-0.00691136j -0.00752141-0.00799294j 0.00391379-0.0118979j 0.0348237-0.0566242j -0.0111138+0.043208j 0.0320519+1.42734e-05j -0.0492842-0.0434618j -0.0624802+0.000942832j 0.0154093+0.0288863j 0.01454-0.0114682j 0.0346964-0.00250259j 
-0.0360759+0.0321312j 0.00806373+0.0169312j 0.0142487-0.0144509j 0.012679-0.00245586j -0.00733714-0.018033j 0.010346-0.00817513j -0.000367201-0.0111053j 0.0134274-0.00450994j -0.0202942+0.0062704j 0.0252683+0.00566431j -0.028545+0.0193604j 0.0985839+0.0320076j -0.045051-0.00148226j 0.00331766+0.0350224j -0.0217549-0.00267745j 0.0731293+0.00437459j -0.0579327+0.00825418j -0.0800553+0.00653883j -0.0207563+0.0162773j -0.0216529-0.00270043j 0.0502477-0.0112742j -0.0098718-0.00149459j -0.00590553-0.00394094j 0.0168338-0.00307656j -0.0435302+0.00245633j 0.0321569+0.00196015j -0.0324864+0.00085161j -0.0982951+0.00772737j -0.0102677+0.049533j 0.0386711-0.0547973j 0.0443432+0.0187376j 0.015157-0.0389237j 0.0532651+0.032897j 0.172727+0.0703961j -0.0856701+0.06341j -0.0146291-0.122624j -0.0602291+0.0462057j 0.242015+0.00832114j -0.107937-0.0630074j 0.0919969-0.085836j -0.0151715-0.0656967j -0.0825801+0.0531943j -0.0655527+0.0319948j 0.0787395+0.0244277j 0.0261424-7.53694e-15j 0.00881572-0.00425344j -0.0201536+0.0129091j 0.00125611-0.0408238j -0.0203969+0.0136621j -0.0313938-0.0123404j 0.0474691+0.0271953j 0.039399+0.034343j -0.0741509+0.0200777j -0.0513608+0.000955909j 0.0528666+0.0210439j -0.000565178-0.00927j 0.0108032+0.034037j 0.00829078-0.016763j 0.00292923-0.00139253j 0.0125647+0.00839507j -0.00267478-0.0342335j 0.0430072-0.00230597j 0.0147752+0.0157136j 0.0199044-0.00471334j 0.0680246-0.0158139j -0.00710166-0.0087041j -0.0234283+0.00029561j -0.00252635-0.00705952j -0.0103679-0.0156501j 0.0308027-0.0066617j 0.0371622-0.0147272j 0.0348096-0.0116512j -0.00704889-0.000895848j -0.0156262-0.0036889j 0.0233716-0.0115235j 0.0581261-0.0456098j 0.124334+0.0121832j -0.0314567+0.0548056j 0.01263+0.108616j -0.00792022-0.023767j -0.00945747+0.00105125j -0.00881322+0.0145745j 0.00521218-0.00237083j -0.0207055+0.0112775j 0.0273165-0.0306945j 0.0319295-0.0561285j 0.00306233-0.00427398j 0.00959704+0.0156167j -0.00461965-0.0185846j -0.0363073-0.0375611j 0.00560347-0.0127621j 5.5966e-05-0.0211115j -0.00178372-0.00338416j 0.0294215-0.0152864j 0.0572262+0.0112228j 
