0.00808953+2.16493e-15j 0.0591227+0.0360918j 0.0209591+0.0723308j 0.00575325+0.103857j -0.00956596-0.0749264j -8.04192e-05+0.0573575j 0.0555349-0.0509778j 0.154445-0.110811j -0.107626+0.0923016j -0.0675475-0.0073338j -0.080916+0.0705181j 0.186183-0.163508j -0.0438808-0.116038j -0.0941579-0.108238j -0.052379-0.0359117j -0.230994-0.0789561j -0.187173+0.0373415j -0.279928+0.0585415j -0.0458937-0.0830286j -0.137689+0.0842328j -0.0812874+0.102149j 0.0180121-0.23615j 0.0886178-0.0395194j -0.121335-0.0629999j 0.162788-0.0539297j 0.0186034-0.0246922j -0.0890064+0.47871j -0.647177-0.266778j 0.0847695-0.0710656j 0.862053-0.289917j -0.191768-0.162951j 0.161341-0.0978438j -0.058822-0.0386499j 0.090517+0.224198j 0.110444+0.0816365j -0.164803-0.172601j 0.0149755-0.0126872j -0.0840669+0.0384078j 0.16843+0.099043j -0.0177635+0.157876j 0.0689705+0.0982241j 0.0932292-0.193278j 0.118813-0.204874j -0.0296863-0.0792415j -0.0487475-0.107705j -0.0351288-0.244396j -0.0821962-0.132327j -0.144183-0.33922j 0.469557+0.208257j -0.0272106+0.0392632j 0.291347+0.0351704j 0.169509-0.0930049j 0.304171+0.0589612j -0.132629+0.487049j 0.12059-0.181862j 0.161734-0.162j 0.0247408+0.587472j 0.210592+0.326366j 0.233276+0.199488j 0.425765+0.130501j 0.330828-0.457697j 0.166637-0.0351576j 0.0184613+0.575222j 0.428823+0.136431j 0.554462+0.514993j -0.105375+0.593873j -0.292418+0.630837j 1.23203+0.495309j 0.710134+0.542692j 
0.425765-0.130501j 0.293202+0.188127j -0.148221+0.359087j 0.20552-0.51989j -0.0325592+1.11664j -0.248818-0.348724j 0.0922164-0.399808j 0.457629+0.638547j -0.874064-0.150982j -0.527397+0.104776j -0.572836-0.202694j -0.354537+0.878045j -0.245959-0.34767j 0.531946+0.144585j -0.110412-0.728859j -0.925911-0.221209j 0.0607597+0.102542j 0.371757-0.374514j 0.0997516-0.212175j 0.214598-0.0518736j -0.264834+0.144088j 0.0489793-0.0576481j 0.279837-0.216406j 0.203403+0.1222j -0.0153254+0.281967j -0.1451-0.174164j -0.14211-0.207402j 0.29085-0.0539599j 0.661623+0.196647j 0.151339+0.115738j -0.174883-0.336263j 0.919107-0.230123j 0.203767-1.00448j 0.433053+0.186266j -0.876773-0.777972j 0.966601+1.23553j -0.114065-0.530532j 0.91493-0.673677j 0.0858702-1.58844j 0.588729-0.65028j -0.0818451+0.254803j -0.246364+0.442307j -0.525281+0.808097j -0.775089+0.0429023j -1.26757+0.153465j 0.726007-0.0590268j -0.275148-0.0622942j -0.42464-0.779375j 1.15565-0.0547557j -0.779528-0.207661j 0.239116-0.460339j 0.896666+0.687995j -0.220554+0.346065j -0.917182-0.147291j 0.896346+0.00909828j 0.466208-0.2649j -1.08391-0.0646023j -0.022237-0.220983j -0.806865-0.0210852j 0.00571203-3.19744e-14j -0.542086+0.269847j -0.192103-0.0371338j 0.249698-0.370476j 0.761214+0.0207737j -0.0871808-0.1031j -0.0171373+0.0764692j 0.0854684+0.0806711j -0.0253566+0.235842j -0.0479822-0.0119283j 
0.330828+0.457697j -0.27905-0.24589j 0.232194+0.815181j -0.046751+0.42402j -0.919092+0.344013j -0.71185+0.811886j 0.0409967+0.568044j 0.719936-0.374184j -0.680044-0.151256j -0.845175-0.584766j -0.044878+0.235335j -0.011495+0.652779j -0.542864-0.201504j -0.550947+0.0140491j -0.00527009+0.324189j 0.0296574-0.0916982j -0.348432+0.0343221j 0.164591-0.42962j 0.0200883-0.308793j 0.270546-0.153243j 0.0766024+0.0416677j -0.083062+0.337319j 0.139403-0.0391552j 0.241187+0.541481j -0.129891-0.319051j 0.222786+0.252103j -0.418224+0.320813j 0.113903-0.0662517j -0.168706+0.954963j 0.042612-0.0335452j 0.0695965+0.0625197j 0.660897-0.858118j 1.47215+0.548323j 0.455461-0.526074j -1.64402+0.637752j -0.0994856-1.07114j -0.228148-0.107913j 1.98758-0.147508j -0.974038+0.849552j 1.67936-0.688372j -0.149067+0.0205391j -3.02524-0.336674j -0.889359+0.359266j -2.11664-0.460414j -1.24072-0.588186j 0.568376+0.0460616j -1.99243-0.179108j -1.21916+0.731582j 3.49331-0.266331j -2.97347-0.306425j 1.60677-0.0760616j 1.62107+0.171198j 0.544049-0.589956j -1.60388-0.100494j 2.16326+0.409273j 0.813882-0.0437276j -2.98242+0.030891j -0.178964+0.0585748j -1.88344-0.0445266j -0.542086-0.269847j -1.39921-4.32432e-14j -0.494218-0.123256j -0.0434612-0.275857j 1.43163+0.286198j -0.448966-0.163894j -1.14505-0.336282j -0.156986-0.325488j 0.134368+0.0364528j 0.0883831-0.0692781j 
0.166637+0.0351576j 0.0863816-0.370303j -0.466792-0.110134j 0.035321-0.380706j 0.32101-0.334843j -0.133969-0.486082j 0.663652+0.266688j 0.568472+0.00971481j -0.148336-0.294474j -0.388925+1.0545j 0.379767-0.00206839j -0.122146-0.69658j -0.10727-0.00344056j 0.103264+0.301217j 0.0785805+0.0942434j 0.148562-0.0850666j -0.0624563-0.00928078j 0.155923-0.646939j -0.197276-0.0433362j 0.0333329+0.187278j 0.0609399-0.0100451j -0.0326804+0.00282132j 0.178568-0.173875j -0.109159+0.078826j 0.147578-0.0355154j 0.0488869-0.0155614j 0.0866714+0.0488937j 0.0555167+0.017673j 0.132767+0.207023j 0.0239435-0.0254833j -0.132501+0.253758j 0.537706-0.0544348j 0.473212+0.46j -0.0170711+0.0201172j 0.160317-1.2611j 0.725215-0.215002j 0.283491+3.34638j 0.0254257-0.189296j -0.142473-0.475943j 0.570347+0.0132711j -0.352024-0.285594j -1.09233+0.278871j -0.584915-0.341702j -1.00742+0.330009j 0.0337416+0.140128j 0.113264-0.28654j 0.0846465+0.13022j -0.407723-0.197706j 1.61737+0.113825j -0.829907+0.410661j 0.500718-0.163712j 0.508176+0.0287708j -0.0212403-0.157185j -0.0496595+0.263415j 0.698957-0.0354033j 0.453735+0.294803j -1.18703-0.11052j -0.176667-0.361093j -0.733792-0.00944227j -0.192103+0.0371338j -0.494218+0.123256j -0.226853+3.13305e-13j -0.0839156-0.20645j 0.421564+0.124902j -0.152674+0.180625j -0.259264-0.0694961j -0.10594+0.0671098j 0.0292549+0.0502762j 0.00837081+0.00339767j 
0.0184613-0.575222j -0.731492-0.740122j 0.271207+0.765182j 0.31975+0.631627j 0.491844-0.969728j 0.537981+0.368748j -0.507775+1.22892j -0.389803-0.731281j -0.14649-0.858826j 0.12562-0.338802j 0.24035-0.462453j -0.0415016+0.0859643j -0.0644524+0.687624j 0.000520714+0.372617j -0.0441761-0.044309j 0.107131+0.209042j -0.124949+0.320511j -0.0045871+0.17099j 0.114102-0.466778j 0.0598489+0.425947j -0.208814+0.213023j -0.118356-0.124928j -0.17417-0.179531j -0.106612-0.0472015j 0.0931084-0.132726j 0.0664063-0.388585j 0.12558+0.0780641j -0.0403244+0.160447j -0.11444-0.195631j 0.19079+0.099937j 0.0881858+0.602698j -0.0813623-0.565098j -0.326891-0.431297j -0.475894+0.961015j 0.0254542-0.0543625j -0.331124-0.591727j -0.691006+0.154785j -0.146048-0.822676j -0.963301-0.680614j -0.237738-1.07968j 0.0562888-0.440695j -0.592869-0.0798809j -0.0171804-0.13211j -0.236149+0.0651243j -0.689374-0.248254j 0.278218+0.149813j -0.298404-0.111107j -0.196766+0.390026j 0.14748-0.265793j -0.319227+0.60616j -0.0218386+0.0358918j -0.238821-0.033535j 0.00307862+0.208584j 0.0561691-0.00853556j -0.0931435-0.0160664j -0.114364+0.12162j -0.169785+0.317171j 0.086146+0.269503j -0.310283+0.397755j 0.249698+0.370476j -0.0434612+0.275857j -0.0839156+0.20645j -0.0922925-8.88178e-16j 0.0409405-0.0464056j 0.257213+0.166348j 0.155607+0.130153j -0.193393-0.0359859j -0.0348887+0.0407819j -0.102111+0.250667j 
0.428823-0.136431j -0.352674-0.234287j -0.739014-0.0318093j -0.0529504-0.768567j -0.254646-0.0915145j -0.208131+0.614819j -0.141409+1.32016j -0.172056-0.202259j -0.200518+0.0773926j 0.354365-0.442106j -0.300354-0.0312156j 0.863726+0.0237196j -0.31621+0.0179175j 0.229964+0.0587467j 0.235917+0.0652579j 0.141907-0.273745j -0.388213+0.0918388j -0.0607414+0.0403736j -0.0875768+0.219872j 0.343062+0.381084j 0.139227-0.0473212j -0.218965-0.100783j 0.107542-0.15638j 0.105866+0.0754525j -0.0262214+0.379959j -0.0944498+0.00128429j 0.224773-0.298184j 0.0321144-0.0694825j 0.928634-0.322116j -0.124025-0.0457966j 0.657752+0.141174j -0.293477-0.830587j 0.341977-0.592947j 0.670388-0.212218j -0.0298146-0.803507j -0.00508641+0.020424j -0.165111+0.74035j -1.26633+0.955575j 1.2316+1.07997j -0.690065-1.03156j -0.14552+0.307208j 2.05505-0.684574j 0.64851+0.0743843j 1.73394-0.601277j 0.687947+0.505367j 0.114083+0.344031j 1.20419+0.0153992j 1.10798-0.308868j -2.50616+0.108328j 1.50688+0.153895j -1.06396+0.297246j -1.01314-0.0312456j -0.666092-0.0415059j 0.883899-0.0423866j -1.22952+0.124704j -0.802979+0.321891j 1.63827+0.185656j -0.0707539-0.0977924j 1.27276-0.175215j 0.761214-0.0207737j 1.43163-0.286198j 0.421564-0.124902j 0.0409405+0.0464056j -0.597593+1.38223e-14j 0.208401+0.027355j 0.632453+0.227988j 0.251236+0.300816j -0.101237+0.0170466j 0.0127065-0.161351j 
0.554462-0.514993j -1.08811-0.69541j 0.235129+0.149493j -0.147903-0.613832j 0.861087-1.15108j 0.843613+0.172774j -0.446682+0.169177j -0.173661+0.479214j -0.22998-0.268475j -0.14784-0.136547j 0.46694-0.248363j -0.0132672+0.233382j 0.577367-0.0303562j -0.333343+0.180471j 0.0354784+0.227336j 0.291709-0.139981j -0.0326942-0.0214907j -0.196165+0.20989j 0.353209+0.338996j 0.0231905+0.233519j 0.156714-0.433152j 0.0607769+0.0184937j 0.430559+0.0259174j 0.0629281+0.0659226j -0.0534534+0.142465j -0.10714+0.0696292j -0.136951+0.0420555j 0.135573+0.0881665j 0.534622-0.212986j 0.0467924+0.187875j 0.704076-0.941349j -1.17102-0.797797j -0.0763827+0.0650646j 0.837559-1.26027j -0.598683-0.0198426j 0.612344-0.856116j -0.0611239-0.111322j -0.136784+0.180267j 0.30346+0.0287576j 0.473884+0.215823j -0.0869567+0.168791j -1.02662+0.703566j -0.364487+0.00669157j -0.500215+0.300736j 0.031054-0.0341528j -0.211792+0.0191568j -0.582778-0.0591025j 0.0814829+0.358772j 0.437+0.198639j -0.652926+0.207758j 0.646808+0.0130966j -0.104852-0.168335j 0.352808-0.32572j -0.397646-0.165267j 0.0418479+0.00458376j 0.116302-0.194297j -0.588757+0.388158j -0.357699+0.105888j -0.388827-0.328559j -0.0871808+0.1031j -0.448966+0.163894j -0.152674-0.180625j 0.257213-0.166348j 0.208401-0.027355j -0.152132-1.66533e-15j -0.0887039+0.00244048j -0.0824327-0.0480476j -0.133914-0.0633991j -0.101561-0.08049j 
-0.105375-0.593873j -0.396642+0.268415j -0.418502+0.612863j 0.366407-1.19953j -0.322034-0.164325j 0.331588+1.00378j -1.25596+0.00892597j -0.45809+0.495966j -0.450909+0.262676j -0.313007+0.264646j 0.103304+0.316949j -0.492581-0.193448j -0.0996178-0.267242j -0.0890438-0.0233148j 0.0112482+0.134736j -0.193454+0.0745227j -0.354323+0.267218j 0.166328-0.282545j 0.17009-0.187172j 0.118097+0.0658436j -0.147106+0.16517j 0.36886+0.115151j 0.0168228+0.160582j 0.176889-0.181572j 0.165907+0.0645976j -0.112418-0.538114j 0.055842-0.0729647j -0.034778+0.131431j -0.105035-0.505518j 0.162637-0.0126186j 0.64386+0.538162j 0.488107-0.300914j 0.45452+0.811521j -0.367942+0.00939038j 0.116181-0.631854j -0.391058-0.404347j -0.329619-0.442486j 1.29297+0.592337j -0.516715+0.591972j 1.48456+0.172329j 0.386672-0.514037j -1.16472+0.674097j 0.126337+0.401531j -0.849527+0.085918j -0.989466+0.0876479j 0.0910861-0.372936j -0.857776+0.0476355j -0.48012-0.225679j 1.65832+0.0952148j -1.06555-0.438502j 0.788879+0.0718326j 0.749414+0.0590285j 0.191474-0.25027j -0.149376+0.00102507j 1.05637+0.0148895j 0.467869+0.109393j -1.21319+0.266144j -0.00266689-0.0608333j -0.851632+0.178166j -0.0171373-0.0764692j -1.14505+0.336282j -0.259264+0.0694961j 0.155607-0.130153j 0.632453-0.227988j -0.0887039-0.00244048j 0.117196+5.21805e-15j -0.0523602-0.045662j 0.163512+0.122537j -0.0220792+0.261087j 
-0.292418-0.630837j 0.933119+0.390185j -0.192155+0.65486j 0.587026-0.761782j 0.479316+0.59027j -0.155941-0.770821j 0.222575-0.338036j -0.283181-0.239104j 0.334282+0.0715495j -0.0687465-0.231935j -0.393952-0.682117j -0.074645+0.139961j -0.203871-0.244582j -0.240216-0.193968j 0.112256-0.021231j 0.230909-0.326654j -0.156729-0.206456j 0.05279+0.00337085j -0.108202-0.40162j 0.0375249+0.143361j -0.158345-0.146875j 0.601261-0.0365017j 0.0844316-0.0817455j 0.23053-0.0831285j -0.0362797-0.0698508j -0.164282-0.247056j 0.0759325+0.14044j 0.10641+0.0422687j -0.133236-1.61266j 0.249291-0.183625j 0.991769-1.00024j 0.3056-0.963646j -0.685061+0.105282j -1.0985-0.679221j 0.350861+0.529024j -0.0493529+0.179491j 0.287426+0.0509569j -0.593863+0.626651j 0.728999-0.435455j -0.20695+0.371495j -0.159932-0.0101412j 0.0417454-0.495849j -0.273295+0.0149053j -0.0123126-0.370619j 0.0263018+0.068854j -0.216902+0.346732j -0.143355-0.0539741j -0.133126+0.165087j 0.309349+0.132991j 0.192494-0.157015j 0.237893+0.00281781j 0.0297368+0.124528j 0.133798-0.102437j -0.280183-0.551276j 0.111528+0.213534j -0.195671+0.184579j -0.25781-0.39757j 0.139332-0.0515047j -0.357099-0.318963j 0.0854684-0.0806711j -0.156986+0.325488j -0.10594-0.0671098j -0.193393+0.0359859j 0.251236-0.300816j -0.0824327+0.0480476j -0.0523602+0.045662j -0.161217-1.55431e-15j 0.25745+0.112808j 0.101107+0.15792j 
1.23203-0.495309j -0.158596-0.606073j 0.550312-0.298828j -0.2491+0.44633j 0.0999448-0.692906j 0.597443+0.0730596j -0.0508877+0.369406j 0.419528+0.206016j -0.211508-0.271663j 0.153469-0.105176j -0.169024+0.170839j -0.202177+0.253404j 0.436567+0.0362505j 0.112052+0.0576824j 0.0179297-0.0653637j 0.217896-0.422788j 0.0921569-0.292679j 0.201271-0.231421j 0.141091+0.024934j 0.0956109-0.129899j -0.0027394-0.205597j 0.0913027+0.0605794j -0.0790563+0.0632675j 0.103086-0.0587669j 0.294255+0.112364j 0.150084+0.00656807j -0.0726937-0.127391j -0.206324-0.188696j -0.687949-0.510385j -0.108995-0.24122j -0.0745736-1.1879j 1.16863-0.782305j -0.475873-0.720061j 0.413372-0.65489j -0.30999-0.0874j 0.115408-0.463619j -0.110593+0.0928024j -0.0543013-0.189559j 0.021509+0.000593399j -0.0858866-0.538268j 0.00422912-0.682737j 0.273029+0.392248j 0.180053-0.241527j 0.349553+0.235297j 0.023014-0.00172943j 0.100145+0.0500362j 0.266515+0.0542089j 0.513018+0.230152j -0.78012-0.301j 0.546273-0.280581j -0.365161-0.149716j -0.345013+0.0291986j -0.228943-0.200229j 0.209383-0.0466562j -0.364803+0.0899012j -0.0226559+0.23065j 0.271701-0.257068j -0.033522-0.0465807j 0.130799-0.139147j -0.0253566-0.235842j 0.134368-0.0364528j 0.0292549-0.0502762j -0.0348887-0.0407819j -0.101237-0.0170466j -0.133914+0.0633991j 0.163512-0.122537j 0.25745-0.112808j 0.18958-6.66134e-16j 0.0508729+0.0293889j 
0.710134-0.542692j 0.677303+0.765683j 0.318627+0.439197j 0.0483903-0.577812j -0.0307805-0.390107j -0.585764-0.3315j -0.170031+0.0278818j -0.708289+0.242436j 0.0359543-0.271014j -0.0925783+0.0754878j 0.10414-0.167613j 0.209578+0.4311j 0.00598469+0.3281j 0.292846+0.342065j 0.063148+0.053201j 0.099837+0.152567j 0.164265+0.0920051j 0.0152494-0.202875j 0.317583-0.219657j 0.0155771-0.112705j 0.0916585+0.00200177j -0.191545+0.147464j 0.0286057-0.000249896j -0.0915616+0.0446764j 0.328355-0.0934045j 0.144689+0.0143645j -0.198645-0.060925j -0.430171+0.0742428j 2.25374-0.211427j -0.157776+0.0888209j 0.696943+0.0672739j 0.100967+1.43624j 0.0729593-0.192734j -0.435838+0.119268j 0.370031-0.209025j 0.021506-0.10558j -0.0357248-0.104448j -0.151297+0.696498j -0.472401-0.137219j 0.27638+0.312992j -0.226047+0.0104502j -0.631812+0.0836183j -0.39791+0.265323j -0.278982+0.108638j -0.48824+0.306181j 0.0375775+0.0655903j -0.199408+0.262532j 0.000115742+0.087468j 0.042212-0.253579j -0.128337+0.285891j -0.204473-0.0785184j 0.00734925-0.0878713j -0.327285-0.00932512j 0.00872999+0.0275308j 0.00639759-0.0998377j -0.130029-0.0770826j 0.180432+0.0756399j -0.0312762+0.194928j 0.0704703+0.00262293j -0.0479822+0.0119283j 0.0883831+0.0692781j 0.00837081-0.00339767j -0.102111-0.250667j 0.0127065+0.161351j -0.101561+0.08049j -0.0220792-0.261087j 0.101107-0.15792j 0.0508729-0.0293889j 0.0632805+2.35922e-16j 
