-0.210257-6.07153e-18j 0.235708-0.0121125j -0.0370402-0.000619809j -0.254697-0.00194834j -0.276619+0.0064297j 0.00646804-0.00250116j -0.0538003+0.00124189j -0.0498936-0.000510761j 0.048541+0.00102371j 0.0133742-0.000537089j -4.93187e-05-0.000640495j -0.018897-0.000498283j -0.0058573-0.00130842j 0.00991449-0.000963056j -0.00591012-0.000391014j 0.01306+0.00107198j -0.00277721+0.00108208j -0.068474-0.00262389j -0.0713058+0.005535j -0.0148855-0.00226715j 0.0625549-0.0032546j -0.00596649-0.00042936j -0.0251223+0.00102412j 0.0136357-0.00073188j -0.000312492-0.00258897j -0.000714147+0.00137956j 0.00235419-0.000185552j -0.0276479-0.00418468j -0.0130777+0.00237862j 0.0141308+0.00179205j -0.0196386-0.00015802j 0.0010438+0.00143728j -0.00590709+0.00159385j 0.00507447-0.000839762j 0.00203794+0.000209789j 0.0207346+0.00125791j 0.00159043+0.000430041j -0.0112146+0.00210451j 0.00242243+0.00107121j -0.00420127+0.00182034j 0.008738-0.000523496j -0.000582939+0.00107398j -0.00142033-0.00251575j -0.00365747-0.000158966j 0.0162079-4.46377e-05j 0.0143166-0.000525091j -0.0167437-0.000215378j -0.0082318+0.0013005j -0.0483886-0.000230635j -0.0151933+0.00238803j -0.00364031+0.000616284j -0.00785494-0.0019645j 0.025891-0.00365193j -0.034008+0.00165002j -0.00781554+0.000172902j -0.0314545+0.00149525j 0.0608062-0.00284527j -0.052553+0.000521825j -0.0432566+0.0038207j -0.0203675+0.000384264j 0.0122621-0.0015458j -0.00555217+0.003341j -0.0099597+0.00147908j -0.00201657+0.00102394j 0.0316055+0.000776265j -0.00703822+0.000568232j -0.00406624-0.000207887j -0.0018442-0.00133516j -0.00841261+0.000289108j 0.000308081-0.000153024j -0.00578168+0.00174265j 0.0017539-0.00078454j -0.00382905+0.00116815j 0.00564115+0.00125511j 0.0120716+0.00121986j 0.00871045-0.00136912j -0.0114947+0.000460312j 0.0249648-0.00369874j -0.0296276+0.00087385j -0.0219628-0.00344829j 0.00681691-0.00427441j 0.000198525+0.000399904j -0.0014442+0.00215512j 0.0110906-0.001759j 0.00326539-0.00184516j -0.00366194+0.000303727j 0.00267211+0.000913852j -0.000670371-0.00322315j -0.00346578-0.00147766j 0.00599447-5.78362e-05j 0.0121307+0.00188301j 0.00167865+6.51536e-05j 
-0.0432566-0.0038207j 0.0622903+0.000567761j 0.00327042+0.000598304j -0.00109654-0.000512339j 0.0642123+0.00115169j 0.0358255+0.00202376j -0.0121272+0.0017298j -0.0411214+0.0013301j -0.00375465+0.000753311j 0.0204598-0.00121894j -0.00422915-0.000875715j -0.031257+0.00176363j 0.0039074+0.000534288j -0.00222468+0.000218149j -0.0112615-2.36981e-05j -0.00350401+0.0010944j 0.0128127-0.00082459j -0.0650601-0.000541587j -0.00682861+0.00162218j -0.041708+0.00277699j -0.0130968-0.00681507j -0.217726-0.000360449j -0.0241117+0.00589204j -0.126826+0.000148644j 0.0713671-0.00331346j 0.0785413-0.00291018j 0.0440616-0.00308098j 0.0217954+0.00510644j 0.0659981+0.0017888j -0.0254291-0.000497499j 0.0933983+0.0039153j 0.0219056-0.00180018j 0.0678211-0.00347798j -0.11678+0.000628828j -0.0181521-0.00142826j -0.0993012-0.0044732j 0.0542352-0.00172811j 0.119661+0.00182604j -0.0971231-0.000193904j 0.0197496-0.0011314j -0.0694991-0.00120101j -0.0230838+3.60412e-06j 0.0175351+0.00370053j 0.0595091+0.000958556j -0.0559812-0.00176061j -0.0555236+0.000101206j 0.0463233-0.00339384j -0.0419482-0.00119459j 0.214549+0.000368968j -0.0906404+0.00106934j -0.129264-0.000620835j -0.0445993+0.00330416j 0.0320086-0.00246103j 0.10356-0.00200952j -0.028057+0.00199295j -0.079243-0.000453733j -0.119244+0.00248399j 0.135349-7.3303e-05j -0.0243994+2.51535e-16j 0.0838744-0.0049317j 0.115408-0.00739024j -0.0125579-0.00226089j -0.0172442-0.00175523j 0.0622322-0.00137974j 0.00559839+0.000912077j -0.00715739+0.00212597j -0.00202451-0.000162322j -0.00779717+0.00015562j 0.0249795+0.00635706j 0.0100601-0.000595111j 0.00776647-0.00251735j 0.00953661+0.000435755j 0.0241137-0.00170049j 0.0158528+0.00292203j 0.0314258+0.000597555j 0.0240995+0.00485088j -0.0651602+0.00424938j -0.0225012-0.00481372j 0.00623743+0.00482529j -0.0463321+0.00261153j -0.0167812+0.000906152j 0.0956259+0.00148752j 0.0123432+0.00112419j 0.00161853-0.00485312j -0.00196711-0.000776631j 0.0352511-0.00326832j 0.00132736-0.00171514j -0.00381335+0.0050307j -0.0168269-0.000581048j -0.00396522-0.00143038j 0.00449364-0.000338602j -0.0259083-0.000988418j 
-0.0203675-0.000384264j 0.0019463-0.00230766j 0.0069218+0.000102924j 0.00287435-8.54944e-05j -0.0156813-0.00374964j 0.0886076+0.000436109j -0.033958+0.000970818j 0.0130201+0.000506145j -0.000727034-0.000638352j -0.00570569+0.00106329j 0.0067814-0.000289886j 0.000639922-6.87131e-05j -0.0150525-0.00057974j -0.0185632-8.24209e-05j 0.00826339-0.000970653j -0.0138564+0.00038471j 0.0126756-0.00022411j 0.0216336+0.000973371j -0.0270096-0.000248655j 0.0141953+0.00171641j -0.0189242-0.0016911j 0.0232715+0.00658328j -0.0459241-0.00035857j 0.0436161+0.00297512j 0.0300331-0.00478701j 0.0173956-0.00308184j -0.00649284+0.000899053j -0.00905798+0.00185975j 0.0293383-0.000516125j 0.0831269-0.00111697j 0.0854355+0.00144227j -0.0241293+0.00180186j -0.0388199+0.00209993j -0.00542787-0.000415j 0.0205489+2.8283e-05j -0.0131824-0.000639417j 0.0123262+0.000372056j 0.0332495-0.000554142j -0.0428902-0.00107896j 0.00370236-0.0012618j -0.035114-0.000762422j 0.00605656+9.35022e-05j -0.011411+0.00144031j 0.0454809-0.000431918j -0.0884118+0.00111489j 0.000346334-0.0002379j -0.0848776-0.00244185j -0.11967+0.00238505j 0.0304179+0.00191795j 0.0778202+0.00443516j 0.0320465+0.00141043j 0.00996706+0.00302313j 0.0152892-0.000378887j -0.0476376+0.00145875j 0.00338233+0.004859j 0.0641998+0.00504001j -0.180694-0.000316465j 0.0398936+0.00403045j 0.0838744+0.0049317j 0.00878448-2.63678e-16j -0.0849747+0.00497178j 0.0359522-0.000747824j 0.0387223-0.0037807j -0.00426693+0.00650361j -0.0118501-0.00188468j 0.0613055-0.00308629j -0.00539903+0.00120961j 0.0114469+8.33591e-05j 0.0199815-0.00226399j -0.000773645-0.000149203j -0.0281891+0.0016159j 0.00956885-0.00177046j -0.0336994+0.00493822j 0.0455124-0.00437486j -0.0128708-0.00135612j 0.0428923-0.000647129j 0.00464007+0.00254392j -0.0588792+0.00423754j 0.10576-0.00288375j 0.252736-0.0136129j -0.042359+0.000601764j -0.0164682-0.0003914j -0.0163629+0.00188272j -0.135679+0.00758302j -0.0597456+0.00039252j -0.0603467-0.000529034j -0.0010824-9.89526e-05j -0.0389366+0.00536161j 0.0285088+0.0128266j 0.0104465+0.0158504j -0.0420544-0.0112457j 0.0149205+0.00660345j 
0.0122621+0.0015458j -0.0218583-0.000327855j -0.00797165-0.000539668j -0.00876103-3.57031e-05j -0.0389583-0.0020194j -0.0211072-0.00227589j 0.0395188+0.00065549j 0.00756515-0.000331598j -0.0174648+0.00135451j -0.000592589+0.00055605j -0.0126513+0.00055034j -0.0203849-2.64131e-05j 0.0102898-0.00123961j -0.00247986-0.000494161j -0.0231708-0.000207273j 0.00374612-0.000275813j 0.0120369+0.000340271j -0.00613693+0.00167614j -0.00137786-0.00172688j -0.00513564-0.00130682j -0.0312953+0.00508226j 0.161815+0.00248656j -0.0389091-0.000460778j -0.0748891-0.00120104j -0.0443294-2.57573e-05j -0.0201176-0.000638776j -0.00187946+0.00158441j 0.0400896-0.00215388j -0.0198003+0.00213618j -0.109488+0.00130242j -0.0662546+0.0029465j 0.0159444+4.24781e-05j 0.0245407+0.00163136j -0.00569552-0.000268379j -0.0090123+0.00125945j -0.018383-0.000495291j 0.000189744+0.000991996j -0.00704991+2.78872e-05j -0.0539508+0.000350874j -0.0149057-0.000250131j -0.00618689-0.00105309j -0.0236938+0.000430524j 0.0471668-0.00186037j 0.013801+0.000762418j -0.057157-0.000666266j 0.031435-0.000471015j -0.0678277-0.00121651j -0.0958934-0.00084221j -0.0863255+0.000576882j 0.124477+0.00458585j 0.0675568+0.00337349j 0.0541967-0.000412622j -0.0338589-0.000102854j -0.152727-1.53227e-05j -0.113775+0.0033168j 0.0740823+0.00415025j -0.0341635-0.00182147j 0.0254894-0.0017694j 0.115408+0.00739024j -0.0849747-0.00497178j 0.0324848+1.32923e-16j -0.0350216+0.000883711j -0.0234983+0.00110901j -0.0125816-2.11153e-05j -0.0228772-0.00286719j 0.0377657-0.000292869j 0.0085866+0.00039376j -0.0105714-0.000631607j 0.0731649+0.00491512j -0.00251422+0.000177873j 0.0517583+0.00189543j 0.0123248+0.000282611j 0.0218844+0.000287308j -0.0215196+0.00161187j -0.00631828+0.000981353j -0.110417+6.08383e-05j -0.0580226-0.00114107j 0.143895-0.00365622j -0.0604582-0.00125267j -0.103481-0.00234978j -0.124283+0.00337243j 0.0740242+0.00451172j -0.00821779-0.00546622j 0.0405749+0.00388962j 0.0805039-0.00429667j 0.0864739+0.00561623j 0.00490814+0.000829614j 0.0334807-0.00548397j -0.0231627+0.00584016j 0.0536598-0.0045647j 0.00434785-0.00565595j -0.0455533-0.00309034j 
-0.00555217-0.003341j 0.0207545+0.000243417j -0.00343682-0.000340326j -0.0129837-0.000948129j 0.03047-0.000381202j 0.0245981+0.00846143j 0.00361249-0.00184681j 0.00712053+0.000759107j -0.0222903-0.00232222j 0.00423155+0.000171943j 0.00996242+0.00013911j 0.00107859-0.000477099j -0.000165926-0.000225511j 0.0060671-0.000668835j 0.0165921-0.00148264j -0.00910466+0.000412665j 0.00209008-7.85629e-05j -0.0169035-0.000962886j 0.0123363-0.00146988j -0.0383144+0.000111764j -0.013014-0.00246297j -0.0441248+0.00267299j 0.0116081-0.00122519j 0.0362977-0.00118659j 0.0644447+0.000608221j -0.0484137-0.00333598j 0.0047449-0.00059604j -0.019544+0.000655513j -0.0191821+0.00124152j -0.0164238-0.0026131j -0.0172757+0.00044497j 0.0141942+0.00274926j -0.0140995+0.00198048j -0.00672428-0.00227891j -0.0126244+0.000282845j -0.0605671-0.00429323j -0.0238379+0.0015288j -0.0478852-7.83788e-05j 0.0158717-0.00302557j -0.00516259-0.00107018j 0.0160661-0.00147272j -0.0482795-0.00064953j 0.0163755+0.00308455j 0.017172+0.00205275j 0.00182336-0.00423446j 0.0393196+0.00332908j -0.00721294+0.00182885j 0.0287682-0.000713062j 0.123076+0.00671013j 0.0287241+0.00624035j 0.00281378+0.00272533j 0.0803201+0.00329436j -0.170871-0.00482888j 0.0163626-0.00203704j 0.0359259+0.0035941j -0.0329358+0.00368958j -0.0257756-0.00246484j 0.0686107+0.0053306j -0.0125579+0.00226089j 0.0359522+0.000747824j -0.0350216-0.000883711j -0.00475894-1.11543e-15j -0.041109-0.00391316j 0.0152516-0.00269172j 0.0899495-0.00577362j 0.00400533-0.00273581j -0.0257124+0.0050467j -0.0265094+0.00114836j 0.0289486+0.00330578j 0.0127637+0.000602281j -0.0272915-0.000681199j -0.039836-0.000837266j -0.0216748+0.00265553j 0.0426055-0.00259899j 0.0368544-0.00307032j -0.06559+0.00263661j 0.0247856+0.0057534j 0.242369-0.0179951j -0.0990137-0.000469942j 0.0853614-0.00648589j 0.0225406+0.000933896j -0.0753816+0.00676001j -0.0201754+0.00307131j 0.0537308+0.00261044j 0.0194649-0.000726366j 0.0197561+0.00452946j 0.00312041+0.00239596j -0.0120876-0.0142953j 0.0428249+0.0031844j 0.00481059+0.00607133j 0.00589777+0.00538371j 0.00980266+0.000873354j 
-0.0099597-0.00147908j 0.0132386-0.00160195j 0.000486765+0.000541693j -0.00210147+0.000692031j 0.0259864-0.000790399j 0.0244474+0.00260904j -0.0108726+0.000155807j 0.000910782+0.00218409j -0.0108075+0.000694166j 0.000216658+0.00251881j 0.00295632+0.00189361j -0.000365962+0.00124683j 0.00693285-0.00130007j 0.00193275-0.00120678j -0.000386088-0.000889493j 0.00205594-0.000694766j -0.00427219+0.00299117j -0.0119332+0.00474049j 0.00528786+0.00124179j -0.0160001+0.00402207j -0.0104401-0.00209292j -0.0550497+0.000187149j 0.0261842+0.00210242j 0.02234-0.000431379j 0.0191037-0.00500982j -0.0128428+0.00136763j -0.0148536+0.00241919j -0.0586599-0.00375567j 0.00605411-0.00249622j 0.0139924-0.0036905j -0.0179261+0.0017271j 0.0124887+0.00124363j 0.00437576+0.00515655j 0.0272572-0.00156101j -0.00244031+0.000952198j -0.0632382-0.00404841j -0.0082953+0.00104428j -0.0386681+0.00178984j -0.0112024-0.0011102j 0.00145275-0.00105731j 0.0135814-0.00222585j -0.0402935-0.00113667j -0.0050518-0.000933969j 0.0139304+0.000126116j -0.0190213+0.000621593j -0.00878436-0.00365036j -0.0173655-0.00446177j -0.0114632-0.00175835j 0.0575006-0.00699762j 0.0298674+0.00367071j 0.0298047-8.54232e-05j 0.0866838-0.00152066j -0.0212549+0.00495038j 0.0323521+0.00440727j 0.00839783+0.00106833j -0.0381923+0.00136564j -0.0105168+0.00323379j 0.0321102-0.000338216j -0.0172442+0.00175523j 0.0387223+0.0037807j -0.0234983-0.00110901j -0.041109+0.00391316j -0.0242712-1.04929e-15j 0.00589334+0.00371521j -0.022368+0.00878027j -0.0317315+0.0010617j 0.0250944-0.00607839j 0.00415706-0.00458972j 0.0040089+0.00259927j -0.00224531+0.000343665j -0.00757031-0.00160274j 0.154127-0.00351344j 0.0400327-0.00130995j -0.0522716+0.00887637j -0.032695+0.00646546j -0.0264928+0.00426278j 0.0851178-0.00317568j 0.0738428+0.00882408j -0.0399743-0.00406645j 0.00957939+0.00328852j -0.0399121+0.00727511j -0.0948139+0.00669336j 0.00314697-0.000238655j 0.03257+0.00313184j 0.00906317+0.0034747j -0.00304429+0.00109867j 0.0107838-0.00210488j 0.0181605-0.00546197j 0.0299663-5.06374e-05j -0.00931007+0.00375844j 0.00629592+0.00450401j 0.0118676+0.00078122j 
-0.00201657-0.00102394j 0.0116846-0.000715547j 0.000576895-0.000667339j -0.000169442-0.000777024j 0.00587213-0.000615647j -0.00523961+0.00126749j 0.016921+0.00223559j -0.00833936+0.000587372j -0.0141786-0.00093877j 0.0122464+0.0026511j 0.00446093+0.00146087j -0.00708682+0.000402382j -0.00987174-0.00104019j 0.0120018-0.00194783j -0.010088-0.000732661j -0.0023905-0.0014059j 0.00584175+0.00249416j -0.0352888+0.00301848j 0.0021528-0.000602963j -0.0140617+0.000835577j -0.0102759+0.00102667j 0.0487852+0.00186703j -0.0010165+0.00269777j -0.0132184-0.00374169j -0.0121155-0.00305259j -0.0395301-0.000535813j 0.00152455-0.00214305j 0.0692078+0.000394278j 0.00407171-0.00147548j -0.0859582-0.00205843j -0.0048295+0.00143594j 0.00602111-0.000809676j 0.00627764+0.000404984j -0.0170689+0.00181214j -0.0252963-0.000685669j -0.0428184+0.000142642j -0.00591515-0.00111335j 0.0342349-0.00387425j 0.0210424+0.00381602j -0.00331317+0.000943322j -0.0217317+0.00145497j 0.0218087-0.00160488j 0.0264538-0.00335581j -0.0173311-0.000216332j 0.00562136+0.00193933j -0.00734312+0.000263285j 0.0749606+0.00310278j 0.0511782+0.00166958j -0.024549+0.000917826j 0.0115729+0.000777955j -0.0232782+0.0038693j -0.056125-0.000474181j -0.0751194-0.00143078j 0.0774393+8.5909e-05j 0.0142309-0.0026042j 0.0241246+0.00233689j -0.0213847+0.0023181j -0.0277556-0.00147952j 0.0622322+0.00137974j -0.00426693-0.00650361j -0.0125816+2.11153e-05j 0.0152516+0.00269172j 0.00589334-0.00371521j -0.0900082-2.96031e-15j 0.0661136+0.000494469j 0.236632-0.00167485j -0.00639661+0.00074699j 0.0117581-0.00290701j -0.0364491+0.00141849j 0.0125978+0.000126066j -0.117205+0.0021041j 0.0997672-0.00469646j -0.0739891+0.00465468j 0.0266359+0.000845434j -0.0907959+0.000438426j -0.0260678+0.00184642j -0.145383+0.00272999j 0.204015-0.00634762j -0.0170121-0.00209662j 0.234611+0.000487586j -0.108411+0.000732437j -0.0746639-0.000328293j -0.125459-0.00120931j -0.16828+0.00266094j 0.00401746-0.00333121j 0.0412494+0.00709119j 0.0141579+0.00121362j -0.0267776-0.00809422j 0.014306+0.0177489j 0.0462004+0.0139608j -0.0262249-0.00706932j -0.00877389+0.00276943j 
0.0316055-0.000776265j -0.0123307+0.00273008j 0.00686417-0.0015118j 0.0117109-0.0020644j -0.00792243+0.00205412j -0.0289827+2.3801e-05j 0.0139629+0.00256725j -0.00288898+0.00171394j 0.0101701-0.00280652j -0.00973723+0.00480764j -0.0016212+0.00476428j 0.00749093+0.00445019j -0.000258605-0.000320247j -0.0145931-0.00491279j 0.0251646-0.000402733j -0.0136562-0.0042727j 0.00454274+0.00712133j 0.0296583-0.001398j 0.0024852+0.00270761j 0.0142203-0.0027989j 0.00970361+0.00187215j 0.0041198-0.00269583j -0.0355321-0.000347489j 0.00269735-0.000348376j 0.0555646+0.00273131j 0.0527715-0.000398212j 0.0463372-0.000101241j 0.0325962+0.000863954j 0.0101698+0.000697676j 0.023497-0.000909666j -0.0118102-6.26369e-05j -0.0166694-0.000245882j -0.0263395-0.0011885j 0.037754+0.000204367j 0.0100586-0.000410395j 0.0734523-0.00163518j 0.0076806+0.000452486j -0.00251061+5.58479e-05j -0.0197817-0.000560225j 0.0155826+0.000248242j 0.0313321+0.000650203j 0.0318873-0.00138628j -0.00314216+0.000614418j -0.0421764+0.00149442j -0.00265575+0.000253627j -0.0175043+0.000109795j -0.00725604+0.00150961j 0.020697-0.00174501j -0.00447448+0.00111733j -0.0460715-0.00165803j -0.00587693-0.00125048j 0.0103919+0.0013181j -0.0151578+0.00176024j -0.0394212+0.00329217j -0.0289233-0.00114905j -0.0108587-0.002175j -0.0088005-0.000628603j 0.0262764-0.00100679j 0.00559839-0.000912077j -0.0118501+0.00188468j -0.0228772+0.00286719j 0.0899495+0.00577362j -0.022368-0.00878027j 0.0661136-0.000494469j 0.271478-4.00548e-15j -0.0639319+0.00676434j -0.0374246+0.00438847j -0.10915-0.00108206j 0.0591297+0.00127894j -0.0103249+0.00114328j 0.0701485-0.00774477j 0.266557-0.00499378j 0.101111+0.00108799j 0.156544+6.69754e-06j 0.146849-0.00656074j 0.165967+0.000306445j -0.0595296+0.00364984j 0.0940348-0.00873055j -0.182611+0.000379064j 0.0486319-0.0033925j 0.0979059-0.00587455j 0.137888-0.00276467j 0.0419528+0.00218579j 0.097242-0.00304164j 0.00998018-0.0076714j -0.000704144+0.000908155j 0.0165539-0.00171087j -0.0565192+0.000894341j -0.0095011-0.00673266j 0.00477174-0.0092036j 0.00520937+1.60479e-05j -0.0089398-0.00197418j 
-0.00703822-0.000568232j -0.00172342-0.000581692j 0.0034823-0.000371654j 0.0062363-0.000605234j 0.0112484-0.000776744j 0.0227037-0.000545705j -0.023238+0.00125353j 0.0093421-0.000376633j 0.0037634+0.00030925j 0.00159623+0.00109098j 0.000739397+0.000179821j 0.0072667-3.04815e-05j 0.0052459-0.000150592j -0.00448098-0.00141345j -0.0126416-0.000180143j 0.0106424-0.000851266j -0.00379667+0.00172988j 0.00908472+6.63914e-05j -0.0015098+0.000674471j 0.0079615-0.000496029j -0.0176353-0.00224278j -0.0418243+0.00019148j 0.020869+0.00207178j 0.0551433-0.00211006j -0.0162422-0.00239083j 0.00173942+0.00356763j -0.0168545-0.00563744j -0.0307595+0.00423556j -0.055917-0.00177634j 0.0228145+0.00199673j 0.0570805+0.000745752j -0.0296799-0.00319681j -0.0182132-0.00533227j 0.0068757+0.00397718j 0.0107124-0.000951549j -0.0508066+0.00523722j -0.00888147-0.00219795j 0.00327899-0.00385402j 0.0192848+0.00513895j 0.00388827+0.00232946j -0.0124793+0.00382235j -0.0151566-0.000756798j -0.0330905-0.00338574j 0.0209606-0.000895257j -0.0118345+0.00246066j -0.0368732+0.000576726j -0.0643254+0.00538958j -0.0585182+0.000954278j -0.0368893+0.0011831j 0.0152294-0.00566236j -0.0169313+0.000384431j -0.0446322-0.00246268j 0.000745657+0.000563772j 0.0101414-0.00245381j -0.0229306-0.00576328j -0.0298213-0.000602376j -0.0445194+0.000993786j -0.0390043+0.00176418j -0.00715739-0.00212597j 0.0613055+0.00308629j 0.0377657+0.000292869j 0.00400533+0.00273581j -0.0317315-0.0010617j 0.236632+0.00167485j -0.0639319-0.00676434j 0.170768-1.27168e-14j -0.0109885+0.00283013j 0.0275803+0.00139294j 0.0407588+0.00373016j 0.0132381+0.000455776j -0.0168408-0.0027106j -0.011975-0.000316489j 0.0907651-0.00145994j -0.0579222-0.00171766j -0.0446143-0.00332277j 0.0579398-0.0035303j 0.0149482+0.006597j 0.381288-0.00522699j 0.110145-0.00439681j -0.144764-0.00069555j -0.0892124-0.000452671j -0.0929914-0.0045289j -0.0250054-0.00653955j 0.0666766+0.00403936j -0.0728598+0.0192325j 0.145625-0.000473682j 0.0123941+0.000773219j 0.0813953-0.00783531j 0.0658436+0.00509785j -0.00715785+0.00389476j 0.0203349+0.00778249j 0.0116964-0.00217096j 
-0.00406624+0.000207887j -0.00111207+6.41357e-05j 0.00444151+0.000272134j -0.00340657+7.42559e-05j -0.00193883-0.00032718j 0.00890578+0.000290554j -0.00192482-0.000275518j -8.98905e-05+0.00114224j -0.0035235+0.00137143j 0.00400812-0.00165671j 0.000202753-0.00158965j -0.0014889-0.00301254j 0.00104952-0.000442149j -0.00151586+0.00403679j -0.00803267+0.000869279j 0.000154284+0.00137144j 0.00274726-0.00217844j -0.00327206+0.000689826j -0.00185412-9.63027e-05j -0.00402546-0.00119554j 0.00130438-0.0008893j 0.00604167+0.00179974j 0.0140457-0.000197247j -0.00320969+0.00097873j -0.0161148+0.00141576j 0.00451157-0.000178648j -0.0113256-0.000995842j -0.00209531+0.000597365j -0.00292587+0.00151504j -0.0150965+0.00070022j 0.00584884-0.000678895j -0.00399369+0.000752853j 0.0076064-0.000544865j 0.0347776+0.000704762j 0.00389759+0.000657837j -0.033409+0.00169367j -0.00457938-0.00144573j -0.0145701-0.000566124j 0.00391365+0.000297151j -0.000111864+0.000230918j 0.0108211+0.000567882j 0.00225263+0.000126818j -0.0111278+0.000967632j -0.00382823+0.000445176j -0.0142892-0.00269839j -0.0322599+0.00101094j 0.0202788+0.00137731j 0.00377923+0.00119823j -0.00913074+0.0024073j 0.0127152+0.00130768j 0.0172818+0.0013422j -0.00142025+0.00115029j 0.0271275-0.00186513j 0.0173827-0.00286069j -0.00738181+0.00123302j 0.000454865+0.00127481j 0.0157129-0.00146841j -0.00695204+0.000722559j -0.00202451+0.000162322j -0.00539903-0.00120961j 0.0085866-0.00039376j -0.0257124-0.0050467j 0.0250944+0.00607839j -0.00639661-0.00074699j -0.0374246-0.00438847j -0.0109885-0.00283013j -0.0108948-1.93166e-14j -0.0420547-0.0020047j -0.0430478-0.00264624j -0.0339273-0.00116885j 0.0107884-0.000152265j 0.795298-0.000318814j 0.208978+0.000134057j -0.13878+0.000304025j -0.130669-0.000564926j 0.122604-0.0052381j 0.0605741-0.000296542j -0.13807-0.00129978j -0.0201154+0.00383096j -0.0539103-0.00148259j -0.0762424+0.0011791j -0.0300783-0.000210915j 0.00826467+0.00015618j -0.0158936-0.000240435j 0.00455552+0.00104983j -0.0134652-0.000250716j 0.0219385-0.0107086j 0.0230327+0.000450841j -0.00940167+0.000470846j -0.00582114+0.000642866j 0.000281801+5.58579e-05j 0.000570067+5.55164e-05j 
-0.0018442+0.00133516j -0.00732922-0.00156488j 0.00408108+0.000565368j -0.00489617+0.00128948j -0.0104981-0.00143491j 0.016836-0.00127676j -0.00494878-0.00047289j 0.004669-0.00452396j -0.0111812-0.00204268j 0.00058704-0.000471228j 0.00121835-3.34621e-05j 0.00361729+0.00279956j 0.00312772+0.00142611j -0.0017856-0.00578416j -0.00177892-0.00108641j -0.00131073-0.000426775j -0.000561251-0.000838573j 0.00248938-0.00357307j 0.0011366-0.00198028j 0.00791013+0.00149657j 0.000148082+0.00111014j 0.0201646+0.000615574j -0.00225732-0.000443015j -0.00386969-0.000678037j -0.0142198-0.00197212j -0.00937439+0.000745609j 0.00473866+0.000586981j -0.0105635+0.000792159j -0.0169759-0.000161578j -0.0145985+0.00185855j -0.0119558-0.000451396j 0.00341782-0.00136097j 0.0237755-0.000209432j 0.00781223-0.00135145j -0.0101643-0.00472642j -0.0248821-0.00176108j 0.00681546+0.00210817j -0.0137086-0.00133717j -0.00619259-0.000219317j -3.52712e-05+0.00172145j -0.00679594-3.52334e-05j 0.00640947+0.00219608j -0.00397479-0.00171772j 0.00175877-0.00248598j 0.0036872+0.00239914j 0.00863317+0.00240025j 0.00171415-0.000290706j 0.0015953-0.00154272j -0.00218691+0.00181114j 0.0158577-0.000818931j 0.00915062-0.000850889j -0.0074852+0.00049716j 0.00670022-0.000737781j 6.51289e-05+0.000364441j 0.00868745-0.000297854j 0.00168139+0.00118174j 0.0172313+0.000275303j -0.0321997+0.000328302j -0.00779717-0.00015562j 0.0114469-8.33591e-05j -0.0105714+0.000631607j -0.0265094-0.00114836j 0.00415706+0.00458972j 0.0117581+0.00290701j -0.10915+0.00108206j 0.0275803-0.00139294j -0.0420547+0.0020047j -0.00909466+8.12173e-14j 0.015276+0.00166276j -0.0287865-0.000228921j 0.0147121+0.00112974j 0.233834+0.0053931j 0.111585-4.60905e-05j -0.0616996+0.00185169j -0.0613767+0.00234425j -0.0142696+0.000566021j 0.0310076-0.00119728j -0.0165453+0.00421331j 0.0487447-0.00147553j -0.0280489-0.000762786j -0.105237+0.000963308j 0.00074906-0.000130563j 0.0247677-0.00170907j -0.0236788+0.0014026j 0.00365225+0.00362063j 0.0207347+0.00092983j 0.00694093-0.00414817j 0.0292496+0.00010266j -0.00732427+0.00355541j 0.0156102+0.00206087j -0.00332344-0.00252983j -0.0115181+0.000180012j 
