-0.124989+9.85323e-16j 0.139451+0.00415134j 0.0415202+0.0935295j 0.0265067+0.0933688j 0.0538543+0.0111355j 0.0305385+0.0317643j -0.0141922-0.0258201j 0.033828+0.0768357j -0.0270561-0.0241714j 0.0214394-0.0147489j -0.0170524-0.0125673j 0.0664313-0.0044724j -0.016457+0.00554969j -0.00670166-0.0125022j 0.00904081+0.0218829j 0.0100626-0.0133609j 0.0430385-0.0029049j 0.0109067+0.0147043j 0.0169296+0.022337j 0.0220556-0.0219195j 0.0109678+0.0203299j 0.00467681-0.00533016j 0.00207014-0.0286285j -0.0594433-0.018055j -0.00990673-0.0376868j 0.000503214+0.00351133j -0.000383825-0.0481662j 0.0530858+0.037403j 0.0302968-0.0472769j -0.0153017-0.0148655j 0.0772277+0.00132149j -0.0364406-0.00444243j -0.0235448+0.023734j -0.0333935+0.00948686j 0.0115493+0.0508535j 0.0572318-0.0181731j -0.000915291+0.0758979j -0.0112352-0.0074151j 0.00620163+0.0657579j -0.030227+0.0584304j 0.0221593-0.00493886j 0.0202827+0.0166966j -0.0282484-0.00842502j -0.0350158-0.00176169j 0.0506037+0.0575223j 0.0232942+0.00639799j 0.0282635+0.0207647j -0.00523951+0.00731119j 0.00340492+0.0244382j 0.0112322-0.0131313j -0.00151931+0.0442546j 0.00904735-0.0423135j -0.00374548-0.00701703j -0.0212621+0.00699624j 0.00787917+0.0135948j 0.0328051+0.00782076j 0.0249306-0.0185028j -0.00650869+0.0303494j 0.00194051+0.00115785j -0.0247276+0.0414235j -0.0030944-0.0107488j 0.00377171-0.0139408j 0.0233738-0.0303242j 0.0683071+0.00672837j -0.00983724+0.0335097j -0.0560575-0.0172455j -0.0125859-0.00357649j 0.0594303-0.00541132j 0.01216+0.0222712j -0.0135248+0.00254468j -0.0472017-0.0142951j 0.00490508-0.0200138j -0.00857001-0.0452335j 0.0334763-0.102694j 0.00100295-0.0201736j 0.0287429-0.0578162j 0.0396685+0.00591645j -0.0339334-0.0274987j 0.0205671+0.0180775j 0.0335011-0.0104918j -0.0452576+0.0687701j 0.0205667-0.0518412j -0.0423318+0.00304194j 0.0282357-0.0218741j 0.0239958+0.14303j -0.0730468+0.00411253j -0.119265-0.299231j -0.245043+0.00779731j 0.136765-0.0620388j -0.0114375-0.0891856j -0.0419844+0.00352294j -0.0674207+0.150317j -0.0482969-0.0435276j 0.0752163-0.00254316j 0.197294+0.138198j 
0.00194051-0.00115785j -0.0235713+0.00849893j -0.00735829-0.0823098j 0.0067905-0.0443026j 0.0114622-0.0597513j 0.00820159-0.012993j -0.0100928+0.0241325j -0.0276753+0.0177475j 0.0129221-0.0419457j 0.0295306-0.0206343j -0.00493017+0.0316036j 0.0215474+0.0181806j 0.0093484-0.0323625j -0.0172676+0.00128351j 0.0257474-0.0322539j 0.00553488-0.0095256j 0.0300968-0.0288188j 0.0283604-0.0164633j 0.0475769-0.0584306j 0.0191513+0.0939051j 0.0212489+0.000972338j -0.0343145+0.037982j 0.0680364+0.0168031j -0.00289357-0.0186976j -0.0311745-0.0416151j -0.0122204+0.0068637j 0.00971916-0.0298016j 0.00939033-0.0226096j 0.00949893+0.013707j -0.0231488+0.0113869j -0.0227457+0.060649j -0.0068761+0.00300482j -0.00996536-0.039588j -0.0016708+0.0400458j -0.0163997+0.0124454j -0.0253829+0.00021712j -0.0314198-0.0224191j 0.0822255-0.0278595j -0.0211688-0.0167721j -0.0173808+0.0566573j 0.0192878+0.0207473j -0.0520222+0.01251j 0.0280733+0.0714897j 0.0425234+0.0912523j 0.00818145+0.0115719j -0.0110858-0.0463206j -0.020558-0.020555j 0.00835473+0.0364117j 0.0076894-0.0248503j -0.0150036+0.024244j -0.0725467-0.00542706j -0.0538117+0.0698338j -0.0217174+0.0943049j 0.0178755-0.0176382j 0.0039602+0.0445736j -0.0822613+0.0382892j -0.0466754-0.0221632j -0.00809556-0.165541j -0.143019+4.996e-16j 0.0655254+0.0230111j -0.0282335-0.0503573j -0.0013335-0.0126541j -0.0991225+0.0698156j 0.0370605-0.0104456j 0.0255669-0.105063j -0.172329-0.049473j 0.031637-0.00861166j 0.0232306+0.0114889j 0.0527861+0.068618j -0.100574+0.109572j 0.0256382-0.034175j 0.0570849+0.00584698j -0.0184668-0.00894645j 0.0449972-0.12683j 0.0347219-0.0558168j 0.021745+0.0444332j 0.062265-0.0259216j -0.0219285+0.085847j -0.041208-0.0920133j -0.143776+0.0155152j -0.0370637-0.0204405j 0.0163148-0.0347226j 0.0344029-0.0723846j 0.0718685+0.0191431j -0.0143198+0.104732j 0.0259444+0.00377202j 0.0387344+0.0405032j -0.0379257+0.148457j 0.072323-0.0844578j -0.0975804-0.00801559j 0.0248674-0.0505613j 0.00503383-0.0987j 0.0460081+0.00447451j -0.0257384+0.0339853j 0.0273713+0.0136187j 
-0.0247276-0.0414235j -0.0526833+0.0366495j -0.0121761+0.0958316j -0.0892355+0.0274423j 0.005456+0.0845964j -0.0435053-0.0194218j -0.052257-0.0152019j 0.014631-0.0793652j 0.00236749+0.0340358j 0.0579167+0.00390729j -0.00637821-0.0226785j -0.00777894-0.0184854j 0.0433003+0.0463999j -0.0077382+0.0281404j -0.0171646-0.0124393j 0.0168811-0.00483522j -0.00666782+0.0125285j 0.020138+0.000797702j 0.024317+0.0092953j -0.0184096-0.0271249j 0.0162109-0.015831j -0.0467376-0.0640839j -0.0255146+0.0412972j -0.0159147+0.0454421j -0.00178875-0.0655895j 0.0179893+0.00334236j -0.00453285-0.0141066j 0.00226397-0.0188128j -0.0713291+0.0372308j -0.0467236+0.0196932j 0.00275337-0.0484683j 0.0121846+0.00964463j 0.0330836-0.025207j -0.0123689+0.00117874j -0.0688326-0.0372976j -0.0672374+0.0521325j 0.106104-0.007012j 0.0235503+0.0199762j 0.0475967-0.0132392j 0.088848+0.0419668j 0.0309598+0.00675723j 0.0156685+0.0146937j 0.0193782-0.0250875j 0.00327492-0.0449745j 0.034436+0.0683446j -0.106447+0.0342012j 0.0856025-0.0469606j 0.00988007+0.0394308j 0.12359+0.0835234j 0.0996519-0.0272099j -0.11269-0.0484249j -0.00724086+0.098916j 0.0249751-0.0201583j -0.000472686-0.0156021j 0.017848+0.00994443j 0.0637949+0.0645592j 0.0377164+0.0920831j -0.115731-0.189157j 0.0655254-0.0230111j -0.0425673-1.81842e-15j -0.0194935+0.0416387j -0.00654531+0.0108988j -0.060748+0.0726267j 0.0201294-0.0375661j 0.031565-0.0626583j -0.120701-0.0252132j -0.0389648+0.0106359j 0.0178462-0.0331715j -0.0595625+0.0667533j -0.0051987+0.0149807j 0.0124797+0.0543951j 0.0230667+0.0737012j 0.0889479+0.0310019j 0.095539-0.0387207j 0.0444296-0.0967677j 0.0750811+0.00463198j -0.0642605-0.023642j -0.00676497+0.0810942j -0.0957544-0.0429893j 0.0386315-0.00594346j -0.0566265+0.0188387j 0.0494396-0.0845907j 0.0525577-0.0834343j 0.0354103-0.00286139j -0.0511362+0.00225505j 0.0433799+0.0419571j 0.116308-0.0340385j 0.089954+0.0391896j -0.0200944-0.01166j -0.0160735-0.0400912j 0.0838057-0.028651j -0.0242989+0.112109j -0.0263134-0.0148542j 0.0643542+0.0321707j 0.0126019+0.0423434j 
-0.0030944+0.0107488j 0.00461765+0.0286334j -0.0187691-0.0361733j 0.0168956+0.0538801j 0.0276285+0.0703683j -0.024876+0.063192j -0.0439704+0.0542585j 0.0436041+0.00598641j -0.0176132-0.0822782j -0.0487058+0.0103695j 0.0107543+0.00555931j -0.00333712-0.0443827j 0.0376629-0.00479677j -0.058017-0.0133096j 0.0475156+0.0127167j -0.0261409+0.00562048j 0.0134308+0.0257981j 0.0148696+0.0519234j 0.00567979+0.00317801j -0.0261587+0.0118261j -0.0131059+0.00267675j 0.00994932-0.0430872j 0.00419083-0.0844111j -0.0656599-0.0762772j 0.0219312+0.0666764j -0.00426689+0.0186157j -0.031629-0.000230828j -0.0467315-0.0555209j 0.0749439+0.0640405j -0.00348881-0.00455873j -0.000690729-0.0938456j -0.00309216-0.000431597j 0.00761635+0.0200315j 0.00810892-0.0436616j 0.00447822+0.0240748j -0.0128534+7.62684e-05j 0.0646941+0.0771666j 0.00331247-0.0282945j 0.0276787-0.0123037j 0.0011409-0.0140078j -0.0196062-0.0479073j -0.0638418-0.0418434j 0.0410015+0.0830657j -0.0393843-0.0462616j 0.00293296+0.0137932j -0.0151185-0.0166927j -0.0721245+0.0902897j 0.0921542+0.038743j -0.0541721+0.0149205j -0.109928-0.0779798j -0.0541751-0.00388469j -0.107059+0.0708356j 0.0510351-0.0226268j 0.0604669+0.0430569j 0.0124222+0.00214865j 0.0594017-0.0836392j -0.061611-0.104166j 0.0178868+0.00559623j -0.0282335+0.0503573j -0.0194935-0.0416387j 0.0482642+6.03684e-16j 0.104176-0.0275329j 0.0361344+0.0227522j -0.00864378-0.0354239j 0.0800968-0.0984197j -0.0203764+0.0727733j -0.0628789-0.0577653j -0.0500859-0.0659876j 0.0683194-0.00524968j 0.0607951+0.214615j -0.0925011+0.00945286j -0.0293604+0.210979j -0.118983-0.0501425j -0.0525485-0.00239942j 0.0188364-0.00858857j -0.0914427+0.14007j -0.00686539-0.0268026j -0.034629-0.00430562j -0.0402608+0.119987j -0.0464935+0.108253j -0.0311597-0.0248328j 0.00247721+0.0268508j -0.101036+0.0301727j 0.0450817-0.065124j -0.00470674+0.0140399j -0.035676-0.0759644j 0.0556414+0.0166574j 0.0275084-0.0129097j -0.113792+0.0490754j -0.0240335-0.034938j 0.00177752+0.00674148j -0.0596851+0.0216925j 0.0395787-0.0260329j -0.0107369-0.0361892j -0.00974531+0.0307747j 
0.00377171+0.0139408j 0.0180576-0.0176884j 0.0140195+0.0303954j -0.000724072-0.00867738j -0.0263624-0.0196188j 0.0110129-0.0439996j 0.0238714-0.0144645j 0.0151488+0.0264144j 0.018261-0.0115365j 0.014694+0.0356401j -0.00877233+0.00339307j 0.010903+0.0176435j 0.0202822-0.0101363j -0.0124077-0.0206329j 0.0117845+0.0137245j -0.0300118+0.00652495j -0.0219015-0.00996714j -0.0356894+0.0102466j 0.0100818-0.0288191j 0.002776-0.0343773j -0.00689623-0.0225597j 0.0180887-7.07794e-05j -0.0208698+0.00794444j 0.00875545-0.00891253j -0.0205306+0.0316634j -0.0234319+0.00393017j 0.011564+0.0141875j -0.00257549+0.0383253j -0.0108879-0.00744128j -0.0018193-0.0258158j 0.0139216-0.019578j 0.0215048+0.000174456j 0.00483557-0.0298742j 0.00496227+1.4477e-05j 0.0111052-0.0234401j -0.010045-0.0151176j 0.0504536+0.0034904j 0.0022176+0.00453558j -0.0392438+0.0291138j 0.029362+0.000319257j 0.0125454+0.0144733j 0.0826873-0.0957146j 0.073168-0.00764049j 0.00321998-0.0410168j 0.02926+0.0210465j 0.0205476-0.102696j 0.0231076+0.0382823j 0.0602529+0.148299j 0.0107313-0.127609j -0.0317164-0.0561123j 0.0207052+0.00357679j 0.123058+0.0896593j -0.0268102-0.0733927j 0.0726104-0.00414909j -0.000509682+0.0071527j 0.0215445-0.0565975j -0.0758481-0.0196177j -0.051466-0.00673711j -0.0013335+0.0126541j -0.00654531-0.0108988j 0.104176+0.0275329j -0.116972-8.13793e-14j 0.0392177+0.0534953j -0.123507+0.0448489j 0.00768948+0.025665j -0.0696353-0.0111457j -0.144733+0.00813581j 0.0491735-0.0240405j -0.00793746+0.07229j -0.0124468-0.0624812j 0.0675423+0.00175065j -0.021807-0.0177728j -0.0780119+0.0316805j 0.0525124-0.00598224j -0.0205095+0.0477603j -0.0107953+0.0664121j 0.0268919+0.0801921j -0.0883569+0.0968373j -0.0402794+0.0912946j -0.0281527-0.0763439j -0.0660366+0.125523j -0.0210632+0.106796j -0.0133883-0.0952732j -0.0296153+0.0982239j -0.0417859-0.0391865j 0.0641326+0.00355244j -0.0210639+0.00876457j -0.0247177-0.00310494j 0.085103-0.030097j -0.0299499-0.0630407j 0.000809404+0.00687336j -0.0365425-0.0172588j -0.026213-0.0121933j -0.0149549-0.00638901j 0.00722593-0.00549623j 
0.0233738+0.0303242j -0.00124313-0.0349899j -0.0119662+0.0457422j -0.0328036-0.0300466j -0.0335836+0.0588617j -0.0102407+0.00569101j -0.00773144-0.0178521j 0.0181656+0.00553527j 0.000970355-0.00326358j -0.0449697+0.0778931j 0.0478582+0.0105239j 0.038244+0.0286086j -0.0542691+0.0143035j -0.0136466+0.00772982j -0.00674052-0.0207425j 0.0147609+0.0552211j -0.0480706+0.0136433j -0.0207863-0.0306652j -0.0345664+0.0301823j -0.0340867-0.0228849j 0.00686846+0.0747661j 0.0411839-0.00101949j 0.00866999+0.0658459j -0.0117958-0.0234771j -0.028511-0.00501674j 0.0253796-0.0223912j 0.0165003+0.0476006j -0.00921634-0.0511405j -0.0256355-0.0194578j -0.0476314-0.00090502j -0.00053187-0.0356902j 0.0139262+0.0387672j -0.0133719-0.0161539j -0.00490091+0.0252013j -0.0113263-0.0124789j 0.0506021+0.0492401j -0.00240574+0.0475054j 0.0289807+0.0653992j 0.00947433-0.0506424j -0.0593773-0.0728132j -0.00161613+0.0201557j -0.0054904+0.0638082j -0.0369667-0.0629541j -0.0173171-0.00632047j 0.0214547+0.0866033j 0.0339082+0.0312838j -0.0885969-0.0135892j 0.0553378+0.00306399j -0.111852-0.0380487j 0.0214833-0.00327007j -0.0563825+0.0877975j -0.0354865+0.0548652j -0.000131261-0.0143866j 0.0507486+0.032067j 0.0564359+0.0798823j -0.153837-0.0339561j 0.104668+0.00866015j 0.0616559-0.0529389j -0.0991225-0.0698156j -0.060748-0.0726267j 0.0361344-0.0227522j 0.0392177-0.0534953j 0.0128112+4.43222e-15j 0.0351703-0.0075652j 0.107669-0.104621j 0.00947661+0.0704667j 0.0193157+0.112419j -0.00573448-0.0233135j 0.0470961+0.0563073j 0.010725+0.0198269j 0.146681-0.0213015j 0.0567492+0.135102j -0.0013863-0.014335j 0.092689-0.0104751j 0.120687+0.0151837j -0.046485+0.0494553j 0.0183688+0.118961j -0.0415218+0.0406676j 0.043267+0.018872j -0.0270258-0.0633969j 0.0958021-0.046399j 0.0945031-0.0940605j 0.0234278+0.0139805j -0.0453795+0.00567255j -0.140939+0.0209348j -0.0646503-0.0175694j -0.0857422+0.0952308j -0.054381-0.0278708j 0.156569-0.0437401j -0.074855-0.0153803j -0.0269958-0.0764676j 0.0534654-0.012553j -0.065892-0.0137097j -0.0123144+0.0196759j -0.0124107-0.0481449j 
0.0683071-0.00672837j 0.0133264+0.0513844j 0.0326842-0.00613649j 0.00318094-0.0367821j 0.0328762-0.040245j 0.0105477+0.00843111j -0.00821269+0.0238303j -0.0420954+0.0981431j 0.0216646-0.0270169j 0.028476-0.0604156j -0.00608264+0.00254101j 0.0168849-0.0260087j 0.00283709+0.00296354j 0.017566-0.0190837j -0.00738462+0.00597486j 0.0180059-0.00858594j -0.0096584-0.0123065j -0.00110583-0.020591j 0.0127006-0.0523369j -0.000375675-0.0207448j 0.0128871-0.0181131j 0.0247217+0.0501618j 0.01596-0.0569772j 0.0230825-0.0228817j -0.00334698+0.0225641j -0.0261087+0.0355575j 0.0303457+0.00681917j -0.000974689-0.0434109j -0.0462876+0.00691318j -0.0840273-0.0364847j 0.0489433-0.0672737j -0.0345156+0.0255904j -0.0109149-0.0211001j -0.00902549+0.0318417j -0.0380978+0.0279879j -0.0269281+0.066614j 0.0928467+0.0370879j -0.0108354-0.0263063j 0.0193691-0.0502619j 0.0903245-0.0915529j 0.0153-0.0127526j -0.0188957+0.0615138j 0.0327907-0.0557862j -0.00932337+0.0137492j 0.0741433-0.00219454j -0.00608471+0.0641031j -0.0258111+0.0218012j 0.0441902-0.0609689j 0.0484447-0.123079j 0.0180732+0.0203864j -0.0272658+0.0122301j 0.0597049-0.0167405j 0.0825389+0.0222759j 0.0120759+0.0706005j 0.0232411+0.0153347j 0.0793739-0.045092j 0.027869+0.119612j -0.134233+0.0886001j 0.0370605+0.0104456j 0.0201294+0.0375661j -0.00864378+0.0354239j -0.123507-0.0448489j 0.0351703+0.0075652j 0.0490357+9.36187e-15j -0.0821876+0.013735j 0.0497858+0.0677319j 0.102895+0.0423721j 0.0137166+0.1445j 0.110492-0.0404906j -0.0386583-0.0287261j -0.057527-0.0109289j -0.0642551+0.0528404j 0.0755454-0.0473276j 0.0686703-0.0495482j -0.0336614+0.110557j -0.0187853+0.0500937j 0.0712669-0.00874275j 0.0280288-0.0123419j -0.0416307+0.0365096j -0.0598744-0.113103j 0.113967-0.0681341j 0.0471187-0.0341425j -0.0519482-0.041789j -0.0217736-0.000627822j 0.0808245+0.0645155j 0.0858827-0.0166882j 0.031428-0.0846398j 0.0165352+0.111188j 0.0591149+0.0192056j 0.0784605+0.00451115j -0.040667+0.0623016j -0.00752732-0.00568592j -0.0114933-0.0720209j -0.00508802-0.0189467j 0.0187026-0.0140419j 
-0.00983724-0.0335097j -0.0173107-0.0131513j -0.0303552-0.0108654j 0.00452805-0.0501854j 0.0626282-0.0247845j 0.0557012+0.0227064j 0.022623-0.00959495j -0.0452495+0.0630301j -0.0268058-0.00327635j 0.0176761+0.0428216j 0.0116842+0.0232029j 0.0355959+0.0313625j 0.0413566-0.0041869j 0.042029+0.00239116j -0.052848+0.0047682j -0.0191615+0.0228943j 0.0118803+0.0189883j -0.0373849-0.0202961j 0.024891+0.0486514j 0.0203588-0.0134688j -0.00357934-0.0205464j 0.0123515+0.0114866j 0.0262999+0.0101058j 0.0366727+0.0494092j -0.107257-0.0156827j 0.0217025-0.0104608j -0.0213238+0.0412501j -0.0191566-0.0296504j -0.0211744+0.0304015j 0.03293+0.069456j -0.0432263+0.0453416j 0.019397-0.0180885j 0.0308856+0.0215262j -0.0140296+0.0255538j 0.115575-0.019951j 0.0615649+0.00454934j -0.0405781+0.0485699j 0.0142689+0.0130131j -0.0694422-0.0803046j -0.0147969+0.0983239j 0.0152336+0.105469j -0.00105018-0.0205406j -0.0445172+0.00145872j -0.0838786-0.0724775j 0.00375842-0.0882906j -0.039045+0.0228928j 0.110579+0.020374j -0.0228359+0.0196562j -0.0253438-0.0180438j 0.0119632-0.022103j 0.0462493-0.0223116j 0.0497716+0.0159854j 0.0206974-0.0641067j -0.0765204-0.0646945j 0.00941413+0.0532694j 0.0514931-0.0493418j 0.0435072-0.0143397j -0.0192365+0.000244153j 0.0255669+0.105063j 0.031565+0.0626583j 0.0800968+0.0984197j 0.00768948-0.025665j 0.107669+0.104621j -0.0821876-0.013735j -0.052742-7.99014e-15j 0.0215347+0.0514848j -0.0108692-0.00542601j -0.150004+0.00966596j -0.0614635+0.00460316j 0.0484445+0.0404082j 0.0221552-0.00939492j 0.116714+0.0413708j 0.146716+0.0494299j -0.0204254+0.0561154j -0.0186515-0.121623j -0.0708257+0.0442509j -0.00125491-0.0567012j -0.0250688+0.034048j 0.0114074-0.036212j 0.0645928-0.0844184j -0.0475604+0.0562313j 0.0510598+0.0247643j 0.0595663+0.00414078j -0.0870089-0.0952382j 0.047929+0.0350761j -0.0859069+0.0640774j -0.0371555-0.0504886j -0.00885851+0.0399879j 0.0598137+0.0563027j 0.0911255+0.082259j -0.00703616+0.0548905j 0.0704653-0.0339122j -0.000895137-0.0304066j -0.0162377-0.000912163j -0.0482682+0.0434189j 
-0.0560575+0.0172455j -0.0139755-0.0294863j -0.0268786+0.0272508j 0.00181468-0.00499478j -0.00910195+0.0280414j 0.0137904+0.00823703j 0.0502843+0.018268j 0.0331794+0.0218727j -0.000584557-0.0112479j 0.00805101+0.0457823j -0.0431984+0.00060607j -0.0349472-0.000315266j 0.0391758+0.0364868j 0.0131885+0.00196052j 0.00767219+0.00445503j 0.00700842+0.0406194j 0.0112624+0.0379475j -0.00895757-0.00258851j -0.0153688+0.0295694j 0.00335109-0.0129347j -0.0277201+0.0328618j -0.0337564-0.0507555j -0.0326435-0.0145743j -0.0330397+0.000220101j -0.0787521+0.0137826j -0.0516765+0.0140496j -0.0383094+0.018056j 0.0518322-0.0264264j 0.00738214+0.0475491j 0.0443383+0.0387321j -0.00400803+0.0165552j -0.004166-0.00485275j -0.0113225-0.0215713j -0.00995438-0.0213449j 0.0536583-0.0491195j 0.042693+0.000696762j -0.0330085+0.0146371j 0.00139996+0.0560488j 0.00861293-0.0101548j 0.00376384-0.0171442j -0.0689853+0.0253308j -0.0376928+0.0532893j 0.0824561+0.0493948j -0.091712+0.0370914j 0.0489601+0.014096j 0.0461842+0.00655481j 0.0521918-0.0605777j 0.100352+0.0307305j -0.0626181-0.00810573j -0.0372638+0.0271023j -0.032516-0.000411156j 0.0149822-0.0163571j 0.0632527-0.00478479j 0.0677544+0.00945046j -0.0254621+0.00333423j 0.236137-0.0621288j -0.141537+0.00491603j -0.114554+0.0655636j -0.172329+0.049473j -0.120701+0.0252132j -0.0203764-0.0727733j -0.0696353+0.0111457j 0.00947661-0.0704667j 0.0497858-0.0677319j 0.0215347-0.0514848j 0.128239+9.70318e-15j 0.0519404+0.000670272j -0.0910461+0.0640819j -0.0169593-0.0426744j -0.0641928+0.0364743j 0.0537887-0.0822919j 0.0294377-0.00738763j -0.0138617-0.0610046j 0.00301476+0.125161j 0.0418547+0.00603598j 0.0566288+0.00564165j -0.0683481+0.0725j -0.0894932+0.0954582j 0.101652-0.0112992j -0.0488483-0.109493j 0.00543908-0.0795958j -0.075463+0.0250614j 0.0203746+0.0424673j 0.128667-0.033544j 0.0387212+0.00990575j -0.0155358+0.049081j 0.0398155-0.0140481j 0.0181998+0.0159887j 0.0402479+0.0407182j -0.063365-0.0210335j -0.0180222+0.049144j 0.00725686-0.00608018j -0.0339794-0.00635098j -0.0404472-0.0150466j -0.0318187+0.0698666j 
-0.0125859+0.00357649j 0.0106999-0.0179377j 0.00494977+0.0162934j -0.0224742+0.0192369j -0.0117495+0.00804792j -0.00689174+0.018423j -0.00394398+0.0369903j 0.0262444-0.0447289j -0.0100959+0.0160708j 0.000948517-0.00242194j -0.0111433+0.0296568j -0.0115159+0.0072098j -0.0253127+0.00308639j -0.0146755+0.005153j 0.014399+0.0192749j -0.0107334+0.00154923j -0.0256084+0.059552j 0.000809466+0.0123144j -0.00243544+0.025527j -0.00535504+0.0044457j 0.0181857-3.61664e-05j 0.00695744-0.0077262j -0.0202441+0.0328635j -0.0159955+0.0633475j 0.0666383-0.0225482j 0.0184835-0.00125298j 0.0433843-0.049322j 0.0253609+0.0087163j -0.00380969+0.0160966j -0.00865052-0.00770428j -0.0124494-0.0144079j -0.0296997-0.00359594j -0.0313381+0.0140524j 0.00808836-0.0153953j -0.00639086-0.00332204j 0.0200796+0.000435136j 0.0107819+0.0421076j 0.0074409-0.0127532j -0.0544657-0.0531644j -0.0194592+0.0080386j 0.0518949+0.0401822j -0.0469646+0.0314507j 0.0908276-0.114885j 0.0446441-0.0788584j 0.0304861-0.0810119j -0.016833-0.032112j -0.0180331+0.0188243j -0.0320734+0.00487135j 0.00333735+0.0387342j -0.0736917-0.0362877j 0.0940745-0.00856506j 0.0957506+0.000838355j -0.0824018+0.0194593j 0.0820197-0.0748396j 0.0132265+0.0159143j -0.110636+0.0220847j -0.141272+0.118811j 0.102982+0.0112446j 0.031637+0.00861166j -0.0389648-0.0106359j -0.0628789+0.0577653j -0.144733-0.00813581j 0.0193157-0.112419j 0.102895-0.0423721j -0.0108692+0.00542601j 0.0519404-0.000670272j -0.00961869-2.10942e-15j 0.0853756+0.0172855j -0.0695799-0.0234601j 0.0537568-0.0261373j -0.0713328-0.000787107j -0.0249479-0.0160756j 0.0340063+0.00292323j 0.0107767+0.0208032j 0.0671503-0.0416676j 0.0986889+0.0302409j 0.0324289-0.143887j -0.00299391+0.0475739j 0.0022775+0.213808j -0.0717655-0.0800287j 0.00741422+0.00637739j -0.0976532-0.031079j 0.068403-0.0480664j 0.0328227-0.0520666j -0.0918828-0.0496794j -0.0454273+0.132965j -0.00328563+0.0607468j -0.00444075+0.0172838j -0.00256906+0.0224066j 0.0449196+0.0018003j 0.0420024+0.0634255j 0.0154175-0.0226486j 0.0200267+0.0111416j 0.0121489-0.00829237j -0.000851128-0.0326561j 
0.0594303+0.00541132j 0.0351159+0.0218458j 0.0279696+0.0458631j -0.0110641-0.0109039j 0.0027044+0.0184975j 0.0024344+0.0284405j 0.0562917+0.033649j 0.0324368+0.0786051j -0.0468956-0.0715653j 0.000830366+0.0321989j 0.0497212+0.0734268j 0.0452395+0.0490093j -0.0328597+0.00951645j 0.00793201+0.0140696j 0.0101242-0.00928615j 0.00234606-0.0109603j 0.0320497+0.0219194j -0.0146594-0.0316262j -0.0234617-0.0109025j -0.0127867-0.0270025j 0.0277654-0.00396006j 0.0441255+0.026523j -0.0261523+0.0135882j -0.0111685-0.0112544j 0.0268623+0.0125821j -0.00914497-0.0275397j 0.0590286+0.0200936j -0.0286501-0.0465989j -0.00846624-0.0310863j -0.0508513-0.0317545j -0.00155853-0.0667843j -0.00406554+0.0131559j 0.00340574-0.00366626j -0.0148382+0.0136168j -0.0324339+0.073508j 0.0162089+0.00253045j 0.0473199-0.02008j 0.0141709+0.017563j -0.0166171-0.0541473j -0.0285729-0.0295819j 0.0809954-0.0240346j 0.00465875-0.0240209j 0.0683419+0.137397j -0.0025267-0.0754561j 0.0769049+0.044257j 0.0649682+0.148599j 0.00301609-0.00557616j 0.0135736-0.0146103j 0.0372914-0.0165065j -0.0537102-0.0666013j -0.0362942-0.0289794j 0.054959-0.0131645j -0.0785346-0.0397784j 0.0716154+0.0104583j -0.0273353+0.00396225j 0.0103162+0.082716j -0.0258519+0.0351119j 0.0958438+0.0158806j 0.0232306-0.0114889j 0.0178462+0.0331715j -0.0500859+0.0659876j 0.0491735+0.0240405j -0.00573448+0.0233135j 0.0137166-0.1445j -0.150004-0.00966596j -0.0910461-0.0640819j 0.0853756-0.0172855j -0.0845752-4.01935e-15j -0.117751-0.0346656j 0.0697235-0.0293192j -0.0171164+0.0744861j -0.0216282+0.0277199j 0.0396198-0.0328536j 0.0281437+0.0116781j -0.0519532-0.0890187j 0.00529336-0.0467351j 0.0643159-0.0278105j 0.0121997-0.00564098j 0.0612227-0.116848j -0.00198946+0.0179286j -0.149645+0.0677388j -0.0316738-0.0018146j 0.0709325-0.00694281j 0.0807638-0.0769026j -0.067881+0.044741j -0.0580398-0.030369j 0.0298646-0.00770862j 0.0031935-0.0256173j 0.0737435+0.00631355j 0.00393871-0.0427427j -0.028169+0.104549j 0.0399513-0.0298269j 0.0181011-0.0389973j 0.020371-0.0251261j -0.00386533-0.050527j 
