0.0247266-1.30104e-17j -0.0107237+0.00030568j 0.00792703-0.000210134j 0.0304811-0.00171346j 0.00672797+0.000297898j -0.0139231+0.00355426j -0.0406515+0.00330774j 0.00425607+0.0014823j 0.0167342+0.00223151j 0.00232658-0.00381179j -0.0341945+0.000963195j -0.0130053+0.000133366j -0.0550709+0.00193234j 0.0440766-0.000289235j -0.0745776+0.00100938j 0.0262453+0.000404767j -0.00913182+0.000621275j -0.00924161-0.00364893j -0.0367533-0.00196564j -0.0135659+0.00238308j -0.00060595+0.0013542j -0.0259365+0.00510994j -0.0374913+0.00108538j -0.0145368+0.000718984j -0.0105063-0.000591095j 0.013443-0.00198124j 0.0185894+0.00220512j -0.0354094+8.10645e-05j 0.00792216-0.000469169j -0.0236354+0.00141731j -0.0240309-0.000129048j -0.00797215+0.00336872j -0.0102736-0.00254637j -0.000404316+0.000464931j -0.0297654+0.00416574j -0.00702784+0.00127562j -0.00372736-0.00246193j -0.00299102+0.00506364j 0.0213082+0.00126085j -0.00279205-0.000392244j -0.0189276+0.00236115j 0.0157216+0.000864641j 0.0407182+0.00265155j -0.0583835+0.0131667j -0.066004+0.00704562j 0.155827-0.00666645j 0.00583786-0.00259533j -0.0188126+0.0039136j 0.0111844+0.0102828j 0.119341+0.013932j -0.0207362-0.000333293j 0.00226805-0.00399695j 0.0207735-0.00588958j 0.0471848-0.00624381j -0.0530024+0.0102992j -0.0194177+0.00307306j 0.0127118-0.00455598j -0.0355239+0.00677103j 0.0169465+0.00411276j -0.00456611+0.00173445j -0.012+0.00438599j 0.00131524+0.000413999j -0.0168946-0.00677834j 0.0556596-0.00297105j -0.0197869+0.0043755j 0.00233593-0.00908132j -0.0493539-0.0010569j -0.000805265-0.00210009j 0.0542035+0.00870974j 
0.0471848+0.00624381j -0.045333+0.00460797j 0.0485987+0.00329469j -0.0528176+0.00150755j -0.0717407+0.0023468j 0.0255989+0.00727912j -0.0161933-0.00394637j -0.0567374+0.00578642j -0.00598888-0.000564661j 0.0443859+0.00158504j -0.00376832+0.00324693j 0.0308062+0.00425802j -0.00608603+0.00246924j -0.0209522+0.00133397j -0.0755055-0.000475444j -0.0362814-0.00360872j -0.039314+0.00545868j 0.0232412-0.00246749j 0.0070951+0.00474006j 0.0420711+0.00424668j -0.0343766-0.00207277j 0.0322732+0.00511765j -0.0588358-0.00275784j 0.0715425-0.00608484j -0.0642323+0.000886692j 0.00750227-0.00104535j -0.0248969-0.000349191j -0.00495518+0.00101384j 0.000875717+0.000435896j 0.0311817-0.00103268j -0.00302169-0.00216961j -0.0191464+0.00981511j -0.0202792+0.00431001j -0.0240658-0.00419687j 0.0264194+0.00174137j 0.0341993+0.00191319j -0.0165505+0.00284613j -0.0033172-0.00183934j -0.00237444+0.000853359j 0.0346449-0.00225198j 0.00865769-0.00188849j 0.0642231+0.00181559j 0.0699111+0.00343618j 0.0061913-0.00191739j -0.0345071-0.00103235j 0.117601-0.00201579j -0.0277105-0.0016062j 0.041737+0.00604485j 0.00938934-0.0030483j -0.0819606-0.00570673j 0.00351848-0.000607008j -0.0532462-0.000390785j 0.0256484+0.000267213j -0.343774+6.08693e-15j 0.24226-0.00217575j 0.0617553-0.000913011j -0.1201-0.000982943j 0.205014-0.00183776j -0.175209-0.00323049j 0.0217708+0.00100268j 0.145179+0.00275259j 0.0502803-0.000234059j -0.00764034+0.00698058j -0.0633809-0.00385508j -0.0270884-0.00584413j -0.0216801-0.00384185j -0.0335814+0.00575813j 0.0362452+0.00303791j 0.0313245-0.00664566j 
-0.0530024-0.0102992j 0.0603674-0.00558904j -0.0261486-0.0104653j 0.0170485-0.00340712j 0.0196637+0.00068425j -0.00492726-1.32137e-05j 0.0399765-0.00150651j 0.0583394-0.000117902j 0.00625749-0.000875651j -0.0546787-0.00352313j -0.00100105+0.00424215j -0.0183064+0.00159363j 0.0748242+0.00422019j 0.0422855+0.00104311j 0.0682407+0.00433466j 0.0257151-0.0035349j -0.00475009-0.00365941j -0.040519+0.00190976j 0.0127234+0.00438214j 0.000361704-0.00114559j -0.0152005+0.00297935j -0.0504645+0.00181433j 0.085318+0.000767488j -0.0437723+0.000917724j 0.071148-0.00459001j -0.00994476+0.00364175j -0.0672135+0.00458684j -0.0251492+0.0034423j -0.0319625-0.00202128j -0.0536974-0.000768838j 0.00917328-0.00392252j -0.00664931+0.00505603j 0.0275001+0.0083737j -0.028903-0.00112461j -0.0094494+0.00382243j 0.0244849+0.000519716j 0.00179737+0.00474608j 0.0165493-0.00187628j -0.03032+0.00167405j -0.0408074-0.00211824j -0.0189688+0.000539909j -0.0136198-0.00399285j -0.0430919+1.14342e-05j -0.0158309+0.000483567j -0.00159783-0.00177985j -0.0840372+0.001171j 0.0277002+0.00141433j 0.00243299-0.00233642j -0.00781316-0.00195134j 0.0278583+0.0024512j 0.065676+0.00165933j 0.0356099+0.000474446j -0.0399413+0.00312043j 0.24226+0.00217575j -0.138325-2.19009e-16j -0.0353212-0.000217435j 0.0590769+0.000173288j -0.110328+0.000291278j 0.103862+0.00269673j 0.000609171-0.00382878j -0.0801975+0.0021367j -0.0363836+0.00262734j 0.0264075-0.00355698j 0.0209384+0.00248597j 0.0174074+0.000278783j 0.0108964+0.00593331j 0.0275146-0.00697445j -0.0317609-0.000692256j -0.0108753+0.00546799j 
-0.0194177-0.00307306j 0.0255815-0.00276612j 0.00591851-0.000324312j 0.0261952-0.000316091j 0.0179213-0.00182301j -0.0237991+0.000109765j 0.0447988+0.001919j -0.00511557-0.00221977j 0.00878575-0.00316414j -0.0295423-0.00342777j 0.00295585+0.00244578j -0.0137712-0.0052364j 0.0214683-0.00154723j -0.00546531-0.00260555j 0.0186894-0.000251521j 0.0242911-0.00187204j -0.0203331+0.00240924j 0.0181669+0.00422821j -0.0351699+0.00154926j 0.0154751+0.00111374j -0.0166353+0.00251017j -0.0414075+0.00465625j 0.0410555-0.000105859j -0.0803357-0.00029503j 0.0194882-0.00710904j -0.0319771-0.00053956j -0.0353955+0.00108045j -0.041184+0.000432792j 0.0130531+0.00510781j -0.00150478-0.00103808j 0.0489968-0.00126905j -0.0120015+0.00282357j -0.0079993-0.00225572j -0.0127601+0.00583094j -0.0160337+0.00441452j -0.0013556-0.00153561j 0.00706841+0.00124902j 0.0166388-0.00373772j 0.00107093+0.0027508j -0.01753-0.00118644j 0.0102365+0.00168723j -0.00555654-0.00229994j -0.0146173-0.000150698j -0.0087819+0.00161171j 0.00622773-0.000763991j -0.0236875-0.000514809j -0.01932-0.000406393j -0.000901373+0.000515253j 0.00758392+0.000497957j 0.0242267+0.0026281j 0.0436717+0.000564112j 0.00168255-0.00073048j -0.0147157+0.00110638j 0.0617553+0.000913011j -0.0353212+0.000217435j -0.00128192+5.85686e-16j 0.0225778+8.90575e-05j -0.0242341-0.000286686j 0.0328159-0.000126284j -0.00278882-0.000834562j -0.0211576-0.000892186j -0.00639673+0.000684533j 0.00125505-0.00236371j 0.0102343+0.000760756j 0.00414951+5.88635e-05j 0.0100367+0.00207119j 0.0133348-0.00139185j -0.00928211+0.000428392j -0.0007754+0.000964636j 
0.0127118+0.00455598j -0.017027+0.0016799j -0.00935595+0.000807686j 0.0229166+0.00606435j -0.0115405-0.00267429j 0.0548565+0.00369131j -0.0203974-0.000366309j -0.0337152-0.00760266j 0.0417349+0.000189279j 0.0300986-0.0054351j 0.0283363+0.00748907j 0.0136008+0.00522666j 0.00772154-0.00443604j 0.00106296+0.00462859j -0.0136952-0.00104861j -0.0175172-0.000396795j 0.0176104+0.000830111j 0.0177588+0.00103281j 0.0233152-0.00336185j -0.00374666-0.000711199j -0.00921663-0.00547056j 0.0149373+0.000783082j 0.000227625+0.00540929j -0.0174584-0.000587524j 0.0498971-0.00216397j 0.0100094+0.00376535j 0.0421762+0.00450005j -0.0676472+0.000365395j -0.0359783-0.000888203j -0.0209814+0.00168162j -0.0121901-0.000189816j -0.0148257-0.003205j -0.000443278+0.0042153j 0.0278167+0.00274949j -0.00662348-0.00588026j -0.0168301+0.00289914j 0.00800107+0.00380333j -0.0150377+0.00067744j 0.00792729-0.00208478j 0.0176415+0.000192108j 0.00110952-0.00239895j -0.00668675+0.000111298j 0.0466945+0.00357014j -0.0137432+0.000265174j -0.0106454-0.000186253j 0.0709829+0.00130472j 0.00576052-0.00189044j -0.00785932+0.00361687j 0.00228925-0.000432642j 0.0134531+0.00206907j 0.0402549-0.000681301j -0.0242699-0.00158275j 0.0258136+0.00156284j -0.1201+0.000982943j 0.0590769-0.000173288j 0.0225778-8.90575e-05j -0.00733701-1.4962e-16j 0.0551809+0.000500948j -0.0433869+4.42441e-05j -0.0127445+0.0011077j 0.0376887+0.0012917j 0.0239718-0.000686712j -0.0152184+0.00201864j -0.00652126-0.00254625j -0.0112784+0.000467235j -0.00195707-0.00337202j -0.024619+0.001653j 0.0148852-0.000440057j 0.00243584-0.00295935j 
-0.0355239-0.00677103j 0.0344846-0.00314702j -0.0440705-0.00712981j 0.00676321-0.0032955j -0.00631118+0.00111217j -0.00814601+0.00168423j -0.028214-0.00185368j 0.0311816-0.00414449j -0.0143463-0.00213724j -0.0580113-0.00285519j 0.00293243-0.00649578j -0.0295021+0.00338008j 0.0390139+0.00446651j 0.0381137-0.00131961j 0.026874+0.00637362j -0.0195629-0.00124854j -0.00125873+0.000206606j -0.0210327-0.00146066j 0.00396435-0.000109414j -0.0204618+0.000233551j 0.0124806+0.00113079j -0.0254108+0.000609135j 0.0391612+0.000613472j -0.0431678+0.000935706j 0.0728439+0.00029467j 0.00279321+0.000778238j -0.0117575-0.00198667j 0.017256-7.33933e-05j 0.00218407+0.00085714j 0.0295379+0.00253816j -0.0434701+0.000215365j 0.0393608+0.00279264j 0.0306727+0.00400032j 0.0154001+0.00214537j -0.0152392-0.00163851j 0.00332077+0.00172367j 0.0134709+0.00263973j -0.0170002-0.00362051j -0.0319048-0.00146171j -0.0422289-0.000100452j -0.0569167-0.00350627j -0.034683-0.000305j -0.0301521-2.13239e-05j 0.0143735-0.00295639j 0.0262737+0.00252977j -0.106838+0.00171996j 0.0229353+0.00165602j 0.00180576-0.00268011j -0.00883358-0.00228108j 0.00827406+0.000793369j -0.0960925-0.00405888j 0.0397339-0.000379047j -0.0171901+0.00324654j 0.205014+0.00183776j -0.110328-0.000291278j -0.0242341+0.000286686j 0.0551809-0.000500948j -0.0934549-4.05275e-15j 0.0673987+0.00166695j 0.00150562-0.00218624j -0.0361673+0.00197503j -0.0188416+0.00158348j 0.00530828-0.00106005j -0.00602273+0.00119159j 0.00667339+0.000997982j 0.0180282+0.0023922j 0.0338049-0.00423327j -0.0267608-0.00010667j -0.0111953+0.00343565j 
0.0169465-0.00411276j 0.0160899-0.000571388j 0.0283273+0.00214045j 0.0148492+0.0113768j -0.0265812-0.00566657j 0.0517237+0.00464447j 0.013459+0.00181626j -0.00649064-0.000679022j 0.0258125+0.00922047j 0.0328307-0.0024873j 0.0578566-0.000765767j 0.00508681-0.0006656j 0.0214958-0.0012881j -0.0107148-0.00100106j 0.0428089+0.00354667j -0.0180361-0.000207395j 0.0272587+0.00364219j 0.00809343-0.000456835j -0.00663821-0.00509908j 0.00803574-0.00293801j -0.0632001+0.000485593j -0.0632271+0.00185494j 0.0234752-0.0030788j 0.0264798+0.00424691j 0.0348146+0.00276441j 0.00889619-0.000498734j 0.0176572-0.000649239j -0.091309+0.00120892j -0.0188301-0.00151802j -0.0289068+0.00171147j -0.0627442+0.00431636j -0.0706229+0.00213697j -0.00169225+0.000135598j 0.0206633+0.00280442j 0.0222378-0.000213227j -0.0258471-0.00435576j -0.0262562-0.0047684j 0.000264734-0.00167349j 0.00369464-0.00391953j 0.0527402+0.000333948j 0.00297338-0.000351653j 0.0355667-0.000453016j 0.0595504-0.000747117j -0.0379329+0.000954104j -0.0425104-0.0005615j 0.0829608-0.00423842j -0.0110102+0.000243288j 0.0482619+0.00265129j 0.0160726+0.00211798j -0.0153899-0.00316493j 0.00144525-0.000538361j -0.0260139+0.00117757j 0.001099-0.00260058j -0.175209+0.00323049j 0.103862-0.00269673j 0.0328159+0.000126284j -0.0433869-4.42441e-05j 0.0673987-0.00166695j -0.0622022-8.57062e-16j 0.00200877-0.000128088j 0.0325469+0.00139067j 0.0134588+0.000467847j -0.00221328-0.000884349j -0.01194-0.000665063j -0.0138493-0.000178869j -0.0176114-0.00113655j -0.028061+0.00355564j 0.0140418-0.000209824j 0.00975113-0.00119305j 
-0.00456611-0.00173445j -0.00431933+0.00174776j -0.0167061-0.00588044j -0.0608279+0.00247099j -0.00922973-0.00592625j 0.00901126+0.00489726j -0.00797561+0.00172811j 0.0194088-0.00635497j -0.0080611+0.00556127j 0.0285107+0.00222063j 0.0327673+0.00437801j -0.0191619-0.00299114j -0.0108534+0.00729319j 0.0014224+0.00315683j -0.00685324+0.00623107j 0.00545935-0.00031779j -0.0140889-0.00266941j -0.0402431-0.00119862j 0.0179178+0.000687083j 0.0171385+0.00206394j 0.0458176-0.00126813j 0.0495831-0.000242296j -0.0279293+0.00280233j 0.0367632-0.00100399j 0.0358549+0.00901429j 0.0161267+0.00194757j -0.0063108-0.00411864j 0.0376813-0.00203843j 0.0215862-0.00215428j -0.0503916-0.000805484j 0.01973+0.0043281j 0.0405879-0.00189659j -0.017022-0.00219411j -0.00861222-0.00166216j 0.0413616-0.00442931j -0.0149997+0.00033817j -0.0319396+0.00126527j 0.0104245-0.000912183j -0.00618588-0.00444333j 0.019342+0.000150495j -0.0108101-0.00736282j -0.00691692+0.00177264j -0.0197025+0.00333549j 0.0061687-0.00409255j -0.00205348+5.69225e-05j 0.00430225+0.00122153j 0.0125183+0.00246703j -0.0254934-0.00192684j 0.00847292+0.000725342j 0.00729718-0.00208994j 0.0473119+0.00244868j 0.0100936+0.0011429j -0.0139117+0.00157635j 0.0217708-0.00100268j 0.000609171+0.00382878j -0.00278882+0.000834562j -0.0127445-0.0011077j 0.00150562+0.00218624j 0.00200877+0.000128088j 0.00132638+1.7537e-16j -0.00402375+0.00175785j 0.00145503+0.000616957j 0.000726553+0.00251445j -0.00508069-0.00266484j 0.0124685+0.000794391j 0.00123947-0.000174587j -0.00816072-0.00291524j 0.00156287-0.00107466j 0.000477071+0.00093138j 
-0.012-0.00438599j 0.0116737-0.00415904j -0.06861-0.00120931j -0.00131582+0.000373369j 0.017579-0.00199716j -0.0562284-0.00279945j -0.0328872-0.00083736j -0.0290817+0.00406988j 0.0075883+0.00797162j 0.00954789-0.00405136j -0.000183858+0.00548513j -0.0236552-0.00105445j 0.0166945-0.00297364j 0.00855895-0.000203527j 0.015522-0.000181236j -3.64145e-05-0.00408877j 0.00352122+0.00287186j -0.0114234+0.000346506j 0.0160513-0.00815568j -0.0249611-0.00192421j 0.00949603-0.00114045j -0.0129021-0.0027117j 0.0165962-0.00358626j -0.0494852+0.0014141j 0.0596598+0.00533261j -0.0170398-0.00218406j -0.0129935-0.00281619j 0.00950544+0.000586759j 0.00407687+9.60706e-05j -0.0273237-0.00152666j 0.0270936-0.00218406j 0.110907-0.00194331j 0.0681965+0.00356695j -0.00626336+0.00547552j -0.0143351+0.000881831j -0.00250163-0.00315094j 0.035588-0.00575773j 0.027638-0.00258001j -0.0118615-0.00508132j -0.0538814+0.00401278j -0.012336-0.00255132j -0.0280019+7.25264e-05j -0.0512094-0.00096505j 0.0520701-0.00158971j 0.0189093-1.21885e-05j -0.0937606-0.00108791j 0.0163115+0.000562207j 0.00309283-0.00237892j -0.0173748-0.000590586j 0.00904323-0.00208899j 0.02047+0.000728696j 0.0304574+9.63227e-05j -0.0161689-0.000621581j 0.145179-0.00275259j -0.0801975-0.0021367j -0.0211576+0.000892186j 0.0376887-0.0012917j -0.0361673-0.00197503j 0.0325469-0.00139067j -0.00402375-0.00175785j 0.00468422-1.40025e-16j 0.00134456+0.000423963j -0.0209263-0.00221029j -0.0244946+0.00118966j -0.015092+0.000325479j 0.0263378-0.00110171j 0.0481465-0.000597822j -0.0218641+0.00193654j -0.00248346+0.000588938j 
0.00131524-0.000413999j 0.0112326-0.000357651j -0.0321743+0.000454214j 0.0279325-0.00132689j 0.0138104+0.00249618j -0.0251433-0.00144693j -0.020424-0.00243117j -0.0171603+0.00222325j 0.00664237-0.00175921j -0.000173918-0.000601389j -0.00678891-0.000488389j 0.0110966+0.00218384j 0.00509355-0.00355962j -0.00953381+0.000783774j 0.0216154-0.000501344j -0.00656544-0.00191184j -0.00397738+0.00100481j 0.0168896+0.00103439j 0.00984546-0.0018048j -0.0198348-0.000529394j -0.011443-0.00225302j -0.0410889-0.00174591j 0.0180495-0.000925865j -0.0388688-0.000312439j 0.0182699-0.00194616j -0.00297098-0.00130394j -0.0130024-0.00147266j -0.00619174+0.00135655j -0.0432644-0.00495157j -0.009117-0.00196859j -0.0133626-0.0033727j 0.0468988+0.000598083j 0.0227444+0.00148237j 0.00648086+0.00267674j -0.0298388-0.00099644j 0.00655796-0.000736153j 0.0220877+0.000686581j 0.0112728-0.000987736j -0.00364046+0.00120153j -0.0320689+0.000355903j -0.00922621+0.000762369j 0.00175213-0.000182521j -0.0182533-6.91773e-05j 0.0177387-0.000406898j 0.00796853+5.72579e-05j -0.0464458+0.000520513j 0.00627956-0.00027687j 0.0099166-0.00035191j -0.0190701-0.00110226j -0.0115991-9.71001e-06j -0.00873806-0.000582453j 0.00819886-0.000420765j -0.00102684+0.000720916j 0.0502803+0.000234059j -0.0363836-0.00262734j -0.00639673-0.000684533j 0.0239718+0.000686712j -0.0188416-0.00158348j 0.0134588-0.000467847j 0.00145503-0.000616957j 0.00134456-0.000423963j 0.0228588-5.51859e-17j -0.00397441-0.000540268j -0.0144365+0.00123329j -0.0132218-0.000136099j 0.00840727-0.000408421j 0.0267596+0.00121104j -0.0125044+0.00102195j -0.00171082-0.00042749j 
-0.0168946+0.00677834j -0.0432555-0.0032213j 0.0326119-0.00412992j -0.0343426-0.00946183j -0.00732984+0.00698803j 0.00561255+0.00254071j 0.0154973-0.00679971j 0.0403332+0.0047278j 0.0202138-0.00492166j -0.0245308+0.00239253j -0.028169+0.00897291j 0.00608972+0.00439188j -0.0290298-0.00275764j 0.00504695+0.000565911j -0.0393354+0.000682478j 0.00770108-0.00361987j -0.0124372+0.00726694j -0.0224896-0.00142857j 0.0268184+0.00193244j 0.0322688+0.00504003j 0.0399057+0.00211587j 0.107104+0.00456866j -0.0336369-0.00825331j 0.0433173+0.00451031j -0.0220982-0.000765814j -0.00156125-0.000666518j -0.0304169+0.00384898j 0.0618727+0.0020273j 0.00943897-0.00059028j 0.0206681-0.00308557j -0.00338932-0.00732543j -0.0182356+0.0106396j -0.0109803+0.00837254j 0.0282212+0.00719334j 0.0194635+0.00393932j -0.00501141-0.00358562j -0.0161849-0.00652726j -0.0198433-0.000810488j 0.00302972+0.00259097j 0.0223681+0.00635305j 0.0213432+0.000426195j -0.0245799-0.00152174j 0.00230116+0.000521414j 0.00190177+0.00312178j -0.0109127-0.0012671j 0.0506648+0.00220853j 0.0115086+0.00163051j -0.0265627+0.000224273j 0.0225945+0.00308117j 0.0510772+0.000917851j -0.01685-0.000116732j 0.00440749-0.00130911j 0.000680211-0.0013534j -0.00764034-0.00698058j 0.0264075+0.00355698j 0.00125505+0.00236371j -0.0152184-0.00201864j 0.00530828+0.00106005j -0.00221328+0.000884349j 0.000726553-0.00251445j -0.0209263+0.00221029j -0.00397441+0.000540268j -0.0110094-2.0383e-16j 0.0271554-0.000930557j 0.0128319+0.001247j -0.000813654-0.00139905j -0.0269995-0.00384258j 0.0159647-0.000472395j 0.00157711+5.01153e-05j 
0.0556596+0.00297105j 0.00130976+0.0121267j 0.00880564+0.00453082j -0.0065127+0.0032035j 0.0140184-0.0119908j -0.0119955+0.00203738j -0.0263312-0.00194838j -0.0365801+0.00361206j -0.0294178-0.00499686j 0.0469877-0.00150991j 0.0146062+0.00237785j 0.00947336+0.000842916j -0.0246962+0.00282606j -0.0244776+0.00148323j -0.0490914+0.00509605j -0.0469615-0.00329392j -0.0177676-0.00253249j 0.0397224-0.000129759j -0.0284728-0.00376137j 0.00556477+0.000685484j 0.00503447-0.000631527j -0.0358596-0.0107173j -0.0257976+0.00229784j 0.0614021+0.00282496j -0.0753267+0.00105071j 0.0100895+0.0030927j -0.0119815-0.00539852j -0.00710832-0.00159221j 0.0185656+0.00237424j -0.00238212-0.00346119j -0.0120358-0.00559228j -0.0426882-0.00675262j -0.0274414+0.00272509j 0.00189373+0.00692057j -0.0140771-0.0093769j 0.0099102+0.00222685j -0.0103135-0.00107627j 0.00480975-0.00247236j -0.00993628-0.000481588j 0.0183642+0.00483761j -0.0246584-0.00650466j 0.0502355+0.0021357j 0.0192825+0.00521518j -0.0130699-0.00196838j 0.0138925-0.000224192j 0.0327008+0.00302784j -0.0144202+0.0030586j -0.0158393+0.00255762j -0.0317098-0.00223332j -0.0487283+0.00228876j 0.00872464-0.000476178j -0.0146789+0.000937358j 0.0165642+0.00199046j -0.0633809+0.00385508j 0.0209384-0.00248597j 0.0102343-0.000760756j -0.00652126+0.00254625j -0.00602273-0.00119159j -0.01194+0.000665063j -0.00508069+0.00266484j -0.0244946-0.00118966j -0.0144365-0.00123329j 0.0271554+0.000930557j 0.0080869-1.2837e-16j -0.00616489+0.00131421j -0.025827-0.001025j -0.0149997+0.00373358j 0.00343055-0.00224951j -0.00545627-0.000531224j 
-0.0197869-0.0043755j 0.0303588+0.00249826j 0.057432-0.000595631j 0.0211496-0.0129919j -0.0261625+0.00208941j 0.0341472-0.00896516j 0.037129+0.00223045j 0.0520202+0.00202897j -0.0380515-0.00727266j -0.0558904-0.0022208j -0.00236704-0.00050468j 0.0178217-0.00123891j 0.00610534+0.000650208j 0.00346924+0.00135124j 0.0102556-0.00186678j 0.0299556+0.00142626j -0.00565788-0.00775217j 0.00230705-0.00486155j -0.0607036+0.000637718j 0.0291017+0.00142574j -0.0208975+0.00480846j -0.0486671+0.00463396j -0.00399397-0.00439848j -0.0577866+0.00286681j -0.0496597+0.00471285j -0.0229922-0.00204244j -0.0197872-0.00558391j -0.023181+0.0116642j -0.00572402+0.00173223j 0.0180364+0.00028343j 0.00330119+0.0042867j -0.0640523+0.00745506j -0.0531846+0.000486622j -0.0184442-0.00016901j 0.0140647-0.000334925j -0.0161832-0.000520938j -0.0379908-0.00512925j -0.011109-0.00141593j -0.00946658-0.00416252j 0.0154509+0.00248931j 0.0208994-0.00606016j 0.0197035+0.000485431j 0.0173469-0.00131725j -0.0277388-0.000844075j -0.0066513+0.00209167j -0.00742395-0.00396916j -0.0177825+0.00353539j 0.0160438-0.00340145j 0.00845012-0.00117725j -0.02621-0.000247294j -0.00107904+0.000352054j -0.00587238+0.00336587j -0.0144687-0.000297932j -0.0270884+0.00584413j 0.0174074-0.000278783j 0.00414951-5.88635e-05j -0.0112784-0.000467235j 0.00667339-0.000997982j -0.0138493+0.000178869j 0.0124685-0.000794391j -0.015092-0.000325479j -0.0132218+0.000136099j 0.0128319-0.001247j -0.00616489-0.00131421j 0.0176163+1.30104e-18j -0.00947216+0.00167831j -0.0120581-0.000194341j 0.00124174-0.00091916j 0.00123062+0.00171046j 
0.00233593+0.00908132j 0.0559-0.000992696j -0.00990832-0.00479328j 0.0089927-0.00920836j 0.000218263+0.00595466j -0.020318-0.009619j 0.0465694-0.00992462j 0.0318904-0.0105929j -0.114389-0.00465212j 0.0508671+0.0115404j 0.0551987+0.00217432j 0.00418818+0.000304396j 0.0527232-0.00281971j 0.00745545+0.00152671j 0.0521196-0.00252929j -0.00306569-0.00518892j -0.0104302+0.00362523j -0.00868424+0.00320874j -0.0115617+0.00376118j -0.00275586-0.00155248j -0.0188576+0.00325337j -0.0551975+0.00090919j 0.0094358-0.00228637j -0.0280989+0.00138912j 0.0359102+4.36962e-05j 0.00296223+0.00204266j -0.0110089+0.00551899j 0.0253107+0.00213812j 0.0247735+0.000565174j -0.0204094-0.00234989j 0.0111607-0.0014867j 0.0382602+0.0119709j 0.000824955+0.00935772j -0.0139068+0.00147464j -0.0311564-0.00313396j 0.0109564+0.000615728j 0.00440739+0.00539945j 0.00839379+0.000737772j -0.00820501+0.0034871j 0.0133582-0.00130545j -0.0354972-0.00280367j 0.0298288-0.00154449j 0.019061-0.000300511j -0.0211746+0.00284776j 0.0108131+0.000162167j -0.0303424-0.00121892j -0.00173737+0.00116889j 0.0155324+0.000935741j -0.0296741-0.00357415j -0.0180344-0.00187123j 0.00977486+0.000494015j -0.00786282+0.000336061j 0.00287475+0.00278796j -0.0216801+0.00384185j 0.0108964-0.00593331j 0.0100367-0.00207119j -0.00195707+0.00337202j 0.0180282-0.0023922j -0.0176114+0.00113655j 0.00123947+0.000174587j 0.0263378+0.00110171j 0.00840727+0.000408421j -0.000813654+0.00139905j -0.025827+0.001025j -0.00947216-0.00167831j 0.00486598-1.38778e-17j 0.0231262+0.00277231j -0.0111936+0.000621521j 0.00634441-0.00202747j 
-0.0493539+0.0010569j -0.00351167+0.00992627j -0.0369016+0.0109248j -0.00726734+0.00499721j 0.041957-0.00753125j -0.00280849+0.00485336j 0.0314563+0.0082084j 0.0673687+0.00214943j 0.0327911-0.0126368j -0.094786+0.0038963j -0.0141665+0.00433668j -0.0198908+0.0033057j 0.0389548+0.00557774j 0.0245256-0.000216553j 0.0530856+0.00387527j 0.0303212+0.00112157j 0.00772736-0.00552905j -0.0363453-0.00198815j 0.00535532-0.000104488j 0.00584936+0.00412051j 0.0202227-0.00429214j 0.0108164-0.00505041j 0.0354142-0.000850896j -0.02568+0.000319098j 0.0191915+0.00150238j -0.00930349+0.00149283j -0.0260009-0.00379216j 0.0142974+0.00030075j -0.00249302+0.00176843j 0.00508257-0.000259676j 0.0145113+0.000685105j -0.0305418-0.003165j -0.0166095-0.0025983j -0.0165977-0.000950073j -0.0130769-0.0037724j -0.00447882+0.00153301j -0.022856-0.00162873j -0.00654232-0.00091319j -0.00790571-0.00109472j 0.00578487+0.00450989j 7.72744e-05-0.00364167j -0.00513548+0.0042333j 0.00010164+0.00571786j -0.0280897-0.00222j 0.00577373-0.000675006j 0.00634232+0.00153306j -0.00172047+0.000382471j -0.0242067+0.0051385j 0.0204142-0.000808406j 0.0376231-0.00398277j -0.00670656+0.000807101j -0.0069108+3.76809e-05j -0.00420978-0.000182735j -0.0335814-0.00575813j 0.0275146+0.00697445j 0.0133348+0.00139185j -0.024619-0.001653j 0.0338049+0.00423327j -0.028061-0.00355564j -0.00816072+0.00291524j 0.0481465+0.000597822j 0.0267596-0.00121104j -0.0269995+0.00384258j -0.0149997-0.00373358j -0.0120581+0.000194341j 0.0231262-0.00277231j 0.0137879+1.73472e-17j 0.00269831-0.000578561j 0.0042354-0.00138601j 
