-0.0226323+0.0073934j 0.00226834+0.0174601j -0.015853+0.0193888j -0.0210574-0.0270577j -0.0169385-0.0194308j 0.0182467-0.0114305j -0.00632995-0.0534562j -0.0368783-0.0175998j 0.00634435-0.00579962j 0.0174713+0.00859049j -0.0201464+0.01663j 0.0309906-0.0119191j -0.000210177+0.0123839j -0.0136314+0.0158924j 0.0300164+0.00435429j 0.0119574+0.00439936j -0.00182496+0.0225966j -0.0163097-0.00152604j 0.00141343-0.012852j -0.00428109+0.00809285j -0.000263825+0.00450967j -0.0183616-0.0090578j -0.00523531-0.0160289j 0.000277839-0.00375609j -0.000124903-0.0114752j 0.00426763-0.00727129j -0.0119712-0.00204443j -0.0165724-0.00123259j -0.0034035-0.00620058j -0.00146292+0.0130735j 0.00712831+0.00927437j 0.0265684+0.0121118j 0.00441098-0.00892521j 0.00425153+0.0169221j 0.0173257-0.00136571j 0.00415514+0.0029121j 0.00559295-0.00821719j -0.0136047+0.00512096j -0.0100018+0.00567684j 0.0192606+0.0192074j 0.0191693+0.00631271j 0.00470505-0.00410628j -0.0103585+0.00551743j 0.0204861-0.00632202j 0.00960129-0.0124927j -0.0125915+0.00169301j 0.0220909-0.0103914j -0.0159653+0.00397098j 0.00994997+0.00246548j 0.0166613+0.00456679j 0.00350888-0.000318587j 0.0104001+0.000842924j 0.00480989-0.00132989j -0.00818947-0.000176321j 0.00764324+0.000712629j 0.015342+0.0051806j 0.00221787-0.00506143j 0.00105364-0.00329688j 0.00543978-0.00096967j 0.0039838+0.0122297j 0.000388681+0.0184732j 0.00656545+0.004401j -0.00668638+0.0276677j 0.00450922-0.00669041j 0.00430291+0.00777902j -0.00692544+0.00494011j -0.0153175-0.0211874j -0.00106993-0.00152784j 0.0203401+0.00567831j 0.000738227+0.00273549j -0.00743615-0.0326018j 0.00454308+0.00101811j -0.00400671-0.00889841j 0.0173703+0.000509907j 0.0168788-0.00283649j 0.00527351+0.00692865j 0.00348922-0.0049306j -0.0110006-0.00493737j 0.00295662+0.00445023j 0.00108431+0.0183158j 0.0302938+0.0182805j 0.0129627+0.017553j 0.0170814-0.00947773j -0.0206353+0.0108876j 0.0140672+0.00634463j -0.0154646-0.0290631j -0.00728338-0.0192614j 0.0709558+0.00485675j -0.0195627+0.0129963j -0.0274741-0.0323336j 0.028779+0.00339262j 0.00411364+0.0256176j 
-0.00422124-0.00105861j 0.00422221-0.0129039j -0.0541792+0.0286697j -0.0436439-0.0568118j 0.0181641+0.0459407j 0.0344815+0.000660798j 0.0120244-0.0478575j -0.0492098-0.0205924j 0.00573948-0.0262782j 0.012691-0.00907552j -0.034043+0.0418885j 0.0452309+0.00418764j -0.0206922+0.0119767j -0.00984334+0.0282672j 0.000400381-0.00536593j 0.0161773-0.0259588j -0.000272187+0.0151673j -0.0272147+0.0430564j 0.0183448-0.0204364j 0.000410344-0.0145362j -0.00998394+0.0344346j -0.0297191-0.0211909j 0.0268647-0.030643j -0.0393417+0.000796766j 0.0271707-0.0158743j 0.027455-0.0166086j -0.0194692-0.00619082j -0.0107725-0.0106799j 0.0417886+0.00584982j 0.00562724-0.023325j 0.0242556+0.00866352j -0.00015104-0.0357522j 0.0253328-0.0241991j 0.0245164+0.0307489j 0.0203852-0.00865058j 0.0171635+0.000809845j 0.0332105-0.0426344j -0.0256784+0.0148343j -0.0548283+0.0191691j 0.0187487+0.0242127j 0.000294855+0.00231328j 0.0107421-0.0183421j 0.0133395+0.00650944j 0.0408625-0.014221j 0.0297227-0.0307513j 0.0121332+0.00930984j 0.00346483-0.0170277j -0.0271563+0.00772488j -0.00591257-0.00842482j -0.00716264+0.0117718j -0.0135378+0.0156952j 0.0118982+0.00401688j 0.00944346-0.00287542j -0.00528989-0.027217j -0.0244859+0.0300856j 0.0381778+0.0108291j 0.013908-0.0215646j 0.0204931-0.0190878j 0.0152761-0.0239308j -0.00423909+0.0306453j -0.0153493+0.0427093j 0.0387138-0.001394j 0.00143927+0.00647451j 0.0285776-0.00611388j 0.0167829+0.0244364j 0.00617281+0.00266099j 0.0241033-0.0410748j 0.00856056-0.0163162j 0.0029627+0.0272628j -0.0381022-0.003316j 0.0150508+0.00320027j 0.0336215-0.0258762j 0.0270956-0.0134721j 0.0172045+0.0592264j 0.00830137-0.0388573j -0.014334-0.0222046j 0.00825749-0.0299239j 0.00183085-0.0021835j -0.0270087+0.000655953j -0.0338828+0.0161295j 0.0686172-0.0321248j -0.0186437-0.048772j -0.0121086+0.022239j -0.049621+0.0399846j 0.042845+0.00206959j -0.0247948-0.0723056j -0.024787+0.0106274j 0.0557295-0.00581807j -0.00481+0.0511943j -0.0534942-0.0346474j 0.0304038+0.00325251j 0.00778915+0.0403647j 
0.0144421+0.00289265j 0.000677804-0.02314j -0.0479466+0.0113848j -0.0160686-0.0378895j -0.00436123-0.00592829j -0.0274878+0.0159528j 0.0194372+0.0119201j -0.0224089-0.00443152j -0.0189982+0.00828252j -0.0257845-0.0375352j 0.00707064+0.0216718j 0.0107089-0.0413947j -0.0508899-0.0443508j -0.044646+0.0575253j -0.0249902-0.00413612j 0.0366017-0.0299686j 0.00204281-0.0262137j -0.0140398+0.0312428j 0.0240405+0.0112847j -0.00568171-0.0136247j -0.000104049+0.0170518j -0.00849456-0.011184j 0.0624196+0.015825j -0.0150492+0.0245699j -0.0209264-0.0234385j -0.00887736+0.00168861j 0.026016+0.0215813j 0.0206566-0.00500726j 0.0442366+0.0132995j 0.0315178+0.0100719j -0.00795131+0.0274765j -0.0383946-0.0465594j 0.0319012-0.0218313j 0.0158136+0.00306197j 0.0132947-0.0171206j -0.0094624+0.0401126j 0.0276979-0.00930001j 0.0388053-0.0631501j -0.00440725-0.0319022j -0.0311398+0.0191169j -0.00699813+0.0159865j -0.00586085-0.0146508j -0.00204524-0.00131201j 0.00712686+0.076715j -0.025433+0.0258953j 0.0388182+0.018914j 0.0300109-0.0115997j 0.0606198-0.00426309j 0.0287659-0.01322j -0.06174+0.0121399j 0.00198507+0.000819493j -0.00333881+0.0159509j -0.00410621+0.0658634j -0.0458555-0.0396163j -0.0197768+0.0599815j 0.0360276-0.0113074j -0.00581784-0.0142536j -0.0102248-0.0287795j 0.0293661-0.0113491j 0.00729156-0.0143959j -0.0352892-0.0125859j 0.0356651-0.0320493j 0.00184744-0.0251178j 0.0161206-0.000943714j 0.0132551-0.0244049j 0.00193977-0.00394848j -0.060533-0.0470378j -0.028239-0.0317935j -0.0507704+0.0260296j -0.00289393-0.019793j 0.0167744+0.00736402j -0.00631883-0.0421639j -0.00984047+0.0447812j -0.0118412+0.0221549j -0.0243026-0.0310308j 0.00276482-0.0352913j -0.032051-0.0545608j 0.0353146+0.033618j 0.0164312-0.0264761j -0.0111489+0.0164774j 0.00233495-0.00903925j -0.0170103-0.0637048j 0.0246658-0.00826026j 0.0301794+0.0679377j 0.0296654-0.00814366j 0.0389596-0.00320452j 0.0175129+0.00994444j -0.049654-0.0310904j -0.0107265+0.0463604j -0.0438638-0.0197593j -0.0087644+0.0232977j -0.0069275-0.00409521j 
-0.00602204-0.00798058j -0.00802184+0.00890473j -0.00985696+0.0152508j -0.0151863-0.0161297j -0.0127912-0.0355603j -0.0404087+0.0028909j -0.0063128-0.000835115j -0.0209187+0.0168565j -0.0280601-0.0322123j 0.0283021-0.00994856j 0.00198566-0.0416646j -0.0455208+0.0405631j 0.00218935+0.00334622j -0.0129227-0.00367782j -0.0156957-0.0454624j -0.0123273-0.0191018j 0.0284895-0.047332j -0.00743363+0.0200264j 0.0308976+0.0439837j -0.0802634+0.00613455j -0.0337389+0.0575834j -0.00377967+0.014265j 0.0587876+0.0405419j -0.0625969-0.0288101j -0.0107151-0.0419872j 0.0574986+0.0238517j -0.0246306+0.0437738j -0.00604439-0.0166635j 0.0672071+0.0344902j -0.0219154-0.0466739j 0.0175124+0.0471942j 0.00241557-0.00679532j 0.0481384-0.0455252j 0.0197682+0.0189243j -0.00423923-0.0658675j 0.0452705+0.0655806j -0.000535653-0.0146579j 0.0564701-0.052101j -0.0210491+0.0125699j 0.00073235+0.0214526j 0.0188359+0.0223772j -0.0105728-0.00876473j -0.0116539+0.00918302j 0.0392916-0.0101193j -0.0770436+0.0360886j 0.0406178-0.0010764j -0.00266903-0.0286269j 0.0511089-0.00688718j -0.015671-0.0500622j -0.0463936+0.00152571j 0.0218871-0.00135532j -0.0248053-0.0581545j -0.0297193+0.0360135j -0.0173802+0.0263481j 0.0144588+0.0705066j -0.0101606-0.0300088j -0.0487248+0.0271164j -0.00847337+0.00236412j 0.0167854-0.00287604j 0.0327011-0.010028j -0.0210795+0.00923786j 0.0257167+0.00197896j -0.0268865+0.0559615j -0.00691353+0.0390922j 0.0141226+0.0125423j 0.0368622-0.032021j 0.0755256-0.0603389j 0.0188883-0.0478683j -0.0168084-0.00372489j 0.0115393+0.0109344j -0.0112801+0.0142044j -0.0143869-0.0545069j -0.0301123-0.0219356j 0.0236351-0.00737195j 0.00756149-0.00178679j -0.0268814-0.0004451j -0.0166057-0.00297125j 0.0542496+0.045711j 0.0220643-0.0262145j -0.00652966+0.0515146j 0.0305217+0.0311383j 0.00853691-0.0341876j -0.0408487+0.026874j -0.00735749-0.0238235j -0.0189168-0.00979429j -0.00717654+0.034081j 0.0344141-0.0057142j -0.0306694+0.0391717j -0.00120909+0.034999j 0.00177696+0.00518814j 0.0111627-0.0230677j 0.00990975+0.00858224j 
0.00358218-0.0040024j 0.000290308-0.006174j -0.014339+0.0201808j -0.0205005-0.00670543j 0.0333735+0.00542726j -0.0418813+0.00163208j 0.00241786+0.0633936j 0.0275978+0.0141981j 0.000337998+0.0228892j -0.0234397+0.0146587j -0.0292049-0.0287373j -0.0384298+0.0488232j -0.0143773+0.0202357j 0.0137664-0.0173739j -0.0142414-0.0419189j -0.0344007-0.00637358j 0.0224308-0.0331378j -0.0105758+0.00482633j -0.000683566+0.0120503j -0.0166819+0.00694626j -0.00401949+0.031903j 0.0138836+0.0202384j -0.03344-0.0215047j -0.0147411-0.0511183j 0.0121367+0.0281441j 0.0260094-0.00108445j -0.0127931+0.00500159j -0.0405884-0.00351849j 0.00500766+0.0422277j -0.0449065-0.0408784j 0.0351087-0.000687695j -0.00788521+0.00596958j 0.0504752+0.00950076j -0.0061869+0.0106613j 1.16438e-05-0.0457365j 0.0487823-0.0325333j 1.28973e-05-0.0086971j -0.0187454+0.0353036j -0.00205356+0.0457358j 0.0220782+0.0125859j -0.0493584-0.00989445j -0.0189136+0.0105793j 0.00428518-0.00763j 0.014759-0.0703972j 0.00886552+0.00916352j 0.0365772-0.025947j -0.0348241-0.0262481j 0.0215272+0.0443577j -0.0230726-0.0317473j -0.0032054+0.00848795j -0.0159437+0.0014497j -0.0369637-0.0279238j -0.0256039-0.0215886j 0.0471309-0.0087031j -0.00219404+0.00812115j 0.00192627+0.00910538j -0.0346914-0.00771628j 0.0341654+0.0250447j -0.0136636+0.0213454j -0.0213582+0.0116428j 0.0183089+0.0082964j 0.00915696+0.0210758j -0.0282523-0.0118679j -0.000801545-0.00797867j -0.00326072-0.0192587j 0.00166734-0.00469189j 0.083458+0.00845608j 0.054728-0.0240684j -0.0130978+0.0217258j -0.0203774-0.0192195j -0.00546843+0.0641306j 0.0231758-0.0236007j -0.00232427+0.0099016j -0.0439145+0.00832915j -0.0127886-0.0430274j -0.00119263-0.0294302j 0.0363953-0.00126819j 0.0644164-0.0147853j -0.0243787-0.0515896j 0.00331442+0.0105097j -0.0205392-0.0181605j 0.00129637-0.0192339j -0.023098+0.0128462j -0.00580699+0.0234722j 0.0207547+0.00263314j 0.00991268+0.00534657j 0.0412374+0.0126117j -0.0444687+0.0266716j 0.00825342+0.00257638j -0.0105639+0.0283861j -0.0129442-0.0126848j 0.0174306-0.00846958j 
-0.0235217-0.00541612j -0.0110591+0.0287042j 0.0184571+0.0296613j -0.019876+0.00892442j -0.00975552-0.082589j -0.0855366-0.0268155j -0.0322761+0.0352161j -0.00433017+0.0315707j 0.00605693-0.00818619j 0.0440734+0.0227386j -0.00379511-0.0542803j -0.0272302+0.0292384j 0.0108741+0.0262132j 0.0119699-0.00121031j -0.00162095-0.0247136j -0.0110608+0.0582705j -0.00462647-0.0149846j 0.00801081+0.00277094j 0.0121273-0.0163903j 0.0293559+0.0504552j -0.001563-0.00672667j 0.0042778+0.0144149j -0.0403989+0.0527056j 0.0235596-0.0211779j 0.00131776+0.00273269j 0.0352894+0.0279254j 0.0251163+0.0152964j -0.0406638+0.0354286j -0.0509255+0.0135821j -0.092475-0.00466895j 0.0180619-0.00790958j 0.0234971+0.0760311j -0.0139411+0.0609746j -0.0398235-0.00242591j -0.0199271-0.0244615j 0.00402256+0.0259739j -0.0286005+0.0383289j 0.00811214-0.0110134j 0.0463288+0.00799929j -0.0291322+0.00447919j 0.0344003+0.0217902j 0.0233509+0.0326002j -0.0655211-0.0152039j 0.040188-0.0337882j -0.0340064+0.0166535j -0.0180254-0.0418946j 0.00471921-0.0214563j 0.0151505+0.0213253j -0.0298554-0.0269331j 0.0244312+0.0171202j 0.0119858-0.0159406j -0.0393717-0.0276028j -0.0219983+0.00140791j 0.0353987+0.0418471j 0.0376463-0.0300271j -0.0293393+0.0105847j -0.0092772+0.0193485j 0.00524268+0.0284661j -0.0569352+0.0547117j 0.0154116+0.00998249j 0.0316479-0.00621619j -0.00669169-0.0155448j 0.000318204+0.0533709j -0.0197895-0.0107055j -0.0108203-0.048502j 0.0482798-0.0126104j 0.0655455+0.0377012j 0.0102595+0.0209527j -0.00150612+0.00582364j 0.0308793+0.0565782j -0.0441359-0.00531542j -0.0061348+0.0196724j 0.0118535-0.0219465j -0.0298243-0.0590798j 2.82866e-05-0.0396223j 0.0238805-0.0213351j -0.0391144+0.0270798j 0.00636121+0.0139584j 0.0144866+0.00432705j 0.000440602+0.0319815j 0.00691212+0.0588486j 0.0149765+0.0487947j 0.0235626-0.0177931j 0.0202764-0.0066293j 0.00186316-0.0105139j 0.014168+0.060584j 0.0755132-0.00846001j -0.00365891+0.0595477j 0.00121075-0.010629j 0.0197695-0.0151177j 0.00137512-0.0199198j 0.021518+0.00270508j 
0.00287017-0.0149704j -0.0161959+0.00935529j -0.00254756+0.0100147j -0.00978783-0.000370996j -0.00945585-0.0462004j -0.124723-0.00683335j -0.0426815+0.115027j 0.0348909+0.0539192j 0.0150401+0.0112373j -0.00772211+0.0199164j -0.00044324-0.0107175j -0.015275+0.00754784j -0.00999826+0.00405506j 0.012119-0.0008726j -0.00600071-0.009111j -0.0340998+0.0207063j -0.00754915-0.0287027j -0.00645745+0.0353447j 0.00614046-0.0307432j 0.0373696+0.0461802j 0.0222987+0.00932556j 0.00927921-0.0154959j -0.0719437+0.00555298j 0.00396583-0.0184039j 0.0240608+0.0125891j 0.0370742-0.00279238j 0.0315029-0.00469777j -0.0292965+0.0229117j -0.0719409+0.0214239j -0.0800707-0.00208854j 0.0251057-0.0478454j -0.019263+0.047307j -0.00133966+0.0749572j -0.0522025-0.0198897j -0.0055491-0.0437279j 0.00325812-0.0266836j 0.00263215+0.0436483j -0.0245133+0.0161866j 0.0494259+0.0123177j -0.0351701+0.02896j -0.00923285+0.0164677j 0.021151+0.0292984j -0.0549746-0.0244324j 0.0179259-0.0336809j 0.014531-0.00289552j 0.00950291-0.0373821j -0.0077243-0.013876j 0.00287848+0.0415299j -0.000365674-0.0256271j 0.0209911+0.031501j -0.00863468-0.00435246j -0.0457039+0.00984054j -0.0191667+0.00674221j 0.0623351-0.0210411j 0.00581086-0.0208099j -0.0120299+0.0548857j 0.0231431+0.00360593j 0.00154165+0.00938589j -0.0541244+0.066833j -0.0225774+0.0140965j 0.0373974-0.00571086j -0.0142643-0.04759j -0.0101951-0.0315742j -0.022786-0.0437462j -0.0548246-0.0473716j 0.0229852+0.0317985j 0.0240133+0.0642321j 0.0172984+0.00839046j -0.0267002+0.0318837j -0.00978189+0.0341544j -0.012062+0.0348021j 0.0322859+0.0226384j 0.0406704-0.00669077j -0.0405463+0.00380267j -0.053607-0.0720784j 0.0140325-0.0889417j -5.37024e-05-0.000552202j 0.00386133+0.0130428j 0.00134688-0.0263662j 0.0240611-0.0154343j -0.00931183+0.00476997j 0.0179751+5.77253e-05j 0.0115884-0.00106513j -0.00463815+0.0360755j 0.0134028+0.0138413j 0.00385018+0.0973914j 0.10944+0.0195211j -0.0502915+0.0637508j 0.0182517-0.000891158j 0.00775957+0.0114092j -0.0273514-0.0172526j -0.00130307-0.0152729j 
0.0188689+0.000900179j -0.0122451-0.0086908j 0.0170765+0.00522041j -0.0163462+0.0362837j -0.0292739+0.00284108j 0.0448576+0.0365111j 0.00124216+0.000560101j 0.0451896+0.00512038j -0.00703536+0.108673j -0.0649081-0.0229287j 0.0306158-0.0440072j -0.0440116-0.0597581j -0.0201312-0.0840093j -0.0893618+0.0546779j -0.0562054-0.0468487j 0.118584+0.0352095j 0.0619134-0.0531698j 0.0181364-0.00483169j 0.0691545+0.067446j 0.0146659-0.096749j -0.0804319-0.105333j -0.00723588+0.0877002j 0.113981-0.00455947j -0.00573817+0.0599445j -0.0703661-0.0349155j -0.0433683+0.0759287j 0.0259437+0.0327866j 0.0443398-0.0416228j 0.156074+0.0127894j 0.0350732+0.0320212j 0.000836508+0.0850962j -0.0592614-0.0164143j 0.0598232-0.112311j 0.0145314-0.0512638j -0.0403659-0.00573083j -0.0626318+0.0881479j 0.0622219-0.0508819j 0.11031-0.0295754j -0.0275415-0.0765839j -0.0642908-0.0130268j 0.0374879+0.0396858j -0.0544923-0.0241026j 0.0134654+0.0163276j -0.00881151+0.0958054j -0.0458576+0.0925297j 0.0421225+0.072791j 0.110643+0.00760311j 0.0861435-0.0581533j 0.00252289+0.0125749j -0.0607686-0.0527019j -0.0154466-0.0245982j -0.0533548+0.0551253j -0.0246499+0.0521498j -0.130505+0.0208853j -0.0411999+0.0936097j -0.0467229-0.0661138j 0.0212739+0.0115578j -0.0361289-0.0931284j 0.0601283-0.0768297j 0.0239653-0.0769301j -0.037477-0.0333787j -0.00220287+0.0178989j 0.0428911+0.00937419j 0.0115152+0.063881j 0.082202+0.0158431j -0.0585242-0.0208272j -0.0320817-0.100068j -0.0192034+0.0375818j 0.0608893+0.0623955j -0.037131-0.0337977j 0.0173525-0.0166526j -0.0301542-0.0673282j -0.0110512+0.0548559j 0.0214716+0.0299226j -0.0352249+0.0466104j 0.0446246-0.00018501j 0.0151249-0.0373167j 0.0756511+0.0714605j 0.109074-0.0267943j -0.0221217+0.078124j -0.0838945+0.0289284j 0.0905806-0.0206738j 0.0287371+0.00311275j 0.0230969+0.104278j 0.0274598+0.0298434j 0.0345043-0.047589j -0.0512084-0.00182565j -0.053033-0.0549688j 0.0632961-0.014419j 0.0131615+0.0601585j -0.0150872+0.0164292j -0.0371077-0.0269923j 
0.00663126+0.0325212j 0.0440738-0.00681406j -0.00354681-0.0203484j 0.040592-0.0119271j 0.0106404+0.0383989j 0.0131438-0.00204142j 0.00465746+0.00464968j 0.0348439+0.000816051j 0.00150798+0.00774872j -0.0493098+0.00836586j 0.0932347+0.0458597j 0.0626249-0.0986982j 0.0658767+0.0133587j 0.0333818-0.129222j -0.0462722+0.0470563j 0.041769-0.0438116j 0.0914946+0.0284456j 0.047787-0.0114j -0.0301993+0.00411007j -0.0158677-0.0329666j 0.0189684-0.000379725j 0.00158806+0.0201786j -0.0145278-0.020713j -0.0445682+0.0848509j 0.0022565-0.0171181j -0.0251151-0.0258495j -0.000922743-0.0440626j 0.0943692-0.061984j 0.0349406-0.0746169j 0.173261+0.110364j -0.0293582-0.0425716j -0.0795871-0.076224j -0.0471239-0.0723479j 0.050993-0.0846348j 0.00168481+0.0586673j -0.0676017-0.0618063j 0.0496876+0.00827205j 0.00284026-0.0306454j -0.0750973-0.093366j -0.00805445-0.0645805j -0.00706484-0.073662j -0.0297322-0.037544j 0.0758073+0.0193253j -0.155746+0.111423j 0.0885855-0.0157817j 0.00314443+0.103254j -0.0250662+0.0756065j -0.113923-0.0538471j 0.0730634+0.0902329j 0.00841858-0.0722824j -0.0114968+0.0133503j 0.0339317+0.07641j 0.029044+0.0217192j -0.0303397-0.0363957j -0.0674559-0.0216908j 0.0332397-0.0839533j 0.113702+0.0796833j 0.0134079-0.033498j 0.030864-0.124661j 0.0130048-0.0460001j 0.017598+0.0217451j -0.0739645-0.0410065j 0.0275482-0.103538j 0.00716635+0.0475682j -0.0259176+0.0399339j -0.0753097+0.0594023j -0.135507+0.042317j 0.0127635-0.0292585j -0.006423-0.0128241j 0.0101753-0.0536526j 0.0179645-0.00129969j -0.0501586+0.0134853j -0.0297749-0.0459184j 0.0626059-0.000164311j -0.0103695+0.0692015j -0.0833078-0.00184522j 0.0147615+0.0234812j -0.0256835+0.0178218j -0.0158266-0.0121276j -0.0142757-0.0487511j -0.0392574+0.0389595j -0.00337747+0.0585584j 0.0138341+0.0137036j 0.000102692-0.048928j -0.0139387+0.0314781j 0.0460077-0.0332942j -0.0262924+0.0146007j -0.0685281+0.0197808j -0.0241769+0.00387034j 0.0128036-0.0277625j -0.0295176-0.0300317j 0.0247742-0.00836032j 
-0.0202093+0.0419021j 0.0306231+0.0120528j 0.0157999+0.00297443j -0.00147689+0.0179689j 0.0717222-0.0233688j 0.0129942-0.0238j 0.0115621+0.0291775j 0.0783872-0.00983241j 0.0276473+0.113939j -0.0992856+0.0566416j -0.0057047-0.00792371j 0.0473371-0.023066j -0.0497265-0.0100162j -0.014739-0.0155356j 0.0250846+0.0427677j -0.0138612+0.0502751j -0.00277693+0.0576404j 0.0264648-0.100202j -0.0794968-0.0356204j 0.0856938+0.021983j 0.0348127-0.0545405j 0.0270801+0.00565469j -0.133885-0.0344107j 0.0850655+0.0077627j -0.00917885+0.0659252j -0.0643081+0.00357487j 0.0363991-0.0453589j -0.0207099+0.000583831j -0.103741-0.0486845j -0.00455279+0.0794077j -0.0268021-0.0861332j 0.0443513+0.0490058j -0.0465869+0.0713016j -0.0351914-0.0590757j -0.00279551+0.0521822j -0.0241675-0.119127j -0.00916745+0.0284892j -0.069257+0.0690834j 0.0763963+0.0246312j 0.0225396-0.0281052j -0.0356229-0.050196j 0.00365836+0.0293102j -0.015604+0.0124281j -0.059818-0.0290849j 0.0891076-0.0328572j -0.0422193-0.0076927j -0.00603765+0.0129672j -0.0388626+0.0277118j 0.0213088+0.0384629j 0.0354618-0.0119331j -0.0218986-0.0179543j -0.0143262+0.0399785j -0.00700326-0.0297252j 0.054701-0.0543913j 0.0143912-0.1122j 0.0435812+0.0485007j 0.00193573-0.0464597j 0.0475006+0.0180856j -0.0488993+0.0457138j -0.0633018-0.0118102j 0.0478928-0.0240466j -0.0857914-0.00998737j -0.00501224-0.0198678j -0.0143684-0.0846793j -0.020874-0.0280515j -0.0232745+0.0298264j -0.129371+0.109884j 0.0334823+0.0104068j 0.0145228+0.0145674j 0.00421002-0.0468698j -0.0191789-0.00120928j 0.0185172+0.035146j 0.0154418+0.0280298j -0.0595071-1.96666e-05j -0.0444934-0.0104185j 0.0388766-0.0113965j 0.0880949+0.0349141j 0.00593483-0.0919732j -0.0110305-0.0479448j 0.0268535-0.0333741j -0.0974073+0.020968j 0.0120208+0.0989896j 0.0815096-0.0731549j 0.0368211+0.0604998j 0.041537+0.0244112j 0.0320538-0.033232j -0.0513069-0.0277601j -0.00620734-0.0323947j 0.00241191-0.0151085j 0.02492-0.00525605j -0.023708-0.000883335j 0.0032992-0.0296267j 
0.0231052-0.0211741j -0.00690692-0.0196862j 0.022918+0.0289744j -0.023431+0.0251284j -0.00440511+0.123929j 0.0793184-0.00877546j -0.065547+0.0256798j 0.0218821+0.0250336j 0.0335867-0.0387249j 0.0747795+0.0418468j 0.0182581-0.00833292j 0.0352002-0.0146834j 0.0769547+0.0700923j 0.0504672-0.0628392j -0.0944148-0.0215526j 0.0736924+0.0487708j 0.0187353+0.000504518j -0.0105772+0.0750223j 0.0681882-0.074805j 0.121412-0.0761548j -0.03626-0.119527j -0.0298432+0.00760484j -0.016077-0.0541535j -0.0434173+0.0821756j 0.0593611+0.00160503j 0.0211795-0.00760398j -0.016273-0.00591181j 0.0246876-0.0237722j 0.0505841-0.0359248j -0.0364194-0.0124379j 0.0598479-0.00230926j -0.0482891-0.0032378j -0.0361913+0.00438254j 0.00540142-0.0737536j -0.0312557+0.00729669j -0.035946+0.0241992j 0.0585711-0.0437667j -0.0239517+0.121989j -0.0696979-0.0558317j -0.0687419-0.0007429j 0.0373131+0.0283084j 0.0201215+0.0101895j 0.0714375-0.005917j 0.0223515-0.0644409j 0.0906991-0.0170164j 0.0265614+0.0661414j 0.045214+0.0397349j -0.0919621-0.00742154j -0.0921982+0.0738019j 0.139114-0.0140049j -0.0604825-0.000537931j 0.00293317+0.0828857j 0.0359018-0.0653478j 0.00694233+0.0410892j -0.106778+0.0304308j -0.103173+0.00192317j 0.143692+0.0817853j 0.0098886-0.0909066j -0.0460098-0.0506294j 0.0209097+0.00979906j 0.0799679+0.0642272j -0.0230177+0.00186044j 0.0624923+0.0147168j 0.0286079+0.0282269j 0.0386727+0.0175091j -0.00500156+0.0301533j 0.143896+0.00851391j 0.0198601+0.116209j 0.0895493+0.020294j -0.0970808+0.0802654j -0.0516417-0.0237733j 0.0542677+0.0423689j 0.116336-0.0823031j 0.040638+0.0607704j -0.0158941+0.0109848j -0.00615278-0.0330111j 0.0308253+0.000121046j -0.0723964+0.0407303j 0.0252289+0.0821334j -0.0850265-0.0270927j 0.0275351-0.0413205j -0.000842574-0.0384106j -0.039133+0.0309624j -0.133316-0.0127483j 0.0394066+0.0219437j -0.0434722-0.0916308j -0.036433+0.025612j 0.0266126+0.118198j 0.065344-0.0507941j 0.0256207+0.0394346j 0.0127318-0.028706j 0.029491+0.0390664j 
