-0.00692559-0.00382964j 0.00408572+0.00385643j -0.00646563+0.00303131j 0.0050326+0.00600747j -0.00417986+0.000893047j -0.00329974+0.00190986j -0.00599391-0.00613504j -0.000718484-0.000634952j 0.000860582+0.00354652j 0.00619431+0.00464886j -0.00471211-0.00271211j 0.00230326-0.00268746j -0.0128962-0.00702226j -0.0226396+0.00151677j 0.000169438+0.0106859j -0.0234619+0.016915j 0.0400708+0.0104856j -0.0216161+0.00252941j 0.00328558-0.0137573j 0.00688715+0.00141014j 0.00896958+0.00181361j 0.00560626-0.0132078j -0.00322074+0.00632328j 0.00207689-0.00198291j 0.00275194-0.00629361j 0.00729532+0.00182563j -0.00251884+0.00632204j 0.00290653+0.00391798j 0.000976899-0.00580379j 0.00465757-0.00528928j -0.00304322-0.00694882j -0.00577619-0.00071756j 0.00463714+1.53971e-05j 0.00104172+0.0125956j -0.0181575+0.000300419j 0.00608728-0.0274237j -0.0240263-0.0162756j -0.0135926-0.00106187j -0.00199505+0.0177609j 0.00696866-0.0265808j -0.00618408-0.0329203j -0.0156978+0.0147855j 0.0239289+0.0185568j 0.00482972-0.00788126j 0.0141998+0.00869094j -0.00334659+0.0275007j 0.010243+0.00407265j 0.00645761+0.00470309j 0.0168393+0.0187421j -0.00204092+0.00198211j -0.00410559+0.00249714j 0.00472765-0.00927362j -0.00458017-0.00444425j 0.00309045+0.00557337j -0.00487745+0.0030885j -0.00733288+0.012975j -0.0153006-0.0169595j 0.00656886+0.00327301j -0.00669536-0.00270329j -0.000853369+0.000622471j 0.007891+0.00432942j -0.00181268-0.0063384j -0.00855446+0.00761722j 0.00687233+0.00675181j 0.00114819+0.00060391j -0.00294203-0.00506781j 0.00168056-0.00859645j -0.00773933-0.0109779j -0.00496764+0.00369859j 0.00564831+0.00405738j -0.00283381-0.00567804j 0.00583699+0.00906079j 0.00397937-0.00202395j 0.000442877+0.00633841j -0.00221844-0.000975014j -0.0015999+0.00119164j 0.00671347-0.000672744j 0.00590176-0.00525456j 0.0144063+0.0128261j -0.00320764-0.00116324j -0.00395296+0.00572796j 0.0127601+0.0192746j 0.0009453+0.00191385j -0.00589949-0.00271867j -0.00337972-0.00309135j -0.0158046-0.0127579j -0.00180535-0.00334666j 0.00166542+0.019414j 0.0100261+0.0108508j -0.0214274-0.0199087j 0.00220965-0.0111781j 0.0127013-0.325238j -0.15871-0.143576j -0.00545984-0.0315879j 0.0227803-0.0485763j 0.089263+0.0693238j -0.62919+0.0350655j 
0.032709-0.00534227j 0.0201636+0.0153467j -0.00173592-2.8532e-07j -0.0101238+0.0027244j 0.0109431+0.00463149j 0.0103182+0.00131767j 0.0112735-0.00347509j 0.0115645+0.00861095j 0.00325451-0.000372198j -0.0159647+0.00215125j 0.00221862+0.0050668j 0.0232316-0.00794451j -0.0331096-0.0165675j 0.0325189-0.000662536j -0.0268315+0.00685661j -0.00312087+0.00720624j 0.0182449+0.0030577j -0.00666579-0.00319074j -0.000890501+0.000724292j 0.00637017+0.00110582j 0.0103267-6.40501e-05j 0.00772241+0.00360385j -0.0111863-0.00420364j 6.90842e-05-0.000122024j 0.0043186+0.00168812j 0.00601342+0.000309834j -0.00831123-0.00266749j 0.0065938-0.000584237j 0.0111425+0.0054107j 0.00226419+0.00153838j 0.000317077+0.00230811j 0.00180484+0.00129976j 0.00215485-0.000127116j 0.00448631-0.0060296j -0.0011158+0.00184902j -0.00126323+0.00716873j -0.00265351+0.000580747j -0.0046842+0.00194052j 0.00167815-0.00709947j -0.0120335-0.00826065j 0.00549874-0.0557948j 0.0054678+0.000868261j -0.00271333+0.00300753j -0.000313214+0.00511992j 0.000415057+0.00153764j -0.000142246+0.00511306j -0.000779527+0.00883045j -0.00225298+0.00596725j 0.000161047+0.0134839j -0.000453423+0.00406724j -0.00276542+0.000142228j 0.0015397-0.00704306j 0.00093596-0.00524197j 0.000926292+0.0031496j -0.00401025+0.0177932j -0.00273974+0.0216047j -0.00143887-0.00244331j -0.00147016-0.0017681j 0.00220164-0.000649941j 0.00179589-0.000134483j 9.80356e-06-0.00856235j 0.00468313-0.0105169j -2.1258e-05+0.0118661j 0.00596222-0.00360783j 0.00185064+0.00247787j -0.00719478+0.0333496j -0.000507248+0.00687781j -0.000662144-0.0192216j -0.00210851+0.0155185j -0.00439452+0.0458155j -0.0026741+0.0163201j -0.00754539+0.0768344j -0.00480924-0.0229824j -0.00874694+0.0384512j -0.0163298+0.0266506j 0.0059925-0.019793j 0.0121359-0.039344j -0.0173522-0.00407862j -0.00362754-0.0629211j 0.015336+0.0189441j 0.034931-0.000153616j 0.00974276+0.0374113j 0.0149407-0.0295991j 0.0204891+0.017208j -0.00618529-0.0185215j -0.0514676-0.00930297j 0.00153198+0.00254746j -0.0103535+0.00506201j -0.0402406-0.0141688j 0.00994583+0.00105929j 0.000569798-0.00276905j -0.00421833+0.000947558j 0.00169957+0.00693341j 0.00341501-0.0034765j 0.0280585-0.000962056j -0.0146111+0.0011905j 0.0114197+0.00129311j 
-0.0106516+0.00563951j -0.011703-0.00863399j 0.00866672+0.00193869j 0.00453774-0.00115412j -0.0152452-0.00460329j -0.00652749-0.00221199j 0.004796+0.00777418j -0.019082-0.00851893j 0.0232956+0.00226111j -0.00915649-0.00733959j 0.0295692-0.00485578j 0.0047051+0.00623547j -0.0125817+0.00928299j -0.00809265+0.00395587j 0.00148748-0.00231242j 0.000158348-0.00698568j -0.00854922-0.00268435j 0.000650037+0.0015363j 0.00531297+0.00195495j -0.00765923-0.00192797j -0.00711223+0.000872633j -0.000223379+0.000130838j 0.00345977+0.00122609j -0.000882495+4.86072e-05j -0.00593176-0.00157882j -0.00672566-0.00150177j -0.00035309+0.000484466j -0.00374332-5.30284e-05j -0.00159431-0.000493062j -0.00161522+0.000148141j -0.00040149-0.00260201j 2.52937e-05+0.000962644j 0.00149617-0.00185588j 0.00261953+0.0040794j -0.00284338-0.000916051j 0.00478288-0.00406122j 0.0021928-0.00321244j 0.00426547+0.00123038j -0.00191318+0.0027413j 0.00461722+0.00684171j -0.002743+0.0247573j -0.00387716+0.000968815j -0.000490505-0.00149169j 0.00308511-0.00796431j -0.000213228+0.00289093j -0.00268548+0.00408655j 0.00120088-0.00420998j -0.00175066-0.00871718j -0.000256934-0.0107027j 0.00125508-0.00535973j 0.00122299-0.00305198j 0.00112458+0.00826235j -0.00293141+0.00508761j 0.000911249-0.00923887j 0.00390816-0.00802405j 0.00354867-0.0158663j -0.00312189+0.0130208j -0.00081844+0.000885518j 0.00300846-0.00347407j 0.000737514-0.00133567j -0.000497947+0.00778257j -0.00202795+0.0021184j 0.00283799-0.0159591j 0.000900563+0.00484138j 0.00335307-0.0230265j 0.00602654-0.0158414j -0.00372904+0.00667579j -0.00586121+0.0165385j 0.00412657+0.00709497j -0.00618021-0.0364638j -0.0103554+0.0417384j 0.0129965-0.0295375j 0.000210014-0.0135749j 0.0201328-0.0445903j -0.0026356+0.0146013j 0.0100397-0.0291839j 0.0171348+0.0347559j 0.0138922+0.0215254j 0.0184068+0.0238015j -0.00222166+0.00595595j -0.0373075-0.0223676j 0.0132982-0.00803611j -0.0188246+0.00786804j 0.0128027+0.00191719j -0.0117858-0.00603506j -0.00864399+0.00351037j -0.00176019-0.000657984j -0.0063681+0.00124314j 0.033361-0.00247453j -0.0165545-0.00374055j -0.0341425-0.000167727j 0.00469232+0.00389488j 0.00320196-0.00760281j 0.00079277+0.00286794j -0.00673355+0.00605657j 0.0127689-0.000779166j 0.0016316-0.00166705j 
-0.0200086-0.010375j 0.0158312-0.0030491j -0.0125994-0.00709545j 0.00128675-0.00191952j -0.014491-0.00893193j -0.00935498-0.000940716j 0.0158277+0.0098914j -0.000717978-0.00159801j -0.00108178-0.00423955j -0.010405+0.0112714j -0.039523-0.0115614j -0.0084755+0.000823592j -0.00382203+0.00633774j 0.00877024-0.00232842j 0.00224984-0.00588383j -0.00890128-0.000856998j 0.00378468+0.00255483j 0.00930371+0.00153608j -0.00140683-0.00123798j 0.000344469+0.000157081j 0.00358959+0.00161204j 0.00105339-0.000265523j 0.00526169+0.00129949j 0.00297057+0.000532495j 0.00599989+0.00289884j 0.001661+0.000904539j -0.00116249+0.000690776j -0.00603585-0.0020769j 0.000642621-0.000895382j -0.00106777-0.0015085j -0.00176555+0.00273259j -0.00121799+0.00200015j -0.00364347-0.00111874j 0.000446374+0.00330945j -0.010032+0.00328605j 0.00321598-0.00154348j -0.00130942+0.000301715j -0.000752011-0.00398075j -0.00141574+0.000125412j 0.0059143-0.0316977j 0.00630223+0.00678211j 0.00016831+0.00584949j 0.00113808-0.00543908j -0.000696925+0.00839668j -0.00183206-0.00348448j 0.00260746-0.012437j 0.00197112-0.00717351j 6.27918e-05-4.76436e-05j -0.00446386+0.00963946j 5.05859e-05+0.00413744j 0.000759681+0.00503709j -0.00210156+0.00795196j 0.000576546-0.00973622j 0.000987745-0.00333613j 0.00503422-0.00476754j 0.00641226-0.00557987j 0.00296144-0.0112115j -0.00291094-0.0144076j 0.00350675+0.00302937j -0.000315568-0.00724293j 0.00373054-0.00782401j 0.000838146+0.00380311j 0.000326494+0.0185677j 0.00103982+0.00256346j -0.00135095+0.0154829j 0.00527817-0.00522185j 0.000820006-0.00618624j 0.00231829+0.0339017j -0.000888194+0.0425822j 0.012511-0.0320811j -0.0198422+0.0526113j 0.000674031-0.0144309j -0.0129692+0.0307933j 0.0218938-0.0057996j 0.0105632-0.0810693j -0.0214817-0.0150197j 0.0364625-0.000257333j 0.0120982+0.0612558j -0.0111219-0.0373841j -0.0573328+0.00143543j 9.6378e-05-0.01852j 0.0148708-0.00425273j 0.0369449+0.0128192j -0.00683614-0.00886261j -0.000750602+0.000494872j -0.0685986-0.0128342j -0.00912982-0.00263866j -0.0350526-0.00330515j 0.026474-0.00577336j -0.0188507-0.000643134j 0.0109604+0.00381298j 0.00164788-0.00158695j -0.00205386-0.00413323j 0.0161463+0.0015579j 0.00287549+0.00212647j -0.000490066-0.000203319j -0.0036274+0.000158491j 
-0.00488776-0.00686129j 0.00573847+0.000591017j -0.0169222-0.00497516j -0.00308065+0.00529032j -0.00515813-0.001679j -0.00181138-0.00873962j 0.00928545-0.00614351j -0.0203788-0.00458104j 0.0261618-0.00282094j 0.00554722+0.00226075j 0.0400316+0.00242616j -0.0212229-0.0124313j 0.0258306-0.00987052j -0.00657391-0.00304791j 0.0140696-0.00134419j -0.00187316+0.00496398j -0.00549978+0.00465708j 0.00683792-0.000114094j -0.00892827-0.00650481j 0.0107393+0.00355647j 0.00176681+0.00177546j -0.00658361-0.00290696j -0.00184408+0.000147794j 0.000516849-0.000403138j 0.00397523+0.0019973j 0.010088+0.00322838j 0.00109214+0.00194836j 0.00359634+0.000621687j 0.0014855-0.000157212j 0.00291079+2.49548e-05j 0.00151193+5.32405e-05j -0.003191+0.000212881j -0.00454696-0.00120098j -0.0101686-0.0016116j 0.00058384+0.000654524j -0.00566252+0.000816213j -0.000503124+0.00227855j -0.00335887-0.00165459j -0.000511475+0.000769629j 0.000699934-0.0082684j 0.00136684-0.000565771j 0.00238958-0.00129653j 0.00488742-0.000862592j -0.00731332+0.00943178j -0.000715116-0.0100599j 0.00451902-0.0170543j -2.72158e-05+0.00572949j 0.00100118+0.00557368j -0.00214781+0.0113636j -0.00451847+0.0100601j 0.00338145-0.0111629j -0.00357731+0.0231495j -0.000710701-0.000281907j 0.000387764-0.00229497j -0.00416092+0.00737493j 0.000578277+0.0116869j 0.00851576-0.0191183j 0.00151129+0.00228329j 0.000527022+0.0157246j -0.00238455+0.00679712j -0.00432208+0.0035297j 0.0105696-0.0108041j -0.0100281+0.0172075j -0.00174093+0.00601444j -0.00308885+0.0212542j -0.008653+0.0318688j 0.00571139-0.0111687j 0.0251541-0.0852462j -0.014727+0.0259973j 0.015554+0.000240498j 0.0341443-0.0467872j -0.0132898-0.0342522j -0.0362254+0.0226112j 0.00837329+0.0665699j 0.0130439-0.0203473j -0.00265256+0.0332166j -0.0414437-0.0614802j 0.0156953+0.0024087j -0.0204734-0.0128342j -0.0125547+0.00377794j 0.0459261+0.01349j -0.0324075-0.0129521j 0.0290251+0.0183134j -0.00741225-0.00165405j 0.0172813+0.0177956j 0.00328133-0.00444415j -0.00662358+0.000376262j -0.0108011-0.00678919j 0.0377824-0.00238309j -0.00640914-0.00292007j 0.0260091+0.00961123j -0.00114035-0.00299778j 0.00122803+0.00103628j -0.0108768-7.84519e-05j -0.0063212-0.00918653j -0.00204992-0.000229984j -0.00723376+0.00206064j 
-0.0223036-0.00480829j 0.00230467-0.00305628j -0.0245824-0.0092431j 0.00330357-0.0070197j 0.00955925+0.00113552j -0.0166849+0.00156092j -0.0196789+0.00158018j 0.0168136+0.0100016j 0.029573+0.0127805j -0.0333867-0.00171952j 0.00219534+0.00591788j 0.00320079+0.0101703j -0.00461564+0.00493909j -0.00227038-0.00142604j -0.00531647+0.00182967j -0.00300533+0.000894859j -0.00478698+2.50179e-05j 0.0130937+0.00151863j -0.00228358-0.0030412j 0.00020323+0.000824667j 0.00335984+7.88723e-05j -0.00286222-0.00291048j 0.00519661+0.0020423j 0.00084148-0.000522194j 0.00517578+0.00173214j -0.000794043+0.000613519j 0.00316822+0.00298566j -0.00277107-0.000940726j 0.0002552-0.0018709j 0.000594123-0.000698573j -0.000999759-0.000932773j -0.00548915+0.000443609j -0.00216122+0.00269237j -0.00369706+0.00324084j -0.00378798+0.00035395j -0.00222878-0.00232681j -0.00440753-0.000208801j -0.00100563-0.00333715j -0.005862+0.00296068j 0.00748152-0.0123143j 0.00129728+0.0170554j -0.00200335-0.000497381j -0.00229477-0.00675909j -0.0021815+0.0128466j -0.00209175-0.00668282j 0.00504384-0.0317726j 0.00539909-0.0119144j 0.00249582+0.00820967j -0.00251469-0.000688993j 0.00161374-0.000933232j 0.0013725+0.00889747j -0.00256405-0.000562177j 0.00216276-0.0129425j 0.00164263+0.00361232j 0.00134701-0.0121755j 0.00213086-0.00866859j 0.00585495-0.00707036j -0.00151013-0.00585684j -0.00335762+0.00559403j -0.00312706-0.0102223j 0.000584374-0.00568509j -0.00254739+0.00321118j -0.00244464+0.0258328j -0.000867571-0.00466467j -0.00278776+0.00730831j -0.00141193+0.00458134j -0.00204816-0.0131232j -0.0103985+0.0278942j 0.0193819-0.0685729j 0.0248988-0.00501047j 0.0216759-0.0361918j 0.015329-0.0332003j 0.0240104+0.0397038j -0.0197857-0.036603j 0.0330562-0.0436j 0.00976455+0.0130479j -0.00792483-0.026568j 0.018228+0.0210942j -0.0014689-0.00134577j -0.0444789-0.0192121j -0.00921494-0.0134665j 0.0125615+0.000956875j 0.0351295+0.0148314j -0.0141923-0.00549256j 0.0310789+0.0120052j -0.00768965-0.00535577j -0.00121112-0.00191602j -0.00908464-0.00551359j 0.00753033+0.00873637j -0.00569217+0.00339418j 0.029421-0.000580531j 0.00128486-0.000741524j -0.00404614-0.00471611j 0.0135587-0.00227557j -0.00277472-0.000239873j 0.00779353+0.000171267j -0.0054264+0.000330068j 
0.00193389-0.0122005j 0.0159608+0.00347613j -0.0178898-0.00662328j -0.00256188+0.000926189j 0.00412653-0.00629041j 0.00145462-0.00345374j -0.0110551-0.00251837j -0.0152312-0.00390951j -0.0348302+0.00719009j -0.0101234+0.000165085j -0.00208546-0.00868567j -0.00298493+0.00709525j 0.0112941-0.00427234j 0.00327681-0.00421409j 0.00317823-0.00464499j -0.0127699+0.00217867j 0.00677573+0.00833228j -0.00191645-0.00372025j -0.00107299-0.000964054j 0.00895561+0.000515305j 0.00424466-0.000766173j 0.00756429+0.00161205j -0.00260588-0.000945136j 0.00119722-7.01604e-05j 0.00765239+0.00176069j 0.00221692-0.00070724j -0.00681786-0.000975581j -0.00173568-0.000544375j -0.00152183+0.00115323j -0.0024448-4.03263e-06j -0.00437713+0.00416651j -0.00119088+0.00424644j 0.00161152-0.00199653j 0.00185837-0.000762616j -0.007098+0.00515758j 0.000816871-0.00195913j -0.00376138+0.00162056j 0.00106609-0.00161161j 0.000484603+0.00105837j -0.00236619-0.0214194j 0.00602069-0.0193206j 0.00411264+0.00381483j -0.00531133+0.00100917j -0.00174815+0.00651447j -0.00653651-0.0121493j 0.00459136-0.00693259j -0.000973801-0.00294316j -0.000780238+0.00838547j -0.00817997+0.00534238j -0.000335657+0.00657732j -0.00152058-0.00194452j 0.00413403-0.0170894j -0.00095832+0.0142542j -0.000752736+0.00307629j -0.000109207+0.00866683j -0.00485525+0.0102103j 0.00690423-0.00402075j 0.00203669-0.00986204j 0.00546489-0.00846612j 5.95794e-05+0.000361245j 0.0116697-0.0197263j -0.000554753-0.00898753j -0.00702397+0.0282747j 0.0118276-0.0181588j -0.00825786+0.0209225j -0.0148706+0.0425681j -0.00597877+0.0227089j -0.0187795+0.0282676j -0.0186574+0.00194371j 0.020684-0.00146061j -0.00819462+0.0290054j 0.0152753-0.0460355j -0.00385798+0.0700672j 0.0128076+0.0252949j -0.00710556+0.0439268j -0.0174959-0.0476047j 0.00662289-0.00847674j 0.0658631+0.0185524j 0.0375604-0.0169113j 0.01827+0.0125023j 0.0224039-0.0048986j 0.000824947-0.00902362j -0.0261767-0.0143007j 0.0379065+0.01249j -0.00761227-0.00731687j -0.0274893-0.0118027j -0.00846839+0.00143327j -0.0157194+0.00156467j -0.00640805-0.0141614j -0.0589168+0.00169641j 0.0257471+0.00192808j 0.00571709-0.00662753j -0.00415213-0.00821869j 0.00780601-0.0054346j 0.00759721+0.000334689j 0.00605264-0.000903639j -0.0103253+0.00145257j 
0.0219437+0.00554223j -0.00879649+0.00651208j 0.00097259+0.00377182j -0.00356665+0.00230421j 0.00309809+0.000660376j -0.0137503-0.00404871j 0.00678267+0.00264838j 0.00708073-0.000214447j 0.0229047-0.0024279j 0.0360433+0.0083439j -0.0187112+0.00130495j 0.00235423+0.00359836j 0.0343334-0.000259069j -0.00296433+0.000775525j -0.00817688+0.00085503j 0.0089877+0.000692806j 0.000656611+0.0015767j -0.00132001-0.00280857j -0.00215428-0.00015551j -0.00180596+0.00077635j 0.00287491+0.00189916j 0.00356881+0.00288045j 0.00111172-0.00166295j 0.00169966+0.000723172j -0.00301576-0.00047554j -0.00210614+0.000257385j -0.00600387-0.00317259j 0.00300655-0.000214148j -0.00293547+0.00198467j -0.0014311+0.000255197j 0.000779255+0.001732j 0.00292006-0.000677218j 0.00259103+0.000429686j 0.00132727-0.000734883j -0.00141566-0.00179561j 0.00236215+0.00137687j 0.00145602-0.00395166j -0.0031051+0.00502342j -0.00188671+3.65327e-05j -0.00713868+0.0249804j -0.00412603-0.0206738j -0.00137704-0.00508013j -0.00230624+0.00604642j 0.00154811-0.00161644j 0.000197506-0.000702039j 0.000548235-0.00183908j 0.000638361+0.00993294j -0.00267585+0.011268j 0.00138673-0.00619448j 0.000769437-0.00224547j -0.000294563+0.00303522j 0.00379899-0.00320294j 0.00171878-0.00384032j 0.00265769-0.0041371j 0.00383089-0.00642463j -0.0061409-0.00297397j 0.00302338+0.00219787j -0.00576517+0.00635125j 0.0155958-0.00851346j 0.00144051-0.000690036j 0.000570821-0.00909486j 0.0207943-0.0387364j 0.0102153+0.0201552j 0.0127889-0.00760233j 0.0210401-0.0572292j -0.0143555+0.0246938j -0.025156+0.0135175j -0.0210493-0.00377408j -0.0240556-0.00665804j -0.027105-0.00684581j -0.017387+0.083572j 0.00543207+0.0490678j 0.0026726+0.00286799j 0.0130785+0.0246936j -0.0236003+0.00648983j -0.0406619-0.0260477j 0.0452178+0.0208961j -0.0129953-0.0171535j -0.018428-0.00114801j 0.0231463+0.0113785j 0.00900471+0.00591065j 0.00468327-0.00349154j -0.0295135-0.00947276j 0.0194993+0.00527044j -0.00861761-0.00613562j 0.00860707-0.000340262j -0.00309378+0.00217963j 0.00309973+0.00277207j -0.000815943-0.00353082j -0.0125345+0.00091j -0.00410915-0.0031719j 0.00360163+0.00746083j 0.00408372-0.00233017j -0.00716639-0.000672442j -0.00369081+0.00354244j 0.00907726-0.000413393j 0.0146508-0.000369998j 
0.00549937+0.00155926j -0.00770998-0.000201289j 0.00503324+0.00413592j -0.00654684+0.0026965j -0.00404825-0.00121455j 0.0106538-0.00280116j 0.01553+0.000770744j -0.0458179-0.0140862j -0.0199094+0.0029254j -0.021049-0.00542781j -0.0175257-0.00858159j -0.00435905-0.0149554j -0.0131591-0.00314202j 0.00392723-0.00174714j 0.00690234+0.000595656j -0.00625303+0.00154455j 0.00138484-0.00040263j -0.00442604+0.000234611j -0.00181644-0.00114134j 0.00595479+0.00165956j 0.000237886-0.00116411j 0.00161822-0.000149742j -0.00380894-0.00120802j -0.00452224-0.00134531j -0.00111436-0.00238261j 0.00516403+0.00139268j 0.00199094+0.000314345j -0.000754642-0.00113588j 0.00174847+0.000232432j -0.000143813+0.000552988j 0.00103271+0.000380058j -0.000183315-0.00237256j -0.000932879-0.00194367j -0.000263739-0.00220909j 0.00453037-0.000433497j -0.000928732+0.0003343j 0.000698028+0.00165205j 0.000842626+0.00042519j 0.00372484+0.000163745j -0.00197228+0.00498817j -0.00276641+0.000773364j 0.00268141-0.00146179j 0.00139766+0.00150866j -0.00189553+0.00068715j 0.00195946-0.00632373j -0.00153134+0.010554j -0.00301851+0.00459041j -0.000326594-0.00518134j -0.00153141+0.00551994j -0.00224705+0.00538378j -0.00614557-0.00438537j 1.49085e-05-0.0062185j -0.00347822+0.0153827j -0.00469987+0.0102453j -0.00998364+0.0178774j 0.00249196-0.00975176j 0.000952813-0.00132339j 0.00445903-0.00667275j -0.00299697-0.0161057j 0.00279986+0.00509354j -0.00406506+0.0260491j 0.0120262-0.00030758j -0.00814267-0.00727397j -0.0106831+0.0136351j -0.0256578+0.0345919j -0.00997298+0.0232484j 0.00191454-0.0404918j 0.0382739-0.055916j -0.00562081+0.0464997j 0.00984701+0.0196548j 0.016223-0.0154647j -0.0353483-0.0522245j -0.0327173-0.0303279j 0.038535+0.0157638j 0.00845621-0.00299002j 0.0249462-0.00180115j -0.0349501-0.0199156j 0.00405831-0.00729287j 0.00607858+0.000465417j -0.00471896-0.00576538j -0.0101974-0.00251962j 0.00548579+3.11115e-05j 0.00458776-0.000915639j 0.0164368+0.00248131j 0.0198753-0.00291362j 0.0106632-0.000421664j 0.0081024+0.000198213j 0.00813898-0.00217819j -0.00701031-0.000433336j -0.0114165+0.00324991j -0.00806603+0.00549915j -0.000429433-0.00322118j 0.000665102+0.00200019j -0.00852631+0.00128713j 0.00185969-0.00407698j -0.00462704+9.91331e-05j -0.00545164+0.000574708j 
-0.0251973-0.0021541j -0.00239141-0.0100998j -0.0151121-0.00780928j -0.00139289-0.00687408j 0.0121924+0.010396j 0.00184107-0.00107146j -0.0119945+0.000764233j -0.0381424-0.000560292j 0.0171409-0.00838451j 0.0103386-0.000556108j 0.00393587+0.0068154j 0.027437-0.000483334j 0.00775745+0.00497419j -0.00265397+0.00464535j -0.00515226+0.000825634j -0.00583159-0.00426925j -0.00804638-0.00116605j 0.00738817+0.00038861j -0.00157195-0.000779342j 0.000455154+0.000134711j -0.00576915-0.0023121j -0.00300936-0.00329637j 0.00291547+0.00171516j 0.00107067-0.00110411j 0.00112073-0.000749308j -0.00223086+0.00035607j -0.000755016+0.00199328j 0.000557337-0.000536563j 0.0043066-0.00238134j 0.00362567-0.00383381j -0.00100439-0.00287953j -0.00552204+0.000725201j -0.000396387+0.00109589j -0.00389215+0.00454015j -0.00655831-0.000464974j 0.00422541-0.0030936j -0.000191301-0.00167516j 0.00218892-0.00129299j -0.00684613+0.00268534j 0.00907042-0.0121386j 0.00141546+0.0278351j -0.00497946+0.00205233j -0.000474607-0.0070367j -0.00154406+0.00365267j 0.00262622-0.00686652j -0.000149585-0.0155645j 0.00466103-0.00531492j -0.000794283+9.42808e-05j -0.0055486+0.00152306j 0.000494465+0.00764391j 0.00115636-0.00740421j -0.00723733+0.0163773j -0.00369196-0.000156797j 0.00333008-0.00504837j 0.00682596+0.0114975j -5.45542e-05+0.00267055j -0.015607+0.00110101j 0.0214334-0.0238617j -0.0325974+0.0233446j 0.0120122+0.00216153j -0.0110583-0.00747047j -0.0057939+0.0353176j 0.0097645-0.0342935j 0.0184201+0.0397022j 0.0389358-0.0330568j 0.0132634+0.0138584j -0.00342451+0.0616637j -0.0203261+0.00719665j -0.00694038-0.0450292j -0.013636-0.0393472j 0.016793-0.0105945j 0.030004-0.00357316j 0.0139216+0.00293057j -0.0237785-0.0339888j 0.016284-0.00928262j 0.0113042-0.00576057j 0.00832832-0.0112945j 0.018939+0.00831933j 0.0177851+0.00682825j -0.0196869-0.00826151j -0.0221776-0.0114366j 0.026778-0.000236408j 0.0207865+0.00657001j 0.0196328-0.00765311j 0.022453+0.00114663j -0.00920819-0.00304818j -0.00763115-0.00403445j -0.013129-0.00382001j 0.0193278+0.00266043j 0.000427131-0.00404715j 0.0139511-0.000842282j 0.00402438+0.00356765j -0.00113063-0.00839635j 0.0156462+0.00026321j -0.00940606+0.000815598j 0.0126155-0.000201085j -0.000868877-0.000216433j 
-0.000560433+0.00102338j 0.00658548-0.00100812j 0.00853808-0.00143328j 0.0123037+0.00163301j 0.030161+0.013619j -0.0320652-0.0040733j 0.0283188+0.00643171j 0.0201002-0.0040258j -0.00508482+0.001105j 0.0107848-0.000748674j -0.0491525+0.0088668j -0.0228426-0.00141586j 0.0107011-0.00531194j -0.000213327-0.000117443j -0.00139581+0.00319922j 0.00105478-0.00272641j -0.00019295-0.00226702j -0.000853567+0.000922308j 0.00040262+0.000845319j -0.00104802-0.00154803j -0.00312038-0.000154454j 0.000446716-0.000348981j 0.000460188+0.00178785j -0.000380016+0.0011711j -0.000584942-0.00144673j -0.000288642+0.00016017j 0.000657901+0.00140965j 0.000109695+0.00135363j 0.000548002+0.000771886j -0.000907072-0.000526838j 0.00135622-0.00181906j 0.00280011-0.000803074j -0.00238408+0.000663609j 0.00101814-0.00173366j -2.51814e-05+0.000251323j -0.00312745+0.00100869j 0.00186573+0.000690598j -1.61286e-05-0.000362983j 0.00099235-0.00200868j 0.000472279-0.006085j 0.00188104-0.000888671j 0.00110923+0.00354743j 0.000931763-0.00311271j 0.00234263-0.00617782j 0.0010743+0.0123957j -0.00146269+0.00312768j -0.00251854-0.00465264j 0.00250121-0.00678125j 0.00141222-0.00261307j -0.00209934-0.010732j -0.00253913+0.000548932j -0.0048243+0.0134489j -0.00477162-0.0110299j 0.00972673-0.00339349j 0.00346874+0.00596876j -0.00368222-0.00186688j 0.0013777-0.000495196j 0.0189445-0.0162663j -0.0200383+0.00296356j 0.00812672-0.0242508j -0.0276308+0.000285083j 0.00726926-0.00281028j 0.00416979-0.0251441j -0.00908277+0.0536646j -0.0500173+0.0209131j 0.0121225+0.00424074j 0.0051245-0.0484083j 0.00811351+0.0342251j 0.0397877+0.00467278j 0.0271357+0.0227401j -0.0158931-0.0451047j -0.00837642+0.0105854j 0.00883508-0.00756493j -0.0404126-0.00854275j -0.00386015+0.00909485j 0.0168776+0.00547572j -0.0286045-0.00896684j -0.0166452-0.00316636j -0.00468431+0.00186489j 0.0167603-0.00203553j 0.00808078-0.00467315j -0.00285343-0.00198929j -0.00445947+0.00212293j 0.00987087-0.00463399j 0.00143599+0.00201653j -0.00359812+0.00398682j 7.56409e-05+0.00246672j -0.00112997-0.000332653j 0.0137998+0.001882j 0.000809904-0.004283j -0.00934267-0.00167642j -0.00272553+0.00161186j 0.00343916+0.00307066j -0.00988286+0.000176516j 0.00685419-0.00191458j -0.00419809-8.61119e-05j 0.00236498-0.000436131j 
