-0.0354561+0.00850261j -0.00627256-0.0286563j 0.0310922-0.0417486j -0.0406526-0.0367657j 0.00172535+0.0296861j 0.033576-0.0102277j 0.0100756-0.077676j 0.0481999+0.0137318j 0.00497434-0.000709417j 0.00761952+0.00238387j -0.0188232+0.00303535j -0.00357475-0.0156317j 0.0111587+0.0182519j 0.00947578-0.0151202j 0.0118181+0.0127131j 0.0066684+0.0174361j -0.0056236+0.0149432j 0.0130485-0.00467443j -0.0204728-0.0192901j -0.012043-0.012146j -0.0265093-0.00571713j 0.00713005+0.00488586j -0.00844869-0.00157098j -0.0042197-0.00560911j -0.0194544-0.000160507j 0.00920438-0.00694605j 0.0118807-0.001605j -0.0403591-0.0180876j -0.00949095+0.00731231j -0.00952063-0.000948699j 0.000823086+0.00298862j 0.00326974-0.00692406j -0.000482914-0.00131338j -0.00921609+0.000921408j -0.00716033-0.000536577j -0.00921782-0.00845248j 0.00515251-0.0111635j 0.0422289+0.000376556j 0.0334113-0.00720243j -0.000648443-0.00456406j 0.00847047+0.0126333j -0.0178539-0.0058742j 0.00497135+0.0039035j -0.00960243+0.0178423j -0.00915552-0.0101213j 0.0153273+0.0286708j -0.00943324-0.0141372j 0.00121073+0.0130521j 0.00660341-0.0186121j -0.00131974-0.0279989j -0.00240693+0.0168489j -0.00287784-0.00848139j -0.00276134-0.011705j 0.00373991+0.00326574j -0.00293051-0.00196298j -0.0181973-0.00763552j 0.00676346-0.0032376j -0.024344-0.0205888j 0.00858882+0.00371722j -0.0201516+0.0125393j -0.00522949-0.00698312j 0.00590501-0.0143767j 0.0205631+0.0179396j -0.00430612-0.025346j 0.0732825-0.022865j 0.0301468-0.0354977j -0.0476506-0.0305684j -0.0466265+0.00515655j 0.0105874+0.0410547j 
0.0394451-0.0149453j 0.0237145+0.0365102j 0.0164813+0.0322857j 0.0216251-0.0124823j 0.0536041+0.0387835j -0.0547997+0.0385537j -0.00545595+0.0334466j 0.0255767-0.0588993j 0.00963405+0.0110642j -0.0174632+0.0193766j 0.0846873+0.00610521j -0.039832+0.0872463j 0.0351572-0.140925j 0.104901+0.0898408j -0.0606927-0.0329833j 0.0689391+0.0477836j -0.0836757-0.0757531j -0.030608+0.0241015j 0.0438971+0.010579j 0.0291797+0.0512863j 0.039245+0.0218472j -0.00629329-0.0210719j -0.0658888+0.0728875j -0.00244766-0.0703151j 0.0354569-0.0127406j 0.0187615-0.0559233j 0.0437101+0.0140874j 0.0049153+0.0074677j -0.0207949+0.0307241j 0.0900424-0.04128j -0.0138267-0.0211449j 0.0249783-0.0100845j 0.0506523-0.071289j -0.0864516+0.0165552j 0.0669451-0.030847j 0.0850166-0.00960583j 0.0170179+0.0551194j 0.00584302+0.063812j -0.0621438-0.0779913j 0.0132545-0.00270621j -0.0220925+0.0428825j 0.0778789-0.0435566j -0.00413926-0.0415718j -0.0464824-0.0137591j -0.069695-0.0163866j -0.0288841-0.0560703j -0.0141905+0.0694791j -0.0074543-0.0502166j 0.0758308-0.023414j -0.00895688-0.018727j 0.0102+0.063096j -0.0933535+0.0181552j -0.0276883+0.0234061j 0.0179322-0.0327022j -0.00285147-0.0219334j -0.0025491-0.0850883j 0.00565232+0.0200723j 0.0229651+0.040565j -0.0172637+0.0388636j 0.059953+0.0587754j -0.103717+0.0341022j 0.015165+0.0683127j -0.0680349-0.047106j 0.0256585+0.0107199j -0.098171-0.019639j 0.00822415-0.0295403j -0.0226699+0.0188722j 0.0281049-0.0545326j -0.049075-0.0354201j 
0.00159634+0.0277324j -0.0350487+0.00563295j 0.0774401-0.00816958j -0.00116407-0.0883544j 0.0490995-0.0261603j 0.0748179+0.0175072j 0.00537299-0.107748j 0.0569031-0.0721485j 0.0358258-0.0341459j 0.0837359+0.0133917j 0.109414+0.0841776j -0.153458+0.0137154j -0.0881161+0.0052011j 0.0331476-0.00385935j -0.166591-0.118076j 0.129254+0.0436948j -0.0302621-0.166038j -0.115958+0.0958828j -0.0328639-0.0737392j 0.0693243+0.0351908j 0.0777802-0.0517996j -0.137742+0.00998102j -0.126337+0.164292j -0.0252597-0.041214j 0.0568264+0.040927j 0.0878214-0.0996613j -0.0804+0.030088j -0.0830257+0.00250405j -0.156962+0.109658j 0.127646-0.06731j 0.0417101+0.0117748j 0.0170925+0.0141011j 0.0398346+0.0761086j -0.00781724+0.026865j 0.201993+0.0292411j 0.00169119-0.0418348j 0.0275474-0.138733j 0.0338492+0.0783097j -0.00220217-0.0710436j 0.00255967-0.0199664j 0.0853536+0.0393677j -0.0841399-0.0703519j -0.0141389-0.0313916j -0.0656507-0.0616472j -0.116998-0.191369j 0.0269889-0.00234549j -0.0243462+0.132275j 0.0443023-0.197935j 0.0671055-0.031606j 0.0292006-0.0262507j -0.0422954-0.00827877j -0.0583846+0.0752723j -0.00143684-0.00899805j 0.069389-0.0197988j -0.057001-0.0419416j -0.0290532-0.042088j -0.00589166-0.0307532j -0.0102051-0.0335434j 0.0371054+0.00061076j -0.0722623-0.0148415j 0.0251663-0.0269749j 0.0201527+0.0455176j -0.0110518+0.0758339j -0.0415972+0.0147193j -0.0153072-0.00791538j 0.0232884-0.0771824j -0.06635-0.0413848j -0.0282596+0.0122425j 0.0129438+0.0277504j 
0.0163403+0.0123688j -0.0168515+0.00556176j -0.00331637+0.0563752j 0.0710818+0.00409237j 0.0169975-0.0365429j -0.0424653+0.0177798j -0.00468943+0.103595j -0.0977572-0.0508917j 0.0701033-0.0979157j 0.0843586+0.0119833j 0.0483393+0.00609157j 0.0336483+0.0196496j -0.0466347+0.164637j -0.0845874-0.0257054j -0.0449672-0.0590445j 0.102588-0.00781302j 0.110133-0.0311543j 0.0763968+0.106112j -0.0694842-0.0914913j -0.0297013+0.0331114j -0.038322+0.110247j -0.0544171-0.00599021j -0.0368348-0.0122875j -0.00823714+0.059494j 0.0661994-0.00407991j 0.0257607-0.0451987j -0.0378903-0.071071j 0.0265077+0.0466176j -0.0677305+0.0541483j 0.0294968-0.0219473j -0.0118455-0.0181497j -0.0699279+0.0186482j -0.0339613+0.132479j 0.196946+0.0147071j 0.125235-0.00141683j -0.022815+0.0169288j 0.014379-0.0765026j -0.125141-0.0711507j 0.0481298-0.0516672j -0.0321431+0.0904676j 0.131895-0.0517707j -0.0396514-0.0751195j -0.00642565+0.0327128j 0.00582305-0.104112j 0.0150652-0.117515j -0.0150297+0.04599j 0.0150368+0.0408804j -0.0469243-0.0357981j 0.0245161+0.0832566j 0.0817281+0.049253j -0.036604-0.0734795j -0.00657179+0.102317j -0.0216751+0.0408284j -0.0732832+0.0106085j 0.035999+0.0964018j -0.0375932-0.0342516j -0.128688+0.0377869j 0.0140248-0.0143588j -0.0218995-0.0451796j -0.0278174-0.0982126j 0.095259-0.0126877j -0.0262893+0.0615661j -0.0495841-0.0418772j 0.0346312+0.0175294j -0.105421+0.043341j -0.0138021+0.0378891j 0.047388+0.0381643j 0.0510317+0.0173284j 0.010872-0.0446197j 
-0.0431077-0.00182342j 0.0176141-0.0447624j -0.0657012+0.000535491j 0.0136111+0.0900629j -0.0282843+0.0907179j -0.000487871-0.0249761j -0.00359813-0.0337269j 0.00721793-0.0216736j -0.0505867-0.0236824j 0.0500848-0.0509628j 0.138297+0.00341936j -0.0508705+0.0354689j -0.0681824-0.0170259j -0.0348157+0.00184596j -0.100859-0.110237j 0.0477605-0.00287852j 0.010842-0.163304j -0.0790489-0.0155657j 0.000381866-0.043491j 0.0919596+0.0209743j 0.103659-0.102229j -0.0782166+0.00755669j -0.00814517+0.0785617j -0.0201824-0.0771863j 0.0472141+0.00305369j 0.0910183-0.0268463j 0.00175123+0.00646631j -0.0279469-0.0247525j -0.0440063-0.0264808j 0.101061-0.0425425j 0.00362089-0.0296746j 0.0623897-0.0104287j 0.0127271-0.00606891j -0.0510369-0.00150282j 0.0172834-0.00408603j 0.0695562-0.0886084j -0.0260678-0.0414211j 0.00421649+0.0848233j -0.0814911-0.0198859j 0.0325606-0.094519j -0.049766-0.0540548j -0.0031491+0.0159163j 0.00524761+0.0920282j 0.00163704+0.0221236j -0.0822168-0.130136j 0.0496119-0.0313224j 0.0210195+0.0411901j 0.0923269-0.115197j 0.000943334-0.0785366j 0.0339607+0.0228783j 0.0494641+0.031983j -0.0903563+0.0491618j -0.0488413-0.0656275j -0.00416149-0.0735477j -0.129785-0.00720665j -0.0405058-0.0294417j 0.0139769-0.062878j -0.175832-0.0605064j -0.0540625+0.132284j -0.0146385-0.0133908j 0.0200501+0.0136528j -0.00561539-0.00383665j 0.00519531-0.0379798j 0.0324381-0.0550314j 0.0614175+0.0218914j -0.0252874+0.0809316j 0.0691531+0.00744991j -0.00683763+0.017685j 0.0113295+0.00916091j 
0.0703214+0.0200351j -0.0348896+0.0626893j -0.00147357+0.045923j 0.0356338+0.0175976j 0.00512803-0.143437j 0.140456+0.0370581j 0.0214976-0.042079j -0.0388941+0.0406971j 0.0356426+0.0359571j -0.0521321+0.0518671j 0.00206828-0.0140038j -0.00375103+0.0697458j 0.00477387-0.0342429j 0.0336333-0.00169588j 0.0210471-0.0366454j -0.0819756-0.0147343j -0.0395084+0.0202933j -0.0544064-0.0233197j 0.0233255+0.0319427j -0.01367-0.0228215j -0.00096208-0.040335j 0.0653219-0.0142418j -0.0446434+0.0379605j -0.0223058+0.0633691j -0.0122029+0.0605896j -0.0322065+0.0207456j -0.0467875-0.0167442j 0.0414616+0.0684208j 0.0487913+0.0357412j 0.00179463+0.0152062j 0.011862+0.036902j -0.0492666+0.000730883j 0.00269893-0.0182727j -0.00566915-0.0101986j 0.0427166+0.0315887j -0.0052486+0.0344545j -0.0359778+0.0404597j 0.00305853-0.00189871j -0.00787532+0.0719494j -0.0324752+0.0570271j 0.0127866+0.0425521j -0.0197935+0.0485672j -0.0499853-0.0857761j 0.0347621-0.0548372j -0.0337437+0.0548989j -0.0821832-0.00872092j -0.0392218+0.0212073j 0.0137549+0.0180968j -0.0112205+0.0317419j -0.0641494-0.0558989j -0.0473843-0.0130226j 0.0814402-0.045075j -0.0267707-0.0183786j 0.011946+0.0169206j 0.0444184-0.0236698j 0.0729407+0.0122708j 0.0436952+0.0313693j 0.113812+0.0198853j -0.0413715-0.0415449j 2.47477e-05-0.0406179j 0.0475418-0.0728635j -0.0237618-0.0207163j 0.0306156+0.173553j -0.174005+0.0657215j -0.0397674-0.0518301j -0.013982+0.00605935j -0.00506243+0.0146325j 0.0462312-0.00951833j -0.0262631-0.0277275j 
-0.0378176-0.000428828j 0.0179791-0.0263588j -0.00105148-0.0193637j -0.0212467-0.00685089j -0.0408118+0.121379j -0.10696-0.032693j 0.000684189+0.0351512j 0.0373428+0.00524865j -0.0183658-0.0302615j 0.0446775-0.0182753j -0.0453805+0.0130269j -0.0376499-0.00408131j 0.0522786-0.0516502j 0.0619339+0.0527186j 0.067582+0.129187j -0.00183152+0.0168599j -0.0878164+0.0354869j 0.0510393-0.0231709j 0.00359037+0.0223328j -0.0252344+0.0178071j 0.0371163-0.0362832j 0.00388275-0.0242093j 0.0603802-0.0720148j -0.0187906-0.0793523j -0.0149643-0.00806377j 0.0122572+0.0172325j 0.0311137+0.0232243j -0.00820187-0.0236885j -0.00127135-0.0101762j 0.000244293+0.0541241j -0.00159855+0.0129503j 0.0366149+0.0361897j 0.00385098+0.0498268j -0.0631334+0.0311627j -0.105915-0.0330469j -0.00614993-0.000807079j -0.0133538+0.00582456j -0.0186559+0.0407526j 0.0411849-0.0392084j 0.0437027-0.0606919j -0.0295134+0.00978243j 0.0824996-0.027757j 0.0534983+0.0110528j -0.0799728+0.0826953j 0.0403823+0.0978773j 0.000301743-0.0202532j -0.0548661-0.00217575j -0.0386662+0.0403324j -0.04383-0.0569958j 0.0333189+0.0373114j 0.105645+0.0287417j -0.0560035+0.00402525j 0.0349436+0.0207391j 0.0404646+0.0311548j 0.0275279-0.004969j -0.0205419-0.0613956j -0.0112213+0.021922j -0.0588561-0.0174599j -0.00256528+0.0542881j 0.0388004+0.0947242j -0.0997122+0.087007j 0.0268137+0.00777907j -0.0387341-0.122865j 0.0847999-0.0491048j -0.00602162-0.00333457j 0.026129-0.0455977j -0.000949481-0.0365097j -0.0161932-0.0060293j -0.00345097+0.00834465j 
-0.0228085-0.026686j 0.0543842-0.0319985j 0.00444342+0.0192039j 0.00624228-0.00869289j 0.0491107+0.0942831j -0.0371375+0.0363271j 0.0330681+0.00967057j -0.007759-0.0289092j 0.0649535-0.0851243j 0.0525836+0.0440486j 0.0284873-0.072516j 0.0944813+0.0752855j 0.0540503+0.0773019j 0.00651658+0.0279554j -0.004841+0.022418j 0.0706973+0.04697j 0.024243+0.0230187j 0.1439+0.0606068j -0.037066-0.0854238j -0.0764809+0.0456385j -0.0980143+0.132418j 0.0239524-0.0206982j -0.0470262-0.0765167j -0.0182513-0.0192279j -0.0204928-0.0592616j 0.0310072-0.055535j 0.0667423-0.0584769j -0.0099331+0.011549j -0.0179787+0.0185662j 0.00262808-0.00292625j -0.0371436-0.0263221j -0.0315725+0.00558875j -0.0066577-0.00221708j 0.0939678+0.0207344j 0.0595635-0.0618859j 0.0675368+0.00689059j 0.0520623-0.0144737j -0.0286529-0.0463579j 0.087694-0.0593619j 0.00395637+0.0991907j 0.0220977-0.0398597j 0.054923-0.0819114j 0.0311468+0.018331j -0.034825-0.0275353j -0.0111744-0.0286953j -0.0247519+0.0491272j -0.0206466+0.0281776j -0.0673374+0.0704242j 0.0767238+0.0396019j 0.101505-0.0241858j 0.0249583+0.00826667j -0.0446843+0.0612573j -0.0700118+0.0422762j -0.0899214+0.0187667j 0.0540517+0.0893544j -0.0828603-0.12843j -0.0845753+0.0385381j -0.0538823-0.0210245j -0.0513489-0.0188456j 0.0179736-0.00613215j 0.00453528+0.00489615j -0.0480868+0.0431623j -0.050021-0.114629j 0.053326-0.0440125j -0.0513713-0.0671289j -0.0279107-0.0167493j 0.00230861+0.0459246j -0.0244997-0.0406608j -0.055976-0.0102119j 
-0.0404301+0.0010237j 0.0200115-0.039438j -0.0329797+0.00287838j -0.00543573+0.0443164j -0.0327245+0.0458336j 0.157437+0.0103914j 0.0787275-0.17816j 0.0545392+0.077257j 0.00778345-0.00215949j 0.00920562+0.049678j 0.0743517-0.0463049j 0.0181715+0.107396j 0.00908632-0.00352147j 0.0167173+0.0134573j 0.0304743-0.0165706j -0.0778718+0.0286239j -0.0732893-0.0272532j 0.0355165-0.0892457j -0.0173433-0.0115485j -0.0126244-0.00651253j 0.0472435-0.0848531j 0.0745619+0.0133243j -0.0316813-0.0142784j -0.0384446-0.00933503j -0.0433406+0.011077j 0.039237+0.0108844j 0.0286011-0.0221439j -0.0444326+0.0264768j 0.022199+0.000349063j 0.0253037+0.0355806j 0.0215467+0.0309484j -0.00148844-0.00433232j -0.00224111-0.0383915j -0.0748407+0.000898016j -0.0132423-0.0287727j 0.0404664-0.0340738j -0.0311303+0.0120588j 0.0821333+0.0573948j 0.0224727+0.054005j 0.0234678-0.00779471j -0.0404488+0.00218698j 0.0286272+0.022774j -0.00195402+0.0215525j 0.00996619+0.03555j -0.0705663+0.0307474j -0.0648772-0.00338552j -0.0522214+0.0256307j 0.0466349+0.0663442j -0.0141353-0.048373j -0.0230054-0.0948069j 0.0299716+0.0699208j -0.0167674-0.0190905j -0.0671003-0.0701789j -0.0206817-0.0146683j -0.00410781-0.00123644j -0.0693345-0.0825265j 0.0672123+0.0138027j -0.0979214-0.091519j -0.102665+0.0864334j 0.0197713-0.03649j 0.0213343-0.0303661j -0.0458641-0.0805166j 0.0797141+0.0574598j -0.13837-0.0512806j 0.0774382-0.157383j 0.00309266+0.0218604j -0.00293287+0.00901244j -0.066079-0.0250918j -0.032507+0.0259924j 
0.0193404-0.0916932j 0.107933+0.00318212j 0.00511486-0.00380295j -0.0219969-0.00174077j 0.172729+0.048625j 0.0139822+0.0627494j -0.0699503-0.0923653j 0.0565604-0.0615021j 0.00657565+0.00352114j -0.010088-0.0255567j -0.117962+0.0175299j -0.0424217-0.123993j 0.0187298-0.0106163j -0.0598785-0.0662624j -0.0348746+0.0376879j -0.037308+0.0135455j -0.0129923+0.0173956j -0.0437394+0.108467j -0.0170889+0.0195812j 0.0140476-0.00470682j -0.019206+0.0135092j -0.0245515-0.00926349j -0.009034+0.0411014j -0.0343034-0.00329876j 0.000465318-0.0146963j 0.0529461+0.0436905j -0.0356177+0.120275j -0.0353421-0.110305j -0.0423194+0.00124879j -0.0666347-0.0023242j 0.00374919+0.00308643j 0.027948+0.0665381j 0.0469371-0.00661926j -0.00413186-0.0119429j 0.0156204-0.0170062j -0.0330846+0.0299333j 0.0960798-0.0850632j 0.125902+0.0184877j -0.0237643+0.0867803j 0.0637702-0.0186765j -0.00854734+0.0122864j -0.0701931-0.0162965j 0.0121116-0.0115938j -0.122715+0.0110984j 0.0952054-0.047296j 0.0644707-0.052463j 0.0462416-0.00518285j -0.0530683-0.0163775j -0.0412983-0.031932j 0.0681637-0.0315245j -0.0404311-0.041633j -0.0322905+0.0191968j 0.0577216+0.142268j 0.0583237-0.0508399j -0.0296704-0.174547j 0.00473693+0.105047j 0.127107-0.0325847j 0.043895+0.0667643j 0.0420388-0.0917769j -0.109865+0.00239146j 0.048018-0.0879011j -0.0417656-0.0640994j 0.0384445-0.14633j 0.116314-0.02899j 0.064554-0.0284448j -0.0651842+0.01541j 0.00492932+0.0860561j -0.0547342-0.0604371j -0.0680866+0.0414841j 
0.0365104-0.00360601j 0.0137561+0.026401j -0.0446165+0.0469638j 0.0377987+0.0576093j 0.00348541+0.0105087j -0.0128454+0.028301j 0.0175243+0.0443303j -0.0327903+0.00488276j 0.00827997-0.0142239j -0.00554405+0.0291792j 0.0671285-0.0253197j 0.00699082+0.127756j 0.0262663-0.0807001j 0.0310448+0.0537518j 0.00999798-0.0214367j -0.017271+0.00148312j -0.0710765-0.0357117j -0.00071943-0.0168252j 0.033871+0.0160798j -0.0222237+0.0268949j 0.0321047-0.00729202j 0.0410658-0.0176293j -0.0284903-0.0186711j -0.0087539-0.0340832j 0.0116585+0.00675105j 0.015517-0.00962884j 0.0119595-0.0299214j 0.0377594+0.0469641j 0.0210645+0.0229718j 0.0350506+0.0122786j 0.00468958+0.00923075j -0.0115866-0.00956733j 0.0119992-0.0334397j -0.0374688+0.0164805j 0.0304034-0.0336775j 0.0448168-0.0092487j -0.00617507+0.0377849j -0.0125629+0.029045j -0.0125179-0.0136j 0.00616279+0.0226883j -0.0389197+0.0150459j 0.0724711-0.019484j 0.0128314-0.0293569j -0.00865629-0.0290652j -0.040982+0.0435066j -0.0793345-0.021521j -0.0290841+0.0438576j 0.00243171+0.0246125j 0.00244189-0.000508666j 0.0230426-0.021837j 0.0377746+0.0498553j -0.000187857-0.00280181j -0.05585-0.0192999j -0.0181725+0.0156427j 0.0184922+0.00668029j 0.00216176-0.0918531j 0.00281054+0.00187643j -0.0206006-0.00792194j -0.0797034+0.035845j 0.0487259+0.0222465j -0.0342055-0.0108322j -0.00439971+0.0392809j -0.0363351+0.0153172j -0.0540411+0.0176591j -0.0871596-0.0449826j -0.0272436+0.0259329j 0.0359382+0.0280357j 0.0431057-0.0270773j -0.0491211-0.0399466j 
0.0389567-0.0212432j 0.0119567+0.0205881j -0.0498051+0.0372849j 0.0480018+0.0660883j 0.0740714-0.0694862j 0.0636402+0.0341781j -0.0414892-0.012368j -0.0535046+0.00691588j 0.00196537+0.00873629j -0.0175526-0.0183825j -0.0263699+0.0114112j -0.00921154-0.0432018j -0.0481051+0.0739549j -0.129384-0.0870085j -0.0204871-0.0420977j -0.073959-0.0627879j 0.057838-0.00466772j -0.0596981+0.0250344j -0.0130213+0.01058j 0.0146462-0.0330651j 0.0139857-0.0262054j -0.0084106+0.0227415j 0.00903197+0.0366075j -0.0252196+0.0832057j 0.0263777+0.032861j 0.000613317+0.0593517j -0.0815741+0.0331965j 0.0230836+0.00398179j 0.00760707-0.00946574j -0.0321369-0.00535359j 0.0335483+0.0223372j -0.0274172+0.0156184j -0.0173835+0.0433494j 0.069324-0.0187539j 0.0305621+0.05501j -0.0361487+0.020411j 0.0175283-0.0568526j 0.0106427-0.018782j -0.0505465+0.103724j -0.00196567+0.0177598j 0.0409653-0.0321064j -0.113606+0.0347549j -0.0222751+0.00457879j 0.026365-0.0591638j 0.0350509-0.0411542j 0.0196625-0.0108163j 0.0353635-0.0117496j 0.0130432-0.0257002j -0.0476523+0.0434926j -0.0147284-0.00141577j -0.0640044-0.0802808j 0.0410572+0.0175642j 0.00742267+0.0421618j -0.0118781-0.0331989j -0.0238224-0.0737112j 0.0437561+0.117685j 0.0640828-0.03556j 0.0625215-0.00562237j -0.0397923-0.0541178j -0.0700383-0.0948162j 0.112334-0.103576j -0.0336067-0.0585889j 0.0392323+0.0129209j -0.0222407+0.0502232j 0.0218284+0.0138596j -0.0556743+0.0965135j 0.0746318+0.0510953j 0.0361136+0.0063076j -0.00579877-0.010833j 
0.0638621-0.0115966j -0.00280554+0.0644393j 0.0704142+0.00776372j 0.0061672-0.0948177j 0.0709867-0.0216302j -0.098808+0.0268691j -0.0440126+0.0757503j 0.0210053-0.0709192j 0.00330893+0.0348214j -0.042131+0.00298659j -0.0760257+0.0533861j -0.059759-0.0452506j 0.0481182-0.122445j 0.100844+0.0548119j -0.00318318+0.0699689j 0.0430923+0.0404416j -0.0532826+0.0282451j -0.0336565+0.0567468j 0.0386994+0.0372756j -0.00426494+0.0239667j -0.0236439+0.0663695j -0.0292273-0.02239j -0.0238862+0.0276669j 0.0153681-0.0315982j 0.0132938-0.0303191j -0.0336962-0.0261878j 0.0196981+0.0625346j 0.0219173-0.0184609j -0.00658926+0.0303021j 0.0101503-0.0272519j -0.0101053-0.0177606j 0.00951163+0.0059327j 0.0426896-0.018609j -0.0367347+0.00574213j 0.0321403+0.00278229j -0.0132948+0.0394014j 0.0247989+0.0400562j 0.00298632+0.00902983j -0.0318766-0.0549921j -0.00429816-0.0114199j 0.0397333+0.0681867j 0.0287771-0.0393064j 0.000313877-0.073769j -0.0636571-0.0226452j 0.0247034+0.0359953j 0.00874185-0.0228227j -0.00405588+0.0253636j -0.0762782-0.0529122j 0.047248+0.00867215j -0.0263225+0.0309699j -0.0173251-0.0141417j -0.0478644-0.0265889j 0.0537993+0.081644j 0.0694628+0.00505057j 0.0623086-0.0464866j 0.0445645+0.0453001j -0.00290657+0.0434009j 0.125713+0.110542j 0.0856707-0.0923025j 0.0437329+0.0879408j -0.127377+0.0377308j 0.0465193+0.0885876j -0.0556956-0.035975j 0.0660524+0.0353269j -0.0925462+0.0501079j 0.0344904-0.111068j -0.0458517-0.00159129j 0.0403343-0.029215j -0.0374606-0.0295841j 
-0.00180799-0.016731j 0.0165904-0.00208981j 0.0115459-0.0130609j -0.0151285-0.0135699j 0.0377194+0.0142801j -0.000871777+0.00200562j -0.0277647-0.0233108j 0.0224386-0.0102193j -0.0111542+0.0243139j -0.0233472-0.0204536j -0.0246147+0.00625013j -0.0119118-0.0470285j 0.00922091-0.010256j -0.0258151-0.0242694j -0.000267254-0.00114048j -0.0100097+0.00288392j 0.0116541+0.00830557j -0.00364493+0.00774538j 0.00914407+0.0297943j -0.00262185-0.00400272j -0.0107444-0.00116587j -0.00214525+0.0228666j -0.0106137+0.00600934j 0.00912594+0.00422897j -0.00580052-0.0202511j -0.00317101+0.0119475j -0.00867066+0.0446918j -0.0110861-0.0336042j -0.00779794-0.00977827j -0.0267618+0.000132062j -0.00332527-0.000690473j 0.0112323+0.00540639j 0.0100657-0.00254386j -0.0189059-0.00366719j -0.00962798-0.0127902j -0.0130842-0.0138731j 0.0234886-0.0165381j 0.0401047+0.000220718j -0.00471389+0.0129732j 0.0104892+0.0102836j -0.0090074+0.0301083j -0.0200433+0.000936088j -0.00141278+0.0044519j -0.020922-0.010859j 0.0234966+0.00428698j 0.0204308-0.00351085j 0.0114767-0.0252397j -0.0328086-0.0144352j 0.000282572-0.0269029j -0.00615218-0.0121871j -0.0107869-0.0120375j 0.00833769-0.00670043j 0.014533+0.0101861j 0.0284801-0.0213182j -0.0134699-0.0526984j -0.00058451+0.0107653j 0.0393769-0.0170412j 0.0249927+0.00986365j 0.0312804-0.0210405j -0.0264034+0.00699662j -0.0024706+0.00588711j -0.0143146-0.028348j -0.000433381-0.0212672j 0.0263252-0.00445573j 0.0100623+0.0147776j -0.0104795-0.00596885j -0.00639991+0.00297615j -0.0218306-0.00761652j -0.000776268+0.0219156j 
-0.0295339+0.0202945j -0.0310219-0.0125891j 0.087553-0.0682762j -0.0696427-0.113037j 0.0184909-0.00758798j 0.0243311-0.000170252j 0.0129388-0.0783649j 0.0563113+0.0132743j -0.00902485+0.0133981j 0.00808243-0.01069j -0.0808229+0.0145707j -0.0267595-0.0980157j 0.00481708+0.00733801j 0.0487931-0.0356698j -0.00197612+0.0375668j 0.0239103+0.0078609j -0.016911+0.0272387j -0.0229369+0.0130006j -0.0110651+0.00114232j -0.011311-0.00895518j -0.0274609-0.0257337j -0.0494661-0.00921011j -0.0269+0.0218889j 0.013278+0.00415282j -0.044411-0.00805254j -0.0258186+0.00653329j -0.0125948+0.0277342j -0.0283894-0.0437099j -0.0326612+0.0268725j -0.00987153-0.0229897j -0.00473338+0.0127122j 0.00870646-0.00312953j 0.0131595+0.00342445j -0.0125758-0.00728155j -0.00988868+0.0388006j -0.0509632+0.00649643j 0.0173765-0.0117732j 0.0602232+0.00762656j 0.0524857-0.0248004j -0.00921411-0.0233206j 0.0296072+0.069031j -0.0707867+0.0104601j -0.0197286-0.035441j -0.0403572+0.0153623j 0.011563-0.0117539j 0.0294907+0.048943j 0.0022247+0.000495554j 0.00240641-0.00445968j -0.0065886+3.6472e-05j -0.0479201-0.00694617j -0.0483345-0.001154j 0.00132272-0.00730426j 0.0384241+0.0352734j 0.0254738-0.00286688j -0.00426473-0.0154333j 0.043248+0.0738671j -0.00406961-0.0315085j 0.0308442-0.0217143j 0.0454507-0.0584374j -0.0261493+0.0546568j -0.0200534-0.0153938j 0.0560936+0.000923057j 0.0234449+0.0399409j 0.00580631-0.0217157j 0.0492513-0.0217936j 0.0456945-0.103204j -0.104452-0.0442301j -0.0549882+0.0054317j 0.0313136+0.0416075j 
