0.149486+0.130125j 0.121989-0.15467j -0.00895374+0.0338349j 0.0274105+0.0530135j 0.164228+0.143275j 0.108401-0.151097j 0.133485+0.0284612j 0.198244-0.100089j 0.0149905-0.0324993j -0.0597974-0.0659165j -0.00604217+0.0964308j -0.0956145-0.0104666j -0.0966572-0.168111j -0.118152+0.041993j -0.11563-0.0172549j -0.000149581-0.0300081j -0.0393854+0.0283084j 0.0881911-0.0420443j 0.0262451+0.14215j -0.0119182-0.0109656j 0.0988503-0.0612144j -0.0320598+0.0244749j -0.0347-0.0568291j 0.0056804+0.0564219j -0.125948-0.0719775j -0.0561475-0.0206054j 0.0643757-0.100064j -0.0123605+0.0213011j -0.0224067+0.0629643j 0.0115334-0.12259j -0.232866+0.0367008j -0.00745632-0.00823131j 0.0922671-0.0139072j -0.0177549-0.191217j 0.0523729+0.0500787j -0.12208+0.0631392j -0.0215464+0.0159498j -0.0511359+0.173515j 0.0519605+0.0141666j -0.138751+0.0354149j 0.0328325-0.00803286j -0.0396199+0.0664136j -0.182954-0.118586j -0.12313-0.0444853j 0.109235+0.0101625j 0.0623386+0.0207627j 0.0266599+0.125524j 0.118275-0.0836613j -0.00920505-0.27035j 0.162261+0.000534226j -0.0630822+0.0982996j -0.116046-0.0363149j 
-0.00275557-0.000742984j -0.00197377+0.00249928j 0.0027842+0.00203156j 0.00190517+0.00300769j 0.00278539-0.00651114j 0.00399091+0.00621128j 0.00556907+0.00127742j 0.00758671+0.00138206j -0.00260361-0.00510458j -0.00995036+0.00165687j -0.00305757+0.00527668j -0.00621531-0.000423883j -0.00569479+0.00351572j 0.000556209+0.000289478j -0.0056369+0.00363689j -0.00867923+0.00308834j -0.00656374-0.0107812j 0.0103636+0.0023085j -0.00937705-0.00224211j -0.000131418-0.00141076j 0.00265463-0.00403012j 0.00372728-0.00360186j 0.0126606-0.000783575j -0.000575518+0.00343755j 0.0033772+0.00509712j -0.00087206-0.000573183j 0.00324809+0.00263356j -0.00228967+0.00493532j 0.000162762-0.00478558j 0.00091721-0.0022903j 0.00764224+0.00095681j -0.000677111-0.00356879j -0.00926592-0.00138732j 0.00561575+0.00575518j 0.00473847-0.00443204j -0.000417685+0.00700255j 0.00195328+0.00425601j -0.00507399+0.00449045j 0.00170191-0.00427236j -0.0025183-0.00910958j -0.000238715+0.00464346j 0.00183093-0.00373664j -0.00580064+0.00114678j 0.000923605-0.00683395j -0.00361435-0.00320818j 0.00327711-0.00600903j -0.00258681-0.00161609j 0.00185181-0.00316011j -0.00295352+0.00745729j 0.005516-0.00142752j 0.00549131+0.00148564j 0.00458679+0.00196372j 
-0.000275639+0.00115332j -0.00167288+0.000982144j 0.00107637-0.00393994j -0.0028346+0.00336482j 0.00308006-0.00107963j 0.000945423-0.00242403j 0.00628698+0.00303231j 0.00113642-0.0044525j -0.00362792-0.00119373j -9.90564e-06-0.000275097j -0.00324016+0.00077889j -0.00292382+0.00316844j -0.00222989+0.00206689j 0.00441117+0.00329355j -0.00295046+0.001631j -0.00321609-0.00064596j -0.00133442-0.00918246j -0.0003897+0.00295471j -0.00568144-0.000817411j 0.00455101+0.000784117j -0.00245072-0.00279924j -0.00199815-0.00240531j 0.000479922+0.00217377j 0.00110382-0.000130785j 0.000450632+0.00410826j 0.00249458-0.00287626j -0.00420619-0.00223687j 0.0015987-0.0049845j 0.00438921-0.000462187j 0.00669252-0.000203682j 0.000769283-0.00444613j -0.0056258+0.00232679j 1.84024e-05+0.00641887j 0.000455724-0.00019168j 0.00322003-0.00113567j -0.0069093+0.00561895j 0.00422455+0.00232997j -0.00088787-0.000213699j 0.00562084-0.00474722j 0.00190039-0.000179409j 0.00121668-0.00523768j -0.00608745-0.00121333j -0.00414348-0.00370486j -0.00358422-0.00228564j -0.0020185-0.00308224j -0.00458999+0.00555072j -0.00155093+0.00155866j 0.00397928-0.00785876j 0.000319417-0.00128552j -0.0082419+0.00115548j 0.00088335+0.00153552j -0.00542665+0.000796191j 
0.00293315-0.000552348j 7.45333e-05-0.00340631j 8.56774e-05+0.00848407j 0.00764603-0.00103273j -0.00352398-0.0064674j -0.00428953+0.00705216j -0.00696143+0.00211176j 0.00723646+0.00540927j 0.00604771+0.00063765j 0.00288648+0.00467602j 0.00402398+0.00477712j -0.006059-0.00189762j 0.0104251-0.00606192j -0.0073666-0.00687396j -0.0029196-0.00757396j 0.0045282-0.00558245j -0.000201658+0.0133523j 0.00524284-0.00964636j 0.0105174+1.31997e-05j -0.00273546-0.00440657j 0.00372223+0.00671427j -0.000431334+0.0080711j -0.00105535+0.00343759j 0.00277842+0.00498681j -0.000863106+0.000726371j 0.00489189+0.0063765j 0.0038346+0.00236268j 0.000127133-9.48389e-05j -0.000890412+0.00108408j -0.0039736-0.00223939j 0.00136878+0.00829182j 0.0094959-0.0113771j 0.000714429-0.0021178j 0.00780381+0.00253961j -0.000519475+0.00399106j 0.0120147-0.00490881j -0.0116303-0.00555348j 0.00452991-0.000371108j -0.0123598+0.00971477j -0.00334766-0.0055385j 0.00182565+0.00579792j 0.00950008+0.00394538j -0.00427033+0.00680906j 0.00703038+0.00566541j 0.00136519+0.00040207j 0.000837262-0.00257668j 0.00218691+0.00410773j 0.00318335+0.00207198j 0.0010135-0.00226279j 0.00630071-0.000436719j 0.00123077+0.00144641j 0.0010008+0.000804531j 
0.000945684-8.4001e-05j 0.000298983-0.00266314j 0.00431863+0.000183769j -0.00465484-0.00617368j 0.00391216+0.00635654j 0.0102103-0.00430717j 0.00366756-0.00410291j -0.0121631+0.00593492j 0.00225605-0.00118867j -0.00165708+0.00321438j -0.000462985-0.00615805j 0.00978704-0.00204064j -0.00593666-0.00414121j -0.0012637-0.000761625j 0.0112883-0.00310232j 0.0015946+0.0065526j 0.00609003+0.00311065j 0.00305099-0.00177392j -0.0044968+0.00251602j 0.00625009+0.0086724j -0.00630224-0.00937747j 0.00130145-0.00485161j 0.00413239+0.00368623j -0.00400637-0.0116622j 0.00818712+0.00436127j -0.00321104-0.000870257j 0.00236043+0.00136553j -0.00991669+0.018499j -0.00358621-0.00545797j -0.00650944+0.0143482j -0.00702965+0.00730167j -0.00491988+0.00624775j -0.00277372-0.00545379j -0.0269472-0.00728307j 0.0030125+0.00184403j -0.00255111+5.49536e-05j 0.000830939-0.000552902j -0.0102892+0.00364942j 0.000369748+0.000965392j -0.00806805+0.00149872j -0.00309366+0.0026314j -0.0109445-0.0027753j 0.0228688-0.00815118j -0.00738943+0.00059756j 0.00590702+0.0122264j 0.0055498-0.00409748j -0.00489199-0.00972878j -0.00590748-0.00077434j -0.000485308+0.00604235j 0.00357549-0.000486562j -0.000379978-0.000443985j 0.00263701-0.000569451j 
0.0023873+0.00111195j -0.00172996-0.00338342j 0.00264091+0.000865501j 0.000540222+0.00107574j 0.000964869-0.000605237j 0.000642359-0.00155051j 0.0063082+0.0029219j 2.80512e-05+0.00191389j 0.000790631-0.00346279j 0.00267819+0.00380759j 0.00104646-0.00213517j -2.03811e-05+0.00242247j 0.00299484-0.00517612j -0.000225272-0.000134711j -0.00111025-0.00621632j -0.000672355-0.00630693j 0.00135713+0.00353067j 0.00354808-0.00200063j -0.00111835+0.00316223j 0.00818998+0.00717569j -0.00623654-0.00243938j -0.000613316+0.00490335j -7.64812e-05+0.0049275j 0.00306656-0.00609447j 0.000600874+0.00796224j 0.00677694+0.00209077j -0.00168992+0.000242025j -0.00270574+0.00320913j -0.000408129-0.00241889j 0.00424442+0.00512662j -0.00111351+0.00360969j 3.28414e-05+0.00336785j -0.00219252+0.00393238j -0.0108294-0.00505012j 0.00730806-0.000442531j 0.000653748+0.0016427j -0.00138504+0.0006223j -0.0044354-0.0020113j -0.00564468-0.00264979j -0.00338869-0.0034671j 0.00310021+0.000143502j -0.00727923-0.00276633j 0.00491263-0.00595484j -0.00629902+0.00269326j 0.00244786+0.000855797j -0.00428281+0.00608291j -0.000790603-0.00136017j 0.00501106-0.0076363j -3.75865e-05+0.00179717j -0.00984165+0.00193829j 0.000412645+0.00259596j -0.00594466+0.00114378j 
0.000578631-0.00142271j -0.000554391-0.00177984j -0.00128116-0.00219333j -0.00164322+0.00571351j 0.0025272-0.00471039j -0.00678822-0.00451133j 0.000493578+0.00413954j 0.00741788+0.00814921j 0.00989264-0.00532144j 0.0016408+0.00446592j -0.0060327-0.00864278j -0.0092395+0.000952588j 0.00944905-0.00427661j -0.00669877+0.00252657j -0.00339196-0.00420976j -0.000464815-0.00791244j 0.00250025+0.019168j 0.00117088-0.0151237j 0.0101502+0.00211371j 0.00321103-0.000273365j -0.00188692-0.00212608j 0.0101643-0.00163298j -0.0060493+0.00539115j 0.00474092-0.000545975j -0.00275454+0.00377116j -0.000551664+0.00387757j -0.00417497+0.00399842j -0.00274616+0.00175408j -0.00381471+0.00162915j 0.00337894+0.00171964j 0.00649045-0.0069861j -0.00288739-1.90474e-05j 0.00412316+0.00422702j 0.00401745-0.000294104j 0.0113441-0.004922j 0.00970384+0.00810106j -0.000268719+0.00501682j -0.00493996-0.00556302j -0.00531683-0.00820652j 0.0101857+0.00134783j 0.0109209-0.00679975j -0.0055886-0.00036111j -0.00310649-0.00217444j -0.00121541-0.0106619j -0.00465862-0.00165224j 0.00166377+0.00245369j -0.000571381-0.00266762j 0.000991999+0.00246534j -0.000138452-0.0012159j 0.00121218+0.00157925j -0.00166937-0.000449887j 0.00125017-0.000192217j 
-0.00136834-0.0032014j 0.00113877+0.000394666j -0.00198441-0.0016653j -0.00145795+0.00117965j 0.00485443-0.00157633j 0.000714467+5.19968e-05j 0.000880919-0.000751476j 0.00823083+0.00489685j 0.00726724-0.00554339j -0.00621449+0.00153997j -0.00587854-0.00581003j -0.00644434+0.000626309j 0.00533577-0.000737201j 0.00037369+0.00474351j -0.000759205-0.000346303j -0.00179538+0.000413419j 0.000981884+0.00877544j 0.00514004-0.0111784j 0.0009663+0.00130343j -0.000410422-0.00126231j -0.00358465-0.00686713j 0.00566188-0.00806217j -0.00157123+0.00151575j -0.00201282+0.00344468j 0.00623473+0.00116474j -0.00585045+0.00157819j -0.00222437+0.00326763j -0.00566503+0.00706943j -0.00122618-0.000137548j -0.000781249+0.000354502j 0.00719963-0.00736116j -0.000279556-0.00278831j -0.00568856-0.00602268j -0.00233624+0.000104369j 0.0072563-0.00555083j 0.00560528+0.00443445j 0.000423506+0.00538175j -0.00651715-0.00636649j 0.000175584-0.00476299j 0.00683844+0.0032743j 0.00442688-0.00276396j -0.0020855-0.000246947j -0.00101603-0.00226977j 0.000620711-0.0128481j -0.00272853+0.00118402j 0.00717762-0.00503585j -0.00668058-0.00465771j -0.00575642+0.0039356j -0.00157116+0.000668857j 0.0127668-0.00243139j 0.00149876-0.00144805j 0.0078651-0.000277446j 
4.19279e-05+0.00123295j 0.00287053+0.00166061j 0.000948218-0.000299501j 0.000820096-0.00421242j -0.00348363-0.000653455j 0.00202139+0.00414049j -0.00464313-0.00134307j -0.00309153-0.00371831j -0.00252027+0.00379056j -0.00252153-0.00161523j 0.00362503+0.00671043j 0.00393229-0.00279364j -0.00388247+0.00318327j -0.00114429-0.00151097j 0.00311664+0.00359567j -0.000282557+0.00673931j -0.00124012-0.00774639j 0.000241965+0.00568933j -0.00496319+0.000812189j -0.00632833-0.00341913j 0.00222805+0.00210907j -0.00633663+0.000923037j 0.00402123-0.00697124j -0.00250183+0.00599467j 0.00645772-0.00342266j -0.00778316-0.0019393j 0.00528134-0.00239395j 0.00265666+0.000506773j 0.00162966+0.00162936j -0.00889301-0.0050632j -0.0017205+0.00257065j 0.00340556-0.00511665j -0.00169604-0.00758061j 0.00247109+0.00222508j -0.0091365+0.000679878j -0.00322138-0.00191093j -0.0030201-0.00278402j 0.0041482+0.0023726j 0.00179307+0.00776917j -0.00453658+5.31672e-05j -0.00936157+0.00545667j 0.00875735+0.00242436j -0.00102166+0.00467184j 0.00366444+0.00335731j 0.00388845+0.00278761j 0.00219442-0.00383612j -0.000549267+0.000640378j -0.0042305+0.00241642j -0.00150847-0.00166618j 0.0105569+6.2007e-05j -0.000861398-0.00157425j 0.00555083-0.00136454j 
-0.000312637-0.000443946j 0.000435692+0.00154083j 0.000865927+0.00212238j 0.00142326+3.80521e-05j -0.00181264+0.00108899j 0.00282236+0.00339933j -0.00320767-0.00249037j -0.00253041+0.00154678j -0.00179594+0.00136826j -0.000723045-0.000943604j 0.00098993+0.00172005j 0.00251044-0.00126437j -0.00205805+0.00110735j -0.00390208+0.000766426j 0.00152372+0.00258047j 0.00185262+0.00346983j 0.000627121-0.00306658j -0.0011696+0.00208045j 0.000563887+0.000553284j -0.00336949+0.000621815j 0.00104019+0.00189561j -0.0010115+0.000892238j 0.00235344-0.0024157j -0.00129303+0.00231884j 0.00175635-0.00112066j -0.00334931+0.000695208j 0.00138613-0.000178596j -0.000334533-0.00100217j -0.00208046-0.000516777j -0.00468594+0.000852793j -0.00267021+0.00101051j 0.00282531-0.00246497j 0.000453327-0.00330342j -9.09989e-05+0.00219799j -0.00509141-0.000826955j 0.000155466-0.000112184j -0.000644615-0.00124775j 0.00218686+0.0012498j -0.00049458+0.00281689j -0.00201899-0.00192013j -0.0062598+0.00422084j 0.00371646-0.000424651j 0.00183775+0.00170773j 0.00192669+0.00075052j 0.00314887+0.000338656j 0.00111999-0.00266325j 0.00273909-0.000708419j -0.00192864+0.00235858j 0.000906815+0.000224197j 0.00310763+0.000395878j 0.000862128-0.00147984j 0.00296502+0.00133936j 
0.000798352-5.35123e-05j -0.00226842-0.000550272j 0.000747216+0.002715j 0.00273287+0.00203773j -0.00273761+0.00131054j 0.000338896+0.000704118j -0.000207058-0.000324683j -0.00270298+0.000579353j -0.00390643+8.48776e-05j 0.00490059-0.000477892j 0.00160796+0.000345532j 0.00283409+0.00108152j 0.000308393-0.00186929j -0.0025921+0.000516832j -0.00170285-0.00178948j 0.00346327-0.00382945j 0.000185737-0.000994227j -0.00308995+0.00279501j 0.00275186+0.00128006j 0.00404881+0.00468123j -0.000862819+0.00296485j -0.000795678+0.00618731j -0.00130275+0.00231753j 0.00264152-0.0032978j -0.00381875+0.00280029j 0.00668329+0.00120538j -0.00231969+0.000123904j 0.00126567-0.0038335j -0.0017625-0.000629538j 0.00267505+0.00276812j -0.00353144+0.0020211j 0.00181205+0.00253165j 0.00130981+0.00378081j -0.00302668-0.00101199j -0.000975619+0.000655782j -0.000302787-0.00177478j -9.46353e-05-0.00251208j 0.0012177+0.000743858j -0.00284563-0.000275364j -0.00350759-0.00368895j -0.000726122+0.00165374j -0.000965195-0.00183654j 0.00207122-0.00181702j -0.000450888+0.00519348j 0.00200303-0.000370257j -0.00487172+0.00351439j 0.00512449+0.00127316j 0.00283585-0.00254825j 0.00269-0.000485557j -0.0115844+0.00048472j 0.00134081+0.000359274j -0.00561061+0.00216205j 
0.00214146+0.000415062j -0.0013052-0.00244935j 0.00527061+0.00147021j 0.00445486-0.00240205j 0.00142905-0.00360308j 0.00785003+0.0040494j 0.0055063-0.000251642j 0.0039768-0.00487686j -0.00319799-0.00389203j -0.00519495+0.00564677j -0.00036383+0.00711644j -0.00175484+0.00371383j -0.00292748-0.000605455j 0.000896711-0.00197752j -0.00412911-0.00171249j -0.00211433+0.00236144j -0.0052596-0.00783886j 0.0134244+0.000510022j -0.00870239+0.00210215j 0.00610243+0.00320918j -0.00122573-0.00233425j -0.00273018+0.000491883j 0.00936192+0.00140732j 0.00242866-0.00193265j 0.00579156+0.00676692j 0.00289899-0.000762666j 0.0023835-0.00299017j -0.00133974+0.00834291j 0.000670154-0.00351893j -0.000709728+0.000233451j 0.00322114+0.00229076j 0.000995154-0.00453176j -0.00780243-0.00098296j -0.0044854+0.000684578j 0.00304723-3.32886e-05j -0.00281272+0.00326801j -0.00301073+0.00129599j -0.00538117+0.00839472j -0.00178863+0.0015537j -0.0108515-0.00572786j -0.000809253+0.0050835j -0.000287934-0.00113591j -0.0012912-0.000471438j -0.000936228+0.0025898j -0.00121343+0.00288476j -0.00239941-0.000533667j -0.00453644-0.000836702j 0.00179732-0.00766292j 0.00097432+0.00260971j -0.000257599-0.00165675j 0.00484185+0.00225912j -0.00181802+0.000761676j 
0.000884182+0.00144399j -0.000532813-0.000104427j 0.00262031-0.00108486j 0.00353967+0.00278801j 0.000919648-0.00815204j 0.00187631+0.00195133j 0.00561994+0.00248065j 0.00815011-0.00226309j -0.00083073-0.00144584j -0.00399893+0.00291498j 0.00155383+0.0083575j -0.00619745+0.0015888j 0.000278267-0.0013934j 0.00266994-0.00128665j -0.00692058-0.000516985j -0.0042829-0.0026833j -0.00490799-0.0056619j 0.00689968-0.00124301j -0.00451873-0.00165081j 0.00389678-0.00215108j -0.00104709-0.000767014j -0.00109976+0.00439663j 0.00288463+0.00243495j 0.0037974+0.00151433j 0.002598+0.00616084j 0.00531543+0.000969699j 0.00106028-0.0030556j 0.00246767+0.000341325j 0.00171768-0.00135412j 0.00265534-0.00192473j 0.00460362+0.00290244j -0.000548702-0.00342542j -0.00396259+0.00208288j 0.0067621+0.00187082j 0.00382781-0.000503258j -0.000320944+0.00229034j -0.00433553+0.00049868j -0.00249102+0.00160084j -0.00197515+0.00193767j -0.00565556-0.00490631j 0.001362+0.00222333j 0.00135911-0.000207537j -0.00856002-0.000507019j 0.000339066+0.00114976j -0.00209947-0.00240574j -0.00311344+0.00120952j -0.00188595+0.00432713j 0.00366672-0.00655393j 0.00104402+0.000342153j -0.0034025-0.00189151j 0.00255827+0.00230098j -0.00344001-0.00043406j 
0.000793794-0.000962166j -0.00233741+7.90958e-05j 0.000772933+0.00215637j 0.00352191+0.00371464j -0.000604818-0.00321435j 0.00103254+0.00131847j 0.00123763+0.002073j 0.00441324+0.00086176j -0.00119024+0.000261443j 0.00112564-0.00154298j 0.00121021+0.00311437j -0.00312778+0.000781931j 0.000850686-0.0015936j 0.000246842+0.00111209j -0.00501146-0.000338027j 0.000113747-0.00321304j -0.0019148-0.00276614j 0.000173868-0.000971273j 0.000989559-0.00157592j 0.0030804-0.000661798j 0.000141488+0.000512124j -0.000638609+0.00390382j 0.00171658+0.00367366j 0.000703044-0.000127805j -0.00192125+0.00237447j 0.00684777+0.0024088j -0.00139428+0.000705038j 0.00134604-0.00272884j -0.000652212-0.00206458j 0.00349399+0.000148402j 0.00122444+0.00181179j -0.000698718-0.000480227j -0.000296858+0.0024587j 0.00370257+0.000945554j 0.00250931-0.00026817j 0.00079979+0.000820157j -0.00160045-0.000869644j -0.000828222-0.00097556j -0.000589935-0.000422269j -0.00256194-0.00342279j 0.00137166+0.000603362j -0.000394915-0.000600104j -0.00329035-0.00112935j -0.000151238+0.00056876j -0.00134363-0.00160019j -0.00182206+0.00164892j 0.0020185+0.00337624j 0.00359663-0.00322543j 0.00217752-0.000199098j -0.0065579-0.00212007j 0.00329983+0.00155678j -0.00414455+0.00194695j 
-0.00149286+0.000794353j -0.000470619+0.00197936j 0.000555852-3.5327e-05j 0.000561102-0.00142554j -0.000157285+0.0014556j 0.000337488+0.000307151j 0.00266628-0.00108964j -0.00410522-0.000883159j -0.00310024+0.00429276j -0.0039471+0.00104009j 0.00226922+0.00335365j 0.00357144-0.000499986j -0.00106491+0.00111004j 0.00153803-0.00303985j 0.00157412-0.00211354j 0.000862118-0.00100255j 0.000954096-0.00356082j -0.00192588+0.00549588j -0.00311379+0.000241396j -0.00183082+0.000220942j -0.00129814-0.000730774j -3.28293e-05+0.00227853j -0.000180802-0.00241986j 0.00229517-0.000220729j 0.00146559+0.00235569j -0.0002181-0.00138461j -0.000313329-0.00412175j 0.00229356-0.00326613j 0.000158038+0.00307028j 0.000340588+0.000673616j -0.00196064+0.00206399j -4.81571e-05+0.00340514j -0.00222704+0.0040636j -0.00181073-0.00151791j -0.00302794+0.000602679j -0.000815118-0.00331536j -0.00129517-0.000752065j 0.00138762+0.00057145j -0.000761036+0.000745643j -0.00277496-0.00118523j -0.00427898+0.00235211j 0.00261626-0.00211245j 0.000602798+0.0007128j 0.000229719+0.00275149j 0.00301524-0.000646863j -0.00163143+0.0003203j 0.00116353+0.00164947j -0.000828462+0.000863417j -0.000721294+0.00257326j -0.00127918-0.00049794j -0.000231296+0.00112464j -0.00108735-1.93324e-05j 
0.00116142+0.00181739j 0.00433296-0.00172648j -0.00188555-0.0039071j -0.00288325+0.000405626j -0.0012242-0.00320359j -0.000738633-0.00142514j -0.00272096-0.000501145j 0.00453518-0.00153705j 0.00451851-0.00215846j -0.00299882+0.00121202j -0.00118895-0.000616881j -0.00286868-0.00146919j 0.00221432-0.00157258j -0.00104183+0.000566061j 0.00210998+0.00294338j -0.00110508+0.0014822j -0.000872177+0.0032836j 0.0011841-0.00263605j 0.000472952+0.00129747j -0.00290034-0.00115274j -0.00120284-0.00030038j 0.000195212-0.00247295j -0.00377096-0.00213785j 0.00129552+0.00437039j 0.00352593-0.00331274j -0.00504791-0.000256766j 0.0024818-0.000705443j -0.00128981+0.00333996j 0.000887108+0.0009326j -0.00579898-0.00229028j 0.00399197-0.00153935j 0.00261027-0.00502224j -0.000637135-0.0071921j 0.0031986+0.00111449j -0.000351427-0.00051683j -0.000518758+0.000921106j -0.000732156-0.000810196j -0.000123383-0.002261j 0.00041551+0.00117374j 0.00145346+0.000141008j 0.000405984-0.000598027j 0.00117327+0.00297563j -0.00208204+0.000156397j -0.000235726-0.000953702j 0.0015044+0.0014251j 0.00117309-0.00205226j -0.00128247-0.00236276j -0.00270381+0.000353733j -0.00460466-0.00418027j 0.00719708+0.00488268j -0.00501005-0.00173634j 0.00337868-0.00247457j 
0.00141407+0.000941063j 0.00117106-0.00184985j -0.000749036-0.00136179j 0.00149036+0.000321306j 0.000167489+0.00230902j 0.000193392-0.00384469j 0.000322619-0.00167364j 0.00178185-0.00315896j -0.000520472+5.71241e-05j -0.00336894-0.00111445j 0.000234558+0.000306552j 0.000161322-0.000921252j 0.000125922-0.00343237j -0.000793211-0.00203028j -0.000504448+0.000836297j 0.000350645-0.00247218j -0.000442636+0.00292226j 0.00141082+0.00274725j 0.000758719+0.000592266j 0.00170319+0.00169154j -0.00101231+0.000782579j 0.0025183-0.000605836j -0.00490195+0.000246218j 0.00469906-0.00213262j -0.00216459+0.000626651j 0.00107179-0.000627574j 0.000196794-0.000219681j 0.00172245+0.00172603j -0.00142317+0.00192644j -0.00107308-0.00179283j 0.00163006+6.53447e-05j 0.00167385+0.0025555j -0.00134507-0.000592766j -0.000723748-2.04038e-05j 1.45532e-05+0.000886003j -0.00194592-0.000365895j 0.00028073-0.0011414j -0.00351685+0.00320275j -0.000771876-0.00056336j -0.0014971-0.00230988j 0.00240926-0.00174379j -0.000390404-0.000338993j -0.00390968-0.00154634j 0.000764563+0.00149875j -0.000457093+0.00200692j -0.00158003-0.000831886j 0.000519763-9.95042e-05j -0.000864577+0.00262354j 0.000611095-0.00207759j -0.00255137-0.000273301j -0.00167754+0.000502239j -0.00326274-0.00215031j 
-0.00165919-0.000623126j -0.00326936+0.000861259j 0.0034377+0.00341854j -0.00366684-6.89666e-05j -0.000387865+0.00154975j 0.00081579+0.000373911j 0.000325122+0.000452214j -0.000941291+0.00200463j -0.00102685-0.00270627j 0.0077293-0.00056113j 0.00273835+0.000787136j 0.00320151+0.002012j -0.00218048+0.00427801j 0.0033815-0.00199889j 0.00104784+0.000167449j -0.00542774-0.00169214j -0.00459015-0.00369355j -0.00405612+1.35865e-06j -0.00236566-0.00115823j -0.00370358-0.00397341j -0.00110036+0.000516421j 0.00281229-0.000675468j 0.00391628-0.00685501j -0.00210115+0.00112493j -0.00388927-0.00280277j -0.00307338-0.00271937j 0.00384048-0.000371857j 0.00119382+0.00245092j 0.00732706-0.00309298j 0.000300272+0.000378824j -0.00166538+0.00235621j 0.00148059+0.00159294j 0.00263141+0.00276127j 0.00118852-0.00444382j -0.000873698+0.00223834j 0.000566577+0.00148084j -0.00154606+0.00389417j -0.000289036-0.00326693j 0.000241619+0.000413797j 0.000519623+0.00478682j -7.8895e-05+0.00537026j -0.00111199-0.000300071j -0.00311012+0.000678613j -0.00104214-0.00174551j -0.000954852-0.0066457j 0.00277425+0.000778505j 0.0018363+0.000622649j 0.00721117-0.00271262j 0.00312439+0.00934195j 0.00917767+0.00250605j 0.00625469+0.00322539j 0.00355036+0.00434408j 
0.000838229+0.000866221j 0.00325831+0.00228926j -0.000650306-0.00632419j -0.00011615-0.0017282j 0.000181456+0.00223722j -0.00235977-0.000557844j -0.00424183+0.00193526j -0.00316528-0.000451604j 0.00155563+0.00172095j -0.0030608-0.00523563j -0.00285997+0.00261568j 0.00647409-0.00154983j -0.00149933-0.00196931j 5.18806e-05+0.000505438j 0.000613169+0.00301239j -0.00170002+0.00307645j -0.00280943-0.00103356j 0.000715725+0.000441052j -0.00136164-0.00079717j 0.00321758+0.00154724j 0.00218885-0.00167949j -0.00139191-0.00226632j -0.00295691+0.000378441j 0.00262359+0.0021166j 0.00380517-0.00113212j -0.00421843+0.00252831j 0.0015742+0.000878695j 0.00101356+0.00568643j -0.00389706-0.0014518j -0.00527153+0.000293581j 0.000861638-0.00377337j 0.00101845-0.00617262j 0.000757398-0.00762158j -0.000926134+0.00321523j 0.000279723-0.00110955j 0.0020747+0.00343242j -0.00146126+0.000909533j 0.00159229-0.000590875j -0.00210381+0.00299189j 0.00256383+0.000707115j -0.00187201-0.000118434j 0.00266402+0.00294641j 0.00231041+0.00186798j 0.00229749-0.0013684j 0.00139239+0.0031588j 0.00440323-0.00287237j -0.00135157-0.0028923j -0.00460282+0.00013465j -0.000225196-0.00170787j -0.000318885-0.00496119j -0.00496127-0.00292723j 0.000886846-0.00743267j 
-0.00016065-0.00146657j -0.00131831+0.000839001j -0.000849417+0.00112385j 0.00341806+0.0006248j -0.00138832+0.000758244j -0.0012189+0.000129794j -0.000945369+0.000477497j -0.000727296+0.000553879j -0.00112792+0.00154344j 0.0010018-0.0025955j -6.00455e-05-0.000358274j 7.2805e-05-0.000219488j -0.000489854-0.00080389j 0.000329765+0.000969278j -0.000794538+0.000317717j -0.000927744-0.0005281j 0.00274303-0.000832493j -0.000880711+0.000465738j 0.00199526-0.000110086j 0.00279469-0.000315617j 0.00155855+0.00167424j 0.000346844+0.0026166j 0.000503187+0.00123042j -0.0013761-0.00192805j -0.00186351+0.00121383j 0.00274874+0.00218095j -0.00362924+0.00264436j 0.000795933-0.00109893j -0.00126658+0.000644797j 0.00233445+0.000961274j -0.000137777-0.000303216j -0.00207422+0.00252864j 0.00113558+0.0019342j 0.0012958-0.000554821j 0.00030767-0.000924998j 0.000768895-0.000378699j -0.00077915-0.00062737j -0.000409497-0.000358133j -0.000412031+0.000496378j 0.00190263-0.0014046j 0.00232923-0.00272141j 0.00190622-0.00083508j 0.00111234-0.00141798j 0.00107265+0.00163432j -0.002307+0.000292305j 0.000237982+0.00141152j 0.000935601+0.000900225j -8.67128e-05-0.000285082j 0.00296335+0.000190593j -0.00505677-0.00453237j 0.00155401-0.000322476j -0.00181031-0.000983866j 
