-0.0226836+0.000706874j -0.000405898-0.022566j 0.00971498-0.0091921j -0.0107765-0.00991693j 0.00575181-0.00305721j 0.00105984-0.00578703j -0.00216788-0.00105256j -0.00187304+0.000964964j -0.00239087+0.000316851j -0.00425681+0.000341996j 0.00753998-0.00157639j -0.000232534+0.00115103j -0.00295298-0.0109804j -0.00207091-0.00370192j -0.00200177-0.00282399j -0.00104206-0.00283041j -0.00183305+0.00503137j -0.00456723+0.000311641j -0.000994674-0.00589353j 0.00308414-0.00507364j -0.000861772+0.00210273j -0.00189961-0.00212536j -0.0010571+0.00122633j 0.00470295-0.0049676j 0.000841214-0.000734692j -0.00400405+0.00361365j -0.00392495+0.00238862j -0.00307935-0.000374413j 0.00358118-0.00317456j -0.00139899-0.00302976j 0.000132861-0.00308397j 0.00305717-0.00138843j 0.00351957-0.00147262j 0.00282665-0.000873296j -0.0075277-0.00314716j -0.00679954-0.00609785j -0.000222654-0.00197379j -0.00333461-0.00417918j 0.00658657-0.000961249j 9.58393e-05+0.000842701j 0.00311666+0.0024618j -0.00383636+0.0055847j 0.00159529-0.00414747j -0.00103061-0.00341947j 0.00336689+0.00261584j 0.000468332+0.00132064j -0.00056272+0.00574503j -0.00207976+0.00438094j -0.00135934-5.27722e-05j -0.00572092+0.00124921j -0.00111098-0.00713941j -0.0061945-0.00124458j -0.00244111+0.000349683j 0.00375912+0.00487007j 0.00434967-0.000514802j -0.00528225+0.00225433j -0.00387394-0.00186848j 0.00259174+0.00405722j -0.00259184+0.00637921j -0.0007128+0.00429929j -0.00148226+0.00320655j 0.0010291+0.00539862j 0.00480576+0.00073968j -0.00109623+0.00235665j 0.00517118+0.00132588j -0.00261851+0.00250949j 0.00727738-0.00609893j -0.000638941+0.00423832j -0.00602016+0.000269353j -0.00385607-0.00354841j 0.00473275+0.000547319j -0.00323377-0.00525726j 0.00154412-0.000508735j 0.00367934+0.0162358j -0.0149982+0.00172573j -0.0128026+0.0193041j 0.0190504+0.0127738j 
0.000189489+0.00833135j -0.00822751+0.000537564j 0.00220947+0.0216136j 0.0198317-0.00200613j -0.00548216+0.00506585j 0.00901951+0.0130459j 0.0128329-0.00842374j -0.0050556-0.0034886j -0.0124587+0.00067079j 0.00927539+0.00836891j -0.0125976+0.00924103j 0.0103229-0.012066j 0.0124617+0.013j -0.00989912-0.00482487j 0.000782789+0.00636234j 0.00392321-0.00758703j 0.00875447-0.00630274j -0.000652759+0.000368746j 0.0027257-0.00807015j -0.00901683+0.00703662j 0.00421133+0.00731274j -0.000496399+0.00677569j 0.0126-0.00301442j 0.00489962-0.00329583j 0.00850087+0.00398246j -0.00680093-0.0051992j 0.00127734+0.000288937j -0.000620604-0.000528089j -0.00279558+0.000633413j -0.00847761+0.000434435j -3.33255e-05+0.00682556j 0.00569977+0.000773106j 0.000644969-0.0138424j 3.41993e-05-0.00628168j 0.0101926-0.0109382j -0.00761791-0.000771513j -0.00639473+0.00233258j -0.00344794+0.0186744j -5.06177e-05-0.00304329j 0.00226857-0.00347186j -0.0021813+0.00119191j -0.00278854+0.00758588j 0.00445299+0.00567467j -0.005324-0.00109247j -0.00129481-0.00772852j -0.000819072-0.00635519j -0.00100051-0.000165076j 0.0051172+0.00170375j -0.0154667-0.00504987j -0.00395525+0.00537301j -0.00781565-0.00449672j -0.00124081+0.00613439j 0.00436456+0.00476489j 5.04618e-06-0.00492911j -0.00756466-0.00522676j 0.0013646+0.0106501j -0.00202394+0.00487849j 0.00736909+0.00546727j -0.00497222-0.00149465j -0.00193599+0.0062499j 0.0171101+0.00235546j -0.0045774+0.00386079j -0.000147816+0.00297528j -0.0034617-0.00104214j -0.00539465+0.00881373j -0.00590341+0.00431471j -0.00324362+0.00504874j -0.00471371-0.00865628j -0.00792445-0.000720937j -0.00481765-0.00644309j -0.00459466+0.0121953j 0.00916145+0.0016733j 0.00025234+0.000928253j -0.0163766-0.00251229j 0.00336426-0.0171648j 0.0109359+0.00705437j 0.0069792-0.0111112j 
0.00469823-0.00509314j 0.00555609+0.00483823j -0.00376962-0.00552993j -0.00360447+0.00621045j -0.0112953+0.00573376j 0.00125703+0.000443347j -0.00844562+0.00268111j 0.0032958+0.0151023j -0.00706252+0.00200008j -0.00120726-4.73715e-05j 0.000833266+0.00208969j 0.0029892-0.00288921j -0.00183006-0.00639288j -0.00185731-0.00259512j -0.00291472-0.00254589j 0.00326086+0.00389681j -0.00376415-0.00661894j -0.00740266+0.00364358j 0.00349697-0.00788137j 0.000421772-0.00199307j 0.0108227-0.00891925j 0.00619454-0.00480104j 0.00144924+0.0123819j 0.00477723+0.00564265j -0.00798898+0.00816171j 0.0111414+0.0015918j 0.0047984-0.0104541j -0.00450468+0.00553216j 0.00172947+0.00611415j 0.00464085+0.00346357j -0.00573428+0.00582241j 0.00534409+0.00432814j 0.00139105+0.00239007j 0.00295335+0.0082358j -0.00185203+0.00436993j 0.009867+0.00691016j 9.65991e-05+0.00615629j 0.000332772+0.00224013j -0.00652539-0.00326291j 0.00106493-0.00265205j -0.00186626-0.0047541j -0.00176478+0.00389865j -0.0116787+0.00100269j 0.000310401-0.00618902j 0.00494336-0.00852243j -0.00241836+0.0018059j -0.00222587-0.00557107j 0.00488473-0.00101922j -0.00329619-0.00256469j 0.0010585-0.00468063j 0.00200075-0.00287445j 0.000379914-0.00630693j -0.00276622+0.00423946j -0.00358592-0.000589345j -0.00197203-0.000376326j -0.00475762-0.0088237j 0.0029961-0.00393593j -0.00643165-0.00462189j 0.00279143+0.0101945j -0.00180348+0.00289807j -0.00499311-0.00360682j -0.00174962-0.00138484j 0.00924897-0.00675831j -0.00721499-0.00412687j 0.00286643-0.0104439j 0.00390374+0.00504638j -0.00547564+0.00241075j 0.00160884-0.00388446j -0.00472116-0.00262955j 0.00681367-0.00243582j 0.00316562-0.00304421j 0.00144703-0.00617716j -0.00422053-0.00602701j 0.00535517-0.000418422j 0.000471105+0.00361835j -0.000204554-0.00329577j -0.00324664+0.000122609j 
-0.00137456-0.00615179j 0.0067633-0.00125447j -0.00727713-0.00953319j -0.0089433+0.00804252j -0.00301693+0.00897936j 0.0147759-0.00400196j -0.00475022-0.0124889j -0.00347818+0.00927883j -0.0207228+0.00129641j 0.00535786+0.0205213j -0.00607496+0.00197771j 0.00390528-0.00499288j -0.00748899+0.0024151j -0.0147522-0.00172337j 0.00210863+0.000225414j 0.00892415-0.00834659j -0.00637153-0.00356942j 0.00677596+0.00438518j 0.000156393-0.00913016j 0.00882206-0.00494865j 0.00778613-0.00194252j -0.00323648-0.00273177j 0.00362718+0.0121011j 0.0124824+0.00545676j 0.0009475-0.00163735j 0.00228084-0.00327668j -0.00472739+0.000739345j -0.00112283-0.00492867j 0.00796409-0.00582703j -0.00668266-0.00675219j -0.000166668+0.00380056j 0.00959299+0.00758467j -0.00447719+0.00512727j 0.00389835+0.0038651j -0.00504546-0.00650507j 0.000412372-0.00591693j -0.000781563+0.000919514j -7.95331e-05-0.00775634j -0.00513977-0.001556j 0.00363967+0.00670781j -0.00793117-0.00909845j 0.00227259+0.00254272j -0.00358387-0.00614212j 0.000164549-0.00434717j 0.000752115-0.000416345j -0.00407772+0.00516792j -0.00141838-0.00690348j -0.00464881-0.00323668j 0.00351918-0.00313647j -0.00689635-0.00186666j 0.00520507+0.00372006j 0.0029118+0.00483097j -0.00333974+0.00744909j -0.000322703-0.00279317j 0.0045501-0.00208767j 0.00211053-0.00816356j 0.00919131-0.00269774j -0.0102122+0.00117255j -0.00211325+0.010963j 0.000554875+0.00247189j 0.0052544-0.0154989j 0.00887217+0.0080103j 0.0070425-0.000927592j -0.0104737+0.00140099j 0.00382832-0.00622727j -0.0012915+0.00402581j -0.00369676-0.00526739j 0.00205815-0.0103185j -0.0128183-0.00302889j 4.12011e-05-0.00528913j 0.00535663+0.00838157j 0.00977109-0.00985657j -0.00491413-0.00823166j 0.00695901+0.00175068j -0.000149617+0.00483911j -9.5297e-05+0.00441064j 0.00447814-6.61656e-05j 
0.000380337-0.00102091j 0.00109366+0.000471653j 0.00569647-0.00135193j 0.00104423-0.00616831j 0.00370246+0.00440849j -0.00592469-0.00776408j -0.00616584+0.0102189j 0.00510205+0.000404216j 0.00484848-0.00725502j -0.00430864+0.00498123j -0.00271874-0.00110117j -0.0049196+0.00873956j -0.00613496-0.00269425j 0.00621634+0.00694062j -0.000366263-0.000518851j -0.0123042+0.00301374j 0.00359977+0.00486466j 0.00731743-0.00120847j -0.00625411+0.00362527j -0.00391753+0.00631453j -0.00362081-0.000408018j 0.00138931+0.0037923j -0.00640629+0.000673079j 0.00317436-0.00999876j 0.00646911-0.00867179j -0.00122071-0.00554507j -0.00180081-0.00344243j -0.00110396-0.00104199j -0.0113539-0.00506044j 0.00395239+0.00174501j 0.00136478-0.00624884j -0.000618912+0.00631732j -0.00769418-0.0110406j -0.00305746-0.000198334j 0.00497662+9.23662e-05j 0.00528008+0.00207163j -0.000564813-0.00661489j 0.00144235-0.000645978j 0.0105575+0.00266746j -0.00416825-0.0083676j -0.00256544+0.00794904j 0.00104836-0.00259234j 0.00116728-0.00144003j -0.00425158+0.013305j -0.00561392+0.00538608j -0.0033246-0.0042598j 0.00912692-0.00312622j -0.00305529-0.00641262j 0.0108591-0.00148712j -0.000293499-0.00429362j -0.00360353+0.000913707j 0.00132698+0.00671688j -0.00381954-0.00242051j 0.00608841+0.0025548j 0.00241423-0.0046954j -0.00209907-0.00488085j -0.00114141+0.000771603j 0.00904109-0.000834526j -0.00245802-0.00549868j 0.00062851-0.00152023j -0.000141865+0.00923868j -0.00758047-0.00342175j -0.0018892-7.31417e-05j 0.00679818-0.00740773j -0.00311656+0.00202671j -0.0052157-0.00673226j 0.00210612-0.00167092j 0.000105754+0.00276298j 0.00748021+0.00484762j -0.000279197+0.00524405j 0.0026631-0.00429104j -0.00273217+0.000965071j 0.00122162-0.00125557j -0.000750248+0.000927886j -0.00110688-0.00127939j 0.000285339-0.00233166j -0.00233103-3.00695e-05j 
-0.00628376+0.00144624j -0.00181084-0.00603293j -0.00261091+0.00386752j 0.00212777+0.00392277j -0.00273169-0.00188432j 0.00889515+0.00343259j 0.000585329-0.00899184j 0.000611438+0.00278426j -0.0159572+0.00401545j -0.00175663+0.0097888j -0.00113829-0.00238436j -0.00227665-0.00670844j 0.00191427-0.00648599j -0.00182707+0.000346482j 0.000802298-0.00195906j 0.00347833-0.0134163j -0.00723681-0.0049151j 0.00796096-0.00742132j 0.00107286-0.00718178j -4.41037e-05+3.26437e-05j 0.0041482+0.00282111j -0.00172346-0.00114183j 0.00387524-0.0057406j 0.00275468+0.00758221j -0.00252103-0.00455566j -0.00539345+0.00281529j 0.0033547+0.00840807j 0.00697977-0.0093539j 0.012387-0.0012372j 0.00253722-0.00935283j -0.00107268-0.00194354j 0.000407767+0.00217615j -0.00113409+0.00862163j -0.00885417-0.000450693j 0.00030352-0.00524005j -0.00211752-0.00312835j -0.00341269-0.00564392j -0.00472483+0.00462362j -0.00335025+0.0037628j 0.00170024+0.00766148j 0.00115013-0.00746539j -0.00409306+0.000578372j 0.000353637+0.00420278j -0.00128734-0.00112385j 0.0072604+0.00498734j -0.00563076-0.0102159j -0.00663124-0.00750528j 0.00366369-0.00828761j 0.000564062-0.00448857j 0.00132211+0.00236295j -0.00171805+0.00118868j -0.00259442-0.00171227j -0.00264229+0.00776895j -0.00133+0.000626116j -0.00187188-0.0049377j -0.0021097+0.00454093j -0.00248186-0.000126554j -0.000753619-0.000805813j -0.000676412-4.40021e-05j -0.00333272+0.0015166j 0.00375342-0.0042232j 0.00258462-0.00412663j 0.000343836-0.00198676j -0.00300245+0.00394392j 0.00343866+0.00128875j 0.00363723+0.00289805j 0.00142004-0.0036167j -0.000266094+0.000529686j -0.00603961-0.000146374j -0.00290132-0.00527675j 0.00121469+0.00498966j 0.00535865-0.00532046j -0.00422357-0.00098144j 0.00262652-0.00223152j 0.00192457+0.00420743j -0.000234222+0.00238864j 0.00252028+0.000264461j 
0.00103831-0.00328336j 0.00337927+0.00117441j -0.00169216-0.00116032j -0.00141315+0.00135105j -0.00102731-0.00312568j -0.00379969-0.000832749j -0.00224469+0.00212139j -0.00155475+0.00426208j -0.00475322-0.00196226j -0.0055803+0.000790918j 0.000956767-0.000291198j 0.00332221-0.00192384j -0.000927254-0.00420889j -0.000261393-0.00732417j -0.00544247+0.00457067j 0.00125234+0.00333979j -0.000652532-0.00429035j 0.00191152+0.00513405j -0.00217309+0.00811013j 0.0119143+0.00275183j -0.000993528-0.000113207j 0.00279585-0.00456701j 0.0018272-0.00324163j -0.00174674+0.002803j -0.00184743+0.00128888j -0.00553078+0.000294968j 0.00433036+0.0012583j 0.0057924-0.0039339j 0.0042644-0.00170447j -0.00287955+0.00133469j -0.00348203+0.00832037j 0.00703763-0.00458608j -0.00426335-0.00101364j 0.00156438+0.00164263j 0.00138124+0.00169921j -0.00199202-0.00570113j -0.000819573+0.00101865j 0.00214696+0.0003349j -0.00275951-0.00598747j 0.00390539+0.00583012j -0.0085524+0.00134728j -0.00113701-0.00268594j -0.00716377-0.000879866j 0.00902779+0.00317708j 0.000811707-0.00212111j 0.00216274+0.000548115j -0.00413005-0.00483096j 0.00189149+0.00548752j -0.00523384+0.0078596j -0.00470208+0.00325794j 0.00272869-0.0024423j 0.00500779-0.00114736j 0.00233542+0.0039854j -0.000729677-0.00134334j 0.00534694+0.00225127j 0.00551925-0.00622034j 0.00110742+0.00136268j 0.00105498+0.000578938j 0.00198755+0.00253842j -0.00107155-0.00221033j -0.00249212-0.00179236j -0.00177246-0.000570988j -0.00364488-0.00357299j -0.000467325-0.00171528j -0.0033581+0.000107899j 0.000440537+0.00230626j -0.00530712+0.0014858j -0.00268669+0.00108129j 0.00368577+0.00582282j -0.00230149+0.00119563j 0.00196963-0.000315951j -0.00268144-0.00273269j -0.0017163-0.00125227j 0.00433769-0.000161157j 0.00113868+0.00263568j 0.00090429-0.0025817j -0.00260684-0.000886354j 
-0.0188882+0.0043877j -0.00475351-0.0185355j 0.0147092+0.00438023j 0.00155315-0.0132682j 0.00242606-0.00907101j -0.00170021+0.00484156j 0.00522844-0.00194469j -0.004353+0.00214211j -0.013026-0.0014129j 0.00150401+0.000385999j 0.00669384-0.00146734j 0.00318091-0.00196186j 0.00391802-0.0074397j -0.00176257-0.000737685j 0.0037988-0.00651812j 0.00270905+0.000967365j -0.0012975-0.00149861j -0.000712337-0.00867405j 0.00210669-0.00778481j 0.00404984+0.00282662j -0.00361994+0.00434292j -0.00730843+0.000824521j -0.00678126+0.00706063j 0.00757483-0.00511469j 0.00160333-0.0066329j -0.0050803-0.00534615j -0.000743329+0.00608118j 0.00432017-0.00599224j -0.00573917-0.0142619j 0.00165341+0.00416895j 0.0037124-0.00122055j 0.000245753-0.00431153j -0.00919802+0.0023677j 0.00644167-0.00481474j -0.00585645-0.00325005j -0.00804243-0.00815853j -0.0064519-0.00846791j -0.00961528+0.00150845j 0.00882576+0.00113792j 0.000459651+0.00590154j -0.00393687-0.00116882j -0.0067546+0.0085354j 0.00799589-0.00705789j 0.00251436-0.000997477j 0.00123917+0.00813955j -0.00291996+0.0011104j -0.004159+0.00648086j 0.00112693-0.00189857j 0.00393693-0.00491794j -0.00467844+0.000455753j -0.00741286+0.00451092j -0.00741126-0.00314375j 0.00115727+0.00708708j 0.00721142+0.0102595j 0.00010022+0.00112852j -0.00573134+0.0024887j -0.000601031+0.000135748j 0.00228136+0.00477383j 0.00405519+0.0120046j -0.00229462-0.000419238j -0.00384741+0.00628253j 0.00246946+0.0034178j -0.000418849+0.000367406j -0.00118629+0.0041662j -0.00286698+0.00669099j 0.00507837+0.00352416j 0.00588262+0.00236633j -0.00319716+0.00231319j -0.00455902+0.00348782j -0.00603354-0.00325361j 0.00139322+0.00538723j 0.00349005+2.38579e-05j 0.00323116-0.00160257j 0.000897221+0.0086284j -0.00847602+0.00147278j -0.00193333+0.0135919j 0.0135196+0.00223973j 
0.00397974+0.0023579j -0.00237727+0.00399013j 0.00626967+0.000557452j 0.00161458-0.00438785j -0.000952165-0.00406531j -0.00805253+0.000218432j 0.00365701+0.0050169j -0.00377644-0.0123237j 0.0152895+0.00406051j 0.0144522-0.0027891j -0.00847577+0.00578103j -0.00775075+0.00401351j 0.000358254+0.0129467j -0.00600676-0.00330957j -0.0115686-0.00476229j 0.00123242-0.00511427j 0.00691502+0.0031989j -0.0106105+0.00660954j 0.00354894+0.0104477j -0.0060599+0.00128751j -0.0101262+0.00153923j 0.00565329+0.00135873j -0.00605949-0.00845493j -0.00732829-0.00373807j 0.00395341-0.00174469j 0.00314096-0.00502145j 0.00366512+0.00463543j -0.000921317+0.00534173j -0.00155557+0.00765285j -0.00367721-0.00218642j 0.000357288-0.00508062j -0.00854076-0.00124696j -0.00506167-0.00769396j -0.00653556-0.00942661j 0.000353948+0.00405943j -0.000794906-9.35153e-05j -0.0036631+0.00663698j 0.000895397-0.00885526j 0.00160043+0.00612852j -0.00209568-0.00265467j 0.00351549+0.00361616j -0.00209636+0.00263459j 0.00424541+0.000572569j -0.00933745+0.00124026j -0.00396595+0.0026754j 0.00228559-0.000649783j 0.00747383-0.00297189j -0.00359397-0.00583412j -0.00120557+0.00313372j -0.00433644-0.00419491j -0.000369167-0.00229971j -0.00140098+0.00212655j -0.0017797+0.00148886j -0.00592842-0.00241897j 0.00479341+0.000415573j 0.00111098+0.00231473j 1.13254e-05+0.00662567j 0.00505498-0.00173174j -0.00075279-0.0116284j -0.000921464-0.00238665j -0.00165334+0.00512175j -0.00425498-0.00169461j -0.00715435+0.00199929j 0.00764451-0.0028643j -0.00120304+0.000509589j -0.00245336-0.00541582j 0.00232523+0.000101947j 9.05392e-05+0.00640927j 0.0089779+0.00322847j -0.00260327+0.00361969j -0.000847989-0.000575034j -0.00227342+0.00271292j 0.0025304+0.00389904j -0.00416934-0.000891819j 0.000579475-0.00273661j -0.000420839-0.00553099j -0.00563256+0.000394153j 
0.00315802+0.00373852j -0.00339731+0.00343988j 0.0104621+0.0123148j 0.0140406-0.0108978j 0.000804288+0.00355123j -0.0140031-0.00228765j -0.000497522+0.016388j 0.000184239-0.000530743j 0.00842513-0.00884056j 0.00518125-0.00246452j 0.000102427+0.00607182j 0.00374055+0.0131327j -0.00111164+0.0012781j 0.00473556+0.00277527j -0.00367388+0.0011885j -0.0112488+0.00368005j 0.0107055+0.00438499j -0.000160279+0.00319011j 0.0144756+0.00335058j -0.00366001+0.0012703j 0.00288802-0.0109316j 0.00565079+0.00778948j 0.00961893-0.00313716j -0.00315006-0.0073575j 0.00655726-0.00653134j 0.00260184+0.000492504j -0.000477125+0.00939452j -0.00714413+0.00730574j 0.00230901+0.00239534j 0.00577532-0.00660267j 0.000555844-0.000528077j -0.00330328+0.00258173j 0.00282877-0.00818854j -0.00667098-0.00823354j -0.00357149-0.0041109j -0.0020244-0.00369086j 0.00252604-0.00521121j 0.00128187+0.00203503j 0.0145534+0.00272524j -0.000716265-0.00994066j 0.000922148+0.0020072j -0.000118431+0.000571061j 0.00837006+0.00574263j -0.00374185+0.00160234j -0.00585016+0.000106236j 0.00245404-0.000276773j 0.0043432-0.00311951j -0.00351409-0.00586283j -0.00269373+0.00626197j -0.00127755-0.000629301j -0.00580142-0.00161003j -0.000350423+0.00437357j 0.00187669-0.0112638j 0.00259913-0.0030262j -0.00674097+0.00291025j 0.0042899+0.00125935j -0.00178391+0.00123769j 0.00645626+0.00240347j 0.00677524-0.00498299j -0.00848977-0.00454481j -0.00299945+0.0107656j -0.00899986-0.0063579j -0.00997366+0.00373326j 0.0107036+0.00301096j -0.0032358+0.0133277j -0.00818146-0.00836552j 0.00618031-0.00026637j -0.00232839+0.00527862j 0.00749649-0.00109786j 0.00434476+0.00399052j -0.00547777-0.0101749j -0.00969943+0.00890103j 0.00642808+0.00829836j -0.00712716+0.00300003j -0.00285157-0.00607902j 0.00801588+0.00172764j 0.00201175-0.00820073j 
0.0155944+0.000184576j 0.000242109+0.015639j -0.00716122+0.00232678j 0.00497609+0.0106603j -0.0151559+0.0108164j 0.00324094+0.00845525j 0.00321672+0.00384284j 0.00531284+0.00371189j 0.00382511+0.00141611j 0.00135065+0.00523846j -0.00538501+0.00178755j -0.00246304+0.00739846j 0.00148653+0.00101017j 0.00578549+0.00326627j 0.00016781-0.00810737j 0.00059077+0.00110299j -0.00108507-0.0183065j 0.00674924+0.000228819j -0.00486969+0.00642541j -0.00560438-0.00378444j 0.00161767-0.0051219j 0.00907108+0.00435754j -1.83601e-05-0.00326279j 0.000831838+0.0044797j 0.00137974-0.00616063j 0.0173652-0.00629862j 0.00603509-0.00791552j 0.00256979+0.0102469j -0.00196798+0.00153813j -0.00286838+0.00169594j 0.000640016-0.00372733j 0.00943318+0.00607367j -0.00634925-0.00473646j -0.00137488+0.0054513j 0.00342943+0.00776326j 0.00968305+0.00967092j -0.0063381+0.0079511j 0.00171518-0.000346424j -0.00793105+0.00520111j -0.00414603-0.0081637j 0.000526758+0.00442587j 0.013075-0.00245148j 0.000927154+0.00363724j -0.00768092-0.000818761j -0.000829752-0.00389923j 0.00123617+0.00172814j 0.0033089-0.00643587j -0.00174225-0.00563499j -0.00286373-0.00330004j 0.00466242-0.00450626j -0.00269477+0.00377044j 0.00648441+0.00613184j 0.000118784+0.00311437j -0.00708187-0.00457078j 0.00323245-0.00693711j 0.000521352+0.00308253j 0.00252812+0.00748516j 0.00149207+0.000628035j 0.00587636-0.0086246j 0.000144885-0.00241856j 0.00169373-0.00343996j -0.00232605-0.0042968j -0.0019185-0.00664026j 0.00162445-0.00470276j -0.00775149-0.00408491j -0.00647232-0.00239158j -0.00382614-0.00180779j 0.00424294-0.00456218j -0.00231265-0.00289516j 0.00112034-0.00346278j -8.09449e-05-3.94491e-06j -0.00134663-0.00635071j -0.00991654+0.0014809j -0.00223852-0.0121666j 0.0096142-0.00321438j 0.000830622-0.0134451j -0.0135233-0.00107855j 
-0.0168923+0.00185829j -0.00255893-0.0162588j 0.0186672+0.00550318j 0.00339131-0.0199328j 0.00388154-0.0120929j -0.00503441+0.00108982j -0.00365561-0.00144227j -0.00490198+0.00380249j -0.00609106+0.00427272j 0.00347549-0.00545024j 0.00228514+0.0022573j -0.000780995+0.000435434j -0.00280886+0.00145237j 0.00355591+0.000754857j -0.0032302-0.00143418j -0.000655426+0.00147096j 0.0029964+0.000765353j -0.00823734+0.00864725j 0.00273719-0.00353019j 0.00405973-0.00128719j 0.00734922+4.79442e-05j -0.00748888-0.0028211j 0.00922338+0.00552644j 0.00197699+0.00131959j -0.00100656-0.000677306j -0.000739935+0.00453532j -0.000660364-0.00862665j 0.00558997+0.000383562j 0.00144358-0.00210758j 0.00184384+0.000659845j -0.00677957+0.00386949j -0.00309606-0.00232543j 0.00133189-0.00268042j -0.00194095-0.00383577j 0.000622503-0.00132252j 0.000953078-0.0102204j 0.00433412-0.00216356j 0.00275761+0.00411452j 0.0061214+0.000274756j 0.00624958+0.00171939j -0.000770981-0.00294462j -0.0078602+0.00818335j 0.00079862+0.0041042j 0.00675868-0.00240734j 0.00161131-0.00114217j -0.00393941-0.00220847j -0.00276845+0.00165672j -0.000554033+0.0100403j -0.00283258-0.00370299j -0.00266848+0.0024086j -0.00500954-0.00103093j -0.0041257-0.00556557j -0.00378299-0.000686803j 0.00666334+0.00336453j 0.00320435-0.000397172j -0.00610459+0.000325635j -0.000751458+0.00010043j 0.00640864-0.000174179j -6.79104e-05+0.0103435j -0.00302931-0.00249557j -0.00084178+0.00497658j 0.00324099+0.000282289j 0.00198529+0.00656064j 0.00195635-0.0012664j -0.00537482+0.00636089j 0.00191198-0.00232114j 0.00293826+0.000126861j 0.000303369+0.00377856j 0.00289885+0.00469401j -0.00930758+0.00282774j -0.00274017+0.00148248j -0.00250542+0.00689882j 0.00386203+0.00584387j 0.000395083+0.00416215j -0.00446003+0.00284649j 0.00032112+0.00774113j 0.00813848+4.05158e-05j 
0.00169144+0.00933715j -0.00955656+0.00129823j 0.000287802+0.0120349j 0.0124412-0.00305019j 0.00690398+0.000172853j -0.00842954+0.000865579j 0.002648+0.00530685j -0.000722327+0.001325j -0.00467401-0.00454753j 0.0054704-0.00284103j 0.00830365+0.0106924j -0.000891187-0.00148661j 0.00710629+0.00112994j -0.0089162+0.000486388j 0.00423246-0.000132446j 0.00831534-0.00157104j 0.00126756+0.00216338j 0.00205909-0.00127437j 0.00501465-0.0110731j -0.00822663+0.00898539j -0.00392544-0.00348104j -0.000526866+0.00779585j -0.000728481+0.00579304j 0.00297219-0.00177438j 0.00112537+0.00162252j 0.00255832-0.00763644j 0.000263007+0.00722342j -0.00787248-0.00953049j -0.0098046+0.00239734j 0.0028786-0.00346366j -0.000390691-0.005184j -0.0113033-0.000805965j 0.000804224+7.24755e-05j -0.00645958-0.00649047j 0.000939029-0.00179244j 0.000502523+0.0017391j 2.28358e-05+0.000637352j -0.000533184+0.00940773j 0.00768409-0.000945644j -0.000564417-0.00789495j -0.005206-0.00564455j -0.00811681+0.00681005j 0.00889376-3.04329e-05j 0.000689099+0.000848541j -0.000601671-0.00781079j -0.000972791-0.00585193j -0.00255021+0.00324638j -8.57389e-05-0.00375008j -0.00914442-0.00156423j 0.000600026-0.00611149j -0.0101865+0.00126519j -0.00325752+0.00165783j 0.00278822-0.000155534j -0.000507703-0.000440649j -0.00577711+0.00451182j -0.000220464+0.00233841j -0.00275406-0.00123744j -0.00243418+0.00403866j -0.00125342+0.00316388j -0.0050695+0.00279698j 0.00748917+0.00606817j -0.0061527-0.00483454j 0.00614025+0.00335252j 0.00204335-0.00292723j -0.00542504+0.00740994j -0.000586367-0.00465248j 0.00314443+0.00664979j -0.0037819-0.000151863j 0.00513555-0.00225407j -0.00344021-0.000503443j -0.00437933+0.00480997j 0.00336269+0.00580998j 0.00346377+0.00453813j -0.00777499-0.000396958j 0.00100138-0.00581917j 0.00698615+0.00471088j 0.00482857-0.00702405j 
