0.000931619+0.014479j 0.00986468+0.0396844j -0.0110044+0.0036151j -0.041059+0.0487847j 0.00310011+0.00503216j 0.0154276-0.0142076j -0.00908706+0.0706325j 0.00443977-0.00146429j -0.0123102+0.00339753j -0.014553-0.00779203j 0.000789301-0.0162863j 2.79063e-05+0.00814864j -2.84536e-05+0.0252004j 0.0076522-0.0178023j -0.0193704+0.00262361j 0.011119+0.0199349j 0.00568753-0.0232754j 0.000189041+0.0341417j -0.0219429-0.00200234j -0.0153453-0.00900049j 0.00294939-0.00341373j -0.00597726-0.00032296j -0.00210983+0.00310505j 0.00538124-0.022302j -0.00099347-0.00792108j 0.00949548+0.00676247j -3.07095e-05+0.0309627j -0.00459213-0.00727819j -0.00215991+0.02069j -0.0135209+0.00549213j -0.00402305-0.024867j -0.00322649-0.00250814j 0.0103974-0.00608273j 0.0118088+0.0165114j -0.00481961+0.0183738j 0.00601649+0.007222j -0.000706234-0.00134338j 0.0101024-0.00217066j 0.00700413+0.0215891j 0.0134595+0.00895673j 0.00874585-0.0271148j 0.0333143+0.0234711j -0.0053554+0.0282116j -0.0168914+0.0189847j 0.00938383-0.0325963j -0.00616264-0.0284696j 0.00361466-0.0200641j -0.00012532+0.0203842j 0.0361724-0.00751778j -0.013764-0.0335102j 0.0070093-0.043191j -0.0162047+0.00473607j -0.0448045-0.0488145j 0.00817052-0.0115078j 0.0033962+0.0274423j -0.0414744+0.0209915j -0.0176852-0.0398611j -0.00208817+0.00106512j 0.0291041-0.0494738j 0.0285954+0.0640755j 0.0370602+0.0279778j -0.0297291-0.0285721j -0.0198774-0.0040684j -0.00478177+0.012233j -0.00258861+0.00174833j -0.0384245-0.0627489j -0.0268465-0.0263165j 0.0666491-0.00365072j 0.084388+0.110406j -0.066972+0.00468865j 0.0963249+0.146193j 0.0445106-0.000412246j 
0.020159+0.0116062j -0.0109298+0.0232147j 0.0158551-0.0306001j -0.027558+0.0123858j 0.00295556-0.0154345j 0.00129199+0.0412525j -0.0490391+0.0248491j -0.000329211+0.0456623j -0.0117071+0.0250522j 0.00666286-0.00431755j 0.0379541+0.000691149j 0.0132434-0.00679394j -0.0142912+0.0498702j 0.0137324+0.0340152j 0.0275139+0.0334345j -0.033045+0.0668071j 0.00547934-0.0340976j 0.0394047-0.0251756j -0.0453627+0.0248256j -0.0118413+0.0761681j 0.0436419+0.00837378j -0.0264238-0.0170474j -0.0106553+0.0149516j -0.0650029-0.00585526j -0.0329372-0.0490127j 0.00630706+0.000390799j 0.0198367-0.0360482j -0.0599273+0.036206j 0.0380349+0.020253j 0.07247+0.057157j -0.00717941+0.0309822j -0.0145702-0.0197081j -0.0299403-0.0430845j 0.0276692-0.0658586j -0.00770319+0.0101158j -0.0212282+0.0430804j 0.0603198+0.0220743j -0.0276085-0.0180699j -0.0585451-0.0676111j -0.00490491-0.066142j -0.0596562+0.0272978j -0.016455-0.0250897j -0.0141449-0.0523111j 0.0164575-0.0121112j -0.00932367+0.00490859j 0.0437317-0.00609044j -0.00466189-0.0928858j -0.0598684-0.0119287j 0.014221+0.00397402j -0.0150753-0.0132914j -0.058865+0.0108616j 0.00187603+0.0261134j -0.0406076+0.0242555j 0.00684668-0.104777j 0.000304521+0.00457785j -0.0223033-0.00957356j -0.0600243-0.0359375j -0.0233561+0.0212573j 0.0186706+0.00338427j 0.0607981-0.0210051j -0.0476447-0.0240797j 0.0164932-0.0260984j -0.000917073+0.0174379j -0.00809299-0.00681037j -0.0327562+0.0139371j -0.00305461+0.0235179j 0.0404482-0.0217141j 0.000233706+0.0575648j -0.0299218+0.0283997j -0.0172074-0.0341561j -0.0178312-0.0476417j -0.018967+0.0292415j 
0.0109847+0.0147007j -0.0308718-0.00152489j -0.00246514-0.00477956j 0.0366181-0.04093j 0.000795119-0.000308724j -0.00974183+0.00943467j 0.00553101-0.0785216j -0.0323613+0.0349803j 0.00443593-0.0364127j 0.000393628-0.00181863j 0.0316479+0.0242376j -0.0216183-0.007249j -0.074124-0.0259439j 0.00371235+0.0774648j -0.0119401+0.0767581j -0.0446638-0.0622528j -0.00866196+0.0409391j -0.0821768-0.0568959j 0.10519-0.00291395j 0.0604363-0.00929066j 0.0726968-0.0135036j 0.000258622-0.0990974j 0.0181681+0.039145j 0.0132889+0.0930005j 0.00384695-0.0103136j -0.0240809+0.0404517j -0.0291213-0.000999455j 0.079121+0.13578j 0.0191641-0.0466491j 0.00303045+0.0368652j 0.090134-0.0535435j 0.00617251+0.0498169j -0.0301957+0.0662524j -0.0830562-0.032841j 0.133796+0.0459072j 0.100951+0.00353027j 0.0135173-0.0481478j 0.0559576+0.0165957j -0.0313044-0.0100098j 0.0159547+0.0297075j -0.0203961-0.0564416j 0.0475339-0.0686534j 0.0696335-0.0390491j 0.0511645+0.0111542j 0.0519955+0.0128417j 0.0790629+0.182267j 0.0552117+0.0545756j 0.0385814-0.0207447j -0.0995854+0.0305285j 0.0729382+0.0706343j -0.0402635+0.00760134j 0.0553415-0.00328735j 0.0641282-0.0208857j 0.0465647+0.016834j -0.0121809-0.0678579j 0.110805+0.0585819j 0.0714273-0.0153467j -0.0325791-0.0391209j -0.0846125+0.0394653j -0.057647-0.00203165j -0.00475729-0.0512125j 0.0286713-0.0490971j 0.0172857-0.0297263j 0.000906761+0.0144616j 0.0203212-0.0426912j 0.0698545-0.0161535j -0.0172366+0.0357484j -0.0726524+0.016911j -0.0292137-0.0979967j 0.0999984-0.00595218j -0.0356979-0.0806416j -0.0855109-0.0330171j 
0.0460173-0.0125863j 0.0154025-0.0145752j 0.0259089-0.00192697j 0.0423707-0.00102637j 0.00627844-0.00730795j -0.0201388+0.0743385j -0.0459832-0.0186867j -0.0262069+0.0662607j -0.0140337+0.0464527j 0.00347998-0.0118888j 0.037232-0.0174372j 0.0100697+0.0227705j 0.00194345+0.0353958j -0.0042406+0.0333482j 0.050547+0.0480366j 0.0258424+0.0729808j 0.0228243-0.0424761j 0.0230503+0.000528349j 0.0201232+0.0178062j -0.049633+0.0209629j 0.0947762-0.0432516j 0.00763016+0.00479338j 0.0174831-0.0241756j -0.0722588+0.0602042j -0.0399569-0.0666669j 0.028125+0.0642836j 0.00847245-0.0130517j -0.0746779+0.0329715j 0.0197456-0.0428438j 0.0385683+0.00331196j 0.0340181-0.00299238j -0.0543247-0.00883536j -0.0210505-0.0239761j 0.0164558-0.0977646j 0.00624422+0.0154603j -0.0234465+0.0435249j 0.078337+0.0285794j -0.00705369-0.0436088j -0.0829008-0.0231464j -0.0897787-0.0363627j -0.0403066-0.000862924j 0.0211586-0.0385127j 0.0111787-0.0565183j 0.0228696-0.0369445j 0.00297752+0.0118118j 0.0775266+0.0700155j 0.0417662-0.123115j -0.00962237-0.0205991j 0.0103755-0.00909153j -0.00119285-0.0512349j -0.128378+0.0250688j 0.0178538+0.0411364j -0.0636314+0.00399769j 0.00736704-0.0809742j 0.0334454+0.0199216j 0.0348935+0.0260932j -0.0747886-0.0317646j 0.0072499-0.00608259j -0.0069759+0.00481355j 0.117523+0.00892785j -0.0191125+0.0318669j -0.0516728-0.0288219j -0.0433669-0.00405867j 0.0246355-0.0268396j -0.0261461-0.0323144j 0.000269822+0.0230004j 0.0515804-0.0306909j -0.0139839+0.0320321j -0.101301+0.0173882j -0.0258372-0.0783626j -0.0643835-0.0204328j 0.0689212+0.0746087j 
-0.0172815-0.0256736j -0.00657514-0.0198497j 0.0144743-0.000328534j 0.0328364+0.00779816j -0.0314578+0.0316052j -0.0204463+0.0624652j -0.0557486-0.0678174j -0.121253+0.00802614j -0.0420354+0.0200806j -0.0453847-0.0560908j -0.00222696-0.0343777j 0.0158741+0.0531648j 0.0370063-0.0253022j 0.0319878-0.0377947j -0.0110894+0.00120435j 0.0825969-0.0292595j 0.00175763+0.0441423j -0.00227692+0.0554403j 0.0437472-0.00654987j -0.0268439-0.0845253j -0.00407038-0.0668775j 0.0550044+0.0522052j -0.0649686-0.0386359j 0.0460812+0.0751341j 0.0148347-0.0661144j 0.0145514+0.00745626j -0.0803972+0.035153j -0.0358822-0.0227773j 0.0285333-0.101305j -0.124678-0.045794j 0.00351798-0.0487703j -0.0438405-0.0123882j 0.0447682+0.0435315j -0.00954587+0.0502357j 0.0685962+0.0248124j -0.0646847-0.0419634j 0.0399178-0.00451158j 0.0459592+0.0645898j 0.0330627+0.108354j -0.016795+0.0771031j 0.0416389-0.0837248j 0.0839139+0.003037j 0.0497194+0.0254j -0.0688017-0.0517871j -0.0533625+0.011377j -0.0864186+0.0858357j 0.0321168+0.0404461j 0.0576626-0.0183898j -0.0015661-0.010571j -0.00544258+0.0523423j -0.0507949+0.00459852j 0.0260976+0.0282889j -0.0394926-0.0837538j -0.00997312+0.0455777j -0.0221546+0.00830029j -0.0818104+0.0349178j 0.00463693-0.0251476j -0.0456901-0.0506438j 0.037408-0.0644073j 0.0721822+0.0206165j 0.0508635+0.00463713j 0.00594191+0.0333614j -0.00575381+0.00740188j 0.0731132+0.0376348j 0.0093143-0.0572212j -0.0942783-0.0520185j 0.0187424-0.0233911j 0.00140717+0.0232489j 0.0600364+0.0468331j -0.0369235-0.0156209j 0.0467573+0.0186485j 0.0426587-0.00820808j 
0.0225033-0.0184181j 0.0107127-0.025545j -0.00634865+0.0219702j 0.0427845-0.0205834j 0.0221541+0.0187632j -0.0120996-0.00771548j 0.0465309+0.0112557j 0.041509+0.00600458j 0.0198258-0.0403265j 0.0616677-0.0269707j 0.0334755+0.0348601j -0.00561233-0.0373697j -0.0863913+0.0177236j -0.0244159+0.0374289j -0.0251729+0.0207248j 0.0042334+0.00539871j 0.0455333+0.0700241j -0.0175514-0.0849477j -0.0576631-0.0355525j -0.0243582-0.0909156j 0.0214963-0.0514274j 0.073909+0.160839j -0.0181351-0.0623503j 0.00363647+0.0456584j -0.039621+0.0134539j -0.00134052-0.00841848j -0.0574845-0.0438574j 0.0295646-0.055258j -0.0417231-0.0165426j 0.0367625-0.0454523j 0.00164899+0.0240985j -0.0058189-0.0631502j -0.0301722+0.0659775j 0.0723218+0.146603j -0.104742+0.00855504j -0.117976-0.119445j -0.113-0.116559j -0.0517035-0.0165811j 0.0353405-0.0420642j 0.0927567-0.00318999j -0.0106411+0.0699064j -0.0079599+0.0462666j -0.0165409-0.0799349j -0.062689+0.075842j 0.0404407-0.0392699j -0.0857958-0.0187368j -0.0313092-0.0185631j 0.0231946+0.0753714j -0.00197602-0.057368j -0.0201716+0.00515592j -0.0415545+0.0360361j -0.0439567+0.0261325j -0.0798664+0.0164367j -0.0135347+0.0105998j 0.055293+0.0786547j -0.0394395+0.01158j -0.0346558+0.0636968j 0.0370856-0.0497722j -0.0297757-0.000202366j 0.08205-0.0494505j -0.0922618+0.0697061j -0.0760253-0.0291657j 0.0562909+0.00798614j 0.0297731+0.023627j -0.00746018+0.0233232j 0.0169499+0.0350488j -0.0208307-0.00632716j 0.0208125+0.00639258j -0.0721348-0.0171441j -0.00655843-0.0421795j -0.0389362-0.0390154j 0.0307971+0.0264683j 
0.0390231-0.0502017j 0.0112787+0.018403j -0.0530259+0.0376615j 0.0489393+0.0525152j -0.0131246+0.0101782j -0.0162327+0.00150528j 0.0270713-0.0160566j -0.0182154-0.0108572j 0.032332-0.058123j 0.0229592-0.0189772j -0.00172162+0.00299806j -0.0440703+0.0332001j -0.0306943-0.0190637j -0.0390969+0.0390057j 0.0282621-0.00442984j 0.0759554-0.0294305j -0.0161042-0.191837j -0.115968+0.00432644j 0.083184-0.043634j 0.011463-0.0616627j 0.0754192-0.0332234j 0.0387369-0.0112307j 0.227034-0.0454009j 0.0989489+0.0252873j -0.0114697+0.118095j 0.063932+0.145774j -0.0114656+0.088446j 0.0243326-0.149642j -0.0439259+0.0110015j 0.0589268-0.0913011j 0.0673882-0.0850205j -0.0200565-0.0593303j 0.0484988-0.0496874j -0.0367638-0.04793j -0.0221759+0.052898j -0.0148115+0.0336843j -0.0812988+0.0564238j 0.0357755-0.106848j 0.00136015-0.0867653j -0.040318-0.0747881j 0.117853-0.0509507j 0.0715352-0.0200578j -0.109981+0.0526559j 0.0519776-0.015532j -0.0166434-0.0567439j 0.0827847-0.0128683j -0.0379873+0.0509997j 0.0644764+0.106496j -0.0454772+0.00458157j 0.0602452-0.0233223j -0.00747917+0.0336374j 0.0579602+0.000772447j 0.0259703+0.0320093j 0.032497-0.00783483j 0.014942+0.09469j 0.0418929+0.0539888j 0.0210638-0.0330627j 0.0249343-0.0758977j 0.00371694-0.0523717j 0.0239685+0.0602895j -0.0251391+0.0466373j -0.0276761-0.00487736j 0.00614696-0.0205673j 0.0143251-0.0201763j -0.00502083+0.00663722j -0.00541204+0.0105381j -0.00242251+0.00402598j 0.0114597+0.000608468j -0.0351996-0.00389207j 0.0308371-0.0206619j -0.035988+0.000427943j 0.0192082+0.0159772j 
-0.0605261+0.0531399j 0.00349047-0.0190527j 0.0513401-0.0206503j -0.0647776-0.0553024j 0.00841714-0.0124875j -0.061061-0.0389281j 0.0522634+0.0186854j 0.0377361-0.0334687j -0.0976535+0.0575029j -0.0350849-0.0480324j -0.0398404-0.0578561j -0.0780086+0.0206479j 0.0255802+0.106107j -0.0251725-0.0550744j 0.00893205+0.0086716j -0.0496953-0.0665298j -0.0509015+0.110378j 0.0587174-0.145398j 0.0432388-0.132707j 0.0702945-0.123655j -0.0020262+0.0590736j 0.0249536+0.0164661j 0.143407-0.0633249j -0.114451+0.116087j -0.118918+0.0770645j -0.0629337-0.0642797j 0.137918-0.0588659j -0.0215287-0.0155805j -0.116303-0.0595551j -0.0583288-0.0414612j 0.169222-0.151045j -0.0756613+0.0106465j 0.0817895+0.131826j -0.0176195-0.0364338j -0.00376397+0.00974146j -0.0558188-0.114728j -0.0406684-0.0318351j -0.00779994-0.0714343j -0.0439204+0.0582387j -0.0773736-0.00709262j -0.000790034-0.0759408j 0.105682+0.0139941j -0.0692783+0.0246302j 0.0525721+0.12914j -0.00890805-0.0978378j 0.0532347+0.0286077j 0.0229781-0.0215843j -0.0129772-0.000720179j 0.0413164-0.0122538j -0.0632409-0.00339957j -0.0104871-0.0270111j -0.111837+0.0466869j -0.0994517-0.0341506j -0.00236871+0.0929743j 0.0622835-0.0785645j 0.052911-0.0603936j 0.0364471+0.0541643j 0.0840695+0.0271909j -0.0572824+0.0569982j 0.00912945+0.0334079j 0.0353208+0.0452377j -0.0767035-0.0418441j 0.0209491-0.0610894j 0.0205178+0.00430643j 0.0282159+0.0305053j 0.0209311-0.0295105j 0.00249714+0.037687j 0.0174747-0.00655415j 0.0236741+0.0142241j -0.0687584+0.025954j 0.047956+0.0539458j -0.000590632-0.000517245j 
-0.0197783+0.0233439j 0.00439633-0.0269318j 0.044418+0.0149172j -0.00108039-0.0286968j 0.0205313+0.0113748j -0.0338831-0.0167913j -0.0481984-0.002464j -0.00257165-0.00910807j -0.0384636+0.0476856j -0.00201645-0.0947114j 0.00502848+0.0208772j -0.0299056+0.0115016j -0.00936029+0.0477846j -0.0677691-0.0412623j 0.150163-0.0248062j -0.0301221-0.064583j -0.0665412-0.03192j -0.0211513+0.103945j 0.060767+0.124469j -0.0179726+0.0956383j 0.162208-0.0185653j 0.0960986+0.0550908j 0.0488268+0.0399343j 0.0219352+0.0545002j 0.0808082+0.0491359j 0.00496335+0.0882923j -0.1037-0.183662j -0.0353893-0.0953758j 0.211393+0.074759j 0.0542793+0.0163262j -0.0722965+0.0589021j 0.118701-0.137297j 0.00132985-0.172121j -0.00017004-0.0148752j -0.158752+0.180493j -0.0428711+0.106607j -0.00966137+0.092925j -0.0714818-0.0546185j -0.00148271-0.125475j 0.0829157-0.0397255j -0.00903642+0.02103j -0.0535335+0.090991j -0.0887805-0.0260832j 0.0603302-0.0303378j -0.0154246+0.0217344j 0.0305594-0.0482209j -0.111453-0.0500293j -0.0370756-0.069214j -0.013809-0.0542808j 0.0241649-0.0693775j -0.0706206+0.00496815j 0.0154754+0.0132233j -0.01715+0.00421581j -0.00181071-0.0144604j 0.0443115+0.0066117j -0.0529278+0.0326351j 0.0199095+0.0115424j -0.0309338+0.0850525j 0.0295003-0.0201526j -0.072195+0.0604396j 0.0866525+0.0134729j -0.0225281+0.0662953j -0.0256678-0.00105198j -0.0403602-0.0973685j -0.00953264-0.0192866j 0.0269792-0.0247874j -0.0112284+0.011278j -0.0145925-0.00110785j 0.0200338-0.00795366j 0.00527501+0.0112605j 0.024522+0.0123908j -0.00836402-0.0298148j 
-0.01995-0.0068438j -0.0138561-0.00894472j -0.02317+0.00357064j 0.0095431-0.00830771j 0.0163876-0.00276352j 0.00528153-0.0779613j 0.065847+0.0373186j 0.0299216-0.0075421j -0.0147281+0.0127939j 0.0113732-0.0313562j 0.00765564-0.0740957j 0.00896216+0.0119433j 0.00793277-0.00188115j -0.0135405-0.0185489j 0.0258401+0.0177324j 0.0248164-0.0225175j -0.0225298-0.0531213j -0.0865426+0.0123484j 0.0317197-0.0575341j 0.0682698-0.0263239j 0.0531388+0.163177j -0.00244607-0.0310703j 0.040404+0.0484815j 0.0469417+0.0653373j 0.0605763+0.0385211j 0.118429+0.024029j 0.120661+0.00489419j -0.0814915+0.0579376j -0.0291983-0.0755983j -0.00468032-0.10759j 0.140873-0.0760285j -0.00210566+0.0692774j 0.0681202-0.00571524j -0.149567-0.232372j -0.0125443+0.0185151j 0.0813353+0.031536j 0.033493+0.0519349j 0.114038-0.06944j 9.64244e-05+0.0286226j -0.0978966+0.10971j 0.00706087-0.0357366j 0.00493994-0.0736669j -0.0163858+0.00907783j -0.0422863-0.0488488j 0.0402497+0.08185j 0.132645+0.0547684j 0.0556881-0.0752436j -0.0660133-0.0486913j 0.0429874-0.00122591j 0.0567909-0.0330344j -0.0456132+0.0197919j 0.0079861-0.0282681j 0.0130794-0.0181941j 0.052672+0.00987821j -0.0750104+0.0544558j -0.0506423+0.0300065j 0.0728095-0.0684139j -0.00729904+0.019053j 0.104341+0.031234j 0.0302784+0.0213193j 0.0957765+0.00395723j -0.0352473+0.00358495j -0.0283711-0.0240092j 0.0409937-0.0653779j -0.04598-0.0575053j -0.0588898+0.0119403j -0.0777998-0.0363453j 0.0260092-0.0155588j 0.0598795+0.0186833j 0.00576384+0.0386262j 0.0340133+0.0272036j -0.0212832-0.0477702j 
-0.00529375+0.0178201j -0.0303643+0.0196305j -0.0227108-0.0188695j -0.0672751+0.0365158j 0.00847763+0.0302937j -0.00412872+0.0123416j -0.0298561+0.0308595j -0.00366741+0.00836539j 0.055196+0.0295435j -0.0224943-0.0236031j 0.0717162-0.0249106j 0.0709865-0.02131j -0.0558852-0.0510343j 0.0595345-0.130499j -0.0906693-0.015508j 0.0509927+0.020051j 0.19017-0.0432873j 0.0405194-0.100583j -0.0568136-0.0587856j -0.0530582-0.0933183j -0.00182019-0.0152279j 0.0594779+0.108408j 0.0433663+0.0308657j 0.185465+0.0976747j 0.175406-0.192484j 0.161793+0.0114711j -0.11624-0.0290966j -0.189223-0.00249442j 0.0828608-0.238549j 0.200355-0.0223822j -0.0932771+0.0179892j -0.0365257-0.156181j -0.0324243+0.0167388j 0.106264-0.0239307j -0.0700944+0.0569186j -0.0250788-0.118345j -0.142895-0.105158j 0.0723587-0.0833711j 0.120295-0.0104141j 0.0852389-0.0205194j 0.00255017+0.00841606j -0.042035-0.0257418j 0.0369231-0.0478404j -0.0627087+0.0447676j -0.0806885-0.101327j 0.00658324+0.0195552j 0.0394965+0.0226718j -0.0159372+0.00518931j -0.0107844+0.0100647j 0.0759435+0.0282781j 0.050595+0.0124611j 0.0087723-0.0627736j -0.0312414-0.0373391j 0.0238044-0.0160432j 0.0145569-0.0481533j 0.00625005+0.038975j 0.0224936+0.0651994j 0.0233042+0.00446312j 0.0194259+0.0467412j -0.0762459-0.0323739j 0.0249949+0.0187393j 0.00797596-0.0567992j 0.0229168+0.0058756j 0.0433988+0.00118231j -0.000376903-0.0135767j -0.0332387-0.0439584j 0.00594792-0.0016956j -0.0172054-0.00172892j 0.0775284-0.00786651j 0.0196711+0.0557414j 0.032826+0.0293522j -0.0449545-0.0250954j 
0.0115783+0.00802506j 0.00830826+0.00174465j 0.00937366-0.00194064j -0.00897574-0.0161606j 0.0066177-0.0129774j 0.0385012-0.00117284j 0.0285774+0.0295858j 0.0583804-0.0170344j -0.0442455+0.0550269j 0.0532499+0.0179395j 0.0303984-0.0693256j -0.0011479-0.0155403j -0.0351216+0.0816624j 0.0487598-0.0830069j -0.0235674+0.0277585j -0.187271-0.0932473j -0.12935+0.0064084j -0.17438-0.194032j -0.0679159+0.0613244j 0.157391+0.0654074j -0.0799062+0.117155j -0.0971235-0.13271j 0.07098+0.079083j 0.271397+0.0313496j 0.271897-0.021567j 0.126461-0.199529j 0.0423045-0.0108613j -0.0365702+0.000183198j 0.028038+0.0209216j -0.0046153+0.0415986j -0.146773-0.0182802j 0.24663+0.115003j -0.00728375+0.173486j -0.0347234-0.0855663j 0.0828307+0.0217405j 0.153768+0.0882046j -0.030578+0.0837862j -0.0306722+0.0422639j 0.0610686+0.0632901j 0.0548081-0.0477088j 0.0554024-0.0611876j 0.0881188+0.0212296j -0.00961211+0.0802294j 0.0569704+0.0105293j 0.00203077+0.0578202j -0.0743843+0.0120011j -0.0839927+0.00795513j 0.0201096-0.00234623j 0.00517822-0.0524636j -0.0471352-0.0461962j 0.0417047-0.081213j -0.0392661+0.0315394j -0.0383735+0.0398645j 0.0217614+0.011133j 0.00958577-0.00506068j 0.0151563+0.0294558j 0.014227+0.0878389j 0.00674891-0.041539j -0.0324262-0.0392954j -0.0242571-0.053135j -0.0259725+0.0245925j -0.0236236+0.0162617j 0.0223827+0.00813979j 0.0128494+0.0168225j 0.00623444+0.00792039j 0.00689661+0.00595834j 0.0195291-0.00446517j 0.0263146+0.0105485j -0.056419-0.00598488j -0.0222184-0.0223716j -0.0159945-0.015069j 0.017978+0.040956j 
-0.0122052+0.0182754j 0.00118861-0.00894024j 0.02121-0.0212959j -0.0356884+0.00145199j 0.0236548-0.0193111j 0.0142412-0.0395775j 0.0208894+0.0607155j -0.000349763+0.0213276j 0.050615+0.0196073j -0.0350394+0.042526j -0.0967191+0.0898596j 0.00876432-0.00807922j -0.00549813-0.143347j -0.136397+0.0970589j -0.0480032-0.168925j -0.124669-0.0293968j 0.0213511-0.0205545j 0.0284652+0.0356406j 0.12076-0.148553j 0.164249-0.00937438j -0.0306314+0.121534j -0.0491788-0.0487194j 0.2073+0.0915101j 0.13826-0.112586j -0.0641527+0.157027j -0.0203204+0.112382j -0.0317454+0.226673j 0.0124839-0.193921j -0.0121052-0.0217841j 0.0667052+0.0867129j 0.0520659+0.0488524j 0.0161332-0.0506604j 0.152282-0.230082j -0.0243686-0.0170135j 0.0551368+0.0193328j 0.19077+0.0776216j -0.0422181+0.0554811j 0.12009+0.00160536j 0.152031-0.112315j 0.0681243+0.0378817j 0.0298099-0.0152378j 0.0465688+0.0251454j 0.0113617+0.0807715j -0.0825693+0.0973035j 0.0313663-0.0174009j -0.0356029-0.0405976j -0.0297169+0.00625323j 0.00589226+0.00872924j 0.00736713+0.0302797j -0.0208201+0.0202752j -0.0492934-0.0666926j 0.0287685+0.0439567j 0.01454-0.0252445j 0.00766531+0.060375j 0.0234349+0.0266878j 0.0445838+0.0117735j -0.0616071-0.0108497j 0.00574662-0.0157695j -0.0634393-0.0426111j 0.00563994+0.0167297j -0.0194725-0.00105832j -0.0134186+0.0135121j 0.00775131+0.0189838j 0.0271722+0.0076812j 0.0131905+0.00725949j -0.0320017+0.0036222j 0.0559537-0.00243446j 0.0120759-0.000911129j -0.0193688+0.0337163j -0.059788-0.0302224j -0.00214509+0.0240733j 0.0267525+0.0390819j 
-0.00393723+0.00718381j -0.00358182-0.022353j 0.0274995-0.00993854j 0.0069626-0.00986116j 0.00744173-0.0185305j -0.053365-0.0034521j 0.0616891-0.0511753j -0.0145082-0.0204124j 0.0180753+0.0321771j 0.0256007-0.0527346j -0.0673893-0.0905432j 0.104038-0.00385413j 0.081295-0.0968844j 0.0139128-0.0873765j 0.0130089-0.0479169j 0.0792379-0.000232952j 0.0978516-0.0794212j 0.0815152+0.0977091j -0.0249748+0.0540029j -0.019219-0.0575218j 0.00192321+0.111349j 0.0637495+0.0224412j -0.000947278+0.111648j 0.0636947+0.0390751j 0.231665-0.11107j 0.207535-0.0354868j 0.0341465-0.0617048j -0.118082-0.0318462j 0.0843769-0.135488j 0.0224833-0.122685j -0.0152044+0.0170729j 0.00114075-0.065808j 0.0835387-0.0522572j -0.0589538-0.179385j -0.122657-0.0262884j -0.0314884+0.0371077j -0.0401998+0.068963j 0.049245-0.0580527j 0.0325536+0.0263289j -0.143433+0.0969512j 0.000143482+0.0541759j -0.130104-0.0842281j 0.013091-0.0230328j -0.0543038-0.0948751j -0.0424974+0.0440286j 0.0576372-0.042081j 0.0145566-0.0647115j 0.0672342-0.010215j 0.0358496+0.0130392j 0.042116+0.0399331j -0.0468854-0.0116012j -0.0369867+0.0347071j 0.0167644+0.0375348j -0.0463472-0.00824601j 0.0047985-0.0126138j 0.0595128-0.0668108j -0.0873412+0.0383269j 0.0649234+0.0203097j -0.0880357+0.0120239j 0.0199619-0.0894864j -0.0454188-0.00895617j -0.0191712-0.0317257j -0.0013569+0.0210621j -0.0495425-0.0034185j 0.0241559+0.0279557j 0.0494537-0.00345891j 0.0334997+0.0329263j -0.0580135+0.0228727j -0.0775373-0.0565271j 0.00824792-0.0360249j -0.063513-0.0617263j -0.0142937+0.0278835j 
-0.00766938+0.00707212j 0.0105192+0.0188451j 0.00228058-0.0106615j -0.0117505+0.0434009j -0.0319031-0.0318742j -0.0494582-0.0109356j 0.0448447-0.0620216j -0.0122505-0.0250369j -0.00458735-0.102605j 0.0363443-0.0197428j 0.0623486+0.0181251j 0.0270413-0.0447981j -0.0838981-0.0311403j 0.148632+0.0914784j -0.0761663+0.135637j 0.121176+0.0728892j 0.0726408-0.15525j -0.127761+0.132385j -0.0554312+0.200214j 0.0441761+0.0363409j 0.152356-0.0113335j -0.0219917-0.0203451j -0.115034+0.17458j 0.0184275-0.00103495j 0.083057+0.0129466j 0.0615472+0.0968919j -0.0396038+0.0462094j 0.176403+0.190578j 0.0558023+0.102153j 0.0206864-0.0668672j -0.00227399-0.0461996j 0.10878+0.0758736j -0.11343-0.0122283j -0.156875+0.00328668j 0.0174649+0.00752813j 0.075972-0.0144433j -0.0267394-0.0305888j 0.0389201-0.0183487j 0.0292957-0.00281802j 0.115797+0.0894028j -0.0542696+0.029723j 0.00478262+0.0673033j 0.127531-0.052417j -0.0184324+0.0628878j 0.0423024+0.00379696j 0.00673179+0.0426542j -0.00996935-0.00489973j 0.124293+0.00826801j -0.0272991+0.0281612j 0.0304797-0.0107391j -0.0617957-0.0615078j 0.036994+0.0402383j -0.079109-0.0534316j -0.0413522-0.00949804j 0.00505492-0.00430901j -0.0121375+0.0536869j -0.0322229-0.0396373j 0.0238147-0.0418588j -0.0549277-0.038413j 0.0430909+0.0826695j 0.00720123-0.0233728j -0.0315787-0.0493479j 0.0203916-0.0228122j 0.03341+0.046333j 0.02572+0.0256635j -0.0565797-0.0190733j 0.00044541+0.00864926j 0.0427127+0.0150305j 0.0309644+0.0907614j -0.113814-0.0229758j 0.0194701+0.0735128j 0.0679658+0.0464183j 
