0.00901015+0.0454118j 0.0343117+0.017668j 0.0386746-0.0295683j -0.0397197+0.052297j 0.00238711-0.0158732j 0.00315023-0.037723j -0.0149803+0.0933291j -0.00227817+0.0268908j 0.00958684-0.0177302j -0.00240338+0.0101715j -0.0249274-0.0338529j 0.0155178+0.030549j 0.00559403+0.00308698j 0.00239239-0.0651825j 0.0157261+0.00116669j 0.00629771+0.0112144j -0.0143499+0.00873439j -0.00703679+0.0398761j -0.0397529-0.0191223j -0.0173516+0.0139721j -0.011477+0.0127817j 0.00524784-0.0276593j 0.000598792+0.026163j -0.00996309+0.0185477j 0.0102342-0.0164572j -0.0131995+0.0113584j -0.0120307+0.0113585j -0.00406219-0.0095979j -0.0225303-0.0153094j 0.0191395+0.0323718j 0.0141795+0.0122703j 0.0249531-0.0260238j -0.0112502-0.040739j 0.0088821-0.0094844j 0.00271022+0.0122778j -0.0072181-0.0147828j -0.0105411-0.0136695j 0.0104077-0.00306536j -0.00237823-0.0180378j -0.0201683-0.00184297j -0.0216632+0.0104022j 0.000979506-0.0293805j 0.000661466-0.0177552j -0.0106733-0.0209219j -0.0144206-0.0111893j 0.00285513+0.0128715j -0.024226-0.00607703j 0.00852447+0.0168951j 0.0081179-0.00644588j 0.0229547+0.0308259j 0.0173133-0.00205747j 0.0169749+0.000796472j 0.0115472+0.0067405j 0.0154813-0.00144811j 0.00521594-0.00403911j -0.00204843-0.0172698j -0.0265878-0.0186363j 0.00179895+0.0364673j -0.0267539+0.016372j -0.0515943-0.0334697j -0.0159593+0.00514052j -0.00480176+0.0111788j 0.0441776-0.004307j -0.00784487+0.00743505j 0.0233164+0.0296124j -0.0251634+0.0408628j -0.00458536-0.0549876j -0.0102494+0.0344138j -0.0469436-0.053706j -0.00612953+0.017262j -0.0118417-0.0309497j 0.0218306-0.00367336j -0.0174919+0.0674487j 0.0107378-0.00570053j 0.00446171-0.0247097j -0.0420785+0.0160357j -0.0584782-0.0104015j 0.146538+0.0250436j -0.01558+0.080137j -0.029622-0.102355j -0.03255+0.0532353j -0.0618055+0.0252578j 0.0501614-0.00175421j 0.0392423+0.0755159j -0.00486031-0.100037j -0.0253899+0.0376312j 0.0276761+0.0622885j 0.0772281+0.0244912j -0.0424182-0.0278567j 0.0580888+0.00143111j 0.0163365-0.0719533j -0.0440174-0.0808322j 0.00281272-0.0218851j 0.131549+0.0261627j 0.0795445+0.165144j -0.164205-0.0422666j 0.133672+0.233003j 0.173937+0.0964829j 
0.00160504-0.00234871j -0.00430805-0.00456442j 0.0083331+0.0273056j -0.0189452+0.0243934j 0.0182961-0.00666261j -0.0618257+0.0215514j -0.0196262+0.0150781j 0.0307159-0.00672163j 0.0118967+0.00234698j 0.0315633-0.0254962j -0.014158+0.0328128j 0.0342228+0.00768838j -0.0521795-0.0187937j -0.0599559+0.0251628j -0.00424578+0.02826j 0.00703779-0.00721953j -0.0282632+0.0565916j 0.00583245-0.0232561j -0.0730702+0.027244j 0.00576741+0.0522529j -0.0228928+0.0407904j -0.040775-0.0179184j 0.0159972+0.0512711j -5.83442e-05+0.00883745j 0.0379002-0.0138348j 0.0457039+0.0693689j 0.118067+0.0142326j 0.0815394+0.0154875j 0.0498317-0.0741986j -0.0756718-0.0691872j -0.0698756+0.0961804j -0.0231736+0.063875j 0.051409+0.0220807j 0.018715-0.0297129j -0.0220282-0.0280709j 0.10993-0.0992763j 0.0552659-0.0465417j 0.0570521+0.0215805j 0.0501823-0.0110541j 0.00897957+0.0211575j -0.0426321-0.018493j -0.173729-0.0535787j 0.0414927-0.0615448j -0.066456+0.0552674j 0.0021133+0.042706j 0.018858-0.0786403j 0.101079-0.100958j -0.101077+0.0300271j 0.16993+0.0744097j -0.194668-0.0445578j -0.0630918-0.0249813j 0.0508384-0.115606j -0.0608282-0.0168457j 0.000312869-0.0104193j 0.0453635-0.0431271j -0.00634505+0.0147123j -0.065641-0.0102381j -0.057286+0.00565103j -0.113801+0.0143111j 0.0680387-0.076621j -0.010076+0.0424441j 0.0835994-0.0319176j -0.0248497-0.0856952j 0.0263124-0.0570491j 0.0676452+0.00835675j 0.0318981+0.00409489j 0.00144626-0.00644708j -0.009551-0.0777873j 0.117984-0.0031521j -0.0850227+0.0370676j -0.00771886-0.00503474j -0.0529368+0.028498j -0.030503+0.011057j -0.0249633-0.00764227j -0.0170472-0.067543j -0.0445471+0.00514618j 0.0145626-0.0223268j -0.122298+0.0287705j -0.0118229+0.033903j 0.00246931-0.0355593j 0.0701188-0.0986535j 0.14893+0.0159163j -0.119113-0.0207186j -0.0203563+0.0441262j 0.0505308-0.0434384j 0.0334735+0.00337006j -0.0439274-0.0255771j -0.0402866-0.0941077j 0.0269522-0.0178915j -0.00263653-0.057935j 0.038582-0.0213279j 0.00243547+0.0513912j -0.0360593-0.0199999j -0.0297378-0.0291842j 0.00576644-0.00909287j 0.0641778+0.0538616j 0.0177074+0.002893j -0.0348189-0.00697897j 
-0.00565238+0.00108631j -0.019169+0.0296181j -0.0455451-0.0221922j -0.010725-0.00535321j 0.00282271+0.0159804j -0.0246103+0.0265268j 0.0219868+0.0379082j 0.000984-0.0277536j -0.0309334+0.0272754j 0.0519345-0.0238091j 0.00230055-0.0427416j -0.0133699-0.0252739j 0.0216869-0.0211195j 0.0238152+0.0334602j 0.0150309+0.00858956j 0.0082638+0.00688293j -0.0511584-0.00403441j 0.00557223-0.00768552j 0.0782951-0.0300271j -0.0501878-0.119639j 0.0285979+0.119377j 0.0439969-0.0464459j -0.0316451-0.0227881j 0.00947357-0.0187351j 0.0114409-0.114668j 0.0401064+0.00785616j 0.0590297+0.0156304j 0.0664416-0.0179933j -0.00958154-0.0760415j 0.0301793+0.0188316j -0.116266+0.0537689j -0.0205113-0.135698j 0.102589-0.00552342j -0.0273258+0.0293647j -0.0967808+0.107283j -0.0178828+0.124561j 0.0459487+0.0419731j -0.170557+0.188491j 0.177474-0.04243j -0.044394+0.0817338j -0.0775637-0.117159j 0.0462943-0.046156j 0.214594+0.0762274j 0.0617116-0.148173j 0.010817+0.0625102j -0.0364087+0.0804842j -0.0589709+0.122502j 0.0840268-0.0376391j -0.011928-0.109608j -0.0506283-0.0270132j -0.0723707-0.0898572j -0.0532511+0.18705j -0.0353273-0.0240365j -0.0288014-0.0218751j 0.0322232-0.0626809j -0.0197078+0.023925j -0.0925872+0.0729037j -0.00367106-0.032264j -0.0688556-0.000100777j -0.0471366+0.0163502j -0.0337045+0.0897333j -0.0317801+0.0488136j -0.0840391+0.0408126j -0.0882537+0.00405603j 0.0633942-0.0478953j 0.0240651-0.108414j 0.0714476-0.0411976j 0.0396372+0.0131703j 0.0565434+0.0524102j 0.0197659-0.0571145j 0.00984008-0.0102485j -0.0205089+0.0162239j -0.0602138-0.013329j -0.0305575+0.0191864j 0.000448152-0.00909151j 0.0949377-0.0465707j -0.0305866+0.0155987j -0.149104-0.0659641j 0.00261932+0.0715139j 0.0537364+0.0276994j -0.0893911+0.111731j -0.0151384-0.0486475j -0.0460163-0.0739903j -0.0626019+0.0459762j -0.0058923-0.0212744j -0.0273348+0.0199877j -0.00111459-0.00340114j 0.00564577+0.00629039j -0.0329001-0.0200189j -0.0284423+0.0343162j -0.0368248+0.028293j 0.0266981-0.0134427j -0.0357644+0.0243007j 0.00852898-0.00877585j 0.0269109-0.032086j 0.0461597+0.00322439j -0.0115562+0.00256262j -0.0385893-0.0265068j 
0.0207452-0.00494202j -0.0098032+0.00669719j -0.0308525+0.00784842j 0.0125546-0.0189017j 0.0253821+0.0125319j -0.0116619+0.0160793j 0.0415639-0.0131923j 0.0287412+0.011307j -0.0451707+0.0243771j -0.00136077-0.00562447j 0.0619434-0.00377041j 0.0331848-0.0508575j -0.0541845+0.0204809j 0.0240274+0.0548161j 0.0359439-0.0373695j -0.0539518+0.00906765j 0.0132918-0.00661082j -0.0259751-0.0290355j 0.0480092-0.0219497j -0.0477244-0.0917879j 0.0706357-0.0290783j 0.0429016-0.0345155j 0.0693608+0.0601771j -0.003443+0.0203463j -0.0430898+0.000520618j -0.0687161-0.00883689j -0.0161567+0.0472979j 0.102735+0.0321448j -0.106459-0.0366575j -0.00566265+0.077143j -0.0311117-0.0155468j -0.0620016+0.0566508j -0.0606198-0.0221919j 0.0883618-0.107669j 0.0700522-0.0907778j 0.0860736-0.0107565j 0.00038941+0.053803j 0.000405113-0.0261497j -0.0178665+0.0792388j 0.0598126-0.0586235j -0.0185845-0.0107657j -0.0589836+0.0194268j -0.00826773+0.0696447j 0.0182812-0.0704584j 0.00267622-0.0180193j -0.0265524+0.0520657j 0.201669-0.0300224j -0.125408+0.0646589j 0.0196587-0.0113412j 0.0756455-0.0141046j 0.113883+0.0550148j 0.0990679-0.122526j 0.0480022+0.0902746j -0.112293+0.094607j 0.0431026+0.0284344j -0.00813798+0.0314408j 0.144772+0.000426363j -0.0532612-0.049094j -0.0398988-0.0581187j -0.0279826+0.135601j -0.0115911-0.0425608j 0.0208142+0.0330189j 0.073479+0.0812159j -0.0377884+0.00863057j -0.085144-0.0584962j 0.0378439+0.0410398j 0.00952262+0.0287011j 0.0587005+0.0290887j 0.109207+0.0617589j -0.0505242+0.0394052j -0.0152119-0.00761407j 0.00913916-0.00661128j 0.0380618-0.0282526j -0.0373212-0.0298524j -0.129559-0.0460181j 0.0509195-0.0318345j 0.00381677+0.00994318j -0.0394414-0.00700087j 0.0570061+0.0101111j 0.00629119+0.0392646j 0.011868+0.0168961j -0.0300985-0.00105741j -0.0703688+0.0231088j 0.0428152+0.0467576j -0.0730791-0.0120692j -0.0013411-0.0152118j 0.00426297+0.0147992j -0.0531214+0.0156523j -0.0148618-0.0446631j 0.00262849+0.0104899j 0.0204829+0.0142482j 0.0371961+0.0328572j 0.00237137+0.00720968j -0.0280329+0.000908512j -0.0494147-0.0537594j 0.024215-0.0343184j -0.0471966-0.0452543j -0.0269199-0.0108165j 
0.00771832-0.00214941j 0.00150189+0.00813598j 0.0176716-0.0296743j 0.0208621+0.000486384j -0.0169393-0.0362467j 0.0286419-0.0259042j 0.0209576-0.052853j -0.0248609-0.0222225j -0.00406504+0.00326675j 0.0344656-0.0399331j -0.0310978-0.0431261j 0.0132867+0.0125208j 0.0170562-0.0249456j 0.00475674-0.0144349j -0.00168703-0.0114684j 0.0479377+0.0363282j -0.00414204-0.0334323j -0.0602429+0.0506953j -0.0206798-0.0197342j 0.0296544+0.0270929j 0.0478754+0.0986853j -0.0166763+0.013616j -0.00496412-0.00618175j 0.0868263-0.00970102j -0.0693863-0.0839231j 0.0612166-0.0159312j 0.0353664+0.0221063j -0.0820707-0.119538j -0.0277254-0.0762424j 0.0878802+0.0208023j -0.0111299+0.0353373j -0.109868+0.0226401j -0.0922159-0.0524062j 0.0307422-0.110454j -0.129141-0.0900973j -0.0197857+0.0116227j -0.0739646-0.0950974j -0.0165213+0.148209j 0.0992757+0.0470081j 0.0357996-0.0595554j -0.0200253-0.0281397j 0.0305654+0.0336079j 0.108141+0.0521824j 0.0248723-0.0777773j -0.0072353+0.0283884j 0.109304+0.0923042j 0.0411917-0.0760294j 0.0312379+0.0269388j -0.0333069+0.0249997j 0.00321746-0.0349905j 0.0915646-0.0216494j 0.0430166-0.0903435j -0.0568586-0.0305955j -0.0832323+0.0590405j -0.0070108-0.0157788j 0.104346-0.0165535j 0.0723456+0.0510722j -0.0225005+0.0492816j -0.0287573+0.00984506j 0.101706+0.00359398j -0.0407183-0.0623016j 0.0243346-0.0194486j -0.0235528-0.0554466j 0.0733352-0.0251683j 0.0238239-0.0439429j 0.0268128-0.0228209j 0.0337869+0.0453281j -0.0652645+0.0114482j -0.028574+0.0366537j -0.0286148-0.0112617j -0.00882483-0.0699319j -0.0236585+0.0148098j 0.00475284+0.0110914j 0.0120066+0.0484463j -0.0555314-0.00505468j 0.0399032+0.00795751j -0.0123046-0.0126158j 0.0137133+0.0074074j 0.0397671-0.0272595j 0.00059753+0.005892j 0.0314272+0.011688j -0.0316054-0.00384818j -0.00547391+0.0447837j 0.133067+0.0269161j -0.0566706-0.0206494j 0.0506918+0.032504j -0.00231745-0.0067425j 0.0202133-0.0224683j -0.0177485+0.017126j 0.0291314+0.00652167j -0.0166015-0.0190584j 0.0172297-0.00402992j 0.0472697+0.0319184j -0.0274801+0.00257301j -0.0379367+0.00740599j -0.0320905-0.0472394j -0.0383152-0.0169319j 0.0241693+0.0446032j 
-0.0123282+0.0104255j -0.00863572+0.00642113j 0.00358626-0.0138126j -0.020482-0.0104206j -0.00485056+0.0105542j -0.0071513-0.0199521j 0.00443636+0.0292807j 0.035232+0.0058351j 0.0346975+0.0155981j -0.00496484-0.0309211j -0.0221041-0.0100822j 0.00072481-0.0192586j 0.0483699-0.027098j 0.0110383-0.0276984j -0.00714639-0.038857j -0.00720771-0.0173239j -0.0253089-0.0466404j -0.0920284+0.00449289j -0.0452529+0.0622852j 0.10144+0.00473516j -0.0143747+0.00638268j 0.0957982+0.0209219j -0.0438935+0.0574098j -0.0263188-0.0590629j 0.140135+0.0210435j -0.0128561+0.0581048j -0.00382196+0.0403496j -0.100563+0.0760447j 0.0981068+0.0271677j -0.0271693-0.0986878j 0.00728126+0.0738471j -0.0709801+0.0974159j 0.0792224+0.0186075j -0.0508192-0.109745j -0.0290851-0.0768389j 0.0558566-0.00980172j 0.0123868-0.081974j 0.15785+0.0586497j 0.0664563+0.0132148j -0.0441735+0.0270786j -0.0612504+0.00810216j -0.0827279-0.0100657j 0.0652692+0.0516192j 0.0530789-0.0453765j -0.106305+0.0781634j -0.0133095-0.0323768j -0.0496244-0.101488j -0.0679165+0.0108538j -0.0222932+0.172151j -0.0001047-0.0906933j -0.0210886+0.0262288j 0.0432743-0.204079j 0.1355+0.123089j -0.0352252+0.104978j 0.118785+0.0434071j -0.054287-0.00405105j 0.0498755-0.027287j -0.0399077+0.0490468j 0.0126442+0.00254699j -0.138687+0.045337j -0.131657-0.0373636j 0.00437098-0.00426413j -0.0183138+0.00668103j -0.0370348-0.00256243j 0.020492-0.0314676j -0.0878786+0.052445j -0.0814248-0.052897j -0.0944869-0.0967018j -0.107+0.0394678j -0.000214772+0.00913368j 0.00822713+0.0799711j 0.00645108-0.0255654j -0.0878945-0.119497j 0.0122527+0.0386053j 0.0634984-0.0454361j 0.00477463+0.00710094j 0.00665212+0.0436314j 0.0858165-0.0160268j -0.0496551-0.040595j 0.0229002+0.0432069j -0.1021+0.0258611j -0.017353+0.00730326j 0.00742167-0.10015j -0.102876-0.117909j 0.0296588+0.036515j -0.0291909-0.0436824j 0.0440703-0.00209318j -0.0183389+0.0561535j -0.0150464+0.0103761j -0.060223+0.0116721j -0.0184349+0.014543j -0.0182223-0.0326411j -0.0201058-0.00373754j 0.024067-0.0153675j 0.0229847+0.00403066j -0.0267074+0.00675468j 0.02181+0.00303288j -0.00576728-0.00370948j 
-0.0278871+0.0237423j 0.00324607+0.000827031j 0.00564793-0.0109256j -0.0044976-0.031436j 0.00934935-0.0147892j -0.000324563+0.0263859j 0.0258432-0.0119779j 0.0314049-0.0407857j 0.00830337-0.0212009j 0.0364304-0.00506413j -0.0626285+0.0127047j -0.00166867+0.0153324j -0.0367471-0.022366j 0.00837756+0.00203424j -0.0394702+0.0248144j 0.0370496+0.0143791j 0.125374+0.0193777j -0.043952-0.0898558j 0.0988855+0.0284629j -0.0533502+0.0150395j 0.0198342+0.0261141j -0.031442-0.0447252j -0.0417468-0.00642801j 0.0255852-0.00153789j -0.0323626-0.108843j 0.0143388-0.0277682j 0.150245+0.126403j -0.0564146-0.0487898j 0.0502451+0.0598132j 0.0322087-0.0769383j 0.100891+0.0874364j 0.00806258+0.0810798j -0.0295517-0.182781j -0.0231924-0.0800427j -0.0499858-0.108039j -0.106317-0.0749352j -0.0232505-0.0863513j 0.111814+0.0879925j -0.104928+0.023429j 0.0927934+0.103645j 0.0108004+0.0993487j 0.101208+0.140511j 0.139215-0.0170131j -0.0515551+0.0678577j 0.0903481+0.00929327j -0.0478834-0.135607j -0.0752352-0.0505413j 0.219118+0.177055j -0.0421077-0.013923j -0.138257-0.12551j -0.0567539+0.0678256j 0.00628649-0.114881j -0.0735989+0.0811016j -0.052956+0.0229343j -0.0356151+0.0613074j 0.0356075+0.00326155j 0.0316278+0.0975767j 0.0726365-0.0106247j -0.0671254-0.179598j -0.0408527-0.0743585j 0.0860278-0.0652338j -0.0193102+0.0612753j -0.0375319-0.0154286j -0.0142621+0.0420164j 0.0394372-0.055624j -0.0264551-0.00912468j 0.0416206-0.0204502j 0.0733341+0.0164695j -0.0213916-0.00975915j -0.0164579-0.0430189j -0.0384782-0.0137875j -0.0352587-0.0468514j 0.0107774+0.0101801j 0.00669085+0.00135849j 0.00875462-0.00572655j 0.0503981+0.017653j -0.0309091-0.0348908j -0.0563022+0.017611j 0.0148975-0.0390123j 0.00431386+0.0235346j -0.0556346+0.00385168j -0.0128844-0.0440189j -0.0165659+0.0186128j -0.0347752+0.0299071j -0.00199328+0.00742112j 0.00536702+0.0234169j -0.0379473-0.0274951j 0.0558202-0.0064185j -0.00448582+0.00568644j 0.0324049+0.011252j -0.0490908-0.00850503j 0.0428826-0.00595013j -0.0150748+0.0237572j 0.0108859+0.0131504j 0.00729434-0.0275262j 0.000958132+0.00636799j 0.00578537+0.00910766j -0.0194967-0.0249998j 
-0.0269627+0.0403127j 0.031984+0.00317921j 0.0388115-0.030422j -0.0332654-0.0184277j 0.00659011-0.0150247j 0.0291253+0.0146424j 0.00891878+0.0495112j 0.0265762+0.00188551j 0.0105501-0.0163575j -0.0139915+0.0561799j -0.0478652-0.0402547j -0.0102723+0.0107649j -0.0449866+0.00284855j -0.0175531-0.018445j 0.000941431-0.00707977j -0.0365121+0.0414269j 0.0349491+0.0514612j 0.0493323+0.00363067j 0.00202936-0.000154821j 0.0363639+0.0101234j -0.0157421+0.0345334j -0.009716+0.0231619j 0.00631613+0.0839241j -0.0686124-0.0801352j 0.0190955-0.0423222j 0.0911351-0.00703841j 0.0091053-0.108201j 0.0488145+0.0554846j -0.0790274-0.0464715j 0.0375202-0.0169852j 0.00946591+0.0760618j -0.0647345-0.00045965j 0.00148722+0.122236j -0.0506469+0.0181996j -0.0511439+0.0504615j 0.141952-0.0412462j -0.0917356-0.082803j -0.00233612-0.0799348j 0.0338858-0.0426634j -0.0812155+0.00399738j -0.0431841-0.0134898j -0.0790416-0.0493295j 0.0286882+0.0189879j -0.0280547-0.0453409j -0.0226173+0.116485j 0.0420268+0.137006j 0.0401165-0.0958388j -0.128197-0.055661j 0.0868268-0.0172246j 0.0531587+0.0472245j 0.0467159+0.0132349j -0.0109538+0.0708607j -0.051977-0.0111198j -0.0148299+0.0201672j -0.0511996-0.103083j 0.0249992+0.0370398j 0.0425501-0.0523906j -0.00662398+0.0479984j -0.0101083+0.0226075j 0.00260931+0.0583944j -0.0933412+0.0782603j 0.00659298+0.0388482j 0.029186+0.0098848j 0.0126583-0.0266601j -0.0763424-0.0423476j -0.00197856+0.0676488j -0.00056131-0.0186355j 0.0484374+0.0754807j 0.0590427-0.057027j 0.103992+0.0272754j -0.0247252-0.0346521j 0.123781-0.0361897j 0.0232948+0.0308275j 0.0642414+0.0114949j 0.0150133-0.00830195j 0.00366054+0.030833j -0.0327774-0.0747702j 0.0172341-0.0439848j 0.0279525-0.0243045j -0.0505266-0.060327j -0.0337156+0.0286144j -0.0317764-0.0362487j 0.0787565+0.0746965j 0.040264+0.0335664j 0.00837927-0.00353505j -0.0353102+0.0509779j -0.0135489-0.00912149j 0.0441728-0.0221142j 0.0184538+0.019415j 0.00945058+0.00752818j -0.0335676-0.0358238j -0.00533882-0.0187528j 0.0464164+0.019003j 0.0305697+0.0387724j 0.0340474+0.0437696j -0.0885898-0.00319626j 0.0256771+0.0493212j 0.0212991+0.0307035j 
0.0313898-0.0142236j -0.0077272+0.0134406j -0.0192644+0.0173253j 0.0111755+0.0165409j 0.00189694+0.00320579j -0.000153622+0.000978546j 0.0136363-0.0137575j 0.00734617+0.01799j 0.00118558+0.041615j -0.067796-0.0148342j 0.0793519-0.0405682j -0.0311719-0.0620577j 0.0424166+0.040759j 0.0101916-0.0025676j -0.0311617-0.0609112j -0.0973673-0.0348465j -0.10009+0.0626014j 0.0227258-0.00286727j 0.0879186-0.00385283j -0.0157559+0.0275316j -0.0816264+0.123j 0.0931883-0.0529588j -0.149729+0.132968j -0.074995+0.027357j 0.00433895-0.127782j 0.0674839-0.0149041j -0.0752716+0.0121095j 0.0250717+0.0873128j -0.119107+0.144497j -0.0082674+0.080986j 0.192509-0.0445132j 0.0869293-0.0319482j 0.0346601+0.0431067j -0.0820539+0.00587669j 0.0155016+0.170806j -0.00525732+0.0232398j 0.0454764+0.0523062j 0.0641605-0.0145862j -0.16903+0.0768196j 0.0268962+0.269163j -0.113901+0.0453234j -0.0799434+0.0204425j -0.0901966-0.0037969j -0.0262862+0.0991435j 0.0242453+0.0759564j -0.0979052-0.128366j -0.0245749-0.0731191j -0.0169142+0.0187654j -0.0579002+0.113263j -0.046543-0.0641132j -0.133845+0.062847j -0.0333199-0.00658638j -0.00910121-0.100048j 0.0277189-0.0452737j -0.0989107+0.040803j 0.00537328-0.0233359j 0.0624979-0.123582j 0.0116076-0.0370744j 0.0311539-0.0911143j 0.0663192+0.0338245j 0.128539-0.054435j 0.0107307-0.0327955j 0.0507892-0.0376216j -0.03708-0.018206j -0.0286747-0.0341678j 0.00140981-0.0293235j -0.00441369+0.0688271j -0.00678273+0.0297234j 0.0640037+0.0735463j -0.000548321+0.0653261j 0.0500797+0.0572405j 0.0915124+0.05684j -0.0170571+0.0323638j 0.00810234+0.0274374j -0.0428206+0.0311516j 0.00618174-0.0126908j 0.0575539+0.098839j 0.0695864-0.0828253j 0.0263959+0.019167j 0.0388911+0.083201j 0.0219429-0.0143823j 0.00128407+0.033151j -0.0288776+0.0314553j 0.0290678-0.0103063j 0.000100132+0.00589213j -0.00814152-0.0317163j 0.0146385+0.0289026j -0.0300136-0.00461524j -0.0258754-0.0281126j -0.00188383-0.00761578j 0.0444403+0.0166956j -0.00218096-0.00738356j 0.00294839+0.00720876j -0.0266134+0.017912j -0.0416934-0.0271296j 0.0196104-0.0147006j -0.0448319-0.038926j -0.006996+0.00540153j 
0.0169266-0.0130273j 0.00617809+0.00712357j -0.00422406+0.00412026j -0.00978049+0.024684j -0.00357185+0.0250312j -0.00467235-0.0375511j -0.0416658+0.00517683j -0.0285922+0.0309743j -0.0189085-0.0058346j -0.0216126+0.00344278j 0.0155516+0.0113961j 0.03282+0.0580999j -0.0161933-0.00250292j -0.0934122+0.0091648j -0.017059+0.0464524j -0.0412017-0.00938283j -0.0523864+0.10594j 0.0481548+0.0490925j -0.0244114+0.0543438j -0.00501588+0.108644j -0.000278815-0.0999135j -0.117174+0.0958943j -0.0129469-0.0658697j -0.0742441+0.00261783j 0.0440198-0.0602071j -0.0283219-0.046659j 0.0194788+0.0685588j 0.129339-0.038543j 0.16836-0.121403j -0.131137+0.0203599j -0.0695168+0.0568396j 0.0703346+0.0667128j 0.0634903-0.126603j 0.0542695+0.0141428j 0.143425-0.177516j 0.227628-0.135379j 0.0766472-0.0882327j -0.0100269-0.118582j 0.0210098-0.159635j 0.0301775-0.0350339j 0.0494036+0.103416j -0.0208743+0.0165671j -0.0740531-0.0661917j -0.126461+0.0437224j -0.0296709-0.0548984j -0.0110966+0.0569195j 0.122062+0.00773926j -0.0405575+0.0419432j 0.0731324-0.0241674j -0.093192-0.0167455j 0.0102465+0.0101472j 0.0720348+0.0533564j 0.00737733-0.0370253j -0.0429171+0.0405701j 0.0347965-0.0489502j -0.0715057-0.0210851j -0.135512+0.168619j -0.0226561-0.0176165j -0.0357414-0.0331412j -0.0189744+0.0144854j 0.0474177+0.0606908j -0.0785261+0.0301549j 0.00431945+0.00633516j -0.0255608+0.0521892j 0.0060122+0.0129571j -0.0224161-0.000742221j -0.00809303-0.0350519j -0.0197362-0.00680133j -0.0372677-0.0493406j -0.00112945+0.020505j -0.0160409+0.0610171j 0.0650838-0.0329571j -0.0119772+0.0630457j 0.00737255+0.0027059j 0.0398705-0.0412385j 0.0118874-0.00494107j 0.0381992+0.0506841j 0.0341033-0.000745584j 0.00238181+0.0124355j 0.00455692+0.0232136j 0.0104621+0.0586875j -0.0504786+0.0300437j 0.015389+0.0027561j -0.0252489-0.0756322j 0.0167833+0.0182078j -0.0212604-0.00833047j 0.0441603+0.0306193j 0.0067885+0.0462813j -0.0199324+0.0344876j -0.0366687+0.0452942j -0.00461324+0.0264464j -0.0213785-0.0382915j 0.0391313-0.00952574j 0.00385293-6.47482e-05j -0.00387796+0.0201317j -0.020395-0.0192442j -0.00943741+0.00910726j 0.0194702+0.0211533j 
0.0262197-0.027296j 0.00219008-0.00236123j -0.00549963+0.0199916j 0.0303615+0.00966456j 0.00796875+0.0110683j -0.0195393-0.0277664j -0.0460108-0.0228294j -0.00478001+0.0455386j -0.00463485+0.0397498j -0.0433576-0.0308676j 0.0568006+0.0173002j 0.0278362-0.0184806j -0.0220993+0.0952596j -0.036401+0.0109435j 0.000518021+0.00761261j 0.0172727-0.00887697j 0.0851421+0.0532188j 0.084518-0.00277643j -0.021979-0.0833115j 0.0890866+0.226306j 0.00492677+0.0802731j -0.153427+0.0878908j -0.0421112+0.114803j -0.09317-0.0350746j -0.00526337+0.0316154j 0.0505487-0.0247254j 0.158387+0.0219066j 0.00401587+0.0373799j 0.0324495+0.0980933j -0.12176+0.091743j -0.0682707+0.105606j -0.00377633-0.0932119j 0.118558+0.184863j -0.152641-0.115953j -0.134677+0.0140482j 0.0159577-0.0965999j 0.0485527-0.0100214j 0.0129536+0.0494416j 0.192775+0.0257724j -0.166263+0.100837j 0.0421718-0.0372097j -0.0349677-0.260498j -0.0341293-0.0481369j -0.0339741+0.00561002j -0.0520333+0.0493052j 0.101457+0.117417j -0.131553-0.114626j 0.174551+0.0535817j -0.0376222+0.0215968j -0.0698598-0.0789405j -0.0675643+0.128405j -0.0157633+0.0542355j 0.00070441-0.0956523j -0.0962562-0.114988j 0.0297395+0.0900935j -0.0139057+0.0300118j -0.00711542+0.0752788j 0.0716575-0.0470768j -0.0825328-0.0543625j -0.0350021+0.0427582j 0.0330583-0.023455j -0.0385303+0.000589211j -0.0167296+0.0286514j 0.0171717+0.00366664j -0.0428091+0.0548159j -0.00479507-0.00237147j -0.018608-0.0133141j 0.0462289+0.0307734j -0.0219905-0.00790857j 0.030306-0.0394286j -0.0494552+0.0109462j 0.00197531-0.050974j 0.0750099+0.0441334j 0.0169227+0.0601348j -0.0138047-0.0182655j 0.00321404+0.0134949j 0.0148604+0.0378532j -0.0237207-0.0333245j 0.00795209-0.00406708j -0.0110437-0.0160078j 0.0418613+0.0282325j -0.0500674+0.0322375j -0.00693982+0.0704143j 0.0293486-0.0108948j -0.00538916+0.00472043j 0.0369451+0.00892297j -0.0249267+0.0345517j -0.0164102+0.0401551j 0.0119967+0.0139988j 0.0145113+0.013567j 0.0231869-0.00527969j 0.0165471+0.00149592j 0.0297015-0.0067892j -0.0145723+0.00725056j -0.0749388-0.0129793j 0.029073-0.0280896j -0.0357759-0.0359722j 0.0183238+0.0156738j 
