-0.0125679+0.0349484j 0.00855216-0.0379223j -0.048856-0.051549j -0.0118654-0.0404788j -0.010383+0.0193917j -0.00937628-0.00190591j 0.00330837-0.021463j -0.000187277-0.0755439j -0.0244524-0.0182454j 0.00353903+0.0143127j 0.019643-0.000557983j 0.00410285+0.0194759j -0.00192998+0.00701931j -0.0325029+0.00111412j 0.0048833-0.0128162j -0.00250357-0.0182218j 0.000265244+0.00737472j -0.00132587-0.0532657j 0.000776039+0.016041j -0.00695322+0.00111114j 0.00161571+0.0325623j -0.0115771-0.0257802j -0.00179641+0.00991296j -0.00108747-0.000962421j 0.00143164+0.00604323j 0.00566064-0.0077081j 0.00566759-0.00196744j 0.0064361-0.00156452j 0.0184749+0.00121231j 0.00759662-0.00944709j -0.00650964-0.000490335j -0.00942587+0.00713989j -0.0209727+0.0384569j 0.0155883-0.021529j 0.005323-0.0150878j -0.0217024-0.0178687j 0.00911048+0.0141516j 0.0123024+0.0164682j -0.0177735-0.00889631j 0.00698408-0.0103731j 0.015738+0.0322678j -0.00605248+0.000193398j -0.0106183+0.0138472j 0.00522897+0.00167217j 0.000631425+0.00208542j -0.0177252+0.0170584j -0.000618663+0.0113471j -0.00955666-0.0407081j -0.0217835+0.0267448j -0.0002669-0.0336652j -0.0134997+0.0203421j -0.011199-0.0125799j -0.0096225+0.00407036j -0.00190824-0.00151638j 0.000497221-0.000704899j 0.0178635+0.00168924j -0.0227187-0.0437688j 0.00825821+0.00901653j -0.0107116-0.0176003j -0.0284889+0.0160257j 0.00451891-0.0234975j 0.0112807+0.01734j -0.00720273-0.00459932j 0.00518315+0.0026676j -0.00544375+0.0468034j -0.0174817+0.0326221j -0.000317701-0.0162102j 0.0162029+0.0146707j 0.00325409+0.00314466j -0.0451252+0.00973877j 0.00276102+0.0320217j 0.00380484+0.0378278j -0.0350583-0.0309189j -0.00458885+0.0590152j -0.00385826-0.0351456j 0.0122663+0.052311j 0.0137236-0.0224069j 0.0384721+0.0081022j 0.00543399-0.0165386j -0.0324909+0.023123j -0.0333918+0.019157j -0.0165653+0.0192477j 0.0504246-0.0406236j -0.0113916+0.00447812j -0.0195648+0.0208741j 0.0155813-0.0100416j -0.00270672-0.00966573j 0.00171822-0.0106535j 0.0631341-0.0654577j 0.0183384-0.0218733j -0.0742672-0.0126909j 0.013415-0.0053848j 0.000369147-0.0091815j -0.102099+0.132641j 0.0811659+0.0177367j -0.0886228+0.157177j -0.0574957+0.00718158j 
0.0374369+0.0665954j 0.00614516-0.0144263j -0.0620873-0.028266j 0.0938258-0.0215312j 0.030331-0.0186897j 0.036347+0.0162325j -0.0507808-0.0374496j -0.00715203+0.098406j 0.0205557-0.0269699j -0.0747965-0.00498877j 0.017299-0.0303981j 0.0025528-0.00758798j -0.0345734-0.0200171j -0.0381774-0.00254572j 0.0160624-0.0245983j -0.0494441-0.0541794j -0.00636787+0.0372046j 0.0178154-0.0314593j 0.0176417+0.0103075j 0.0458985+0.0450124j 0.0067539-0.0100962j 0.0237774+0.0404695j 0.0231364-0.0461653j -0.00659748-0.0251239j -0.0533215+0.0528157j -0.00314864+0.024282j -0.027324+0.0418382j -0.0173106+0.010492j 0.0347886-0.0364987j -0.00425585-0.0234814j -0.0154207+0.00887335j -0.033255-0.0117562j 0.0560403-0.0276806j -0.0463646-0.0599348j 0.00176724-0.0618951j -0.0155153-0.0302605j 0.0726869-0.0564757j 0.0274685-0.000201755j -0.0408316+0.0293542j 0.0216033+0.00219342j 0.0387639+0.0243216j 0.0131467+0.0130456j -0.0406751+0.0423635j 0.021261+0.0107207j -0.0420626-0.0176573j -0.0149901+0.0814425j 0.00727699+0.00266452j -0.00900084+0.022188j 0.0367114+0.00688741j -0.00646964-0.0109001j -0.0220325+0.0165239j -0.0343276+0.00821595j -0.00129849-0.0288483j 0.00340904-0.0301756j -0.014537-0.0364685j -0.039204-0.00757801j -0.00836513+0.062528j -0.00714485-0.0067349j 0.0247953+0.00137876j -0.032696-0.0405227j 0.0455573+0.0109092j 0.02808-0.00959087j -0.0305947-0.0257468j -0.0017742+0.0301082j 0.00766242-0.0457605j 0.0065692+0.0429245j -0.0397535+0.0269718j 0.00647577-0.0502772j 0.0240653-0.0344283j 0.0558262+0.0231191j -0.0160522-0.0182277j -0.0102836-0.0093549j -0.00421865+4.40577e-05j 0.0324946-0.0718698j -0.00890391-0.0155954j -0.0324066-0.0285541j -0.0847614+0.00627156j -0.0498913+0.0188307j -0.011241+0.0427019j 0.015859+0.029987j -0.014724+0.0276938j 0.00584295-0.00696618j -0.0639707-0.0829175j -0.0212117+0.0187805j 0.0311974+0.0128473j -0.0146868-0.000508073j -0.0647186+0.00767774j -0.0725427-0.0295058j -0.0505423-0.0998846j -0.0379511+0.0893044j 0.0600557+0.000991881j -0.0297205+0.0287998j 0.00403122+0.0258018j -0.0263358-0.0689161j -0.0725552+0.0169147j 0.0426426-0.017984j 0.0603079-0.0280682j 
0.0274376+0.0268979j 0.0209544+0.00723706j -0.00803992-0.0279315j 0.0215056+0.00338474j -0.00610535+0.0247994j 0.0191514-0.00574545j 0.0248683+0.0258337j 0.00635117-0.0466604j -0.0490643+0.00434929j 0.0933342+0.0478288j -0.0343475+0.0212817j 0.0333701+0.0147662j 0.0872459-0.0206398j 0.0481884-0.00901778j 0.0467809-0.0106797j 0.0126448+0.122297j -0.0567614+0.0548341j 0.0137952+0.0578518j -0.0454153+0.147409j -0.0344229-0.0779185j 0.110185-0.0248121j -0.0413272-0.0503945j -0.00308301+0.060738j 0.00583408+0.00475781j 0.134906-0.0219673j -0.0816486-0.0244323j 0.00384169-0.112518j 0.053387-0.0802092j -0.023984-0.0254642j 0.0394324+0.0900306j 0.0182745+0.0135658j 0.0564572+0.0155891j -0.064431+0.0575931j -0.0203012+0.0144273j -0.026092+0.0068388j 0.0135757+0.0186904j -0.0726275-0.0277452j 0.0158418+0.0057947j 0.0483173+0.0320998j -0.0361145-0.0524096j 0.0305984-0.045806j -0.00980699-0.027938j 0.00115814-0.0315564j -0.0314951-0.00232077j 0.0159907+0.00765606j -0.00660225-0.0870121j 0.0235508+0.00609989j 0.0676362-0.0434265j 0.0170788-0.0205204j -0.0264466-0.0192834j 0.0189663-0.0126529j 0.00285216+0.0169036j 0.0234683+0.00710238j 0.013826-0.017972j 0.0349822+0.00871892j -0.0196231+0.0135644j -0.0578922-0.0215149j 0.00839577-0.00902548j -0.00293595+0.015647j 0.0258871+0.0832447j -0.0783154+0.0759251j -0.00985161-0.0225894j -0.0112444+0.01176j 0.0264124-0.0189029j 0.0237188-0.0294275j 0.0310623-0.035725j -0.0101859-0.0571667j 0.0199662-0.00351081j -0.00105958+0.00505745j -0.00257952-0.0199614j -0.00827425+0.011259j -0.00663492-0.00230018j -0.0173865+0.0690473j 0.00751325-0.0155557j 0.0139167+0.0293814j -0.0449822+0.047662j -0.0188879-0.0271041j 0.0182663-0.0166595j 0.0156775+0.0220083j 0.0709299+0.0146381j 0.0817002+0.0709987j 0.00344455+0.10723j -0.0104169-0.0329012j 0.039069+0.00420203j -0.0602759+0.0396263j 0.042254+0.000702304j 0.0632398+0.00016986j 0.0202147+0.0709763j 0.0191153+0.0192038j 0.0209283-0.0566318j -0.0248947+0.013575j 0.0125335-0.0316746j 0.00867673-0.0456137j 0.0303563-0.0194034j -0.078517+0.0106962j 0.012634-0.00738286j 0.0257621-0.0287187j 
0.0114489+0.00502575j -0.00925998+0.00251643j -0.00470567-0.0198113j 0.0193778+0.0025625j 0.0283105-0.0156521j 0.0313985-0.0366414j 0.00877529+0.0130117j 0.0289167+0.000549612j -0.0334431-0.0616325j -0.0169268+0.0813768j -0.0364634-0.10748j -0.0277727-0.0289742j -0.0257614-0.0776921j -0.00621886+0.0756241j -0.00132004+0.00745744j -0.054543+0.161352j 0.0516579+0.016079j -0.0805226+0.0460101j -0.0521155+0.0628323j -0.0102509-0.0206851j 0.124034-0.101092j 0.0656131-0.0678429j 0.0231282+0.0851912j -0.00436869+0.0383016j 0.036534+0.0235006j -0.0541352-0.0547168j 0.10713+0.0181989j 0.0970104+0.0791851j -0.0288209+0.00549042j 0.0503723+0.00150645j -0.0376267+0.066597j 0.019041+0.0481726j -0.0328-0.0246966j 0.00898513-0.0342358j -0.0746927-0.00118041j -0.0224267+0.0233998j 0.00671378+0.0160967j -0.042843+0.0121899j -0.0230958-0.0400391j 0.0230289+0.0356502j -0.0480815+0.00757321j 0.00218618+0.0165661j 0.0102468+0.0713663j -0.0187909-0.0847187j -0.030094+0.0173103j 0.0330903-0.0149172j -0.0596786-0.0112j 0.0273608+0.0260843j -0.0243125+0.0518873j 0.0310924+0.0087702j 0.0649564-0.0049188j 0.0312558+0.0303127j 0.0202602+0.0357365j 0.0370921-0.00165515j 0.0287878+0.0604909j 0.0172761-0.0103319j 0.0248832+0.041681j 0.0470962+0.0120294j 0.0140755+0.0424151j 0.0191772-0.000608858j -0.0644349+0.0899769j -0.0284916+0.0358335j -0.0848462-0.0386941j -0.0196063-0.0283277j 0.0287869-0.0243336j 0.0460607-0.0563531j -0.0574899-0.0266845j -0.0217499-0.0378638j 0.0579474+0.0147853j -0.0409724-0.00413445j 0.0719879-0.028389j -0.0144055+0.0219472j 0.0566329+0.0607077j -0.0216015-0.0657739j 0.0312069-0.0767436j 0.00750088+0.0508041j 0.018638-0.0261879j 0.00758991-0.013217j 0.00817641+0.0502116j 0.0364591-0.0350017j 0.0918397-0.0405988j -0.0453046+0.0143764j -0.0502536+0.0786717j 0.0679648+0.0319263j 0.0609962+0.0269205j 0.0351287+0.0957193j 0.109959+0.04668j -0.100245+0.0866128j 0.0243403-0.0352842j 0.0364402-0.013484j 0.00386464-0.00456655j -0.0232439+0.0470431j 0.0547861-0.103466j -0.0211447-0.0495683j -0.039494+0.0142603j -0.0262319-0.0407975j 0.0347208-0.0398658j 
-0.00216772-0.0236143j 0.00718259+0.00872262j 0.040504+0.0246867j -0.0113827+0.0300298j 0.0214254-0.037395j -0.02113+0.0152444j 0.00695505+0.0228903j 0.0223714-0.0399737j -0.00226438-0.0678436j -0.0175397+0.0140838j 0.012136-0.0953647j -0.0095997-0.0777871j -0.134317-0.177558j 0.0198531+0.116676j -0.0171497+0.0265999j -0.132926+0.106863j -0.0302565-0.0865508j -0.100528-0.10974j -0.0761127-0.110563j 0.0737091+0.0353471j -0.136298-0.230578j 0.0229185-0.0475388j 0.0152537+0.1045j 0.0109846+0.0649204j -0.107092-0.0618513j 0.0660689+0.0202675j 0.0619089+0.0785726j -0.00972642+0.149139j -0.0123654-0.00335217j -0.054228-0.0255503j -0.000502469+0.0629566j -0.0465401-0.014401j 0.0165838-0.0582315j 0.0218846+0.0421859j -0.0227188-0.0319796j 0.0737873-0.00822642j -0.000508765+0.00425416j -0.0365308+0.0733357j 0.0658552+0.0409536j -0.0594574+0.0234972j -0.022121-0.0120479j -0.0318714+0.00529276j 0.04151+0.0157923j 0.0183845+0.0208008j -0.0313262+0.0340047j 0.00750513-0.0213767j -0.0132837+0.0147401j 0.0392018+0.0183198j 0.0291344-0.0511932j -0.0170058+0.0201182j 0.0259134-0.00147627j -0.0205256-0.0539652j 0.0109942+0.0232649j 0.0627869-0.0227384j -0.00841103+0.0393638j -0.0784459-0.0601551j -0.024221+0.0661019j 0.0131616-0.00317114j 0.0422986-0.00640917j 0.0153922-0.0163548j -0.0136982+0.0270631j -0.00248207+0.0821234j -0.0293407-0.00988683j 0.0487535+0.040259j -0.0279004+0.00657343j -0.0190433+0.0101662j -0.0556249-0.0476163j -0.0240115+0.0364665j 0.011356-0.0176746j 0.0348065+0.0812906j -0.0402471-0.00725417j -0.0200279+0.0901194j 0.0235185-0.0213229j -0.0419542-0.0420606j -0.0349205-0.0168252j 0.0409028+0.00521781j -0.000346299+0.00226462j -0.0765391+0.0357914j 0.0324619-0.0414837j 0.0219536-0.0429915j -0.0286381+0.0118697j -0.0417885-0.0312781j -0.0203942-0.043607j -0.00269291-0.0194879j 0.0194998+0.0146467j -0.139351+0.0815235j -0.0596844+0.0790118j -0.0655646-0.0667631j -0.00637989+0.0288394j 0.0180454-0.0255441j 0.0245275-0.00545507j -0.0272352+0.0846963j -0.0124167+0.0309389j 0.0655754-0.0104539j -0.00422166-0.0414062j 0.00719601-0.0143086j 0.00531091+0.0201813j 
-0.0125419-0.0129767j -0.00197705+0.0138893j 0.0456609+0.00690228j 0.00520023+0.0469014j 0.0464377-0.00580909j -0.0201937+0.0517325j 0.0468059-0.0462232j 0.0585745+0.0600643j -0.0143287+0.0136876j 0.039429-0.0937092j 0.0924142-0.000679361j 0.0290825+0.123534j 0.134272+0.170787j -0.0231646-0.125964j 0.0105282+0.0391559j 0.128069-0.0444138j 0.178593-0.0145067j -0.0798176+0.0910411j 0.239515+0.0605028j -0.178507-0.00638436j 0.243871+0.241173j -0.123797+0.0749545j 0.0605349-0.0279949j -0.07783-0.0622556j -0.00680042+0.0486037j 0.00893305-0.0284378j 0.0290239-0.0441516j 0.0415047-0.0127992j -0.104941-0.0121254j 0.198595+0.037003j 0.0323669-0.0931721j 0.00174781+0.0218823j 0.0747723-0.0143997j -0.00890129+0.000971289j -0.0170858-0.0404988j -0.0437572+0.0492881j -0.0181271-0.0435468j -0.0323834-0.0332789j -0.0967083+0.0352941j 0.020456+0.00739238j -0.074728-0.0420355j 0.00300734-0.0816504j 0.00865394-0.00338011j 0.0154076+0.0295975j 0.0058516-0.00832768j -0.00211845-0.0441034j -0.0104415-0.022256j 0.0148726-0.0152185j -0.0329727-0.0677239j 0.0359048-0.0371572j 0.010974-0.016799j -0.0132975+0.0202915j 0.035696+0.0205615j 0.0245003+0.0166156j -0.0523105-0.0298924j -0.0149892+0.0300801j -0.00031735+0.0810813j 0.0260056+0.00156182j 0.0326701-0.0133801j 0.0583774-0.0431348j 0.0255888+0.0640623j -0.0524862+0.0219399j -0.0286192+0.0356598j 0.0283242+0.00882907j 0.010662-0.0517999j -0.0613826-0.00794622j -0.0252936-0.0104635j -0.00929461+0.0358307j -0.0296283+0.00327751j -0.0235811-0.00333413j 0.0685955-0.010779j -0.0420449+0.02116j 0.0367754-0.00724977j -0.0336462-0.0227766j 0.00183525+0.00490396j 0.0292424+0.0261175j -0.00907885-0.0245405j -0.0510804+0.0186009j 0.0251963-0.0333869j -0.043979-0.0154575j 0.00881175+0.0270806j -0.0393933+0.00342913j 0.0342711-0.00700106j 0.00274837-0.0100602j 0.00817114+0.00157581j -0.0560354+0.0797362j -0.0135487+0.0453619j -0.0813421-0.0199281j 0.0194485-0.0056148j 0.00444779+0.0181275j 0.00717999-0.009758j -0.0164692+0.0762572j 0.0265711-0.00879181j 0.015649-0.019775j 0.00130966-0.0271045j -0.00761285-0.0149142j 0.00375728+0.00538308j 
0.0068462+0.00183144j -0.00682425+0.000932001j -0.0102+0.009879j -0.0150273+0.00463507j -0.0285495+0.0143942j -0.0217101-0.0134075j 0.0400309-0.000750529j 0.0783926-0.017345j -0.0127065+0.0761417j 0.062535+0.0811726j -0.0584051+0.0693506j -0.0381789-0.0501976j -0.145409+0.243329j -0.0381234+0.0934136j -0.175935+0.022835j -0.0423573-0.198178j 0.199346-0.162094j -0.136954+0.0220211j 0.175404-0.320661j 0.0489791+0.0154431j -0.178357+0.185136j -0.0101119-0.00043736j -0.0633034-0.281414j 0.0680976+0.0409854j -0.0373642+0.203264j -0.0331038-0.0527834j 0.132145-0.01862j -0.0282969-0.0513356j 0.0625399-0.0678173j -0.0573315+0.014823j 0.0571263-0.0535043j 0.0388381-0.0811741j -0.0153377-0.132772j -0.0725491+0.0618264j 0.0306598+0.0502026j 0.0873466-0.0453066j -0.0121844-0.0323061j 0.00325123+0.0154868j -0.0392828+0.0491991j 0.0257064+0.0365017j 0.0084086-0.0336864j 0.0260456-0.0124993j 0.0625581+0.0426164j 0.0126225+0.0309443j 0.0614626+0.0222124j -0.0296912-0.0164508j -0.0156284-0.00313363j -0.0264819-0.00224428j -0.0164986-0.0340356j 0.000546913-0.0172134j -0.0111486-0.0204054j 0.0150797+0.0270096j 4.77224e-05+0.00102852j -0.0212591-0.0260495j -0.0194694+0.00702965j -0.00354117+0.014116j 0.0182915-0.00739824j -0.00461001-0.00788739j -0.0473224+0.0443777j 0.00352523+0.0131263j -0.0400655-0.0169608j -0.0258816+0.0150311j -0.0604977+0.0482684j 0.0368742-0.0185683j -0.0305631+0.0330566j -0.00527438-0.0198973j -0.0303698-0.0195298j 0.00966154+0.0187634j -0.00232128+0.0160418j -0.0468851+0.050324j -0.0125156-0.00170352j -0.0197869-0.0132653j 0.0150312+0.0165041j -0.0162631-1.16576e-06j -0.0315601+0.00391229j 0.0287127+0.000683394j -0.0217134+0.0391471j -0.0121925-0.00415441j -0.022935+0.0351762j -0.0149609+0.0417195j -0.00524685+0.0190288j -0.0283197+0.00714872j -0.0178391-0.00858189j 0.00341437+0.0266752j 0.00427535+0.00376959j 0.0181046+0.00460312j 0.0328356+0.0061386j 0.00362433+0.0189095j 0.0117331-0.00015534j 0.0074252-0.0182068j -0.00455443+0.00878304j -0.00562626-0.0097621j -0.00195082-0.0142641j 0.0111016-0.00870543j -0.026466+0.00209699j -0.00572646-0.00305988j -0.000408194-0.0129083j 
0.00595627+0.00611874j -2.05709e-05+0.00408072j 0.0209288+0.0142871j -0.00838349-0.00623922j 0.0225147+0.06546j -0.0590882+0.0255487j 0.0508409-0.0128305j 0.00226858-0.069444j 0.0170019-0.0140811j 0.155602-0.0369514j 0.109007+0.0635166j -0.132811-0.0281172j -0.053007-0.0955542j 0.133473+0.126145j -0.0783905+0.153387j 0.0515902+0.128786j 0.10322-0.191217j -0.191303+0.0101651j 0.0449509-0.179843j -0.081679-0.0182965j -0.0970389-0.120898j -0.129759-0.0452887j -0.045786+0.174889j 0.0294186-0.00169942j -0.0365982-0.117272j 0.0473219+0.0909024j 0.0996697-0.0354485j -0.0258923+0.122638j -0.113667-0.00609152j 0.0922843-0.0324861j 0.0415072+0.0210327j -0.083399-0.0499967j -0.0274792+0.0596461j 0.0536321+0.0598494j 0.0575975-0.0275307j -0.0492462-0.0469592j 0.0222776+0.0228238j 0.0143174+0.0473995j -0.0794542-0.00518653j -0.0107608-0.0307036j -0.0522752+0.0421039j -0.0170276+0.0419309j -0.0102927-0.0050046j 0.0305669-0.0545221j 0.0238966-0.0546305j 0.0376104+0.0349612j 0.0255098+0.0477423j -0.0298975-0.0109566j -0.0206481-0.00268551j 0.0604136+0.0445162j 0.00211126+0.0398105j -0.0127223-0.0378334j 0.0384791+0.0123794j -0.0209936+0.0206104j -0.00350341+0.0238556j 0.0181995-0.0335892j 0.00872251-0.00751511j 0.0172656+0.00204984j -0.00472742+0.0548378j 0.00859288+0.0112765j 0.00527276-0.0238492j -0.00471707-0.0203882j -0.00448475+0.00584781j 0.0119706+0.0315017j -0.0190769+0.047407j -0.0139327+0.0175591j 0.0242108-0.0166125j 0.00431186+0.0326926j -0.00768304-0.0214625j -0.035059+0.0248975j -0.0259234-0.000109939j 0.0273515+0.0107122j 0.0172815-0.00878909j -0.0472571+0.073753j -0.0330867+0.032995j 0.0418743+0.00113508j 0.0533664+0.0458826j 0.0414464+0.00887259j 0.0365117+0.00451418j 0.0166736-0.0107441j -0.0438876+0.0297755j -0.0196098-0.000849336j 0.0189828+0.0144619j -0.015537+0.00776293j -0.0355028+0.00627812j -0.0096456-0.0356979j -0.0267104+0.00586931j 0.0509227-0.0586004j 0.0137673+0.0106808j 0.00303199+0.0114199j 0.00635904-0.00622415j -0.0125855+0.00949692j 0.00157783+0.0306541j -0.0192046+0.0409013j 0.0212481+0.00544644j -0.0009445-0.0121197j 0.00232921+0.00571601j 
0.0224594-0.00772591j 0.0302908+0.0108423j 0.00807729-0.0189609j 0.00508823+0.0130824j 0.0231853-0.00595117j 0.00531861+0.0107696j -0.0276816+0.0097375j -0.044375+0.0863228j 0.0150425+0.0380327j -0.0726436-0.0108325j -0.0486551+0.00332553j 0.109954+0.0310578j 0.0540521+0.0125619j -0.0810265-0.136476j 0.0617549-0.0674193j -0.0206031-0.0591178j -0.0673101+0.0887269j 0.109592-0.0501946j -0.0153152+0.117672j 0.0431191-0.000762309j 0.0523461+0.0715154j 0.0853724+0.0447155j 0.0673045-0.126263j -0.025515+0.0243984j 0.0213219+0.0594538j -0.000520514-0.0355338j -0.0653946+0.0147979j -0.0530184-0.0716691j 0.0577425+0.0199151j -0.0748002+0.0365173j 0.0229422-0.0500258j 0.0763856+0.0417747j 0.00344403-0.0620512j 0.0013632+0.0297812j -0.0765714-0.0144156j 0.0998376+0.0476178j -0.0497085+0.0058846j -0.0290685+0.00185804j 0.0797434+0.0499526j -0.0321206+0.094787j -0.0186626+0.0253451j -0.0119526-0.0496899j -0.00336031-0.0116499j -0.0676637+0.0786912j -0.0295105+0.00710315j -0.00815853-0.0797792j 0.0771108-0.0328009j -0.0153355-0.0337618j 0.00704673-0.0991684j 0.0155976+0.0497494j -0.0222229+0.024707j -0.00405715+0.04881j -0.00611032-0.0424576j 0.0340949+0.00109199j -0.00407999-0.0114098j -0.0569224-0.00719056j -0.00275523-0.00974513j 0.0181781-0.0166152j 0.0165129-0.0212164j 0.0306871+0.0227181j -0.0630195-0.0365992j 0.027661+0.010543j 0.00510473+0.0586264j 0.0423455+0.00682026j -0.0311331+0.0170982j 0.0422467-0.00632693j 0.0185121-0.0451942j 0.0179819+0.0224932j -0.0293849+0.0114545j 0.0149207+0.0822673j -0.0703935+0.014248j 0.0225772+0.0617387j 0.0554677-0.0335581j -0.013371+0.100828j -0.0878574+0.0250062j 0.0866588-0.0210737j 0.0906816+0.038656j 0.029746+0.0214479j -0.0321264+0.0036218j 0.0437773+0.0265801j -0.0223004+0.0102517j -0.0273611-0.0331108j -0.0658548+0.00530901j -0.022794+0.0310272j -0.0269439+0.00943206j -0.0816118-0.0220513j -0.0140311+0.0489664j 0.0674531-0.0627154j 0.0301265+0.116991j 0.0829807-0.0494814j -0.0203043-0.0165738j 0.0044999+0.0224486j -0.0236088+0.0368289j 0.0343871+0.0445707j -0.0208896-0.0107274j -0.00201182-0.0254731j -0.00278956-0.00578035j 
0.000267307-0.0138452j -0.00339153-0.006693j -0.0195558+0.0272591j -0.0206479-0.00307802j -0.0231539-0.0254958j -0.000760161-0.027573j -0.0345625+0.028565j 0.000504695-0.0208497j 0.00737284+0.00976874j 0.045252+0.101023j -0.15437+0.0309046j 0.0161998-0.00525208j 0.0792331+0.0239277j 0.0613847+0.0323754j 0.0156414+0.00773217j 0.00960482+0.115875j -0.0746313+0.0444598j 0.0567453+0.100279j -0.165241+0.0916218j 0.029331-0.101306j -0.001299-0.0508059j -0.0561773-0.0813124j -0.103264+0.00670228j 0.0665012-0.0074704j 0.176053-0.0519195j -0.0945977+0.0368273j -0.0198002-0.0823936j 0.026061-0.144103j 0.0320518-0.086057j -0.0592517+0.102135j 0.0892001+0.0563885j 0.0888631-0.0273212j -0.050646+0.0855715j -0.057983+0.0746356j -0.0109314-0.00890259j -0.0290584-0.0024828j -0.0701932+0.0458997j 0.0275374+0.00726299j 0.00773234-0.0465553j 0.0197024-0.00570798j 0.00546532+0.0495061j 0.0346809+0.0269147j 0.0486747+0.0207975j 0.00533413+0.00394794j 0.00866931-0.0136164j -0.0654126-0.0197732j 0.0618275+0.0829259j -0.0288366-0.00480566j -0.00949783-0.0202995j 0.0235373+0.0343497j -0.0299399+0.0336802j -0.0129165+0.0161062j -0.030127-0.0218153j -0.0300364-0.0328337j -0.0152044+0.0348112j -0.0362276+0.0351268j 0.0247328+0.01423j -0.00979828+0.00211729j 0.0292456-0.00491101j 0.0603895-0.0451092j 0.00354969+0.0198827j 0.0488779+0.0426491j 0.00142975+0.0198104j 0.0137005+0.0109052j -0.0235428-0.0637767j 0.0169687-0.0165259j -0.0117619+0.0374733j -0.00974023+0.0596618j 0.0314403-0.0159896j 0.0491471+0.0583765j -0.00390965-0.00455545j 0.00292261+0.0242177j 0.0473311-0.0521215j 0.0178715+0.000374322j -0.0301216-0.0310752j 0.000264805-0.0340613j -0.0261375+0.000477076j -0.0509555+0.0178275j -0.0195657-0.00545787j -0.00214279+0.0282687j -0.0395978-0.0208473j -0.0017397-0.0403207j -0.0147845-0.0135491j 0.000816+0.00166906j 0.0287557-0.0359724j -0.056681+0.0185791j -0.0569117+0.0321885j -0.0195158-0.0563674j -0.0418384+0.00340771j 0.00932734+0.0429419j 0.0157817-0.0163869j -0.00797207+0.0340959j -0.0180546+0.0270205j 0.0262727-0.0286176j -0.0118211-0.0243397j 0.0276899+0.00151047j -0.000445169+0.0165442j 
-0.0199038-0.00429955j 0.0170684+0.0212809j 0.0316384-0.0131485j 0.0110394+0.00209028j -0.000527489-0.00901248j 0.0235851+0.0105755j -0.0144225-0.0179967j 0.0427395+0.0187798j -0.0190565+0.0219895j -0.10581+0.0377715j -0.0130387-0.0971709j 0.0414394+0.04333j 0.0625977-0.0386278j -0.0674932+0.057251j 0.0263792-0.0284366j 0.0332728+0.0741499j -0.0403465+0.0922602j -0.0441661-0.0458845j 0.014973+0.0723371j 0.0614797-0.0447934j 0.0781696-0.0717406j 0.0333692-0.0939918j 0.00230764+0.044015j -0.0631896+0.0961318j 0.0598229-0.0154592j 0.0514133-0.10503j 0.0357489+0.0709415j 0.149153+0.0612544j 0.0371128+0.0589228j -0.0770122+0.0198888j -0.0302223+0.0943581j -0.00718375+0.13036j -0.119607+0.0352787j -0.0109689-0.047962j -0.0303076+0.0561702j -0.0082261+0.0492469j -0.0629131-0.0317577j 0.0606588+0.00552171j 0.0760831-0.0602081j 0.0588632-0.0535826j 0.0347132+0.00241152j -0.0524405+0.0443899j -0.0540077+0.0681591j 0.0458831-0.0229809j 0.0601898-0.0316557j 0.0884275-0.0572942j -0.0228887+0.0179266j -0.029404+0.0224825j 0.0251585-0.0225578j -0.000255712-0.0142707j -0.0643364-0.0330508j 0.0191911+0.00914421j -0.00301937-0.0113651j -0.030424-0.0187401j -0.00940964-0.0184515j -0.0108884-0.0312961j 0.0404456-0.0292684j -0.0140062-0.000228864j -0.0160601-0.00215461j -0.0191898+0.0352732j 0.0145346+0.00956263j 0.0282217-0.0729105j 0.0181372+0.00602649j 0.0607161-0.0147179j -0.0216771+0.0378723j -0.0663054+0.00966441j 0.0380266-0.0246478j -0.00602815-0.00126447j 0.0453406-0.0113113j -0.0182751-0.00521443j -0.0449174-0.0202095j -0.0260869-0.0277688j -0.0170893-0.0354966j -0.0434152+0.03376j 0.0243448+0.0429376j -0.0286676-0.00887437j 0.0511974+0.0321441j 0.0392302+0.0233298j 0.0255793-0.0172414j -0.0116413+0.0311396j -0.051671+0.0126163j -0.0426761-0.0025362j 0.077543+0.00269351j -0.0570041+0.00850488j -0.0249872+0.00178809j 0.0148416-0.0217276j -0.011023-0.0244575j 0.036579-0.0166743j -0.00739991-0.00755495j -0.0141773-0.0116112j -0.0161803+0.0227416j 0.0206739-0.0157513j -0.0119538+0.0136961j 0.0309236+0.0495532j 0.066185-0.0392491j 0.00729919+0.00998649j -0.0733067+0.0376997j 
