-0.00274981+0.00408172j 0.00467225+0.000905602j 0.0084118-0.00651531j -0.00625187-0.00308882j 0.00663583-0.00377543j -0.00375293-2.16763e-05j 0.0055923-0.0121246j -0.0104408+0.00202125j 0.000604734-0.00459453j -0.0112442-0.00204389j 0.0041316+0.00273296j 0.0029978-0.00240244j 0.010576+0.00771134j -0.0152772-0.00452868j 0.00212915-0.00267805j 0.00444949-0.00980886j -0.00349286+0.000473043j -0.0177579-0.000525681j -0.00995222+0.00178536j 0.00818713-0.00260342j -0.016172-0.00600181j -0.0080345-0.00435969j 0.00194194-0.00262632j -0.0104683+0.00287147j -0.00510046-0.0071718j 0.00415613-0.00302617j 0.00955601-0.00219049j 0.00142181+0.000199196j 0.00203026-0.00333403j 0.000495549+0.001123j -0.00267272-6.51065e-05j -0.00118417+0.000481828j -0.000613792-0.00188099j -0.000585011+0.00227364j 0.000265663+0.00162089j -0.00146603+0.00134048j -0.0018077+0.000239829j -8.27972e-05+0.000560695j -0.00210952+0.000734541j -0.00259757-0.000288725j -0.000872302-0.00048821j -0.000169328+7.82672e-05j -0.000987848+0.000685974j -0.000740857-0.000271666j 0.000159331-0.00046068j -0.000108378+0.000625455j 0.00369611-0.000511302j -0.000721537-6.97742e-05j 0.000336418-0.00127525j -0.00143463+0.000520883j -0.00268457+0.0020951j -0.000966381-0.000887349j 0.00285389-0.000237992j -0.00421229-0.00115876j 0.00211216+0.000165137j 0.0003556+0.0013212j -0.00149417+0.000901488j -0.00112211-0.00103298j 0.000517482+0.00107673j 0.00108448-0.00144627j -0.00033025-0.00140717j -0.00197885+0.000226709j -0.00146102-0.00252999j 0.00192008+1.63737e-05j 0.00194646+0.000140761j -0.00182962-0.00090211j -0.00211009+0.000519506j -0.00204683-0.000793597j 0.00138024+0.00240094j -0.00135035-0.00218186j -0.000211798-7.87565e-05j -0.000345169-0.00106663j -0.000669688-0.000188888j -0.00109923-0.00133139j -0.000415753-0.000744396j -0.00012721+0.000578207j 0.000921777+0.000643274j 0.000794477+0.00170315j 0.000457796-0.000697259j -0.000463933+0.00123648j -0.000182487+0.00126598j -0.000243296-0.00026698j -0.00150446-0.000321435j 0.000332512+0.000898809j 0.000280841-0.00189302j -0.000192856+0.00229544j 0.00126079+0.000364786j 0.000395999-0.00102125j -0.00373228-0.00283518j -0.000155954-0.003107j 0.00225098+0.00223814j -0.000390818+0.00268568j 
0.00229697+0.00311377j 0.000141834+0.00579065j 0.000769073-0.00200608j -0.00270413-0.000835147j 0.00185211+0.00323881j -0.00228643-4.16558e-05j -0.000639356-0.000389535j 0.00444263-0.00285811j -0.000792597+0.0029294j 0.000687963+0.00493967j -0.00143704-0.00180813j 0.000718022-0.00602092j 0.000754885+0.00149883j 0.000726276-0.0026742j -0.00405033-0.00326882j -0.0038158+0.00348777j -0.006218+0.00400242j -0.00314723+0.00398104j -0.000332975-0.00298234j 0.00342734+0.00337395j 0.00268301+0.00404547j 0.00285361-0.00637353j -0.000869862+0.00064105j 0.00094718-0.00413248j -0.000318994+0.00261964j 0.00234953-0.00156021j 0.00342033+0.00222133j 0.00236791-0.0028405j 0.000709286-0.00210898j -0.00183248+0.00377163j 0.000204768+0.00158054j -0.000676068+0.000144963j 0.00140638+0.000879342j -0.00390554+0.00339176j -8.421e-05-0.00135249j -0.000759406-0.00137793j -0.00308774+0.00630832j -0.00270694+0.000608726j -0.000214386-0.00111042j -0.00301443+0.00170514j -0.00118763+0.0026975j -0.000210419-0.000313866j 0.0034349-0.00250058j 0.00212963+0.00335713j -0.000940518-0.00390037j 0.00517427+0.00378384j -0.00314711-0.00130714j -0.000276288-0.000259108j -0.00344615+0.0020522j -0.000122429+0.00207385j 0.00283189+0.00440487j -0.00401381-0.00169601j 0.00265496-0.00107193j -0.00067023-0.00299904j -0.00464247-0.0057913j 0.000551929+0.00164663j 0.000127811+0.000790178j -0.00143325+0.00474344j -0.00356622+0.00382199j -0.000421561+0.00112055j -0.00594577-0.00125327j 0.000791784-0.00384529j -0.00219102-0.00119999j -0.00526518+0.00120247j 0.00111441-0.000572302j 0.00227494+0.000474267j -0.00167495+0.00159573j -0.00144951+0.000896256j 0.00090175+0.0011833j -0.0018-0.00126453j 0.000760007-0.0033005j 0.000643986-0.000621368j 0.00114373+0.00154072j -0.000724304-0.000812646j -0.000319984-0.000298495j -0.000357726+0.000606785j 0.00201247+0.00320899j -0.000633067-0.00276068j -0.000531936+0.00261116j -0.00106276+0.000839714j -0.000537085-0.00210344j 8.15333e-05+0.00214527j 0.00184214-0.000123832j -0.000859642+0.0017008j -0.00017547+0.00403058j 0.000804309-0.00425436j 0.00231768+0.000981628j -0.00263584+0.0012418j 0.00208698-0.000398482j -0.00346425+0.00169087j 0.000825636+0.00272184j 0.00300583+0.00163736j 
0.00443549-0.00172063j -0.00204043-0.000594168j -0.000724082+0.00272948j 0.00150244-0.000617758j -0.00140648+0.00451499j 0.00456536-0.00367857j 0.00185711+0.000472397j 0.00431874-0.00377457j 0.00459718-0.00641483j -0.00794485+0.00186619j -0.000505451-0.000244268j 0.00444294-0.00235315j 0.00134026+0.00436069j 0.00273726+0.00368146j 0.00580011-0.00494722j 0.00175193+0.00208008j 0.0105089+0.000953534j 0.000638043+0.00352454j -0.00256244+0.00267776j -0.00920356+0.00383015j -0.000263397-0.00497543j -0.00298398+0.00572226j 0.00554756+0.00384444j -0.00352092-0.00144723j -0.00291407+0.00423895j -0.00183454+0.00148916j 0.00394973-0.00740294j -0.00703434+0.00927453j -0.00162012+0.00137178j -0.000507151+0.00129043j 0.00406961-0.00221717j 0.000768422+0.00186819j -0.00131028-0.00295913j -0.00149879+0.00153738j 0.00689667-0.00387613j 0.00345861-0.0042617j 0.00221142-0.000239679j 0.00513722+0.0023887j 0.00298471+0.00131619j 0.00169593-0.00336238j 0.00232868-0.0026949j 0.00211233-0.00126589j 0.00192359-0.00533971j 0.000449528-0.000567686j -0.00221077+0.00370506j 0.00261653+0.000684583j 0.00285286-0.00125145j -0.00182427-8.61954e-05j 0.00438459-0.00131452j 0.00779216-0.00153482j -0.00419893+0.00209578j -0.00451632-0.0038333j -0.00301521+0.00133538j -0.00900551+0.00628158j -0.00327544+0.00356576j -0.00154478-0.00118205j -0.000525221-0.00355317j -0.00353737-0.00877594j 0.00168983-0.00537261j 0.000506008-0.00105318j 0.000710321-0.00525643j 0.0021639+0.00147426j 0.00090839+0.00297866j 0.00526908-0.00198548j 0.000792615+0.00121239j -0.00637948-0.000441338j -0.000502737-2.64041e-05j -0.00238813+0.00255545j 0.000319848+3.09375e-05j -0.000156926+0.00193913j -0.00231939+0.00172804j 0.000219001+0.00128007j 0.000256294+0.000709509j 0.00048383+0.00114332j 0.000214657+0.000157931j -0.000352733-0.00137515j -0.00042755-0.00457426j -0.00590443+0.000627638j 0.000632173-0.00169539j 0.000918123+0.00162026j -0.00047657+0.00210147j 0.0027812-0.00203341j -0.00248135+0.00605592j 0.00034535-0.000243416j 0.000916975-0.00122396j -0.00764039+0.00370719j 0.00410229-0.00226789j 0.00410596+0.00176923j -0.00203914-0.00296314j 0.005469+0.000582832j 0.000407363+0.00150816j 0.00136765+0.0019133j 
-0.000453037+0.000634341j -0.000458199+0.000319051j -0.00372028-0.00391096j 0.000281288-0.00098396j 0.000736131-0.000152673j 0.00379573-0.000305606j 0.000833772+0.00253691j 0.00150089-0.00101361j -0.00222086+0.00128527j -0.000908849+0.00307689j -0.00232754+0.00501494j 0.00670251+0.000908585j -0.000148309-0.000879932j 0.000860957-0.00476208j -0.000715334+0.00111567j 0.001549-0.00122885j 0.00256668+0.00137265j -0.00178983-0.00314889j 0.003671+0.00311044j -0.000197992-0.00379788j -0.00256557+0.000395245j -0.0028796+0.00483905j 0.00115243-0.000594219j 0.000366432-0.00148873j -0.000546195+0.00107572j 0.00189365+0.00124295j 0.00136269-0.000101259j -0.00402765-0.00155433j 0.00278579-0.000115564j 0.00178197+0.000756217j 0.00183478-0.00104033j -0.00017463+0.00311746j -0.00225297+0.00371244j 0.00328959+0.00248977j 0.00950232-0.00936315j 0.0013428-0.00556504j -0.000686687-0.00416546j -0.0117938+0.00135411j -0.00242224-0.000252611j 0.00317994-0.00208154j -0.00221572+0.00362823j 0.00478764+0.00168635j 0.00600407+0.000327644j 0.0116311-0.00680213j -0.00780156-0.00295041j -0.00438672-0.00369899j 0.00153157-0.000836278j -0.00409737-0.00255731j 0.00712151+0.00410001j -0.0140746+0.00360427j -0.00253373-0.000829027j 0.000713695+0.000359435j 0.00125405+0.00120514j 0.00381298+0.00412425j -0.000172454-0.0014396j 0.0104051+0.00347735j 0.00555198+0.00417983j 0.00835255-0.00253517j -0.00373804-0.00187421j -0.00365231-0.000183025j -0.0105056-0.00363175j -0.00325883-0.00105494j 0.00277726-0.00259716j 0.00269422-0.0032446j -0.00134818+0.000246094j 0.00445434+0.0029285j 0.00126914+4.17782e-05j -0.00282455-0.00152246j -0.0016111+0.00154565j 0.00210195-0.00206696j 0.00521937-0.000966972j 0.00271798-0.00115133j 0.00141309-0.00394201j -0.000727982-0.00385072j -0.00293294-0.00031058j -0.00101954+0.00224612j 0.00228387-0.00366148j -0.000901809+0.00246379j -0.00014126-0.00245979j -0.0100858+0.00448804j 0.00316466-0.00336959j 0.00478055+0.000398765j 0.00339947-0.00166761j -0.00954483-0.010462j 0.00526935+0.00312425j 0.00302903-0.000217923j 9.87994e-05-0.00110542j 3.2518e-05-0.000533483j 0.00173494+0.00103514j 0.000861642-0.00117528j -0.00116671-0.000132142j -0.000677779-0.000558823j 
0.00101429+0.000520054j 0.000442271-0.00180783j 0.00284696-0.00597065j -0.000389732-0.00125601j -0.00142256+0.00173562j -0.000343473+0.00397532j -0.00332553+0.0021813j 0.00149077+0.00494822j 0.000997193+0.000374837j 0.00247484-0.00418821j 0.00168462-0.00286083j -0.00228331+0.00333887j -9.56313e-05-0.000442394j -0.00813935-0.00297915j -0.00108655-0.00400598j 0.00153267+0.00286087j -0.00682141+0.00752013j 0.00445382-0.00341508j 0.0015664-0.00132496j -0.00204271-0.00167111j 6.68764e-06-0.000157472j 0.00177667-0.00235712j -0.00193443+0.00343163j -0.000594718+0.00125628j -0.00279542+6.1921e-05j 0.00191699-0.000424039j 0.000664316-0.0005846j 0.00016137-0.00382007j 0.0022976-0.00266028j -0.00242493+0.00108635j -0.00161425+0.0031992j -0.00279835+0.000548914j 0.00200295+0.00218386j -0.00163666+0.00378586j 0.00430276+0.00179058j 0.00781122-0.0053532j 0.00392157-0.00256212j 0.00118314-0.00343038j 0.00381992-0.000551946j 0.00358527-0.00288614j 0.0071887-0.0039834j -0.00617015+0.00795724j 0.00609577+0.00341732j 0.00273576+0.00456035j -0.00144403-0.00609638j -0.0137941+0.00316732j -0.00335074-0.000693041j 0.00631568-0.00757314j 0.00265209+0.0029766j 0.0035098-0.00171611j -0.00933236-0.00217853j -0.00322958+0.00318212j -0.00379586+0.000916147j -0.00731058+0.00215824j 0.00667875-0.00379544j 0.0131471-0.000262425j -0.00679578+0.00710459j 0.000362457+0.00502267j -0.00360438+0.0040511j -0.00757859+0.00425142j 0.00840894-0.00783341j 0.00240428-0.0032692j -0.00246869+0.00372665j -0.00475672+0.00477988j 0.00332195+0.000291182j -0.00483597-0.00191482j 0.00302515+0.00425589j -0.00176997-0.000534337j 0.00384907-0.00208206j 0.000711488-0.000423725j -0.000701186+0.00323739j -0.00291037+0.00034215j -0.00370178+0.000998416j 0.000316011+0.00119502j 0.00267706-7.64753e-05j -0.000293297+0.000531823j -0.00656714-0.00154686j -0.00150324-0.00202064j 0.00049988+0.000994002j 0.00439131-0.00124685j 0.00204445+0.00357371j -0.00543433-0.00161928j -0.00726097-3.0723e-05j -0.000131991-0.00632211j 0.000151411+0.00159686j -0.00261343+0.000720803j -0.00525151-0.00106041j 0.000155871+0.00205854j -0.000199359+0.000858792j 0.000654239+0.00217481j 0.00118052-0.000716663j -0.000374165+0.000724686j 
0.001711+1.05612e-05j 0.000285472-0.00225252j -0.00436236+0.00424606j -0.00324535+0.00305832j 0.00286942-0.0028962j 0.000610629-0.00170638j 0.00211479-0.00565661j 0.00306598-0.00133897j 0.00360014+0.00251165j 0.00392234-0.00129935j 0.00843276+0.000685691j 0.00028762-0.0041775j -0.0026915-0.00258101j -0.0043264+0.00267142j 0.0024671+0.00493571j -0.00146145-0.00182201j 0.00517252-0.00768968j -0.00905824+0.000452271j -0.00251078-0.00332945j -0.00346141-0.000448154j 0.00357059+0.0033329j 0.00444454+0.00341957j 0.0002212-0.00172869j 0.00239706-0.00658755j 0.00108599-0.00253862j -0.000398678-0.00470023j -0.000620935+0.00136863j -0.00447949+0.00422194j 0.00237296-0.0013108j 0.00341378+0.000389467j 0.00261842-0.00234585j 0.000533229-0.000802198j 0.00168305+0.000763762j 0.000949359-0.00534456j -0.00548115+0.0042975j -0.000260089+0.000777688j -0.005235+0.00394932j -0.00225719+0.00831314j -0.00378021-0.000300673j 0.00394773-0.00370651j -0.000615296-0.00218133j 0.00243756-0.00359151j 0.00522236+0.00180382j -0.00184712-0.0010729j -0.00757811+0.00779814j -0.00906778+0.0112057j 0.00342059-0.0014652j -0.00999596+0.00886762j 0.00382219-0.00605925j -0.000723987+0.00748099j 0.00155762+0.000121401j -0.00811575+0.00338615j 0.00239293-0.00418936j 0.00279895-0.0083613j -0.000185084-0.00113138j 0.00137619-0.00383779j 0.00102235-0.00903349j 0.0028338-0.000321j -0.00219655+0.00529695j -0.00254835+0.0087733j -0.00507736+0.0049311j -0.00043949-0.000779568j -0.000313383+0.00152929j -0.00284747+0.00370502j 0.00225477-0.00462252j 0.00293644-0.00289757j -0.00156104+0.00298911j 0.00510096-0.000794324j -0.000836647+0.00135495j 0.00238936-0.000851271j 0.00203025-0.00199328j -0.000297282+0.000930231j 0.000268314+0.000213869j 0.00164709+0.000813184j -0.00217682-0.000772672j 0.00264513+0.000865467j -0.000152751-0.00159115j 0.00249024-0.00189957j 0.00175006-0.000178133j 0.00166359-0.00157247j 0.000513841+0.000132014j 0.000383348-0.00150807j 0.00101665+0.00164678j -0.00231567+0.00115866j -0.0021639-0.00145078j -0.00370117+0.000531676j -0.00357215+0.000832597j 0.000460772+0.0021576j -0.000954033-0.000540545j -4.33785e-05-0.00014262j 0.00281726+0.00101619j -0.000678895+0.00184387j 
5.00119e-06+0.000770248j -0.000587753+8.86941e-05j -0.00197202+0.00212347j -0.00120318+0.00377088j -0.000608531-0.00072411j 0.000708319+0.000666749j -0.00127111-0.000726718j 0.00137667+0.00458438j 0.00212964-0.00220609j -0.00108948-0.00909643j 0.00609679-0.00995224j 0.00145488+0.00354216j -0.00168809-0.00134467j -0.00615826+0.00670903j 0.000981753+0.00629183j -0.000478921-0.00150338j 0.00193154+0.00255156j -0.00250709-0.00220244j -0.000194762-0.00286439j -0.00528085+0.00104359j -7.02576e-05+0.0015505j 0.00616955-0.00551488j -0.00331969-0.00284256j 0.00291762+0.00261907j 0.00174579-0.00188781j 0.00227538-0.00334029j 0.000181652+0.00424077j 0.000805519+0.00365009j 0.00383942-0.00342747j 0.00137762-0.00242582j -0.00402061+0.000446317j 0.0013986+0.000694001j 0.00621021-0.00257712j -0.00128894-0.0014014j -0.000474867+0.00254493j 0.00226728-0.00163518j -0.00209047-0.00419656j -0.00544443+0.00473907j -0.00293359-0.00187012j 0.00224598-0.00284909j 0.00159732-0.001962j 0.00261872-0.00135562j 0.00534533-0.00599604j -0.00435012-0.00285271j -0.00503021+0.00511674j -0.00960199+0.0100097j -0.000172128+0.00472865j -0.00288303+0.00113724j -0.00138037-0.000455513j 8.15647e-05+0.00034577j -0.00428178+0.0068364j 0.00449072-0.000182818j -0.000327779+0.00369458j 0.000780653-0.000872808j 0.00620154-9.50836e-05j 0.00454957-0.00470926j 0.000728237+0.00208348j 0.00364183-0.00212189j 0.000740402-0.00284548j 0.00474723+0.00247602j 0.000874934-0.00330662j 0.00737181-0.00122635j 0.00237139-0.00079542j 0.00064469-0.00210387j 0.0057611-0.00084279j -0.00193143-0.0021013j 0.000376481-0.00362109j 0.00500496-0.00376592j 0.000419483-8.06296e-05j 0.000129395-0.00194656j 0.00172916-0.00147044j 0.000257643+0.000148489j 0.000919685+0.000583459j -0.00335994-0.000545246j -0.000971763-0.00293723j 0.00285356-2.42439e-05j -0.000871129+0.00392647j 0.000265929-0.00114463j 0.000403921+0.000579751j 0.00334969-0.000810114j 0.00318287-0.000260756j -0.000506212+0.00427039j 0.00639081-0.0013237j -0.00148966+0.001542j -0.0045216+0.00121376j 0.00551826-0.00104065j -0.000245331+0.00187988j 0.00108261-0.000963994j 0.0054693-4.8218e-05j -0.000697653+0.00144396j -0.00291002-7.84509e-05j 0.00169332-0.000355023j 
0.00129831-0.00309443j -0.00339946-0.0022109j 0.00432027+0.000489926j -0.0012894-0.0020946j 0.00135527-0.000985642j -0.000923119-0.000407761j -0.00135219-0.00092915j 0.0019844+0.00251968j -0.00637358-0.00287165j -0.00136366-5.79579e-05j 0.000146569+0.00171672j 0.00143236+0.00463545j 0.000452535-0.00190662j 0.00119219+0.00153263j 0.00368614-0.00378964j 0.00145854-0.00713883j -0.00450047-0.0134629j 4.7246e-05-0.00547905j 0.00221529+0.0026517j 3.07692e-05+8.89137e-05j -0.0026507+0.00140877j 0.00313946+0.00720716j 0.000164653-0.00304563j 0.000950663-0.0007825j -0.00208835-0.00406183j -0.00219705+0.00303848j -0.00463124+0.00169172j 0.00398069-0.00217465j 0.00572724+0.000246913j -0.00341886-0.000745657j -0.00291896+0.00411358j -0.0035211-0.00115175j -0.00507266+0.000693314j 0.0029115-0.00555375j 0.000520985-0.00138883j -0.00164001+0.000281611j -0.00801136-0.00733515j 0.00584526-0.00656893j 0.0017426-0.00541101j -0.00405144-0.00359718j -0.00417638-0.0011522j -0.00421816+0.00282602j 0.000905479-0.000808753j -0.00143589+0.00577749j 0.00764499-0.00423914j -5.48688e-05+0.00481969j 0.00274459-0.00327203j 0.000120328+0.000500788j -0.00117798+0.00596636j -0.00240442-0.00310357j 0.00114651+0.0044806j -0.00682988-0.000201138j 0.000614636+0.00452675j 0.00362689+0.000643016j 0.000268331-0.008004j 0.000308093+0.00254031j 0.00135596+0.00693561j -0.00256181+0.00254302j -0.00498558+0.00250801j -0.000943947+0.00256334j -0.000952143-0.00530468j -0.000305595+0.00172334j 0.00647946+0.00183902j -0.00552693-0.00172593j -0.00176419-0.00341014j 0.00136801+0.00328524j -0.000944997+0.000211014j 0.00535208-0.000705849j 0.00343252-0.000797796j -0.00273034-0.000482091j 0.00779574-0.00152434j 0.00400554+0.00155631j 0.00119598+0.00104557j 0.00182486-0.00283748j 0.00210528+0.00181747j -0.00148669+0.00191102j -0.00362618-0.000282734j 0.00259262+0.000249127j -0.000408088+0.00255944j -0.0044792+0.00248772j 0.00760916-0.00675211j -0.00340563-0.00217767j 0.0110434+0.00476209j 0.00135433+0.00113782j -0.00265821-6.72729e-05j 0.00859375+0.00373869j -0.00305236+0.00159169j 0.000107357+0.00302263j 3.27171e-05+0.00131709j -0.000607933-0.00107635j 0.00164992+0.00303037j -0.000198105+0.00455996j 
0.000470839-8.77089e-05j 7.90865e-05-0.00254266j -0.000496073-0.00247512j 0.00046923+0.00281258j 0.000587022-0.00226574j 0.00138472+0.0011121j 0.0014285-0.00250885j 0.000740596+0.00109779j 0.00235737-0.00184495j -0.00264497-0.00601252j 8.11282e-05-0.0083471j -0.00118035+0.00611748j -0.000442716+0.00256112j 0.00131555+0.00411138j 0.0027322+0.00477669j -0.00163604+0.00166477j 0.00271726+0.000987825j -0.000549529+0.00133787j -0.00235476+0.00336753j -0.00398454+0.00186792j -0.00141382-0.00126642j -0.00135339-0.000273736j 0.000590734+0.00128498j 0.000656331-0.000874312j -0.00295259-0.00514011j -0.00167736-0.00158413j -0.00343749+0.00572854j 0.00206451-0.000130139j 0.001684+0.00171455j 0.00263927+0.00078451j -0.00225383+0.00245911j -0.00322084+0.00329573j 0.00051322-0.00459005j -0.00282926+0.00576324j 0.00165955+0.000397582j 0.00586542-0.00677398j 0.00109947-0.00308772j 0.0050259-0.00689563j 0.00443127-0.00769635j -0.000567026-0.00772713j -0.0030159+0.00379792j -0.000527647+0.000278957j 0.00214523-0.00948762j -0.00310544+0.00338372j 0.00283644-0.00351099j 0.00128311+0.00781676j 0.00502276+0.0081893j -0.000178012-0.0053358j -0.00921948+0.0153687j 0.00196947-0.010987j -0.00229765+0.0109442j 0.00238392+0.00398422j 0.000283748+0.00806726j -0.00215434+0.0108888j 0.00592708-0.011231j -0.00266065+0.000624936j -0.00220272+0.0155782j -0.00599312+0.0052336j 0.00158041-0.00692031j 0.000934032+0.00454769j 0.000336739-0.00800244j 0.000302119-0.00613064j -0.00382275+0.00385293j -0.00435073+0.00256351j -0.00061707-0.0019262j -0.00187285+0.00200397j -0.00313496-0.000185321j 0.0033487+0.000826457j -0.00388392-0.000602038j 0.00129436-0.000760469j 0.00338215+0.00155603j 0.00696333+0.00145094j 0.000996733+0.00083303j -0.00704242-0.00208836j -0.00409763+7.47043e-05j 0.00080259-0.000528987j 0.00698233+0.00148105j -0.00101929+0.00482061j 0.00245966+0.00197571j -0.00517046-0.00698039j 0.00523156-0.00106411j 0.0140673+0.00938139j 0.00194792+0.00632203j 0.000356274-0.000718205j -0.0037555-0.000477495j -0.00314339+0.00210909j -0.00188347+0.00028925j 0.000375502-0.00119777j -0.00270113-0.00235553j 0.00172118-0.00212843j 0.00104359+0.000789966j -0.00193609-0.00160635j 
0.000658872-0.00178966j 0.00139667-0.00022481j -0.0033708+0.000461012j -0.000816469-0.000996801j -0.00281678+0.00270787j -0.00183807-0.000220233j 0.00133487+0.00494943j -0.00382198-4.22358e-05j 0.00128717-0.00208776j -0.00168925-0.00235835j -0.00253131-0.00873943j -0.00174726-0.00131691j -0.00108596+0.00135959j -0.0065583+0.0066572j -0.00323411-0.00793382j 0.00312792+0.00119979j 8.63093e-05+0.00963418j 0.0048235-0.00188984j 0.0037787-0.00513737j -0.00532819+0.00815213j -0.00442354-0.00116591j 0.00476061-0.0103092j -0.00242016+0.00297579j -0.00436935+0.00872574j -0.000597142+0.00621409j 0.000406726-0.00304663j -0.00283029-0.00644045j 0.000564268+0.00169855j -0.00315605-0.0014365j 0.00295364-0.00393574j 0.00688249+0.00153733j 0.00152055+0.00528138j -0.00207937+0.000682465j 0.00773567-0.004359j -0.0033197-0.00160186j -0.00781921+5.38141e-05j -0.000133825+0.000502836j 0.00516711+0.00140222j -0.00127208-0.000122744j -0.000930363+0.00308941j 0.00338909-0.00290537j 0.0027629+0.000156147j -0.00861206-0.00588709j 0.00142262-0.00320258j -0.00195433+0.0016533j -0.00139848+0.00444622j 0.00232078+0.00176807j -0.00444657+0.00181321j 0.00630634-0.00211182j -0.000268851+0.00203831j 0.0033601+0.0030988j -0.00105974+0.000817359j 0.00340337-2.30704e-05j -0.000574246+0.000833983j -0.00736655+0.00669302j -0.000122728-0.00631336j 0.00555459+0.00188978j 0.00788132-0.00232637j -0.0027757+0.00108334j 0.000666059-0.00101333j -0.00489428+0.00385029j -0.00587931-0.000127375j -0.00694602-0.001649j 0.000971269+0.000953168j 0.00157084-0.000607516j 0.00132883-0.00110003j -0.00416347+0.000149945j -0.00200862-0.000702517j -0.000521812-0.00216581j -0.00265347+0.00114301j -0.000249212-0.00525362j -0.000559493-0.00187151j 0.0040756+0.000423786j -0.000920994+0.000504729j -0.000284404+0.00058726j 0.00113988+0.000723148j 0.000999414-0.0015997j 0.00282268+0.00358434j 0.00196233+0.000553176j -0.00328554+0.00220477j 0.000265484-0.00130311j 0.00277017-0.0006344j -0.00114045-0.00409251j -0.00106869+0.00479049j -0.00176766-0.00201226j -0.0025989-0.00243342j 0.0028147-0.000891516j -0.00222993-0.00176775j -0.00104365-0.00163352j -0.00228317+4.03012e-05j -0.000404171+0.000434205j -0.00367083-0.000610392j 
0.000924148+0.00189507j -0.00203332-0.000398299j -0.000546293-0.0016801j -0.000456014+0.00160454j -1.09989e-08+0.000180323j -0.000538281+0.00293838j -0.000964993+0.00327375j -0.00132931+0.00274596j 0.00100517+0.00202611j -0.00341591-0.00249201j -0.00258968-0.00320241j -0.000739195+0.0031962j -0.000591363-6.69099e-05j 0.00092973+0.000497001j -0.0016803-0.00194477j 0.00147678+0.00145701j -0.00256522+0.00662501j 0.00352463-0.00109459j -0.000807585+6.81987e-05j -0.000769483-0.00317015j -0.00270308-0.00225001j 0.000798334-0.0070085j -0.000132363+0.0024562j -0.000272084+0.00107075j -0.00279068+0.00298335j -0.00073051-0.000175442j -0.001107+0.000474305j 0.000350472-0.00104156j -0.000935359+0.00121j 0.00353597-0.000437792j 0.00197551+0.000651426j -0.0028093+0.000267523j -0.00580357+0.000898702j 0.00196361+0.000795311j 0.00532643+0.00296342j 0.00145884+5.08687e-05j 0.00268117-8.53467e-05j -0.000334115-0.00440845j -4.36911e-05+0.0010337j -0.00191846+0.00113398j -0.00328892-0.000835203j -0.000140316+0.0024517j -0.00419764+0.00623089j 0.00448591+0.00376884j 0.00186392-0.00292434j 0.00575905-0.00450489j 0.00701764-0.00196666j -0.00253759-0.0016455j -0.000800892-0.00151743j -0.00622038-0.00211529j 0.00571971-0.0020324j 0.00179785+0.000930581j 0.00223683-0.00151972j 0.00143279+0.00187839j -0.00618168+0.00783547j -0.0014948+0.00705024j 0.0022954+0.00184852j 0.00193108+0.00452653j -0.00233703-0.00127517j 0.000214133-0.00245492j -0.00191505-0.00230354j -0.00669149-0.000393843j -0.00329481+0.000578476j -0.0016083+0.00216861j 0.000652853+0.000567854j 0.00229729+0.00113214j 0.000262942+0.000325228j -3.72292e-05-7.61294e-05j -0.000191808-7.75463e-05j 0.00227125-0.00101741j 0.00696916-0.000111792j 0.00666927-0.00114247j -0.000200466+0.002039j -0.00547423-0.00177458j -0.000380457-0.00128893j 0.00125473+0.000920604j 0.000398783+0.00254448j 0.0027059+0.00155339j 0.00180371+0.00203764j -0.00494742-0.00455933j 0.00446341+0.00117939j 0.00548988+0.00467843j 0.00534327+0.00200916j -0.00164632-0.00435342j -0.00253864+0.00398864j 0.00377447-0.000626124j 0.00252687-0.000267985j -0.000702975-0.000301974j 0.00152315+0.00116716j -0.00124509+0.000792445j -0.00137027+0.00151313j -0.001969+0.00162526j 
