-0.0168944-0.18966j 0.0516783+0.187733j -0.0561006-0.0784421j 0.11414+0.518119j -0.287615-0.219061j -0.0338117+0.285022j -0.000727713-0.60685j -0.197074+0.259668j -0.432593+0.622944j -0.534245-0.162526j -0.108167+0.316224j -0.0496027+0.36993j -0.144061+0.00952858j -0.705694-0.247938j 0.454658+1.31503j 0.28383-0.661734j -0.385202+0.536403j 0.125711+0.127367j 0.158126-0.274624j 0.926267-0.467142j 0.340188-0.0981235j -1.22287-0.49455j -0.390176-1.04877j -0.244654+0.148075j 0.429807-0.816711j -0.976078-0.458799j -0.08965+0.0895197j 0.396713-0.373375j 0.579918+1.06096j -0.0503208+0.301249j -0.000421069+0.0441867j 0.67036+0.16366j -0.647955-0.877786j 0.170694+0.209622j 0.325571+0.290284j 0.645237-0.185322j 0.0118823+0.771493j -0.162255+0.694231j 0.776252-0.877916j 0.654586+1.02528j 0.246014+0.933665j -1.50017-0.407394j 0.412702-0.0654394j 0.452263-1.42607j 0.106919+0.363688j 0.782323-0.935809j -0.357879-0.111758j -0.374156-0.226071j -0.31881+0.19j 1.27277+0.4046j 1.25383-1.4781j -1.74617-0.992678j 
-0.103606+0.56696j -1.45876-0.974822j -1.47342-0.0274899j 1.89875+0.514754j 2.0191+0.807643j -5.9981-1.03784j -0.635378-0.320782j -8.37999-0.919522j -8.41248-0.119527j 2.27318-0.108143j 12.6353+0.86393j -7.07792-1.35635j 6.38477+0.716691j 12.1464+1.36597j -4.71462-0.736543j -23.8157-3.79111j 15.6709+3.03526j 1.46116+0.805251j -6.19133-1.15998j -5.11976-1.52327j -6.07115-0.25122j -26.5194-2.91296j 0.190252-0.337098j -20.9923-3.03504j 1.51588+0.840371j -1.0506-0.24268j -20.5261-2.00315j -1.8603-0.205812j -21.3223-1.8527j -0.926632+0.434729j -26.7979-3.22105j -4.29392+0.22877j 5.66197-1.48919j 7.09152-0.0904644j 0.49934+0.123541j -15.343-2.71436j 24.2719+2.79791j -3.26402+0.0233751j -11.1423-0.847409j -7.12104-0.776319j -7.65197+0.954454j -13.4856-2.41434j -0.0229651+0.852594j -8.29232-0.437363j 7.78012+0.679838j -0.933454-0.728379j -5.78835+0.656739j -2.28674-0.578151j -2.56793-1.57144j -1.26429-0.0826245j 0.0200323-0.0362793j 0.0931992+0.653393j 
-0.475149+0.146772j 0.196136+0.252402j 0.0612229-0.307311j 0.303367+0.494642j -0.0638808+0.52301j -0.562954-0.115033j -0.20537+0.397383j -1.554-0.269186j -0.670655+0.288379j 0.595702+1.04716j 2.15475+0.882206j -0.156904+0.580572j 0.214914+0.347414j 1.54469+1.30247j 0.725917-0.991606j -3.25149-1.91648j 2.50479+1.77345j 0.553284+0.331422j -1.50464-0.495936j -0.614256-1.20275j -0.100806-0.710786j -3.65217-0.756085j -0.133369-0.293201j -3.88195-2.02969j -0.239217+0.676833j 0.727736+0.634164j -2.40293-1.427j 0.337053-0.767408j -1.95666-0.811186j 0.465777-0.285744j -3.77373-1.92888j -1.11318-1.14696j -0.143984+1.52707j 0.458859+0.244513j -0.0527693-0.521826j -2.49889-2.02508j 2.75819+1.60048j -0.792853-0.713254j -1.88709+0.0377261j -1.7473-1.20722j -1.32545-0.0758109j -1.65359-0.956543j 0.229844-0.704157j -0.338852-0.691018j 0.57331-0.0403379j -0.248755-1.65535j -1.31796-0.132646j -1.3455-0.1759j 0.202405-0.322731j 0.643921-0.620159j 0.236686-0.463548j -0.370263-0.188754j 
-0.0241108+0.000695604j 0.0179185+0.0363829j -0.149566+0.143856j -0.0721856-0.192898j 0.520422-0.184939j -0.314732+0.369663j 0.117279+0.265638j -0.770097+0.212387j -0.834528+0.251782j -0.28208-0.287375j 0.993325-0.754491j -0.438933+0.890541j 0.607123-0.242038j -0.0155931-0.914524j -0.0258032+0.422508j -1.82065+0.982374j 1.33974-0.782243j 0.734798+0.347669j -0.624395+0.333875j -0.04465+0.144685j -0.20647+0.56862j -1.38279+1.71342j -0.191528+0.534891j -0.99804+0.768479j 0.371376+0.47115j 0.136448+0.0305284j -1.60565+0.373591j -0.308607+0.284346j -2.56502+0.12427j -0.546069-0.249269j -0.993598+1.73704j -1.21486+1.67541j -0.330728-0.288374j 1.22976+1.17941j 0.729301-0.809692j -1.14289+0.320313j 2.52121-1.70003j -0.221693+0.363618j -0.257209-0.759425j -2.62947-0.935126j -1.65413+0.0470682j -1.40134+0.86817j 0.00157259+0.701475j 0.5078-0.129989j 2.9665-0.957459j 0.211451+0.199713j -0.0523959+0.580656j -0.409317+0.0572801j -0.0808177-0.137234j -0.190242+0.326915j -0.263661+0.26703j -0.154152-0.0394901j 
0.0565438+0.376055j -0.655718-0.568523j -0.470479-0.453622j 0.390453+0.855025j 1.05321+0.85313j -1.52975-1.11179j -0.402669-0.329139j -3.15282-2.23707j -2.79644-1.41263j 0.715134-0.0952795j 5.32534+2.48233j -2.71729-0.170495j 2.31022+0.875855j 3.81998+2.72083j -2.04499-0.641165j -7.69546-3.99134j 5.28653+3.48338j 0.963261+0.0610881j -2.575-1.57823j -2.16299-1.36441j -0.484394-0.292153j -8.84772-6.40037j -0.49529-0.179083j -6.98892-3.86264j 0.0974304+0.0279348j -0.0270172-0.883002j -7.07912-5.4838j -0.0430665-1.27263j -6.25209-3.47653j 1.34919-0.549332j -9.08536-5.64756j -2.39582+0.533478j 1.51747+0.789869j 2.72403+2.06502j -1.20754-1.70524j -6.5624-3.05279j 8.40062+5.57584j -1.05705+0.109723j -3.62443-3.00991j -1.52236-1.15291j -2.65541-2.48548j -4.53695-3.20668j -0.17843-0.022379j -3.50374-0.704833j 2.13874+1.31308j 0.253562+0.191935j -2.0618-1.64047j -1.5922-0.63609j -0.852104-0.799366j -0.814589-0.676311j 0.00120729-0.366086j 0.153404+0.166216j 
-0.387136+0.269627j -0.721293-0.914302j -1.24501+0.327171j 1.28123+0.443986j 1.77654-0.574569j -4.78183+0.0272261j -0.506673-0.311549j -6.13713+0.247877j -6.78579+0.0891526j 1.12262+0.135129j 10.4235-1.05893j -4.31413-1.38176j 5.30966-0.970632j 9.04295+1.84771j -3.8036-0.67072j -18.446+1.05476j 12.8908-0.985661j 1.36841-0.621878j -5.00174+0.793958j -3.78158-0.348773j -4.66876-1.29454j -20.8367+2.49504j -1.61108+0.113308j -15.9187+2.35413j -0.183242+0.00560412j 0.561586+0.362747j -15.9061+2.33161j -1.42979-1.36774j -15.5548+0.345775j -1.47427-0.723145j -19.6578+3.13683j -4.05098+0.311191j 5.41591-0.3334j 5.93727-0.92779j -0.848591+2.48463j -10.9985+2.44236j 18.5424-2.50374j -4.05316+1.63791j -8.04759+2.22035j -4.91942+0.121614j -5.13014+1.04945j -8.59945+0.822949j -1.54509+0.660236j -5.96377+0.127986j 6.71204-0.958298j -1.70125+0.13865j -7.00071-0.443543j -2.04431+1.12834j -2.48496-0.321967j -1.37792-0.335131j -0.164929+0.52941j -0.476839+0.944152j 
-0.532997+0.30073j 0.173708-0.156412j -0.993673+0.758674j 1.19437-1.22169j 0.856151-0.539735j -2.59764+1.5724j -0.301109+0.524253j -3.91616+1.61781j -4.57128+1.70431j 1.57177-0.173549j 6.43857-3.36136j -2.38561+1.17133j 3.45251-2.04152j 5.65427-2.87026j -2.01578+0.53047j -10.5315+6.63635j 5.97034-3.83573j 0.360105-0.336578j -2.66017+1.8985j -1.68891+1.05774j -2.1644+0.350829j -12.2972+6.64954j 0.146702+0.873479j -8.71032+4.70178j 0.373216+0.312337j -0.708701-0.0469496j -10.3887+5.67423j -0.340793-0.335762j -9.52528+4.76952j 0.0542645-0.0302638j -12.0416+6.66048j -2.8943+1.86646j 3.98617-0.752614j 3.4273-0.871483j -1.15635+1.29731j -6.62582+4.49121j 10.7285-6.42949j -1.96128+2.00692j -5.45328+3.23347j -3.28933+2.50014j -4.08+0.553234j -5.13248+2.66888j -1.42739+2.08813j -3.82546+2.52484j 2.83171-2.26225j 0.425814+0.338449j -3.05862+2.7595j -0.561702+1.02065j 0.300157+0.48295j -1.17676+0.79211j -0.591757+1.12256j -0.740467+0.258281j 
-0.438683-0.615632j -0.948849+0.334932j -0.512592+0.693018j 0.638362+0.27265j 0.376506-0.839522j -3.0389+0.594142j -1.01324-0.391704j -3.94948-0.349129j -4.96986+0.620972j -0.594142+0.623095j 5.55639-0.0223495j -3.76014+0.776252j 3.14683-1.58318j 4.1387+0.077391j -0.844368+1.70318j -9.78181+1.09061j 5.54269-0.0785613j 0.331677+0.185968j -2.6845-0.507443j -0.793045+0.0471881j -1.48174+0.366534j -12.7898+1.40693j -0.246839-0.0720215j -7.70124-0.161209j -1.04202-0.545355j -0.719615+1.25201j -8.78847+2.15242j 0.480601+0.178499j -8.98761+2.04985j -0.151631+0.571564j -10.5767+1.66028j -1.01206-0.576069j 0.831934-1.30232j 3.059-1.08304j 0.0602021+1.05358j -4.60498+0.806879j 10.038-2.26264j -1.54492+0.186849j -5.52782+0.572896j -1.77082-0.701732j -3.1749-0.135978j -4.56474+0.685158j 0.0695443+0.95393j -2.98138+1.7193j 3.8616-1.4973j 1.84386+0.10067j -3.59698-0.590604j -0.926758-1.04084j -0.740601+0.845781j -0.065303+1.42233j 0.278798+0.722807j 0.147174-0.175439j 
-0.280852+0.00769822j -0.758562-0.484273j -0.711248-0.453339j 0.977377+0.378766j 0.141397+0.715218j -1.50037-0.125992j -0.22618-0.095063j -2.23622-1.97709j -2.90321-1.41326j 0.810478-0.266302j 4.95675+1.64617j -2.0585-0.972877j 1.8519+0.839516j 4.04901+2.40984j -0.972-0.0710726j -7.44207-5.22179j 5.75338+1.32695j -0.176831+1.64075j -1.71025-0.159437j -1.58571-0.776121j -1.846-1.01844j -9.01857-4.36545j -0.49474+0.505656j -7.63165-4.37581j 1.47697-0.461334j 0.364364+0.0234929j -7.2939-3.84671j 0.807337+0.523234j -5.80503-4.34029j -0.094543+0.544462j -9.13969-4.06365j -0.741001-0.834597j 1.51593+0.798167j 2.85303+0.173618j -1.14227-1.35097j -4.4852-0.805188j 8.67793+4.72097j -1.89649-0.275223j -3.73483-1.88803j -2.85921-0.8786j -1.945-0.555413j -3.31001-1.14734j -0.194234+0.345139j -2.57339-0.943443j 3.02562+1.87166j -0.207433+0.0317257j -2.87665-0.350769j -1.22304-0.74817j -0.66645-0.213611j -0.527011-0.370812j 0.0469669-0.248542j -0.000947125+0.168493j 
0.27327-0.507757j 0.661083+0.802158j 0.829715+0.281529j -0.926216-1.77142j -1.80901-0.742857j 3.93847+1.98172j 0.548432-0.252398j 4.5675+1.35328j 5.36191+1.68662j -1.19678-0.38235j -6.98899-3.94663j 4.00253+1.79569j -3.88822-3.2868j -6.4706-2.8475j 2.16332+1.12826j 13.499+7.66089j -8.35268-3.88282j -1.42775-1.26738j 3.45812+2.12314j 2.57382+2.21076j 2.40357+2.46444j 15.2861+8.05866j 1.69142-0.114944j 11.2762+5.02883j -0.276453+1.20801j 0.89734+0.147023j 12.4142+5.74456j 0.639416-1.08501j 11.9725+4.96932j -1.04855+0.175301j 15.7018+7.84483j 2.87207+1.94235j -3.34088-2.52827j -4.08597-2.20705j 0.754615+0.856049j 9.30324+3.26693j -14.3306-7.0971j 2.62895+0.813356j 6.96803+2.21138j 4.40244+2.98609j 3.02329+1.36735j 7.54444+3.66074j 1.03838+0.152279j 3.86008+1.29606j -4.34422-1.27003j 0.52786-0.0279029j 3.33852+1.68964j 0.963495+0.480724j 1.80414+1.72149j 1.28844+0.34154j 0.383027+0.453907j 0.086731-0.461918j 
-0.614953+0.188549j -0.0962812-0.54817j -0.815131+0.262395j 0.930838-0.561791j 0.99816+0.396548j -3.42805+0.871157j -0.198306-0.179327j -3.2457-0.861896j -4.54259-0.463828j 1.48572-0.172465j 7.03745+1.51861j -4.59184-0.64126j 4.87631-0.235815j 5.20837+0.0981056j -2.40298-0.948223j -14.1203+0.561876j 7.52191+0.150497j 1.57821+0.791039j -2.91208-0.390322j -2.03434-0.850045j -3.46225+1.22545j -12.9973+0.211092j -0.116002-0.297021j -10.8313+0.260108j 0.282968-0.473596j 0.379917+0.981873j -9.4493+0.685217j 1.72832+0.16766j -11.0428+0.807471j 0.722638+1.54683j -13.6736+0.907737j -4.59094-1.16014j 3.13826-0.295017j 2.30419+0.750465j 0.567701-0.457021j -7.80728-0.982923j 11.9613-0.286344j -3.55238+0.729163j -4.5315+1.10194j -3.9263+1.27689j -1.3846-1.00622j -5.53302+0.100071j -1.29754+0.756603j -4.86861-0.546112j 4.42432-0.453373j -0.845657+0.872616j -2.53362-0.0899983j -1.19829-1.04481j -0.896092+0.0162288j -0.557968-0.194153j -0.319291+0.606937j -0.398062+0.349482j 
-0.53474-0.0765566j 0.103428+0.164649j -0.97463+0.46204j 0.953276-0.774215j 1.3223-0.554217j -2.79486+1.26055j -0.508842+0.452846j -4.13167+1.67939j -3.89917+1.37886j 0.890969-0.250783j 6.65099-2.13068j -1.67384+1.63032j 3.89602-1.55358j 4.21236-1.83551j -1.39017+0.556354j -11.813+5.19861j 7.48077-2.95019j 1.22802+0.141702j -3.43079+1.39807j -2.02582+0.925547j -0.965127+0.510035j -13.694+5.7304j -0.929363-0.743777j -10.7406+4.42632j 0.543276-0.48125j -0.345238+1.21687j -11.0484+4.39478j 0.493347-0.345431j -9.16177+4.60902j 0.562375-0.458091j -13.5396+6.37864j -2.62201+0.69124j 1.9634+0.508418j 3.35792-0.584904j -2.27155+0.294153j -8.46646+4.248j 12.3601-6.01968j -2.94929+0.701315j -6.4902+3.00551j -3.5893+2.02168j -3.22376+1.54331j -5.68117+3.90418j -1.18736+0.389601j -3.26726+2.172j 3.79426-1.78946j -0.202298-0.499088j -2.77525+0.181068j -1.95024+0.733921j -0.702142+0.214853j -0.673615+0.214567j -0.688681+0.686135j -0.867459-0.129901j 
0.233058-0.147459j 0.717893+0.5856j 0.336655+0.918176j -0.468833-1.04927j 0.536112-0.64608j 0.937263+2.19382j 0.457407+0.0611302j 1.96676+1.70868j 1.03454+1.62698j -0.6871-0.37056j -2.52798-4.07003j 0.707537+2.799j -2.31981-1.97303j -3.09666-3.90637j 1.20497+0.217409j 5.23788+6.94908j -2.33629-4.32656j -0.211507-1.46217j 1.00606+2.45037j 1.50668+1.09788j 0.144319+0.0350778j 5.93211+7.14256j 1.11748+0.578286j 4.82898+4.74061j 0.0166609-1.84402j -0.442158-0.100473j 5.14658+6.651j 0.719427+0.476548j 4.39643+5.07485j -0.246563+0.340389j 5.94443+7.38438j 1.81008+0.302107j -0.66971-1.45793j -0.981632-1.90369j -0.29748-0.270878j 3.03083+4.37647j -5.68519-5.15574j 0.239844+0.902549j 2.3917+3.50175j 1.98293+1.22402j 0.986595+0.589717j 1.75136+3.18352j 0.358817+0.236207j 1.71678+1.82449j -1.26148-2.3616j 0.0899636+0.356124j 2.02551+1.27119j 0.344439+0.774903j 1.06084+0.907422j 0.566032+0.615905j -0.0889797+0.560385j 0.00987514-0.337723j 
0.37303-0.278882j -0.563733-0.283762j -0.879519+0.265812j 0.469469-0.421483j 1.11728-0.795367j -1.97175+0.46839j -0.00178182-0.439016j -2.09052+0.406253j -2.76595-0.291999j 0.0415745-1.2394j 3.33156-1.29034j -1.922+0.00495475j 2.88479-0.775944j 2.84253-1.66151j -2.22488+1.19315j -6.91638+2.92518j 4.0614-2.47368j 0.30181-0.142451j -1.54886+0.736325j -1.32238+1.42285j -1.04219+0.90637j -7.96029+1.97081j -0.286727-0.0578368j -5.38052+3.03741j 0.653069-1.10434j -0.759589+0.0853875j -7.12372+2.36959j -0.207705+0.526473j -6.28133+2.28136j -0.329258-0.0876355j -7.92043+3.86505j -0.835278+1.35598j 1.88332-1.29847j 2.50567-0.530536j -1.11577+0.543315j -4.46469+3.47937j 7.68867-3.13587j -1.25555+0.479296j -3.11233+0.866788j -1.36795+1.8018j -1.57416+0.536493j -3.40666+2.24693j -0.892267+0.800423j -3.11262+1.46966j 2.96485-0.657187j -0.209958+1.74941j -1.18906-0.172944j 0.0882693+0.339227j -1.15588+0.392015j -1.34894+0.719275j -0.703298+0.532453j 0.0221222+0.205904j 
-0.308865-0.199928j -0.0894644-0.538277j -0.615273-0.0284317j 1.09717+0.218148j 0.626909-0.530599j -3.76742+0.745789j -0.606161-0.00218011j -2.42883+0.423247j -3.55359-0.569142j 1.56815+0.433771j 6.31744+1.30767j -3.04601-0.441959j 3.60021-0.769286j 4.41902+0.238538j -2.39225+0.632795j -8.90575+0.843495j 8.69526+0.94309j -1.09979-0.814354j -3.95956+0.69496j -1.96549-0.0328395j -1.37251-0.5937j -11.3389+0.151598j -1.16192-0.431052j -7.22552-0.944067j 1.60603+1.68168j -0.365722+1.17071j -8.40083+0.186026j -1.42781+1.77799j -7.15962+1.51674j -0.970842+0.498909j -11.5215+0.342727j -1.6966+0.963333j 2.11505-0.124313j 3.81294+0.933221j 1.2707-0.915663j -8.79502+0.974397j 8.66413+0.177877j -2.49389-0.611621j -4.6162+0.544841j -3.29777-0.405689j -2.67967+0.373237j -6.1716+1.31994j -1.5756+0.657066j -3.56938+0.541172j 2.62327+0.324433j -0.627746+0.177772j -3.5158-0.615171j -0.600765-0.618877j -1.1622+0.351591j -0.578761+0.0880983j -0.187438+0.575575j -0.320258+0.193469j 
-0.953034-0.0790942j -0.0120759-0.272214j -1.54229+0.304785j 0.310337-0.353447j 1.71287+0.929j -4.29085-1.2017j -1.26029+0.0225757j -6.72856-0.82604j -6.76786-1.91686j 1.51859+0.257759j 8.6871+0.279191j -4.95513-1.40594j 3.59745-0.00849248j 9.27395+0.306008j -2.82533-0.0528082j -16.3245-0.675329j 11.3042-0.28132j 0.0983863+0.957508j -3.89361-0.0528872j -1.91879+0.104719j -1.65339+0.206416j -17.8414-0.630002j -0.618603-1.7828j -15.0899+0.0124422j 2.81895-0.315023j -0.59839-0.492453j -14.9165-0.751585j -2.3395+0.113629j -15.3133-0.85115j -0.00148523+2.0147j -17.7988-1.12356j -2.5572-0.497583j 1.90053+0.753497j 3.83586+0.787869j -0.00570338+0.380216j -11.7135-0.843915j 16.0819+0.799203j -3.17653-0.162345j -9.10114-0.5132j -3.41466-0.364632j -4.21606+0.438205j -8.34731-0.958888j -1.69998+0.323674j -6.69534+1.01355j 6.84756-0.203338j -1.07577+0.343949j -4.25696+0.649213j -1.72569+0.755663j -0.332006-0.453816j -1.53499-0.482571j -0.434827+0.207975j -0.787323+0.164582j 
-0.477796-0.239866j -1.04845-1.08842j -1.55044-0.704971j 1.12449+0.661392j 0.618437+0.955478j -2.14241-0.468125j -0.199411-1.46455j -4.45858-1.91939j -4.43751-2.96711j 1.19814+0.790701j 5.57955+4.38719j -2.65304-1.37241j 2.5862+2.84779j 5.74001+2.55216j -2.62359-1.25497j -11.737-6.44364j 7.76987+5.79806j 2.12415+0.216011j -3.51573-1.0532j -2.53698-1.29254j -1.57413-1.85949j -12.1928-7.70725j -0.291555-0.23592j -9.19067-4.8991j 0.233155+0.380812j -0.139096-0.383431j -10.7918-5.49906j -1.1189-1.63871j -9.12798-5.87514j -0.25122+0.463081j -12.2292-6.05491j -1.34739-1.13698j 1.82075+1.87304j 2.66946+2.26381j -0.714636-0.524746j -7.02306-4.44335j 11.0888+6.57674j -2.57525-1.36017j -4.26563-3.17718j -3.83896-1.77895j -2.52981-1.2031j -5.60641-3.05466j -0.349692-1.19914j -4.27966-0.787966j 3.58165+1.57937j -0.0942326+0.229481j -2.94052-1.38072j -1.5991-0.867816j -0.661125-1.01151j -1.22477-0.655933j -0.240292+0.111172j 0.0162531+0.226982j 
0.461437+0.2924j 0.0883457-0.161072j 0.991014-0.363999j -1.41768+0.557363j -0.98415+0.281227j 3.35373-0.971257j 0.279561-0.377991j 3.02295-1.30117j 3.42884-0.279264j -1.0069-0.151858j -4.4834+0.815285j 2.43156+0.174332j -3.2362-0.113745j -5.25206+1.81539j 1.35761-0.396415j 10.9414-1.57757j -6.76684+1.91469j -0.561565-0.5056j 2.66984-1.33067j 1.31083-1.10152j 2.57061+0.247022j 11.6958-3.34788j 0.0337978-0.275703j 8.71421-2.25056j -0.813052+0.449423j 1.21315-1.04404j 9.78179-3.52794j 0.452957-1.66065j 9.27458-2.09039j 1.18197-0.996383j 12.1283-3.42234j 0.761053+0.760586j -2.10534+0.00122471j -2.34656+1.21335j 0.462109-0.905043j 5.93377-2.24106j -10.322+3.29998j 2.21987+0.38791j 5.33029-2.71673j 3.89401-0.658152j 1.54997-2.00127j 5.46395-2.4014j 1.20703-0.171708j 2.98048-0.894117j -3.58806+0.856222j 0.799415-0.000128024j 2.38615-1.37665j 0.34004-0.332143j 0.777622-0.577363j 0.787293-0.40134j 0.75361-0.431812j 0.40497+0.109891j 
-0.717893+0.365503j -0.128392-0.321438j 0.187257-0.165121j -0.0611801+0.342735j 1.30448+0.779158j -1.16742-0.263204j -0.150008+1.36132j -1.51675-1.63637j -0.467593-1.44534j 0.212393-0.149091j 2.41555+3.11677j -1.39695-1.09869j 1.78749+1.03728j 3.41223+2.94309j -1.28699-0.210978j -4.7085-5.06917j 3.57529+3.22946j 1.71353-0.0588936j -1.62167-0.85186j -0.196784+0.68101j -1.04134-0.15914j -5.7254-5.21864j 0.740648+0.387878j -3.32053-4.16077j -0.753805+0.0172639j -0.0447716+0.75808j -4.60196-4.18151j -0.147655-0.679546j -4.78126-3.24735j -0.411811+0.203065j -5.76341-5.54829j 0.202893-0.0711963j 0.626787+0.545478j 1.73489+1.29852j -0.726404-0.197791j -3.43512-2.54387j 4.73651+4.61691j 0.27542-0.302393j -1.22852-1.7201j -1.33688-1.47422j -0.233423-2.04445j -2.84302-2.3035j -0.332055+0.119977j -1.48852-1.67681j 1.8234+1.64924j -0.215385-0.620595j -1.1819-1.21621j -0.656144-0.385159j -0.332838-0.636984j -0.163803-0.412564j 0.291342-0.507471j -0.379662+0.056603j 
-0.580584-0.361388j -0.103596-0.691856j -0.607449-0.0255402j 0.665089+0.0940229j 1.42292-0.903985j -2.76943-0.254031j -1.14494-0.667061j -5.11557-1.05853j -5.45557-0.428592j 1.38722+0.686796j 6.23464+1.19514j -1.93927+0.408047j 4.19867+1.69547j 5.28958+1.64165j -3.77926-0.486227j -12.9975-1.81833j 9.20302-0.25912j -0.991628-0.0886979j -2.54265+0.274725j -3.02941-0.584541j -4.0905+1.35497j -14.923-2.65775j 0.553294-2.00865j -12.321-2.22193j -1.17847+0.22579j -1.42466+1.18779j -10.491-2.33789j -0.785358-0.285706j -11.9391-1.26865j 0.115111+0.980359j -14.5901-2.17693j -3.50444-1.33145j 2.04399-0.392888j 3.08869+0.200135j -1.40015+0.492444j -8.9218-0.79654j 15.2108+2.19538j -2.54325+0.411897j -6.0253-0.989743j -4.90862-0.842447j -4.70489+0.277016j -7.59306+0.773063j -1.6405-0.0448705j -5.10433+0.1081j 4.12043-0.225684j -0.313633+0.330946j -3.67952-1.04695j -1.20758+0.20532j -0.823195-0.745804j -0.906404-0.451179j -0.198325+0.356469j -0.690673-0.111447j 
-0.0397152-0.258225j 0.000685597+0.317649j -0.6966+0.397835j 0.881736-0.423899j 1.28461-0.662852j -2.89745+0.390333j -0.447797-0.0997705j -3.37916+1.77897j -2.7063+0.875706j 0.391427+0.34897j 3.7602-1.27687j -1.85295+0.666715j 3.19851-0.797563j 4.19155-1.99706j -2.10807+0.318713j -9.6212+4.87258j 5.25368-0.918735j 1.21294-1.26858j -2.94256+0.330146j -1.83044+1.04824j -1.11441+1.32551j -10.0222+4.28458j 0.106513-0.632219j -6.78499+4.43015j -0.784016+0.828563j -1.21943+0.484013j -8.1075+3.92072j -1.51596-0.638936j -8.3608+4.32031j -0.6795-0.323834j -9.97294+4.59995j -2.16235+1.24383j 1.63891-0.826166j 1.66618-0.317957j -0.00332645+1.70825j -6.23596+1.2878j 8.58837-5.53708j -1.06856+0.168837j -4.35117+2.31277j -2.35799+1.10883j -2.39631+1.29893j -5.40558+1.91805j -1.09664-0.206473j -3.14516+1.49719j 2.61342-1.8507j -0.330931+0.0791679j -1.84826+0.583416j -0.447129+0.691778j -0.96355+0.520236j -0.755476+0.387173j -0.760889+0.47872j -0.245852-0.147279j 
0.320552+0.645557j 0.310054-0.618307j 1.26874-0.261883j -1.8826+1.71903j -0.850508+0.417501j 3.01887-1.56005j 0.775913+0.0209008j 4.31508-0.857457j 3.70032-0.712093j -1.04359+0.0911365j -7.47535+2.91658j 2.88589-0.922912j -4.3735+2.44939j -7.03086+1.51908j 2.47902-1.04411j 14.2456-5.84206j -9.63769+3.55045j -0.249362+0.556189j 3.94242-2.08138j 3.22053-2.5154j 2.83818-2.08864j 15.7364-6.82341j -0.887793-0.0715922j 12.1444-4.23733j -1.00769-1.13458j 0.268712-0.614237j 12.3389-4.87343j 0.474676+0.672904j 11.5738-4.0333j 1.57447-0.634391j 14.9366-7.09825j 2.30953-1.84956j -2.08803+2.29052j -3.2299+1.95733j 1.36052-1.07338j 8.45581-3.77113j -13.6362+6.71477j 2.36449-1.03155j 6.2491-2.2944j 4.11014-2.8745j 3.62109-1.86754j 6.66293-3.70831j 1.35571-0.196912j 5.11929-1.39938j -4.68048+0.966153j 0.504969-0.0167361j 3.98165-1.88263j 1.83913-0.764421j 0.807169-1.67347j 0.800646-0.146533j 0.748405-0.612966j 0.36368+0.492314j 
-0.407603-0.20091j -0.323293-0.88726j -0.862475-0.804576j -0.618371+0.719155j 0.0630277+0.0979329j -1.39141-2.3024j 1.00488-0.184362j -0.685362-1.6137j -2.32071-2.34678j 0.952229+1.31149j 2.91086+1.86716j -2.47583+0.12171j 1.39384+2.02749j 3.83266+2.22774j -0.841804-1.33344j -6.16968-4.44991j 3.82082+2.99453j 1.1607+0.523475j -1.78964-0.431857j -2.18615-0.562016j -1.74488-1.03871j -7.48705-4.05383j 0.958553-0.0622418j -5.64095-3.7684j -0.169472+0.125703j 0.18213-0.58194j -6.54547-4.01298j -0.191554+0.0430713j -4.8311-2.93921j 0.648323-0.665841j -7.61048-4.39147j -0.773307-0.363306j 0.911121+0.71313j 1.39049+1.20278j 0.165881-0.063754j -2.99556-2.64255j 6.30736+4.95429j -1.02996-0.762325j -3.58449-2.4062j -2.22876-1.52016j -1.62753-1.11594j -3.82527-2.13938j -1.18008-0.0379429j -2.8302-1.42526j 2.37085+1.19646j -0.364485-0.392439j -1.68643-1.29611j -0.490727-0.319676j -0.92532-0.873237j -0.553209-0.574441j 0.105062-0.16614j -0.391779-0.0877902j 
-0.340597-0.10721j -0.356448-0.687825j -0.461039-0.680405j 0.226945+0.167728j 0.474522+0.296891j -1.2835-1.26437j 0.375378-0.22236j -3.88836-1.76632j -0.507202-0.766733j 0.290676+1.12485j 2.78903+1.98115j -2.62616-0.512159j 3.48755-0.254669j 2.1435+0.543068j -0.892651-0.918702j -5.81509-4.20196j 2.80572+1.90146j -0.476193-0.130765j -2.20571+0.586357j -0.730361-0.692415j -1.91621-1.87299j -4.66299-4.12906j -0.716075+0.162328j -5.58235-1.77219j 0.462161+0.363434j -0.439484+0.00310822j -4.75249-2.62157j -0.321417+0.425357j -3.66686-2.4278j -0.220662-0.783023j -5.4753-4.24284j -0.913201-0.592885j 0.497254+0.50834j 1.37308+0.979224j -0.743245+0.228398j -3.22403-2.02664j 5.28074+3.02641j -0.546907-0.756526j -1.75102-1.62881j -1.7196-0.97428j -1.22303-1.01944j -2.80826-1.7518j -0.0228507-0.247058j -2.26712-0.923144j 1.925+0.902058j -0.0528469-0.32943j -1.3535-0.880145j -0.699245-0.467724j -0.320681-0.451576j -0.405954-0.442826j -0.0410641-0.0811386j -0.203617+0.0427355j 
