-1.67018-0.200475j -0.0282739-1.99093j -0.554608-0.514919j -0.875357+1.32904j 0.641044+0.758849j 0.388813+0.21918j -0.528537+0.291242j 1.95271-0.52427j -0.602228-0.0237371j -0.674719+0.389194j -0.0425751+1.16497j -1.60909-0.607609j 0.0985374-1.04615j -1.10646-1.93478j -1.43812+1.00135j -0.68117-2.53439j -2.82897+1.28524j 0.0928258-1.34021j -2.36965-0.233692j 0.160197-1.75204j 0.291473+0.0523538j 0.590846+0.26213j -1.47357+0.0120867j -2.33031-2.20533j -0.323996-0.328626j -0.313945+0.0487833j 0.709443-0.405921j 0.195538-0.744163j 0.94033-3.09587j 0.812217+1.24211j -0.308303+0.456205j -0.0277026+0.59184j -1.26514-1.08473j -1.64601+1.9408j 1.12816+1.15214j 2.92617-0.779798j 0.940445+2.23455j 2.474-2.21293j -0.856562-2.16688j 2.79529+1.70067j -2.23124+1.56038j 0.451371+0.711131j -0.425103+0.0402257j 1.45551-0.980038j -1.76771-1.86137j -0.314502-1.45846j 1.85359-0.170362j 1.64121-1.04416j 0.0901233+0.357958j 0.334234+0.674466j 0.348897-0.63832j -0.257261+1.73677j 1.03497+0.490767j 1.16026+0.826874j -0.38143+0.820844j 0.334649-2.31361j 0.591712+0.238789j 0.407347+0.283136j 0.30662+1.00683j -0.760921-1.04838j 2.29513+1.124j -0.6249-0.12387j -0.156851-0.164777j 1.49125+0.050414j 0.112252+0.0820644j 0.762441-1.09627j 0.834583+0.616739j 0.31949-0.320988j -0.835357+0.0928109j 1.29002-0.558536j 0.567441-0.33477j -1.79456+1.17738j -0.46942+1.05404j 0.145197+0.686341j 0.537629-0.27873j -0.0733689-1.6765j 1.06753+2.10997j 0.269985-0.313625j 0.755156+0.763824j 0.726544-0.969242j -0.504954+0.405942j -0.603206-1.62527j -0.00264475+0.341405j -1.66702-0.67385j -0.23379-0.951172j -1.20901+0.237486j -0.532977+0.985483j -0.921675+2.22928j -1.04525-0.578554j -1.37126-0.347057j 1.19817+0.157192j -1.65597-0.88456j -1.38681+3.15411j 0.431609+0.425534j 2.39432+0.453062j 
1.07954+0.472472j 0.887086-0.186798j -1.36707-0.98238j 0.775398-0.212296j 0.00301314+0.496848j -1.43975-0.748016j 0.171705+0.131345j 0.786852+0.258999j 0.613447+0.600823j 0.0123654-1.20682j 0.828728+1.10379j 0.0733433-2.14767j 0.528647-0.211251j 0.829983-0.816554j -2.32927+0.380122j 1.10422+0.405442j -0.581935-0.000298725j -1.15959-0.805725j 0.961164-0.578059j -0.25879-0.707604j -1.19226-0.291915j 0.51146-0.15457j 0.327447+0.0645046j -0.73863-0.299756j 0.628899+0.492759j -0.541247-2.13699j -0.814723+0.944286j -0.627933+0.0614988j -0.0746458-0.851472j 0.071741+1.69383j -1.58064-0.134934j 1.30208+0.0714401j 0.837472+0.53387j -1.50261+1.59945j -1.43091+0.36241j 0.414425+0.245656j 2.03802+0.415745j 0.582013+0.500131j 0.0123629+0.214868j 0.810425-0.02592j -0.532207-0.149619j -1.26333-0.791225j 0.372917+1.29743j 0.0762371-0.817043j 0.731204+0.199714j 0.0753106-0.109023j 0.218428-0.340612j -0.497773-0.333392j 0.981952+0.139886j 0.242809+0.16909j 0.722818+1.09302j 0.0251485+0.19731j -0.370558+0.191592j -0.510533+0.180559j 0.252838-0.907965j -0.691115+0.413999j 0.0571386-0.0775258j 0.494212-0.21583j 0.860116+1.20718j 0.287926-0.804331j 0.317408+0.00325162j 0.318375-1.03937j -0.0400806+0.24788j -0.165109+0.844359j -0.403605-0.321136j -0.237986+0.121387j 0.2279+0.564353j -0.30542-0.566428j -0.630712-0.393451j -0.176502-0.131879j 0.0914374-0.207859j 0.589687+0.258314j -0.215489-0.44776j -0.514541-0.557314j -0.674842+0.077281j 0.863302-0.986009j 1.46721+0.197594j -1.0197-0.125713j 0.323787-0.0957311j 0.971199-0.44443j -0.10586+0.110439j 0.968309-0.246529j 0.046363+0.551829j 0.147926+0.237255j -0.252216+0.495984j -0.249334-0.251098j -0.0302263+0.875205j 0.733942+1.1819j -0.5175-1.59459j -0.339171-0.51616j 0.0516697+1.22636j -0.932347+0.472138j -0.57261+0.627633j -0.452973+0.177209j 0.383591-1.77946j 
0.372891+0.0311697j -0.351134-0.584115j -0.318053+0.892641j -0.343011-1.68228j -0.232285+1.04002j -0.237698+0.601694j -0.198784-0.778502j -0.554477-0.895745j 2.07017-1.84443j -1.58946-0.67005j -0.328729-2.51194j -1.51748-1.38705j 0.669758+0.335406j 0.916735+0.0660291j 0.351063+0.536829j 0.0110947+0.922847j 0.27624+0.363613j -0.298616+0.0382351j 0.458772-1.41683j 0.820696-1.49753j 0.408713-0.248975j 0.709342+0.541778j -1.43552-0.780434j 0.463538-0.34369j 0.63489+0.572249j -0.234079-0.135227j 0.549238+0.0360959j -0.138659-0.562638j 1.67158+0.673285j 0.537069+0.443905j 1.38154-0.241041j -0.871135+0.107536j 1.41912-1.09175j -1.11887+0.19421j -0.556741-1.61699j -0.898445+1.02609j -0.0852397+0.13858j -0.450467+0.922001j 0.0643793-0.444878j 0.050092-0.241835j 0.00380321+0.748216j -0.748235-0.334781j 1.09477-0.898116j 1.18038-0.495641j -0.636003-0.0708722j 0.391225-0.0657243j -0.19201+1.35723j -0.139239-0.626292j 0.288315+1.38227j 0.0706073+0.0584473j 0.118014-0.390732j 0.418802+0.734388j 0.172379+0.911351j 0.892969+0.390016j 0.134756+0.0932193j 0.0464521-1.26885j 0.104684+0.204295j -0.178113-1.06767j -1.45988+0.10161j -0.024779+0.586792j -0.135767-0.315293j -0.665614-0.20211j 0.95751+0.516666j 0.630097-0.517978j 0.462538-0.295552j 0.409335-0.378442j 0.0117215+0.0112682j -0.357995+0.462294j 0.51325+0.100131j -0.152809+0.720802j 0.0108253+0.234169j -0.963169+0.598742j -0.716108+0.475908j 0.833335-0.555347j 0.269483-0.621091j -0.712593-0.818993j -0.268034-0.506414j 1.00511+0.126089j 0.287047-0.484587j 0.107265+0.722412j 0.466809+0.897051j -0.260766-0.641353j -0.262327+0.704368j -0.611027+0.416682j 1.40942-0.912428j -0.307752+1.06782j -0.701213-0.040911j -0.0954515-0.459058j 0.835058+0.12274j -2.04741-0.471869j -0.643621+0.162738j -0.274939-0.547468j 0.57038-0.940926j 1.02039+0.105027j -0.690022-0.310066j 
0.0249175-0.956516j -0.2619+0.0330039j 0.12068+0.448224j -0.286908+0.396333j 1.65975-0.980395j 0.13334+0.404292j 0.937531+1.13985j 0.700047-2.07729j 1.24879+0.0761249j -0.380064-0.673464j 1.06361+0.816066j -1.75843-0.619765j 1.4859+1.77282j 1.54362-0.885632j 1.13635-0.0578675j -0.205727-0.485028j 0.175284-0.193529j 0.543141+0.300219j 0.205464+0.732733j -0.831226+0.580584j 0.258456+1.29006j -0.303752-0.637312j 0.592761+1.37856j -1.22837+0.530524j -0.0183092+1.21306j 0.433913-0.981726j -1.71281-0.433712j -0.102305+0.595136j -0.788321+0.695892j -0.869176+0.0541873j -0.12781-1.45415j 1.0964+0.978406j 0.195409+2.20101j 0.732676-0.63754j -1.09212-0.0562147j -0.724597+0.783825j -1.11833-1.17041j 0.0354659-0.482116j 0.334994-0.579276j 0.0179824+0.201417j 0.12292+0.484843j 0.506435-0.429987j 0.423026-1.05892j -0.430468+0.932934j 0.399211+0.822939j -0.701212+0.197783j -0.689617-0.105031j 0.275322+0.158793j 0.497283-0.897407j -0.0856875-0.665119j 0.578401-1.77553j -0.376977-0.13155j 0.37632+0.0323742j -0.328506-0.330577j 1.53502+0.62521j -0.354817-0.539557j 0.092542+0.18258j 0.862717-0.417483j -0.765538+0.00340483j 0.776454+0.889052j 0.216754-0.66774j -0.783654-0.111615j 0.331212-0.639145j -0.288708-0.326538j 0.469929-0.281913j 0.0757901+0.652916j -0.624568+0.0757705j -0.225172+0.361391j 1.05383-0.874474j -0.63703+0.456594j 0.299742+0.111721j -0.368661+0.149294j 0.247536-0.999681j 0.473451-0.162976j -0.0121964-0.79104j -0.662818-0.263164j 0.180443-1.03774j 0.027863-0.558742j -0.0949709+0.551165j 0.0254689+1.6784j 0.258461-0.455729j -0.178288+1.00403j -0.608792-0.674144j -0.164678+0.659526j -0.0459795+1.20749j 0.200012-0.274041j -1.40772-0.035422j 1.081-0.365789j 1.2934+0.855043j 0.504025+0.295853j 0.366885+0.532156j 0.64469-0.272015j 0.762568-0.761081j 0.550359-0.10544j -1.44052+0.0798852j 
-0.0319932+1.24482j 0.211453+0.891381j 0.664027-1.55351j -0.152303+0.370944j -0.514719+0.338806j 0.82566-2.03984j -0.11398+0.0609421j -0.406253+0.915269j 0.140967+0.179074j 1.02814-0.136047j -1.50378+0.506831j 2.17849-0.743339j 0.662736+0.938103j 1.73797+0.662069j -0.828786-2.74797j -0.384214+0.04572j 0.463253+0.236639j 0.658836+0.735803j -0.260544-0.421584j 0.4408-0.731932j 1.10274+0.436074j 0.274256+0.141141j -0.620653+0.3926j -0.853654+0.212417j 0.879717+1.12966j 0.463659-0.191012j -0.408568-0.0694598j -0.0708564+0.153548j 0.919812+1.06262j 0.193856+0.62065j 1.47521-1.88508j -0.227462+0.344984j 1.2699+0.362414j -0.103129-0.568251j -1.43883-0.95706j -1.46268+1.51522j -1.223-1.45025j -0.0235575-0.103348j -0.335941+0.69363j -0.0881388-0.558994j 0.113371-0.631151j -0.957866+0.863327j -0.638647+0.771885j 0.402164+0.354748j -0.0286339-0.120309j 0.794826+0.055974j 0.436515-0.630251j 0.452685-0.452217j 0.802996-0.638719j 0.0111832+0.671496j 0.00683272+0.596932j 0.26236+0.982196j -0.015349+0.102294j 0.405656+0.486137j 0.40035-0.361217j 0.0533032+0.224284j 0.378356-0.253581j 0.601167+0.247959j 0.570024+0.0222296j -1.2361+0.236956j -0.131923+1.37677j 1.46787+0.00765749j -0.31317-0.874946j -0.428457-0.448866j -0.383562+0.548035j -0.522651-0.427956j -0.520621+0.292818j 0.440232-0.325536j -0.498767+0.113689j -0.392371+0.522448j -0.868775-0.978151j 0.562086-1.20703j 0.743566-0.724094j 0.422745+0.388411j 0.587771+0.54971j -0.579669+0.0291809j -0.808056-0.0225822j 1.27537-1.14212j 0.819521+0.179672j -0.40018-0.687714j -0.896265-0.233147j 0.0435879+1.15932j 0.0925464-0.433345j 0.63371-0.720076j -0.177074-0.22151j -0.338794+0.990977j 1.17194-0.204079j -0.612053-0.0815027j -0.591266-0.0982025j 1.13951+0.289045j -1.4514-0.167823j -0.191148-0.180799j -0.456236-1.4935j -1.5815+0.320655j -1.07814-0.288361j 
0.256154+1.56308j 0.00667086+0.179541j -0.0295917-0.83658j 0.590746-1.20382j 1.37782-0.805132j 0.0905215+0.82777j -0.827987+1.82372j -1.76398-0.239583j -0.77122+0.37149j -0.671897-0.46781j 0.454681-0.0423987j -0.314568+0.385608j -1.32607-0.39249j 0.408559+0.690704j -0.978887-0.800304j -0.0274586+1.74758j 0.247718+0.0880468j 0.118284-1.27201j 0.961774-0.944817j -1.29338+0.353734j 0.413792+1.12523j -1.06303-1.44658j -0.755076+1.28761j 1.61471+0.102014j -0.51411+0.624257j -1.67257+0.343874j 0.0259791-1.19603j -1.2095+0.865341j 0.498286+0.916494j -1.06747-1.28594j 0.095517+1.78982j -0.0379685-0.53484j 0.43045+0.801836j 0.380662+0.704846j -0.899438-1.15499j 0.230048+1.0992j -0.0535971+1.32137j -0.713797+1.59613j -0.328516+0.317797j 0.0744318-0.0217828j -0.130363-0.104048j -0.0540337-1.40354j -0.245956+0.648102j -0.600017-1.22008j 1.10761-0.595223j -0.141783-0.521306j -0.512969-0.289041j 0.250818+1.03746j -0.0773331-0.838677j -0.179491-0.718399j -0.0391752-0.0830781j 0.967382-0.456867j 0.892663-0.306639j -0.364081-0.0384322j -0.101912-0.170644j 0.939584-0.299407j -0.822586+0.281716j 0.0235721-0.0932171j 0.720821+0.315701j -0.156036+1.05738j -0.911513+0.676043j -0.306591-0.328861j 0.133579-0.855759j -0.0178522-0.563622j -0.250612+0.68964j -0.213095-0.08345j -0.235101-0.246595j -0.317888+0.425251j 0.267184+0.135281j -0.454513-0.167579j -0.0252304-1.04002j -0.809365-0.694175j 0.83533+0.41475j -0.668391-0.0251376j 0.0934402+0.180781j 0.524741-1.1527j -1.47239-0.617549j -0.526489-0.140563j -0.924797-0.285864j -0.157284-0.083556j -0.52981-0.103595j -0.403787+0.305316j -0.237672-0.103047j 0.563763-0.393002j 0.356191+0.258343j -1.10587-0.384732j -0.0330676-0.143011j 0.799125-0.807314j 0.12173-0.0991422j 0.109859+0.316512j -1.08689+0.595912j -0.855482+0.36797j -0.578544-0.243544j 0.233295+0.281549j 0.72201+0.0682028j 
-0.859991+0.456731j 0.46711+0.0918662j -0.21989-0.249223j 1.94429-0.190689j -2.32779-2.01159j 0.214863-0.309655j 1.97845-0.998331j -1.20643-0.870486j 1.91382+1.2113j 0.14711-0.925605j 3.1389-1.63067j 1.40361+0.567621j 0.809039-0.478919j -1.01315+0.0101053j -0.291776-0.848333j -0.0888699-0.0199766j -0.0313646-0.0915019j 0.240981-0.00473548j -0.0861056+0.174979j 0.175902+0.261954j -0.0682423+0.147166j -0.18509-0.175715j 0.215894+0.0395136j 0.191475-0.166581j 0.0662814-0.0747391j 0.142168-0.0919535j -0.111889-0.229491j 0.198718+0.138096j 0.0188428+0.199691j -0.177549-0.209838j -0.038221-0.241327j -0.126585+0.335804j 0.0603596+0.0512879j 0.249678-0.0976005j -0.154217-0.0224075j -0.00640124-0.0376581j -0.0515902+0.0573179j 0.198576-0.00461803j -1.01242-0.331541j -0.23515-0.0236141j -0.490334-0.151071j 0.181659+0.636765j 0.121064+1.29155j -0.495926-0.909313j -0.452909+0.422451j 1.20624+2.01416j -0.236356+0.470132j -0.59489+0.846444j 1.46365-0.228463j -1.37395+0.848247j -2.03185-0.1589j 1.26805-0.171024j -1.51693+0.431655j -0.741982-0.455201j -0.744156+0.943257j -0.375735-0.175545j 0.129289+0.624901j 0.532017-1.27409j 0.221983-0.0475905j -0.548442+1.13321j -0.555593-0.286022j -0.0755606+0.400375j -0.0871418+0.870466j -0.822895+0.516473j 0.292973+0.138826j 0.297164+0.296554j 0.757872-0.112952j -0.00668661+0.0193259j 1.06456+0.919454j -0.804678-0.0835171j -0.473819+0.522145j 0.390498+0.1932j -0.632277-0.74485j -0.825974-1.22924j 0.577486-0.581707j 0.339675-0.233863j -0.305924-0.123283j 0.397909+0.926188j 0.266212+0.200312j -1.6255+0.272391j 2.87321+1.26978j 1.09109-0.0452646j 0.238063-0.465026j 0.415989+1.18271j 0.970671+0.965612j -0.746557+0.37712j 0.895076-1.78532j 0.0140185-0.651892j 0.503864-1.77006j 0.263322+0.212244j 0.406629-0.57133j -0.411203-0.0479426j -0.12957-0.113764j -0.633492-0.0391648j 0.13655+0.0917486j 
0.73405-0.149814j 0.635786-0.444326j -1.18988-0.148334j 0.778554+0.212817j 0.325303+0.677414j -1.58027-0.19266j -0.103082+0.328309j 1.92675-0.0841128j 0.422486+1.18986j 0.632673-1.34782j 0.944618+1.28983j 0.111505-2.10506j -0.23886+0.45908j 0.386156-0.0336545j -1.22972+1.12599j -0.125221+1.02899j -0.0445269-0.808531j 0.718529-1.44078j -0.157514+1.0918j 0.402961-0.27262j 0.224809-1.79062j -0.0153453+0.625997j -0.120088+0.573134j 0.937397-1.0643j -0.710743-0.104342j 2.48486+0.695762j -0.55535-1.49301j 0.110855-0.678752j 0.759858-0.416813j -1.58309-0.735584j 0.68133-1.43313j -1.06783+1.33545j -1.14932+0.336966j -1.00307-1.59694j 0.0765387-1.51021j 0.218245+0.13415j -0.528781+2.31392j -0.425928-0.074913j -0.272671-0.0602837j -0.762101-0.0134144j 0.228306-0.171816j 0.948383+0.723836j -0.801951-0.0878727j -0.02072+0.223581j -0.822572-0.734446j 0.164978-0.0769549j -0.134585-0.0490048j 0.520889+0.132413j -1.54995-0.0269384j -0.201347-0.140157j -0.605835+0.281534j 0.470469-0.567142j 0.165737-0.0550896j 0.645172+0.0214799j -0.91876+0.181308j 0.786173-0.384271j -0.15807-0.0388507j -0.762923+1.01328j -0.127851-0.988826j -0.0547587+0.906523j -0.570495-0.0562355j 0.363094+0.791041j 0.0867-0.387671j 0.432257-0.912127j 0.350578+0.81391j 0.419759-0.398607j -0.0768756-0.0111122j 0.484614+0.479603j 0.0938518+0.543263j 0.101301-0.244102j -0.840965+0.253027j -0.677306+0.0675891j 0.408922+0.938553j 0.192292+0.508114j 0.509166+0.184718j -0.0763865+0.718329j -0.899129-0.0203458j 1.25527+0.272607j -0.425018+0.0687988j -0.315002+0.153267j -0.494078+0.400464j -0.869645+0.573525j 0.630227-0.0405008j -0.556981-0.657893j 0.41286-0.659106j -0.266556-0.128368j 0.0408137-0.679533j -0.916776-0.522813j -0.170825+0.830603j 0.361855+0.668209j -0.0313507-1.24985j -0.0983903-0.748632j 0.164899+0.10885j -0.253845+0.468405j 0.530823+1.30154j 
-2.08743+0.707393j -0.254303+0.301278j 1.36846-0.0427749j 2.16067+0.86983j 0.972686+1.66779j -1.45535+0.149421j -2.41928-1.13021j 0.401466-2.6738j -0.493657-0.870789j 0.799759-1.1556j 0.306266+0.735477j -0.274111-0.525221j 0.459689-1.80718j -0.949271+0.795047j 0.988611-1.56091j -0.125166-0.295396j -0.0848276-0.154607j 0.385612+0.267639j 0.139932-0.0399825j -0.0469639-0.238607j -0.0595426+0.546347j 0.093903+0.122457j -0.00155366-0.238711j -0.137976+0.42592j -0.10689-0.148449j -0.332579-0.056881j 0.116174+0.204922j 0.121882-0.0550059j -0.359643-0.139525j 0.389852-0.0470899j 0.0726741+0.217983j 0.116445-0.136651j 0.200026-0.00102008j 0.289471+0.231676j -0.0603168+0.288726j 0.0903413-0.0333167j -0.000176578-0.22769j 0.630745+0.0583379j -2.00741-0.865225j 0.137063+0.152409j 0.0870148-0.324241j -0.623651-0.0244067j -1.94345-0.042545j -0.591921-0.0104051j -0.347861-0.737112j 1.5104-0.195195j -1.34126-1.18618j 0.270666-1.02252j -0.0713177+0.340759j 1.14474-0.742851j 0.692162-0.327092j -0.0277706-0.863948j -0.26502+0.882544j 0.413092+1.42579j 0.0606895+0.142238j -0.283049-1.41732j -0.526027-1.18883j 0.31539+0.326525j 0.987337-0.507855j 1.22434+0.296535j -0.215419-1.08346j 0.710266-0.955413j 0.978197+0.248557j 0.720468+0.365471j 0.842462+0.234642j 0.291913+0.0741398j -0.235822+0.557431j -0.89055-0.380242j 0.812668-0.790529j -0.0492599-0.071629j -1.85726-0.0806496j -0.422626+1.41398j -0.762409+0.493794j -0.150523+1.62303j -0.0283165-0.450797j 1.14465-0.0340888j 0.589269-1.00905j 0.0205094-0.742978j 0.174484-0.827475j -0.18511+0.509252j -0.114578+1.52329j 0.0243831+0.611471j -0.411+1.24419j -0.96341-0.991789j -0.0646314+0.404535j 0.183574-0.963372j -0.0629305+0.0662137j 0.333186+0.359873j -1.03415-1.52716j 0.518523+0.837274j -0.145284-0.820749j -0.331552+0.772311j 0.0357828-0.711687j 0.0512421-0.605914j -0.132658+0.0884685j 
-0.855988+1.27836j -1.70325-0.709548j -1.50615+0.995862j 0.134825+1.24655j 0.417675+0.377961j 0.12976-0.651921j 1.51386+0.344272j -0.0621453+0.683363j 0.190352-0.441537j -0.565411-1.39278j -0.196078+0.535538j -0.345763+0.0672708j -0.594511-0.792699j -0.0614897+0.814968j 0.26747-0.493715j -1.58699+1.16815j 1.38792+1.6747j -1.58181+1.34218j 0.136753+0.971737j -0.919903+0.690525j -1.32571-1.55351j -0.0702628+1.10634j -0.110617+0.869977j -0.849755+0.515808j 0.320364-0.244761j 0.420459+0.161493j -1.07239+0.933705j 0.0887998+1.84648j 1.55281+0.0692027j 0.0179904-0.0363107j -0.855186+1.41991j -0.0415743+0.381049j -0.68831-0.45422j 0.315522+0.100834j 0.546941-1.20645j -0.823948+0.472042j -0.639612-0.0409534j -2.19006+0.715383j -0.455455+0.301256j -1.2255-1.96261j 0.670382+0.275289j -0.937116+0.322394j 0.153661-0.166949j -0.913978+1.35271j 0.433951+0.580954j -0.103737+0.530801j -0.129221-0.503993j -0.284109+0.106132j 1.08369+1.04447j 0.18841-0.0395155j 0.480595+0.349365j -0.473021-1.72184j -0.780785-0.983619j 0.563011-0.0154573j -0.515769-0.0238977j -0.81211+0.858091j 0.686014+0.193365j -0.381323-0.0253895j -0.778878+0.215308j 0.665075+0.169428j 0.452395-1.01528j 0.781018-0.839433j 0.14184-0.0745969j -0.75557+0.0115776j 0.249975-0.119581j -0.736854-0.109072j -0.099545+0.0976803j -0.0497502-0.248594j -0.220395-0.70477j -0.0283787+0.0578052j -0.314928-0.121926j -0.0521109+0.400304j -0.452322-0.953129j -0.626546+0.10581j 0.518395-0.0270285j -0.357763-0.12336j 0.31178+0.444387j -0.207251+0.126093j -1.21247-0.0801266j 0.277414-0.458032j -0.0847891+0.1061j 0.221023-0.85738j -0.591257+0.135663j 0.0946664+0.00866709j -0.0771541-0.182928j -1.01548-0.95993j 0.178338-0.404524j 0.248773-0.0984194j -0.317431+0.38273j -0.674969+0.240475j -0.620343-0.489476j -0.20193-0.402915j 0.0883763-0.362503j -0.219169+0.180483j -0.146331+0.266318j 
-0.369267-0.457318j -0.118066+0.424856j 0.35044-0.184073j 0.238873+1.14934j 1.53779-1.89388j 0.335636+0.403698j 0.685377+1.60744j 0.181403-1.02116j -0.887167+1.23126j 0.438484+0.118445j 1.25053+2.01125j -0.561132+1.17753j 0.15913+0.505071j 0.0078168-0.626764j 0.601759-0.334956j 0.658591-0.163127j 0.374267+0.13574j 0.058108+0.815677j -1.43718-0.559244j -1.47932-1.81468j -1.31063-0.270738j 1.66427-1.02983j -2.11742+0.809023j -0.24358-0.545171j 0.145492-0.70941j 0.169016-0.0528073j 1.32918-1.18511j -0.875457-0.261973j 0.331895-1.49457j 1.39068-1.11232j 0.476344-1.21708j -0.989246+1.1215j -1.64311-1.85323j 0.0369195+1.8598j -0.968805-0.436078j 0.100233+0.516737j 0.47845-0.720774j -0.0917531+0.544148j 0.00508375+0.105076j 0.0865717-0.359031j -0.013675+0.123206j -1.04728+0.353158j 0.495598-0.267105j 1.28417-0.700555j -0.695439-0.274597j 0.682646-0.261825j 0.619738+0.880839j -0.614001-0.937359j 0.168641+1.64699j 0.543446+0.66052j 0.277319+0.956205j 0.108306+0.955199j -0.358873+0.550529j 0.881073+0.393734j -0.504169-0.599324j 0.0348315-0.140751j 0.26987-0.158547j -0.633914-0.61908j -0.602387-0.0517802j -0.75198-0.449384j -0.0310612+0.302843j 0.277129-0.215484j 0.512868+0.715172j 0.31394+0.058728j -0.0904113-0.0244285j -0.0954351-0.414698j 0.102944-0.0263261j -0.0587889-0.251304j -0.543425+0.590492j 0.0790117+0.183487j -0.179258-0.0453732j 0.0844158+0.263697j -0.67044+0.658176j 0.820246-0.454169j 0.189661+0.232811j -0.367848+0.0124264j 0.133775+0.257636j 0.790203+0.141292j 0.421371-0.779374j -0.0151499-0.571496j -0.406025+0.830134j -0.108563-0.915827j 0.236257+0.894471j -0.347535-0.0897123j 0.843775-1.45275j 0.159363+1.18492j 0.628611+0.27738j -0.636075+0.24864j -0.337343-0.160487j -1.53706-0.699403j -0.700815-0.0166163j -0.362487-0.115682j -0.0610491-0.348674j 0.117057+0.0167935j -0.114648-0.495385j 
-0.78297-1.46487j -0.485417-0.101541j 0.137728+1.16436j -0.582201+2.0003j -0.982244+0.320828j -0.130957-1.14275j 1.02346-1.41994j 1.83802+0.208129j 0.319974-0.357597j 1.02001+0.476773j -0.611175+0.57888j 0.30055+0.086101j 1.3155+0.313793j -0.556394-0.702673j 1.24245+0.454821j 1.96316+0.0217243j -0.0385365+0.0839242j -1.77838-0.192861j -1.08304-1.55528j -0.558521+0.719007j 1.14171-0.157648j -1.78383+0.494821j 0.457152+1.29074j 0.302272-1.51207j 0.805922+0.523914j -0.497887+1.89993j -1.06683-0.823027j 0.0196397+1.33585j 1.01551-0.451681j -1.25316+0.580429j 1.81759+0.482848j -0.667739-0.156263j 0.912996-0.651056j 0.836168+0.512649j -1.66752+0.559231j 1.3269+0.246449j 1.41194+0.11101j -0.327709+1.36787j -0.0709483+0.342717j 0.490641-0.0190169j 0.0137894-0.0953522j -0.443472-1.59427j 0.192195+0.372276j -0.260141-1.55059j 0.80338-0.438753j 0.00834011-0.55258j -0.754502-0.0989969j 0.185882+0.597857j -0.229681-0.160057j -0.457421-0.52661j 0.161137-0.170556j 1.05714+0.0551607j 0.862203+0.0499325j -0.638105+0.293808j -0.17684-0.366917j 0.49698-0.545506j -0.635199+0.200373j -0.0595693-0.30359j 0.249572+0.369914j -0.153684+1.00233j -0.481958+0.499087j -0.552273-0.385831j 0.0903306-0.513769j 0.302944-0.704949j -0.357464+0.539224j 0.0771087+0.0362163j -0.398094-0.247051j -0.484153+0.72758j 0.298112+0.451814j -0.523703-0.00266195j 0.100213-0.953904j -0.94852-0.0763118j 0.454246+0.786229j -0.482293-0.397027j -0.013115+0.212275j 0.290673-1.27713j -1.16375-0.426679j -0.560102-0.155691j -0.697659-0.198859j 0.00991569-0.0296094j -0.501044-0.0911205j -0.371918-0.248333j -0.143937-0.0371309j 0.481051-0.172216j 0.639531+0.08199j -0.992743-0.0105121j -0.182444+0.158423j 0.758133-0.646418j 0.243902-0.0660909j -0.428769-0.0259127j -0.851486+0.80011j -0.790086+0.36873j -0.504457-0.164648j 0.511204+0.0684029j 0.513446-0.176585j 
-2.1055-1.06882j 1.01059-2.635j -1.6049-2.32577j -1.63963+0.122962j -0.437356+0.666452j 1.05093+0.215025j -0.495128+2.05971j -1.14616-0.202879j 0.668867+0.297697j 1.92112-1.04416j -0.456006-0.483423j -0.265614-0.442766j 1.15719-0.737793j -1.17388-0.0479727j 0.699646+0.34487j -0.380377-0.554215j -0.468876+0.595307j -0.580991-0.604259j -0.492258+0.0755213j -0.216076-0.230951j 0.407743-0.260956j -0.0636849+0.0323004j -0.0721988+0.266774j -0.0372637-0.275337j 0.157412+0.124732j 0.195935+0.15047j -0.0894643-0.042631j -0.151142+0.183257j 0.159549+0.0791069j -0.0302035+0.0192952j -0.127829-0.0339214j -0.0491493+0.0131813j 0.0698794-0.101529j 0.0978564+0.0107453j 0.135461+0.0510708j -0.148557-0.106577j -0.0173713-0.163012j 0.123717+0.355171j -0.537272-2.85814j -0.617855+0.196903j -2.64989+0.961644j -0.0361502+0.28991j 0.122867+1.34957j 0.357224+0.421293j 0.410625-0.157545j -0.896051-1.21974j 0.73332-0.427306j 0.370195-0.0105811j 0.33703-0.483992j 0.420828+0.378429j -1.21153+0.746268j -1.32024+0.368346j 1.62236+0.32067j 1.15076-1.19461j 0.38175+0.64565j 0.890747+0.633455j -0.764001+1.1616j 0.199548-1.58677j 1.0526+0.386059j 0.470427-0.810807j 0.869004+0.355136j 0.912337+1.24624j 0.972362-1.16716j -0.0144573+0.372868j -0.4109-0.0291801j 0.580094-0.965825j 0.024702+0.188609j 0.299712+0.0277615j -1.4506+0.607495j 0.353413-0.40558j 0.0383815+0.788421j 0.851328-0.135008j 0.992113-0.0207896j -0.0725495+1.20179j -0.0401297-1.11831j 0.0466526-0.675525j -0.542503-0.145264j 0.110618+0.0224445j 0.143856-1.02246j -1.27414-0.459338j -0.280286+0.376363j -0.261384+1.24238j -1.31098+0.871618j -0.469908-0.0264024j 0.37053+0.200608j 0.680728-0.329733j -0.538273-0.921427j 0.337676-0.0809921j 0.490741-0.936824j -0.442636-0.0454429j 0.521516+0.0203366j -0.266378-0.218216j 0.241271+0.197416j 0.132961+0.143862j -0.0600339-0.109258j 
