-0.036845-2.85927e-15j 0.156099-1.30431e-15j -0.0453-5.40642e-17j -0.0110402+2.54914e-17j 0.0457556-4.4258e-17j 0.106369-2.888e-16j -0.0496855-2.50737e-18j -0.0261087+1.46651e-17j -0.0625538-1.05272e-16j 0.124757+4.8039e-17j -0.0355024+4.81869e-17j -0.0403038-1.22628e-16j -0.0430747+1.1241e-16j -0.0659326+5.40479e-17j -0.0228201+1.47236e-17j 0.0105723-2.12825e-16j -0.043395+2.64827e-17j 0.0263076-4.19617e-16j 0.0210627-3.30571e-16j 0.0307695+2.09008e-16j -0.0155535+1.07112e-16j -0.0120659-3.00912e-16j 0.0256093-8.68175e-19j 0.0253371-4.66608e-16j -0.0333509+3.43928e-16j -0.031644-2.09855e-16j -0.00283541+4.49436e-16j 0.0247203-5.4852e-16j -0.00511157-3.91564e-16j -0.0238695+4.67536e-16j -0.00426383-1.62192e-16j 0.0065662-1.24792e-16j 0.00963479-7.99027e-17j 0.0103582+1.68013e-16j 0.0083026+6.07523e-15j -0.0146144-2.31785e-16j -0.00176609-3.99655e-17j -0.0201089-5.31817e-16j 0.0127119+2.82129e-16j -0.020004+5.32776e-16j 0.0169845+8.5949e-16j -0.00954108-2.24275e-17j -0.0142591-9.93766e-17j -0.00823777-1.56497e-17j -0.000353999+2.29104e-16j -0.0193532-2.0277e-16j -0.0194787-7.34767e-16j -0.0197536-4.07979e-16j 0.00791882-7.67666e-16j -0.0181109-2.12689e-17j 0.00224877+1.57191e-16j -0.0299968+5.64062e-17j -0.00472085+6.25998e-18j 0.00336742+5.87758e-16j -0.019525-8.65314e-16j 0.0155476+1.10897e-14j 0.0127878+6.95958e-18j -0.034909+3.96917e-17j -0.00821517-1.20617e-16j 0.0068393-3.91622e-17j 0.0329746-1.53402e-16j -0.00189579-4.8054e-17j 0.0611019-1.4314e-17j 0.0144508-9.76958e-17j 0.0312076+3.97033e-17j -0.0521116+3.39438e-17j 0.00475378+2.50484e-17j -0.0400934+4.96014e-17j 0.0699318+1.64184e-16j 0.00652578+1.37765e-16j -0.0609618-1.00581e-15j -0.0641658+2.43735e-15j 
-0.0279017+4.67705e-15j -0.00118688+1.27e-15j -0.011739+7.52166e-16j -0.00993765+1.19109e-15j -0.0116077+1.01913e-15j -0.0100777+8.0819e-16j -0.0220665+2.00865e-15j -0.00422891+3.62201e-16j -0.0206887+1.48341e-15j 0.000156632-7.74607e-17j -0.0139058+1.04358e-15j -0.00352611+4.09242e-16j 0.0223916-1.90513e-15j -0.0224304+1.12942e-15j -0.00504108+6.99831e-16j 0.00521315-7.76096e-16j 0.00404053-1.10778e-16j -0.00242935+2.65515e-16j 0.00545957-9.89584e-17j -0.000729128-4.21284e-16j -0.0221659+1.3857e-15j -0.0495347+1.89586e-15j 0.0295657-2.07872e-15j -0.0386506+3.69883e-15j -0.0281325+1.9937e-15j -0.00202747+4.27303e-16j -0.0163921+1.06279e-15j -0.0196314+2.03182e-15j 0.0255188-2.08351e-15j 0.007242-8.68772e-16j 0.0479146-1.91047e-15j -0.00956524+6.53946e-17j 0.0215286-2.09047e-15j -0.00764857+1.25695e-15j 0.0272883+1.62961e-14j 0.0509495-3.3993e-15j -0.0377637+2.21e-15j 0.0214531-1.45352e-15j 0.020014-1.85689e-15j -0.0361045+2.38542e-16j 0.00058411-4.68552e-15j 0.000415506+3.27658e-16j -0.00252585+5.88776e-16j -0.0128658-2.85545e-16j 0.0333069-7.01766e-15j -0.0117608+7.16471e-16j 0.0369031-2.3186e-15j 0.000168856+3.27367e-16j -0.00717561+1.69015e-15j 0.0169392-1.33799e-15j -0.00292843+8.5102e-16j -2.61171e-05+1.29995e-16j 0.00833651-3.87715e-16j 0.0106592+1.01149e-15j -0.0310698+7.2736e-16j 0.0282559+1.73796e-14j 0.000549999+1.71801e-17j -0.0261422+2.3594e-15j 0.0207668-1.83966e-15j -0.0187725+1.21272e-15j -0.0251034+2.44536e-15j 0.0423168-3.06936e-15j 0.0552429-4.22919e-15j -0.0291021+2.74872e-15j -0.026839+2.63177e-15j -0.00606713+1.03417e-15j 0.00599994-1.28514e-15j 0.0510632-4.06475e-15j 0.0392413-2.53439e-15j 0.015885-1.47274e-15j -0.0372194+4.32795e-15j 0.0341184-6.18151e-15j 
-0.0190806+1.96676e-15j 0.000326483+2.40206e-16j -0.0265118+1.9749e-16j 0.00151486-2.75588e-17j 0.0234606+1.02793e-16j -0.0189498-8.99393e-16j -0.0110689+5.67233e-17j -0.0387119-2.92841e-16j 0.0170062+6.69343e-16j 0.0103718-5.6233e-16j 0.00565512+2.12171e-16j -0.00812035+2.04834e-16j 0.0242188+6.29213e-18j 0.0101004+3.17464e-17j -0.00996314-1.56655e-16j 0.00987738+2.31322e-16j -0.0338852-7.69844e-17j 0.008507+8.95731e-17j -0.0290792-2.57686e-16j 0.00458021+1.36938e-16j 0.0231592+3.34697e-16j 0.00619861+5.2217e-16j -0.0298858-3.93718e-17j 0.00255389+1.53813e-16j 0.0132492+2.12575e-16j -0.0397692-1.07575e-15j 0.0377991+1.10048e-15j 0.0273771+8.47274e-17j -0.0112513+1.71192e-16j 0.0154995+3.57815e-16j -0.0170621-6.66787e-16j 0.0213117+4.05309e-16j 0.0191532-3.34439e-16j 0.0124668-1.02719e-17j -0.0237711-1.58045e-14j -0.0210599-8.10153e-18j 0.0112628+3.56628e-16j 0.0243866+5.69494e-16j 0.0142856-2.99602e-16j -0.0121369+1.66191e-16j 0.00655972+2.92082e-16j -0.0424548-2.51128e-16j -0.032812-9.33991e-17j 0.0152221+1.03303e-16j -0.00450037+4.63108e-16j 0.0160544-2.78722e-17j -0.0152194-2.8002e-16j 0.0217178+2.93384e-16j -0.0402806+4.09722e-15j -0.0246696+1.11697e-16j 0.00478211-7.64655e-16j 0.0337942+3.2804e-16j -0.0443811-3.10196e-16j -0.00186262-5.82706e-16j 0.0397694+2.3239e-15j 0.00544319+3.98915e-15j 0.0105161+5.10437e-17j -0.0196106+3.6831e-17j 0.0257473+2.16225e-16j -0.0146492-3.78706e-16j -0.0345156-5.6817e-18j 0.0372154+1.45841e-16j 0.0427562+7.08057e-17j -0.0145235+5.9173e-16j -0.0172592-3.6005e-16j -0.0234658+5.60237e-16j 0.0279593-5.4326e-16j 0.0296242+4.14086e-16j 0.0668425+5.71101e-16j 0.0478773-2.36767e-16j -0.0180775+1.62745e-15j 0.0473922-3.46488e-15j 
0.0145409+6.12796e-16j -0.0390031-6.72006e-16j -0.00304558+7.47867e-18j -0.00558944-2.72577e-16j 0.0200635+3.93157e-16j -0.00516961-3.35371e-16j 0.00986467+2.56897e-16j -0.00416088-1.48103e-16j 0.011727+3.11445e-16j -0.0288434-6.24391e-16j 0.0119822+1.19595e-16j 0.0212796+6.88235e-16j 0.0388866+1.60053e-16j 0.00545255+5.51763e-16j 0.0169769+1.51776e-16j 0.0311089+4.33269e-16j -0.00345467+3.69201e-17j -0.0159642+1.49306e-16j -0.0150531-3.40398e-16j -0.0278242-6.577e-16j -0.00225812-6.44346e-17j -0.0445985-1.6497e-15j -0.0223189-4.52436e-17j -0.00394325-2.85812e-16j -0.0460308-3.25415e-16j -0.0158742-3.76958e-16j 0.011419+7.33737e-16j 0.0103935+3.74429e-16j 0.0238429+1.41807e-16j 0.0216025+5.80451e-16j -0.0274851-9.45133e-16j 0.00661452+6.40576e-16j 0.00855302+2.61497e-16j 0.0475756+4.06751e-16j 0.00151142+1.34399e-15j 0.0113234+1.02239e-17j 0.0298603+8.82891e-16j 0.00225973+3.076e-16j -0.0159756+1.43574e-16j -0.0293073-5.53546e-15j -0.0191084-8.05222e-15j 0.0270314+9.15305e-16j 0.000603035+3.75971e-16j -0.0428052-9.33506e-16j 0.0299217-3.15398e-15j -0.00021283+3.92745e-16j 0.00272351+9.44525e-17j 0.0371212+6.05851e-16j 0.0185207-2.2434e-15j 0.0141638-9.37646e-17j -0.0281412-4.45872e-16j 0.00104484+8.0594e-16j -0.00666008-1.21946e-16j -0.00161502-2.46768e-16j -0.0216194-7.61757e-16j -0.0277267-1.9876e-14j 0.00266565-1.82367e-16j 0.0010511+2.90738e-16j 0.00633966+2.88204e-16j 0.00093908-2.29394e-16j 0.00186402-5.63067e-16j 0.0414088-4.00389e-16j -0.0315833-6.60762e-16j -0.0226663+5.7315e-17j 0.00997239-3.97402e-16j 0.02381+8.80437e-16j 0.00773695+4.46076e-16j 0.0729668+3.35359e-16j 0.0166258-5.7993e-17j 0.000164635+1.0679e-17j 0.0226462+1.61869e-15j 0.0400604-1.3494e-15j 
-0.025477+2.4761e-15j 0.0199097-6.21025e-16j -0.00653158+5.68093e-17j 0.0240702-1.76887e-15j -0.00566067+5.91251e-17j -0.027542+2.19425e-15j -0.0166912+1.05904e-15j 0.0416448-2.69194e-15j 0.00389146-7.48284e-16j 0.01509-6.97964e-16j -0.0310335+2.68628e-15j -0.00331312-1.69854e-16j 0.0144023-1.09947e-15j -0.0527408+3.52181e-15j -0.00920537-1.83938e-16j -0.0584236+4.44832e-15j 0.0165566-1.16046e-15j -0.0247224+2.0644e-15j 0.0123679-1.28995e-15j 0.0157499-8.77724e-16j -0.019935+1.05915e-15j -0.0134873+3.19397e-16j 0.0259858-1.95489e-15j -0.0322656+3.47038e-15j -0.00255114+5.98686e-16j -0.0295854+1.82549e-15j -0.0199718+1.37927e-15j 0.0231261-2.41016e-15j -0.0447265+3.30146e-15j -0.014525+2.99998e-16j -0.0135639+3.33121e-16j -0.0226785+1.01526e-15j -0.0261169+1.95864e-15j 0.0065456-4.26131e-16j -0.0183652-1.21881e-14j 0.0578933-2.92389e-15j -0.0138811-1.88345e-16j 0.0144723-7.28456e-17j -0.010265+8.07135e-16j -0.00135825-1.5655e-15j -0.0198513-2.03574e-15j -0.0206417+1.25295e-15j 0.0429812-2.15735e-15j -0.0105549+4.34772e-16j 0.0294599-5.39156e-15j -0.0635729+4.13325e-15j 0.0196392-1.9025e-15j -0.0219286+1.08488e-15j 0.012543-2.50129e-15j -0.0372328+2.91666e-15j 0.0871656-6.24075e-15j -0.00840655+1.02852e-16j 0.0368956-2.91135e-15j 0.0580403+3.89793e-15j -0.0606041-9.27325e-17j -0.0123113-6.88736e-15j 0.0262452-1.56533e-15j 0.0196904-1.35149e-15j 0.00253075+9.60357e-16j -0.027589+2.05855e-15j 0.016097-1.97761e-15j -0.0407182+3.22999e-15j -0.000785735+6.93144e-16j -0.0140007+5.36746e-16j -0.000726502-1.09904e-15j 0.0205394-1.99898e-15j -0.0655628+5.42826e-15j -0.0791914+4.44162e-15j -0.0231188+1.49581e-15j -0.0034373+9.93116e-16j -0.0343816+1.65884e-15j -0.0294922+3.29702e-15j 
-0.0218341+4.30641e-16j 0.0236703+5.15338e-16j -0.0150694-2.57068e-16j -0.00889236-5.79927e-16j -0.0179726-5.19236e-16j 0.0705877+9.86541e-16j -0.0210159-3.28246e-16j -0.0311154-5.04559e-16j -0.0568414-7.44801e-16j 0.00425914-1.66445e-16j -0.00372258+3.92127e-16j -0.00578514-1.03023e-16j 0.00722816+2.08261e-16j -0.0182195+2.08106e-16j 0.0461239+7.18257e-17j 0.02229+1.12191e-15j -0.00777617-6.07714e-16j 0.0198348-5.74932e-16j 0.0649504+3.6289e-16j -0.0349975-1.42028e-15j -0.0198562-1.78343e-16j -0.00654627-4.04891e-16j 0.00934856-2.01013e-16j -0.0344275+7.02806e-16j -0.0433616-1.60998e-16j 0.017056+8.82219e-16j -0.00333006-2.55593e-16j -0.0403964-2.8792e-16j 0.0116985+7.64809e-16j 0.000936134-2.05287e-17j 0.0222549+1.28433e-15j 0.00214764+1.70991e-16j 0.00365097+1.36395e-16j -0.000225545+3.3431e-16j 0.00990413+7.16329e-15j -0.000283963-1.1447e-15j 0.00296485+1.45183e-16j -0.00271254+3.77211e-16j -0.020798+3.08523e-16j -0.04361-2.42431e-15j 0.0142774-2.3735e-15j 0.0310383+2.73816e-16j -0.0356871-2.84227e-16j -0.0392129+1.07439e-15j -0.0184789+3.38617e-15j -0.0133946+7.03188e-16j 0.0385131+1.12431e-15j 0.0495095+1.63137e-15j 0.0430799-4.27518e-15j 0.0200333+1.21526e-16j -0.0146243-6.04493e-16j -0.0461075-2.01326e-16j 0.0145164-4.85841e-16j -0.00825946-1.06179e-15j -0.0344273-2.14905e-15j -0.0167559-1.2556e-14j -0.00196258-3.43713e-16j -0.047984-3.70669e-16j -0.00952619-2.12618e-16j 0.009192-1.13249e-16j -0.0012414-2.81327e-16j 0.108252+1.34944e-15j 0.0388994+8.031e-16j -0.0483664-2.46673e-16j 0.0481775+1.92743e-16j -0.0709105-8.92889e-16j 0.0334044+9.30911e-16j 0.139192+2.24554e-15j 0.0662404+8.91875e-16j 0.0196536+4.99784e-16j -0.0383547+1.04584e-15j 0.0407665-2.64245e-15j 
-0.0495581+2.04324e-15j 0.0549734+1.10886e-15j -0.0254647+8.22296e-17j -0.0161317+2.15679e-16j -0.00798088-2.39659e-16j 0.046067-3.60299e-16j -0.0330462+2.4125e-16j -0.0080843+1.8807e-16j -0.0414264+5.27522e-17j 0.0504185-4.45766e-17j -0.00126616-4.99905e-16j -0.0304379-2.05776e-16j -0.000988148+1.46134e-16j -0.0110963-3.34567e-16j -0.0109235+1.33067e-16j -0.00786923-5.65145e-16j -0.0160485+3.03684e-16j 0.0448108-1.11242e-15j 0.00262738-6.39684e-17j -0.000266261+1.55148e-16j 0.00262647+2.55168e-16j 0.0231294+9.51814e-16j -0.00307223+2.29453e-16j 0.0128169-6.14342e-16j -0.0036437+1.72892e-16j -0.0233238-5.00956e-16j 0.0296457+1.01899e-16j -0.00163152+2.74116e-16j 0.00335346-1.21946e-15j 0.00279087-1.9558e-16j -0.0159863-5.56278e-16j -0.00966655+8.16329e-17j 0.00556278-5.87484e-16j 0.00701392-2.53111e-16j -0.010463-7.07332e-15j -0.0226735+4.03652e-17j 0.0109198+7.75564e-16j -0.0171158+5.23578e-17j -0.0227825+1.41559e-16j -0.00254441-9.54728e-16j -0.00683671-1.48447e-15j -0.0205216+3.79275e-16j -0.0291698+8.51785e-18j -0.0108942+4.20146e-16j -0.0102198+1.39079e-15j -0.0237242-4.65852e-16j 0.0347483+4.50386e-16j 0.0414475+4.7917e-16j 0.0183552-1.62031e-15j -0.0117878-5.88401e-16j 0.027758+7.3108e-16j -0.0354259-7.08486e-17j -0.000135679+6.1463e-16j 0.0118067+1.99983e-15j 0.00589505-6.30456e-17j 0.0195043+1.35708e-14j 0.0161655+3.10577e-16j -0.0249413+7.24602e-17j -0.0183717+6.60947e-17j -0.00030566+1.61328e-16j 0.0208935-9.95824e-17j 0.0255971-1.1098e-15j 0.0536101-1.9025e-16j -0.0315428+7.39447e-17j 0.0246319-1.40302e-16j -0.0694633+2.59279e-16j 0.00174137-4.89095e-16j 0.0179142-1.06788e-15j 0.0234509-3.41426e-16j 0.0218265-8.58404e-17j -0.0696259+7.35745e-16j 0.00126295-2.50826e-15j 
0.00829189+3.05354e-16j -0.0196621-5.22749e-17j 0.0125589-1.7082e-16j 0.0250839-3.07101e-16j -0.0314259+1.00282e-15j 0.0135605-8.85666e-16j -0.00834481+6.80384e-16j 0.0260771-3.61946e-16j 0.00288195+1.43736e-16j -0.0200473+2.72416e-16j 0.0149745-5.37062e-16j 0.000538367+5.22404e-16j 0.0121746-5.19204e-16j 0.0201123-4.23924e-16j -0.00764649+1.99945e-16j 0.0278082-9.75367e-16j -0.0232852+1.06018e-15j 0.0120609-8.69226e-16j 0.00410451+1.36939e-16j 0.0179618+2.73604e-16j -0.00700797+6.06921e-16j -0.000500988+4.20079e-16j -0.0265468+1.10646e-15j 0.0352916-2.05162e-15j 0.00460494-9.21196e-18j 0.00664921-6.14985e-17j 0.0061457-3.27813e-16j -0.0255972+1.00008e-15j 0.0356517-1.2785e-15j 0.0172992-4.23255e-16j -0.0397036-6.60713e-16j -0.00805366+5.57543e-16j 0.00570829-3.57054e-16j 0.031942-1.16645e-15j -0.0266719-1.76576e-14j -0.00769123+9.8707e-16j -0.0381539-1.17288e-16j -0.00372612+4.6482e-16j -0.0207205+5.58793e-16j 0.0275775+5.46697e-15j 0.027305+8.68609e-15j -0.0272588+8.74042e-17j 0.0427938-2.35552e-16j 0.0418857-2.06149e-15j 0.0414122-8.27767e-15j 0.00605967-2.22457e-16j -0.00700344-4.69564e-16j 0.002164-7.2133e-16j 0.00980591-2.0446e-15j 0.0350904-9.41273e-16j -0.051492+1.59722e-15j -0.018314+1.42431e-15j -0.0426148+1.31377e-15j -0.0424891-3.52912e-15j -0.0617745-9.58874e-16j -0.037492-2.60805e-14j -0.0296912+6.1264e-16j 0.0198789+1.45408e-16j -0.00804282+4.38027e-16j -0.00187198-7.89378e-17j 0.0133843-1.07429e-15j 0.0485303-1.95414e-15j -0.0458703+4.83783e-16j 0.0330145-3.1138e-16j 0.0163684-9.43022e-16j 0.010225+8.2784e-16j -0.00611991-3.91183e-17j 0.00478051-1.21386e-15j -0.0305694+1.96924e-16j -0.0133351+1.60654e-16j 0.0324473-4.08297e-16j -0.00519342+1.23603e-15j 
-0.0235758+1.41371e-15j 0.0116314+1.09256e-15j -0.00466623-2.63768e-16j -0.00962359-2.02664e-17j -0.0230466+4.80423e-16j 0.0277052-1.91713e-16j 0.0156945-1.53887e-16j 0.0128067-2.18426e-16j -0.00842304-4.37756e-16j 0.000765674+6.48457e-16j 0.0115153-5.15862e-16j -0.0183203-3.76482e-16j 0.0340692-2.17896e-16j -0.0295457-4.88691e-16j 0.00929219+2.84641e-16j -0.0200461-9.82986e-17j 0.00630924+4.12197e-16j -0.0504868+1.17224e-15j -0.00287286+7.49666e-16j -0.0274577-2.6194e-16j -0.0184222-5.41685e-16j -0.0289471-1.05488e-15j 0.0278471+1.61772e-17j 0.00188134-8.37371e-16j -0.00725637-2.37824e-16j 0.00818648+3.4994e-16j -0.0363848-8.23535e-16j -0.0128787-2.39437e-16j -0.0238311-4.39399e-16j -0.0335038+4.45258e-18j -0.0215434-7.30275e-16j -0.00175395-1.84395e-16j -0.00318754-3.7073e-16j 0.00920828-3.14677e-16j -0.0064017-4.1697e-15j 0.0041341+9.01187e-16j 0.0360141+3.86563e-16j 0.0288312+2.58732e-16j 0.00317845-6.57717e-16j 0.0135023-4.92411e-16j -0.00696943-3.89003e-16j 0.0428077-1.35569e-16j -0.0102534-1.40475e-16j -0.0261573-6.01938e-16j 0.000221113+7.28381e-16j -0.0179779-5.80912e-16j 0.00335207+3.99324e-17j -0.0149863+3.47737e-16j 0.0104067-5.20336e-16j -0.0191693+8.82116e-18j 0.0439922+6.3659e-16j -0.0273776-5.82291e-16j 0.0492314+2.89748e-16j 0.0551682+7.39739e-15j -0.0608472-3.10827e-15j 0.00445328+3.44814e-15j 0.0380058+5.47851e-16j -0.017799+1.04403e-17j 0.0161297+1.0454e-16j 0.0398475-3.45367e-16j 0.00637801-3.87846e-16j -0.0358555+8.98662e-16j 0.0103374+4.3936e-16j -0.0618233-3.91367e-16j -0.0206207+2.18786e-16j -0.0267011-6.56385e-16j 0.0314386-2.6933e-16j -0.0242894+3.9466e-16j -0.0296167+8.83905e-16j 0.0154882+3.40579e-16j -0.0284048-1.11442e-16j 0.000342815-6.12612e-16j 
-0.0184445+1.94534e-15j -0.00326947+9.09563e-16j -0.000602612-9.24717e-17j -0.0171837+7.13285e-17j -0.033522+5.07606e-16j 0.00367623+3.89176e-16j -0.0133364-3.2892e-17j -0.0144006-2.26954e-16j 0.0205147-4.98913e-16j -0.0301815+4.13237e-16j -0.0106086+1.36758e-16j 0.0189156-1.12853e-17j 0.00547071-2.36701e-16j 0.0183694-4.74313e-16j -0.0317803+1.05793e-15j 0.0491216-4.53583e-16j -0.0573572+4.32996e-16j 0.00405306+4.50514e-16j -0.00130442+6.68536e-16j -0.00615681-8.18464e-17j 0.0247555-3.29194e-16j 0.0300088+8.56221e-16j 0.0025986-3.10943e-16j 0.0294681-9.06455e-16j 0.0128701-6.05624e-16j 0.0194328-2.10078e-16j 0.0245804-4.25993e-16j 0.0265006-3.69248e-16j -0.0337567+1.08139e-15j 0.0530579-9.06215e-16j 0.00962531+2.24056e-16j 0.0160637+5.16491e-16j -0.0108286+5.78663e-16j 0.024751-1.0692e-15j -0.0124179-7.29018e-15j -0.0738011-2.65045e-16j 0.00230641+2.57958e-16j 0.0469036+2.15323e-16j 0.0281432-9.35304e-16j -0.012881+1.9733e-15j 0.0238403+3.28652e-15j -0.0344413+2.0111e-16j 0.034012-9.81663e-16j 0.0825744+2.23514e-16j -0.0506256+5.71091e-15j 0.00325057-2.49322e-16j -0.0524399-6.73933e-16j 0.000149661+1.88214e-16j -0.043742+5.3623e-15j -0.027072+5.42259e-16j -0.0279347-1.70004e-16j 0.0529625-7.63935e-16j -0.0421499+1.00544e-16j -0.0241238-2.909e-15j 0.00309096+2.58373e-16j -0.113981-8.00444e-14j -0.0570005+2.47785e-16j 0.0103772-3.07104e-16j -0.0459321+5.1241e-16j -0.0441608+2.82538e-16j 0.0946386-1.27339e-15j 0.0131659+1.07095e-15j 0.0377083-1.21897e-16j 0.068958-7.95106e-16j 0.014934+5.83768e-16j 0.0602869-1.04376e-15j -0.0341502+3.86906e-16j 0.069915+9.74237e-16j 0.0141196+8.28164e-16j -0.0323497+3.47957e-16j -0.0243559+6.77303e-16j 0.0100372-9.9129e-16j 
-0.0298982+2.40549e-15j 0.000386719+1.00752e-15j 0.00802257-1.66999e-16j -0.0307106+2.27569e-17j -0.0329759+6.32896e-17j -0.0289243+3.44581e-16j -0.037747+4.9452e-16j -0.0128707+2.12717e-16j 0.0317784-1.42029e-16j 0.0192074-2.95047e-16j 0.00759164+1.91423e-16j -0.0172647+2.09349e-16j 0.0234086+1.46996e-16j -0.0089481-3.11182e-16j 0.0203271-3.99555e-16j 0.0253221-3.4109e-16j -0.0520525+4.05748e-16j 0.0222282-1.13778e-15j -0.0118605-1.2386e-16j 0.00355882-3.1157e-16j -0.00825004+3.70615e-17j 0.0102789+3.49311e-17j -0.022508+5.55751e-16j 0.00767368-1.73995e-16j -0.0099978+1.58426e-16j 0.00296415+3.31478e-16j -0.0294242-3.03876e-16j -0.0428489+9.2425e-16j 0.00413638+3.91881e-16j 0.0101756-7.16108e-16j -0.00826563-3.46033e-16j 0.00867636-2.09366e-17j 0.00674929-4.85502e-17j -0.00749887+3.77446e-17j -0.00353259-1.98546e-15j -0.016158-2.56801e-16j -0.000673899+2.18419e-16j 0.0497064+5.50167e-16j 0.0231085-1.6464e-16j 0.0231257+5.35922e-15j 0.0254538+7.97662e-15j -0.0402693-5.15373e-16j -0.0294241-2.28667e-16j 0.0511327+3.21217e-17j -0.0234662+2.05227e-15j 0.0162617+1.30119e-16j -0.0294813+3.10472e-17j 0.0400821-3.50696e-16j 0.00743597-1.04117e-15j -0.00709031-2.7978e-16j 0.0453995-1.01424e-16j -0.000219768+1.78043e-16j -0.0350062+3.51523e-16j -0.0080237-4.00097e-16j -0.00392597+1.98454e-17j -0.0324996-2.20419e-14j -0.0490889+3.1579e-16j -0.00343912-2.51189e-16j -0.0212983+3.88843e-16j -0.0257588+4.1392e-16j 0.0821733-1.37081e-15j 0.0946903-2.16964e-15j 0.126853-3.60487e-16j 0.0407488-8.69776e-16j 0.0258806-5.29561e-16j -0.0308979+5.97711e-16j -0.0515956+8.35371e-16j 0.143669-1.41151e-15j 0.0677563-6.55106e-16j -0.00946506+3.09486e-16j -0.093679+2.55692e-15j 0.0347304-4.86014e-15j 
0.00406466-5.89502e-16j 0.009078-7.61818e-16j 0.00476555-2.63206e-16j -0.0148997-4.05138e-16j 0.0175267+2.35925e-16j -0.0304953-3.13158e-16j -0.0204011+5.23214e-17j -0.00748357-5.92951e-16j 0.00973345-5.91345e-16j 0.0253774-5.15883e-16j -0.00239106+1.91903e-16j -0.00923852+1.84306e-16j -0.0288613-1.91047e-15j -0.00275634-6.74204e-17j 0.0280581+3.07438e-16j -0.00272285+4.8836e-16j -0.0061072+1.47867e-16j 0.0284894-3.56322e-16j 0.000728172+1.88825e-16j 0.00687219-4.81686e-16j -0.00160456+3.26007e-16j 0.0281293+1.38338e-15j -0.020774-6.78371e-16j -0.00959589-5.14007e-16j 0.00357368+1.81101e-16j -0.00793723-1.41212e-16j -0.0102912+4.16989e-16j -0.0127269+3.38548e-16j -0.0139508+2.71287e-16j 0.00971021-6.70042e-17j 0.0116588+1.88437e-15j 0.00713993+4.24355e-16j -0.0164098-3.53266e-16j -0.00752839-3.36443e-16j -0.00421522-3.29992e-15j 0.0130013+7.91648e-16j 0.0092568+2.9746e-17j 0.0207105+1.10958e-15j -0.00300173-3.85213e-16j 0.0120523+2.7831e-15j 0.0189021+6.0821e-15j -0.0189369-6.88e-16j -0.00243151+4.2275e-16j 0.0240218+9.32191e-17j 0.00439858-1.17907e-15j -0.0154527-6.58397e-16j -0.0636027-2.15661e-15j 0.042029+7.50802e-16j 0.0248116-1.75411e-15j -0.0111637-7.20104e-16j 0.0205109+5.19064e-16j -0.0223257+2.38846e-16j -0.0403553-1.22284e-15j 0.00966997+1.42674e-15j -0.019423-1.41132e-15j -0.0303767-2.24232e-14j 0.00290637-2.76098e-16j 0.0325014+7.49079e-16j 0.021093+1.27485e-15j -0.0319323-1.9962e-15j 0.0182835-6.31871e-16j 0.0857535+1.4585e-15j 0.0241632-7.4111e-16j 0.0601003+1.36876e-15j 0.00795714+1.75013e-16j -0.0290373+8.91004e-16j -0.0694412-1.0762e-15j 0.0397425+4.23414e-16j 0.052292+1.08686e-15j -0.0101343-2.97993e-16j -0.0360487+6.89009e-16j -0.00303815-5.9956e-16j 
-0.0040499+1.70634e-15j -0.0341953-5.74753e-17j -0.0185293-4.71991e-16j -0.0106984-6.45367e-16j -0.0169509+3.84617e-17j -0.0106895-1.28174e-15j 0.0167513-3.72097e-17j -0.0399594-1.53191e-15j -0.0214503-2.25758e-16j -0.039189-8.69584e-16j 0.0134983+3.76247e-16j 0.0128438+8.05848e-17j -0.0550634-2.40175e-15j -0.00592348-4.62766e-16j -0.00791983+6.68113e-16j 0.04379+8.44665e-16j -0.0183963-7.13415e-16j -0.0132208+3.95717e-16j -0.00347017-6.1522e-17j -0.0348267-1.58847e-15j 0.00850649-1.87186e-16j -0.0186411-5.88487e-16j -0.0245209-1.06117e-15j -0.000655497-2.80629e-16j -0.00743977-2.08494e-17j 0.0035299-2.59511e-16j 0.00423549-2.37248e-16j -0.00856208-5.06272e-16j 0.0283729+9.78535e-16j 0.0150132+4.8742e-16j 0.0451129+3.83639e-15j 0.0115473+4.81796e-16j -0.00232655-2.62559e-16j 0.0161271+2.79341e-16j 0.00622024+4.30737e-15j 0.00702414+9.33101e-16j -0.0262364-1.12507e-15j 0.0224356+1.69507e-15j 0.00936997+1.23633e-16j -0.051642-4.66505e-15j 0.00803063-4.16501e-15j -0.00903136-2.07078e-16j 0.0215083+9.40803e-16j 0.00251651+3.22383e-16j 0.00278732+5.51538e-17j 0.0286293+6.71342e-16j 0.00696493-6.08973e-16j -0.0105144+4.62892e-16j -0.00436331+9.06961e-16j 0.00110604-3.03741e-16j 0.00955823+3.9509e-16j 0.0622257+1.19353e-15j -0.0385998-2.02055e-15j -0.0118451-1.34271e-15j -0.00212807-3.95901e-16j 0.0069756+5.02732e-15j -0.0501512-1.36941e-15j -0.00757522+2.49891e-16j 0.0278807+1.59207e-15j -0.0802836-3.38845e-15j -0.0064718-3.11545e-16j 0.031526+2.60939e-15j 0.00501976+6.45071e-16j 0.0334256+2.08078e-15j -0.00295359-7.90693e-17j 0.0927469+2.12903e-15j 0.00906752-1.18021e-15j 0.0299357+1.77895e-15j 0.0373076+2.58631e-15j -0.0114564-5.09419e-16j 0.0330125+5.70292e-16j 0.0278687-7.82931e-17j 
