-0.128013-0.214045j -0.215337+0.128163j 0.0301509+0.14373j -0.156749+0.0319433j 0.0253169+0.0296597j -0.00998839+0.0608421j -0.0412389-0.0253107j -0.0137671-0.00351061j 0.0333056+0.0476299j -0.0215386+0.0249683j -0.0572579-0.0132753j -0.025185+0.041737j 0.00788279-0.0395869j 0.0216665-0.0270053j 0.0204952-0.0279083j 0.058781-0.0103043j 0.0375382+0.0126549j 0.0233473-0.0674633j 0.0091418+0.00123129j 0.0437887+0.0388772j 0.0587839+0.0214129j 0.0302793+0.0108335j 0.0290867-0.0531368j -0.0453595-0.0973893j 0.0508796+0.00526157j 0.0785744-0.0643822j 0.0697097-0.0502126j -0.0833616-0.070899j -0.0786213+0.0525359j 0.00984477-0.0859435j -0.151094-0.102723j -0.098984+0.112464j 0.128792-0.0109908j -0.0676593-0.127028j -0.106876-0.0658658j 0.0309303+0.142009j -0.0179045+0.0835075j -0.0220241+0.0738464j 0.00343143+0.128131j -0.0295515+0.0708356j -0.0944723+0.0285323j 0.0438426-0.0744641j 0.0320233+0.0361068j 0.0311457-0.0505382j -0.073106+0.10078j -0.058478+0.0793182j 0.00870159-0.0237595j -0.0217637+0.0341761j 0.0159727-0.00201102j -0.0394108-0.0708015j 0.0344893+0.0372049j -0.0031176-0.0555025j 0.0397776-0.0219532j 0.129484-0.0608433j 0.0780457-0.0135277j 0.109167-0.0182101j 0.0198451-0.00234406j 0.0300253-0.00196813j 0.00443472-0.0312625j -0.0415534+0.0169067j 0.0891995-0.0566169j -0.131324+6.68705e-05j 0.0413641+0.0689659j -0.107835-0.041419j -0.125035-0.134321j -0.0528173-0.057584j 0.0298826+0.124867j 0.119284-0.155779j 0.227003+0.123258j 0.111226-0.20389j 0.234503+0.117864j 0.11718-0.233162j 
-0.000605555+0.00146511j 0.00160243+0.000752971j 0.00270502+0.00163396j -0.00240575+0.00334613j 0.00186589+0.00333306j -0.00428031+0.00191422j -0.00676868-0.00919999j -0.00204847+0.00453754j -0.0085441+0.000968854j 0.0014032-0.00407122j 0.00123511+0.000898294j 0.00447373+0.000412721j 0.000316851-0.000632136j 0.00210259-0.000711106j -0.00292348+0.00179978j 0.00319509-0.000692222j -0.001392-0.000322766j 0.000829924+0.00387221j 0.00618512-0.00290459j -0.00495413+0.000948672j 0.00340079+0.00302502j -0.00278448-0.000943455j -0.00395009-0.00353451j 0.00048509+0.00160228j 0.0032165-0.0116326j 0.00131535+0.00340778j -0.00872538+0.000969542j -0.000708967+0.00108127j -1.94146e-05-0.000381641j 0.00140266-0.00064387j 0.00120341-0.000565337j 2.124e-05-0.00166587j -0.000599649-0.00192779j -0.00271408+0.000658693j -0.00338599+0.00439443j 0.00600524+0.0115272j -0.0120966-0.000883642j 0.00770799-0.0126784j -0.00448197+0.00478755j 0.000259635-0.0046276j 0.0055574+0.00600209j 0.00193148-0.00158169j -0.00182543+0.0010845j 0.00107066+0.00122756j 0.00072024+0.00332213j -0.00424947+0.00160246j -0.00220951+0.00604639j -0.0074479-0.000493929j 0.000286293+0.000575286j 0.00254148+0.00115634j 0.0025238-0.00453604j -0.00676357+0.0013309j -0.00509597-0.00567762j 0.00574357+0.000117336j 0.0031372+0.00368425j -0.00181543+0.00209975j -0.00219052-0.00404467j 0.000817843+0.00569697j -0.00445479-0.00315479j -0.00385427-0.00179902j -0.00105398+0.00635907j 0.00174806+0.000258236j -0.00190633+0.00615854j -0.00265086+0.00522089j 0.0039871+0.00555159j -0.0146856-0.00836651j -0.009542+0.0102933j -0.00180072+0.0083041j -0.001635+0.000547012j 0.00155784+0.000297917j 0.00171502-0.00125354j -0.0016613-0.00153963j 
-0.00343624+0.00251908j 0.00327167+0.00334154j 0.000780362+0.00228042j -0.000232624+0.00273443j -0.00246678-0.00522672j -0.000713353+0.00651348j -0.00274177-0.00432538j -0.00295598-0.00290331j 0.00438536-0.00179156j -0.00297757-0.00453468j -0.00650885+0.00136565j 0.00420019+0.00205626j 0.003207-0.00184706j 0.00520804+0.00577454j 0.000450744+0.00175459j 0.00328592-0.00019794j -0.00122326+0.00729633j 0.000416316-0.00387854j 0.00444862+0.00362005j 0.00257021+0.00261913j 0.00442057-0.00255405j -0.00864759-0.00243749j 0.00162613-0.000356203j 0.0020981-0.00694526j 0.0027032+0.00221278j -0.000847785+0.00316279j 0.000229182+0.00366405j 0.00802015+0.00469122j 0.00130514-0.00166637j -0.000647466-0.00201436j 0.00126483+0.00218922j 0.000248809+0.000194302j -0.00364723-0.006007j -0.00405871+0.00144843j 0.00140832+0.00421833j 0.00226816-0.00179326j 6.77099e-05-0.000199584j 0.00239921+0.0029029j -0.00258322+0.00652682j -0.00222702-0.00378102j -0.0114829+0.00777835j -0.00283791-0.00216932j 0.00751422+0.00150351j 0.00322894+0.000567752j -0.00226594-0.00294825j -0.000273465-0.00155094j -0.000627964+0.00274537j 0.000438157-0.000466722j -0.0063062+0.00111281j 0.0026477-0.00219697j 0.00100488+0.00716378j -0.0024225-0.000713342j -0.00103369+0.00255722j 0.00562035+0.000225964j 0.00335579-0.00482104j 0.00244129+0.00205086j -0.00314123+0.00371963j -0.000232896+0.00534743j -0.00240442-0.00158915j 0.00430258-0.00198515j 0.000313674+0.0048193j -0.000272593-0.0046644j -0.0019567+0.00272194j -0.00128061-0.00319823j -0.00451344+0.0020457j -0.00372911-0.00691527j -0.00142796+0.00654523j 0.00193668-0.00718772j -2.21085e-06-6.94168e-05j -0.000460068+0.00174552j -0.00380135+0.00203342j 0.0018673+0.00344744j 
0.00104056+0.00413004j 0.00436834-0.000338285j -0.000694985+0.00305889j -0.00390742+0.00167056j 0.0036498+0.00126804j -0.000350648-0.00221067j 0.00562918-8.76378e-05j 0.00990043-0.00560293j 0.00611327+0.000929054j -0.000730114-0.00201999j 0.00108207+0.000582239j 0.00496074+0.00272331j -0.00777692+0.000478629j 0.00161158+0.00800743j 0.00354753-0.00845007j -0.0016071-0.000136544j 0.00240596+0.00343961j -0.00131739-0.00598326j 0.00178578-0.000968071j 0.00184361-0.00341046j 2.82425e-05-0.00451452j 0.00227142+0.00410172j 0.00118643-0.00355269j 0.00403628+0.00106053j 0.00190849+0.00204299j 0.00116431-0.00445953j -0.00175481+0.0014255j -0.0075408-0.000903908j -0.00455939+0.000373591j 0.00481301-0.00615857j 0.00377523-0.0033973j -0.00196283-0.00822898j 0.00356288+0.00134999j 0.00240174-0.00352463j 0.00765839+0.00438605j 0.00426722-0.005994j 0.00551506-0.000272614j 0.00548292-0.000682891j -0.00186186-0.00405086j 0.00151248+0.00296895j -0.00515179+0.00249737j 0.0045577-0.00235629j 0.00147645+0.0019066j -0.00649588+0.00190533j -0.000912697-0.000555298j 0.00133407+0.00297827j 0.0038113-0.000800897j 0.00198199-0.00295997j -0.003351+0.00363611j 0.000751513+0.00192273j -0.000540674-0.00110146j -0.0014622-0.00381215j 0.00235675+0.00538814j -0.00183691-0.00123532j -0.000112563-0.00192245j -0.00247781+0.00243191j -0.00427295+0.00189005j 0.000780417+0.00193242j 0.0023676-0.000393863j 0.00621996+0.000644767j -0.00304865-0.00427401j -0.00553775+0.00252157j 0.000222699-0.00517254j 0.00126835-0.00303997j -0.00618784+0.000473223j 0.00203182-0.00374588j 0.00159028-0.00021788j 0.00160451-0.00591441j 0.0006317+0.00486221j 0.00462744+0.000799088j -0.00212323-0.000118591j -0.000320535+0.00201264j 
0.00112543+0.00320318j 0.00339308-0.000742806j 0.00285186+0.000649056j -0.00114847+0.00470308j 0.00350822+8.02444e-05j -0.000641369+0.00299512j -0.00241952-0.0010944j 0.00560397-0.00260376j 0.00329698+0.0021459j -0.00353426-0.00247445j 0.000678073+0.000214058j 0.00543123-0.000748672j -0.00404336-0.000270844j 0.00357338+0.00395642j 0.00230025-0.00345401j 0.000349309-0.00200666j 0.00101112+0.00492973j 0.000787991-0.00394033j 0.00247669-0.00245519j 0.000773633+0.000251097j 0.00273956-0.00431065j -0.00226013+0.00224981j -0.000572318-0.000192368j 0.0026094-0.000898776j -0.000457859-0.000911578j 0.000109465-0.00237889j 0.000540336+0.0029959j -0.00245818+8.25614e-07j -0.00196999-0.000542517j 0.00265784-0.00319297j 0.00240147-0.000263866j 0.000601603-0.00439006j -0.00361196-0.00153488j -0.000991982+0.00391295j -0.000787317+0.00261632j 0.00751884+0.00461729j -0.00578075-0.000827945j 0.00401601-0.00443964j -0.00310339+0.00471743j -0.00447023-0.00217238j -0.00304304+0.00413613j -0.0024528+0.000275495j 0.00581079+0.00159199j 0.00162182-0.00147058j -0.00378825-1.63001e-05j 0.00185043+0.00144893j 0.000616647+0.0047975j 0.000344308+0.00196556j -0.00315617+0.00324961j 0.00500819-0.00330643j 0.001331+0.00311324j -0.00380136+0.00428712j -0.00416337+0.00182708j 0.00293012-0.00095997j 0.00148103-0.00322878j 0.00204822+0.00045432j -0.00426171+0.0015436j 0.00145386+0.00386308j -0.00431623-0.00116899j 0.000497458-0.00039995j 0.0028639+0.00372442j 0.000551024-0.00116994j 0.000741012+0.00793266j -0.00303311+0.000397879j 0.000782307-0.000106359j -0.00599184-0.00120157j -0.00138536+0.00701481j 0.0035603-0.0014304j -9.4058e-05-0.00177984j -0.00218781+0.000949569j -0.00143985+0.00171039j 0.00178359+0.00128097j 
0.00249322-0.000824908j -0.00114818-0.00227156j 0.00182968+0.000808086j -0.00193344+0.00111571j -0.00109704+0.00807035j 0.00123094-0.00574957j 5.44139e-05+0.00307326j 0.00345546+0.000895377j -0.00304371+0.00346255j 0.0019921+0.000687261j 0.00243858-0.000691442j 0.00153197+0.000266168j 0.00152507+0.00302898j -0.00184604-0.00511525j -0.00307769-0.00140511j -0.00172706+0.00278687j 0.000985473-0.00472547j 0.00630387+0.00138528j -0.00157783-0.00242069j -0.00646869+0.000427158j -0.00318353+0.00179777j 0.00554359+0.00264457j -0.00266231+0.000801989j -0.00227868+0.00877601j -0.000377063-0.00576191j -0.00223392-0.00207501j -0.00401286-0.00137827j -0.00661594-0.00110526j 0.000406951+0.00165796j 0.00122688+0.000671268j 0.000984156-0.00262703j -0.000962656-0.00232372j 0.00346438+0.00310404j 0.00199082-0.00333134j 0.00305647+0.00289582j 0.00185112+0.00401057j -0.00067241+0.000661769j 0.00233115-0.0035478j -0.000244661-0.00470155j 0.00142563+0.00239077j 0.00406676-0.000621202j 0.00338173-0.00081704j -0.00312704+9.78521e-05j -0.00191231+0.00248375j -0.000489436+0.000778304j 0.000285642+0.00166695j 0.00287729-0.000957309j -0.00178211+0.00125068j 0.00267482-0.000283133j -0.000997618+0.00158987j -0.000639746-0.00407321j -0.00131626+0.000258931j 0.00257984+6.96208e-06j -0.00219957-0.000806329j 0.000244155+0.000475315j -0.0018512+0.00076958j -0.0023173-0.000194252j 0.000933412-0.00101816j 0.000113685-0.000402117j -0.000724267-0.00069668j 0.000673191+5.37769e-05j -9.24107e-05+0.00219058j 7.91425e-05-0.00276706j 0.000751508+0.0015423j 0.000796528-4.81219e-05j -0.000149629+0.00147172j 0.00174542-0.00203074j -0.00122057+0.000968507j 0.000770174+0.00215544j 0.00202398-0.000926228j -0.000594577-0.00203292j -0.00209748+0.000855738j 
-0.00676989-0.00416297j -0.00506471+0.00609838j 0.000295113-0.000597987j 0.00122593-0.00141067j -0.00185287+0.00890845j 0.00116277-0.00428505j -0.00046611+0.00410617j -0.00261285+0.00669694j -0.00253618+0.00236966j 0.00263821+0.000955799j -0.000622106+2.65104e-05j -0.00271269-0.000305705j 0.0055079-0.00169446j -0.00470699-0.00590973j -0.00323225+0.00582325j 0.000149536+0.000227328j -0.0017561-0.00532367j 0.00330451-0.000637292j -0.00209452+0.00129009j -0.000626303+0.00253092j -0.000407891+0.00366614j 0.00207807-0.00151144j -0.000446651-0.000375028j -0.00467979+0.00421546j 0.000258701-0.00389876j 1.32309e-05+0.000396703j -0.00272701-0.00429436j -0.00482983+0.00200065j 0.00518445+0.00390983j -0.00587314+0.00492168j -0.00020482+0.00132679j 0.00184937-0.000327797j -0.000405819+0.0037069j -0.00209588+0.00138786j 0.0036147-0.0106063j -0.00399526-0.00309019j -0.00148284+0.00546754j -0.00409104-0.00653979j 0.00267043+0.00346753j 0.00352501+0.00306262j 0.00358743+0.00187359j 0.000593499+0.00197585j -0.00867012+0.00593586j -0.000312568-0.00120786j 0.0055387+0.00714513j -0.00953258-0.00430314j -0.00271369-0.000630379j -0.00091962-0.000376071j -0.00144723-0.00578685j -0.000730595+0.0019692j 0.000556778+0.00773866j 0.00236619-0.00753055j -0.00584922-0.00775455j -0.000318368-0.00513026j 0.00124706+0.000975567j 0.00547727-0.00168662j 0.00971362-0.00314438j -0.00187666+0.000707772j 0.00598708-0.00247246j -0.0114014+0.00134003j 0.0153803+0.00499443j -0.000480239-0.00713192j -0.00663835-0.000633257j -0.000640063-0.000388397j 0.00506933-0.00223423j 0.00272267+0.00159574j -0.000901078-0.00691862j -0.00441188+0.00664646j -0.00138217+0.00148796j 0.00237622+0.000127406j 0.00371885-0.00251566j -0.00248185-0.0032564j 
-0.00559395+0.00118846j 0.00137944+0.00411257j -0.007455-0.000108533j 0.0012655-0.00697578j -0.00682456-0.0052399j 0.00223735+0.00437288j -0.00219505+5.53612e-05j -0.00819994+0.00815221j -0.00268275-0.00293075j 0.00265475+0.00240167j -0.0017016+0.000957958j -0.00732848+0.000512582j 0.00228288-0.00397488j -0.00360812-0.000227684j 0.00298146+0.00739173j -0.00181007-0.00321516j -0.00235875-0.000509099j -0.00583901+0.00218221j 0.000629286+0.00470171j 0.00536739-0.00128119j 0.00229491+0.00287217j -0.00444248-0.00196658j 0.00168751+0.000691738j -0.00225739-0.00282037j -0.00149769+0.00454695j 0.00103346+0.00351124j 0.000297089+0.000185711j 0.00872574+0.00171506j 0.00622901-0.00336377j -0.000241357+0.00333867j -0.00205683-0.00170007j -0.00204072+0.00450939j 0.00301316-0.00409352j -0.00646944-0.00552167j 0.00358347-0.00141483j -0.00357886-0.00463057j -0.00263411+0.00702258j -0.00185142-0.00698198j 0.00109961-0.00119741j 0.00228499+0.000389735j 0.00287386+0.00394998j 0.00346028-0.00294958j -0.00303008+0.00124864j -0.00456191+0.00106364j 0.00467539+0.00229744j -0.00437266+0.00238456j 0.00087018+0.00442037j -0.00630744-0.00402933j -0.00134955+0.00266138j 0.000600571+0.00115645j 0.000285974-0.00507346j -0.00153292-0.00427776j -0.00257795+0.00245203j 0.00182198-0.00256827j 0.00385193+0.000136741j -0.00264571+0.00347374j -0.00292399-0.0018798j 0.00122848+0.00508035j 0.00202057+0.00164329j 0.0030164+0.00263029j -0.00129121+0.000959465j -0.00574543-0.000591189j 0.00250091-0.00429765j 0.0035634+0.00227451j -0.0028732+0.00671432j -0.00589477-0.00541697j -0.00102539+0.00366806j -0.00268939-0.000941073j -0.000877416+0.00839164j 0.00923531+0.00081027j -7.46975e-05-0.00304588j -0.00351518+0.000302938j 
-0.0023834+0.00268331j 0.00315633+0.000694967j -0.0065614+0.00166449j -0.00146856-0.0055856j -0.00984105-0.00535206j 0.00406076+0.00437624j -0.0028464-0.000324541j -0.00583933+0.00637805j -0.00276797-0.0021488j 0.00170976+0.00216j -0.000995931+0.000972749j -0.0043035+0.00192797j 0.00187952-0.00232314j -0.0019207-0.000396038j 0.0033835+0.00364155j -0.00259166-0.00127315j -0.000897294+0.00058125j -0.00230242+0.00310757j 0.00202017+0.00347212j 0.00142086-0.00233848j 0.00135611+0.00214241j -0.00307628+0.00100663j 0.000394206+0.00163633j -0.00256702-9.06751e-05j -0.000253122+0.00327474j -8.14339e-05+0.00161848j -0.000976433+0.0015911j 0.00662668-0.000960208j 0.00299827-0.00363777j 0.00246698-0.000503255j -0.00214668-0.003987j -0.00228915+0.00410464j 0.00328839-0.00650673j -0.007627-0.00776373j 0.00870543+0.00520698j 0.00145027-0.00204645j -0.00259188+0.00609609j 0.00148756-0.00774611j -0.00162076-0.0033173j 0.00150131+0.000383419j 0.00118254+0.00455672j 0.00293129-0.00459634j -0.00220173+0.000186519j -0.00317876+0.00404296j 0.00108488+0.00119542j -2.44735e-05+0.00229305j 0.0035614+0.00237749j -0.00601853-0.000391391j 0.000530078+0.00237233j 0.000614975+0.00136244j -0.00247985-0.00556006j -0.00233788-0.000877887j 0.00258854+0.0022377j 0.0019415-0.00210773j 0.00367602-0.00219343j -0.00244937+0.00524647j -0.00711387+0.00288454j 0.00179281+0.00350273j -0.000135821+0.00189742j 0.00426667-0.00177567j -0.00268812+0.00416346j -0.00297618+0.000751431j 0.00123965-0.00550352j 0.00367657+0.0012917j -0.00298622+0.00684243j -0.00682494-0.00392508j 0.00124486+0.00381062j -0.00246693-0.00262059j 0.000144507+0.00692807j 0.00738646+0.000335015j -0.00120071-0.00259702j -0.00300651+0.0015357j 
0.00276276+0.000359839j -0.000708202-0.00295587j 0.00379764-0.00341832j -0.000328667+0.00307657j 0.00075526-0.00273762j 0.000369622+0.00439402j 0.00360347-0.00195209j -0.00335757-0.00108148j 0.000548907-0.00311879j -0.00440383+0.00372366j 0.00048108+0.00117509j -0.00198646-0.00100288j 0.00464451-0.000382675j -0.00100089-0.000699515j 0.00100748+0.00264909j -0.00175739-0.00280769j -0.00226228+0.000782979j -0.000536923-0.00101219j -0.00134933+0.00438045j 0.00076346-0.00150956j -0.00211636+0.00409343j -0.00128993+0.0013108j -0.00230623+0.00295277j -0.00198645+0.00174744j -0.00119518+0.0012356j 0.000632464-0.000984907j -0.00197116+0.0021755j 0.00111531+0.00236548j -0.00174288+0.00243918j 0.00163026-0.00226454j -0.00355448-0.00260898j -0.000368736+0.00252992j -0.00325456-0.0065704j -0.00257001+0.00158198j -0.00481104-0.00905372j -0.00423352-0.00704685j 0.00154363+0.00150419j -0.0121303+0.00299712j 0.000384048+0.00499233j 0.00182573-0.00794518j 0.000765039-0.00709464j -0.00497989-0.00196067j 0.00523084+0.000637718j 0.00772611+0.000952866j 0.00471055-0.000421716j 0.00348213-0.00254475j -0.00403384-0.00490965j 0.000188921+0.000444368j 0.000433755-0.00200081j 0.00116742-0.00131788j -0.00152208+0.000989257j 0.00286265+0.00668139j -0.000432922-0.000155075j 0.000747068+0.00350098j -0.00161766-0.000590526j 0.00485325-0.00315944j 0.00423719+0.00190029j -6.61957e-05-0.00206703j -0.00148969+0.00104229j 0.000166622+0.00127573j -0.00289427-0.00265725j 0.00264041-0.00148788j 0.0013991+0.00126349j 0.00179149+0.000409249j 1.00198e-05+0.0015318j -0.000144075+0.0011342j -0.000943466+0.00310922j -0.00354963+0.000422219j 0.00136743-0.00128419j 0.00283447-0.00311275j -0.00138246+0.000683543j 0.00039464+0.000741342j 
0.000501648-0.000541613j -0.00101134-0.000710222j 0.00170568-0.00248469j 0.00010714+0.00121463j -0.000130587-0.00168854j 6.78053e-05+0.00275117j 0.00191812-0.00162174j -0.00174422-0.000355687j 0.000525684-0.00144365j -0.00229745+0.00249886j -0.000696062+0.00061139j -0.000963536-0.000274629j 0.00175824-0.000479219j -0.000610534+0.00064919j 0.00135685+0.00123849j -0.00159483-0.000608916j -0.0006554+0.00108416j 0.000943706-0.000521859j -8.36016e-05+0.00243531j 0.000155167-0.00134529j -0.000253978+0.00116391j -0.00074814+0.000458485j -0.00134536+0.00131747j -0.000502874+0.00139846j -0.000292358+0.000966872j 0.000171981-0.00131702j -0.00235919+0.00120774j -0.000352226+0.000737987j -0.00111385+0.00210428j 0.000603944-0.000977211j -0.00134426-0.00105605j 0.000413882+0.000658557j -0.00124458-0.00256759j -0.000215944+0.00057486j -0.00249973-0.00293924j -0.00136122-0.00426452j 0.000873996-0.000138628j -0.00386455+0.00119831j -5.70453e-05+0.00174344j 0.000665846-0.00322771j 0.000674534-0.00237706j -0.0028012-7.01343e-05j 0.00156548+0.000645216j 0.00207157-0.00125627j 0.000189937+0.00136125j 0.000999231-0.000183292j -0.0019134-0.00154705j -0.000559461+0.00123478j -4.6328e-05-0.000271939j -0.00213079-0.00242564j 0.000161736-0.000439889j 0.00118245+0.000815735j -0.00116154-0.00165537j 0.000716414+0.00259566j -0.00240978+0.0010941j 0.000422722+0.00137727j 0.00102919+0.000216591j -0.000793679+9.41392e-05j 0.000708632+0.00165573j -0.00095334-0.000492516j 0.000195179-0.00159202j -0.000924267-0.000674324j 0.0015329+6.47485e-05j -8.39237e-05+0.00144988j 0.00133858+0.000390718j 0.000179868-0.000478458j -0.000400842+0.00226829j -0.00266028-0.00188227j 0.000176344-0.00113071j 0.00169176+0.000432873j -5.93841e-05+0.00119607j 0.00101959-0.000445533j 
-0.00133889+0.00078792j 0.00143078+0.00176076j -0.00146157+0.0044487j -0.000770512-0.00251187j 8.11794e-05+0.00304491j -0.00148789-0.00225255j -0.00275221+0.00321234j 0.00282185-0.00109367j 0.000762697+0.00212605j 0.00276602-0.00444047j -0.00224918-0.000374148j 0.00114078-0.00127942j -0.00347414+0.00230456j 0.00182635+0.0010052j -0.00108641-0.00146508j 0.00291987+0.00420798j 0.00204089-0.00255487j 0.00178173+0.000436377j -0.000545643-0.00531745j -0.000643384+0.00150755j -0.000650661-0.00644172j 0.000918268-0.00313904j -3.54761e-05-0.00258556j 0.00305195-0.00414554j 0.000475468+0.000289655j -0.000627687+0.00226443j 0.0011661-0.000312458j 0.0003941-0.00127661j 0.000461708-0.00256913j -0.000612668+0.0041049j 0.00110879+0.002367j -0.000316715+0.00275046j 0.00151658+0.00170048j 0.000628616-6.11633e-05j 0.00264595+0.00379569j 0.000934562+0.00395616j -0.00133217-0.000625384j 0.00178921-0.000928402j -0.000649551-0.0024744j -0.000525428+0.00240072j -0.00101218+2.2298e-05j 0.00176629+0.000620967j -0.000704792+0.00237273j -0.00282196+0.00131427j 0.000315701-0.00114188j 0.000249432+0.00211243j 0.00177262+0.00149044j -0.0007178+0.00201908j 0.000109366+0.000924701j -0.000907925+0.00111646j -0.00172024-0.000251106j -0.00291164-0.00206952j -0.000819619+0.000593026j -0.00035855-0.000706519j 0.00174415+0.000503301j 0.000858668+0.00209784j -0.00319714-0.000700735j 0.00114296+0.000513837j 0.000763856-0.00135966j -0.000849946+0.000427121j 0.00163901+0.000152462j -0.00107376+0.0020093j -0.00182129-0.000500647j 0.000388797-0.000473522j 0.000528243-0.00255214j -0.000590317-0.00042194j 0.000944655-0.000737232j 0.000980223-0.000427137j 0.00172247+0.000365424j -0.000836213-0.000292617j -0.000777526-0.0012332j -0.00112352+0.000973792j 
-0.000171778-7.81943e-05j 0.000162939+1.73231e-05j 0.00106446+0.00267966j 0.000481636-0.00212534j 0.000618878+0.000576762j -0.00457125-0.00197294j -0.00106494+0.00221611j 0.00254642-0.000636314j 0.0022718+0.00178271j 0.000345037-0.00452751j -0.00255119-0.0025765j 0.001427-0.0006622j -0.00440826+0.000616514j -9.86449e-05+0.00222236j 0.00113906-0.000419188j 0.00131863+0.00499002j 0.000134342+2.89365e-05j 0.00340725+0.00320221j 0.000577974-0.00348397j -0.000750868-9.92101e-05j 0.00294994-0.00542204j 0.00160013-0.00303602j -0.00106319-0.000493218j 0.00535161-0.00159691j -0.00148876+0.00128721j -0.0016217+0.000631629j -0.000364004-0.000814603j 0.00171326-0.00176255j -0.00153283-0.00303335j -0.00241612+0.00341033j -0.000129792+0.00386252j 0.000967792+0.00250569j 0.00255018+0.000488949j 6.47628e-05+0.00304822j 0.000579838-0.00290846j 0.0027932-0.00384582j 0.0024384-0.00453934j 0.00375041-0.00351693j -0.00117584-0.000896419j 0.00168955+0.00365186j 0.00745282+0.00430586j -0.00382706+0.000159313j -0.0041808-0.000705016j -0.00595363-0.00430932j -0.00727681+0.0053144j -0.00423458+0.00439381j -0.000186274+0.00270085j 0.000579521+0.00340709j 0.00182598+0.00324662j -0.00605218-0.00308846j 0.00206448-0.00166732j -0.00294439-0.0085942j -0.00234718-0.00548849j -0.000797211+4.94071e-05j -0.00400745+0.00607115j -0.00677233+0.0102111j -0.00160864+0.00050204j -0.0013427+0.00279996j 0.00530244+0.00314756j -0.00381521-0.00281336j 0.00193383-0.000134559j -0.00400875-0.000171536j 0.000137326+0.00101554j -0.000365718+0.00350405j 0.00499963+0.00353884j 0.000508667-0.000143992j -0.00121961-0.000277526j 0.000369757-0.00767885j 0.00295757-7.90838e-05j -0.000332104+0.00414228j -9.63617e-05+0.00137483j 0.00205794-0.000422269j 
0.00247083-0.00191267j -0.00213384-0.00300659j 0.00286311-0.00382258j 0.000832436-0.000635169j 1.41151e-05-0.00254612j -0.0024385+0.00421469j 0.00241188-0.00212928j -0.00175202-0.000678466j 0.00204445-0.00223428j -0.00303117+0.00310129j -0.00107339+0.000920582j -0.00117877-0.00234977j -0.000337203-0.000897535j -0.000520004+0.00327525j 0.00625596+0.00257454j -0.00209573+0.00677063j 0.000462994+0.00274236j 0.00668326+0.000501465j 0.00196822+0.000767389j -0.00286082-0.00411566j 0.000136874-0.00460499j -0.00213116-0.000560785j -0.0044846+0.00326572j 0.00503227+0.000605764j -0.000542874+0.00369158j -0.00268115-0.00254775j -0.00551786+0.00457382j -0.00171376-0.000659037j -0.00298192+0.00160842j 0.00252498+0.0013763j -0.00178795+0.000540424j 0.00386535+0.00316286j -0.00188021-0.0015209j 0.00139889+0.00204678j -0.00304433-0.00528166j -0.000268866-0.00661849j 0.00125395-0.00364822j 5.47745e-05+0.00010365j -0.00134971+0.00217684j 0.000180456-0.00121862j 0.00407843-0.00120847j -0.00344585+0.000585716j 0.000196165-0.000316135j -0.000655456-0.00410864j -0.00385594+0.00459717j -0.000529481+0.000900307j -0.00474472-1.75549e-05j 0.00150785+0.00453119j 0.00143909+0.00199659j -0.00617234-0.00213932j -0.00108388-0.00205108j 0.00083239-0.00388637j -0.00357942-0.00510241j 0.00229684+0.0024374j -0.00463589+0.00772851j -0.00231283+0.00395034j -0.00171034-7.88287e-05j -0.00232857+0.00170245j 0.0046719+0.0046877j -0.00541748-0.000473743j -0.000620079-0.00160794j -0.00220917-0.000332441j 0.0011184+0.000118171j -0.000246381+0.00474012j 0.00130857+0.000984297j 0.00213661-0.00152473j 0.000203519+0.00109734j -0.00420694-0.00518102j -0.000184126-0.00224253j 0.0023288+0.00397831j 0.00126708-0.00103487j -0.00120477-0.00219519j 
