-0.0013953-0.00783207j 0.00790503-0.00118712j 0.00605504-0.00506309j -0.00575322-0.00702389j 0.00533947-0.000927316j -0.00460083-0.00100185j 0.00320897+0.00628655j 0.00672651-0.00315574j -0.000289799+0.0023846j -0.000832013+0.00225856j 0.000310351+0.00356447j -0.00463497-0.00151071j 0.00385395-0.00476374j 0.00134863+0.0018427j 0.000720408-0.000893814j -0.00110593-0.00169276j -0.00198148+0.000721381j -0.00164394-0.00288932j 0.00230838-0.000678892j -0.00367099-0.00487529j 0.000411274+0.0020244j -0.000977789+0.00147396j 0.00230106-0.00436242j 0.00323502-0.000394887j -0.00215138+0.000816135j -0.00263676+0.000364742j 0.0010907-0.000166208j -0.000138007+0.00240487j 0.00011548-0.00208563j -0.00201224+0.00176721j 0.000740206-0.000544542j 0.00275366+0.00257796j -0.000351005-0.000532185j 0.00097837-0.00147847j -0.00274508-0.00143251j -0.0013103-0.00383887j -0.00272548-0.00150088j -0.00131772+0.00433586j -0.000735362+0.000924293j -0.00033751+0.00261747j 0.00070654-0.00174796j 0.00128939+8.92661e-05j 0.00157374-0.000320812j 0.000569578+0.000826309j -0.00134431-0.00322419j 0.003375+0.00128774j -0.00141079+0.000222538j -0.00132063-0.00236194j -0.000311546+0.000412096j -0.00262436-0.000493759j -0.000233994-0.00294244j -6.97888e-05+0.0025255j -0.000942332-0.000801498j -0.000586314-0.000252664j -0.00111154-0.00329506j -0.000233362+0.00108216j 7.80813e-06-0.000176191j 0.00182861+0.000940418j 0.00323502-0.00420672j -0.000727746-0.00107014j 0.00163189-0.000454993j -0.00212823-0.00336487j 0.00113917+0.00551482j -0.00499675-0.000176695j 0.00186069-0.00069292j -0.00688324+0.00926841j -0.0108827-0.00661954j -0.00936141-0.0087631j 1.4913e-05+0.00812076j -0.00101588-0.00427816j -0.00781374-0.00612179j -0.00144963+0.0076349j 0.00127194-0.00587144j 0.0107734+0.00516837j -0.00540472+0.00734589j -0.011363+0.0130906j 0.0145652+0.0124374j 
-0.000324576+0.00101418j -0.000295504+0.0024564j -0.00446755-0.00111336j -0.00207047+0.00376453j 0.00191018-0.00279803j -0.00191282-0.00358376j -0.000657655+0.00221333j 0.000675327-0.00105765j -0.000919455-0.00179936j 0.00176545+0.00230126j -0.00288902-0.0048599j 0.00113571-0.00709768j -0.00586215+0.00319255j -0.00415295+0.00569945j -0.00282136+0.0027974j -0.00173168+0.00128226j -0.000756794+0.0011467j -0.000547243+0.00120499j -0.00167886-0.000891307j 0.00193334+0.00691604j 0.00309744-0.00236397j 0.00394971+2.63665e-06j 1.41015e-05+0.00751638j 0.00176596+0.0033244j -0.0016322-0.00142933j -0.00121152-0.00327969j 0.0031292-0.00106662j 0.00241964-0.000107069j -0.000963984+0.000957043j 0.00321877+0.00219049j 0.00246567+0.00136147j -0.00079971-0.00128921j 0.00297976-8.14339e-05j 0.000150298+0.00386901j 0.0040163+0.00162432j -0.00132417+0.00329439j -0.00617199+0.000700272j 0.00192496-0.000645981j 0.00209623+0.00101532j 0.000514764+0.00139218j -0.00444233-0.000918747j 0.003088+0.00342482j -0.00159051+0.002839j 0.00642549-0.00127027j 0.000278728+0.0023312j 0.000562694+0.000229664j 0.00635328+0.00434964j 0.00233289+0.0015851j 0.00317441-0.00434085j -0.000797234+0.00201283j -0.00551865+0.00160654j 0.00412246-0.000646464j 0.00535701-0.00533056j -0.00372976-0.0077984j -0.00160443+0.00685405j -0.00599244+0.000395883j 0.00361924-0.00281692j -0.000557116-0.000524859j -0.00958506+0.00471589j -0.00145512+0.000125797j 0.00536981-0.00495034j 0.0126329+0.00415017j -0.00382477-0.00239983j 0.00711328+0.00139048j 0.00420186-0.00342169j 0.00411447-0.00859886j -0.0128674-0.014297j -0.00725585-0.0082239j 0.00787527-0.00013026j -0.00225996+0.0116971j 0.00765825-0.00612353j 0.00340308-0.000216658j -0.00679818+0.00326143j 0.00260268-0.000569113j 0.00101654+0.00806121j -0.00283846-0.0040023j -0.00126993+0.0107533j 
0.000102952-0.00236502j 0.000749732-0.000567091j 0.00229979+0.00157889j 0.00379521-0.00605853j -0.00193327+0.0026143j 0.00131892-0.00108071j 0.000799139+0.00352676j 0.00297498-0.00147505j 0.000263541+0.00375238j 0.00343444-0.00331574j 0.00515765+0.00108223j -0.00115667-0.00178436j 0.0021562-0.00221683j 0.00176805+0.00171851j 0.000908023-0.0016279j -0.000940759-0.00140627j -0.00168177+0.00150045j -0.00322159-0.000981436j -0.000593762+0.000320357j -0.00309166-0.00461496j -0.000364612+0.000848003j -0.00203876+0.00135002j -0.000680475-0.00266933j 0.00102327-0.000861027j -0.002075+0.00143049j -0.00165918+0.000217941j 0.00453832+0.00153063j -0.000324889+0.0026535j 0.00371733-0.00204467j -0.00187665+0.00366746j -0.00332209-0.00124892j -0.00346782+0.00108681j 0.00175516-0.000424174j 0.000549899+0.00105459j -0.00116256-0.00416344j -0.000930757-0.00248327j -0.00696353+0.000747623j 0.00324305+0.00301992j 0.001721+0.00241071j 0.00148609+0.00127243j 0.0010154-0.000642044j -0.00323731+0.000105447j 0.000465511+0.000898609j 0.00211283-0.00336735j 0.00487119-0.00622154j 0.00110311+0.00341662j 0.00628999-0.00229283j 0.000639894-0.00356091j 0.0014772-0.00113518j -0.00425124-0.0014994j -0.00078408-1.49263e-05j -0.00128557+0.00516368j -0.0015628-0.0031456j -0.0049563+0.00487385j -0.00422343-0.000647548j -0.00510491+0.00194533j -0.00084815+0.00333458j -0.00217278+0.00577631j 0.00714648-0.00116574j -0.00152241+0.00149828j -0.00241234+2.02783e-05j -0.00137772-0.000159574j 0.003221+0.00733872j -0.00272459+0.0016394j -0.00301384+0.00146534j 0.0141932+0.0103824j 0.00235239-0.00700397j 0.00422736-0.00913027j 0.0160296+0.0136624j -0.00397932+0.00176846j -0.000655183-0.00517105j -0.00543206+0.00898474j -0.000538823-0.0144134j -0.000263297-0.00161884j 0.000237591+0.0067747j 0.00465428+0.0101802j 0.0014976+0.000986728j 
0.00154432-0.00082924j -0.000626739+0.0013705j -0.00103211-0.00580208j -0.00284622+0.00278601j 0.00161482-0.00528853j 0.000615033-0.000622925j 0.00152963+0.00123525j -0.00135535-0.00311225j 0.000328369-0.00677558j -0.0035618+0.00475409j -0.000733356+9.68641e-05j 0.00163209-0.00063118j -0.00357202-0.0019736j 0.000145856+0.00171957j -0.00236234-0.00137282j 0.000466338+0.00351271j 0.00044854+0.00350882j 0.00111026+0.0017699j -0.00196637+0.000562875j -0.00015534+0.00206017j -8.41932e-05-0.00180694j 0.00286561-0.00256097j -0.00431517+0.000300113j 0.00235074-0.00266491j -9.11723e-05-0.000970729j 0.000275075+0.00113046j -0.00249428-0.000865078j 0.000697394+0.000151723j 0.00103482+0.000875626j 0.00238937+0.00271055j -0.00344645-0.000959884j -0.00376955-0.000698043j -0.000336232+0.00153288j -0.0020184+0.000552584j -0.00104817+0.00515529j 0.00426969-0.00123737j 0.00337583+0.00506213j 0.00137132-0.00105249j -0.000851082+0.0022165j -0.00247967-0.000627892j 0.00312378+0.000926399j -0.00236411+0.00168059j -0.000440537+0.000929805j -0.00404344+0.00357958j -0.00305263+0.00437055j -0.0066771-0.00182651j -0.000601878-0.00053989j 0.000207643-0.00173761j -0.00511572-0.00217296j 0.00333627-0.000773377j 0.000814266+0.0048505j 0.000225005+0.00200627j 0.00254542-0.00456773j 0.000174252-0.0137526j -0.00484257-0.0004075j -0.00211183-0.0048019j -0.00302098-0.00204817j 0.000157936+0.00177634j -0.00722893+0.000785885j -1.80924e-05-0.00720976j 0.000792338-0.00610911j 0.00245581-0.00529703j -0.00494233+0.00117672j 0.0018129-0.00639831j 0.00402793-0.00103292j -0.000118832+0.0083202j 0.0127379+0.00294364j 0.0136867+0.00654362j 0.00120713+0.0108643j -0.00266592-0.00845725j 0.00787649+0.00348348j 0.000571395-0.00488878j -0.00016073-0.0073816j 0.00529313-0.00848293j -0.00100915-0.000577341j 0.00207024+0.00478175j -0.00288655-0.00252889j 
-0.00299347-0.000547453j -0.00233366+0.0014567j 0.000718258-0.00225856j -0.00596125-0.000787426j 0.00105895+0.00038097j 0.00261323+0.00132803j 0.00541895-0.00129451j -0.0026815-0.00174044j -0.000374829-0.00150259j -0.00757168+0.00297527j -0.00241712+0.000286717j -0.00222999-0.00326518j -0.00114255-0.000315864j -0.000998342-0.00038854j 0.00186446-3.57189e-05j -0.000731836+0.00290505j 0.00103084-0.00519245j 0.00178904+0.000388047j 0.000204152+0.00237767j -0.00188565+0.000330073j 0.000579915+0.000967881j 0.0022283-0.00126163j -0.00185734-0.000218759j -8.34309e-06+0.00359822j -0.0017313-0.00096702j 0.00384017-0.00244832j -0.00838497+0.00195214j 0.000468826-0.00135261j -0.00140635+0.00153683j -0.00055356-0.000925628j 0.00475523-0.00269131j 0.00170005-0.000622927j -0.00271592-0.0003352j 0.000331174-0.00441845j 0.00430726+0.00200872j 0.00216599-0.00253118j 0.00756775+0.00127474j 0.00188329-0.00494186j -0.00371547-0.00188459j -0.0008319-0.00045476j -0.000478659-0.000798676j 0.00141369-0.000983115j -0.00443279+0.00157941j -0.00336736+0.00239438j 0.000689899+0.00295751j -0.00228173-0.00058323j -0.00338264-0.00304774j 0.00883705-0.00161732j 0.00194688+0.00457948j 0.00679984+0.00361324j 0.00815327+0.00103492j -0.00439041-0.00277442j 0.00605233+0.00286573j 0.00372502-0.00317229j -0.00130479-0.00389859j 0.00228641-0.00213615j 0.00111683-0.00243504j 0.0116506-0.0111385j -0.00749869-0.00509761j -0.00474437-0.00390831j -0.00798206+6.27696e-05j -0.00473148+0.00150685j 0.00752193+0.00349643j -0.00136089+0.00582435j 0.00837201+0.00325782j 0.0100241-0.00129003j -0.000406703-0.0116667j 0.0103427-0.0165484j -0.0098078-0.00542123j -0.00148326+0.00359574j -0.000553225-0.00303824j 0.000691812+0.00631915j 0.00300754-0.00446202j -0.000459297+0.00449307j -0.000866105-0.00058128j -0.00312009+0.00254481j -0.000845904+0.00987598j 
-0.00218358-0.00104908j 0.00023173-0.00632497j -0.000171335-0.00140287j 0.00206941-0.000764659j -0.00115546-0.000558364j 0.00303667+8.41232e-06j -0.00246511-0.00211669j -0.00208729-0.0011492j -8.44543e-05+0.000826047j 0.00294717-0.00356879j -0.000714471-0.00155786j 0.0037091+0.00106201j -0.000742854+0.0061351j -0.000183828+0.00130955j 0.00315558-0.00239059j 0.00221081+0.00187039j 0.00230926-0.00460513j 0.00407326-9.62486e-05j -0.00511364-0.00361662j 0.000815087-0.000417106j -0.00289158-0.00293392j -0.00114579-0.00113739j -0.00352132-0.00305217j -0.00360637-0.0013582j 0.00128362-0.000955258j 0.00324723-0.00281798j 0.00688712-0.00458701j -0.00108008-0.00102159j -0.00274575+0.000442543j -0.000197582-0.00146124j 0.00397937+0.00376745j 7.04342e-05+0.00361565j -0.00356698-0.00585445j 0.00238816+0.0026205j -0.000795744-0.000524656j -0.00143877+0.00261769j -0.00312231-0.000235444j -0.000805345+0.00639948j 0.00540336-0.00627771j 0.00256434-0.00335884j -0.00335929-0.00330759j -0.00134494-0.00124317j 0.00143045+0.00361301j -0.00285858-0.000207879j -0.00308662+0.0108536j 0.00140031+0.00142064j 0.0093041+0.000766582j -0.001689+0.00726507j 0.00486945-0.00544285j -0.000260054+0.0106612j -0.0015629-0.00253932j -0.000832772-0.00145135j -0.00398887+0.00635968j -0.00593502+0.010019j -0.00132099+0.00132619j 0.00340839+0.0032787j -0.0124976+0.00579043j -0.00384943-0.00519178j -0.00696257+0.00288916j 0.000123895-0.00140185j 0.00194947+0.00215355j 0.00645657-0.00338135j 0.00836924-0.00101595j -0.000407301+0.00286552j -0.0116632+0.0108418j -0.00935811+0.00976616j 0.00467327-9.3277e-05j 4.08152e-05-0.00225356j 0.00248961-0.0016184j 0.00548615+0.00501853j 0.00882325-0.00392189j 0.00206461-0.000940434j 0.00234226-0.0057037j 0.00126394-0.00220184j 0.00223282+0.00111943j -0.00478478+0.00462208j 0.00114023-0.000484257j 
0.00047333-0.00188424j 0.00246027-0.000261244j 0.00122788-0.00109356j -0.00250707+0.000177948j 0.00369815-0.00100615j -0.00199809+0.000542352j -0.00044599-0.000231599j -0.000257034+0.000926722j 0.00286924-0.00425731j -0.00196445-0.000187011j -0.00255792-0.000943555j 0.00146967+0.00190533j 0.000535103-0.00144191j 0.00518214-0.00138577j 0.00225246-0.00219142j -0.00420837+0.00417739j 0.00466781+0.0022952j 0.000479526-0.00117387j -0.00235732+0.00375335j 0.00437348-0.00253109j -0.0055459+0.00368024j -0.00418215+0.00261765j 0.00208967-0.00508486j 0.000967348-0.000480096j 0.000991368-0.00646354j -0.0039918+0.00266438j 0.00227991-0.00575907j 0.00182358+8.80494e-05j -0.00643524-0.00290617j 0.00313651-0.0043955j 0.00115283-0.00259884j -2.3625e-06+0.00338669j -0.00133243-0.0066253j -0.00498332-0.00336178j -0.00270374-0.00199187j -6.08709e-05-0.0043381j -0.00212327-0.000633092j -0.00224532+0.0044872j 0.00366842-0.00327065j 0.00468937-0.0054808j 0.0022434-0.00351361j -0.00227799-0.00524937j -0.0060933+0.00543625j -0.00555017+0.00102822j -0.0087081-0.000565394j -0.00333531+0.00278299j -0.00149256+0.00425459j -0.00614476+0.00189604j 0.000295524-0.0059607j -0.00170847-0.00325983j -0.000419433-0.00897294j 0.00889254-0.00142631j -0.00311722-0.00364693j 0.0032371-0.00390536j 0.00448616-0.0068753j -0.0021372-0.00524902j 0.000256484-0.00478839j 0.0084165+0.00315208j -0.00113119+0.000876467j 0.00643629-0.00685072j -0.00247256+0.00143132j -0.00453448-0.00728782j -0.00635053+0.00367448j -0.00694015+0.000658216j -0.00561423+0.00522612j -0.00623616-0.00962548j 0.00946975-0.00872429j -0.000891996-0.000161969j 0.00181988-0.000373432j -0.00226307-0.00799023j -0.00298574-0.00264794j -0.00263482+0.00337521j -0.00239267+0.00498072j 0.000905902+0.00196262j -0.000751962-0.0012103j -0.00188812-0.00321156j 0.00384406+7.18924e-05j 
0.00176149+0.0044258j -0.00223203+0.00324427j -0.00182739+0.00131414j 0.000620413+0.00382201j -0.000812879+0.00103009j 0.00189331+0.00254424j 0.00326761-0.0044988j -0.000353037-0.0014831j -0.00334459-0.00535176j -0.00340731+0.00533471j -0.00292609-0.00110687j -0.00085379-0.00228143j -5.85819e-05-0.000922766j -0.00118519+0.000128724j -0.00204002+0.00404535j 0.00235761+0.00185373j 0.000869089-0.00150577j 0.00336223+0.0025576j 0.000834725-0.001458j 0.00193406-0.00197021j 0.00275971-0.000410229j -0.00179515+0.00172392j 0.00362711-0.00199598j -0.00549764-0.00013825j -0.00130498+0.0032626j 7.32194e-05-0.000361277j -0.00182891+0.00103742j -0.00492533-0.000555594j 0.00464083-0.002988j 0.00109238+0.000295479j -0.0004992+0.00485572j -0.00176739+0.00322647j -0.000275905-0.00240503j 0.00133772-0.00358382j 0.000248696+0.000623355j -0.00494889-0.00567781j 0.00333428-0.00538389j 3.99404e-05-0.00117107j -0.00140557+0.000881282j -0.000666536-0.00245381j -0.00288652-0.00839951j -0.00363356-0.00149284j 0.00554837+0.00118604j -0.00564248-0.00345659j 0.000881251+0.000293024j -0.00615137-0.00273391j -0.00503368+0.00354829j -0.000537863-0.000348797j 0.00880966+0.00594558j 0.00252731-0.00174964j -0.000162629-0.00195458j -0.00340703-0.00722911j -0.00577822+0.000833531j -0.00765916+0.00076495j 0.0065747+0.0141075j -0.000709721+0.0076391j 0.00227067-0.0137212j -0.00262289-9.34927e-05j -0.00639431-0.00110875j -0.00785295+0.0016407j -0.00709332+0.000272816j -0.00519546+0.00155223j 0.0133672+0.00651515j 0.00380924-0.00619324j -0.0102265-0.0023867j -0.00142435+0.00656785j 0.0023686+0.00182844j 0.00523922-0.00325382j -0.00469738-0.00370279j -0.00209652-0.00226982j -0.00632381+0.00361098j -0.00342293+0.00385901j 0.00288441-0.000706459j 0.00371369-0.00654218j -0.000691815+0.00674709j 0.00111304-0.00102431j 0.00132901+0.000477919j 
-0.000349024-0.00187217j 0.000484993+0.000122284j 0.00310532-0.000250322j 0.000952736-0.00526642j -0.00082644+0.000295651j -0.00293104-0.00259266j 0.00103285+0.00179891j 0.000839625-0.00303292j 0.00238848+0.00113479j -0.000655562-0.00272634j -0.00348925+0.000934262j -0.00476343-0.00194083j 0.00110482+0.00433434j 0.000165758+0.00440073j 1.87307e-05-0.00158997j 0.00204805+0.000889794j -0.000451154-0.000832495j -0.000392147-0.0012267j -0.00403263-0.00138843j -0.00190573+0.000142384j 0.00556355-0.00234286j 0.000879759-0.00157517j 0.00471178-0.00154485j -0.000680725-0.00480294j -0.00476864+0.00295741j -0.000930106-0.00223525j -0.000223482+0.00185605j 0.00201715-0.00197759j 0.00398604-0.00411505j 0.00202054+0.00398912j -0.00166119-7.97462e-05j 0.0025923+0.00077439j 0.0030442-0.000913222j -0.000925642-0.000501772j -0.00565203+5.44878e-06j -0.00193372+0.000959444j -0.0042461+0.00116957j 0.00235514-0.000677918j -0.00618987-0.000116897j -0.00523576-0.00164745j 0.0011458+0.00136091j -0.00563152-0.00171688j 0.000583582-0.00069871j -0.00438138-0.000874577j -0.00450805+0.00253982j -0.0086492-0.00171857j 0.00163227-0.00287039j -0.00424902+0.000274927j -0.000416788+0.00018163j 0.00414384-0.00304086j 0.000787318+0.00360953j -0.0111124+0.0047839j -0.00444743+0.00341544j 0.00670207+0.000773687j -0.00102229+0.00220904j 0.0037611+0.00298231j -0.0145947+0.0084774j 0.00166664+0.00800175j -0.00840149-0.00766069j 0.00663881-0.00417112j 0.0014491-0.0100117j -0.00444563-0.00281092j 4.57069e-05+0.00965366j -0.015157+0.00568331j -0.000933095-0.00373249j 0.00772476+0.0109987j -0.00332177+0.00787426j -0.00201947+0.00256075j 0.00212792-0.0146923j -0.00452999-0.00456493j 0.00508126-0.000712217j 8.35565e-06-0.0106861j -0.00228443+0.00586874j -0.00319534-0.000263111j -0.00420203-0.00114439j -0.00250824-0.000338688j -0.00137628+0.00136853j 
0.00272928-0.00175549j 0.00420288+0.00165482j 0.00207604+0.000573108j 0.000240023-0.00384953j 0.000127354+0.00290542j 6.16048e-05+0.00162645j 0.00267433-0.00367779j 0.00122016-0.00166756j -0.0017373-0.00158474j -0.000427757+0.00197916j 0.00178547+0.00418855j -0.00133475+0.00235428j 0.00324379-0.00413803j 0.00567629-0.000268977j 0.00390766-0.00543418j 0.00446444-0.00159276j 0.00349971-0.00605659j 0.00218156-0.000436088j -0.00202892-0.000506139j -0.00546016-0.00226528j -0.000716463+0.00362692j -3.00051e-05+0.00394205j -0.00152781-0.00363322j -0.000263433-0.0039449j -2.45626e-05-0.000257402j -0.000315596+0.000848004j 0.000267067+0.00530573j -0.000744253+0.00412988j 0.00121287-0.00377179j 0.00305802+0.000363556j -0.00248695+0.00186602j 0.00293259+0.00446953j -3.07984e-05+3.536e-05j -0.0010228-0.00694108j -0.00408472-0.00148085j -0.0017807+0.001807j 0.000889638-0.00183756j 0.00126436-0.00151987j -0.00215489-0.00392j -0.0054002+0.00717662j 0.0018179+0.00527505j -0.00204535+0.00570224j 0.00223097-0.00254015j -0.00494447+0.00609188j -0.000539214+0.00764207j -0.000535856+0.00708597j -0.00408569-0.0023206j -0.00389608+0.000831015j -0.00231999-0.00585062j -0.00741118-0.00567943j -0.0046041+0.000758353j -0.000974675-0.00628072j -0.0017499+0.000417997j -0.0117292-0.00506598j 0.0123921-0.0117344j 0.00644041+0.00768428j 0.00270703-0.00135635j 0.00193177+0.000440989j -0.00651398+0.000879592j -0.019169+0.00200146j 7.64204e-05+0.00348748j 0.00817596-0.00174121j -0.00429535-0.000919082j 0.00320818+0.00226222j -0.0139796+0.00769064j 0.00139696-0.00546945j 0.00180368-0.00311434j 2.26735e-05-0.00944365j -0.00199382+0.00208283j 0.00276542+0.000273767j 0.000237526+0.000325621j 0.000618563+0.00101694j 0.00280801-0.00566397j 0.000428981+0.00541641j -0.00726337+0.00494159j 0.00421978-0.003754j -0.00135807-0.00297698j 
-0.000979072+0.000442375j -0.000319931-0.00310293j 0.0013518+0.000808134j 0.00178051-0.00289548j -0.00129739-0.00110837j 0.00144831+0.00099769j -0.000958637+0.00171889j -0.00399154-0.00292107j 0.00297445-0.00108741j 0.00242594-0.00831451j 0.000806914-0.00114779j -0.00160338-0.00105828j 0.000365065+0.00107683j 0.00700555-0.00229133j -0.000251466+0.00323565j -0.00175889+0.00061454j -0.00149528+0.00459569j -0.000568066+0.00184226j 0.00238162+0.00242084j 0.00126671+0.00120466j -0.00292234-0.00236123j -0.00537456-0.00021819j 0.0016599-0.00499135j -0.00118+0.00104976j 0.00102445-0.00104811j -0.00105535+0.00110386j 0.0022662-0.000136691j 0.00191271+0.00231105j 0.00352225+0.000688234j -0.00340902+0.00654995j -0.00133562+0.00571405j -0.00224391-0.00637661j 0.00117694+0.00387181j -0.00125725-0.00139139j -0.00623196-0.00144439j 0.000333431+0.00183069j -0.00774295-0.00146756j 0.00320125+0.000661592j 0.00260296-0.000967927j 0.0104881-0.00438181j 0.0047728+0.000956348j -0.00408917+0.000706253j -0.00688021-0.00456704j -0.000964012+0.000359998j -0.00468192-0.00817191j 0.000244621-0.00139488j -0.00479287-0.00601951j 0.00617003+0.00756192j 0.00491222-0.00250474j 3.48461e-05+0.00029123j 0.000844638+0.00594499j -0.00987137-0.00926287j 0.002866+0.00887488j 0.00636048-0.00506921j 0.00165471-0.000245036j -0.000542859-0.000207839j -0.0019373-0.00728855j 0.0127214+0.00622241j -0.00837937-0.00267088j 0.00160216-0.00168777j 0.00331062+0.000969095j 0.00492985+0.0075134j 0.0037088-0.0118357j -0.00685025-0.00441287j 0.00499258+0.00909394j 0.0127867+0.000394444j 0.00696851+0.00183312j -0.00208167+0.00537637j 0.00183392+0.000732501j -0.000607642+0.00087156j 0.000902557-0.00134877j -0.00377726+0.00812679j 0.0035798-0.0013257j -0.00432991+0.00094098j 0.00082855+0.000191991j 0.00113757-0.000700463j -0.00365001+0.000624224j 
0.00118851-0.0012904j 0.000552221+0.00210479j 0.00164432-0.00105596j -0.000475704-0.00178094j -0.00049219+5.78846e-05j 0.000794882-0.00226906j 0.000197973+0.000997689j -0.00171408+0.000790417j 0.000331537+0.00117729j 0.000470891-9.93434e-05j 0.000926091+0.00234022j -0.00224393-0.000497191j 0.0032711+0.00135571j 0.000319262+0.00188684j 0.00374652-0.00256031j 0.0013365-0.00024754j -0.00157454+0.00131916j 0.000785082-0.00182607j -0.00500097-0.00359976j -0.00919891+0.00392049j 0.00083775+0.00667089j 0.00130949+0.00362274j -0.00250499+0.00374547j 0.00203063-0.00533621j 0.00552069+0.00484728j -0.0018447-0.00308697j -0.00740707+0.00396882j -0.000162994-0.000455582j -0.00036072-0.00315349j -0.00405188+0.00797733j 0.00120925+0.00068944j 0.00343046+0.00248834j -0.00239177-0.00366272j 0.00606011-0.00647731j 0.00266674-0.00201402j -0.00258153+0.00301496j -0.00380662-0.00256993j -0.00479594-0.0012151j 0.00125766-0.00414424j -0.0107692-0.0053455j -0.011837-0.00155832j -0.00381706-0.00391394j 0.00483776+0.0013943j 0.00207546-0.0029658j 0.000524051+0.00505293j 0.00388039-0.0034519j -0.00100134-0.00349382j 0.007174+0.00368646j 0.00782332-0.000193261j -0.00229855-0.00243694j 0.00556815-0.00479647j -0.000752923+0.00484496j -0.00277038-0.00184855j 0.00466718-0.0141681j 0.00402779-0.0102031j -0.00461163-0.00158888j -0.00847467-0.00246246j -0.00543851+0.00192954j 0.00201516+0.00390792j 0.00387721+0.00165546j 0.00862824+0.00212851j 0.0121673+0.00245928j 0.00256636-0.0110098j -0.00624187+0.00561613j -0.00504055-0.00377664j 0.00145552-0.00831737j -0.000411184-0.000759947j -0.00485428+0.00283832j 0.000880297+0.00956832j 0.00484568+0.000614444j 0.00118058-0.00139324j -0.00086546+0.00100783j -0.00213064+0.00116533j 0.00106997+0.000822996j -0.000122897-0.0022649j 0.00277576+0.00143082j -0.00236137-0.00153118j 
-0.00200274-0.00112869j -0.000145806-0.00174893j -0.000213518+0.00137562j -0.00259474+0.00022655j 0.00285444-0.000361951j -2.77624e-05+0.000917066j -0.00167864+0.000501444j -0.00126102+0.000757357j 0.0011652+0.00193459j 0.00305831-0.000144283j -0.000133311+0.00309928j -0.00450355-0.000236786j 0.00137677-0.00087321j 0.00178198-0.00184256j -0.000838248-0.00290164j 0.00183374-0.00284559j -0.00514582-0.00268672j -0.00361689+0.0015111j -0.00185836+0.00324681j -0.00077589-0.00440205j 0.00270924+0.00126423j 0.00236091+0.00102813j -6.93145e-05+0.00122133j -0.000717614-0.000762303j -0.000777097+0.00462437j 0.000255485-0.00211547j 0.00248401-0.000441055j 0.000901221-0.000767619j -0.00555591+0.0029648j 0.0021139-0.000531957j -0.00456846+0.00194158j 0.00443331-0.000526797j -0.00839793-0.000539603j -0.000165251+0.00113129j 0.00625132-0.00053304j -0.00284902-0.000390256j 0.000513837-0.00123576j -0.000707747+0.00251978j 0.00383173-0.00209723j 0.00924735-0.00162933j -0.0031965-0.00355122j 0.0056966+0.000212236j 0.00290503+0.00184935j -0.00149562-0.00327615j 0.00521398+0.00513585j 0.00204683+0.00795619j 0.00261349-0.00552362j -0.00431294+0.00476105j 0.00116349-0.000799182j 0.00897575+0.00472657j -0.00254823+0.000434196j -0.00198568+0.00122932j -0.0104233-1.37497e-05j -0.00389124+0.00206142j 0.00270262-0.000116603j 0.00401319+0.00115657j -0.00452407-0.000761334j 0.00702892+0.00765j -0.00084355+0.0119817j -0.00829887-0.00257928j 0.00556079+0.00317226j 0.00856722-0.00683725j -0.00919369+5.2819e-05j -0.00429947-0.00984435j 0.00437347+0.0141063j 0.00345228+0.002522j -0.00360705-0.00495174j -0.00118178-0.00303788j -0.0019233+0.000397165j -0.00479314-0.0115523j -0.00213201-0.00130189j 0.000947966+0.00335695j -0.00207427-0.00109728j -0.0050391+0.00338753j 0.00089022-0.0029814j 0.000534065-0.00112639j 0.00159398+0.00345531j 
