-0.101423-0j -0.0146982-0j 0.702657-0j -0.00105411-0j 0.709938-0j -0.00106503-0j -0.00483821-0j 0.0822902-0j -0.00598698-0j -7.12736e-05-0j -0.00349241-0j 0.101829-0j -8.81966e-05-0j 0.0594002-0j -5.1448e-05-0j -0.00360593-0j -0.000600989-0j -0.00420692-0j 0.0711871-0j -0.0025762-0j 0.00722794-0j -0.00368105-0j -0.000701153-0j -4.4267e-06-0j -0.00151836-0j 0.0830516-0j -0.000429367-0j 0.0508585-0j 0.00843259-0j -0.000613509-0j 0.00516389-0j 0.0726701-0j -5.16448e-06-0j -0.00025306-0j 0.00737852-0j 0.0299749-0j -3.16259e-06-0j -4.51892e-06-0j 0.00304348-0j -1.86396e-06-0j -0.00286668-0j -0.000462608-0j -0.00323826-0j -0.00264402-0j 0.0363417-0j -5.45189e-05-0j -0.00267142-0j -0.000522571-0j 0.00913265-0j -0.00231352-0j 0.000535364-0j -0.00190856-0j -0.000426678-0j 0.0410524-0j -2.53975e-07-0j -0.000609793-0j -0.000431099-0j -6.15856e-05-0j 0.0335191-0j -0.000373343-0j 0.0103164-0j -5.02844e-05-0j 0.0338665-0j 0.000604758-0j -0.000307992-0j 0.0293292-0j 0.00842332-0j -5.08055e-05-0j -2.86895e-07-0j -9.8405e-05-0j 0.000493783-0j -4.39989e-05-0j 0.00851061-0j 0.0241954-0j 0.00737041-0j -2.34249e-07-0j 0.00773054-0j 0.0004989-0j -3.62972e-05-0j 0.00043206-0j 0.00608028-0j -1.15971e-05-0j -2.36676e-07-0j -2.04968e-07-0j 0.000356431-0j 0.00194268-0j -1.6909e-07-0j 0.000113882-0j -5.4025e-08-0j 
-0.000607217-0j 0.00011975-0j -4.37233e-05-0j -0.0282354-0j 4.29188e-05-0j 0.0277159-0j 5.77789e-05-0j -0.000976507-0j -5.10197e-07-0j 0.0116695-0j 4.09251e-05-0j 8.62271e-06-0j -0.000103043-0j -0.000691665-0j 0.00826554-0j 0.00422893-0j 0.000343997-0j -0.00014008-0j -2.20338e-06-0j 0.00302129-0j -0.00201227-0j -0.00419413-0j -1.13946e-05-0j -0.000731794-0j -0.00524067-0j 7.29852e-08-0j 0.000245764-0j -1.57417e-06-0j 6.66548e-05-0j -0.000341167-0j -0.00143763-0j 2.18525e-06-0j 2.42401e-05-0j -0.000426296-0j 0.00199571-0j 2.73053e-06-0j -0.000522819-0j 0.000725774-0j 0.00249369-0j 0.000906871-0j -1.71627e-05-0j -0.0518689-0j -2.75957e-07-0j 3.15755e-05-0j -2.26139e-06-0j -0.00146035-0j -3.09945e-05-0j -0.00083399-0j 2.7025e-05-0j -1.97153e-07-0j -0.000456727-0j 2.23651e-05-0j 0.0954268-0j -3.63605e-08-0j -7.02197e-05-0j 1.43435e-05-0j -0.0936709-0j -2.34807e-05-0j 4.16044e-06-0j -0.000595831-0j 4.34531e-07-0j 0.00268671-0j -4.08388e-06-0j -7.34363e-06-0j 0.0675913-0j -2.59772e-08-0j -4.97198e-05-0j -0.00263727-0j -1.12905e-06-0j 0.0433485-0j 0.000840272-0j -1.67754e-05-0j 4.8805e-05-0j 2.94686e-06-0j 3.10444e-07-0j 0.000129188-0j 1.88992e-06-0j -0.000824811-0j 0.00190301-0j -5.24654e-06-0j -3.52168e-05-0j 0.00122046-0j -0.000126811-0j -8.06632e-07-0j 0.000595169-0j -2.25857e-05-0j 9.15045e-05-0j 0.000381702-0j 5.86849e-05-0j 
-5.00824e-05-0j 0.00104447-0j -3.60624e-06-0j -0.00713627-0j -3.64361e-06-0j -0.00721022-0j 0.000348188-0j 6.07775e-05-0j 0.00043086-0j 0.0223351-0j 0.000251335-0j 7.52084e-05-0j 0.0276383-0j 4.38715e-05-0j 0.0161224-0j 5.37402e-06-0j 0.018785-0j -2.07737e-06-0j 5.48484e-07-0j -1.27212e-06-0j 0.00153496-0j -1.8177e-06-0j -0.00726148-0j -0.0172933-0j -7.49762e-07-0j -2.12021e-07-0j -0.00444673-0j -1.29836e-07-0j -0.000593348-0j -0.00635379-0j -0.00036335-0j -1.85518e-07-0j 0.00668486-0j -0.00262081-0j -0.00051918-0j -7.65223e-08-0j 0.00409363-0j 0.00584926-0j -0.000214151-0j 0.0024127-0j -1.41556e-06-0j 3.28735e-05-0j 4.82607e-06-0j -1.30561e-06-0j 2.71829e-05-0j 0.0537914-0j -1.31914e-06-0j -0.000112076-0j 3.35514e-06-0j -1.14241e-06-0j 0.0017437-0j -9.42442e-07-0j 3.03203e-05-0j -9.26747e-05-0j 0.000830545-0j -3.01115e-07-0j 3.06345e-05-0j -0.183391-0j 2.50716e-05-0j 2.65302e-05-0j -1.14387e-05-0j 0.0496134-0j 2.53314e-05-0j -0.00594479-0j 2.18863e-05-0j 2.19377e-05-0j 3.09455e-06-0j 0.0501276-0j -0.00283158-0j 6.99279e-06-0j 0.00160827-0j 0.0434118-0j 3.12662e-06-0j 1.80977e-05-0j 2.70773e-06-0j 0.000766037-0j 5.78229e-06-0j 0.00162493-0j 0.0358129-0j 0.00140723-0j 2.23376e-06-0j 0.0114424-0j 0.000773976-0j 0.000670283-0j 0.00116091-0j 7.13698e-07-0j 0.000552955-0j 0.000370916-0j 0.000176672-0j 
0.00171747-0j 0.000248895-0j -0.000367037-0j -5.29772e-05-0j 0.00012495-0j 1.80349e-05-0j -0.0239626-0j 1.44831e-05-0j 0.0880054-0j 1.20693e-06-0j -0.0172971-0j -5.3191e-05-0j -4.43258e-06-0j 1.04545e-05-0j 8.71207e-07-0j 6.10619e-05-0j -0.00297657-0j 7.12389e-05-0j 6.23211e-06-0j 4.0848e-05-0j 1.27212e-06-0j -0.000185002-0j -0.00347266-0j 7.49606e-08-0j 2.57115e-05-0j 7.27079e-06-0j -0.00199121-0j 4.16903e-06-0j 1.48414e-06-0j 0.00901825-0j 8.51e-07-0j -1.88817e-05-0j 8.7454e-08-0j -0.00125335-0j -3.85421e-06-0j 2.62417e-06-0j 5.01457e-08-0j -2.27112e-07-0j 5.35656e-07-0j 3.15638e-08-0j 4.85436e-05-0j 7.83368e-06-0j 5.48358e-05-0j -0.000132883-0j -0.00187075-0j -0.00027002-0j 4.52372e-05-0j 8.84909e-06-0j 7.99522e-07-0j 3.6683e-05-0j 9.42246e-08-0j -9.59202e-05-0j -2.14439e-05-0j -0.00211324-0j 4.30074e-09-0j 1.03261e-05-0j 7.30012e-06-0j -0.00030502-0j 0.00512101-0j 5.91969e-06-0j 9.03156e-07-0j 0.000739154-0j -0.00174334-0j 1.06438e-07-0j -1.54791e-05-0j -0.00141368-0j -2.18861e-06-0j -0.000251629-0j 4.85821e-09-0j 1.66636e-06-0j -2.57931e-07-0j -0.000204047-0j 7.45066e-07-0j 0.00369654-0j 6.04176e-07-0j -1.17729e-08-0j -0.000397943-0j 8.78068e-08-0j 0.000533549-0j 7.12028e-08-0j -1.57982e-06-0j -5.74381e-05-0j 4.00782e-09-0j 3.24995e-09-0j -1.86184e-07-0j 1.70073e-07-0j -8.4981e-09-0j 2.00433e-08-0j 9.14845e-10-0j 
-0.000371843-0j 0.00515191-0j 7.94658e-05-0j 0.051317-0j -2.70524e-05-0j -0.0174698-0j -1.77382e-05-0j 0.000299788-0j 6.51454e-05-0j -0.00358253-0j -1.28041e-05-0j -0.00110101-0j 0.0131572-0j 0.000216399-0j -0.00258601-0j 0.00258968-0j 0.000210655-0j 0.00302129-0j -1.34929e-06-0j 0.00173239-0j -0.00123226-0j -0.00784608-0j 0.000245764-0j -0.000448131-0j 0.00109044-0j -1.57417e-06-0j 0.00014092-0j -9.02622e-07-0j -0.00143763-0j -0.00063823-0j -0.000824332-0j 4.08801e-06-0j -0.000522819-0j 8.87008e-05-0j 0.00373343-0j -5.68149e-07-0j -0.000299782-0j 0.00135772-0j -0.00051887-0j -0.000188695-0j -1.051e-05-0j -0.0317631-0j -1.18723e-05-0j 2.87701e-05-0j -1.38481e-06-0j -0.000894278-0j -9.79414e-06-0j -0.0358802-0j 1.65494e-05-0j -7.9421e-06-0j -0.000279687-0j 2.07673e-05-0j 0.0869483-0j -1.56431e-06-0j -4.30006e-05-0j -2.23566e-06-0j -0.0295997-0j -0.00101019-0j 3.79079e-06-0j -0.0240024-0j 1.86945e-05-0j 0.002448-0j -1.29049e-06-0j -0.00031594-0j 0.0627626-0j -1.04646e-06-0j -4.53023e-05-0j -0.000833367-0j -4.85743e-05-0j -0.00675657-0j 0.000765616-0j -0.00067578-0j 1.54222e-05-0j 2.73634e-06-0j 1.25059e-05-0j 0.00011771-0j -2.94574e-07-0j -0.000260637-0j 0.00176706-0j -0.000211351-0j -3.2701e-05-0j -0.000190229-0j -4.00718e-05-0j -3.24943e-05-0j 0.000552651-0j 3.52035e-06-0j 8.49675e-05-0j -5.94944e-05-0j -9.147e-06-0j 
-0.00368105-0j 0.000518272-0j -0.0250932-0j 3.76442e-05-0j -0.0257562-0j 3.86387e-05-0j -0.000175599-0j 0.00298665-0j -0.00020772-0j -2.58681e-06-0j -0.000116083-0j 0.00353299-0j -3.06001e-06-0j 0.00197438-0j -1.71006e-06-0j 0.0256365-0j -2.18124e-05-0j -0.0290578-0j 0.00258367-0j -0.0543592-0j 0.000262332-0j 0.0257404-0j 2.47233e-05-0j -1.60663e-07-0j 0.0515419-0j -0.00292848-0j 4.62506e-05-0j -0.00547838-0j -0.000297341-0j -2.19007e-05-0j -0.000556244-0j 0.00259414-0j 1.82104e-07-0j -4.38535e-05-0j 0.000263395-0j 0.00519445-0j 3.40668e-07-0j -1.61314e-07-0j 0.000527415-0j -3.23012e-07-0j -0.000104044-0j 0.00328893-0j 0.000114184-0j 9.44233e-05-0j 0.00131899-0j -1.97872e-06-0j 9.69178e-05-0j -0.00360948-0j 0.000331462-0j -0.000242114-0j 1.94306e-05-0j 6.24203e-05-0j -0.00298482-0j -0.00144754-0j -9.2178e-09-0j -0.00023409-0j -0.00306368-0j 2.17157e-06-0j -0.00119703-0j 0.00765347-0j -0.000363767-0j 1.79576e-06-0j -0.00122866-0j -2.13243e-05-0j -0.00197317-0j 0.00306935-0j -0.000300813-0j 1.8432e-06-0j 1.01162e-08-0j 0.00739984-0j -1.7634e-05-0j -4.60455e-06-0j -0.00030876-0j -0.000791321-0j 0.000771325-0j 8.36548e-09-0j 0.00296763-0j -1.80998e-05-0j 1.18712e-06-0j 4.52158e-05-0j -0.000198858-0j -4.45196e-06-0j 8.58649e-09-0j -2.14502e-08-0j -1.16573e-05-0j 0.000745764-0j 5.53016e-09-0j 4.37174e-05-0j -2.07394e-08-0j 
-5.31204e-05-0j 0.000735987-0j 0.00073986-0j -0.00247008-0j 0.000747528-0j -0.00249568-0j -2.53402e-06-0j -0.00828392-0j -3.13569e-06-0j -0.00051179-0j -1.82915e-06-0j -0.0102508-0j -0.000633308-0j -0.00597965-0j -0.000369429-0j 5.70001e-06-0j -9.0825e-05-0j -2.20338e-06-0j 0.0107702-0j -1.34929e-06-0j -0.102767-0j -1.92796e-06-0j 3.51091e-05-0j 0.000193214-0j -7.95243e-07-0j -0.00416329-0j 2.14998e-05-0j -0.00254949-0j 0.0397255-0j 3.07205e-05-0j 0.0243268-0j -0.00364288-0j -7.46884e-05-0j 1.26715e-05-0j 0.0347598-0j -0.00150261-0j -4.57371e-05-0j -6.53524e-05-0j 0.0143377-0j -2.69565e-05-0j -1.50143e-06-0j 2.31643e-05-0j 5.11882e-06-0j -1.38481e-06-0j 3.82659e-05-0j -0.000127754-0j -1.39916e-06-0j -7.89741e-05-0j 0.043769-0j -1.21171e-06-0j 0.00772847-0j -9.99611e-07-0j 2.13652e-05-0j -0.00013046-0j -6.14294e-06-0j -3.1938e-07-0j 2.15866e-05-0j 0.000435552-0j 3.52939e-05-0j 1.86945e-05-0j -0.149222-0j -0.000117831-0j 3.56596e-05-0j -0.0263487-0j 1.54222e-05-0j 3.08821e-05-0j 0.0403695-0j -0.000119052-0j 2.09431e-05-0j 4.92747e-06-0j 0.00712821-0j -0.000103102-0j 0.0407879-0j 2.54764e-05-0j 0.0353233-0j -5.66583e-06-0j 8.13985e-06-0j 0.00720208-0j -8.50552e-05-0j 0.00623718-0j 0.0291403-0j -2.71755e-05-0j -5.72454e-06-0j -4.9576e-06-0j 0.00514541-0j 0.00931046-0j -4.08981e-06-0j 0.00164398-0j -1.30671e-06-0j 
-0.00245404-0j 0.000345515-0j 0.000173871-0j 2.50961e-05-0j 0.000178464-0j 2.57591e-05-0j 0.0342394-0j -2.06945e-05-0j 0.0405027-0j -1.72454e-06-0j 0.0226346-0j -2.44801e-05-0j -2.04001e-06-0j -1.36805e-05-0j -1.14004e-06-0j -8.72495e-05-0j 0.00425312-0j 9.88933e-05-0j -8.90486e-06-0j 0.000185002-0j -1.8177e-06-0j -8.76029e-05-0j -0.00482072-0j -1.07109e-07-0j -0.000175414-0j 1.00933e-05-0j -0.00901825-0j 1.88817e-05-0j 2.06028e-06-0j 0.00427035-0j 3.85421e-06-0j -8.94094e-06-0j 1.21403e-07-0j 0.00855086-0j -1.82506e-06-0j -1.79031e-05-0j 2.27112e-07-0j -1.07543e-07-0j -3.65446e-06-0j -2.15341e-07-0j -6.93624e-05-0j -1.11933e-05-0j 7.61226e-05-0j 6.29488e-05-0j 0.00267306-0j 0.000385823-0j 6.46119e-05-0j 1.22842e-05-0j -1.14241e-06-0j -0.000161409-0j -1.34635e-07-0j 4.16135e-05-0j 1.01583e-05-0j -0.00293359-0j -6.1452e-09-0j -0.00015606-0j 1.04267e-05-0j -0.000423427-0j -0.0024259-0j -2.60473e-05-0j 1.25375e-06-0j -0.000350149-0j -0.00248999-0j 1.47756e-07-0j 6.71535e-06-0j 0.00622033-0j 1.03678e-06-0j -0.000359399-0j 6.74413e-09-0j -2.51841e-05-0j 1.22186e-07-0j 0.000897827-0j 1.06417e-06-0j -0.00160369-0j -2.65844e-06-0j 5.57699e-09-0j 0.00601419-0j 1.25414e-07-0j -0.000231472-0j -3.133e-07-0j 6.85383e-07-0j 0.000868074-0j 5.72432e-09-0j -1.43001e-08-0j 8.07731e-08-0j -2.57034e-06-0j 3.68677e-09-0j -3.02918e-07-0j -1.38262e-08-0j 
-0.000701153-0j 6.84144e-05-0j 0.00485759-0j 0.000696695-0j -0.00476821-0j -0.000683876-0j -0.00972339-0j 0.0536768-0j 8.5859e-05-0j -0.000141438-0j -0.00688713-0j -0.000473974-0j 1.24892e-06-0j 0.0380195-0j -0.000100181-0j -2.49284e-05-0j -0.0286422-0j 8.25734e-07-0j 0.000492128-0j -1.78097e-05-0j -0.00477719-0j 2.47233e-05-0j 0.000948751-0j 5.88212e-06-0j 3.08924e-05-0j -1.63013e-05-0j -0.020463-0j 0.000351594-0j 0.000158241-0j 0.0284066-0j -0.00341299-0j -0.000488079-0j -1.9484e-07-0j 0.0354947-0j 0.00473789-0j -0.000609867-0j 4.20239e-06-0j -5.83372e-06-0j 0.0059201-0j -7.28937e-06-0j -1.98178e-05-0j 0.000151278-0j -3.18647e-07-0j 3.64602e-05-0j -0.0366152-0j -0.00525151-0j -3.57894e-05-0j 2.43237e-06-0j -0.00298647-0j -2.27653e-07-0j -0.000532611-0j 2.5825e-05-0j -0.000278316-0j -0.00058873-0j 4.22285e-07-0j 1.65624e-05-0j 0.000273195-0j -8.44381e-05-0j 0.0673636-0j 1.73777e-06-0j -4.8019e-05-0j 0.00966157-0j -0.0661241-0j -8.56376e-06-0j -0.000197133-0j -0.000420609-0j 0.00549442-0j -0.0094838-0j 6.78985e-09-0j -0.000126428-0j 0.000979882-0j -6.03255e-05-0j -0.00539333-0j 0.047714-0j -3.43064e-05-0j -7.76908e-07-0j 0.0306006-0j -0.000961853-0j 0.00684334-0j -6.11825e-06-0j 0.00389173-0j 0.00438886-0j 7.62613e-07-0j 4.8509e-09-0j 0.000694056-0j 0.00249589-0j -5.50288e-07-0j 0.000445121-0j -3.52918e-07-0j 
0.000531314-0j 0.00715184-0j -3.76442e-05-0j -0.0243097-0j -3.86387e-05-0j -0.0249519-0j 2.53455e-05-0j -0.000428358-0j 2.99818e-05-0j 0.00511896-0j 1.67551e-05-0j -0.000506716-0j 0.00605535-0j -0.000283174-0j 0.00338399-0j -0.00370031-0j -0.000300998-0j 0.00419413-0j 1.92796e-06-0j 0.00784608-0j 0.00176074-0j -0.0037153-0j 0.000341167-0j 0.00064032-0j -0.00743944-0j -2.18525e-06-0j 0.00063823-0j -4.08801e-06-0j -0.00199571-0j -0.000302217-0j -0.00373343-0j 1.93577e-06-0j -0.000725774-0j -0.000605153-0j 0.00176787-0j 3.87614e-06-0j -0.00135772-0j 0.000642914-0j 0.00353994-0j 0.00128736-0j 1.50174e-05-0j 0.0453853-0j -1.6481e-05-0j -1.36288e-05-0j 1.97872e-06-0j 0.00127781-0j -1.39889e-05-0j -0.0498086-0j -2.36469e-05-0j 3.49461e-05-0j 0.000399636-0j -9.00959e-06-0j -0.0411887-0j -2.17157e-06-0j 6.14422e-05-0j 3.3788e-05-0j -0.0422769-0j -0.00140234-0j -1.79576e-06-0j 0.105613-0j 2.59516e-05-0j -0.00115965-0j -1.8432e-06-0j -0.000438586-0j -0.0272286-0j 4.60455e-06-0j 2.14604e-05-0j -0.00119029-0j -6.74305e-05-0j 0.102113-0j -0.000362684-0j 0.00297351-0j 2.20274e-05-0j -1.18712e-06-0j -5.50273e-05-0j -5.5761e-05-0j 4.45196e-06-0j -0.000372266-0j -0.000766611-0j 0.000929969-0j 1.41868e-05-0j 0.00287497-0j -5.72341e-05-0j 0.000142979-0j -0.000239759-0j -5.32038e-05-0j -3.68619e-05-0j 0.000899151-0j 0.00013824-0j 
0.00151836-0j -0.000647593-0j -0.0105192-0j 1.57806e-05-0j -0.0507463-0j 7.61282e-05-0j 7.24308e-05-0j -0.00123193-0j -0.000263783-0j 1.06701e-06-0j 6.08359e-05-0j 0.00448652-0j -3.88589e-06-0j -0.00103472-0j 8.96198e-07-0j -0.0105745-0j 8.99714e-06-0j 0.0363084-0j -0.00106571-0j -0.0075548-0j -0.000108206-0j -0.0515419-0j -3.08924e-05-0j 6.62702e-08-0j 0.0627983-0j 0.0036592-0j 6.42787e-06-0j -0.000761381-0j 0.000371535-0j 4.38535e-05-0j -7.73064e-05-0j -0.00519445-0j -2.27544e-07-0j -5.34308e-05-0j -0.000527415-0j 0.00632888-0j 4.73457e-08-0j 3.23012e-07-0j 0.000642599-0j -3.93555e-07-0j 4.29158e-05-0j -0.00135661-0j -0.000142675-0j 3.95826e-05-0j -0.000544057-0j 8.16179e-07-0j 0.000190953-0j 0.00451012-0j -0.000136721-0j -0.000101932-0j -8.01471e-06-0j 3.32461e-05-0j -0.00125125-0j 0.00180874-0j 3.80215e-09-0j -0.000170636-0j -0.00603623-0j -2.71342e-06-0j -0.0005018-0j 0.00322219-0j 0.000454535-0j 7.52787e-07-0j -0.00242077-0j 2.66453e-05-0j -0.00105094-0j 0.00129223-0j -0.000126102-0j 3.63157e-06-0j -1.26404e-08-0j 0.00539398-0j -7.39222e-06-0j -1.93856e-06-0j -0.000608337-0j -0.000421471-0j 0.000324736-0j 3.50684e-09-0j 0.0021632-0j -3.56613e-05-0j 6.32279e-07-0j 1.90363e-05-0j -0.000105915-0j -3.24517e-06-0j 1.69176e-08-0j -9.03075e-09-0j -6.20885e-06-0j 0.000543611-0j 2.94546e-09-0j 3.1867e-05-0j -1.51176e-08-0j 
4.4267e-06-0j -0.000123306-0j -3.06681e-05-0j 0.00127037-0j -3.0986e-05-0j 0.00128353-0j 2.11169e-07-0j 0.000690349-0j 2.61308e-07-0j -0.00815435-0j 1.5243e-07-0j 0.000854264-0j -0.0100905-0j 0.00049832-0j -0.00588612-0j -4.75001e-07-0j 1.52167e-05-0j 1.83615e-07-0j 9.37731e-06-0j 1.12441e-07-0j 0.0262901-0j 1.60663e-07-0j -5.88212e-06-0j -0.0699701-0j 6.62702e-08-0j -3.62487e-06-0j -3.60205e-06-0j -2.21977e-06-0j -0.0101626-0j -5.14685e-06-0j -0.00622332-0j -3.17176e-06-0j 0.0270475-0j -2.12297e-06-0j -0.00889231-0j -1.30828e-06-0j 0.0165631-0j 0.0236665-0j -0.00366789-0j 0.00976195-0j 1.25119e-07-0j -3.88091e-06-0j -4.26568e-07-0j 1.15401e-07-0j -1.58617e-06-0j 6.57041e-05-0j 1.16597e-07-0j 1.32312e-05-0j 7.66156e-05-0j 1.00976e-07-0j 0.0612506-0j 8.33009e-08-0j -3.57948e-06-0j 5.40773e-06-0j 0.00694424-0j 2.6615e-08-0j -3.61658e-06-0j -0.000224005-0j -1.46297e-06-0j -3.13205e-06-0j -0.000261206-0j 6.06009e-05-0j -1.47814e-06-0j -0.208822-0j -2.58381e-06-0j -1.2801e-06-0j 7.0665e-05-0j 6.12289e-05-0j -0.023675-0j -8.25539e-07-0j 0.0564933-0j 5.30258e-05-0j 7.13973e-05-0j -1.05603e-06-0j 6.18318e-05-0j 0.00640488-0j -3.37407e-07-0j 0.0570788-0j 4.3744e-05-0j 0.0494316-0j 5.10087e-05-0j 1.39764e-05-0j 0.00647126-0j 0.00560427-0j 0.040779-0j 1.62975e-05-0j 0.00462329-0j 0.0130291-0j 0.00147716-0j 
-0.000429367-0j 0.00294334-0j -0.00882852-0j -0.00126622-0j 0.00300548-0j 0.000431058-0j 0.00298509-0j -0.0164788-0j -0.0109631-0j 4.34216e-05-0j 0.00215475-0j 0.0605202-0j -0.000159471-0j -0.011895-0j 3.13433e-05-0j -1.52655e-05-0j -0.0175397-0j -1.78097e-05-0j 0.000301366-0j -1.0212e-05-0j -0.00292542-0j 4.62506e-05-0j -0.020463-0j 3.60205e-06-0j -6.42787e-06-0j 0.000351594-0j -0.0117334-0j 0.000201602-0j -0.00341299-0j 0.053141-0j -0.00195699-0j -0.000913063-0j 4.20239e-06-0j -0.00738549-0j 0.00886329-0j 0.000126897-0j 2.40963e-06-0j -1.09133e-05-0j -0.00123181-0j 1.51672e-06-0j -1.21359e-05-0j 9.26383e-05-0j -1.37089e-05-0j 3.32208e-05-0j -0.0224222-0j -0.00321588-0j -1.13093e-05-0j 0.000104646-0j -0.00182883-0j -9.17075e-06-0j -0.000326157-0j 2.39801e-05-0j -0.000253588-0j -0.0253285-0j 2.58596e-07-0j -2.58152e-06-0j 8.63286e-05-0j -0.00363272-0j 0.0613785-0j 7.00041e-05-0j -0.00206589-0j 0.00880316-0j -0.020895-0j -0.000368433-0j -0.00018305-0j -0.0169438-0j 0.00500625-0j -0.00299684-0j 2.92115e-07-0j 1.97058e-05-0j 0.000892822-0j -0.00243015-0j -0.00170427-0j 0.0443053-0j -0.001382-0j -7.07881e-07-0j -0.0047696-0j -0.000303942-0j 0.00635445-0j -0.000246467-0j 0.0036137-0j -0.000684075-0j 2.40983e-07-0j 1.95414e-07-0j 0.000644473-0j -0.000389026-0j -5.10975e-07-0j -6.93794e-05-0j 5.5008e-08-0j 
-0.000247895-0j -5.11349e-07-0j 0.00518795-0j -2.57642e-06-0j -0.00509249-0j 2.52901e-06-0j 2.35881e-05-0j -0.00121193-0j -2.08287e-07-0j 3.47486e-07-0j 1.67076e-05-0j 1.07015e-05-0j -3.06836e-09-0j -0.000858415-0j 2.46126e-07-0j -8.81353e-06-0j -1.46892e-06-0j 2.91941e-07-0j -0.0504824-0j -6.29669e-06-0j 5.33663e-05-0j 8.74102e-06-0j 4.86568e-08-0j -1.08196e-08-0j 1.09221e-05-0j 0.00167219-0j -1.04945e-06-0j -0.0360664-0j -1.76771e-06-0j 1.45684e-06-0j 3.81267e-05-0j 0.0500671-0j 3.58391e-10-0j 1.82035e-06-0j -5.29272e-05-0j 0.06256-0j -7.72992e-09-0j 1.07306e-08-0j -6.61338e-05-0j 1.34081e-08-0j -7.00666e-06-0j -1.13069e-06-0j -1.12659e-07-0j 1.28906e-05-0j 0.000268323-0j -1.33254e-07-0j -1.26535e-05-0j -1.81802e-08-0j -0.00647643-0j -8.04873e-08-0j 3.95277e-06-0j 9.1305e-06-0j 2.08022e-06-0j 4.31432e-06-0j -6.20759e-10-0j 5.85569e-06-0j -2.04194e-06-0j -2.14256e-09-0j -0.000493653-0j -1.29886e-08-0j -0.000104133-0j 2.45156e-07-0j 0.00048457-0j 6.35559e-08-0j 1.47343e-06-0j 3.0823e-06-0j 0.0119151-0j -2.40645e-07-0j -9.98107e-12-0j 9.44959e-07-0j -7.27219e-06-0j -1.53072e-09-0j -0.0116959-0j -0.000349657-0j -7.43965e-05-0j 1.14205e-09-0j -0.000224246-0j 7.13838e-06-0j 1.73645e-07-0j 4.54065e-08-0j 0.00843955-0j 1.11364e-07-0j -1.12104e-09-0j -7.13082e-12-0j -5.15093e-06-0j 0.00541256-0j 8.08922e-10-0j -3.30346e-06-0j 5.18788e-10-0j 
0.00101224-0j -0.000431728-0j 7.28873e-05-0j 1.05204e-05-0j 0.000351621-0j 5.07521e-05-0j -0.0141231-0j 8.53605e-06-0j 0.0514341-0j 7.11338e-07-0j -0.0118622-0j -3.10871e-05-0j -2.59059e-06-0j 7.16958e-06-0j 5.97465e-07-0j 3.59886e-05-0j -0.00175432-0j -0.000123569-0j 3.67307e-06-0j 2.57115e-05-0j 7.49762e-07-0j 0.000175414-0j 0.0060236-0j 4.41801e-08-0j -0.000213723-0j -1.26118e-05-0j -0.00125335-0j 2.62417e-06-0j -2.57436e-06-0j -0.00855086-0j 5.35656e-07-0j 1.79031e-05-0j -1.51696e-07-0j 0.0104183-0j 3.65446e-06-0j -2.1813e-05-0j 3.15638e-08-0j 2.15341e-07-0j -4.45257e-06-0j -2.6237e-07-0j 2.86105e-05-0j 4.617e-06-0j -9.5117e-05-0j 2.63884e-05-0j -0.00110258-0j -0.000159144-0j 0.000127302-0j -1.53494e-05-0j 4.71221e-07-0j -6.79549e-05-0j 5.55339e-08-0j 2.21641e-05-0j 4.25841e-06-0j 0.00366558-0j 2.53477e-09-0j -0.000113757-0j 2.05433e-05-0j 0.000529082-0j -0.00101695-0j -1.09662e-05-0j -1.5666e-06-0j -0.000146783-0j -0.00490592-0j -1.84625e-07-0j 3.57671e-06-0j 0.00261882-0j 4.34622e-07-0j -0.000708108-0j -8.42694e-09-0j -1.83575e-05-0j 5.12207e-08-0j 0.000377994-0j 2.09669e-06-0j -0.000854151-0j -1.11923e-06-0j 2.33789e-09-0j 0.00438393-0j 2.47097e-07-0j -0.000123286-0j -1.31903e-07-0j 3.65046e-07-0j 0.000632766-0j 1.12784e-08-0j -6.0205e-09-0j 4.30211e-08-0j -1.8736e-06-0j 1.96364e-09-0j -2.20806e-07-0j -1.00784e-08-0j 
