-0.35418-0j -0.41321-0j 0.750996-0j 0.355759-0j -0.149135-0j -0.045438-0j -0.0513277-0j 0.0412366-0j -0.0423432-0j 0.108834-0j 0.0297662-0j -0.00966548-0j -0.0291464-0j -0.00420692-0j -0.0322591-0j -0.00465621-0j 0.025094-0j -0.0170021-0j 0.00362201-0j -0.0257674-0j -0.00245404-0j -0.0037192-0j 0.0292763-0j 0.0520912-0j 0.00422567-0j -0.0173563-0j 0.00751872-0j 0.0546367-0j -0.00250516-0j 0.00788613-0j 0.0105664-0j 0.00152513-0j -0.00280144-0j -0.000404353-0j -0.0218946-0j -0.00387046-0j -0.000322538-0j -0.0238939-0j -0.00422389-0j -0.000351991-0j 0.0182113-0j -0.0187-0j -0.0168956-0j 0.00321933-0j 0.000268277-0j -0.00330572-0j -0.00298674-0j 0.0205718-0j -0.000275477-0j -0.0139381-0j -0.000248895-0j -0.0121959-0j 0.0358251-0j 0.00363662-0j -0.00246394-0j 0.0169709-0j 0.000303052-0j -0.00215595-0j 0.00633304-0j 0.0427039-0j -0.000205328-0j -0.00711426-0j -0.000179662-0j 0.000527753-0j 0.00300006-0j 0.0258599-0j 0.00754905-0j 0.000250005-0j -0.00125763-0j 0.00387387-0j 0.000629088-0j 0.00457143-0j -0.000104803-0j -0.000868031-0j 0.000684809-0j 0.000380952-0j 5.70674e-05-0j -0.000153448-0j -1.27873e-05-0j 
0.00162566-0j 2.69959e-05-0j 0.00116143-0j -0.00161229-0j -0.00201459-0j -0.000845549-0j 3.35336e-06-0j 0.000192359-0j -0.00018882-0j 2.39575e-06-0j -0.000271775-0j -0.000174298-0j -0.0258768-0j 1.93095e-05-0j 0.00165277-0j -1.23331e-06-0j -0.0226422-0j -0.0150948-0j 1.68958e-05-0j 0.0222256-0j 1.12639e-05-0j -1.65849e-05-0j -0.000375999-0j -0.00933942-0j 2.80574e-07-0j 0.0301605-0j 6.96916e-06-0j 0.0158787-0j -2.2506e-05-0j -1.18488e-05-0j 0.0280592-0j -2.0938e-05-0j 0.0122235-0j -9.12126e-06-0j 0.000100495-0j -0.00343627-0j 1.48043e-06-0j 1.56105e-06-0j -5.33777e-05-0j 2.29964e-08-0j -0.000344416-0j 0.000338079-0j 7.75495e-05-0j 0.0117768-0j -5.07372e-06-0j -0.0115601-0j -0.00265169-0j 1.36592e-06-0j 4.98037e-06-0j 9.1061e-07-0j 1.14241e-06-0j -0.000109566-0j 5.5404e-05-0j -4.67055e-05-0j -3.1137e-05-0j -7.69115e-05-0j 2.01218e-08-0j 0.00374645-0j -0.00189446-0j 5.63411e-07-0j 1.34146e-08-0j -9.61027e-05-0j -1.61406e-06-0j 8.16179e-07-0j 0.00262988-0j -7.82778e-05-0j -1.9265e-05-0j -1.13301e-06-0j 0.00328609-0j -7.09965e-05-0j 8.29983e-09-0j 0.0026766-0j -1.41573e-06-0j -2.35082e-05-0j 0.00242762-0j -1.15314e-06-0j -1.04588e-06-0j 0.000803831-0j -3.46309e-07-0j 
-0.000331836-0j -5.51052e-06-0j -0.000237075-0j 0.000329106-0j 0.000411226-0j -0.0165011-0j 6.54418e-05-0j 0.00375394-0j -0.00368487-0j 4.67538e-05-0j -0.00530377-0j -0.00340148-0j 0.00262738-0j -0.0176346-0j -0.000167813-0j 0.00112634-0j 0.00229896-0j 0.00153264-0j -0.0154303-0j -0.00225666-0j -0.0102869-0j 0.0151464-0j 3.81769e-05-0j 0.000948273-0j -0.000256238-0j -0.00306233-0j -0.00636468-0j -0.00161224-0j 0.020554-0j 0.0108211-0j -0.00284897-0j 0.0191219-0j -0.0012411-0j 0.00833012-0j -2.05134e-05-0j -0.0333566-0j -0.00414304-0j -3.18647e-07-0j -0.000518149-0j -6.43563e-05-0j 7.03036e-05-0j -6.901e-05-0j -1.58297e-05-0j 0.11432-0j 0.014199-0j -0.112216-0j -0.0257405-0j -2.78816e-07-0j -0.0139378-0j -1.85878e-07-0j -0.00319709-0j 2.23651e-05-0j -1.13093e-05-0j -0.00045338-0j -0.000302253-0j 1.56995e-05-0j -5.63118e-05-0j 0.0363676-0j -0.0183899-0j -1.15006e-07-0j -3.75412e-05-0j 1.96169e-05-0j 0.00451701-0j -0.00228411-0j 0.0255288-0j 1.59784e-05-0j -0.00018701-0j 0.00317078-0j 0.0318988-0j 1.44921e-05-0j -2.32274e-05-0j 0.0259823-0j 0.00396197-0j 4.7986e-06-0j 0.0235654-0j 0.00322711-0j 0.00292693-0j 0.00780295-0j 0.000969161-0j 
0.014691-0j -0.000486628-0j -0.0311506-0j 0.0143364-0j -0.0182058-0j 0.00188472-0j 3.03041e-05-0j 0.00341184-0j 0.00340366-0j -6.42564e-05-0j 0.00241662-0j -0.00157513-0j 0.00120896-0j 0.000174499-0j 1.9046e-05-0j 2.74905e-06-0j -0.00104087-0j -0.00351866-0j -0.000150237-0j -0.00103838-0j -0.000507875-0j -0.000149877-0j 3.44781e-05-0j -0.00216069-0j 4.97649e-06-0j 0.00281073-0j -0.000311869-0j 0.00220176-0j 0.000405694-0j 0.000317797-0j 0.0012899-0j 0.000186181-0j -0.000571081-0j -8.24285e-05-0j 0.000908167-0j 0.000160543-0j 1.33786e-05-0j 1.41071e-05-0j 2.49381e-06-0j 2.07817e-07-0j -0.000755386-0j -0.000753576-0j -0.00139791-0j -0.000133535-0j -1.11279e-05-0j -0.000133215-0j -0.000247117-0j -1.21457e-05-0j -1.11012e-05-0j -4.10585e-05-0j -2.05931e-05-0j -0.000990144-0j 0.0029641-0j -2.14708e-06-0j -7.25818e-06-0j -0.00136417-0j -1.78923e-07-0j -0.000175034-0j 0.000523983-0j -2.52126e-05-0j -6.04848e-07-0j 0.00173235-0j -1.45862e-05-0j 4.36653e-05-0j -0.000241153-0j 0.00209948-0j -4.457e-06-0j -2.00961e-05-0j 0.000306238-0j 0.000631301-0j -3.71417e-07-0j 0.00037114-0j 2.55199e-05-0j -0.000212443-0j 0.000111599-0j 3.09283e-05-0j 9.29994e-06-0j -3.7555e-05-0j -3.12958e-06-0j 
-0.00633413-0j 0.0024485-0j -0.00445009-0j -0.00210807-0j 0.000883712-0j -0.012736-0j 0.043421-0j 0.0115584-0j -0.0118686-0j 0.0305057-0j 0.0083433-0j -0.00270918-0j 0.000172709-0j -0.00238328-0j 0.000191154-0j -0.00263781-0j 0.00044878-0j 0.000100747-0j -0.00619289-0j -0.000460823-0j -0.00139025-0j 0.00635908-0j -0.000173479-0j -0.00030867-0j 0.00239391-0j 0.000102846-0j 0.00425947-0j -0.000323754-0j -0.00141921-0j 0.00446761-0j -6.26119e-05-0j 0.000864007-0j 1.66001e-05-0j -0.000229072-0j -0.018908-0j -0.00108487-0j -0.00027504-0j -0.0206347-0j -0.00118394-0j -0.000300155-0j 0.0157271-0j -0.0161492-0j 0.0440368-0j 0.000902361-0j 0.00022877-0j -0.000926576-0j 0.00252665-0j -0.0536186-0j -0.000234909-0j -0.0120369-0j 0.000640566-0j 0.0317874-0j 0.0309383-0j -0.00307642-0j -0.000690629-0j 0.014656-0j -0.000779945-0j 0.00182384-0j 0.00177512-0j 0.0368788-0j -0.000175091-0j -0.00614383-0j 0.000462385-0j 0.000450034-0j 0.000840901-0j 0.0223325-0j 0.00211596-0j 0.000213188-0j -0.000352508-0j 0.00334545-0j 0.000536446-0j 0.00128135-0j -8.93692e-05-0j -0.000749626-0j 0.000191948-0j 0.000324852-0j 4.86634e-05-0j -4.30106e-05-0j -1.09042e-05-0j 
1.95537e-05-0j 3.24711e-07-0j 1.39698e-05-0j -1.93928e-05-0j -2.42317e-05-0j 0.00195485-0j -7.75272e-06-0j -0.00044472-0j 0.000436537-0j -5.53881e-06-0j 0.000628324-0j 0.000402965-0j 1.60912e-06-0j 0.00641312-0j -1.02776e-07-0j -0.000409612-0j 1.40798e-06-0j 9.38655e-07-0j 0.00561148-0j -1.38208e-06-0j 0.00374099-0j -0.00550823-0j 2.33811e-08-0j 5.80763e-07-0j 9.31851e-05-0j -1.8755e-06-0j 0.00231462-0j -9.87403e-07-0j -0.00747478-0j -0.00393527-0j -1.74483e-06-0j -0.00695399-0j -7.60105e-07-0j -0.00302938-0j 1.20876e-06-0j -4.10717e-05-0j -0.0466769-0j 1.87765e-08-0j -6.37992e-07-0j -0.000725061-0j -4.14268e-06-0j 4.06645e-06-0j 9.32776e-07-0j 0.000140761-0j 0.159971-0j -0.000138171-0j -3.16941e-05-0j 1.64294e-08-0j -0.157028-0j 1.09529e-08-0j -0.0360195-0j -1.31787e-06-0j 6.66407e-07-0j -5.58243e-07-0j -3.72162e-07-0j -9.25101e-07-0j -0.000634428-0j 4.47791e-05-0j -2.26434e-05-0j 6.77679e-09-0j -0.000422952-0j -1.15594e-06-0j 0.0508902-0j -0.0257336-0j 3.14334e-05-0j -9.41535e-07-0j -2.30264e-07-0j 0.0357231-0j 3.92767e-05-0j -8.53955e-07-0j -0.000261688-0j 3.19917e-05-0j 0.0446369-0j -2.8276e-07-0j 2.90159e-05-0j 0.0363577-0j 0.0329758-0j 9.60771e-06-0j 0.0109189-0j 
0.00139915-0j -0.00814436-0j 0.000999598-0j 0.00142829-0j 0.000589141-0j -0.00849069-0j -0.00959125-0j 0.0390731-0j 0.039478-0j -0.00685232-0j -0.00565288-0j -0.00180612-0j 0.000115139-0j -0.00158886-0j 0.000127436-0j -0.00175854-0j 0.000100747-0j 0.000467306-0j -0.00139025-0j 0.000101791-0j -0.00644855-0j -0.00140466-0j -0.000586444-0j 4.1556e-05-0j 0.00809258-0j -0.000342092-0j -0.000573448-0j 7.2723e-05-0j 0.00472067-0j -0.00100353-0j 4.24218e-05-0j -0.000585395-0j 1.10668e-05-0j -0.000152715-0j -0.0126054-0j -0.000723246-0j -0.00018336-0j -0.0137564-0j -0.00078929-0j -0.000200104-0j -0.0106557-0j -0.0107661-0j 0.0485332-0j -0.000611381-0j -0.000155-0j -0.000617717-0j 0.00278464-0j -0.0120369-0j -0.000156606-0j -0.0558321-0j 0.000705972-0j -0.00702152-0j 0.0346738-0j -0.000690629-0j -0.00320342-0j 0.0495443-0j -0.000175091-0j -0.000402867-0j 0.00198944-0j -0.00496496-0j -0.000812143-0j 0.020436-0j -0.000102136-0j 0.000504371-0j 0.00284265-0j -0.00501641-0j -0.00028487-0j 0.000720679-0j 0.00117254-0j -0.00226666-0j -7.22212e-05-0j -0.000287822-0j 0.000297265-0j -0.000499751-0j -0.000130052-0j -7.29696e-05-0j -3.29712e-05-0j -2.86737e-05-0j -7.26946e-06-0j 
-0.00387885-0j 0.0014994-0j -0.00272511-0j -0.00129093-0j 0.000541161-0j 0.000164879-0j -0.000562122-0j -0.000149634-0j 0.000153649-0j -0.000394923-0j -0.000108011-0j 3.50727e-05-0j -0.0204574-0j 1.52655e-05-0j -0.0226422-0j 1.68958e-05-0j -0.0531579-0j -0.0119335-0j 3.96669e-05-0j 0.0545844-0j 8.90486e-06-0j -4.07313e-05-0j 0.0205486-0j 0.036562-0j -1.53335e-05-0j -0.0121821-0j -2.72829e-05-0j 0.0383486-0j 9.09038e-06-0j -2.86161e-05-0j 0.00741638-0j -5.53416e-06-0j -0.00196629-0j 1.46726e-06-0j 7.94481e-05-0j -0.00271661-0j 1.17038e-06-0j 8.6703e-05-0j -0.00296468-0j 1.27726e-06-0j -6.60825e-05-0j 6.78558e-05-0j -0.000185034-0j 0.0022596-0j -9.73488e-07-0j -0.00232023-0j 0.00632698-0j 0.000225295-0j 9.99611e-07-0j 5.05767e-05-0j -2.72581e-06-0j -0.000133565-0j -0.000129997-0j -0.00770364-0j -0.0017294-0j -6.15816e-05-0j 3.31891e-06-0j 0.00456705-0j 0.00444506-0j -0.000154958-0j 7.45066e-07-0j 2.58152e-05-0j -1.96759e-06-0j -1.91504e-06-0j 0.00210569-0j -9.38368e-05-0j 0.00529856-0j -9.07182e-07-0j -0.000882714-0j -1.40569e-05-0j -2.28275e-06-0j 0.00320861-0j 3.80294e-07-0j 3.14979e-06-0j 0.000480657-0j -1.38235e-06-0j -2.07078e-07-0j -0.000107703-0j 4.64008e-08-0j 
0.00519406-0j 0.00605974-0j 0.0471749-0j -0.0262562-0j 0.00218708-0j 0.000666351-0j 0.000752723-0j -0.0030434-0j 0.000620965-0j 0.00683658-0j -0.00219684-0j 0.000141745-0j 0.000427433-0j 6.16947e-05-0j 0.000473082-0j 6.82835e-05-0j -0.00185202-0j 0.000249336-0j -0.000267316-0j 0.00037788-0j 3.59886e-05-0j 5.45423e-05-0j -0.00216069-0j 0.00110144-0j -0.000311869-0j 0.000254531-0j 0.00015898-0j 0.00343208-0j 3.67383e-05-0j 0.000495378-0j -0.000779835-0j -0.00011256-0j 4.10833e-05-0j 5.92986e-06-0j 0.000321085-0j 5.67604e-05-0j 4.73004e-06-0j 0.000350406-0j 6.19436e-05-0j 5.16197e-06-0j -0.00134405-0j 0.000274236-0j 0.000247774-0j -0.000237598-0j -1.97998e-05-0j 4.84785e-05-0j 4.38007e-05-0j -0.00151827-0j 4.03988e-06-0j 0.000204403-0j 3.65006e-06-0j 0.000178853-0j 0.0022504-0j -0.000268395-0j 3.61338e-05-0j -0.00125251-0j -2.23662e-05-0j 3.1617e-05-0j 0.000397819-0j 0.000902953-0j 3.01115e-06-0j 0.000104331-0j 2.63475e-06-0j 3.31516e-05-0j -0.000221415-0j 0.00162443-0j 0.000159621-0j -1.84512e-05-0j 1.84433e-05-0j -0.000285904-0j 1.33018e-05-0j 0.000287161-0j 1.53694e-06-0j 1.27297e-05-0j -5.05413e-05-0j 2.39301e-05-0j -4.21177e-06-0j 2.25032e-06-0j 1.87527e-07-0j 
-0.00856977-0j -0.0390346-0j -0.00612254-0j -0.00801181-0j -0.00419877-0j -0.00109942-0j 0.00243083-0j 0.00202268-0j 0.0018716-0j 0.00173667-0j -0.00283411-0j 0.00303012-0j -0.000705229-0j -0.000101791-0j 0.00152776-0j 0.000220513-0j -0.000617075-0j 0.00205255-0j -8.90672e-05-0j -0.000570982-0j 0.000296261-0j -8.24141e-05-0j -0.00281073-0j -0.000254531-0j -0.000405694-0j 0.00324343-0j -3.67383e-05-0j -0.000407929-0j 0.000468148-0j -5.88795e-05-0j -0.000302337-0j -4.36386e-05-0j 0.00299849-0j 0.000432795-0j -0.000529764-0j -9.36499e-05-0j -7.80416e-06-0j 0.00113159-0j 0.000200039-0j 1.66699e-05-0j -0.000447826-0j -0.000414374-0j 0.000815445-0j -7.91651e-05-0j -6.59709e-06-0j -7.32517e-05-0j 0.000144152-0j 0.000990144-0j -6.10431e-06-0j -0.00329348-0j 1.20126e-05-0j -0.00114257-0j 0.000582582-0j 0.000175034-0j -0.00058221-0j 0.000762353-0j 1.45862e-05-0j -0.00020198-0j 0.000102987-0j 0.000408414-0j -4.85175e-05-0j 0.000399529-0j -1.68317e-05-0j 8.58225e-06-0j 0.000134766-0j -0.000816293-0j 7.2198e-05-0j 1.12305e-05-0j 7.06274e-05-0j 0.00123425-0j 6.0165e-06-0j -0.000144302-0j 5.88562e-06-0j 0.00206716-0j 0.000218187-0j -1.20251e-05-0j 1.81823e-05-0j 0.000365425-0j 3.04521e-05-0j 
0.00639977-0j 0.00240345-0j -0.00151493-0j 0.00216377-0j -0.00426318-0j 0.012868-0j 0.042622-0j 0.0118686-0j -0.0119867-0j -0.0100894-0j 0.00784594-0j 0.0289521-0j -0.000174499-0j 0.00240798-0j 0.000187637-0j -0.00258928-0j 0.000460823-0j -0.000101791-0j -0.00635908-0j -0.000465409-0j 0.00140466-0j 0.00642237-0j 0.000173063-0j -6.298e-05-0j -0.00238817-0j -9.51636e-05-0j 0.000869087-0j 0.00011017-0j 0.0013132-0j -0.00152029-0j -0.000306975-0j 0.00423607-0j -0.000307314-0j 0.00424075-0j 0.019104-0j 0.00109611-0j 0.00027789-0j -0.020255-0j -0.00116215-0j -0.000294633-0j 0.0161492-0j -0.0163099-0j -0.0444931-0j 0.000926576-0j 0.000234909-0j -0.000935799-0j -0.00255284-0j 0.0534901-0j -0.000237247-0j -0.0118154-0j -0.000647204-0j -0.029413-0j 0.0105323-0j 0.00306905-0j -0.000677921-0j -0.0150431-0j 0.000778075-0j -0.0016876-0j 0.0006043-0j -0.00731041-0j -0.000171869-0j 0.0296389-0j -0.000427846-0j 0.000153204-0j -0.000863116-0j 0.00696256-0j -0.000419443-0j -0.00021882-0j 0.00170056-0j 0.0363344-0j -0.000106339-0j 0.000399484-0j 0.000431132-0j 0.0212162-0j 0.00208473-0j 0.000101279-0j 0.000528527-0j 0.0012173-0j 0.000308615-0j 
0.000856798-0j -0.00498738-0j 0.000612126-0j 0.000874648-0j 0.000360774-0j 0.000109919-0j 0.000124167-0j -0.000505835-0j -0.000511076-0j 8.87093e-05-0j 7.31814e-05-0j 2.33818e-05-0j -0.0136383-0j 1.0177e-05-0j -0.0150948-0j 1.12639e-05-0j -0.0119335-0j -0.0553524-0j 8.90486e-06-0j -0.0120571-0j 4.13044e-05-0j 8.99714e-06-0j 0.0694643-0j -0.00492231-0j -5.18348e-05-0j 0.0405208-0j 3.67307e-06-0j -0.00861404-0j -3.0237e-05-0j 6.42787e-06-0j -0.00502486-0j 3.74959e-06-0j -0.00131086-0j 9.78173e-07-0j 5.29654e-05-0j -0.00181107-0j 7.80254e-07-0j 5.7802e-05-0j -0.00197646-0j 8.51504e-07-0j 4.47732e-05-0j 4.52372e-05-0j -0.000203927-0j -0.00153096-0j 6.59572e-07-0j -0.00154682-0j 0.006973-0j 5.05767e-05-0j 6.66407e-07-0j 0.000234596-0j -3.00413e-06-0j 2.95031e-05-0j -0.000145693-0j -0.0017294-0j -0.00802167-0j -0.000208176-0j 7.45066e-07-0j -0.00100882-0j 0.00498175-0j 2.08618e-05-0j 3.45592e-06-0j -8.58681e-05-0j 4.34622e-07-0j -2.14626e-06-0j 0.00711827-0j 2.1078e-05-0j -0.000713341-0j -3.06672e-06-0j 0.00293614-0j 9.52407e-06-0j 3.07324e-07-0j -0.000720733-0j -1.26496e-06-0j 2.09986e-06-0j -0.000325662-0j 3.10509e-07-0j 1.40303e-07-0j -7.18017e-05-0j 3.09339e-08-0j 
0.00391904-0j 0.00147181-0j -0.000927704-0j 0.00132503-0j -0.00261065-0j -0.000166588-0j -0.000551779-0j -0.000153649-0j 0.000155178-0j 0.000130616-0j -0.000101572-0j -0.00037481-0j 0.0206694-0j -1.54237e-05-0j -0.0222256-0j 1.65849e-05-0j -0.0545844-0j 0.0120571-0j 4.07313e-05-0j 0.0551277-0j -8.99714e-06-0j -4.11368e-05-0j -0.0204993-0j 0.00745998-0j 1.52968e-05-0j 0.0112721-0j -5.5667e-06-0j -0.0130497-0j -8.41136e-06-0j 9.73777e-06-0j 0.0363611-0j -2.7133e-05-0j 0.0364013-0j -2.7163e-05-0j -8.02714e-05-0j 0.00274476-0j -1.18251e-06-0j 8.51077e-05-0j -0.00291013-0j 1.25375e-06-0j -6.78558e-05-0j 6.85312e-05-0j 0.000186952-0j 0.00232023-0j -9.99611e-07-0j -0.00234333-0j -0.00639254-0j -0.000224755-0j 1.00956e-06-0j 4.96461e-05-0j 2.75406e-06-0j 0.000123588-0j -4.42546e-05-0j 0.00768518-0j -0.00169758-0j 6.32085e-05-0j -3.31096e-06-0j -0.00422591-0j 0.00151322-0j 3.0717e-05-0j 7.31357e-07-0j -0.000124537-0j 1.82062e-06-0j -6.51933e-07-0j -0.00216132-0j -2.92554e-05-0j -0.00105032-0j 9.31149e-07-0j 0.00425836-0j -0.000152671-0j 4.52504e-07-0j 0.00100034-0j -1.8346e-06-0j -8.91467e-05-0j 0.00522035-0j -4.30972e-07-0j -2.24905e-06-0j 0.00304824-0j -1.31325e-06-0j 
0.000791766-0j -0.000306063-0j 0.000556261-0j 0.000263509-0j -0.000110464-0j 0.00321766-0j -0.01097-0j -0.00292015-0j 0.00299851-0j -0.00770704-0j -0.00210787-0j 0.000684455-0j 0.00207713-0j -0.0139414-0j 0.00229896-0j -0.0154303-0j 0.00539736-0j 0.00121166-0j -0.0362263-0j -0.0055422-0j -0.00813249-0j 0.0371985-0j -0.00208639-0j -0.0037123-0j 0.0140036-0j 0.0012369-0j 0.0249165-0j -0.00389371-0j -0.00830192-0j 0.026134-0j -0.000753018-0j 0.00505415-0j 0.000199646-0j -0.00133999-0j -1.62173e-05-0j -0.0263707-0j -0.00327536-0j -1.76982e-05-0j -0.0287788-0j -0.00357445-0j 1.3489e-05-0j -1.3851e-05-0j 3.77699e-05-0j 0.0219344-0j 0.00272435-0j -0.022523-0j 0.0614173-0j -4.59882e-05-0j -0.00279745-0j -1.03239e-05-0j 0.00762829-0j 2.72638e-05-0j 2.65355e-05-0j -0.0747809-0j -0.0167876-0j 1.25703e-05-0j -0.00928811-0j 0.0443333-0j 0.0431491-0j 3.16306e-05-0j -0.0020851-0j -5.26951e-06-0j 0.00550639-0j 0.00535931-0j 0.0204404-0j 1.91544e-05-0j 0.0514342-0j 0.00253879-0j -0.00856869-0j 2.86936e-06-0j 0.00638836-0j 0.0311467-0j -0.00106427-0j -6.42948e-07-0j 0.00466583-0j 0.00386855-0j 0.000579517-0j -0.00104549-0j -0.000129855-0j 
-0.00908961-0j 0.0103027-0j -0.00608059-0j -0.0275281-0j -0.0182746-0j -0.00116611-0j 0.00127977-0j 0.00319212-0j 0.00108625-0j 0.000856113-0j 0.00211021-0j -0.00262367-0j -0.000748008-0j -0.000107966-0j 0.000804325-0j 0.000116094-0j 0.00194252-0j -0.000436338-0j 0.000280379-0j 0.000661022-0j -6.298e-05-0j 9.54103e-05-0j -0.00220176-0j -0.00343208-0j -0.000317797-0j -0.000407929-0j -0.000495378-0j 0.000442198-0j -5.88795e-05-0j 6.38258e-05-0j 0.00390542-0j 0.000563699-0j -0.00131733-0j -0.000190141-0j -0.0005619-0j -9.93308e-05-0j -8.27756e-06-0j 0.000595754-0j 0.000105315-0j 8.77628e-06-0j 0.00140973-0j 0.000479719-0j -0.000433605-0j 0.000249208-0j 2.07673e-05-0j 8.48031e-05-0j -7.66513e-05-0j -0.00154713-0j 7.06692e-06-0j 0.000347523-0j -6.38761e-06-0j -0.000286643-0j -0.000290065-0j -0.000273496-0j 6.1434e-05-0j -0.00131318-0j -2.27914e-05-0j -5.06718e-05-0j -5.12767e-05-0j 0.00273349-0j 5.1195e-06-0j -0.000871759-0j -4.22265e-06-0j -4.27306e-06-0j -0.00023214-0j -0.000191753-0j 0.000483218-0j -1.9345e-05-0j -0.000154107-0j 0.00317179-0j 4.02682e-05-0j -3.38974e-05-0j -1.28422e-05-0j -0.000624027-0j 0.000560699-0j -2.82479e-06-0j 4.6725e-05-0j -0.000110313-0j -9.19278e-06-0j 
-0.000174893-0j 0.00101805-0j -0.00012495-0j -0.000178537-0j -7.36427e-05-0j 0.00214511-0j 0.00242316-0j -0.00987152-0j -0.00997381-0j 0.00173119-0j 0.00142816-0j 0.000456303-0j 0.00138475-0j -0.00929427-0j 0.00153264-0j -0.0102869-0j 0.00121166-0j 0.00562018-0j -0.00813249-0j 0.00122422-0j -0.0377218-0j -0.00821677-0j -0.00705301-0j 0.000499784-0j 0.0473389-0j -0.00411426-0j -0.00335448-0j 0.000874622-0j 0.0276143-0j -0.00587034-0j 0.000510196-0j -0.00342437-0j 0.000133097-0j -0.00089333-0j -1.08115e-05-0j -0.0175805-0j -0.00218357-0j -1.17988e-05-0j -0.0191859-0j -0.00238297-0j -9.1393e-06-0j -9.23401e-06-0j 4.16265e-05-0j -0.0148613-0j -0.00184584-0j -0.0150153-0j 0.0676883-0j -1.03239e-05-0j -0.00186497-0j -4.78867e-05-0j 0.00840719-0j -6.0223e-06-0j 2.97394e-05-0j -0.0167876-0j -0.077868-0j 4.24937e-05-0j -0.0020851-0j -0.00979279-0j 0.0483589-0j -4.25841e-06-0j -0.00967155-0j 1.75278e-05-0j -0.00121631-0j 0.00600639-0j 0.0690985-0j -4.30254e-06-0j -0.00692454-0j 0.00858234-0j 0.0285017-0j -1.94409e-06-0j -0.000860059-0j -0.0069963-0j 0.00354003-0j -4.28632e-07-0j -0.00316127-0j -0.000868972-0j -0.000392643-0j -0.000696994-0j -8.65697e-05-0j 
-0.0024485-0j 8.11047e-05-0j 0.00519177-0j -0.00238941-0j 0.00303429-0j 0.0148587-0j 0.00023891-0j 0.0268981-0j 0.0268336-0j -0.000506582-0j 0.019052-0j -0.0124179-0j -0.000201494-0j 0.0027805-0j -3.17433e-06-0j 4.38039e-05-0j 0.000173479-0j 0.000586444-0j -0.00239391-0j 0.000173063-0j -0.00809258-0j -0.00238817-0j -5.74635e-06-0j 0.000360116-0j 7.92963e-05-0j -0.000468455-0j -0.00496938-0j -0.00036696-0j 0.00646439-0j 0.00506384-0j -0.000214983-0j 0.00296663-0j 9.51802e-05-0j -0.00131343-0j 0.0220594-0j 0.00126568-0j 0.00032088-0j 0.000342662-0j 1.96606e-05-0j 4.98442e-06-0j -0.0183483-0j -0.0183044-0j -0.0339552-0j -0.00105275-0j -0.000266898-0j -0.00105023-0j -0.00194821-0j -0.00029502-0j -0.000266258-0j -0.00099731-0j -0.000493917-0j -0.0240506-0j 0.0719979-0j -1.69271e-05-0j -5.72217e-05-0j -0.0331356-0j -4.29141e-06-0j -0.00137993-0j 0.00413096-0j -0.000612415-0j -1.4507e-05-0j 0.0420787-0j -0.000349844-0j 0.00104729-0j -0.00190119-0j 0.0509965-0j -3.51379e-05-0j -0.000481996-0j 0.00241431-0j 0.0153343-0j -8.90829e-06-0j 0.00292598-0j 0.000612084-0j -0.00516025-0j 0.000879822-0j 0.000741804-0j 0.000223055-0j -0.000296074-0j -7.50618e-05-0j 
-4.66553e-05-0j 1.80349e-05-0j -3.2778e-05-0j -1.55274e-05-0j 6.50915e-06-0j -0.000381189-0j 0.00129959-0j 0.000345942-0j -0.000355225-0j 0.000913033-0j 0.000249714-0j -8.10856e-05-0j 1.27212e-06-0j 0.00507002-0j 1.40798e-06-0j 0.00561148-0j 3.30557e-06-0j 7.42072e-07-0j 0.0131743-0j -3.39428e-06-0j 0.00295751-0j -0.0135278-0j -1.27779e-06-0j -2.27357e-06-0j -0.00509262-0j 7.57532e-07-0j -0.00906128-0j -2.38467e-06-0j 0.00301913-0j -0.00950407-0j -4.6118e-07-0j -0.00183802-0j 1.22272e-07-0j 0.000487311-0j 9.55612e-07-0j -3.247e-05-0j -0.0369013-0j 1.04287e-06-0j -3.54351e-05-0j -0.040271-0j -7.94849e-07-0j 8.16179e-07-0j -2.22562e-06-0j 2.70076e-05-0j 0.0306934-0j -2.77323e-05-0j 7.56226e-05-0j 2.70988e-06-0j -0.031517-0j 6.08344e-07-0j 0.085943-0j -1.60653e-06-0j -1.56362e-06-0j -9.20771e-05-0j -2.06705e-05-0j -7.40711e-07-0j -0.104643-0j 5.45873e-05-0j 5.31291e-05-0j -1.86385e-06-0j -0.0234914-0j 3.10509e-07-0j 0.0620369-0j 0.0603798-0j 2.51681e-05-0j -1.12868e-06-0j 6.33305e-05-0j 0.0286028-0j -1.05506e-05-0j -1.69079e-07-0j 0.0719734-0j 3.83506e-05-0j -0.0119904-0j 3.78861e-08-0j 5.745e-06-0j 0.0435845-0j 0.00652904-0j -1.2873e-06-0j -0.00146299-0j 
