-0.028308+0.00735596j 0.0350277+0.00899908j 0.017569+0.0108695j -0.0258745+0.00615195j -0.00411852-0.0224517j -0.000885299+0.0173835j 0.0120185-0.00337742j 0.0032663+0.000448541j 0.0280399-0.015815j -0.0144089-0.00604651j 0.00662802+0.0139433j 0.000542132+0.00600024j -0.00675383+0.00860338j 0.000113873-0.00580581j 0.00695781+0.00349843j 0.00252105+0.0110915j 0.0104319-0.000575796j -0.00232321-0.0171341j -0.0056863-0.00435049j -0.0119989-0.000105216j -0.00166074-0.0078816j 0.018923-0.00434499j 0.0101684-0.0110408j 0.0140556+0.00043119j 0.00811082-0.00835677j 0.00963202-0.000933044j 0.00564548-0.0024085j -0.00391609-0.00397528j -0.0136755+0.00780689j 0.00106064+0.0039531j 0.00895899-0.00224129j -0.00162846+0.0237318j -0.002695-0.0098303j 0.00874172+0.00143264j -0.0142772+0.00449796j -0.00229827-0.00640654j -0.00191894-0.00861753j 0.00355261-0.00470539j 0.0025246+0.00637312j 0.0166293+0.00426999j -0.0133701+0.00276825j 0.0119359+0.0100597j -0.000294696-0.00903503j -0.00198762+0.00531993j -0.00226167-0.00776021j -0.00392548+0.00459606j -0.00840786+0.0106333j 0.002088+0.00644138j -0.0289621-0.00673013j -0.00394008+0.013713j 0.00176982-0.00394627j -0.0078926-0.00788698j 0.000288636-0.00834062j 0.00337993+0.0004458j -0.00508843+0.000562019j 0.0106723-0.00673023j -0.012346-0.00414135j 0.0120728-0.0050778j 0.00428709-0.00242902j -0.0131428-0.000207733j 0.014789-0.0171244j -0.00207097+0.00371352j -0.0166425+0.00231447j 0.00785911-0.00732188j 0.00336682-0.00270186j 0.000343531+0.00798156j -0.0199757+0.00677398j 0.00910168+0.0033887j 0.00362641-0.0173723j 0.00460933+0.0090486j -0.0113599-0.00196727j 0.0316662-0.0185019j 0.0216298+0.0156071j 0.00320871+0.0114412j 0.0069393+0.00514827j -0.0217962+2.48509e-05j -0.00542356-0.00277363j -0.0171841-0.0111224j -0.0204111+0.015523j 0.00825071-0.00579337j -3.34597e-06+0.0116812j 0.00780767-0.0077109j -0.00711116+0.0282303j -0.0105533-0.000388329j -0.00657089+0.0025058j 0.0104564-0.0249558j -0.00573576+0.013908j 0.00486062-0.0363115j 0.00540227+0.0283673j -0.00544768+0.022457j -0.00392846-0.0121999j 0.000666402-0.225897j 0.00468973+0.0140296j -0.0027785+0.0169445j 0.0154684+0.030369j 0.0224248-0.113583j 0.20646+0.00272107j 
0.0228972-0.0015664j 0.00200594+0.000902162j -0.0115878-0.00993942j 0.0297206-0.0076112j -0.0262212-0.000181759j -0.00751771+0.000604725j 0.00510868-0.00122356j 0.0459894+0.00735274j -0.0326155+0.0018385j 0.004383+0.0127068j -0.0138259-0.0235006j -0.000995162+0.00428552j 0.0255732-0.0101539j 0.0291677+0.00616947j 0.00861085-0.0169087j -0.0122106-0.00125707j -0.0188096-0.0092597j 0.0119846+0.00651398j -0.00743801-0.00233187j 0.0208691-0.000389817j 0.0156721+0.00786239j -0.0324105+0.000685174j -0.0320494-0.00103297j -0.0352292-0.00526085j -0.0354438-0.000372469j -0.00808055-0.00554418j 0.0054102-0.00876125j 0.0325754-0.00538674j 0.0137458-0.00673298j 0.0157697+0.000913141j -0.00581911-0.011149j 0.0147717-0.0249777j 0.016512+0.0175647j -0.0345847+0.00168476j 0.00450822+0.000558008j 0.0178705+0.0249281j -0.00202003+0.0118869j -0.0527947+0.00372424j -0.020236-0.00884857j -0.0404949+0.00675433j 0.0173205+0.00858242j -0.0232426-0.024504j -0.0126072+0.0132036j -0.0257051-0.0203888j -0.0343177-0.00350141j -0.0105827-0.0190139j -0.0276409+0.0228113j -0.0339235-0.019398j 0.0426567+0.0324115j 0.0385325-0.0254537j 0.0239237+0.0227465j -0.00661648+0.0102552j 0.0319093+0.0325825j -0.0291022-0.0254454j -0.0464423-0.0334551j -0.0221143+0.0153118j -0.221587-0.0622385j -0.164941-0.00845086j 0.00782879-0.015517j -0.0724603-0.0192192j -0.0290515+0.0278462j -0.0591519+0.0149004j 0.0281883-0.0186696j 0.128086+0.0131525j 0.0270901+4.95676e-05j -0.0820876+0.00534893j -0.0145076-0.0427656j 0.0418212-0.0115822j -0.0483636-0.0107564j -0.0559862+0.0168407j 0.00339683+0.032368j 0.0909913+0.0164331j 0.0598511-0.000544638j -0.0136697-0.0460589j -0.0657495-0.00855607j -0.0842243-0.0718829j 0.0877394+0.052052j -0.0293349+0.0903486j 0.012253-0.0218861j 0.00204123+0.084076j 0.067926+0.00485289j 0.0121814-0.0571216j -0.0283926+0.0175323j -0.0805674+0.00533269j -0.143314+0.0916892j 0.108219-0.102417j 0.0678219-0.113528j -0.045746+0.0620574j 0.00466648+0.03162j -0.0105986+0.0302233j 0.0375116+0.0105868j 0.0251946-0.119106j 0.0116896+0.0135967j 0.201641+0.0575363j 0.0186559-0.0558796j 0.0157166+0.021175j 0.0653967+0.0156889j 
0.0320966+0.00989957j 0.00300221-5.54167e-05j -0.0529977+0.00215641j -0.0574378-0.000221834j -0.0373014-0.0188134j -0.0310841-0.002467j 0.0542149+0.00243838j -0.0372636-0.00979365j 0.0094221+0.00369765j -0.0155544-0.0144247j -0.0151759+0.0236097j 0.0266964-0.00155674j 0.0189945+0.0216388j -0.0393269+0.0044786j -0.0330589+0.0212245j 0.0369121+0.00551557j 0.00297264+0.0172055j 0.0243996+0.0061891j 0.00106248+0.00279805j 0.00138028-0.000306921j -0.0457027-0.0139296j -0.0107685+0.0197909j -0.0129555-0.00148622j -0.00301901-0.00284316j -0.00754027-0.00249375j 0.0314703+0.0164612j -0.00882968+0.0273162j -0.000388717+0.0059319j 0.0227482-0.00528804j -0.00141768-0.0106539j 0.0345379-0.0432896j -0.0115027+0.00837591j -0.0539868+0.0106884j 0.00761708+0.00326089j 0.0325301+0.0331992j -0.00461807-0.0151942j 0.0262743-0.0112268j 0.0272337-0.00758454j 0.051058-0.00473539j 0.00300264-0.0109851j -0.052733-0.0121856j -0.0875834+0.0285284j -0.0354794-0.0213522j -0.013301-0.019987j 0.0214643+0.0115775j 0.109486+0.0159992j -0.0522225-0.0147746j 0.0699054+0.00833686j 0.0286728-0.00440194j 0.0732234+0.0252893j 0.034706-0.0209847j -0.00413041+0.0147116j -0.0536402-0.026817j 0.0228261-0.0370389j -0.0322703+0.0567807j -0.0818284-0.0125426j 0.00295306+0.0196177j 0.0150538-0.0343161j 0.0239818-0.0261008j 0.0707739-0.0150639j -0.0384368-0.0385769j -0.0491753-0.0109604j 0.0220625+0.0248689j 0.0414436-0.0124243j -0.000863482+0.0110039j -0.059357-0.0131188j -0.00986247+0.0854059j 0.0479851-0.0149044j -0.00708906-0.0277411j -0.0332291-0.0528268j -0.0045807-0.0881382j 0.0107524-0.0223887j -0.0432103+0.0574284j -0.00277962+0.0530888j -0.0411306-0.0616023j 0.013576+0.0494065j -0.00845499-0.103448j 0.0281117-0.0216295j 0.00276699-0.0772623j 0.00150561-0.0469307j -0.0670961+0.0381234j 0.0386399-0.0553677j 0.0722526-0.00678683j 0.0396463-0.0642424j 0.166474+0.00031004j 0.0675292-0.0132392j 0.047781+0.0106242j 0.0812145-0.0030925j -0.00165241-0.029188j -0.00666421-0.0151141j 0.0308624+0.0247174j 0.0102962+0.0454656j -0.0246702-0.0239375j 0.0494515-0.0306036j -0.0402784-0.0894043j 0.0534041+0.00541231j -0.0597572+0.0476718j 
0.0484862+0.0128926j 0.0160508-0.0188068j 0.00457296-0.0242891j 0.0111105+0.00969331j 0.00652795-0.0210088j 0.00979056-0.0431016j -0.0089602-0.0207658j -0.0309546-0.0132154j 0.0537398-0.00721917j -0.0249313-0.00526399j 0.0199106-0.0308512j 0.0483245+0.0169419j 0.016109+0.0209346j -0.00265763+0.0347248j 0.0181171+0.00535135j -0.0211919-0.019067j 0.057945-0.00388143j 0.0492468-0.0174115j -0.0140428+0.00150131j -0.0279503-0.00535429j -0.0120887+0.0248876j -0.0247666-0.0276098j 0.021222-0.0087802j 0.0232353-0.0125353j 0.000739008-0.0270098j 0.0464413+0.019275j 0.0448298+0.00657649j -0.00204576+0.00235781j -0.00347548-0.0156738j 0.00757239+0.0215646j 0.0042025+0.0150349j -0.0152491+0.00497028j -0.0361915-0.00849937j -0.0706256-0.0120014j -0.0383952-0.0169005j -0.0865991+0.011384j -0.00184171-0.00221005j -0.00369956+0.0119723j -0.0237959+0.0196266j -0.0711264-0.00394259j -0.0294497+0.00862405j -0.0563478-0.00865291j 0.0178066+0.000237411j 0.0494418+0.011821j 0.0491335+0.00505912j -0.0268194+0.0103135j 0.0675756-0.0292205j -0.0750494-0.022808j -0.0181528-0.0050779j -0.0771773-0.0258869j -0.0705457+0.00513804j -0.0217127+0.00183699j 0.0328942-0.0209207j 0.0121173+0.0155365j -0.0856495-0.00772233j -0.0670899-0.050285j 0.0181873+0.0239249j 0.0386964+0.0222947j -0.0127769-0.0298921j 0.0840608+0.0303748j -0.0378098+0.0196903j 0.0171319+0.0323055j -0.0197764+0.00129768j -0.0546643-0.00815163j -0.0477019-0.0358025j 0.0356517+0.0262042j -0.050212+0.0169258j -0.0264913-0.0280714j -0.0184026+0.0159944j 0.0669193-0.0298387j 0.00484806-0.130624j -0.0347411-0.0337096j 0.0743086-0.0706528j 0.0451423+0.101933j 0.0621059-0.0637765j -0.0713076-0.120409j -0.0479428+0.088832j -0.0387065+0.00600625j -0.0178689+0.0278519j 0.0634025-0.0191399j -0.0417342+0.104184j -0.0490525-0.0368602j 0.120333-0.0563638j -0.252767+0.0165495j -0.0525065-0.0160041j 0.0322402-0.0273019j 0.0183416-0.0336111j 0.044107-0.0363651j 0.0347384+0.0180087j -0.00507437+0.0515535j 0.0571279+0.0187135j -0.0346421-0.137694j 0.0230011-0.148718j -0.0387307-0.0483023j 0.00637358+0.0166832j 0.167914-0.0381524j 0.119355+0.00660679j 
0.0576135-0.0123423j -0.0275925-0.0176372j -0.0113785-0.0250871j 0.0261737-0.0183798j 0.000627815+0.0348068j 0.00952196-0.047349j -0.0407463+0.000392862j -0.0448116-0.0266113j 0.010599+0.0564252j -0.00336329-0.00179787j -0.000803564-0.0337902j -0.00500706-0.00945401j -0.0488493-0.0141343j -0.0542351+0.00754551j 0.0134227-0.0205341j -5.72839e-05-0.0166147j 0.0158973+0.0202169j 0.028715+0.0352398j -0.0649006-0.00259145j -0.0138355-0.0243721j -0.0140798-0.0116758j -0.00017981+0.0124132j 0.0183048+0.0375008j 0.00649568-0.004449j 0.00731228-0.0102072j 0.00076753+0.00344421j 0.0167761-0.00332765j -0.0365296-0.00711001j 0.0238958-0.0262843j 0.0358173+0.0335896j -0.0447297+0.0106378j 0.0228949-0.00454692j -0.00902053+0.00459326j -0.0120357-0.0183783j -0.0176588-0.0261457j -0.0276871-0.011074j -0.0324506+0.00494438j -0.115727-0.00741921j -0.122013-0.0346574j -0.0454038-0.0134869j -0.0205635-0.00301912j 0.0443776+0.0332521j -0.0542215-0.0208222j 0.00640915-0.0180323j -0.11234+0.00516888j -0.0650898+0.00209989j -0.0132172-0.0464253j 0.136843-0.0180834j -0.0433437-0.0285744j -0.0289214-0.0536459j 0.0610538-0.00619461j -0.00856514+0.00738385j -0.021296+0.0166744j 0.0489045+0.0318503j 0.0122957+0.00871042j 0.0788752+0.0212346j 0.0306808-0.00730001j 0.139043+0.0287821j -0.000756157+0.014351j -0.0297743+0.0693182j 0.0322743+0.0356257j -0.000552268-0.0219054j -0.0594555-0.0015869j 0.031412+0.0336977j 0.0443358+0.0174717j 0.054874+0.0373784j -0.0384276-0.000481881j 0.000627393-0.11284j 0.0144976+0.00132254j 0.0639118+0.0529089j -0.0398988+0.0184294j 0.0683333+0.0575039j 0.00291405-0.0303687j 0.012606-0.121722j -0.0131481-0.0623986j 0.0464547+0.0163037j -0.0468837-0.00353377j -0.0284923-0.0106093j -0.0826147-0.0315418j 0.165635-0.173729j 0.0927442+0.0836163j 0.0938069+0.0782812j -0.230053+0.0840519j -0.0857035-0.0163578j 0.0770065-0.00325008j -0.000788395+0.0277063j -0.00426411+0.0439053j 0.0460085-0.0812712j 0.0509241+0.0164823j -0.0463945-0.0361014j -0.05599-0.0421619j 0.0207609-0.123598j 0.00546438+0.11905j -0.0371275+0.00323329j 0.0211412+0.000932938j -0.100007-0.00392438j 0.134804-0.0119378j 
0.00119276+0.00489533j 0.00733483+0.00137651j -0.0565956-0.00832492j 0.0116144-0.0158626j 0.0154493-0.0148968j 0.0267891-0.00130249j -0.0249304+0.0124692j 0.024872-0.00819591j 0.0253719+0.0124139j 0.00695138-0.00364142j -0.0135843+0.00248481j -0.0327544+0.000328273j -0.0480247+0.00474436j -0.0317822+0.00635558j -0.00934896-0.0201815j 0.0211021+0.00713559j -0.0304549+0.0277291j -0.043803+0.0217994j 5.62579e-05-0.0137888j 0.0612861-0.00354601j 0.0241241+0.0102155j 0.0117253+0.032469j 0.0414824+0.0221767j 0.0206386+0.0115014j 0.0224197-0.000509634j -0.0382473+0.0232565j -0.0452053+0.00322909j 0.0365157+0.011075j -0.00623818-0.00560351j 0.0163394-0.0118895j 0.0142607-0.0356526j 0.0299303-0.0106438j 0.008048+0.0218743j 0.0111013+0.0100827j 0.0412388+0.0354924j -0.0204508-0.00955102j 0.0471759-0.0163713j 0.0262398-0.0135371j -0.00536894+0.00452082j 0.0236873+0.00574052j -0.0908749+0.00206332j 0.0282319+0.00889696j 0.0305421-0.00974811j 0.0176634-0.0092794j 0.0745417+0.00307128j 0.10646-0.0118772j 0.106227+0.00120897j 0.0432763+0.0167031j -0.136384+0.00969948j -0.00877901+0.00855745j -0.104744-0.0129943j 0.0908311+0.0185279j 0.0847619+0.00977048j 0.113485-0.0210017j 0.152818+0.0286265j -0.113954-0.0191756j -0.109612-0.00360603j -0.256688-0.0380279j -0.0701371-0.0354111j -0.0142836-0.00158223j 0.0155152-0.0281522j 0.0678312+0.000832899j 0.0314385-0.0185633j -0.175166+0.0126045j -0.00979024+0.00235309j -0.0751296-0.0140428j -0.0606213-0.026154j -0.00499217+0.0230347j 0.0406693-0.0536498j -0.113443-0.00282385j 0.0883001+0.0226402j 0.0921031-0.0202194j 0.0151774+0.0245639j -0.0267042-0.00843289j -0.061793-0.0694044j -0.0309011+0.00841998j 0.0787002-0.0215445j -0.0432225-0.0285466j 0.120725-0.0662223j -0.0431853-0.119726j -0.0631614+0.0665067j 0.131131-0.127424j -0.0733559-0.00496943j -0.107228-0.0877915j 0.119778+0.104025j 0.0718446+0.0254571j 0.0581682-0.103456j -0.00911451-0.0199616j 0.0679317+0.00202529j -0.00432553+0.03329j 0.245841-0.0439379j -0.0103215+0.0088436j 0.0397819+0.0525926j -0.00212054+0.00952375j 0.0208676+0.00803499j -0.0579219-0.00163425j 0.000199869-0.0170324j 
0.0166218+0.0100827j 0.0343526-0.0066724j -0.0198449-0.00446029j -0.0168099+0.00964998j 0.0162615-0.0260316j 0.0208427-0.0252828j 0.00670284-0.0209071j 0.00295699-0.0227487j 0.0248254-0.0019564j 0.032986-0.0140597j 0.00692992-0.0104395j 0.0563459+0.0111542j -0.0628438+0.0190921j -0.0165935+0.0145928j 0.00905231+0.00989261j -0.0235706+0.000850212j -0.00493876+0.000783507j 0.0168155-0.00120803j 0.0146949+0.0021135j -0.0417315-0.0277384j 0.039459-0.0134542j -0.000382935-0.0171317j 0.0247477+0.016231j 0.0354436-0.00382215j 0.0306389+0.000440307j 0.0243185+0.00911992j -0.037813-0.00756564j -0.0389367-0.0186768j 0.0121678-0.0189219j -0.0292422+0.00953881j -0.0345657+0.00570304j -0.137787+0.00591033j -0.049384+0.0141383j -0.0319519+0.00835235j -0.0507838-0.0111182j 0.0422564-0.0097369j -0.00795543+0.000449483j -0.0481801+0.0161387j -0.0113531-0.00199752j -0.029462-0.00764941j -0.000262157-0.00459034j 0.107133+0.00991017j 0.101884+0.0182632j -0.069562+0.0173729j 0.0263529+0.0114093j 0.117907+0.00817255j 0.107105-0.019462j -0.165382-0.00450486j -0.22137-0.0241923j 0.0683712+0.00168526j 0.193406-0.0139033j 0.0367103+0.00954277j -0.0827525+0.013007j 0.0727501-0.0137384j 0.069377+0.011362j -0.0926988-0.0367051j 0.0291558-0.00957166j -0.0657368-0.0248361j -0.069253-0.000223503j 0.0434026-0.0137024j -0.13361-0.00416175j 0.0756632-0.0206941j 0.0939401-0.0161154j -0.0583716-0.0172798j -0.0957129-0.0707269j -0.0865228+0.00740844j 0.0485115+0.0123021j 0.0516713-0.00579597j 0.109779+0.0985122j 0.0259121+0.00402376j 0.0342441-0.0875661j 0.0053162+0.10156j -0.182178-0.0316076j -0.104545+0.0374863j -0.0153971+0.0540897j 0.0443395+0.0111905j 0.0143098-0.00415308j -0.18348-0.0233911j -0.0847255+0.0706766j 0.16453+0.0419066j -0.0775231+0.157945j -0.0890558-0.0148549j 0.0134372+0.0425379j 0.04119-0.000114457j -0.0289317+0.0130895j 0.0449688-0.00822588j 0.00929234+0.00951194j -0.0109348-0.0172093j 0.114135+0.058931j 0.185009-0.0435647j 0.0306867-0.0372075j 0.024411-0.0120896j 0.0443448+0.0698469j -0.038904+0.0227289j -0.0588458+0.00718056j -0.0695098+0.0160589j 0.028189-0.0110856j 
0.0309034+0.00555929j 0.00693605-0.00684961j -0.0130556-0.0152041j -0.00217815-0.000333526j -0.0132542+0.00116279j 0.0383261-0.0234628j 0.0121737-0.00602724j -0.023016+0.00375525j -0.0054062+0.011788j -0.0242704+0.00503541j 0.0128869-0.0236604j -0.0430827+0.00728242j -0.0106542-0.00500913j -0.00105507+0.00427252j 0.0166583-0.0107562j 0.000290665-0.0128212j -0.0287128+0.00432188j -0.00447857+0.0026706j -0.022961-0.00591727j 0.0535729+0.0114393j 0.0669513+0.00341684j 0.0048355+0.0146728j 0.0275429+0.0150775j 0.032556+0.0142503j -0.00718649-0.0110292j 0.00652075+0.0257545j 0.0567109+0.00729955j 0.013768-0.00496504j -0.00868106-0.00906046j 0.0374214-0.00255184j -0.00100971-0.0165697j 0.00335241-0.0226269j 0.029286+0.0217367j -0.00393585-0.000158759j 0.0389404-0.018262j 0.107641+0.00957857j 0.102803+0.00209858j -0.0223938-0.00219311j -0.0207624-0.00859735j -0.0307148+0.0044282j 0.0806963-0.00409679j -0.159896+0.00821646j -0.0554488-0.00535756j -0.0120901-0.0362134j 0.125199-0.0160631j -0.111092+0.00381683j -0.011718-0.00920311j -0.0162284-0.0200551j -0.115684-0.0172272j -0.233387+0.0123166j 0.285892+0.0308482j -0.0731259+0.0200271j -0.147253+0.012187j 0.0764409-0.00740975j 0.197756+0.0317003j -0.0544611+0.00823563j -0.055447+0.0184421j 0.0799451+0.00102616j -0.05648-0.038272j 0.103833+0.018685j -0.091228+0.0196413j 0.0380396-0.00750765j 0.0875555+0.022196j -0.0190784+0.0214181j -0.0339175+0.0325419j -0.0328864+0.0258107j 0.0594989+0.0344149j 0.0597521+0.00758247j -0.0661149-0.0419148j 0.10851-0.00837663j -0.0219517+0.0686652j -0.133938-0.0274416j -0.0257689-0.0595146j -0.0315274-0.0646277j 0.0794913-0.0143165j 0.115407-0.0796448j 0.0379982+0.0391291j 0.153469+0.031321j 0.141343-0.0960994j 0.0299867-0.0514538j 0.0797452+0.0256507j -0.0231544+0.102932j -0.00481961+0.027115j -0.0859353-0.0330276j 0.0323782+0.0139841j 0.0593537-0.028542j 0.0552799-0.0251225j 0.0347551-0.00397567j 0.206461-0.0505316j -0.0950026-0.0497296j -0.029571+0.0179439j 0.0159707+0.111208j -0.0230377-0.0640212j -0.0590769-0.000427156j -0.00762284-0.0185535j 0.0465803+0.00935737j -0.12318+0.020096j 
-0.0113968-0.00421114j -0.014224+0.0104413j -0.0129545+0.00787826j 0.00676217-0.00431147j 0.00233506+0.0013724j -0.015812+0.0217953j 0.010062+0.0118227j 0.0486888+0.0255235j 0.00824241-0.00369194j 0.00185724-0.000223085j -0.00285206+0.00878741j 0.00183746-0.00791123j 0.0386214-0.00310676j 0.0422047-0.00177161j -0.0263261+0.000759745j -0.0018989+0.00422131j 0.00483447+0.00376999j -0.0212014-0.00839047j -0.0324198-0.0180344j -0.0132196+0.0138702j -0.0508753+0.0191055j 0.0463978+0.0120215j -0.0479119-0.00198098j 0.00354036+0.00462972j -0.026219-5.80745e-05j 0.0278212+0.0209253j -0.0428453+0.00343445j -0.0782298+0.0067413j 0.0349798+0.0138184j -0.0599081+0.00672424j 0.00870899-0.0151767j 0.0351548+0.00268723j 0.0949415-0.0084914j 0.0222624+0.00984558j -0.033259+0.0132745j -0.0269514-0.00336125j -0.0345652-0.00703505j -0.00328659-0.0156739j -0.0247377-0.00563494j 0.0570627+0.0143604j -0.0429626-0.0140239j -0.145515+0.0164166j 0.0231515-0.0244032j -0.109146-0.0123256j -0.044084-0.0194527j -0.0697084-0.0103791j 0.00298076+0.0367824j -0.14562+0.01099j 0.0180916-0.00443705j 0.271869+0.0413815j 0.0657391-0.00681397j 0.000375987+0.00477708j -0.104168-0.01701j -0.124624-0.00594513j -0.0490877-0.00613436j 0.0643157+0.0354495j 0.264924+0.0489479j 0.080809+0.0423587j 0.077663-0.00246131j -0.00988017+0.00740114j -0.00487254+0.000940201j 0.0126236+0.0285036j -0.0283713-0.0248182j -0.0249947-0.0433009j -0.0305449+0.0276579j 0.0443713+0.00573005j 0.102248-0.0369578j -0.0391137+0.0301022j 0.115861-0.0378491j -0.0594113+0.0115213j 0.0523763+0.0279519j 0.00618994-0.116883j -0.0848503-0.0554146j -0.086093+0.0506604j -0.0949559-0.109545j 0.0374806-0.150168j -0.0213035+0.0847431j 0.10606-0.0203685j 0.0980156-0.0636927j -0.00951952-0.0288471j -0.0531041+0.0548901j -0.111242+0.0568857j -0.0733359+0.00507778j -0.0439702+0.0170396j 0.0206744-0.0206042j -0.051772+0.0400026j 0.0159737+0.000568684j 0.00221905-0.00595117j -0.0382662+0.00867628j 0.0662368-0.0126566j -0.0240408-0.0615117j 0.000669435+0.0719202j 0.0101718+0.0611518j 0.0224537+0.00190468j -0.0502284-0.0294838j -0.0781228+0.0149166j -0.0662586+0.00388935j 
-0.00666663+0.0004088j -0.0269559-0.00929629j -0.0494058-0.0122517j -0.0266206+0.0031452j -0.0272147+0.00815807j 0.00103404-0.0101086j 0.0472515-0.0158495j 0.023181-0.000914791j 0.00361405-0.00329257j -0.0206978+0.00606147j -0.00445538-0.0184647j -0.0556554-0.00411726j -0.0144973-0.0135567j 0.0624605-0.0237736j -0.0166453+0.00753175j -0.023199+0.00452763j 0.00476877-0.0146022j 0.00594881-0.0094555j -0.0828355+0.0148297j 0.0391889+0.0199148j 0.043989+0.0166481j 0.032121-0.000831061j -0.0159582+0.0101745j 0.0294038+0.00392364j 0.0158266-0.0132689j -0.00997949-0.00872883j 0.0245578+0.0213285j -0.0178102+0.0324729j -0.0189231-0.0106784j 0.05022+0.00359891j 0.0669841-0.0152301j 0.061428-0.00317066j 0.130205+0.0239804j 0.0438053-0.00165434j -0.110779-0.00528399j 0.160015-0.00475857j 0.0548502+0.000888915j -0.150061+0.00100545j -0.105307-0.0106294j 0.128031+0.00892543j 0.0200446-0.0120667j 0.0787535-0.00602604j 0.154156+0.0369289j -0.0831532-0.00536239j 0.0219337+0.00585839j 0.250062-0.000614355j 0.0363771+0.0271432j -0.117619+0.00828203j 0.134291+0.0158367j -0.0163962+0.00706489j 0.0130256+0.00867358j -0.082691+0.0221582j -0.0334628+0.0257844j 0.0514436-0.017578j 0.0339063-0.0151916j 0.0102005+0.00528612j 0.0169332+0.0188266j 0.00627262+0.0144749j 0.117385+0.00234698j -0.0935361-0.0106867j -0.0791714+0.0377316j 0.0209954+0.0598245j -0.0612525+0.0185644j 0.0384276-0.0137801j -0.149078-0.0429279j 0.110503-0.0348619j 0.0715727-0.0536915j -0.0355293+0.0450721j -0.0686706-0.148697j 0.120965+0.0463183j -0.0931582+0.0301678j -0.0616902+0.0371012j 0.169481+0.0430634j -0.0234759-0.00048296j 0.0587742-0.0919671j -0.101606+0.0595027j 0.104269-0.05503j -0.0622422-0.0378316j -0.0388004+0.00109704j 0.0464198-0.00621403j -0.00874541-0.0132346j 0.00913704-0.050027j 0.0804435+0.0630721j 0.0180025+0.0238677j 0.0773086+0.0334019j 0.0422488-0.0284825j -0.0333266+0.000395632j 0.000436898+0.0113129j 0.037211+0.0277665j 0.072109+0.00343256j -0.0324106-0.0149586j 0.0211174-0.121904j 0.0265383-0.0903684j -0.0392134-0.0196527j 0.0210573-0.000842882j 0.114582-0.0265169j 0.11661-0.00860634j 
-0.0450649-0.00262055j 0.00168876+0.00348926j -0.0228384-0.00761752j -0.00709136-0.0136274j 0.00559752-0.0102972j -0.0125778+0.0170413j 0.0306007+0.0127109j 0.0254844+0.00900389j 0.0206635-0.00602344j -0.0495823+0.000730047j 0.0167038-0.0114206j -0.0640736-0.0046492j 0.00644319+0.0090754j -0.0121286-0.000578189j -0.0110896-0.0115506j 0.0189221+0.00755945j 0.0598733+0.0048333j 0.00679471+0.0054112j 0.0184901-0.00469978j -0.026865+0.00652604j -0.0756303+0.0062561j 0.0709928-0.00863587j 0.00235023-0.000674313j 0.0139385-0.0100524j -0.0662191-0.00636811j 0.0695942-0.00537453j -0.0133693+0.00474073j -0.0849802+0.0370892j 0.0090552-0.00306081j -0.0412309-0.00254515j -0.0217377-0.0287648j 0.0232342+0.00566273j -0.0819063+0.00237218j 0.0498603+0.00830869j -0.112477+0.0185828j -0.217408+0.00239634j -0.0827921-0.00774519j 0.0404092-0.0174155j 0.00435886+0.0164133j 0.1615+0.0237959j -0.028533+0.00839917j -0.18427-0.00823444j 0.0460074-0.00623001j -0.146091-0.0208671j 0.0446836-0.00816449j 0.00453396-0.00262488j 0.0132081+0.0317454j 0.266777+0.00766544j 0.0594215+0.0207656j -0.184031+0.0202956j 0.196028+0.0271822j 0.00940794-0.00359073j -0.0964088+0.0053589j -0.123909-0.0124625j 0.0286591-0.0196905j -0.00935916+0.0148157j -0.0375974+0.0261518j 0.199864+0.0389515j -0.14407+0.0140712j 0.0276545-0.0239662j -0.0253766-0.00814337j 0.0509087+0.0185357j -0.0202195-0.0405129j -0.113539-0.0218144j 0.0576972-0.0628523j 0.0279894-0.0588038j -0.0186419-0.0607138j 0.0187662+0.0856035j 0.0843202-0.0355661j -0.00209172+0.00791756j 0.00617121-0.011428j 0.173772-0.0195943j 0.125787-0.0156698j -0.111358+0.0682535j 0.0580264-0.00983271j -0.135182+0.0549981j -0.0638588+0.00384146j -0.157885-0.118369j 0.0309416+0.0341273j -0.0175539-0.0501434j 0.000386679-0.0333419j -0.0611939+0.00315371j -0.0282925-0.0234085j -0.00539362-0.0503332j 0.011487-0.0326723j -0.068066+0.0148478j 0.133584+0.0182907j 0.0700276-0.0704623j -0.0382207+0.0144209j -0.0343933-0.00241435j -0.0282955-0.0269829j 0.0214252-0.0793977j 0.00582625+0.0563028j -0.0436221+0.0254604j 0.00890957+0.0246837j -0.0489698+0.00686626j 0.102568-0.0227184j 
