-0.0754207-0.0560065j 0.0555509+0.0248358j -0.00327451+0.0033647j -0.096763+0.0311931j 0.0149203+0.00557259j 0.0373427+0.00815113j -0.0201719+0.0211589j -0.00217257-0.0544056j -0.0469567+0.023685j 0.0320897-0.0190657j -0.0200746+0.00682683j -0.0191445-0.017315j -0.0134137+0.00306953j 0.027185-0.0037548j 0.00972769+0.00597042j 0.0193452-0.00610664j -0.0118915+0.00648884j 0.00331359+0.0210649j -0.0162589-0.00351878j 0.00419069+0.0103688j 0.026345+0.0033989j 0.00532699-0.0100291j -0.0127141-0.00633358j -0.000979238-0.00879534j -0.0173417+0.00186326j -0.0157533+0.000756771j 0.00162107-0.0109436j 0.0175069-0.00338405j 0.00843069-0.0146966j -0.0121981-0.0206872j -0.00409657+0.0135273j 0.0186577-0.0257731j 0.0170871+0.00913775j -0.00776557-0.00204254j 0.0128296+0.0022731j -0.0228301+0.00657213j -0.011522+0.00304494j -0.00485522+0.0206425j 0.0052946+0.0170526j -0.00387036-0.00298607j 0.0148547-0.0218174j 0.0130337+0.00550673j 0.0119037-0.00278518j -0.0257673-0.0048625j 0.00842048-0.00271142j -0.00280913-0.0165345j 0.0148901+0.00493195j -0.00432395+0.000796473j -0.000801435-0.00820035j -0.00902065-0.00245193j 0.0155642+0.0167845j -0.0110425+0.00786161j -0.0132801+0.0166364j -0.0107416+0.000561688j 0.00116523-0.000507806j -0.00331476-0.00459729j 0.00467314+0.0153242j -0.000628843+0.00108861j -0.00454159-0.0205481j -0.000784417-0.00564553j 0.00316712+0.00604616j 0.0107772-0.0097873j -0.00230493+0.0137095j 0.038133+0.00964527j -0.0194055-0.0259171j -0.00186201-0.0174729j 0.0123259+0.00723216j 0.00438858-0.00393079j -0.00860466-0.00687025j 0.0255925+0.00113154j -0.00438806-0.0111345j 0.00633962+0.0157477j 0.00729761-0.00919608j -0.0101795+0.00298782j 0.00919756+0.0175478j 0.0187517+0.05458j 0.00076734+0.0310333j 0.00178242+0.0522106j -0.0154967+0.0221343j 0.0393262-0.0200914j -0.0825443-0.0028123j -0.00974336-0.0483105j -0.0884327-0.000304336j 0.00843942+0.0126246j 0.051706-0.122024j 0.0236853-0.00827073j 0.0386318+0.0266702j -0.0198414-0.0357099j -0.0753507-0.0348219j -0.00247325+0.101045j -0.0369646-0.0181103j -0.0107591+0.017994j -0.00766379-0.0176809j -0.039193+0.0079387j -0.0707963-0.147138j -0.0397712+0.0117805j -0.131699-0.1384j 
0.0153876-0.0441359j -0.00907699+0.0413711j 0.0129356+0.0447333j -0.0120733+0.0396708j -0.00720319+0.0157685j -0.0348737-0.0367972j 0.0227444+0.0462715j -0.0112874-0.0353432j -0.0547824+0.0569731j -0.0487882-0.0271723j -0.0170748-0.0127915j -0.063167-0.0173694j 0.0149365-0.0620904j -0.0685216-0.0490663j -0.0263683+0.050744j -0.0607497-0.0205419j -0.0507423+0.0239868j 0.0420668-0.0846863j 0.00504931+0.0477767j -0.0596902+0.0305351j -0.0615725-0.0462676j 0.0655768+0.0385345j -0.0636477-0.0660356j 0.0514272-0.00445401j 0.0127641-0.00805069j -0.0305514-0.0645541j -0.0500021+0.00687571j -0.059746-0.00657228j -0.0426358-0.00513406j 0.00526125+0.0465801j -0.0411896+0.00862365j -0.103661-0.0264162j 0.0133758-0.0016234j 0.0434085-0.0222603j -0.0155427-0.00673945j 0.0277077+0.0106951j -0.0201458-0.022917j 0.0406772-0.0087184j -0.0250344+0.00305908j -0.02248-0.0123227j -0.0282692+0.0340287j -0.0323756-0.00227436j -0.00770941-0.0184277j 0.00683086-0.00515982j 0.0445993-0.0262096j -0.0155806+0.0125781j 0.030126-0.0102689j 0.0334873-0.0112095j -0.0149529+0.0114131j 0.0297651+0.00975969j 0.00563004-0.0329797j 0.010489+0.00765388j -0.0259749-0.0588507j -0.00543743-0.00462483j 0.0353428-0.0387174j 0.0134887+0.0215762j 0.0198175+0.0548684j 0.0118518+0.0441121j 0.0106574-0.033302j 0.00393053+0.0176834j 0.012085+0.00206001j 0.0396424-0.0159241j -0.0336421+0.00547722j -0.0390702-0.0294556j 0.056629-0.0102222j -0.0329823+0.00696113j 0.0116229+0.0146379j -0.00151382+0.0176998j 0.00860817+0.0355315j -0.0135274+0.0110077j -0.0236543-0.0970851j -0.0369044-0.00723345j 0.0353126+0.027821j 0.00506545+0.0265517j 0.0189704-0.04353j 0.0667383-0.00315706j 0.0276669-0.00581854j -0.018389+0.0171733j 0.0557235-0.0720504j -0.00826954-0.0250958j -0.0101354-0.00528143j -0.0313119-0.0569685j 0.0305648+0.0224683j -0.0128489+0.0625768j 0.0254834+0.0710783j 0.00363951+0.0939088j 0.0540572+0.033073j 0.0485647+0.0859154j -0.0401866-0.0291286j 0.00384405-0.0699882j 0.00692991+0.122918j -0.113769-0.0730018j 0.175839-0.147481j -0.10528+0.0490609j -0.0734536+0.06911j 0.0265531-0.0406643j 0.0138655-0.00826755j 
0.00322056-0.026692j 0.0175144-0.000750475j -0.0594282+0.00860355j -0.0499125+0.0234616j -0.0333839-0.0252447j 0.021962+0.0267617j 0.00560319+0.0304711j 0.0419469-0.0107907j -0.0464644-0.00550735j -0.0364779+0.0163614j -0.125821-0.00834199j -0.0591968-0.0381865j 0.00455253+0.00838067j 0.0570704+0.000127124j -0.0247655+0.0324978j 0.0555587-0.053562j -0.033073-0.0898773j 0.00117382+0.0113742j 0.00128743-0.0767005j 0.0197688+0.033949j 0.114897+0.0498251j 0.0624939+0.0958088j 0.0790259-0.164529j 0.059107-0.0231085j -0.0730554+0.0338545j 0.0307424-0.0173748j -0.10822-0.027673j -0.0555964-0.140391j -0.0469507-0.00484602j -0.0186164-0.0722915j -0.0381142+0.0307268j -0.00548428-0.0758264j 0.0469376-0.0258592j 0.0825941+0.0287774j 0.0704267+0.00754543j 0.0210549+0.0363411j -0.0154189+0.00274504j 0.0235537+0.00484244j -0.0659545+0.00430015j 0.0394513-0.00498377j -0.0375536-0.0389025j 0.0465169+0.0518161j 0.00925918-0.0295594j -0.00506495-0.0397915j -0.00158633-0.000974874j 0.0465158-0.00510209j -0.0128495+0.00235994j 0.0159076+0.0559664j 0.0264761+0.0246533j -0.0332442+0.0452168j 0.0274269+0.00664494j 0.0409859-0.00475443j 0.0366904-0.0061724j 0.02149-0.064608j 0.0397365+0.00305353j -0.00374907+0.031603j -0.0248119+0.0229902j -0.0143701-0.0216123j 0.00413623-0.00169618j -0.0268256+0.0188704j -0.0176292+0.0562913j -0.00288403+0.0462801j 0.0242114-0.0129658j 0.0197436+0.00430224j 0.0494362-0.0523651j -0.025425+0.00501531j -0.0699667-0.00299937j 0.0425034+0.0377676j -0.0313384+0.00754491j 0.00412681-0.0522951j 0.033419-0.0376777j 0.0661401+0.0405841j -0.00299022+0.000200373j -0.0687122+0.0208297j -0.00966991-0.00913691j 0.0370487+0.0415624j 0.0470267+0.0496861j -0.00369454+0.042581j 0.0422129-0.00283761j -0.0187004-0.0197823j -0.0303269+0.00577783j 0.0217134+0.017156j -0.0205521+0.0730582j 0.0116033-0.0287875j 0.0254624-0.0321522j -0.00790577+0.043094j 0.0409428+0.0467316j -0.0158024-0.028601j -0.0189027+0.0426651j 0.0436338+0.0403064j 0.0212793-0.0110445j -0.0115991-0.00449853j 0.0228944-0.0389106j -0.0416172+0.0311652j 0.00596719-0.0352809j 0.00672544-9.87385e-05j -0.0608224+0.0171729j 
0.0415733+0.00853265j 0.0548774+0.0124305j 0.0312719+0.028761j -0.00437766-0.0318941j 0.019631-0.0426009j -0.0489674-0.0364135j -0.0417347-0.0214835j 0.0499371-0.0236265j -0.0473111+0.00309593j 0.0126086-0.0389543j 0.0205378+0.000197736j -0.0224365+0.0573812j 0.0553623-0.0341092j -0.0218393-0.067638j 0.017711+0.0771253j -0.0435673-0.0183239j 0.0387753+0.074173j 0.0906927-0.0231796j 0.0169876+0.0413377j -0.0149541+0.0397434j -0.0855041-0.142226j 0.0874627-0.0173604j -0.0875564-0.0564312j 0.0777089-0.0237268j 0.0507442+0.00924914j -0.0448678-0.137765j 0.00773879+0.0659142j -0.0397298+0.113604j -0.0341039-0.00369627j -0.0312095+0.0411028j -0.0314945+0.0386303j -0.0642877-0.0011803j -0.0170488+0.00808528j 0.0131349+0.0283571j 0.0307478+0.0539297j -0.0119979-0.00599255j 0.00872401-0.0296909j -0.0105562+0.0301886j 0.0117341+0.0596747j -0.0309152-0.00964822j 0.0116412+0.00827408j 0.0355463-0.00162636j -0.0311243+0.0463578j -0.0476959+0.0577607j -0.0214719-0.0201336j -0.0569441+0.0316717j 0.0244279+0.0185054j 0.00127358+0.0128092j 0.00069937+0.0311352j -0.0457137+0.0353849j 0.014421-0.0516332j -0.00994514-0.0205029j 0.0550422-0.00825661j 0.0323662-0.0235075j 0.0388802-0.0917943j -0.0100392+0.0343341j 0.00886454+0.012923j 0.014781+0.0172732j -0.0118592+0.0213905j 0.00602971-0.00558143j 0.0278514+0.0132469j -0.014524+0.0141982j -0.0137241-0.00778696j -0.0193547+0.0058002j 0.00939952+0.00698264j 0.00505379-0.00792861j 0.0163716+0.0718272j 0.0510104-0.0508418j 0.0298572+0.062402j -0.0346645-0.0712883j 0.0350069-0.00749117j 0.0955261-0.038047j 0.0427686+0.0149514j -0.0264033+0.0120886j 0.00109748-0.00552561j -0.0527889-0.0499112j 0.0664834+0.0175946j 0.0464745+0.034768j 0.0302223-0.00154889j -0.043544-0.011332j 0.0228526+0.00196658j 0.00572415+0.0267635j -0.00169125-0.0469431j -0.00944205-0.0755556j -0.0524221+0.0467121j 0.0109536-0.00407505j -0.0230987+0.042199j -0.0681327-0.0990449j -0.0252078+0.103352j 0.0455739+0.0424759j 0.119527-0.0428307j 0.0800247+0.0124651j -0.0898816+0.0812422j 0.0288877+0.026369j 0.0056964-0.0273002j 0.0416793-0.0237725j -0.0439178+0.0482703j 
0.0476354-0.0190143j 0.0169157+0.0281707j 0.0192647+0.0507089j 0.0131996+0.0349135j 0.0785041+0.0259994j -0.0116737-0.014989j 0.0150553+0.00793361j 0.0590164+0.0307136j 0.0431701+0.00989521j 0.0968249-0.0218991j 0.00304838+0.0441925j 0.00489887+0.0389875j 0.0521624+0.0883457j -0.0195487-0.0523023j 0.0109157-0.000908101j 0.095386+0.0276181j 0.0961162+0.0669279j 0.0488411+0.0139533j 0.143395-0.0377419j 0.12127-0.0404346j -0.0471319+0.00360957j -0.1266-0.0356811j 0.0153752+0.055326j 0.0118035+0.0389964j 0.0240664-0.0149429j 0.0224616-0.0749976j 0.133114-0.0444233j 0.0668577+0.0823606j -0.0350303+0.0262004j -0.0370557-0.0713863j 0.0130667-0.0848251j 0.0500962-0.0281649j -0.0700776-0.00158637j -0.0132098+0.0313717j -0.039469-0.0513294j -0.0351104-0.0232613j -0.00437924-0.0287207j -0.0509582+0.0333723j 0.0641716+0.0364003j -0.019971+0.0198574j 0.0415475-0.0353525j 0.0268878-0.0030714j 0.0556477-0.0300356j 0.00656451-0.0239897j 0.00422964-0.0324212j 0.00114953-0.0254197j 0.0426351-0.0491219j -0.0060618+0.0429747j -0.0484083+0.000878501j -0.0342937-0.0135137j 0.00552708-0.0037785j 0.0213429+0.00669025j -0.00927388-0.0028125j 0.0129545-0.00288579j 0.00551458-0.0519378j -0.0657788+0.0278412j -0.0690782+0.0930075j 0.0255951+0.0247491j -0.000707836-0.0165058j 0.00739094+0.0199335j -0.00194417+0.0419493j -0.0156679-0.00601173j 0.0109178+0.0110782j 0.0292945-0.0138279j 0.0384535+0.00631793j -0.0316884-0.0473657j -0.0336216+0.0776003j 0.0480715+0.0186435j 0.0101253+0.0647924j -0.00986937-0.0211757j 0.0627684-0.0541068j 0.0583041+0.0227857j 0.0359345-0.0306086j -0.0186357+0.0304619j -0.0115747-0.0335158j 0.00809547+0.0191198j 0.0715349-0.00501016j 0.0010194+0.0564182j -0.0127321-0.0264544j 0.0232919-0.0430281j -0.0100157+0.0661093j 0.0280183-0.00136621j -0.0525092+0.0206918j -0.00445445+0.0372486j -0.00698883+0.0325327j 0.013111+0.0204304j -0.046588+0.0699704j -0.0293946-0.0802587j -0.0925312+0.0288987j 0.027775+0.0526211j 0.0488533+0.0662427j -0.00340801+0.0192846j -0.0420043-0.0255111j -0.0511719+0.0505449j -0.0551761+0.00606571j 0.018851-0.0145489j -0.0374445+0.0087636j 
0.00739745+0.0363022j -0.00193869-0.0140727j 0.0359154-0.0297892j 0.0467647-0.0392249j -0.065491+0.0594359j -0.013687+0.0182426j 0.00304825-0.00965108j -0.0107971-0.0698096j -0.00469876-0.0708206j -0.0317075+0.00668855j 0.0150052-0.0452422j -0.00110472-0.0493374j -0.0411504-0.0947591j -0.0606793+0.0817915j 0.0384263-0.0992004j -0.0546455-0.0624537j -0.0489172-0.00579831j -0.0196231+0.105314j -0.162673+0.153827j -0.0606249+0.0133573j -0.0432657+0.0644573j 0.00284696-0.0501017j 0.0905131-0.101541j -0.0219938+0.0140694j -0.0334649-0.00992885j 0.023945-0.027224j -0.062445+0.0101428j 0.06607-0.101113j 0.0586573-0.0538108j 0.0431551-0.0503171j -0.0101439+0.0275227j -0.0394845+0.0532059j 0.0267978-0.0529439j 0.0726006+0.0492294j -0.028153+0.0182196j -0.0603904+0.0357233j -0.0432304-0.0563833j 0.0251599-0.00338144j -0.0284241-0.00107941j 0.0519367-0.0068293j -0.0284459-0.0549296j 0.0353806-0.000898229j 0.0342729-0.0195968j -0.00213735+0.00286733j 0.0485553+0.0066574j -0.0326274+0.055607j 0.00552646-0.0270327j 0.0801946-0.0700339j 0.0439783+0.0023337j -0.0449412+0.0647478j 0.0299536+0.00291268j 0.0266818-0.0392044j -0.0267511+0.046704j 0.0219067-0.0143781j 0.0217863-0.0281699j 0.0351345-0.0256819j 0.0661313-0.031246j 0.0591136+0.0196013j -0.0437107+0.0479458j 0.00755814+0.01168j 0.0557938+0.00556053j -0.00456582-0.0455734j 0.0103129-0.00380425j 0.0129528-0.016214j 0.0569167-0.00704752j -0.0198118+0.0315456j 0.0259218-0.0199608j 0.0270978-0.04263j 0.0301745-0.0447161j -0.0220501-0.0188622j 0.00157073-0.0500504j -0.00614009-0.0665939j 0.0723853-0.0505378j 0.0451171-0.0453718j 0.0512053-0.0597294j 0.0739437-0.00946191j -0.00498718+0.00811689j 0.0709751+0.00316112j 0.0586668+0.0105678j -0.0530029-0.0255133j 0.0527655-0.0320331j 0.0289582+0.0187484j 0.0269438-0.042894j 0.0262401-0.0240829j -0.0736401+0.0344465j -0.0135713-0.00550939j 0.00211989+0.0424042j -0.0539377+0.0955277j -0.0532372+0.0670667j 0.0320176+0.0169735j 0.117077+0.0476675j -0.0752169-0.00250924j 0.06134-0.0302695j 0.100792-0.0512511j -0.077104+0.00239017j 0.0495651-0.0187352j 0.0250515+0.0201789j 
0.0190612-0.0169697j 0.0240268-0.0166363j -0.00422112+0.0159436j 0.00972969+0.0185702j 0.0432985+0.054807j 0.0131308-0.00806158j 0.0312928+0.0441663j 0.0271074-0.00484669j 0.0207945-0.0414062j 0.0901105+0.00920541j -0.0555362+0.0366465j 0.0778961+0.0286759j -0.0178401+0.0402342j 0.0624085+0.0423896j 0.0301466+0.0370817j 0.0749322-0.06754j 0.319522+0.0532948j 0.0118437+0.0248671j -0.115298+0.00354153j 0.0513712+0.0845735j -0.0255365-0.157814j -0.00735474-0.0173327j 0.0480691-0.200248j 0.0109285+0.00430867j 0.0385884+0.0198492j -0.0295887-0.0727039j 0.017651+0.0114669j 0.173469+0.0139427j 0.11388-0.0595697j -0.0545418-0.0145131j -0.0284104+0.0192446j 0.0563969+0.0104153j 0.00712127+0.000420235j 0.00859926-0.0625553j -0.0719484+0.00865889j -0.0127201+0.0246308j 0.0162926-0.0134129j -0.0808509+0.0117678j -0.0480091+0.0654235j -0.0663407+0.00886825j 0.00101231+0.0777831j -0.100775-0.0397212j 0.0727395+0.0141758j 0.0265555+0.0161956j 0.0253731-0.0197467j 0.00925397-0.0420235j -0.00575114+0.00484379j -0.0104635-0.0128259j -0.040029+0.102269j -0.0933372+0.0444573j -0.0193539-0.0515701j -0.0444817+0.0221457j -0.0451995-0.0158795j 0.0276958-0.00200351j -0.0404341-0.0137743j -0.0111849-0.0351471j -0.0391449+0.0426344j -0.00914395+0.0252033j -0.0310957+0.0233782j 0.0210816+0.00503623j -0.0502206-0.0340367j -0.0417871+0.00115934j 0.0344032-0.00792525j 0.00882168+0.00427014j -0.0205728-0.000452581j 0.0223381+0.0137673j 0.0380337+0.0803246j -0.0551972+0.0629773j 0.0331316-0.0083772j -0.0638566-0.0369778j 0.0481864-0.00121349j 0.0657843-0.0220379j -0.00846519+0.055491j 0.0344616-0.0227799j 0.00339987-0.0566897j -0.0245699-0.050973j -0.0462629-0.0127763j -0.0172072-0.00689295j -0.00131145-0.0272773j -0.00591354-0.0764414j 0.00422248+0.0423067j 0.00836009-0.0643173j -0.0273107+0.00212566j -0.0159968+0.03656j 0.0259635+0.0376423j 0.00557363+0.0625748j -0.0918474+0.00434313j -0.0173439-0.01945j -0.0785027+0.0360904j -0.0100386+0.00900961j 0.0445985+0.0455056j -0.0415228-0.0412497j -0.00690574-0.0409112j -0.0328033+0.0312731j 0.00980785-0.027256j 0.0456837-0.0174697j -0.00404752-0.0382413j 
0.0378652+0.013142j 0.00526654-0.0361635j 0.00563389-0.00252068j -0.0056131-0.0215873j 0.0651971-0.0206933j -0.0610586-0.0203881j -0.0158022-0.0416788j 0.0411275-0.0164873j 0.0161077-0.0782739j 0.0467917-0.037574j -0.0729947+0.0388804j -0.103275-0.0288986j 0.0837345-0.0338863j -0.0428814+0.00943776j 0.00454145-0.0839695j 0.0687346-0.0212161j -0.117977+0.00504913j 0.191333+0.00168774j 0.21018+0.0313743j -0.0392041-0.0919518j -0.0112929+0.117871j 0.00135205-0.0114797j -0.0251683+0.0138103j 0.0195415+0.0984446j 0.0681521-0.0430043j 0.0186971-0.0869002j -0.0163833+0.0214174j -0.0643757-0.0424482j -0.0624535-0.0207523j 0.00142242+0.0113013j -0.027451-0.0389634j 0.0312352+0.0185987j -0.0753822-0.00544431j 0.0258528-0.0185455j -0.0288793+0.0274818j 0.052835+0.0614058j 0.0378882-0.0743232j -0.00577231+0.026032j 0.0122917+0.00257671j -0.0215726-0.00683713j 0.0394685+0.0234587j 0.0172881-0.056151j -0.0387239-0.0695365j 0.0412025-0.011234j 0.0279857-0.0517909j -0.0596391-0.0234847j 0.019186-0.0511872j -0.0198141+0.029231j -0.0729284+0.0532689j 0.0279941+0.0357128j 0.0620768+0.00424497j -0.0750179+0.0123103j -0.0107084+0.0175277j -0.0136486+0.0526582j 0.0288793-0.0223764j 0.026848+0.00734095j -0.0101417+0.0356788j 0.0170564+0.0452011j 0.05993-0.0163128j 0.0143466+0.0461823j 0.0474314+0.00425483j -0.00855608-0.0133825j -0.0240763+0.0023199j -0.0770155+0.00999954j 0.0511822+0.01186j 0.0467395-0.0218912j 0.0368728-0.0178843j 0.0282261+0.00650344j -0.0528861+0.0657223j 0.0610051+0.00799288j 0.0230805-0.000864435j -0.0402739-0.034589j 0.0357643-0.0115622j 0.0685679-0.0244797j -0.0388453+0.0154962j -0.0251081-0.101722j 0.0408723-0.0620688j 0.0240631-0.0304708j 0.0345369+0.0250082j -0.000928353-0.00173008j 0.0605359-0.0656518j -0.0064315-0.0213492j -0.0395471-0.0816953j 0.0203117+0.0433661j -0.0632466+0.0922018j 0.0170408+0.0118258j -0.00685509+0.0512129j 0.0716409-0.0313501j -0.0940662+0.0563563j -0.047345+0.00496607j 0.0486141+0.0351863j 0.0282534+0.00223194j 0.0215101+0.0322449j -0.0285757+0.0164428j 0.0107606+0.0162486j 0.00791064-0.0258791j 0.0257793+0.0450649j 
0.0468237-0.00409506j 0.00710839-0.00101332j -0.0241907+0.0104309j 0.0185749+0.0230561j 0.0217784-0.03421j 0.027266+0.0527117j 0.0118509-0.011586j 0.0107989-0.0667816j -0.025303+0.0116548j 0.0884539+0.0220185j -0.0258825+0.0441129j -0.0951682-0.187853j -0.0351531-0.131589j 0.0159231+0.125224j 0.0319595-0.0530558j -0.115397+0.148063j 0.00220862-0.127639j 0.0963873+0.0047169j -0.00648394-0.120053j 0.0379016-0.109585j 0.0771807-0.147281j 0.00984834-0.0586703j -0.150338+0.308476j -0.0344029-0.0501132j 0.102656+0.0745513j 0.052428+0.242682j 0.0778208-0.113296j -0.149663+0.0697658j -0.0131786+0.084316j -0.0569259-0.00810956j 0.112636-0.107721j 0.0220322-0.00942106j -0.0622078+0.0441866j 0.00325369+0.00882891j -0.059123-0.0246516j 0.0296046-0.00899458j -0.0413873-0.0221705j -0.0941114+0.0408642j -0.0327916-0.0159902j -0.0310791+0.0503454j -0.0557327-0.0187893j 0.0051747-0.0421128j 0.0534371-0.0626017j 0.0247362+0.0211114j 0.0201692+0.0100082j -0.00699467-0.0110163j 0.0110702-0.0249369j 0.00916398-0.0669567j -0.000435404+0.0120195j 0.0107772+0.0508514j -0.0169361-0.0557286j -0.033019-0.0103021j -0.0051436+0.0814477j 0.0158919-0.0122477j 0.00700712+0.0152787j -0.00200069+0.0236749j -0.0555117+0.0367538j -0.0677791+0.0523707j 0.000466217+0.0138776j 0.00314658+0.0130394j -0.0294339-0.0225499j -0.0270189-0.0224163j -0.0425178-0.0507408j -0.0140263-0.0210522j -0.0286476+0.0164004j 0.0284357+0.00912162j -0.000671132+0.0364361j 0.0107075+0.00106344j 0.0119936+0.00746868j -0.0345692+0.101898j -0.00603597+0.0081533j -0.0306274-0.0389932j 5.76591e-05+0.0509786j -0.0334402+0.0214148j -0.0397924-0.0115846j 0.0313235+0.0282862j -0.0484333+0.0459531j 0.013782-0.0148693j 0.0436112+0.0590211j -0.00710313+0.000425375j -0.0326436+0.065145j 0.0225605+0.0298021j -0.00341134-0.0429879j -0.0625225+0.0239028j -0.0528292+0.0189851j 0.0373309+0.0734938j 0.0371264-0.0473093j 0.0655273+0.00279156j -0.03286+0.0414844j 0.0397917-0.0102011j 0.0389753-0.0113972j -0.0413126+0.00271546j -0.0281725+0.0311979j -0.0140165+0.064577j 0.036464-0.0101481j 0.0160964-0.00101097j -0.0157658+0.0292577j 
-0.0504402+0.0111436j -0.0304195-0.0486327j 0.00318407-0.0596876j -0.0140058+0.00766095j -0.00476585+0.0624395j 0.0055234+0.0157313j -0.00706684+0.0333204j -0.00623763-0.0124052j -0.00489498-0.0226271j -0.0200702+0.0278597j 0.0810871-0.025174j 0.0540999+0.0268402j 0.0621443+0.0262811j 0.0362315+0.098351j -0.133209+0.0793937j 0.0564702+0.0369905j 0.0795036-0.0442828j -0.0746589+0.0904148j -0.0477973-0.135386j 0.0585253+0.0866639j 0.0195623-0.128033j 0.19781-0.0601227j -0.127706+0.00727112j 0.104314-0.0844173j 0.0297298-0.0632081j -0.0278569+0.0722472j 0.00893941-0.150704j -0.0973779+0.162841j -0.0138547+0.0189557j -0.0916632-0.0221963j -0.0598492-0.0599858j -0.0466924+0.0691343j -0.0875119+0.0796991j -0.00532345+0.0438187j 0.0676117-0.00912675j -0.0104642-0.0163479j -0.0285249+0.0675559j -0.0156615+0.0204298j 0.00113127-0.0407257j -0.00949573+0.022644j 0.00291783-0.0574611j -0.0291266-0.0531493j -0.0303098+0.0186363j -0.116634+0.0213025j -0.0461784+0.0235373j -0.0326211+0.0210506j -0.00188236-0.0241311j -0.00847609-0.0129634j -0.0567172+0.0166017j 0.0599404-0.058893j 0.0310002+0.0268247j 0.00581868+0.00251122j -0.0213775+0.0284134j -0.00820567-0.0230791j 0.0120258+0.0181313j -0.0223957-0.0327946j -0.0416018+0.0789411j 0.0166729+0.0192434j 0.00964658+0.00924363j -0.0262497+0.0426619j 0.0188584+0.0268631j 0.0130718-0.0138514j 0.052375+0.028303j 0.027124+0.0167342j -2.34188e-05-0.00745517j 0.0181287-0.0350653j 0.0166189-0.0289527j 0.0365807-0.00963568j -0.0209944-0.0327844j 0.0307875-0.0151161j 0.100879+0.013501j 0.0192321+0.0332569j -0.068661-0.103314j 0.0361137-0.0441577j 0.0418967-0.00931008j 0.012258-0.0423991j -0.0505719-0.0557702j -0.0159959+0.003021j -0.0438767-0.0114608j 0.02231-0.0833043j -0.0286879+0.0115196j 0.00434217-0.0402114j 0.0200851-0.0487277j -0.00474824+0.0657046j 0.0044343-0.0495839j -0.0419393-0.0983229j -0.0315939+0.0211951j -0.0828064+0.0199743j -0.089682-0.0511573j -0.0139044+0.00695648j -0.103363+0.0780136j 0.0511551-0.0068617j 0.00597777-0.0135199j 0.0248823-0.0240493j -0.0205595-0.0299388j -0.023194-0.0273352j -0.00487427-0.00811948j 
-0.0032384+0.021971j -0.0032861-0.0108761j 0.0499306-0.00278885j 0.038942-0.0113058j -0.0279913-0.00268271j 0.0183892-0.011353j -0.0326056-0.0021941j 0.00158647+0.0159093j 0.0146785+0.00602246j -0.0446159+0.063777j 0.0548656-0.0141724j 0.054152-0.0531273j 0.0902591-0.0832565j -0.117729-0.0336309j 0.0159166+0.0306224j -0.0760954+0.0652792j -0.1402+0.132839j -0.0929444+0.0196009j -0.00566626-0.190543j -0.0877095-0.133627j 0.204124+0.0947806j -0.0844849+0.0520055j 0.0114044+0.158019j -0.0357652+0.000242724j -0.0931247+0.0684798j -0.0405572+0.0325951j 0.0120975+0.0131548j -0.0450761+0.0225433j 0.00722938-0.0148304j 0.0510946-0.0254454j 0.0210414-0.0204705j -0.0559866-0.0764649j -0.0274934+0.0345302j 0.00671543-0.0369783j 0.0127761+0.00420536j 0.0642883-0.0316829j -0.00786874-0.0237162j 0.0159354-0.0470067j 0.0215251-0.0268512j -0.00717159-0.00113925j 0.0207341-0.0479945j 0.0467621-0.0269664j -0.031376+0.00574563j 0.0196258-0.0224243j 0.00166692-0.0257642j -0.0487445+0.0298847j 0.00360235+0.000184133j 0.0507121+0.0268011j 0.0239441-0.0346694j 0.0266188-0.00211155j 0.0407668-0.0140376j 0.0169209-0.024338j -0.0436169+0.0605768j 0.0186838+0.00863171j 0.0117184-0.0248445j 0.0334503-0.0139578j 0.0100041+0.0381075j 0.0195792+0.00348576j 0.0133673+0.000963147j 0.00959799+0.0510603j 0.0253654+0.00777103j 0.0322008+0.0495174j 0.0118962-0.026575j -0.0502358-0.0100749j -0.00880697+0.012194j -0.0289713+0.0265666j -0.033594+0.0362922j 0.0213591-0.0528854j 0.0149007+0.00128849j -0.000641945-0.0453426j -0.00662636-0.0345417j -0.0255844-0.00833084j 0.00950554+0.0164965j 0.000969898+0.00980202j 0.0422362+0.0110572j -0.0209581-0.0103851j 0.0078517+0.00208036j 0.086737+0.00294637j 0.0493402+0.0306008j -0.00208244+0.0237729j -0.0038648-0.0647263j 0.0123692-0.0159244j 0.0214665-0.0455954j -0.00707591+0.00939639j -0.0403488+0.0547295j -0.0126411+0.0137599j 0.0506097+0.012785j -0.0408047+0.00836786j -0.00883728+0.0171598j 0.00421587-0.029792j 0.0558428+0.0155347j -0.0251014+0.030439j 0.00743408-0.0264401j 0.0242928+0.0174477j 0.00614844+0.000668483j 0.0229964-0.0526565j -0.0211792+0.0309266j 
