-6.66966e-16-0.0363889j 4.80447e-15+0.115946j 5.07551e-17-0.0374998j 1.95905e-16+0.0183359j -3.98643e-16-0.0247129j -2.85462e-18+0.0926048j 2.51949e-16+0.04606j 4.8901e-17-0.0137719j 2.93065e-16-0.0412777j -6.23175e-17+0.0919933j -1.98889e-16-0.0703047j 2.43012e-16-0.0398189j 6.11917e-17+0.0206321j -3.09834e-17+0.0144505j -4.20518e-16+0.0113394j 5.5212e-15+0.0163837j 4.01423e-17-0.0127665j 6.05696e-17-0.0315844j 2.86095e-16-0.00731953j -2.09536e-16-0.00803559j 2.34575e-16+0.0116242j -3.40412e-16-0.0362264j 2.11947e-15-0.0219159j -3.79403e-16+0.0104343j 9.63194e-17-0.00213151j 1.43844e-16-0.00662815j 9.14432e-17-0.00643334j -6.20418e-17+0.00716325j -5.05688e-16-1.60988e-05j 2.64116e-16-0.00109991j 4.2437e-17-0.00960235j 1.52093e-16-0.00705975j -4.46197e-16+0.0124605j -2.64775e-16+0.018687j 4.01464e-16-0.0204572j 9.20069e-17-0.000929145j 2.77063e-16-0.0176046j 7.47606e-16+0.00332698j -2.72037e-16-0.0208405j -2.7566e-17-0.00765987j -2.01816e-17+0.00223166j 1.00184e-17+0.0030833j 7.7432e-18-0.0196519j -3.7588e-17+0.0402072j 1.14245e-16+0.00746284j -1.06383e-16-0.0108534j 1.35244e-16-0.0472671j 5.87329e-17-0.00252112j 6.12435e-17-0.0298424j -9.59088e-17-0.0266168j -1.30747e-17+0.0161292j -2.78326e-17-0.0161318j 1.98065e-16+0.0236363j 3.42586e-17-0.0350435j 1.41744e-14+0.0606176j 3.2147e-15+0.00061717j 
-1.05996e-16+0.03282j 4.24275e-16+0.0121355j -2.19815e-16+0.0247474j -3.07744e-17-0.0028112j -1.30271e-16-0.031939j 1.32064e-16-0.0361219j -4.14329e-16-0.00246489j -1.3856e-17+0.0630784j -3.15423e-16+0.044602j 1.4573e-16-0.00396165j -1.60198e-16-0.00360431j -5.02712e-16+0.0298369j 2.66956e-16+0.0654478j 1.27496e-16+0.0503741j -2.36022e-16-0.0432184j 1.63063e-15+0.00178094j 1.69694e-16+0.0149723j -1.18676e-16+0.00794391j -3.26728e-17-0.036118j 7.22534e-17+0.000202125j -2.49633e-16-0.0125761j 2.19931e-16-0.0153715j -1.24906e-16-0.000962278j -8.41564e-16+0.0199899j 6.30476e-16+0.0342761j 1.67513e-16+0.0175805j -1.41562e-16-0.0144363j 3.68617e-15+0.0118908j 1.85771e-13-0.0554142j 9.96806e-16+0.0027831j -2.93189e-16-0.000953808j 3.37974e-16-0.0229815j 5.81935e-16-0.0276043j 3.06672e-16+0.0181736j -5.04976e-16+0.00317955j -2.40954e-16+0.0142508j -6.70451e-17+0.0148655j 1.27895e-16-0.00313342j -1.73248e-16-0.0228909j 1.935e-16+0.0195745j 2.88698e-15+0.074099j 4.19447e-17+0.0610792j 3.06916e-16+0.00804686j 3.02504e-16-0.0225355j 2.18037e-16+0.0852613j 3.28058e-16-0.112464j -6.44169e-17-0.00495985j -2.24808e-16+0.0540074j 1.37603e-16-0.0295287j -3.19507e-16+0.00468452j -2.53293e-17-0.150693j -2.9208e-16-0.00745226j 2.3782e-17-0.0187499j -1.44861e-16+0.067665j 1.65689e-14+0.0564874j 3.64772e-15+0.0647016j 
-3.44691e-17-0.0162589j 1.4638e-16-0.00441399j 1.07771e-16-0.0203357j 8.85368e-17+0.000897763j 2.27708e-16-0.0158542j 1.24567e-16-0.0125264j -8.79389e-17+0.0186849j 1.61495e-16-0.00512554j -3.65805e-16+0.016593j 1.85227e-16+0.0128168j -2.80514e-17-0.0162593j -2.47514e-16-0.0189673j -1.08646e-16-0.0170674j 2.93768e-17+0.00965203j 1.20098e-17+0.00663084j 5.37431e-15+0.015023j 7.79793e-17-0.0486821j 5.06208e-17+0.0328886j -3.27491e-16+0.00508444j -2.7419e-16-0.0377374j -1.71358e-16+0.00432551j 4.71518e-16+0.00996241j -3.65912e-15+0.0337051j -2.19649e-15+0.0309029j -2.07684e-16-0.0388729j 2.55466e-16-0.00249937j 8.93948e-17+0.00878279j 1.12204e-15-0.0249599j 6.2252e-14-0.0178743j 1.09492e-15-0.038456j -3.99247e-16+0.0478693j -7.22712e-17-0.0238767j 6.38091e-16-0.0116861j -1.46407e-16+0.0189838j -8.60394e-16-0.00197591j -3.84508e-16+0.0500892j 5.40476e-16-0.0259979j -4.53062e-15-0.0553564j 1.25867e-15+0.0276034j 1.79543e-16+0.0324332j 1.97218e-15+0.0716393j 3.14206e-17+0.0291565j 9.17319e-17-0.0169647j 4.37679e-16-0.0252175j -8.86301e-16-0.0130137j -1.12823e-17-0.0442624j -3.7297e-16-0.000330243j -1.68752e-16-0.0126842j 4.05824e-16-0.069712j -6.92391e-16+0.0143529j 1.75283e-16-0.02459j 2.53585e-16+0.0393991j 1.39537e-16+0.0223116j -5.81503e-17-0.00790839j -3.02308e-15-0.00674651j -7.43122e-16-0.0364891j 
-8.38384e-16-0.0207674j -4.6871e-15-0.0457049j -1.43097e-15-0.0247877j 1.58088e-15+0.0205722j -1.2902e-15-0.0181111j 8.6092e-16+0.016101j -5.31116e-16-0.0100673j 3.71071e-16+0.00722878j 6.05576e-16+0.00746317j -1.93315e-15-0.0315085j 6.13663e-16+0.000124931j 2.15041e-15+0.0307221j -6.91061e-16-0.0136118j -2.85555e-15-0.0436006j -1.30735e-15-0.0266063j -1.04516e-15-0.00366666j 1.50739e-15+0.0261388j 1.19268e-15+0.020864j 1.51724e-15+0.028179j 1.16738e-16+0.000999839j -4.33876e-15-0.0601704j -1.54543e-15-0.0212202j 6.02965e-16+0.000101561j -3.10566e-16-0.012858j -3.49602e-15-0.04293j -7.09421e-16-0.00729533j -1.20011e-16-0.00914808j -1.03395e-15+0.00288694j -8.02654e-14+0.0240348j 1.21385e-15+0.0318569j 2.9981e-16-0.00234612j -3.62606e-15-0.0723346j -1.07706e-15-0.0199928j 5.45087e-16+0.0134114j 3.34925e-15+0.0631438j 9.78776e-16+0.0250188j 2.34731e-15+0.044172j 9.02982e-15+0.0697984j -2.70605e-15-0.00365789j 1.11261e-15+0.0146259j -2.29515e-16+0.00220177j 2.20497e-15+0.0452095j 1.19794e-15+0.0207024j -1.44931e-15-0.0203942j -3.94356e-16-0.00934383j 1.20429e-15+0.00704764j 5.11992e-15+0.0757829j 7.06842e-17-0.00598921j 1.93781e-15+0.0189689j 5.74072e-15+0.0876996j 1.84895e-15+0.0215272j -3.54695e-15-0.047191j -3.74919e-15-0.0483196j -2.01318e-16-0.00181509j -2.36441e-14-0.073486j -5.64264e-15-0.0283671j 
1.67741e-16-0.0114146j 1.21142e-15+0.0204558j 2.27495e-16-0.0174885j -1.37642e-16-0.00391057j 1.47778e-16-0.00805288j -7.83208e-17+0.0207266j 8.93011e-17-0.02333j -1.43965e-16+0.032246j 2.65005e-16-0.0426541j 1.25865e-16+0.019643j -7.44446e-16-0.0187128j 8.00862e-16-0.058072j 1.41149e-16-0.000519105j 3.65528e-16+0.0182584j -1.45404e-15-0.00470281j 1.6408e-14+0.0473087j -4.49936e-16+0.00256146j 1.76792e-16-0.013702j 6.45992e-16-0.0357415j -2.34834e-16-0.0313031j 5.25591e-16-0.0155648j -1.24579e-16+0.0717149j -2.21189e-15+0.0157425j -2.91414e-16+0.00117286j 2.74653e-16+0.00346027j 5.92986e-17+0.0459219j -6.04446e-17+0.00815221j 2.65079e-16-0.00203151j 1.07694e-14-0.00331816j -4.7372e-16+0.0161445j 4.62835e-16-0.0287253j 1.11272e-15-0.0311312j 7.43214e-16-0.0114141j -6.96083e-16-0.000703137j 1.13264e-15-0.091324j -5.5195e-17+0.0172318j -6.57497e-16+0.015281j -1.60966e-15-0.0232092j 1.15101e-15-0.0183413j -1.6186e-16-0.00964542j 1.08304e-15+0.0106058j -5.57264e-16+0.0595115j -4.84446e-16+0.0187368j -1.83715e-16+0.0152153j 3.99562e-16-0.0692055j -1.15892e-15-0.0204678j -8.34272e-16-0.00947456j 4.11316e-16-0.0486006j -8.4172e-16-0.00493883j 1.22878e-16-0.0815608j -7.37802e-16-0.0108399j 5.49251e-16+0.0156314j 6.05437e-16+0.00375782j 5.89114e-16-0.0301191j 5.99524e-15+0.0260082j 1.71711e-15-0.0141431j 
-1.2407e-16+0.0082312j 2.36952e-16-0.00787054j 1.16141e-16-0.00740882j -1.62437e-16+0.0117003j 1.95873e-16-0.0065432j 2.36136e-16+0.00518009j 1.14609e-16-0.0190236j 4.65491e-16-0.00273596j -6.6583e-16+0.0249515j 1.63427e-16+0.00907927j -1.93524e-16+0.0150798j -5.30231e-16+0.00174347j 2.2762e-16-0.0117215j 5.1134e-16-0.0109821j -1.65374e-16-0.00994572j 3.23443e-15+0.00692725j 1.52306e-16-0.0235894j -3.03923e-16+0.0113373j -1.92056e-16+0.00331221j -2.16665e-16-0.0435802j -8.63912e-17-0.0236412j 3.09769e-16+0.00137918j 4.59102e-15-0.0404543j 4.23635e-16-0.00507077j 1.5248e-16-0.0475867j 5.24666e-16+0.0158265j 8.48421e-16-0.0324081j 2.10078e-15-0.0210345j 1.0409e-13-0.0305072j 2.26337e-17+0.000965053j 1.28131e-16-0.00763454j 9.5983e-16-0.0600531j -2.90471e-16+0.0188028j -7.04338e-17-0.0135582j -1.50176e-15+0.0156882j -4.52672e-16+0.0320253j -8.30911e-16+0.0415244j -7.13255e-16+0.0139588j -7.41781e-16+0.0350793j -2.17733e-16+0.0534807j 4.91652e-16+0.0140495j -1.5816e-16+0.0345081j -4.87991e-17-0.00181944j 6.92753e-16-0.0226885j -3.0528e-16+0.0117511j 7.35022e-16-0.0740477j -3.83262e-16+0.01909j -3.21577e-16+0.0149009j 4.35422e-16-0.0358956j -1.37158e-15+0.0454114j 2.08298e-16-0.0229543j -3.31273e-16+0.0142j -2.86642e-16+0.00766623j -4.67613e-16+0.0290418j -3.49683e-15-0.0195477j -7.70753e-16+0.00587119j 
-4.75248e-16-0.0184147j 5.42062e-16+0.0202035j -1.79873e-16-0.0206146j 4.96655e-16+0.00153964j -3.63875e-16-0.0198097j -4.05686e-17+0.0284425j 3.15211e-16-0.00436704j -1.9033e-17+0.0113957j 6.09687e-16-0.0219903j -4.8307e-16+0.0184282j -1.86339e-16+0.0254198j 1.01861e-15-0.0484292j -1.15181e-16+0.012895j -4.38433e-16+0.0201448j -1.36207e-16+0.047595j 1.09039e-15+0.00778057j -2.02e-16-0.0497336j 5.80512e-16+0.0145656j 5.97806e-16-0.0305356j -1.68274e-16-0.020517j -1.29928e-15-0.0472182j -3.68605e-16+0.0457774j -4.79985e-15+0.046029j -1.79269e-15+0.0261828j -8.44102e-16-0.0162044j -1.70487e-16+0.012317j -2.92357e-16+0.0169203j 1.65485e-15-0.00330049j 9.24899e-14-0.0272933j 5.10036e-16-0.0180002j 4.7206e-16-0.0103531j -3.22387e-16-0.0218618j 3.36521e-16-0.0140745j 1.51732e-16+0.0280065j 1.22621e-15-0.0449161j 4.98325e-16+0.0328014j 2.88147e-16+0.0463373j -5.67734e-16-0.0291088j 9.0775e-16-0.0323453j 1.54127e-15+0.0462727j -1.10397e-15-0.0396359j -1.18794e-16+0.0297374j -1.60796e-16+0.000173375j -2.44747e-16+0.0134372j 2.44289e-16-0.0381706j -1.41029e-17+0.0570946j 2.85232e-16+0.0528685j -3.6921e-17-0.0231942j -7.43548e-17+0.0294418j 8.91948e-16-0.0513765j 3.96022e-16+0.0660503j 3.1535e-16-0.0337789j -5.61286e-16-0.0436098j -1.44419e-16-0.0530651j -7.10877e-15-0.0238507j -2.17478e-15-0.0217303j 
8.51515e-16+0.016942j -1.94e-15-0.0274829j -1.13469e-17-0.00355365j -1.14461e-15-0.0309261j 2.96855e-16+0.00772629j -7.71804e-16-0.02071j -1.19862e-15-0.0426081j -3.43422e-16-0.00887968j -3.26357e-16-0.0154172j -3.20115e-16-0.0103588j 7.91589e-16+0.0291866j 4.56734e-16+0.0120448j -5.83589e-16-0.0143042j 8.42997e-16+0.0237317j 1.25697e-15+0.0239581j -7.2289e-15-0.017435j -5.92682e-16-0.029856j -9.73115e-16-0.0200891j 4.37216e-16+0.00648759j -5.33509e-16-0.0131167j -1.28425e-15-0.0378054j 6.10922e-16+0.0279949j -1.52476e-15+0.0204146j -7.91928e-16+0.0173853j -5.44658e-16-0.0147767j 7.36005e-16+0.0207249j 7.59914e-16+0.033668j 4.23541e-16-0.00617135j 2.19808e-14-0.00651653j 6.16954e-16+0.0438961j -8.44661e-16-0.0333232j 4.03173e-16+0.00757719j 3.79128e-16+0.0122382j -1.61399e-15-0.0441925j -1.04461e-15-0.0407155j 8.4916e-16+0.0263012j 6.55344e-16+0.0302767j -2.38271e-15-0.0295188j 4.78904e-16-0.010269j 1.2689e-15+0.0279761j -5.04215e-15-0.0746519j -1.88419e-15-0.0420551j 7.19722e-16+0.0257503j -8.28496e-16-0.0267952j -6.33903e-16-0.0234322j 1.49629e-15+0.0537604j 6.22251e-16+0.0341764j 1.2336e-15+0.0370218j 1.06036e-15+0.0408812j -1.27572e-15-0.0423421j -2.23935e-16+0.000539464j -1.84142e-15-0.0719918j -5.84941e-16-0.0258524j -3.63504e-16-0.0151465j -7.58147e-15-0.0373365j -1.02248e-16+0.0404195j 
1.68704e-15+0.0538951j 1.34903e-15+0.0276017j 2.53953e-16+0.00312917j -9.31518e-16-0.0352162j -1.04306e-15-0.0346507j -1.61271e-15-0.0821121j 2.44071e-17+0.017275j -1.16405e-15-0.0639783j 1.95861e-15+0.0725754j 8.6922e-16+0.037979j 7.87943e-16+0.0482865j 8.49649e-17-0.0232221j 7.85228e-16+0.0247163j -3.00793e-16-0.0159946j 1.83765e-15+0.031948j -1.33987e-14-0.0341812j 7.82195e-16+0.0204986j 2.36257e-16-0.00937168j -1.20307e-15-0.0640564j -5.68258e-16-0.0275811j 5.03505e-16+0.00130559j -1.2681e-15-0.0372101j 2.19781e-15-0.0279178j -1.14405e-15+0.0193941j -7.74535e-16-0.051727j 8.87083e-16+0.0242997j -2.77895e-15-0.099558j 5.32589e-15+0.00750776j 2.76327e-13-0.082908j 1.73211e-15+0.0266382j -7.49353e-16-0.0473612j -6.40348e-17-0.0307493j -5.53679e-17-0.0325556j -7.37752e-17-0.0164862j 4.10302e-19+0.0137277j -1.1318e-15-0.0137683j 1.54944e-15+0.058851j 1.01917e-16-0.00544514j -7.6926e-16-0.0180459j 4.80177e-16+0.00398681j -2.80788e-15-0.0402126j -6.87934e-16-0.0216703j 4.08482e-16+0.0253743j -5.67856e-17-0.018293j -1.26119e-15-0.0559479j -1.63313e-15-0.0489809j -4.27816e-16-0.0521884j 1.14511e-15+0.0452146j -4.28617e-16-0.0215439j 2.8039e-16-0.0060876j -1.14544e-15-0.0464967j 7.04648e-16+0.0398367j 3.15848e-15+0.124582j 7.39307e-16-0.00376095j 5.14279e-15+0.0170638j 2.30085e-15+0.0195053j 
5.29704e-16+0.0340685j 5.03007e-16+0.015034j 1.28386e-16+0.00502335j -2.83215e-16+0.013611j -3.21774e-16-0.0332579j -8.39883e-16+0.0316791j 3.31009e-16-0.0144964j -5.62473e-16+0.0290761j 9.57531e-16+0.0145253j 3.0602e-16+0.0188618j 3.22346e-16-0.0234139j -1.80227e-16-0.00473093j 2.6016e-16+0.0157472j -2.67998e-16+0.0169949j -3.54644e-16+0.00735278j 6.02599e-15+0.0194795j 1.40716e-16+0.0201755j 4.52981e-16+0.0252766j -6.47501e-16-0.0288386j 7.00638e-17+0.0160707j 5.8646e-16+0.0444037j -5.6799e-16+0.00966071j -9.32754e-16+0.00816369j 2.0364e-15-0.0351607j 5.77676e-17+0.0392435j -2.21488e-16-0.0125497j -1.45454e-15-0.0137177j -3.2441e-16-0.0130139j -2.99021e-14+0.00878842j -5.64288e-16+0.0329017j -3.88879e-16+0.0173248j -4.55321e-16+0.0271937j 8.22152e-17-0.032541j 1.90431e-16+0.00211189j 7.73286e-16+0.00158175j -1.91024e-16-0.0450685j 3.15481e-16+0.0276022j 1.93549e-15+0.0152672j -9.93837e-16-0.028499j 4.55988e-16+0.0197025j -5.06503e-16-0.0109876j -1.34188e-16+0.0101108j 1.83331e-17-0.0274071j -1.07598e-16+0.037555j -3.31598e-16+0.0351196j -6.85381e-16-0.040219j -7.92014e-16+0.0355363j 6.28472e-16-0.00771677j -4.20252e-16-0.0166476j 3.43584e-16+0.0308793j -5.92323e-16-0.00779139j 7.30378e-16+0.0211651j 1.44555e-15-0.0094358j 2.4391e-16+0.0477022j 1.17782e-15-0.00361265j 3.72574e-16+0.0362862j 
-3.30106e-16+0.0103572j 1.66884e-16+0.00834532j -7.37943e-17+0.00602596j 1.15748e-16+0.00876432j -1.75338e-17+0.0132976j -3.99561e-17+0.0246925j 4.95492e-16-0.0441104j 4.15226e-17+0.0145513j 3.09462e-16-0.0174976j -3.22624e-16+0.0133055j -8.12567e-16+0.0264473j 8.23602e-16-0.0239538j -5.6477e-17+0.00197532j -4.94001e-16+0.00886781j -7.65084e-16+0.0381511j -1.09442e-15-0.00100192j 4.57821e-16-0.0268965j 1.47566e-16+0.00768753j 4.51645e-16-0.0214372j -7.0215e-17-0.0191796j -4.12671e-16-0.0110884j -7.44981e-16+0.036234j -3.59733e-18-0.00145452j -1.36232e-15+0.0134626j -8.61398e-17-0.0123743j -1.56813e-16-0.00281067j 1.19069e-17+0.0174617j 7.11011e-16-0.0213024j 2.16159e-14-0.00591189j 1.96961e-16-0.00301601j 4.27722e-16-0.0283179j -9.2968e-16+0.0395736j -6.19095e-16+0.0284125j 3.37395e-17+0.0273337j 1.62363e-15-0.05844j 3.85188e-16+0.00238952j -3.35518e-16+0.0391019j -3.06814e-15-0.0512582j 1.65231e-15+0.00232069j 1.07627e-17+0.0316015j -4.77785e-16-0.0215338j -8.49739e-17-0.00106869j -2.32288e-16+0.00328243j -3.05402e-16+0.0132115j 4.44212e-17+0.0354665j 4.44089e-16-0.0204324j -8.89078e-16+0.0519477j 2.8436e-16-0.0102312j -9.12085e-17+0.0148459j 4.71439e-16-0.0163234j 1.63503e-16-0.00526189j 2.04008e-16-0.0245408j 1.97442e-16-0.0430228j -2.90054e-16+0.0276444j 2.18894e-15+0.000115779j -9.13654e-17+0.0422484j 
-9.34341e-17+0.0120843j 4.79427e-16+0.0159097j -2.17346e-16+0.0170945j -1.37429e-16+0.00162127j -9.91482e-17-0.00514916j 6.55207e-17+0.016706j -1.97755e-16+0.00271266j -2.52856e-16+0.0273569j -2.36478e-17+0.00690335j 3.10919e-16-0.0171611j 2.99751e-16-0.0241997j -2.30246e-16+0.00781889j 4.00122e-17+0.00730551j -4.12195e-17+0.00973622j -8.15088e-16-0.06609j 8.94255e-15+0.0211838j -3.63738e-16+0.0301384j -3.16532e-16-0.0385551j -4.52504e-16+0.0351641j -1.84219e-16+0.0210339j -2.40604e-16-0.0038047j 1.6761e-16-0.0206875j 6.61804e-15-0.0603913j 3.16084e-15-0.0446705j -3.00379e-16+0.00798038j -1.15347e-16+0.00349398j -1.63078e-16+0.0563138j -4.48978e-15-0.0142412j -2.38226e-13+0.0707429j -1.59086e-15+0.0471535j -4.48385e-17+0.00231245j -3.50969e-16-0.00648516j -2.01943e-15+0.0674311j -3.76616e-16-0.0408882j -3.47129e-16+0.0133559j 2.33621e-16+0.00240705j 1.1472e-16-0.00648071j 2.14575e-15+0.0531269j -1.42892e-15+0.049536j 1.2579e-16-0.017117j -8.57766e-16-0.0109982j 7.1491e-16-0.0470628j 4.6656e-16-0.0399432j -3.05585e-16+0.0357896j 2.38544e-16+0.0823912j 4.65412e-16+0.0127159j 4.46869e-16-0.0156957j 2.07123e-16-0.00992522j 7.2765e-17-0.0192753j 1.43015e-16-0.0114005j 1.26153e-16-0.00714915j -6.1517e-16+0.019151j -1.04832e-16-0.0204996j -2.75458e-16+0.0249197j 9.12784e-15+0.0367127j 2.14821e-15+0.0210885j 
1.36613e-16-0.0254413j -9.12246e-16-0.0314918j -1.88798e-16+0.0117047j -3.02348e-17+0.0264251j -1.50702e-16+0.0227922j -3.23932e-17+0.00160733j 8.2645e-17-0.00217755j -9.5188e-17+0.0235959j -1.24788e-17-0.0307961j 1.803e-16-0.028936j -2.67928e-17+0.0194663j -1.24223e-16+0.00198721j 3.52205e-17+0.00305246j 1.73552e-16-0.00742393j 4.65729e-16+0.0431593j -2.26068e-15-0.00252381j -3.64142e-16+0.0135512j 1.35876e-16+0.0207472j -4.21449e-16+0.0230608j 9.93266e-17+0.00570787j -6.92581e-17+0.000210717j 1.57538e-16+0.0225237j -2.57901e-15+0.0294168j 1.08885e-15-0.0186246j -3.7222e-16-0.0243204j -1.14767e-16-0.011315j -5.6815e-17+0.0184834j 4.29051e-16+0.0234509j 2.30528e-14-0.00726699j 1.02264e-16-0.00755737j -8.37236e-17+0.00716515j -3.90893e-17+0.00873789j -9.71726e-16+0.0253673j 7.12124e-17-6.84121e-05j 4.24623e-16-0.0219377j 2.7416e-16-0.00359165j 3.17164e-16-0.0248963j -8.27745e-16-0.0132712j 3.05501e-16+0.00017147j -4.77364e-16-0.044619j -1.98168e-16-0.00592349j 1.13795e-16+0.00164157j 1.35169e-16-0.00469281j -1.2315e-17-0.0210289j -3.19388e-17+0.00890578j 2.29154e-16+0.0419304j 1.14384e-16+0.00778071j 1.15959e-16-0.0478149j -2.22072e-17+0.0374119j 5.92936e-17-0.00277238j -2.89392e-17+0.0501506j -2.231e-16-0.0066988j -2.2653e-16-0.0553476j -2.80229e-16-0.00773977j -4.93672e-15-0.0137448j -1.08291e-15-0.0316495j 
-5.65088e-17+0.0162733j -8.66609e-16-0.0356777j -6.0163e-16+0.0377525j -2.49932e-16+0.0124024j -6.48004e-16+0.060166j -6.55391e-17+0.00583876j 3.59314e-16-0.0466706j -1.23321e-16+0.0191539j -1.48196e-16-1.92673e-05j 4.08727e-16-0.0259157j -1.01695e-15+0.0565245j -1.06556e-16-0.00528873j 1.57279e-16-0.0245612j 4.19986e-16-0.0188196j -9.26199e-17+0.00501836j 2.86304e-16+0.00133344j 7.9873e-16-0.0307263j -2.01776e-16+0.0361749j 1.78269e-16-0.0222813j 2.20668e-16-0.0190755j 1.29652e-17+0.0230404j -9.10309e-16+0.064812j 5.15587e-15-0.045769j -2.03513e-15+0.028749j 2.95581e-16+0.0137653j 2.23247e-16-0.00447056j 2.44591e-16-0.0448261j 4.01398e-15-0.0247971j 2.1866e-13-0.0640211j 1.66791e-15-0.0338011j -4.6055e-17+0.00528802j 1.42378e-16-0.000858427j -2.22976e-15+0.0637528j -2.62261e-16+0.0171976j 1.36415e-15-0.0529242j 8.4748e-16-0.023659j -6.78447e-16+0.0443025j -1.84288e-15-0.0226402j 8.3505e-16+0.0052289j -7.66743e-17+0.0850741j -1.7059e-16-0.0196634j -1.56643e-15+0.0702419j -8.37435e-16+0.0128236j 9.17545e-16-0.0298259j -1.95791e-17-0.00402866j 4.32224e-16-0.0757628j -4.44964e-16+0.00692978j -3.92575e-16+0.0180436j -6.25553e-16+0.0110273j 6.90879e-17-0.000318944j 1.04425e-16-0.0301926j -7.09353e-17+0.054886j 4.86419e-16-0.0123796j -5.33356e-16+0.0654664j 2.6535e-15+0.0047454j 1.4237e-16+0.023743j 
-3.54528e-16+0.0412024j 3.48755e-16+0.0119163j -2.97867e-16+0.00533636j -2.35769e-16-0.00339571j -3.71054e-16-0.0342198j 3.77482e-16-0.0287876j 3.35356e-16+0.0145972j 2.01526e-16-0.0337463j -5.09575e-17+0.0261115j -3.34368e-16+0.0302735j 3.17649e-16-0.0208802j -1.78562e-15+0.0849744j 9.8387e-17+0.00885218j 1.47727e-16-0.0011664j -3.28627e-16-0.0144111j 2.67799e-15+0.00610884j 9.65689e-16-0.0461147j -2.97021e-17-0.0307216j 2.87687e-16+0.00465792j 3.87269e-16+0.00466518j -8.29415e-17+0.00017536j -3.21376e-16-0.0264773j 6.86308e-16-0.00686981j -1.01365e-15+0.0198309j 2.28603e-16+0.0364288j -1.14722e-16+0.00278172j 1.286e-16-0.00701325j 2.72775e-15+0.0229206j 1.38066e-13-0.0412839j 7.6505e-16+0.0192033j 1.43351e-16-0.0256399j -7.06882e-16+0.0394272j 2.14908e-15-0.0644283j 6.29698e-16-0.0264585j 5.2868e-16-0.00155861j 7.06829e-17-0.0144132j 2.19528e-16-0.0308378j 2.58639e-15+0.00436743j -3.0667e-16-0.0570066j -5.93636e-17+0.0107821j 3.24863e-16+0.0137148j -3.2062e-16+0.00347283j -9.44715e-16+0.0999491j 3.23774e-16-0.0350048j 5.00557e-16-0.0393857j 7.98252e-16+0.00944401j 7.2776e-16-0.0190236j -8.88608e-16+0.0601783j -3.97022e-16+0.0334564j 2.01387e-16-0.0300954j 8.69593e-16-0.0345313j 5.09178e-18-0.0754629j -4.62922e-16+0.0369154j -3.82423e-16-0.0239296j -3.7303e-16-0.00941604j -4.69547e-16+0.0401114j 
-2.09401e-16-0.0083769j -1.54742e-16-0.00181034j -3.65872e-17-0.00592223j -3.92848e-16+0.0413214j -5.68419e-17+0.034309j 5.40681e-16-0.0225996j 1.89755e-16-0.0414352j 5.32903e-16-0.0182153j 2.04641e-16-0.0333366j -1.27594e-15+0.0564713j 6.68162e-16-0.0471655j -1.11986e-15+0.0180238j 2.4899e-16-0.0343346j 3.75637e-17-0.00482719j -2.65991e-16+0.0355589j -1.36789e-15-0.00113424j 3.40409e-16-0.00970297j 2.21381e-16-0.00313121j -6.32683e-16+0.0208275j 7.57926e-16-0.046687j -2.51612e-16+0.0243757j -8.2518e-19+0.0200463j 3.4382e-16-0.00331585j 5.15731e-16-0.00687837j 8.83587e-17-0.01762j -1.94762e-16+0.00558187j 1.58521e-17-0.000133554j -5.44563e-16-0.0115074j -3.53347e-14+0.0106442j -4.21653e-16+0.00619352j 2.17842e-16-0.00393532j -3.01003e-16+0.0129555j 1.46552e-15-0.0203312j 2.75392e-16+0.00731678j 1.05337e-16-0.0211359j -7.71065e-16+0.0421558j 7.19751e-16-0.028111j -1.37359e-15-0.0281954j 1.14466e-15-0.00686177j 3.39488e-16-0.0141652j -8.15517e-16-0.022788j 1.01494e-15-0.0615262j -1.84775e-16+0.0011877j 4.16582e-16-0.0257609j 3.01573e-16-0.0764606j 4.33496e-16-0.0710719j 1.88197e-15-0.117767j -1.22268e-15+0.06072j -6.67746e-16+0.0448945j 1.49157e-16-0.00563666j 7.46745e-16-0.0595393j 7.68874e-17+0.032384j -9.0582e-16+0.089592j 7.0181e-17+0.0283397j 1.09779e-14+0.0476065j 2.1663e-15+0.00750446j 
