-8.90273e-16-0.036845j -9.94694e-16-0.156099j 1.18586e-16+0.0453j -2.20431e-17-0.0110402j 4.2895e-16-0.0457556j -4.14378e-16-0.106369j 2.51936e-16+0.0496855j -4.51447e-17-0.0261087j -5.62631e-17-0.0625538j 6.34119e-16-0.124757j 1.54079e-16-0.0355024j 6.13597e-17-0.0403038j -1.4003e-17+0.0430747j 2.9403e-16+0.0659326j -1.8949e-16-0.0228201j 1.10352e-16+0.0105723j 1.19711e-16+0.043395j -1.8213e-16-0.0263076j 1.7078e-16+0.0210627j 2.17995e-16+0.0307695j 1.08523e-16+0.0155535j 3.41584e-17-0.0120659j 8.6628e-16-0.0256093j -4.69599e-17+0.0253371j 4.15388e-16+0.0333509j 2.93591e-16+0.031644j 5.97975e-16+0.00283541j 1.0064e-15+0.0247203j -1.12129e-15+0.00511157j 7.40705e-16+0.0238695j -1.10653e-15-0.00426383j -2.08507e-16+0.0065662j -8.21751e-17-0.00963479j 5.60169e-17+0.0103582j -2.46431e-16-0.0083026j -4.58649e-17+0.0146144j -6.59955e-17-0.00176609j -5.62504e-16+0.0201089j -1.41267e-17-0.0127119j -1.69366e-15-0.020004j -1.04279e-15+0.0169845j 1.46242e-14-0.00954108j 6.08097e-16+0.0142591j -2.50227e-16-0.00823777j 1.59272e-16-0.000353999j -6.01602e-17-0.0193532j -3.12976e-16-0.0194787j -2.22085e-16-0.0197536j 3.79009e-17+0.00791882j 1.11481e-16+0.0181109j -9.16926e-18-0.00224877j 1.91843e-16+0.0299968j 7.13511e-16+0.00472085j 3.00004e-18-0.00336742j 3.78115e-18-0.019525j 1.43937e-16+0.0155476j 3.21593e-16+0.0127878j 1.56068e-16+0.034909j -1.26407e-16-0.00821517j -1.675e-16-0.0068393j 3.47684e-16+0.0329746j 3.07039e-17-0.00189579j -1.46016e-16-0.0611019j -1.90475e-17-0.0144508j -8.54313e-17-0.0312076j -1.7948e-16-0.0521116j -9.07277e-19+0.00475378j -2.74785e-16-0.0400934j 2.29265e-16+0.0699318j -2.4993e-17-0.00652578j 2.82314e-16+0.0609618j -3.79198e-16-0.0641658j 
2.78664e-16-0.0146987j 1.40633e-16+0.0575655j -5.25493e-16-0.0173635j 9.56199e-17+0.141734j -2.15071e-15+0.206375j 6.4921e-16+0.057316j 8.66727e-16-0.0558904j -8.59302e-16-0.0232739j 1.57826e-16-0.0337817j -2.85156e-15+0.184883j 1.38081e-15-0.152942j -3.7657e-17-0.0848748j -1.32082e-15-0.106137j -1.91222e-15-0.0768094j -2.54287e-16+0.00760342j 8.71931e-16+0.106849j 4.10788e-16-0.000138754j -1.59165e-15-0.153984j -2.19286e-16-0.0848763j 8.57972e-17+0.0373786j -1.83451e-15-0.0308485j -1.5592e-15-0.0190786j 7.80038e-16-0.000730084j 1.51965e-16+0.0472285j 2.4443e-15+0.0559875j 2.5049e-15-0.075908j -1.59299e-15-0.000148926j -1.59815e-15-0.0370691j 7.55978e-15+0.0606189j -5.99501e-15-0.122556j 1.26242e-14+0.0481541j 4.49139e-16-0.048455j -1.34718e-15-0.0389826j 2.39832e-15+0.0438158j 7.59794e-15+0.104207j 3.71208e-16-0.0728522j -1.13895e-15-0.017445j 1.85467e-15-0.0119918j 3.03624e-15+0.0990365j -4.41101e-15-0.00463236j -4.22253e-15-0.0101839j -1.6558e-13+0.109666j -1.02695e-15-0.0632491j -1.45795e-15+0.0665568j 2.6776e-15+0.0879198j -2.98173e-15-0.0851793j 1.7192e-15-0.0181423j 3.81306e-15+0.132108j 3.40312e-15+0.0538688j -2.61662e-16-0.102233j -3.61179e-16+0.201011j 8.36882e-16+0.0770565j 1.59293e-16-0.00627759j -1.17928e-15+0.0891347j -2.53849e-15-0.0430102j 4.91358e-16-0.0299578j 2.99998e-15+0.0298195j -5.49405e-17+0.0619669j 3.48275e-16+0.0325731j -4.0307e-16-0.0180118j -1.38598e-15-0.0985854j 2.11526e-15+0.101483j 9.0163e-16+0.113614j 9.36289e-16-0.0415295j -1.16325e-16+0.0141449j -3.94879e-16+0.00976095j -4.36553e-16-0.0354371j -1.2181e-15-0.035391j -7.6823e-17-0.0160836j -5.24598e-16+0.0345444j -5.50316e-17-0.0566388j -6.599e-17-0.0425861j 
-8.08314e-15-0.046684j 2.54255e-15+0.0257957j -1.86193e-15-0.0128833j 7.48746e-15+0.0408097j 1.71739e-14+0.118706j 1.96349e-15+0.0203978j 7.7042e-15+0.0353044j -3.68424e-15-0.0100237j -1.80846e-15+0.00520341j -2.76062e-15+0.00214704j -7.3717e-16-0.015089j 3.32548e-15-0.00848519j -2.32215e-15-0.0200203j 6.53234e-15+0.038413j 8.89256e-15+0.0490356j -3.85731e-15-0.0174924j 5.15091e-15+0.0434984j 1.29625e-15-0.00970957j 2.45647e-14+0.123564j 2.04656e-17-0.00626599j -3.5997e-15-0.00778212j -6.399e-15-0.0387731j -8.8911e-15-0.0493067j -1.79237e-14-0.108021j 1.29872e-14+0.0521634j 7.59242e-16+0.00916818j 2.52371e-14+0.144584j -4.03358e-15-0.0298857j 3.20918e-14+0.126832j -7.75721e-15-0.0214799j -2.64496e-14-0.0412371j -1.1724e-14-0.0653127j 1.10216e-14+0.0564868j 7.12783e-16+0.000758635j 3.43828e-14+0.171154j -4.93137e-15-0.0480505j -1.72588e-14-0.119836j -1.99749e-14-0.183869j 1.02966e-14+0.0645585j 2.94194e-14+0.0685587j 1.52518e-14+0.00474627j 8.09259e-14-0.0603325j -7.55931e-15-0.0458221j 4.80397e-16+0.0425745j -1.30246e-14-0.0555918j -2.3317e-14-0.136705j 5.48484e-15+0.0122737j -9.54476e-15-0.0344201j 3.56513e-15+0.0375429j 7.9847e-15+0.0557949j -6.1779e-14-0.361396j -1.37165e-14-0.0667122j -3.31574e-14-0.121172j -1.57074e-14-0.0846072j -3.39256e-14-0.216587j -2.10312e-14-0.154704j -1.31042e-14-0.0715541j -1.73435e-15-0.0171847j -3.06998e-15-0.0204262j 1.77633e-14+0.125846j 6.89831e-15+0.0452689j 1.63863e-14+0.111549j -1.94992e-14-0.0878449j 1.85247e-14+0.122657j -9.77e-15-0.0545952j 6.9578e-15+0.0344798j 4.75752e-15+0.0409141j 7.76129e-15+0.0474639j 8.41432e-15+0.0364952j -1.11675e-14-0.0702908j 6.89593e-15+0.0342653j 1.24861e-14+0.0817563j 
1.69356e-15-0.0103321j -1.09107e-15+0.0583641j 3.59352e-16-0.0130983j -2.28308e-15-0.0296707j -5.86238e-15+0.0790743j -1.52825e-15+0.039966j -1.2143e-16-0.0683494j 2.7242e-16+0.0831251j -5.67048e-16+0.0805594j -2.56166e-15+0.116971j 2.3156e-15-0.0816826j 1.50359e-15-0.155026j 7.49155e-16-0.00872637j -1.45804e-15+0.0402311j -1.04474e-15+0.012209j -4.02956e-16+0.0387774j -1.35482e-15+0.0686959j 1.6724e-15-0.134777j -2.69974e-15-0.0802507j 4.71359e-16-0.0268581j 6.63488e-16+0.0929462j -8.68044e-17-0.0187341j 1.92116e-15+0.0118288j 1.93737e-15-0.00276818j -1.67578e-15-0.0913714j 4.01812e-15+0.0766535j 1.04008e-15+0.185286j -5.90595e-15-0.192601j 5.46954e-15+0.0144432j -2.02961e-15-0.0785841j 4.48235e-14+0.126909j 4.82431e-15+0.00307834j -1.26123e-15-0.0253498j 4.84655e-16-0.00352456j 3.83786e-15+0.186627j 3.32308e-15-0.045004j 2.28068e-15-0.14092j 1.26437e-14-0.285584j -4.57897e-15+0.0343722j 3.86648e-14+0.111632j 3.59926e-14+0.0536969j 4.06992e-14-0.0270071j -3.23654e-15-0.109964j -1.39818e-15+0.20427j 8.62188e-16+0.0527902j 2.64184e-15-0.0765073j 1.62297e-16-0.0600674j 8.70094e-16+0.107672j -1.01865e-15+0.0675171j -1.48462e-15+0.0337116j 1.13791e-14-0.0691835j 1.27643e-15+0.0109599j 1.18958e-16-0.0461338j 2.32479e-15+0.0730612j 6.48426e-15-0.0652117j 4.81994e-15-0.163256j 7.85566e-16-0.0652398j 1.94415e-16-0.00136934j 2.65042e-15-0.00261723j -3.13382e-15+0.176169j -8.43878e-16+0.0576073j -3.65784e-15+0.0824147j 2.47024e-15+0.0734412j -4.19207e-15+0.10706j 2.02623e-15+0.0221283j -1.43879e-15-0.0243903j -9.89204e-16+0.106318j -1.01324e-15+0.0777218j -9.98138e-16-0.0490516j 2.0143e-15-0.0153488j -8.09509e-16-0.0153767j -2.25811e-15+0.0639591j 
3.46297e-15+0.0870106j -1.80338e-15-0.0510058j -1.56448e-15-0.0500462j -5.71291e-15-0.149516j -3.29337e-15-0.1374j -2.6705e-15-0.0285586j 2.77455e-15+0.0765996j 8.31105e-16-0.00403042j 1.71023e-17+0.0254838j -1.12109e-15-0.0480213j 3.1975e-16+0.015631j 2.43858e-15+0.0408873j 4.35313e-15+0.13205j 1.18759e-15+0.00264194j -2.38044e-15-0.0822171j 5.64871e-15+0.13367j 1.12018e-16+0.0132452j 1.75391e-15+0.0467239j 3.83902e-15+0.0844956j 6.93662e-16-0.0289709j -3.82514e-16-0.0216515j -1.06567e-15-0.0133261j 3.61535e-16+0.00499184j -1.3998e-15+0.0386557j 2.16324e-15+0.000977986j 7.69898e-16+0.0502206j -2.33077e-15-0.0389709j 3.06869e-15+0.0132715j -3.39447e-15-0.0438144j 1.11061e-15-0.0251975j 3.31538e-14+0.087249j 1.26045e-15+0.0156953j 3.05322e-15+0.0505246j -6.16342e-16+0.00287442j -1.56363e-15-0.0132144j -3.79546e-15-0.0888186j -4.61609e-16-0.023056j -5.06609e-16-0.0255155j 4.42402e-15+0.0816905j -2.97075e-14-0.114437j -1.85245e-14+0.020097j -4.85904e-14+0.0324239j -1.03985e-14-0.140886j -2.41385e-15-0.0583101j 3.04088e-15+0.117223j -5.75251e-15-0.0749822j 5.91333e-15+0.0915163j 1.0448e-15+0.0407704j 2.68773e-15+0.0650612j 2.40748e-15+0.0625477j 6.30224e-15+0.119979j 3.73611e-15+0.0871106j -3.17537e-15-0.0175943j 5.21051e-16-0.00913555j -4.16755e-15-0.109046j -4.48537e-15-0.0879242j 3.99388e-15+0.0987565j 1.77945e-16+0.00112831j 1.89424e-15+0.0107361j 5.40044e-15+0.12438j -2.56692e-15-0.0624361j 4.42645e-16+0.0347622j 8.30704e-15+0.195957j 2.45004e-15+0.059767j 2.30892e-15+0.0601722j -1.51033e-15-0.0434291j 2.31735e-15+0.0331424j 2.31489e-15+0.0434374j -1.84126e-15-0.0379801j 1.62062e-15+0.0395303j -2.04984e-15-0.0440569j -3.95985e-16-0.0132316j 
-4.15556e-16-0.0404967j -5.44893e-16-0.0107598j 4.85224e-16+0.0301852j 9.37464e-17+0.0423597j -1.24781e-15+0.0688891j -3.56789e-16-0.0366594j -6.69915e-16-0.00725448j 1.54573e-17-0.115345j -1.19403e-16-0.0551418j -9.89525e-17-0.0647645j -5.8326e-16+0.0262779j 1.34341e-16-0.00743363j -5.8368e-16-0.0345302j 1.19922e-17-0.104496j -2.96862e-16-0.00654816j 8.66213e-16+0.0683629j -3.00172e-16+0.0279803j -1.30732e-15+0.0398648j -5.43918e-16+0.0559071j 7.53205e-16+0.0121551j -6.64055e-16-0.14217j 6.03789e-16+0.0161005j 6.6009e-16-0.0310483j -2.40021e-16-0.022404j 1.5379e-15-0.039195j 5.55482e-16+0.044276j -1.7353e-15-0.0634767j -2.47613e-15+0.00883581j 3.56055e-15+0.0670008j -1.06904e-15-0.0311728j 3.89827e-14+0.106921j 2.55998e-16+0.0980826j -1.26774e-15-0.0978589j -4.94902e-16-0.0367453j -1.98564e-15-0.00821181j -8.84357e-16-0.0287483j -4.73033e-16+0.0506326j 1.77655e-15-0.0863501j -2.32116e-15-0.0700566j -1.11701e-15-0.0499669j 8.01098e-16+0.0600722j -5.90346e-14+0.0397932j 3.35662e-15+0.108723j 2.88948e-16+0.175887j 2.10567e-15+0.0650448j 8.28711e-16-0.0603314j -3.76258e-15-0.262954j 1.31865e-15+0.0963734j -1.2612e-16-0.0337897j -1.561e-16+0.0702873j 1.97163e-15-0.0541556j 1.29825e-15+0.0632401j 2.08305e-14+0.195581j 9.61436e-16-0.0669787j 1.93805e-15-0.212156j -2.97002e-15-0.418028j 1.45029e-15+0.0761988j 3.01165e-16-0.115231j -2.50321e-17+0.0424264j 9.35062e-17+0.0463553j 1.32615e-15+0.0890586j 2.69577e-16+0.186278j 9.56915e-16+0.170526j -8.63171e-16-0.152597j 1.10607e-16-0.0607012j 1.70715e-16+0.0518295j -4.9973e-16-0.118124j -1.19203e-15-0.115022j -7.8018e-17+0.0026218j 3.67771e-16-0.0214785j -1.92645e-16-0.0264899j -5.804e-16-0.016289j 
4.33551e-15-0.0563706j -7.5808e-16+0.0242082j -2.47231e-15+0.0278972j 3.25666e-15-0.0537844j -2.25072e-15+0.025694j 4.97032e-15-0.0488739j -1.46401e-15+0.0167262j -3.15401e-15+0.0555135j 6.73615e-15-0.0764694j -1.89353e-15+0.0306656j 3.56619e-15-0.0387277j -6.39383e-15+0.0916474j -7.11332e-15+0.0979308j 6.8409e-16-0.00984703j -1.88823e-15+0.0391008j -1.12103e-15+0.026952j 2.43571e-15-0.0354167j 7.85865e-15-0.121148j -2.37842e-15+0.0199364j -4.34273e-15+0.0637287j 3.46486e-15-0.0477796j -3.95437e-15+0.0565014j -3.77216e-15+0.0251815j 7.10897e-15-0.090914j -8.48855e-15+0.137445j -3.59084e-16-0.00650332j 3.53647e-15-0.0595301j -5.29824e-15+0.156551j -5.68678e-15+0.0145794j 1.28408e-15-0.00918241j 1.95656e-14+0.0707268j 4.59591e-15-0.0304858j 1.48844e-15-0.0250991j 9.83268e-15-0.0979826j -8.01811e-16+0.163819j 3.84975e-16+0.00686509j -2.68312e-16+0.00367758j -7.02192e-15+0.0471248j -3.49212e-16+0.00666649j -1.58008e-14-0.0418122j -1.48313e-14-0.0430583j 2.86189e-14-0.0173181j -2.77078e-15+0.0700149j 6.48323e-15-0.0717712j 8.58002e-15-0.0999968j -5.63745e-15+0.0718114j -1.86607e-14+0.244026j -2.13682e-15+0.0577283j 3.12623e-15-0.0351937j -1.6598e-15+0.0251575j 1.79629e-16-0.0184379j 2.23059e-15-0.0254484j 2.05749e-15+0.0120166j -7.90283e-15+0.0945612j -2.01193e-14+0.232205j -9.38958e-15+0.104915j 2.38383e-15-0.0406667j -5.70952e-15+0.0416335j 6.83134e-15-0.0691422j -5.71455e-15+0.105474j 3.7153e-15-0.0396438j 8.48497e-16+0.0319588j 7.52147e-15-0.0949501j -1.67089e-15-0.0116534j 2.57338e-15-0.025981j 5.36996e-15-0.0705378j -1.41677e-15-0.0113653j -7.92948e-15+0.121926j -3.50609e-16+0.010826j 1.43623e-16+0.00656429j -4.58986e-15+0.0641975j -3.34626e-15+0.0482379j 
6.54749e-16+0.0464615j -2.97763e-16+0.0754562j 3.06386e-16-0.0590596j -7.36128e-16-0.0335893j -4.34912e-16-0.00916883j -8.71337e-16+0.0763263j -2.23443e-16-0.00298006j 1.94066e-16+0.10045j -4.9263e-16+0.0924867j -1.00439e-15+0.156767j -1.02856e-15+0.0175446j -2.60604e-16+0.0678355j 2.64081e-16+0.0328366j 8.44091e-16-0.0160894j -2.97455e-16+0.023615j 7.00359e-16+0.00506747j -7.86757e-17-0.0248289j -4.0018e-16+0.0607517j -1.73378e-16-0.0331399j 8.79427e-17-0.0289622j 1.77748e-16+0.0188998j -7.05623e-16+0.105334j -2.2927e-15+0.0377985j -4.67899e-16-0.0305707j 9.90221e-16+0.0285148j 7.46033e-16-0.0436905j 2.56706e-15+0.0804227j 1.74213e-15+0.11255j 1.84066e-15+0.101422j -1.5512e-15+0.0323594j 1.25519e-14+0.0321027j -8.70144e-16+0.105387j -1.96003e-16+0.0367348j 8.09859e-16-0.0348115j 6.72695e-15+0.122508j -9.95041e-16+0.0332736j -9.60507e-16+0.156384j 1.58075e-15-0.0723559j -1.32089e-15-0.0837377j 2.89481e-14+0.0901416j 2.62696e-14+0.0304695j -1.66009e-13+0.11j -3.69851e-15-0.0746445j -1.08682e-16+0.0314046j -4.42451e-16-0.0624231j -1.51304e-16+0.0416453j -2.79208e-17-0.112974j -2.83886e-16+0.00919667j 1.86317e-16-0.0160752j -7.1845e-17+0.0332832j 2.41662e-15-0.0157771j 8.6506e-18+0.0603311j -1.21427e-15-0.00726519j 8.94628e-16-0.0364054j 1.38365e-15+0.0029033j 9.16818e-16-0.0791571j 5.20417e-16+0.0410631j 1.27414e-15-0.142393j 5.72272e-16+0.0555896j 6.8118e-16+0.0137189j -1.01765e-15-0.0379374j -5.72399e-16-0.00913362j 9.86392e-18+0.0805948j 7.32837e-16-0.0837981j 6.50074e-16+0.0869561j -3.25424e-16-0.0863811j 1.13158e-15-0.0919148j 1.05082e-15-0.0337782j 4.76084e-16-0.0802286j 3.63465e-16+0.0338143j 4.24981e-17+4.43665e-05j -6.35249e-17-0.0170593j 
-1.22573e-15+0.054401j 8.12991e-16+0.00700084j 8.82928e-16+0.00359828j 1.21463e-15-0.113357j 3.27789e-15-0.102005j -1.34922e-15+0.0623557j -4.05686e-17-0.087909j 8.32375e-16-0.0189344j -2.61509e-15+0.0737892j 1.98299e-15-0.0424111j -1.80533e-15+0.0619912j 1.6023e-15-0.0401301j -2.79871e-16+0.0781336j 8.83269e-16+0.0316372j 9.06932e-16+0.00492074j -5.84028e-17+0.0408498j -1.29766e-15+0.0300733j -1.49322e-15+0.0161069j 1.23638e-15-0.134302j 6.66874e-16-0.0825284j 2.61942e-16+0.0204261j -2.93991e-16-0.0249495j -9.09818e-16+0.0417832j -2.97983e-15+0.108295j 2.88717e-15-0.030903j 7.8723e-16+0.0244216j 4.00051e-15+0.112815j 8.7458e-16-0.0547094j 3.47021e-15-0.0213934j -2.96085e-16-0.0139212j -3.32683e-15-0.00986054j -2.58916e-15+0.0306645j 1.55964e-16+0.0378369j -3.42707e-15+0.0867659j -1.7171e-15-0.0898888j -2.67623e-15+0.0922507j -1.10509e-15+0.0387595j 3.05758e-15-0.103442j -6.87418e-16-0.0849325j 6.90403e-15+0.0376314j 6.72823e-15-0.00730801j -8.793e-14+0.0580394j 5.47503e-18-0.00140722j -1.98779e-15+0.0786875j -2.26342e-15+0.0324018j 2.153e-16+0.0409712j 1.89563e-15-0.306046j -4.20389e-16+0.0430775j 5.00479e-16+0.0415349j -5.18393e-16+0.010703j -1.70318e-15+0.0178859j -1.30739e-16-0.0754264j 8.3715e-15+0.117734j 1.30375e-15-0.0766917j 3.4067e-15-0.0439983j 1.17443e-15-0.0226027j -1.11073e-15+0.0186871j 1.37548e-15-0.0922662j -9.39612e-16+0.0792831j 2.03095e-15+0.0341482j -4.18011e-17+0.122468j 1.99499e-16+0.0597916j -1.03514e-15-0.0507666j 2.20449e-15-0.16126j -1.63814e-15+0.08674j -6.81867e-16+0.106884j 5.86536e-16-0.0711862j 1.79471e-15+0.0117883j 5.89788e-17+0.0742204j -6.62821e-16+0.0697027j 6.15984e-16+0.000285091j 1.06405e-15-0.0258499j 
8.21929e-16-0.0201014j 3.60156e-16-0.0249609j -2.42469e-15+0.0814826j 2.34601e-16-0.0380898j 1.64185e-15-0.0400562j 2.31554e-15-0.096011j 2.1426e-15-0.0970147j 1.06925e-15-0.0770986j 4.4857e-15-0.15521j 3.45804e-16-0.00649797j 4.32161e-16+0.0064513j 2.14915e-15-0.0822205j 8.31278e-16+0.0167082j -1.63272e-15+0.052391j 2.0411e-15-0.0858122j -2.25574e-15+0.134074j 2.12137e-15-0.0526013j 3.18968e-15-0.0931734j 4.97649e-16-0.024572j -1.29054e-16-0.00808778j 1.15174e-15-0.0363959j 4.53394e-15-0.111992j 2.27654e-15-0.0137484j 1.27433e-15-0.00798136j -3.97612e-15+0.106603j -5.90132e-16-0.0223924j -1.07932e-15-0.0488837j 1.59613e-15+0.0100524j 7.19302e-16-0.038314j 4.09804e-16-0.0571741j -2.79172e-14-0.0895384j -2.18802e-15+0.0250854j 6.87183e-16-0.0153226j -2.00985e-15+0.0351011j -2.94511e-15-0.0900767j 1.51614e-15-0.0400561j 2.05879e-15-0.0109286j 8.37538e-16-0.0152917j -2.09768e-15+0.117466j -1.07686e-14-0.0117052j -6.30284e-15-0.0380056j -2.04874e-13+0.132641j 7.07596e-16+0.052825j 2.54731e-15-0.126102j -2.93657e-15+0.0490447j 2.58777e-15-0.137054j -2.86743e-15+0.0904456j -1.31656e-15+0.0724725j -1.95406e-15+0.0934836j 3.58686e-15-0.112762j -6.73094e-16+0.046955j -1.08962e-15+0.019109j -6.95798e-15-0.106886j 9.78289e-16-0.0245516j -8.57217e-16+0.0385013j 7.25869e-16-0.0617167j -1.29913e-15+0.0405882j -1.16762e-15+0.0368205j 1.20239e-15-0.00914584j -7.02846e-16+0.0367254j -8.7313e-16+0.0708228j -3.21521e-15+0.0973886j 1.5165e-16+0.0282327j -3.92372e-15+0.0996438j 1.3297e-15-0.0335996j -1.00137e-15+0.0597694j -1.04481e-15+0.06769j -2.5676e-15+0.0789721j -2.36015e-15+0.0779539j 2.01863e-16+0.00572617j -3.58161e-18-0.028787j -1.21712e-15+0.0288717j 
1.31619e-17-0.00625235j 3.69049e-16-0.0646885j -6.67626e-16+0.00144837j 1.40656e-15+0.0016667j 1.66706e-15-0.0239219j 1.00826e-15-0.0113783j 2.69349e-16-0.0140899j 1.21451e-16+0.0369765j 7.94497e-16+0.124806j 1.64035e-15-0.0338998j -4.51654e-16-0.012456j -2.53724e-16-0.0250415j 4.87568e-16-0.144676j -1.10628e-15+0.00582599j 1.52801e-15-0.0550393j -1.1504e-15-0.0591753j 3.70494e-16+0.0762612j 3.96467e-16-0.0330024j -2.95135e-16+0.00728823j -4.02499e-16-0.0336067j 7.34015e-16-0.0172688j 1.19033e-15-0.0220051j 3.38427e-15-0.0930873j -1.14134e-15-0.0139254j 1.07162e-15-0.0615398j 3.5227e-16+0.185077j 4.67769e-15+0.0301416j -9.28489e-16+0.0464064j 4.05511e-15+0.0446002j -1.65267e-15-0.0401833j 1.66803e-14+0.0470458j 1.18237e-16+0.0327565j -6.31418e-18-0.0732654j -1.29289e-16+0.0869464j 5.63785e-15+0.0392039j 1.9963e-16+0.137246j -7.73705e-16-0.0868965j 1.05773e-15-0.112381j -3.00627e-15-0.116114j -1.70354e-14-0.0267415j -1.38853e-14-0.0449689j -3.11485e-14+0.0206993j 5.15372e-16+0.0594782j 1.27482e-15+0.114571j 4.01667e-16+0.054504j -5.54284e-17-0.0740498j -3.76512e-15-0.142763j -3.92111e-16+0.0859112j 3.41623e-16-0.0288152j 4.0259e-16+0.0963826j -4.7238e-16+0.0724446j 4.39371e-16-0.0539091j 9.47418e-15+0.0966886j -4.74526e-16-0.0469181j -1.46531e-15-0.053165j -1.61806e-15-0.163518j 2.36618e-15+0.143304j -5.62971e-16+0.00163652j 5.56824e-16-0.0235033j -1.41036e-15-0.0449232j -2.76487e-16+0.103385j 1.58957e-16+0.00634053j 9.26996e-16+4.98977e-05j -1.08888e-15-0.0148073j 2.89454e-16+0.0450263j -2.32862e-16-0.0383024j -8.32502e-16-0.0166685j -1.86399e-15-0.0389368j -4.35074e-16+0.00755907j -6.54411e-17-0.00798768j -4.00902e-16+0.0526056j -7.30978e-16-0.0315143j 
1.08521e-15+0.0479241j 8.48097e-16+0.065447j 8.5649e-17+0.00840991j 5.41713e-16+0.0219051j 2.33908e-16-0.152833j 1.31316e-15+0.0772625j -3.27011e-16+0.0140103j 1.45644e-15+0.1237j 7.82413e-17-0.0532883j -1.08568e-15+0.0277456j 1.35938e-16+0.0352137j 1.2834e-15+0.0442165j 1.16686e-15+0.037759j 9.88333e-16+0.0702873j 1.50073e-15+0.0541966j -2.17109e-15-0.0987087j -2.12249e-15-0.159228j -2.34178e-16-0.0055412j -1.94807e-16-0.0313554j -3.98935e-17-0.054294j 5.59899e-16+0.133853j 5.13638e-16-0.0254743j 3.92889e-18-0.00193544j -8.43069e-16-0.00179062j -7.80655e-17+0.0493863j 1.0422e-15-0.0406203j 2.76723e-15+0.0683808j 3.42948e-15-0.0242374j -3.52974e-15-0.061012j 3.1073e-15+0.0526202j -2.1669e-14-0.0613073j -1.06468e-15-0.0707783j 1.70718e-15+0.0540968j -1.71278e-15+0.00863668j -5.60888e-15-0.0770563j -7.2459e-16-0.0976043j 2.18222e-15-0.0183249j -3.54458e-16+0.0294066j -6.63937e-16+0.0182977j -1.11102e-15+0.0271409j -2.23584e-15-0.0423414j -1.86028e-13+0.1224j -1.48689e-15-0.0596147j -6.47769e-16-0.0522301j -6.16777e-16+0.197949j -1.21966e-15-0.0420123j -2.58962e-15-0.0580621j 1.20054e-15+0.0755678j 2.61216e-15+0.183741j -1.43124e-16-0.130357j -3.31675e-15-0.0321264j 3.81668e-16+0.109293j 1.79306e-15+0.0195396j -1.55121e-15-0.125607j 7.91235e-16-0.156571j 7.26613e-16+0.03195j 1.9546e-15+0.102003j -2.81707e-15-0.1892j 6.79638e-16+0.0417348j 5.29842e-16+0.0178788j 4.29543e-16-0.0363522j -1.12527e-16+0.199885j 3.10933e-16+0.0662239j -8.47591e-16-0.0168803j -5.37989e-16-0.00788598j 3.29002e-16-0.0350473j -2.40373e-15-0.196675j -2.12834e-15+0.00693375j -1.70443e-16+0.028538j -1.04271e-16+0.0100549j -2.34108e-16-0.0136961j -4.24706e-16+0.0139646j 
-2.3287e-15-0.0102224j 2.2093e-16-0.00214626j 1.7191e-15+0.0146052j -3.71176e-15-0.0646989j -2.84867e-15-0.0384836j -6.44781e-15-0.0321685j 8.6585e-15+0.000827755j -8.3157e-16-0.0136763j -4.03737e-15-0.0378248j -8.71803e-15-0.116103j 8.71578e-15+0.0757451j 4.47111e-15+0.015755j 3.84701e-15+0.0923098j -9.98252e-15-0.0574109j -7.67015e-15-0.0808088j 5.75141e-15+0.0335088j 6.37392e-15-0.00678406j -1.07353e-14-0.136652j 2.82135e-15+0.019149j 2.17753e-15+0.0197038j -1.91477e-15-0.0593328j 3.48525e-15+0.049061j 3.44504e-15+0.00345309j 8.80654e-15+0.0362294j -3.76215e-15-0.00910527j 2.90139e-15+0.0461599j -5.45829e-15+0.0116833j -2.37823e-15-0.0383731j -3.48657e-14-0.169476j 4.12842e-15-0.00220348j 2.78537e-14+0.0568868j 4.22342e-15+0.0293588j -1.83251e-14-0.122361j -4.64615e-15-0.0944133j -4.27278e-15-0.0578816j 1.30388e-14+0.119042j -1.75411e-14-0.0982326j 4.95248e-15+0.0644613j -1.30671e-14-0.0737997j 6.60845e-15+0.0619646j 1.10526e-14-0.0319783j 6.03845e-14-0.0456891j 1.91536e-14+0.148866j 1.79677e-14+0.0882689j 8.41614e-15-0.029379j 2.47474e-14+0.136882j 4.07959e-15+0.0259548j 7.79454e-15+0.0552374j -4.08111e-15-0.0380646j -1.0395e-14-0.0680918j 8.803e-15-0.0854935j -2.32049e-15-0.0590464j 3.73452e-14+0.0957853j 1.50846e-14+0.0774308j 9.13794e-15+0.192978j -4.26699e-15+0.00333898j -1.14136e-14-0.0914876j -4.15078e-15-0.0611999j -1.49655e-14-0.142516j 6.13257e-15+0.0668528j 9.59066e-15+0.109887j 2.48557e-14+0.0697727j -1.2413e-14-0.125094j -1.3506e-14-0.0650284j -1.0102e-14-0.0759162j -4.54578e-15+0.0128032j -2.79941e-15+0.00435763j 1.97018e-14+0.0516113j 6.48968e-15+0.00950773j -1.26031e-15-0.00316832j 2.36151e-15+0.00876631j 7.5711e-15+0.0307925j 
