-0.38487-0j -0.00831314-0j -0.325342-0j 0.315702-0j -0.296996-0j -0.007274-0j -0.00484933-0j 0.416036-0j -0.212184-0j 0.291182-0j -0.00300037-0j 0.365269-0j 0.297231-0j 0.269976-0j 0.0894371-0j -0.0519308-0j -0.00111019-0j -0.0428407-0j 0.0415712-0j -0.0383179-0j -0.0262345-0j -0.000938479-0j 0.0536763-0j -0.000856711-0j -0.0265063-0j -0.0249904-0j 0.0363748-0j 0.0242499-0j 0.04563-0j -0.000612064-0j -0.00773101-0j 0.0495073-0j 0.0150039-0j 0.031797-0j 0.0325996-0j 0.0200994-0j 0.00537914-0j -0.0345988-0j -0.0049939-0j -0.000733862-0j -0.000105924-0j -0.0280282-0j -0.00404552-0j 0.0271977-0j 0.00392565-0j -0.0247186-0j -0.00356782-0j -0.0234501-0j -0.000605405-0j -0.00338473-0j -8.73827e-05-0j 0.0346261-0j 0.00499785-0j -0.000541491-0j -0.000370734-0j -0.0167535-0j -7.81575e-05-0j -5.35108e-05-0j -0.00241817-0j 0.022991-0j -0.0216287-0j 0.00331847-0j 0.0288408-0j -0.00832491-0j -0.00312184-0j 0.0209878-0j 0.00416281-0j -0.0012016-0j -0.000374575-0j 0.00302933-0j -0.000353153-0j -5.40653e-05-0j 0.0302979-0j -0.0089214-0j -5.09733e-05-0j 0.0201986-0j 0.00437312-0j 0.0194594-0j -0.00128769-0j 0.0149944-0j 0.00291541-0j 0.00280872-0j -0.000109251-0j 0.0266008-0j 0.00216426-0j -1.5769e-05-0j 0.0124972-0j 0.00383949-0j 0.0115971-0j 0.00180382-0j 0.0139024-0j 0.0016739-0j 0.00651327-0j 0.00200664-0j 0.000940109-0j 0.00146363-0j 0.000211256-0j 
1.14477e-05-0j 1.24931e-05-0j 9.67708e-06-0j 9.77737e-06-0j -4.31859e-05-0j 1.09314e-05-0j 4.78123e-05-0j 6.37667e-06-0j -3.08535e-05-0j -4.40856e-05-0j 4.50898e-06-0j -1.81844e-05-0j 4.55571e-06-0j 2.05849e-06-0j 4.53854e-07-0j -0.000221024-0j -0.000238733-0j -0.000182335-0j -0.000184225-0j 0.000797268-0j -0.000111657-0j -0.000201808-0j -0.000117722-0j 0.00090061-0j -0.000112814-0j -0.000697818-0j -0.000161197-0j -0.00070505-0j -6.64903e-05-0j 0.000643427-0j -3.29042e-05-0j 0.0005308-0j -6.64903e-05-0j 0.000169593-0j -4.7503e-05-0j -1.75254e-05-0j -3.34631e-06-0j -9.78903e-05-0j 0.00201334-0j -0.000104904-0j 0.0021576-0j -7.93002e-05-0j 0.00163099-0j -8.0122e-05-0j 0.0016479-0j 0.000341893-0j -0.00703183-0j -6.63473e-05-0j -8.65416e-05-0j 0.00136459-0j 0.00177993-0j -5.04826e-05-0j 0.00103829-0j 0.000378406-0j -5.29957e-05-0j -4.74008e-05-0j -0.00778281-0j 0.00108998-0j 0.000974908-0j -6.77295e-05-0j 0.000299156-0j 0.00139302-0j -2.7937e-05-0j -0.000832579-0j -0.00615285-0j 0.000302256-0j 0.00057459-0j 0.0171239-0j -5.35449e-05-0j -0.00621661-0j -0.000331204-0j 0.00110128-0j -4.41723e-05-0j 0.000123396-0j 0.00681199-0j -0.000193203-0j 0.000908507-0j -1.41133e-05-0j -0.00253792-0j 0.000215942-0j 0.00397366-0j 0.000290272-0j -1.56173e-05-0j 0.000125966-0j -0.00444136-0j 0.000321206-0j -1.82201e-05-0j -0.00259079-0j 3.28614e-05-0j 0.00037474-0j -1.0083e-05-0j -0.000675872-0j -3.14393e-06-0j 0.00020738-0j 6.46622e-05-0j -5.29418e-07-0j 1.08887e-05-0j 
-0.000601129-0j 0.00191613-0j 0.000488664-0j -0.00240692-0j -0.000463878-0j -0.00161231-0j 0.00111774-0j -0.000409714-0j 0.00096881-0j 0.00213483-0j -0.00337827-0j 0.00268798-0j 0.000855688-0j -0.00192916-0j -0.00476693-0j 0.00381465-0j -0.0120347-0j -0.00302623-0j 0.0149057-0j 0.0028147-0j 0.00192709-0j 0.00978311-0j 0.00248604-0j -0.00928689-0j -0.00569183-0j -0.0017653-0j -0.0125423-0j 0.00869502-0j -0.0157921-0j 0.0193957-0j -0.00388813-0j -0.00220501-0j -0.0262798-0j -0.0111119-0j 0.0329818-0j -0.00892823-0j 0.0333581-0j -5.40399e-05-0j 0.000741469-0j 0.000169151-0j -0.00232088-0j 4.20983e-05-0j -0.000577621-0j -0.000207356-0j 0.00284508-0j -3.86079e-05-0j 0.000529731-0j -3.66267e-05-0j -0.00013419-0j 0.000502547-0j 0.0018412-0j -3.40999e-05-0j 0.000467878-0j 0.00012481-0j 8.54519e-05-0j 7.6495e-05-0j -0.0017125-0j -0.00117247-0j -0.00104957-0j 0.000168561-0j 3.24863e-05-0j -0.00231279-0j 0.000212236-0j -1.30027e-05-0j -0.000445737-0j -0.000160012-0j -0.00291205-0j 0.000178407-0j -0.00025239-0j 0.00219548-0j -7.82778e-05-0j 0.00346298-0j 2.86931e-05-0j 6.80684e-05-0j 0.00107403-0j -1.98916e-05-0j -0.000393691-0j 0.000144596-0j -0.000933952-0j 0.000334185-0j 0.000272929-0j -0.00198397-0j -0.000172409-0j -0.000188245-0j -0.00458527-0j 0.00236559-0j 6.01205e-05-0j 0.00258286-0j -0.000113904-0j -0.0008249-0j -0.000301989-0j 0.00156285-0j 0.000333838-0j 0.00414352-0j -0.00458051-0j -0.000372266-0j 0.00510778-0j 
-7.8377e-07-0j -8.55341e-07-0j 6.37134e-07-0j -6.6941e-07-0j 1.77104e-06-0j -2.1075e-06-0j -4.98949e-07-0j 1.27841e-06-0j 1.26316e-06-0j 5.93738e-07-0j 1.50803e-06-0j -2.54672e-07-0j 9.11799e-07-0j 1.3553e-07-0j -3.10733e-08-0j 2.52913e-05-0j 2.73177e-05-0j -2.00641e-05-0j 2.10805e-05-0j 1.86616e-05-0j -8.76028e-05-0j -2.22068e-05-0j 1.34706e-05-0j -6.17284e-05-0j 0.000110503-0j -1.1704e-05-0j 5.19408e-05-0j 1.22969e-05-0j -2.2279e-05-0j -4.40266e-05-0j -2.57785e-05-0j -1.19479e-05-0j -3.71663e-05-0j 3.96965e-06-0j -1.589e-05-0j -1.92848e-06-0j 3.82911e-07-0j -7.04588e-08-0j -0.000464341-0j -7.55073e-08-0j -0.000497612-0j 5.4889e-08-0j 0.000361733-0j -5.76696e-08-0j -0.000380058-0j -5.03382e-08-0j -0.000331742-0j 1.39837e-07-0j 5.99013e-08-0j 0.000921565-0j 0.000394765-0j -3.6336e-08-0j -0.000239464-0j -5.57142e-08-0j 2.61539e-07-0j 9.97364e-08-0j -0.000367171-0j 0.00172361-0j 0.000657289-0j 4.68802e-08-0j -1.2403e-07-0j 0.000308952-0j -2.01083e-08-0j -1.69533e-08-0j -0.000817388-0j 1.30313e-07-0j -0.000132519-0j -0.000111726-0j -3.29907e-07-0j 0.000858796-0j 3.49424e-08-0j -0.00217417-0j -8.95295e-08-0j 8.87497e-08-0j 0.00023028-0j -2.1196e-08-0j -0.000590022-0j 2.97459e-08-0j 0.000584883-0j 9.29433e-08-0j -0.000139687-0j 0.000196033-0j 7.69617e-08-0j 1.78352e-08-0j 0.00061252-0j 0.000507197-0j 6.40629e-08-0j 0.000117539-0j -4.83831e-09-0j 0.000422191-0j 2.12157e-08-0j -3.18857e-05-0j 2.17612e-09-0j 0.000139817-0j 1.43412e-05-0j -3.81061e-10-0j -2.51129e-06-0j 
-1.73495e-05-0j 1.81843e-05-0j -1.4666e-05-0j 1.48064e-05-0j 3.92037e-05-0j -4.65918e-05-0j 1.06075e-05-0j 2.50046e-05-0j -9.565e-06-0j 1.36564e-05-0j 6.56306e-06-0j -2.64283e-05-0j -6.10068e-06-0j -3.24891e-05-0j -1.90056e-05-0j 0.000334972-0j -0.000347488-0j 0.000276338-0j -0.000278982-0j 0.000247164-0j -0.00116026-0j -0.000293743-0j 0.000157644-0j 0.000785201-0j -0.000500654-0j 0.000161197-0j 0.000714809-0j -0.00016274-0j -0.00138332-0j -0.000191575-0j 4.98677e-05-0j 0.0001454-0j -0.00010069-0j 0.000547531-0j 0.000337504-0j 0.000479728-0j 0.000198406-0j 0.000148357-0j -0.00305131-0j -0.000152694-0j 0.0031405-0j 0.000120183-0j -0.00247184-0j -0.000121333-0j 0.0024955-0j 0.000105991-0j -0.00217996-0j -0.00029444-0j -0.000125966-0j 0.00605585-0j 0.00259078-0j 6.76027e-05-0j -0.00139041-0j -0.000112667-0j 0.000528893-0j 7.1838e-05-0j 0.00231727-0j -0.0108779-0j -0.00147752-0j -0.000102567-0j -0.000271571-0j 0.00210952-0j 0.00019849-0j 3.56966e-05-0j 0.0055855-0j 0.00027417-0j -0.00408241-0j -0.000734184-0j 0.000228218-0j -0.00563896-0j -7.348e-05-0j -0.00469385-0j -0.000173212-0j 3.82543e-05-0j 0.00151129-0j 3.94349e-05-0j 0.0035625-0j -0.00065226-0j -0.00078679-0j -6.68926e-05-0j -0.000811071-0j 0.0134153-0j -2.27317e-05-0j 0.000183073-0j 0.0013758-0j 0.000467531-0j 2.43991e-05-0j -0.00376533-0j 0.000184003-0j -0.000501825-0j 0.00015914-0j -0.00378446-0j 0.000131655-0j -0.00327308-0j -0.00270779-0j 4.21513e-05-0j -0.00086694-0j 
6.9398e-05-0j 7.57352e-05-0j -0.000286571-0j 5.92721e-05-0j 5.35528e-05-0j -0.000323717-0j 4.41788e-05-0j 3.86565e-05-0j 0.000471305-0j -0.000267053-0j 0.00020006-0j 2.25496e-05-0j 0.000340206-0j -6.09588e-05-0j 2.75134e-06-0j -0.000890136-0j -0.000961457-0j 0.00358714-0j -0.000741935-0j -0.0006568-0j -0.00044968-0j 0.00397023-0j -0.000474104-0j -0.000741935-0j -0.00559678-0j 0.0020925-0j 0.00317127-0j -0.000432795-0j -0.000267778-0j -0.00652958-0j 0.00863666-0j 0.00213609-0j -0.00195988-0j -0.000139713-0j -0.00235665-0j 0.000344782-0j -1.34767e-05-0j 6.23869e-06-0j 0.00398251-0j 6.6857e-06-0j 0.00426787-0j -2.46881e-05-0j -0.0157598-0j 5.10629e-06-0j 0.00325964-0j 4.45713e-06-0j 0.00284525-0j 4.22841e-06-0j -2.69425e-05-0j 0.00269924-0j -0.017199-0j 3.21733e-06-0j 0.00205381-0j 4.93314e-06-0j 3.37749e-06-0j 3.72131e-05-0j 0.00314911-0j 0.00215605-0j 0.0237553-0j -2.10858e-05-0j -1.90512e-05-0j -0.0134603-0j 1.78046e-06-0j 1.50111e-06-0j -0.0121615-0j 3.94041e-06-0j 0.00113657-0j 0.000958244-0j 4.20367e-05-0j 0.00251539-0j -1.57165e-05-0j 0.0268345-0j -1.37519e-05-0j 1.17739e-05-0j -0.0100327-0j 1.87677e-06-0j -0.00877864-0j 8.99458e-07-0j 0.00751594-0j 3.46785e-05-0j 0.00119805-0j 0.000574176-0j -6.48688e-05-0j -8.02194e-06-0j 0.0221373-0j -0.0414095-0j 8.49883e-06-0j -0.00512087-0j 4.28402e-07-0j 0.0054253-0j 7.9159e-06-0j 0.000273474-0j -9.78781e-07-0j 0.00505318-0j -0.000624812-0j 3.37406e-08-0j 2.15385e-05-0j 
0.00016999-0j 3.67175e-06-0j -0.000138186-0j -0.000139439-0j -0.00025505-0j -3.08956e-06-0j -1.04708e-05-0j -0.000183755-0j 0.000532673-0j -0.000240467-0j -6.47355e-06-0j 0.000313681-0j 0.000383773-0j 0.00011467-0j -3.95026e-05-0j -0.00107872-0j -2.30613e-05-0j 0.00085577-0j 0.00086353-0j 0.00154758-0j -0.00054495-0j 1.87467e-05-0j 0.00111498-0j 3.46008e-05-0j 0.00160956-0j -0.0024404-0j -0.00072661-0j -0.00246254-0j 0.000947839-0j -7.22639e-05-0j 0.0010995-0j 0.00192281-0j -0.00152246-0j -0.00128422-0j -0.00197956-0j -0.000401499-0j 0.000111737-0j -0.00292247-0j -0.000209675-0j -6.19875e-05-0j -4.44735e-06-0j 0.00227668-0j 0.000163342-0j 0.00229732-0j 0.000164823-0j 0.00405958-0j 0.000291258-0j -0.00198077-0j 4.91759e-05-0j -0.000142112-0j 3.52816e-06-0j 0.00292479-0j 0.000209841-0j 8.89302e-05-0j -3.1315e-05-0j 0.00413685-0j 6.38037e-06-0j -2.24672e-06-0j 0.000296802-0j -0.00186751-0j -0.0034159-0j -0.000133986-0j 0.00243611-0j 0.00550802-0j -0.000245076-0j -0.00344687-0j 0.000174781-0j 0.000395177-0j 9.24915e-05-0j -0.000247299-0j -0.000140235-0j 6.63588e-06-0j -0.00246104-0j -0.00715731-0j -1.00613e-05-0j -0.00834063-0j -0.000176569-0j 0.00164368-0j -0.000513508-0j 0.0071988-0j -0.000598406-0j 0.000117928-0j 6.31816e-05-0j 0.00420114-0j 0.000516484-0j 4.53301e-06-0j -0.0051566-0j 0.000301415-0j -0.00190462-0j -0.000369964-0j -0.00343284-0j -0.000136648-0j -0.00052906-0j -0.000246292-0j -3.79578e-05-0j 0.000123629-0j 8.86987e-06-0j 
0.000841406-0j -0.000881891-0j -0.00207924-0j -0.000718073-0j 0.000649294-0j 0.00225577-0j -0.000514437-0j 0.000414128-0j 0.000394078-0j 0.0019361-0j -0.00392087-0j 0.0012817-0j 0.000251348-0j -0.00460605-0j 0.000921722-0j 0.000113531-0j -0.000117774-0j -0.000273792-0j -9.4555e-05-0j 8.37708e-05-0j 5.73539e-05-0j 0.000291036-0j 5.34301e-05-0j -9.08833e-05-0j 4.92289e-05-0j -0.000159712-0j 0.000241861-0j -5.51571e-05-0j 0.000160112-0j -5.51602e-05-0j 0.000532122-0j -0.000144061-0j -0.000420389-0j 0.000185574-0j 9.71776e-05-0j -0.000475309-0j 6.72453e-05-0j -0.00719493-0j 1.09177e-05-0j 0.00740525-0j -1.12368e-05-0j 0.0170386-0j -2.58546e-05-0j 0.00588435-0j -8.929e-06-0j -0.00514031-0j 7.79998e-06-0j -0.00487653-0j -0.0178585-0j 7.39971e-06-0j 2.70987e-05-0j -0.00327856-0j 4.97493e-06-0j 0.00546407-0j 0.00374099-0j -0.00295973-0j -8.29126e-06-0j -5.67664e-06-0j 4.49114e-06-0j -0.0145411-0j 0.0131483-0j 2.20649e-05-0j -0.00962624-0j -0.00173119-0j -1.99514e-05-0j 0.00454082-0j 1.4607e-05-0j 2.62694e-06-0j 0.00321102-0j -6.89031e-06-0j -0.0104174-0j -4.87245e-06-0j 0.00838616-0j -0.0228537-0j 1.58076e-05-0j -0.00191249-0j -1.27253e-05-0j -0.0108028-0j 3.46785e-05-0j 0.00275598-0j 2.90204e-06-0j 1.63923e-05-0j 0.0347084-0j 0.0259547-0j -4.18196e-06-0j -5.2667e-05-0j -0.0145764-0j -3.93841e-05-0j -0.00892369-0j 2.21184e-05-0j -0.00655656-0j 1.35409e-05-0j 0.018665-0j 9.94902e-06-0j -2.83226e-05-0j -0.00204423-0j 3.10194e-06-0j 
-0.000114501-0j 0.000242494-0j -9.6791e-05-0j -8.64104e-05-0j 0.000171796-0j 0.000212182-0j -0.000691521-0j -0.000243761-0j 0.000122737-0j 0.00015496-0j 8.75206e-05-0j 8.85127e-05-0j -0.000174152-0j 0.000258643-0j 0.000437146-0j 0.00146865-0j -0.00307846-0j 0.00121157-0j 0.00108164-0j -0.00210699-0j 0.000741935-0j -0.00260231-0j 0.00298962-0j 0.00461888-0j 0.000749624-0j -0.00345506-0j 0.000946431-0j -0.00308451-0j 0.000540598-0j 0.00329989-0j 0.00021864-0j -0.00536131-0j 0.000390383-0j 0.00563027-0j 0.000386222-0j -0.00502908-0j -0.00394792-0j -1.02933e-05-0j -0.00657081-0j 2.14067e-05-0j 0.0136651-0j -8.33853e-06-0j -0.00532297-0j -7.44424e-06-0j -0.00475209-0j 1.42983e-05-0j 0.00912745-0j -6.97652e-06-0j 1.76596e-05-0j -0.00445351-0j 0.0112732-0j -2.02879e-05-0j -0.012951-0j -3.0711e-05-0j 1.08143e-05-0j -4.98426e-06-0j -0.0196046-0j 0.00690337-0j -0.00318174-0j -6.29284e-06-0j 1.2511e-05-0j -0.00401709-0j -3.59445e-06-0j 1.93999e-05-0j 0.00798652-0j 1.11693e-05-0j -0.00229454-0j 0.0123841-0j 1.09263e-05-0j 0.00712998-0j -5.03601e-05-0j 0.00697491-0j -1.7752e-05-0j 5.16054e-06-0j -0.0321477-0j 5.78553e-05-0j -0.0113321-0j 1.86425e-05-0j 0.00329427-0j 7.9797e-06-0j 0.0369324-0j 0.0119006-0j 3.18685e-06-0j 6.44595e-06-0j 0.0050939-0j 0.00203435-0j -7.32231e-06-0j 0.00411482-0j -5.93504e-05-0j -0.00467425-0j 1.33189e-05-0j -0.0378868-0j 3.18352e-05-0j 0.00850221-0j 0.0203223-0j 1.62884e-05-0j 0.0103978-0j 
-5.22513e-07-0j -5.70228e-07-0j -4.41696e-07-0j -4.46274e-07-0j 1.97116e-06-0j -4.98949e-07-0j -2.18232e-06-0j -2.91054e-07-0j 1.40826e-06-0j 2.01222e-06-0j -2.05806e-07-0j 8.3e-07-0j -2.07939e-07-0j -9.39567e-08-0j -2.07155e-08-0j 1.68609e-05-0j 1.82118e-05-0j 1.39095e-05-0j 1.40536e-05-0j -6.08198e-05-0j 8.5178e-06-0j 1.5395e-05-0j 8.98042e-06-0j -6.87032e-05-0j 8.60607e-06-0j 5.32332e-05-0j 1.22969e-05-0j 5.37849e-05-0j 5.07223e-06-0j -4.9084e-05-0j 2.5101e-06-0j -4.04922e-05-0j 5.07223e-06-0j -1.29375e-05-0j 3.62378e-06-0j 1.33693e-06-0j 2.55274e-07-0j -4.69725e-08-0j -0.000309561-0j -5.03382e-08-0j -0.000331742-0j -3.80521e-08-0j -0.000250773-0j -3.84464e-08-0j -0.000253372-0j 1.64057e-07-0j 0.00108118-0j -3.18367e-08-0j -4.15269e-08-0j -0.000209812-0j -0.000273673-0j -2.4224e-08-0j -0.000159642-0j 1.81578e-07-0j -2.54299e-08-0j -2.27452e-08-0j 0.00119664-0j -0.00016759-0j -0.000149897-0j -3.24999e-08-0j 1.4355e-07-0j -0.000214183-0j -1.34055e-08-0j -3.99512e-07-0j 0.00094603-0j 1.45037e-07-0j -8.83459e-05-0j -0.00263289-0j -2.56934e-08-0j 0.000955833-0j -1.58928e-07-0j -0.000169326-0j -2.1196e-08-0j 5.92112e-08-0j -0.00104738-0j -9.2708e-08-0j -0.000139687-0j -6.77223e-09-0j 0.000390217-0j 1.0362e-07-0j -0.000610969-0j -4.46307e-05-0j -7.49392e-09-0j 6.04448e-08-0j 0.00068288-0j -4.93869e-05-0j -8.74291e-09-0j 0.000398347-0j 1.57685e-08-0j -5.7618e-05-0j -4.83831e-09-0j 0.000103919-0j -1.50861e-09-0j -3.18857e-05-0j -9.94212e-06-0j -2.5404e-10-0j -1.67419e-06-0j 
7.91892e-07-0j -8.29996e-07-0j 6.6941e-07-0j -6.75818e-07-0j -1.7894e-06-0j 2.12661e-06-0j -4.84164e-07-0j -1.1413e-06-0j 4.3658e-07-0j -6.23328e-07-0j -2.99561e-07-0j 1.20628e-06-0j 2.78457e-07-0j 1.48292e-06-0j 8.67482e-07-0j -2.55534e-05-0j 2.65082e-05-0j -2.10805e-05-0j 2.12822e-05-0j -1.88549e-05-0j 8.85107e-05-0j 2.24082e-05-0j -1.20259e-05-0j -5.98993e-05-0j 3.81925e-05-0j -1.22969e-05-0j -5.45293e-05-0j 1.24146e-05-0j 0.000105527-0j 1.46143e-05-0j -3.80417e-06-0j -1.10919e-05-0j 7.68117e-06-0j -4.17686e-05-0j -2.57466e-05-0j -3.65962e-05-0j -1.51354e-05-0j 7.11889e-08-0j 0.000469153-0j -7.32698e-08-0j -0.000482867-0j 5.76696e-08-0j 0.000380058-0j -5.82216e-08-0j -0.000383695-0j 5.08598e-08-0j 0.000335179-0j -1.41287e-07-0j -6.04445e-08-0j -0.000931115-0j -0.000398345-0j 3.24391e-08-0j 0.000213782-0j -5.40632e-08-0j 2.53789e-07-0j 3.44714e-08-0j -0.000356291-0j 0.00167253-0j 0.000227175-0j -4.92165e-08-0j -1.30313e-07-0j -0.000324349-0j 9.5245e-08-0j 1.7129e-08-0j -0.000858796-0j 1.3156e-07-0j 0.000627689-0j 0.000112884-0j 1.0951e-07-0j 0.000867016-0j -3.52593e-08-0j 0.000721701-0j -8.31153e-08-0j 1.83563e-08-0j -0.000232368-0j 1.89228e-08-0j -0.000547751-0j -3.12986e-07-0j 0.000120973-0j -3.20983e-08-0j 0.000124706-0j -0.00206266-0j -1.09078e-08-0j 8.78475e-08-0j -0.000211536-0j -7.18851e-05-0j 1.17079e-08-0j 0.000578937-0j 8.82938e-08-0j 7.71579e-05-0j 7.6363e-08-0j 0.000581879-0j 6.31745e-08-0j 0.000503252-0j 0.000416336-0j 2.02262e-08-0j 0.000133296-0j 
0.000156819-0j -0.000835374-0j 0.000132564-0j 0.00241915-0j 0.000121014-0j -0.000730952-0j -0.000487302-0j -0.0037724-0j 8.64565e-05-0j 0.00223125-0j -0.000301502-0j 0.00156408-0j -0.00269513-0j 0.00394345-0j -0.00603154-0j -0.000995146-0j 0.00524675-0j -0.000820953-0j -0.0149815-0j -0.000734283-0j -0.000502729-0j 0.00443524-0j 0.02289-0j 0.0040488-0j -0.000507939-0j -0.000478889-0j -0.0131088-0j -0.0087392-0j -0.00918908-0j 0.0028926-0j -0.000148149-0j 0.0211121-0j -0.0054071-0j -0.0218431-0j -0.006565-0j 0.0116521-0j 0.0136779-0j 1.40976e-05-0j -0.00019343-0j -7.37446e-05-0j 0.00101183-0j 1.14204e-05-0j -0.000156697-0j 0.000208409-0j -0.00285954-0j 1.00718e-05-0j -0.000138193-0j 9.55498e-06-0j -6.08362e-05-0j -0.000131102-0j 0.00083472-0j -0.000313972-0j 0.00430794-0j -5.44135e-05-0j -3.72544e-05-0j 6.82641e-06-0j 0.000746596-0j 0.000511159-0j -9.36636e-05-0j 0.000176175-0j 8.81285e-06-0j -0.00241725-0j 0.000123496-0j 3.39207e-06-0j -0.000120919-0j 0.000160825-0j -0.00169446-0j -4.65418e-05-0j -3.76405e-05-0j -0.00220664-0j -3.54878e-05-0j 0.000516457-0j -0.000274725-0j 3.63512e-06-0j 0.00048692-0j -0.00018315-0j 0.00376944-0j 0.000284237-0j -4.98766e-05-0j 0.000114899-0j 0.00251296-0j -0.00389995-0j -1.09785e-05-0j 0.000113904-0j -0.0015765-0j 0.000150633-0j -0.000113318-0j -0.00156285-0j -0.000142953-0j 0.00155482-0j 0.000203069-0j 0.00196143-0j -0.000439247-0j -0.00278626-0j 0.00602682-0j 0.00037511-0j -0.0051468-0j 
6.01004e-05-0j 6.55886e-05-0j -0.000248178-0j 5.13312e-05-0j 4.63781e-05-0j -0.000280347-0j 3.826e-05-0j 3.34775e-05-0j 0.000408162-0j -0.000231274-0j 0.000173257-0j 1.95285e-05-0j 0.000294627-0j -5.27919e-05-0j 2.38273e-06-0j -0.000381386-0j -0.000411944-0j 0.00153694-0j -0.000317888-0j -0.000281411-0j -0.000192669-0j 0.00170108-0j -0.000203133-0j -0.000317888-0j -0.00239798-0j 0.000896546-0j 0.00135875-0j -0.000185434-0j -0.000114732-0j -0.00279765-0j 0.00370044-0j 0.000915224-0j -0.000839726-0j -5.98612e-05-0j -0.00100972-0j 0.000147724-0j -5.77419e-06-0j -0.00103325-0j -7.41314e-05-0j -0.00110728-0j -7.94431e-05-0j 0.00408884-0j 0.000293357-0j -0.000845703-0j -6.06757e-05-0j -0.00073819-0j -5.29621e-05-0j -0.000700308-0j 0.00446222-0j -5.02442e-05-0j 0.000320145-0j -0.000532854-0j -3.823e-05-0j -0.000817027-0j -0.00055938-0j -0.00616324-0j -5.86183e-05-0j -4.01332e-05-0j -0.000442187-0j 0.00349224-0j 0.00315526-0j 0.000250553-0j -0.00029488-0j -0.000248613-0j 0.000226377-0j -0.00065261-0j -2.11564e-05-0j -1.7837e-05-0j -0.00696211-0j -4.6822e-05-0j 0.00260296-0j -0.000499503-0j 0.00227759-0j -0.00194999-0j 0.000186751-0j -0.000310831-0j 0.000163408-0j -0.000148968-0j -0.000139904-0j -0.00574345-0j -2.23009e-05-0j -1.06878e-05-0j 0.0107436-0j 0.00132859-0j -0.000412069-0j 0.000770806-0j -0.00140758-0j 9.53211e-05-0j -7.0952e-05-0j -0.000100988-0j -0.00131103-0j -5.09051e-06-0j 0.000162106-0j -9.4061e-05-0j 1.16304e-05-0j -5.58811e-06-0j -4.00924e-07-0j 
-9.91606e-05-0j 0.000210006-0j -8.38235e-05-0j -7.48336e-05-0j 0.000148779-0j 0.000183755-0j -0.000598875-0j -0.000211104-0j 0.000106293-0j 0.0001342-0j 7.57951e-05-0j 7.66543e-05-0j -0.00015082-0j 0.000223992-0j 0.00037858-0j 0.000629254-0j -0.00131899-0j 0.000519108-0j 0.000463435-0j -0.000902757-0j 0.000317888-0j -0.00111498-0j 0.00128093-0j 0.00197899-0j 0.000321182-0j -0.00148034-0j 0.000405506-0j -0.00132158-0j 0.000231623-0j 0.00141386-0j 9.3678e-05-0j -0.00229709-0j 0.000167263-0j 0.00241233-0j 0.00016548-0j -0.00215475-0j -0.00169151-0j 0.00170478-0j 0.000122311-0j -0.00354538-0j -0.000254366-0j 0.00138103-0j 9.90829e-05-0j 0.00123291-0j 8.84565e-05-0j -0.00236809-0j -0.0001699-0j 0.00115545-0j -0.00292479-0j 8.28987e-05-0j -0.000209841-0j 0.00336009-0j 0.000241072-0j 0.00508636-0j -0.00179106-0j 0.000825493-0j 0.000364925-0j -0.000128501-0j 5.92257e-05-0j 0.00104222-0j -0.00207208-0j 7.4775e-05-0j 0.000595312-0j -0.00321301-0j -0.000148663-0j -0.00184985-0j 4.27112e-05-0j -0.00023052-0j -0.00180962-0j -0.000132719-0j 0.00834063-0j -0.000129833-0j 0.00294008-0j -0.000854688-0j 0.000598406-0j -0.00958199-0j 0.000210938-0j -0.00308758-0j -6.13203e-05-0j -0.0013216-0j -0.000687468-0j -0.000221521-0j -0.000527805-0j -0.00106758-0j -9.48191e-05-0j -3.78678e-05-0j 0.00121272-0j -7.65942e-05-0j 0.00982961-0j 8.70076e-05-0j -0.00220587-0j 0.000705234-0j -0.00527255-0j -0.000158262-0j -0.000378283-0j -0.00269769-0j -0.000193548-0j 
