-0.0415727-0j -0.0420036-0j -0.00488403-0j -0.00604367-0j -0.00352548-0j -0.00298146-0j -0.000430337-0j -0.00347837-0j -0.00213006-0j -0.00050206-0j -0.000307448-0j -0.00304358-0j -0.000439302-0j -0.00125541-0j -0.000181203-0j -0.00217052-0j -0.000383698-0j -3.19748e-05-0j -0.00245187-0j -0.00200194-0j -0.000433433-0j -0.00202269-0j -3.61194e-05-0j -0.000353896-0j -0.0017517-0j -2.94914e-05-0j -0.000357564-0j -0.00144508-0j -0.000309659-0j -2.9797e-05-0j -0.000461709-0j -2.58049e-05-0j -0.000255456-0j -8.16194e-05-0j -2.1288e-05-0j -6.80162e-06-0j -0.00171057-0j -0.000285094-0j -0.000174584-0j -0.00189325-0j -3.56368e-05-0j -2.09992e-06-0j -0.00149675-0j -0.000315542-0j -0.00099783-0j -0.00151226-0j -0.000193229-0j -3.94427e-05-0j -0.000249458-0j -0.0017462-0j -2.32418e-06-0j -0.000166305-0j -0.000152761-0j -0.000617376-0j -0.000252043-0j -0.00101862-0j -0.000101841-0j -0.000154344-0j -3.11822e-05-0j -0.00108041-0j -0.000291034-0j -2.07881e-05-0j -1.83743e-06-0j -3.15053e-05-0j -0.000630238-0j -0.000102896-0j -0.000178221-0j -0.00016977-0j -1.22495e-06-0j -1.85647e-06-0j -0.000164413-0j -6.30107e-05-0j -0.000180068-0j -3.63792e-05-0j -0.000103962-0j -1.2862e-05-0j -0.000110269-0j -0.00010504-0j -2.12212e-05-0j -2.14367e-06-0j -2.25085e-05-0j -7.57901e-07-0j -6.43234e-05-0j -2.74022e-05-0j -1.25047e-06-0j -1.313e-05-0j -1.32633e-06-0j -1.67803e-05-0j -7.7369e-07-0j -3.42527e-06-0j -2.01836e-07-0j 
3.85614e-05-0j -4.01026e-05-0j 0.000668921-0j -0.000804183-0j 0.000482853-0j -2.84653e-06-0j -0.00559726-0j -3.32095e-06-0j 5.9852e-06-0j -0.00653014-0j 0.0117689-0j 2.82311e-06-0j 0.00555121-0j -1.1986e-06-0j -0.00235685-0j -2.07229e-06-0j 5.25516e-05-0j 0.0191877-0j -2.3409e-06-0j 1.85693e-06-0j 5.93634e-05-0j -1.93115e-06-0j 0.0216749-0j -4.70902e-05-0j 4.92205e-06-0j -0.0171936-0j 4.89723e-05-0j 1.3404e-06-0j -0.000124819-0j 0.0178808-0j -4.40814e-07-0j -0.0455741-0j -3.39915e-05-0j 1.11787e-05-0j -0.012411-0j 0.00408158-0j -1.63315e-06-0j 3.90468e-05-0j -1.66683e-07-0j -1.80757e-06-0j -0.000463517-0j 0.00520558-0j 1.38833e-06-0j 4.32169e-05-0j -9.52672e-07-0j -1.44382e-06-0j -1.84484e-07-0j -0.000513019-0j -3.31933e-05-0j 1.61972e-06-0j 0.00576153-0j 2.27773e-05-0j 1.41696e-07-0j 2.89684e-06-0j 3.452e-05-0j -9.7252e-07-0j -9.72317e-08-0j -1.47359e-07-0j 0.000394031-0j 3.03581e-06-0j -3.87255e-05-0j -0.000270385-0j -0.00442522-0j -0.00040978-0j 5.84586e-07-0j -6.92601e-05-0j 1.65312e-07-0j 2.32518e-05-0j 0.00303659-0j 0.00460209-0j -1.56972e-07-0j 2.95657e-07-0j -7.25827e-05-0j 0.000459703-0j -9.92574e-08-0j 0.000822173-0j 3.09841e-07-0j -1.39768e-05-0j -0.000276018-0j -0.00516276-0j 0.000861615-0j -0.00923352-0j 5.96641e-08-0j 3.75303e-06-0j 0.00309985-0j 0.000165916-0j -0.00967648-0j -1.60209e-08-0j -0.00186334-0j -4.45515e-05-0j 0.000500341-0j 
-0.000481232-0j 0.000485927-0j 0.00266572-0j -0.00318436-0j 0.00172765-0j 0.00329956-0j 0.000474741-0j -0.00371609-0j 0.00235732-0j -0.000534672-0j 0.000339171-0j -0.00336628-0j -0.00048434-0j 0.00656662-0j 0.000944806-0j -2.51252e-05-0j -0.020022-0j 5.30962e-05-0j 2.73985e-05-0j -2.31738e-05-0j 0.0218335-0j 2.33999e-05-0j -5.79002e-05-0j -0.0184669-0j 1.95744e-05-0j 4.89723e-05-0j 0.0186471-0j -1.50189e-05-0j 0.0155986-0j -4.94501e-05-0j -5.60445e-05-0j -4.13659e-05-0j -0.0119684-0j -0.0446612-0j 3.17389e-05-0j 0.000118437-0j -1.98009e-05-0j 0.000155606-0j 0.000388442-0j 2.11562e-05-0j -0.00375861-0j 4.6575e-06-0j -1.73258e-05-0j -0.000166256-0j -1.15505e-05-0j 1.74948e-05-0j -0.000415029-0j 0.00401587-0j 0.000136155-0j 1.9513e-05-0j -4.97628e-06-0j 9.077e-05-0j 0.000339887-0j -7.14653e-06-0j -0.000137483-0j -1.05867e-05-0j 0.000226591-0j -0.000343203-0j -0.00328879-0j 1.24989e-05-0j -0.000153343-0j -0.00219252-0j 4.07531e-06-0j 0.00332087-0j -3.4481e-05-0j 5.61611e-05-0j -0.000382794-0j 8.31953e-05-0j 2.71687e-06-0j -4.11507e-06-0j -3.4595e-05-0j 0.000140196-0j -9.82228e-05-0j 0.00370396-0j 0.000207682-0j -0.00135655-0j -0.000245196-0j 0.000270969-0j -0.00200956-0j -4.58978e-06-0j 0.00237255-0j 1.68098e-06-0j 0.000676426-0j 0.000271865-0j 2.49015e-06-0j -0.00654518-0j -2.93995e-06-0j 0.000678662-0j 8.11049e-06-0j -0.00656682-0j 8.1373e-06-0j 
-0.000422419-0j 0.000439302-0j -0.0024085-0j 0.00289552-0j -0.00173855-0j 3.11822e-05-0j -0.000428932-0j 3.63792e-05-0j -6.55645e-05-0j -0.000500421-0j 0.000901884-0j -3.09257e-05-0j 0.000425403-0j 1.313e-05-0j -0.000180611-0j -0.00327717-0j -0.000189216-0j -4.79728e-05-0j -0.00370196-0j 0.00293659-0j -0.000213742-0j -0.00305396-0j -5.41911e-05-0j 0.000169552-0j 0.00778384-0j 4.29872e-05-0j -0.000176328-0j 0.00211974-0j 0.00044942-0j -4.47054e-05-0j -0.000697113-0j 0.000113944-0j 0.000122389-0j -4.02496e-05-0j 3.10298e-05-0j -1.02047e-05-0j -0.00346048-0j 0.0202962-0j 1.82592e-06-0j -0.00383005-0j -3.55204e-05-0j -4.20809e-06-0j 0.00294172-0j 0.0224638-0j -0.00201861-0j -0.0030593-0j 2.02092e-06-0j -3.93139e-05-0j -0.0172536-0j 0.00343201-0j -4.6575e-06-0j 0.0118395-0j -1.5522e-06-0j 0.00613811-0j 0.0179432-0j -0.00206067-0j 1.06512e-06-0j 1.61424e-06-0j 3.01956e-05-0j 0.00643257-0j -0.0201292-0j -2.07203e-05-0j 3.57726e-06-0j -3.14025e-05-0j 0.00123868-0j -0.0360008-0j -1.8109e-06-0j 0.0120861-0j -2.45472e-06-0j -3.72023e-06-0j -0.000332608-0j -3.23877e-06-0j -0.0377279-0j 3.52282e-05-0j 1.08731e-06-0j 6.30052e-05-0j -3.39414e-06-0j -0.00726502-0j -2.11519e-05-0j 4.17347e-06-0j 6.60277e-05-0j 7.46419e-06-0j -6.53587e-07-0j 0.00195079-0j -2.50586e-06-0j 1.27145e-05-0j 7.82226e-06-0j 1.755e-07-0j 1.50628e-06-0j -3.41409e-06-0j -4.04465e-07-0j 
4.01026e-05-0j -4.04939e-05-0j -0.000675853-0j 0.000807345-0j -0.00043802-0j 2.87603e-06-0j 0.00565526-0j -3.2391e-06-0j 2.05474e-06-0j -0.00636918-0j 0.00404032-0j -2.93419e-06-0j -0.00576962-0j 5.72374e-06-0j 0.0112548-0j 2.09377e-06-0j -5.30962e-05-0j -0.0193866-0j -2.28321e-06-0j 1.93115e-06-0j 5.79002e-05-0j -1.94999e-06-0j 0.0211406-0j -4.89723e-05-0j -1.6312e-06-0j -0.0178808-0j 4.94501e-05-0j 1.25158e-06-0j 4.13659e-05-0j 0.0180553-0j 4.67038e-06-0j 0.0151036-0j -3.17389e-05-0j -0.000118437-0j -0.0115886-0j -0.0432439-0j 1.65008e-06-0j -3.94514e-05-0j 1.6841e-07-0j -1.76302e-06-0j 0.00046832-0j -0.00525953-0j 1.44382e-06-0j 4.21517e-05-0j 9.62545e-07-0j -1.4579e-06-0j -1.79937e-07-0j -0.000500374-0j -3.452e-05-0j -1.62608e-06-0j 0.00561952-0j -2.30133e-05-0j 1.47359e-07-0j 5.95544e-07-0j 3.48568e-05-0j 8.82222e-07-0j 9.82393e-08-0j -1.48797e-07-0j 0.00040978-0j -1.04158e-06-0j 3.88778e-05-0j 0.000273187-0j -0.00460209-0j -0.000413778-0j 2.87341e-06-0j -1.42388e-05-0j -1.65962e-07-0j -2.10929e-05-0j -0.00306806-0j 0.00464699-0j 2.88291e-06-0j 6.07825e-08-0j 2.49029e-05-0j -0.000461511-0j 9.00414e-08-0j 0.000169026-0j -1.06305e-07-0j -6.87e-05-0j 0.00025039-0j 0.00518305-0j -0.000295617-0j -0.00189826-0j 2.93267e-07-0j -6.89271e-05-0j -0.00281203-0j 0.000815524-0j 0.00331997-0j 2.94236e-07-0j -0.00915885-0j 0.00081822-0j -0.00918913-0j 
-0.000258678-0j 0.000269017-0j 3.12803e-05-0j -3.76055e-05-0j 2.25793e-05-0j -0.00367028-0j 2.75614e-06-0j -0.00428199-0j 0.00771722-0j 3.2155e-06-0j -5.79514e-06-0j 0.00364008-0j -2.73347e-06-0j -0.00154545-0j 1.16054e-06-0j 1.39014e-05-0j -0.000472344-0j 2.04786e-07-0j 1.57033e-05-0j -1.24567e-05-0j -0.00053357-0j 1.29545e-05-0j 2.31331e-07-0j 0.000423256-0j -3.30181e-05-0j -1.83504e-07-0j -0.000440173-0j -8.99169e-06-0j 0.0011219-0j 1.90838e-07-0j 2.95707e-06-0j -4.86402e-07-0j 0.000305522-0j -0.000100476-0j -1.3246e-07-0j 4.35617e-08-0j -0.0021191-0j 1.82592e-06-0j 0.0204393-0j -0.00234542-0j -4.387e-05-0j 1.34492e-08-0j 0.00180143-0j 2.02092e-06-0j -0.00123614-0j -0.00187343-0j 0.0226221-0j -4.85552e-05-0j -1.5522e-06-0j 0.00210167-0j 1.48855e-08-0j 1.06512e-06-0j -0.0173752-0j 0.00375881-0j 1.61424e-06-0j -0.0012619-0j 0.0119229-0j 0.0180697-0j 3.72935e-05-0j 0.00393913-0j -1.8109e-06-0j -2.55909e-05-0j -1.1433e-08-0j -3.87841e-05-0j 0.000758533-0j -3.23877e-06-0j -0.0202711-0j 1.08731e-06-0j 7.84535e-09-0j 1.189e-08-0j -0.00020368-0j -0.0362546-0j -3.39414e-06-0j 4.35091e-05-0j 0.0121713-0j 7.78155e-05-0j -0.0379939-0j -6.53587e-07-0j -2.6124e-05-0j -1.33385e-08-0j 8.15485e-05-0j -2.38558e-08-0j -0.00731623-0j 1.755e-07-0j 8.00879e-09-0j 1.57033e-05-0j -2.50002e-08-0j 0.00196455-0j -4.81413e-09-0j -4.21662e-06-0j 1.29268e-09-0j 
-0.000439302-0j 0.000443588-0j 0.00243346-0j -0.00290691-0j 0.00157712-0j -3.15053e-05-0j 0.000433377-0j 3.54826e-05-0j -2.25085e-05-0j -0.000488086-0j 0.000309619-0j 3.21424e-05-0j -0.00044214-0j -6.27004e-05-0j 0.000862486-0j 0.00331113-0j 0.000191177-0j 4.847e-05-0j -0.00361072-0j 0.00305396-0j -0.000208474-0j -0.00308376-0j -5.28554e-05-0j 0.000176328-0j -0.00257962-0j 4.47054e-05-0j -0.000178049-0j 0.00197927-0j -0.000148941-0j -4.51415e-05-0j 0.00738584-0j -3.77617e-05-0j 0.000114278-0j 0.000426441-0j 2.89735e-05-0j 0.000108118-0j 0.00349634-0j -0.0205065-0j -1.84484e-06-0j -0.00373565-0j 3.58885e-05-0j 4.2517e-06-0j 0.0030593-0j 0.0219101-0j 0.00203953-0j -0.00308915-0j 1.97111e-06-0j -3.83449e-05-0j -0.0179432-0j -0.00344551-0j -4.5427e-06-0j -0.0119621-0j -1.61424e-06-0j 0.0012619-0j 0.0181183-0j 0.00186934-0j -1.07616e-06-0j 1.62999e-06-0j 3.14025e-05-0j -0.00220699-0j 0.0202084-0j 2.0935e-05-0j 3.72023e-06-0j -3.17089e-05-0j 0.00608847-0j -0.0074012-0j 1.81802e-06-0j -0.0109639-0j 2.48016e-06-0j -3.75653e-06-0j 0.0061086-0j -6.65839e-07-0j 0.0129443-0j -3.53667e-05-0j -9.86354e-07-0j 1.29529e-05-0j 1.16452e-06-0j -0.0357097-0j 1.9188e-05-0j -4.18987e-06-0j -2.26539e-05-0j 1.53452e-06-0j -3.21258e-06-0j -0.0358278-0j 2.27319e-06-0j 6.24957e-05-0j -2.68379e-06-0j -3.22319e-06-0j 7.40383e-06-0j 6.27023e-05-0j 7.4283e-06-0j 
-0.000243884-0j 0.000253631-0j 2.94914e-05-0j -3.54548e-05-0j 2.1288e-05-0j -0.00172118-0j 2.59852e-06-0j -0.00200805-0j 0.00361901-0j 3.0316e-06-0j -5.46371e-06-0j 0.00170702-0j -2.57714e-06-0j -0.000724743-0j 1.09416e-06-0j -0.00379726-0j -0.000221507-0j 1.93074e-07-0j -0.00428946-0j 0.00340263-0j -0.000250219-0j -0.00353863-0j 2.18101e-07-0j 0.000198487-0j 0.00901914-0j -1.73009e-07-0j -0.00020642-0j 0.00245615-0j 0.000526116-0j 1.79924e-07-0j -0.000807745-0j -4.58585e-07-0j 0.000143275-0j -4.71185e-05-0j -1.24885e-07-0j 4.10704e-08-0j 1.0329e-05-0j -0.000498764-0j -0.000202627-0j 1.14321e-05-0j -2.05729e-05-0j 1.268e-08-0j -8.78056e-06-0j -0.00055203-0j 6.02523e-06-0j 9.1315e-06-0j -0.000224267-0j -2.27701e-05-0j 0.000423994-0j -1.0244e-05-0j 1.40342e-08-0j -0.000290945-0j 0.000172251-0j -1.83212e-05-0j -0.000440941-0j 6.15075e-06-0j -0.000118199-0j -0.000179136-0j 1.74889e-05-0j -1.92001e-05-0j 0.00049466-0j -1.20009e-05-0j -1.07792e-08-0j -1.81879e-05-0j -3.69725e-06-0j 0.000884693-0j 0.00020096-0j -0.000297007-0j 7.39667e-09-0j 1.121e-08-0j 9.9278e-07-0j 0.000359414-0j 0.000927134-0j 2.04037e-05-0j -0.000120662-0j 3.64917e-05-0j 0.000376656-0j 0.000178532-0j -1.22509e-05-0j -1.25757e-08-0j 3.82423e-05-0j -2.24914e-08-0j 7.25303e-05-0j -4.79392e-05-0j 7.55076e-09-0j 7.36408e-06-0j -2.35704e-08-0j -1.94757e-05-0j -4.5388e-09-0j -1.97739e-06-0j 1.21875e-09-0j 
5.28024e-05-0j -5.49128e-05-0j 0.00060851-0j -0.000731557-0j 0.000439246-0j 0.000372647-0j -0.00250098-0j 0.000434755-0j -0.000783538-0j -0.00291781-0j 0.00525864-0j -0.000369581-0j 0.00248041-0j 0.000156911-0j -0.00105309-0j -2.8376e-06-0j -0.00457046-0j -0.000569476-0j -3.20541e-06-0j 2.5427e-06-0j -0.00516289-0j -2.64433e-06-0j -0.000643292-0j 0.00409547-0j 6.73979e-06-0j 0.000510293-0j -0.00425916-0j 1.83542e-06-0j 0.0108556-0j -0.000530689-0j -6.03609e-07-0j 0.0013526-0j 0.00295627-0j -0.000972219-0j 0.000368349-0j -0.000121138-0j 0.00043256-0j 3.55204e-05-0j 4.387e-05-0j 0.000478757-0j 0.0198008-0j -7.53257e-05-0j -0.000367716-0j 3.93139e-05-0j 0.000252327-0j 0.000382413-0j 4.85552e-05-0j 0.0219154-0j -3.01956e-05-0j -0.000429001-0j -8.33703e-05-0j 2.07203e-05-0j -3.72935e-05-0j -0.000767263-0j 3.14025e-05-0j 0.000257584-0j 2.55909e-05-0j 3.87841e-05-0j -0.0168324-0j -0.000804071-0j -3.52282e-05-0j 0.0115504-0j 6.40337e-05-0j 0.0175052-0j -0.000154835-0j -6.30052e-05-0j -4.35091e-05-0j 2.11519e-05-0j -4.394e-05-0j -6.6593e-05-0j 4.1576e-05-0j -7.78155e-05-0j -6.60277e-05-0j -0.0196379-0j 2.6124e-05-0j -0.035122-0j -8.15485e-05-0j -1.27145e-05-0j 0.0117911-0j 7.4706e-05-0j -0.0368069-0j 0.000133611-0j -1.57033e-05-0j 3.41409e-06-0j -4.48554e-05-0j -0.00708768-0j 0.00014002-0j 4.21662e-06-0j 2.69628e-05-0j 0.00190317-0j -7.24002e-06-0j 
-0.000269017-0j 0.000271641-0j -3.16045e-05-0j 3.77534e-05-0j -2.04828e-05-0j 0.00370831-0j -2.7847e-06-0j -0.00417645-0j 0.00264935-0j 3.13625e-06-0j -1.98949e-06-0j -0.00378329-0j 2.84101e-06-0j 0.0073801-0j -5.54198e-06-0j -1.40454e-05-0j 0.000477239-0j -2.06909e-07-0j 1.53162e-05-0j -1.29545e-05-0j -0.000520418-0j 1.30809e-05-0j 2.25629e-07-0j 0.000440173-0j 1.09424e-05-0j -1.90838e-07-0j -0.000444467-0j -8.39582e-06-0j -0.000371805-0j 1.927e-07-0j -3.13298e-05-0j 1.61197e-07-0j 0.000285276-0j 0.00106453-0j -1.23682e-07-0j -4.61532e-07-0j 0.00214106-0j -1.84484e-06-0j -0.0206511-0j -0.00228761-0j 4.43247e-05-0j -1.35885e-08-0j 0.00187343-0j 1.97111e-06-0j 0.00124895-0j -0.00189171-0j 0.0220646-0j -4.73585e-05-0j -1.61424e-06-0j -0.00210993-0j 1.45186e-08-0j -1.07616e-06-0j -0.0180697-0j 0.000772751-0j 1.62999e-06-0j 0.00114473-0j -0.0120465-0j 0.018246-0j 3.87841e-05-0j -0.0013515-0j 1.81802e-06-0j 2.58561e-05-0j -1.189e-08-0j -3.91625e-05-0j 0.00372841-0j -6.65839e-07-0j 0.0203508-0j -9.86354e-07-0j -7.92665e-09-0j 1.2006e-08-0j 0.00374074-0j -0.00745337-0j 1.16452e-06-0j -4.36802e-05-0j -0.0110412-0j 1.59976e-05-0j 0.0130356-0j -3.21258e-06-0j 2.36984e-05-0j 1.3391e-08-0j -2.7979e-05-0j -4.90437e-09-0j -0.0359614-0j -3.22319e-06-0j -7.26518e-09-0j 7.71862e-05-0j 8.57749e-09-0j -0.0360803-0j -2.36629e-08-0j 7.74414e-05-0j -2.37411e-08-0j 
3.52016e-05-0j -3.66085e-05-0j 0.000405673-0j -0.000487705-0j 0.000292831-0j -2.59852e-06-0j -0.00166732-0j -3.0316e-06-0j 5.46371e-06-0j -0.00194521-0j 0.00350576-0j 2.57714e-06-0j 0.0016536-0j -1.09416e-06-0j -0.000702063-0j 0.000548087-0j 3.18704e-05-0j -0.000379651-0j 0.00061913-0j -0.000491127-0j 3.60015e-05-0j 0.000510757-0j -0.000428861-0j -2.85583e-05-0j -0.0013018-0j 0.000340195-0j 2.96997e-05-0j -0.000354514-0j -7.56977e-05-0j -0.000353792-0j 0.000116588-0j 0.000901735-0j -2.06144e-05-0j 6.77941e-06-0j 0.000245566-0j -8.07585e-05-0j -1.49086e-06-0j -0.00686083-0j -1.5216e-07-0j -1.65008e-06-0j -0.000138073-0j -5.02171e-05-0j 1.26736e-06-0j -0.00759354-0j -8.69667e-07-0j -1.31802e-06-0j -1.6841e-07-0j -0.000152819-0j 0.00583233-0j 1.47859e-06-0j -5.55802e-05-0j -0.00400215-0j 1.2935e-07-0j 2.64444e-06-0j -0.00606543-0j -8.87785e-07-0j -8.876e-08-0j -1.3452e-07-0j 0.000117375-0j 2.7713e-06-0j 0.00680438-0j -8.05427e-05-0j 4.26891e-05-0j -0.000122066-0j 5.33652e-07-0j 0.0121695-0j 1.50908e-07-0j -0.00408553-0j -2.92933e-05-0j -4.43953e-05-0j -1.43296e-07-0j 2.69897e-07-0j 0.0127533-0j 0.000136937-0j -9.06092e-08-0j 0.00024491-0j 2.82845e-07-0j 0.00245583-0j -8.22207e-05-0j 4.9804e-05-0j 0.000256659-0j 8.90738e-05-0j 5.44656e-08-0j -0.000659436-0j -2.99036e-05-0j 4.94233e-05-0j 9.33469e-05-0j -1.4625e-08-0j 1.79752e-05-0j -1.32711e-05-0j -4.82668e-06-0j 
-0.000253631-0j 0.000256106-0j -2.9797e-05-0j 3.55942e-05-0j -1.93114e-05-0j 0.00173902-0j -2.62544e-06-0j -0.00195855-0j 0.00124242-0j 2.95688e-06-0j -1.87571e-06-0j -0.00177418-0j 2.67853e-06-0j 0.00346091-0j -5.22503e-06-0j 0.00383661-0j 0.000223802-0j -1.95075e-07-0j -0.00418374-0j 0.00353863-0j -0.000244051-0j -0.00357315-0j 2.12725e-07-0j 0.00020642-0j -0.002989-0j -1.79924e-07-0j -0.000208434-0j 0.00229338-0j -0.000174359-0j 1.81679e-07-0j 0.00855798-0j 1.51978e-07-0j 0.000133781-0j 0.000499215-0j -1.16609e-07-0j -4.35137e-07-0j -1.0436e-05-0j 0.000503932-0j 0.000204727-0j 1.11503e-05-0j 2.07861e-05-0j -1.28114e-08-0j -9.1315e-06-0j -0.000538424-0j -6.08767e-06-0j 9.22059e-06-0j -0.000218739-0j -2.22088e-05-0j 0.000440941-0j 1.02843e-05-0j 1.36883e-08-0j 0.00029396-0j 0.000179136-0j -3.76655e-06-0j -0.000445243-0j -5.57966e-06-0j 0.000119424-0j -0.000180884-0j 1.81879e-05-0j 6.58751e-06-0j -0.000496605-0j 1.21253e-05-0j -1.121e-08-0j -1.83653e-05-0j -1.81731e-05-0j 0.000181879-0j -0.00020175-0j 0.00026943-0j -7.47332e-09-0j 1.13193e-08-0j -1.82331e-05-0j 7.38898e-05-0j -0.000318097-0j -2.04839e-05-0j 0.000109458-0j 7.50212e-06-0j -0.00012923-0j 0.000877539-0j 1.11134e-05-0j 1.26251e-08-0j -1.31208e-05-0j -4.62388e-09-0j 0.000356508-0j 0.00088044-0j -6.84968e-09-0j 3.61966e-05-0j 8.08693e-09-0j 0.000357686-0j -2.23095e-08-0j 3.63163e-05-0j -2.23833e-08-0j 
5.49128e-05-0j -5.54485e-05-0j -0.000614816-0j 0.000734433-0j -0.000398462-0j -0.000376509-0j 0.0025269-0j 0.000424039-0j -0.000268991-0j -0.0028459-0j 0.00180531-0j 0.000384122-0j -0.002578-0j -0.00074931-0j 0.00502892-0j 2.86701e-06-0j 0.00461783-0j 0.000575378-0j -3.12641e-06-0j 2.64433e-06-0j -0.00503563-0j -2.67013e-06-0j -0.000627436-0j 0.00425916-0j -2.23361e-06-0j 0.000530689-0j -0.00430072-0j 1.71379e-06-0j -0.00359763-0j -0.000535866-0j 6.39518e-06-0j -0.000448262-0j 0.00276036-0j 0.0103006-0j 0.000343939-0j 0.00128344-0j -0.000437043-0j -3.58885e-05-0j -4.43247e-05-0j 0.000466956-0j -0.020006-0j 7.61063e-05-0j -0.000382413-0j 3.83449e-05-0j -0.000254942-0j 0.000386143-0j 4.73585e-05-0j 0.0213753-0j -3.14025e-05-0j 0.000430688-0j -8.13154e-05-0j -2.0935e-05-0j -3.87841e-05-0j -0.000157737-0j 3.17089e-05-0j -0.000233667-0j -2.58561e-05-0j 3.91625e-05-0j -0.0175052-0j 0.000275874-0j 3.53667e-05-0j -0.0116701-0j 6.6593e-05-0j 0.017676-0j -0.000761059-0j -1.29529e-05-0j 4.36802e-05-0j -1.9188e-05-0j 4.43953e-05-0j -6.72427e-05-0j -0.000763575-0j -1.59976e-05-0j 2.26539e-05-0j 0.0197151-0j -2.36984e-05-0j -0.00722053-0j 2.7979e-05-0j -6.24957e-05-0j -0.0106963-0j -7.49997e-05-0j 0.0126283-0j 2.74682e-05-0j -7.71862e-05-0j -6.27023e-05-0j 4.06906e-05-0j -0.034838-0j -4.80405e-05-0j -7.74414e-05-0j 0.00013253-0j -0.0349532-0j 0.000132968-0j 
-3.11141e-06-0j 3.23577e-06-0j -7.20899e-05-0j 8.66671e-05-0j -5.20372e-05-0j 2.29679e-07-0j 0.000909606-0j 2.67958e-07-0j -4.82928e-07-0j 0.00106121-0j -0.00191256-0j -2.27789e-07-0j -0.000902122-0j 9.67113e-08-0j 0.00038301-0j 1.67207e-07-0j -5.66351e-06-0j -0.00639557-0j 1.88881e-07-0j -1.4983e-07-0j -6.39761e-06-0j 1.55819e-07-0j -0.00722457-0j 5.07492e-06-0j -3.97146e-07-0j 0.00573091-0j -5.27776e-06-0j -1.08153e-07-0j 1.34518e-05-0j -0.00595997-0j 3.5568e-08-0j 0.0151906-0j 3.66327e-06-0j -1.20473e-06-0j 0.00413679-0j -0.00136045-0j -2.54889e-05-0j -4.20809e-06-0j 1.34492e-08-0j -2.8211e-05-0j 7.53257e-05-0j 0.0191634-0j 2.16678e-05-0j -4.6575e-06-0j -1.48685e-05-0j -2.25339e-05-0j 1.48855e-08-0j 8.33703e-05-0j 3.57726e-06-0j 2.52792e-05-0j 0.02121-0j -2.45472e-06-0j -1.1433e-08-0j 4.52114e-05-0j -3.72023e-06-0j -1.51783e-05-0j 7.84535e-09-0j 1.189e-08-0j -6.40337e-05-0j 4.73803e-05-0j 4.17347e-06-0j 4.394e-05-0j -0.0162906-0j 6.6593e-05-0j 9.12373e-06-0j 7.46419e-06-0j -1.33385e-08-0j -2.50586e-06-0j 0.0111786-0j 0.0169417-0j -2.44989e-06-0j -2.38558e-08-0j 7.82226e-06-0j -7.4706e-05-0j 8.00879e-09-0j -0.000133611-0j -2.50002e-08-0j 1.50628e-06-0j 4.48554e-05-0j -0.0190057-0j -0.00014002-0j -0.0339915-0j -4.81413e-09-0j -4.04465e-07-0j 0.0114115-0j -2.69628e-05-0j -0.0356221-0j 1.29268e-09-0j -0.00685953-0j 7.24002e-06-0j 0.00184191-0j 
4.3113e-05-0j -4.48361e-05-0j 0.000245817-0j -0.000295523-0j 0.00017744-0j 0.000611713-0j 4.37777e-05-0j 0.000713665-0j -0.0012862-0j 5.1074e-05-0j -9.20481e-05-0j -0.00060668-0j -4.34175e-05-0j 0.000257575-0j 1.84336e-05-0j 0.000334475-0j -0.00371192-0j 4.89621e-06-0j 0.00037783-0j -0.000299715-0j -0.00419306-0j 0.000311694-0j 5.53085e-06-0j 0.00332616-0j -0.000794435-0j -4.38737e-06-0j -0.0034591-0j -0.000216345-0j 0.00881644-0j 4.56272e-06-0j 7.11488e-05-0j -1.16293e-05-0j 0.00240095-0j -0.000789592-0j -3.16697e-06-0j 1.04151e-06-0j -1.82592e-06-0j -0.00207147-0j -0.00340655-0j -2.02092e-06-0j -0.000696818-0j 4.29486e-07-0j 1.5522e-06-0j -0.0022927-0j -1.06512e-06-0j -1.61424e-06-0j -0.00377036-0j -0.000771236-0j 0.00176094-0j 1.8109e-06-0j 4.75354e-07-0j -0.00120836-0j 0.00289587-0j 3.23877e-06-0j -0.00183132-0j -1.08731e-06-0j -0.00198715-0j -0.00301162-0j 0.000592358-0j 3.39414e-06-0j 0.00205443-0j -0.000406477-0j -3.65102e-07-0j -0.000616034-0j 6.53587e-07-0j 0.00367432-0j 0.00337852-0j -0.00123353-0j 2.50534e-07-0j 3.79695e-07-0j -1.755e-07-0j 0.00604244-0j 0.00385059-0j 0.000691085-0j -0.00202855-0j 0.001236-0j 0.00633231-0j 0.000741483-0j -0.000414945-0j -4.25953e-07-0j 0.00129529-0j -7.6181e-07-0j 0.00121937-0j -0.000199102-0j 2.55753e-07-0j 0.000249426-0j -7.98356e-07-0j -0.000327424-0j -1.53734e-07-0j -6.69755e-05-0j 4.12806e-08-0j 
