-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
-0.000207636-0.00235938j -0.0015973+0.00193689j 0.000283807+0.00359471j 0.000603755+0.000725544j -0.00249756-0.00111966j 0.00135492+0.00372527j 0.00131355-0.00204275j 0.00156757+0.000576775j -0.000932734-0.000252182j 0.000710837+0.001148j 0.00266402+0.000485697j 0.00341366-0.000234781j -0.00508979+0.00461074j -0.000725421+0.0042032j -0.00135081-0.00144618j -0.00428305-0.00133912j 0.00331051+0.0012112j -0.000891749-0.00144233j -0.00580156-0.00593797j -0.00322841+0.000275897j -0.00353088+0.000441293j 0.00242699-0.00433122j 0.00120287+0.00183855j -0.00217418-0.000219252j 0.00111595-0.000641666j -0.000754252-0.00260773j 0.00516709+0.00242192j 0.000775043-0.0102959j -0.000199266+0.00119904j -0.00267227+0.00507673j 0.00271663-0.0092421j -0.000699974+0.00186026j -0.00307107+0.00315956j 0.00289447-0.00763914j -0.00390865-0.00185626j 0.00736221-0.000470199j 0.00190303+0.00223687j -0.00097787+0.00287055j -0.00899651-0.0051438j 0.00267812+0.00109861j -0.00407133-0.00616778j 0.00132244+0.00217679j 0.00507179+0.00497814j 0.0023915+0.000965875j -0.00736935+0.00415193j 0.00396044-0.00143566j -0.00372189-0.000436489j 0.00334995-0.00983253j -0.00401001+0.00135161j -0.00345499+0.000917798j 0.00237575-0.00145847j -0.00398886-0.00351568j 0.00144644-0.00156516j -0.00104682-0.00140808j 0.000258887+0.00259178j -0.00310446-0.00284124j 
0.000359414+0.00405026j -0.00232005-0.000771862j -0.0019068-0.000908544j 0.000573259-0.000633746j 0.000226233+0.00303622j -0.0011863-0.00229203j 0.00117255+0.000249931j 0.00109074-0.00377779j 0.00161455-0.00114848j 0.000626556-0.00618122j -0.000221267-0.00227957j -0.00222908+0.00061541j 0.00111387-0.00270279j 0.00237626-0.000124099j 0.00181201-0.00529467j 0.0022535+0.00276083j -0.00090174-0.000837581j 0.00232522+0.000405416j 0.00570936+0.00375321j -0.000319367-0.00163894j 0.00553193+0.00115986j -0.000174053+0.00493768j -0.00144934-0.00631554j -0.00107121+0.000416989j -0.00234197-0.00846346j 0.00382271+0.0146889j -0.00283975-0.00667463j -0.000346343+0.00572663j -0.00315286-0.00654621j -0.00455995+0.00210449j 0.00114714+0.00830968j 0.00170513-0.00359994j -0.00143424+0.000711974j 0.00356442-6.98859e-05j 0.000686345-0.00242796j -0.00402295+0.00335888j -0.000717709-0.00306391j 0.00331951+0.0115076j 0.00694925+0.00298631j -0.00539315-0.00130174j 0.0065577+0.00269056j -0.00668585-0.00407893j -0.00146328-0.00173521j -0.00122296-0.00610731j 0.000801939+0.000201087j 0.00685471+0.00119858j 0.009064-0.00325628j -0.00771855-0.00492591j -0.00262245-0.000848453j 0.000499226+0.00346466j -0.00182787+6.97317e-05j -0.00340733-0.00252807j -0.0022972-0.000988511j 0.000649611-0.00232912j 0.000708825+0.00290045j 0.0016878-0.0033383j 
-0.00213146-0.00445682j -0.00175829-0.000727578j -0.00129004-0.00172165j -0.00132721-0.00150725j 0.00253001-0.00020376j -0.000772228+0.0029411j -0.00323165-0.00100217j 0.00105046-3.46134e-05j 0.00309527+0.00458897j 0.00134605-0.00051375j 0.00135198-0.00024835j 0.000855147+0.00192483j -0.00132742+0.000647911j -0.00206465+0.0023753j 0.00275198+0.00466974j -0.00486052+0.00142088j -0.00628066-7.84611e-05j 0.00362036+0.000866598j 0.00179848+0.00178185j 0.00382382+0.00723787j -0.00132757+0.00625341j 0.00556244-0.00165015j -0.00241525-0.00209712j -0.00416902-0.000443464j -0.00423285-0.00591856j 0.00662981+0.00259504j 0.00844591+0.00687677j 0.00647605+0.000615303j -0.0059527+0.00398972j -0.00866918-0.00315889j 0.0142563+0.00144232j 0.00226364+0.00212315j 0.00531331-0.00622631j 0.00436461+0.00162482j 0.00107665+0.00770372j 0.00285509+0.00147751j -0.00804489-0.00119728j 0.00401377+0.00873006j 0.00199066+0.000382755j -0.00356725-0.000690716j 0.0115789-0.00378916j -0.00197326-0.00156289j -0.00526474+0.00786583j -0.00476928+0.00593678j 0.00490365-0.00310112j -0.00604758+0.0035893j 0.000457597+0.00475263j -0.00127617+0.000223057j -0.00216507-0.00207467j 0.000353928+0.00175063j -0.000540944+0.00122629j 0.000642716-0.00184814j 0.0010656+0.00110612j -0.000735731+0.00127754j -0.00214615+0.000505643j -0.00228082+0.00161514j 
-0.00222788-0.000214669j 0.00064354+0.0023426j 0.0022687+0.00411515j -0.000692017+0.00379561j -0.00137906-0.00299256j 0.00185875+0.00133097j -0.00134125-0.0023015j 0.00200244+0.00497877j -0.0021442-0.00258661j -0.000653753-8.67052e-05j 0.00332213-0.0039276j -0.00138478+0.00173787j -0.00433772-0.00397967j 0.00106251-0.000658476j -0.00231893-0.00355267j -0.000206281-0.00140606j 0.00116019-0.00177991j 0.00386372+0.00361488j 0.00212467+0.00577575j -0.00293928+0.00117598j -0.000433513-0.00834977j 0.00228045-0.00133146j -0.000175213+0.00113421j 0.00106561+0.00507883j -0.00418499+0.00360139j 0.00436514+0.00381043j 0.0069081+0.00653399j -0.000840685+0.00376113j -0.0003832-0.00145037j -0.00490357+0.000312425j 0.00930629+0.00852334j 0.00416669-0.00716527j -0.0032722+0.00123923j 0.00429207+0.00240236j 0.00664984+0.00134498j 0.00378077-0.00720729j -0.00406969+0.00669537j -0.00309257-0.00609475j 0.000654546+0.000622484j -0.000754691-0.00528746j 0.00782664+0.00814514j -0.00391521+0.00813774j -0.00683364-0.00460915j 0.00398624-0.00300645j 0.000497061+0.000436845j 0.000347326+0.000835089j -0.00258474-0.00396344j -0.00165824+0.00107224j 0.00625475+0.00502439j 0.00668186+0.000197673j 0.00123417-0.00171295j 0.000367764+0.000806747j 0.00646817-4.23604e-06j -0.00274367-0.0014654j 0.0024744-0.000981447j 0.00176322+0.00135416j 
-0.000464226+6.04548e-05j -0.000499681-0.000318338j -0.000276482+0.00162249j 7.59096e-05-0.00105363j -0.000319773+0.00152481j 0.00167743-0.00142616j 0.00142644-0.000470914j 0.00209537-0.00193037j -0.00214499-0.000555686j -0.00186672-0.0021133j 0.0049183+0.00780931j -0.00215571-0.00146846j -0.00820359-0.00417362j 0.00227713+0.00294154j -0.00394747-0.00333093j -0.00130708-0.00261736j 0.00626895+0.00348251j 0.00676496+0.00149709j 0.00248351-0.00863774j -0.0027138-0.00700031j -0.000216411-0.00330826j 0.00493048+0.000471379j 0.00494425-0.00100363j -0.00159092-0.00200481j -0.00241785-0.00432529j 0.000349138+0.00497154j 0.00627413+0.00251052j 0.00223502-3.84864e-05j 0.000378245-0.00227112j -0.00385257-0.00573674j 0.0100956+0.00352657j 0.00298171-0.00199815j -0.0158641+0.00585256j 0.00536169+0.00172904j 0.00838969-0.00389915j 0.00950316+0.00578606j -0.00518013+0.00292825j -0.00352579+0.00184731j 0.00143722-0.00245092j 0.000789617+0.0087275j 0.00354613-0.00418185j -0.00977235+0.000256734j -0.00183774+0.00381226j 0.00692617-0.00410304j -0.00332609-0.000845456j 0.00582481-0.00561593j 0.00217957-0.001276j 0.00666258-0.00352696j -0.00361665-0.00233675j -0.00419771-0.000987887j 0.00324806-0.0016835j -0.00245253+0.000891358j -0.00366347-0.00133212j 0.00208721+1.42743e-05j -0.000535717+0.00141671j -0.000770866-0.00193043j 
0.00124289-0.000541847j 0.00303814+0.000259472j 0.00219252-0.00112544j -0.00215034+0.00104069j 0.00498268-0.00177598j 0.00216416+0.000242402j -7.94989e-05+0.000225623j -0.000163845+0.000520395j -0.00358529-0.00130803j -0.00325513+0.000465208j -0.00450817+0.00412645j 0.00103311+0.00185967j -8.1107e-06-0.00190851j 0.00196185-0.00355728j -0.00891854+0.0040946j -0.00186248-0.00230596j 0.00478272-0.00288379j 0.00161966+0.00117798j -0.00224554-0.0048867j -0.0029531-0.00190155j -0.00359148-0.00419j 0.00520838-0.0013482j 0.00197205-0.00164636j 0.00344737-0.000209959j 0.00736859-0.00223562j 0.00970395+0.000105428j -0.00868757+0.0022306j 0.000201735+0.000128168j -0.00483427-9.26142e-05j 0.00528443-0.00124587j -0.00545026+0.00717903j -0.00564517+0.00136764j -0.00281185+0.00473463j -0.000889686-0.00321031j -0.00244016-0.000419451j 0.000508595+0.00363506j -0.0113326-0.00220881j -0.0064465+0.00168024j -0.00161376-0.00483819j -0.0032593-0.00120289j 0.00372322+0.00277928j 0.00329994+0.000115118j -0.00654418+0.00508987j -0.00789685-0.000303805j -0.00843358-0.0064478j -0.0152002+0.00453052j -0.000358213+0.00347196j 0.0099498-0.000819655j -0.0005055-0.00611333j 0.00443506-0.00401063j -0.00478619+0.00768482j 0.00553439-0.00632962j -0.00172511-0.000844769j -0.00291855+0.00601963j -0.000590862+0.0020456j -0.00466598+0.00411261j 
-0.0011026-0.00085771j -0.00089108+0.000117931j 0.00015117+0.0013327j -0.000678557+0.0014705j -0.00100484-0.00203737j -0.0013471-0.00161894j 0.00182147-0.00165576j 1.74007e-05+0.00178474j 0.000990469+0.000895687j 0.00184186+0.00197819j 0.00200639+0.00101632j 0.000626064+0.00394562j 0.00436527+0.000343205j 0.000530893-0.000927876j 0.00215056+0.00423346j -0.00290085-0.00557142j -0.00675598-0.00574268j 0.0019814+0.000132378j 0.000143957-0.0045954j -0.00172144-0.00180928j -0.00295419-0.0108693j -0.00119277+0.00391582j -0.00461508-0.000919081j -0.00334151-0.00611495j -9.39943e-05+0.000704166j -0.00402559+0.00108549j 0.00353484+0.00101475j 0.00686202-0.00334658j -0.000369497-0.00375348j -0.00615228-0.00669138j 0.00343177+0.00298937j -0.00595486-0.00459719j 0.0144955+0.00484541j 0.00536762-0.00124837j -0.00903447-0.0102536j -0.00168888+0.00556463j 0.000177881-0.000691378j -0.00504332-0.00378239j -0.00470641-0.00505332j 0.00281556+0.00106972j 0.00225688-0.00314683j 0.0101599-0.00441161j -0.00384985+1.36335e-05j -0.00845742-0.00241338j -0.00655238-0.00418446j -0.0067514+0.00189319j -0.00358882-0.00263764j 0.00519945+0.00145797j -0.00218864+0.000312864j -0.00152984-0.00134249j 0.00142504+0.0011106j 0.00238688+0.00020395j 0.00107587-0.000233781j 0.000298033-8.16274e-05j -3.26929e-05+0.00167417j -0.00046677+0.000974494j 
-0.00107436+0.00154672j 0.000308574+0.000128545j 0.00036442-0.00145591j -0.000880945-0.00170945j 0.0014451+0.00452986j 0.0029629-0.0031945j -8.16691e-05-0.000291311j -0.000334069-0.00016477j -0.000277355-0.000615535j -0.000456967+0.00134093j -0.00285033-0.00463703j 0.00141847-0.00593332j 0.000742712+0.00197695j 0.00322569-0.00205302j -0.00499627-0.0019885j 0.000348426+0.00202628j 0.00166436+0.00184809j -0.00206033+0.00269687j -0.00298385+0.00955295j 0.000690829-0.000400996j 0.00184449+0.00616154j 0.00309508+0.0023952j -0.000681632+0.00374422j 0.00340317+0.00451975j -0.00288899+0.00144818j 0.00483265+0.000619272j -0.000157086-0.00666032j -0.0065877+0.00220847j 0.00134791-0.000945047j 0.00107719+0.0106116j -0.00228681-0.00966037j -0.000341842+0.00296029j -0.00267606+0.00388355j 0.00173705+0.00013983j 0.00398597+0.00450466j -0.0048914-0.00729116j -0.00506952-0.00493943j 0.00116928-0.000514938j 0.00161547+0.00588228j -0.00567846-0.0038599j -0.00277762+0.00321485j -0.00219455+0.00569096j 0.000232453-0.000916432j -0.0016099-0.00092264j 0.00342949+0.0036235j -0.00286714+0.00563627j 0.00452269-5.12062e-05j -0.00317389+0.000155591j 0.00343137+0.00278177j 0.00109195-0.000951672j -0.00466528+0.0015776j 0.00533107-0.00113539j -0.00229887-0.00190718j -0.00135858+0.000689394j 0.000483985+0.00275938j -0.000670221+0.0024251j 
-3.04864e-05+0.000593695j -0.000148022+0.00115452j 0.00108843+0.00295826j 0.000300719+0.00193363j -0.00162154-0.00103706j -7.27959e-05-0.00154029j 0.00158216-0.00127408j 0.0012892+0.000675867j -0.000453412-0.0016517j 0.000931874-0.00329386j 0.0020741-0.000414443j -0.00159644+0.000657167j 0.000246801-0.00144193j 0.000760922+0.0008854j 4.04039e-05-0.00255064j -0.000334858+0.00155927j 2.48359e-05-0.00387944j 0.00164586+0.00209843j 0.00015804-0.000451689j -0.00351428-0.00366329j 0.000327232-0.00524789j -0.000296216+0.00358958j -8.94639e-05-0.00606803j -0.00280885-0.00195291j 0.0028093-0.00467627j -0.00144666+0.0112061j -0.00128206-0.00327487j 0.00156589+0.00120626j -0.00167585-0.00607294j -0.00587795-0.0029306j -0.00114022+0.00730796j -0.00224228-0.00466809j 0.00139383+0.00554682j 0.004286-0.00380497j -0.0011018-0.00475984j -0.000752046+0.00159586j -0.00133167+0.000116748j -0.00471677+0.00665224j 0.000855495+0.00124574j -0.00159719-0.00178249j 0.00333166+0.00351135j 0.00186183-0.00442575j -0.00178486-0.000528724j -1.10732e-05-0.00612099j -0.00265767-4.17097e-05j -0.000256755+0.00178287j 0.00490417-0.0019276j 0.000247061-0.00695967j -0.00273408-0.00167904j -0.000545005+0.00201599j -0.0016835+0.00109675j -0.00359603-0.0035966j 0.000487636-0.000896206j 0.000100049-0.000201497j 0.00169189+0.00232683j -0.00148427-0.00129253j 
0.000929447+0.00240315j -0.00120285-0.000409773j -0.00236701-0.00265664j 0.00200248-0.00171438j 0.000392705+0.00350816j 0.00180235-0.00495805j -0.00448135-0.00363928j 0.00029798-0.00485668j 0.00270519+0.000353446j 0.000739743-0.00272975j -0.00421494-0.00508072j 0.00261044-0.000943722j 0.000195069+0.000705368j -0.000614966-0.00238421j 0.000406823+0.0023077j 0.00285205+0.00282596j -0.00193567-0.00144057j -0.00391023-0.00422973j -0.000997773-0.00269677j 0.00483779+0.000509637j 0.00382832-0.00260119j -0.00432991-0.00119471j 0.00258783-0.00089112j -0.00284642-0.00433391j -0.00110533-0.000454389j 0.00179757+0.00403552j 0.00979789-0.0129602j 0.000175083-0.0029671j 0.000335814-0.00913377j 0.002404+0.00731185j -0.00122698-0.00886804j -0.00507447-0.00484156j -0.00588543+0.00669352j -0.00141772-0.0105365j -0.000332997-0.0125859j -0.0070497+0.000767852j 0.00663192+0.000373524j -0.00166993+0.00359022j -0.00260404-0.00187239j -0.00286462-0.000109866j 0.00210368-0.00248476j 0.00574513-0.0014706j -0.00029482+0.00292802j -0.00403029-0.00705981j -0.00288535-0.00145181j 0.00466568+0.000776185j -0.00306021+0.000108971j -0.00296006-0.00541484j -0.00144106-0.0040204j -0.00132852-0.00240085j 0.00125827-0.000254256j -0.000817162-0.00292295j -0.00398588-0.00435622j -0.00106172+0.00238442j 0.000926957+0.00185975j -0.000499508-0.0025481j 
-3.206e-05+0.00226139j 0.000112519-0.00187001j -0.00196705-0.00526198j 5.29778e-05+0.000494198j 0.00118004-0.00173709j -7.85104e-06-0.000126128j -0.00578475-0.00325786j -0.0046389-0.000104041j 0.00170554+0.000471836j -0.00162431+0.00151633j -0.00376114-0.00155306j 0.00363624+0.00508105j -0.000690263-0.00637796j -0.00206263-0.00644673j 0.0048587+0.00403909j 0.00394517+0.00281715j -0.00233659-2.26982e-05j -0.0038073-0.00622002j -0.00350147-0.0068985j 0.00735866+0.00555682j 0.00307797-0.00163118j -0.00647946-0.000454233j 0.00346585-0.00136685j -0.00257524-0.00430232j -0.00325119+0.00203186j 0.0025073+0.000483701j 0.00863664+0.00417807j -0.00266571+0.00235437j 0.00261004-6.6338e-05j 0.00561903-0.00916415j 0.00392895+0.00733001j -0.00188642-0.00140659j -0.011481-0.00568544j -0.00950788+0.00594201j 0.00194818-0.00224039j -0.00177656-0.000178852j 0.00698368+0.00114126j 0.00173044-0.00359491j -0.000849195-0.000391544j 0.0053656-0.00540643j 0.000284677+0.00401146j -0.00252838+0.000359555j -0.00343652-0.00049851j -0.00363417+0.000293745j -0.00226643-0.00412057j -0.00117327-0.000831272j -0.00606257+0.00660159j -0.00132037+0.00634563j 0.0030897-0.00094429j 0.00298792-0.000709062j 0.00189472-0.00150657j 0.00430735+0.00241626j 0.00199669+0.00319091j 0.000910668-0.000911834j -0.000696807-0.00215725j 0.00414429+0.00227051j 
-0.000358609+0.00190472j -0.00193247+0.000685597j -0.000891804+0.00150299j -0.000802568+0.000998214j -0.000840452+0.000714605j -0.000544735+0.00121138j -0.000262121-0.00248013j -0.0019067-0.00152381j 0.00297797-0.00363512j 0.00116016-0.00460345j 0.000492507-0.00429575j 0.00219047+0.00161531j -0.00181398-0.000324324j 0.00100538+0.00220374j 0.00303492-0.00624532j 0.00144631+0.00278103j 0.00290131-0.000380119j -0.00390975-0.00327285j -0.00707024-0.00101344j -0.000431746-0.00264348j 0.00694918-0.00526195j -0.000110171-0.00296494j -0.00143081-0.000604609j -0.00336348+0.00104199j -4.57431e-05-0.00125946j 0.000625097+0.00753262j 0.00217837-0.00186245j -0.000966749-0.00757254j 0.00319826-0.00581023j -0.00572462+0.0061561j -0.00498507-0.00203911j -0.00337821-0.00290684j -0.00742805+0.00512674j 0.00348144-0.00902753j -0.000639808-0.00446784j 0.00203152+0.000303269j 0.000754384+0.000445344j -0.00115113+0.00117762j -0.0026574-0.00577479j 0.00168836-0.00217796j -0.00123405+0.00278948j -0.000231124+0.00346043j 0.00251121-0.00162363j 0.00327187-0.00211164j -0.00681636+0.000947549j 0.00213323+0.00107198j -0.00130982-0.00478882j -4.93014e-05-0.0135136j -0.00441598+0.0032325j 0.00337217+0.00622932j 0.000228467+0.00206635j -0.00318835-0.00622183j -0.00121005-0.000585578j -0.00101511-0.00240507j 0.00187874+0.00609666j -0.00311857-0.00132769j 
0.00155885+0.000176029j -0.000526964+0.000477577j -0.000653829-0.000326906j 0.00159326-0.00184015j -0.00155939+0.00145198j 0.000823839-0.000595211j -0.00108974-0.000414206j -0.000416394-0.0013966j 6.68131e-05+0.00230435j -0.00166922+0.00339517j -0.000882092-0.000609359j 0.00193259+0.000719402j -0.0028246+0.00215807j -0.00120531-0.00131365j -0.00070692-0.000403942j 0.00277542-0.00543108j -0.00249429+0.000503441j -0.00199883-0.00118827j -0.00143433-0.000495455j 0.00362453+0.00214551j 0.00305611-0.00108148j 0.00129612+0.00219879j -0.00429787-0.00123631j 0.00167288+0.00134232j -0.00557477+0.000730802j 0.00605472-0.00759811j 0.00303512+0.00249892j 0.00440435+0.00137499j 0.00156743+0.00277667j -0.00312467+0.00070236j 0.0100659-0.00261116j -0.00189325-0.000555951j -0.00144489+0.0107699j 0.00393218+0.00137662j 0.00108212-0.00615955j -0.00226349+0.000174303j 0.00205927-0.00106781j 0.00638364-0.00320807j 0.00253289-0.00353611j -0.00167634+0.00316242j 0.00485404-0.00462666j -0.000558426+0.00600889j -0.00201707+0.00115693j -0.00650535-0.00262244j 7.39088e-05-0.000338404j 0.000423041-0.00242777j -0.00126565-0.00727604j -0.00183376+0.00300039j -0.00153205+0.000429784j -0.000535378-0.00292284j 0.000870783+0.000195049j -0.000450346+0.00337717j -0.000756047-0.00208164j -0.00074708-6.54314e-05j 0.000322326-0.000962853j -0.00039336-0.00192348j 
-0.00185176+0.00136704j 0.00128297-0.00307371j 0.00111234-0.00348847j 0.000455823+0.000644137j -0.000997993-0.00187973j 0.00113317-0.00326799j -0.000555318+0.0059996j 0.00124497-0.000747276j 0.000226846+0.0023148j 0.000524407-0.000333325j 0.00250516+0.000109684j -0.00408226-0.00251917j -0.00164834+0.00721804j 0.00107384-0.000426236j 0.00212894+0.0117446j -0.000573663-0.00196918j 0.00180782-0.0101468j 0.00137483-0.00363013j -0.00180114+0.00318249j 0.000742655-0.00223707j -0.000341229-0.00290346j -0.00677392-0.00512153j -0.000842565-0.00768294j 0.00494226+0.000204915j -0.000769233+0.000345593j -0.00557814-0.00552297j 0.000809778-0.0161949j 0.00147654+0.00557501j 0.00253896-0.00365299j 0.00289165+0.000218743j -0.00095171-0.00789616j 0.000970515-0.00707255j 0.0129484+0.0241596j 0.00198519+0.00357623j -0.00337449-0.0142623j -0.00342144-0.00668921j 0.0044929+0.00389282j -0.00229451+0.000632636j 1.82066e-05+0.000137381j -0.00152382-0.00139799j 0.00412838-0.00368555j 0.00814361+0.00758621j 0.00137553+0.00270512j -0.00314427-0.00781737j 0.0001152-0.0019011j -0.00476017-0.000203944j 0.00471498+0.00376527j -0.00252357-0.00168742j -0.00193555-0.00289753j -0.000822489-0.000775754j -0.00201831-0.00147389j 0.00114884+0.00140727j -0.000237425-0.000518501j 0.00222174+0.00122844j -0.0019283-0.000717268j 0.0026177+0.00227029j 
-0.0024075-0.00455359j -0.0029585-0.000332754j -0.000534152+0.000896968j 0.000631199+0.00121272j -0.00246995-0.00249128j 0.00102722+0.00489478j -0.000318895-0.00276774j 0.000674369+0.00406455j -0.000533749+0.00063502j -0.00480953-0.00658616j -0.00108288-0.000554704j -0.00465578-0.00581523j -0.00559163-0.00831586j -0.000847288+0.00145468j 0.00962484+0.0113549j 0.00340951+0.00134072j -0.00366407+0.00345221j -0.00720671-0.00545449j -0.00151315-0.00362585j 0.00180714+0.00150732j -0.00120377-0.000479999j -0.00377892-0.00380373j 0.00124641+0.00551619j -0.00150096+0.00606486j -0.00426883-0.00131899j -0.0054722+0.00323002j -0.0151362-0.00807579j 0.000101554-0.000998473j -0.00402174-0.00249349j 0.0145702+0.0135589j -0.00423049-0.00425715j 0.00305647-0.00203845j -0.000364426-0.00554249j -0.00431423-0.000284853j -0.00815409+0.00174994j 0.00961238+0.00313021j -0.00268418-0.000100369j 0.00101366+0.000135616j -0.00176034-0.00148661j -0.00528293-0.00225397j -0.000262658+0.00101195j -0.0088454-0.000607314j -0.00336592+0.00211918j 0.00253338+0.000912398j 0.00106914-0.00344506j 0.00404954+0.00170208j -0.00142046+0.000565137j 0.00227377+0.00215716j 0.000828711+0.000250929j 0.000822904-0.000989396j 0.00310854-0.000322348j 8.68361e-05+0.000192443j 0.00315886+0.00026127j -6.26904e-05-0.000316829j -0.00127068+0.000224423j 1.08782e-05+0.000128306j 
-0.00205135+0.00224661j 0.0021866-0.00115932j 0.00207504-0.000167997j 0.00015365+0.00136686j -0.000812334+0.00068717j 3.66108e-05-0.00145576j -0.000187247+0.00407039j 0.000973424+0.00155613j -0.000169244-0.00400233j 0.00101303-0.00283876j -0.00194021+0.0050036j -0.000461991-0.00120941j 0.00263864-0.00561238j 0.0030658+0.0022427j 0.000152112-0.0048509j -0.000252071+0.00172708j -0.000292862+0.0052856j 0.00399817+0.00109804j 0.00267111-0.00426856j 0.0018672-0.0096097j -0.00189627-0.0039256j 0.0014254+0.00265088j -0.00292438+0.00378005j -0.00284126-0.000328848j 0.00139206+0.00306325j -0.000690079+0.00224411j -0.00301256-0.00638224j -0.00130112-0.0038504j -6.62407e-05-0.000377148j -0.00298024-0.000479418j -0.00301131-4.90824e-05j -0.00359089+0.000368579j -0.000513307-0.00927439j -0.00209036+0.00149726j 5.60015e-06+0.00432965j 0.00068306+0.00614887j -0.00291657-0.00128023j -0.00133272-0.0069542j 0.00238768+0.000904299j -0.000326587+0.00274263j -0.0035769-0.00369895j -0.00502485-0.00790247j 0.00221969+0.000633698j 0.00236344+0.00739129j -0.00369412-0.00379368j 0.000362998+0.00243649j 0.00286903+0.00167771j 0.00661532+0.00608361j 0.00134663+0.000982013j 0.00155052+0.000587949j -0.00103969+0.00187302j 0.00138847+0.00104565j -0.00117582-0.00156669j 0.00222719+0.00131803j -0.00131228-0.000470943j 0.00181167+0.00239934j 
