-0.26913+0.0779484j 0.0467705+0.251669j -0.288615+0.0902483j -0.230257-0.350383j -0.223934+0.216201j 0.0619089-0.053721j 0.134152-0.0272838j -0.107824+0.0432765j 0.133355+0.274044j -0.166921-0.033065j 0.100073-0.142991j 0.140069+0.0556808j 0.216073-0.134727j -0.291468-0.0422337j -0.0184569+0.358329j -0.134392+0.00718646j 0.00636676+0.13264j -0.0578148+0.0285665j 0.0191168+0.0739439j 0.037057-0.00341208j -0.0360196-0.012595j 0.00445882-0.0353921j 0.0302075+0.00349595j 0.019797+0.0133716j -0.0153606+0.0271133j -0.01821-0.01914j 0.00906787-0.034241j 0.0105675-0.00205126j -0.00276283+0.00914778j -0.0309422+0.0121371j 0.0352876+0.0069745j 0.0088973-0.0139332j 0.0107579+0.0157638j -0.0151971+0.0211468j 0.0286538+0.0226982j -0.0136664-0.00495349j -0.0139101+0.0150313j -0.00666463+0.00487086j 0.00566694+0.00739697j -0.0102246+0.0456853j -0.0418566-0.00969701j 0.0302619+0.00121041j 0.00491671-0.0122412j -0.00352344-0.0119687j 0.00122307+0.0180711j 0.00251702+0.0171311j -0.0108232+0.0215148j 0.0274585+0.0132734j 0.00324101+0.00727474j 0.00971923-0.0201604j 0.00795951+0.00664075j 0.015675-0.00462916j -0.00409767-0.00617776j -0.0175306-0.0102034j 0.00329429-0.00957312j 0.0113298+0.00366536j -0.00844489-0.00463421j -0.00927892-0.0172764j -0.0015962+0.00404898j 0.000932628-0.00548023j 0.00172892+0.00192102j 0.00374494-0.0011957j 0.00723263+0.0191375j 0.00324248-0.011275j 0.0102111+0.00187497j -0.00531624-0.00868883j -0.00321617-0.00851406j 0.00713331-0.00553286j 0.0125485-0.0110577j 0.0020198+0.0140466j -0.00263174+0.0048079j 0.00771103+0.00796317j 0.000901981-0.00105651j 0.0124125-0.00874347j -0.0194916+0.0116276j -0.0103963+0.00791927j -0.00368112+0.00145383j 0.00160598-0.00302663j 0.00747088+0.0108342j -0.00236527-0.00553395j -0.00011659-0.00316793j -0.00271845+0.00156364j 0.00218764-0.0060489j -0.00301086+0.00310993j 0.0157475+0.0222915j -0.01563+0.00622277j 0.0130959+0.00038857j 0.00375089+0.00209081j -0.00106912-0.00849394j 0.0175363-0.00246816j 0.000334951+0.0155324j 0.00263731+0.00181025j -0.00378286-0.00392149j -0.00755981+0.00584705j -0.00545553-0.0102059j 
-0.0160574+0.0119988j 0.0131608+0.00449073j -0.0345185+0.0254811j 0.000708078+0.0040476j -0.0141022-0.0301981j 0.000728527-0.0100797j -0.00487642+0.00867305j 0.0125708-0.00257698j -0.000242232-0.0198608j -0.0174681-0.00103598j 0.00324041-0.0374471j 0.020423-0.0161712j 0.010315+0.0129604j 0.00774652+0.00920382j 0.00107598-0.000692249j 0.0119415-0.0171991j -0.0117938-0.0229453j 0.0135697-0.0320362j -0.0217035-0.0248515j -0.0345097-0.0508374j 0.0418891-0.00201087j -0.0271856+0.0483818j 0.00864943-0.0136623j 0.018341+0.00631648j -0.00942487+0.0035906j -0.000960259-0.00141239j -0.0136714-0.0136663j -0.0175491+0.0156289j 0.0205296+0.00892898j -0.00547108+0.0133229j 0.0201455+0.0327846j 0.00809777+0.00163158j -0.0214728+0.0195687j 0.0189753+0.0109077j 0.00498815-0.0162718j 0.00302453-0.00505444j -0.00681553-0.00244361j -0.0146604+0.0165579j 0.0133361+0.0175932j 0.011546-0.107194j 0.0807389-0.00400443j -0.0128213+0.0562974j 0.060081-0.0124669j 0.0202709+0.170283j -0.0870989+0.0793733j 0.151845+0.0150327j 0.184067-0.106728j -0.112774-0.0557747j -0.157714+0.0434313j 0.102227-0.130315j 0.109229-0.136157j 0.0460845-0.0926081j -0.0946795-0.011529j -0.149149-0.0113936j -0.0323806-0.0111601j -0.170004+0.0180914j 0.00798106-0.0045924j -0.0960329-0.11384j 0.0548124+0.0588968j -0.0608693-0.00133179j -0.000584182+0.0794534j 0.164789+0.0804485j -0.0136312-0.0715432j -0.0279926-0.0437793j -0.186698+0.0154817j 0.0528267-0.117368j 0.0345944+0.0369364j -0.137855-0.161847j 0.0461379-0.0113175j 0.0632531-0.133077j -0.000931786+0.196899j -0.0786067-0.0718145j 0.0919729-0.124533j -0.113633-0.093279j 0.016334-0.0624497j -0.0489548-0.0380394j -0.231404-0.104767j -0.0246418+0.0475051j -0.187616-0.0869636j -0.101782+0.0956011j -0.0144057-0.0271504j -0.0278997+0.0188637j 0.264817-0.0364632j -0.0976611+0.153337j -0.0967264+0.0753825j -0.073003-0.0657775j 0.0250619+0.189821j 0.157283+0.0662761j 0.102381+0.0203692j 0.0200293-0.0541316j 0.05759+0.0170026j 0.0510299+0.0167464j 0.0317078-0.0485189j -0.00836708+0.0183778j -0.0129259-0.000470188j 
0.00872844-0.0147783j -0.0163275+0.00697607j 0.0216571-0.0108258j -4.92502e-05-0.0314138j -0.0139658-0.032134j 0.00767711-0.0232705j -0.0299563-0.00987307j 0.00891232+0.0121599j 0.0261725-0.0037301j 0.0141201+0.0107464j 0.0047545-0.0249291j -0.0245526-0.0036359j -0.0102701-0.00422632j -0.0085333-0.00563765j 0.00109161-0.000270974j 0.0113803+0.0286348j 0.0206594-0.00670138j -0.0064972+0.00326001j -0.00783936-0.0254283j -0.0607705+0.003107j 0.0219477+0.0159735j -0.0248946+0.0424585j 0.0270698-0.0289648j 0.0138619+0.0258136j 0.0178823+0.0175063j 0.00691951-0.00778745j 0.0176078-0.0182956j 0.0252391-0.00246647j -0.0109343-0.0174642j -0.0252534-0.00887791j 0.0187037+0.0221652j -0.0112266-0.000715784j -0.0166844+0.0306564j -0.0012912-0.00531148j -0.00614522+0.00302035j 0.00625741-0.00101307j 0.000105461-0.00664426j -0.0314179-0.0210702j -0.00942684+0.0359596j 0.0479811+0.0684827j -0.0510177+0.0715622j 0.0121213-0.0134042j 0.0123844-0.0625762j 0.173158+0.0596082j -0.103342+0.0790629j 0.137057+0.0319545j 0.0824599-0.0288924j 0.14495-0.108334j 0.213355-0.084829j -0.101135-0.0901403j 0.0847848-0.158821j -0.100626-0.1066j -0.0361539-0.112112j -0.224581+0.0268952j 0.0185084-0.137653j 0.116056+0.0459629j 0.0598738-0.100743j 0.0901908-0.0792403j -0.170486-0.0436111j -0.0416743-0.0588966j -0.0159259+0.0499739j -0.0593066-0.0570828j -0.0551435+0.00248879j 0.048631-0.0252678j 0.159682+0.121364j -0.0510556-0.0901065j -0.0611509+0.200684j 0.137649+0.0556078j 0.0431026+0.0893087j -0.135734-0.0055002j -0.0786721-0.151967j -0.0351737+0.0445824j -0.0467312+0.0217198j -0.00940642+0.162929j 0.0369648-0.0364824j 0.0494744-0.104163j 0.094863-0.0817821j 0.0449357-0.0212368j -0.111692-0.163721j 0.305508-0.0854401j 0.0931204-0.195227j -0.175197-0.126905j 0.0758797-0.056672j 0.0197584+0.0476741j -0.0165621+0.0179388j -0.0165404+0.028104j -0.0951081+0.0811498j 0.114474+0.109757j 0.0166492-0.0879192j 0.0180281+0.00812051j -0.00183982+0.0175274j 0.0277799-0.0202405j -0.0167376-0.0302601j -0.0151458+0.00578464j -0.00864844-0.0230039j 
-0.00721477-0.0113997j -0.0215362+0.00358533j 0.0188719+0.0270608j 0.0222296+0.00208054j -0.00193586+0.0231972j 0.0352253-0.00694274j -0.00462478+0.0256445j -0.00527042-0.0202955j -1.87452e-05-0.0203261j -0.0222591+0.0191767j 0.0129869+0.00163093j -0.0100335-0.00099745j 0.00997273-0.00372514j 0.00345086+0.00213853j 0.00459673-0.00184099j -0.00998844+0.029424j 0.0160768+0.0167081j 0.0166657-0.00275969j -0.0239518+0.00142322j -0.00634902+0.0307851j -0.00689638+0.0198896j 0.00280044-0.00378804j 0.0368054-0.0235206j -0.0052953-0.00985272j 0.0278262+0.00790146j -0.0203734-0.00665206j 0.0330131+0.00585831j 0.000868589+0.0209703j -0.0117722+0.00540124j 0.00985669-0.00854501j -0.00208793-0.0022875j -0.0099687+0.00319895j 0.00668565+0.00598358j -0.0155617+0.00427059j 0.000912157+0.00618438j 0.0012199+0.000367384j 0.00524585-0.00202657j 0.0199373-0.042893j -0.0396348-0.0247953j 0.0939863-0.0805676j 0.0735559+0.127622j -0.00858629-0.0291102j -0.0302007-0.00859106j 0.0138253-0.0653724j -0.0375937+0.00973942j -0.0224+0.039202j -0.0763636-0.0871631j 0.0974845+0.115234j 0.05559+0.12419j 0.0225402-0.155139j 0.023065-0.0356618j -0.0144167-0.00467591j -0.0916573+0.0127755j 0.0158105-0.110949j -0.060492+0.0415294j -0.0554881+0.138074j -0.0728887+0.0240378j 0.0303949+0.122043j 0.0601272+0.125288j -0.0402254+0.0717027j -0.0596145-0.0292425j -0.0805915+0.208446j -0.299538+0.0436528j 0.142102-0.273983j -0.0513727-0.0316045j 0.0230446+0.0210869j 0.0351242-0.0260157j -0.0336278+0.141096j 0.0165254-0.156174j 0.261138-0.161945j -0.195199-0.189067j 0.110557+0.0899374j -0.0801951-0.08563j 0.013331-0.0129993j -0.0259177+0.0513323j -0.00365017-0.29898j -0.135797+0.0905473j -0.236512-0.00194374j 0.0583116+0.092241j 0.0130842-0.16675j 0.0251526+0.0919847j -0.10975-0.0738816j -0.0147223+0.0265297j 0.0387239-0.00282265j -0.0297965-0.0248262j 0.017213-0.0606158j -0.0506867-0.0173537j -0.00729403+0.0490205j -0.00351857-0.0501183j 0.0170948-0.017745j 0.00522375+0.006082j -0.00696064-0.0204154j -0.0214449+0.0115245j -0.00304879-0.00443878j 0.000169619-0.0138435j 
0.0107018-0.0164515j -0.00133489-0.0246539j -0.0234757-0.00968811j -0.0104856+0.0100591j 0.00164215-0.0102679j -0.0223422+0.0157138j 0.00582551-0.010544j 0.00840497+0.0105301j -0.00390987+0.00811294j 0.00436013-0.0100828j -0.00792278-0.00182506j 0.00226403-0.00481711j -0.00475587+0.00860053j -0.00148578+0.00064155j -0.00470757+0.00386236j -0.0495153+0.0222292j 0.017371+0.0614912j 0.0582422+0.00318291j -0.0415797-0.0169501j 0.0226702+0.0641608j 0.00238431+0.0322683j 0.00780871-0.00665675j 0.0608216-0.0738728j -0.0292868-0.0307594j 0.0598129+0.000555255j -0.0577486+0.0182584j 0.0567756-0.00400953j 0.021664+0.042947j 0.0146783+0.0257597j 0.0166406-0.0276655j -0.00168523+0.00159199j -0.0167237-0.00777407j 0.0100047+0.00472798j -0.0200599+0.0145589j 0.00757881+0.012313j 0.00174355+0.0051531j 0.0109388-0.0078606j 0.0628851-0.0779776j -0.0742336-0.0811399j -0.00928623-0.00859826j 0.0810158+0.0342982j 0.0790764+0.168492j 0.0885927-0.028641j -0.0343313-0.152304j 0.0293619-0.00525814j -0.0617372-0.0181615j 0.105648-0.062277j -0.0278035-0.0945574j 0.00938377-0.154823j 0.14608-0.0331929j -0.00501334-0.0141389j -0.0593154-0.0186224j -0.0326153+0.0396974j -0.00906753-0.0585215j 0.0750431-0.242478j 0.174622+0.0268392j -0.201166+0.0746083j -0.0172834+0.130779j 0.0651685-0.165354j 0.143589-0.0585925j 0.00446782+0.0961775j -0.0688884+0.0431973j 0.0305003-0.00486161j -0.0229903-0.00660861j 0.01163-0.0747788j -0.019042+0.0347756j -0.0842735+0.0634404j -0.016371-0.07692j -0.105372+0.165712j -0.19146+0.0608547j 0.0406445+0.291477j -0.195996-0.125916j -0.0516618+0.0633867j -0.100291-0.0284852j -0.0948955+0.156432j 0.1175-0.102531j -0.175593+0.0928837j -0.201013-0.149703j 0.102492+0.0963487j 0.0650616-0.0455787j -0.0141688+0.150556j -0.0536469-0.179795j -0.00781201-0.0295628j -0.0155603+0.0132581j -0.00635604+0.024049j -0.0517703-0.00674019j -0.0155192-0.0181593j -0.0102947+0.0425608j -0.00133303-0.0188278j 0.00862476-0.00545345j 0.0149916+0.00102577j 0.0019257-0.0409326j -0.0283961+0.0193976j -0.000699485-0.0212164j 0.0055716-0.00850904j 
-0.0105534-0.00136412j -0.00255549+0.00784976j -0.0041485+0.00750611j -0.00187068-0.00887984j 0.00425711-0.00331267j -0.0120647+0.00153856j 0.00213928-0.0077343j -0.00210892-0.00123078j -0.00473061-0.000158562j -0.00497289+0.00453439j -0.00206014-0.000757338j 0.00285853-0.00210022j 0.00248303+0.00400495j -0.00400187-0.00229865j -0.00161249+0.00344558j 0.017477+0.00756294j 0.00953472-0.0201535j -0.00165788-0.0152809j -0.00358553-0.0240262j -0.0270285-0.00894075j -0.039495-0.014804j 0.00618986-0.0247058j 0.0132391-0.0182909j 0.00259874-0.00146978j -0.0110772+0.0240531j 0.051172+0.0263853j 0.014463-0.00204872j 0.012171-0.0174585j 0.00329884+0.0145226j 0.0140869-0.0184609j 0.00258388-0.002291j -0.0125219+0.00661732j 0.0125542+0.0114364j 0.00563728+0.00821536j 0.00872151+0.0233832j -0.0134758+0.0044399j 0.0123606+0.00249439j -0.0174739+0.00924515j 0.0104181+0.0174028j 0.0186368-0.0200472j -0.00539044-0.0155448j -0.0237311-0.0226602j 0.0451815-0.0173228j 0.0500175+0.0332658j -0.012438-0.0355325j -0.0842664-0.0609338j 0.0621791+0.0274372j 0.025681+0.0320554j 0.0204098+0.0464445j 0.0384358-0.00177498j -0.0298633+0.0420203j 0.0155372+0.0198524j -0.0326134+0.00732484j -0.0415413+0.062734j 0.0154235-0.0747914j -0.06024+0.0403254j -0.010551+0.0739114j 0.060829-0.0621252j 0.00297484+0.00295568j -0.0219342-0.000368307j 0.00174384-0.0730233j -0.0426265+0.0423646j 0.0239389+0.064615j -0.0281713+0.0174152j 0.0333588-0.034216j -0.0201729-0.00370989j -0.0106656+0.0474214j -0.0527934-0.00201064j -0.0259843+0.0103873j -0.00125194-0.0277875j 0.00821566+0.000666355j 0.0138108+0.0865412j 0.0499407-0.0132562j -0.0113949-0.0262152j -0.0836911-0.0179632j 0.00581164+0.0241771j 0.0389798+0.0141966j -0.025813+0.0093866j -0.0256738-0.0263806j -0.00516381+0.0432249j -0.00653321-0.00426024j -0.0188257+0.0411515j -0.0409811-0.0180538j -0.02097+0.000414131j -0.0194469-0.010393j -0.0297854-0.0109113j -0.0127192+0.0291821j 0.0254293+0.00257075j -0.0914773+0.0566332j 0.0151456-0.00474453j 0.00427161-0.00576822j 0.0712896-0.0525247j 0.0122396+0.000570874j -0.0181048-0.0570221j 0.0317649-0.0239983j 
-0.00893597+0.0173791j 0.0127845+0.00788087j -0.00360987+0.0125976j -0.00902089-0.00361355j -0.00277445-0.00114478j 0.0027928+0.00555537j -0.0086064-0.00518544j -0.000979375+0.000704342j 0.00283581+0.00714141j 0.00681902+0.00281902j 0.000923052+0.00346139j 0.000209006+0.0047837j 0.0077848+0.0007886j -0.00461788+0.00219646j 0.00212757+0.00153259j 0.0235839-0.0343962j -0.0284415-0.015938j 0.0232876-0.066072j -0.0318129-0.0137719j 0.01051-0.0281077j -0.0331391+0.00014051j -0.00441725-0.0265629j 0.00273489-0.00380723j 0.0152686+0.0104943j 0.0196451-0.0104045j -0.000418199-0.00967631j -0.00210317-0.00131786j -0.00612682-0.0150332j -0.00201595+0.00243092j -0.0184842+0.00670804j -0.0103112-0.0164023j 0.0176474-0.0140714j 0.00701212+0.0191216j -0.00689097+0.0334878j 0.00295774+0.00188394j -0.00335114+0.00707507j 0.0100394-0.00261353j 0.00662104+0.0315203j 0.0216863-0.0109304j 0.0201862-0.00997197j 0.0676924-0.0292066j 0.0898866-0.0389375j 0.0268844-0.0336102j -0.0546894+0.0285133j -0.0700394-0.0357935j -0.0251621-0.053847j 0.0188734+0.068608j 0.0431799+0.0272227j -0.0117226-0.0117301j -0.00972391-0.0137716j -0.0191472-0.0157169j 0.000361593+0.0303122j -0.0602576-0.0984045j 0.0290293+0.0482498j -0.00639675+0.0269572j 0.0154258+0.0233214j -0.00468307-0.0282576j -0.0045044-0.0377916j 0.00360845-0.0308309j 0.0615239+0.0496471j -0.0370704+0.00298173j -0.0431289+0.0173142j 0.000348888+0.00301996j 0.0110895+0.0247473j -0.0331249-0.00344899j -0.0347104+0.0129932j 0.0183723+0.00573874j -0.0153112+0.0391645j 0.0236239+0.02207j -0.0416465+0.0087196j 0.0211498+0.0198461j 0.0428659-0.0244064j 0.037215-0.0216142j -0.0100392-0.00221935j 0.00246967+0.0787277j -0.0059008-0.0182742j -0.0054567-0.0491458j -0.0242556+0.0165015j -0.0140964+0.0594214j -0.0380605+0.0429877j 0.0568511-0.0479727j -0.0456833+0.00971788j 0.0108946+0.0109355j 0.0199528-0.0152734j -0.00511398+0.000124915j 0.0416024-0.0463712j 0.0620108-0.0825584j 0.0108914+0.0155906j -0.0762306-0.0573279j 0.0257927+0.0203296j 0.0119752+0.00949938j 0.115998+0.034161j -0.0426997-0.0413998j -0.0387945+0.0270742j -0.0327411-0.0649769j 
0.0115484+0.00198446j -0.000155754-0.00423635j 0.00503404-0.00544919j 0.00231444+0.00781534j -0.00371142+0.00323594j 0.00844491+0.00092245j -0.00348759+0.00536763j -0.000936189-0.00271053j 0.00542157+0.000983714j 0.00346731+0.00206616j 0.00343136+0.00183587j 0.00160021+0.00490518j -0.00222597+0.000856818j 0.00505842+0.00474341j -0.000606328+0.00109288j -0.000278731-0.00651759j -0.00537281+0.0147699j 0.00282566-0.00266519j 0.00639223-0.000868328j 0.00674372-0.000686106j 0.00251618+0.0192771j 0.0217933+0.00808602j 0.0152795-0.00194006j -0.0027344-0.00975988j -0.001234-0.00638062j -0.00434895-0.000611268j -0.0244944-0.00684064j -0.0163987+0.00701032j -0.00145443+0.00491518j 0.00332732+0.00489003j 0.00156963+0.0153286j 0.00358211-0.00610867j 0.00172289-0.00762023j -0.00533589-0.00413125j -0.00035301-0.0117357j -0.004414+0.00608543j -0.0146366-0.0130971j 0.00652836+0.00259208j -0.00563446-0.00855136j -0.00729263+0.0180657j 0.00772015+0.0154608j 0.0163424+0.0192757j -0.00285506+0.0148819j -0.00556338-0.017611j -0.0180246+0.0105461j 0.0155305-0.0040382j -0.0272358-0.00631678j 0.0215504-0.0112477j -0.00015344+0.0193121j -0.0178934+0.00702117j -0.0248316+0.00697117j -0.0111897-0.0163018j 0.010163-0.0181359j -0.00432377-0.00119988j 0.0191298-0.0281031j -0.0328291-0.0284377j 0.0105602+0.0305609j -0.000696972-0.0178839j 0.00417745-0.0137818j -0.0099168+0.0202534j 0.0185967+0.0114j -0.00472708+0.0162448j 0.000907513-0.0028194j 0.0223635+0.0216879j -0.00884946+0.0107013j -0.0157304+0.0282116j -0.0130792+0.0217939j 0.0175267+0.0151365j -0.010927-0.0334927j -0.0169452+0.00326587j -0.0108413+0.0312902j 0.0315881+0.0400482j -0.0240309+0.00940238j -0.022235-0.00578077j -0.00649732+0.00514011j 0.0174231-0.0293034j -0.0115782+0.00605884j -0.00773029-0.0413803j 0.0286466-0.00141145j 0.01506+0.0301001j -0.000139331-0.0448332j -0.0199857+0.0417237j 0.00968887-0.00976833j -0.0328713-0.0292743j 0.0132571+0.0129656j 0.0261628-0.0239937j 0.0452055-0.0156983j -0.0316786+0.0497894j 0.0106895+0.00460799j -0.0100841-0.00393734j -0.00515978-0.0119836j -0.0130629-0.0385788j -0.0164601-0.00233071j 0.00564625+0.0088265j 0.00258462+0.000701753j 
0.00165123-0.000933259j -0.00688077-0.00886066j 0.00126211-0.00576326j 0.00239392+0.000792253j 0.00472479-0.00414179j -0.00365081-0.00639631j 0.0134193-0.00182952j 0.000706581-0.00873884j -0.00521133-0.00753916j -0.00764906-0.00408175j 0.00156439-0.0104339j 0.000256918-0.00227478j -0.00719344-0.00582773j 0.00165439+0.00242625j -0.00261631-0.0117519j -0.00470418+0.00411325j -0.00695029+0.0069965j 0.0104504+0.0098403j 0.0118489+0.019184j 0.00277993+0.00915251j 0.00462067-0.00358012j -0.00918124+0.0269781j -0.00265039+0.0165542j 0.00335217+0.000495526j 0.00650251+0.000573562j -0.0212204+0.0123886j 0.0101132+0.00993627j -0.0147437+0.00557862j 0.0157726+0.00704817j 0.0116986+0.015291j -0.00759277+0.00537037j 0.0155263+0.0183549j -0.0102365-0.00258536j 0.011834-0.0200693j 0.0111853+0.011632j -0.00497747-0.0221433j 0.0063401-0.00862423j -0.0045662+0.00948895j -0.00278673+0.000655296j 0.00786661+0.0055091j 0.00711556+0.0114334j 0.0151311+0.0097845j 0.00750402+0.0146071j -0.025373-0.0156145j 0.00187876+0.00715284j 0.0201672-0.0194912j -0.000596358-0.0104202j 0.00506769+0.00233911j 0.00427477+0.0345313j -0.00468465+0.00580338j -0.0120631-0.0216354j 0.00775175+0.0138217j 0.0272582-0.00494405j -0.0172055-0.00913003j 0.0164998+0.00646306j -4.88468e-05+0.0185672j -0.0252364+0.0191477j 0.00931887-0.00654844j -0.0107742+0.0247431j -0.00317414+0.00381151j -0.0374159+0.00589219j 0.00272672-0.0251697j 0.0229131-0.0312147j 0.0227332-0.0120383j -0.00650028-0.0149271j -5.08229e-05+0.0305532j 0.0220392+0.0341489j 0.00544976-0.0203549j -0.0297044-0.00233165j -0.0147226-0.0104149j 0.013234-0.0139273j 0.00541069-0.0118507j -0.00607465-0.04104j 0.0192695+0.0102175j 0.0255275+0.00600387j 0.00381359-0.0156648j -0.00640806+0.0204403j -0.00750835-0.0034725j 0.00842732+0.000234834j 0.00704103+0.0132218j -0.0121498-0.00514376j -0.00423507+0.0200849j 0.00230997+0.0214689j -0.00544519-0.00846829j -0.0234949+0.0426658j -0.00101522+0.0155585j 0.00799901-0.018577j 0.00784209+0.0168801j -0.00540174+0.0153325j 0.00428086+0.012256j 0.000971967+0.00445255j -0.00767203+0.0044228j -0.0210262+0.0204119j 0.00343457-0.000428345j -0.0102978+0.0164362j 
0.0106188+0.000237137j -0.00611419+0.00190386j 0.00393239-0.00440216j 0.00506507+0.00555102j 0.000505909+0.00350103j 0.00673379-0.00421867j 0.0014279+0.00716947j -0.00209739-0.00531674j 0.0058843-0.00267752j -0.00308363-0.00162361j 0.00877141-0.00239667j 0.00403094+0.00930691j -0.0079201-0.00122935j 0.00732637+0.0109042j -0.00499921+0.00168468j 0.00613205+0.003182j 0.00191278+0.0071419j -0.00726114-0.0125711j 0.0156975+0.00484909j -0.00718366+0.00495974j -0.0063381+0.01749j 0.0114604+0.00565064j 0.0110322+0.00922719j 0.00710884+0.00298339j 0.000155007-0.0149455j -0.00590561+0.0095616j -0.000959959+0.00344825j -0.000982934+0.00161662j -0.00434321-0.0148629j -0.0117203+0.00879399j -0.00256415-0.00303435j 0.00543977+0.00289996j -0.00314691-8.68812e-05j -0.00123494-0.0229415j 0.0110587-0.00387381j -0.00989307-0.0002567j -0.0038479-0.0138418j 0.000344998-0.00639916j -0.00264328+0.00947036j -0.0117256-0.00160964j -0.0170431-0.00745483j -0.0152053-0.00403171j -0.00322142-0.0171199j 0.0236974+0.0220702j 0.00699989-0.0106363j -0.0124113+0.00589427j -0.0108519+0.0061528j 0.0188626+0.00841429j 0.0123915-0.0146242j -0.00642019-0.0125316j -0.00347441+0.00774814j -0.00420099-0.0164047j -0.0205665+0.00679225j 0.0101343+0.00913903j -0.00466505+0.0175129j 0.0192136-0.026863j -0.0166394+0.00595708j 0.0210811+0.0229j -0.0238407-0.00882358j 0.00245477+0.00911219j 0.0223353-0.0363824j 0.00961325-0.028357j -0.0164842-0.0168255j 0.0051067-0.00283862j -0.00230475-0.00628685j -0.0115446-0.0187974j -0.00540993-0.00498235j 8.7227e-06-0.0119459j -0.00635542-0.0196136j -0.0246361-0.00273339j -0.000157777-0.0195587j 0.0176029-0.0159395j -0.000960266-0.00782839j 0.0105141+0.0318731j 0.0060344+0.015914j -0.0135141+0.00324284j 0.0182075-0.0159191j -0.0141755+0.0041868j -0.00495672+0.00491433j -0.0170373-0.0347428j 0.026018+0.00575287j 0.0310428-0.0354187j 0.00970897-0.00475j 0.00902277-0.00763262j 0.0240572+0.0130575j 0.0287457+0.00945199j -0.031903+0.0314353j 0.00136192-0.0215661j 0.0103277+0.0132624j 0.00319271+0.00210026j -0.00782114-0.00976541j 0.0231236-0.00397563j 0.0159757+0.00937228j -0.00250592+0.00989445j 0.00379226+0.00905054j 
-0.00256734+0.00528265j 0.0142189+8.5106e-05j 0.00123863+0.000745132j -0.00415957+0.00400529j -0.00471152-0.00506421j 0.00608244+0.00170962j -0.00164603-0.000428348j 0.00654596+0.00156334j -0.00579978+0.00234258j 0.003493+0.00137924j 0.00686035+0.00284979j -0.00540349+0.00721253j 0.00649442+0.000664446j -0.00233415+0.00153594j 0.00690833+0.00214927j -0.000847467-0.0132135j -0.00101072-0.00727194j -0.0145588-0.00359732j -0.00657505-0.00678158j 0.0224882+0.0118545j 0.0105427+0.00514721j -0.0183934+0.00825825j -0.00627582+0.00833073j 0.006034-0.00248319j -0.00202262-0.00748487j 0.00156533-0.00125706j -0.00123664-0.00135451j -0.0054703-0.0255125j -0.00256356-0.00627505j -0.0263016+0.0251893j -0.0273085-0.0286166j 0.0199546-0.000149694j -0.00770001+0.0277877j -0.0277901-0.00438033j 0.0207101-0.0186703j 0.00606031+0.00402981j -0.00220344-0.00556637j 0.00392058-0.0055001j 0.000113864-0.0012223j 0.00223737-0.00212708j 0.010036-0.0156419j 0.0112868-0.0113416j 0.00672523+0.00517649j -0.00431579-0.000140753j 0.00559281+0.0130654j 0.0129875+0.00039323j -0.00797556+0.0183102j -0.0146326-0.0120876j -0.00340026-0.0121063j -0.000191341+0.0191161j 0.0163482-0.00234442j 0.00844628-0.00927085j -0.0100425-0.00885222j 0.00983721+0.00644343j -0.00192329+0.0158453j -0.00469606-0.00346648j -0.0049706+0.00182537j -0.0112543-0.00355348j -0.0140822-0.00416467j 0.0070095-0.0162648j -0.000586143+0.0115356j 0.0186008+0.000271496j -0.0255224-0.00267458j -0.0123588+0.00882934j -0.0195077-0.0355698j 0.0106024-0.0146014j -0.00139003+0.0153402j 0.0166032-0.0200462j -0.0119681-0.0100869j -0.0160609+0.0039813j -0.0178323+0.0153612j 0.00361687+0.0193625j -0.0159758-0.0352176j -0.0214892+0.00704054j -0.000262377-0.00323278j 0.0341458-0.0151875j 0.0175992+0.0197995j -0.00356219+0.0155996j -0.0166123-0.00768218j -0.0190665+0.0226946j -0.0116032+0.00298706j 0.0154088+0.00558863j -0.015857+0.0010228j -0.0110013+0.0255793j 0.0340885+0.0104018j -0.00334442-0.00937068j 0.00523329-0.0161135j -0.00248162-0.00199507j 0.01573-0.0156573j -0.00135162+0.00324047j -0.00393122+0.00246572j -0.00269621-0.000884957j 0.00556217-0.010214j -0.00627022+0.0111652j -0.00636736-0.00702087j 
