-0.00878072+0.01741j -0.0172243-0.00958483j -0.0248176-0.00392795j 0.000499478+0.0255233j -0.0120579+0.0159053j -0.00263474+0.0164892j -0.0244102-0.0267472j 0.0270418-0.0276256j 0.0174641-0.00877468j 0.00381698+0.00907361j -0.00249405+0.00749028j 0.0175873-0.0129488j 0.0205592+0.0249499j 0.0127045-0.0242122j -0.018505+0.0131841j -0.00188489+0.00504318j -0.000131486+0.00603222j 0.00295821+0.0126363j 0.00343658+0.000578082j 0.0272115-0.00703734j -0.0191081-0.0106599j 0.0110949-0.00668196j 3.03332e-05+0.00590132j 0.0128416-0.0158953j 0.00158776-0.0111878j 0.00429914+0.0119916j 0.00295086+0.00588249j -0.010326+0.00471866j 0.0065077-0.00617919j 0.00657308+0.00609753j 0.0109659-0.012454j 0.00924125+0.0274286j -0.010609-0.00582294j -0.0104946+0.00434198j -0.00643405+0.00434919j 0.00562848-0.00589625j -0.00117179+0.00168311j -0.0210648+0.0032711j 0.014845+0.00524666j 0.00705057+0.00362808j 0.00320405+0.00212026j 0.0080807-0.0110166j 0.0229822+0.00886319j 0.0141708-0.00218348j 0.00437368-0.0039067j -0.011134+0.0021986j 0.0108725-0.00236612j 0.00302439+0.00735938j 0.00933113+0.0137776j 0.0036019+0.00044816j 0.0103842-0.010432j 0.00307935-0.000827691j -0.00460426-0.00418741j 0.00601565-0.0103617j -0.0070694-0.00615487j 0.0146716+0.00572441j -0.00682303-0.00272618j 0.00822005+0.0078061j -0.00507483-0.0118634j -0.00459417-0.00220771j -0.00676688+0.00775851j 0.00255825-0.00445424j -0.0211156+0.0109636j -0.012625+0.0125712j -0.00662879-0.00158028j 0.0106577+0.00536437j -0.0265976-0.00107283j -0.00203245-0.000532864j 0.0219998+0.0262747j 0.00288896-0.0149394j 0.017343+0.00541971j 0.00957435-0.021124j -0.0428104-0.0203837j 0.0109227+0.0168496j -0.0213037+0.00734168j -0.0217409-0.0180993j -0.0177159+0.0213247j 
0.00210749-0.00641398j 0.00773289+0.00256914j 3.14381e-05-0.00264191j -0.00660865+0.000234559j 0.00626621-0.00708104j 0.00464949-0.00642989j -0.0009038+0.00514049j 0.000489347+0.000685926j 0.00133815+0.00431536j 0.00821381+0.00446906j 0.0050773-0.00404903j -0.00589325+0.000652793j 9.74466e-05-0.00622891j -0.00720929+0.00420689j 0.00557972-0.00473036j -0.0027539+0.000986123j -0.00184+0.000649883j -0.00348624-0.00490515j 0.00312923-0.0120308j -0.00846138+0.000827577j 0.00226051-0.00190347j -0.000741253+0.000549408j -0.00752258-0.00995885j 0.00691694+0.0168182j -0.0100591+0.00548837j -0.00985823-0.0172097j 0.00981567-0.000846832j 0.00126927-0.00500186j -0.0019024+0.00177247j -0.00107866+0.00117415j -0.00764665-0.00229918j -0.00122564+0.00532485j -0.00754009-0.0124818j 0.00241758-0.00752313j -0.00244165-0.00543472j 0.00988818-0.00152819j 0.00453053+0.0093367j 0.00590163+0.00726193j -0.00876856-0.00679059j -0.00197584-0.00296583j -0.000698347-0.00155031j 0.000402919+0.00440515j -0.00633159+0.00472309j -0.00495496+0.00244819j 0.00631813-0.0106528j -0.0104053-0.000745332j -0.00590675+0.00983755j 0.0192-0.0123191j -0.00299211-0.00449361j 0.00665939-0.00861262j 0.00286547+0.00545637j 0.00483489-0.00340986j -0.00776299+0.00313621j 0.000814868-0.0108661j 0.0138352+0.00335311j 0.00505516-0.00387922j 0.0128486-0.00432752j -0.00871449+0.0038784j -0.00766927+0.00177084j 0.0107036+0.00350446j -0.00286862-0.00637859j 0.0118528+0.00667724j 0.00770598-0.00063745j 0.00374414-0.0037518j -0.00430271+0.0113157j -0.00442499+0.00241664j 0.00365347+0.00600139j -0.000172715+0.00312492j -0.00685226-0.00141547j -0.00425888-0.00478966j 0.0090317-0.00694233j -0.00439312+0.0040561j 0.00453324+0.00799888j -0.0017661+0.00501312j -0.00281205+0.00196179j 0.00504945+0.000608166j 0.000710416-0.00500853j 
-0.00151577-0.00894659j 0.00907773-0.00156887j 0.00401455+0.00728506j -0.000431978-0.00328081j -0.00579637-0.0104602j -0.00751157-0.00741993j 0.00290745+0.00600633j 0.00584882-0.00440912j 0.0117796+0.018907j -0.0182166-0.000615203j 0.00554989-0.017194j 0.0041471+0.00488747j 0.00136722-0.00985273j -0.00103985+0.00256625j -0.00787619+0.00495109j 0.00908683-0.00442137j -0.00427214+0.00418241j 0.00479019+0.00352461j 0.0113295+0.00180695j -0.00319883+0.00590885j 0.00865726-0.00790048j 0.00415345-0.00310089j -0.00262001+0.00305736j 0.00993618+0.00437061j -0.017911-0.00821349j 0.00195296-0.0127156j 0.00889345-0.0103513j -0.00105491+0.0116266j -0.00260966-1.43773e-05j 0.00989797+0.00829207j -0.00380474+0.00616579j 0.00314604+0.000821799j 0.00300726-0.0152147j 0.00524846-0.000618938j -0.00790494-0.0192582j 0.00843969+0.0058886j 0.00541518-0.00574334j 0.00106365-0.00109644j -0.0163638-0.00121254j -0.0142995-0.00684764j 0.0257003-0.00244846j 0.0123849+0.000748643j -0.0180797-0.000835045j -0.0165607-0.0182282j 0.00695055-0.030777j 0.0160442-0.00613894j -0.000982442-0.01193j 0.00568426-0.0113766j 0.00751717-0.00681471j 0.00525258-0.00822794j -0.00293074-0.00281294j 0.00209175-0.00526656j -0.00993059+0.0127645j 0.0123743-0.00966088j 0.00891305+0.0140098j -0.00714407-0.00427337j -0.00499317+0.00214901j -0.00691178+0.00765005j 0.00219031+0.000556299j 0.00291245+0.0155194j -0.00552746+0.00232527j 0.000509998-0.00293874j 0.0093907+0.00595723j 0.00652754-0.00404614j -0.00349042+0.00205314j -0.0134448-0.00206427j 0.00701456+0.000754175j -0.00391943+0.00878416j 0.00169213-0.00191562j -0.00287215-0.00312982j 0.00150825+0.00100201j 0.00340976+0.00710182j 0.00516939+0.00147565j -0.00108734+0.00207387j -0.00568412+0.00111671j 0.00403993-0.000565393j -0.000754443-0.00305252j 
0.0123388+0.00354576j -0.00339244+0.0128489j 0.0118+0.00474449j 0.00605734-0.0064257j -0.0106492+0.00189357j -0.00293735+0.01274j 0.00370815-0.00352305j -0.00570141+0.00341167j 0.00734725-0.00253913j -0.000893185+0.0125663j -0.0176353+0.00232395j 0.00591431-0.00969945j -0.00713917+0.0039217j 0.00904979+0.0120409j -0.000555825+0.0010987j 0.00376647+0.00457385j 0.000496683+0.00166831j 0.00259802+0.0108404j -0.00597213-0.000743548j 0.00844494-0.00392005j -0.00633356-0.000486404j 0.0120241+0.00899475j -0.00192737-0.00387693j -0.0170348+0.00445151j 0.00731685+0.00880292j 0.00171859-0.0103211j 0.00393275-0.00231385j 0.00455101-0.00896723j -0.00287728+0.00442029j 0.0172726+0.0115867j 0.0106244+0.00547318j 0.00590388-0.00349942j -0.00771854-0.00390602j -0.00103771-0.0135916j 0.00345239+0.00516274j 0.0088918+0.000696957j 0.00294871+0.00529005j -0.0102379+0.00427854j 0.00583159-0.00238276j 0.00138873-0.00945871j 0.003285+0.00154776j 0.00881397+0.00125539j -0.00807723-0.000469466j 0.00630198-0.0108768j 0.00599137+0.00461841j -0.00483336+0.0168719j -0.00440701+0.0177718j 0.0179584+0.00230786j 0.00863182+0.00748273j -0.00382948-0.00823544j -0.00612052-0.0155556j 0.00472638-0.0100232j -0.0101923-0.0131437j -0.00902484-0.00634252j 0.00216571-0.0067795j 0.0106347+0.0057484j 0.0023946-0.00326705j 0.00424558-0.00492893j 0.00967542+0.00988665j -0.000941422+0.00764129j -0.011156-0.00537983j -0.00525724+0.00522616j -5.17922e-06-0.000701697j -0.00443066-0.00895925j -0.00012373-0.00732024j 0.00359326-0.00207105j 0.00981151+0.00579323j -0.000201402+0.0202164j 0.00697148+0.00155029j 0.0110379+0.00617718j -0.00437454+0.00999924j -0.00598544-0.00615627j 0.0021097-0.00610507j -0.00424774-0.00993759j 0.0115839-0.00490753j -0.00673626+0.00542466j 0.00571227+0.00604327j 
0.00666582-0.0068988j 0.00766498+0.00529138j 0.0112073+0.00630406j 0.00131764-0.00597309j -0.00769861-0.00198768j 0.00341543-0.0118783j 0.0135236+0.0195321j -0.00949252+0.0056534j 0.00295182+0.00940703j -0.00686825-0.0141114j -0.0117901-0.00495437j -0.00825063-0.00145884j -0.0010327-0.0105023j -0.00536463+0.0109102j 0.00274146+0.00404771j -0.00275155-0.00515712j 0.00238685+0.00311327j 0.00419152+0.00087671j -0.00457899+0.00592564j -0.0129522+0.00301124j -0.00326072+0.00894133j -0.0032821+0.0115259j 0.000484215+0.0180791j -0.0056263+0.0123297j 0.00528209+0.00773275j -0.00305416+0.00757666j -0.00607553-0.00113269j -0.00364689+0.0086634j -0.0165511+0.0147615j 0.00861363+0.00940411j 0.00434864+0.00203278j -0.00653144-0.00158133j 0.00120138+0.00352936j 0.0121092-0.00130697j 0.0104521+0.000892165j 0.00174056+0.00838091j -0.00819714+0.000203252j 0.0133555-0.00641773j -0.00592172+0.0073103j 0.00292201-0.00377293j -0.00728379+0.00112505j -0.0014179+0.0018887j -0.00271186-0.0022956j -0.00549906-0.00708828j -0.00569843-0.00110551j 0.00755141-0.00190554j -0.00588368-0.00361959j -0.0119609+0.0161428j 0.00326034-0.00171153j -0.000195287-0.00908909j -0.00600144-0.006686j 0.00506027-0.0010517j 0.00494557-0.00303269j -0.0100639+0.0126273j -0.00489408-0.0111434j -0.0068073-0.000184655j 0.0109015+0.00967225j -0.00693823-0.00738004j 0.00818079-0.00924793j 0.00351335+0.00405358j 0.00847026+0.00584304j -0.000213294+0.00466873j 0.0107494-0.00570984j 0.00884377-0.0145766j -0.000925328+0.00502575j -0.011333+0.00608209j 0.0125167-0.004801j -0.00387463+0.00120928j -0.0117378-0.00285827j -0.000772237-0.00120183j -0.00330674+0.00431388j -0.00279123+0.006589j 0.0142659+0.00422782j -0.00431366-0.00131116j 0.0026141-0.00591227j 0.00609751+0.00988949j 0.00966596-0.00561404j 
0.00510278-0.00693932j 0.00830136+0.00542828j 0.0053004-0.000722667j -0.00828369-0.00166607j -0.00412662-0.0144279j -0.00632207-0.0095478j -0.00157879+0.00972088j 0.0018408-0.00960592j 0.00482754+0.00427596j -0.018361-0.00301973j -0.000854981-0.0119446j 0.00501928+0.007566j 0.00784939-0.0166779j -0.000174171-0.00325698j -0.00249243-0.00615074j -0.000857733-0.0112723j -0.000417699-0.0125634j -0.00203986-0.00683636j 0.00977828-0.0108128j -0.0034498-0.00435787j -0.00355931-0.00577573j -0.000656616-0.00595978j 0.0124746+0.0130143j 0.000481632+0.0218j 0.0017546+0.0168512j 0.00125205-0.0244838j 0.0164294-0.00773773j 0.0057365-0.00180955j -0.0092717+0.0137171j 0.0048571-0.00222786j -0.0088373-0.00377588j -0.0119422+0.00677183j 0.00291604-0.0135327j 0.00493944+0.00297615j 0.017398+0.00516878j 0.0224218-0.00331855j -0.00381837+0.00832777j 0.00183569+0.0048432j -0.00599193-0.00958358j 0.00739968+0.00311513j -0.0125657+0.00243658j -0.00116691-0.000462638j 0.00855116-0.00185961j 0.00141647-0.0048446j -0.00587072-0.0120258j 0.00236037-0.00585948j 0.00444276+0.000232257j 0.00544132-0.00651071j 0.00120176-0.000471907j -0.00590096-0.00481654j -0.00885483-0.00327396j 0.00363531+0.00305574j 0.00224827-0.00747269j -0.00318496-0.00479888j 0.0081472-0.00600025j 0.00470378-0.00681808j 0.0189483+0.00302376j -0.00120063+0.00364904j -0.00273571+0.00214115j 0.0100699-0.00451111j 0.0065701-0.00729414j 0.00344125+0.0049707j 0.00198652-0.000230029j 0.00662697-0.00562625j -0.00650045+0.00961495j -0.0122732-0.000687959j 0.00864079-0.000432267j -0.00446055+0.00668615j -0.00653772+0.00139101j -0.00316407-0.00385961j 0.00972836-0.00652874j 0.0059008+0.00481735j 0.00443643-1.5502e-05j -0.0026366+0.0019031j -0.000420865+0.0005093j 0.00260969+0.00314048j 0.00329306-0.00241977j 
-0.0088827-0.0037811j 0.00404686-0.0074553j -0.00451816+0.00376781j -0.0012512-0.00649672j 0.00833331-0.02634j -0.00108542+0.00686016j -0.0157222-0.00225149j 0.00910112+0.00540843j -0.00778582+0.0146859j 0.01195-0.00645059j 0.0254053+0.000427894j -0.00935278-0.00448355j 0.00655322+0.00803641j -0.00677706-0.00387228j -0.00249201-0.00925526j -0.00485054+0.005059j -0.000935818+0.00211625j 0.0150015+0.0089729j 0.000690265+0.00898545j -0.00259683+0.00665835j 0.00308962-0.00692354j 0.00382465+0.00487828j 0.00266873-0.0100547j 0.00784963-0.0067372j -0.0154055+0.000228963j -0.00329011+0.00299748j -0.00236567-0.000305268j 0.0220305+0.0119257j 0.00996612+0.0163374j -0.00929481-0.0105069j 0.0130693+0.016471j 0.0108383-0.00570709j -5.29389e-05-0.0106735j -8.0756e-05+0.00842357j -0.0154475-0.0110276j 0.00907414-0.0153211j 0.0077454-0.00132358j 0.00378531+0.0123598j -0.0168477+0.02113j -0.00484827-0.0171275j -0.00115202-0.00628746j 0.0108301+0.00146831j -0.00156279+0.00246917j -0.00564008+0.00761056j 0.0104122-0.000697933j 0.0104534+0.00288661j -0.000548667-0.00936817j -0.0126148+0.00210367j -0.00797567-0.00598177j -0.00914306+0.00912018j -0.00372192-0.00568154j -0.0023936-0.0093284j -0.00106907+0.0121978j 0.0084868-0.0023707j 0.0016023+0.0115197j -0.0211045-0.007729j -0.00149374+0.00169121j -0.00762888+0.00406339j -0.00425997-0.00572067j -0.00198419+0.00250699j 0.00494756-0.00278909j 0.00480967-0.00406262j -0.00592234+0.0116907j 0.000707991+0.0107035j -0.00258295-0.000515077j 0.00186806-0.0106279j -0.0023213-0.00110806j 0.00369897-0.00406015j 0.00235284-0.00696139j 0.00137625-0.00372148j 0.00640499-0.00685333j 0.00850739+0.00503793j -0.00260765-0.00596422j 0.00122439-0.000309324j -0.00178255+0.00113276j 0.00257311-0.0040966j -0.00444153-0.00277143j 
-0.00692727-0.00108969j -8.75809e-05-0.00539363j -0.0140149-0.00831831j -0.00982316+0.00836724j 0.0127926-0.00242133j -0.00434092+0.000805268j -0.00195372-0.000649362j 0.00316132-0.00432909j -0.00537188-0.00249045j -0.00483554+0.00607994j 0.000364738-0.00732404j 0.00422212-0.00396991j 0.00210522-0.00822457j 0.00890388-0.00524286j 0.00185748-0.00858588j -0.00401265-0.0167185j -0.00494223-0.00813222j 0.00484528+0.0113852j -0.00921778-0.00223577j 0.00189848-0.00345613j 0.00579783-0.00217174j 0.00420441+0.00123007j -0.00103029-0.0020871j -0.0131297-0.00450385j 0.0106562+0.00369028j -0.00754883-0.00309846j 0.00910982+0.000901072j 0.00770235-0.00619997j 0.00590913+0.00898937j 0.0132273-0.000684411j 0.00884698-0.00102339j 0.0017968-0.00977816j -0.00540358-0.00375586j -0.00100713+0.00135876j 0.00467491+0.00354569j 0.0135251-0.00765414j 0.0119077-0.00169011j -0.0016098+0.00317941j 0.00531234+0.015168j 0.00596799+0.0030696j -0.000851085+0.00823793j 0.00603328+0.00597082j -0.00569933+0.0108815j 0.000161592-0.00108991j 0.00600935+0.000795621j 0.00314628+0.0014268j 0.000606359+0.00363206j -0.00774953-0.00176901j -0.00353595-0.00236962j -0.0119603+0.0120397j -0.00647744-0.0102826j -0.000623668+0.00953794j 0.00827926+0.00319529j -0.00757921+0.00548949j -0.00197158-0.00141268j -0.00797561+0.000423124j 0.00229529+0.00590108j 0.00789216+0.00296522j -0.00224103+0.0054287j -0.00467479+0.00444121j -0.00158131+0.00404823j 0.00398533-3.19617e-05j 0.00460982+0.0053286j 0.00158096+0.00363611j 0.00753116+0.00498397j 0.0073899-0.0060992j -0.0065755+0.0103706j -0.00566706-0.00585132j -0.00441314+0.00167353j -0.00837634-0.00548372j 0.00526143-0.00989398j 0.000913989-0.0019552j -0.00536721+0.00811391j -0.00232769+0.00572436j -0.0086239+0.000848089j 0.00269154-0.00659822j -0.0062023-0.00268228j 
-0.0111638-0.00803589j 0.00742282-0.0120016j -0.0100784-0.00214234j -0.00212089+0.00555649j 0.00909264-0.00182425j -0.00379495-0.00307274j -0.0127364-0.00603991j 0.00780039-0.0108002j -0.000713011+0.00794986j 0.00520086-0.0130724j 0.00923947-0.00297617j 0.000421309+0.00990067j -0.00343737+0.00298136j -0.00573817-0.00536718j -0.000463052+0.0109813j -0.00677736+0.0149952j 0.00770617+0.00286684j -0.00617559+0.00113904j 0.00611891-0.0087082j 0.00166325-0.000712624j -0.0153776-0.00906407j 0.00599417-0.01271j 0.00243875+0.00812091j 0.0132944-0.0070814j -0.00651513+0.00324617j 0.00316893+0.00257295j -0.00808289-0.0255563j 0.00542157+0.0198488j 0.00951604+0.0142409j -0.00745563-0.00238353j -0.000781913+0.0266717j 0.0124708-0.0126162j 0.0304572+1.91126e-05j -0.00612523-0.000294773j 0.00995946-0.00737257j 0.00649775+0.00252858j -0.00986696+0.00281272j -0.00623725-0.00277952j -0.016973+0.0135127j -0.0118453-0.00738374j -0.00528795-0.00722768j 0.0024246-0.0106984j 0.00775707-0.0123229j -0.000238557+0.000728623j -0.00399473-0.00956152j 0.0130385-0.00765227j 0.000792462-0.00036904j -0.00508484+0.00156887j 0.00276798+0.0140792j -0.00159348-0.00127197j -0.00184161-0.00826384j -0.00677872-0.0037464j 0.0168118-0.00342284j 0.0145859-0.00207782j 0.00410826+0.00190527j -0.00657509-0.00315396j 0.000482532+5.44879e-05j -0.00392767+0.00328302j 0.00429422-0.00647183j -0.00402889+0.0072855j -0.00161381+0.000158177j 0.00546445-0.0021966j 0.0120852+0.00269722j 0.00398935+0.0040517j 0.000494391+0.00719481j 0.000156502-0.00483864j -0.00319827-0.00128934j 2.75744e-05-0.00960248j -0.00110059-0.00223998j -0.0137226-0.0152104j 0.0102563-0.00861686j 0.00710885+0.0105021j -0.00266095+0.00399497j 0.00116851+0.0111619j -0.0126654+0.00244174j 0.00416188-0.00500612j -0.0047638-0.00324088j 
0.00239744+0.0118783j -0.0116745+0.00151012j 0.0057412+0.00229962j 0.00673225-0.00209875j -0.0165555+0.00773454j -0.000301521+0.00464114j 0.00254811-0.011836j 0.00768872-0.00117177j 0.0113448-0.0115349j 0.00720975+0.00840564j -0.000142926+0.0056382j -0.00178265-0.00263803j 0.00643546+0.00540609j 0.00320131+0.000797271j -0.00598811+0.005098j -0.00119476+0.00555417j -0.00401343-0.00451554j -0.00267324-0.00259279j 0.00119789+0.0138819j 0.0063318-0.00667075j -0.0171872-0.0028022j 0.0049231+0.00338283j 0.012965-0.0110232j -0.00457714-0.00725923j -0.00164692-0.00105852j 0.00579111+0.000769061j -0.000359267+0.00986445j 0.00774788+0.00851611j -0.0131795-0.0065171j -0.00754963-0.00640783j -0.00285829+0.00881096j -0.000623879+0.0010697j -0.00699779-7.87703e-05j 0.00517555-0.00233409j -0.0189779+0.00870136j 0.00113651-0.000358716j 0.00597494-0.00121347j -0.00122478+0.00585965j 0.0111717-0.00223681j 0.000420065-0.0125784j 0.00126209-0.0110174j 0.018833-0.00177761j -0.00107884+0.00432546j 0.010514+0.00609572j 0.00422084+0.0231804j -0.00671727+0.00565992j -0.00970709+0.000963996j -0.0105866+0.00428246j 0.00257948+0.012117j -0.00944858+0.000205567j -0.000547028-0.0115783j 0.00268283-0.0198174j 0.00292187-0.00941107j -0.000983406-0.00459304j -0.00796116-0.00580217j -0.00180042+0.00170809j 0.00287239+0.0084414j 0.00529642-0.00159621j -0.000124734+0.00150754j -0.00445825-0.00403764j -0.00469122+0.0022148j 0.00198417+0.000939445j -0.0136902-0.00312339j -0.00352411+0.00932319j 0.00288342-0.0147271j 0.0120785+0.00382924j -0.00712407-4.57837e-06j 0.00531564+0.00299031j 0.00865012-0.00362841j 0.0149949+0.00636821j -0.00913618+0.00741855j 0.000689632-0.0102986j -0.00765853-0.0110613j 0.00577008-0.00766099j 0.00925628+0.000888129j -0.00793618-0.000462431j -0.000727873+0.00729124j 
-0.0047931+0.00167217j -0.00139281-0.00393982j 0.00432704+0.0026803j 0.000787647-0.00739871j 0.00189015-0.00638862j 0.00203667+0.00346468j -0.00107215+0.00194633j -0.000521416+0.00695214j -0.0105529-0.00246054j 0.00723103-0.00419785j 0.00278478-0.00932734j -0.00301018-0.00639629j 0.00180361-0.00176005j -0.00103681-0.00815255j -0.000288667-0.00889455j 0.000739875-0.010366j 0.0153987-0.00170158j -0.00452134-0.00772655j 0.00900622+0.00445116j -0.00381555+0.0116912j 0.0091984+0.00243095j 0.0036686-0.00306292j -0.0153818+0.0139766j 0.00836639-0.0129863j 0.00643536+0.0112101j 0.00495402+0.00443347j -0.0135456-0.0102538j -0.00420988+0.00370032j -0.00372902-0.000493352j 0.00753247+0.00327241j 0.023476+0.0011524j -0.00164218-0.0156415j -0.000328753-0.00834685j 0.0040498-0.0152496j 0.0178891+0.00738151j -0.00735315-0.000313004j -0.0255177-0.00348861j -0.00370741+0.0036468j -0.0114943+0.0106047j 0.00532451-0.00435798j 0.00115599-0.00248064j 0.000188409+0.00211034j 0.0138685+0.00178127j -0.00501598-0.0190658j 0.00238443+0.00491114j -0.0129682+0.00249907j 0.0042647+0.00443576j 0.000106024+0.00535503j -0.0149362+0.00445048j -0.00851951+0.00567751j 0.00252627-0.00554389j 0.00597147+0.00597577j 0.0068224+0.00403298j -0.00870448+0.00507966j 0.00499221+0.00529036j -0.00232271-0.0113698j -0.00376419+0.0044309j -0.0062121-0.00733335j 0.0091293+0.00215294j -0.00695318+0.00192154j 0.00490905+0.00128493j 0.00250802-0.00113733j 0.00178308+0.00434727j -0.00441019+0.00570822j 0.00399295-0.00797878j 0.00618344+0.00635189j -0.00979851+0.000446127j 0.0048565-0.00673173j 0.00335367-0.00395779j 0.000692851+0.00441121j -0.00290724-0.0035866j 0.00478098+0.00231783j -8.15597e-05-0.004614j 0.000427364-0.00506173j 0.00402471+0.00151485j 0.00141066-0.000452956j -0.000684677-0.0013071j 
0.00328506+0.00629294j -0.00516417+0.00217974j 0.0143929+0.00250712j 0.00547786-0.00683495j -0.0181703+0.00398387j -0.0044103+0.00454347j 0.00287615-0.00308318j -0.00706039-0.000767503j -0.00237586-0.00763669j -0.001209-0.00403949j -0.0117502+0.00711832j 0.00429645+0.00215871j -0.00271402-0.00339645j -0.00493833+0.00216596j -0.0202511-0.00226108j -0.00169724+0.00242864j -0.00278494+0.0073058j 0.000100865+0.00398152j -0.00431257+0.0095713j 0.00502928-0.00895247j 0.00382673+0.0104517j 0.00746679-0.00862436j -0.00223061+0.0178241j -0.00112336+0.00203975j 0.000620969-0.00441732j 0.0039295+0.00437795j -0.000140268+0.00999308j -0.0146134+0.000306426j 0.00156358+0.00290583j -0.00029793+0.0114541j 0.0210251+0.00841424j -0.00203509+0.00749611j 0.00455853+0.0078868j 0.00282538+0.000690283j -0.0154041+0.00928898j 0.00133011-0.00226319j 0.0125563+0.000318397j -0.0063794-0.00287353j 0.00105533-0.0108267j -0.0108641-0.00391186j 0.0101436-0.00278712j -0.00550043-0.0114125j -0.000102882-0.00487469j 0.00890378+0.00825114j 0.000607689+0.00787894j 0.0103554+4.70755e-05j -0.000281904-0.00319399j 6.29553e-05+0.0113565j 0.00404397-0.000660058j -0.00115532-0.00594683j -0.00914177-0.00684676j 0.0046345+0.00397229j -0.00217893-0.000631292j -0.00331965-0.00200998j 0.000546831-0.00284553j 0.00183815-0.00574626j -0.00690227+0.00320088j -0.00515735+0.0064457j -1.44685e-05+0.00519735j 0.000868296-0.00291241j 0.00702569-0.00501322j -0.00206121-0.00858344j -0.000403429+0.00258626j -0.00304629+0.00254128j -0.00552364-0.00594318j 0.00643807+0.00703045j -0.00163266+0.000735125j -0.00104845+0.000745691j 0.00399527+0.0040056j 0.00932228+0.00316595j -0.00272051+0.00160003j 0.00177747-0.00502642j -0.00209451-0.0119872j 0.000719911-0.00931478j 0.00929169-0.00231666j -0.00489616+0.00371138j 0.00264708+0.00454083j 
-0.00204343+0.002531j -0.00335269-0.00171102j 0.00674539+0.00317173j 0.00709393-0.00697026j -0.00481604+0.0114804j 0.000402874+0.0117072j -0.00632401-0.0104352j -0.000997715-0.00254524j -0.00952413-0.00892589j -0.00216659-0.00671618j -0.00738131+0.00587923j 0.00598726-0.00575014j 0.00943992+0.0116386j -0.00811728-0.00106048j -0.0073062+0.00219847j 0.00406735+0.0211762j 0.00862427-0.00386974j -0.00968473-0.00297118j 0.0139982+0.00519491j -0.00643662+0.00645625j -0.000483548-0.000975012j 0.00336358+0.0176525j -0.011696+0.00150922j 0.00956017+0.00635094j -0.0071475-0.00625413j 0.0137602-0.00571013j -0.000538444+0.00107755j -0.0111574+0.00135695j -0.00447887-0.00966139j -0.0119662-0.000899621j 0.0235524+0.00429273j -0.000782338+0.00319344j -0.00534441-0.00414061j 0.00137281+0.000818837j -0.00584632-0.00406896j -0.0034077-0.0105149j -0.012132+0.000328224j -0.00178406-0.00397032j -0.0171844+0.0105052j -0.00229178-0.0209737j -0.00282495-0.000576779j -0.00239441-0.00412616j 0.0144454+7.50005e-05j -0.00170925-0.00330699j -0.00258443+0.0116087j 0.00138325+0.00719158j 0.00921776-0.0075936j 0.00810839+0.00600507j 0.00053145-0.00535498j -0.00568684-0.00547948j -0.00836945-0.00389598j 0.0146709-0.0124038j -0.00373304+0.0116897j 0.00843771-0.0144246j -0.00225623+0.00907519j -0.002662-0.00426982j 0.00194114-0.00454607j -0.0138278-0.00666939j -0.00604661-0.00513671j -0.00091976+0.00252266j 0.00935572-0.00796784j 0.00360916-0.00236989j -0.0147371+0.00335155j -0.0042333-0.00194415j 0.000661821-0.00764688j 0.00356229+0.0087424j -0.00204839-0.00548555j -0.00270787+0.00284018j 0.000320962+0.00453044j 0.00823054+0.00447332j -0.00340732+0.00432806j 0.00993415-0.00478184j 0.0011579-0.0140207j 0.00508791-0.0044296j 0.00272507+0.00372903j -0.00561389+0.00299162j 0.00299409+0.00572524j 
