-0.0972495-0.0123007j -0.029277+0.0832301j -0.14546+0.135294j 0.155299+0.184189j 0.0656824+0.0830031j 0.15523+0.0658321j -0.0403238+0.350021j 0.175377+0.0125457j -0.0471837-0.0325901j 0.0289029-0.0571391j 0.133068+0.0526007j -0.136567+0.0459258j -0.191342-0.0303314j -0.0545659+0.0580255j 0.111349+0.0543681j -0.275625-0.00207483j 0.133066+0.0608265j 0.059413+0.0299705j -0.0299168+0.119092j -0.0739482-0.00878864j 0.103302-0.124117j 0.0570345+0.0690875j 0.0285231+0.113306j 0.0829429+0.0407329j 0.0421035-0.139484j 0.0550839-0.136802j -0.0409768-0.00631883j 0.0423176+0.0276466j 0.102829-0.0297585j 0.0878216+0.0047349j -0.0302527-0.0817342j 0.0392388-0.0304172j -0.0975626+0.0116372j 0.0739664-0.00563776j 0.0219225+0.0320711j 0.171522-0.186697j 0.106552-0.167747j -0.0232061-0.00380791j 0.0808659+0.276347j 0.217704-0.0184151j 0.0577824-0.0296175j 0.0714592+0.0136261j 0.121537+0.0373167j -0.0537437+0.11512j -0.0246227-0.030107j -0.0187292-0.0310037j 0.0787702-0.04135j 0.0539902+0.0669833j 0.0148571-0.000122816j -0.0215443+0.00993995j 0.00572545-0.012625j 0.00340443+0.0321549j -0.00251699-0.0135105j 0.0123529+0.0271518j 0.00207147+0.0161816j 0.00234252-0.0111153j 0.010557+0.0161675j 0.0295414+0.0101772j 0.0149644+0.00372131j 0.00975184+0.0284237j 0.0169874-0.0174536j 0.0310566+0.0114519j 0.0165394+0.0114097j 0.00866864-0.0124035j -0.0367644+0.000556685j -0.00162601+0.00775138j 0.0056956+0.0323414j -0.0097096-0.0133326j 0.0263413+0.00549194j 0.00255331+0.0112317j -0.0225417-0.0204717j 0.00274313-0.00685274j -0.00534998-0.0115244j 0.00973349-0.0260924j -0.0163516-0.00864476j 0.0098998+0.0133529j 0.0128558+0.00272011j 0.000283283+0.00944167j -0.00158069-0.0172997j -0.0085666+0.00933587j 0.00986016+0.00124359j -0.0175921-0.0241089j 0.0191979-0.00607721j -0.0198079-0.00593428j 0.00617634-0.00250894j -0.0193686-0.0261011j 0.0090961-0.0104164j -0.0508822-0.00255901j -0.00874989+0.0356859j 0.0208572+0.0148619j 0.035426+0.0131637j 0.00674337+0.0289493j 
0.0423787-0.0585817j -0.0342436-0.0538815j -0.00657946+0.0216777j 0.0519028+0.0130408j 0.00702449-0.0679396j 0.00437489-0.00340945j 0.0151454-0.022493j 0.0273335+0.00381017j -0.0482054+0.00334294j -0.0073703+0.00457562j -0.0215923-0.00115466j -0.0464357+0.00087366j 0.0140998+0.0346355j 0.00179918+0.028744j -0.00957865-0.0157948j -0.00108991-0.0320325j -0.0158674-0.01078j -0.0231736+0.02736j 0.017845+0.0451987j -0.0322369+0.0128701j 0.0290752+0.0273238j 0.0236998-0.0230226j -0.00570826-0.007144j -0.0265341-0.00764895j 0.0082844-0.00700117j -0.00492989+0.00112759j -0.00507537+0.00303017j 0.00627264+0.00407625j 0.00311848+0.00586411j 0.00631845+0.00657597j 0.0105704+0.00407985j 0.00681037+0.00830372j 0.000802706+0.0155102j -0.0079859-0.00194951j -0.00657921+0.00329304j -0.00310203-0.00355287j 0.00708703+0.0234747j 0.0325741-0.0153496j 0.0285317+0.0319065j 0.0299577-0.0497093j -0.0386503+0.049467j -0.0367314-0.0563642j -0.089492-0.0159068j -0.00346156-0.109714j 0.0600917-0.204415j 0.0202281+0.0110518j 0.0790264-0.0481081j -0.0727159+0.0145441j -0.130561+0.0488008j -0.120637-0.0428616j -0.0420005-0.0583045j -0.0611023-0.024461j 0.0732357-0.0226211j 0.158501+0.0989506j -0.0259377+0.0404952j 0.044051+0.0955393j 0.182513+0.0340777j 0.171524-0.0997839j -0.0508216-0.191735j -0.0843743-0.000347118j -0.0777148+0.0447352j 0.0474021+0.0545785j -0.040233-0.0599339j -0.160093+0.0140451j 0.0527079+0.0139932j -0.0611325-0.148992j -0.15902-0.0733189j 0.276438-0.14349j 0.0494678-0.053915j -0.308333-0.0332472j -0.0595407+0.0429061j 0.135465+0.308922j 0.019609+0.112743j 0.194302-0.134032j 0.0491008-0.0318918j 0.107749-0.0483822j -0.0557571-0.013372j 0.0420066+0.023733j -0.0186292-0.0198381j 0.00802381+0.0361135j -0.129141-0.0821047j -0.0397206+0.136125j 0.0310687-0.067598j -0.047914+0.00963803j 0.0463488-0.112788j -0.0723445-0.0486923j 0.0139782+0.0453285j 0.0290459-0.061728j 0.0357183+0.0308719j 0.0443314-0.0449593j -0.00255476+0.0240905j -0.00921132+0.0156243j 
0.0126756+0.0144728j 0.0310006-0.0118911j 0.00538387+0.00104727j -0.00577701-0.0157028j -0.033293-0.0120864j -0.0177824-0.00781019j -0.00822054-0.0271286j -0.0192609-0.0063139j 0.0082757-0.00416295j -0.00300139-0.0108138j -0.0161461+0.0105602j 0.00958674-0.0323206j 0.00934717-0.0104274j 0.00158131+0.00142318j -0.0171098-0.00724953j -0.00287676+0.00322148j -0.0164381-0.0102882j -0.00112568-0.00417693j -0.00782649+0.00275754j -0.00433974-0.00690804j 0.00981337-0.00624596j -0.00340434+0.00846193j -0.0138617+0.00769159j 0.0240009+0.00224329j -0.00594896-0.00559802j -0.00493445+0.0112704j -0.0053728-0.000303877j -0.00496479-0.00417554j 0.00553733+0.000868897j 0.00537517+0.0087311j -0.00108197+0.00263265j -0.00137018+0.00248503j 0.0126503-0.00611759j 0.0108502-0.000713634j -0.00148787+0.00286724j -0.0187889-0.00930418j -0.014047-0.00565586j 0.00302836+0.00491024j -0.0131882-0.00157208j 0.0105122+0.00910912j -0.0112667+0.0195649j 0.00664872-0.0145325j 0.0236575+0.00535984j -0.0143583-0.00303048j -0.0524764-0.0555338j -0.0388802-0.0312249j -0.0177107-0.0503989j 0.0462875+0.0687852j 0.03712-0.0202109j 0.0443159+0.000453772j 0.00194112-0.0513394j 0.0995777-0.0821818j -0.0166488+0.0093072j 0.0495052-0.00693682j 0.0368926-0.0156996j -0.0411158+0.0514413j 0.00616526-0.0382916j -0.0265753+0.0372688j -0.0411694+0.00628806j 0.048635-0.0159828j -0.0132085+0.00936022j -0.0714148-0.0737779j -0.0369346-0.0377138j -0.031915-0.045897j 0.0669794+0.0241426j 0.0996545+0.00958217j 0.00796846-0.00897301j -0.0101054+0.036791j -0.0475515+0.0034446j -0.0527+0.0454704j -0.0178508+0.0815497j -0.00485764+0.0284055j 0.016173+0.0358372j -0.0431975+0.0216567j -0.0264234+0.0609075j -0.012452-0.0118159j -0.042269-0.0438495j -0.0228385+0.00123407j -0.000188528+0.0136125j -0.0340342+0.000811213j -0.019063-0.0156026j 0.0212983+0.0108585j -0.0271158+0.00779744j 0.0351083-0.0215506j 0.00955937+0.0185488j 0.050783-0.0756822j -0.0081927+0.0241876j 0.0491004-0.103437j -0.00174656-0.0274844j -0.00964636-0.0104092j -0.0468349-0.0505843j 0.036769-0.0152145j 
0.0371728-0.0194412j -0.021668-0.0172806j 0.0167663-0.0439843j -0.0296685-0.0222209j 0.016765-0.0172681j -0.0199526+0.0149214j -0.0124392-0.0362618j -0.0162146-0.00477719j 0.0110327-0.00989676j 0.0112864+0.00899161j 0.0019016+0.0137159j -0.00236681+0.00431907j -0.00291981-0.00123484j 0.00384762+0.00343089j -0.0101061-0.0122349j 0.00331311+0.00543426j -0.0127114+0.0034972j -0.00462343-0.00481592j 0.00232408+0.0142321j 0.0104271-0.00333249j -0.00546142+0.00476503j 0.00995906-0.00998517j 0.0141222+0.00658783j -0.00157692+0.000116536j 0.00231717+0.0138233j 0.00607754-0.01233j 0.000617807+0.000780907j -0.0089369-0.00278499j 0.00483073-0.00643121j -0.00116546-0.0107838j -0.00447114+0.0104709j -0.00656628+0.00387446j -0.00881682+0.0134639j 0.00983119-0.00612781j -0.00756586-0.00938787j -0.00128274-0.0110441j -0.000548992+0.00174661j 0.0169293+0.0106591j 0.00746463+0.00363681j 0.00927982-0.00331063j 0.00293474+0.0217724j -0.024541+0.0218818j 0.0542476+0.00428215j 0.0298944+0.0442511j 0.0707163-0.0208993j -0.0185366+0.0144661j 0.021372-0.108289j 0.010389+0.0475455j 0.0112571-0.0267555j 0.0525626+0.0401758j -0.0172618+0.0794885j 0.0355762+0.0340365j -0.00780168-0.0185393j 0.0195712-0.0287693j 0.0143642-0.00331414j 0.0223784+0.0391156j -0.023738+0.0284766j 0.0636187-0.0217814j -0.0610638-0.0214047j 0.00686885+0.0186907j -0.0218531+0.0397779j -0.0955657+0.00856508j 0.0252649+0.0115132j -0.00743658+0.0148784j -0.0306986-0.0525507j 0.0211652-0.0978875j 0.0339291-0.0287443j 0.000854667+0.00264768j 0.0279556+0.0192234j 0.042526+0.0251597j 0.0646425+0.0111826j 0.0406825+0.00854465j 0.00380581+0.00376676j 0.0705741-0.015284j 0.062846+0.0464515j -0.0141799+0.0577386j -0.0130387+0.0371289j 0.00796331-0.0202626j -0.00829846-0.0362993j 0.00148859-0.00983432j 0.0207592-0.0288241j 0.0277362+0.0447917j 0.025386-0.0229876j 0.0157063-0.00972688j -0.0368365+0.0244478j 0.0763384+0.0929563j 0.00336294+0.034582j 0.100423+0.00727535j 0.0368765-0.0523688j -0.0310506-0.0232705j -0.0464705+0.0147058j -0.047501-0.0438428j 
0.000471609-0.009424j -0.0113397+0.00716746j 0.0100832-0.00399725j -7.18414e-05-0.00699669j 0.0144914+0.00153808j -0.000453954-0.000961374j 0.0036444+0.00229981j -0.00189333-0.00297961j 0.00272685-0.00171595j 0.00648149+0.00119993j -0.000226608-0.00121823j -6.33148e-05-0.000126861j -0.00506896-0.00106702j 0.000501311+0.00782924j -0.000460888-0.000116206j -0.00815386-0.00506612j 0.00919653-0.00116162j -0.00296387+0.00185495j -0.00039382-0.000639281j -0.00440351-0.00441387j 0.00565618-0.00317749j -0.00073551+0.00160168j 0.00516727-0.00605423j -0.0088217-0.00529072j 0.00581137-0.00189943j 0.00375823-0.00874219j 0.0030821+0.0061555j -0.00257748+0.00684268j -0.00443844+0.00284742j 0.000972563-0.00275454j -0.000365044+0.00233761j 0.00608289+0.00243624j -0.00996609+0.00349531j 0.000452245-0.00150507j 0.00372082+0.000727588j 0.00498971+0.00246462j -0.00180837+0.00211582j -0.003157+0.000463972j 0.00628281-0.00336564j 0.00225023+0.00161669j 0.00915137+0.00269994j -0.00283499+0.0124413j 0.00811294+0.0207909j 0.00152871+0.00201818j 0.0265461+0.0284286j 0.0138532-0.00279255j 0.0227783+0.00343104j -0.0157006+0.00947049j -0.00847642-0.00563472j -0.00870021+0.0138021j -0.0346094+0.00846633j 0.00300972+0.00630104j 0.0247457+0.0231084j -0.015344-0.0194602j 0.0215226+0.00693877j -0.00750918+0.000605277j 0.007572-0.00314235j 0.00383935-0.0490759j 0.0118937+0.0101781j 0.0244783-0.00358768j 0.00932878-0.0265676j -0.00957382-0.0196503j -0.0135544-0.00842933j -0.0131883+0.0136713j 0.00582311+0.0317969j -0.0126626-0.0216633j -0.0190996+0.024983j -0.0067934+0.0269807j -0.0308716-0.000671719j -0.00580339-0.0150629j 0.0516836-0.00934787j 0.0154096+0.0301388j -0.0547529+0.00069142j -0.0187551-0.00728457j -0.00313146+0.0153588j 0.0413988+0.00951383j -0.0186032+0.022539j 0.00547624+0.0284481j -0.00307244+0.0149095j 0.022138+0.00657673j 0.0319321-0.0249874j 0.0342914+0.0125407j -0.00330086-0.0468879j -0.00846939-0.0299289j 0.0271265+0.0183983j -0.0120506+0.034743j 0.0124962-0.00971582j -0.0116025-0.0155538j -0.00480328-0.0305463j -0.0207637+0.0122301j 0.00109653-0.00292404j -0.00564294+0.00425849j 
0.00434054+0.00381729j 0.0050954-0.00504999j -0.00409149+0.000780665j -0.00991891-0.00496018j -0.00401721+0.00204714j 0.00295236+0.00272983j 0.0009594-0.013419j -0.00174778+0.00275773j -0.00758429+0.00211239j -0.0112545+0.00141535j -0.0022417+0.00216241j -0.00844738+0.00950312j 0.00672274+0.00573592j -0.0101801-0.00517441j -0.00300422-0.00896725j 0.00883484-0.00244308j -0.0106983+0.000253848j -0.00267303-0.00658522j -0.00119368-0.0106188j -0.00498117-0.00248306j -0.00268972-0.0107158j -0.0019202+0.00665962j -9.79691e-05+0.0155713j 0.00635623+0.00152329j -0.0160556+0.000159439j 0.010773+0.00690911j 0.00455155-0.00197959j -0.00280453+0.000774297j 0.0104941-0.00946639j 0.00122823+0.0070268j 0.00468661+0.00310234j 0.00312969-0.000756171j 0.0104813+0.00195749j 0.00698377-0.00243767j -0.0107828+0.00352338j -0.00934908-0.015783j 0.0147032-0.00689455j 0.00848576+0.0179425j -0.00947992-0.00208672j 0.000273202-0.0068336j -0.0046091+0.00326655j -0.00330557+0.00104477j 0.00461798-0.0143923j -0.000117007+0.0015145j 0.0109935-0.0191244j -0.00727479-0.0067321j -0.000531329-0.0186744j 0.00355109-0.00137922j 0.00352834+0.00565384j 0.00036474+0.00295139j 0.0146609+0.017924j -0.0225271+0.0137449j -0.00045269-0.00525636j -0.00713577-0.0001106j -0.0104472+0.0143226j -0.0197326-0.00293556j 0.0107255+0.00764196j 0.0063657-0.00074431j -0.00326762+0.00489334j -0.0101253-0.00125636j -0.00370698-0.0126933j 0.00243044-0.00483552j 0.00220104+0.0134014j -0.0248347+0.00233829j 0.000156904-0.00634921j -0.00736348-0.000426649j -0.00655854+0.0039088j -0.00469095+0.00340236j -0.0299759-0.00730123j -0.0119739-0.0123814j 0.0313107+0.0122936j -0.0080205+0.0295728j 0.0091927-0.019608j -0.0262496+0.00356071j -0.00805329-0.00291473j 0.00441727+0.00856744j -0.00847212-0.0170358j -0.0145372+0.0117647j 0.0219629+0.0210472j 0.00110168-0.0265421j -0.0308763-0.00945355j -0.00110695-0.00422679j -0.0251385+0.00151162j -0.00470362-0.0143128j 0.000241708-0.0196551j 0.00476651+0.0196893j -0.00227468-0.00609428j 0.00544776+0.00573388j -0.0106698-7.59158e-05j -0.00511762-0.0115568j -0.00915615-0.00211335j 0.000165579-0.00687647j 
0.00611165-0.00205914j 0.000223985-0.00805588j 5.9109e-05-0.013106j -0.00275035-0.0130434j -0.00405391-0.000628876j -0.0130653+0.00799671j 0.00282642-0.00424894j -0.0125771+0.0013659j 0.00414965-0.00288518j -0.00345466-0.00580786j -0.000874616+0.00457882j -0.0140203-0.0080106j -0.00648007+0.000140885j 0.00116196+0.00804098j -0.0146009-0.00566705j -0.00570737+0.0064067j -0.00514838-0.00709072j -0.00589942-0.00305373j 0.00224113+0.00294437j 0.00489353-0.0135332j -0.000558353-0.00685671j -0.0109328+0.0149621j 0.0240086+0.00588153j 0.0159155-0.00308993j 0.0172487+0.0167837j 0.0107325-0.0084348j 0.0134735-0.00880491j 0.00014449-0.00880945j 0.0081623-0.0145566j -0.0102089-0.000619475j -0.0154689+0.0177665j 0.00164778+0.0121827j 0.0134041+0.0178186j 0.00508831+0.000812279j -0.00326794-0.00718199j 0.0120915-0.00320989j 0.0179078+0.0227133j -0.0141071+0.0094006j -0.00232765-0.0150247j 0.00481796-0.000759094j 0.00492413-0.000843793j -0.00580101+0.00317017j 0.00223037-0.0062235j 0.00246084-0.00377853j -0.000984007-0.0025618j 0.000842225+0.00214513j -0.00573919-0.00582488j 0.0095564+0.000317521j 0.000449364-0.00487277j 0.00558641-0.00460333j 0.00698026-0.00015025j 0.000955066-0.00273365j -0.00989848-0.00600336j 0.00686356+6.40154e-05j -0.00881667-0.00478711j 0.00512088-0.00126151j -0.00542986+0.00357474j 0.00583018+0.0114474j -0.00953748+0.0040788j 0.00941361+0.00153899j 0.00252239+0.0164638j -0.00844785+0.0058501j 0.00451255-0.00173214j 0.0136236+0.00100152j 0.00132211+0.0030774j 0.00482023+0.0114056j 1.89189e-05-0.00523157j -0.000989236-0.0040579j 0.00099646+0.012991j -0.0136075+0.000849857j -0.00400464+0.00626484j -0.00249105+0.00510321j 0.00577648-0.00163376j 0.00103446+0.00365076j -0.00161988+0.00699477j -0.00575408-0.0036506j -0.00351201-0.00299014j -0.000147684-0.00389041j -0.00378865-0.00123478j 0.00173797-0.00208048j 0.00127001+0.00250689j 0.0003238+0.0093848j -0.000461565+0.000370826j 0.00829401+0.000971804j -0.00167776+0.0127136j -0.00369509+0.00179372j 0.0053714+0.00603998j 0.00544041+0.0129721j 0.00318275-0.0124129j 0.00956371-0.0147706j -0.006979+0.00218251j -0.000843748-0.0106244j 
-0.00419319+0.00518009j 0.00384902+0.00426952j 0.00950685+0.00870443j -0.0029458-0.00938357j -0.00527298+0.000676968j -0.000606524-0.0062053j 0.00674049-0.00939171j -0.00852291+0.00266934j 0.00295149+0.00257357j -0.00326154-0.00252644j -0.00705793+0.00361518j 0.00845215-0.00761981j 0.0060245-0.000453725j 0.00684942+0.00924481j -0.00709021+0.00316586j -0.00202268+0.00878354j -0.00864418-0.00693592j 0.00143068+0.00405316j -0.00297204-0.00955285j -0.0136625-0.00146191j -0.00711597-0.0131468j -0.0105141+0.00440545j -0.00897162+0.00398506j -0.00578212+0.0129288j -0.016936-0.00218609j -0.00194265+0.020727j 0.0205346+0.00178152j 0.00291948+0.019278j 0.0184806+0.000755925j -0.00340864+0.0152897j 0.00344945-6.35039e-05j 0.0191257-0.0020226j 0.0192896-0.00833003j -0.000866286-0.0139575j 0.00275017+0.0146608j -0.00347908-0.00361132j 0.0159934-0.0130979j 0.0138373+0.00738354j -0.00510834-0.00532557j -0.00498314-0.00612697j -0.00821115+0.00470901j -0.00616762-0.00362151j -0.00594304+0.00887082j -0.00412798+0.000905351j -0.00905946+0.0198409j 0.000137348+0.00439567j 0.000671936+0.0143913j -0.00110911+0.00331309j 0.000524375-0.00620889j 0.00590453+0.00134718j -0.0285927-0.0197437j 0.0275725-0.0307039j 0.001727+0.00783057j 0.0108815-0.0060603j 0.0194454-0.0185398j 0.0225126+0.0080079j -0.0135206-0.0171642j -0.0121947+0.00676602j 0.000504357-0.00444236j 0.014585+0.0033498j -0.00517561+0.00492868j -0.00465375-0.00908772j -0.0044704-0.00866919j 0.0157379+0.0111194j 0.000303748+0.00866555j -0.000863106+0.00183448j -0.00870088+0.00548964j 0.0106661-0.00132388j 0.00640791-0.00324647j 0.00834604-0.00635132j -0.0323705-0.00246907j -0.00351584-0.0286447j -0.00592263+0.0150595j 0.0181192-0.00319238j -0.00236092-0.00402263j 0.000753277-0.00966289j 0.00915721+0.0143092j 0.0113094-0.0021795j -0.0170583-0.0125966j -0.00419182+0.0293928j 0.0229887-0.00256327j 0.0141226-0.000682367j 0.0228768-0.00644072j 0.00834772+0.00104244j 0.0164418+0.0119088j -0.00539879-0.0133434j 0.00317702-0.00215376j 0.0190845-0.0127451j -0.00603124+0.00070877j -0.00665378-0.000957533j 0.00609335-0.0140297j 0.00786585+0.00324654j 
0.00355707+0.000561758j 7.56965e-05-0.00121669j -0.00150399-0.00221713j -0.00456229-0.00449038j -0.0014416-0.00109724j 0.00398083+0.00466582j -0.00242946-0.00178531j -0.000739969+0.00167122j -0.00385351-0.00300906j -0.0046807+0.00157949j 7.76503e-05+0.009486j -0.00630849+0.00625294j -0.000665211+0.00144624j -0.00938919-0.00286427j 0.00434265+0.00418144j -0.00348715+0.00305108j -0.00441106+0.00157343j 0.00193454-0.000505086j -0.00642767-0.000645313j 0.0123846+0.00290419j -0.00168795+0.0087163j -0.00263769+0.0066083j -0.0044349+0.00258964j 0.0117001+0.00359659j -0.00493906+0.00410932j 0.00493899+0.0104088j -0.0110711-0.00638973j -0.00456052-0.0189077j -0.00774802-0.00488013j -0.00471444-9.68179e-05j -0.00340559-0.000386978j -0.0129716+0.0050453j -0.0054671+0.00539588j 0.0106039+0.00826545j -0.006261-0.00385986j -0.0033846-0.00600707j -0.00189633+0.00267338j -0.00457921+0.00645229j 0.00239702-0.00494576j -0.00240061-0.00342679j -0.00176367+0.00415702j -0.00459752+0.0040355j -0.000934928-0.00754333j -0.00367655-0.000283786j 0.00446194-0.00828934j -0.014148+0.00794297j -0.0185821-0.00892033j 0.00160473+0.00104623j -0.0172644+0.00993153j 0.0228347+0.00332958j -0.0356476+0.021104j 0.00376743-0.0317887j -0.000707456+0.00778225j -0.0158581-0.00802845j 0.031478+0.00892724j 0.0113858+0.0237783j 0.00419024-0.0109214j -0.0245433+0.00493289j 0.0283187-0.029663j -0.0186275-0.0152963j -0.0180214-0.00552772j 0.0228721-0.0529752j 0.03098-0.035643j -0.00770689-0.00226619j -0.0279827-0.0258891j 0.0246704-0.00754035j 0.0167335+0.0375535j 0.011201-0.00344841j 0.00331635-0.0259131j 0.00636077-0.00633139j -0.0176299-0.035131j 0.00617877+0.0042759j 0.00136735+0.00412992j 0.00311937-0.0224119j 0.00625766-0.0270404j -0.00870647+0.0336986j -0.0131822+0.0201554j -0.00325344-0.00405855j 0.0212778+0.0110289j -0.0225955-0.00743421j 0.00211027+0.00450841j 0.0296851-0.0165723j 0.0400003+0.00515221j 0.0162198-0.0224371j -0.0076744-0.023115j -0.0198446-0.000802615j 0.00198175+0.0190518j 0.0161678-0.0184052j -0.00999369-0.00109005j -0.00587294+0.0111466j 0.00180682-0.00570065j 0.00161273+0.00150852j 
-0.0017762+0.00466972j 0.000947096+0.000827846j -0.0040283+0.0115403j -0.00424544+0.00269856j 0.00199561+0.0116938j 0.00648274-0.00166185j 0.00141574-0.0011054j 0.00466339+0.000761767j -0.00943534+0.00573491j -0.00608299+0.00517796j -0.00803782+0.0046946j -0.0115224+0.00810166j -0.000684588+0.00137368j -0.0119483-0.0148197j 0.00865114+0.0122366j 0.0114902-0.0143624j 0.0041844+0.0123266j 0.00590871-0.00829064j 0.00380924-0.0117571j 0.0024514-0.00296364j -0.00251774-0.00245211j -0.000953653-0.00127553j -0.007408+0.0144978j 0.0178223-0.0020086j -0.00767009-0.00547678j 0.00668893+0.0188991j -0.0204204-0.0085373j 0.0111687-0.0240027j 0.00445881-0.0118991j 1.58816e-05-0.00430316j -0.00927537-0.0044606j -0.0287132+0.00387953j -0.00183981+0.00641305j 0.0138236+0.0189007j -0.0199294-0.00115456j -0.0112378-0.0135481j -0.00267252+0.00295503j 0.0022212+0.0102487j 0.00212444-0.000294981j -0.00321271-0.00309878j -0.00191541+0.00196652j -4.01728e-05+8.42794e-05j -0.00571743+0.00754586j -0.00597406-0.00469052j 0.00020138+0.0167272j 0.00455822-0.0017467j 0.00983438+0.0141034j -0.0126238-0.00365742j 0.0111234-0.00260057j -0.0085892+0.00989608j -0.0062058-0.0212399j 0.0134362+0.00861793j 0.0162262+0.00102559j 0.00599652-0.00224264j 0.00797961-0.0157404j 0.00887597-0.015344j -0.017462-0.00291619j 0.0124038+0.00152431j -0.018882+0.00954634j 0.0149066+0.0072812j 0.00978425+0.00882597j -0.00830427+0.0182443j -0.012905+0.00801063j 0.0138171+0.0165768j 0.00718532+0.013169j -0.0075993-0.00492314j -2.81701e-06-0.00996798j 0.00449553+0.00646224j 0.00151685+0.0251225j 0.00304889+0.00532515j -0.00831946+0.0125612j -0.000610187-0.0186856j -0.0116188+0.0118579j 0.00560232+0.00436862j 0.00486862+0.00809557j 0.012912-0.0214362j 0.00920706+0.00769685j 0.0100725+0.00285716j -0.0247402-0.0158838j 0.0140376+0.0207418j 0.00961476-0.0132575j -0.00116711+0.0113439j -0.00703345-0.00844565j 0.00419401+0.0144683j 0.0237823+0.0140566j 0.00942177-0.00723082j 0.012223-0.0106344j 0.00206276+0.00663446j -0.00744224+0.00821624j 0.00500424+0.00346946j 0.00127896+2.87214e-05j 0.00100495+0.000692534j 
0.000706128-6.92268e-05j 0.00314565-0.00102107j 0.0016401-0.00320075j -0.00024724+0.000884081j 0.00256492-0.00764498j -0.00127053+0.00454617j -0.00196621+0.000506299j 0.00178857+0.00107539j -0.00153315-0.00260598j -0.00226488-0.00160305j 0.00791544+0.0118846j 0.000755842+0.00220582j -0.000789518+0.00407426j 0.0121972+0.017222j 0.0165086-0.000418062j 0.00378603+0.0181194j -0.00137273+0.00207988j 0.000262869-0.00268867j -0.00755646+0.00121529j 0.00940718+0.00513871j 0.00756898+0.00339104j 0.00413407+0.00714908j -0.00534029-0.00278525j 0.00502204+0.0104559j -0.00133715+0.00801569j 0.0022582+0.00854226j -0.000512021-0.00315134j -0.00490548+0.00402012j 0.00500203+0.0141719j -0.00599736+0.00464537j 0.006049+0.00246135j -0.00685896+0.00693857j 0.00158543-0.00387609j 0.00685852-0.00745344j 0.00466405+0.00627028j 0.00662763+0.0104602j -0.000616903-0.002738j -0.00361896-0.00359392j 0.00112156+0.000784213j 0.00143951-0.00148311j 0.000708954+0.000795319j 0.00181575-0.00138379j 0.00501212-0.00697915j 0.00103744+0.000131419j 0.00439076-0.00660682j -0.0119492+0.00353316j -0.0183807-0.0167099j 0.00840666-0.00796775j -0.018397+0.00255322j -0.00216343+0.000925555j -0.0159292-0.0208401j 0.0183633+0.009996j 0.0269539-0.00112942j -0.0147193+0.0166478j 0.0354699-0.0104822j -0.00583932-0.0526794j -0.0210236+0.0158936j 0.0463281+0.012523j -0.0245154-0.00965571j -0.0364116-0.00409678j 0.015547+0.0128498j 0.0269885-0.0243734j 0.00858996+0.0292136j -0.00191906+0.0130593j 0.0250088+0.00199719j -0.0122055-0.0133264j 0.00742428-0.000115375j 0.00164927+0.0143719j -0.0144288+0.0224288j -0.0146716-0.00856588j 0.0012053-0.00455981j -0.0120457-0.00528187j -0.00133694-0.00898845j -0.0235382-0.018525j -0.00710064+0.00304312j 0.0184161-0.0126841j 0.00376306+0.0104867j 0.0253522+0.0226945j 0.0195815-0.028654j 0.0247968-0.00919476j -0.0168957+0.00489752j 0.00810612+0.0247417j -0.00292666+0.0480432j 0.0387762+0.0138349j 0.0102624+0.00525641j 0.00708624+0.014206j 0.0195045-0.000834331j 0.0062112-0.0142412j -0.00868188+0.00675361j 0.000654283+0.00208318j -0.00558443+0.00123777j 0.000177255-0.00216554j 
