-0.0614561+0.015979j 0.0163003-0.0345701j -0.0743835-0.0515193j -0.00770741+0.0490247j 0.0810822+0.0404414j 0.0590737-0.0233783j -0.0863325-0.161139j -0.091332-0.0450823j -0.0969216+0.0440134j -0.108789+0.0275361j -0.0429133+0.0155151j 0.0867224-0.230638j -0.0588835-0.0289608j 0.0256158+0.0524268j -0.0438444+0.0812967j -0.0113285-0.128074j -0.0747294+0.0486066j 0.149494+0.0172013j -0.125037-0.0169055j -0.087116-0.0281775j 0.0343328-0.116142j 0.0212666-0.0349451j -0.0154353-0.03361j -0.0677528-0.0508774j -0.0305057-0.0750494j 0.137794-0.0325493j 0.079677+0.0234502j 0.0673249-0.0382524j -0.00113015+0.104938j 0.0198284+0.0951107j 0.0198629+0.124053j 0.0870572+0.00394331j 0.172765+0.113479j 0.0905642-0.0660359j -0.0386836+0.0695037j -0.0473355-0.0254061j 0.0098496-0.0335195j 0.156611-0.0142107j -0.0839978+0.0297867j -0.170115-0.00333046j -0.0708374-0.130024j -0.0575344-0.0986588j -0.0892321+0.027754j 0.0282097-0.128502j -0.067625+0.0888129j 0.0324747-0.0356794j 0.0336208+0.0626774j 0.109409+0.00272627j -0.00758738-0.0912624j -0.0259869-0.117198j -0.0896766+0.0664052j 0.0441149+0.0239063j 0.0135453-0.0231541j -0.0752645+0.00419623j 0.0738056-0.0289427j 0.0242433+0.0279857j -0.00741065-0.099703j 0.0157572-0.0083022j 0.0140958+0.075285j -0.102792-0.0930767j 0.0593197+0.0801081j 0.2145-0.00287665j -0.0449217-0.0468375j 0.134136+0.128981j 0.0340824+0.0264184j 0.260592+0.0172397j 0.0225971+0.0900019j -0.0530182-0.000531062j -0.0969646-0.0835072j -0.0169747+0.0762663j 
-0.0184373-0.00197552j 0.0224497-0.011967j -0.0194368-0.0202263j -0.00992911+0.00117883j 0.04978+0.0315177j 0.0245498+0.00696201j -0.039483-0.0536613j -0.0182395-0.0316993j -0.0463127+0.0114455j -0.0353322+0.0211154j -0.0109252-0.0182987j 0.0483492-0.0923794j -0.01329-0.0149939j -0.00392738+0.0207161j -0.0234268+0.0259752j 0.0182756-0.056701j -0.0386491+0.0182702j 0.0525854+0.00765236j -0.0382249+0.00519921j -0.0357881-0.0229046j 0.00403689-0.013292j 0.0218975-0.0122676j -0.00842312-0.00962235j -0.0407641-0.0235522j -0.00363531-0.0258495j 0.0492612-0.0126857j 0.0353891+0.0274776j 0.0239605+0.00527524j -0.0144575+0.050026j 0.00309643+0.0504818j -0.025622+0.0389962j 0.0315867-0.0012164j 0.0632993+0.0480992j 0.0324412-0.000941787j -0.0242025+0.00996997j -0.0312233-0.00720184j -0.00899373-0.00761549j 0.0770862-0.003979j -0.0498255-0.0074761j -0.0661272-0.0150709j -0.0156257-0.0526842j -0.0104584-0.0297689j -0.0255408+0.0120925j 0.0311832-0.040904j -0.0272247+0.0429302j 0.0139207-0.0355779j -0.00487507+0.0382622j 0.0350494+0.0203623j 0.000673909-0.040239j -0.0133888-0.0289393j -0.0337498+0.0208466j 0.0264076+0.00870067j 0.00166114-0.00304365j -0.0236825-0.0130772j 0.0129489+0.015045j 0.00829486+0.0114136j -0.00946629-0.0144597j -0.0076528-0.00303832j 0.0143524+0.032079j -0.024214-0.0204311j 0.020824+0.0252632j 0.072585-0.0100897j -0.0370457+0.00341632j 0.0622694-0.00556949j -0.0107304+0.0134643j 0.0739479-0.0451616j -0.00496976+0.0225172j -0.0116209+0.00654551j -0.0332068-0.0437121j -0.0183798+0.0125553j 
0.0263455-0.016628j 0.0193805+0.00214559j 0.032997+0.0119069j -0.00540786-0.041978j 0.0417358-0.0185615j -0.0128426+0.0228008j 0.00922257+0.079495j 0.0159096-0.0155928j 0.000892613+0.0129628j 0.0530376+0.0455821j 0.00683507-0.0544116j -0.0332624+0.00899742j 0.0238203-0.0179657j 0.00113794+0.034362j 0.000199318+0.00613925j 0.0265764-0.0281149j -0.014908-0.0108976j 0.00531103-0.0369131j 0.0406699+0.0151846j 0.0172296-0.0159279j -0.0329679+0.0478714j 0.0325579-0.00901544j 0.0194751-0.0368614j -0.0265161-0.00290194j 0.0368796+0.0372494j 0.0227974+0.0221603j -0.0347716+0.0174207j -0.0158078+0.0195435j -0.034472+0.0123555j -0.0514186+0.0164889j -0.0499232-0.0157355j -0.0236959+0.0265207j -0.0182431+0.00744878j -0.010995+0.0355095j 0.0166718-0.0533872j 0.0142649-0.0369484j -0.029206-0.000460361j 0.0382445+0.0289892j -0.0141219-0.0538057j 0.002075-0.0405449j 0.0483009+0.0144075j 0.034568+0.0362767j -0.0189446+0.00897747j 0.0528653+0.0331369j -0.019224-0.00600795j 0.0305751-0.036114j -0.0414749-0.032035j -0.0289645+0.0572177j 0.0277993-0.00669456j 0.0167461-0.0033986j 0.0112403-0.00664726j 0.0399838-0.00366509j 0.000222266+0.0407637j 0.0253774-0.022568j -0.0130571-0.00885127j 0.0188185-0.0228947j -0.000772863-0.00579755j -0.0165012+0.00757544j 0.0375092+0.00499007j 0.00529591+0.0522229j 0.040385-0.0255488j -0.0100394-0.0415352j 0.0132997+0.0269345j -0.00584708-0.0963147j -0.00384525-0.0150209j -0.0394459-0.0438692j -0.00187619-0.0180032j 0.0302013-0.0150629j 0.0276404-0.0100813j -0.0330068-0.0379911j 
-0.00603497+0.0072269j -0.00698606+0.00659468j -0.00614476-0.00411091j -0.00458043-0.00124446j -0.0231975+0.000340695j -0.0048313+0.000849586j 0.0128364-0.0162529j -0.0062211-0.00834734j 0.0101016-0.00438212j -0.008113-0.0195668j -0.00885549+0.011961j 0.010755+0.0083366j 0.0116941+0.00352009j -0.013116+0.00282595j -0.00460158+0.00712736j -0.00324877-0.00165447j -0.0010733+0.0126754j -0.00253068+0.00690817j 0.0142062+0.0099446j -0.0103497+0.0081443j 0.0129088+0.018626j -6.70509e-08+0.0231207j 0.00767616+0.00764967j -0.00997405+0.0254814j 0.0033509+0.0179587j -0.00128049+0.0109347j 0.0237793+0.0124678j -0.00123962+0.0139139j -0.0163629-0.010524j 0.0152926+0.00963253j -0.015966-0.00567214j 0.00326773-0.026619j -0.0111073+0.00100516j -0.010161+0.0110808j 0.0221193+0.0039038j -0.00923566+0.0335706j -0.0148003-0.00929248j -0.0123112+0.00111506j -0.00428922-0.00399935j 0.00421855-0.0109317j -0.0148212-0.000750481j -0.00837069+0.0134259j -0.00483068+0.0266502j -0.0373031+0.0209202j 0.0117719-0.0136408j -0.0309063+0.00071928j -0.00246672-0.00146434j -0.0341511-0.0351101j 0.013813-0.00503128j 0.00706019-0.00162588j 0.0177935+0.0235816j -0.00413825-0.00102129j 0.0273913-0.00658929j 0.000788495+0.0103568j 0.0136765-0.000197627j 0.000866461-0.0195091j -0.00857893+0.00841429j 0.0237385+0.00604254j -0.024308+0.00856868j -0.00325529-0.00413302j 0.00397463+0.0323002j -0.00688607-0.0228955j 0.0167587+0.0205471j -0.0108259+0.0151792j 0.0066187-0.00778334j 0.00729358-0.015148j 0.00630354+0.010831j -0.0124708+0.00933602j 0.00211857-0.00426692j 0.00733726-0.00418873j 
-0.000965966-0.000660017j 0.00552579-0.00520881j 0.0031839+0.00606561j 0.00383683+0.000945962j 0.00757062+0.0133911j 0.0102069+0.000115738j -0.0147673-0.0106565j 0.00617796+0.0100495j -0.0121208-0.00323784j -0.0078868+0.00684805j 0.0113797+0.000781291j -0.00226806+0.00188335j -0.0046171-0.0082147j 0.0100012-0.00718207j 0.0106972-0.017122j 0.00526026-0.00155172j 0.00427114-0.00378453j -0.0138255+0.00165005j -0.00848372-0.0061731j 0.00184307+0.00459573j 0.011023-0.028775j -0.0125-0.0105568j -0.00590324+0.0133409j 0.0284931-0.00248902j -0.0147709-0.012005j -0.022211-0.0202735j 0.00334147-0.000475596j -0.00979092+0.0108281j 0.00281326-0.0103584j 0.00566449+0.000229408j -0.00540564-0.0317763j 0.0167325-0.021737j -0.00512046+0.00499226j -0.0117413+0.00525082j -0.0136776+0.00575675j -0.0306649-0.00147519j -0.00314334+0.00291791j 0.0119536-0.00938407j -0.00610286+0.0149722j 0.00315248-0.0083866j 0.0104953-0.00844167j -0.00578221-0.031828j -0.0152349+0.011257j 0.00653909-0.0112794j 0.0332177+0.0259669j -0.0308219-0.0271491j 0.0159323+0.0021697j 0.0195886-0.0271148j -0.00845627+0.0219834j -0.00575035-0.0108096j -0.0115679+0.0186969j 0.0228115-0.00302032j 0.0108696+0.00143785j -0.00673778-0.0208965j 0.00140221+0.0142931j 0.0186456-0.00660605j -0.00384544-0.00583274j 0.00750115-0.0345649j 0.0242579+0.0204684j 0.0144698-0.012365j 0.0203519-0.00555229j -0.022516+0.00421143j 0.00427656-0.0224061j -0.00295834+0.00877652j -0.00591515-0.00228185j -0.00635019-0.00424355j -0.000988087+0.00281923j 0.00218846-0.00373365j -0.00830246+0.00203548j -0.00108703+0.00406073j 
0.000650333-0.000169047j -0.00169382-0.00134395j 0.00333849-0.00156564j -0.00283915+0.00172207j 0.010456+0.00289269j 0.000624902-0.00733338j -0.00664977-0.000965215j -0.00319344-0.00389136j 0.00206252-0.000379942j -0.00276556+0.00900896j -0.00574304+0.00631324j -0.000483686-0.0219352j -0.00237021+0.00345812j 0.000554723+0.00707628j 0.00382288+0.00695461j -0.0123758-0.00664331j 0.0109712+0.00813637j 0.0291219-0.00315281j 0.013389-0.0199539j -0.0308294-0.00938027j 0.0175043-0.00177529j 0.0035481-0.0188124j 0.0146146-0.00238647j 0.00399962+0.00703663j 0.0206552-0.00174888j 0.0100896-0.000791907j -0.00437708+0.00302102j 0.0035997+0.0162282j -0.0138479+0.00383014j -0.0103209-0.00830503j -0.0225471+0.00822542j -0.00148356-0.00809416j 0.000209597+0.0179405j 0.006072+0.0100437j 0.00716126-0.0275502j -0.0198568-0.00257322j 0.0430469-0.00548827j -0.0195507-0.0112747j 0.0186775-0.0218323j 0.0112927-0.00434816j 0.0136808+0.00327727j 0.00422322-0.00950435j -0.00347225-0.0175215j -0.00441775+0.0121329j 0.000751424+0.0195401j 0.0181155+0.0330402j 0.00502136+0.00575731j 0.0190672-0.0136786j -0.00365577+0.0143575j -0.00857222-8.96804e-05j -0.0312922+0.0130832j -0.000627308+0.00500561j 0.00918056-0.00689219j -0.00428368-0.00242776j 0.0158068-0.00237499j -0.0060715+0.0135984j -0.0346049-0.0115234j 0.016067-0.000285972j 0.0051238-0.000133162j -0.0114122-0.000556562j -0.0154596-0.0143959j 0.00524113-0.00860531j -0.005698-0.0135248j -0.0113322-0.0137467j -0.0105374+0.00599807j 0.00544931-0.0110844j 0.00603169-0.000597053j -0.00558008+0.0010699j 0.00502396-0.00250284j -0.00237697-0.00206165j 
0.00210615-0.000293602j 0.00232115+0.00192499j -0.00132024-0.00481247j -0.00709717+0.0026129j 0.00719306+0.00210282j 0.00145268-0.00153739j -0.0106502-0.00321218j -0.000406435-4.69206e-05j 0.00728527+0.00126297j 0.000841004+0.00874266j -0.0119624-0.00259911j 0.00926945-0.0258531j -0.013791+0.0110068j -0.0053759-0.00113097j -0.0103541+0.0143416j -0.0224141+0.0114339j 0.00570003+0.00127159j -0.00181931+0.0014748j 0.00873049-0.00883094j 0.00334737+0.00801353j -0.00890625+0.00938592j -0.00150659+0.00668926j -0.00663516-0.00845589j 0.0201496-0.0149625j 0.00502187-0.0126343j 0.00192125-0.00990065j 0.0125148+0.0337382j 0.0134325-0.0140438j -0.00124184-0.0352359j -0.0152054+0.0234625j 0.0224891+0.016442j 0.0155225+0.0109483j -0.00320585+0.00619557j -0.0136617-0.0234119j -0.0184934-0.0150231j -0.0083055+0.00214176j 0.00826251+0.021619j 0.00149298+0.0086938j -0.017832-0.0035242j 0.0142773-0.00798019j 0.0266348+0.0176321j 1.33391e-05-0.00376764j -0.011949+0.0148105j 0.023933+0.00999971j -0.0129644+0.0105392j -0.00748913-0.0204237j -0.00514528+0.00926716j -0.0101308-0.00722676j -0.00451228+0.00962649j -0.00674512+0.00166246j 0.00424288-0.0065687j -0.00395501+0.0135865j 0.000893377-0.0241726j -0.0336339+0.00506441j 0.00105924+0.0124577j -0.0203184-0.0184023j -0.000983638-0.0164266j -0.00886233+0.0141657j 0.00943763-0.0065746j -0.007106-0.0135748j 0.00258141-0.019862j 0.0216889+0.00654073j 0.00311947-0.00216181j 0.000930163+0.0097213j 0.0101999+0.00267647j 0.00662015-0.014067j 0.0106978-0.00579918j 0.00493822+0.00297583j -0.003899-0.00490888j -0.00404826+0.00209925j 
-0.00606441+0.000916274j 0.00333508-0.00585241j -0.00292307+0.00566275j 0.00258695+0.0110104j -0.00578191+0.0166338j 0.00649075-0.00908533j -0.0107186-0.0159858j -0.00512003+0.0067593j -0.00698826-0.00408189j -0.0194165+0.00645875j 0.0158522+0.0207143j -0.0168577+0.00684917j -0.000674376+0.00606933j 0.00505114+0.0156268j 0.0174372-0.0108879j 0.0138775+0.00440511j 0.00994226+0.00313957j -0.0141757+0.00635759j 0.0142654+0.00879038j -0.00451754-0.0055393j -0.0090643+0.0125118j 1.52513e-05-0.0102498j 0.0253777-0.00072239j -0.00759481-0.00509315j 0.0203295-0.00403726j 0.007779+0.00776452j 0.00454935+0.0194909j 0.0183213-0.00325531j 0.0069688-0.0132372j -0.00554145+0.0117789j 0.0123846+0.00947038j 0.0211761+0.00353944j 0.00427626-0.00107273j -0.0143898+0.000715133j 0.000197181-0.00798578j -0.00160897+0.0154673j -0.00775141+0.00744438j -0.0107302-0.00786083j -0.00116966+0.00415505j -0.0124332-0.00260466j -0.00570159+0.0127129j -0.0150849-0.0066622j 0.015251+0.00174378j -0.0047677-0.0181372j 0.0301247-0.0229021j -0.00989927+0.0151304j -0.00771032-0.00927019j 0.00902157-0.0222247j 0.0238049+0.0197588j 0.0293918+0.015777j 0.0197468+0.00943648j -0.00437447+0.00726526j -0.0157097+0.0186525j -0.0127089+0.0069241j -0.0123079-0.0021194j -0.00544207+0.0140887j 0.0221889-0.0260887j 0.0255068+0.0111046j 0.00661231+0.00349714j 0.0153532-0.00403546j -0.00348639-0.0101023j -0.00321995-0.0116996j -0.00516986-0.00661883j 0.00248635+0.00342826j 0.00242809+0.00347601j 0.00735333-0.0011391j -0.003154+0.00590121j -0.00186132-0.00459294j -0.0034604+0.00456535j 0.00442633+0.00117503j 
-0.00402549+0.00138662j -0.00254153-0.0048697j -0.00362042+0.00473852j 0.00665953+0.00488298j 0.000917582-0.00169079j -0.00133182-0.000472104j -0.00147768-0.00422928j -0.00675535+0.00857339j -0.00382334-0.0021879j 0.00502876+0.0129826j 0.00695151-0.00413612j 0.0120682-0.00171624j -0.00317769-0.0221794j 0.00453364+0.023679j -0.00250068+0.0123669j 0.00463549+0.0176249j -0.0142222-0.00823441j -0.0177616-0.0214194j 0.0077-0.0245639j -0.00373312+0.0103499j -0.00602603+0.0065327j 0.000378751+0.00531857j 0.0111398-0.00342338j -0.031852-0.00666664j 0.00227974+0.0234657j -0.0277864+0.00132432j 0.00587133-0.0164192j -0.0105176+0.024654j -0.00638714-0.0175002j -0.00606017+0.0344544j 0.0144367+0.0209906j -0.00656503-0.0225078j 0.00441976-0.00711084j 0.019957+0.00913653j 0.0117981+0.0192463j 0.00677355+0.0178465j -0.00267291+0.0128948j -0.00493906-0.00494181j -0.0171231+0.0108357j -0.00139217+0.00951071j 0.00826247-0.00565408j -0.00775931+0.000785811j -0.00584773-0.00942152j -0.0233616+0.0229132j -0.00911735+0.000656685j 0.00717329-0.00827769j 0.0154249-0.00184503j 0.0011207+0.00963357j -0.0169002+0.015564j 0.00743592-0.00576252j -0.00454537-0.00780952j -0.0205332+0.0151643j 0.0008517-0.00762999j -0.0124641+0.00800512j -0.0142805+0.0224959j 0.0307897+0.00755876j 0.00410142+0.00648581j -0.00344521-0.0147895j -0.00771358+0.00715587j 0.0132337-0.00672197j -0.0101749-0.0205118j 0.00686348+0.00341724j 0.00114262+0.00393699j -0.00266431+0.00231237j 0.0113067+0.00261788j 0.00265239-0.00904439j -0.00578232+0.00129899j -0.00312211-0.00257517j 0.00539949+0.00426881j 0.00382667-0.00375402j 
0.000424592-0.00132898j -0.00185882+0.00145344j -0.000104054-0.0062113j 0.00193058-0.00732618j 0.00775499-0.00439528j -0.0101834+0.0105987j 0.0192099+0.00131661j -0.00617703-0.011208j -0.00933138+0.00664049j 0.0155073+0.00417301j 0.0195581-0.00504155j -0.00777138+0.00180207j -0.00251546-0.00922747j 0.0218263-0.0100925j 0.0276563-0.00544892j 0.0187269+0.000320163j 0.00326392+0.00784844j 0.0164122-0.00783628j 0.00134981+0.00939579j -0.0185796+0.00609944j -0.0233535+0.00912168j 0.00363136-0.0011137j 0.0203634-0.00153034j -0.00835673+0.00341292j -0.0145202+0.0199337j 0.00384212+0.00290267j 0.0318923+0.00598361j 0.0250307-0.0110579j -0.00263695-0.0208292j 0.00765123-0.024279j 0.0085573+0.012659j -0.0180313-0.0179686j -0.0252875+0.0096904j 0.0261627-0.000411184j 0.00220788+0.00582015j -0.00947873+0.00817603j -0.00183202+0.0113106j -0.00717738+0.0111096j 0.0142254-0.0155772j -0.0107494-0.0145523j 0.000523811+0.0315244j -0.00229242+0.00580789j -0.00870627+0.00535523j 0.0200205-0.0114078j -0.00685895+0.00808111j -0.00228053-0.012655j 0.0101394+0.0129796j -0.0078467-0.00826508j -0.000740486-0.0258101j -0.00391807-0.0116672j -0.0189175+0.00786193j -0.00357025+0.00660564j -0.026708-0.0128143j 0.0126645-0.0215536j -0.0259967-0.00170487j -0.0237925+0.00232541j 0.00374408-0.0193154j -0.0100196+0.00707553j -0.000550305+0.00733253j 0.0148329+0.00403544j -0.00346489+0.00289756j -0.00912687+0.00282047j -0.00502272+0.00458969j -0.00603247-0.00288392j -0.000247674+0.00104691j -0.00561526-0.00210821j -0.00563854+0.00473066j -0.00365057+0.00261772j 0.00501706+0.000835083j 0.00209176-0.00358039j 
-0.000466134-0.000870147j 0.00368648-0.0031312j 0.00205864+0.00542147j -0.00264122-0.00453526j -0.00959465-0.00172339j 0.0103181-0.000281626j -0.00212853-0.00177127j 0.0134748+0.00225006j 0.0181688-0.00735151j -0.00594809+0.0131449j -0.00675717+0.00559368j 0.0103375+0.00973442j 0.0116294-0.011487j -0.00792949-0.0190409j 0.0274266+0.00740766j -0.0102616+0.0233269j 0.011592+0.0181612j 0.00402592+0.00676249j -0.0246241-0.00917275j 0.00572196-0.012925j 0.00471555-0.00177493j -0.0241647-0.0151694j -0.015544-0.0183587j -0.00942929-0.00962102j 0.00936816+0.00533843j 0.00797136-0.00190319j 0.0203652+0.0248213j -0.0169829+0.0121867j -0.0011356+0.00950892j -0.012061-0.0132265j -0.0128661+0.00970006j -0.020206-0.011606j 0.00762358-0.017773j -0.0107725+0.00470497j -0.000549663+0.0198636j -0.00554409+0.0048878j -0.0105587-0.00146585j -0.0116608-0.0157213j -0.0082405+0.0119518j -0.00627069+0.0193546j 0.00766984+0.0261993j 0.00595211-0.00258552j -0.0235739-0.0195086j 0.00396784-0.0129848j 0.0291901-0.013545j 0.00597575-0.0136209j 0.0118149-0.0151377j -0.0189193+0.0132573j -0.00503086-0.00909429j -0.0051829+0.00537882j 0.000685967+0.00400764j 0.00212422+0.0247531j -0.0136359+0.0200466j 0.0158999-0.00589357j 0.0213447+0.0208322j -0.0133417-0.0275916j -0.00495505-0.00494451j 0.00148531-0.0122143j -0.0213128-0.00523104j -0.0129822+0.00686276j 0.0104467-0.00303476j 0.00773971+0.00895142j 0.00624476-0.0081834j -0.00363384-0.00436569j 0.000148649+0.00101015j 0.00162998+5.9115e-05j -0.00296016+0.00535583j -0.000716791-0.00734098j -0.0040981+0.00477209j 0.00130979+0.00230282j 
0.000839469-0.00380731j 0.000981918+0.00236801j 0.00738212-0.00634523j -0.00279345-0.0110195j 0.00486619-0.0258789j 0.0180503+0.00227938j 0.00197776-0.00539314j 0.00383615-0.00956239j 0.0136316+0.00207638j -0.00305218+0.0186185j 0.0113357+0.00944915j -0.00319928-0.00382463j 0.00171575+0.0122817j 0.0171112+0.0164867j -0.0219309+0.00250951j 0.0208578+0.00579298j 0.0219714-0.000500105j -0.00625141+0.0224309j -0.00979411-0.0197629j -0.00479072-0.00276771j -0.0105827+2.33155e-05j 0.00171618-0.00152989j -0.0141783+0.0151031j 0.00268945+0.012405j -0.0186982+0.0143812j 0.0133135+0.00057667j -0.0156252+0.00665133j -0.00358243-0.0175958j 0.0105169+0.000650735j -0.0134886+0.023599j -0.00407419-0.0111474j -0.0157338+0.00377819j 0.00368542+0.0154267j 0.00544036+0.0260449j 0.00581755-0.00630855j 0.00752902+0.013661j -0.00142425-0.0166508j 0.0213397+0.0125359j 0.0149067+0.00128589j -0.0316669+0.023124j 0.00890129+0.0232999j 0.00234509-0.0471564j 0.0262181+0.013909j -0.0168125+0.0340881j -0.0026159+0.00956221j 0.00673702-0.00588903j 0.00116377-0.00209682j 0.0178852+0.00331043j 0.000722108-0.0168601j 0.0197276+0.016279j -0.00159295+0.00817012j 0.024757+0.00123898j -0.0143772+0.00606585j -3.8588e-05-0.0101728j 0.00705827+0.0162518j -0.00580555-0.00366072j -0.00353854-0.00232746j 0.00153396+0.000724124j -0.0038272-0.0119601j 0.00271973+0.00757739j 0.00793376-0.0057697j 0.000924604+0.00194298j -0.00587464+0.00132194j -0.00314808+0.00439856j 0.000149566-0.00159233j -0.00471339-0.00244258j 0.000348805-0.00164797j -0.00111446+0.00410977j 0.00191949-0.00326508j -0.00119865-0.000401927j 
0.00258632+0.0048474j -0.00672212+0.000288989j -0.00483411+0.000658356j 0.00379463+0.0141801j 0.0117927+0.0150537j -0.00225761-0.0045073j 0.00621674-0.00870783j -0.0104171-0.00877198j 0.000774817-0.0267334j 0.0137558+0.00714742j 0.00212757+0.00622934j -0.00440469-0.0198894j 0.0197493-0.00307357j 0.00646126-0.00794951j -0.00750024+0.0313822j 0.00666257+0.012894j -0.00392368-0.0207991j -0.00172106+0.00786785j 0.0060936+0.0042401j -0.00883953-0.018218j 0.0176542-0.0129053j -0.0121571+0.0183623j -0.0123435-0.0282515j 0.00827002-0.00218056j 0.0022785+0.0393837j 0.014374+0.00198979j -0.0351365-0.0064339j -0.0110494-0.0185113j -0.00767886+0.00430506j -0.0089889-0.0015024j 0.0116068+0.00636296j -0.00991471-0.00390597j -0.0278692+0.0207309j 0.0262223+0.00269694j 0.00468965+0.00874439j -0.00939685-0.0198943j 0.00225576-0.00961879j 0.00568194-0.0106245j -0.00897004-0.00799834j -0.0125517-0.0135534j -0.000723113-0.00419942j 0.00186478+0.00263997j -0.00981012+0.0145982j -0.00320363-0.0106754j 0.00288859-0.002437j -0.0263466+0.00528271j -0.0039559-0.0132553j -0.0175465+0.00530297j -0.00753479-0.00198152j 0.00805578-0.0129313j -0.0170456+0.00879551j -0.0349667-0.00786365j -0.00738665-0.000306509j 0.00216122+0.00419685j -0.00405854+0.00525272j -0.000430675-0.00674414j 0.00244838+0.0028789j 0.0043479-0.0066222j -0.00100536+0.000274077j 0.00211282+0.00545537j 8.97226e-05-0.0137194j 0.0038712-0.00739426j -0.00614172-0.00185483j 0.00539108+0.00431893j -0.00520115-0.00489168j -0.0032792+0.00353579j 0.00724809-0.00164039j -0.00359249+0.00456926j 0.00141386-0.00275809j -0.00413763+0.00041331j 
9.89052e-05-0.00557644j 0.00333105+0.000117328j -0.00205412-0.0163641j 0.000742-0.00173843j 0.0339254-0.0170217j -0.0130419-0.00210311j -0.0153649+0.00837557j -0.00909618-0.00602685j -0.0192292+0.00187287j 0.00294548-0.00167621j 0.00908222-0.00252118j 0.00118458-0.00252119j 0.00308607-0.0155176j -0.0175521+0.000934237j 0.00766487-0.0013324j -0.00103165+0.0145311j -0.00348169-0.0195079j 0.0284632+0.0230294j 0.0113434-0.0133625j 0.0247401+0.00464054j 0.0180479-0.0229083j -0.022548+0.0140829j 0.00548683+0.0132629j -0.0196944+0.0253623j -0.00127491+0.00535285j 0.0297388+0.0319479j 0.00603652+0.0179771j -0.0100644-0.00529981j 0.00211877-0.0126396j -0.00321967-0.00139299j -0.00337794+0.00483561j 0.000918682+0.0180765j 0.0013058+0.0099816j -0.0141936-0.00716829j -0.00250842-1.82924e-05j 0.0200788-0.00362986j -0.0149509+0.0125833j 0.0209822+0.0206953j -0.00525657+0.0225717j 0.0221295-0.01203j -0.00369705-0.00506545j 0.0166571-0.0116998j -0.00107935-0.0280853j -0.00394976-0.00853302j 0.0102285+0.00309236j -0.0116275-0.0126353j -0.00395631+0.0195657j 0.00836549-0.0158144j -0.00379671-0.00809881j -0.010265-0.00860806j 0.00373723+0.00847434j 0.0018701+0.0104772j 0.00492989-0.00535093j -0.00231595-0.00217166j -0.0142714+6.39058e-05j -0.000995691+0.0114829j -0.00529294+0.0059022j -0.00289069-0.00289614j 0.000797238-0.00755301j 0.00312961+0.00591056j 0.00782545-0.00587753j 0.00351461+0.00193976j -0.000586198+0.00365855j 0.0049806-0.00292751j -0.00705281-0.00755669j -0.00533111-0.00342159j 0.00171136-0.00872187j 0.000995108+0.004651j 0.000178989-0.00600673j -0.00428555-0.000264981j 
0.00377343+0.000418481j 0.00157493+0.00763579j -0.00787522+0.00320465j -0.0117417-0.0138231j -0.0225581-0.0200633j -0.0186617+0.0118061j 0.0165419-0.00521312j -0.018886+0.0323317j -0.00731091+0.0107426j 3.53847e-05+0.0382398j -0.00416675-0.00187826j -0.0332842-0.00544662j -0.000680482-0.0164386j -0.0394726+0.006532j 0.0020991+0.00533549j 0.0169083+0.00182538j 0.0058042-0.0013992j 0.000832618+0.00156835j 0.000217966+0.0232493j 0.00914153+0.00503881j 0.0134425+0.00256901j -0.00796548-0.0192896j 0.0271849+0.00926777j -0.00517317-0.0101882j -0.00980548+0.0144337j -0.0209444+0.0333212j -0.00959595-0.00178445j -0.00105493+0.0170263j -0.0228286-0.0118195j -0.0151465-0.0017536j -0.0231181-0.00969461j -0.00685602-0.0055537j -0.0105484-0.00378429j -0.00695406+0.0147068j 0.00384758-0.01952j 0.00692821-0.00806735j -0.00083237+0.0005219j 0.00200501+0.0120748j -0.00215369-0.0146778j -0.00688369+0.00403736j 0.00349351-0.00491338j -0.00542937+0.00322719j 0.0029721+0.00190763j 0.0175164-0.00216014j -0.0127278-0.00329221j 0.0108361+0.00824614j -0.0104869+0.00399576j -0.00147747+0.0102079j -0.000959316+0.00680762j -0.015915-0.00858967j 0.00298816-0.00818849j 0.00616398+0.0191457j 0.00725262-0.00440966j -0.00571353-0.00894417j 0.00627985+0.0028234j -0.00124102+0.000231578j 0.0115401+0.000724631j 0.00848405+5.25249e-05j -0.00787962-0.0180403j -0.00315702+0.000946755j 0.00176891-0.000469793j -0.000202453+0.00338931j -0.00748482+0.000809959j -0.00330217+0.00760339j 0.00411897+0.00191099j -0.0129356-0.00121773j 0.000811287+0.00916924j -0.00261615+0.00624433j 0.00186466+0.00185795j 0.00204331-0.00445934j 
