-0.12473-0.0430077j 0.0484147-0.126864j 0.217079-0.149533j 0.165888+0.230461j 0.140148+0.0807466j 0.0905687+0.209703j 0.22011-0.227815j -0.0965904+0.0956246j 0.125501-0.0421006j 0.185712-0.106557j -0.100098-0.211823j -0.0625172+0.10284j -0.152205-0.194547j -0.0108743+0.0147103j -0.0459345+0.144868j -0.0278227-0.0505521j 0.0684086+0.0646622j -0.140764-0.00594852j -0.029927+0.0201381j -0.177671-0.0106617j 0.182972-0.0342302j 0.00346018+0.138813j -0.0383204+0.0412104j -0.0953977-0.00569186j -0.0470367+0.152645j -0.0828914+0.210686j 0.152665+0.172932j 0.17716+0.16831j 0.198819-0.129776j 0.0797088+0.0186554j -0.0179447+0.0990236j 0.103322-0.0466881j 0.0350473+0.0854355j -0.0357917-0.0195831j 0.0140765+0.0384256j -0.0481164+0.0197099j -0.0311793-0.0208001j -0.00302136+0.00931318j -0.034823-0.0226699j -0.015303+0.0195064j -0.029988+0.0152595j -0.0311658+0.0224292j 0.0233479+0.0108121j -0.0250235-0.0140208j -0.00207944+0.0222618j 0.0224698+0.00596717j -0.00427646+0.005185j 0.0113362-0.00158598j -0.00837021+0.0111441j -0.000284746+0.0256259j -0.00443831+0.0136451j 0.0128195+0.0208854j -0.00515855+0.00725814j 0.011853+0.0272555j -0.0236187-0.0223499j 0.00899991-0.00156853j -0.0130402-0.0118261j 0.00874044+0.00889503j 0.0055173-0.00176475j -0.0184931+0.0179423j 0.018915-0.00383444j 0.00561199-0.000596077j -0.00590975-0.00290139j 0.0149183-0.0165997j -0.0285713-0.00290962j -0.0135955+0.0239839j 0.0126297+0.0178177j 0.0287589+0.00554369j -0.00353016-0.0219072j 
-0.00198221-0.00328932j 0.00421856-0.00455928j 0.00232209-0.00521275j 0.00117589+0.00982716j 0.00752638-0.00102945j 0.00584575-0.000944512j 0.00760108+0.00111088j -0.0129305-0.00132932j 0.00660103+0.0115052j 0.00571852-0.00322583j -0.0111957-0.00208012j -0.0161122-0.0100772j -0.00172062+0.0184411j -0.0119659-0.0106179j -0.0171293+0.00938564j 0.0284306-0.00486607j -0.00758731+0.0222423j -0.00464635+0.0265654j -0.00388451-0.000136603j -0.0215788+0.000827798j -0.0340228+0.00937752j -0.0110206+0.0198567j -0.00995347-0.0177142j 4.78555e-05+0.00510112j -0.00911294-0.0127191j 0.0104934-0.0203223j 0.0282593-0.00332723j 0.0082935-0.00413037j -0.00192633-0.00263364j -0.00150835+0.00318587j -0.00324937+0.000803856j -0.00290446+0.00524381j -0.00305776+0.00143769j 0.0015011+0.000647788j -0.00465958+0.00247069j -0.0066121-0.00665133j 0.0111665-0.000521532j 0.00101929-0.00153243j -0.00174981+0.00313293j -0.00248122+0.00372262j 0.00491248+0.0150991j 0.000956275+0.0109272j -0.000368322+0.00601748j -0.0026951-0.000602314j 0.00767704-0.00913216j 0.0136586+0.00495219j 0.00407842-0.00179841j -0.000261134-0.015114j -0.000789601-0.0047437j 0.00112066+0.00202581j -0.00880898+0.00144068j 0.000927357-0.0119281j 0.0140887-0.0010485j -0.0121002+0.0019965j -0.00379358-0.00523844j -0.00481099+0.00315638j 0.00200826-0.00547291j 0.00539989-0.00232752j 0.00146216-0.00164891j 0.00254689-0.00295211j 0.00471678-0.00365258j -0.00533413+0.00128561j 0.00377768-0.00543326j 0.000272645+0.00114384j -0.014915-0.00474692j 6.5259e-05-0.000337156j 0.00402729+0.00963578j 0.00478591+0.00603265j 0.00408337-0.00646559j 
-0.00418522+0.00441319j -0.00140654-0.00511922j 0.00258113-0.0128026j -0.00416284+0.00147601j 0.00394979+0.00508124j 0.0160182+0.000264272j -0.00587842+0.00170602j -0.00897419-0.0027827j -0.00649591+0.0085304j 0.000386426+0.000698428j -0.000820065-0.000909407j 0.00800297-0.025574j 0.00830429+0.0135655j -0.0180617+0.00904835j 0.00752185+0.00761403j 0.00039573-0.0214245j 0.0181461-0.0060647j -0.0132279-0.00902052j 0.00884444-0.0101478j -0.00262501-0.0215535j -7.21162e-05-0.00108356j -0.00668331-0.0166472j 0.00615285+0.00600437j 5.57501e-06-0.00833103j 0.0204527-0.0116619j 0.0238254+0.0115067j 0.00702904+0.0207796j -0.00207625+0.000241546j -0.00327311+0.00789816j 0.00183059+0.0011504j -0.00312551+0.00153241j -0.0018249+0.0109642j -0.00935079+0.00475959j -0.000117648+0.0153222j 0.00557774+0.00410277j -0.00928859-0.00700414j 0.0185493+0.00167956j 0.0094483+0.00315655j 0.00800637+0.0257217j 0.0299686+0.0068989j 0.00596726-0.00858338j 0.00650702-0.00393029j 0.0130899+0.00788777j -0.00364616-0.00158434j -0.00261421-0.000923161j -0.00163462-0.00963888j -0.00698666-0.00679056j 0.000120172+0.0105078j 0.00920469-0.0121507j 0.00306301+0.00976673j 0.00103491+0.012267j -0.00933371+0.0082467j -0.00220661-0.0155634j -0.0015222+0.00368061j -0.00850729+0.0110331j 0.000758947+0.00492421j -0.0216222-0.000950292j -0.0157332-0.00206053j -0.00552973+0.0158132j -0.00192763+0.0145931j 0.0023437-0.00152401j 0.0070413-0.0142976j 0.0116614+0.00500059j 0.00302139-0.000194084j 0.00726574-0.0161198j -0.0141846+0.00074702j -0.00528512+0.0211936j 0.00585231-0.00656027j -0.00459287-0.0083468j 
-0.00023118-0.000837986j -0.0015735-0.000806577j -0.0151504+0.00442642j 0.00524812+0.000672709j 0.0111458-0.0155647j -0.0153608-0.00580384j -0.00012709+0.00141636j 0.0209957+0.00460806j 0.010893-0.00161362j -0.00564424-0.0290277j -0.0189167-0.0115226j -0.00721627-0.00739684j -0.00465158-9.84988e-05j -0.00620743-0.0192442j -0.000673456-0.0141377j -0.0144096-0.00283744j -0.00428796-0.0030987j -0.00224542-0.0144276j 0.00581498-0.000791556j 0.0142711-0.00933299j 0.0178085+0.0072961j -0.0102902-0.0141171j 0.0182165+0.00236085j -0.00652569+0.002748j -0.0151803-0.0271774j -0.0178665-0.00996557j 0.0070231+0.0115627j 0.000585496-0.00278993j 0.000332602-0.00202118j -0.000117513-0.000955186j 0.00142906-0.000271557j -0.00915384+0.00260327j -0.0054517-0.00332991j -0.00646917-0.0010251j 0.0133524-0.0127922j 0.0236113+0.016992j -0.00551384-0.000249063j -0.0194403-0.00511694j 0.008396+0.00290565j -0.00284845+0.000255447j 0.0119001-0.000638072j -0.000356333+0.00635392j 0.00197078+0.0170735j 0.00411524+0.0372583j 0.00891846+0.00676239j 0.0176763+0.00883543j 0.0236116+0.00303308j 0.00689908-0.014854j -0.0118057+0.0115192j -0.0133623+0.00445984j 0.0121166+0.00833499j 0.00852482-0.0150681j -0.00854208+0.0241259j -0.0101083+0.0246246j -0.00267835-0.0349001j -0.0106173+0.0186996j 0.015645-0.00822533j 0.0239639-0.00259441j -0.00350206-0.007877j -0.0168941-0.00112696j 0.0199088-0.0156932j 0.00663802+0.00621127j -0.0234395+0.00170848j 0.00837177+0.0146721j 0.0019743-0.0118034j 0.00430609+0.000111376j 0.0048094-0.000322415j -5.56074e-05-0.00305577j -0.00118565+0.000707831j 
-0.00107969+0.00022679j 0.000876164+0.000936899j -0.00881573+0.000909586j 0.00067657+0.00360548j 0.000197333+0.000134509j -0.00833182-0.0110582j -0.0025563+0.0075099j 0.00585167-0.00141215j 0.0097805+0.0120092j -0.00732594+0.00920103j -0.0058038-0.00220351j 0.00171295+0.00292075j -0.00569437+0.0054477j -0.0114559-0.00179612j 0.0145661+0.00446343j -0.00902219-0.0062456j -0.00460279-0.00352541j -0.00777427-0.00318439j 0.00299435-0.00212674j -0.00256213+0.00571853j 0.0200549-0.0101695j -0.00300933-0.0077511j 0.0181247-0.00443146j -0.00527107-0.00338286j -0.000540051-0.002967j -0.00187765-0.00735742j 0.00172497+0.00566698j 0.000520122+0.00160508j 0.00349241-0.00151552j 0.00145924+0.00511737j -0.00234455+0.00641544j 0.00251367+0.000719793j -0.00372022+0.0125412j -0.0223549-0.00452492j -0.0238572+0.0140972j -0.0255953-0.0152581j -0.0271904+0.00353285j 0.00682794-0.0045076j -0.02729-0.0485202j -0.0441183+0.00997859j -0.0143358+0.0183805j 0.00905576+0.000399077j -0.0210168-0.0326505j 0.000458582-0.0519217j 0.00402794-0.0223483j -0.0357716-0.00966284j -0.0124501+0.017078j -0.0310454-0.0085912j -0.0221153-0.000196409j -0.00913511-0.00379831j -0.00545968-0.0107733j -0.00484292-0.00120843j 0.0206989+0.000521704j -0.000287449-0.0316965j 0.00969338+0.0304653j 0.00946908-0.0191097j 0.00907676+0.0141873j 0.0160617-0.0221535j -0.000501879-0.0133181j 0.0423995-0.017019j -0.0135358-0.0117503j 0.00648738+0.0111675j 0.0259916-0.0191659j -0.0287023-0.0310058j -0.0207876+0.0231427j 0.0195181-0.0030912j -0.000790859-0.0148328j 0.000128797+0.00598003j 0.00303363+0.00202976j 
-0.00243631-0.00441226j 0.00281044-0.00167065j 0.00976297+0.00524038j 0.00238756+0.000839799j -0.00917089-0.00703877j 0.00341963-0.000128949j -0.00752949+0.000426654j 0.0139077+0.000636192j -0.0214359+0.000727396j 0.00318599-0.0316915j -0.0188347-6.31051e-05j -0.0087854+0.00739413j 0.00278709-0.00261571j 0.00564032-0.0107723j -0.00680286-0.0197387j 0.00109774-0.0201608j 0.00653643-0.00084932j -0.00742633-0.0168533j 0.0127082-0.00494442j -0.00212024+0.00919576j -0.0037109+0.0137122j -0.0314317-0.00501421j -0.00232587+0.0081979j 0.00958211-0.000343389j -0.00849171-0.0123138j -0.00921472+0.000714132j 0.00115777+0.00426994j 0.000988912-0.00127279j -0.00233484-0.0010998j 0.000641498-0.00621456j 0.00417158-0.000896382j 0.0128967-0.0233639j 0.0284208-0.000922176j 0.0123764-0.0214115j -0.0204843+0.0165348j -0.00909064-0.0143031j 0.0107895-0.00122881j 0.0184836+0.0181291j -0.0200015+0.00887794j 0.0132394-0.00356942j 0.00334983-0.00275286j -0.0118843+0.00157778j -0.00479512-0.011327j 0.0013575-0.0256072j -0.020333-0.00667198j 0.00518275-0.00172653j -0.0154123-0.0108703j -0.00130506+0.0186036j 0.029301+0.00766928j 0.0134767-0.0123544j -0.0236351-0.0051915j -0.0128368-0.000622682j 0.0175614-0.0222885j 0.0163555-0.013457j 0.00261824+0.0303354j 0.0149129-0.0285755j -0.0114507-0.0152008j -0.0234632+0.0122301j 0.0266034+0.00803402j -0.0028621-0.0070715j -0.0199506+0.0450125j -0.0376612-0.00744218j 0.00558874+0.00519971j -0.00895431-0.00225894j -0.00697772+0.0123368j 0.00272494-0.00728658j -0.00892692-0.00973175j -0.00122159+0.00558133j 0.00324918-0.00062562j 
-0.000210399+0.00539862j -0.00364494+0.000995379j -0.00194885-0.00669875j -0.000700116-0.00605469j 0.00879797-0.00887383j 0.0179433+0.0123341j 0.000471722-0.0160062j -0.00377428-0.00320613j -0.00933336-0.018191j -0.0160637-0.0266282j -0.00123493-0.00129381j -0.00651445-0.0160046j 0.00169142-0.0109767j 0.00237419-0.0118342j -0.0327975+0.00519179j 0.0066939+0.0124994j 0.008934+0.00140959j 0.00729237-0.001228j -0.00557756+0.00104164j 0.00957868-0.0348294j -0.0125419+0.0253253j 0.00598819+0.00476274j -0.0146812+0.0149185j 0.00469152+0.00674952j -0.00546991-0.0157542j -0.00326875+0.00388586j 0.00142413+0.00555086j -0.000817129-0.0011142j -0.00310713+9.02626e-05j 0.00125398+0.00486596j -0.00253226+0.00326532j -0.00219234+0.0100728j -0.0123532+0.00326484j -0.0108433+0.0124713j -0.00346816+0.00851411j -0.0176924-0.000687041j -0.0146708+0.0105651j -0.00165997-0.015172j -0.00949757-0.0233691j -0.0233325+0.0146793j -0.0179251+0.0100299j 0.0129333-0.005966j -0.0125878-0.0136622j -0.0126887-0.0267373j 0.00346126-0.00380792j -0.0210216-0.00776102j -0.0117106+0.00865698j -0.0166168-0.00405563j -0.020243-0.00616591j -0.00529291+0.00356459j 0.00434292-0.0092431j -0.0025875+0.0122367j -0.00106135-0.00498734j -0.002086-0.0157204j 0.00798103+0.0108567j -0.00478996-0.00248896j 0.00579745+0.0152341j 0.00378481-0.00887715j -0.020538-0.00685957j 0.0254108-0.00615878j -0.00175322-0.0235128j 0.0207836+0.00533316j 0.0154108-0.0155932j -0.0149357-0.0168906j -0.00421917+0.00962254j 0.00416123+0.00365382j 0.00217784-0.000666476j 0.000963852+0.000814219j 9.77776e-05+0.00107915j 
-0.00275581+0.00559628j -0.00110797-0.00215175j 0.0166601-0.0179143j 0.00111901+0.00237622j -0.0135803+0.0243808j 0.00210153+0.00265346j -0.00950004+0.0103612j 0.0194138-0.00892768j -0.017824+0.0109945j 0.0044405-0.00496624j -0.0119377+0.00203159j -0.00301093+0.0197968j 0.00213155+0.00325264j 0.00543624-0.00724177j -0.00179036-0.0155382j 0.010637-0.0238452j 0.000569121+0.0103282j -0.0166568+0.000336688j 0.0152025-0.0058177j -0.00447633+0.0355995j -0.011145+0.00517899j -0.0237405+0.00406576j -0.00467172+0.00234353j 0.00819494-0.00551636j 0.00431637+0.0102427j 0.000229183+0.00513387j -0.00342862+0.00264267j -0.000504157-0.00182543j -0.00561686+0.00207245j 0.00399989+0.00895634j -0.0059802+0.00450706j -0.00161727+0.0217093j -0.0273745+0.00621789j -0.00872444+0.0218533j 0.0135359-0.0112229j 0.0025366+0.00702409j -0.00938809+0.00754754j -0.0170119-0.0120012j 0.00777114-0.0120335j -0.0141739+0.00931028j -0.00715347+0.00899149j 0.0124571-0.00905927j 0.000975253+0.00439992j -0.00616616+0.00877067j 0.0164554+0.00229601j -0.0171601+0.000603924j 0.00553914+0.0122814j -0.00839008-0.0116344j -0.0296972-0.00314511j -0.00732357+0.0129064j 0.0167314+0.00304139j 0.0109533+0.00727056j -0.0168756+0.0156963j -0.0132217+0.003204j -0.00231826-0.0167419j -0.00850311+0.0228316j 0.00998074+0.0175812j 0.0168963-0.0160941j -0.0262915-0.000831212j 0.0113299+0.00191472j 0.00723501-0.0427768j 0.0375034+0.00245568j 0.00338936-0.00942513j 0.00194141-0.00597021j 0.00563899-0.00444922j -0.00336411+0.00783765j 0.00709595+0.0079201j 0.0014835-0.0051944j -0.00328717+0.000685902j 
-0.00652379+0.00355408j -0.00346368-0.00573969j 0.0117388+0.00420881j 0.0232055-0.00454929j -0.0072516-0.0135467j -0.00158822+0.000312528j 0.00877689+0.00115511j -0.0208162+0.000348474j -0.00564204+0.00344061j 0.00753188-0.0117392j 0.00224639+0.0156435j 0.00683324-0.00151641j 0.0112157-0.00156841j 0.00197026+0.0183363j 0.0043545-0.00419978j -0.0188417-0.00994798j 0.0142965-0.0180694j 0.00369447-0.0134753j -0.00236091-0.0122349j -0.00681594-0.007262j -0.00240974-0.0100133j -0.0149833+0.00064823j -0.00734989-0.0070816j 0.00247797-0.00249463j -0.00267183-0.00545117j -7.15865e-05+0.00400381j -0.000661433-0.00381673j -1.7224e-05+0.00271695j 0.00106622-1.57055e-05j -0.00421024+0.00223237j -0.000191119-0.00642452j 0.0046708+0.017769j -0.0040731-0.00795214j 0.0331837+0.0201224j 0.0126525-0.00927977j -0.00487326+0.0165834j -0.00305894+0.0198269j -0.01997-0.0210969j 0.00322451-0.0167147j -0.0101927+0.0228651j -0.0310796-0.0137409j 0.0191805-0.0109284j -0.00751319-0.00309461j -0.0127007-0.00970786j -0.00728634+0.0154174j 0.0161919-0.0140373j -0.0106248-0.0160016j -0.004787-0.0028579j -0.0161218-0.00222797j -0.00426254-0.00291319j 0.0168665-0.0337305j -0.00404156+0.0168119j -0.00509123-0.00906282j 0.0205483+0.0100478j 0.00664563-0.0092487j -0.0153996+0.0104646j 0.0117094-0.00274767j -0.00611384+0.0312786j -0.044359-0.00883928j 0.00761189-0.00599039j 0.00765047-0.0343858j 0.0180142+0.00429587j -0.0013093-0.00244531j 0.0132515+0.000233256j 0.00663273-0.00496217j -0.00022658+0.00645681j 0.00389429-0.00109254j -0.000731453-0.000219901j 0.000146505+0.00260408j 
-0.00208413+0.00164299j 0.00142256+0.00136606j 0.0153841-0.00410141j -0.00357022-0.0243271j -0.0242751+0.00319886j -0.0100854+0.0151597j 0.00767522-0.0111808j 0.0029561+0.0264293j 0.022492+0.00363465j -0.00905268-0.0151811j 0.00159084-0.000439238j 0.00542441-0.0261171j 0.0203268+0.0170116j -0.0188615+0.0150272j 0.0114568+0.000855721j -0.00929154-0.0109603j 0.00390478-0.00215899j -0.013292-0.0146604j -0.000350407+0.000295383j -0.00348112-0.00540385j -0.00279402-0.000512062j 0.000911351-0.000610802j -0.0136348-0.0023287j 0.000458416-0.000639468j -0.00324834-0.00242625j 0.000725611+0.00456812j 0.000121117-0.000664563j -0.00323287+0.00059835j 0.000409294+0.00319019j 0.0100517+0.00125093j 0.000233149+0.0116732j 0.00056252-0.00291184j -0.0108496+0.0019363j -0.0349889-0.00120555j -0.00624842+0.00636224j 0.000931847-0.00852545j -0.00407932-0.00844319j 0.0135127+0.00773482j -3.78989e-05+0.00465976j 0.00106601-0.0126561j 0.0202302+0.00655492j -0.0127797+0.00971517j 0.00852364-0.00100097j 0.00904786+0.0108956j 0.0126231-0.0186661j -0.0271668+0.0124316j 0.0218134+0.0205103j 0.00101188+0.00915037j -0.00531808-0.00728806j -0.00439894+0.0081718j 0.00602277+0.0259676j 0.00832562-0.0120836j -0.00215291+0.0214565j -0.0267256-0.00524964j -0.00866264+0.000685698j 0.0111619-0.000947452j -0.003529+0.0147545j 0.0113455-0.0386624j 0.0249474+0.00758986j 0.000176246+0.00754766j -0.003247+0.0079186j 0.00862466-0.0027119j 0.00161128-0.00776884j -0.0125447-0.00407054j -0.00167136+0.00593018j -0.00329765+0.000221101j 0.00151476+0.0036255j 0.00164325-0.00285237j -0.0029261-0.00106514j 
-0.00290942-0.005809j 0.00689353-0.00489882j -0.0103101-0.0111773j -0.0169807-0.00491234j 0.00925315+0.0156729j -0.0122767+0.0109165j -0.00227759-0.00302632j 0.0181562+0.0108736j 0.0274314+0.00487013j -0.0073607+0.00113881j -0.00857967-0.0131762j 0.00280016-0.0122146j 0.000972807+0.0188549j -0.0259937-0.0076523j 0.0115883+0.00291282j 0.00546266-0.00457218j -0.0101832+0.0186891j -0.0118769+0.00175298j 0.00301535+0.00994626j 0.00294247+0.00825076j 0.00562291+0.00402164j 0.0085196-0.00279512j 0.00250404+0.00352277j -0.00546997+0.00231485j -0.00381872+0.00435469j -0.0023941-0.00156551j 0.00395795+0.00309276j -0.000871897-0.00363088j -0.00190425+0.000404865j -0.00928463-0.00380916j 0.000666484-0.0116057j 0.00102897-0.000638447j -0.0023825-0.0109437j 0.0464684-0.0104038j 0.00644551+7.43735e-05j -0.00678663+0.0187834j 0.0204367+0.010577j -0.0148913-0.018251j -0.0137423-0.0110617j 0.0175515+0.0213933j -0.041605-0.0154204j 0.0111796+0.00295359j -0.00691783-0.00481694j -0.0125416-0.0204428j -0.0188672+0.00150973j 0.0248505-0.0290843j -0.0139315-0.0293186j 5.49213e-05+0.0172555j -0.00737099-0.0133447j -0.0144447-0.00880644j 0.0038872-0.0433384j -0.0165823+0.0134996j 0.0146744-0.0217229j 0.0252747+0.00776476j 0.00894135+0.00705289j -0.00715253-0.000820696j -0.00354089-0.0203867j -0.0145172+0.0450293j -0.0305458-0.0013362j 0.00347537-0.0034478j 0.00456568-0.00896442j -0.00430458+0.00129393j -0.00188173+0.00755455j 0.0152602+0.00227761j 0.00405428-0.00739505j 0.00436387+0.0017311j -0.00345383-0.00391005j -0.0004887+0.00367087j 0.00307088+0.000802395j 
-0.00320681+0.00860472j -0.00714404-0.00649896j -0.000233646-0.00542734j -0.0121713-0.00215688j -0.000107084+0.0109037j -0.00275558+0.00661718j -3.28872e-05-0.00497764j 0.0117443+0.0020722j 0.0115888-0.00366434j -0.00400811+0.00185406j -0.00405798-0.00426484j -0.00549719-0.00729408j 0.00496249+0.0057177j -0.00775911+0.0035159j 0.00460694+0.000184154j -0.000351398-0.00285086j -0.000576625+0.00352138j -0.00460367+0.00200932j 0.000816636+0.000211122j 0.000764974-0.00227518j 0.00204571-0.000431676j 0.00362602-0.00317779j -0.00187666-0.00139329j -0.00262778+0.000273816j -0.00154222-0.00184657j -0.00225775+0.000988787j 0.00282688+0.00248113j -0.000960706-0.000831613j -0.000679433+0.00161846j -0.00506419+0.016557j -0.017338-0.0111296j 0.00507427-0.00575841j 0.0295767+0.0110844j 0.0173203+0.0420684j -0.00553735-0.00205259j 0.00124634-0.0173633j -0.0246718+0.0218736j 0.0159054+0.0113365j 0.0369867-0.00341251j -0.0432397+0.0125001j 0.0389091-0.00126112j -0.00505884-0.0483344j -0.00575176+0.00584258j -0.00408105-0.00802362j 0.00726642+0.0566422j 0.0220892+0.0213791j -0.0395571+0.0304238j -0.0270959-0.0584485j 0.0477545+0.0420489j 0.0617434-0.0219691j -0.016404+0.0373404j 0.0128653+0.0101058j -0.0351419-0.0154582j 0.0176518-0.0130632j 0.0148855-0.00903122j -0.00611479+0.00337926j 0.00375338+0.00509834j 0.0127707+0.0246838j -0.0241472+0.000999753j -0.00573069-0.014533j -0.0105885-0.00671235j -0.0132095+0.00711816j 0.0129206+0.0150877j 0.00307692-0.00867666j -0.00300454+0.00845678j -0.00324738-0.00758095j -0.00430707+0.000827531j -0.00102794-0.00149738j 0.00207152+9.31532e-06j 
-0.00157539+0.00793484j -0.00737856-0.000346124j -0.000310596-0.00311639j 0.00426733-0.000302016j -0.00391702-0.00072346j -0.0041299-0.00424476j -0.00141386+2.99955e-05j 0.00398323-0.000552087j 0.00168053-0.00244603j -0.00013852+0.00137634j 0.00263156-0.00317615j 0.000576548+0.00372774j -0.0040574-0.00254967j 0.00260236-0.00443386j -0.00358562-0.00155209j 0.00103807+0.00451039j -0.00171796-0.00017754j -0.0032308+0.000830196j -0.00104557+0.000627877j 0.00186576-0.00233044j -0.00123126-0.00191118j 0.000692174+3.70883e-05j 0.00172217-0.00482988j -0.00240965-0.00112673j -0.00167807-0.00124802j -0.00346261-0.000312499j 0.00145201+0.00374216j 0.000503555-0.00208861j -0.00342004+0.000741791j 0.00305597+0.00832612j -0.00939976+0.00311185j -0.00404762+0.0119329j -0.00838343+0.00241987j -0.0217259+0.00685047j 0.00302256+0.00859294j -0.00810739+0.00194757j -0.013301+9.20644e-05j 0.00450223+0.00978003j -0.00132512+0.00609772j 0.013126+0.0075363j 0.00804407-0.0243496j 0.00938048-0.0125431j 0.00591554-0.000521493j 0.00342457-0.0030746j -0.00777087+0.00584661j -0.00926539-0.0123247j -0.00238665+0.00214901j -0.0066212-0.00267918j -0.0122714+0.0117053j -0.00989765-0.00967467j -0.00572723+0.0142509j -0.0193118+0.00590523j -0.0251626-0.00323288j 0.0179072+0.0074732j -0.00798205+0.0264202j 0.00734113-0.0047101j -0.00107743-0.00816654j 0.000621685+0.00133634j 0.00288138+0.0154255j 0.00323576+0.0014617j 0.00486322-0.00507302j 0.0142333-0.0118853j 0.0066659-0.0143661j -0.00402516-0.0089307j 0.016967-0.0152604j -0.00369514+0.00393354j -0.00138951+0.00848323j 0.00321472-0.0172442j -0.0151331-0.00486118j 
-0.00889407+0.00279742j -0.00183063-0.00900639j 0.0063833-0.0100953j 0.00747941+0.00462827j 0.00307311+0.00378725j 0.0058086-0.000383182j -0.00203101-0.00817779j -0.0030305+0.00184163j 0.00139071+0.00103208j 0.00243503+0.00281042j 0.000237149+0.00134801j -0.00325584-0.000367308j -0.000597237-0.00479087j 0.00284974+0.00164977j 0.00394511-0.00195434j -0.00568372+0.000658701j -0.00027748-0.00404914j -7.73244e-05-0.00201641j -0.0011869-0.00127905j -0.000180532+0.000138018j 0.00259439-0.000866722j -0.000935217+0.000429578j 0.000721743+0.00152791j -0.000545095-0.00318534j -0.00289517-0.000319632j -0.00431192-0.000951887j -0.00063242+0.00423734j 0.00442268-0.000872712j 0.000489493-0.00412005j -0.00858019+0.00580693j -0.0064854-0.00790906j -0.012944+0.0213881j -0.0113389-0.0110782j 0.00485132+0.0154263j -0.0166856+0.00832154j -0.0104634-0.0249611j 0.0303345+0.015443j 0.00544197+0.00187272j -0.00893993+0.00956813j -0.0030345+0.0108334j -0.000710999+0.0194155j 0.000127177+0.0143232j -0.00464641+0.00160116j -0.0159403-0.0159934j 0.00183047-0.00290123j 0.0269266+0.00548054j -0.00599959-0.00686246j -0.00351571-0.016383j -0.00262391+0.000923602j -0.00608846+0.00689397j -0.00416971+0.0076383j -0.00791102-0.0123089j 0.0146416-0.000471921j -0.00561121+0.0153884j -0.00548583+0.00707768j 0.00241528+0.00360262j -0.000412449-0.012316j 0.00918001+0.00668724j 0.0047701+0.00180225j 0.00714828-0.00412052j 0.0137337-0.0119907j -0.00692543-0.00843631j 0.00296856-0.0103926j -0.000584304-0.00923973j -0.029197-0.0103514j -0.011485+0.0083955j 0.010495+0.0205338j 0.0196667+0.00413864j -0.000498588-0.0199831j 
-0.00112236+0.00863261j -0.0071457-0.000474403j -0.0014657-0.000889199j 0.00477418+0.00123602j -0.0020448-0.00196574j -0.00735271-0.0049135j -0.00172356-0.00193968j 0.00552908+0.00098301j 0.00145015-0.000245318j -0.000243148+0.00283795j 0.000246498-0.00122168j 0.00168129+0.00431662j -0.00539273-0.00506367j 0.00231662-0.00542382j -0.00430223-0.00330042j 0.00191106+0.00453384j 0.000846562-0.00372616j -0.000617273+0.000531681j -0.00294371+0.00336673j 0.00430654-0.00239469j -0.000534074+0.00153669j 0.000871225+0.00453462j -0.00112922-0.0051401j -0.00197297-0.00321713j -0.00397889-0.00036936j -0.00369869-0.00534629j 0.00351346+0.00622916j 0.000875626+0.000471384j -0.00606017-0.00310262j 0.000383175+0.00755468j -0.00829385+0.00205349j -0.00938048+0.0157561j -0.00203577-0.0043904j -0.0165394+0.00662201j -0.00667055+0.00308365j -0.00154133+0.00224462j 0.00782387+0.00199778j 0.00907244-1.21768e-05j -0.00604852+0.00537532j 0.00469448+0.00148441j 0.0023636+0.00226503j 0.0113888+0.00167024j -0.000185603+0.00890871j -0.000983639-0.00607218j 0.0137346+0.00828855j -0.00849397+0.0059673j -0.00405567+0.00124789j 0.00104827-0.00509129j 0.00680044-0.00309367j 0.00370866+0.0114007j 0.0078825-0.00435518j -0.013996+0.00786093j -0.00898714-0.00891414j 0.0162534-0.000732852j -0.00504576+0.0178865j 0.0133231+0.00245653j -0.00504125+0.00379081j 0.000492218+0.002297j 0.00311201+0.00693001j -0.00882708-0.00927601j 0.00384352-0.0147495j 0.00695413-0.0130606j 0.00709403-0.0143464j 0.00230007-0.00479469j 0.0108749+0.00305486j -0.00553724+0.0204073j -0.0103019+0.0119903j -0.00220587-0.00684202j -0.0091124-0.00311214j 
