0.000674558-0j -0.00506801-0j 0.00559876-0j -1.25001e-05-0j 2.08288e-09-0j 0.0234298-0j 0.00200726-0j -1.35447e-06-0j 8.98058e-11-0j 0.000155159-0j -5.17082e-08-0j -6.43589e-10-0j -0.0601849-0j 0.000232739-0j -5.48448e-08-0j 1.45601e-05-0j -1.67209e-09-0j 4.16885e-07-0j -0.0167137-0j 1.59498e-05-0j -1.2952e-09-0j 6.08899e-07-0j 1.3923e-08-0j -0.00204277-0j 6.8077e-07-0j 1.46761e-08-0j -0.000144906-0j 1.66411e-08-0j -6.33762e-06-0j 0.00175331-0j 0.0065206-0j -1.18311e-06-0j 7.84443e-11-0j -9.41681e-05-0j 0.000191668-0j -1.78301e-05-0j -6.3875e-08-0j -9.73702e-10-0j -5.67748e-05-0j 8.99302e-06-0j -1.03277e-09-0j 3.43064e-09-0j -0.0542948-0j 4.49318e-08-0j 0.000209962-0j 0.00116888-0j -4.94774e-08-0j -2.30763e-12-0j 1.31351e-05-0j -1.50845e-09-0j -1.11545e-06-0j 5.31866e-07-0j 8.88153e-09-0j 9.05796e-11-0j -0.015389-0j -0.00190384-0j 1.46855e-05-0j -1.19254e-09-0j -2.45855e-08-0j 5.60636e-07-0j 1.28194e-08-0j -0.00417367-0j -0.00190753-0j 0.0204657-0j 6.35701e-07-0j 1.37045e-08-0j 0.000638668-0j -0.000136715-0j 1.57005e-08-0j 
-7.00975e-13-0j 3.19694e-11-0j -7.87425e-10-0j 1.09277e-08-0j -7.1935e-08-0j -5.2495e-10-0j 1.54541e-08-0j -2.03463e-07-0j 8.92904e-07-0j -1.35642e-07-0j 1.78581e-06-0j -6.39896e-06-0j 8.46457e-09-0j -2.03463e-07-0j 1.89414e-06-0j 2.18716e-06-0j -1.6625e-05-0j -1.43977e-05-0j -1.28681e-07-0j 2.39591e-06-0j -1.28777e-05-0j -2.10291e-05-0j 0.000138431-0j 1.78581e-06-0j -2.35113e-05-0j 0.000145919-0j 0.00878186-0j -0.0667524-0j 0.000218878-0j -1.30397e-08-0j 8.8587e-10-0j 1.71675e-07-0j -7.53402e-07-0j 7.00342e-10-0j 1.61857e-07-0j -1.50569e-08-0j -2.13094e-06-0j 9.35173e-06-0j -2.84128e-14-0j -1.30493e-06-0j 9.919e-06-0j 1.1445e-07-0j -7.37634e-09-0j -6.51983e-09-0j 1.77305e-07-0j -8.6931e-09-0j -1.65062e-06-0j 2.21632e-08-0j -1.90597e-06-0j 1.44876e-05-0j 1.61857e-07-0j 1.77437e-05-0j -8.53009e-05-0j -8.69954e-07-0j 1.1445e-07-0j -4.12045e-11-0j -2.13094e-06-0j 1.14535e-05-0j -8.20201e-07-0j 1.87035e-05-0j -0.000123121-0j -2.5432e-11-0j 0.000649885-0j 4.42935e-10-0j -0.00855614-0j 0.0531022-0j 1.44877e-12-0j 1.9838e-05-0j -0.000150792-0j 
-2.60518e-13-0j -2.12531e-09-0j -4.26037e-06-0j 0.00010711-0j -0.00046595-0j 2.2393e-08-0j 0.000100985-0j 0.0754891-0j 0.00875197-0j 5.78613e-06-0j 0.00577532-0j -2.37818e-06-0j 1.74501e-09-0j 5.77776e-06-0j 0.00202117-0j -3.09196e-05-0j 0.000472102-0j -5.8538e-07-0j -2.12041e-08-0j -4.52265e-05-0j 0.000242019-0j 0.000147345-0j -9.91288e-08-0j 2.2038e-07-0j 0.000219968-0j 1.80073e-05-0j -1.78561e-06-0j 2.72639e-05-0j 8.89914e-06-0j 9.97578e-07-0j 1.46119e-05-0j 0.000745718-0j 8.64562e-05-0j 1.84934e-05-0j -6.94504e-06-0j 0.0169561-0j -0.00693207-0j 4.67041e-06-0j -2.3677e-14-0j -2.15978e-07-0j 3.2977e-06-0j -0.128509-0j -3.06811e-09-0j -0.000171914-0j -1.01586e-05-0j 9.99023e-07-0j -0.00355367-0j -8.51466e-06-0j 5.43636e-05-0j -0.00083006-0j 0.00213082-0j 1.45555e-06-0j 1.23242e-07-0j -0.0114026-0j 3.80504e-08-0j -5.40074e-07-0j 8.1158e-05-0j -0.000434299-0j 3.49198e-05-0j -0.000264408-0j 1.77885e-07-0j 2.55469e-09-0j -4.01077e-07-0j 2.21209e-10-0j -0.000400328-0j -3.2772e-05-0j -2.22154e-10-0j 3.28337e-06-0j -5.01327e-05-0j 
0.000323449-0j 0.137145-0j 0.0169258-0j -1.81655e-05-0j 2.41412e-09-0j 0.00265906-0j 0.00146078-0j -9.80175e-07-0j 6.49701e-11-0j -6.5231e-07-0j -1.48854e-08-0j 1.34698e-12-0j 0.000790692-0j 0.000112089-0j -3.17144e-08-0j -4.5789e-08-0j -4.00893e-10-0j -1.04761e-09-0j 0.000106179-0j 5.74604e-06-0j -6.23771e-10-0j -1.53013e-09-0j -2.91396e-11-0j 8.58806e-06-0j 1.95975e-07-0j -3.07158e-11-0j 4.55705e-07-0j 3.98979e-09-0j 1.59261e-08-0j -0.00248682-0j -0.0191261-0j 1.66864e-06-0j -1.10605e-10-0j 0.000403022-0j 1.57047e-06-0j 3.36179e-05-0j 3.58372e-08-0j -3.97174e-12-0j 6.64768e-05-0j 5.51196e-08-0j 4.82584e-10-0j -5.80791e-09-0j -0.00139021-0j -1.27018e-07-0j -0.000197077-0j 1.44723e-05-0j 5.57611e-08-0j 5.42911e-12-0j 8.05074e-08-0j 7.04859e-10-0j 7.83188e-07-0j 2.60489e-09-0j 3.62278e-11-0j -8.50203e-11-0j -0.000190536-0j -0.0969014-0j -1.03111e-05-0j 1.11934e-09-0j -1.20411e-10-0j 2.74579e-09-0j 5.22903e-11-0j 0.00192154-0j -1.56297e-05-0j -0.00452676-0j -3.56662e-07-0j 5.59007e-11-0j 0.0510539-0j -8.37947e-07-0j -7.3364e-09-0j 
-2.15499e-16-0j -4.53301e-12-0j -3.8566e-08-0j -0.0001228-0j -0.0913815-0j -1.61384e-13-0j -2.19127e-09-0j -9.96507e-06-0j -0.010034-0j -4.17e-11-0j -2.53214e-07-0j -1.96721e-09-0j 2.60224e-12-0j 2.88495e-08-0j 9.27697e-05-0j 6.72392e-10-0j 2.35729e-06-0j -4.42623e-09-0j -3.95601e-11-0j -3.39722e-07-0j -0.000630713-0j -6.46492e-09-0j 4.25573e-08-0j 5.49006e-10-0j 3.33371e-06-0j 4.48593e-08-0j -6.69183e-09-0j -2.34604e-05-0j 6.7289e-08-0j -3.25642e-11-0j 2.2123e-12-0j -1.48089e-07-0j -0.000149113-0j 1.38612e-07-0j -8.76385e-13-0j 1.29883e-08-0j -5.32165e-09-0j -5.06356e-11-0j 1.53843e-19-0j 7.06564e-12-0j 2.47709e-08-0j 2.26519e-05-0j 3.99397e-14-0j 0.000145873-0j 4.42788e-10-0j 4.70694e-14-0j 1.42385e-06-0j -0.00252343-0j 1.032e-11-0j 3.61802e-08-0j 4.04208e-10-0j -9.60742e-11-0j 4.61867e-10-0j 7.50435e-07-0j -6.19697e-13-0j 3.55436e-11-0j -5.32165e-09-0j -9.87993e-06-0j 4.44103e-12-0j -1.01271e-10-0j 6.66648e-10-0j 1.37703e-16-0j 8.72201e-12-0j -2.3983e-15-0j 5.29624e-08-0j 7.12677e-10-0j 3.61805e-15-0j -1.07414e-10-0j -3.76576e-07-0j 
1.2549e-16-0j 2.63969e-12-0j 2.24579e-08-0j 7.15093e-05-0j 0.0532137-0j 9.39779e-14-0j 1.27603e-09-0j 5.80291e-06-0j 0.00584303-0j 2.4283e-11-0j 1.47453e-07-0j 1.14556e-09-0j -1.51535e-12-0j -1.67998e-08-0j -5.40221e-05-0j -3.91551e-10-0j -1.37271e-06-0j 2.5775e-09-0j 2.30368e-11-0j 1.97829e-07-0j 0.00036728-0j 3.76469e-09-0j -2.47822e-08-0j -3.197e-10-0j -1.94131e-06-0j -2.61227e-08-0j 3.89682e-09-0j 1.36616e-05-0j -3.91841e-08-0j -2.17231e-09-0j 1.47579e-10-0j -9.87883e-06-0j -0.00994714-0j 9.24659e-06-0j -5.84624e-11-0j 8.66431e-07-0j -3.54999e-07-0j -3.37783e-09-0j 1.02626e-17-0j 4.71339e-10-0j 1.65243e-06-0j 0.00151108-0j 2.66432e-12-0j 0.009731-0j 2.95377e-08-0j 3.13993e-12-0j 9.4983e-05-0j -0.168334-0j 6.88434e-10-0j 2.41353e-06-0j 2.69641e-08-0j -6.40897e-09-0j 3.08105e-08-0j 5.00604e-05-0j -4.13391e-11-0j 2.37106e-09-0j -3.54999e-07-0j -0.000659076-0j 2.96255e-10-0j -6.75565e-09-0j 4.44711e-08-0j 9.18598e-15-0j 5.81833e-10-0j -1.59987e-13-0j 3.53305e-06-0j 4.75417e-08-0j 2.41355e-13-0j -7.16545e-09-0j -2.51208e-05-0j 
1.36352e-10-0j -3.62227e-09-0j 4.23621e-08-0j -1.74834e-07-0j -6.69794e-09-0j -1.46687e-05-0j 0.000171933-0j -0.000368508-0j 2.50869e-07-0j 0.1289-0j 0.00987636-0j 0.000932178-0j -4.55379e-07-0j 3.25524e-06-0j 1.76365e-07-0j 0.00396134-0j -4.67093e-06-0j -1.34058e-06-0j 4.14165e-06-0j -1.25538e-05-0j 1.0467e-08-0j 0.00067683-0j -1.12517e-07-0j -2.85714e-05-0j -2.18916e-06-0j 4.09971e-05-0j 0.000114053-0j -1.34483e-07-0j 2.03799e-05-0j -4.3447e-07-0j -1.70542e-05-0j 9.31207e-07-0j -6.33938e-10-0j 2.33348e-08-0j -0.00092666-0j 8.62035e-05-0j -7.10011e-05-0j 0.000467383-0j -7.15526e-12-0j -7.07826e-06-0j 8.34618e-09-0j 3.81337e-06-0j -4.10813e-07-0j -3.53651e-08-0j 2.93666e-06-0j -0.017204-0j 1.59105e-07-0j 1.86488e-11-0j 0.00357366-0j -4.2138e-06-0j 0.0521472-0j -1.71033e-06-0j -7.1775e-08-0j -4.34788e-05-0j 3.81337e-06-0j -3.44822e-09-0j -1.15588e-05-0j 9.63733e-09-0j 0.0141697-0j 0.000623182-0j -1.03598e-07-0j 1.03114e-06-0j -2.66799e-05-0j 3.70672e-08-0j -2.04423e-06-0j 3.8283e-05-0j 2.26766e-10-0j 0.000107606-0j -1.26881e-07-0j 
-1.68435e-10-0j 4.47458e-09-0j -5.23298e-08-0j 2.15972e-07-0j 8.27395e-09-0j 1.81202e-05-0j -0.000212389-0j 0.000455217-0j -3.09898e-07-0j -0.15923-0j -0.0122003-0j -0.00115152-0j 5.62529e-07-0j -4.02119e-06-0j -2.17863e-07-0j -0.00489344-0j 5.76999e-06-0j 1.65602e-06-0j -5.11617e-06-0j 1.55077e-05-0j -1.29298e-08-0j -0.000836086-0j 1.38992e-07-0j 3.52943e-05-0j 2.70426e-06-0j -5.06436e-05-0j -0.000140889-0j 1.66127e-07-0j -2.51753e-05-0j 9.13099e-09-0j 3.58418e-07-0j -1.95706e-08-0j 1.33231e-11-0j -4.90413e-10-0j 1.94751e-05-0j -1.81169e-06-0j 1.49219e-06-0j -9.82271e-06-0j 1.50378e-13-0j 1.4876e-07-0j -1.75407e-10-0j -8.01434e-08-0j 8.63382e-09-0j 7.43248e-10-0j -6.17181e-08-0j 0.000361566-0j -3.34381e-09-0j -3.91931e-13-0j -7.51056e-05-0j 8.85591e-08-0j -0.00109595-0j 3.59449e-08-0j 1.50845e-09-0j 9.13768e-07-0j -8.01434e-08-0j 7.24691e-11-0j 2.42924e-07-0j -2.02542e-10-0j -0.000297796-0j -1.30971e-05-0j 2.17726e-09-0j -2.16709e-08-0j 5.60717e-07-0j -7.7902e-10-0j 4.29624e-08-0j -8.04571e-07-0j -4.76582e-12-0j -2.26149e-06-0j 2.66659e-09-0j 
9.80838e-11-0j -2.60566e-09-0j 3.0473e-08-0j -1.25766e-07-0j -4.81813e-09-0j -1.05518e-05-0j 0.000123679-0j -0.000265084-0j 1.80461e-07-0j 0.0927235-0j 0.00710452-0j 0.000670558-0j -3.27575e-07-0j 2.34164e-06-0j 1.26867e-07-0j 0.00284957-0j -3.36001e-06-0j -9.64339e-07-0j 2.97928e-06-0j -9.03052e-06-0j 7.52937e-09-0j 0.000486874-0j -8.09383e-08-0j -2.05527e-05-0j -1.57476e-06-0j 2.94911e-05-0j 8.20435e-05-0j -9.67398e-08-0j 1.46602e-05-0j 6.09115e-07-0j 2.39095e-05-0j -1.30553e-06-0j 8.88765e-10-0j -3.27147e-08-0j 0.00129915-0j -0.000120855-0j 9.95418e-05-0j -0.000655259-0j 1.00315e-11-0j 9.92355e-06-0j -1.17011e-08-0j -5.34625e-06-0j 5.7595e-07-0j 4.9581e-08-0j -4.11712e-06-0j 0.0241196-0j -2.23061e-07-0j -2.61452e-11-0j -0.00501018-0j 5.90765e-06-0j -0.0731091-0j 2.39783e-06-0j 1.00627e-07-0j 6.09561e-05-0j -5.34625e-06-0j 4.83431e-09-0j 1.62051e-05-0j -1.35113e-08-0j -0.0198656-0j -0.000873686-0j 1.45242e-07-0j -1.44563e-06-0j 3.74046e-05-0j -5.19673e-08-0j 2.86596e-06-0j -5.36718e-05-0j -3.17921e-10-0j -0.000150861-0j 1.77885e-07-0j 
4.3308e-15-0j 2.26264e-11-0j -1.11947e-09-0j 2.33374e-08-0j -2.04982e-07-0j -1.12109e-09-0j -3.78079e-06-0j 9.99874e-05-0j -0.000659151-0j 4.9776e-05-0j 0.0750719-0j 0.00708564-0j -5.22962e-11-0j -1.44001e-07-0j 2.69286e-06-0j 4.67093e-06-0j 0.00406724-0j 8.89522e-08-0j 7.95024e-10-0j 1.69571e-06-0j -1.83079e-05-0j -4.49101e-05-0j -8.55258e-07-0j -1.10332e-08-0j -1.66402e-05-0j 0.000311626-0j 1.34483e-07-0j 0.000117102-0j -1.35228e-06-0j 9.55393e-09-0j 2.24359e-07-0j -2.52665e-07-0j 1.66565e-06-0j -1.54834e-09-0j -3.5784e-07-0j -7.66003e-06-0j -0.000539691-0j 0.00355265-0j -1.81725e-16-0j -8.34618e-09-0j -7.26748e-06-0j 8.74643e-05-0j -4.71782e-11-0j 1.9233e-08-0j -1.29909e-07-0j -3.30245e-06-0j 2.42932e-06-0j -8.17598e-08-0j 4.2138e-06-0j 0.0036692-0j -0.00704382-0j 1.13486e-07-0j -5.45574e-07-0j 0.0760493-0j 7.32008e-10-0j 6.06432e-11-0j 1.56131e-06-0j -1.68568e-05-0j -0.00094021-0j -4.13504e-05-0j -7.87468e-07-0j 5.6226e-11-0j -1.03027e-08-0j 2.83296e-12-0j -1.55385e-05-0j 0.000290995-0j -1.06149e-12-0j 1.26881e-07-0j 0.000110483-0j 
-5.34982e-15-0j -2.79504e-11-0j 1.38288e-09-0j -2.88286e-08-0j 2.53214e-07-0j 1.38488e-09-0j 4.67041e-06-0j -0.000123514-0j 0.000814248-0j -6.14882e-05-0j -0.0927362-0j -0.00875288-0j 6.46014e-11-0j 1.77885e-07-0j -3.32649e-06-0j -5.76999e-06-0j -0.00502425-0j -1.09883e-07-0j -9.82092e-10-0j -2.09471e-06-0j 2.26158e-05-0j 5.54773e-05-0j 1.0565e-06-0j 1.36292e-08-0j 2.05556e-05-0j -0.000384951-0j -1.66127e-07-0j -0.000144656-0j 1.67047e-06-0j -2.00789e-10-0j -4.71522e-09-0j 5.31011e-09-0j -3.5006e-08-0j 3.25406e-11-0j 7.5205e-09-0j 1.60986e-07-0j 1.13424e-05-0j -7.46641e-05-0j 3.8192e-18-0j 1.75407e-10-0j 1.52736e-07-0j -1.83819e-06-0j 9.91516e-13-0j -4.04208e-10-0j 2.73021e-09-0j 6.94056e-08-0j -5.10556e-08-0j 1.7183e-09-0j -8.85591e-08-0j -7.71134e-05-0j 0.000148036-0j -2.38507e-09-0j 1.1466e-08-0j -0.00159828-0j -1.53842e-11-0j -1.2745e-12-0j -3.28131e-08-0j 3.54269e-07-0j 1.97599e-05-0j 8.69036e-07-0j 1.65497e-08-0j -1.18167e-12-0j 2.16527e-10-0j -5.95386e-14-0j 3.26564e-07-0j -6.11568e-06-0j 2.23087e-14-0j -2.66659e-09-0j -2.32195e-06-0j 
3.11534e-15-0j 1.62762e-11-0j -8.05285e-10-0j 1.67876e-08-0j -1.47453e-07-0j -8.06451e-10-0j -2.7197e-06-0j 7.19255e-05-0j -0.000474157-0j 3.58062e-05-0j 0.0540026-0j 0.00509702-0j -3.7619e-11-0j -1.03587e-07-0j 1.9371e-06-0j 3.36001e-06-0j 0.00292575-0j 6.39874e-08-0j 5.71897e-10-0j 1.2198e-06-0j -1.31697e-05-0j -3.23058e-05-0j -6.15226e-07-0j -7.93665e-09-0j -1.197e-05-0j 0.000224167-0j 9.67398e-08-0j 8.42368e-05-0j -9.72757e-07-0j -1.33944e-08-0j -3.14546e-07-0j 3.5423e-07-0j -2.3352e-06-0j 2.17074e-09-0j 5.01682e-07-0j 1.07392e-05-0j 0.000756634-0j -0.00498073-0j 2.54773e-16-0j 1.17011e-08-0j 1.01888e-05-0j -0.000122623-0j 6.61426e-11-0j -2.69641e-08-0j 1.82129e-07-0j 4.62995e-06-0j -3.40585e-06-0j 1.14625e-07-0j -5.90765e-06-0j -0.00514412-0j 0.00987526-0j -1.59105e-07-0j 7.64881e-07-0j -0.106619-0j -1.02626e-09-0j -8.50203e-11-0j -2.18891e-06-0j 2.36328e-05-0j 0.00131815-0j 5.79722e-05-0j 1.10401e-06-0j -7.88275e-11-0j 1.44442e-08-0j -3.97174e-12-0j 2.17846e-05-0j -0.000407968-0j 1.48818e-12-0j -1.77885e-07-0j -0.000154894-0j 
-0.264647-0j -0.0234179-0j 2.99624e-05-0j -6.30974e-09-0j 2.98178e-13-0j -0.00341718-0j 2.56445e-06-0j -3.4015e-10-0j 8.02474e-15-0j 7.83206e-08-0j -7.40237e-12-0j -5.75089e-14-0j -0.000322086-0j 1.17481e-07-0j -7.8514e-12-0j 3.6565e-09-0j -1.49412e-13-0j 5.96798e-11-0j -2.13533e-05-0j 4.00549e-09-0j -1.15734e-13-0j 8.7168e-11-0j 1.24411e-12-0j -1.03114e-06-0j 9.74568e-11-0j 1.3114e-12-0j -3.63905e-08-0j 1.48699e-12-0j -9.07273e-10-0j 3.81099e-08-0j 5.93688e-07-0j -5.05491e-12-0j 1.19254e-16-0j -2.04683e-09-0j 1.64602e-09-0j -1.53123e-10-0j -1.55571e-13-0j -1.48026e-15-0j 0.000967331-0j 3.84233e-11-0j -1.57006e-15-0j 8.35552e-15-0j -4.94344e-06-0j 1.91974e-13-0j 1.80312e-09-0j 2.54066e-08-0j -1.20505e-13-0j -3.50816e-18-0j 5.61208e-11-0j -2.29322e-15-0j -4.76582e-12-0j 1.29539e-12-0j 1.35021e-14-0j 1.37703e-16-0j -3.34493e-07-0j 4.72406e-06-0j 6.27449e-11-0j -1.81295e-15-0j -5.98794e-14-0j 1.36546e-12-0j 1.94886e-14-0j -0.000328107-0j -1.63816e-08-0j -5.07822e-05-0j 1.54829e-12-0j 2.08342e-14-0j -0.000994064-0j -5.84123e-10-0j 2.38685e-14-0j 
1.42243e-07-0j 0.000412265-0j 0.162569-0j 0.0238426-0j -1.60641e-05-0j 1.25347e-05-0j 0.00539784-0j 0.00128804-0j -4.32009e-07-0j -3.7261e-06-0j -5.76016e-07-0j 3.89793e-11-0j -6.65869e-05-0j 0.00128613-0j 6.96818e-05-0j -5.27568e-07-0j -2.33036e-08-0j -2.01815e-08-0j 0.000195323-0j 0.000132986-0j 2.05877e-06-0j -2.9477e-08-0j -8.4325e-10-0j 4.90564e-05-0j 7.58361e-06-0j -8.88864e-10-0j 5.2505e-06-0j 2.31924e-07-0j 3.06806e-07-0j 0.00471495-0j -0.00166007-0j 0.00112509-0j -3.77355e-07-0j 0.0874072-0j -4.60285e-06-0j 0.0112377-0j -7.11552e-07-0j 5.89727e-11-0j -9.96424e-09-0j -3.25852e-07-0j -1.43935e-08-0j -1.3191e-05-0j -6.00703e-05-0j -0.000259371-0j 0.00116026-0j -1.36599e-05-0j 6.28623e-05-0j 3.71639e-08-0j -4.75938e-07-0j -2.1023e-08-0j -9.3004e-06-0j -2.57478e-08-0j -5.37914e-10-0j -1.4398e-07-0j 0.000179841-0j -0.0267314-0j 0.000122445-0j 1.89558e-06-0j 1.19019e-09-0j -2.71406e-08-0j -7.76412e-10-0j -1.47543e-06-0j 4.58088e-05-0j 1.09489e-05-0j 7.08155e-06-0j -8.30019e-10-0j -3.88169e-05-0j 4.95371e-06-0j 2.18814e-07-0j 
0.000449644-0j 0.190653-0j 0.0235295-0j -2.52528e-05-0j 3.356e-09-0j 0.0036965-0j 0.0020307-0j -1.36259e-06-0j 9.03183e-11-0j -9.0681e-07-0j -2.06929e-08-0j 1.8725e-12-0j 0.00109918-0j 0.00015582-0j -4.40879e-08-0j -6.36538e-08-0j -5.57302e-10-0j -1.45634e-09-0j 0.000147605-0j 7.98787e-06-0j -8.67137e-10-0j -2.12712e-09-0j -4.05084e-11-0j 1.19387e-05-0j 2.72435e-07-0j -4.26996e-11-0j 6.335e-07-0j 5.54642e-09-0j 2.21398e-08-0j 0.00177379-0j 0.0136423-0j -1.19021e-06-0j 7.8892e-11-0j -0.000287467-0j -1.12018e-06-0j -2.3979e-05-0j -2.55619e-08-0j 2.83296e-12-0j -4.74165e-05-0j -3.93157e-08-0j -3.44217e-10-0j 4.14266e-09-0j 0.000991611-0j 9.05993e-08-0j 0.000140571-0j -1.03228e-05-0j -3.97732e-08-0j -3.87247e-12-0j -5.74243e-08-0j -5.02761e-10-0j -5.58632e-07-0j -1.85801e-09-0j -2.58405e-11-0j 6.06432e-11-0j 0.000135905-0j 0.0691178-0j 7.35473e-06-0j -7.98405e-10-0j 8.58867e-11-0j -1.95852e-09-0j -3.72976e-11-0j -0.00137059-0j 1.11483e-05-0j 0.00322885-0j 2.54399e-07-0j -3.98728e-11-0j -0.0364157-0j 5.97691e-07-0j 5.23291e-09-0j 
-1.75712e-07-0j -0.00050927-0j -0.200822-0j -0.0294527-0j 1.98439e-05-0j -1.54841e-05-0j -0.00666795-0j -0.00159111-0j 5.3366e-07-0j 4.60285e-06-0j 7.11552e-07-0j -4.8151e-11-0j 8.22546e-05-0j -0.00158875-0j -8.60777e-05-0j 6.51704e-07-0j 2.87869e-08-0j 2.49302e-08-0j -0.000241282-0j -0.000164278-0j -2.54319e-06-0j 3.64129e-08-0j 1.04167e-09-0j -6.05993e-05-0j -9.36801e-06-0j 1.09801e-09-0j -6.48594e-06-0j -2.86495e-07-0j -3.78997e-07-0j -9.90914e-05-0j 3.48887e-05-0j -2.36453e-05-0j 7.93065e-09-0j -0.00183699-0j 9.67354e-08-0j -0.000236176-0j 1.49543e-08-0j -1.23939e-12-0j 2.09413e-10-0j 6.84824e-09-0j 3.02499e-10-0j 2.77227e-07-0j 1.26246e-06-0j 5.45106e-06-0j -2.43845e-05-0j 2.87083e-07-0j -1.32114e-06-0j -7.81051e-10-0j 1.00025e-08-0j 4.41828e-10-0j 1.95461e-07-0j 5.41126e-10-0j 1.1305e-11-0j 3.02594e-09-0j -3.77962e-06-0j 0.000561799-0j -2.57336e-06-0j -3.98383e-08-0j -2.50136e-11-0j 5.70397e-10-0j 1.63174e-11-0j 3.10083e-08-0j -9.62736e-07-0j -2.30107e-07-0j -1.48829e-07-0j 1.7444e-11-0j 8.15792e-07-0j -1.04109e-07-0j -4.59869e-09-0j 
1.52907e-06-0j -1.9259e-05-0j 6.65869e-05-0j 3.2269e-06-0j -1.08392e-09-0j 0.000134744-0j -0.000252161-0j 5.27568e-07-0j -5.84689e-11-0j -4.00544e-05-0j 2.69087e-08-0j 4.19015e-10-0j 0.164711-0j 0.0138254-0j -6.56759e-06-0j 0.001305-0j -2.50506e-07-0j 0.00010006-0j 0.00209966-0j -6.21248e-06-0j 8.4325e-10-0j -3.16868e-07-0j 2.08588e-06-0j 0.000527341-0j -3.54269e-07-0j -9.555e-09-0j 5.64412e-05-0j -1.08344e-08-0j 3.29807e-06-0j 0.0506842-0j 7.75504e-05-0j -0.000106041-0j 1.17522e-08-0j 1.18298e-05-0j 0.0113857-0j 4.60285e-06-0j -7.64895e-06-0j -1.45876e-07-0j -1.07112e-07-0j 0.00161557-0j -3.10122e-07-0j -1.78529e-09-0j -0.000645736-0j -1.75011e-08-0j -5.42017e-05-0j -0.00014684-0j 2.57478e-08-0j 1.5024e-12-0j -5.11617e-06-0j 9.82092e-10-0j 4.3447e-07-0j 6.36902e-05-0j -5.7824e-09-0j -5.89727e-11-0j 0.00193324-0j -1.09489e-05-0j -5.72006e-06-0j 7.76412e-10-0j 1.27942e-08-0j -2.91752e-07-0j 1.92055e-06-0j -1.58604e-05-0j 0.00049243-0j -0.0270835-0j -3.30816e-07-0j -8.92244e-09-0j 1.81334e-06-0j 5.32508e-05-0j -1.02219e-08-0j 
-1.88885e-06-0j 2.37906e-05-0j -8.22546e-05-0j -3.98618e-06-0j 1.33897e-09-0j -0.000166449-0j 0.000311494-0j -6.51704e-07-0j 7.22265e-11-0j 4.94791e-05-0j -3.32403e-08-0j -5.17608e-10-0j -0.203467-0j -0.0170786-0j 8.11294e-06-0j -0.00161207-0j 3.0945e-07-0j -0.000123604-0j -0.00259371-0j 7.67426e-06-0j -1.04167e-09-0j 3.91427e-07-0j -2.57669e-06-0j -0.000651423-0j 4.37628e-07-0j 1.18033e-08-0j -6.97217e-05-0j 1.33837e-08-0j -4.0741e-06-0j -0.0010652-0j -1.62983e-06-0j 2.2286e-06-0j -2.46989e-10-0j -2.48621e-07-0j -0.000239287-0j -9.67354e-08-0j 1.60754e-07-0j 3.06579e-09-0j 2.25112e-09-0j -3.39535e-05-0j 6.51766e-09-0j 3.75204e-11-0j 1.35711e-05-0j 3.6781e-10-0j 1.13913e-06-0j 3.08605e-06-0j -5.41126e-10-0j -3.15751e-14-0j 1.07524e-07-0j -2.06401e-11-0j -9.13099e-09-0j -1.33854e-06-0j 1.21525e-10-0j 1.23939e-12-0j -4.06297e-05-0j 2.30107e-07-0j 1.20215e-07-0j -1.63174e-11-0j -2.68888e-10-0j 6.13158e-09-0j -4.0363e-08-0j 3.33329e-07-0j -1.03491e-05-0j 0.000569198-0j 6.95256e-09-0j 1.87518e-10-0j -3.81099e-08-0j -1.11914e-06-0j 2.14828e-10-0j 
1.09993e-06-0j -1.38539e-05-0j 4.78989e-05-0j 2.32126e-06-0j -7.79714e-10-0j 9.69277e-05-0j -0.000181391-0j 3.79504e-07-0j -4.20593e-11-0j -2.8813e-05-0j 1.93566e-08-0j 3.01416e-10-0j 0.118484-0j 0.00994527-0j -4.72437e-06-0j 0.000938748-0j -1.802e-07-0j 7.19775e-05-0j 0.00151038-0j -4.46892e-06-0j 6.06588e-10-0j -2.27938e-07-0j 1.50047e-06-0j 0.00037934-0j -2.54842e-07-0j -6.87334e-09-0j 4.06007e-05-0j -7.79364e-09-0j 2.37245e-06-0j -0.071058-0j -0.000108724-0j 0.000148667-0j -1.64763e-08-0j -1.65851e-05-0j -0.0159625-0j -6.45308e-06-0j 1.07236e-05-0j 2.04515e-07-0j 1.50169e-07-0j -0.00226499-0j 4.34784e-07-0j 2.50293e-09-0j 0.000905306-0j 2.45361e-08-0j 7.59894e-05-0j 0.000205866-0j -3.60978e-08-0j -2.10633e-12-0j 7.17275e-06-0j -1.37687e-09-0j -6.09115e-07-0j -8.92921e-05-0j 8.10678e-09-0j 8.26783e-11-0j -0.00271035-0j 1.53501e-05-0j 8.01938e-06-0j -1.08851e-09-0j -1.79371e-08-0j 4.09029e-07-0j -2.69256e-06-0j 2.22359e-05-0j -0.000690374-0j 0.0379704-0j 4.63796e-07-0j 1.2509e-08-0j -2.54225e-06-0j -7.46563e-05-0j 1.43309e-08-0j 
